"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","SF%","SFv","wFB","wSL","wCB","wSF","wFB/C","wSL/C","wCB/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxFS%","pfxSI%","pfxSL%","pfxCU%","pfxvFA","pfxvFC","pfxvFS","pfxvSI","pfxvSL","pfxvCU","pfxFA-X","pfxFC-X","pfxFS-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxFC-Z","pfxFS-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwFC","pfxwFS","pfxwSI","pfxwSL","pfxwCU","pfxwFA/C","pfxwFC/C","pfxwFS/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFS%","piSI%","piSL%","piXX%","pivCU","pivFA","pivFS","pivSI","pivSL","pivXX","piCU-X","piFA-X","piFS-X","piSI-X","piSL-X","piXX-X","piCU-Z","piFA-Z","piFS-Z","piSI-Z","piSL-Z","piXX-Z","piwCU","piwFA","piwFS","piwSI","piwSL","piwXX","piwCU/C","piwFA/C","piwFS/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Nate Pearson",20160,"2024-08-30","@WSN",17,2024,"CHC","A",27,0,0,0,1,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,2,9,0,4.5,2,0,0,4,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.166666666666667,0.5,0.25,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,30.6521753455268,29.9783111930123,4,0,1,0,0,0,0,0,3,14,17,0.0600400008261204,-0.0313520021736622,0.0913920029997826,0.98199999332428,0.101973004639149,0.539600014686584,0.631399989128113,0.677200019359589,0.428799986839294,1,1,0.101007737219334,0.0102598669170253,1,0,0.41176471,99.14285714,0.58823529,89.1,NA,NA,NA,NA,1.47467660903931,-0.197073370218277,NA,NA,21.0668087005615,-1.97073370218277,NA,NA,0.4,0.75,0.64705882,0,1,0.81818182,0.70588235,0.83333333,0.11764706,2,2,0,1,2,1,4,0.5,0.5,0,0.25,0.5,0.25,-0.210843624364176,NA,NA,NA,NA,80,75.25003,80,NA,NA,NA,70.97379,62.6125,69.73717,NA,NA,NA,NA,NA,NA,80,73.22096,80,-2.87884,-0.24117,NA,NA,NA,140.4,140.82,183.26,NA,NA,NA,118.52,117.12,133.86,NA,NA,NA,127.529411764706,126.878823529412,154.201176470588,0.41176471,NA,NA,NA,0.58823529,NA,99.1571393694196,NA,NA,NA,89.15,NA,-3.15460695539202,NA,NA,NA,3.36506614685059,NA,11.004893711635,NA,NA,NA,0.100338959693909,NA,1.49715189635754,NA,NA,NA,-0.201731882989407,NA,21.3878842336791,NA,NA,NA,-2.01731882989407,NA,0.4,0.75,0.64705882,0,1,0.81818182,0.70588235,13.90909091,NA,0.41176471,NA,NA,0.58823529,NA,NA,99.4307686941964,NA,NA,89.3973510742187,NA,NA,-2.82386425563267,NA,NA,3.89726295471191,NA,NA,9.94623238699777,NA,NA,-1.25237398147583,NA,NA,1.49715189635754,NA,NA,-0.201731882989407,NA,NA,21.3878842336791,NA,NA,-2.01731882989407,NA,0.4,0.75,0.64705882,0,1,0.81818182,0.70588235,4,92.3980102539062,-12.4854354858398,0,0,95.9557,1,0.25,"2024-08-30",0
"Nate Pearson",20160,"2024-08-27","@PIT",17,2024,"CHC","A",27,0,0,4.5,1,0,0,0,0,0,0,0,2,7,1,1,1,1,0,0,0,0,0,3,13.5,0,4.5,3,0,0,1,2,1,0,0,0,0,0.42857143,0,0.42857143,1.17711684264457,4.5,0.142857142857143,0.5,0,1,6.6664797782898,-2.1664797782898,1.67848818451166,112.376300555975,166.551291120042,42.3513648164615,0.5,0.25,0.25,0.5,0,0.5,0,0,6,17,23,0.0133440000936389,-0.0147120002657175,0.0280559994280338,0.0419999659061432,0.00418534688651562,0.18302857875824,0.227100014686584,0.195200011134148,0.175200000405312,1,1,0.0809132233262062,-0.00800657571864966,0,0,0.43478261,98.5,0.52173913,89.16666667,0.04347826,83,NA,NA,-0.605998694896698,0.512353658676147,0.193908214569092,NA,-6.05998694896698,4.26961382230123,19.3908214569092,NA,0.45454545,0.66666667,0.56521739,0.6,0.5,0.53846154,0.52173913,0.85714286,0.26086957,2,2,0,0,1,3,4,0.5,0.5,0,0,0.25,0.75,7.41626969935541,NA,80,72.55482,80,77.42787,58.07,75.15026,80,80,80,80,60.51462,80,NA,NA,NA,NA,NA,NA,80,64.02737,80,-2.36658,0.52722,193.28,149.34,178.7,106.18,114.16,123.42,124.84,98.32,129.14,122.6,128.44,145.22,NA,NA,NA,119.345217391304,122.451304347826,137.446086956522,0.39130435,NA,NA,0.04347826,0.52173913,0.04347826,98.4444444444444,NA,NA,97.6999969482422,89,83.3000030517578,-4.0345344543457,NA,NA,-8.93543148040771,3.33879407246908,7.22031497955322,9.87960730658637,NA,NA,6.31898736953735,0.411415338516235,-6.81806230545044,-0.768689449876547,NA,NA,0.255611628293991,0.517631720751524,0.196128189563751,-8.54099388751719,NA,NA,25.5611628293991,4.31359767292937,19.6128189563751,0.33333333,0.71428571,0.56521739,0.66666667,0.5,0.53846154,0.60869565,16.1875,0.04347826,0.39130435,NA,0.04347826,0.52173913,NA,83.2823028564453,98.4320136176215,NA,97.7163009643555,88.9574381510417,NA,7.60841989517212,-3.56736670600043,NA,-8.7309398651123,3.86645253499349,NA,-8.38582038879395,8.85576460096571,NA,5.64560985565186,-0.61377207438151,NA,0.196128189563751,-0.768689449876547,NA,0.255611628293991,0.517631720751524,NA,19.6128189563751,-8.54099388751719,NA,25.5611628293991,4.31359767292937,NA,0.33333333,0.71428571,0.56521739,0.66666667,0.5,0.53846154,0.60869565,4,96.2948379516602,14.287130355835,1,0.25,104.477,2,0.5,"2024-08-27",0
"Nate Pearson",20160,"2024-08-21","DET",17,2024,"CHC","H",27,0,0,0,1,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,3,13.5,0,4.5,3,0,0,2,1,1,0,0,0,0,0.42857143,0,0.42857143,0.950953579058688,0,0.142857142857143,0.5,0.25,1,0.166479778289795,-0.166479778289795,0.922483981400728,0,5.94324520470577,24.0819762068706,2,0.25,0.5,0.25,0,0,0,0,7,22,29,0.0662319958209991,-0.025579996407032,0.0918119922280312,0.938000023365021,0.100535899400711,0.585700035095215,0.593600034713745,0.626400053501129,0.450800001621246,1,1,0.099337138235569,0.0137446303360038,1,0,0.34482759,98.7,0.65517241,88.84210526,NA,NA,NA,NA,-0.164850875735283,1.16251170635223,NA,NA,-1.64850875735283,6.11848266501176,NA,NA,0.4375,0.61538462,0.51724138,0.57142857,1,0.8,0.44827586,0.71428571,0.10344828,1,2,1,0,2,2,4,0.25,0.5,0.25,0,0.5,0.5,0.708572896026151,NA,NA,NA,NA,74.50354,59.09806,70.26647,NA,NA,NA,74.72021,65.44825,72.54343,NA,NA,NA,NA,NA,NA,80,68.71359,78.6777,-1.84004,1.31703,NA,NA,NA,115.56,111.4,120.6,NA,NA,NA,132.4,108.76,135.58,NA,NA,NA,126.593103448276,109.670344827586,130.414482758621,0.34482759,NA,NA,NA,0.65517241,NA,98.5400024414062,NA,NA,NA,88.8263132195724,NA,-3.77537994384766,NA,NA,NA,3.16934424952457,NA,9.84998016357422,NA,NA,NA,1.08400967246608,NA,-0.168309759348631,NA,NA,NA,1.16428920999169,NA,-1.68309759348631,NA,NA,NA,6.1278379473247,NA,0.35714286,0.66666667,0.51724138,0.4,1,0.8,0.51724138,17.95454545,NA,0.34482759,NA,NA,0.65517241,NA,NA,98.7730224609375,NA,NA,89.0312243009868,NA,NA,-3.80746002197266,NA,NA,3.42481432462993,NA,NA,8.99724426269531,NA,NA,0.0962101283826326,NA,NA,-0.168309759348631,NA,NA,1.16428920999169,NA,NA,-1.68309759348631,NA,NA,6.1278379473247,NA,0.38461538,0.625,0.51724138,0.4,1,0.8,0.55172414,4,91.7513885498047,7.91579055786133,1,0.25,101.946,2,0.5,"2024-08-21",0
"Nate Pearson",20160,"2024-08-17","TOR",17,2024,"CHC","H",27,1,0,0,1,0,0,0,0,0,0,0,2,9,1,0,0,0,2,0,0,0,0,1,4.5,9,4.5,0.5,0,0,0,5,1,1,0,0,0,0.11111111,0.22222222,-0.11111111,9.40928463429556,0,0.142857142857143,1.5,0.166666666666667,1,5.1664797782898,-5.1664797782898,8.94650079384446,0,129.487895908811,217.988148623898,0,0.166666666,0,0.833333333,0.2,0,0,0,13,16,29,0.116068005561829,-0.202388033270836,0.318456023931503,0.937999963760376,0.100535906851292,1.95115554332733,1.09060001373291,1.03559994697571,1.27559995651245,1,1,0.0292123127728701,0.0302744902955805,1,0,0.62068966,97.33333333,0.31034483,90,0.06896552,79.5,NA,NA,0.215178117156029,-0.0881004706025124,0.0199030227959156,NA,1.19543398420016,-0.978894117805693,0.99515113979578,NA,0.125,0.53846154,0.31034483,0.5,1,0.88888889,0.44827586,0.66666667,0.03448276,1,2,3,1,3,2,6,0.16666667,0.33333333,0.5,0.16666667,0.5,0.33333333,4.22637098744231,NA,48.40701,56.722,43.06031,80,59.51811,77.67788,80,80,79.98105,20.53717,56.15642,24.07259,NA,NA,NA,NA,NA,NA,67.49313,58.28269,61.98777,-0.96137,2.63504,116.94,114.02,107.44,97.34,120.38,126.06,110.48,118.54,129.48,114,53.1,63.14,NA,NA,NA,104.315172413793,98.9979310344828,105.366896551724,0.5862069,NA,NA,0.03448276,0.31034483,0.06896552,97.3294103285846,NA,NA,96.5999984741211,89.9222208658854,79.6500015258789,-4.17961120605469,NA,NA,-9.11778450012207,2.67246500651042,5.81602764129639,9.71168248793658,NA,NA,6.72000503540039,2.30063247680664,-6.66760921478271,0.140148691833019,NA,NA,0.054773960262537,-0.0912963598966599,0.019891619682312,0.824404069605996,NA,NA,5.4773960262537,-1.01440399885178,0.994580984115601,0.07142857,0.53333333,0.31034483,1,0.875,0.88888889,0.51724138,18.35,0.06896552,0.5862069,NA,0.03448276,0.31034483,NA,79.6361999511719,97.346528894761,NA,96.6578979492188,89.9152221679688,NA,6.17461490631104,-4.06021925982307,NA,-9.13992977142334,2.91806115044488,NA,-8.50501537322998,8.94545341940487,NA,5.65194988250732,1.18735387590196,NA,0.019891619682312,0.140148691833019,NA,0.054773960262537,-0.0912963598966599,NA,0.994580984115601,0.824404069605996,NA,5.4773960262537,-1.01440399885178,NA,0.07142857,0.53333333,0.31034483,1,0.875,0.88888889,0.51724138,6,96.4084167480469,41.3137842814128,1,0.16666667,110.611,3,0.5,"2024-08-17",0
"Nate Pearson",20160,"2024-08-13","@CLE",17,2024,"CHC","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,30.6521753455268,66.5170884121943,1,0,0.5,0.5,0,0,0,0,2,6,8,0.0291799940168858,0,0.0291799940168858,0.479999989271164,0.0506329126656055,0.389866650104523,0.51199996471405,0.51199996471405,NA,0,1,0.0748871713876724,-4.10823234689578e-05,0,0,0.25,97,0.625,89.2,0.125,79,NA,NA,0.519491672515869,0.2431371062994,-0.0344077162444592,NA,25.9745836257935,4.86274212598801,-3.44077162444592,NA,0.66666667,0.4,0.5,0.5,0.5,0.5,0.625,0.66666667,0.25,2,0,0,0,2,0,2,1,0,0,0,1,0,-0.35874178519418,NA,20,50.8229,20,64.91961,62.18637,74.69113,NA,NA,NA,62.75055,59.35957,69.6131,NA,NA,NA,NA,NA,NA,50.31144,63.41267,53.89263,0.10606,4.23618,86.88,20.9,16.62,92.08,146.36,151.62,NA,NA,NA,111.6,78.54,90.18,NA,NA,NA,103.63,88.29,96.345,0.25,NA,NA,NA,0.625,0.125,97.25,NA,NA,NA,89.0799987792969,78.6999969482422,-4.33283710479736,NA,NA,NA,3.13725757598877,7.26597261428833,9.99125099182129,NA,NA,NA,0.879487705230713,-8.27602100372314,0.526562198996544,NA,NA,NA,0.245210241526365,-0.0350487045943737,26.3281099498272,NA,NA,NA,4.90420483052731,-3.50487045943737,0.5,0.5,0.5,0.5,0.5,0.5,0.5,15.4,0.125,0.25,NA,NA,0.625,NA,78.7566986083984,97.3803558349609,NA,NA,89.1812805175781,NA,7.34336996078491,-4.20109510421753,NA,NA,3.3554859161377,NA,-8.77178955078125,8.99557495117188,NA,NA,-0.204693698883057,NA,-0.0350487045943737,0.526562198996544,NA,NA,0.245210241526365,NA,-3.50487045943737,26.3281099498272,NA,NA,4.90420483052731,NA,0.33333333,0.6,0.5,0,0.66666667,0.5,0.625,2,87.2333679199219,7.1499137878418,0,0,98.2209,1,0.5,"2024-08-13",0
"Nate Pearson",20160,"2024-08-12","@CLE",17,2024,"CHC","A",27,0,0,9,1,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,1,9,0,9,1,0,0,0,2,1,1,0,0,0,0.25,0,0.25,4.46147908401489,9,0.25,1,0,1,14.1664797782898,-5.16647977828979,4.19049659073353,224.752601111951,351.868267176199,103.055865631376,0,0.333333333,0,0.666666666,0.5,0.5,4,36,5,7,12,-0.0164039842784405,-0.0230919886380434,0.00668800342828035,-0.519999980926514,-0.0548523180186749,0.0943999961018562,0.149199992418289,0.149199992418289,0.728399991989136,1,1,-0.117384716868401,-0.056386310206016,0,0,0.66666667,98,0.25,88.33333333,0.08333333,80,NA,NA,0.620572328567505,-1.21010100841522,-0.0373910665512085,NA,7.75715410709381,-40.3367002805074,-3.73910665512085,NA,0.28571429,0.8,0.5,1,0.75,0.83333333,0.41666667,0.5,0.08333333,1,0,2,1,1,1,3,0.33333333,0,0.66666667,0.33333333,0.33333333,0.33333333,16.9827114923378,NA,80,76.23887,80,65.18138,56.3806,67.81646,NA,NA,NA,39.45202,50.42203,42.1056,NA,NA,NA,NA,NA,NA,64.53475,54.88857,67.51734,-0.77758,2.91072,168.4,144.72,159.72,94.9,125.64,130.52,NA,NA,NA,100.26,99.28,109.22,NA,NA,NA,102.365,120.64,127.628333333333,0.66666667,NA,NA,NA,0.25,0.08333333,97.8625030517578,NA,NA,NA,88.5,80.4000015258789,-4.34117841720581,NA,NA,NA,2.41871706644694,7.60235166549683,9.57488441467285,NA,NA,NA,0.968094189961751,-7.92166519165039,0.610232509672642,NA,NA,NA,-1.16686243936419,-0.0380783230066299,7.62790637090802,NA,NA,NA,-38.8954146454732,-3.80783230066299,0.28571429,0.8,0.5,1,0.75,0.83333333,0.41666667,15.875,0.08333333,0.66666667,NA,NA,0.25,NA,80.5096969604492,98.0399017333984,NA,NA,88.6713358561198,NA,8.01500988006592,-4.16932773590088,NA,NA,2.85137685139974,NA,-9.5817699432373,8.804030418396,NA,NA,-0.241117040316264,NA,-0.0380783230066299,0.610232509672642,NA,NA,-1.16686243936419,NA,-3.80783230066299,7.62790637090802,NA,NA,-38.8954146454732,NA,0.28571429,0.8,0.5,1,0.75,0.83333333,0.41666667,3,91.0822041829427,40.2789510091146,1,0.33333333,97.917,1,0.33333333,"2024-08-12",0
"Nate Pearson",20160,"2024-08-05","MIN",17,2024,"CHC","H",27,0,0,4.5,1,0,0,0,0,0,0,0,2,7,2,1,1,0,0,0,0,0,0,2,9,0,9,2,0,0,2,2,1,1,0,0,0,0.28571429,0,0.28571429,2.34762705054979,0,0.285714285714286,1,0.4,0.5,1.1664797782898,3.3335202217102,2.67848818451166,112.376300555975,30.6521753455268,66.5170884121943,1,0.2,0.4,0.4,0.5,0,0,0,6,12,18,-0.00607999972999096,-0.0378919988870621,0.0318120010197163,-0.062000036239624,-0.00664523616433144,0.289828568696976,0.359200000762939,0.450800001621246,NA,0,1,-0.0145049430429935,-0.00647297420417672,0,0,0.33333333,95,0.55555556,84.7,0.11111111,81,NA,NA,-0.43658384680748,0.875859141349792,0.173208177089691,NA,-7.27639744679133,8.75859141349792,8.66040885448456,NA,0.45454545,0.85714286,0.61111111,0.2,0.83333333,0.54545455,0.38888889,0.57142857,0.27777778,2,2,1,1,0,4,5,0.4,0.4,0.2,0.2,0,0.8,0.816816491587555,NA,23.9262,49.45636,32.6865,22.37981,55.92423,20,NA,NA,NA,67.4739,42.52676,72.15448,NA,NA,NA,NA,NA,NA,46.23455,49.02056,43.0938,0.35934,4.6161,143.22,96.68,87.12,86.64,78.78,77.38,NA,NA,NA,88.64,119.5,115.08,NA,NA,NA,94.0377777777778,103.391111111111,99.4066666666667,0.33333333,NA,NA,NA,0.55555556,0.11111111,94.9166666666667,NA,NA,NA,84.7200012207031,81,-3.47101020812988,NA,NA,NA,2.77638416290283,5.13189601898193,9.88243039449056,NA,NA,NA,-0.727583646774292,-7.71416568756104,-0.457994919270277,NA,NA,NA,0.919704884290695,0.175081238150597,-7.63324865450462,NA,NA,NA,9.19704884290695,8.75406190752983,0.4,0.875,0.61111111,0,0.85714286,0.54545455,0.44444444,17.27272727,0.11111111,0.33333333,NA,NA,0.55555556,NA,81.4375,95.3933817545573,NA,NA,85.1602416992187,NA,5.00162506103516,-3.42354520161947,NA,NA,3.01475505828857,NA,-9.10814476013184,9.13127009073893,NA,NA,-1.88154888153076,NA,0.175081238150597,-0.457994919270277,NA,NA,0.919704884290695,NA,8.75406190752983,-7.63324865450462,NA,NA,9.19704884290695,NA,0.4,0.875,0.61111111,0,0.85714286,0.54545455,0.44444444,5,99.7466186523438,21.6883926391602,1,0.2,106.409,4,0.8,"2024-08-05",0
"Nate Pearson",20160,"2024-08-01","STL",17,2024,"CHC","H",27,1,0,0,1,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,1,4.5,0,4.5,1,0,0,3,1,2,0,0,0,0,0.14285714,0,0.14285714,3.15672909693732,0,0.142857142857143,0.5,0.166666666666667,1,2.1664797782898,-2.1664797782898,2.92248398140073,0,55.3611054863477,72.413423398336,3,0.333333333,0.5,0.166666666,0,0,3,13.5,8,20,28,0.0409399978816509,-0.0101160015910864,0.0510559976100922,0.938000023365021,0.100535906851292,0.373085707426071,0.359200000762939,0.450800001621246,NA,0,1,0.093626007437706,0.0161074856089645,0,0,0.60714286,96.47058824,0.32142857,88.33333333,0.07142857,80.5,NA,NA,0.368129938840866,0.621370315551758,0.0167976431548595,NA,2.16547022847568,6.90411461724175,0.839882157742977,NA,0.35714286,0.57142857,0.46428571,0.8,1,0.92307692,0.5,0.71428571,0.03571429,0,4,2,0,3,3,6,0,0.66666667,0.33333333,0,0.5,0.5,4.12023548480627,NA,52.55154,57.84355,80,71.90102,43.67182,79.75416,NA,NA,NA,76.52086,54.82216,80,NA,NA,NA,NA,NA,NA,77.63585,45.68582,80,-1.5915,1.68984,124.98,105.88,103.52,86.5,140.26,125.34,NA,NA,NA,111.04,127.1,135.24,NA,NA,NA,97.1364285714286,133.574285714286,126.963571428571,0.60714286,NA,NA,NA,0.32142857,0.07142857,96.6235279756434,NA,NA,NA,88.2111138237847,80.6500015258789,-4.38269761029412,NA,NA,NA,2.95584254794651,8.55360412597656,8.87709853228401,NA,NA,NA,1.77925237019857,-5.47566843032837,0.413275573402643,NA,NA,NA,0.628877725452185,0.0166956372559071,2.43103278472143,NA,NA,NA,6.98753028280205,0.834781862795353,0.33333333,0.5625,0.46428571,0.75,1,0.92307692,0.57142857,17.76190476,0.07142857,0.60714286,NA,NA,0.32142857,NA,81.0030975341797,96.9479765050552,NA,NA,88.5142144097222,NA,8.98674964904785,-4.14660285500919,NA,NA,3.42614555358887,NA,-6.51089477539062,8.09490966796875,NA,NA,0.787896739112006,NA,0.0166956372559071,0.413275573402643,NA,NA,0.628877725452185,NA,0.834781862795353,2.43103278472143,NA,NA,6.98753028280205,NA,0.27272727,0.58823529,0.46428571,0.66666667,1,0.92307692,0.60714286,6,90.4130554199219,6.08698844909668,0,0,103.85,3,0.5,"2024-08-01",0
"Nate Pearson",20160,"2024-07-29","@CIN",17,2024,"CHC","A",27,0,0,6.75000160932579,1,0,0,0,0,0,0,0,1.1,6,1,1,1,1,0,0,1,0,0,1,6.75000160932579,0,6.75000160932579,1,0,0,1,3,0,0,0,0,0,0.16666667,0,0.16666667,4.72872909190039,6.75000160932579,0.2,0.750000178813977,0,1,13.6664822816855,-6.91648067235968,7.31849968220768,168.56449102287,339.513863962018,178.646323746538,0.333333333,0,0.25,0.75,0,0.333333333,0,0,9,9,18,0.000550025724805892,-0.00171998143196106,0.00227000704035163,-0.453999996185303,-0.0429314412176609,0.0153333330526948,0.0205000005662441,0.0309999994933605,0.00999999977648258,1,1,-0.0487231835722923,0.0845944271509496,0,0,0.72222222,96.61538462,0.27777778,87.2,NA,NA,NA,NA,-0.617818355560303,-0.169314488768578,NA,NA,-4.75244888892541,-3.38628977537155,NA,NA,0.15384615,0.6,0.27777778,1,1,1,0.27777778,0.5,0,3,1,0,0,2,2,4,0.75,0.25,0,0,0.5,0.5,11.7592380338771,NA,NA,NA,NA,71.36085,58.60858,66.69973,32.86315,80,20,20,52.32412,20,NA,NA,NA,NA,NA,NA,53.1169,57.68109,42.81431,-0.06823,3.97475,NA,NA,NA,93.1,151.32,152.16,114.06,28.16,48.82,104.66,61.24,71.8,NA,NA,NA,98.64,112.613333333333,118.355555555556,0.61111111,NA,NA,0.11111111,0.27777778,NA,96.5909090909091,NA,NA,96.5500030517578,87.0799987792969,NA,-4.71604676680131,NA,NA,-8.50115013122559,2.25712699890137,NA,9.54278425736861,NA,NA,6.55932855606079,0.750177049636841,NA,-0.276198234409094,NA,NA,-0.293229416012764,-0.173096880316734,NA,-2.51089304008267,NA,NA,-14.6614708006382,-3.46193760633469,NA,0.11111111,0.44444444,0.27777778,1,1,1,0.5,17.75,NA,0.61111111,NA,0.11111111,0.27777778,NA,NA,96.4062056107955,NA,96.400146484375,86.9039184570313,NA,NA,-4.45853458751332,NA,-8.69601535797119,2.8291540145874,NA,NA,8.59638907692649,NA,5.87716007232666,-0.707566165924072,NA,NA,-0.276198234409094,NA,-0.293229416012764,-0.173096880316734,NA,NA,-2.51089304008267,NA,-14.6614708006382,-3.46193760633469,NA,0.1,0.5,0.27777778,1,1,1,0.44444444,4,94.4550323486328,25.6361045837402,1,0.25,104.691,1,0.25,"2024-07-29",0
"Nate Pearson",20160,"2024-07-25","TBR",14,2024,"TOR","H",27,0,0,5.40000205993731,1,0,0,0,0,0,0,0,1.2,9,3,1,1,0,1,0,0,0,0,1,5.40000205993731,5.40000205993731,16.2000061798119,1,0,0,2,3,2,0,0,0,0,0.11111111,0.11111111,0,5.84279081228583,0,0.375,2.40000091552769,0.428571428571429,0.75,3.76648000717172,1.63352205276559,6.48809617658525,135.786842748186,91.8836592296958,159.562595150022,0.666666666,0.285714285,0.285714285,0.428571428,0,0,0,0,15,20,35,-0.00118600006680936,-0.00170999998226762,0.000524000031873584,-1.98500001430511,-0.209720030426979,0.00873333308845758,0.0120666660368443,0.0361999981105328,0,1,1,-0.00665004039183259,-0.129151497783419,0,0,0.54285714,97.42105263,0.34285714,86.16666667,0.11428571,78.75,NA,NA,0.327409088611603,0.0217994563281536,-1.03399956226349,NA,1.72320572953475,0.181662136067947,-25.8499890565872,NA,0.15,0.73333333,0.4,1,0.90909091,0.92857143,0.42857143,0.55555556,0.02857143,2,5,0,2,4,1,7,0.28571429,0.71428571,0,0.28571429,0.57142857,0.14285714,5.07859171411051,NA,45.59785,58.23856,53.73184,33.13314,67.57174,20,NA,NA,NA,44.9813,45.79632,46.01353,NA,NA,NA,NA,NA,NA,34.92439,59.26958,25.15059,1.062,5.67009,125.36,92.92,95.36,112.48,63.6,84.68,NA,NA,NA,102.22,80.52,89.92,NA,NA,NA,110.434285714286,72.752,87.6971428571429,0.54285714,NA,NA,NA,0.34285714,0.11428571,97.3947368421053,NA,NA,NA,86.125,78.6500015258789,-5.46067368356805,NA,NA,NA,2.27624972661336,7.71009922027588,9.95612616288035,NA,NA,NA,-0.467673500378927,-8.58875560760498,0.326416250318289,NA,NA,NA,0.0272488966584206,-1.04983153939247,1.7179802648331,NA,NA,NA,0.227074138820171,-26.2457884848118,0.13333333,0.6,0.4,1,0.91666667,0.92857143,0.57142857,18.12,0.11428571,0.54285714,NA,NA,0.34285714,NA,78.5506973266602,97.3100971422697,NA,NA,86.0124206542969,NA,8.9405403137207,-4.44680665668688,NA,NA,3.55211766560872,NA,-10.1411180496216,9.13728493138363,NA,NA,-1.93970282872518,NA,-1.04983153939247,0.326416250318289,NA,NA,0.0272488966584206,NA,-26.2457884848118,1.7179802648331,NA,NA,0.227074138820171,NA,0.125,0.63157895,0.4,1,0.91666667,0.92857143,0.54285714,7,85.2736118861607,22.0846099853516,0,0,100.843,3,0.42857143,"2024-07-25",0
