"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","XX%","wFB","wSL","wCT","wCB","wFB/C","wSL/C","wCT/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxCU%","pfxCH%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxvCU","pfxvCH","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwCU","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFC%","piSI%","piSL%","pivCU","pivFA","pivFC","pivSI","pivSL","piCU-X","piFA-X","piFC-X","piSI-X","piSL-X","piCU-Z","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwCU","piwFA","piwFC","piwSI","piwSL","piwCU/C","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Jake Bird",21267,"2024-09-28","LAD",19,2024,"COL","H",28,0,0,0,1,0,0,0,0,0,0,0,0.2,5,1,0,0,0,0,0,2,0,0,0,0,0,13.500014081612,0,0,0,1,1,1,0,0,0,0,0,0,0,6.03472908401489,0,0.333333333333333,1.50000156462356,0.333333333333333,1,12.1664891660311,-12.1664891660311,14.4345041410879,0,282.26506254236,350.609720605839,1,0.333333333,0.333333333,0.333333333,0,0,0,0,6,8,14,-0.000132000015582889,-0.000232000005780719,9.99999974737875e-05,-0.968999981880188,-0.084334209561348,0,0,0,NA,0,1,0,NA,0,0,0.21428571,95,0.42857143,86,0.07142857,94,0.28571429,81,NA,-1.10297906398773,-0.0815031006932259,-0.0344077162444592,0.235768616199493,-36.7659687995911,-1.35838501155376,-3.44077162444592,5.89421540498734,0.14285714,0.42857143,0.28571429,1,1,1,0.5,0.6,0,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,16.5422609223764,39.30324,44.14002,39.0968,20,29.61298,20,20,39.74279,20,20,51.94617,20,20,39.2613,20,3.80286,9.78138,NA,NA,NA,110.2,60.02,64.68,NA,NA,NA,84.16,-93.16,-115.38,106.58,62.66,68.38,84.88,24.32,17.76,101.26,25.7771428571429,24.33,NA,0.07142857,0.21428571,0.42857143,0.28571429,NA,NA,93.5999984741211,95.0666707356771,85.9166666666667,81.0499954223633,NA,NA,-0.594607293605804,-6.19185384114583,3.46243095397949,6.59833431243896,NA,NA,6.02914571762085,1.27546008427938,0.69019881884257,-4.32327938079834,NA,NA,-0.0350487045943737,-1.11785240471363,-0.0863430611789227,0.238816253840923,NA,NA,-3.50487045943737,-37.2617468237877,-1.43905101964871,5.97040634602308,NA,0.14285714,0.42857143,0.28571429,1,1,1,0.5,20.33333333,0.28571429,NA,0.07142857,0.21428571,0.42857143,81.1555786132812,NA,93.7078018188477,95.1895345052083,86.0127156575521,6.92815017700195,NA,0.214520007371902,-6.09183311462402,4.25993347167969,-4.60340023040771,NA,5.70885992050171,1.23272832234701,0.361126820246379,0.238816253840923,NA,-0.0350487045943737,-1.11785240471363,-0.0863430611789227,5.97040634602308,NA,-3.50487045943737,-37.2617468237877,-1.43905101964871,0.14285714,0.42857143,0.28571429,1,1,1,0.5,3,92.2384948730469,22.8625920613607,1,0.33333333,105.638,1,0.33333333,"2024-09-28",0
"Jake Bird",21267,"2024-09-26","STL",19,2024,"COL","H",28,0,0,0,1,0,0,0,0,0,0,0,1.2,6,1,0,0,0,0,0,0,0,0,2,10.8000041198746,0,5.40000205993731,2,0,1,2,1,0,0,0,1,1,0.33333333,0,0.33333333,1.64500686612628,0,0.166666666666667,0.600000228881923,0.25,1,0.766478862762102,-0.766478862762102,1.67368425256661,0,19.3824841739663,42.2352743249048,2,0,0.666666666,0.333333333,0,0,0,0,7,16,23,0.145444005727768,-0.0717799887061119,0.21722400188446,1.40799999237061,0.122541338205338,1.39662861824036,1.146399974823,1.32000005245209,1.09600007534027,1,1,0.08808683604002,0.0160525205707704,1,0,0.30434783,95.71428571,0.26086957,85.33333333,0.04347826,92,0.39130435,82,NA,-0.271232455968857,0.259322106838226,0.214809954166412,0.539766371250153,-3.87474937098367,4.32203511397044,21.4809954166412,5.9974041250017,0.53333333,0.25,0.43478261,0.625,0.5,0.6,0.34782609,0.33333333,0.17391304,3,0,1,1,3,0,4,0.75,0,0.25,0.25,0.75,0,-0.36143799891589,80,46.83299,80,56.77268,37.05131,62.83625,80,41.88786,80,20,46.70594,20,74.65991,39.98206,80,-1.40662,1.96716,NA,NA,NA,117.08,121.92,135.96,NA,NA,NA,90.7,117.82,112.74,116.16,124.42,142.76,162.12,31.64,60.92,111.681818181818,117.38,128.070909090909,NA,0.04347826,0.30434783,0.26086957,0.39130435,NA,NA,91.5999984741211,95.6142839704241,85.3499959309896,81.7444458007812,NA,NA,2.61689639091492,-4.98203550066267,4.71080716451009,7.38460371229384,NA,NA,0.997456073760986,1.07950401306152,1.63278961181641,-4.00203323364258,NA,NA,0.217751413583755,-0.276125516742468,0.261876121163368,0.545971062034369,NA,NA,21.7751413583755,-3.94465023917811,4.36460201938947,6.06634513371521,NA,0.33333333,0.5,0.43478261,0.33333333,0.71428571,0.6,0.60869565,18.6875,0.39130435,NA,0.04347826,0.30434783,0.26086957,81.9148356119792,NA,91.7302017211914,95.797598702567,85.5246785481771,7.80847676595052,NA,3.23888993263245,-4.701904296875,5.44988505045573,-4.29166666666667,NA,1.04078996181488,0.880574907575335,1.50236177444458,0.545971062034369,NA,0.217751413583755,-0.276125516742468,0.261876121163368,6.06634513371521,NA,21.7751413583755,-3.94465023917811,4.36460201938947,0.375,0.46666667,0.43478261,0.33333333,0.71428571,0.6,0.65217391,4,69.0391082763672,-17.9406051635742,0,0,83.5459,0,0,"2024-09-26",0
"Jake Bird",21267,"2024-09-24","STL",19,2024,"COL","H",28,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,1,6.75000160932579,0,6.75000160932579,1,0,0,1,2,1,0,0,0,0,0.2,0,0.2,3.74716908401489,0,0.2,0.750000178813977,0.25,1,1.66647942066184,-1.66647942066184,3.93449257073111,0,40.1363660477249,96.8693432446014,0.5,0.25,0.25,0.5,0,0,0,0,3,16,19,-0.0934359952807426,-0.108231998980045,0.0147960018366575,-0.692000031471252,-0.060226283967495,0.369520008563995,0.510533332824707,1.34519994258881,NA,0,1,0.0345862954854965,-0.287444038274169,0,1,0.42105263,96.125,0.36842105,86.42857143,NA,NA,0.21052632,80.75,NA,-0.477306008338928,0.269726276397705,NA,0.427500754594803,-5.9663251042366,3.85323251996722,NA,10.6875188648701,0.55555556,0.8,0.68421053,0.8,0.875,0.84615385,0.52631579,0.8,0.10526316,1,0,3,1,2,1,4,0.25,0,0.75,0.25,0.5,0.25,2.7754529499718,57.97313,44.4039,57.00922,64.58289,20,80,76.08133,53.10265,80,NA,NA,NA,72.52183,36.22323,80,-1.27379,2.16641,NA,NA,NA,95.04,101,106.14,NA,NA,NA,76.16,137.06,110.1,141,106.1,130.4,NA,NA,NA,104.023157894737,118.062105263158,116.745263157895,NA,NA,0.42105263,0.36842105,0.21052632,NA,NA,NA,96.1500015258789,86.5714285714286,80.625,NA,NA,NA,-5.74818801879883,3.8860342843192,7.60263442993164,NA,NA,NA,1.23336088657379,1.51894664764404,-5.15287494659424,NA,NA,NA,-0.481156706809998,0.314867619425058,0.432455454021692,NA,NA,NA,-6.01445883512497,4.49810884892941,10.8113863505423,NA,0.5,0.76923077,0.68421053,1,0.8,0.84615385,0.68421053,18.5,0.21052632,NA,NA,0.42105263,0.36842105,80.6146011352539,NA,NA,96.1609115600586,86.5539725167411,8.0447301864624,NA,NA,-5.60071754455566,4.50838851928711,-5.57314252853394,NA,NA,1.06462621688843,1.19178771972656,0.432455454021692,NA,NA,-0.481156706809998,0.314867619425058,10.8113863505423,NA,NA,-6.01445883512497,4.49810884892941,0.6,0.71428571,0.68421053,1,0.8,0.84615385,0.73684211,4,79.9069747924805,22.451021194458,0,0,94.6621,0,0,"2024-09-24",0
"Jake Bird",21267,"2024-09-15","CHC",19,2024,"COL","H",28,0,0,5.40000205993731,1,0,0,0,0,0,0,0,1.2,8,2,1,1,1,2,0,0,0,0,0,0,10.8000041198746,10.8000041198746,0,0,0,2,3,1,0,0,0,0,0,0.25,-0.25,9.99829158401489,5.40000205993731,0.333333333333333,2.40000091552769,0.2,1,14.5664841270463,-9.16648206710903,9.48809732099487,115.719730529961,337.608597033896,231.076220599424,0.666666666,0.166666666,0.333333333,0.5,0,0.333333333,0,0,12,20,32,-0.0177080035209656,-0.205912008881569,0.188204005360603,0.124000012874603,0.0107919936999679,1.1151111125946,1.07780003547668,1.0595999956131,0.402799993753433,1,1,-0.0952389240264893,0.0793588890049001,0,0,0.625,95.9,0.09375,88,0.0625,92.5,0.21875,82.28571429,NA,0.557121098041534,-0.143033638596535,-1.41040635108948,-0.00940045714378357,2.78560549020767,-4.76778795321782,-70.5203175544739,-0.134292244911194,0.4,0.75,0.53125,0.75,0.88888889,0.82352941,0.375,0.625,0.09375,3,3,0,0,1,5,6,0.5,0.5,0,0,0.16666667,0.83333333,20.194151426946,26.95866,44.05102,28.10594,45.8663,37.52742,31.58412,80,54.60525,79.08106,80,56.84283,80,48.92393,37.39725,36.59774,0.19226,4.36548,NA,NA,NA,115.56,57.42,62.72,NA,NA,NA,91.68,108.72,95.2,135.28,126.24,136.66,95.46,119.14,116.86,101.2275,99.791875,93.335625,NA,0.0625,0.625,0.09375,0.21875,NA,NA,92.8000030517578,95.7900024414062,87.9000040690104,82.2428588867188,NA,NA,0.224212735891342,-6.75424194335938,1.88601446151733,5.46783992222377,NA,NA,4.91845798492432,0.97093620300293,1.41529814402262,-4.48581259591239,NA,NA,-1.41166827082634,0.559950668364763,-0.145891588181257,-0.0102794840931892,NA,NA,-70.583413541317,2.79975334182382,-4.86305293937524,-0.146849772759846,NA,0.29411765,0.8,0.53125,0.8,0.83333333,0.82352941,0.46875,19.20833333,0.21875,NA,0.0625,0.625,0.09375,82.4782366071429,NA,93.0766448974609,96.0506652832031,88.1510620117188,5.67345700945173,NA,0.5111443400383,-6.62866821289063,2.57845671971639,-4.76346697126116,NA,4.6211199760437,0.463670063018799,1.02963336308797,-0.0102794840931892,NA,-1.41166827082634,0.559950668364763,-0.145891588181257,-0.146849772759846,NA,-70.583413541317,2.79975334182382,-4.86305293937524,0.29411765,0.8,0.53125,0.8,0.83333333,0.82352941,0.46875,6,97.099843343099,10.5437367757161,2,0.33333333,106.598,4,0.66666667,"2024-09-15",0
"Jake Bird",21267,"2024-09-14","CHC",19,2024,"COL","H",28,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.1,3,2,1,1,0,0,0,0,0,0,1,27.000028163224,0,54.0000563264481,1,0,0,0,0,2,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0.666666666666667,6.00000625849423,1,0.5,-2.83352648020443,29.8335546434285,-2.83352648020443,578.599035457758,-63.6331150687516,-66.6847344309602,0,1,0,0,0,0,0,0,3,8,11,-0.0709360092878342,-0.100000008940697,0.0290640015155077,-0.670000016689301,-0.0583115816116333,1.09786665439606,1.06239998340607,1.06239998340607,1.97320008277893,1,1,-0.0579321272671223,-0.00668046389209868,0,1,0.36363636,95.25,0.36363636,85.75,NA,NA,0.27272727,81.66666667,NA,-0.448842614889145,0.0533916912972927,NA,-0.27745994925499,-11.2210653722286,1.33479228243232,NA,-9.24866497516632,0.2,0.5,0.36363636,1,1,1,0.54545455,1,0,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,12.078074106346,80,45.81447,80,80,34.44091,80,48.45032,31.49566,49.02373,NA,NA,NA,80,34.20588,80,-2.06306,0.9825,NA,NA,NA,136.16,136.76,140.68,NA,NA,NA,81.34,128.5,115.48,97.66,106.66,115.96,NA,NA,NA,102.225454545455,122.810909090909,122.527272727273,NA,NA,0.36363636,0.36363636,0.27272727,NA,NA,NA,95.125,85.8499984741211,81.6333312988281,NA,NA,NA,-5.57297992706299,3.39080095291138,7.45005734761556,NA,NA,NA,1.81499552726746,-0.0261259265244007,-4.67715231577555,NA,NA,NA,-0.456088420003653,0.0536186285316944,-0.282086968421936,NA,NA,NA,-11.4022105000913,1.34046571329236,-9.40289894739787,NA,0.33333333,0.375,0.36363636,1,1,1,0.72727273,17.25,0.27272727,NA,NA,0.36363636,0.36363636,82.0313669840495,NA,NA,95.5509033203125,86.240478515625,7.65392684936523,NA,NA,-5.3315601348877,3.95824241638184,-5.14107672373454,NA,NA,1.55606174468994,-0.206129997968674,-0.282086968421936,NA,NA,-0.456088420003653,0.0536186285316944,-9.40289894739787,NA,NA,-11.4022105000913,1.34046571329236,0.25,0.42857143,0.36363636,1,1,1,0.63636364,2,79.326904296875,19.252571105957,0,0,97.5489,1,0.5,"2024-09-14",0
"Jake Bird",21267,"2024-09-11","@DET",19,2024,"COL","A",28,0,0,0,1,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,4,18,0,9,4,0,0,0,2,2,0,0,0,0,0.5,0,0.5,0.799854084014893,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-17.513261840626,18.1856412207288,0,0.5,0,0.5,0,0,3,13.5,13,20,33,0.0137040074914694,-0.0388759896159172,0.0525799989700317,0.376000016927719,0.0396624505519867,0.323199987411499,0.305599987506866,0.275599986314774,0.371999979019165,1,1,0.0130292056128383,0.0293718093167242,0,0,0.39393939,95.76923077,0.18181818,85.5,0.18181818,92.33333333,0.24242424,82.375,NA,0.108273953199387,0.221379771828651,-0.626611053943634,0.410268872976303,0.832876563072205,3.68966286381086,-10.4435175657272,5.12836091220379,0.36363636,0.45454545,0.39393939,0.5,0.6,0.53846154,0.33333333,0.375,0.18181818,2,2,0,0,2,2,4,0.5,0.5,0,0,0.5,0.5,1.71904728676924,80,46.97539,76.88794,20,23.25959,20,80,55.77933,80,47.79108,41.24473,48.8972,59.26197,36.90633,51.74519,-0.45,3.40209,NA,NA,NA,110.6,107.82,127.42,NA,NA,NA,77.9,71.02,51.52,144.18,162.66,182.38,99.84,128.54,127.98,101.867272727273,107.061212121212,107.614545454545,NA,0.18181818,0.39393939,0.18181818,0.24242424,NA,NA,92.3499959309896,95.7153883713942,85.4500020345052,82.4625015258789,NA,NA,-1.05232667922974,-8.34054389366737,6.9699878692627,8.58618354797363,NA,NA,6.49538358052572,1.70385419405424,3.38320859273275,-4.74657678604126,NA,NA,-0.63209792599082,0.149530757218599,0.223007336258888,0.421927906572819,NA,NA,-10.5349654331803,1.15023659398923,3.71678893764814,5.27409883216023,NA,0.3125,0.47058824,0.39393939,0.6,0.5,0.53846154,0.51515152,16.54166667,0.24242424,0.03030303,0.15151515,0.39393939,0.18181818,82.6917114257812,93.4965972900391,92.3968383789063,95.9491624098558,85.6753641764323,9.80497455596924,-1.76722002029419,0.47701678276062,-7.72637763390174,8.23562304178874,-6.15169858932495,6.18928003311157,5.31402587890625,0.718399781447191,2.29487641652425,0.421927906572819,-0.667110979557037,0.0350130535662174,0.149530757218599,0.223007336258888,5.27409883216023,-66.7110979557037,0.700261071324348,1.15023659398923,3.71678893764814,0.3125,0.47058824,0.39393939,0.6,0.5,0.53846154,0.51515152,4,94.8264770507812,24.204662322998,0,0,104.625,2,0.5,"2024-09-11",0
"Jake Bird",21267,"2024-09-07","@MIL",19,2024,"COL","A",28,0,0,0,1,0,0,0,0,0,0,0,1.1,6,1,0,0,0,1,0,0,0,0,1,6.75000160932579,6.75000160932579,6.75000160932579,1,0,0,3,1,0,0,0,0,0,0.16666667,0.16666667,0,4.95995130323017,0,0.2,1.50000035762795,0.25,1,3.91647995710377,-3.91647995710377,5.05048653213841,0,92.0210509396773,123.838144850477,3,0,0.75,0.25,0,0,0,0,11,10,21,-0.0358299762010574,-0.0681199878454208,0.0322900116443634,-0.271000027656555,-0.0278376992791891,0.282028555870056,0.275866657495499,0.38919997215271,0.159400001168251,1,1,-0.0968298465013504,-0.0302139419920602,0,0,0.55,95.81818182,0.25,86.2,0.2,88.5,NA,NA,0.04761905,-0.597965836524963,0.683837234973907,-0.0666945427656174,NA,-5.43605305931785,13.6767446994781,-1.66736356914043,NA,0.375,1,0.5,0.5,0.75,0.6,0.2,0.33333333,0.19047619,3,1,0,1,3,0,4,0.75,0.25,0,0.25,0.75,0,2.62709449431593,NA,NA,NA,20,42.3432,20,37.81762,73.60669,28.18159,NA,NA,NA,20,56.5458,20,3.67586,9.59088,77.24,26.9,16.8,NA,NA,NA,NA,NA,NA,95.96,24.2,26.74,108.54,-1.22,24.72,NA,NA,NA,100.46,13.4342857142857,25.4009523809524,NA,NA,0.52380952,0.42857143,NA,0.04761905,NA,NA,95.9454567649148,87.2333306206597,NA,89.1999969482422,NA,NA,-9.1548378684304,4.55774646335178,NA,-3.45667481422424,NA,NA,1.4820556640625,3.84488211737739,NA,8.16898345947266,NA,NA,-0.607601087540388,0.624722100794315,NA,-0.0350487045943737,NA,NA,-5.52364625036716,6.94135667549239,NA,-3.50487045943737,0.26666667,1,0.47619048,0.25,0.83333333,0.6,0.28571429,18.5,NA,NA,0.04761905,0.52380952,0.42857143,NA,NA,89.1939010620117,95.9188343394886,87.1714138454861,NA,NA,-2.38947010040283,-8.87646276300604,5.70453643798828,NA,NA,7.15891981124878,0.141853375868364,2.4266045888265,NA,NA,-0.0350487045943737,-0.607601087540388,0.624722100794315,NA,NA,-3.50487045943737,-5.52364625036716,6.94135667549239,0.26666667,1,0.47619048,0.25,0.83333333,0.6,0.28571429,4,85.7509765625,-3.98557424545288,0,0,93.3614,0,0,"2024-09-07",0
"Jake Bird",21267,"2024-09-04","@ATL",19,2024,"COL","A",28,0,0,13.500014081612,1,0,0,0,0,0,0,0,0.2,5,2,1,1,0,1,0,0,0,0,0,0,13.500014081612,27.000028163224,0,0,0,3,0,1,0,0,0,0,0,0.2,-0.2,6.17072908401489,0,0.5,4.50000469387067,0.5,0.66666667,7.66648447216047,5.83352960945155,7.66648447216047,289.299517728879,178.495609259027,187.055627996056,3,0.25,0.75,0,0,0,0,0,7,10,17,-0.0632359981536865,-0.0859199985861778,0.0226840041577816,-0.932999968528748,-0.0948170721530914,0.435400009155273,0.505999982357025,0.505999982357025,0.577199995517731,1,1,-0.110582321882248,-0.0346542349023321,0,1,0.58823529,95.5,0.29411765,87.6,NA,NA,0.11764706,83.5,NA,-0.238074868917465,0.0112078785896301,NA,-0.884964823722839,-2.38074868917465,0.224157571792603,NA,-44.248241186142,0.41666667,0.6,0.47058824,0.6,1,0.75,0.29411765,1,0.11764706,3,1,0,0,1,3,4,0.75,0.25,0,0,0.25,0.75,9.05625377628357,29.63873,59.00993,20,59.86744,35.2249,50.63046,20,45.14393,20,NA,NA,NA,35.41945,39.54275,20,1.03125,5.62397,NA,NA,NA,140.18,65.56,79.76,NA,NA,NA,89.64,69.78,67.3,104.3,20.58,33.34,NA,NA,NA,99.8976470588235,54.8129411764706,58.7776470588235,NA,NA,0.58823529,0.29411765,0.11764706,NA,NA,NA,95.5299987792969,87.4400024414062,83.3000030517578,NA,NA,NA,-9.19764785766602,2.33569221496582,6.389967918396,NA,NA,NA,1.72461929321289,2.35246849060059,-4.49600744247437,NA,NA,NA,-0.245335604995489,0.0107701197266579,-0.894693657755852,NA,NA,NA,-2.45335604995489,0.215402394533157,-44.7346828877926,NA,0.36363636,0.66666667,0.47058824,0.5,1,0.75,0.35294118,16,0.11764706,NA,NA,0.58823529,0.29411765,83.2313537597656,NA,NA,95.4531921386719,87.3723022460938,7.71133995056152,NA,NA,-8.6901252746582,3.8195499420166,-6.03460502624512,NA,NA,0.667244434356689,1.23062286376953,-0.894693657755852,NA,NA,-0.245335604995489,0.0107701197266579,-44.7346828877926,NA,NA,-2.45335604995489,0.215402394533157,0.36363636,0.66666667,0.47058824,0.5,1,0.75,0.35294118,4,96.2750244140625,2.45172548294067,0,0,109.857,2,0.5,"2024-09-04",0
"Jake Bird",21267,"2024-09-01","BAL",19,2024,"COL","H",28,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,2,9,4.5,0,2,0,0,2,2,0,1,0,0,0,0.28571429,0.14285714,0.14285714,3.93407601794024,0,0,0.5,0,1,2.6664797782898,-2.6664797782898,4.17848818451166,0,63.1962287486532,102.765673805793,1,0,0.5,0.5,0.5,0,0,0,10,21,31,0.0321920067071915,-0.00396000500768423,0.0361520126461983,1.25800001621246,0.109486505389214,0.20440000295639,0.249600008130074,0.279600024223328,0.159600004553795,1,1,0.141207501292229,0.0162876368759433,0,0,0.32258065,95.9,0.41935484,86.76923077,0.19354839,92.5,0.06451613,82.5,NA,0.485402405261993,0.146496385335922,0.519999563694,-0.0207000374794006,4.85402405261993,1.12689527181479,8.66665939490001,-1.03500187397003,0.42105263,0.66666667,0.51612903,0.875,0.75,0.8125,0.38709677,0.85714286,0.09677419,0,1,3,1,2,1,4,0,0.25,0.75,0.25,0.5,0.25,0.812932812651963,80,55.56448,79.67494,53.47299,36.67464,60.431,51.69348,51.25798,52.2119,79.6188,55.28106,79.52174,64.90759,49.95009,69.67364,-0.80074,2.87598,NA,NA,NA,185.42,187.22,206.52,NA,NA,NA,86.22,116.7,90.22,134.2,85.04,92.72,99.36,91.84,96.02,115.283870967742,103.161290322581,99.8941935483871,NA,0.19354839,0.32258065,0.41935484,0.06451613,NA,NA,92.5166625976562,95.9,86.8461538461538,82.9000015258789,NA,NA,0.148700803518295,-5.70015411376953,3.27831561748798,6.25962734222412,NA,NA,4.49781163533529,1.44098682403564,0.852086580716647,-5.00424957275391,NA,NA,0.526629447937012,0.490584306418896,0.143928714096546,-0.0210469514131546,NA,NA,8.77715746561686,4.90584306418896,1.10714395458882,-1.05234757065773,NA,0.33333333,0.6875,0.51612903,0.8,0.81818182,0.8125,0.51612903,17.47826087,0.06451613,NA,0.19354839,0.32258065,0.41935484,83.1410522460938,NA,92.7325032552083,96.1249206542969,87.0603872445913,6.78346490859985,NA,0.377156654993693,-5.66801376342773,3.84705235407903,-5.8301100730896,NA,4.40518665313721,1.10340147018433,0.426548370948205,-0.0210469514131546,NA,0.526629447937012,0.490584306418896,0.143928714096546,-1.05234757065773,NA,8.77715746561686,4.90584306418896,1.10714395458882,0.28571429,0.70588235,0.51612903,0.75,0.83333333,0.8125,0.5483871,4,81.0908660888672,30.6117782592773,0,0,106.171,1,0.25,"2024-09-01",0
"Jake Bird",21267,"2024-08-29","MIA",19,2024,"COL","H",28,0,0,0,1,0,0,0,0,0,0,0,2.1,10,3,0,0,0,1,0,0,0,0,1,3.85714338263694,3.85714338263694,11.5714301479108,1,0,0,4,1,3,0,0,0,0,0.1,0.1,0,4.81037908401489,0,0.333333333333333,1.71428594783864,0.375,1,3.59505126524946,-3.59505126524946,4.24305495619947,0,84.6089520881514,104.32597656387,4,0.375,0.5,0.125,0,0,2,7.71428676527388,10,26,36,0.0202400032430887,-0.0608999952673912,0.0811399966478348,0.63100004196167,0.0549173131585121,0.411454558372498,0.432250022888184,0.495999991893768,0.189600005745888,1,1,0.0303811244666576,0.0188102208015726,0,0,0.55555556,95.4,0.30555556,85.36363636,0.02777778,94,0.11111111,81.5,NA,0.723843932151794,0.0539509430527687,0.0572940893471241,-0.615039527416229,3.61921966075897,0.490463118661534,5.72940893471241,-15.3759881854057,0.1875,0.8,0.52777778,1,0.8125,0.84210526,0.55555556,0.9,0.08333333,4,2,2,1,1,6,8,0.5,0.25,0.25,0.125,0.125,0.75,7.63216043212473,38.30729,49.22,32.23721,59.31033,36.04309,66.85007,51.93048,45.0069,59.92895,63.79251,57.8328,58.56542,58.63123,39.40893,67.92448,-0.41082,3.46086,NA,NA,NA,128.72,22.64,34.06,NA,NA,NA,92.22,104.94,91.88,123.46,81.78,93.98,100.04,91.72,96.06,106.038333333333,88.3516666666667,86.2133333333333,NA,0.02777778,0.55555556,0.30555556,0.11111111,NA,NA,93.6999969482422,95.3150024414062,85.4090909090909,81.2249984741211,NA,NA,0.684500932693481,-6.11322364807129,5.12737308848988,7.55129480361938,NA,NA,5.38748645782471,0.803924942016602,1.24505788629705,-5.11769962310791,NA,NA,0.057969942688942,0.734499167650938,0.050557229667902,-0.625093378126621,NA,NA,5.7969942688942,3.67249583825469,0.459611178799109,-15.6273344531655,NA,0,0.7037037,0.52777778,NA,0.84210526,0.84210526,0.75,16.73076923,0.11111111,NA,0.02777778,0.55555556,0.30555556,81.0527267456055,NA,93.586799621582,95.1686218261719,85.2427368164062,7.80585527420044,NA,0.909056007862091,-6.11718406677246,5.68875538219105,-5.60195255279541,NA,5.19511985778809,0.445104646682739,0.880916335365989,-0.625093378126621,NA,0.057969942688942,0.734499167650938,0.050557229667902,-15.6273344531655,NA,5.7969942688942,3.67249583825469,0.459611178799109,0,0.7037037,0.52777778,NA,0.84210526,0.84210526,0.75,8,87.9680873325893,16.7232273646763,0,0,109.99,5,0.625,"2024-08-29",0
