"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","XX%","wFB","wSL","wCT","wCB","wCH","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCU%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCU","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCU","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piSI%","piSL%","pivCH","pivCU","pivFA","pivSI","pivSL","piCH-X","piCU-X","piFA-X","piSI-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwCU","piwFA","piwSI","piwSL","piwCH/C","piwCU/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Griffin Jax",20253,"2024-09-01","TOR",8,2024,"MIN","H",29,1,0,18,1,0,0,0,0,0,0,0,1,7,1,2,2,0,2,0,1,0,0,0,0,18,9,0,0,0,3,1,0,0,0,0,0,0,0.28571429,-0.28571429,9.88150457952081,0,0.25,3,0.25,0.5,12.1664797782898,5.83352022171021,13.6784881845117,449.634942956901,301.516015454328,338.442072716302,3,0,0.75,0.25,0,0,3,27,13,14,27,-0.343007981777191,-0.396292001008987,0.0532840117812157,-1.51600003242493,-0.158909857273102,2.94490003585815,1.84160006046295,1.84160006046295,2.84479999542236,1,1,-0.0916768088936806,-0.0247984458180596,0,1,0.59259259,97.8125,0.07407407,89,NA,NA,NA,NA,0.33333333,92.88888889,NA,-0.578261077404022,0.0517549812793732,NA,NA,-0.234758585691452,-3.61413173377514,2.58774906396866,NA,NA,-2.60842872990502,0.13333333,0.83333333,0.44444444,0,0.7,0.58333333,0.44444444,0.42857143,0.18518519,1,2,1,0,1,3,4,0.25,0.5,0.25,0,0.25,0.75,9.06736202607521,72.16267,73.91171,57.23111,NA,NA,NA,73.3815,61.19891,67.46281,20,59.68804,20,80,80,61.11347,63.90812,70.95588,49.86613,-0.73865,2.96912,74.22,161.1,146.08,NA,NA,NA,86.06,127.9,119.14,100.78,-69.96,-63.38,143.82,155.76,143.62,87.4822222222222,126.374074074074,116.413333333333,0.44444444,0.14814815,0.07407407,NA,0.33333333,97.5750020345052,97.8249969482422,89.0500030517578,NA,92.8555569118924,-4.70615005493164,-7.38182687759399,5.15432357788086,NA,-8.80908796522352,9.24266942342122,8.44993877410889,-0.369695425033569,NA,0.512568579779731,0.358616065233946,-0.910025853663683,0.0518523901700974,NA,-0.242387041449547,2.98846721028288,-22.7506463415921,2.59261950850487,NA,-2.69318934943941,0.2,0.75,0.44444444,0,0.77777778,0.58333333,0.44444444,17.4,0.33333333,NA,0.55555556,0.03703704,0.07407407,92.779303656684,NA,97.534326171875,97.7536010742188,88.9530029296875,-8.80529446072049,NA,-5.14163513183594,-9.50467967987061,5.52102518081665,-0.712717639075385,NA,8.6301035563151,5.68623018264771,-1.21769940853119,-0.242387041449547,NA,-0.200210429728031,-0.351199358701706,0.0518523901700974,-2.69318934943941,NA,-1.33473619818687,-35.1199358701706,2.59261950850487,0.15384615,0.71428571,0.44444444,0,0.7,0.58333333,0.51851852,4,93.6356887817383,-3.11808633804321,0,0,103.95,3,0.75,"2024-09-01",0
"Griffin Jax",20253,"2024-08-30","TOR",8,2024,"MIN","H",29,0,0,0,1,0,0,0,0,0,1,0,0.1,1,0,0,0,0,0,0,0,0,0,1,27.000028163224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-72.5024067494291,-72.3367211985741,0,0,0,0,0,0,0,0,0,3,3,0.0686919987201691,0,0.0686919987201691,0.426999986171722,0.0447589084506035,2.68880009651184,1.34440004825592,2.68880009651184,1.46920001506805,1,1,0.0255474541336298,5.8763514540483e-10,1,0,0.66666667,98.5,0.33333333,89,NA,NA,NA,NA,NA,NA,NA,0.212123870849609,0.054188709706068,NA,NA,NA,10.6061935424805,5.4188709706068,NA,NA,NA,1,1,1,1,0,0.66666667,0.33333333,1,0.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.79544167365313,NA,NA,NA,NA,NA,NA,78.47097,45.99667,80,64.74307,53.30613,62.41537,80,54.10126,77.85467,80,49.59599,80,-2.12914,0.88338,NA,NA,NA,NA,NA,NA,89.48,91.14,63.92,101.2,133.28,105.56,102.58,130.64,140.38,95.685,111.55,93.445,0.33333333,0.33333333,0.33333333,NA,NA,97.9000015258789,98.6999969482422,88.8000030517578,NA,NA,-3.73051166534424,-5.66921472549438,6.30183029174805,NA,NA,9.57388687133789,8.54199123382568,-1.319819688797,NA,NA,0.039364367723465,0.175081223249435,0.054773960262537,NA,NA,3.9364367723465,17.5081223249435,5.4773960262537,NA,NA,1,1,1,1,0,0.66666667,0.33333333,21.5,NA,NA,0.66666667,NA,0.33333333,NA,NA,98.104850769043,NA,88.6686019897461,NA,NA,-4.8464150428772,NA,6.68434000015259,NA,NA,8.40723037719727,NA,-2.44137001037598,NA,NA,0.2144455909729,NA,0.054773960262537,NA,NA,10.722279548645,NA,5.4773960262537,1,1,1,1,0,0.66666667,0.33333333,0,NA,NA,0,NA,NA,0,NA,"2024-08-30",0
"Griffin Jax",20253,"2024-08-27","ATL",8,2024,"MIN","H",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,1,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.2359536102518,102.403901559937,0,0,0,1,0.5,0,0,0,3,7,10,0.134136006236076,0,0.134136006236076,0.483999997377396,0.0507337525486946,1.78719997406006,2.29760003089905,2.29760003089905,2.65960001945496,1,1,0.0750775039196014,-2.37840320871929e-05,1,0,0.2,97.5,0.6,88.16666667,NA,NA,NA,NA,0.2,92.5,NA,0.0931044071912766,0.319055020809174,NA,NA,0.371327102184296,4.65522035956383,5.31758368015289,NA,NA,18.5663551092148,0.4,0.6,0.5,0.5,0.66666667,0.6,0.5,0.66666667,0.2,0,0,2,2,0,0,2,0,0,1,1,0,0,-1.50663910380796,80,80,79.76459,NA,NA,NA,80,58.6006,80,NA,NA,NA,50.92352,80,34.28654,72.29033,80,59.12167,-1.2594,2.18799,153.44,122.8,165.64,NA,NA,NA,88.12,125.58,119.26,NA,NA,NA,133.54,79.98,105.12,128.436,97.664,120.052,0.2,NA,0.6,NA,0.2,97.3500061035156,NA,88.1833292643229,NA,92.6000061035156,-5.02769947052002,NA,8.50338490804037,NA,-8.95028209686279,9.54052925109863,NA,-1.32331212361654,NA,2.31889390945435,0.094138327986002,NA,0.304808907210827,NA,0.418012827634811,4.7069163993001,NA,5.08014845351378,NA,20.9006413817406,0.2,0.8,0.5,0,0.75,0.6,0.5,15.14285714,0.2,NA,0.2,NA,0.6,92.6212005615234,NA,97.4411468505859,NA,88.2195332845052,-9.38903999328613,NA,-5.20995998382568,NA,8.93105824788412,1.21237254142761,NA,8.54812431335449,NA,-2.57912762959798,0.418012827634811,NA,0.094138327986002,NA,0.304808907210827,20.9006413817406,NA,4.7069163993001,NA,5.08014845351378,0.25,0.66666667,0.5,0,0.75,0.6,0.6,2,74.654426574707,56.868782043457,0,0,92.8685,0,0,"2024-08-27",0
"Griffin Jax",20253,"2024-08-25","STL",8,2024,"MIN","H",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-22.6331485432166,15.0336680287444,0,0,0,1,0,0,1,9,2,10,12,0.104768000543118,0,0.104768000543118,0.483999997377396,0.0507337525486946,1.3954666852951,1.84160006046295,1.84160006046295,2.84479999542236,1,1,0.0751807987689972,-0.0001034059174711,1,0,0.33333333,97,0.25,89.33333333,NA,NA,0.08333333,86,0.33333333,93,NA,0.481122523546219,0.132020100951195,NA,0.173208177089691,-0.00390239432454109,12.0280630886555,4.40067003170649,NA,17.3208177089691,-0.0975598581135273,0.66666667,0.5,0.58333333,0.25,1,0.57142857,0.5,1,0.25,0,0,1,0,1,0,1,0,0,1,0,1,0,-1.70721122509566,23.90912,55.44503,22.60802,80,80,80,80,56.78137,80,NA,NA,NA,80,73.60637,80,75.04408,69.13744,74.90607,-1.43049,1.93136,145.08,27.82,62.96,160.86,170.02,217.14,98.18,138.24,123.3,NA,NA,NA,113.32,154.42,174.12,122.821666666667,108.126666666667,123.711666666667,0.33333333,NA,0.25,0.08333333,0.33333333,97.125,NA,88.8666687011719,86.3000030517578,93.0749969482422,-3.20131659507751,NA,9.8600591023763,2.20424914360046,-7.5710973739624,9.33307266235352,NA,-1.81766351064046,-8.09052085876465,2.15631079673767,0.486970964819193,NA,0.133502695709467,0.163724601268768,-0.00435131415724754,12.1742741204798,NA,4.45008985698223,16.3724601268768,-0.108782853931189,0.6,0.57142857,0.58333333,0.33333333,0.75,0.57142857,0.58333333,19,0.33333333,0.08333333,0.33333333,NA,0.25,93.1286773681641,86.2945022583008,97.1807022094727,NA,88.9164326985677,-8.13401794433594,1.761510014534,-3.59841251373291,NA,9.93422698974609,0.952541470527649,-9.65215015411377,8.63676261901855,NA,-2.85125668843587,-0.00435131415724754,0.163724601268768,0.486970964819193,NA,0.133502695709467,-0.108782853931189,16.3724601268768,12.1742741204798,NA,4.45008985698223,0.66666667,0.5,0.58333333,0.25,1,0.57142857,0.5,1,95.1290664672852,67.0597610473633,0,0,95.1291,1,1,"2024-08-25",0
"Griffin Jax",20253,"2024-08-24","STL",8,2024,"MIN","H",29,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0.5,0,2,0,0,0,1,0,0,0.5,0,0.5,-0.528020915985107,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.6331485432166,-22.5814263197472,2,0,1,0,0,0,1,9,6,13,19,0.0111280400305986,-0.0068639968521893,0.0179920364171267,0.483999997377396,0.0507337525486946,0.212699994444847,0.256000012159348,0.256000012159348,0.0671999976038933,1,1,0.0266844145953655,0.025633593496939,0,0,0.15789474,97.33333333,0.63157895,88.75,NA,NA,NA,NA,0.21052632,93,NA,-0.022280789911747,-0.101430520415306,NA,NA,0.404468804597855,-0.742692997058233,-0.845254336794217,NA,NA,10.1117201149464,0.6,0.25,0.52631579,0.44444444,1,0.5,0.21052632,1,0.26315789,1,1,0,2,0,0,2,0.5,0.5,0,1,0,0,-0.928849150431359,37.40047,55.77301,40.57633,NA,NA,NA,20,61.24605,20,NA,NA,NA,80,80,67.13699,72.22826,80,45.21753,-1.25555,2.19377,115.22,113.72,124.02,NA,NA,NA,105.04,43.4,46.98,NA,NA,NA,131.26,152.42,178.76,123.743157894737,127.058947368421,146.428421052632,0.15789474,NA,0.63157895,NA,0.21052632,97.3333333333333,NA,88.7333374023438,NA,93.0250015258789,-3.22143205006917,NA,7.85310935974121,NA,-7.63682270050049,9.58034388224284,NA,-2.13294235865275,NA,1.62292838096619,-0.0229568891227245,NA,-0.116012625396252,NA,0.409581828862429,-0.765229637424151,NA,-0.966771878302097,NA,10.2395457215607,0.57142857,0.4,0.52631579,0.5,0.5,0.5,0.26315789,18.4,0.21052632,NA,0.15789474,NA,0.63157895,93.0661773681641,NA,97.3355712890625,NA,88.7462259928385,-8.47300720214844,NA,-3.70334339141846,NA,7.94069608052572,0.531896233558655,NA,9.41234016418457,NA,-3.23497327168783,0.409581828862429,NA,-0.0229568891227245,NA,-0.116012625396252,10.2395457215607,NA,-0.765229637424151,NA,-0.966771878302097,0.6,0.25,0.52631579,0.44444444,1,0.5,0.21052632,2,66.9579620361328,-47.4827880859375,0,0,70.0355,0,0,"2024-08-24",0
"Griffin Jax",20253,"2024-08-20","@SDP",8,2024,"MIN","A",29,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,1,9,0,9,1,0.5,0,2,1,0,0,1,0,0,0.25,0,0.25,2.16704158401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.2359536102518,64.7888072114456,2,0,0.666666666,0.333333333,0,0,2,18,1,9,10,0.0839560031890869,-0.0928180068731308,0.176774010062218,0.456000000238419,0.0497545003890991,2.15808010101318,0.75110000371933,1.50220000743866,1.62419998645782,1,1,0.0166413281112909,0.0222617705965239,1,0,0.4,97.5,0.5,88.8,NA,NA,NA,NA,0.1,93,NA,-0.15994094312191,0.251000910997391,NA,NA,0.173208177089691,-3.99852357804775,5.02001821994781,NA,NA,17.3208177089691,0.75,0.66666667,0.7,0,1,0.57142857,0.6,1,0.3,1,2,0,1,0,2,3,0.33333333,0.66666667,0,0.33333333,0,0.66666667,0.035428952143648,80,45.44596,80,NA,NA,NA,80,64.88357,80,80,74.28035,74.4193,64.39613,80,49.02723,80,80,75.44789,-2.10867,0.91409,153.08,212.82,258.48,NA,NA,NA,84.48,168.9,162.82,123.18,126.16,151.72,122.56,81.56,93.14,121.99,116.8,134.216,0.1,0.3,0.5,NA,0.1,97.5,97.2000020345052,88.5,NA,92.6999969482422,-3.81414866447449,-9.50878715515137,7.3727653503418,NA,-7.73878955841064,9.03361511230469,4.94423643747966,-1.15194816589355,NA,2.62730598449707,0.252764463424683,-0.416435893625021,0.254104066640139,NA,0.175081223249435,25.2764463424683,-13.8811964541674,5.08208133280277,NA,17.5081223249435,0.75,0.66666667,0.7,0,1,0.57142857,0.6,18.16666667,0.1,NA,0.1,0.3,0.5,92.9772033691406,NA,97.7115020751953,97.4261983235677,88.7192810058594,-7.66627979278564,NA,-3.20058989524841,-9.11203002929688,8.17211608886719,1.44377994537354,NA,8.37648010253906,3.96041997273763,-2.53488006591797,0.175081223249435,NA,0.252764463424683,-0.416435893625021,0.254104066640139,17.5081223249435,NA,25.2764463424683,-13.8811964541674,5.08208133280277,0.75,0.66666667,0.7,0,1,0.57142857,0.6,3,95.6396280924479,-4.18640645345052,0,0,103.339,2,0.66666667,"2024-08-20",0
"Griffin Jax",20253,"2024-08-18","@TEX",8,2024,"MIN","A",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.2359536102518,102.403901559937,0,0,0,1,0,0,0,0,1,8,9,0.135492011904716,0,0.135492011904716,0.49099999666214,0.0509864985942841,1.79946672916412,2.25040006637573,2.25040006637573,2.59439992904663,1,1,0.0753038823604584,-8.23520634046782e-06,1,0,0.44444444,96.25,NA,NA,NA,NA,0.11111111,85,0.44444444,91.75,NA,0.115990772843361,NA,NA,0.139700621366501,0.476760119199753,2.89976932108402,NA,NA,13.9700621366501,11.9190029799938,0.66666667,0.83333333,0.77777778,0,0.8,0.57142857,0.66666667,0.66666667,0.33333333,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,-0.514959172681885,76.3115,80,61.65143,80,80,80,80,60.53021,80,20,60.21697,20,NA,NA,NA,80,80,71.69748,-1.94365,1.16162,146.54,100.04,142.88,164.66,194.2,232.34,85.84,142.02,133.86,104.52,74.84,79.86,NA,NA,NA,123.651111111111,121.695555555556,142.811111111111,0.33333333,0.11111111,NA,0.11111111,0.44444444,96.5666707356771,96.4000015258789,NA,85.4000015258789,91.875,-4.39108594258626,-8.25569534301758,NA,2.76317310333252,-9.32136726379395,9.93968073527018,7.01360893249512,NA,-9.13779926300049,0.805773615837097,0.152108270674944,-0.0350487045943737,NA,0.163724601268768,0.482607707381248,5.0702756891648,-3.50487045943737,NA,16.3724601268768,12.0651926845312,0.66666667,0.83333333,0.77777778,0,0.8,0.57142857,0.66666667,16.83333333,0.44444444,0.11111111,0.33333333,0.11111111,NA,92.1792984008789,85.6878967285156,96.8956298828125,96.728401184082,NA,-9.07320213317871,3.19892001152039,-4.09868653615316,-8.17181968688965,NA,-0.637947499752045,-10.8212003707886,8.92237663269043,5.40875005722046,NA,0.482607707381248,0.163724601268768,0.152108270674944,-0.0350487045943737,NA,12.0651926845312,16.3724601268768,5.0702756891648,-3.50487045943737,NA,0.66666667,0.83333333,0.77777778,0,0.8,0.57142857,0.66666667,2,92.8001480102539,35.5990219116211,0,0,101.597,1,0.5,"2024-08-18",0
"Griffin Jax",20253,"2024-08-16","@TEX",8,2024,"MIN","A",29,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-22.6331485432166,15.0336680287444,0,0,0,1,0,0,0,0,7,12,19,0.139880001544952,0,0.139880001544952,0.49099999666214,0.0509864985942841,1.85093331336975,2.47359991073608,2.47359991073608,3.44440007209778,1,1,0.0756452605128288,-7.25748117479663e-05,1,0,0.52631579,97.1,0.42105263,88.5,NA,NA,NA,NA,0.05263158,92,NA,0.81946736574173,-0.268318265676498,NA,NA,0.2312992811203,8.1946736574173,-3.35397832095623,NA,NA,23.12992811203,0.3,0.88888889,0.57894737,0.66666667,0.5,0.54545455,0.47368421,0.66666667,0.26315789,0,1,0,0,0,1,1,0,1,0,0,0,1,-1.70721122509566,80,80,80,NA,NA,NA,80,67.33259,80,NA,NA,NA,50.73255,80,21.72678,80,80,70.76724,-2.92221,-0.30622,202.16,127.24,259.96,NA,NA,NA,90.28,169.48,165.24,NA,NA,NA,133.6,88.66,106.14,114.408421052632,133.227368421053,145.341052631579,0.52631579,NA,0.42105263,NA,0.05263158,97.05,NA,88.4499969482422,NA,91.8000030517578,-3.22862319946289,NA,6.24786424636841,NA,-9.89342880249023,10.2076629638672,NA,-0.345913946628571,NA,-0.600026607513428,0.830563459545374,NA,-0.273566372692585,NA,0.23420649766922,8.30563459545374,NA,-3.41957965865731,NA,23.420649766922,0.22222222,0.9,0.57894737,0.5,0.55555556,0.54545455,0.52631579,18.1875,0.05263158,NA,0.52631579,NA,0.42105263,92.081901550293,NA,97.2940307617187,NA,88.6785736083984,-9.83448028564453,NA,-2.86346797943115,NA,7.11856365203857,-2.01605010032654,NA,9.24912109375,NA,-1.77403676509857,0.23420649766922,NA,0.830563459545374,NA,-0.273566372692585,23.420649766922,NA,8.30563459545374,NA,-3.41957965865731,0.22222222,0.9,0.57894737,0.5,0.55555556,0.54545455,0.52631579,1,97.5116271972656,28.7326717376709,1,1,97.5116,1,1,"2024-08-16",0
"Griffin Jax",20253,"2024-08-15","@TEX",8,2024,"MIN","A",29,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,0,2,1,0,0,0,0,0.25,0,0.25,4.46147908401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.2359536102518,102.403901559937,0,0.333333333,0,0.666666666,0,0,0,0,5,10,15,0.0869320034980774,-0.0402360111474991,0.127168014645576,0.49099999666214,0.0509865023195744,1.53509998321533,1.50839996337891,1.50839996337891,1.80519998073578,1,1,0.0418573878705502,0.0147721505625066,1,0,0.53333333,97.25,0.4,88.16666667,NA,NA,NA,NA,0.06666667,92,NA,0.799008011817932,-0.518390119075775,NA,NA,0.0389156937599182,9.98760014772415,-8.63983531792958,NA,NA,3.89156937599182,0.4,0.8,0.53333333,0.75,1,0.875,0.33333333,1,0.06666667,0,2,1,0,2,1,3,0,0.66666667,0.33333333,0,0.66666667,0.33333333,2.74138857878717,80,69.6576,80,NA,NA,NA,48.32803,54.41635,45.28339,NA,NA,NA,40.05056,80,20,49.32853,70.26217,38.8372,0.16713,4.32779,106.42,162.46,166.36,NA,NA,NA,82.08,107.46,83.68,NA,NA,NA,115.3,77.82,89.56,96.9906666666667,99.2706666666667,91.544,0.53333333,NA,0.4,NA,0.06666667,97.0625,NA,88.0333353678385,NA,91.6999969482422,-3.92451071739197,NA,6.77778879801432,NA,-7.98334407806396,9.40204811096191,NA,-0.272514939308167,NA,1.09688115119934,0.791453067213297,NA,-0.527278803288937,NA,0.039364367723465,9.89316334016621,NA,-8.78798005481561,NA,3.9364367723465,0.25,0.85714286,0.53333333,0.5,1,0.875,0.46666667,21,0.06666667,NA,0.53333333,NA,0.4,92.0064010620117,NA,97.3836975097656,NA,88.3466796875,-7.76463985443115,NA,-3.47683382034302,NA,7.68973350524902,-0.209994003176689,NA,8.38612651824951,NA,-1.57087755203247,0.039364367723465,NA,0.791453067213297,NA,-0.527278803288937,3.9364367723465,NA,9.89316334016621,NA,-8.78798005481561,0.25,0.85714286,0.53333333,0.5,1,0.875,0.46666667,3,96.1048177083333,43.0951283772786,1,0.33333333,102.777,2,0.66666667,"2024-08-15",0
"Griffin Jax",20253,"2024-08-12","KCR",8,2024,"MIN","H",29,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,1,0,0,0,0,0,0.25,0,0.25,2.16704158401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.2359536102518,64.7888072114456,2,0,0.666666666,0.333333333,0,0,2,18,2,10,12,0.044876005500555,-0.041468009352684,0.0863440185785294,0.484000027179718,0.0507337525486946,1.11610007286072,0.900400042533875,0.900400042533875,0.256000012159348,1,1,0.0290133133530617,0.0111945556290912,0,0,0.41666667,97.6,0.25,88.33333333,NA,NA,0.16666667,85.5,0.16666667,93,NA,-0.116180047392845,0.327654629945755,NA,0.0334886722266674,0.135817110538483,-2.3236009478569,10.9218209981918,NA,1.67443361133337,6.79085552692413,0.5,0.5,0.5,0,1,0.66666667,0.66666667,1,0.16666667,1,1,1,0,2,1,3,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,0.035428952143648,80,56.93815,80,72.84646,78.31364,60.26533,64.97589,47.8718,58.81699,NA,NA,NA,80,70.93247,80,80,62.26547,80,-2.76163,-0.06535,158.6,204.54,247.46,140.04,126.24,155.6,88.56,99.4,77.06,NA,NA,NA,103.36,161.82,169.6,112.513333333333,137.001666666667,141.685,0.41666667,NA,0.25,0.16666667,0.16666667,97.7599975585938,NA,88.0999959309896,85.1999969482422,92.8499984741211,-4.28804512023926,NA,8.87271118164062,3.65570068359375,-8.39905738830566,8.52103424072266,NA,-0.766342639923096,-9.14408302307129,1.82884967327118,-0.118571724742651,NA,0.331493198871613,0.0337270088493824,0.137002900242805,-2.37143449485302,NA,11.0497732957204,1.68635044246912,6.85014501214027,0.5,0.5,0.5,0,1,0.66666667,0.66666667,17.875,0.16666667,0.16666667,0.41666667,NA,0.25,92.6450042724609,84.9596557617188,97.5215393066406,NA,87.8282267252604,-8.63463973999023,4.02022981643677,-4.24444999694824,NA,9.49207051595052,0.677945017814636,-10.7569999694824,7.9701057434082,NA,-1.53479703267415,0.137002900242805,0.0337270088493824,-0.118571724742651,NA,0.331493198871613,6.85014501214027,1.68635044246912,-2.37143449485302,NA,11.0497732957204,0.5,0.5,0.5,0,1,0.66666667,0.66666667,3,85.7984619140625,12.3744087219238,0,0,98.465,1,0.33333333,"2024-08-12",0
"Griffin Jax",20253,"2024-08-09","CLE",8,2024,"MIN","H",29,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,77.1050557637202,114.543946394147,2,0,0.666666666,0.333333333,0,0,0,0,5,7,12,0.0722279995679855,0,0.0722279995679855,0.483999997377396,0.0507337525486946,0.958000004291534,1.42760002613068,1.42760002613068,1.46920001506805,1,1,0.0758755803108215,-0.000481009074467534,1,0,0.25,97.33333333,0.41666667,88,NA,NA,0.16666667,86,0.16666667,93,NA,0.462445974349976,0.27455797791481,NA,-0.0551077537238598,-0.00790246203541756,15.4148658116659,5.4911595582962,NA,-2.75538768619299,-0.395123101770878,0.28571429,0.8,0.5,1,1,1,0.41666667,0.33333333,0,1,1,1,0,3,0,3,0.33333333,0.33333333,0.33333333,0,1,0,1.17174430657497,80,50.9012,72.76713,20.71945,80,20,80,53.49931,80,NA,NA,NA,68.59971,80,68.48209,75.91793,80,71.30953,-1.48477,1.84994,95.86,145.88,146.16,128.6,55.78,74.82,82.5,167.04,153.44,NA,NA,NA,100.4,107.28,122.56,99.8683333333333,120.07,126.256666666667,0.25,NA,0.41666667,0.16666667,0.16666667,97.1666666666667,NA,87.9599975585938,85.9499969482422,92.9000015258789,-4.21144549051921,NA,8.93250427246094,2.84821486473083,-6.96004295349121,9.03688812255859,NA,-0.258877468109131,-8.21085929870605,1.20755481719971,0.468964107334614,NA,0.277975145727396,-0.0560956560075283,-0.00859971717000008,15.6321369111538,NA,5.55950291454792,-2.80478280037642,-0.429985858500004,0.16666667,0.83333333,0.5,1,1,1,0.5,18.44444444,0.16666667,0.16666667,0.25,NA,0.41666667,92.8847503662109,85.9765472412109,97.1406656901042,NA,87.9714599609375,-6.73111534118652,3.44476985931396,-3.93460655212402,NA,9.60270004272461,0.000481992959976196,-9.82113456726074,8.24655342102051,NA,-1.39219980239868,-0.00859971717000008,-0.0560956560075283,0.468964107334614,NA,0.277975145727396,-0.429985858500004,-2.80478280037642,15.6321369111538,NA,5.55950291454792,0.16666667,0.83333333,0.5,1,1,1,0.5,3,88.7254842122396,-3.97602208455404,0,0,97.9359,1,0.33333333,"2024-08-09",1
