"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","CT%","CTv","CB%","CBv","CH%","CHv","XX%","wFB","wCT","wCB","wCH","wFB/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxCU%","pfxCH%","pfxSC%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxvCU","pfxvCH","pfxvSC","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxSC-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxSC-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwCU","pfxwCH","pfxwSC","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxwSC/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piFC%","piSL%","piXX%","pivCH","pivCU","pivFA","pivFC","pivSL","pivXX","piCH-X","piCU-X","piFA-X","piFC-X","piSL-X","piXX-X","piCH-Z","piCU-Z","piFA-Z","piFC-Z","piSL-Z","piXX-Z","piwCH","piwCU","piwFA","piwFC","piwSL","piwXX","piwCH/C","piwCU/C","piwFA/C","piwFC/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Jalen Beeks",17192,"2024-09-28","@NYY",27,2024,"PIT","A",30,0,0,0,1,0,0,0,0,0,0,0,0.1,4,2,0,0,0,1,0,0,0,0,1,27.000028163224,27.000028163224,54.0000563264481,1,0,0,2,0,0,0,0,0,0,0.25,0.25,0,5.04972908401489,0,0.666666666666667,9.00000938774135,1,1,6.16648290753691,-6.16648290753691,6.16648290753691,0,150.587118297081,150.807004792197,2,0,1,0,0,0,0,0,7,6,13,-0.034840002655983,-0.0548920035362244,0.0200520008802414,-1.06900000572205,-0.111007258296013,0.519599974155426,0.193599998950958,0.193599998950958,1.2824000120163,1,1,-0.119905702769756,0.0528541161860329,0,0,0.69230769,92.88888889,0.30769231,83.75,NA,NA,NA,NA,NA,-0.937318086624146,-0.0382011979818344,NA,NA,-10.4146454069349,-0.95502994954586,NA,NA,0.125,0.8,0.38461538,0,0.75,0.6,0.38461538,0.25,0.15384615,0,1,1,0,2,0,2,0,0.5,0.5,0,1,0,3.1890302574625,NA,NA,NA,NA,NA,NA,26.13914,61.92938,20,NA,NA,NA,NA,NA,NA,20,58.99008,20,20,58.44772,20,2.49626,7.82148,NA,NA,NA,NA,NA,NA,87.82,58.92,56.34,89.22,50.82,51.8,88.2507692307692,56.4276923076923,54.9430769230769,0.69230769,0.30769231,NA,NA,NA,NA,NA,92.7333306206597,83.7750015258789,NA,NA,NA,NA,NA,3.16663424173991,-1.12529170513153,NA,NA,NA,NA,NA,10.8791749742296,1.40157055854797,NA,NA,NA,NA,NA,-0.955175563693047,-0.0400199145078659,NA,NA,NA,NA,NA,-10.6130618188116,-1.00049786269665,NA,NA,NA,NA,NA,0.14285714,0.66666667,0.38461538,0,0.75,0.6,0.46153846,17.88888889,NA,NA,0.69230769,0.30769231,NA,NA,NA,NA,92.6064588758681,83.6421203613281,NA,NA,NA,NA,2.77744272020128,-1.79789757728577,NA,NA,NA,NA,9.68262820773655,0.0140049830079079,NA,NA,NA,NA,-0.955175563693047,-0.0400199145078659,NA,NA,NA,NA,-10.6130618188116,-1.00049786269665,NA,NA,0.14285714,0.66666667,0.38461538,0,0.75,0.6,0.46153846,2,87.5361022949219,-1.81024384498596,0,0,98.7743,1,0.5,"2024-09-28",0
"Jalen Beeks",17192,"2024-09-26","MIL",27,2024,"PIT","H",30,0,0,0,1,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,1,4,0,0,1,0,0,0,0,0,9.18472908401489,0,0.4,2,0.4,1,3.1664797782898,-3.1664797782898,9.21451340317726,0,78.1955776252467,224.464867261206,0.25,0,0.2,0.8,0,0,0,0,7,12,19,0.00869800057262182,-0.0128839993849397,0.0215819999575615,0.521000027656555,0.0519182831048965,0.232439994812012,0.141399994492531,0.141399994492531,NA,0,1,0.00999895296990871,0.0274214598968891,0,0,0.73684211,95.28571429,0.10526316,86,NA,NA,0.15789474,89.33333333,NA,-0.125523433089256,0.0334886722266674,NA,-0.0864012539386749,-0.896595950637545,1.67443361133337,NA,-2.88004179795583,0.36363636,0.875,0.57894737,0.75,0.85714286,0.81818182,0.42105263,0.6,0.10526316,2,1,2,1,4,0,5,0.4,0.2,0.4,0.2,0.8,0,0.927910446901353,20,57.52736,20,NA,NA,NA,55.99889,49.78982,53.17644,NA,NA,NA,NA,NA,NA,64.51672,59.35016,65.55324,40.95751,48.16586,39.3281,0.68719,5.10788,122.7,16.9,30.44,NA,NA,NA,92.82,107.26,101.22,125.76,125.58,123.46,101.005263157895,94.9210526315789,92.3852631578947,0.73684211,0.10526316,NA,NA,NA,0.15789474,NA,95.3071463448661,85.8499984741211,NA,NA,NA,89.0999959309896,NA,3.20297486441476,-1.41420531272888,NA,NA,NA,9.80755106608073,NA,8.9120853969029,1.16726076602936,NA,NA,NA,4.78093465169271,NA,-0.0871319174766541,0.0337270088493824,NA,NA,NA,-0.0885098874568939,NA,-0.622370839118958,1.68635044246912,NA,NA,NA,-2.95032958189646,NA,0.36363636,0.875,0.57894737,0.5,1,0.81818182,0.42105263,20.07142857,0.15789474,NA,0.73684211,0.10526316,NA,NA,88.8829345703125,NA,95.1104387555804,85.5913543701172,NA,NA,9.74047724405924,NA,2.89609691074916,-1.99330496788025,NA,NA,3.33197339375814,NA,8.04413550240653,-0.0706644952297211,NA,NA,-0.0885098874568939,NA,-0.0871319174766541,0.0337270088493824,NA,NA,-2.95032958189646,NA,-0.622370839118958,1.68635044246912,NA,NA,0.36363636,0.875,0.57894737,0.5,1,0.81818182,0.42105263,5,85.0444580078125,34.8657073974609,0,0,93.8898,0,0,"2024-09-26",0
"Jalen Beeks",17192,"2024-09-21","@CIN",27,2024,"PIT","A",30,0,0,9,1,0,0,0,0,0,0,0,1,6,2,1,1,0,0,0,1,0,0,1,9,0,18,1,1,0,1,1,2,1,1,0,0,0.16666667,0,0.16666667,3.70245131455,0,0.4,2,0.5,0.66666667,4.1664797782898,4.8335202217102,5.67848818451166,213.193937782926,102.326066012438,139.014259199392,1,0.5,0.25,0.25,1,0,0,0,5,11,16,-0.00555001525208354,-0.0108699863776565,0.00531997065991163,-0.439000010490417,-0.0415130034089088,0.0711666643619537,0.0609999969601631,0.0609999969601631,0.0209999997168779,1,1,-0.0454331710934639,-0.0325529942248396,0,0,0.5,93.375,0.0625,84,NA,NA,0.4375,87.28571429,NA,0.908088088035583,-0.343453258275986,NA,-1.06382501125336,11.3511011004448,-34.3453258275986,NA,-15.1975001607622,0.4,0.83333333,0.5625,0.75,1,0.88888889,0.375,0.66666667,0.0625,1,1,2,2,1,1,4,0.25,0.25,0.5,0.5,0.25,0.25,7.42047738265582,54.08556,36.67868,53.74116,NA,NA,NA,78.02779,41.39376,80,NA,NA,NA,NA,NA,NA,20,64.86806,20,57.54113,37.88257,64.57021,-0.34309,3.56246,101.46,107.92,103.12,NA,NA,NA,81.46,166.72,153.6,88.5,-49.34,-53.78,90.65,127.49125,118.55375,0.5,0.0625,NA,NA,NA,0.4375,NA,93.2249984741211,83.8000030517578,NA,NA,NA,87.3999982561384,NA,3.83241820335388,-0.155088305473328,NA,NA,NA,8.65088926042829,NA,9.58380889892578,2.92974925041199,NA,NA,NA,4.89750507899693,NA,0.944283429533243,-0.351199358701706,NA,NA,NA,-1.0810998044908,NA,11.8035428691655,-35.1199358701706,NA,NA,NA,-15.4442829212972,NA,0.44444444,0.71428571,0.5625,0.75,1,0.88888889,0.4375,20.3,0.4375,NA,0.5,0.0625,NA,NA,87.7755911690848,NA,93.5961837768555,84.2052993774414,NA,NA,8.62680271693638,NA,3.53397631645203,-1.16105997562408,NA,NA,3.32159587315151,NA,8.52121639251709,1.22882997989655,NA,NA,-1.0810998044908,NA,0.944283429533243,-0.351199358701706,NA,NA,-15.4442829212972,NA,11.8035428691655,-35.1199358701706,NA,NA,0.33333333,0.85714286,0.5625,0.66666667,1,0.88888889,0.4375,4,74.7580718994141,9.37427139282227,0,0,99.9139,1,0.25,"2024-09-21",0
"Jalen Beeks",17192,"2024-09-18","@STL",27,2024,"PIT","A",30,0,0,40.5000422448361,1,0,0,0,0,0,0,0,0.2,7,3,3,3,0,2,0,0,1,0,0,0,27.000028163224,40.5000422448361,0,0.333333333,0,3,1,1,0,1,0,0,0,0.28571429,-0.28571429,9.88150457952081,0,0.6,7.50000782311779,0.6,0.4,12.1664891660311,28.3335530788049,14.4345041410879,959.373720727938,295.370199640749,350.609720605839,3,0.2,0.6,0.2,0,0,0,0,14,13,27,-0.34063196182251,-0.347291946411133,0.00665999855846167,-4.11999988555908,-0.434599161148071,1.32469999790192,1.57260000705719,3.14520001411438,0.0199999995529652,1,1,-0.112714536488056,-0.144424409961713,0,1,0.44444444,94.91666667,0.37037037,85.1,NA,NA,0.18518519,89.2,NA,-1.79660296440125,0.0808721035718918,NA,-0.136242032051086,-14.9716913700104,0.808721035718918,NA,-2.72484064102173,0.21052632,0.875,0.40740741,0.75,1,0.90909091,0.2962963,0.42857143,0.03703704,2,3,0,0,3,2,5,0.4,0.6,0,0,0.6,0.4,8.87246895691571,20,43.71106,20,NA,NA,NA,20,53.85623,20,NA,NA,NA,NA,NA,NA,46.73872,60.35444,50.77323,20,53.48596,20,2.69213,8.11529,99.08,52.24,48.18,NA,NA,NA,78.8,35.82,23.32,101.26,102.44,109.98,90.8740740740741,63.5348148148148,60.02,0.44444444,0.37037037,NA,NA,NA,0.18518519,NA,94.8833312988281,85,NA,NA,NA,89.0599975585938,NA,3.56046867370605,-0.664595746994019,NA,NA,NA,8.73905029296875,NA,9.32263247172038,1.56029872894287,NA,NA,NA,4.90291366577148,NA,-1.8246477432549,0.0796479843556881,NA,NA,NA,-0.139439783990383,NA,-15.2053978604575,0.796479843556881,NA,NA,NA,-2.78879567980766,NA,0.13333333,0.75,0.40740741,0.5,1,0.90909091,0.44444444,20.2,0.18518519,NA,0.44444444,0.37037037,NA,NA,89.4318603515625,NA,95.2615661621094,85.3751098632813,NA,NA,8.62569427490234,NA,3.1153507232666,-1.2904878616333,NA,NA,3.60489387512207,NA,8.39347139994303,0.533937740325928,NA,NA,-0.139439783990383,NA,-1.8246477432549,0.0796479843556881,NA,NA,-2.78879567980766,NA,-15.2053978604575,0.796479843556881,NA,NA,0.13333333,0.75,0.40740741,0.5,1,0.90909091,0.44444444,5,99.4276550292969,8.63947906494141,0,0,115.53,3,0.6,"2024-09-18",0
"Jalen Beeks",17192,"2024-09-16","@STL",27,2024,"PIT","A",30,0,0,9,1,0,0,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,2,2,1,0,0,0,0,0,0,0,6.03472908401489,0,0.4,2,0.4,0.5,3.1664797782898,5.8335202217102,6.19049659073353,213.193937782926,78.1955776252467,151.387312822842,1,0.2,0.4,0.4,0,0,0,0,4,9,13,-0.0353639982640743,-0.0411680117249489,0.00580401392653584,-1.15200006961823,-0.121518991887569,0.199359998106956,0.172800004482269,0.345600008964539,NA,0,1,-0.0444521717727184,-0.13293546165363,0,0,0.46153846,94.66666667,0.15384615,85,NA,NA,0.38461538,88.6,NA,-0.430468648672104,0.00403375178575516,NA,-0.174271181225777,-7.1744774778684,0.201687589287758,NA,-3.48542362451553,0.2,0.875,0.61538462,1,1,1,0.61538462,0.8,0,3,0,2,0,4,1,5,0.6,0,0.4,0,0.8,0.2,3.74238482246207,32.76406,46.96663,36.3819,NA,NA,NA,69.75398,52.83849,80,NA,NA,NA,NA,NA,NA,20,63.25705,20,41.31603,51.80368,51.83617,0.66491,5.07446,95.82,83.3,86.4,NA,NA,NA,81.36,102.34,94.22,101.28,63.18,69.18,89.9861538461538,88.9923076923077,87.36,0.46153846,0.15384615,NA,NA,NA,0.38461538,NA,94.5166625976562,84.6999969482422,NA,NA,NA,88.5399963378906,NA,4.16592184702555,-0.534801244735718,NA,NA,NA,9.86880798339844,NA,9.22134399414062,0.700316667556763,NA,NA,NA,5.10672225952148,NA,-0.434040185064077,0.0106059424579144,NA,NA,NA,-0.177697025239468,NA,-7.23400308440129,0.530297122895718,NA,NA,NA,-3.55394050478935,NA,0.2,0.875,0.61538462,1,1,1,0.61538462,20.375,0.38461538,NA,0.46153846,0.15384615,NA,NA,88.9843200683594,NA,95.0058186848958,85.1583557128906,NA,NA,9.63056182861328,NA,3.76157665252686,-1.16618049144745,NA,NA,4.00026206970215,NA,8.08650334676107,-0.661087512969971,NA,NA,-0.177697025239468,NA,-0.434040185064077,0.0106059424579144,NA,NA,-3.55394050478935,NA,-7.23400308440129,0.530297122895718,NA,NA,0.2,0.875,0.61538462,1,1,1,0.61538462,5,90.9005249023437,16.640266418457,0,0,102.408,2,0.4,"2024-09-16",0
"Jalen Beeks",17192,"2024-09-14","KCR",27,2024,"PIT","H",30,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0.333333333333333,1,0.333333333333333,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,78.1955776252467,78.3097583844777,3,0,1,0,0,0,0,0,3,5,8,0.00846000015735626,-0.00534200016409159,0.0138020003214478,0.52099996805191,0.0519182831048965,0.143466666340828,0.141399994492531,0.141399994492531,0.0637999996542931,1,1,0.043740089982748,0.0152283127349828,0,0,0.375,94.33333333,NA,NA,NA,NA,0.625,88.4,NA,0.227703168988228,NA,NA,0.30518963932991,7.59010563294093,NA,NA,6.10379278659821,0.25,0.75,0.5,1,0.66666667,0.75,0.5,0.33333333,0.125,2,1,0,2,0,1,3,0.66666667,0.33333333,0,0.66666667,0,0.33333333,1.40595738852089,39.09652,35.759,37.50246,NA,NA,NA,27.29255,48.7761,28.71963,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.75572,39.88233,23.43567,1.818,6.80409,86.46,80.5,76.28,NA,NA,NA,79.8,45.52,23.3,NA,NA,NA,83.9625,67.3825,56.4125,0.375,NA,NA,NA,NA,0.625,NA,94.2666625976562,NA,NA,NA,NA,88.4599975585938,NA,3.39165051778158,NA,NA,NA,NA,8.37109298706055,NA,9.0071709950765,NA,NA,NA,NA,5.57947692871094,NA,0.233363229781389,NA,NA,NA,NA,0.308878034353256,NA,7.77877432604631,NA,NA,NA,NA,6.17756068706512,NA,0,0.8,0.5,NA,0.75,0.75,0.625,15.2,0.625,NA,0.375,NA,NA,NA,88.4214233398438,NA,94.1986287434896,NA,NA,NA,8.56509780883789,NA,3.35433006286621,NA,NA,NA,4.32930412292481,NA,7.84189732869466,NA,NA,NA,0.308878034353256,NA,0.233363229781389,NA,NA,NA,6.17756068706512,NA,7.77877432604631,NA,NA,NA,0.25,0.75,0.5,1,0.66666667,0.75,0.5,3,76.1571807861328,-39.2197570800781,0,0,98.8861,1,0.33333333,"2024-09-14",0
"Jalen Beeks",17192,"2024-09-11","MIA",27,2024,"PIT","H",30,0,0,0,1,0,0,0,0,1,0,0,0.1,2,1,0,0,0,0,0,0,0,0,0,0,0,27.000028163224,0,0,0,1,1,0,0,0,0,0,0,0,0,6.03472908401489,0,0.5,3.00000312924711,0.5,1,3.1664797782898,-3.1664797782898,7.70250972840334,0,78.1955776252467,187.926204380887,1,0,0.5,0.5,0,0,0,0,3,4,7,0.0746720284223557,-0.0721559822559357,0.146828010678291,0.449000000953674,0.044743400067091,4.29209995269775,1.43830001354218,2.87660002708435,NA,0,1,0.000641228689346462,0.0167563224500256,1,0,0.85714286,96.5,0.14285714,85,NA,NA,NA,NA,NA,-0.179721966385841,-0.0344077162444592,NA,NA,-2.99536610643069,-3.44077162444592,NA,NA,0.25,0.66666667,0.42857143,0,1,0.66666667,0.42857143,NA,0.14285714,0,1,1,0,2,0,2,0,0.5,0.5,0,1,0,1.10098381124782,NA,NA,NA,NA,NA,NA,57.80542,59.22273,55.95417,NA,NA,NA,NA,NA,NA,20,60.9821,20,48.90797,55.0051,48.97064,0.19325,4.36697,NA,NA,NA,NA,NA,NA,96.3,127.68,126.54,103.22,57.6,67.46,97.2885714285714,117.668571428571,118.1,0.85714286,0.14285714,NA,NA,NA,NA,NA,96.2000020345052,84.8000030517578,NA,NA,NA,NA,NA,3.64023526509603,-0.047841876745224,NA,NA,NA,NA,NA,9.34499740600586,2.53667497634888,NA,NA,NA,NA,NA,-0.183396700769663,-0.0350487045943737,NA,NA,NA,NA,NA,-3.05661167949438,-3.50487045943737,NA,NA,NA,NA,NA,0,1,0.42857143,NA,0.66666667,0.66666667,0.42857143,14.6,NA,NA,0.85714286,0.14285714,NA,NA,NA,NA,96.0676472981771,84.6574020385742,NA,NA,NA,NA,3.41623497009277,-0.523666024208069,NA,NA,NA,NA,8.32288996378581,1.65220999717712,NA,NA,NA,NA,-0.183396700769663,-0.0350487045943737,NA,NA,NA,NA,-3.05661167949438,-3.50487045943737,NA,NA,0,1,0.42857143,NA,0.66666667,0.66666667,0.42857143,2,87.6247406005859,14.6923933029175,0,0,88.5713,0,0,"2024-09-11",0
"Jalen Beeks",17192,"2024-09-08","WSN",27,2024,"PIT","H",30,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,29.9346008508647,29.9783111930123,2,0,1,0,0,0,0,0,2,8,10,0.0127880331128836,0,0.0127880331128836,0.521000027656555,0.0519182868301868,0.166799992322922,0.285199999809265,0.285199999809265,0.167600005865097,1,1,0.0771550536155701,-0.000488184901774394,0,0,0.7,94.28571429,NA,NA,NA,NA,0.3,88.66666667,NA,0.387600034475327,NA,NA,0.302882999181747,5.53714334964752,NA,NA,10.0960999727249,0.5,0.5,0.5,0.75,1,0.8,0.2,0.66666667,0.1,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,-0.22227486154869,80,48.97982,80,NA,NA,NA,52.57096,56.57217,57.94037,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.92149,52.01652,77.80721,-1.05011,2.50193,110.64,143.54,138.92,NA,NA,NA,85.3,75.24,66.76,NA,NA,NA,92.902,95.73,88.408,0.7,NA,NA,NA,NA,0.3,NA,94.3142874581473,NA,NA,NA,NA,88.8666687011719,NA,2.63729395185198,NA,NA,NA,NA,9.60619354248047,NA,9.61921582903181,NA,NA,NA,NA,5.12220637003581,NA,0.392213232815266,NA,NA,NA,NA,0.306485697627068,NA,5.60304618307522,NA,NA,NA,NA,10.2161899209023,NA,0.25,0.66666667,0.5,1,0.75,0.8,0.6,13.57142857,0.3,NA,0.7,NA,NA,NA,88.6889038085938,NA,94.1330130440848,NA,NA,NA,9.55079015096029,NA,2.39044734409877,NA,NA,NA,3.60326671600342,NA,8.52958570207868,NA,NA,NA,0.306485697627068,NA,0.392213232815266,NA,NA,NA,10.2161899209023,NA,5.60304618307522,NA,NA,NA,0.2,0.8,0.5,1,0.75,0.8,0.5,2,85.8904113769531,-10.4976272583008,0,0,87.8365,0,0,"2024-09-08",0
"Jalen Beeks",17192,"2024-09-07","WSN",27,2024,"PIT","H",30,0,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,1,6.75000160932579,0,0,1,0,0,1,2,0,1,0,0,0,0.25,0,0.25,3.28666658401489,0,0,0,0,1,1.66647942066184,-1.66647942066184,3.93449257073111,0,41.999836414723,96.8693432446014,0.5,0,0.333333333,0.666666666,0.5,0,2,13.5000032186516,6,9,15,0.0241479966789484,0,0.0241479966789484,0.852999985218048,0.085002489387989,0.223299995064735,0.280599981546402,0.398999989032745,0.51280003786087,1,1,0.106187991797924,0.00195350937832013,0,0,0.53333333,94.75,0.26666667,84,NA,NA,0.2,89.33333333,NA,0.964138686656952,0.164726763963699,NA,-0.133293688297272,12.0517335832119,4.11816909909248,NA,-4.44312294324239,0.33333333,0.66666667,0.46666667,1,1,1,0.4,0.75,0,1,0,2,1,1,1,3,0.33333333,0,0.66666667,0.33333333,0.33333333,0.33333333,-0.888256130003127,20,51.84649,20,NA,NA,NA,71.60795,63.67535,79.15502,NA,NA,NA,NA,NA,NA,54.37904,63.64537,64.81362,46.04166,60.94815,53.30895,0.37133,4.63409,97.56,15.86,21.3,NA,NA,NA,82.26,130.2,123.74,119.14,121.98,118.38,95.1546666666667,105.14,101.822666666667,0.53333333,0.26666667,NA,NA,NA,0.2,NA,94.7874984741211,84.0250015258789,NA,NA,NA,89.2666625976562,NA,3.02472925186157,-0.57562518119812,NA,NA,NA,9.26205698649088,NA,9.752516746521,1.03453624248505,NA,NA,NA,6.24253145853678,NA,0.959303554147482,0.166123434901237,NA,NA,NA,-0.13593876734376,NA,11.9912944268435,4.15308587253094,NA,NA,NA,-4.53129224479198,NA,0.25,0.71428571,0.46666667,1,1,1,0.46666667,16.81818182,0.2,NA,0.53333333,0.26666667,NA,NA,89.2371012369792,NA,94.7523498535156,83.9906463623047,NA,NA,9.08035977681478,NA,2.70675373077393,-1.31022095680237,NA,NA,4.25225639343262,NA,8.49870491027832,-0.67322838306427,NA,NA,-0.13593876734376,NA,0.959303554147482,0.166123434901237,NA,NA,-4.53129224479198,NA,11.9912944268435,4.15308587253094,NA,NA,0.25,0.71428571,0.46666667,1,1,1,0.46666667,3,87.6212768554688,34.3886922200521,0,0,103.273,2,0.66666667,"2024-09-07",1
"Jalen Beeks",17192,"2024-09-04","@CHC",27,2024,"PIT","A",30,0,0,9,1,0,0,0,0,0,0,0,2,9,3,2,2,0,0,0,1,0,0,1,4.5,0,13.5,1,0.333333333,0,3,1,3,0,1,0,0,0.11111111,0,0.11111111,3.79707476526766,0,0.375,1.5,0.428571428571429,0.5,3.6664797782898,5.3335202217102,4.42248398140073,213.193937782926,90.2608218188422,108.662008791935,3,0.428571428,0.428571428,0.142857142,0,0,0,0,9,18,27,-0.00396400922909379,-0.00882399547845125,0.00485998624935746,-1.06200003623962,-0.113826371729374,0.0366222225129604,0.0415999963879585,0.0487999990582466,0.00999999977648258,1,1,-0.0017731508705765,-0.106467391540277,0,0,0.51851852,94.57142857,0.22222222,83.83333333,NA,NA,0.25925926,89,NA,-0.481245696544647,-0.979800820350647,NA,0.663309454917908,-3.43746926103319,-16.3300136725108,NA,9.47584935597011,0.25,0.6,0.44444444,0.33333333,0.88888889,0.75,0.55555556,0.66666667,0.11111111,4,3,0,1,3,3,7,0.57142857,0.42857143,0,0.14285714,0.42857143,0.42857143,7.77112602733964,33.23699,37.25139,34.40896,NA,NA,NA,61.81909,52.0278,70.84035,NA,NA,NA,NA,NA,NA,48.3018,59.76879,56.6795,48.98992,47.87807,59.01409,0.18816,4.35933,96.3,96.26,85.28,NA,NA,NA,83.56,102.6,93.12,94.6,98.96,102.92,89.3162962962963,100.147407407407,93.2651851851852,0.51851852,0.22222222,NA,NA,NA,0.25925926,NA,94.4285714285714,83.8666687011719,NA,NA,NA,89.0571463448661,NA,3.3735831124442,0.0356631179650625,NA,NA,NA,8.82844270978655,NA,9.23075430733817,1.13154673576355,NA,NA,NA,6.02906690325056,NA,-0.492498628795147,-0.991464115679264,NA,NA,NA,0.617681551724672,NA,-3.51784734853676,-16.5244019279877,NA,NA,NA,8.82402216749532,NA,0.11111111,0.61111111,0.44444444,0,0.81818182,0.75,0.66666667,16.22222222,0.25925926,NA,0.51851852,0.22222222,NA,NA,89.3996146065848,NA,94.7883562360491,84.1907653808594,NA,NA,8.4789069039481,NA,2.8342456817627,-0.772692203521729,NA,NA,4.50936153956822,NA,8.04111862182617,-0.32109268506368,NA,NA,0.617681551724672,NA,-0.492498628795147,-0.991464115679264,NA,NA,8.82402216749532,NA,-3.51784734853676,-16.5244019279877,NA,NA,0.11111111,0.61111111,0.44444444,0,0.81818182,0.75,0.66666667,7,89.8206176757812,7.09939738682338,0,0,109.743,2,0.28571429,"2024-09-04",0
