"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","wFB","wSL","wCT","wCB","wCH","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSL%","pfxCU%","pfxCH%","pfxvFA","pfxvSL","pfxvCU","pfxvCH","pfxFA-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwSL","pfxwCU","pfxwCH","pfxwFA/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piFC%","piSL%","pivCH","pivCU","pivFA","pivFC","pivSL","piCH-X","piCU-X","piFA-X","piFC-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piFC-Z","piSL-Z","piwCH","piwCU","piwFA","piwFC","piwSL","piwCH/C","piwCU/C","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Hogan Harris",21520,"2024-09-27","@SEA",10,2024,"OAK","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,28.1476541200051,64.7888072114456,1,0,0.5,0.5,0,0,0,0,0,8,8,0.0185859762132168,0,0.0185859762132168,0.430000007152557,0.048835888504982,0.254533350467682,0.337000012397766,0.337000012397766,0.192200005054474,1,1,0.0728558748960495,0.000163932445765402,0,0,0.625,91.4,NA,NA,NA,NA,0.375,72,NA,NA,0.461947113275528,NA,NA,0.266273945569992,NA,9.23894226551056,NA,NA,8.8757981856664,NA,1,0.85714286,0.875,1,0.83333333,0.85714286,0.875,1,0.125,2,0,0,0,2,0,2,1,0,0,0,1,0,-0.357257073768449,NA,NA,NA,NA,80,61.51013,80,79.34238,44.78274,80,NA,NA,NA,80,44.97639,80,-2.4287,0.43404,NA,NA,NA,78.56,116.08,101.22,105.6,86.62,74.54,NA,NA,NA,95.46,97.6675,84.545,0.625,NA,0.375,NA,90.9400024414062,NA,71.9000040690104,NA,7.77445755004883,NA,-5.80027453104655,NA,9.84895935058594,NA,-10.2792212168376,NA,0.467210054397583,NA,0.26951365545392,NA,9.34420108795166,NA,8.98378851513068,NA,NA,0.875,0.875,NA,0.85714286,0.85714286,1,18.4,NA,0.375,0.625,NA,NA,NA,72.0571695963542,91.0789978027344,NA,NA,NA,-6.75271352132161,7.13096618652344,NA,NA,NA,-12.5110333760579,8.54167633056641,NA,NA,NA,0.26951365545392,0.467210054397583,NA,NA,NA,8.98378851513068,9.34420108795166,NA,NA,NA,0.875,0.875,NA,0.85714286,0.85714286,1,2,88.5560760498047,14.1064682006836,0,0,92.7434,0,0,"2024-09-27",0
"Hogan Harris",21520,"2024-09-25","TEX",10,2024,"OAK","H",27,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,5,22.5,4.5,0,5,0,0,1,0,0,0,0,0,0,0.71428571,0.14285714,0.57142857,1.14621886836281,0,0,0.5,0,1,-0.333520221710205,0.333520221710205,-0.333520221710205,0,-10.5061670049509,-10.1426415240719,1,0,1,0,0,0,0,0,9,21,30,0.015536000020802,-0.00156399921979755,0.0170999988913536,0.906000018119812,0.0993421003222466,0.105542860925198,0.140599995851517,0.167999997735023,0.0516000017523766,1,1,0.120046645402908,0.0271542157885748,0,0,0.6,92.05555556,NA,NA,NA,NA,0.23333333,72.14285714,0.16666667,81,0.478242635726929,NA,NA,0.242466449737549,0.486377596855164,2.65690353181627,NA,NA,3.46380642482213,9.72755193710327,0.42105263,0.45454545,0.43333333,0.625,0.8,0.69230769,0.36666667,0.71428571,0.13333333,1,0,0,0,1,0,1,1,0,0,0,1,0,-0.677831292872046,NA,80,53.35716,80,80,66.4028,80,37.16682,42.16201,40.47549,NA,NA,NA,62.11819,45.5461,63.71696,-0.62745,3.13592,105.94,166.72,165.1,109.38,156.6,139.62,90.16,61.4,41.36,NA,NA,NA,97.2746666666667,101.166666666667,84.9106666666667,0.6,NA,0.23333333,0.16666667,92.0111083984375,NA,72.0714285714286,81,6.06714333428277,NA,-5.39562824794224,9.38701400756836,9.56456078423394,NA,-10.1767022269113,6.82114181518555,0.478744219988585,NA,0.233498200774193,0.492529883980751,2.65969011104769,NA,3.33568858248847,9.85059767961502,0.35714286,0.5,0.43333333,0.4,0.875,0.69230769,0.53333333,16.7826087,0.16666667,0.23333333,0.6,NA,NA,81.4425598144531,72.533944266183,92.4625583224826,NA,NA,9.39387054443359,-5.17726135253906,5.93598344590929,NA,NA,5.03107986450195,-12.2552283150809,8.11299981011285,NA,NA,0.492529883980751,0.233498200774193,0.478744219988585,NA,NA,9.85059767961502,3.33568858248847,2.65969011104769,NA,NA,0.35714286,0.5,0.43333333,0.4,0.875,0.69230769,0.53333333,1,84.3613357543945,-3.75505042076111,0,0,84.3613,0,0,"2024-09-25",0
"Hogan Harris",21520,"2024-09-21","NYY",10,2024,"OAK","H",27,0,0,0,1,0,0,0,0,0,0,0,2.1,11,3,0,0,0,0,0,1,1,0,1,3.85714338263694,0,11.5714301479108,1,0,0,4,3,2,0,0,0,0,0.09090909,0,0.09090909,4.49262166064415,0,0.3,1.28571446087898,0.333333333333333,1,3.59505126524946,-3.59505126524946,5.53906233809949,0,90.7300326840765,135.952939788546,1.333333333,0.222222222,0.444444444,0.333333333,0,0,0,0,12,28,40,-0.00181200006045401,-0.00237999996170402,0.000568000017665327,-0.361000001430511,-0.039583332836628,0.00359999993816018,0.0082999998703599,0.0331999994814396,NA,0,1,-0.0520144589245319,-0.451318899847705,0,0,0.55,91.63636364,0.075,77.33333333,NA,NA,0.225,72.22222222,0.15,81.16666667,-0.153117388486862,0.266620874404907,NA,-0.369657903909683,0.289392620325089,-0.695988129485737,8.88736248016357,NA,-4.10731004344092,4.82321033875147,0.31578947,0.66666667,0.5,0.66666667,0.92857143,0.85,0.525,0.54545455,0.075,2,5,2,1,5,3,9,0.22222222,0.55555556,0.22222222,0.11111111,0.55555556,0.33333333,4.1557118701308,NA,51.7505,55.44713,49.80106,52.36752,68.23713,32.42252,43.39012,47.19597,46.24121,67.57311,37.03952,71.55836,44.81039,49.89501,42.61317,0.44782,4.74882,100.46,89.02,95.36,115.82,82.42,75.86,95.6,87.94,81.4,94.98,126.02,105.88,100.832,89.716,84.0835,0.55,0.075,0.225,0.15,91.5727261629972,77.3333333333333,71.9444444444444,81.3333333333333,6.17151225696911,-6.14809481302897,-5.17881732516819,11.0273056030273,10.7242452448065,-2.25772301355998,-11.2615771823459,7.06207211812337,-0.160377018153667,0.26946010068059,-0.37646722048521,0.292424783110619,-0.728986446153034,8.98200335601966,-4.18296911650234,4.87374638517698,0.23529412,0.69565217,0.5,0.75,0.875,0.85,0.575,17.75862069,0.15,0.225,0.55,NA,0.075,81.709233601888,72.3129747178819,91.9476484818892,NA,77.6931966145833,10.7272237141927,-5.31931093004015,5.75688102028587,NA,-6.2938969930013,4.96440315246582,-13.6695115831163,9.01019703258168,NA,-4.01155662536621,0.292424783110619,-0.37646722048521,-0.160377018153667,NA,0.26946010068059,4.87374638517698,-4.18296911650234,-0.728986446153034,NA,8.98200335601966,0.23529412,0.69565217,0.5,0.75,0.875,0.85,0.575,9,96.1773478190104,13.4024132622613,0,0,112.801,6,0.66666667,"2024-09-21",0
"Hogan Harris",21520,"2024-09-16","@CHC",10,2024,"OAK","A",27,0,0,9,1,0,0,0,0,0,0,0,3,14,5,3,3,0,1,0,0,0,0,3,9,3,15,3,0,0,1,4,5,2,0,0,0,0.21428571,0.07142857,0.14285714,4.2263464293494,0,0.384615384615385,2,0.5,0.5,2.1664797782898,6.8335202217102,4.18249098658562,232.334658747697,53.9168682033091,102.204741585627,0.25,0.5,0.1,0.4,0.5,0,2,6,17,34,51,-0.0503719933331013,-0.0938560217618942,0.043484028428793,-1.22499990463257,-0.131296887993813,0.221599996089935,0.189300000667572,0.207599997520447,0.0343999974429607,1,1,-0.141356348991394,-0.0859540942482261,0,0,0.52941176,91.92592593,0.11764706,77.33333333,NA,NA,0.1372549,71.14285714,0.21568627,81.54545455,1.50328171253204,-0.863494336605072,NA,-1.09762978553772,-0.451621174812317,5.56771004641498,-14.3915722767512,NA,-15.6804255076817,-4.10564704374834,0.21428571,0.56521739,0.37254902,0.66666667,0.92307692,0.84210526,0.45098039,0.78571429,0.05882353,4,4,2,2,6,2,10,0.4,0.4,0.2,0.2,0.6,0.2,5.10698469728684,NA,38.35302,57.08954,44.01568,80,64.24468,80,68.97414,50.05264,78.61407,45.30756,40.76794,56.62895,64.15125,51.1109,74.32301,-0.75375,2.94647,95.26,53.72,66.66,114.76,131.38,119.82,91.4,123.04,110.36,95.36,105.56,99.52,95.9047058823529,107.176862745098,100.957647058824,0.52941176,0.11764706,0.1372549,0.21568627,91.9037000868056,77.2666676839193,71.1714303152902,81.3363647460938,6.61153779206453,-5.25170008341471,-3.9881215776716,11.2770697853782,10.0325136537905,-2.18678442637126,-10.453245980399,6.66236738725142,1.54755322262645,-0.866938773542643,-1.11079867184162,-0.480361346155405,5.73167860232018,-14.448979559044,-15.8685524548803,-4.3669213286855,0.2,0.48387097,0.37254902,0.5,0.93333333,0.84210526,0.60784314,16.16666667,0.21568627,0.1372549,0.52941176,NA,0.11764706,81.5965076793324,71.4529854910714,92.181324146412,NA,77.5314025878906,10.0814874822443,-5.22841426304409,5.61427533185041,NA,-6.53732681274414,5.17320251464844,-12.2281995500837,8.69088236490885,NA,-3.5752166112264,-0.480361346155405,-1.11079867184162,1.54755322262645,NA,-0.866938773542643,-4.3669213286855,-15.8685524548803,5.73167860232018,NA,-14.448979559044,0.22727273,0.48275862,0.37254902,0.6,0.92857143,0.84210526,0.56862745,10,89.7284423828125,27.4630249023438,1,0.1,100.995,5,0.5,"2024-09-16",0
"Hogan Harris",21520,"2024-09-14","@CHW",10,2024,"OAK","A",27,0,1,9,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,9,1,1,0,1,16.1664797782898,-7.16647977828979,4.67848818451166,232.334658747697,414.685865369565,114.543946394147,0,0,0,1,0,1,0,0,1,3,4,-0.36337798833847,-0.36337798833847,0,-0.996999979019165,-0.102730549871922,2.2564001083374,2.2564001083374,2.2564001083374,NA,0,1,-0.161043241620064,-2.21570678471394e-10,0,1,0.5,91.5,0.5,77,NA,NA,NA,NA,NA,NA,0.0151102766394615,-1.42551648616791,NA,NA,NA,0.755513831973076,-71.2758243083954,NA,NA,NA,0,0.33333333,0.25,NA,1,1,0.75,NA,0,1,0,0,0,0,1,1,1,0,0,0,0,1,2108.04103344351,NA,NA,NA,NA,NA,NA,NA,41.92534,57.08243,66.39712,66.965,48.41681,69.1141,55.52635,53.88564,73.89072,-0.21792,3.75021,NA,NA,NA,NA,NA,NA,85.5,109.82,111.78,117.34,84.56,92.42,101.42,97.19,102.1,0.5,0.5,NA,NA,91.75,76.75,NA,NA,6.09402132034302,-8.03289794921875,NA,NA,10.2933444976807,-2.83124732971191,NA,NA,0.0151214338839054,-1.42678974568844,NA,NA,0.756071694195271,-71.3394872844219,NA,NA,0,0.33333333,0.25,NA,1,1,0.75,13.5,NA,NA,0.5,NA,0.5,NA,NA,91.7040481567383,NA,76.7136001586914,NA,NA,5.97356510162354,NA,-8.73196983337402,NA,NA,9.09877967834473,NA,-4.14532470703125,NA,NA,0.0151214338839054,NA,-1.42678974568844,NA,NA,0.756071694195271,NA,-71.3394872844219,0,0.33333333,0.25,NA,1,1,0.75,1,95.8304824829102,29.4956893920898,0,0,95.8305,1,1,"2024-09-14",0
"Hogan Harris",21520,"2024-09-10","@HOU",10,2024,"OAK","A",27,1,0,0,1,0,0,0,0,0,0,0,2,7,1,1,0,0,0,0,0,0,0,3,13.5,0,4.5,3,0,0,3,1,0,0,0,0,0,0.42857143,0,0.42857143,0.63705562024479,0,0.142857142857143,0.5,0.25,0,0.166479778289795,-0.166479778289795,0.922483981400728,0,2.37844003670109,21.1036904458492,3,0,0.75,0.25,0,0,2,9,5,17,22,0.496940016746521,-0.245027989149094,0.741967976093292,1.16599988937378,0.123582392930984,4.23597145080566,2.86899995803833,2.61779999732971,NA,0,1,0.088988684117794,0.0283256137989223,1,0,0.54545455,91.83333333,0.09090909,79,NA,NA,0.22727273,71.8,0.13636364,81.33333333,0.604961574077606,0.30068165063858,NA,-0.529970109462738,0.290079355239868,5.04134645064672,15.034082531929,NA,-10.5994021892548,9.66931184132894,0.42857143,0.53333333,0.5,0.33333333,0.75,0.63636364,0.68181818,0.71428571,0.18181818,1,3,0,2,1,1,4,0.25,0.75,0,0.5,0.25,0.25,-0.668495690070558,NA,80,58.15305,80,59.03365,61.67732,52.58892,75.15475,56.10379,80,80,33.55608,80,80,53.57166,80,-2.01566,1.0536,100.54,162.18,165.6,100.18,105.98,90.82,104.06,122,114.78,84.38,164.1,154.32,100.909090909091,127.665454545455,119.859090909091,0.54545455,0.09090909,0.22727273,0.13636364,91.9083353678385,79.0500030517578,71.6799987792969,81.2666676839193,6.47438303629557,-4.37051200866699,-3.05310726165771,11.3407491048177,10.8288434346517,-3.39289522171021,-11.1840621948242,7.71473948160807,0.611313447356224,0.304562363773584,-0.534644648432732,0.293756578117609,5.09427872796853,15.2281181886792,-10.6928929686546,9.79188593725364,0.42857143,0.53333333,0.5,0.33333333,0.75,0.63636364,0.68181818,17.66666667,0.13636364,0.22727273,0.54545455,NA,0.09090909,81.5414683024089,71.9333801269531,92.1828918457031,NA,79.3280487060547,10.6571000417074,-3.43960990905762,5.92136001586914,NA,-4.95937490463257,5.97755686442057,-13.1801391601562,9.38408342997233,NA,-4.98296022415161,0.293756578117609,-0.534644648432732,0.611313447356224,NA,0.304562363773584,9.79188593725364,-10.6928929686546,5.09427872796853,NA,15.2281181886792,0.375,0.57142857,0.5,0.33333333,0.75,0.63636364,0.63636364,4,71.7750778198242,-16.3694019317627,0,0,95.7297,1,0.25,"2024-09-10",0
"Hogan Harris",21520,"2024-09-08","DET",10,2024,"OAK","H",27,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,1,0,0,0,18,0,0,0,0,1,2,0,0,0,0,0,0,0.4,-0.4,13.8301690840149,0,0,2,0,1,9.16647977828979,-9.16647977828979,12.1904965907335,0,234.301366786437,301.424458290742,0.5,0,0.333333333,0.666666666,0,0,1,9,14,13,27,0.0207719914615154,-0.0216640010476112,0.0424359925091267,0.453000009059906,0.0496710538864136,0.500400006771088,0.379600018262863,0.379600018262863,0.54119998216629,1,1,0.0173816848546267,0.0241290888872645,0,0,0.48148148,92.07692308,0.25925926,77.71428571,NA,NA,0.11111111,72.33333333,0.14814815,81.75,0.210809022188187,-0.112020403146744,NA,-0.0580911040306091,0.15969417989254,1.62160786298605,-1.60029147352491,NA,-1.93637013435364,3.9923544973135,0.1875,0.63636364,0.37037037,1,1,1,0.40740741,0.2,0,0,2,1,0,3,0,3,0,0.66666667,0.33333333,0,1,0,7.52082895523054,NA,20,58.95057,20,78.98509,69.22418,71.40811,57.14792,48.03501,68.74717,63.3742,44.4975,70.64957,50.21717,50.80166,53.41095,0.11192,4.24497,107.54,30.28,28.7,117.74,150.94,131.06,88.58,85.74,78.98,74.3,146.86,128.96,90.9266666666667,100.614074074074,90.2755555555556,0.48148148,0.25925926,0.11111111,0.14814815,91.8923058143029,77.7428588867188,72.2999979654948,81.7750015258789,5.83777501032903,-5.82934897286551,-3.39490000406901,10.0417356491089,10.2594534067007,-2.55979374476842,-10.8353678385417,8.30935859680176,0.207304321229458,-0.115126937627792,-0.0591252744197845,0.161363463848829,1.59464862484198,-1.64467053753989,-1.97084248065948,4.03408659622073,0,0.71428571,0.37037037,NA,1,1,0.51851852,18.72727273,0.14814815,0.11111111,0.48148148,NA,0.25925926,81.9517211914062,72.4480336507161,92.0732140174279,NA,77.8821323939732,9.90654563903809,-3.20625654856364,5.73147583007812,NA,-5.70742852347238,6.50687980651855,-13.0764999389648,8.80345447246845,NA,-4.04730578831264,0.161363463848829,-0.0591252744197845,0.207304321229458,NA,-0.115126937627792,4.03408659622073,-1.97084248065948,1.59464862484198,NA,-1.64467053753989,0,0.71428571,0.37037037,NA,1,1,0.51851852,3,81.0658213297526,29.8893432617188,0,0,90.5962,0,0,"2024-09-08",0
"Hogan Harris",21520,"2024-09-06","DET",10,2024,"OAK","H",27,0,0,5.40000205993731,1,0,0,0,0,0,0,0,1.2,7,1,1,1,0,1,0,0,0,0,3,16.2000061798119,5.40000205993731,5.40000205993731,3,0,0,2,0,1,0,0,0,0,0.42857143,0.14285714,0.28571429,2.32668825993928,0,0.166666666666667,1.20000045776385,0.333333333333333,0.5,1.36647909164403,4.03352296829328,1.36647909164403,139.400848425822,33.3014792423441,32.1492096991462,2,0.333333333,0.666666666,0,0,0,1,5.40000205993731,7,21,28,0.0999319925904274,-0.080735944211483,0.18066793680191,0.602999985218048,0.0661184191703796,1.29828572273254,1.53500008583069,1.3400000333786,2.32039999961853,1,1,0.029966427013278,0.047005837905493,1,0,0.46428571,92.46153846,0.25,77.28571429,NA,NA,0.25,72.14285714,0.03571429,81,-0.629772782325745,0.343707710504532,NA,0.447975158691406,0.0495179928839207,-4.84440601789034,4.91011015006474,NA,6.39964512416295,4.95179928839207,0.2,0.66666667,0.5,0.5,0.91666667,0.85714286,0.64285714,0.71428571,0.07142857,0,3,0,0,2,1,3,0,1,0,0,0.66666667,0.33333333,2.42112022421521,NA,80,56.78068,80,46.46325,66.58937,37.70171,47.21301,52.18661,51.9233,50.8164,37.78319,59.16518,49.44424,51.06395,52.33141,0.15994,4.317,96.58,198.42,200.08,110.76,73.02,54.62,99.74,72.14,62.7,97.58,88.72,75.24,101.842142857143,81.015,68.7214285714286,0.46428571,0.25,0.25,0.03571429,92.4923095703125,77.1142839704241,72.1285705566406,81.4000015258789,5.76966447096605,-5.77203859601702,-3.17536463056292,9.93702125549316,10.5479255089393,-5.10069438389369,-11.0307083129883,7.76583623886108,-0.639217749238014,0.347998671233654,0.474725976586342,0.0501701384782791,-4.91705960952319,4.9714095890522,6.78179966551917,5.01701384782791,0.2,0.66666667,0.5,0.5,0.91666667,0.85714286,0.64285714,14.28571429,0.03571429,0.25,0.46428571,NA,0.25,81.3030014038086,72.0742449079241,92.4481482872596,NA,77.0785696847098,10.2258996963501,-2.7821478162493,5.66969005878155,NA,-5.86457879202707,5.8092098236084,-13.5051574707031,8.855835547814,NA,-7.17819704328264,0.0501701384782791,0.474725976586342,-0.639217749238014,NA,0.347998671233654,5.01701384782791,6.78179966551917,-4.91705960952319,NA,4.9714095890522,0.2,0.66666667,0.5,0.5,0.91666667,0.85714286,0.64285714,3,96.2312520345052,-7.85678354899089,0,0,110.991,1,0.33333333,"2024-09-06",0
"Hogan Harris",21520,"2024-09-03","SEA",10,2024,"OAK","H",27,1,0,0,1,0,0,0,0,0,0,0,3,10,0,0,0,0,2,0,0,0,0,3,9,6,0,1.5,0,0,1,2,1,0,0,1,0,0.3,0.2,0.1,4.73421908401489,0,0,0.666666666666667,0,1,3.1664797782898,-3.1664797782898,4.17448538243771,0,79.6860822866131,102.005581611316,0.5,0.25,0.25,0.5,0,0,1,3,15,22,37,0.312379986047745,-0.099216029047966,0.41159600019455,1.35899996757507,0.149013161659241,1.83803641796112,1.86973333358765,1.53159999847412,NA,0,1,0.142571046948433,0.0273820524543845,1,0,0.43243243,93.0625,0.10810811,77.75,NA,NA,0.13513514,72,0.32432432,82.58333333,0.0533499009907246,0.548422634601593,NA,0.174732804298401,0.499810695648193,0.333436881192029,13.7105658650398,NA,3.49465608596802,4.16508913040161,0.30434783,0.42857143,0.35135135,0.57142857,0.66666667,0.61538462,0.37837838,0.9,0.13513514,1,2,2,1,3,1,5,0.2,0.4,0.4,0.2,0.6,0.2,3.59614682853538,NA,48.97352,59.0024,46.9436,80,67.84715,80,46.70604,57.82161,47.24926,54.25972,35.89879,80,51.23186,58.49108,58.58957,0.04888,4.15041,105.98,107.68,120.92,130.78,147.48,139.34,93.64,69.36,64.68,79.9,120.42,107.88,101.042222222222,97.5922222222222,97.0338888888889,0.43243243,0.10810811,0.13513514,0.32432432,93.0999984741211,77.9000015258789,71.8,82.5416666666667,6.03979301452637,-6.53154993057251,-2.98753318786621,10.079158782959,10.7179393768311,-5.09121036529541,-11.252840423584,7.61039924621582,0.0891712009906769,0.555184751749039,0.17636726796627,0.181171704083681,0.55732000619173,13.879618793726,3.52734535932541,1.50976420069734,0.23529412,0.45,0.35135135,0.25,0.77777778,0.61538462,0.54054054,15.62962963,0.32432432,0.13513514,0.43243243,NA,0.10810811,82.6023813883464,71.8638000488281,93.1592788696289,NA,77.9308776855469,10.431235631307,-2.54640007019043,6.00868701934814,NA,-6.37430763244629,5.58643849690755,-13.7929000854492,9.10325336456299,NA,-7.159752368927,0.181171704083681,0.17636726796627,0.0891712009906769,NA,0.555184751749039,1.50976420069734,3.52734535932541,0.55732000619173,NA,13.879618793726,0.21052632,0.5,0.35135135,0.25,0.77777778,0.61538462,0.48648649,5,83.1309814453125,25.187370300293,0,0,98.951,1,0.2,"2024-09-03",0
"Hogan Harris",21520,"2024-08-29","@CIN",10,2024,"OAK","A",27,0,0,0,1,0,0,0,0,0,0,0,2,7,1,0,0,0,1,0,0,0,0,0,0,4.5,4.5,0,0,0,2,3,1,0,0,0,0,0,0.14285714,-0.14285714,8.12183110916828,0,0.166666666666667,1,0.166666666666667,1,4.6664797782898,-4.6664797782898,6.9344923876226,0,118.339903411569,170.667847955418,0.666666666,0.166666666,0.333333333,0.5,0,0,3,13.5,12,13,25,0.0847199410200119,-0.0371499881148338,0.121869936585426,1.12199997901917,0.106099292635918,0.725428581237793,0.694999992847443,0.805000007152557,1.99399995803833,1,1,0.0852036774158478,0.0315823759754522,1,0,0.64,92.9375,0.04,81,NA,NA,0.24,73.66666667,0.08,81.5,1.00614035129547,-0.0373910665512085,NA,-0.200618177652359,0.200305253267288,6.28837719559669,-3.73910665512085,NA,-3.34363629420598,10.0152626633644,0.07142857,0.63636364,0.32,1,1,1,0.44,0.71428571,0,1,4,1,1,5,0,6,0.16666667,0.66666667,0.16666667,0.16666667,0.83333333,0,4.87093311663735,NA,61.80443,56.25569,65.69865,20,53.78398,25.87045,56.6436,48.75125,63.84013,20,51.47559,20,37.35575,45.5537,49.2961,0.91095,5.44352,100.98,114.92,123.36,86.62,61.32,54.18,77.82,83.6,74.02,103.78,43.24,0.219999999999999,82.8232,79.144,70.2536,0.64,0.04,0.24,0.08,92.9375,80.9000015258789,73.4666646321615,81.8000030517578,5.82880735397339,-4.06195402145386,-3.85503005981445,11.1939029693604,10.3404312133789,-1.76254224777222,-10.1664536794027,5.84803152084351,1.01844518631697,-0.0380783230066299,-0.204421818256378,0.202594328671694,6.36528241448104,-3.80783230066299,-3.40703030427297,10.1297164335847,0,0.57142857,0.32,NA,1,1,0.56,15.38888889,0.08,0.24,0.64,NA,0.04,81.8583984375,73.5473836263021,93.0090713500977,NA,80.9049987792969,10.5223999023438,-4.99157174428304,5.14278125762939,NA,-5.22055006027222,4.60970973968506,-11.910083770752,9.16950225830078,NA,-3.69525003433228,0.202594328671694,-0.204421818256378,1.01844518631697,NA,-0.0380783230066299,10.1297164335847,-3.40703030427297,6.36528241448104,NA,-3.80783230066299,0,0.72727273,0.32,NA,1,1,0.44,6,92.3868611653646,22.9750722249349,0,0,98.4137,2,0.33333333,"2024-08-29",0
