"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","SF%","SFv","wFB","wSL","wSF","wFB/C","wSL/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piFC%","piSI%","pivCH","pivFA","pivFC","pivSI","piCH-X","piFA-X","piFC-X","piSI-X","piCH-Z","piFA-Z","piFC-Z","piSI-Z","piwCH","piwFA","piwFC","piwSI","piwCH/C","piwFA/C","piwFC/C","piwSI/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Ben Joyce",31461,"2024-09-03","LAD",1,2024,"LAA","H",23,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-22.0266384101804,15.0336680287444,0,0,0,1,0,0,0,0,3,7,10,0.138840019702911,0,0.138840019702911,0.508000016212463,0.0515474379062653,1.82406663894653,2.3283998966217,2.3283998966217,2.63020014762878,1,1,0.0761388167738914,-2.31657672502134e-05,1,0,0.6,103.83333333,0.2,86.5,0.2,95,0.785842895507812,0.0931044071912766,-0.096498891711235,13.0973815917969,4.65522035956383,-4.82494458556175,0.25,0.66666667,0.5,0,0.25,0.2,0.6,0.66666667,0.4,0,0,1,0,1,0,1,0,0,1,0,1,0,-1.74825606096572,NA,NA,NA,NA,80,63.10511,80,49.16341,66.37932,55.13375,47.33217,62.88373,32.4438,74.28928,61.87601,77.51818,-1.38359,2.00171,NA,NA,NA,130.58,140.8,161,118.44,77.74,98.32,113.16,97.06,111.8,124.668,119.44,138.624,0.6,0.2,0.2,NA,103.766662597656,94.5500030517578,86,NA,-6.98882293701172,-7.26495742797852,4.98859405517578,NA,7.1496639251709,1.07257843017578,-0.104771219193935,NA,0.79548766091466,-0.0984223820269108,0.094138327986002,NA,13.258127681911,-4.92111910134554,4.7069163993001,NA,0,0.55555556,0.5,NA,0.2,0.2,0.9,15.71428571,NA,0.6,0.2,0.2,NA,103.767333984375,85.9703521728516,94.5012054443359,NA,-6.43401145935059,5.87973022460938,-7.08504009246826,NA,6.31659698486328,-1.11110401153564,0.272476017475128,NA,0.79548766091466,0.094138327986002,-0.0984223820269108,NA,13.258127681911,4.7069163993001,-4.92111910134554,0.5,0.5,0.5,0,0.25,0.2,0.8,1,101.743179321289,58.9916191101074,0,0,101.743,1,1,"2024-09-03",0
"Ben Joyce",31461,"2024-09-01","SEA",1,2024,"LAA","H",23,0,0,0,1,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.333333333333333,1,0.5,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,26.5061001470459,27.173712862954,2,0,1,0,0,0,0,0,2,9,11,0.163921982049942,-0.115114018321037,0.279035985469818,0.507999956607819,0.0515474416315556,2.96753334999084,2.87979984283447,2.87979984283447,NA,0,1,0.0385925322771072,0.0166459310245597,1,0,0.72727273,102.875,NA,NA,0.27272727,95,0.199012458324432,NA,0.254789710044861,2.4876557290554,NA,8.49299033482869,0.57142857,0.75,0.63636364,0.75,1,0.85714286,0.36363636,1,0.09090909,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,-0.222208706661812,NA,NA,NA,NA,80,55.18176,72.87895,72.86724,77.19263,53.18606,NA,NA,NA,80,54.98505,75.71569,-2.26775,0.67547,NA,NA,NA,146.24,126.46,145.8,98.32,139.2,147.96,NA,NA,NA,133.170909090909,129.934545454545,146.389090909091,0.72727273,0.27272727,NA,NA,102.75,94.8666687011719,NA,NA,-7.83636522293091,-8.40666580200195,NA,NA,7.23037528991699,1.266597032547,NA,NA,0.201005775481462,0.395715311169624,NA,NA,2.51257219351828,13.1905103723208,NA,NA,0.5,0.71428571,0.63636364,1,0.8,0.85714286,0.63636364,17.125,NA,0.72727273,NA,0.27272727,NA,102.628623962402,NA,94.730967203776,NA,-7.49638271331787,NA,-8.07335662841797,NA,6.53788232803345,NA,0.46798837184906,NA,0.201005775481462,NA,0.395715311169624,NA,2.51257219351828,NA,13.1905103723208,0.5,0.71428571,0.63636364,1,0.8,0.85714286,0.63636364,2,97.1172637939453,-13.3988914489746,0,0,105.813,1,0.5,"2024-09-01",0
"Ben Joyce",31461,"2024-08-31","SEA",1,2024,"LAA","H",23,1,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,0,1,9,0,9,1,0,0,2,0,1,0,0,0,0,0.2,0,0.2,2.00296908401489,0,0.25,1,0.333333333333333,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,99.3052079828853,101.806421637006,2,0.333333333,0.666666666,0,0,0,1,9,5,10,15,0.138840019702911,-0.140180021524429,0.279020041227341,0.508000016212463,0.0515474416315556,3.36155986785889,2.3283998966217,2.3283998966217,NA,0,1,0.0113363275304437,0.0299659324799795,1,0,0.53333333,103.5,0.13333333,86,0.33333333,94.6,-0.230865001678467,0.251000940799713,-0.0577053278684616,-2.88581252098083,12.5500470399857,-1.15410655736923,0.25,0.57142857,0.4,0,0.75,0.5,0.46666667,0.8,0.2,2,0,1,0,2,1,3,0.66666667,0,0.33333333,0,0.66666667,0.33333333,6.28565368381063,NA,20,80,34.16246,62.92808,63.68976,58.95686,55.96798,78.2869,25.13506,80,58.32838,80,68.99702,69.02488,62.25947,-1.0548,2.49489,179.58,-99.8,-23.12,151.62,60.92,102.7,117.88,115.18,139.16,110.7,145.96,165.14,139.030666666667,76.0133333333333,112.36,0.53333333,0.26666667,0.13333333,0.06666667,103.575004577637,95.0999984741211,85.9499969482422,92.5,-7.06946468353271,-7.01846265792847,3.87389183044434,-4.51534271240234,7.87087917327881,-0.390943765640259,-1.96116280555725,-0.215572625398636,-0.238024935126305,0.0302428677678108,0.254104062914848,-0.0897959321737289,-2.97531168907881,0.756071694195271,12.7052031457424,-8.97959321737289,0.16666667,0.55555556,0.4,0,0.6,0.5,0.6,15.2,NA,0.53333333,0.13333333,0.33333333,NA,103.370620727539,85.7340545654297,94.3836181640625,NA,-6.75037384033203,4.39485502243042,-6.33414993286133,NA,7.20014476776123,-2.75616002082825,-1.26036720275879,NA,-0.238024935126305,0.254104062914848,-0.0595530644059181,NA,-2.97531168907881,12.7052031457424,-1.19106128811836,0.16666667,0.55555556,0.4,0,0.6,0.5,0.6,3,91.8467712402344,-7.83869743347168,0,0,108.386,1,0.33333333,"2024-08-31",0
"Ben Joyce",31461,"2024-08-29","@DET",1,2024,"LAA","A",23,0,0,0,1,0,0,0,0,1,0,0,1.1,5,1,0,0,0,0,0,0,0,0,2,13.5000032186516,0,6.75000160932579,2,0,0,2,1,0,1,0,0,0,0.4,0,0.4,1.04688908401489,0,0.2,0.750000178813977,0.333333333333333,1,0.166479063033887,-0.166479063033887,1.30048563806852,0,2.23971351176872,30.5074529652481,2,0,0.666666666,0.333333333,1,0,0,0,2,14,16,0.136511996388435,-0.044852003455162,0.181363999843597,1.22299993038177,0.129008442163467,1.63295996189117,1.87253332138062,3.87680006027222,NA,0,1,0.0508680045604706,0.0327298787766917,1,0,0.5,102.875,NA,NA,0.5,95.5,0.682629764080048,NA,-0.0180093944072723,8.5328720510006,NA,-0.225117430090904,0.625,1,0.8125,0.6,0.625,0.61538462,0.5,1,0.3125,0,2,1,1,1,1,3,0,0.66666667,0.33333333,0.33333333,0.33333333,0.33333333,-1.23533249059367,NA,NA,NA,NA,73.03147,69.68963,69.37296,80,68.89245,80,NA,NA,NA,80,64.82394,80,-3.03091,-0.46927,NA,NA,NA,150.92,94.58,130.58,118.7,149.08,166.42,NA,NA,NA,134.81,121.83,148.5,0.5,0.5,NA,NA,102.787498474121,95.4250030517578,NA,NA,-7.75666236877441,-8.13064479827881,NA,NA,8.06956386566162,1.38073039054871,NA,NA,0.672872673720121,-0.0200017504394054,NA,NA,8.41090842150152,-0.250021880492568,NA,NA,0.6,0.90909091,0.8125,0.66666667,0.6,0.61538462,0.6875,18.36363636,NA,0.5,NA,0.5,NA,102.968246459961,NA,95.5610504150391,NA,-7.17917346954346,NA,-7.76891851425171,NA,7.17928028106689,NA,0.374072641134262,NA,0.672872673720121,NA,-0.0200017504394054,NA,8.41090842150152,NA,-0.250021880492568,0.6,0.90909091,0.8125,0.66666667,0.6,0.61538462,0.6875,3,83.4236195882161,21.4422047932943,0,0,98.3797,1,0.33333333,"2024-08-29",0
"Ben Joyce",31461,"2024-08-23","@TOR",1,2024,"LAA","A",23,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,1,1,1,0,0,0,0,0.25,0,0.25,2.72685408401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,26.5061001470459,64.7888072114456,1,0.333333333,0.333333333,0.333333333,0,0,0,0,7,8,15,0.137790009379387,-0.0694440007209778,0.207234010100365,0.479000002145767,0.0506074987351894,2.77859997749329,2.46480011940002,2.46480011940002,3.40919995307922,1,1,0.0293009877204895,0.0202887374992214,1,0,0.6,101.77777778,NA,NA,0.4,95.83333333,0.463990211486816,NA,-0.199722036719322,5.15544679429796,NA,-3.3287006119887,0.27272727,0.75,0.4,1,0.33333333,0.66666667,0.26666667,NA,0.13333333,3,0,0,2,1,0,3,1,0,0,0.66666667,0.33333333,0,3.00812576128747,NA,80,80,80,59.55152,65.10468,54.09693,20,80,20,NA,NA,NA,37.20536,72.04244,20,0.92029,5.45753,143.8,257.24,318.94,124.86,106.44,135.56,118.84,9.03999999999999,22.76,NA,NA,NA,124.116,84.0266666666667,110.185333333333,0.6,0.33333333,NA,0.06666667,101.688890245226,96.5399963378906,NA,90.5,-7.43338097466363,-8.36324234008789,NA,-4.0052809715271,7.37551540798611,-0.0747906625270844,NA,-0.758418500423431,0.469082370400429,-0.203568495810032,NA,0,5.21202633778254,-4.07136991620064,NA,0,0.2,0.8,0.4,1,0.5,0.66666667,0.33333333,16,0.06666667,0.6,NA,0.33333333,90.8193969726562,102.015665690104,NA,96.8067199707031,-3.39093995094299,-7.12208811442057,NA,-8.09610977172852,-2.22289991378784,6.1125988430447,NA,-1.23537540435791,0,0.469082370400429,NA,-0.203568495810032,0,5.21202633778254,NA,-4.07136991620064,0.2,0.8,0.4,1,0.5,0.66666667,0.33333333,3,71.7591400146484,8.73409525553385,0,0,84.5012,0,0,"2024-08-23",0
"Ben Joyce",31461,"2024-08-20","@KCR",1,2024,"LAA","A",23,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.0266384101804,-22.5814263197472,1,0,1,0,0,0,0,0,3,8,11,0.0202319994568825,0,0.0202319994568825,0.533999979496002,0.0522760637104511,0.257333338260651,0.477200001478195,0.477200001478195,NA,0,1,0.078999362885952,-0.00037760484389969,0,0,0.54545455,103.5,0.09090909,87,0.36363636,96,0.397824764251709,-0.0344077162444592,0.38129335641861,6.63041273752848,-3.44077162444592,9.53233391046524,0.4,1,0.72727273,0.5,0.5,0.5,0.54545455,0.33333333,0.36363636,1,0,0,1,0,0,1,1,0,0,1,0,0,-1.63115931851281,NA,NA,NA,NA,80,78.4422,80,20,70.79092,20,73.35888,65.39503,80,80,72.61042,50.77348,-1.92749,1.18586,125.26,195.78,228.48,136.4,131.78,166.24,95.28,87.74,96.22,114.2,127.96,138.9,125.892727272727,129.243636363636,156.681818181818,0.63636364,0.18181818,0.09090909,0.09090909,102.67143031529,96.0999984741211,87.0999984741211,92.5999984741211,-7.78027997698103,-9.38363265991211,4.3525710105896,-6.03894376754761,8.27888488769531,3.84608459472656,-1.65409505367279,1.69675707817078,0.367606282234192,0.18641472607851,-0.0350487045943737,0.23420649766922,5.25151831763131,9.32073630392551,-3.50487045943737,23.420649766922,0.5,0.85714286,0.72727273,0.5,0.5,0.5,0.63636364,14.875,0.09090909,0.54545455,0.09090909,0.27272727,92.8769989013672,103.727162679036,87.4101028442383,97.1230061848958,-5.81279993057251,-7.14773178100586,5.06343984603882,-9.18887329101562,0.232390999794006,7.66272672017415,-2.84233999252319,3.32545344034831,0.23420649766922,0.402654986828566,-0.0350487045943737,0.151366021484137,23.420649766922,6.71091644714276,-3.50487045943737,5.04553404947122,0.5,0.85714286,0.72727273,0.5,0.5,0.5,0.63636364,1,69.5737380981445,-44.6134986877441,0,0,69.5737,0,0,"2024-08-20",0
"Ben Joyce",31461,"2024-08-16","ATL",1,2024,"LAA","H",23,0,0,0,1,0,0,0,0,1,0,0,1.2,5,1,0,0,0,0,0,0,0,0,1,5.40000205993731,0,5.40000205993731,1,0,0,2,1,1,0,0,0,0,0.2,0,0.2,2.84676908401489,0,0.2,0.600000228881923,0.25,1,1.96647932052595,-1.96647932052595,2.87368471033046,0,45.9191844616698,69.6448223664926,2,0.25,0.5,0.25,0,0,0,0,4,10,14,0.376171976327896,-0.042851984500885,0.419023960828781,1.42599999904633,0.144698113203049,2.77959990501404,3.47046661376953,4.65180015563965,NA,0,1,0.0944244787096977,0.04090865885781,1,0,0.35714286,102.8,0.28571429,86.5,0.35714286,96,0.330524623394012,0.252210319042206,0.466293662786484,6.61049246788025,6.30525797605515,9.32587325572968,0.375,0.83333333,0.57142857,0.66666667,0.6,0.625,0.42857143,0.4,0.21428571,3,1,0,2,2,0,4,0.75,0.25,0,0.5,0.5,0,2.66307751978356,NA,NA,NA,NA,80,70.10812,80,55.49992,74.75973,41.20269,47.58364,50.83371,36.61349,77.46902,65.6432,62.39965,-1.58114,1.70538,NA,NA,NA,124.06,142.5,173.24,122.26,97.88,125.16,105.12,106.14,118.8,118.005714285714,116.175714285714,140.514285714286,0.35714286,0.35714286,0.28571429,NA,102.740002441406,96.1200012207031,86.4000015258789,NA,-7.97119369506836,-8.37032623291016,4.64139938354492,NA,7.6801155090332,0.398563075065613,-0.592093706130981,NA,0.334441225975752,0.474551923573017,0.255232162773609,NA,6.68882451951504,9.49103847146034,6.38080406934023,NA,0.5,0.625,0.57142857,0.66666667,0.6,0.625,0.57142857,15.33333333,NA,0.35714286,0.28571429,0.35714286,NA,102.732800292969,86.3946762084961,96.11513671875,NA,-7.64847183227539,5.2556324005127,-8.35029373168945,NA,7.10572204589844,-1.68206679821014,-0.474145650863647,NA,0.334441225975752,0.255232162773609,0.474551923573017,NA,6.68882451951504,6.38080406934023,9.49103847146034,0.5,0.625,0.57142857,0.66666667,0.6,0.625,0.57142857,4,81.491455078125,5.42508220672607,0,0,103.914,1,0.25,"2024-08-16",0
"Ben Joyce",31461,"2024-08-11","@WSN",1,2024,"LAA","A",23,0,0,18,1,0,0,0,0,0,0,0,1,7,3,2,2,0,2,0,0,0,0,0,0,18,27,0,0.5,0,4,0,1,0,2,0,0,0,0.28571429,-0.28571429,8.39113723177044,0,0.6,5,0.6,0.6,9.16647977828979,8.83352022171021,9.16647977828979,439.078598925173,220.637054375951,226.194269593759,4,0.2,0.8,0,0,0,0,0,12,17,29,0.0174560081213713,-0.320319980382919,0.337776005268097,-1.5090000629425,-0.156697824597359,2.50028562545776,0.428799986839294,0.428799986839294,NA,0,1,-0.144813388586044,0.151794994184875,0,0,0.37931034,101.81818182,NA,NA,0.62068966,95.5,-0.852855205535889,NA,-0.170010030269623,-7.75322914123535,NA,-0.944500168164571,0.14285714,0.66666667,0.4137931,1,0.9,0.91666667,0.51724138,0.42857143,0.03448276,0,4,1,1,3,1,5,0,0.8,0.2,0.2,0.6,0.2,9.13604275705205,NA,NA,NA,NA,29.53919,63.25581,20,70.45037,52.91325,76.30023,NA,NA,NA,57.98614,51.53631,54.41226,-0.37074,3.52098,NA,NA,NA,117.34,44.6,54.98,112.88,123.32,145.1,NA,NA,NA,114.571724137931,93.4606896551724,110.916551724138,0.37931034,0.62068966,NA,NA,101.790904651989,95.6000027126736,NA,NA,-7.70891016179865,-8.1988271077474,NA,NA,8.09456911954013,0.727512465582954,NA,NA,-0.869964491575956,-0.174204554408789,NA,NA,-7.90876810523597,-0.967803080048826,NA,NA,0,0.6,0.4137931,NA,0.91666667,0.91666667,0.68965517,19.59090909,NA,0.37931034,NA,0.62068966,NA,102.305908203125,NA,96.0932345920139,NA,-7.51347559148615,NA,-8.11670769585503,NA,7.27229170365767,NA,-0.140182601081,NA,-0.869964491575956,NA,-0.174204554408789,NA,-7.90876810523597,NA,-0.967803080048826,0,0.6,0.4137931,NA,0.91666667,0.91666667,0.68965517,5,85.1972045898438,-13.1477493286133,0,0,100,2,0.4,"2024-08-11",0
"Ben Joyce",31461,"2024-08-09","@WSN",1,2024,"LAA","A",23,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,1,1,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,75.0388387042722,76.9288520456552,0,1,0,0,0,0,0,0,3,3,6,-0.173623979091644,-0.173623979091644,0,-0.580999970436096,-0.060332290828228,4.7487998008728,2.3743999004364,4.7487998008728,NA,0,1,-0.0365616530179977,-1.79417884021982e-09,0,1,0.66666667,101.25,NA,NA,0.33333333,97,-0.479063153266907,NA,0.0151102766394615,-11.9765788316727,NA,0.755513831973076,0.25,1,0.5,1,1,1,0.33333333,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,35.9178279654094,NA,NA,NA,NA,20,39.64604,20,80,80,80,NA,NA,NA,20,45.99863,28.79914,2.4947,7.81914,NA,NA,NA,116.98,37.32,59.7,117.68,105.62,122.1,NA,NA,NA,117.213333333333,60.0866666666667,80.5,0.66666667,0.33333333,NA,NA,101.300003051758,96.5500030517578,NA,NA,-7.23592042922974,-7.14588022232056,NA,NA,6.08633804321289,1.22976684570312,NA,NA,-0.486331298947334,0.0151214338839054,NA,NA,-12.1582824736834,0.756071694195271,NA,NA,0.25,1,0.5,1,1,1,0.33333333,17.2,NA,0.66666667,NA,0.33333333,NA,101.684677124023,NA,96.9130477905273,NA,-6.70428276062012,NA,-6.86141967773438,NA,5.17845010757446,NA,0.579649031162262,NA,-0.486331298947334,NA,0.0151214338839054,NA,-12.1582824736834,NA,0.756071694195271,0.25,1,0.5,1,1,1,0.33333333,1,92.9880676269531,5.85430240631104,0,0,92.9881,0,0,"2024-08-09",0
"Ben Joyce",31461,"2024-08-08","@NYY",1,2024,"LAA","A",23,0,0,9,1,0,0,0,0,0,0,0,1,5,1,1,1,1,1,0,0,0,0,2,18,9,9,2,0,0,1,1,0,0,0,0,0,0.4,0.2,0.2,3.70848908401489,9,0.25,2,0,1,15.1664797782898,-6.16647977828979,3.67848818451166,219.539299462587,366.23527004763,89.6663768027962,1,0,0.5,0.5,0,1,0,0,8,11,19,0.00297200004570186,-0.00554000027477741,0.00851200055330992,-0.50900000333786,-0.0528556630015373,0.0847999975085258,0.0852000042796135,0.0852000042796135,NA,0,1,-0.0291362944990396,0.0641834658790041,0,0,0.52631579,102.6,NA,NA,0.47368421,95.88888889,-1.02980804443359,NA,0.0388683453202248,-10.2980804443359,NA,0.431870503558053,0.27272727,0.625,0.42105263,0.33333333,0.8,0.625,0.42105263,0.8,0.15789474,0,0,2,0,1,1,2,0,0,1,0,0.5,0.5,14.1053164306184,NA,80,75.45319,41.08269,80,76.34487,63.96406,20,74.70612,20,NA,NA,NA,51.32585,72.95677,20,0.04304,4.14165,123.6,35.08,60.36,153.96,122.18,167.12,111.58,72.7,83.94,NA,NA,NA,135.783157894737,92.8021052631579,123.995789473684,0.52631579,0.31578947,NA,0.15789474,102.680004882812,97.7166646321615,NA,92.0999959309896,-8.07407836914063,-9.91045888264974,NA,-5.36711184183757,8.73384780883789,1.9735361735026,NA,0.467246492703756,-1.02913289889693,0.18940868973732,NA,-0.152117189019918,-10.2913289889693,3.156811495622,NA,-5.07057296733061,0.3,0.55555556,0.42105263,0.33333333,0.8,0.625,0.47368421,16.21428571,0.15789474,0.52631579,NA,0.31578947,91.9884643554688,102.590600585937,NA,97.611582438151,-4.653733253479,-7.577783203125,NA,-9.57349650065104,-1.33826700846354,7.70737380981445,NA,0.664034167925517,-0.152117189019918,-1.02913289889693,NA,0.18940868973732,-5.07057296733061,-10.2913289889693,NA,3.156811495622,0.3,0.55555556,0.42105263,0.33333333,0.8,0.625,0.47368421,2,85.5067520141602,8.20184326171875,1,0.5,97.9757,1,0.5,"2024-08-08",0
