"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","CB%","CBv","CH%","CHv","XX%","wFB","wCB","wCH","wFB/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxCU%","pfxCH%","pfxvFA","pfxvSI","pfxvCU","pfxvCH","pfxFA-X","pfxSI-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwCU","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSI%","piSL%","pivCH","pivFA","pivSI","pivSL","piCH-X","piFA-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwSI","piwSL","piwCH/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Nick Anderson",18337,"2024-06-11","NYY",7,2024,"KCR","H",33,0,0,20.2500048279774,1,0,0,0,0,0,0,0,1.1,8,2,3,3,2,2,0,0,0,0,0,0,13.5000032186516,13.5000032186516,0,0,0,1,4,1,0,0,0,0,0,0.25,-0.25,10.9036665840149,13.5000032186516,0.333333333333333,3.00000071525591,0,0.83333333,27.1664855003371,-6.91648067235968,12.2025071513122,481.509752627965,673.497059461177,301.723251847369,0.25,0.166666666,0.166666666,0.666666666,0,0.5,0,0,16,18,34,-0.00407199980691075,-0.00815400015562773,0.00408200034871697,-1.84099996089935,-0.180225148797035,0.0288749989122152,0.0636666640639305,0.118599995970726,0,1,1,-0.211560025811195,0.0705383821640283,0,0,0.3030303,95.6,0.54545455,82.66666667,0.15151515,89.2,0.02941176,-1.1778769493103,-1.18502604961395,-0.0897989869117737,-11.778769493103,-6.58347805341085,-1.79597973823547,0.15789474,0.5,0.3030303,0.66666667,0.85714286,0.8,0.42424242,0.5,0.05882353,0,4,2,1,1,4,6,0,0.66666667,0.33333333,0.16666667,0.16666667,0.66666667,36.1611690760133,27.02703,38.26266,28.54635,50.31216,41.69687,57.03402,23.52512,31.45303,26.70936,20,54.46234,20,27.03471,30.40033,32.07396,1.55216,6.40533,71.72,91.48,73.78,105.48,101.04,102.5,65.02,61.08,26.78,89.42,61.46,0.760000000000005,88.8436363636364,87.4939393939394,74.4145454545455,0.27272727,0.03030303,0.54545455,0.15151515,95.6222262912326,95,82.5777791341146,89.1800048828125,-3.95678499009874,-5.8390851020813,0.68175835079617,-8.01806793212891,9.43883853488498,9.65299129486084,-1.15311590830485,6.47121505737305,-1.00502529367805,-0.0897959321737289,-1.18803314864635,-0.0919679254293442,-11.1669477075338,-8.97959321737289,-6.60018415914641,-1.83935850858688,0.16666667,0.46666667,0.3030303,0.66666667,0.85714286,0.8,0.45454545,16.76923077,0.15151515,0.3030303,NA,0.54545455,89.1022583007812,95.4780517578125,NA,82.5010104709201,-8.22503814697266,-4.13267211914062,NA,0.917298740810818,4.75978622436523,8.31613998413086,NA,-2.94148423936632,-0.0919679254293442,-1.09482122585177,NA,-1.19883891940117,-1.83935850858688,-10.9482122585177,NA,-6.66021621889538,0.15789474,0.5,0.3030303,0.66666667,0.85714286,0.8,0.42424242,6,92.2870585123698,12.0030962626139,3,0.5,112.093,4,0.66666667,"2024-06-11",0
"Nick Anderson",18337,"2024-06-09","SEA",7,2024,"KCR","H",33,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,0,3,0,0,0,0,0,0.25,0,0.25,6.25129158401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,5.70250499695539,0,27.1538118692049,140.018995908429,0,0,0,1,0,0,0,0,6,8,14,0.0315240025520325,-0.0254880022257566,0.057012002915144,0.533999979496002,0.0522760637104511,0.606249988079071,0.527199983596802,0.527199983596802,0.321000009775162,1,1,0.0222892053425312,0.0297091504049347,0,0,0.42857143,95.16666667,0.42857143,81.5,0.14285714,89.5,NA,-0.157670333981514,0.325871229171753,-0.122333601117134,-2.6278388996919,5.43118715286255,-6.1166800558567,0,0.875,0.5,NA,0.71428571,0.71428571,0.57142857,0.5,0.14285714,0,2,1,0,1,2,3,0,0.66666667,0.33333333,0,0.33333333,0.66666667,-0.208922496962062,20,39.40006,20,54.97168,32.73262,58.54904,57.34734,41.72448,64.24484,NA,NA,NA,37.19653,28.55609,36.36807,0.92084,5.45835,83.2,3.16000000000001,-21.44,95.34,116.06,123.6,64.76,134.04,113.9,NA,NA,NA,80.5,107.637142857143,98.7228571428571,0.42857143,NA,0.42857143,0.14285714,95.1500040690104,NA,81.4333343505859,89,-3.37595208485921,NA,0.644978642463684,-7.35389423370361,8.84406598409017,NA,-1.40044832229614,3.90633296966553,-0.195489063858986,NA,0.329548846930265,-0.124844636768103,-3.25815106431643,NA,5.49248078217109,-6.24223183840513,0,0.875,0.5,NA,0.71428571,0.71428571,0.57142857,19.6,0.14285714,0.42857143,NA,0.42857143,88.9067535400391,95.0863342285156,NA,81.3394826253255,-7.88816499710083,-3.32819334665934,NA,0.61332635084788,2.44563484191895,7.85485140482585,NA,-2.89813327789307,-0.124844636768103,-0.195489063858986,NA,0.329548846930265,-6.24223183840513,-3.25815106431643,NA,5.49248078217109,0,0.875,0.5,NA,0.71428571,0.71428571,0.57142857,3,96.5865987141927,32.6279678344727,1,0.33333333,99.8243,2,0.66666667,"2024-06-09",0
"Nick Anderson",18337,"2024-06-07","SEA",7,2024,"KCR","H",33,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.5648885419948,-22.5814263197472,1,0,1,0,0,0,3,27,3,9,12,0.0196940023452044,0,0.0196940023452044,0.533999979496002,0.0522760637104511,0.251466691493988,0.321000009775162,0.321000009775162,NA,0,1,0.0782914087176323,2.51358243122946e-05,0,0,0.58333333,95.42857143,0.25,83,0.16666667,89,NA,0.751880884170532,0.0404403209686279,-0.0476108342409134,10.7411554881505,1.34801069895426,-2.38054171204567,0,0.66666667,0.5,NA,0.33333333,0.33333333,0.75,1,0.33333333,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.67334769321943,20,35.73985,20,80,48.82329,80,78.04766,37.90878,80,80,51.68247,80,75.96699,34.79764,80,-1.48782,1.84536,70.78,74.96,46.86,112.46,153,155.94,92.24,131.02,108.24,79.5,114.68,106.42,92.6246153846154,126.210769230769,109.664615384615,0.5,0.08333333,0.25,0.16666667,95.3666687011719,95,83.0666707356771,89.1500015258789,-4.71443303426107,-6.63472080230713,0.901444832483927,-8.56257629394531,10.0132865905762,10.0282173156738,1.00242193539937,6.0443639755249,0.721649900078773,0.039364367723465,0.0406504124403,-0.0484858676791191,12.0274983346462,3.9364367723465,1.35501374801,-2.42429338395596,0,0.66666667,0.5,NA,0.33333333,0.33333333,0.75,17.11111111,0.16666667,0.58333333,NA,0.25,89.1685485839844,95.335928780692,NA,83.0994974772135,-8.64194011688232,-5.02521405901228,NA,1.07237370808919,4.19197988510132,9.02035849434989,NA,-0.66477632522583,-0.0484858676791191,0.761014267802238,NA,0.0406504124403,-2.42429338395596,10.8716323971748,NA,1.35501374801,0,0.66666667,0.5,NA,0.33333333,0.33333333,0.75,1,70.5437622070312,-6.87247943878174,0,0,70.5438,0,0,"2024-06-07",0
"Nick Anderson",18337,"2024-06-04","@CLE",7,2024,"KCR","A",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.5648885419948,-22.5814263197472,1,0,1,0,0,0,0,0,2,12,14,0.00589599134400487,0,0.00589599134400487,0.479999989271164,0.0506329126656055,0.078533336520195,0.102800004184246,0.102800004184246,NA,0,1,0.0749478936195374,0.000128393792353049,0,0,0.5,95.85714286,0.35714286,83.2,0.14285714,90,NA,0.180781781673431,0.202330827713013,0.316772550344467,2.58259688104902,4.04661655426025,15.8386275172234,0.66666667,0.5,0.57142857,0.5,1,0.75,0.57142857,1,0.14285714,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.67334769321943,NA,NA,NA,33.40432,48.43013,32.23191,56.55008,46.80235,62.2899,NA,NA,NA,38.77625,41.14452,31.01245,0.8227,5.31114,82.4,107.4,60.92,133.22,72.92,74.8,86.5,88.16,65.64,NA,NA,NA,102.6,85.4657142857143,68.2371428571429,0.5,NA,0.35714286,0.14285714,95.7571411132812,NA,83.4200012207031,89.9499969482422,-4.36551856994629,NA,0.44752459526062,-7.26004600524902,10.231443132673,NA,0.861029052734375,5.87324714660645,0.182639297097921,NA,0.204375013709068,0.343451239168644,2.60913281568459,NA,4.08750027418137,17.1725619584322,0.66666667,0.5,0.57142857,0.5,1,0.75,0.57142857,17.27272727,0.14285714,0.5,NA,0.35714286,89.8166046142578,95.6524571010045,NA,83.3046630859375,-7.44520998001099,-4.38339860098703,NA,0.465430593490601,4.28259468078613,9.00485447474888,NA,-0.68128080368042,0.343451239168644,0.182639297097921,NA,0.204375013709068,17.1725619584322,2.60913281568459,NA,4.08750027418137,0.66666667,0.5,0.57142857,0.5,1,0.75,0.57142857,1,76.4317855834961,-1.67476427555084,0,0,76.4318,0,0,"2024-06-04",0
"Nick Anderson",18337,"2024-06-01","SDP",7,2024,"KCR","H",33,0,0,18,1,0,0,0,0,0,0,0,1,5,3,2,2,1,0,0,0,0,0,0,0,0,27,0,0,0,2,2,1,0,0,0,0,0,0,0,6.03472908401489,9,0.6,3,0.5,0.625,16.1664797782898,1.83352022171021,6.19049659073353,428.008566957417,400.044064953202,152.159040742638,1,0.2,0.4,0.4,0,0.5,0,0,7,12,19,-0.0586379989981651,-0.0628580003976822,0.00421999953687191,-1.46600008010864,-0.143514439463615,0.190600007772446,0.321000009775162,0.321000009775162,NA,0,1,-0.188433229923248,-0.119216280081873,0,0,0.63157895,95.25,0.36842105,82.42857143,NA,NA,NA,-1.6746711730957,0.164068967103958,NA,-13.9555931091309,2.3438423871994,NA,0.22222222,0.8,0.52631579,1,0.875,0.9,0.52631579,0.2,0.05263158,2,1,2,0,1,4,5,0.4,0.2,0.4,0,0.2,0.8,17.9104909486233,NA,NA,NA,61.01935,42.50684,60.63467,27.23384,49.06467,20.26675,39.54745,38.23743,48.65799,41.41473,35.08896,44.78761,0.65878,5.06526,NA,NA,NA,99.54,119.36,125.16,63.62,78.44,59.7,68.48,80.58,56.98,79.4115789473684,94.6421052631579,82.3852631578947,0.26315789,0.36842105,0.36842105,NA,95,95.3428606305804,82.2285679408482,NA,-4.07282829284668,-6.28041294642857,1.42512076241629,NA,9.59042434692383,8.83762196132115,0.00368876542363848,NA,-1.82995216920972,0.151153210550547,0.173392694443464,NA,-36.5990433841944,2.15933157929352,2.47703849204949,NA,0.25,0.72727273,0.52631579,1,0.875,0.9,0.57894737,19.78571429,NA,0.10526316,0.52631579,0.36842105,NA,94.5153045654297,95.446240234375,82.3076607840402,NA,-3.15416479110718,-5.80343894958496,1.50860295976911,NA,8.07165050506592,8.09649276733398,-1.26809624263218,NA,-1.41166828200221,-0.267130676656961,0.173392694443464,NA,-70.5834141001105,-2.67130676656961,2.47703849204949,0.25,0.72727273,0.52631579,1,0.875,0.9,0.57894737,5,94.8813171386719,18.2887390136719,0,0,101.217,2,0.4,"2024-06-01",0
"Nick Anderson",18337,"2024-05-30","@MIN",7,2024,"KCR","A",33,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,1,1,0,0,0,0,0,0,9.75339574477623,0,0.333333333333333,1,0.333333333333333,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,76.8725122804045,152.159040742638,0,0.333333333,0,0.666666666,0.5,0,2,18,3,8,11,0.00600799079984426,-0.00276001449674368,0.00876800529658794,0.484000027179718,0.0507337525486946,0.106899999082088,0.104400001466274,0.104400001466274,NA,0,1,0.0399191007018089,0.0162828717157093,0,0,0.54545455,94.83333333,0.45454545,82,NA,NA,NA,0.575953245162964,-0.447155267000198,NA,9.59922075271606,-8.94310534000397,NA,0.2,0.83333333,0.54545455,0,0.8,0.66666667,0.54545455,1.33333333,0.18181818,0,2,1,1,2,0,3,0,0.66666667,0.33333333,0.33333333,0.66666667,0,4.06458669623919,NA,NA,NA,37.77482,32.98243,37.60741,80,50.7032,80,68.8386,43.06431,74.76758,57.65456,29.99709,65.0557,-0.35014,3.55188,NA,NA,NA,108.92,94.48,96.94,71.64,127.34,115.84,99.92,102.12,90.44,98.8690909090909,103.232727272727,98.0127272727273,0.09090909,0.45454545,0.45454545,NA,95.5,94.6599975585937,81.7799987792969,NA,-3.91716051101685,-6.71244888305664,1.30868034362793,NA,9.72030162811279,10.1595947265625,-0.74207706451416,NA,0.039364367723465,0.543607253581285,-0.454514242708683,NA,3.9364367723465,10.8721450716257,-9.09028485417366,NA,0,0.85714286,0.54545455,NA,0.66666667,0.66666667,0.63636364,16.14285714,NA,0.18181818,0.36363636,0.45454545,NA,94.4725036621094,94.8322448730469,81.6753173828125,NA,-5.09630489349365,-6.45805263519287,1.62716121673584,NA,8.40342998504639,8.86339282989502,-2.31613788604736,NA,0.0787287354469299,0.504242885857821,-0.454514242708683,NA,3.9364367723465,12.6060721464455,-9.09028485417366,0,0.85714286,0.54545455,NA,0.66666667,0.66666667,0.63636364,3,82.1871287027995,46.9279073079427,0,0,99.2422,1,0.33333333,"2024-05-30",0
"Nick Anderson",18337,"2024-05-27","@MIN",7,2024,"KCR","A",33,0,0,0,1,0,0,0,0,0,0,0,1,6,2,1,0,0,0,0,0,0,0,1,9,0,18,1,0,0,3,2,0,0,0,0,0,0.16666667,0,0.16666667,3.32597909380756,0,0.333333333333333,2,0.4,0.5,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.1538118692049,102.403901559937,1.5,0,0.6,0.4,0,0,4,36,4,15,19,-0.00530401943251491,-0.00838000979274511,0.00307599082589149,-0.515999972820282,-0.0540880486369133,0.0455333366990089,0.0472000017762184,0.0472000017762184,NA,0,1,-0.0574347898364067,-0.0590517191048621,0,0,0.31578947,95,0.52631579,81.7,0.15789474,85,NA,-0.214718282222748,-0.442357033491135,-0.0170138143002987,-3.5786380370458,-4.42357033491135,-0.56712714334329,0.375,0.63636364,0.52631579,0.66666667,0.85714286,0.8,0.57894737,0.83333333,0.10526316,1,1,3,0,4,1,5,0.2,0.2,0.6,0,0.8,0.2,0.391976484013326,80,20,20,71.07269,61.0241,20,70.52121,34.42565,20,41.27924,67.06002,20,77.07559,35.86496,20,-1.5567,1.74204,99.7,63.44,65.5,100.84,162.22,173,84.48,143.52,108.02,80.12,118,84.26,95.0347368421053,138.031578947368,133.005263157895,0.26315789,0.05263158,0.52631579,0.15789474,94.7600036621094,96.0999984741211,81.75,85.1333363850911,-4.95836410522461,-8.80227851867676,1.14072771072388,-9.21310742696126,10.0154113769531,9.04026126861572,0.256595063209534,7.70735804239909,-0.339447293430567,0.120601363480091,-0.45172068849206,-0.0177911296486855,-6.78894586861134,12.0601363480091,-4.5172068849206,-0.593037654956182,0.33333333,0.61538462,0.52631579,0.5,0.875,0.8,0.68421053,17.84615385,0.15789474,0.21052632,0.10526316,0.52631579,85.0030314127604,94.6029205322266,95.4287567138672,81.6309204101562,-9.36230023701986,-4.6589527130127,-7.33225536346436,1.34082260131836,5.93526649475098,8.62325763702393,8.06019020080566,-1.46064291000366,-0.0177911296486855,-0.394221253693104,0.175375323742628,-0.45172068849206,-0.593037654956182,-9.85553134232759,8.7687661871314,-4.5172068849206,0.28571429,0.66666667,0.52631579,0.5,0.875,0.8,0.63157895,5,86.1057861328125,11.3531913757324,0,0,102.693,1,0.2,"2024-05-27",0
"Nick Anderson",18337,"2024-05-25","@TBR",7,2024,"KCR","A",33,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,0,2,0,1,0,0,0,0.25,0.25,0,7.38247908401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,7.19049659073353,0,101.731862486004,177.036610333989,0,0,0,1,0.5,0,0,0,8,10,18,0.0845959931612015,-0.0833160057663918,0.167912006378174,1.057000041008,0.116090059280396,2.28244996070862,1.66100001335144,1.66100001335144,NA,0,1,0.0182516761124134,0.0188120030996108,1,0,0.44444444,95.25,0.5,82.66666667,0.05555556,87,NA,-0.153707325458527,0.647073149681091,-0.0238054171204567,-1.92134156823158,7.18970166312324,-2.38054171204567,0,0.7,0.38888889,NA,0.42857143,0.42857143,0.55555556,0.5,0.22222222,0,1,1,1,1,0,2,0,0.5,0.5,0.5,0.5,0,1.65578047434266,30.8421,55.13089,47.06449,48.89574,35.17988,52.83906,20,46.24982,20,49.58284,20,50.81162,27.44048,29.97977,22.63091,1.52695,6.36752,83.42,74.86,56.22,100.6,104.24,112.06,90.3,28.98,20.96,117.08,133.74,108.48,96.5555555555556,74.9788888888889,73.3311111111111,0.38888889,0.05555556,0.5,0.05555556,95.2999965122768,94.5999984741211,82.5888875325521,86.8000030517578,-4.90967995779855,-9.01761913299561,1.12073304918077,-8.98375988006592,10.7923965454102,10.3640909194946,-0.891747368706597,11.3420858383179,-0.13914056122303,-0.0210469514131546,0.637183647602797,-0.0242429338395596,-1.98772230318614,-2.10469514131546,7.07981830669774,-2.42429338395596,0,0.7,0.38888889,NA,0.42857143,0.42857143,0.55555556,16.5,0.05555556,0.38888889,0.05555556,0.5,86.7929992675781,95.2945992606027,94.6566009521484,82.5957641601562,-8.92951011657715,-4.56645284380232,-9.06221008300781,1.56960095299615,9.44491958618164,9.60596684047154,9.20213031768799,-2.57627762688531,-0.0242429338395596,-0.13914056122303,-0.0210469514131546,0.637183647602797,-2.42429338395596,-1.98772230318614,-2.10469514131546,7.07981830669774,0,0.7,0.38888889,NA,0.42857143,0.42857143,0.55555556,2,85.3832855224609,51.4393463134766,0,0,87.2356,0,0,"2024-05-25",0
"Nick Anderson",18337,"2024-05-21","DET",7,2024,"KCR","H",33,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,2,18,9,9,2,0,0,1,1,0,0,0,0,0,0.4,0.2,0.2,3.70848908401489,0,0.25,2,0.5,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,52.0131620748047,89.6663768027962,1,0,0.5,0.5,0,0,0,0,10,20,30,0.0011859810911119,-0.00176199432462454,0.00294797541573644,0.533999979496002,0.0522760674357414,0.0344799980521202,0.0361999981105328,0.0361999981105328,NA,0,1,-0.0316144004464149,0.066010605728073,0,0,0.56666667,94.76470588,0.4,81.66666667,0.03333333,87,NA,-0.705094456672668,0.36751452088356,0.054188709706068,-4.1476144510157,3.062621007363,5.4188709706068,0.1875,0.71428571,0.43333333,0.66666667,1,0.92307692,0.46666667,0.8,0.03333333,0,0,2,0,2,0,2,0,0,1,0,1,0,1.42028497022814,NA,NA,NA,46.6931,41.28822,60.93324,56.68305,22.59445,80,20,20,20,37.17969,20,59.17692,0.92189,5.45993,78.7,101.94,80.46,115.8,109.32,103.24,63.58,146.34,98.34,57.28,33.6,-26.98,83.922,111.262,78.8173333333333,0.36666667,0.2,0.4,0.03333333,94.7272727272727,94.8499959309896,81.5666656494141,87.0999984741211,-3.28179203380238,-5.89057922363281,0.368884364763896,-8.08043956756592,7.88203291459517,8.08094724019369,-1.49570194880168,6.8969612121582,0.0818485394120216,-0.814994376152754,0.370690170675516,0.054773960262537,0.744077631018379,-13.5832396025459,3.0890847556293,5.4773960262537,0.23076923,0.58823529,0.43333333,0.66666667,1,0.92307692,0.56666667,18.64,0.03333333,0.43333333,0.13333333,0.4,87.3227996826172,94.9430964543269,95.1237945556641,81.7704010009766,-7.94350004196167,-3.34351994441106,-5.92145729064941,0.803373177846273,5.88371992111206,7.19737947904147,7.58812999725342,-2.60650237401327,0.054773960262537,0.0468265675008297,-0.779972404241562,0.370690170675516,5.4773960262537,0.360204365390998,-19.499310106039,3.0890847556293,0.26666667,0.6,0.43333333,0.75,1,0.92307692,0.5,2,90.6213531494141,28.6382522583008,0,0,90.918,0,0,"2024-05-21",0
"Nick Anderson",18337,"2024-05-19","OAK",7,2024,"KCR","H",33,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,1,0,0,0,0,0,0.25,0.25,0,6.21610408401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,101.731862486004,139.421515985497,1,0,0.5,0.5,0,0,0,0,8,11,19,0.00339601282030344,-0.000661990663502365,0.00405800342559814,0.533999979496002,0.0522760674357414,0.0371499992907047,0.0723999962210655,0.0723999962210655,0.0361999981105328,1,1,0.0239837449043989,0.0674297917077849,0,0,0.52631579,95.4,0.42105263,82.875,0.05263158,87,NA,0.438841044902802,0.0115333385765553,-0.04739710688591,4.38841044902802,0.144166732206941,-4.739710688591,0.11111111,0.8,0.47368421,0,0.875,0.77777778,0.52631579,0.75,0.10526316,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,3.03625353851797,NA,NA,NA,40.24707,46.70169,51.66919,72.18416,48.52858,75.92994,58.77714,21.2286,76.70266,54.68029,31.99723,70.96186,-0.16536,3.82905,85,87.98,77.64,114.2,61.4,59.18,62.96,169.14,129.92,77.8,205.98,131.74,87.2568421052631,123.382105263158,97.5747368421053,0.42105263,0.10526316,0.42105263,0.05263158,95.1999969482422,95.8500061035156,82.6750030517578,86.9000015258789,-3.03059148788452,-6.56454229354858,0.259635210037231,-5.88192892074585,9.00623798370361,9.33661365509033,-0.937291622161865,8.79324531555176,0.481587149202824,-0.0380783230066299,0.00818512216210365,-0.0483221560716629,6.0198393650353,-1.9039161503315,0.102314027026296,-4.83221560716629,0,0.75,0.47368421,NA,0.77777778,0.77777778,0.63157895,17.2,0.05263158,0.36842105,0.15789474,0.42105263,87.1074981689453,95.3192836216518,96.14990234375,82.9068374633789,-5.60950994491577,-2.33399472917829,-5.77581977844238,0.606437742710114,7.23752021789551,7.95398712158203,8.1387201944987,-2.22966122627258,-0.0483221560716629,0.426813188940287,0.0166956372559071,0.00818512216210365,-4.83221560716629,6.09733127057552,0.556521241863569,0.102314027026296,0,0.75,0.47368421,NA,0.77777778,0.77777778,0.63157895,2,84.8063812255859,19.2831611633301,0,0,86.3875,0,0,"2024-05-19",0
"Nick Anderson",18337,"2024-05-15","@SEA",7,2024,"KCR","A",33,0,0,9,1,0,0,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,2,0,0,0,0,0,0,0,3.65572908401489,0,0.5,2,0.5,0.5,3.1664797782898,5.8335202217102,3.1664797782898,214.004283478709,76.8725122804045,76.9288520456552,2,0.5,0.5,0,0,0,0,0,4,8,12,-0.0577400326728821,-0.065545991063118,0.00780595745891333,-0.569999992847443,-0.0647359490394592,0.493849992752075,0.4617999792099,0.4617999792099,NA,0,1,-0.0774179100990295,-0.039500250314651,0,0,0.58333333,94.42857143,0.41666667,81.4,NA,NA,NA,-0.24725353717804,-0.256481796503067,NA,-3.53219338825771,-5.12963593006134,NA,0.2,0.71428571,0.5,1,1,1,0.58333333,0.75,0,3,1,0,0,4,0,4,0.75,0.25,0,0,1,0,10.4255088974949,NA,NA,NA,80,33.08881,80,23.95926,34.23375,20.45097,80,32.59452,80,66.5763,22.58161,78.32127,-0.90441,2.72048,NA,NA,NA,99.94,153.88,156.04,68.12,89.54,61.54,73.46,227.14,197.82,82.2683333333333,139.281666666667,123.628333333333,0.41666667,0.16666667,0.41666667,NA,94.5799987792969,94.6500015258789,81.4400024414062,NA,-3.74351348876953,-7.19816589355469,0.835738468170166,NA,8.56332168579102,9.29255199432373,-1.26135540008545,NA,0.0882128104567528,-0.338899612426758,-0.262253560125828,NA,1.76425620913506,-16.9449806213379,-5.24507120251656,NA,0,0.66666667,0.5,NA,1,1,0.75,15.625,NA,0.41666667,0.16666667,0.41666667,NA,94.7682006835937,94.8274536132812,81.5857788085937,NA,-2.83335990905762,-6.57961988449097,1.54534778594971,NA,7.66853179931641,8.16524028778076,-2.46203994750977,NA,0.0882128104567528,-0.338899612426758,-0.262253560125828,NA,1.76425620913506,-16.9449806213379,-5.24507120251656,0,0.66666667,0.5,NA,1,1,0.75,4,85.1922454833984,9.14791965484619,0,0,97.9359,1,0.25,"2024-05-15",0
