"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","XX%","wFB","wSL","wCB","wFB/C","wSL/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCU%","pfxvFA","pfxvSI","pfxvSL","pfxvCU","pfxFA-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCU","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piSI%","piSL%","pivCU","pivFA","pivSI","pivSL","piCU-X","piFA-X","piSI-X","piSL-X","piCU-Z","piFA-Z","piSI-Z","piSL-Z","piwCU","piwFA","piwSI","piwSL","piwCU/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Tyler Glasnow",14374,"2024-08-11","PIT",22,2024,"LAD","H",30,0,0,2.57142857142857,1,1,1,0,0,0,0,0,7,26,5,2,2,1,1,0,0,0,0,4,5.14285714285714,1.28571428571429,6.42857142857143,4,0.076923076,0,13,7,1,1,1,0,0,0.15384615,0.03846154,0.11538462,4.00798352944253,1.28571428571429,0.2,0.857142857142857,0.2,0.86956522,4.30933692114694,-1.73790834971837,3.96420247022595,63.6454529939229,104.326492316327,97.5873044638506,1.857142857,0.047619047,0.619047619,0.333333333,0.142857142,0.142857142,4,5.14285714285714,37,61,98,0.243040025234222,-0.304940015077591,0.547980010509491,1.3458000421524,0.142412692308426,0.938000023365021,1.01828575134277,0.870000004768372,1.41799998283386,1,1,0.13156270980835,0.127541788251608,0,0,0.35714286,95.97142857,0.43877551,89.51162791,0.20408163,83.3,NA,-0.63026487827301,1.23434746265411,0.436094433069229,-1.80075679506574,2.87057549454445,2.18047216534615,0.19148936,0.64705882,0.42857143,0.44444444,0.81818182,0.73809524,0.52040816,0.53846154,0.1122449,9,8,4,3,10,8,21,0.42857143,0.38095238,0.19047619,0.14285714,0.47619048,0.38095238,2.81380456625128,62,20,68.18849,20,41.19183,63.14105,30.64381,59.06544,75.99791,56.34351,49.22272,55.5487,51.72701,37.56901,64.13891,31.86345,0.8977,5.42364,96.52,31.9,36.5,99.98,97.8,102.24,111.3,102.84,123.54,81.9,118.02,114.54,91.9183673469388,93.4802040816326,95.3073469387755,0.30927835,0.05154639,0.43298969,0.20618557,95.9333333333333,95.7599975585938,89.4595249720982,83.2049987792969,-0.751065381368001,-7.36892700195312,0.845861344110398,3.09101657867432,8.16907348632813,7.12795486450195,0.529905001322428,-6.87636108398438,1.51134200394154,-0.609071131795645,1.17680056020617,0.435912191867828,5.03780667980512,-12.1814226359129,2.80190609572899,2.17956095933914,0.1627907,0.62962963,0.42268041,0.14285714,0.85294118,0.73170732,0.55670103,18.01428571,0.20408163,0.28571429,0.07142857,0.43877551,83.2048522949219,95.9576677594866,95.773202078683,89.4905523255814,3.33346061706543,-0.137035259178707,-6.15241459437779,1.35954843565475,-8.26308746337891,7.28633771623884,6.74028832571847,-0.450588847315589,0.435912191867828,-0.291366338729858,-0.321257945150137,1.24501433596015,2.17956095933914,-1.04059406689235,-4.58939921643053,2.89538217665151,0.15909091,0.64814815,0.42857143,0.14285714,0.85714286,0.73809524,0.55102041,21,90.0218139648437,-0.738594341278076,2,0.0952381,111.066,10,0.47619048,"2024-08-11",0
"Tyler Glasnow",14374,"2024-08-05","PHI",22,2024,"LAD","H",30,1,0,4.5,1,1,1,0,0,0,0,0,6,23,5,3,3,0,0,0,0,1,0,9,13.5,0,7.5,9,0.142857142,0,7,5,2,0,1,0,0,0.39130435,0,0.39130435,1.66827351483135,0,0.217391304347826,0.833333333333333,0.357142857142857,0.4,0.166479778289796,4.3335202217102,1.42648678347468,111.379542739365,5.72472274788937,36.2615686132646,1.4,0.142857142,0.5,0.357142857,0,0,4,6,29,62,91,-0.0155999399721622,-0.411159992218018,0.395560055971146,-0.132200077176094,-0.0139894215390086,1.02741670608521,0.974333345890045,0.870000004768372,1.73000001907349,1,1,0.0949288532137871,-0.110112507401778,0,0,0.43956044,95.9,0.40659341,89.54054054,0.15384615,83.35714286,NA,0.527846276760101,1.03085243701935,-0.309540033340454,1.31961569190025,2.78608766761986,-2.2110002381461,0.41818182,0.69444444,0.52747253,0.47826087,0.84,0.66666667,0.3956044,0.60869565,0.17582418,5,4,5,2,7,5,14,0.35714286,0.28571429,0.35714286,0.14285714,0.5,0.35714286,0.272575069884255,66,55.82794,70.39517,45.42184,75.25333,68.73009,67.49274,NA,NA,NA,69.72399,67.45718,71.23772,74.48312,72.63116,69.85898,-1.39563,1.98365,93.52,106.16,105.56,110.54,121.96,136.74,NA,NA,NA,84.36,128.12,128.16,96.8665217391304,122.088695652174,128.157173913043,0.42857143,NA,0.41758242,0.15384615,95.9333308293269,NA,89.5394736842105,83.2928553989955,1.11290643154046,NA,0.743966905694259,3.27628108433315,6.57442533052885,NA,-1.02433786894146,-7.94446345738002,0.568840984255075,NA,1.02662302926183,-0.327779699116945,1.45856662629507,NA,2.70163955068902,-2.34128356512104,0.36585366,0.66,0.52747253,0.46666667,0.75757576,0.66666667,0.54945055,18.29850746,0.15384615,0.43956044,NA,0.40659341,83.4298531668527,95.9959533691406,NA,89.5570761190878,3.66073662894113,1.62008743286133,NA,1.3396865226127,-9.44892338344029,5.71253890991211,NA,-2.17180221145217,-0.327779699116945,0.533792279660702,NA,1.0616717338562,-2.34128356512104,1.33448069915175,NA,2.86938306447622,0.36842105,0.64150943,0.52747253,0.42857143,0.76470588,0.66666667,0.58241758,14,88.1155918666295,6.27664402553013,1,0.07142857,103.787,6,0.42857143,"2024-08-05",0
"Tyler Glasnow",14374,"2024-07-30","@SDP",22,2024,"LAD","A",30,0,0,3.85714285714286,1,1,1,0,0,0,0,0,7,27,6,3,3,1,1,0,0,0,0,8,10.2857142857143,1.28571428571429,7.71428571428571,8,0.142857142,0,7,9,2,2,1,0,0,0.2962963,0.03703704,0.25925926,2.98902126780286,1.28571428571429,0.230769230769231,1,0.294117647058824,0.71428571,3.1664797782898,0.690663078853062,3.25334772914648,95.4681794908843,77.1260041595167,80.4089852742081,0.777777777,0.111111111,0.388888888,0.5,0.222222222,0.111111111,5,6.42857142857143,41,61,102,0.164910033345222,-0.355070024728775,0.519980072975159,0.199000060558319,0.0217130444943905,0.95638519525528,0.995457112789154,0.540999948978424,1.62419998645782,1,1,0.0332385450601578,0.139192013425437,0,0,0.48039216,96.16326531,0.29411765,89.73333333,0.2254902,83.04347826,NA,-1.14775669574738,1.38747656345367,0.695472717285156,-2.34236060356607,4.62492187817891,3.02379442297894,0.22641509,0.67346939,0.44117647,0.41666667,0.84848485,0.73333333,0.48039216,0.55555556,0.11764706,6,9,3,4,9,5,18,0.33333333,0.5,0.16666667,0.22222222,0.5,0.27777778,2.20686697516867,61,34.71554,61.2026,26.47721,56.85086,64.59838,42.04936,54.51204,72.15955,47.58077,57.51341,66.93552,61.59071,52.02701,66.56814,43.87679,-0.00052,4.07631,104.42,79.1,87.98,107.94,91.14,106.2,113.8,82.42,97.58,98.86,113.72,122.92,105.509803921569,93.5274509803922,105.488039215686,0.30392157,0.17647059,0.29411765,0.2254902,96.090324155746,96.3666653103299,89.75,82.9043499490489,-1.20382555069462,-7.52814059787326,0.62356383005778,2.70042286748471,9.8914056593372,8.29985215928819,0.417163213094076,-6.59964254628057,0.446321412920952,-1.60794805362821,1.40109364315867,0.678262632340193,1.43974649329339,-8.93304474237892,4.67031214386225,2.94896796669649,0.14893617,0.69090909,0.44117647,0.14285714,0.84210526,0.73333333,0.53921569,17.53333333,0.2254902,0.30392157,0.17647059,0.29411765,82.7409508746603,95.9444068170363,96.2300482855903,89.5872639973958,3.89513861614725,-0.293040644737982,-6.70282957288954,1.71658083597819,-8.74824855638587,8.74586929813508,7.0485716925727,-1.12841364542643,0.678262632340193,0.446321412920952,-1.60794805362821,1.40109364315867,2.94896796669649,1.43974649329339,-8.93304474237892,4.67031214386225,0.14285714,0.71698113,0.44117647,0.14285714,0.84210526,0.73333333,0.51960784,18,86.6088324652778,18.6805979410807,1,0.05555556,108.304,7,0.38888889,"2024-07-30",0
"Tyler Glasnow",14374,"2024-07-24","SFG",22,2024,"LAD","H",30,0,1,3.6,1,1,0,0,0,0,0,0,5,21,4,2,2,1,4,0,0,0,0,4,7.2,7.2,7.2,1,0,0,6,3,4,1,0,0,0,0.19047619,0.19047619,0,6.03073135027939,1.8,0.235294117647059,1.6,0.25,0.90909091,6.56647977828979,-2.96647977828979,4.87368482202291,89.103634191492,158.047456426028,119.565603592573,2,0.307692307,0.461538461,0.23076923,0.333333333,0.333333333,1,1.8,39,52,91,-0.0050799548625946,-0.499860048294067,0.494780093431473,0.389799982309341,0.0412486717104912,1.23269557952881,0.988399982452393,0.870000004768372,0.950000047683716,1,1,-0.0946983993053436,0.0905773860179135,0,0,0.63736264,96.93103448,0.13186813,90.41666667,0.23076923,83.76190476,NA,-0.740068972110748,0.252388775348663,0.453685820102692,-1.27598098639784,2.10323979457219,2.16040866715567,0.25,0.64102564,0.41758242,0.76923077,0.8,0.78947368,0.42857143,0.38095238,0.08791209,4,6,3,3,7,3,13,0.30769231,0.46153846,0.23076923,0.23076923,0.53846154,0.23076923,8.46690490813147,46,53.53996,69.46319,46.62332,64.16563,63.79841,46.63041,63.82884,61.53885,60.9286,20,74.77673,20,54.03651,64.73549,44.86939,-0.12536,3.88905,93.38,115.32,111.92,104.36,91.78,105.16,130.02,106.36,131.94,87.4,60.96,60.96,106.639120879121,97.1536263736264,108.248571428571,0.35164835,0.28571429,0.13186813,0.23076923,96.8468780517578,96.8923058143029,90.2666625976562,83.6904761904762,-0.594774723052979,-6.62608924278846,0.309114396572113,2.37245487031482,10.0365304946899,8.97507124680739,1.30413230260213,-5.6576661609468,-1.00821665674448,0.293067410588264,0.254762977361679,0.444071538746357,-3.1506770523265,1.1271823484164,2.12302481134733,2.11462637498265,0.25,0.57446809,0.41758242,0.72727273,0.81481481,0.78947368,0.51648352,19.4,0.23076923,0.36263736,0.27472527,0.13186813,83.6949288504464,96.8926151160038,96.892099609375,90.2769266764323,3.11954280308315,-0.173785657593698,-6.24617126464844,1.10249845186869,-7.39795430501302,9.12119085138494,7.93119873046875,0.102485676606496,0.444071538746357,-0.958046518266201,0.242897272109985,0.254762977361679,2.11462637498265,-2.90317126747334,0.971589088439941,2.12302481134733,0.26086957,0.57777778,0.41758242,0.66666667,0.84615385,0.78947368,0.49450549,13,85.3482947716346,14.9045551006611,1,0.07692308,105.679,5,0.38461538,"2024-07-24",0
"Tyler Glasnow",14374,"2024-07-05","MIL",22,2024,"LAD","H",30,0,0,7.5,1,1,0,0,0,0,0,0,6,24,3,5,5,1,2,0,0,0,0,7,10.5,3,4.5,3.5,0.222222222,0,9,5,1,0,2,0,0,0.29166667,0.08333333,0.20833333,3.24582283767848,1.5,0.136363636363636,0.833333333333333,0.142857142857143,0,3.99981311162313,3.50018688837687,3.09315345014135,185.632571232275,96.9596934405242,76.5377746061524,1.8,0.066666666,0.6,0.333333333,0,0.2,4,6,32,66,98,-0.278999924659729,-0.631640017032623,0.352640092372894,-2.13220000267029,-0.22562962770462,1.10319995880127,0.96399998664856,0.870000004768372,0.952000021934509,1,1,0.174395531415939,-0.427296125214808,0,0,0.47959184,97,0.29591837,89.89655172,0.2244898,83.95454545,NA,-0.937473654747009,1.07106232643127,0.838078558444977,-1.99462479733406,3.69331836700439,3.80944799293171,0.31481481,0.61363636,0.44897959,0.64705882,0.7037037,0.68181818,0.44897959,0.75,0.14285714,5,7,3,3,8,4,15,0.33333333,0.46666667,0.2,0.2,0.53333333,0.26666667,2.99607884669703,52,37.12113,68.40123,39.15774,55.39852,60.04779,61.57963,33.69372,61.49817,33.59428,76.28437,69.96736,74.44023,53.79901,66.30331,55.74519,-0.11061,3.91118,128.68,79,102.78,112.44,87.02,104.68,117.14,57.92,70.44,104.14,133.94,144.78,114.540816326531,93.4622448979592,109.481428571429,0.28571429,0.19387755,0.29591837,0.2244898,96.8642839704241,97.152632863898,89.7931034482759,83.872725053267,-1.05029542105538,-6.25806306537829,0.518847925909634,1.33880043029785,9.83824702671596,8.47909545898438,0.641140378754714,-6.24430153586648,-0.0970480926334858,-0.805818259716034,1.08121044561267,0.888804260641336,-0.346600330833878,-4.24114873534755,3.728311881423,4.04001936655153,0.33333333,0.59090909,0.44897959,0.66666667,0.69230769,0.68181818,0.44897959,18.41891892,0.21428571,0.28571429,0.19387755,0.30612245,83.6231340680804,96.821524483817,97.1122982627467,89.6638020833333,2.07985432942708,-0.561512061527797,-5.73310209575452,1.24999834696452,-7.95554678780692,8.74942125592913,7.40966877184416,-0.768880653381348,0.692676071077585,-0.0970480926334858,-0.805818259716034,1.27733863517642,3.29845748132183,-0.346600330833878,-4.24114873534755,4.25779545058807,0.33333333,0.59090909,0.44897959,0.66666667,0.69230769,0.68181818,0.44897959,15,86.8800211588542,-3.99249496459961,1,0.06666667,106.115,6,0.4,"2024-07-05",0
"Tyler Glasnow",14374,"2024-06-29","@SFG",22,2024,"LAD","A",30,0,0,15,1,1,0,0,0,0,0,0,3,17,7,5,5,0,2,0,0,0,0,1,3,6,21,0.5,0.166666666,0,6,5,3,0,1,0,0,0.05882353,0.11764706,-0.05882353,6.75691593003923,0,0.466666666666667,3,0.5,0.44444444,4.49981311162313,10.5001868883769,7.01982712199291,371.26514246455,108.859907009129,171.428685210758,1.2,0.214285714,0.428571428,0.357142857,0,0,6,18,22,39,61,-0.409803986549377,-0.676374077796936,0.266570061445236,-3.57800006866455,-0.380435943603516,1.25405561923981,0.958200037479401,0.870000004768372,1.19460010528564,1,1,-0.278626352548599,-0.0481565909366311,0,0,0.57377049,96.4,0.24590164,89.8,0.18032787,83.63636364,NA,-1.6058247089386,-1.03277730941772,-0.519097685813904,-4.58807059696742,-6.88518206278483,-4.71906987103549,0.35294118,0.77777778,0.54098361,0.58333333,0.9047619,0.78787879,0.44262295,0.52941176,0.1147541,5,6,3,2,6,6,14,0.35714286,0.42857143,0.21428571,0.14285714,0.42857143,0.42857143,4.77542940541667,26,55.85714,63.05365,45.10852,45.69428,65.76655,25.6105,42.54798,68.05384,39.88731,55.04506,56.29483,61.48534,48.84377,62.8929,38.89597,0.19724,4.37295,115.42,91.26,108.44,108.36,67.24,76.52,107.04,98.14,109.54,99.86,106.78,116.8,107.326557377049,86.36,97.5940983606557,0.37704918,0.19672131,0.24590164,0.18032787,96.399997877038,96.3333333333333,89.8600016276042,83.7000011097301,-0.676549455393916,-6.3756955464681,1.21712354024251,1.4808292388916,10.2689421280571,8.89782079060872,1.25325190226237,-5.45107026533647,-1.54277816042304,-0.0866746380925179,-1.0413338765502,-0.502346210181713,-6.70773113227409,-0.722288650770982,-6.94222584366798,-4.56678372892466,0.28571429,0.75757576,0.54098361,0.5,0.88,0.78787879,0.54098361,20.45454545,0.18032787,0.37704918,0.19672131,0.24590164,83.9986794211648,96.7049507472826,96.6475219726562,90.1586018880208,1.91169669411399,-0.328650329423987,-6.01130676269531,1.68271230061849,-7.19392186945135,9.12613445779552,7.79698435465495,0.0902334292729696,-0.502346210181713,-1.54277816042304,-0.0866746380925179,-1.0413338765502,-4.56678372892466,-6.70773113227409,-0.722288650770982,-6.94222584366798,0.2962963,0.73529412,0.54098361,0.5,0.88,0.78787879,0.55737705,14,88.6682913643973,9.9688230242048,1,0.07142857,114.148,3,0.21428571,"2024-06-29",0
"Tyler Glasnow",14374,"2024-06-22","LAA",22,2024,"LAD","H",30,1,0,1.28571428571429,1,1,1,0,0,0,0,0,7,24,2,2,1,1,0,0,0,0,0,10,12.8571428571429,0,2.57142857142857,10,0,0,6,6,1,2,0,0,0,0.41666667,0,0.41666667,1.523742978168,1.28571428571429,0.0833333333333333,0.285714285714286,0.0769230769230769,0,2.1664797782898,-0.880765492575509,1.60534412647997,31.8227264969614,53.3255770223076,40.5837857273974,1,0.076923076,0.461538461,0.461538461,0.333333333,0.166666666,7,9,23,51,74,0.16768005490303,-0.100559949874878,0.268240004777908,1.34579992294312,0.142412707209587,0.540000021457672,0.61599999666214,0.870000004768372,0.25,1,1,0.212119430303574,0.0983991775483226,0,0,0.54054054,95.925,0.2027027,89.4,0.25675676,82.21052632,NA,1.79524433612823,-0.188467234373093,1.04636645317078,4.48811084032059,-1.25644822915395,5.50719185879356,0.2972973,0.56756757,0.43243243,0.54545455,0.80952381,0.71875,0.5,0.66666667,0.12162162,6,5,2,4,6,3,14,0.46153846,0.38461538,0.15384615,0.30769231,0.46153846,0.23076923,1.18582011453809,76,58.23532,63.12011,48.97948,71.12623,64.88551,65.3542,80,56.17139,80,58.47469,56.37088,64.46311,72.85141,60.25082,71.13613,-1.29426,2.1357,99.72,123.64,128.24,106.48,102.84,113.66,117.94,148.58,160.22,93.86,118.54,124.4,104.168219178082,119.625205479452,127.953150684932,0.36486486,0.17567568,0.2027027,0.25675676,95.7777777777778,95.9923095703125,89.386669921875,82.1631566097862,-0.922311358981662,-6.68602224496695,1.15024833679199,1.56690657766242,10.3070588288484,8.55945469782903,2.03172213236491,-6.43609619140625,1.33829470351338,0.479115050286055,-0.174274802207947,1.03453673049808,4.95664705004957,3.6855003868158,-1.16183201471965,5.44493016051619,0.27272727,0.58536585,0.44594595,0.44444444,0.83333333,0.72727273,0.55405405,17.48979592,0.25675676,0.36486486,0.17567568,0.2027027,82.2634984066612,95.9042064525463,96.1308030348558,89.4961751302083,2.14688933523078,-0.493241486725984,-6.20231334979718,1.91620635986328,-8.26572297748766,9.17255655924479,7.37647540752704,0.774690119425456,1.03453673049808,1.72995697334409,0.479115050286055,-0.174274802207947,5.44493016051619,6.40724804942255,3.6855003868158,-1.16183201471965,0.32352941,0.55,0.44594595,0.45454545,0.86363636,0.72727273,0.54054054,14,82.4757361778846,14.7558006873498,2,0.14285714,106.275,2,0.14285714,"2024-06-22",0
"Tyler Glasnow",14374,"2024-06-16","KCR",22,2024,"LAD","H",30,1,0,0,1,1,1,0,0,0,0,0,7,24,3,0,0,0,1,0,0,0,0,9,11.5714285714286,1.28571428571429,3.85714285714286,9,0,0,11,2,1,0,0,0,0,0.375,0.04166667,0.33333333,1.45210928505139,0,0.130434782608696,0.571428571428571,0.214285714285714,1,1.02362263543265,-1.02362263543265,1.45562503721033,0,26.1250888654972,36.9657155991025,5.5,0.071428571,0.785714285,0.142857142,0,0,3,3.85714285714286,23,62,85,0.403420060873032,-0.161699995398521,0.565120041370392,3.34579992294312,0.354052901268005,1.12951993942261,1.07914280891418,0.870000004768372,0.843999981880188,1,1,0.352914422750473,0.00424621407657894,0,0,0.50588235,96.30232558,0.2,88.82352941,0.29411765,82.64,NA,2.46004962921143,-0.490206867456436,1.71737706661224,5.7210456493289,-2.88356980856727,6.86950826644897,0.425,0.68888889,0.56470588,0.41176471,0.90322581,0.72916667,0.52941176,0.75,0.15294118,4,8,2,1,8,5,14,0.28571429,0.57142857,0.14285714,0.07142857,0.57142857,0.35714286,0.340356378152388,83,50.64707,60.71898,56.7565,74.14554,60.93865,64.75148,53.86817,60.0455,49.67072,42.97263,61.52431,48.94647,59.02766,59.63215,57.96628,-0.43544,3.42393,106.92,88.82,98.72,103.74,121.72,129.2,117.82,93.64,100.4,105.84,72.78,86.88,107.58,97.3002352941177,106.688941176471,0.31764706,0.18823529,0.2,0.29411765,95.8962944878472,96.8125,88.6764705882353,82.55599609375,-0.389951953181514,-6.54216623306274,0.475309203652775,1.57688903808594,9.18837879322193,8.38873100280762,-0.231167049968944,-6.61068969726562,1.2096615806222,1.32392064854503,-0.461055796593428,1.71400390565395,4.4802280763785,8.27450405340642,-2.71209292113781,6.85601562261581,0.44444444,0.65306122,0.56470588,0.375,0.90625,0.72916667,0.57647059,19.39344262,0.29411765,0.32941176,0.17647059,0.2,82.731953125,96.1566162109375,96.9716471354167,88.860258214614,2.22556579589844,0.0601098707744053,-6.11197865804036,1.14830207824707,-8.19703491210938,8.19086837768555,6.87822977701823,-1.36791767793543,1.71400390565395,1.24902594834566,1.28455628082156,-0.461055796593428,6.85601562261581,4.46080695837736,8.56370853881041,-2.71209292113781,0.45714286,0.64,0.56470588,0.3125,0.9375,0.72916667,0.58823529,14,92.4184006911058,-1.00224531613863,1,0.07142857,107.601,6,0.42857143,"2024-06-16",0
"Tyler Glasnow",14374,"2024-06-09","@NYY",22,2024,"LAD","A",30,0,1,7.5,1,1,0,0,0,0,0,0,6,26,8,5,5,2,1,0,0,2,0,12,18,1.5,12,12,0.4,0,5,5,3,0,2,0,0,0.46153846,0.03846154,0.42307692,1.48619062234105,3,0.32,1.5,0.545454545454545,0.64516129,3.99981311162313,3.50018688837687,0.926486783474684,185.632571232275,96.9596934405242,24.1787068153982,1,0.23076923,0.384615384,0.384615384,0,0.4,3,4.5,33,71,104,-0.416104048490524,-0.854911983013153,0.438807964324951,-2.05399990081787,-0.213291808962822,1.07902073860168,1.01893329620361,0.870000004768372,0.391999989748001,1,1,-0.0996530205011368,-0.285978166745327,0,0,0.45192308,97.23404255,0.36538462,90.47368421,0.18269231,83.63157895,NA,-2.73022174835205,0.591951072216034,-0.00939227640628815,-5.80898244330224,1.55776597951588,-0.049433033717306,0.39285714,0.60416667,0.49038462,0.36363636,0.79310345,0.60784314,0.46153846,0.69230769,0.19230769,7,4,2,1,7,5,13,0.53846154,0.30769231,0.15384615,0.07692308,0.53846154,0.38461538,4.09504887104139,43,64.07343,79.15165,66.76152,55.56605,63.81218,49.03714,63.61446,74.19903,68.59606,69.89974,70.91516,71.33433,65.53348,73.26088,65.76062,-0.83963,2.81765,126.94,85.38,122.48,114.82,93.82,109.86,107.12,85.68,105.34,106.34,133.2,144.1,113.269423076923,105.9625,124.285192307692,0.36538462,0.08653846,0.36538462,0.18269231,97.2447381270559,96.7333306206597,90.4052605879934,83.5631553248355,-0.656676041452508,-6.98722712198893,0.676508602343108,2.91157029804431,9.46596486944901,7.9150390625,-0.70242294512297,-7.80383461400082,-2.81020953506231,0.116404019296169,0.59141094237566,-0.00863794982433319,-7.39528825016398,1.29337799217966,1.55634458519911,-0.04546289381228,0.36538462,0.61538462,0.49038462,0.21052632,0.8125,0.58823529,0.5,17.31168831,0.18269231,0.36538462,0.08653846,0.36538462,83.008101613898,96.6924727590461,96.1835327148438,89.8459087171053,3.36213242380243,-0.311483282791941,-6.75084855821398,1.18528305856805,-9.43213452790913,8.57795153166118,7.1015633477105,-1.94596722251491,-0.00863794982433319,-2.81020953506231,0.116404019296169,0.59141094237566,-0.04546289381228,-7.39528825016398,1.29337799217966,1.55634458519911,0.3877551,0.58181818,0.49038462,0.21052632,0.8125,0.58823529,0.52884615,13,96.8310171274038,7.86560762845553,3,0.23076923,107.685,9,0.69230769,"2024-06-09",0
"Tyler Glasnow",14374,"2024-06-04","@PIT",22,2024,"LAD","A",30,0,1,1.5,1,1,1,0,0,0,0,0,6,24,3,1,1,1,2,0,0,1,0,9,13.5,3,4.5,4.5,0,0,9,3,1,1,0,0,0,0.375,0.08333333,0.29166667,2.33466657985389,1.5,0.136363636363636,0.833333333333333,0.166666666666667,1,3.33314644495646,-1.83314644495646,1.92248398140073,37.126514246455,81.0927420157182,48.2476998026033,3,0.076923076,0.692307692,0.23076923,0.333333333,0.333333333,0,0,36,61,97,0.180578023195267,-0.232547968626022,0.413125991821289,2.12599992752075,0.211858496069908,0.864637017250061,0.885699987411499,0.870000004768372,0.768999993801117,1,1,0.167021527886391,0.0418268322839696,0,0,0.53608247,96.84615385,0.25773196,90.6,0.20618557,83.35,NA,-0.700224757194519,0.805841326713562,0.861291348934174,-1.34658607152792,3.22336530685425,4.30645674467087,0.3559322,0.5,0.41237113,0.38095238,0.94736842,0.65,0.39175258,0.75,0.1443299,7,5,1,2,8,3,13,0.53846154,0.38461538,0.07692308,0.15384615,0.61538462,0.23076923,2.4142254141673,66,63.83461,69.39052,53.14223,65.4259,66.77232,59.79606,65.14729,69.04249,71.25831,34.13863,77.02563,31.06567,58.86886,71.59268,53.88679,-0.42558,3.43872,109.5,115.4,132,110.68,96.8,110.88,99.68,116.76,119.88,100.44,81.12,85.24,106.323298969072,99.2688659793814,109.832577319588,0.40206186,0.13402062,0.25773196,0.20618557,96.7589768629808,96.7923114483173,90.487998046875,83.1849975585938,-0.234203216357109,-5.92330521803636,0.331380348205566,2.3142671585083,9.42227798853165,7.92836468036358,-0.455387229919434,-7.42246017456055,-0.26880219206214,-0.432320430874825,0.787486951798201,0.834463123232126,-0.689236389902922,-3.32554177596019,3.1499478071928,4.17231561616063,0.34615385,0.48888889,0.41237113,0.44444444,0.86363636,0.675,0.46391753,19.44444444,0.20618557,0.40206186,0.13402062,0.25773196,82.958447265625,96.5382111378205,96.5745474008413,90.261865234375,2.4001033782959,-0.0087776291064727,-5.66054300161508,0.704658126831055,-9.07639846801758,8.45599365234375,6.92064021183894,-1.83017929077148,0.834463123232126,-0.26880219206214,-0.432320430874825,0.787486951798201,4.17231561616063,-0.689236389902922,-3.32554177596019,3.1499478071928,0.33333333,0.5,0.41237113,0.41176471,0.86956522,0.675,0.4742268,13,89.0693922776442,4.97688293457031,1,0.07692308,110.513,5,0.38461538,"2024-06-04",0
