"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","CT%","CTv","CH%","CHv","XX%","wFB","wCT","wCH","wFB/C","wCT/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxCH%","pfxvFA","pfxvFC","pfxvSI","pfxvCH","pfxFA-X","pfxFC-X","pfxSI-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSI","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piFC%","piSI%","pivCH","pivFA","pivFC","pivSI","piCH-X","piFA-X","piFC-X","piSI-X","piCH-Z","piFA-Z","piFC-Z","piSI-Z","piwCH","piwFA","piwFC","piwSI","piwCH/C","piwFA/C","piwFC/C","piwSI/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Robert Suarez",30115,"2024-09-02","DET",29,2024,"SDP","H",33,0,0,0,1,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,1,0,0,0,0,0,0,0,6.03472908401489,0,0.333333333333333,1,0.333333333333333,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,78.8033710472314,114.84853560366,1,0.333333333,0.333333333,0.333333333,0,0,0,0,2,6,8,0.0291780102998018,-0.0354379937052727,0.0646160021424294,0.457000017166138,0.0498636104166508,0.7546666264534,0.687600016593933,0.687600016593933,NA,0,1,0.0159826539456844,0.0226807893245256,0,0,0.875,99.28571429,NA,NA,0.125,90,NA,0.513336718082428,NA,0.0572940893471241,7.33338168689183,NA,5.72940893471241,0.33333333,0.8,0.625,1,1,1,0.625,0.66666667,0,1,0,2,0,3,0,3,0.33333333,0,0.66666667,0,1,0,5.63407189834822,80,79.04506,80,47.15424,67.28597,37.28375,NA,NA,NA,NA,NA,NA,58.99125,67.09448,51.57847,-0.43318,3.42732,113.74,156.16,174.22,103.54,87.98,95,NA,NA,NA,NA,NA,NA,104.815,96.5025,104.9025,0.875,NA,NA,0.125,99.1714303152902,NA,NA,89.8000030517578,-4.28850337437221,NA,NA,-9.72939205169678,10.4501778738839,NA,NA,0.842255532741547,0.522296048700809,NA,NA,0.057969942688942,7.46137212429728,NA,NA,5.7969942688942,0.5,0.75,0.625,1,1,1,0.5,19.8,0.125,0.875,NA,NA,89.6312026977539,98.9895542689732,NA,NA,-9.56577014923096,-3.75420570373535,NA,NA,-0.0677504017949104,9.50126429966518,NA,NA,0.057969942688942,0.522296048700809,NA,NA,5.7969942688942,7.46137212429728,NA,NA,0.75,0.75,0.75,1,1,1,0.5,3,85.9920247395833,20.5701281229655,0,0,100.893,1,0.33333333,"2024-09-02",0
"Robert Suarez",30115,"2024-09-01","@TBR",29,2024,"SDP","A",33,0,0,0,1,0,0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,0,0,1,9,9,9,1,0,0,0,2,1,1,0,0,0,0.2,0.2,0,6.80632908401489,0,0.25,2,0.333333333333333,1,4.1664797782898,-4.1664797782898,7.19049659073353,0,103.12141930106,175.553036418574,0,0.333333333,0,0.666666666,0.5,0,0,0,6,8,14,0.183660000562668,-0.217898011207581,0.401558011770248,0.452000021934509,0.04964305087924,4.78355979919434,3.33239984512329,3.33239984512329,NA,0,1,0.00648585101589561,0.031908150161554,1,0,1,100,NA,NA,NA,NA,NA,-0.0119199715554714,NA,NA,-0.085142653967653,NA,NA,0.25,0.83333333,0.5,0.5,0.8,0.71428571,0.42857143,0.6,0.14285714,1,1,1,2,1,0,3,0.33333333,0.33333333,0.33333333,0.66666667,0.33333333,0,4.34459971546091,NA,NA,NA,50.00034,78.3715,34.75732,80,70.92147,66.52427,NA,NA,NA,60.54755,74.26684,43.67934,-0.52987,3.28229,NA,NA,NA,114.6,52.34,74.52,110.4,155.58,169.64,NA,NA,NA,113.7,74.4628571428571,94.9028571428571,0.78571429,NA,0.21428571,NA,99.9545454545455,NA,99.6666666666667,NA,-4.63199338045987,NA,-7.60699272155762,NA,11.3574981689453,NA,10.2452697753906,NA,-0.523985594511032,NA,0.505528945475817,NA,-4.76350540464575,NA,16.8509648491939,NA,0.28571429,0.71428571,0.5,0.5,0.8,0.71428571,0.5,19.88888889,NA,0.78571429,NA,0.21428571,NA,100.133489435369,NA,99.872304280599,NA,-4.19442090121183,NA,-7.36100323994954,NA,9.66793615167791,NA,8.66190338134766,NA,-0.523985594511032,NA,0.505528945475817,NA,-4.76350540464575,NA,16.8509648491939,0.375,0.66666667,0.5,0.66666667,0.75,0.71428571,0.42857143,3,64.3767801920573,38.4584935506185,0,0,71.4951,0,0,"2024-09-01",0
"Robert Suarez",30115,"2024-08-28","@STL",29,2024,"SDP","A",33,0,1,13.500014081612,1,0,0,0,0,0,0,0,0.2,5,3,1,1,0,0,0,0,0,0,1,13.500014081612,0,40.5000422448361,1,0,0,2,1,1,0,0,0,0,0.2,0,0.2,2.84676908401489,0,0.6,4.50000469387067,0.75,0.66666667,0.166476649042681,13.3335374325693,2.43449162409945,341.206809870863,5.84915018856433,60.6207349749633,2,0.25,0.5,0.25,0,0,0,0,8,13,21,-0.366768002510071,-0.466095983982086,0.0993280112743378,-0.939999997615814,-0.0991561114788055,2.38888001441956,2.23839998245239,2.23839998245239,NA,0,1,-0.082308255136013,-0.071223106965146,0,1,0.95238095,100.15,NA,NA,0.04761905,93,NA,-0.851917505264282,NA,-0.0238054171204567,-4.25958752632141,NA,-2.38054171204567,0.27272727,0.7,0.47619048,0.66666667,1,0.9,0.47619048,0.4,0.04761905,0,2,2,1,2,1,4,0,0.5,0.5,0.25,0.5,0.25,2.496674688312,20,64.30764,20,59.54214,67.46018,47.32826,NA,NA,NA,NA,NA,NA,56.73412,64.04073,44.34699,-0.29296,3.63765,100.42,30.3,35.12,111.54,82.9,96.32,NA,NA,NA,NA,NA,NA,111.010476190476,80.3952380952381,93.4057142857143,0.95238095,NA,NA,0.04761905,100.179998779297,NA,NA,93.3000030517578,-4.12081565856934,NA,NA,-9.72640705108643,10.1949600219727,NA,NA,5.53469181060791,-0.867402672767639,NA,NA,-0.0242429338395596,-4.3370133638382,NA,NA,-2.42429338395596,0.11111111,0.75,0.47619048,1,0.88888889,0.9,0.57142857,21,0.04761905,0.95238095,NA,NA,93.3504028320312,100.266589355469,NA,NA,-9.33246994018555,-4.20284614562988,NA,NA,3.88861989974976,9.06324157714844,NA,NA,-0.0242429338395596,-0.867402672767639,NA,NA,-2.42429338395596,-4.3370133638382,NA,NA,0.11111111,0.75,0.47619048,1,0.88888889,0.9,0.57142857,4,91.7813415527344,9.45551300048828,0,0,104.348,2,0.5,"2024-08-28",0
"Robert Suarez",30115,"2024-08-26","@STL",29,2024,"SDP","A",33,0,0,9,1,0,0,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,2,2,1,0,0,0,0,0,0,0,6.03472908401489,0,0.4,2,0.4,0.5,3.1664797782898,5.8335202217102,6.19049659073353,227.470969309617,78.8033710472314,151.387312822842,1,0.2,0.4,0.4,0,0,0,0,6,13,19,0.0167760010808706,-0.0141799999400973,0.0309560000896454,-0.520000040531158,-0.0548523180186749,0.287028580904007,0.414799988269806,0.414799988269806,NA,0,1,-0.0391655750572681,0.0976127200350749,0,0,0.78947368,99.53333333,0.05263158,93,0.15789474,92.66666667,NA,0.334305346012115,-0.0238054171204567,-0.526674032211304,2.22870230674744,-2.38054171204567,-17.5558010737101,0.45454545,0.75,0.57894737,0.8,1,0.90909091,0.42105263,1,0.05263158,2,2,1,0,2,3,5,0.4,0.4,0.2,0,0.4,0.6,3.50749706400451,21.94771,51.1791,21.56158,75.67847,60.74042,75.43795,NA,NA,NA,20,69.86511,20,63.8753,56.73426,64.55952,-0.73661,2.97218,88.48,67.6,60.88,115.32,126.88,133.48,128.68,74.3,78.14,100.56,36.7,42.22,111.008421052632,110.006315789474,114.301052631579,0.73684211,0.05263158,0.05263158,0.15789474,99.3642839704241,93.0999984741211,100.800003051758,92.7999979654948,-3.38498823983329,0.0268892534077168,-6.61183595657349,-8.27256266276042,10.1126065935407,2.5940523147583,8.45585346221924,5.44986788431803,0.374987278133631,-0.0242429338395596,-0.0380783230066299,-0.534817181527615,2.67848055809736,-2.42429338395596,-3.80783230066299,-17.8272393842538,0.14285714,0.83333333,0.57894737,1,0.9,0.90909091,0.63157895,18.21428571,0.15789474,0.68421053,0.05263158,0.10526316,93.1264038085938,99.7035099909856,93.466796875,100.55729675293,-8.25213623046875,-2.99562307504507,0.596309006214142,-5.58293533325195,3.89640331268311,9.05226898193359,1.50992000102997,7.1982798576355,-0.534817181527615,0.195260647684336,-0.0242429338395596,0.141648307442665,-17.8272393842538,1.5020049821872,-2.42429338395596,7.08241537213326,0.33333333,0.8,0.57894737,0.66666667,1,0.90909091,0.52631579,5,90.6211303710938,17.8685150146484,0,0,98.3682,3,0.6,"2024-08-26",0
"Robert Suarez",30115,"2024-08-25","NYM",29,2024,"SDP","H",33,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,30.1672745395749,29.9783111930123,2,0,1,0,0,0,1,9,0,8,8,0.12848599255085,0,0.12848599255085,0.457000017166138,0.0498636141419411,1.74053335189819,2.25760006904602,2.25760006904602,NA,0,1,0.0738436430692673,-2.37461906895248e-05,1,0,1,99,NA,NA,NA,NA,NA,0.690483033657074,NA,NA,8.63103792071342,NA,NA,1,0.5,0.625,1,0.33333333,0.6,0.75,1,0.25,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,-0.208323959525662,NA,NA,NA,80,67.75561,80,80,69.72602,80,NA,NA,NA,80,63.95644,80,-4.14241,-2.13652,NA,NA,NA,129.44,131.18,151.34,111.2,133.48,144.52,NA,NA,NA,127.16,131.4675,150.4875,0.875,NA,0.125,NA,99.3428606305804,NA,98.3000030517578,NA,-4.7478768484933,NA,-8.80513668060303,NA,11.3695994785854,NA,11.4275903701782,NA,0.643924977630377,NA,0.054773960262537,NA,9.19892825186253,NA,5.4773960262537,NA,1,0.5,0.625,1,0.33333333,0.6,0.75,18,NA,0.875,NA,0.125,NA,99.2606113978795,NA,98.2012023925781,NA,-4.31604848589216,NA,-8.30945014953613,NA,10.1395830426897,NA,9.88817024230957,NA,0.643924977630377,NA,0.054773960262537,NA,9.19892825186253,NA,5.4773960262537,1,0.5,0.625,1,0.33333333,0.6,0.75,2,91.3511352539062,-3.03880620002747,0,0,96.7213,1,0.5,"2024-08-25",0
"Robert Suarez",30115,"2024-08-20","MIN",29,2024,"SDP","H",33,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,1,1,0,0,0,0,0.33333333,0,0.33333333,2.61817353088578,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,30.1672745395749,66.5170884121943,0,0.5,0,0.5,0,0,0,0,2,7,9,0.0668139830231667,0,0.0668139830231667,0.457000017166138,0.0498636141419411,0.89573335647583,1.41419994831085,1.41419994831085,NA,0,1,0.0751416385173798,-0.000550263148665867,1,0,0.66666667,98.33333333,NA,NA,0.33333333,92.33333333,NA,0.675176322460175,NA,0.0907827615737915,11.2529387076696,NA,3.02609205245972,0.5,1,0.66666667,0,1,0.5,0.33333333,0.66666667,0.33333333,0,2,0,0,1,1,2,0,1,0,0,0.5,0.5,3.38829718023693,66.71051,70.22846,70.60178,74.71608,63.12231,76.56049,60.76034,51.29086,69.47622,NA,NA,NA,75.27708,65.01864,80,-1.44496,1.90965,106.68,104.44,109.24,114.96,114.08,121.4,95.94,105.2,109.06,NA,NA,NA,110.086666666667,109.88,115.975555555556,0.55555556,NA,0.11111111,0.33333333,98.5799987792969,NA,96.6999969482422,92.0999959309896,-3.96841812133789,NA,-6.92469358444214,-10.3086541493734,10.8648132324219,NA,9.61550903320312,4.37028249104818,0.472498629242182,NA,0.294975996017456,0.0916969515383244,9.44997258484364,NA,29.4975996017456,3.05656505127748,0.6,0.75,0.66666667,0,1,0.5,0.44444444,17.5,0.33333333,0.55555556,NA,0.11111111,92.3165995279948,98.8481994628906,NA,96.9661026000977,-9.80414326985677,-3.4087158203125,NA,-6.43520021438599,2.88377666473389,9.55638427734375,NA,8.4788703918457,0.0916969515383244,0.472498629242182,NA,0.294975996017456,3.05656505127748,9.44997258484364,NA,29.4975996017456,0.6,0.75,0.66666667,0,1,0.5,0.44444444,2,100.148109436035,17.6191883087158,0,0,100.602,2,1,"2024-08-20",0
"Robert Suarez",30115,"2024-08-19","MIN",29,2024,"SDP","H",33,0,0,9,1,0,0,0,0,1,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,9,9,0,0,0,4,0,0,0,0,0,0,0,0.2,-0.2,4.51536908401489,0,0.25,2,0.25,0.5,6.1664797782898,2.8335202217102,6.1664797782898,227.470969309617,151.757515808716,150.806929171676,4,0,1,0,0,0,0,0,10,12,22,0.0291780102998018,-0.0315160006284714,0.0606940090656281,-0.542999982833862,-0.0592471323907375,0.620828568935394,0.687600016593933,0.687600016593933,NA,0,1,-0.0382931120693684,0.0852916101408033,0,0,0.86363636,100.05263158,NA,NA,0.13636364,92.66666667,NA,-0.0330297201871872,NA,-0.108593590557575,-0.173840632564143,NA,-3.61978635191917,0.21428571,1,0.5,1,0.875,0.90909091,0.36363636,0.4,0.04545455,4,0,0,1,2,1,4,1,0,0,0.25,0.5,0.25,3.89731709975642,64.86281,65.67061,64.54599,77.48871,69.96424,74.49948,28.27694,63.92938,28.8881,NA,NA,NA,72.00598,66.4721,70.37273,-1.24174,2.21448,99.46,120.28,115.68,110.58,117.74,130.8,98.36,87.38,98,NA,NA,NA,105.730909090909,109.806363636364,119.792727272727,0.59090909,NA,0.27272727,0.13636364,100.038461538462,NA,99.7666625976562,92.2999979654948,-4.46334868211013,NA,-7.5299186706543,-9.53683853149414,10.4642521784856,NA,9.50727526346842,5.50733947753906,0.391654845327139,NA,-0.429997529834509,-0.110643412917852,3.01272957943953,NA,-7.16662549724181,-3.68811376392841,0,0.73333333,0.5,NA,0.90909091,0.90909091,0.68181818,17.47058824,0.13636364,0.59090909,NA,0.27272727,92.4517008463542,100.229323167067,NA,99.94677734375,-8.85943031311035,-3.81344839242788,NA,-6.82104365030925,3.88716316223145,9.25364626370943,NA,8.2438284556071,-0.110643412917852,0.391654845327139,NA,-0.429997529834509,-3.68811376392841,3.01272957943953,NA,-7.16662549724181,0,0.73333333,0.5,NA,0.90909091,0.90909091,0.68181818,4,80.3913650512695,-6.46852445602417,0,0,107.553,1,0.25,"2024-08-19",0
"Robert Suarez",30115,"2024-08-13","PIT",29,2024,"SDP","H",33,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,3,0,0,0,0,0,0,0.25,0,0.25,-0.797583415985107,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,30.1672745395749,29.9783111930123,3,0,1,0,0,0,0,0,3,6,9,0.0291780084371567,-0.0074759628623724,0.0366539731621742,0.457000017166138,0.0498636141419411,0.382950007915497,0.687600016593933,0.687600016593933,NA,0,1,0.0192586742341518,0.0569340606765501,0,0,1,99,NA,NA,NA,NA,NA,0.226530164480209,NA,NA,2.51700182755788,NA,NA,0.4,0.75,0.55555556,0.5,0.66666667,0.6,0.44444444,0.5,0.22222222,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,0.152191178301374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.24,141.78,173.98,106.26,108.24,118.5,NA,NA,NA,113.362222222222,123.146666666667,143.157777777778,0.44444444,NA,0.55555556,NA,99.1750030517578,NA,98.7400024414062,NA,-4.59540748596191,NA,-8.34678115844727,NA,11.7257108688354,NA,9.95224456787109,NA,0.304268255829811,NA,-0.0767791792750359,NA,7.60670639574528,NA,-1.53558358550072,NA,0.25,0.8,0.55555556,0,0.75,0.6,0.55555556,16.2,NA,0.44444444,NA,0.55555556,NA,99.0799713134766,NA,98.61845703125,NA,-4.15796518325806,NA,-7.97507629394531,NA,10.6270999908447,NA,8.71120223999023,NA,0.304268255829811,NA,-0.0767791792750359,NA,7.60670639574528,NA,-1.53558358550072,0.25,0.8,0.55555556,0,0.75,0.6,0.55555556,3,85.2987009684245,-24.0360794067383,0,0,100.02,1,0.33333333,"2024-08-13",0
"Robert Suarez",30115,"2024-08-12","PIT",29,2024,"SDP","H",33,0,0,9,1,0,0,0,0,1,0,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,18,0,0.333333333,0,3,1,1,0,1,0,0,0,0,0,4.32832908401489,0,0.4,2,0.4,0.5,3.1664797782898,5.8335202217102,4.67848818451166,227.470969309617,78.8033710472314,114.84853560366,3,0.2,0.6,0.2,0,0,0,0,7,12,19,0.0668139904737473,-0.0889100134372711,0.155724003911018,-0.542999982833862,-0.0592471323907375,1.56700003147125,1.41419994831085,1.41419994831085,NA,0,1,-0.012473339214921,0.0551114943724648,1,0,0.73684211,100.35714286,NA,NA,0.26315789,91.4,NA,-0.0939727798104286,NA,-0.122201301157475,-0.671234141503062,NA,-2.44402602314949,0.53333333,0.75,0.57894737,0.875,0.66666667,0.81818182,0.21052632,0.6,0.10526316,0,1,4,1,1,3,5,0,0.2,0.8,0.2,0.2,0.6,3.67724689317973,20,65.46313,20,78.58049,79.88574,50.94135,61.94439,67.64571,60.30639,NA,NA,NA,52.97792,72.03017,38.43598,-0.0596,3.98769,90.72,31.14,21.8,140.34,114.46,140.38,110.28,121.46,135.34,NA,NA,NA,116.207368421053,95.1126315789474,107.317894736842,0.36842105,NA,0.36842105,0.26315789,100.299996512277,NA,100.242858886719,91.5800048828125,-4.15980911254883,NA,-7.87302507672991,-10.1425506591797,10.4286869594029,NA,8.95391573224749,5.18611068725586,-0.270305573940277,NA,0.215398266911507,-0.125032238662243,-3.86150819914682,NA,3.07711809873581,-2.50064477324486,0.53846154,0.66666667,0.57894737,0.85714286,0.75,0.81818182,0.31578947,19.5,0.26315789,0.36842105,NA,0.36842105,91.4788391113281,100.241873604911,NA,100.185355050223,-9.47286224365234,-3.49221011570522,NA,-7.35365731375558,3.32243995666504,9.24771990094866,NA,7.68205152239118,-0.125032238662243,-0.270305573940277,NA,0.215398266911507,-2.50064477324486,-3.86150819914682,NA,3.07711809873581,0.5,0.71428571,0.57894737,0.83333333,0.8,0.81818182,0.36842105,5,95.6068878173828,18.6349678039551,0,0,104.283,2,0.4,"2024-08-12",0
"Robert Suarez",30115,"2024-08-10","@MIA",29,2024,"SDP","A",33,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,1,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,30.1672745395749,103.055865631376,0,0,0,1,0.5,0,1,9,4,12,16,0.141699999570847,0,0.141699999570847,0.522000014781952,0.0519402995705605,1.84533333778381,2.27999997138977,2.27999997138977,4.32999992370605,1,1,0.0767990127205849,-1.07183406525407e-05,1,0,1,100.3125,NA,NA,NA,NA,NA,0.765959084033966,NA,NA,4.78724427521229,NA,NA,0.58333333,0.75,0.625,0.57142857,0.66666667,0.6,0.25,1,0.25,1,0,1,1,1,0,2,0.5,0,0.5,0.5,0.5,0,-1.44645580845807,NA,NA,NA,80,74.31347,80,77.27937,51.15242,80,NA,NA,NA,80,66.84105,80,-3.69698,-1.46838,NA,NA,NA,149.34,132.18,171.66,140.46,122.6,135.6,NA,NA,NA,147.675,130.38375,164.89875,0.8125,NA,0.1875,NA,100.292311448317,NA,100.09999593099,NA,-4.92165844257061,NA,-8.34861437479655,NA,10.9635209303636,NA,10.2890790303548,NA,0.538679655641317,NA,0.236068829894066,NA,4.14368965877936,NA,7.86896099646886,NA,0.66666667,0.57142857,0.625,0.5,0.75,0.6,0.4375,16.76923077,NA,0.875,NA,0.125,NA,100.402422223772,NA,100.079498291016,NA,-4.871458871024,NA,-7.94514989852905,NA,9.60061972481864,NA,8.7300500869751,NA,0.517632704228163,NA,0.25711578130722,NA,3.69737645877259,NA,12.855789065361,0.66666667,0.57142857,0.625,0.5,0.75,0.6,0.4375,2,93.0867919921875,59.9894638061523,0,0,95.5187,1,0.5,"2024-08-10",0
"Robert Suarez",30115,"2024-08-08","@PIT",29,2024,"SDP","A",33,0,0,9,1,0,0,0,0,1,0,0,1,5,2,1,1,0,0,0,0,0,0,2,18,0,18,2,0,0,2,0,1,0,0,0,0,0.4,0,0.4,0.409289084014893,0,0.4,2,0.666666666666667,0.5,-0.833520221710205,9.83352022171021,-0.833520221710205,227.470969309617,-18.4688219680816,-18.3531359984531,2,0.333333333,0.666666666,0,0,0,0,0,6,13,19,0.0956359952688217,-0.0854419991374016,0.181078001856804,-0.479000002145767,-0.0477329306304455,1.79188001155853,1.88700008392334,1.88700008392334,NA,0,1,-0.00835479330271482,0.061726667899184,1,0,0.68421053,99.38461538,NA,NA,0.31578947,91,NA,-0.709354043006897,NA,0.231988251209259,-5.45656956159151,NA,3.86647085348765,0.33333333,0.5,0.42105263,0.66666667,0.6,0.625,0.52631579,0.6,0.15789474,2,0,1,0,1,2,3,0.66666667,0,0.33333333,0,0.33333333,0.66666667,1.55372868806385,80,69.89306,80,80,62.82461,80,42.62656,63.44945,44.04364,NA,NA,NA,80,65.62315,80,-2.14999,0.85211,108,156.68,154.34,117.78,129.36,141.26,98.72,91.96,96.28,NA,NA,NA,110.678947368421,130.113684210526,135.921052631579,0.47368421,NA,0.21052632,0.31578947,99.3333333333333,NA,99.4000015258789,91.0333353678385,-4.51547156439887,NA,-8.18372440338135,-9.71363385518392,10.3596581353082,NA,8.6868896484375,4.14240169525146,-0.737632848322392,NA,0.0194370970129967,0.234631318598986,-8.19592053691546,NA,0.485927425324917,3.91052197664976,0.16666667,0.53846154,0.42105263,1,0.57142857,0.625,0.68421053,17.07142857,0.31578947,0.42105263,NA,0.26315789,90.9776204427083,99.3553161621094,NA,99.2907409667969,-9.62093671162923,-4.1396484375,NA,-7.55592575073242,2.85549163818359,9.33538913726807,NA,7.79888381958008,0.234631318598986,-0.00714818388223648,NA,-0.711047567427158,3.91052197664976,-0.089352298527956,NA,-14.2209513485432,0.16666667,0.53846154,0.42105263,1,0.57142857,0.625,0.68421053,3,101.148620605469,-0.0287712415059408,0,0,105.542,3,1,"2024-08-08",0
"Robert Suarez",30115,"2024-08-07","@PIT",29,2024,"SDP","A",33,0,0,0,1,0,0,0,0,0,0,0,0.2,5,1,0,0,0,1,1,0,0,0,0,0,13.500014081612,13.500014081612,0,0,0,3,0,0,0,0,1,0,0,0.2,-0.2,6.17072908401489,0,0.25,3.00000312924711,0.25,1,7.66648447216047,-7.66648447216047,7.66648447216047,0,188.234702335232,187.055627996056,3,0,1,0,0,0,0,0,1,5,6,-0.0191479995846748,-0.204776003956795,0.185627996921539,-0.266999989748001,-0.0266068764030933,3.65704011917114,2.27900004386902,2.27900004386902,6.3899998664856,1,1,-0.0393794067203999,0.0341434784941012,0,0,1,98.83333333,NA,NA,NA,NA,0.5,-0.76069039106369,NA,NA,-12.6781731843948,NA,NA,0.5,1,0.83333333,1,1,1,0.66666667,0.8,0,1,3,0,0,4,0,4,0.25,0.75,0,0,1,0,3.89731709975642,NA,NA,NA,60.97989,63.32275,63.53323,22.23386,55.80636,20,NA,NA,NA,49.20039,55.74335,49.42351,0.17509,4.33973,NA,NA,NA,96.06,86.22,92.14,99.5,74.06,82.56,NA,NA,NA,97.436,81.356,88.308,0.66666667,NA,0.33333333,NA,98.9499969482422,NA,98.3499984741211,NA,-4.93144655227661,NA,-6.98195934295654,NA,10.3958463668823,NA,7.98177337646484,NA,0.30216483771801,NA,0.00431566312909126,NA,7.55412094295025,NA,0.215783156454563,NA,0.5,1,0.83333333,1,1,1,0.66666667,30,NA,0.5,NA,0.5,NA,99.1751302083333,NA,98.2306315104167,NA,-4.69608656565348,NA,-6.15077654520671,NA,9.28098297119141,NA,7.36252975463867,NA,0.77337472140789,NA,-0.466894220560789,NA,25.779157380263,NA,-15.5631406853596,0.5,1,0.83333333,1,1,1,0.66666667,4,91.1966959635417,-12.0679677327474,0,0,95.8795,1,0.25,"2024-08-07",0
