"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","XX%","wFB","wSL","wCB","wFB/C","wSL/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCU%","pfxvFA","pfxvSI","pfxvSL","pfxvCU","pfxFA-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCU","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piSI%","piSL%","pivCU","pivFA","pivSI","pivSL","piCU-X","piFA-X","piSI-X","piSL-X","piCU-Z","piFA-Z","piSI-Z","piSL-Z","piwCU","piwFA","piwSI","piwSL","piwCU/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Scott Barlow",14993,"2024-09-07","@LAD",5,2024,"CLE","A",31,0,0,5.40000205993731,1,0,0,0,0,0,0,0,1.2,6,1,1,1,1,0,0,0,0,0,2,10.8000041198746,0,5.40000205993731,2,0,0,1,2,1,0,0,0,0,0.33333333,0,0.33333333,2.11156241929506,5.40000205993731,0.166666666666667,0.600000228881923,0,1,8.56648183822711,-3.1664797782898,2.58088964237113,135.646434461606,213.99210315135,62.36079268733,0.5,0.25,0.25,0.5,0,0.5,0,0,13,18,31,-0.0101799611002207,-0.0368199832737446,0.0266400221735239,-0.14300000667572,-0.0151322744786739,0.199000000953674,0.266000002622604,0.284000009298325,0.0759999975562096,1,1,-0.16268265247345,0.11152706930041,0,0,0.32258065,89.3,0.5483871,81.05882353,0.12903226,75.75,NA,-1.1682687997818,0.908965110778809,0.0819367170333862,-11.682687997818,5.34685359281652,2.04841792583466,0.31578947,0.66666667,0.4516129,0.5,0.75,0.64285714,0.38709677,0.66666667,0.16129032,3,1,0,1,1,2,4,0.75,0.25,0,0.25,0.25,0.5,10.2007491567881,46.38995,58.72304,44.25477,31.16278,68.361,33.64115,39.18928,59.52042,30.36106,55.47001,42.99942,59.94607,47.34346,54.18711,47.63672,0.29045,4.51277,134.82,109.92,89.7,79.84,119.56,106.82,79.88,74.56,63.58,83.46,126.96,105.94,88.9232258064516,118.01935483871,99.9438709677419,0.16129032,0.16129032,0.5483871,0.12903226,89.5200012207031,89.4599975585938,81.0647044462316,75.9499969482422,-1.38741235733032,-4.53792114257813,6.84543654497932,9.75604057312012,5.68966178894043,3.86267623901367,-1.36314335991355,-5.5354642868042,0.155321434140205,-1.32213376834989,0.920025695115328,0.124681040644646,3.10642868280411,-26.4426753669977,5.41191585361958,3.11702601611614,0.23529412,0.71428571,0.4516129,0.25,0.8,0.64285714,0.4516129,17.48,0.12903226,0.06451613,0.25806452,0.5483871,75.9102249145508,90.5470504760742,89.1436462402344,81.0162712545956,10.5024375915527,0.705629467964172,-2.99283075332642,7.83507223690257,-6.87881278991699,3.71938991546631,4.02506875991821,-2.43300516465131,0.124681040644646,0.187801171094179,-1.35461350530386,0.920025695115328,3.11702601611614,9.39005855470896,-16.9326688162982,5.41191585361958,0.23529412,0.71428571,0.4516129,0.25,0.8,0.64285714,0.4516129,4,91.702018737793,13.2278776168823,0,0,99.6813,3,0.75,"2024-09-07",0
"Scott Barlow",14993,"2024-09-03","@KCR",5,2024,"CLE","A",31,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.54372908401489,0,0,0,0,1,6.1664797782898,-6.1664797782898,6.1664797782898,0,153.515965837997,151.561560819707,3,0,1,0,0,0,0,0,4,6,10,0.00353399990126491,-0.000524000031873584,0.00405800016596913,0.533999979496002,0.0522760674357414,0.0406000018119812,0.0962000042200089,0.0962000042200089,NA,0,1,0.035445049405098,0.0515992792535774,0,0,0.6,92.33333333,0.1,82,0.3,79,NA,0.63625568151474,0.0495179928839207,-0.392971247434616,10.604261358579,4.95179928839207,-13.0990415811539,0.33333333,0.75,0.5,0.5,1,0.8,0.4,0.5,0.1,2,0,1,0,3,0,3,0.66666667,0,0.33333333,0,1,0,4.92168796915327,37.91779,59.84331,20,80,67.72262,80,20,50.345,20,80,54.57549,80,50.31565,54.29283,40.56579,0.1058,4.23579,113.88,57.74,59.78,82.22,152.5,146.14,94.12,82.16,77.66,90.44,140.35,147.84,96.6763636363636,98.8690909090909,97.9945454545455,0.2,0.4,0.1,0.3,92.75,92.0749969482422,81.9000015258789,79.0333353678385,-1.8784499168396,-6.71321105957031,8.18899917602539,8.86991119384766,5.45808887481689,3.90731906890869,0.819226861000061,-5.91368865966797,0.429479390382767,0.214739706367254,0.0501701384782791,-0.401369478553534,21.4739695191383,5.36849265918136,5.01701384782791,-13.3789826184511,0.4,0.6,0.5,0.5,1,0.8,0.5,19.33333333,0.3,0.2,0.4,0.1,78.8662312825521,92.5442962646484,91.8572006225586,81.6667022705078,9.97235679626465,-1.44766497612,-6.21077728271484,9.06009960174561,-7.61164347330729,4.4841251373291,2.88191246986389,-0.289306998252869,-0.401369478553534,0.429479390382767,0.214739706367254,0.0501701384782791,-13.3789826184511,21.4739695191383,5.36849265918136,5.01701384782791,0.4,0.6,0.5,0.5,1,0.8,0.5,3,97.0629679361979,-10.3860791524251,0,0,100.31,2,0.66666667,"2024-09-03",0
"Scott Barlow",14993,"2024-08-27","KCR",5,2024,"CLE","H",31,0,0,81.0000844896721,1,0,0,0,0,0,0,0,0.1,5,2,3,3,0,1,0,1,1,0,1,27.000028163224,27.000028163224,54.0000563264481,1,0,0,1,0,1,0,0,0,0,0.2,0.2,0,5.60764908401489,0,0.666666666666667,9.00000938774135,1,0.25,15.1664922952783,65.8335921943938,15.1664922952783,2034.69786310423,380.301601519287,375.459998534114,1,0.5,0.5,0,0,0,0,0,9,10,19,-0.24591201543808,-0.26282000541687,0.0169080011546612,-3.0220000743866,-0.318776369094849,0.915085732936859,0.954800009727478,0.954800009727478,0.245600000023842,1,1,-0.189725294709206,-0.0790058269626998,0,1,0.42105263,88.625,0.26315789,80.2,0.31578947,76.66666667,NA,-0.960012674331665,-0.368114829063416,0.00915491953492165,-12.0001584291458,-7.36229658126831,0.152581992248694,0.25,0.33333333,0.26315789,0.5,1,0.6,0.15789474,0.6,0.10526316,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,11.9934907057048,40.2201,57.06325,24.97574,60.42584,75.963,75.4097,54.30501,58.13522,51.34696,41.09412,53.92725,43.8174,46.76512,59.05477,42.40005,0.32638,4.56666,92.2,14.2,22.62,82.38,81.9,77.58,77.92,124.06,83.8,102.76,75.98,67.6,93.7136363636364,66.4945454545455,58.9027272727273,0.15789474,0.26315789,0.26315789,0.31578947,88.8666687011719,88.3799987792969,80,76.75,0.69098440806071,-5.87060852050781,7.93636322021484,9.99024200439453,5.17543443044027,3.15896224975586,0.876892280578613,-5.13085110982259,-0.559513621032238,-0.416435934603214,-0.376769259572029,-0.00503264740109444,-18.6504540344079,-8.32871869206429,-7.53538519144058,-0.0838774566849073,0.16666667,0.42857143,0.26315789,0.5,0.66666667,0.6,0.36842105,17.46153846,0.31578947,0.15789474,0.26315789,0.26315789,77.1534322102865,89.28076171875,88.7664794921875,80.3858215332031,10.4386603037516,0.877301057179769,-5.95853004455566,8.66257019042969,-6.61219151814779,4.52521673838298,2.34289150238037,-0.412463569641113,-0.00503264740109444,-0.559513621032238,-0.416435934603214,-0.376769259572029,-0.0838774566849073,-18.6504540344079,-8.32871869206429,-7.53538519144058,0.16666667,0.42857143,0.26315789,0.5,0.66666667,0.6,0.36842105,2,89.9396820068359,6.28719711303711,0,0,97.9995,1,0.5,"2024-08-27",0
"Scott Barlow",14993,"2024-08-26","KCR",5,2024,"CLE","H",31,0,0,0,1,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,3,4,0,0,0,0,0,0,0,0,6.4634229583913,0,0.142857142857143,0.5,0.142857142857143,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,77.9208590801313,152.159040742638,0.75,0,0.428571428,0.571428571,0,0,0,0,9,16,25,0.100312031805515,-0.0123839816078544,0.112696014344692,0.95799994468689,0.101054854691029,0.694400012493134,0.91346663236618,0.88919997215271,0.952000021934509,1,1,0.122506849467754,0.0219517190817489,1,0,0.6,89.13333333,0.2,78.8,0.2,76.2,NA,1.65356338024139,-0.535849452018738,-0.158203423023224,11.023755868276,-10.7169890403748,-3.16406846046448,0.4,0.8,0.56,0.66666667,0.875,0.78571429,0.4,0.71428571,0.12,2,1,4,1,3,3,7,0.28571429,0.14285714,0.57142857,0.14285714,0.42857143,0.42857143,1.02819276773944,20,51.83887,20,42.2482,64.07116,43.56894,65.09906,58.39211,68.19478,20,55.63125,20,33.24252,55.8565,38.02948,1.16649,5.82683,94.44,49.24,55.76,70.6,120.78,93.58,70.88,108.08,100.46,109.8,26.16,16.3,87.7146666666667,73.93,63.3513333333333,0.28,0.32,0.2,0.2,88.5571463448661,89.375,78.7200012207031,76.1,-1.10269158227103,-5.54927110671997,9.18047180175781,10.0080360412598,5.06531088692801,3.36574006080627,0.556124687194824,-5.06164588928223,0.456884779036045,1.26124367490411,-0.544562697410583,-0.162026841193438,6.52692541480064,15.7655459363014,-10.8912539482117,-3.24053682386875,0.42857143,0.72727273,0.56,0.66666667,0.875,0.78571429,0.44,15.38888889,0.2,0.2,0.4,0.2,76.6597778320313,88.88505859375,89.8819458007813,79.25830078125,10.1671203613281,-0.34875979423523,-4.73901596069336,9.6043098449707,-6.43136978149414,4.41609992980957,2.84464645385742,-0.623472023010254,-0.162026841193438,0.18736220151186,1.53076625242829,-0.544562697410583,-3.24053682386875,3.7472440302372,15.3076625242829,-10.8912539482117,0.30769231,0.83333333,0.56,0.5,0.9,0.78571429,0.48,7,93.808585030692,21.6900569370815,1,0.14285714,104.492,3,0.42857143,"2024-08-26",1
"Scott Barlow",14993,"2024-08-24","TEX",5,2024,"CLE","H",31,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,1,6.75000160932579,0,6.75000160932579,1,0,0,2,2,0,0,0,0,0,0.2,0,0.2,3.29696908401489,0,0.2,0.750000178813977,0.25,1,1.66647942066184,-1.66647942066184,3.93449257073111,0,40.1232966895573,96.0351437366616,1,0,0.5,0.5,0,0,2,13.5000032186516,5,10,15,0.000364000792615116,-0.00109200237784535,0.00145600317046046,-0.209000051021576,-0.0220464095473289,0.0132799996063113,0.0142666669562459,0.00999999977648258,0,1,1,-0.0394032895565033,0.0668129886081602,0,0,0.53333333,91,0.26666667,81,0.2,78,NA,0.315420120954514,0.242720887064934,-0.0817876085639,3.94275151193142,6.06802217662334,-2.72625361879667,0.375,0.71428571,0.53333333,0.33333333,0.8,0.625,0.46666667,0.6,0.2,1,3,0,1,3,0,4,0.25,0.75,0,0.25,0.75,0,0.186179857303348,65.14806,50.26954,49.11533,80,59.96239,80,57.74245,47.29156,64.63851,68.76611,53.53533,57.24267,71.29751,48.63804,70.7614,-1.19772,2.28051,87.68,100.4,109.82,88.82,115.94,122.68,77.82,99.28,90.04,117.32,115.85,128.39,96.5873684210526,107.310526315789,111.028421052632,0.06666667,0.46666667,0.26666667,0.2,92.0999984741211,90.6571393694196,80.7249984741211,77.7333323160807,-5.10889577865601,-6.4728159223284,7.04440069198608,8.34687678019206,8.63053607940674,3.82670320783343,3.81976962089539,-4.31161626180013,0.039364367723465,0.32194846123457,0.245140343904495,-0.0839881040155888,3.9364367723465,4.59926373192242,6.12850859761238,-2.79960346718629,0.5,0.55555556,0.53333333,0.33333333,0.8,0.625,0.6,14.9,0.2,0.13333333,0.4,0.26666667,78.2129313151042,92.3877487182617,90.97216796875,81.1890487670898,8.63500658671061,-5.29590511322021,-6.33332316080729,7.53276491165161,-5.60998344421387,6.47918510437012,2.53871440887451,2.74744510650635,-0.0839881040155888,0.214739695191383,0.146573133766651,0.245140343904495,-2.79960346718629,10.7369847595692,2.44288556277752,6.12850859761238,0.375,0.71428571,0.53333333,0.33333333,0.8,0.625,0.46666667,4,76.4027481079102,1.22266960144043,0,0,89.2973,0,0,"2024-08-24",0
"Scott Barlow",14993,"2024-08-20","@NYY",5,2024,"CLE","A",31,0,0,9,1,0,0,0,0,0,0,0,1,5,1,2,1,0,1,0,0,0,0,1,9,9,9,1,0,0,2,1,0,0,0,0,0,0.2,0.2,0,5.60764908401489,0,0.25,2,0.333333333333333,0,4.1664797782898,4.8335202217102,5.67848818451166,226.077304527663,103.11922799942,139.421515985497,2,0,0.666666666,0.333333333,0,0,0,0,11,12,23,0.00772800063714385,-0.0215039998292923,0.0292319990694523,-0.890999972820282,-0.0925233662128448,0.30527999997139,0.173600003123283,0.173600003123283,NA,0,1,-0.0284752808511257,0.0537897483493834,0,0,0.39130435,90.44444444,0.30434783,81,0.30434783,77.85714286,NA,-0.153088077902794,-0.229787856340408,0.00130956247448921,-1.70097864336438,-3.28268366200583,0.0187080353498459,0.14285714,0.66666667,0.34782609,0.5,0.66666667,0.625,0.39130435,0.6,0.13043478,2,1,0,0,1,2,3,0.66666667,0.33333333,0,0,0.33333333,0.66666667,2.52509741219844,36.62159,56.20835,26.09023,27.4469,60.63895,62.34427,59.33313,58.18606,55.11314,77.21737,54.98878,75.30457,57.987,56.29481,53.30036,-0.37079,3.52091,126.6,82.16,75.38,74.24,109.72,83.36,101.96,82.72,89.8,111.5,129.48,124.32,111.237333333333,105.310666666667,102.33,0.04347826,0.34782609,0.30434783,0.30434783,91,90.3375015258789,80.9571446010045,77.8999982561384,-2.43517875671387,-7.7844181060791,8.03896822248186,10.2372828892299,5.3969612121582,2.1037802696228,2.78893579755511,-5.19430759974888,-0.0242429338395596,-0.135126490145922,-0.229898549616337,0.000438231974840164,-2.42429338395596,-1.68908112682402,-3.2842649945191,0.00626045678343092,0.21428571,0.55555556,0.34782609,0.33333333,0.8,0.625,0.39130435,18.83333333,0.30434783,0.04347826,0.34782609,0.30434783,77.7607421875,90.8609008789062,90.1756210327148,80.8081752232143,11.3467472621373,-1.77657997608185,-7.33159112930298,9.15079825265067,-6.983642578125,4.83516979217529,1.06157636642456,1.56179332733154,0.000438231974840164,-0.0242429338395596,-0.135126490145922,-0.229898549616337,0.00626045678343092,-2.42429338395596,-1.68908112682402,-3.2842649945191,0.21428571,0.55555556,0.34782609,0.33333333,0.8,0.625,0.39130435,3,90.9252115885417,8.3202444712321,1,0.33333333,104.944,1,0.33333333,"2024-08-20",0
"Scott Barlow",14993,"2024-08-16","@MIL",5,2024,"CLE","A",31,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,1,0,0,0,0,0,0.25,0.25,0,6.21610408401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,103.11922799942,139.421515985497,1,0,0.5,0.5,0,0,0,0,5,12,17,0.0139499986544251,-0.00688201189041138,0.0208320096135139,0.499000012874603,0.051258347928524,0.223440006375313,0.229400008916855,0.229400008916855,NA,0,1,0.0372367575764656,0.0251961025040756,0,0,0.52941176,91.33333333,0.29411765,80.6,0.17647059,77,NA,0.324929922819138,0.054490439593792,0.0235569179058075,3.6103324757682,1.08980879187584,0.78523059686025,0.16666667,0.45454545,0.35294118,1,1,1,0.64705882,1,0,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,2.87411097866625,35.61414,50.19403,34.04343,38.28467,48.83573,45.23799,80,50.23086,80,20,48.04214,20,43.05888,47.11515,44.02209,0.55664,4.91205,116.52,51.04,49.68,65.42,142.74,108.62,90.86,132.7,121.34,119.5,-17.87,-21.18,102.751818181818,54.9490909090909,44.4736363636364,0.23529412,0.29411765,0.29411765,0.17647059,91.4749984741211,90.9400024414062,80.8200012207031,77.0333353678385,-2.59357762336731,-6.73396224975586,8.25978622436523,9.50924809773763,5.66060829162598,2.23783702850342,0.877254295349121,-4.33792781829834,-0.0229568891227245,0.351438373327255,0.0519423522055149,0.02294797077775,-0.573922228068113,7.0287674665451,1.0388470441103,0.764932359258334,0,0.5,0.35294118,NA,1,1,0.70588235,19.53846154,0.17647059,0.23529412,0.29411765,0.29411765,76.7987976074219,91.2554244995117,90.694384765625,80.5845397949219,10.1676801045736,-2.28880500793457,-6.52001037597656,8.9177001953125,-5.98994700113932,5.04346752166748,1.3511866569519,-0.277970790863037,0.02294797077775,-0.0229568891227245,0.351438373327255,0.0519423522055149,0.764932359258334,-0.573922228068113,7.0287674665451,1.0388470441103,0.16666667,0.45454545,0.35294118,1,1,1,0.64705882,2,82.50244140625,17.7984428405762,0,0,88.3775,0,0,"2024-08-16",0
"Scott Barlow",14993,"2024-08-14","CHC",5,2024,"CLE","H",31,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,1,0,0,0,0,0,0.25,0,0.25,2.16704158401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.5241212415541,64.7888072114456,2,0,0.666666666,0.333333333,0,0,0,0,9,16,25,0.00566799147054553,-0.00358402007259429,0.00925201177597046,0.480000019073486,0.0506329089403152,0.103699997067451,0.149199992418289,0.149199992418289,NA,0,1,0.028050035238266,0.0266075504013825,0,0,0.56,90.64285714,0.24,80,0.2,75.6,NA,0.614320278167725,-0.383647412061691,0.0335952863097191,4.38800198691232,-6.39412353436152,0.671905726194382,0.375,0.55555556,0.44,0.83333333,1,0.90909091,0.36,0.75,0.04,0,2,1,2,1,0,3,0,0.66666667,0.33333333,0.66666667,0.33333333,0,0.0352315216014589,30.1336,61.04296,22.02362,30.09245,51.32945,20,80,35.53519,80,29.86285,52.63345,20.88203,50.90186,46.73942,49.77488,0.06938,4.18116,132.66,59.94,66.02,86.36,105.56,80.44,79.08,151.66,125.8,135.57,88.96,79.21,111.232903225806,102.185806451613,87.8806451612903,0.08,0.48,0.24,0.2,92.4499969482422,90.3333333333333,79.8666687011719,75.5400024414062,-0.726808309555054,-4.70809396107992,8.12550417582194,9.8683349609375,7.74807357788086,4.62832260131836,1.46038595835368,-5.31714248657227,0.019891619682312,0.601921655237675,-0.389690652489662,0.0333912745118141,0.994580984115601,5.01601379364729,-6.49484420816104,0.667825490236282,0.35714286,0.54545455,0.44,0.8,1,0.90909091,0.44,18.2,0.2,0.08,0.48,0.24,75.8989807128906,92.7947006225586,90.7063598632812,80.2178497314453,9.95552597045898,0.027119517326355,-4.43894259134928,8.52315521240234,-6.57938385009766,6.8814549446106,3.94234402974447,0.51725959777832,0.0333912745118141,0.019891619682312,0.601921655237675,-0.389690652489662,0.667825490236282,0.994580984115601,5.01601379364729,-6.49484420816104,0.33333333,0.6,0.44,0.8,1,0.90909091,0.4,3,62.4217122395833,8.58227475484212,0,0,74.4776,0,0,"2024-08-14",0
"Scott Barlow",14993,"2024-08-12","CHC",5,2024,"CLE","H",31,0,0,18,1,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,1,0,0,0,0,0,18,0,1,0,1,0,1,0,1,0,0,0,0,0,NA,0,1,2,1,0.33333333,6.1664797782898,11.8335202217102,6.1664797782898,452.154609055327,153.515965837997,151.561560819707,1,0.5,0.5,0,0,0,0,0,6,12,18,-0.250931978225708,-0.250931978225708,0,-3.9300000667572,-0.414556980133057,1.25119996070862,0.26240000128746,0.524800002574921,2.65880012512207,1,1,-0.159243732690811,-0.0413093252581297,0,1,0.38888889,91.42857143,0.5,81,0.11111111,77.5,NA,0.20993983745575,-1.65015232563019,-0.125316947698593,2.99914053508214,-18.3350258403354,-6.26584738492966,0.41666667,0.83333333,0.55555556,0.8,1,0.9,0.33333333,0.33333333,0.05555556,2,0,0,1,1,0,2,1,0,0,0.5,0.5,0,17.6443598909651,43.06349,65.11469,20,80,20,80,51.48617,48.75761,58.6126,20,57.01405,20,38.26923,53.23213,26.51255,0.8542,5.35839,146.92,66.56,80.82,58.98,218.44,182.12,86.68,130.18,128.8,110.89,48.77,68.13,105.23037037037,77.7318518518519,88.7488888888889,0.11111111,0.27777778,0.5,0.11111111,91.8499984741211,91.1400024414063,81.0666639539931,77.5,-3.87902998924255,-6.03867568969727,8.51656934950087,9.09697914123535,6.16353988647461,3.28983192443848,1.40463829040527,-5.59426736831665,0,0.212726108729839,-1.67279440164566,-0.127874255180359,0,4.25452217459679,-18.5866044627296,-6.39371275901794,0.25,0.8,0.55555556,1,0.875,0.9,0.55555556,21.21428571,0.11111111,NA,0.38888889,0.5,77.6238479614258,NA,91.4871041434152,81.2117648654514,10.0541849136353,NA,-4.90947995867048,9.39982096354167,-7.36763525009155,NA,3.25,0.312367783652412,-0.127874255180359,NA,0.212726108729839,-1.67279440164566,-6.39371275901794,NA,3.03894441042628,-18.5866044627296,0.3,0.875,0.55555556,1,0.85714286,0.9,0.44444444,2,76.0732192993164,-8.75677299499512,0,0,94.2549,0,0,"2024-08-12",0
"Scott Barlow",14993,"2024-08-09","@MIN",5,2024,"CLE","A",31,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.2527290840149,0,0,0,0,1,3.1664797782898,-3.1664797782898,7.70250972840334,0,77.9208590801313,189.774252798055,0,0,0,1,0,0,0,0,2,3,5,0.00283202645368874,0,0.00283202645368874,0.223000004887581,0.0233752634376287,0.104400001466274,0.0522000007331371,0.104400001466274,NA,0,1,0.0271266903728247,-5.84380478035884e-10,0,0,0.2,91,0.6,79.33333333,0.2,77,NA,0.214809954166412,0.0724043697118759,-0.0373910665512085,21.4809954166412,2.41347899039586,-3.73910665512085,0,0.5,0.2,NA,1,1,0.4,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0.792536685114782,20,56.45798,20,64.37132,57.26665,52.37892,NA,NA,NA,53.86484,54.70261,63.65481,42.35461,59.28984,41.08026,0.60039,4.97768,163.12,49.68,37.54,109.64,74.72,45.94,NA,NA,NA,98.58,124.19,109.2,108.03,108.6925,92.335,0.2,NA,0.6,0.2,91.1999969482422,NA,79.3666687011719,76.8000030517578,-1.9554762840271,NA,7.37430572509766,10.1164922714233,6.89401912689209,NA,2.60346253712972,-4.97375535964966,0.217751413583755,NA,0.0730913765728474,-0.0380783230066299,21.7751413583755,NA,2.43637921909491,-3.80783230066299,0,0.5,0.2,NA,1,1,0.4,17.75,0.2,0.2,NA,0.6,76.8049011230469,91.2188034057617,NA,79.3372294108073,10.6934995651245,-1.3032900094986,NA,8.3418935139974,-6.32000017166138,6.27316999435425,NA,1.26235795021057,-0.0380783230066299,0.217751413583755,NA,0.0730913765728474,-3.80783230066299,21.7751413583755,NA,2.43637921909491,0,0.5,0.2,NA,1,1,0.4,1,93.8154754638672,27.2565689086914,0,0,93.8155,0,0,"2024-08-09",2
