"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","CH%","CHv","wFB","wSL","wCB","wCH","wFB/C","wSL/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCU%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCU","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCU","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piSI%","piSL%","pivCH","pivCU","pivFA","pivSI","pivSL","piCH-X","piCU-X","piFA-X","piSI-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwCU","piwFA","piwSI","piwSL","piwCH/C","piwCU/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Ryan Pressly",7005,"2024-09-28","@CLE",21,2024,"HOU","A",35,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,1,0,0,0,0,0,0,0,1.54372908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,77.6501182634796,76.9288520456552,3,0.25,0.75,0,0,0,0,0,6,17,23,0.13798001408577,-0.174511983990669,0.312491983175278,0.480000019073486,0.0506329126656055,3.35130000114441,2.46560001373291,2.46560001373291,3.41240000724792,1,1,0.0104096289724112,0.0307624576920629,1,0,0.30434783,93.57142857,0.2173913,89.4,0.2173913,81.6,0.26086957,89.33333333,-0.066620260477066,0.333193749189377,-0.419802039861679,0.147873163223267,-0.951718006815229,6.66387498378754,-8.39604079723358,2.46455272038778,0.625,0.71428571,0.65217391,0.8,1,0.86666667,0.30434783,0.5,0.08695652,2,2,0,1,2,1,4,0.5,0.5,0,0.25,0.5,0.25,4.7624058634387,48.18414,45.06273,42.02306,80,76.33226,80,27.481,53.58159,31.11297,NA,NA,NA,27.04616,63.24249,20,42.72159,61.14317,47.68025,0.57759,4.94348,98.96,135.44,134.1,143.54,19.16,51.52,97,57.2,32.42,NA,NA,NA,116.3,70.24,82.3,110.732173913043,73.3191304347826,74.86,0.30434783,NA,0.2173913,0.2173913,0.26086957,93.5428553989955,NA,89.4200012207031,81.4799987792969,89.3499959309896,-0.607123306819371,NA,2.67024803161621,9.61470489501953,-6.80590184529622,8.42533166067941,NA,1.38598918914795,-6.97021484375,3.01094245910645,-0.0687846317887306,NA,0.337687563151121,-0.421597748994827,0.149518024176359,-0.982637596981866,NA,6.75375126302242,-8.43195497989655,2.49196706960599,0.6,0.75,0.65217391,0.77777778,1,0.86666667,0.34782609,23.47058824,0.26086957,0.2173913,0.30434783,NA,0.2173913,89.4766438802083,81.6159423828125,93.6614815848214,NA,89.525341796875,-7.02560679117839,9.90403747558594,-0.579926150185721,NA,3.15279998779297,1.76324478785197,-8.29050750732422,7.59861591884068,NA,0.152054810523987,0.149518024176359,-0.421597748994827,-0.0687846317887306,NA,0.337687563151121,2.49196706960599,-8.43195497989655,-0.982637596981866,NA,6.75375126302242,0.53846154,0.8,0.65217391,0.85714286,0.875,0.86666667,0.43478261,4,92.068473815918,-9.0107536315918,0,0,99.6605,1,0.25,"2024-09-28",0
"Ryan Pressly",7005,"2024-09-24","SEA",21,2024,"HOU","H",35,0,0,0,1,0,0,0,0,0,1,0,0.2,4,1,0,0,0,1,0,0,1,0,0,0,13.500014081612,13.500014081612,0,0,0,2,1,0,0,0,0,0,0,0.25,-0.25,9.17835408401489,0,0.333333333333333,3.00000312924711,0.333333333333333,1,7.66648447216047,-7.66648447216047,9.93449944721724,0,190.648906496422,245.300732355027,2,0,0.666666666,0.333333333,0,0,0,0,6,9,15,-0.00286399573087692,-0.217445999383926,0.214581996202469,-0.00300002098083496,-0.000317962840199471,3.17772006988525,2.14740014076233,2.14740014076233,4.4210000038147,1,1,-0.023760000243783,0.0228587264789796,0,0,0.33333333,93.6,0.33333333,89.6,0.33333333,82.2,NA,NA,-0.188609167933464,0.297220349311829,-0.424581706523895,NA,-3.77218335866928,5.94440698623657,-8.49163413047791,NA,0.25,0.71428571,0.46666667,1,0.8,0.85714286,0.46666667,0.5,0.06666667,2,0,1,1,2,0,3,0.66666667,0,0.33333333,0.33333333,0.66666667,0,4.62709133898934,NA,NA,NA,26.28698,62.38749,20,20,67.41304,20,NA,NA,NA,65.01582,69.68195,80,31.42216,68.71818,25.98447,1.27958,5.99646,NA,NA,NA,116.28,61.84,74.14,93.68,2.14,2.16,NA,NA,NA,97.74,149.9,169.52,102.566666666667,71.2933333333333,81.94,0.33333333,NA,0.33333333,0.33333333,NA,93.5400024414062,NA,89.4200012207031,81.8799987792969,NA,0.0548004508018494,NA,2.60084285736084,8.06684875488281,NA,10.3829116821289,NA,1.96711826324463,-5.62460823059082,NA,-0.194121044129133,NA,0.301086638122797,-0.432666599750519,NA,-3.88242088258266,NA,6.02173276245594,-8.65333199501038,NA,0.14285714,0.75,0.46666667,1,0.83333333,0.85714286,0.53333333,20.90909091,NA,0.33333333,0.33333333,NA,0.33333333,NA,81.8676391601562,93.527099609375,NA,89.4185180664062,NA,8.99326934814453,0.648988819122314,NA,3.10064392089844,NA,-7.70498580932617,9.04849243164062,NA,0.46447377204895,NA,-0.432666599750519,-0.194121044129133,NA,0.301086638122797,NA,-8.65333199501038,-3.88242088258266,NA,6.02173276245594,0.14285714,0.75,0.46666667,1,0.83333333,0.85714286,0.53333333,3,77.2591959635417,10.6866086324056,0,0,90.8368,0,0,"2024-09-24",0
"Ryan Pressly",7005,"2024-09-20","LAA",21,2024,"HOU","H",35,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-22.7931442840951,15.0336680287444,0,0,0,1,0,0,0,0,3,11,14,0.0711919963359833,0,0.0711919963359833,0.476999998092651,0.0505564361810684,0.94866669178009,1.4164000749588,1.4164000749588,1.45379996299744,1,1,0.0755061134696007,-0.000461846655091039,1,0,0.57142857,93.875,0.07142857,89,0.28571429,82.5,0.07142857,90,0.525518178939819,0,0.269417971372604,-0.0238054171204567,6.56897723674774,0,6.73544928431511,-2.38054171204567,0.36363636,0.66666667,0.42857143,0.5,1,0.66666667,0.21428571,0.66666667,0.14285714,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.69263629235201,20,75.12439,20,80,69.25475,78.95153,69.70082,53.01878,67.85368,80,75.01214,76.30665,80,80,80,76.11608,63.28994,74.47557,-1.49708,1.83147,112.14,21.12,33.7,133.32,100.12,121.06,104.14,113.76,99.26,110.02,146.36,154.8,140.68,171.32,195.18,116.498571428571,112.014285714286,115.591428571429,0.42857143,0.14285714,0.07142857,0.28571429,0.07142857,93.5999959309896,94.25,88.9000015258789,82.4000015258789,89.9000015258789,-1.07746013005575,-8.17227458953857,3.27142953872681,9.27530193328857,-8.64664268493652,10.634770711263,6.25407314300537,2.45929574966431,-6.08813238143921,0.207113400101662,0.47974756732583,0.094138327986002,0,0.261058911681175,-0.0242429338395596,7.99579278876384,4.7069163993001,0,6.52647279202938,-2.42429338395596,0.42857143,0.42857143,0.42857143,0.33333333,1,0.66666667,0.5,20.09090909,0.07142857,0.28571429,0.42857143,0.14285714,0.07142857,89.9284973144531,82.4294738769531,93.6221618652344,94.2647476196289,88.8490982055664,-8.92276954650879,9.64673042297363,-0.745686531066895,-8.03888511657715,3.84975004196167,-1.75847005844116,-7.82525253295898,9.40263684590658,4.68959522247314,1.03567004203796,-0.0242429338395596,0.261058911681175,0.47974756732583,0.094138327986002,0,-2.42429338395596,6.52647279202938,7.99579278876384,4.7069163993001,0,0.42857143,0.42857143,0.42857143,0.33333333,1,0.66666667,0.5,1,89.6506271362305,25.7696647644043,0,0,89.6506,0,0,"2024-09-20",0
"Ryan Pressly",7005,"2024-09-17","@SDP",21,2024,"HOU","A",35,0,0,13.500014081612,1,0,0,0,0,0,1,0,0.2,3,1,1,1,0,0,0,0,0,0,1,13.500014081612,0,13.500014081612,1,0,0,1,0,1,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0.333333333333333,1.50000156462356,0.5,0,0.166476649042681,13.3335374325693,0.166476649042681,340.130345473129,2.31759277485121,2.29606542354053,1,0.5,0.5,0,0,0,0,0,4,11,15,0.0246760100126266,-0.176275983452797,0.200951993465424,0.116999983787537,0.01276595890522,3.34726667404175,2.4488000869751,2.4488000869751,4.08780002593994,1,1,-0.0232828538864851,0.0306548419637992,0,0,0.26666667,94.25,0.4,89.16666667,0.26666667,81.5,0.06666667,89,-0.640628457069397,0.159420043230057,0.0244110003113747,0.177071928977966,-16.0157114267349,2.65700072050095,0.610275007784367,17.7071928977966,0.6,0.8,0.66666667,0.33333333,1,0.6,0.33333333,0.66666667,0.26666667,2,0,0,1,0,1,2,1,0,0,0.5,0,0.5,3.7962961807272,75.04119,26.87158,80,50.83942,60.03395,50.83301,42.99924,49.54261,46.72305,NA,NA,NA,55.06428,53.17885,52.99882,51.24579,53.37778,53.78762,0.04801,4.14911,114.16,159.3,160.16,116.28,53.34,70.52,104.04,61.58,28.64,NA,NA,NA,109.98,97.28,106.58,109.931428571429,82.0942857142857,80.4114285714286,0.26666667,NA,0.4,0.26666667,0.06666667,93.8499984741211,NA,89.0999959309896,81.6500015258789,88.9000015258789,0.210976660251617,NA,2.26449298858643,8.63378047943115,-5.2753381729126,8.32277965545654,NA,2.25814835230509,-7.05938816070557,3.49323701858521,-0.646512165665627,NA,0.161004103720188,0.0242072828114033,0.179726630449295,-16.1628041416407,NA,2.6834017286698,0.605182070285082,17.9726630449295,0.57142857,0.75,0.66666667,0,1,0.6,0.53333333,21,0.06666667,0.26666667,0.26666667,NA,0.4,88.7829971313477,81.6108703613281,93.7850036621094,NA,89.030751546224,-4.97126007080078,9.08553218841553,0.575479507446289,NA,2.88778686523438,2.29201006889343,-8.51433753967285,7.43435001373291,NA,0.998694022496541,0.179726630449295,0.0242072828114033,-0.646512165665627,NA,0.161004103720188,17.9726630449295,0.605182070285082,-16.1628041416407,NA,2.6834017286698,0.625,0.71428571,0.66666667,0.2,1,0.6,0.46666667,2,88.5396881103516,-15.0141525268555,0,0,108.775,1,0.5,"2024-09-17",0
"Ryan Pressly",7005,"2024-09-14","@LAA",21,2024,"HOU","A",35,0,0,0,1,0,0,0,0,1,0,0,1.2,5,2,0,0,0,0,0,0,0,0,0,0,0,10.8000041198746,0,0,0,2,1,2,0,0,0,0,0,0,0,5.37832908401489,0,0.4,1.20000045776385,0.4,1,3.1664797782898,-3.1664797782898,4.07368516809431,0,77.6501182634796,99.4979172641653,2,0.4,0.4,0.2,0,0,1,5.40000205993731,2,10,12,0.302683979272842,-0.0619720034301281,0.3646559715271,1.08899998664856,0.110502280294895,3.35956001281738,3.23126673698425,5.99180030822754,NA,0,1,0.0543184354901314,0.0357778801339514,1,0,0.5,93.5,0.25,88.66666667,0.08333333,82,0.16666667,89,0.325315535068512,0.304011940956116,-0.557057321071625,0.246492952108383,5.4219255844752,10.1337313652039,-55.7057321071625,12.3246476054192,0.5,0.66666667,0.58333333,0.66666667,1,0.85714286,0.5,0.8,0.08333333,2,2,1,0,4,1,5,0.4,0.4,0.2,0,0.8,0.2,7.25460981263843,25.40453,51.53825,20,55.91023,68.93731,56.45269,71.32723,61.97565,74.09441,NA,NA,NA,80,43.1236,80,70.96042,56.7886,80,-1.17678,2.31192,86.7,66.78,62.92,123.74,111.56,97.7,95.34,117.44,109.56,NA,NA,NA,96.96,148.04,148.94,96.6716666666667,116.156666666667,110.643333333333,0.5,NA,0.25,0.08333333,0.16666667,93.5,NA,88.5333353678385,82,88.8000030517578,0.130091726779938,NA,2.39219315846761,7.78075218200684,-7.49036169052124,10.522975285848,NA,1.66243553161621,-6.52372789382935,2.67658281326294,0.331817202270031,NA,0.307538438588381,-0.565348207950592,0.249788410961628,5.53028670450052,NA,10.2512812862794,-56.5348207950592,12.4894205480814,0.5,0.66666667,0.58333333,0.66666667,1,0.85714286,0.5,16.42857143,0.16666667,0.08333333,0.5,NA,0.25,89.0567016601562,82.2993011474609,93.7287801106771,NA,88.7624003092448,-7.53629016876221,8.11518955230713,0.198520004749298,NA,2.72807343800863,1.47686505317688,-8.33551979064941,9.50123977661133,NA,0.528774658838908,0.249788410961628,-0.565348207950592,0.331817202270031,NA,0.307538438588381,12.4894205480814,-56.5348207950592,5.53028670450052,NA,10.2512812862794,0.5,0.66666667,0.58333333,0.66666667,1,0.85714286,0.5,5,85.7070068359375,6.67891998291016,0,0,96.7163,1,0.2,"2024-09-14",0
"Ryan Pressly",7005,"2024-09-12","OAK",21,2024,"HOU","H",35,1,0,9,1,0,0,0,0,0,0,1,1,5,1,1,1,1,1,0,0,0,0,2,18,9,9,2,0,0,0,1,1,0,0,0,0,0.4,0.2,0.2,3.77064908401489,9,0.25,2,0,1,15.1664797782898,-6.16647977828979,3.67848818451166,226.753327126354,378.979905906204,89.6663768027962,0,0.5,0,0.5,0,1,4,36,9,11,20,-0.150850012898445,-0.287389993667603,0.136539995670319,-0.523000001907349,-0.0554319024085999,1.56236004829407,2.14740014076233,2.14740014076233,0.323200017213821,1,1,-0.11815781891346,0.0216051625247116,0,1,0.3,92.16666667,0.4,88,0.2,82.25,0.1,87,-0.0755484104156494,0.719881772994995,-0.102487646043301,-1.48372972011566,-1.25914017359416,8.99852216243744,-2.56219115108252,-74.1864860057831,0.30769231,0.71428571,0.45,0.25,1,0.66666667,0.35,0.8,0.15,1,1,0,0,0,2,2,0.5,0.5,0,0,0,1,20.5015623203261,24.35624,42.20659,31.05915,20,67.13316,20,48.75058,62.38598,22.60615,20,49.56595,20,70.91911,50.51149,63.92772,36.54219,58.50812,20,0.96149,5.51933,85.42,57.46,44.62,98.66,28.78,34.34,84.82,112.48,118.4,84.18,51.42,35.84,105.98,103,118.46,96.08,83.393,90.106,0.25,0.05,0.4,0.2,0.1,92.2800048828125,92.4000015258789,87.9375,82.1500015258789,86.6999969482422,-0.590689897537231,-7.84290266036987,2.82802939414978,8.39811992645264,-5.44938659667969,10.8968566894531,6.36227750778198,1.83269059658051,-4.82153749465942,2.69598913192749,-0.054814737290144,-0.0242429338395596,0.769925624132156,-0.105035055428743,-1.48608134314418,-1.09629474580288,-2.42429338395596,9.62407030165195,-2.62587638571858,-74.3040671572089,0.30769231,0.71428571,0.45,0.25,1,0.66666667,0.35,18.86666667,0.1,0.2,0.25,0.05,0.4,86.9054565429688,82.3630981445312,92.4585998535156,92.6343002319336,88.1149291992188,-5.15485000610352,9.38818740844727,-0.2056556224823,-8.10463047027588,3.39191865921021,1.39834606647491,-6.94377756118774,9.80323944091797,4.91247987747192,0.48430985212326,-1.48608134314418,-0.105035055428743,-0.054814737290144,-0.0242429338395596,0.769925624132156,-74.3040671572089,-2.62587638571858,-1.09629474580288,-2.42429338395596,9.62407030165195,0.30769231,0.71428571,0.45,0.25,1,0.66666667,0.35,2,106.679672241211,25.1155853271484,1,0.5,109.514,2,1,"2024-09-12",0
"Ryan Pressly",7005,"2024-09-10","OAK",21,2024,"HOU","H",35,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,0,1,0,0,0,0,0.25,0,0.25,0.992229084014893,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.4284869896923,27.173712862954,2,0.333333333,0.666666666,0,0,0,0,0,4,7,11,0.103801995515823,-0.0248799715191126,0.128681972622871,0.476999998092651,0.0505564361810684,1.48820006847382,1.8374000787735,1.8374000787735,2.28640007972717,1,1,0.0512591414153576,0.0184908859598425,1,0,0.36363636,93.75,0.18181818,89.5,0.36363636,82.25,0.09090909,88,-0.257294684648514,-0.0490101873874664,0.286342084407806,0.246492952108383,-6.43236711621284,-2.45050936937332,7.15855211019516,24.6492952108383,0.42857143,0.75,0.54545455,0.33333333,0.66666667,0.5,0.36363636,0.75,0.27272727,1,2,0,2,0,1,3,0.33333333,0.66666667,0,0.66666667,0,0.33333333,3.11465399762103,80,30.86397,80,60.62801,79.23318,54.68506,60.53822,56.80087,80,NA,NA,NA,36.46169,53.08387,20,60.09867,63.46392,68.01103,-0.50198,3.32412,87.36,171.2,171.38,107.52,85.82,95.98,81.08,105.76,88.8,NA,NA,NA,109.06,55.4,59.98,96.3527272727273,95.3018181818182,93.6781818181818,0.36363636,NA,0.18181818,0.36363636,0.09090909,93.7750015258789,NA,89.25,82.1750030517578,88.1999969482422,-1.45117974281311,NA,1.69822204113007,8.11867046356201,-5.26413488388062,10.1727561950684,NA,3.16891288757324,-5.7036337852478,4.948486328125,-0.262107517570257,NA,-0.050431564450264,0.290239784866571,0.249788403511047,-6.55268793925643,NA,-2.5215782225132,7.25599462166429,24.9788403511047,0.4,0.66666667,0.54545455,0,0.75,0.5,0.54545455,17,0.09090909,0.36363636,0.36363636,NA,0.18181818,88.4189987182617,82.4417724609375,94.0204238891602,NA,89.4880065917969,-4.99142980575562,8.8790225982666,-1.28596448898315,NA,2.37709999084473,3.68835997581482,-7.76327037811279,8.75137710571289,NA,1.48083996772766,0.249788403511047,0.290239784866571,-0.262107517570257,NA,-0.050431564450264,24.9788403511047,7.25599462166429,-6.55268793925643,NA,-2.5215782225132,0.4,0.66666667,0.54545455,0,0.75,0.5,0.54545455,3,85.6060587565104,-23.0090916951497,0,0,96.6376,1,0.33333333,"2024-09-10",0
"Ryan Pressly",7005,"2024-09-04","@CIN",21,2024,"HOU","A",35,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.4284869896923,102.403901559937,0,0,0,1,0,0,0,0,6,6,12,0.000299990177154541,0,0.000299990177154541,0.560999989509583,0.0530496463179588,0,0,0,NA,0,1,0,NA,0,0,0.33333333,93,0.41666667,88.6,0.16666667,82,0.08333333,88,-0.00327245891094208,0.596016466617584,-0.122333601117134,0.284230947494507,-0.0818114727735519,11.9203293323517,-6.1166800558567,28.4230947494507,0.11111111,0.66666667,0.25,1,0.5,0.66666667,0.25,0.33333333,0.08333333,0,1,1,1,1,0,2,0,0.5,0.5,0.5,0.5,0,-0.51056282429966,77.86999,35.71455,80,67.71404,71.06515,59.31982,20,62.23547,20,NA,NA,NA,52.83751,58.19792,61.52219,43.38954,62.95895,50.38547,0.53609,4.88123,90.06,181.66,179.52,105.54,129.44,134.72,77.6,62.78,53.88,NA,NA,NA,77.86,140.46,154.28,83.4033333333333,116.163333333333,119.656666666667,0.33333333,NA,0.41666667,0.16666667,0.08333333,93.2249984741211,NA,88.7599975585938,81.9499969482422,87.9000015258789,-1.17212879657745,NA,3.10238914489746,7.72700214385986,-6.7416877746582,10.3683891296387,NA,2.79704780578613,-6.13499069213867,3.44725608825684,-0.0041176900267601,NA,0.604541048407555,-0.124844636768103,0.287813186645508,-0.102942250669003,NA,12.0908209681511,-6.24223183840513,28.7813186645508,0,0.6,0.25,NA,0.66666667,0.66666667,0.41666667,16.44444444,0.08333333,0.16666667,0.33333333,NA,0.41666667,88.0406036376953,82.0975494384766,93.3647003173828,NA,88.92841796875,-6.86721992492676,8.12474060058594,-0.97111177444458,NA,3.49516220092773,2.18195009231567,-8.02025985717773,8.99111270904541,NA,1.50953598022461,0.287813186645508,-0.124844636768103,-0.0041176900267601,NA,0.604541048407555,28.7813186645508,-6.24223183840513,-0.102942250669003,NA,12.0908209681511,0,0.5,0.25,NA,0.66666667,0.66666667,0.5,2,75.4768524169922,53.5398597717285,0,0,80.8469,0,0,"2024-09-04",0
"Ryan Pressly",7005,"2024-08-31","KCR",21,2024,"HOU","H",35,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,1,0,0,0,0,0,0.25,0,0.25,2.16704158401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.4284869896923,64.7888072114456,2,0,0.666666666,0.333333333,0,0,0,0,6,11,17,0.0309420023113489,-0.00776396738365293,0.0387059673666954,0.476999998092651,0.0505564361810684,0.400050014257431,0.716400027275085,0.716400027275085,NA,0,1,0.0212599541991949,0.0560853806554561,0,0,0.29411765,93.8,0.35294118,89.33333333,0.23529412,82.75,0.11764706,89.5,0.267534911632538,-0.138256415724754,0.105185315012932,0.0298043377697468,5.35069823265076,-2.30427359541257,2.6296328753233,1.49021688848734,0.5,0.8,0.58823529,0.33333333,0.75,0.5,0.29411765,0.25,0.29411765,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,0.0351264854148208,26.41324,36.49623,20,79.59832,74.29814,76.16463,53.45896,61.16011,40.10329,NA,NA,NA,34.22038,51.94626,34.95129,47.04816,60.93711,37.00975,0.3088,4.54029,81.62,80.92,77.5,137.12,113.92,130.84,78.74,109.54,109.62,NA,NA,NA,101.48,84.56,93.26,100.841176470588,98.3870588235294,105.06,0.29411765,NA,0.35294118,0.23529412,0.11764706,93.7200012207031,NA,89.2833353678385,82.6999969482422,89.3999938964844,0.375056219100952,NA,2.67781575520833,8.58452892303467,-5.26071739196777,9.11089401245117,NA,2.32766151428223,-4.94234275817871,3.70102453231812,0.271440472453833,NA,-0.141276486217976,0.0938202887773514,0.0301729552447796,5.42880944907665,NA,-2.35460810363293,2.34550721943378,1.50864776223898,0.5,0.71428571,0.58823529,0.2,0.8,0.5,0.41176471,17.69230769,0.11764706,0.23529412,0.29411765,NA,0.35294118,89.6194458007812,82.9245986938477,93.9440002441406,NA,89.4678344726562,-5.13820505142212,8.95596313476562,0.387144589424133,NA,3.00887012481689,2.29008007049561,-6.88167476654053,8.09972991943359,NA,0.920121669769287,0.0301729552447796,0.0938202887773514,0.271440472453833,NA,-0.141276486217976,1.50864776223898,2.34550721943378,5.42880944907665,NA,-2.35460810363293,0.54545455,0.66666667,0.58823529,0.33333333,0.75,0.5,0.35294118,3,86.4842224121094,10.4180202484131,0,0,106.307,1,0.33333333,"2024-08-31",0
"Ryan Pressly",7005,"2024-08-29","KCR",21,2024,"HOU","H",35,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.4284869896923,27.173712862954,2,0,1,0,0,0,4,36,3,10,13,0.0488020181655884,-0.0328759998083115,0.0816780179738998,0.477000027894974,0.0505564399063587,0.892000019550323,0.866400003433228,0.866400003433228,0.716400027275085,1,1,0.0390755757689476,0.0156352057287821,0,0,0.46153846,93,0.15384615,89.5,0.30769231,82.25,0.07692308,90,-0.343561947345734,0.766544818878174,0.212123870849609,-0.0207000374794006,-5.72603245576223,38.3272409439087,5.30309677124023,-2.07000374794006,0.66666667,0.71428571,0.69230769,0.5,1,0.77777778,0.53846154,0.66666667,0.15384615,0,2,0,1,1,0,2,0,1,0,0.5,0.5,0,-0.215139263503894,61.57891,80,44.276,80,71.109,80,80,56.45684,80,NA,NA,NA,80,54.20584,80,80,63.13869,80,-3.39021,-1.00822,144.1,146.26,171.64,139.32,156.92,175.06,89.04,140.54,116.38,NA,NA,NA,118.1,151.08,151.68,111.395384615385,144.492307692308,140.066153846154,0.46153846,NA,0.15384615,0.30769231,0.07692308,93.0333353678385,NA,89.4000015258789,82.0500030517578,89.9000015258789,-1.21224538485209,NA,2.11479663848877,8.26282215118408,-8.78242301940918,9.49672762552897,NA,2.64527893066406,-6.031653881073,1.52000498771667,-0.350498624145985,NA,0.780393991619349,0.214445605874062,-0.0210469514131546,-5.84164373576641,NA,39.0196995809674,5.36114014685154,-2.10469514131546,0.66666667,0.71428571,0.69230769,0.5,1,0.77777778,0.53846154,21.1,0.07692308,0.30769231,0.38461538,0.07692308,0.15384615,89.9437026977539,82.1314010620117,93.0161010742188,93.4988021850586,89.4468536376953,-8.77958965301514,8.6514778137207,-0.386618185043335,-4.68715000152588,2.51824998855591,-0.545095980167389,-8.14095497131348,8.35396575927734,7.13321018218994,1.03116297721863,-0.0210469514131546,0.214445605874062,-0.405272584408522,0.054773960262537,0.780393991619349,-2.10469514131546,5.36114014685154,-8.10545168817043,5.4773960262537,39.0196995809674,0.66666667,0.71428571,0.69230769,0.5,1,0.77777778,0.53846154,2,79.3097534179688,-7.44380569458008,0,0,81.0072,0,0,"2024-08-29",0
