"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","XX%","wFB","wSL","wFB/C","wSL/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxSI%","pfxSL%","pfxvSI","pfxvSL","pfxSI-X","pfxSL-X","pfxSI-Z","pfxSL-Z","pfxwSI","pfxwSL","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piSI%","piSL%","pivFA","pivSI","pivSL","piFA-X","piSI-X","piSL-X","piFA-Z","piSI-Z","piSL-Z","piwFA","piwSI","piwSL","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Clay Holmes",13649,"2024-09-29","PIT",9,2024,"NYY","H",31,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,26.4129717639571,27.173712862954,2,0,1,0,0,0,0,0,4,7,11,0.0722079873085022,0,0.0722079873085022,0.49099999666214,0.0509864985942841,0.949466645717621,1.48239994049072,1.48239994049072,NA,0,1,0.0765473023056984,-0.000496197578447724,1,0,0.63636364,96,0.36363636,84.75,NA,0.48146453499794,0.209018498659134,6.87806478568486,5.22546246647835,0,1,0.54545455,NA,0.83333333,0.83333333,0.54545455,0.33333333,0.09090909,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,-0.218445774099409,31.64006,67.21817,39.00717,53.68041,58.61214,64.14446,41.05898,64.32602,50.53209,0.68088,5.09841,112.18,86.64,100.42,137.675,93.44,119.915,121.450909090909,89.1127272727273,107.509090909091,0.63636364,0.36363636,95.7857142857143,84.625,-9.35667637416295,3.88698887825012,3.18902805873326,-4.94316005706787,0.487449321895838,0.211249608546495,6.96356174136911,5.28124021366239,0.2,0.83333333,0.54545455,0,1,0.83333333,0.54545455,16,NA,0.63636364,0.36363636,NA,95.7041015625,84.5496215820312,NA,-9.18073163713728,4.27876138687134,NA,1.72094004494803,-6.55674982070923,NA,0.487449321895838,0.211249608546495,NA,6.96356174136911,5.28124021366239,0.2,0.83333333,0.54545455,0,1,0.83333333,0.54545455,2,97.1473083496094,-15.4744596481323,0,0,104.23,1,0.5,"2024-09-29",0
"Clay Holmes",13649,"2024-09-27","PIT",9,2024,"NYY","H",31,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2.31606242325356,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,74.7751920086579,76.9288520456552,2,0.333333333,0.666666666,0,0,0,0,0,2,6,8,0.0869320034980774,0,0.0869320034980774,0.49099999666214,0.0509864985942841,1.15240001678467,1.53839993476868,1.53839993476868,1.8452000617981,1,1,0.0755691528320312,-0.000133538260775043,1,0,0.875,96.85714286,0.125,84,NA,0.496574819087982,0.177418887615204,7.09392598697117,17.7418887615204,0.25,0.5,0.375,1,1,1,0.5,0.66666667,0,1,2,0,1,2,0,3,0.33333333,0.66666667,0,0.33333333,0.66666667,0,6.31160085184249,74.26722,67.78294,70.80958,80,50.62913,80,80,61.98928,80,-2.15025,0.85172,113.98,131.92,149.24,193.7,158,184.52,123.945,135.18,153.65,0.875,0.125,96.6571393694196,84,-9.05320739746094,5.92094993591309,2.5313914162772,-5.0225133895874,0.502570770680904,0.22188463807106,7.17958243829863,22.188463807106,0,0.5,0.375,NA,1,1,0.75,14.4,NA,0.875,0.125,NA,96.4703281947545,83.7474975585938,NA,-9.07063293457031,6.23022985458374,NA,0.971627167293004,-6.41913986206055,NA,0.502570770680904,0.22188463807106,NA,7.17958243829863,22.188463807106,0,0.5,0.375,NA,1,1,0.75,3,90.8961893717448,-11.8923823038737,0,0,98.3633,1,0.33333333,"2024-09-27",0
"Clay Holmes",13649,"2024-09-26","BAL",9,2024,"NYY","H",31,0,0,0,1,0,0,0,0,0,0,0,0.2,3,1,0,0,0,0,0,0,0,0,1,13.500014081612,0,13.500014081612,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.333333333333333,1.50000156462356,0.5,1,0.166476649042681,-0.166476649042681,0.166476649042681,0,2.23178597293757,2.29606542354053,2,0,1,0,0,0,1,13.500014081612,5,10,15,0.000567984592635185,-0.000283997069345787,0.000851981691084802,0.513999998569489,0.0533748716115952,0.0127999996766448,0.00499999988824129,0.00999999977648258,0,1,1,0.0354347042739391,0.00893909314666107,0,0,0.93333333,97.35714286,0.06666667,84,NA,0.571502208709717,-0.557057321071625,4.08215863364083,-55.7057321071625,0.28571429,0.75,0.53333333,0.5,0.83333333,0.75,0.53333333,0.33333333,0.13333333,2,0,0,0,2,0,2,1,0,0,0,1,0,-0.218445774099409,79.00039,68.70233,51.29138,64.46833,57.42618,56.94321,80,63.55874,58.2948,-2.29933,0.6281,136.52,154.86,195.36,213.98,57.24,122.56,135.414666666667,150.530666666667,183.106666666667,0.93333333,0.06666667,97.1857125418527,84.3000030517578,-7.92295891898019,10.1666088104248,3.00417300633022,-5.76474809646606,0.578097578138113,-0.565348207950592,4.12926841527224,-56.5348207950592,0.33333333,0.66666667,0.53333333,0.5,0.83333333,0.75,0.6,22.27272727,0.13333333,0.8,0.06666667,97.4530487060547,96.8538716634115,84.0453033447266,-4.78102016448975,-8.59727605183919,10.3803997039795,7.19129991531372,0.506738225618998,-7.24951982498169,0.0166956372559071,0.561401940882206,-0.565348207950592,0.834781862795353,4.67834950735172,-56.5348207950592,0.375,0.71428571,0.53333333,0.66666667,0.8,0.75,0.46666667,2,89.837158203125,-5.40625858306885,0,0,92.9429,0,0,"2024-09-26",0
"Clay Holmes",13649,"2024-09-22","@OAK",9,2024,"NYY","A",31,0,0,0,1,0,0,0,0,0,1,0,0.1,3,1,0,0,0,1,0,0,0,0,1,27.000028163224,27.000028163224,27.000028163224,1,0,0,1,0,0,0,0,0,0,0.33333333,0.33333333,0,6.88572907925689,0,0.5,6.00000625849423,1,1,6.16648290753691,-6.16648290753691,6.16648290753691,0,147.318598044378,151.56163866777,1,0,1,0,0,0,0,0,6,6,12,-0.088348001241684,-0.198483973741531,0.110135979950428,-0.407000005245209,-0.0446271970868111,3.0042667388916,1.61760008335114,1.61760008335114,4.0511999130249,1,1,-0.0627323910593987,0.0333248820329934,0,1,0.83333333,95.7,0.16666667,82.5,NA,-0.00869785249233246,-0.502868592739105,-0.0869785249233246,-25.1434296369553,0.22222222,0.33333333,0.25,0,1,0.33333333,0.25,0.33333333,0.16666667,1,0,0,0,0,1,1,1,0,0,0,0,1,3.9119976651036,49.36248,72.66567,20,43.92536,38.48196,34.69397,52.45192,63.60318,20,-0.02692,4.03671,113.1,96.5,121.44,106.48,82.51,98.67,111.896363636364,93.9563636363636,117.3,0.83333333,0.16666667,95.75,82.4499969482422,-10.8300064086914,5.40405797958374,4.62692565917969,-2.27946329116821,-0.0134113729000092,-0.510574247688055,-0.134113729000092,-25.5287123844028,0.16666667,0.33333333,0.25,0,0.5,0.33333333,0.5,19.55555556,NA,0.83333333,0.16666667,NA,96.0364990234375,82.7232971191406,NA,-10.5014739990234,6.44945526123047,NA,2.45583953857422,-4.75008487701416,NA,-0.0134113729000092,-0.510574247688055,NA,-0.134113729000092,-25.5287123844028,0.28571429,0.2,0.25,0,1,0.33333333,0.41666667,1,110.109100341797,5.83051204681396,0,0,110.109,1,1,"2024-09-22",0
"Clay Holmes",13649,"2024-09-19","@SEA",9,2024,"NYY","A",31,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,1,0,0,0.25,-0.25,7.96547908401489,0,0,1,0,1,6.1664797782898,-6.1664797782898,6.1664797782898,0,147.318522375709,151.561560819707,2,0,1,0,0,0,0,0,6,7,13,0.0250520072877407,-0.0176360085606575,0.0426880158483982,0.430000007152557,0.048835888504982,0.57940000295639,0.4617999792099,0.4617999792099,NA,0,1,0.0336726456880569,0.00956519890965234,0,0,0.84615385,96.90909091,0.15384615,87,NA,0.393607616424561,-0.0231754779815674,3.5782510584051,-1.15877389907837,0.25,0.4,0.30769231,1,0.5,0.75,0.38461538,0.25,0.07692308,0,3,0,0,2,1,3,0,1,0,0,0.66666667,0.33333333,4.98243159353351,25.24461,59.30274,20,23.4913,45.16939,26.33573,23.68523,53.67298,20,1.76025,6.71747,102.58,67.72,74.26,111.14,50.82,64.28,104.136363636364,64.6472727272727,72.4454545454546,0.84615385,0.15384615,96.7909046519886,87.0500030517578,-8.34131483598189,0.801525354385376,3.11744135076349,-3.55013418197632,0.396615564823151,-0.0240093097090721,3.60559604384682,-1.20046548545361,0.22222222,0.5,0.30769231,1,0.5,0.75,0.30769231,20.33333333,NA,0.84615385,0.15384615,NA,96.8359485973011,87.0447006225586,NA,-8.12859691273082,1.22117745876312,NA,1.35447710210627,-5.01505470275879,NA,0.396615564823151,-0.0240093097090721,NA,3.60559604384682,-1.20046548545361,0.28571429,0.33333333,0.30769231,1,0.5,0.75,0.46153846,3,100.970672607422,-11.8152256011963,0,0,104.448,2,0.66666667,"2024-09-19",0
"Clay Holmes",13649,"2024-09-18","@SEA",9,2024,"NYY","A",31,0,0,13.500014081612,1,0,0,0,0,0,0,1,0.2,4,1,1,1,1,1,0,0,0,0,1,13.500014081612,13.500014081612,13.500014081612,1,0,0,0,2,0,0,0,0,0,0.25,0.25,0,7.38247908401489,13.500014081612,0.333333333333333,3.00000312924711,0,1,24.1665016830196,-10.6664876014076,9.20251129302689,334.981952945054,582.5790342587,227.090646109113,0,0,0,1,0,0.5,0,0,9,10,19,-0.207056030631065,-0.357956022024155,0.150899991393089,-0.500999987125397,-0.0568994954228401,2.65880012512207,2.51740002632141,2.70340013504028,1.31920003890991,1,1,-0.151823684573174,0.0739479433037695,0,1,0.42105263,97.75,0.57894737,85.72727273,NA,0.222963452339172,-1.43116009235382,2.78704315423965,-13.0105462941256,0.11111111,0.5,0.31578947,0,0.8,0.66666667,0.52631579,0.75,0.10526316,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,21.994378297243,48.53531,57.70435,30.31382,80,54.1943,64.82316,75.56537,58.78607,51.71465,-1.46287,1.88279,110.2,102.88,114.52,128.743636363636,115.689090909091,144.821818181818,120.935789473684,110.295789473684,132.063157894737,0.42105263,0.57894737,97.7375030517578,85.5909090909091,-9.29869079589844,6.59320484508168,3.36773037910461,-3.50258255004883,0.225201118737459,-1.43688069656491,2.81501398421824,-13.0625517869538,0.125,0.45454545,0.31578947,0,0.8,0.66666667,0.57894737,21.4,NA,0.42105263,0.57894737,NA,97.8412475585938,85.6759088689631,NA,-9.17575836181641,7.07602969082919,NA,1.33128023147583,-5.5611572265625,NA,0.225201118737459,-1.43688069656491,NA,2.81501398421824,-13.0625517869538,0.11111111,0.5,0.31578947,0,0.8,0.66666667,0.52631579,2,98.4868469238281,32.5127792358398,1,0.5,102.299,1,0.5,"2024-09-18",0
"Clay Holmes",13649,"2024-09-15","BOS",9,2024,"NYY","H",31,0,0,0,1,0,0,0,0,0,1,0,0.2,3,1,0,0,0,0,0,0,0,0,1,13.500014081612,0,13.500014081612,1,0,0,0,1,1,0,0,0,0,0.33333333,0,0.33333333,2.61817353088578,0,0.333333333333333,1.50000156462356,0.5,1,0.166476649042681,-0.166476649042681,2.43449162409945,0,2.23178597293757,58.7187657997406,0,0.5,0,0.5,0,0,0,0,0,5,5,0.0196039900183678,-0.0147599931806326,0.0343639850616455,0.257999986410141,0.0267912745475769,0.504266679286957,0.264400005340576,0.528800010681152,0.737200021743774,1,1,-0.0065978835336864,0.0454741187156108,0,0,0.6,97.66666667,0.4,84,NA,-0.54599940776825,0.304011940956116,-18.1999802589417,15.2005970478058,0,0.75,0.6,NA,0.66666667,0.66666667,0.8,1,0.2,0,1,1,1,0,1,2,0,0.5,0.5,0.5,0,0.5,3.55292402324241,80,80,80,80,48.75858,80,80,69.59002,80,-4.34857,-2.44576,131.5,162,189.08,132.4,135.76,172.68,131.86,151.504,182.52,0.6,0.4,97.4666646321615,83.6500015258789,-9.93069966634115,10.2250175476074,3.08329677581787,-3.40679931640625,-0.55108779668808,0.30753842368722,-18.369593222936,15.376921184361,NA,0.6,0.6,NA,0.66666667,0.66666667,1,15.5,NA,0.6,0.4,NA,97.3142700195312,83.5014953613281,NA,-9.9916140238444,10.5122499465942,NA,1.64516003926595,-5.06705474853516,NA,-0.55108779668808,0.30753842368722,NA,-18.369593222936,15.376921184361,NA,0.6,0.6,NA,0.66666667,0.66666667,1,2,80.342887878418,29.6639709472656,0,0,98.6715,1,0.5,"2024-09-15",0
"Clay Holmes",13649,"2024-09-12","BOS",9,2024,"NYY","H",31,1,0,0,1,0,0,0,0,0,0,0,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6.03472908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,5.43449475334657,0,74.7751920086579,133.351552421855,1,0,0.5,0.5,0,0,1,13.500014081612,0,6,6,0.191139161586761,0,0.191139161586761,0.670000016689301,0.0695742517709732,3.46019983291626,1.63419997692108,3.26839995384216,NA,0,1,0.054990615695715,0.000248726196764477,1,0,0.33333333,98,0.66666667,84.25,NA,0.0778313875198364,0.384077101945877,3.89156937599182,9.60192754864693,1,0.66666667,0.83333333,0,1,0.4,0.5,1,0.5,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,1.08201736914035,74.57979,66.11366,67.86586,65.02068,58.26017,60.89912,75.17034,65.79509,70.14069,-1.43833,1.9196,114.18,120.58,135.2,169.24,69.38,114.94,150.886666666667,86.4466666666667,121.693333333333,0.33333333,0.66666667,97.8000030517578,84.0999984741211,-7.69168710708618,10.0863342285156,3.75519490242004,-5.27092695236206,0.0787287354469299,0.388775423169136,3.9364367723465,9.7193855792284,1,0.75,0.83333333,0,0.66666667,0.4,0.66666667,18.5,NA,0.33333333,0.66666667,NA,97.8074951171875,84.0846252441406,NA,-7.98767995834351,10.3458652496338,NA,2.21270513534546,-6.95508003234863,NA,0.0787287354469299,0.388775423169136,NA,3.9364367723465,9.7193855792284,1,0.66666667,0.83333333,0,1,0.4,0.5,2,86.9316711425781,21.6662502288818,0,0,90.4738,0,0,"2024-09-12",0
"Clay Holmes",13649,"2024-09-11","KCR",9,2024,"NYY","H",31,0,0,9,1,0,0,0,0,0,0,1,1,5,2,1,1,0,0,0,0,0,0,1,9,0,18,1,0,0,1,1,2,0,0,0,0,0.2,0,0.2,3.29696908401489,0,0.4,2,0.5,0.5,1.1664797782898,7.8335202217102,2.67848818451166,223.321069021099,26.4129717639571,64.7888072114456,1,0.5,0.25,0.25,0,0,0,0,7,9,16,-0.110936015844345,-0.219424039125443,0.108488023281097,-0.50900000333786,-0.0528556630015373,2.57786655426025,1.73000001907349,1.73000001907349,1.8452000617981,1,1,-0.0571574009954929,0.0141233596635205,0,1,0.875,96.78571429,0.125,87.5,NA,-0.237514913082123,-0.131305605173111,-1.69653509344373,-6.56528025865555,0.3,0.83333333,0.5,0.33333333,1,0.75,0.375,0.6,0.125,3,0,1,0,1,3,4,0.75,0,0.25,0,0.25,0.75,5.71792206494233,20,60.52268,20,47.72631,59.83433,41.12291,20,56.92199,20,2.79023,8.26244,104.04,22.98,36.72,91.98,101.9,103.58,102.5325,32.845,45.0775,0.875,0.125,96.7928553989955,87.3000030517578,-8.37912750244141,1.53589117527008,2.83920070103237,-0.736479461193085,-0.194095630198717,-0.134158242493868,-1.38639735856227,-6.70791212469339,0.33333333,0.71428571,0.5,0.33333333,1,0.75,0.4375,17.54545455,NA,0.875,0.125,NA,96.8375505719866,87.3320999145508,NA,-8.7179205758231,1.81591498851776,NA,1.43946048191616,-2.43806505203247,NA,-0.194095630198717,-0.134158242493868,NA,-1.38639735856227,-6.70791212469339,0.4,0.66666667,0.5,0.5,1,0.75,0.375,4,99.1189422607422,11.9542007446289,0,0,108.48,2,0.5,"2024-09-11",0
"Clay Holmes",13649,"2024-09-08","@CHC",9,2024,"NYY","A",31,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-21.9492484807437,-22.5814263197472,1,0,1,0,0,0,0,0,3,9,12,0.0282800011336803,0,0.0282800011336803,0.468999981880188,0.0502679497003555,0.380533337593079,0.501999974250793,0.501999974250793,NA,0,1,0.0743812993168831,-6.45487463419581e-05,0,0,0.33333333,95.5,0.66666667,85,NA,0.177677527070045,0.555715203285217,4.44193817675114,6.94644004106522,0.2,0.42857143,0.33333333,0,1,0.75,0.58333333,0.66666667,0.08333333,1,0,0,1,0,0,1,1,0,0,1,0,0,-1.6035368972031,38.99326,56.40303,34.14368,80,50.16055,80,73.77293,56.19733,80,-1.35151,2.04983,104.8,59.38,68.8,141.48,98.23,125.56,129.253333333333,85.28,106.64,0.33333333,0.66666667,95.4249954223633,85.0125045776367,-8.48338222503662,4.77245092391968,2.31673860549927,-3.62506484985352,0.179690979421139,0.562131185084581,4.49227448552847,7.02663981355727,0,0.5,0.33333333,NA,0.75,0.75,0.66666667,17.66666667,NA,0.33333333,0.66666667,NA,95.8107986450195,85.3792877197266,NA,-8.73322486877441,4.80242156982422,NA,0.851672768592834,-5.13743257522583,NA,0.179690979421139,0.562131185084581,NA,4.49227448552847,7.02663981355727,0.5,0.25,0.33333333,0.5,1,0.75,0.66666667,1,82.4953231811523,-43.2712860107422,0,0,82.4953,0,0,"2024-09-08",0
