"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","XX%","wFB","wSL","wCH","wFB/C","wSL/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSI%","piSL%","pivCH","pivFA","pivSI","pivSL","piCH-X","piFA-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwSI","piwSL","piwCH/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Lucas Erceg",19360,"2024-09-26","@WSN",7,2024,"KCR","A",29,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.1538118692049,27.173712862954,2,0,1,0,0,0,0,0,3,8,11,0.03982799872756,0,0.03982799872756,0.49099999666214,0.0509864985942841,0.518800020217896,0.892400026321411,0.892400026321411,NA,0,1,0.0766807943582535,8.86682004263006e-05,0,0,0.81818182,98.44444444,0.09090909,86,0.09090909,91,NA,0.69838547706604,0.054188709706068,-0.0620911717414856,7.75983863406711,5.4188709706068,-6.20911717414856,0.4,0.5,0.45454545,1,0.66666667,0.8,0.54545455,0.66666667,0.09090909,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,-0.22795592219945,80,50.51621,80,61.223,47.06942,66.82597,NA,NA,NA,80,45.49832,80,73.30475,41.91387,80,-1.32243,2.09345,92.3,181.98,185.28,91.78,130.1,115.64,NA,NA,NA,106.38,150.34,161,93.1545454545454,136.656363636364,126.094545454545,0.81818182,NA,0.09090909,0.09090909,98.4888916015625,NA,85.6999969482422,90.8000030517578,-6.77466837565104,NA,-0.606325626373291,-9.52126407623291,8.07194519042969,NA,-2.48061656951904,2.73432111740112,0.707298666238785,NA,0.054773960262537,-0.0633736774325371,7.85887406931983,NA,5.4773960262537,-6.33736774325371,0.5,0.44444444,0.45454545,1,0.75,0.8,0.81818182,15.625,0.09090909,0.81818182,NA,0.09090909,91.2429962158203,98.9112684461806,NA,86.0941009521484,-9.35719966888428,-6.51450347900391,NA,-0.57599002122879,1.44933998584747,7.12135993109809,NA,-3.30548000335693,-0.0633736774325371,0.707298666238785,NA,0.054773960262537,-6.33736774325371,7.85887406931983,NA,5.4773960262537,0.33333333,0.5,0.45454545,1,0.75,0.8,0.72727273,2,101.215255737305,-7.09892225265503,0,0,103.102,2,1,"2024-09-26",0
"Lucas Erceg",19360,"2024-09-25","@WSN",7,2024,"KCR","A",29,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,1,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.1538118692049,27.173712862954,1,0.5,0.5,0,0,0,0,0,3,9,12,0.03982799872756,0,0.03982799872756,0.49099999666214,0.0509864985942841,0.518800020217896,0.892400026321411,0.892400026321411,NA,0,1,0.0766807943582535,8.86682004263006e-05,0,0,0.58333333,98.57142857,0.16666667,85.5,0.25,90.33333333,NA,0.398332685232162,0.160943478345871,0.210560604929924,5.69046693188803,8.04717391729355,7.01868683099747,0.5,0.5,0.5,0.66666667,0.66666667,0.66666667,0.5,1,0.16666667,1,1,0,1,0,1,2,0.5,0.5,0,0.5,0,0.5,4.02245588613467,58.13305,64.07313,43.68021,79.16666,53.10463,80,80,74.25288,80,52.2765,62.08279,30.34758,75.53358,59.70135,76.79304,-1.4609,1.88574,121.18,96.14,107.72,89.3,133.22,122.5,116.42,145.54,161.58,171.12,105.62,135.88,113.166666666667,120.376666666667,124.291666666667,0.5,0.08333333,0.16666667,0.25,98.4666646321615,98.9000015258789,85.25,90.4333292643229,-7.25168991088867,-10.322811126709,-0.283236771821976,-10.4322865804036,8.17567952473958,4.19948101043701,-0.68449342250824,4.0398530960083,0.347948301583529,0.054773960262537,0.162759348750114,0.213453639298677,5.79913835972548,5.4773960262537,8.13796743750572,7.11512130995591,0.6,0.42857143,0.5,0.66666667,0.66666667,0.66666667,0.58333333,18.11111111,0.25,0.5,0.08333333,0.16666667,90.8611958821615,98.895517985026,99.3469009399414,85.6985015869141,-10.0855331420898,-6.74395815531413,-10.0832004547119,0.081835001707077,2.50485340754191,7.10712051391602,2.84996008872986,-2.17640256881714,0.213453639298677,0.347948301583529,0.054773960262537,0.162759348750114,7.11512130995591,5.79913835972548,5.4773960262537,8.13796743750572,0.6,0.42857143,0.5,0.66666667,0.66666667,0.66666667,0.58333333,2,77.2895355224609,-22.6913185119629,0,0,95.0752,1,0.5,"2024-09-25",0
"Lucas Erceg",19360,"2024-09-24","@WSN",7,2024,"KCR","A",29,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.5648885419948,-22.5814263197472,1,0,1,0,0,0,0,0,3,9,12,0.440635979175568,0,0.440635979175568,1.10899996757507,0.115160949528217,5.04213333129883,4.35640001296997,4.35640001296997,NA,0,1,0.0886530503630638,-0.00126226748940624,1,0,0.41666667,98.4,0.33333333,85.25,0.25,90,NA,0.441204607486725,0.385293424129486,-0.0817876085639,8.8240921497345,9.63233560323715,-2.72625361879667,0.33333333,0.66666667,0.5,0,0.75,0.5,0.5,1,0.25,1,0,0,0,0,1,1,1,0,0,0,0,1,-1.67334769321943,33.44836,63.63824,20,65.54727,57.35593,58.18718,75.23101,63.48588,80,56.32048,46.39966,61.39849,55.74334,59.25091,53.13457,-0.2314,3.72999,94.88,78.2,81.24,66.96,197.68,179.44,103.38,158.04,167.12,112.2,124.6,125.5,94.3363636363636,134.916363636364,131.923636363636,0.25,0.16666667,0.33333333,0.25,98.5333251953125,97.5999984741211,85.2750015258789,90,-6.94647153218587,-9.29065322875977,0.642465054988861,-10.8647969563802,8.73705927530924,7.22012186050415,-2.04828500747681,3.06439940134684,0.353207670152187,0.094138327986002,0.389820918440819,-0.0839881040155888,11.7735890050729,4.7069163993001,9.74552296102047,-2.79960346718629,0.4,0.57142857,0.5,0,0.75,0.5,0.58333333,23.22222222,0.25,0.25,0.16666667,0.33333333,90.4327392578125,98.989003499349,98.0456008911133,85.6894989013672,-10.8789672851562,-6.49152374267578,-8.68252563476562,0.907313466072083,1.48936001459757,7.75290679931641,5.88346004486084,-3.32255244255066,-0.0839881040155888,0.353207670152187,0.094138327986002,0.389820918440819,-2.79960346718629,11.7735890050729,4.7069163993001,9.74552296102047,0.4,0.57142857,0.5,0,0.75,0.5,0.58333333,1,98.6379623413086,-16.772985458374,0,0,98.638,1,1,"2024-09-24",0
"Lucas Erceg",19360,"2024-09-17","DET",7,2024,"KCR","H",29,0,1,5.40000205993731,1,0,0,0,0,0,0,0,1.2,9,3,2,1,0,1,0,0,0,1,2,10.8000041198746,5.40000205993731,16.2000061798119,2,0,0,1,3,2,1,0,0,0,0.22222222,0.11111111,0.11111111,4.59798834417075,0,0.375,2.40000091552769,0.5,0.5,2.56647954940787,2.83352251052944,5.28809571882141,128.402619068937,61.9568964671887,129.709500252349,0.333333333,0.333333333,0.166666666,0.5,0.333333333,0,0,0,14,21,35,-0.143897995352745,-0.612763702869415,0.468865722417831,-0.756999969482422,-0.0741067007184029,2.50148010253906,2.47690010070801,2.35720014572144,0.619599997997284,1,1,-0.11979204416275,0.0622669032644936,0,1,0.4,99.21428571,0.42857143,86.26666667,0.17142857,92,NA,-1.40641915798187,0.535427212715149,0.1570093780756,-10.0458511284419,3.56951475143433,2.61682296792666,0.26315789,0.9375,0.57142857,0.4,0.93333333,0.8,0.45714286,0.44444444,0.11428571,2,1,3,3,1,2,6,0.33333333,0.16666667,0.5,0.5,0.16666667,0.33333333,3.94414045858804,80,65.6293,75.5088,49.53998,56.58446,46.77917,70.69445,73.72202,52.72504,53.12057,55.4874,46.46529,67.08022,62.77754,54.21906,-0.93572,2.67351,75.08,168.38,164.38,98.32,90.76,88.48,151.5,102.66,142.84,124.58,99.58,118.04,110.148571428571,108.866285714286,118.819428571429,0.31428571,0.08571429,0.42857143,0.17142857,99.2272727272727,98.9666646321615,86.2200032552083,91.8166707356771,-6.18030548095703,-10.056479771932,-0.988951047261556,-10.208033879598,8.84883048317649,3.96874841054281,-1.0049840927124,4.37474505106608,-1.4481022618711,0.0207708477973938,0.539693981409073,0.158608302474022,-13.16456601701,0.69236159324646,3.59795987606049,2.64347170790036,0.29411765,0.83333333,0.57142857,0.4,0.93333333,0.8,0.51428571,21.73076923,0.17142857,0.31428571,0.08571429,0.42857143,91.6895548502604,99.1061123934659,98.8536682128906,86.0967366536458,-10.1859334309896,-5.84839144620028,-9.73139953613281,-0.544825426737467,3.00008169809977,8.00392913818359,2.76241683959961,-2.44769541422526,0.158608302474022,-1.4481022618711,0.0207708477973938,0.539693981409073,2.64347170790036,-13.16456601701,0.69236159324646,3.59795987606049,0.31578947,0.875,0.57142857,0.5,0.92857143,0.8,0.45714286,6,80.7398376464844,20.1967569986979,1,0.16666667,101.321,1,0.16666667,"2024-09-17",0
"Lucas Erceg",19360,"2024-09-14","@PIT",7,2024,"KCR","A",29,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0.562229084014893,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-22.5648885419948,15.0336680287444,1,0,0.5,0.5,0,0,0,0,5,11,16,0.0193680003285408,-0.00432799989357591,0.0236959997564554,0.521000027656555,0.0519182831048965,0.234850004315376,0.462799996137619,0.462799996137619,NA,0,1,0.0153934359550476,0.0670762254145636,0,0,0.5,99.625,0.4375,86.71428571,0.0625,91,NA,-0.287648618221283,0.205624014139175,0.0572940893471241,-3.59560772776604,2.93748591627393,5.72940893471241,0.53846154,0.33333333,0.5,0.28571429,1,0.375,0.1875,0.5,0.3125,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,-1.08043736318202,80,65.42308,80,36.10397,55.81796,30.52403,73.02585,62.43673,57.57827,51.4256,54.9614,28.81533,61.33802,59.60333,42.8115,-0.57898,3.20862,82.52,180.56,170.42,100.68,78.74,78.1,131.62,119.94,147.7,108.74,97.54,108.28,110.80625,103.62875,114.47375,0.25,0.25,0.4375,0.0625,99.9000015258789,99.2749938964844,86.6857125418527,90.9000015258789,-6.73844861984253,-9.6256628036499,-1.96430288042341,-11.7436494827271,8.21014785766602,5.81028413772583,-2.60692187717983,5.1889181137085,-0.765533354133368,0.476886697113514,0.206965569406748,0.057969942688942,-19.1383338533342,11.9221674278378,2.95665099152497,5.7969942688942,0.46153846,0.66666667,0.5,0.16666667,1,0.375,0.1875,17.66666667,0.0625,0.25,0.25,0.4375,90.9010009765625,99.8830718994141,99.2713775634766,86.6506696428571,-11.2896003723145,-5.8364372253418,-9.07644271850586,-1.17107391357422,3.76577997207642,7.0447998046875,4.4970874786377,-4.28932734898159,0.057969942688942,-0.765533354133368,0.476886697113514,0.206965569406748,5.7969942688942,-19.1383338533342,11.9221674278378,2.95665099152497,0.46153846,0.66666667,0.5,0.16666667,1,0.375,0.1875,2,100.950149536133,5.1341381072998,0,0,108.919,1,0.5,"2024-09-14",0
"Lucas Erceg",19360,"2024-09-11","@NYY",7,2024,"KCR","A",29,0,0,0,1,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,2,9,0,4.5,2,0,0,2,1,2,0,0,0,0,0.28571429,0,0.28571429,2.12934133765022,0,0.142857142857143,0.5,0.2,1,1.1664797782898,-1.1664797782898,1.92248398140073,0,27.1538118692049,45.9812600371998,2,0.4,0.4,0.2,0,0,1,4.5,8,18,26,0.241088017821312,-0.0239720027893782,0.265060007572174,0.98199999332428,0.101972997188568,1.62851428985596,2.0278000831604,1.80519998073578,4.35640001296997,1,1,0.129630267620087,0.018411428619887,1,0,0.5,99.07692308,0.42307692,86.45454545,0.07692308,91,NA,1.15863001346588,-0.10521100461483,-0.0306317918002605,8.91253856512217,-0.956463678316636,-1.53158959001303,0.33333333,0.57142857,0.46153846,0.5,0.625,0.58333333,0.53846154,0.71428571,0.19230769,2,2,1,0,3,2,5,0.4,0.4,0.2,0,0.6,0.4,3.47348694628285,80,67.01017,80,80,71.8383,80,64.41371,60.28662,54.83035,52.13675,58.096,46.17842,71.59586,63.89797,63.00551,-1.21626,2.2527,112.26,199.88,215.74,98.72,148.62,141.72,119.72,106.44,130.8,117.58,102.34,117.4,115.817692307692,116.76,132.924615384615,0.11538462,0.38461538,0.42307692,0.07692308,99.1666666666667,98.85,86.4181795987216,90.5999984741211,-6.56136957804362,-9.13269500732422,-1.14268103512851,-10.7851600646973,9.4035816192627,6.66649627685547,-0.827011975375089,4.4755392074585,0.54667529836297,0.626954954117537,-0.108711771667004,-0.031825989484787,18.2225099454323,6.26954954117536,-0.988288833336397,-1.59129947423935,0.2,0.625,0.46153846,0.5,0.6,0.58333333,0.61538462,19.47368421,0.07692308,0.11538462,0.38461538,0.42307692,90.6580505371094,99.2147318522135,98.9080017089844,86.4414506392045,-10.8087501525879,-6.20341682434082,-8.97247543334961,-0.782432122664018,2.91718006134033,8.31749661763509,5.31729393005371,-2.30651716752486,-0.031825989484787,0.54667529836297,0.626954954117537,-0.108711771667004,-1.59129947423935,18.2225099454323,6.26954954117536,-0.988288833336397,0.2,0.625,0.46153846,0.5,0.6,0.58333333,0.61538462,5,90.4151489257813,7.21904830932617,0,0,108.069,2,0.4,"2024-09-11",0
"Lucas Erceg",19360,"2024-09-08","MIN",7,2024,"KCR","H",29,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,1,1,1,0,0,0,0,0.25,0,0.25,2.72685408401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.1538118692049,64.7888072114456,1,0.333333333,0.333333333,0.333333333,0,0,0,0,7,9,16,0.0788699835538864,-0.0767880007624626,0.155657976865768,0.534000039100647,0.0522760637104511,1.98804998397827,1.56200003623962,1.56200003623962,NA,0,1,0.0263561177998781,0.0133159146889934,1,0,0.375,97.83333333,0.4375,85,0.1875,91.33333333,NA,0.251895606517792,-0.291761428117752,0.304133981466293,4.19826010862986,-4.16802040168217,10.1377993822098,0.33333333,1,0.5,0.25,1,0.625,0.25,0.25,0.1875,2,0,1,0,2,1,3,0.66666667,0,0.33333333,0,0.66666667,0.33333333,3.08592805523968,80,52.80098,80,57.94281,64.97996,34.70725,38.95141,71.51787,32.20475,60.60629,54.56815,55.35289,68.5495,63.49869,59.64483,-1.027,2.53659,99.66,187.16,180.34,125.66,115.94,106.86,126.02,94.64,122.9,110.3,128.4,134.96,114.155,129.42,136.94125,0.125,0.25,0.4375,0.1875,98.1999969482422,97.9749984741211,85.2999965122768,91.2999979654948,-5.71658897399902,-9.56379508972168,-1.08089930670602,-10.1023737589518,9.20119094848633,5.79988193511963,-1.18993963514056,4.26630878448486,-0.0380783230066299,0.293234817683697,-0.297347411513329,0.30770480632782,-1.9039161503315,7.33087044209242,-4.24782016447612,10.256826877594,0.2,1,0.5,0,0.83333333,0.625,0.375,19.58333333,0.1875,0.125,0.25,0.4375,91.0682983398438,97.9635009765625,97.7845230102539,85.0713152204241,-10.1410903930664,-5.51100540161133,-9.55754470825195,-0.560654844556536,2.96153004964193,8.60915946960449,4.52103996276855,-2.90110288347517,0.30770480632782,-0.0380783230066299,0.293234817683697,-0.297347411513329,10.256826877594,-1.9039161503315,7.33087044209242,-4.24782016447612,0.22222222,0.85714286,0.5,0,0.83333333,0.625,0.4375,3,92.3256632486979,19.7125333150228,0,0,97.5177,1,0.33333333,"2024-09-08",0
"Lucas Erceg",19360,"2024-09-07","MIN",7,2024,"KCR","H",29,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,1,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.1538118692049,102.403901559937,0,0,0,1,0.5,0,0,0,2,9,11,0.0788699835538864,0,0.0788699835538864,0.533999979496002,0.0522760637104511,1.00880002975464,1.56200003623962,1.56200003623962,NA,0,1,0.0786716490983963,-0.000489669293073286,1,0,0.45454545,98.8,0.54545455,86.5,NA,NA,NA,0.341442406177521,0.442044109106064,NA,6.82884812355042,7.3674018184344,NA,0.4,0.66666667,0.54545455,0,1,0.66666667,0.54545455,1,0.18181818,1,0,1,1,1,0,2,0.5,0,0.5,0.5,0.5,0,-1.58276642057197,NA,NA,NA,80,57.74109,80,20,79.00815,20,26.58902,50.03231,22.53524,53.98187,57.54187,55.59125,-0.12197,3.89414,NA,NA,NA,105.02,152.74,153.98,141.14,-31.84,23.34,127.2,53.06,67.08,120.401818181818,81.5890909090909,94.7036363636364,0.36363636,0.09090909,0.54545455,NA,98.9499969482422,98.9000015258789,86.4000040690104,NA,-6.88179683685303,-10.0259160995483,-0.23507962624232,NA,9.14527893066406,5.5890212059021,-1.89242426554362,NA,0.375752199441195,-0.0483221560716629,0.478173349052668,NA,9.39380498602986,-4.83221560716629,7.96955581754446,NA,0.66666667,0.5,0.54545455,0,1,0.66666667,0.72727273,19.75,NA,0.36363636,0.09090909,0.54545455,NA,98.8741226196289,98.8042984008789,86.2802124023438,NA,-6.47067260742188,-9.79998970031738,0.289179484049479,NA,8.08780765533447,3.91145992279053,-3.49287668863932,NA,0.375752199441195,-0.0483221560716629,0.478173349052668,NA,9.39380498602986,-4.83221560716629,7.96955581754446,0.66666667,0.5,0.54545455,0,1,0.66666667,0.72727273,2,87.1616821289062,51.0081748962402,0,0,92.9036,0,0,"2024-09-07",0
"Lucas Erceg",19360,"2024-09-04","CLE",7,2024,"KCR","H",29,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.1538118692049,64.7888072114456,1,0,0.5,0.5,0,0,0,0,6,9,15,0.0359760075807571,0,0.0359760075807571,0.533999979496002,0.0522760637104511,0.45893332362175,0.79339998960495,0.79339998960495,NA,0,1,0.0786965787410736,-0.000306089907431292,0,0,0.6,99.22222222,0.2,86,0.2,92,NA,0.195297569036484,0.352713823318481,0.180209636688232,2.16997298929426,11.7571274439494,6.00698788960775,0.4,0.8,0.53333333,0.75,1,0.875,0.33333333,0.66666667,0.06666667,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,-0.387857658594256,80,67.45525,80,45.50461,55.58117,44.32953,75.61503,49.62918,47.20516,80,72.07784,61.45728,77.14016,61.56206,65.63745,-1.56071,1.73603,99.98,185.34,199.62,100.76,89.92,88.62,109.6,72.3,102.92,102.8,143.5,156.42,102.190666666667,117.370666666667,126.286666666667,0.46666667,0.13333333,0.2,0.2,99.2000034877232,99.5999984741211,85.5666707356771,91.9333292643229,-6.18740953717913,-9.71823787689209,0.397231896718343,-10.1787414550781,8.72468621390206,5.71507740020752,-1.60275332132975,3.72278213500977,-0.0175279192626476,0.213400110602379,0.357729453593493,0.183122098445892,-0.250398846609252,10.6700055301189,11.9243151197831,6.10406994819641,0.42857143,0.625,0.53333333,0.66666667,1,0.875,0.53333333,21,0.2,0.46666667,0.13333333,0.2,91.6415303548177,98.9292428152902,99.3426513671875,85.2532958984375,-9.94004948933919,-5.8388671875,-9.38426971435547,0.915756543477376,2.14309326807658,7.67727606637137,4.43908977508545,-3.22673988342285,0.183122098445892,-0.0175279192626476,0.213400110602379,0.357729453593493,6.10406994819641,-0.250398846609252,10.6700055301189,11.9243151197831,0.42857143,0.625,0.53333333,0.66666667,1,0.875,0.53333333,2,85.0060272216797,7.06297206878662,0,0,86.5645,0,0,"2024-09-04",0
"Lucas Erceg",19360,"2024-09-03","CLE",7,2024,"KCR","H",29,0,0,40.5000422448361,1,0,0,0,0,0,0,0,0.2,5,2,3,3,0,0,0,1,0,0,2,27.000028163224,0,27.000028163224,2,1,0,1,0,1,0,1,0,0,0.4,0,0.4,1.04688908401489,0,0.5,3.00000312924711,1,0,1.66647821366624,38.8335640311698,1.66647821366624,963.020280162619,39.5834480764798,39.6124587345978,1,0.5,0.5,0,0,0,0,0,8,19,27,-0.00506199803203344,-0.0422759987413883,0.0372139997780323,-0.261999994516373,-0.0256485491991043,0.497480005025864,0.284799993038177,0.284799993038177,0.858200013637543,1,1,-0.0388749055564404,0.0286996261866287,0,0,0.51851852,99.28571429,0.37037037,85.6,0.11111111,91,NA,-0.35967293381691,0.0886845588684082,-0.479063183069229,-2.5690923844065,0.886845588684082,-15.9687727689743,0.3125,0.72727273,0.48148148,0.2,1,0.69230769,0.40740741,1,0.14814815,0,0,2,1,1,0,2,0,0,1,0.5,0.5,0,4.73224837890044,80,70.40879,80,66.67622,55.05185,70.18392,20,35.66386,25.66265,64.43872,61.21832,45.59139,67.56783,57.52856,62.31339,-0.96601,2.62808,112.02,185.1,188.64,108.82,103.62,105.24,125.38,100.82,113,119.16,99.32,118.14,115.458518518519,110.665925925926,120.434074074074,0.33333333,0.18518519,0.37037037,0.11111111,99.2222222222222,99.3599975585937,85.4799987792969,91.0999959309896,-6.9145868089464,-8.85133361816406,-0.00870261937379837,-9.06233342488607,8.40565829806858,6.42689666748047,-2.37624988555908,4.12745062510173,-0.310431949794292,-0.0560689233243465,0.074938990175724,-0.486331328749657,-3.44924388660325,-1.12137846648693,0.74938990175724,-16.2110442916552,0.42857143,0.53846154,0.48148148,0.33333333,1,0.69230769,0.48148148,21.59090909,0.11111111,0.37037037,0.14814815,0.37037037,90.9211629231771,99.0246398925781,99.3042984008789,85.2987487792969,-8.79782676696777,-6.65901336669922,-8.48503017425537,0.620689249038696,2.78694343566895,7.52497329711914,4.88907527923584,-3.80618591308594,-0.486331328749657,-0.400227881968021,0.0337270088493824,0.074938990175724,-16.2110442916552,-4.00227881968021,0.84317522123456,0.74938990175724,0.41666667,0.53333333,0.48148148,0.2,1,0.69230769,0.55555556,2,68.0730285644531,-7.5608491897583,0,0,79.5046,0,0,"2024-09-03",0
