"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","SF%","SFv","XX%","wFB","wSL","wSF","wFB/C","wSL/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFS%","pfxSL%","pfxvFA","pfxvFS","pfxvSL","pfxFA-X","pfxFS-X","pfxSL-X","pfxFA-Z","pfxFS-Z","pfxSL-Z","pfxwFA","pfxwFS","pfxwSL","pfxwFA/C","pfxwFS/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFC%","piFS%","piSL%","pivFC","pivFS","pivSL","piFC-X","piFS-X","piSL-X","piFC-Z","piFS-Z","piSL-Z","piwFC","piwFS","piwSL","piwFC/C","piwFS/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Porter Hodge",26413,"2024-09-28","CIN",17,2024,"CHC","H",23,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,30.6521753455268,29.9783111930123,2,0,1,0,0,0,0,0,5,7,12,0.0302560050040483,0,0.0302560050040483,0.468999981880188,0.0502679497003555,0.40200001001358,0.705200016498566,0.705200016498566,NA,0,1,0.0755616649985313,-0.000297972833383772,0,0,0.58333333,95.57142857,0.41666667,83.2,NA,NA,NA,0.476793855428696,0.202371537685394,NA,6.81134079183851,4.04743075370789,NA,0,0.75,0.5,NA,0.83333333,0.83333333,0.66666667,0.33333333,0.08333333,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,-0.210843624364176,80,64.44139,75.17181,65.68867,80,40.66374,NA,NA,NA,80,75.74787,64.89369,-2.09366,0.9366,94.78,171.88,171.34,132.66,124.46,167.38,NA,NA,NA,110.563333333333,152.121666666667,169.69,0.58333333,NA,0.41666667,95.3999982561384,NA,83.2400024414062,-1.07557732718331,NA,8.94929656982422,8.65483256748744,NA,0.323596525192261,0.482845518738031,NA,0.204496823251247,6.89779312482902,NA,4.08993646502495,0,0.75,0.5,NA,0.83333333,0.83333333,0.66666667,15.22222222,0.58333333,NA,0.41666667,95.9896589006696,NA,83.8349609375,-0.444196564810617,NA,10.0789581298828,7.52648707798549,NA,-1.16435298919678,0.482845518738031,NA,0.204496823251247,6.89779312482902,NA,4.08993646502495,0,0.75,0.5,NA,0.83333333,0.83333333,0.66666667,2,103.633087158203,-3.70634007453918,0,0,109.454,2,1,"2024-09-28",0
"Porter Hodge",26413,"2024-09-27","CIN",17,2024,"CHC","H",23,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,30.6521753455268,66.5170884121943,1,0,0.5,0.5,0,0,0,0,1,7,8,0.154920011758804,0,0.154920011758804,0.468999981880188,0.0502679497003555,2.0773332118988,2.81959986686707,2.81959986686707,NA,0,1,0.0746698975563049,-9.3507561943651e-05,1,0,0.5,96,0.5,84.25,NA,NA,NA,0.477937787771225,0.250283271074295,NA,11.9484446942806,6.25708177685738,NA,0.66666667,0.6,0.625,0,1,0.6,0.625,0.66666667,0.25,0,2,0,0,2,0,2,0,1,0,0,1,0,-0.35874178519418,80,72.97672,80,64.78715,68.36497,52.88194,NA,NA,NA,80,75.16909,80,-2.64495,0.10967,103.08,125.92,125.04,114.56,123.36,138.62,NA,NA,NA,108.82,124.64,131.83,0.5,NA,0.5,96,NA,84.125,-1.732457280159,NA,7.94808149337769,9.33834266662598,NA,1.43953704833984,0.483947291970253,NA,0.252776421606541,12.0986822992563,NA,6.31941054016352,0.66666667,0.6,0.625,0,1,0.6,0.625,13.2,0.5,NA,0.5,96.5182037353516,NA,84.6371459960938,-1.09660458564758,NA,9.02346229553223,8.12267303466797,NA,-0.227991253137589,0.483947291970253,NA,0.252776421606541,12.0986822992563,NA,6.31941054016352,0.66666667,0.6,0.625,0,1,0.6,0.625,2,101.424499511719,4.06394958496094,0,0,108.875,1,0.5,"2024-09-27",0
"Porter Hodge",26413,"2024-09-20","WSN",17,2024,"CHC","H",23,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.7656849361152,-18.3531359984531,1,0,1,0,0,0,0,0,0,9,9,0.0687279850244522,0,0.0687279850244522,0.468999981880188,0.0502679497003555,0.914799988269806,1.43840003013611,1.43840003013611,NA,0,1,0.0756606683135033,-0.000531693777288067,1,0,0.22222222,97,0.66666667,84.16666667,0.11111111,91,NA,0.200806200504303,0.359378337860107,0.161890506744385,10.0403100252151,5.98963896433512,16.1890506744385,1,0.5,0.55555556,1,0.5,0.6,0.88888889,1,0.22222222,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.5477320749365,80,69.91143,80,80,60.8539,80,80,56.1731,80,80,69.77831,80,-3.65466,-1.4049,111.94,198.2,197.88,109.1,128.78,133.44,138.1,104.26,127.52,112.953333333333,141.482222222222,147.102222222222,0.22222222,0.11111111,0.66666667,97,91,84.25,-1.072674036026,-2.91853189468384,6.97883224487305,9.14969062805176,2.32988238334656,0.419658303260803,0.203088968992233,0.163724601268768,0.363651983439922,10.1544484496117,16.3724601268768,6.06086639066537,1,0.5,0.55555556,1,0.5,0.6,0.88888889,13.16666667,0.22222222,0.11111111,0.66666667,97.2149047851562,91.2453002929688,84.4721171061198,-0.460700035095215,-2.33880996704102,7.9304453531901,7.88754987716675,1.02858996391296,-0.86305578549703,0.203088968992233,0.163724601268768,0.363651983439922,10.1544484496117,16.3724601268768,6.06086639066537,1,0.5,0.55555556,1,0.5,0.6,0.88888889,1,73.7554016113281,8.28023242950439,0,0,73.7554,0,0,"2024-09-20",0
"Porter Hodge",26413,"2024-09-19","WSN",17,2024,"CHC","H",23,0,0,0,1,0,0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,9,9,0,0,0,1,2,1,0,0,0,0,0,0.2,-0.2,9.24976908401489,0,0.25,2,0.25,1,6.1664797782898,-6.1664797782898,9.19049659073353,0,154.196826049632,223.88448361004,0.5,0.25,0.25,0.5,0,0,0,0,9,11,20,0.154920011758804,-0.210299953818321,0.365219950675964,0.468999981880188,0.0502679534256458,4.36140012741089,2.81959986686707,2.81959986686707,NA,0,1,-0.00300310552120209,0.0385238115406178,1,0,0.2,96.25,0.8,83.125,NA,NA,NA,-0.104980304837227,-0.255337357521057,NA,-2.62450762093067,-1.59585848450661,NA,0.18181818,0.77777778,0.45,0,0.71428571,0.55555556,0.45,0.2,0.2,2,2,0,0,1,3,4,0.5,0.5,0,0,0.25,0.75,7.16614277911853,33.75493,76.74041,21.91493,25.42852,63.76647,20,NA,NA,NA,24.21844,74.78469,20,1.72712,6.66777,99.74,76.24,81.82,111.1,47.26,63.66,NA,NA,NA,108.828,53.056,67.292,0.2,NA,0.8,96.2249984741211,NA,83.2375030517578,-0.0235494188964367,NA,9.1030912399292,8.47871398925781,NA,-1.1576771736145,-0.107380170375109,NA,-0.25987983494997,-2.68450425937772,NA,-1.62424896843731,0.27272727,0.66666667,0.45,0,0.83333333,0.55555556,0.45,17.06666667,0.2,NA,0.8,96.361572265625,NA,83.3383865356445,0.859165966510773,NA,9.98303413391113,7.38074970245361,NA,-2.47923493385315,-0.107380170375109,NA,-0.25987983494997,-2.68450425937772,NA,-1.62424896843731,0.27272727,0.66666667,0.45,0,0.83333333,0.55555556,0.45,4,94.060546875,25.2202777862549,0,0,105.132,2,0.5,"2024-09-19",0
"Porter Hodge",26413,"2024-09-14","@COL",17,2024,"CHC","A",23,0,0,18,1,0,0,0,0,0,0,1,1,5,1,2,2,1,1,0,0,0,0,2,18,9,9,2,0,0,0,2,0,0,0,0,0,0.4,0.2,0.2,4.22640908401489,9,0.25,2,0,0,15.1664797782898,2.83352022171021,5.19049659073353,449.505202223902,376.57719731702,127.221589227109,0,0,0,1,0,0.5,0,0,7,13,20,-0.380595982074738,-0.523648023605347,0.143052011728287,-1.37100005149841,-0.119321152567863,1.56120002269745,2.16479992866516,2.16479992866516,2.39759993553162,1,1,-0.235716342926025,-0.00806791055940695,0,1,0.45,96.44444444,0.55,84.45454545,NA,NA,NA,-1.19175601005554,0.249872028827667,NA,-13.2417334450616,2.27156389843334,NA,0.35714286,1,0.55,0.2,0.66666667,0.45454545,0.3,0.4,0.3,1,0,1,0,0,2,2,0.5,0,0.5,0,0,1,12.9751995336868,24.85947,71.30146,30.23665,37.94251,62.6692,38.0249,NA,NA,NA,28.19663,71.09055,31.65409,1.47997,6.29705,100.26,44.08,42.88,105.56,94.64,106.94,NA,NA,NA,103.175,71.888,78.113,0.45,NA,0.55,96.4111124674479,NA,84.2727272727273,-0.925762706332736,NA,6.93893640691584,7.17293124728733,NA,-0.522598093206232,-1.1936532817781,NA,0.251193299889565,-13.2628142419789,NA,2.2835754535415,0.41666667,0.75,0.55,0.2,0.66666667,0.45454545,0.4,15.13333333,0.45,NA,0.55,96.8128458658854,NA,84.6920166015625,-0.569735633002387,NA,7.48498604514382,6.86339653862847,NA,-1.03530823100697,-1.1936532817781,NA,0.251193299889565,-13.2628142419789,NA,2.2835754535415,0.41666667,0.75,0.55,0,0.66666667,0.36363636,0.4,2,98.1463928222656,35.706657409668,1,0.5,106.213,1,0.5,"2024-09-14",0
"Porter Hodge",26413,"2024-09-10","@LAD",17,2024,"CHC","A",23,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,1,1,0,0,0,0,0,0.25,-0.25,9.77622908401489,0,0,1,0,1,6.1664797782898,-6.1664797782898,7.67848818451166,0,154.196826049632,187.345706390858,1,0.333333333,0.333333333,0.333333333,0,0,0,0,8,10,18,0.0382199995219707,-0.0115799987688661,0.0498000010848045,0.477999985218048,0.0505820102989674,0.515666663646698,0.86599999666214,0.86599999666214,NA,0,1,0.0162194520235062,0.0578981945423705,0,0,0.5,96.55555556,0.5,84.55555556,NA,NA,NA,0.161979258060455,0.277442038059235,NA,1.79976953400506,3.08268931176927,NA,0,0.5,0.27777778,NA,0.8,0.8,0.55555556,1,0.05555556,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,9.98323868208222,32.52629,79.7262,27.8643,74.33079,66.73246,70.73117,NA,NA,NA,53.70175,78.28625,50.89541,-0.10456,3.92025,112.62,39.22,65.82,127.1,117.42,142.56,NA,NA,NA,119.86,78.32,104.19,0.5,NA,0.5,96.6000027126736,NA,84.6444430881076,-1.2602580388387,NA,8.35642751057943,9.75353495279948,NA,0.584768560197618,0.160927388817072,NA,0.2795574888587,1.78808209796747,NA,3.10619432065222,0,0.5,0.27777778,NA,0.8,0.8,0.55555556,12.25,0.5,NA,0.5,96.3944091796875,NA,84.4132690429688,-0.501025888654921,NA,9.7461920844184,8.81475406222873,NA,-0.761276563008626,0.160927388817072,NA,0.2795574888587,1.78808209796747,NA,3.10619432065222,0,0.5,0.27777778,NA,0.8,0.8,0.55555556,3,84.6185709635417,5.72705332438151,0,0,99.2572,1,0.33333333,"2024-09-10",0
"Porter Hodge",26413,"2024-09-08","NYY",17,2024,"CHC","H",23,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,1,0,0,0,0,0,0.25,0.25,0,6.21610408401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,104.77896576799,139.014259199392,1,0,0.5,0.5,0,0,0,0,8,8,16,0.154920011758804,-0.0747039839625359,0.22962398827076,0.468999981880188,0.0502679497003555,2.57872009277344,2.81959986686707,2.81959986686707,NA,0,1,0.034825537353754,0.0252507819772775,1,0,0.6875,96.72727273,0.3125,84.4,NA,NA,NA,0.00531814619898796,0.408976793289185,NA,0.0483467836271633,8.17953586578369,NA,0.25,1,0.4375,0.33333333,0.5,0.42857143,0.25,0.25,0.25,0,1,1,0,2,0,2,0,0.5,0.5,0,1,0,2.80832669040975,20,71.57358,20,66.34013,60.57425,64.8456,NA,NA,NA,21.17394,69.26452,20,1.91627,6.9515,107.12,13.04,30.8,115.86,105.74,119.4,NA,NA,NA,109.85125,42.00875,58.4875,0.6875,NA,0.3125,96.9000022194602,NA,84.1599975585937,-1.56712098555131,NA,7.61344528198242,9.26608415083452,NA,0.344057273864746,0.000830922275781631,NA,0.413897499442101,0.0075538388707421,NA,8.27794998884201,0.27272727,0.8,0.4375,0.33333333,0.5,0.42857143,0.3125,16.83333333,0.6875,NA,0.3125,97.3033780184659,NA,84.5214599609375,-0.817290566184304,NA,8.52201995849609,8.09994506835938,NA,-1.3052077293396,0.000830922275781631,NA,0.413897499442101,0.0075538388707421,NA,8.27794998884201,0.3,0.66666667,0.4375,0.33333333,0.5,0.42857143,0.375,2,77.3606872558594,14.3901405334473,0,0,77.8196,0,0,"2024-09-08",0
"Porter Hodge",26413,"2024-09-04","PIT",17,2024,"CHC","H",23,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,80.0700356271687,78.3097583844777,3,0,1,0,0,0,0,0,1,8,9,4.40073017671239e-05,0,4.40073017671239e-05,0.468999981880188,0.0502679497003555,0,0,0,NA,0,1,0,NA,0,0,0.44444444,96.5,0.55555556,84.4,NA,NA,NA,0.317358374595642,0.318897306919098,NA,7.93395936489105,6.37794613838196,NA,0.6,0.5,0.55555556,0.33333333,1,0.6,0.44444444,0.66666667,0.22222222,0,3,0,1,2,0,3,0,1,0,0.33333333,0.66666667,0,1.33365127046723,76.80017,71.67756,67.20107,80,59.44451,80,NA,NA,NA,80,69.22268,80,-2.82163,-0.15535,114.3,106.4,112,110.58,136.62,144.68,NA,NA,NA,112.233333333333,123.188888888889,130.155555555556,0.44444444,NA,0.55555556,96.3499984741211,NA,84.5600036621094,0.975569188594818,NA,8.61531295776367,8.59591484069824,NA,-0.895462226867676,0.321339312940836,NA,0.322879772633314,8.0334828235209,NA,6.45759545266628,0.5,0.6,0.55555556,0,1,0.6,0.55555556,12.66666667,0.44444444,NA,0.55555556,96.7289276123047,NA,84.9309387207031,1.37604212760925,NA,9.2742561340332,7.7186074256897,NA,-2.2588077545166,0.321339312940836,NA,0.322879772633314,8.0334828235209,NA,6.45759545266628,0.5,0.6,0.55555556,0,1,0.6,0.55555556,3,74.4085795084635,-18.4656499226888,0,0,85.4422,0,0,"2024-09-04",0
"Porter Hodge",26413,"2024-08-31","@WSN",17,2024,"CHC","A",23,0,0,0,1,0,0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,0,0,2,18,9,9,2,0,0,1,0,1,0,0,0,0,0.4,0.2,0.2,3.64632908401489,0,0.25,2,0.5,1,2.1664797782898,-2.1664797782898,2.1664797782898,0,55.3611054863477,54.144034788745,1,0.5,0.5,0,0,0,0,0,7,10,17,0.0890479981899261,-0.152375996112823,0.24142399430275,0.49099999666214,0.0509864985942841,2.74079990386963,1.80440008640289,1.80440008640289,NA,0,1,-0.0140954619273543,0.0465852464111478,1,0,0.52941176,96.55555556,0.47058824,83.75,NA,NA,NA,-0.362482815980911,0.31799653172493,NA,-4.02758684423235,3.97495664656162,NA,0.3,0.57142857,0.41176471,0.66666667,1,0.85714286,0.41176471,0.4,0.05882353,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,4.37700582626616,77.43255,71.89907,67.33091,45.40494,64.7369,26.04938,NA,NA,NA,67.25684,72.18339,48.37737,-0.94669,2.65706,100.92,93.3,99.6,130.12,85.6,109.62,NA,NA,NA,114.661176470588,89.6764705882353,104.315294117647,0.52941176,NA,0.47058824,96.5111083984375,NA,83.6500015258789,-1.91563860575358,NA,9.39520835876465,9.81884002685547,NA,-0.103308953344822,-0.371903028339148,NA,0.309163425117731,-4.13225587043497,NA,3.86454281397164,0.125,0.66666667,0.41176471,0,1,0.85714286,0.52941176,16.91666667,0.52941176,NA,0.47058824,96.5992431640625,NA,83.7260360717773,-1.17086844974094,NA,10.4848375320435,8.6454832288954,NA,-1.45406365394592,-0.371903028339148,NA,0.309163425117731,-4.13225587043497,NA,3.86454281397164,0.125,0.66666667,0.41176471,0,1,0.85714286,0.52941176,2,88.8425903320312,2.44887924194336,0,0,104.576,1,0.5,"2024-08-31",0
"Porter Hodge",26413,"2024-08-28","@PIT",17,2024,"CHC","A",23,1,0,0,1,0,0,0,0,0,0,0,2,8,1,0,0,0,1,0,0,0,0,3,13.5,4.5,4.5,3,0,0,1,1,2,1,0,0,0,0.375,0.125,0.25,2.78832283401489,0,0.142857142857143,1,0.25,1,1.6664797782898,-1.6664797782898,2.42248398140073,0,43.0066404159372,60.3305616004696,1,0.5,0.25,0.25,1,0,6,27,15,21,36,0.0344699993729591,-0.01313198171556,0.0476019829511642,1.04200005531311,0.103836573660374,0.264550000429153,0.354000002145767,0.245200008153915,NA,0,1,0.0642185881733894,0.0660781395417565,0,0,0.66666667,96.16666667,0.30555556,83.81818182,0.02777778,91,NA,0.497153908014297,0.332170695066452,-0.0373910665512085,2.07147461672624,3.0197335915132,-3.73910665512085,0.19047619,0.86666667,0.47222222,0.5,0.84615385,0.76470588,0.41666667,0.375,0.11111111,2,1,1,1,1,2,4,0.5,0.25,0.25,0.25,0.25,0.5,3.39215121714508,59.1749,68.73141,47.96218,50.63092,66.27705,43.39038,20,32.66689,20.25684,56.26562,68.05807,45.93762,-0.26385,3.68132,99.84,94.28,95.38,122.26,89.64,102.62,106.74,63.24,46.42,106.882222222222,92,96.2322222222222,0.66666667,0.02777778,0.30555556,96.0791625976562,91.4000015258789,83.7999988902699,-1.25284496943156,-5.28512048721313,6.96541179310192,8.65474065144857,4.32473564147949,0.231522256677801,0.480699244886637,-0.0380783230066299,0.334312748163939,2.00291352036099,-3.80783230066299,3.03920680149035,0.16666667,0.77777778,0.47222222,0.33333333,0.85714286,0.76470588,0.5,17.67857143,0.66666667,0.02777778,0.30555556,96.0066630045573,91.2571029663086,83.7194990678267,-0.432217756907145,-4.50882005691528,8.16639709472656,7.60500780741374,2.67279005050659,-1.17135516079989,0.480699244886637,-0.0380783230066299,0.334312748163939,2.00291352036099,-3.80783230066299,3.03920680149035,0.26666667,0.61904762,0.47222222,0.25,0.92307692,0.76470588,0.58333333,4,94.8616943359375,20.2187461853027,0,0,107.273,2,0.5,"2024-08-28",0
