"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","XX%","wFB","wSL","wCB","wFB/C","wSL/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxvFA","pfxvSI","pfxvSL","pfxFA-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwSI","pfxwSL","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piSI%","piSL%","pivFA","pivSI","pivSL","piFA-X","piSI-X","piSL-X","piFA-Z","piSI-Z","piSL-Z","piwFA","piwSI","piwSL","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Cionel Perez",19614,"2024-09-04","CHW",2,2024,"BAL","H",28,0,0,18,1,0,0,0,0,0,0,0,1,7,2,2,2,0,2,0,0,0,0,1,9,18,18,0.5,0,0,3,0,1,0,0,0,0,0.14285714,0.28571429,-0.14285714,7.35740254864657,0,0.4,4,0.5,0.5,7.1664797782898,10.8335202217102,7.1664797782898,458.406881459742,179.299984769911,176.439130411058,3,0.25,0.75,0,0,0,0,0,15,21,36,-0.00431999983265996,-0.00503999972715974,0.000719999836292118,-1.53299999237061,-0.164838716387749,0.0280000008642673,0.0199999995529652,0.0199999995529652,NA,0,1,-0.0986034423112869,-0.0556822612357082,0,0,0.52777778,95.94736842,0.47222222,82.76470588,NA,NA,NA,-0.327201813459396,-0.538073182106018,NA,-1.72211480768103,-3.16513636532952,NA,0.27272727,0.57142857,0.38888889,0.66666667,0.875,0.78571429,0.38888889,0.85714286,0.08333333,1,1,2,2,2,0,4,0.25,0.25,0.5,0.5,0.5,0,7.28406637927132,80,57.52192,80,20,51.98471,20,54.95618,62.40577,40.81609,51.21633,59.91064,41.75904,0.04984,4.15185,92.26,137.2,138.7,129.6,27.7,66.62,112.84,110.18,108.72,115.462222222222,84.8988888888889,98.5138888888889,0.16666667,0.36111111,0.47222222,96.7166646321615,95.6153846153846,82.7705867991728,4.15474987030029,9.39099473219651,-7.45951125201057,8.86557133992513,3.5126821077787,-3.12241296207204,-0.334511175751686,-0.00349344313144684,-0.549706723541021,-5.5751862625281,-0.026872639472668,-3.23356896200601,0.23809524,0.6,0.38888889,0.6,0.88888889,0.78571429,0.41666667,19.75,0.16666667,0.36111111,0.47222222,96.6744181315104,95.5846135066106,82.7242288028493,3.38445663452148,8.71081073467548,-8.59127987132353,7.85487492879232,2.2012085547814,-4.66865001005285,-0.334511175751686,-0.00349344313144684,-0.549706723541021,-5.5751862625281,-0.026872639472668,-3.23356896200601,0.21052632,0.58823529,0.38888889,0.5,0.9,0.78571429,0.47222222,4,78.4273910522461,-22.3313083648682,0,0,92.1387,0,0,"2024-09-04",0
"Cionel Perez",19614,"2024-08-31","@COL",2,2024,"BAL","A",28,0,0,0,1,0,0,0,0,0,0,0,0.1,3,0,0,0,0,2,0,0,0,0,0,0,54.0000563264481,0,0,0,0,0,1,0,0,0,0,0,0,0.66666667,-0.66666667,23.3345068337244,0,0,6.00000625849423,0,1,21.1664985537725,-21.1664985537725,25.702528503886,0,533.233681264751,637.570972530743,0,0,0,1,0,0,0,0,8,5,13,-0.0514320284128189,-0.0931160151958466,0.0416839867830276,-0.40200001001358,-0.0349869467318058,1.68580007553101,1.52320003509521,1.52320003509521,2.94400000572205,1,1,-0.0321587435901165,0.00164977093117385,0,0,0.84615385,95.27272727,0.15384615,83.5,NA,NA,NA,-0.105361714959145,-0.272667288780212,NA,-0.95783377235586,-13.6333644390106,NA,0.1,1,0.30769231,0,1,0.75,0.23076923,0.66666667,0.07692308,0,1,0,0,0,1,1,0,1,0,0,0,1,19.872421684463,NA,NA,NA,20,48.31732,20,20,37.76189,20,20,42.94952,20,4.31548,10.55031,NA,NA,NA,100.72,22.46,19.38,67.78,-81.18,-125.68,95.6523076923077,6.51538461538463,-2.93692307692307,NA,0.84615385,0.15384615,NA,95.3090931285511,83.1500015258789,NA,6.72347190163352,-4.55061721801758,NA,4.2926288951527,-3.4728844165802,NA,-0.111745148897171,-0.27948097884655,NA,-1.01586498997428,-13.9740489423275,0,0.8,0.30769231,NA,0.75,0.75,0.38461538,17.1,NA,0.84615385,0.15384615,NA,95.3990700461648,83.2046508789062,NA,6.19588886607777,-5.73443508148193,NA,3.90947896784002,-4.23081493377686,NA,-0.111745148897171,-0.27948097884655,NA,-1.01586498997428,-13.9740489423275,0,0.8,0.30769231,NA,0.75,0.75,0.38461538,1,93.1123580932617,29.6009788513184,0,0,93.1124,0,0,"2024-08-31",0
"Cionel Perez",19614,"2024-08-30","@COL",2,2024,"BAL","A",28,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,78.1762071033664,76.9288520456552,3,0,1,0,0,0,2,18,2,7,9,0.160600006580353,0,0.160600006580353,0.629000008106232,0.0547432526946068,1.96720004081726,2.53640007972717,2.53640007972717,1.15200006961823,1,1,0.0817794725298882,-0.000140593286253876,1,0,0.77777778,96,0.22222222,82,NA,NA,NA,0.520380258560181,0.115875445306301,NA,7.43400369371687,5.79377226531506,NA,0.57142857,0.5,0.55555556,1,1,1,0.22222222,1,0,2,1,0,1,2,0,3,0.66666667,0.33333333,0,0.33333333,0.66666667,0,1.34627574922926,NA,NA,NA,65.55289,61.88297,61.83564,37.31655,36.56021,46.06228,65.75191,53.40425,67.1985,-0.8532,2.79729,NA,NA,NA,104.9,113.18,115.76,117.98,68.46,67.04,107.806666666667,103.242222222222,104.933333333333,NA,0.77777778,0.22222222,NA,95.8428606305804,82.25,NA,6.4521004813058,-4.57552480697632,NA,3.29892267499651,-2.69465947151184,NA,0.526813689619303,0.117405388504267,NA,7.52590985170433,5.87026942521334,0.5,0.6,0.55555556,1,1,1,0.55555556,16,NA,0.77777778,0.22222222,NA,95.8227277483259,82.2243499755859,NA,5.82538713727679,-5.52127504348755,NA,2.8714771270752,-3.35192012786865,NA,0.526813689619303,0.117405388504267,NA,7.52590985170433,5.87026942521334,0.5,0.6,0.55555556,1,1,1,0.55555556,3,80.4766947428385,-16.8911730448405,0,0,90.8773,0,0,"2024-08-30",0
"Cionel Perez",19614,"2024-08-27","@LAD",2,2024,"BAL","A",28,0,0,0,1,0,0,0,0,0,1,0,1.1,4,0,0,0,0,0,0,0,0,0,1,6.75000160932579,0,0,1,0,0,1,1,1,0,0,0,0,0.25,0,0.25,2.72685408401489,0,0,0,0,1,1.66647942066184,-1.66647942066184,2.80048599569648,0,40.2547814372398,67.8238162491883,1,0.333333333,0.333333333,0.333333333,0,0,0,0,4,9,13,0.167780011892319,0,0.167780011892319,0.703000009059906,0.0743915364146233,1.67400002479553,2.18700003623962,1.9099999666214,1.82200002670288,1,1,0.100198343396187,2.86634181123069e-05,1,0,0.61538462,95.375,0.38461538,81.8,NA,NA,NA,0.744924485683441,0.221802160143852,NA,9.31155607104301,4.43604320287704,NA,0.16666667,0.71428571,0.46153846,1,1,1,0.53846154,0.75,0,3,0,0,0,1,2,3,1,0,0,0,0.33333333,0.66666667,2.88129104966942,42.98692,50.85008,44.07644,80,79.07957,80,48.23374,35.74575,49.15018,69.57212,49.86795,73.9176,-1.09053,2.4413,87.64,100.6,77.5,132.26,202.18,230.78,75.86,113.38,100.34,93.4061538461538,128.956923076923,121.656923076923,0.38461538,0.23076923,0.38461538,95.7,95.1333414713542,82.0200012207031,2.59645729064941,8.38445281982422,-6.2174991607666,7.25392608642578,4.47512976328532,-3.28202819824219,0.213400099426508,0.583047531545162,0.223895456641912,4.26800198853016,19.4349177181721,4.47790913283825,0,0.66666667,0.46153846,NA,1,1,0.69230769,18.33333333,0.38461538,0.23076923,0.38461538,95.452783203125,94.8741048177083,81.7481567382813,2.58047313690186,8.31079355875651,-6.78283004760742,6.37339019775391,3.51234340667725,-4.60579986572266,0.213400099426508,0.583047531545162,0.223895456641912,4.26800198853016,19.4349177181721,4.47790913283825,0,0.66666667,0.46153846,NA,1,1,0.69230769,3,95.2974141438802,10.7507781982422,1,0.33333333,107.73,1,0.33333333,"2024-08-27",0
"Cionel Perez",19614,"2024-08-25","HOU",2,2024,"BAL","H",28,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,0,0,1,0,0,0,0,1,9,9,9,1,0.5,0,2,1,0,0,1,0,0,0.2,0.2,0,5.60764908401489,0,0.25,2,0.333333333333333,0.5,4.1664797782898,-4.1664797782898,5.67848818451166,0,103.457151520003,139.421515985497,2,0,0.666666666,0.333333333,0,0,0,0,8,9,17,-0.0491999983787537,-0.0716200023889542,0.0224200077354908,-0.532999992370605,-0.0573118291795254,0.521200001239777,0.447999984025955,0.447999984025955,0.118000000715256,1,1,-0.0761383697390556,-0.0182591710547314,0,0,0.52941176,97.55555556,0.47058824,83.25,NA,NA,NA,-0.0155529044568539,-0.240978866815567,NA,-0.172810049520599,-3.01223583519459,NA,0.2,0.85714286,0.47058824,0.5,1,0.875,0.41176471,0.4,0.05882353,2,0,1,1,2,0,3,0.66666667,0,0.33333333,0.33333333,0.66666667,0,2.49065727286529,43.79176,62.03575,33.84786,20,77.68825,20,58.54906,54.50257,56.62809,35.5271,62.95823,30.13458,1.02456,5.61393,84.02,103.6,101.62,146.42,-23.38,9.72,93.74,131.24,122.26,99.6058823529412,94.1988235294118,95.1152941176471,0.35294118,0.17647059,0.47058824,97.3833312988281,97.4000040690104,83.2874984741211,3.24025344848633,8.5231081644694,-7.53069734573364,8.34287961324056,3.66515254974365,-3.31601095199585,0.0501344874501228,-0.0608725734055042,-0.24853753298521,0.835574790835381,-2.02908578018347,-3.10671916231513,0.2,0.85714286,0.47058824,0.5,1,0.875,0.41176471,21.33333333,0.35294118,0.17647059,0.47058824,97.2977193196615,97.3013712565104,83.181037902832,2.56147829691569,8.16044998168945,-8.54719161987305,7.57163174947103,2.77242660522461,-4.69688367843628,0.0501344874501228,-0.0608725734055042,-0.24853753298521,0.835574790835381,-2.02908578018347,-3.10671916231513,0.2,0.85714286,0.47058824,0.5,1,0.875,0.41176471,3,84.487070719401,-4.46706581115723,0,0,94.4842,0,0,"2024-08-25",0
"Cionel Perez",19614,"2024-08-21","@NYM",2,2024,"BAL","A",28,0,0,0,1,0,0,0,0,0,0,0,0.2,3,1,0,0,0,0,0,0,0,0,1,13.500014081612,0,13.500014081612,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.333333333333333,1.50000156462356,0.5,1,0.166476649042681,-0.166476649042681,0.166476649042681,0,2.33329474313559,2.29606542354053,2,0,1,0,0,0,0,0,4,8,12,0.0535140037536621,-0.0645660161972046,0.118080019950867,0.244999974966049,0.0266449153423309,2.29406666755676,1.78779995441437,1.78779995441437,1.76300001144409,1,1,0.0102684739977121,0.0130586613948507,0,0,0.66666667,95.25,0.33333333,81.25,NA,NA,NA,0.0823581889271736,0.0485989488661289,NA,1.02947736158967,1.21497372165322,NA,0.28571429,1,0.58333333,0.5,0.8,0.71428571,0.41666667,0.33333333,0.16666667,0,2,0,0,1,1,2,0,1,0,0,0.5,0.5,-0.21283949158737,41.14872,42.42312,36.53181,46.72365,55.51792,55.7391,70.18837,43.87617,61.11395,52.63179,42.12202,50.17367,-0.03809,4.01996,100.84,77.12,49.12,96.7,100.18,109.02,88.5,126.3,110.62,96.0366666666667,97.3566666666667,79.6033333333333,0.5,0.16666667,0.33333333,95.3333333333333,94.8999938964844,81.0749969482422,3.79579893747965,8.95633220672607,-8.07114887237549,7.61991882324219,3.54861402511597,-4.52933216094971,0.553248345851898,-0.471209865063429,0.0488484427332878,9.2208057641983,-23.5604932531714,1.2212110683322,0.25,0.75,0.58333333,0,0.83333333,0.71428571,0.66666667,17.55555556,0.5,0.16666667,0.33333333,95.88671875,95.4641494750977,81.6303253173828,3.33513323465983,8.46835041046143,-8.38124465942383,6.94438171386719,2.57512998580933,-5.3606424331665,0.553248345851898,-0.471209865063429,0.0488484427332878,9.2208057641983,-23.5604932531714,1.2212110683322,0.25,0.75,0.58333333,0,0.83333333,0.71428571,0.66666667,2,102.016891479492,0.283497333526611,0,0,113.161,1,0.5,"2024-08-21",0
"Cionel Perez",19614,"2024-08-20","@NYM",2,2024,"BAL","A",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.9475705631782,-22.5814263197472,1,0,1,0,0,0,0,0,6,8,14,0.00925000011920929,0,0.00925000011920929,0.458999991416931,0.0499184317886829,0.12446666508913,0.210400000214577,0.210400000214577,0.137799993157387,1,1,0.0771067291498184,-0.00278964101553461,0,0,0.5,96,0.5,82.57142857,NA,NA,NA,0.263370662927628,0.45870441198349,NA,3.76243804182325,6.55292017119271,NA,0.125,0.16666667,0.14285714,1,1,1,0.42857143,0.66666667,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-1.56238306439831,80,44.93082,80,27.47756,37.718,26.46666,66.14225,51.36947,77.50483,56.37355,46.44344,61.55087,-0.27055,3.67127,122.78,203.36,178.88,96.58,86.52,87.82,86.32,77.78,73.62,93.3214285714286,90.4957142857143,87.2242857142857,0.07142857,0.42857143,0.5,97.0999984741211,95.9000040690104,82.471426827567,3.88533043861389,7.90771929423014,-7.64704186575753,8.28023910522461,2.96729628245036,-3.60350281851632,0,0.266614612191916,0.463850971311331,0,4.44357686986526,6.62644244730473,0.125,0.16666667,0.14285714,1,1,1,0.42857143,15.72727273,0.07142857,0.42857143,0.5,97.4914016723633,96.3343505859375,82.8927873883929,3.3717999458313,7.5296885172526,-8.13714272635324,7.64307022094727,2.00139840443929,-4.76214272635324,0,0.266614612191916,0.463850971311331,0,4.44357686986526,6.62644244730473,0.22222222,0,0.14285714,1,NA,1,0.35714286,1,68.2281188964844,-16.1127033233643,0,0,68.2281,0,0,"2024-08-20",0
"Cionel Perez",19614,"2024-08-18","BOS",2,2024,"BAL","H",28,0,0,9,1,0,0,0,0,0,0,0,1,6,2,1,1,0,1,0,0,1,0,0,0,9,18,0,0,0,3,0,2,0,0,0,0,0,0.16666667,-0.16666667,6.17789573778489,0,0.4,3,0.4,0.66666667,6.1664797782898,2.8335202217102,6.1664797782898,229.203440729871,154.019040353275,151.561560819707,3,0.4,0.6,0,0,0,0,0,8,12,20,-0.0617199689149857,-0.122539989650249,0.0608200207352638,-0.990000009536743,-0.106451615691185,0.751142859458923,0.503999948501587,0.553999960422516,1.61600005626678,1,1,-0.09221101552248,0.0100429323971942,0,1,0.55,96.63636364,0.45,82.66666667,NA,NA,NA,-0.199540227651596,-0.700206398963928,NA,-1.81400206955996,-7.7800710995992,NA,0.2,0.8,0.5,0.5,1,0.9,0.5,0.5,0.05,3,1,1,0,3,2,5,0.6,0.2,0.2,0,0.6,0.4,10.2857415775045,54.99878,51.65551,57.68425,NA,NA,NA,76.07371,42.2772,76.48709,68.15027,46.75093,72.10889,-1.0022,2.57379,77.78,100.04,82.2,NA,NA,NA,82.48,140.56,131.1,79.895,118.274,104.205,0.55,NA,0.45,96.5545432350852,NA,82.7777777777778,4.37857055664062,NA,-6.49230448404948,8.00519006902521,NA,-3.27878718905979,-0.206303156912327,NA,-0.708216309547424,-1.87548324465752,NA,-7.86907010608249,0.25,0.66666667,0.5,0.5,1,0.9,0.6,18.78571429,0.55,NA,0.45,96.5693470348011,NA,82.765143500434,3.9201528375799,NA,-7.30115424262153,7.19719765403054,NA,-4.49151229858398,-0.206303156912327,NA,-0.708216309547424,-1.87548324465752,NA,-7.86907010608249,0.33333333,0.63636364,0.5,0.66666667,1,0.9,0.55,5,98.3474792480469,5.70683403015137,0,0,102.659,4,0.8,"2024-08-18",0
"Cionel Perez",19614,"2024-08-15","BOS",2,2024,"BAL","H",28,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,1,0,0,0,0,0,0.25,0.25,0,6.21610408401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,103.457151520003,139.421515985497,1,0,0.5,0.5,0,0,0,0,8,8,16,0.0206600073724985,-0.0129799721762538,0.0336399786174297,0.467000007629395,0.0502150543034077,0.38850000500679,0.453999996185303,0.453999996185303,0.316000014543533,1,1,0.0271301344037056,0.026048777066675,0,0,0.875,97.42857143,0.125,83.5,NA,NA,NA,0.612611949443817,-0.0818048268556595,NA,4.37579963888441,-4.09024134278297,NA,0.09090909,0.8,0.3125,1,0.5,0.6,0.3125,0.5,0.125,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,2.83491059689642,76.41057,67.62951,76.689,20,51.70401,20,20,53.98324,20,56.34433,61.44519,52.5091,-0.26874,3.67398,97.86,119.86,123.94,81.92,-86.76,-72.46,82.5,74.1,58.38,93.9475,88.3125,91.195,0.75,0.125,0.125,97.3499959309896,97.25,83.6500015258789,4.06925582885742,9.64019203186035,-7.67519283294678,9.24304072062174,5.83392000198364,-3.765709400177,0.830164805054665,-0.213927980512381,-0.0833708606660366,6.9180400421222,-10.696399025619,-4.16854303330183,0,0.625,0.3125,NA,0.6,0.6,0.5,17.41666667,0.75,0.125,0.125,97.2224731445312,97.160400390625,83.4808044433594,3.74049059549967,9.53734016418457,-8.28140449523926,8.48071416219076,4.77777481079102,-5.32851028442383,0.830164805054665,-0.213927980512381,-0.0833708606660366,6.9180400421222,-10.696399025619,-4.16854303330183,0,0.55555556,0.3125,NA,0.6,0.6,0.5625,2,81.6464538574219,12.8256635665894,0,0,87.1922,0,0,"2024-08-15",0
"Cionel Perez",19614,"2024-08-14","WSN",2,2024,"BAL","H",28,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.6143182700941,27.173712862954,2,0,1,0,0,0,0,0,2,8,10,0.0388999916613102,0,0.0388999916613102,0.467000007629395,0.0502150543034077,0.518666684627533,0.826000034809113,0.826000034809113,0.702000021934509,1,1,0.0753142833709717,-0.000314302045305428,0,0,0.7,96.71428571,0.3,82.66666667,NA,NA,NA,0.451807111501694,0.227358251810074,NA,6.45438730716705,7.57860839366913,NA,0.4,0.8,0.6,0.5,0.75,0.66666667,0.5,1,0.2,0,2,0,1,1,0,2,0,1,0,0.5,0.5,0,-0.21283949158737,27.10518,50.19283,44.43167,80,63.89544,80,67.65853,46.35934,71.21279,80,54.06505,80,-1.85857,1.28924,106.96,76.28,62.98,110.64,162.12,171.22,98.56,126.54,129.3,106.28,134.278,136.996,0.2,0.5,0.3,97.3499984741211,96.4,82.7999979654948,4.20388126373291,8.68418884277344,-7.66005261739095,8.84250831604004,4.25808792114258,-4.45964177449544,0.117405388504267,0.339787647128105,0.230149276554585,5.87026942521334,6.7957529425621,7.67164255181948,0.25,0.83333333,0.6,1,0.6,0.66666667,0.6,18.33333333,0.2,0.5,0.3,97.0844497680664,96.1533996582031,82.5068969726562,4.13944530487061,8.52513961791992,-8.17266654968262,7.97323513031006,3.17465000152588,-5.75278027852376,0.117405388504267,0.339787647128105,0.230149276554585,5.87026942521334,6.7957529425621,7.67164255181948,0.4,0.6,0.5,0.5,0.66666667,0.6,0.5,2,88.5669250488281,-15.1878929138184,0,0,95.156,1,0.5,"2024-08-14",0
"Cionel Perez",19614,"2024-08-11","@TBR",2,2024,"BAL","A",28,0,0,27.000028163224,1,0,0,0,0,0,0,1,0.1,3,2,1,1,0,0,0,0,0,0,0,0,0,54.0000563264481,0,0,0,0,2,1,0,0,0,0,0,0,0,9.75339574477623,0,0.666666666666667,6.00000625849423,0.666666666666667,0.5,3.1664797782898,23.8335483849342,12.2385396785169,687.611039423818,78.1762071033664,302.619653550456,0,0.333333333,0,0.666666666,0,0,0,0,4,5,9,-0.238706022500992,-0.301532000303268,0.0628259778022766,-0.907999992370605,-0.0997254252433777,1.96006667613983,0.457100003957748,0.914200007915497,1.78419995307922,1,1,-0.12192003428936,0.00013539022250561,0,1,0.55555556,95.2,0.44444444,82,NA,NA,NA,-1.34739315509796,0.375140190124512,NA,-26.9478631019592,9.37850475311279,NA,0,0.8,0.44444444,NA,0.75,0.75,0.55555556,0.33333333,0.11111111,1,2,0,1,1,1,3,0.33333333,0.66666667,0,0.33333333,0.33333333,0.33333333,5.38545094044508,22.8915,52.9606,20,80,55.58275,80,80,46.26237,80,62.95975,50.1242,63.76688,-0.67973,3.0575,107.06,77.92,74.4,80.62,122.42,118.18,73.34,174.68,166.14,89.1355555555556,125.868888888889,120.037777777778,0.44444444,0.11111111,0.44444444,95.2249984741211,94.8000030517578,82,3.21439790725708,9.96340751647949,-6.85324144363403,8.94293022155762,5.78398036956787,-1.87729001045227,-0.599084120243788,-0.76553338766098,0.380638737231493,-14.9771030060947,-76.553338766098,9.51596843078732,0,0.8,0.44444444,NA,0.75,0.75,0.55555556,18.83333333,0.44444444,0.11111111,0.44444444,95.1996765136719,94.7403030395508,81.9488067626953,2.95825004577637,9.96331977844238,-6.91297245025635,7.82115507125854,4.34635019302368,-3.40540266036987,-0.599084120243788,-0.76553338766098,0.380638737231493,-14.9771030060947,-76.553338766098,9.51596843078732,0,0.8,0.44444444,NA,0.75,0.75,0.55555556,3,79.9102071126302,31.0567576090495,0,0,101.195,1,0.33333333,"2024-08-11",0
"Cionel Perez",19614,"2024-08-10","@TBR",2,2024,"BAL","A",28,0,0,0,1,0,0,0,0,0,1,0,0.1,3,0,0,0,0,2,0,0,0,0,0,0,54.0000563264481,0,0,0,0,0,1,0,0,0,0,0,0,0.66666667,-0.66666667,23.3345068337244,0,0,6.00000625849423,0,1,21.1664985537725,-21.1664985537725,25.702528503886,0,533.233681264751,637.570972530743,0,0,0,1,0,0,0,0,9,6,15,0.0110520012676716,-0.136830002069473,0.147881999611855,-0.534999966621399,-0.0587589219212532,3.87686681747437,0.899100005626678,1.79820001125336,1.6923999786377,1,1,-0.0248954743146896,0.0277462302957454,0,0,0.6,96.44444444,0.4,83.33333333,NA,NA,NA,-0.29439303278923,-0.0836359709501266,NA,-3.27103369765811,-1.39393284916878,NA,0.18181818,0.25,0.2,1,1,1,0.26666667,0.33333333,0,1,0,0,0,1,0,1,1,0,0,0,1,0,19.872421684463,31.89061,50.93869,20,45.72683,58.87725,38.88967,49.53034,52.82317,47.89593,37.53021,51.56985,28.91736,0.90011,5.42726,84.38,65.34,46.72,104.66,179.82,204.04,97.1,120.22,115.58,90.82,94.924,84.752,0.53333333,0.06666667,0.4,96.3249969482422,95.8000030517578,83.1000010172526,4.19865703582764,9.13161087036133,-8.53830337524414,8.58149719238281,4.41334295272827,-3.40186786651611,-0.370170261710882,0.0652216598391533,-0.0862775295972824,-4.62712827138603,6.52216598391533,-1.43795882662137,0.11111111,0.33333333,0.2,1,1,1,0.4,22.09090909,0.53333333,0.06666667,0.4,96.3299255371094,95.8100967407227,83.0872701009115,4.17630386352539,9.03242015838623,-8.85933176676432,7.45458126068115,2.86383008956909,-5.25783189137777,-0.370170261710882,0.0652216598391533,-0.0862775295972824,-4.62712827138603,6.52216598391533,-1.43795882662137,0.11111111,0.33333333,0.2,1,1,1,0.4,1,91.6383438110352,43.7154083251953,0,0,91.6383,0,0,"2024-08-10",0
"Cionel Perez",19614,"2024-08-07","@TOR",2,2024,"BAL","A",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.6143182700941,64.7888072114456,1,0,0.5,0.5,0,0,0,0,4,7,11,0.0531459972262383,0,0.0531459972262383,0.84799998998642,0.0895932391285896,0.72706663608551,0.564099967479706,1.12819993495941,0.413399994373322,1,1,0.0767837092280388,-0.00368724930467661,0,0,0.63636364,95.57142857,0.36363636,82,NA,NA,NA,0.251944124698639,0.592789113521576,NA,3.59920178140913,14.8197278380394,NA,0.2,0.66666667,0.45454545,1,0.5,0.6,0.54545455,0.33333333,0.18181818,1,0,1,1,1,0,2,0.5,0,0.5,0.5,0.5,0,-0.362137671471596,NA,NA,NA,41.51131,63.60998,31.29377,31.14353,48.33177,33.22362,39.08729,57.62562,28.93371,0.80338,5.28216,NA,NA,NA,122.7,91.28,117.68,78.08,118.26,100.64,106.474545454545,101.090909090909,111.483636363636,NA,0.63636364,0.36363636,NA,95.6857125418527,82.1750030517578,NA,9.70566994803292,-6.61094284057617,NA,4.86399241856166,-2.60383915901184,NA,0.254612449556589,0.600248787552118,NA,3.63732070795127,15.006219688803,0.2,0.66666667,0.45454545,1,0.5,0.6,0.54545455,21.875,NA,0.63636364,0.36363636,NA,95.7177995954241,82.1899261474609,NA,9.37744685581752,-7.42027235031128,NA,3.86220005580357,-3.68856000900269,NA,0.254612449556589,0.600248787552118,NA,3.63732070795127,15.006219688803,0.2,0.66666667,0.45454545,1,0.5,0.6,0.54545455,2,68.0682907104492,1.59535217285156,0,0,79.308,0,0,"2024-08-07",0
