"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","wFB","wSL","wCH","wFB/C","wSL/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFC%","piFS%","piSI%","piSL%","piXX%","pivCH","pivFC","pivFS","pivSI","pivSL","pivXX","piCH-X","piFC-X","piFS-X","piSI-X","piSL-X","piXX-X","piCH-Z","piFC-Z","piFS-Z","piSI-Z","piSL-Z","piXX-Z","piwCH","piwFC","piwFS","piwSI","piwSL","piwXX","piwCH/C","piwFC/C","piwFS/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Brent Suter",13942,"2024-07-13","MIA",18,2024,"CIN","H",34,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0.5,0,2,1,1,0,1,0,0,0.2,0,0.2,2.84676908401489,0,0.2,1,0.25,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,28.1938011628592,66.5170884121943,2,0.25,0.5,0.25,0,0,0,0,2,12,14,0.0172400195151567,-0.0353699997067451,0.0526100173592567,0.560999989509583,0.0530496463179588,0.509833335876465,0.393999993801117,0.393999993801117,NA,0,1,-0.0280425921082497,0.0618576024302387,0,0,0.64285714,87.88888889,NA,NA,0.35714286,77,-0.431387722492218,NA,0.730082929134369,-4.7931969165802,NA,14.6016585826874,0.71428571,0.57142857,0.64285714,0.4,1,0.66666667,0.5,0.6,0.21428571,0,2,2,2,1,1,4,0,0.5,0.5,0.5,0.25,0.25,2.76764720624976,NA,80,80,80,80,63.26227,80,36.17855,46.43177,42.00778,NA,NA,NA,80,67.8895,80,-2.23116,0.73035,120.76,150.94,162.04,114.8,124.38,136.32,90.06,98.54,102.32,NA,NA,NA,111.627142857143,128.328571428571,138.22,0.42857143,0.21428571,NA,0.35714286,87.1666666666667,89.0999959309896,NA,76.9400024414062,-1.48898855845133,6.36620076497396,NA,6.57412872314453,7.91154225667318,8.34825261433919,NA,6.86348495483398,-0.489847682416439,0.0544858016073704,NA,0.73942943289876,-8.16412804027398,1.81619338691235,NA,14.7885886579752,0.66666667,0.625,0.64285714,0.5,0.8,0.66666667,0.57142857,11.77777778,0.35714286,0.42857143,NA,0.21428571,NA,NA,76.6547607421875,86.902353922526,NA,88.8288981119792,NA,NA,5.46903381347656,-2.81507174173991,NA,5.34384346008301,NA,NA,5.37445602416992,6.7140687306722,NA,7.17621358235677,NA,NA,0.73942943289876,-0.489847682416439,NA,0.0544858016073704,NA,NA,14.7885886579752,-8.16412804027398,NA,1.81619338691235,NA,NA,0.66666667,0.625,0.64285714,0.5,0.8,0.66666667,0.57142857,4,79.5683135986328,-10.18297290802,0,0,92.8429,0,0,"2024-07-13",0
"Brent Suter",13942,"2024-07-10","COL",18,2024,"CIN","H",34,0,0,9,1,0,0,0,0,0,0,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,27,0,0,0,4,0,1,0,0,0,0,0,0,0,1.04752908401489,0,0.6,3,0.6,0.66666667,3.1664797782898,5.8335202217102,3.1664797782898,205.19992942694,73.6482366464374,78.3097583844777,4,0.2,0.8,0,0,0,0,0,4,7,11,-0.0281799957156181,-0.0524899959564209,0.0243100002408028,-0.439000010490417,-0.0415130071341991,0.360199987888336,0.304000020027161,0.304000020027161,0.0719999969005585,1,1,-0.030781127512455,-0.0474531774935576,0,0,0.81818182,86.77777778,0.09090909,79,0.09090909,79,0.20768478512764,-0.502868592739105,-0.0620911717414856,2.30760872364044,-50.2868592739105,-6.20911717414856,0,0.83333333,0.45454545,NA,1,1,0.54545455,0.6,0,3,1,1,0,2,3,5,0.6,0.2,0.2,0,0.4,0.6,4.27073128305379,NA,20,55.26287,20,43.91925,65.93184,38.25724,20,46.32017,27.45039,29.92817,28.87715,51.95472,20.00141,51.69819,21.28977,1.98911,7.06076,86.82,-36.42,-26.46,108.02,78.74,103.7,87.74,71.92,86.44,91.66,117.14,106.16,97.2309090909091,69.2818181818182,85.8145454545455,0.45454545,0.36363636,0.09090909,0.09090909,85.6799987792969,87.875,79.0999984741211,79.0999984741211,-1.89029140472412,6.90011119842529,-0.674086272716522,7.11148118972778,7.44861679077148,8.18465995788574,0.362104862928391,8.48060703277588,0.366865929216146,-0.112860191613436,-0.510574221611023,-0.0633736774325371,7.33731858432293,-2.82150479033589,-51.0574221611023,-6.33736774325371,0,0.83333333,0.45454545,NA,1,1,0.54545455,17.5,0.09090909,0.45454545,NA,0.36363636,0.09090909,NA,78.9093017578125,85.502978515625,NA,87.6718521118164,78.8564987182617,NA,5.93332004547119,-3.12988586425781,NA,6.04867744445801,-1.99661004543304,NA,6.40616989135742,6.13234786987305,NA,6.86521244049072,-1.18133997917175,NA,-0.0633736774325371,0.366865929216146,NA,-0.112860191613436,-0.510574221611023,NA,-6.33736774325371,7.33731858432293,NA,-2.82150479033589,-51.0574221611023,NA,0,0.83333333,0.45454545,NA,1,1,0.54545455,5,103.419604492188,1.91794986724854,0,0,108.498,4,0.8,"2024-07-10",0
"Brent Suter",13942,"2024-07-09","COL",18,2024,"CIN","H",34,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,0,0,1,9,9,0,1,0,0,0,2,0,0,0,0,0,0.2,0.2,0,6.80632908401489,0,0,1,0,1,7.1664797782898,-7.1664797782898,10.1904965907335,0,164.557107613594,248.050207205773,0,0,0,1,0,0,0,0,10,11,21,0.00306001887656748,-0.00473995227366686,0.0077999709174037,0.560999989509583,0.0530496463179588,0.0706666707992554,0.0810000002384186,0.0810000002384186,NA,0,1,-0.0143853314220905,0.0576874828034703,0,0,0.61904762,87.69230769,0.0952381,79.5,0.28571429,76,0.00117891281843185,-0.111731298267841,0.219132080674171,0.00906856014178349,-5.58656491339207,3.65220134456952,0.21428571,0.71428571,0.38095238,0.66666667,0.6,0.625,0.33333333,0.8,0.14285714,0,0,2,0,2,0,2,0,0,1,0,1,0,6.20597432832038,NA,27.59962,53.28401,24.19429,58.11577,59.40846,24.72481,32.16531,30.57635,36.34298,20,60.0559,20,30.24301,46.4852,20,1.35284,6.10635,107.82,101.22,99.28,116.12,76.34,99.62,99.3,56.84,72.06,95.42,55.74,41.06,105.369523809524,74.0580952380952,83.4466666666667,0.23809524,0.38095238,0.0952381,0.28571429,86,88.8125,79.0999984741211,75.8500010172526,-1.54736089706421,6.5927209854126,-0.0646888613700867,5.10354900360107,7.04536819458008,7.00541496276855,2.05597162246704,5.98210080464681,-0.0709901452064514,0.10765378549695,-0.114038866013288,0.22114061191678,-1.41980290412903,1.34567231871188,-5.70194330066442,3.68567686527967,0.21428571,0.71428571,0.38095238,0.66666667,0.6,0.625,0.33333333,15.0625,0.28571429,0.23809524,NA,0.38095238,0.0952381,NA,75.903086344401,86.0341796875,NA,88.8551025390625,79.1620025634766,NA,4.23705164591471,-2.87329788208008,NA,5.55880880355835,-1.92767000198364,NA,4.79359340667725,5.90274810791016,NA,5.82734870910645,0.0265210121870041,NA,0.22114061191678,-0.0709901452064514,NA,0.10765378549695,-0.114038866013288,NA,3.68567686527967,-1.41980290412903,NA,1.34567231871188,-5.70194330066442,NA,0.21428571,0.71428571,0.38095238,0.66666667,0.6,0.625,0.33333333,2,80.3060455322266,33.4508819580078,0,0,85.4523,0,0,"2024-07-09",0
"Brent Suter",13942,"2024-07-05","DET",18,2024,"CIN","H",34,0,0,3,1,0,0,0,0,0,0,0,3,12,3,1,1,1,1,0,0,0,0,4,12,3,9,4,0,0,3,2,2,0,0,0,0,0.33333333,0.08333333,0.25,2.61143741683314,3,0.272727272727273,1.33333333333333,0.333333333333333,1,5.83314644495646,-2.83314644495646,2.50781871577104,68.3999764756466,134.254150624542,62.3927372043778,1.5,0.285714285,0.428571428,0.285714285,0,0.5,2,6,21,36,57,-0.0263599939644337,-0.110699996352196,0.0843400061130524,0.682999968528748,0.0645862892270088,0.345083326101303,0.377333343029022,0.666000008583069,NA,0,1,0.0261827297508717,-0.102570059913255,0,0,0.73684211,86.57142857,0.07017544,78.5,0.19298246,77,1.47174525260925,-1.35990381240845,-0.172039091587067,3.50415536335536,-33.9975953102112,-1.56399174170061,0.37142857,0.63636364,0.47368421,0.53846154,1,0.77777778,0.38596491,0.41666667,0.10526316,2,5,0,0,5,2,7,0.28571429,0.71428571,0,0,0.71428571,0.28571429,7.53524214012701,NA,44.86602,72.01571,22.48063,39.64048,59.07809,34.06261,31.25606,50.94425,38.02637,50.20044,34.49685,80,35.10659,56.03623,31.88973,1.05068,5.65311,110.74,86.1,96.76,115.32,76.18,86.04,105.86,76.7,73,80.32,153.4,128.84,108.992631578947,83.6775438596491,86.9943859649123,0.42105263,0.31578947,0.07017544,0.19298246,85.6541646321615,87.6777750651042,78.3249969482422,76.9000022194602,-2.41910282770793,5.36524920993381,-1.72510969638824,5.07767313176935,6.43241818745931,7.1988042195638,-0.197459787130356,6.70987701416016,0.884799066931009,0.602794896811247,-1.36015018820763,-0.188170567154884,3.68666277887921,3.34886053784026,-34.0037547051907,-1.71064151958986,0.3,0.66666667,0.47368421,0.44444444,0.94444444,0.77777778,0.47368421,13.15555556,0.19298246,0.42105263,NA,0.31578947,0.07017544,NA,76.8756214488636,85.6365254720052,NA,87.6490071614583,78.3115234375,NA,3.96424172141335,-3.77142715454102,NA,4.31564161512587,-3.23778986930847,NA,5.57892920754173,5.60978062947591,NA,6.3203854031033,-1.5774929523468,NA,-0.188170567154884,0.884799066931009,NA,0.602794896811247,-1.36015018820763,NA,-1.71064151958986,3.68666277887921,NA,3.34886053784026,-34.0037547051907,NA,0.25806452,0.73076923,0.47368421,0.375,0.94736842,0.77777778,0.45614035,7,97.4636666434152,10.1481312343052,1,0.14285714,106.279,6,0.85714286,"2024-07-05",0
"Brent Suter",13942,"2024-06-29","@STL",18,2024,"CIN","A",34,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,28.1938011628592,103.055865631376,0,0,0,1,0,0,0,0,4,8,12,0.00702399993315339,0,0.00702399993315339,0.479999989271164,0.0506329126656055,0.092799998819828,0.185599997639656,0.185599997639656,NA,0,1,0.0791936814785004,-0.00350402606384304,0,0,0.5,87.5,0.25,80,0.25,78.33333333,0.389420717954636,0.145727783441544,0.230810567736626,6.49034529924393,4.85759278138479,7.69368559122086,0,0.75,0.5,NA,0.83333333,0.83333333,0.66666667,0.66666667,0.08333333,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,-0.548046620833629,NA,47.63882,69.40228,36.70598,31.15555,51.58725,25.97448,20,35.2009,20,80,33.60391,80,33.76168,49.97312,38.54024,1.13424,5.77845,109.04,84.26,79.92,121.62,86.14,80.46,111.74,3.97999999999999,-5.96000000000001,79.04,168.1,159.82,106.183333333333,92.4666666666667,85.7616666666667,0.33333333,0.16666667,0.25,0.25,87.1500015258789,88.5500030517578,79.8666687011719,78.4333292643229,-0.820637047290802,6.89962291717529,-1.12962253888448,6.19285329182943,6.86183881759644,8.61429405212402,0.477483749389648,7.14822896321615,0.237006057053804,0.199157793074846,0.147504448890686,0.233291730284691,5.92515142634511,9.95788965374231,4.91681496302287,7.7763910094897,0,0.75,0.5,NA,0.83333333,0.83333333,0.66666667,14.66666667,0.25,0.33333333,NA,0.16666667,0.25,NA,78.3911336263021,87.1387481689453,NA,88.5366973876953,79.839599609375,NA,4.97145652770996,-2.25631737709045,NA,5.52250480651855,-2.83446343739827,NA,6.06150690714518,6.24083995819092,NA,7.41562509536743,-0.569093704223633,NA,0.233291730284691,0.237006057053804,NA,0.199157793074846,0.147504448890686,NA,7.7763910094897,5.92515142634511,NA,9.95788965374231,4.91681496302287,NA,0,0.75,0.5,NA,0.83333333,0.83333333,0.66666667,2,81.1266174316406,27.552791595459,0,0,84.5289,0,0,"2024-06-29",0
"Brent Suter",13942,"2024-06-27","@STL",18,2024,"CIN","A",34,0,0,13.5000032186516,1,0,0,0,0,0,0,0,1.1,7,3,2,2,0,0,0,0,0,0,0,0,0,20.2500048279774,0,0,0,2,5,0,0,0,0,0,0,0,0,7.92325969253685,0,0.428571428571429,2.25000053644193,0.428571428571429,0.33333333,3.1664797782898,10.3335234403618,8.83651265346298,307.799967525641,73.6482366464374,215.33020562463,0.4,0,0.285714285,0.714285714,0,0,0,0,9,14,23,0.000128000014228746,-0.00182000000495464,0.00194799993187189,-1.4210000038147,-0.149894520640373,0.0122285708785057,0.00879999995231628,0.0063999998383224,0.0263999998569489,1,1,0.0249670874327421,-0.0144997960787104,0,0,0.82608696,86.26315789,0.13043478,80,0.04347826,79,0.307271957397461,-1.13859665393829,-0.758123278617859,1.61722082840769,-37.9532217979431,-75.8123278617859,0.23076923,0.8,0.47826087,1,0.875,0.90909091,0.43478261,0.28571429,0.04347826,4,2,1,1,2,4,7,0.57142857,0.28571429,0.14285714,0.14285714,0.28571429,0.57142857,1.0146854613176,NA,80,54.24887,80,47.96971,59.47923,33.80803,34.35358,59.30348,42.03659,30.15578,38.07073,54.4152,43.10236,53.01782,41.86896,0.55394,4.908,97.62,116.16,120.94,113.76,90.62,115.26,94.8,60.1,89.5,79.22,102.36,80.28,103.606956521739,85.3,104.224347826087,0.56521739,0.26086957,0.13043478,0.04347826,85.8769249549279,87.066660563151,80,79.0999984741211,-1.86438457782452,6.04211743672689,-0.798391501108805,6.12808752059937,7.09479229266827,8.08255767822266,0.814944346745809,6.09356164932251,0.217694547027349,0.0774917304515839,-1.14535661041737,-0.76553338766098,1.67457343867192,1.29152884085973,-38.1785536805789,-76.553338766098,0.25,0.72727273,0.47826087,1,0.875,0.90909091,0.47826087,16.8125,0.04347826,0.56521739,NA,0.26086957,0.13043478,NA,79.3833999633789,86.1754619891827,NA,87.3806355794271,80.3256632486979,NA,4.73120021820068,-3.28912999079778,NA,4.72631676991781,-2.51744651794434,NA,5.19200992584229,6.37210552509014,NA,6.92628161112467,-0.554132342338562,NA,-0.76553338766098,0.217694547027349,NA,0.0774917304515839,-1.14535661041737,NA,-76.553338766098,1.67457343867192,NA,1.29152884085973,-38.1785536805789,NA,0.25,0.72727273,0.47826087,1,0.875,0.90909091,0.47826087,7,92.2266060965402,28.1387111118862,2,0.28571429,102.971,3,0.42857143,"2024-06-27",0
"Brent Suter",13942,"2024-06-25","PIT",18,2024,"CIN","H",34,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,7.34739574882223,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,73.6482366464374,151.387312822842,0.5,0,0.333333333,0.666666666,0.5,0,1,9,1,5,6,0.00204999977722764,0,0.00204999977722764,0.560999989509583,0.0530496463179588,0.0273333322256804,0.0309999994933605,0.0309999994933605,NA,0,1,0.0751774162054062,-0.000177421316322965,0,0,0.66666667,86.75,0.16666667,79,0.16666667,77,0.451306194067001,0.210907548666,0.0495179928839207,11.282654851675,21.0907548666,4.95179928839207,0.5,0.75,0.66666667,1,1,1,0.66666667,0.66666667,0,1,1,1,1,2,0,3,0.33333333,0.33333333,0.33333333,0.33333333,0.66666667,0,-0.148932495422494,NA,80,56.62949,80,80,64.47193,80,20,33.89978,20,80,34.99478,80,79.30372,47.11643,80,-1.69512,1.53441,88.78,168.62,176.24,115.66,144.56,169.14,86.7,56.54,48.94,108.08,129.08,137.5,100.263333333333,116.65,124.983333333333,0.33333333,0.33333333,0.16666667,0.16666667,85.6500015258789,87.6999969482422,78.5999984741211,77.0999984741211,-1.95924592018127,6.91210269927979,-0.276697635650635,6.0164041519165,8.73268890380859,8.14479637145996,1.12348258495331,7.4646782875061,0.292128831148148,0.164569545537233,0.213400110602379,0.0501701384782791,14.6064415574074,8.22847727686167,21.3400110602379,5.01701384782791,0,0.8,0.66666667,NA,1,1,0.83333333,12.33333333,0.16666667,0.33333333,NA,0.33333333,0.16666667,NA,77.0110015869141,85.5747528076172,NA,87.6441040039062,78.5205001831055,NA,4.7534499168396,-3.36221504211426,NA,5.64085006713867,-1.6815299987793,NA,6.37507009506226,7.9185848236084,NA,6.85177993774414,0.0310101993381977,NA,0.0501701384782791,0.292128831148148,NA,0.164569545537233,0.213400110602379,NA,5.01701384782791,14.6064415574074,NA,8.22847727686167,21.3400110602379,NA,0,0.8,0.66666667,NA,1,1,0.83333333,3,84.4394785563151,39.4064737955729,0,0,100.341,1,0.33333333,"2024-06-25",0
"Brent Suter",13942,"2024-06-23","BOS",18,2024,"CIN","H",34,0,0,7.71428676527388,1,0,0,0,0,0,0,0,2.1,10,3,2,2,1,0,0,0,1,0,2,7.71428676527388,0,11.5714301479108,2,0.25,0,4,2,2,0,1,0,0,0.2,0,0.2,2.84676908401489,3.85714338263694,0.3,1.28571446087898,0.285714285714286,0.625,7.02362316092673,0.690663604347145,2.74820121235118,175.885677757042,161.310374164928,68.2017541739856,2,0.25,0.5,0.25,0,0.5,3,11.5714301479108,12,27,39,-0.0760500058531761,-0.124350003898144,0.0483000054955482,-1.52999997138977,-0.144680857658386,0.267272740602493,0.434624999761581,0.675000011920929,0.162000000476837,1,1,-0.152879610657692,-0.131661213377495,0,1,0.66666667,86.92307692,0.20512821,79.125,0.12820513,76.8,0.550945341587067,0.0700248032808304,-1.21140122413635,2.11902054456564,0.87531004101038,-24.2280244827271,0.31818182,0.82352941,0.53846154,0.85714286,0.85714286,0.85714286,0.43589744,0.7,0.07692308,5,2,1,0,6,2,8,0.625,0.25,0.125,0,0.75,0.25,8.56321863189388,NA,28.62049,57.68986,20,56.94284,57.48863,61.84108,40.99266,55.88589,50.47957,44.87171,35.81262,63.85122,44.59771,51.13375,53.12461,0.46104,4.76865,88.16,75.74,72.82,111.98,131.38,152.76,111.4,66.4,68.26,90.38,115.46,89.2,104.302051282051,99.3210256410257,101.306666666667,0.33333333,0.33333333,0.20512821,0.12820513,85.984619140625,87.7307692307692,79.0250015258789,76.7599975585938,-1.43076852651743,6.42868863619291,-0.529579401016235,6.2558292388916,7.28743802584135,7.62497300368089,-0.246333450078964,6.54965667724609,0.208650719374418,0.389078676700592,0.111832916736603,-1.21080386266112,1.60500553364937,2.99291289769686,1.39791145920753,-24.2160772532225,0.2,0.75,0.53846154,1,0.83333333,0.85714286,0.61538462,13.5862069,0.12820513,0.33333333,NA,0.33333333,0.20512821,NA,76.9299560546875,86.164053109976,NA,87.9175649789663,79.2162399291992,NA,5.02267799377441,-2.67577009934645,NA,5.38782325157752,-2.03448867797852,NA,5.42359008789063,6.34798900897686,NA,6.63863783616286,-1.48337721824646,NA,-1.21080386266112,0.208650719374418,NA,0.389078676700592,0.111832916736603,NA,-24.2160772532225,1.60500553364937,NA,2.99291289769686,1.39791145920753,NA,0.13333333,0.79166667,0.53846154,1,0.84210526,0.85714286,0.61538462,8,90.0979690551758,10.3101949691772,1,0.125,102.799,3,0.375,"2024-06-23",0
"Brent Suter",13942,"2024-06-17","@PIT",18,2024,"CIN","A",34,0,0,0,1,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,1,0,2,9,0,4.5,2,0,0,4,2,0,0,0,0,0,0.25,0,0.25,2.16704158401489,0,0.125,0.5,0.166666666666667,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,28.1938011628592,66.5170884121943,2,0,0.666666666,0.333333333,0,0,0,0,9,16,25,0.0203200001269579,-0.00476600788533688,0.0250860080122948,1.04200005531311,0.103836573660374,0.139799997210503,0.16949999332428,0.221399992704391,NA,0,1,0.107817120850086,0.0375333836736101,0,0,0.52,87.38461538,0.2,79,0.28,76.57142857,0.0642711967229843,0.257436603307724,0.367064833641052,0.494393820946033,5.14873206615448,5.24378333772932,0.44444444,0.71428571,0.52,0.5,1,0.69230769,0.28,0.5,0.16,2,2,2,2,1,3,6,0.33333333,0.33333333,0.33333333,0.33333333,0.16666667,0.5,0.0377053532241812,NA,68.32764,72.35063,57.23323,78.40759,63.00557,74.17364,20,40.60857,21.71881,39.83597,28.82142,46.54645,55.42233,55.33843,51.01961,-0.21146,3.7599,101.62,119.58,121.48,105.9,105.62,121.12,96.8,96.62,99.06,85.6,110,97.26,98.4576,108.2448,111.1544,0.28,0.24,0.2,0.28,86.3428606305804,88.6333312988281,78.9599975585938,76.5428553989955,-1.23637471880232,6.82605997721354,-0.847739887237549,6.45533152988979,7.15528978620257,7.55873362223307,-0.471259784698486,6.01220703125,-0.243196729570627,0.306356813758612,0.260276112705469,0.893541075289249,-3.4742389938661,5.10594689597686,5.20552225410938,12.7648725041321,0.35714286,0.81818182,0.56,0.2,0.88888889,0.64285714,0.44,14.05882353,0.28,0.28,NA,0.24,0.2,NA,75.9682878766741,85.7951311383929,NA,88.0785319010417,78.4069213867188,NA,5.81800842285156,-2.37217467171805,NA,6.23925336201986,-2.11291790008545,NA,5.34263447352818,6.5452515738351,NA,6.88074175516764,-1.86831150054932,NA,0.893541075289249,-0.243196729570627,NA,0.306356813758612,0.260276112705469,NA,12.7648725041321,-3.4742389938661,NA,5.10594689597686,5.20552225410938,NA,0.33333333,0.8,0.52,0.2,1,0.69230769,0.4,6,84.8479817708333,3.36754035949707,0,0,103.237,2,0.33333333,"2024-06-17",0
"Brent Suter",13942,"2024-06-15","@MIL",18,2024,"CIN","A",34,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,28.1938011628592,29.9783111930123,2,0,1,0,0,0,1,9,4,12,16,0.00637198891490698,0,0.00637198891490698,0.499000012874603,0.051258347928524,0.0830666646361351,0.109600000083447,0.109600000083447,NA,0,1,0.0766116604208946,9.76783110601814e-05,0,0,0.625,88.6,0.1875,79.66666667,0.1875,76,0.668672859668732,0.0334886722266674,-0.0116784907877445,6.68672859668732,1.11628907422225,-0.389283026258151,0.42857143,0.55555556,0.5,0.66666667,1,0.875,0.5625,0.66666667,0.0625,1,1,0,2,0,0,2,0.5,0.5,0,1,0,0,-0.230934060923212,NA,62.24284,70.64159,66.56432,70.98825,53.40883,80,72.17887,34.77857,77.98459,42.36927,23.99259,58.64119,68.72448,45.59997,80,-1.03787,2.52029,96.98,146.22,129.52,122.52,120.32,133.6,141.66,145.3,128,84.88,127.6,100.06,114.2625,131.225,125.49625,0.375,0.25,0.1875,0.1875,87.6333312988281,89.875,79.7000020345052,75.7999979654948,-0.377123435338338,7.35838222503662,-1.62971146901449,6.22108014424642,7.66136233011882,7.05875301361084,-0.623300194740295,7.10732269287109,0.301268223673105,0.375854820013046,0.0337270088493824,-0.0121511183679104,5.02113706121842,9.39637050032616,1.12423362831275,-0.405037278930346,0.33333333,0.6,0.5,0.5,1,0.875,0.625,13.15384615,0.1875,0.375,NA,0.25,0.1875,NA,75.5881652832031,87.4174499511719,NA,89.6796264648438,79.4821980794271,NA,5.42956670125325,-1.21541897455851,NA,6.6757926940918,-2.69903659820557,NA,5.63227335611979,6.54309018452962,NA,6.06813764572144,-2.13086668650309,NA,-0.0121511183679104,0.301268223673105,NA,0.375854820013046,0.0337270088493824,NA,-0.405037278930346,5.02113706121842,NA,9.39637050032616,1.12423362831275,NA,0.33333333,0.6,0.5,0.5,1,0.875,0.625,2,74.2550048828125,-57.7114143371582,0,0,82.1707,0,0,"2024-06-15",0
"Brent Suter",13942,"2024-06-11","CLE",18,2024,"CIN","H",34,0,0,0,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,1,1,1,0,0,0,0,0,0,5.51972908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,73.6482366464374,114.84853560366,2,0.25,0.5,0.25,1,0,1,9,6,9,15,0.0502100102603436,-0.0434499979019165,0.0936600118875504,0.561100006103516,0.0530591011047363,1.0543999671936,0.870000004768372,0.870000004768372,0.959999978542328,1,1,0.027412835508585,0.0202066749452922,0,0,0.66666667,85.8,0.13333333,78.5,0.2,76.66666667,-0.23356032371521,0.0121269263327122,0.565513789653778,-2.3356032371521,0.606346316635609,18.8504596551259,0.22222222,0.83333333,0.46666667,1,1,1,0.4,0.5,0,2,1,1,1,2,1,4,0.5,0.25,0.25,0.25,0.5,0.25,3.60595726681824,44,47.80622,58.46814,37.75682,43.62971,57.13672,44.14241,80,63.38636,80,39.64677,25.75821,63.56529,45.49533,52.08872,50.15771,0.40527,4.685,89.36,113,111,121.52,72.3,100.04,91.02,136.2,137.48,92.88,112.76,87.9,109.236,90.0946666666667,103.109333333333,0.6,0.06666667,0.13333333,0.2,85.5111083984375,87.0999984741211,78.5,76.7666676839193,-1.09041680230035,5.5657787322998,-1.22863399982452,6.18862724304199,8.21393330891927,7.98965501785278,-0.388210713863373,6.54650115966797,-0.277519784867764,0.039364367723465,0.0120918154716492,0.555235136300325,-3.08355316519737,3.9364367723465,0.604590773582458,18.5078378766775,0,0.875,0.46666667,NA,1,1,0.53333333,15.63636364,0.2,0.6,NA,0.06666667,0.13333333,NA,76.879399617513,85.5952555338542,NA,87.181396484375,78.5574951171875,NA,5.00343672434489,-2.42553223503961,NA,4.38322019577026,-3.07248020172119,NA,5.02742989857992,7.07179429796007,NA,6.45663022994995,-2.06493496894836,NA,0.555235136300325,-0.277519784867764,NA,0.039364367723465,0.0120918154716492,NA,18.5078378766775,-3.08355316519737,NA,3.9364367723465,0.604590773582458,NA,0,0.875,0.46666667,NA,1,1,0.53333333,4,79.8075790405273,18.5384559631348,0,0,98.131,1,0.25,"2024-06-11",0
