"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","XX%","wFB","wSL","wCT","wFB/C","wSL/C","wCT/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_KC","pb_s_KC","pb_c_KC","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_KC","sp_l_KC","sp_p_KC","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxKC%","pfxvFA","pfxvFC","pfxvSI","pfxvKC","pfxFA-X","pfxFC-X","pfxSI-X","pfxKC-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxKC-Z","pfxwFA","pfxwFC","pfxwSI","pfxwKC","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwKC/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFC%","piSI%","piSL%","piXX%","pivFC","pivSI","pivSL","pivXX","piFC-X","piSI-X","piSL-X","piXX-X","piFC-Z","piSI-Z","piSL-Z","piXX-Z","piwFC","piwSI","piwSL","piwXX","piwFC/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Sean Hjelle",21481,"2024-09-28","STL",30,2024,"SFG","H",27,0,0,9,1,0,0,0,0,0,0,0,1,6,3,1,1,0,0,0,0,0,0,1,9,0,27,1,0,0,1,0,4,0,0,0,0,0.16666667,0,0.16666667,3.32597909380756,0,0.5,3,0.6,0.66666667,1.1664797782898,7.8335202217102,1.1664797782898,223.387360837213,31.1678441352104,29.9783111930123,1,0.8,0.2,0,0,0,0,0,9,14,23,-0.0267020091414452,-0.199440002441406,0.172738000750542,-0.526000022888184,-0.0559276938438416,1.82903337478638,0.881600022315979,0.881600022315979,1.21160006523132,1,1,-0.0719226077198982,0.0573236345630722,0,0,0.65217391,93.93333333,0.2173913,85.6,0.13043478,90.66666667,NA,0.389670342206955,-0.615039467811584,-0.39665275812149,2.5978022813797,-12.3007893562317,-13.2217586040497,0.23076923,0.7,0.43478261,0.33333333,0.71428571,0.6,0.43478261,0.33333333,0.17391304,2,2,1,1,2,2,5,0.4,0.4,0.2,0.2,0.4,0.4,12.4151258033885,NA,NA,NA,38.33439,64.5262,33.43781,64.72035,41.6857,70.78717,21.86252,52.72408,31.04514,41.15245,53.35273,38.91497,0.67508,5.08971,NA,NA,NA,109.02,71.24,90.38,121.76,114.64,121.58,91.2,111.14,118.26,108.807826086957,93.1173913043478,107.799130434783,NA,0.13043478,0.65217391,0.2173913,NA,90.4666646321615,93.9466634114583,85.6200012207031,NA,-0.444177389144897,-8.74543050130208,1.95119094848633,NA,4.55447514851888,2.51278991699219,-1.71837501525879,NA,-0.402996089309454,0.393395107239485,-0.625093348324299,NA,-13.4332029769818,2.62263404826323,-12.501866966486,0.11111111,0.64285714,0.43478261,0,0.66666667,0.6,0.60869565,16.29411765,0.13043478,0.65217391,0.2173913,NA,90.589599609375,94.0939778645833,85.7546020507812,NA,-0.0546766718228658,-8.64667765299479,2.42870311737061,NA,3.5878168741862,1.4521068572998,-3.16423797607422,NA,-0.402996089309454,0.393395107239485,-0.625093348324299,NA,-13.4332029769818,2.62263404826323,-12.501866966486,NA,0.11111111,0.64285714,0.43478261,0,0.66666667,0.6,0.60869565,5,85.3579467773438,3.39034614562988,0,0,97.3001,2,0.4,"2024-09-28",0
"Sean Hjelle",21481,"2024-09-25","@ARI",30,2024,"SFG","A",27,0,0,6.75000160932579,1,0,0,0,0,0,0,0,1.1,6,3,1,1,0,0,0,0,0,0,0,0,0,20.2500048279774,0,0,0,4,2,0,0,0,0,0,0,0,0,4.72206241920756,0,0.5,2.25000053644193,0.5,0.66666667,3.1664797782898,3.583521831036,5.43449292835907,167.540560572692,81.4170727589986,133.117937280539,2,0,0.666666666,0.333333333,0,0,0,0,9,14,23,-0.0004799859598279,-0.0730000138282776,0.072520025074482,0.290999978780746,0.0293939374387264,0.685666680335999,0.743333339691162,1.39400005340576,0.225999996066093,1,1,-0.0309453289955854,0.0302453008717269,0,0,0.52173913,94.91666667,0.2173913,86,0.26086957,90.5,NA,0.828287422657013,-0.633683621883392,-0.302055507898331,6.90239518880844,-12.6736724376678,-5.03425846497218,0.16666667,0.72727273,0.43478261,1,1,1,0.47826087,0.16666667,0,2,3,1,1,0,5,6,0.33333333,0.5,0.16666667,0.16666667,0,0.83333333,1.14550283325363,NA,NA,NA,62.71205,57.27197,55.17994,20,49.9292,20,20,51.78483,27.03126,29.00911,52.01383,20,1.4295,6.22134,NA,NA,NA,101.7,124.5,136.6,97.04,0.820000000000007,3.62,92.82,96.26,91.14,98.3704347826087,90.2460869565217,95.8321739130435,NA,0.26086957,0.52173913,0.2173913,NA,90.4333292643229,94.8583374023438,85.8799987792969,NA,-0.195960144201914,-9.67927042643229,2.40421562194824,NA,4.11936060587565,2.54016399383545,-1.80544624328613,NA,-0.308241330087185,0.843228735029697,-0.644376646727324,NA,-5.13735550145308,7.02690612524748,-12.8875329345465,0.18181818,0.66666667,0.43478261,1,1,1,0.52173913,18.11764706,0.26086957,0.52173913,0.2173913,NA,90.1268208821615,94.5442199707031,85.5210998535156,NA,0.316489338874817,-9.4640432993571,3.00468406677246,NA,2.93176015218099,1.05965209007263,-3.61546401977539,NA,-0.308241330087185,0.843228735029697,-0.644376646727324,NA,-5.13735550145308,7.02690612524748,-12.8875329345465,NA,0.18181818,0.66666667,0.43478261,1,1,1,0.52173913,6,97.3991495768229,14.3141810099284,0,0,110.153,4,0.66666667,"2024-09-25",0
"Sean Hjelle",21481,"2024-09-22","@KCR",30,2024,"SFG","A",27,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-69.3306131123661,-66.6845831899186,0,0,0,0,0,0,0,0,5,12,17,0.0857400000095367,0,0.0857400000095367,0.533999979496002,0.0522760637104511,1.10433340072632,1.57099997997284,1.57099997997284,1.76579999923706,1,1,0.0779163762927055,-0.000276779452525133,1,0,0.52941176,94.88888889,0.41176471,85.71428571,0.05882353,91,NA,0.40021488070488,0.330111086368561,0.0572940893471241,4.446832007832,4.71587266240801,5.72940893471241,0.25,0.8,0.41176471,0.33333333,0.75,0.57142857,0.29411765,0.33333333,0.17647059,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.73283713809967,NA,NA,NA,78.3377,70.60186,64.76291,55.19628,45.35821,51.05797,20,48.66051,20,67.44117,54.41344,56.8774,-0.95814,2.63988,NA,NA,NA,142.2,117.08,164.7,114.88,114.98,119.9,83.8,42.98,28.3,127.515294117647,111.856470588235,138.229411764706,NA,0.05882353,0.52941176,0.41176471,NA,91.0999984741211,94.7444458007812,85.6000017438616,NA,-4.37946367263794,-8.95227220323351,2.86197253635951,NA,2.80226159095764,2.66020584106445,-2.16661930084229,NA,0.057969942688942,0.405628819018602,0.332703314721584,NA,5.7969942688942,4.50698687798447,4.75290449602263,0.3,0.57142857,0.41176471,0.33333333,0.75,0.57142857,0.41176471,15.78571429,0.05882353,0.52941176,0.41176471,NA,90.9164962768555,94.5419514973958,85.3840157645089,NA,-4.12540006637573,-8.79865858289931,3.39992577689035,NA,2.04468011856079,1.3768409093221,-3.68394007001604,NA,0.057969942688942,0.405628819018602,0.332703314721584,NA,5.7969942688942,4.50698687798447,4.75290449602263,NA,0.33333333,0.5,0.41176471,0.33333333,0.75,0.57142857,0.47058824,0,NA,NA,0,NA,NA,0,NA,"2024-09-22",0
"Sean Hjelle",21481,"2024-09-20","@KCR",30,2024,"SFG","A",27,0,0,0,1,0,0,0,0,0,1,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,81.4170727589986,78.3097583844777,1,0,1,0,0,0,0,0,0,2,2,0.0357780046761036,0,0.0357780046761036,0.243000000715256,0.0237885471433401,1.23240005970001,0.616200029850006,1.23240005970001,1.57099997997284,1,1,0.0290311612188816,-1.16201534505755e-10,0,0,1,95,NA,NA,NA,NA,NA,0.212085232138634,NA,NA,10.6042616069317,NA,NA,0.5,NA,0.5,1,NA,1,NA,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1.34180193046909,NA,NA,NA,20,72.27368,20.3427,NA,NA,NA,NA,NA,NA,20,66.8927,20,3.82193,9.80999,NA,NA,NA,111.14,61.36,77.48,NA,NA,NA,NA,NA,NA,111.14,61.36,77.48,NA,NA,1,NA,NA,NA,94.5500030517578,NA,NA,NA,-8.70001983642578,NA,NA,NA,1.07659339904785,NA,NA,NA,0.214739695191383,NA,NA,NA,10.7369847595692,NA,1,0,0.5,1,NA,1,0.5,17,NA,1,NA,NA,NA,94.2732543945312,NA,NA,NA,-8.68397998809814,NA,NA,NA,0.198948010802269,NA,NA,NA,0.214739695191383,NA,NA,NA,10.7369847595692,NA,NA,0.5,NA,0.5,1,NA,1,0,1,72.7087020874023,-2.92891430854797,0,0,72.7087,0,0,"2024-09-20",0
"Sean Hjelle",21481,"2024-09-18","@BAL",30,2024,"SFG","A",27,0,0,0,1,0,0,0,0,0,1,0,1,6,1,0,0,0,1,0,1,0,0,1,9,9,9,1,0,0,1,1,1,0,0,0,0,0.16666667,0.16666667,0,5.73367352628778,0,0.25,2,0.333333333333333,1,7.1664797782898,-7.1664797782898,8.67848818451166,0,181.915530006575,211.511429986591,1,0.333333333,0.333333333,0.333333333,0,0,0,0,12,12,24,0.076839990913868,-0.225019991397858,0.301859974861145,0.467000007629395,0.0502150505781174,3.30599999427795,1.49800002574921,1.49800002574921,1.64400005340576,1,1,-0.0312226787209511,0.0544652652445031,1,0,0.58333333,94.71428571,0.20833333,86,0.20833333,91.8,NA,-0.382761538028717,-0.237545192241669,0.343707680702209,-2.73401098591941,-4.75090384483337,6.87415361404419,0.07692308,0.63636364,0.33333333,0,0.71428571,0.625,0.45833333,0.83333333,0.125,1,0,2,0,2,1,3,0.33333333,0,0.66666667,0,0.66666667,0.33333333,8.58763516844135,NA,NA,NA,47.61036,75.25073,44.21444,38.71096,47.19851,34.32974,58.33568,49.5639,66.10212,48.84515,61.13984,47.54808,0.19716,4.37283,NA,NA,NA,113.92,84.18,107.68,107.72,52.82,48.34,84,108.9,97.18,106.395,82.7966666666667,93.13,NA,0.20833333,0.58333333,0.20833333,NA,91.5599975585938,94.7142857142857,86.0200012207031,NA,-1.88750667572021,-10.2701503208705,1.77878322601318,NA,4.20695838928223,0.841847487858364,-1.78587589263916,NA,0.347998656332493,-0.393210019916296,-0.244331907480955,NA,6.95997312664986,-2.80864299940211,-4.8866381496191,0.1,0.5,0.33333333,0,0.71428571,0.625,0.58333333,18.27777778,0.20833333,0.58333333,0.20833333,NA,91.7364990234375,94.8948189871652,86.1776611328125,NA,-1.34223442077637,-9.83694458007812,2.4153829574585,NA,2.83128204345703,-0.812224320002965,-3.54764213562012,NA,0.347998656332493,-0.393210019916296,-0.244331907480955,NA,6.95997312664986,-2.80864299940211,-4.8866381496191,NA,0.08333333,0.58333333,0.33333333,0,0.71428571,0.625,0.5,3,96.3568929036458,8.60656992594401,0,0,105.631,2,0.66666667,"2024-09-18",0
"Sean Hjelle",21481,"2024-09-17","@BAL",30,2024,"SFG","A",27,0,0,0,1,0,0,0,0,0,0,0,0.2,3,1,0,0,0,0,0,0,0,0,1,13.500014081612,0,13.500014081612,1,0,0,0,1,1,1,0,0,0,0.33333333,0,0.33333333,2.61817353088578,0,0.333333333333333,1.50000156462356,0.5,1,0.166476649042681,-0.166476649042681,2.43449162409945,0,6.04315120218939,60.6207349749633,0,0.5,0,0.5,1,0,0,0,2,7,9,0.0176399983465672,-0.0184599999338388,0.0361000001430511,0.250999987125397,0.0269892476499081,0.620000004768372,0.642000019550323,0.642000019550323,0.443999975919724,1,1,0.00156872114166617,0.0268828888759133,0,0,0.55555556,94.2,0.22222222,85.5,0.22222222,90.5,NA,0.0691362470388412,-0.285154968500137,0.285729080438614,1.38272494077682,-14.2577484250069,14.2864540219307,0.4,1,0.66666667,0.5,0.75,0.66666667,0.44444444,0.33333333,0.22222222,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,2.0447464014018,NA,NA,NA,48.07535,58.44058,53.31072,80,46.31192,80,67.82648,53.44129,65.05029,69.9567,51.54303,80,-1.11443,2.40545,NA,NA,NA,86.14,99.48,98.96,114.8,172.52,170.88,87.48,137.86,125.52,92.8066666666667,124.24,120.844444444444,NA,0.22222222,0.55555556,0.22222222,NA,90.5500030517578,94.1400024414063,85.4000015258789,NA,-0.772569715976715,-9.16333160400391,1.05071449279785,NA,4.5634069442749,2.12160568237305,-1.35453474521637,NA,0.271370053291321,0.0696072354912758,-0.290203124284744,NA,13.568502664566,1.39214470982552,-14.5101562142372,0.66666667,0.66666667,0.66666667,0.5,0.75,0.66666667,0.66666667,15.33333333,0.22222222,0.55555556,0.22222222,NA,90.6177520751953,94.282421875,85.4783477783203,NA,-0.442426025867462,-8.82554626464844,1.40087008476257,NA,3.44910502433777,0.771421194076538,-3.06850004196167,NA,0.271370053291321,0.0696072354912758,-0.290203124284744,NA,13.568502664566,1.39214470982552,-14.5101562142372,NA,0.5,0.8,0.66666667,0.5,0.75,0.66666667,0.55555556,2,97.5999603271484,40.7118186950684,0,0,104.752,1,0.5,"2024-09-17",0
"Sean Hjelle",21481,"2024-09-14","SDP",30,2024,"SFG","H",27,0,0,13.5,1,0,0,0,0,0,0,0,2,13,5,3,3,0,2,0,0,0,0,1,4.5,9,22.5,0.5,0,0,7,1,2,1,0,0,0,0.07692308,0.15384615,-0.07692308,5.17315511860309,0,0.454545454545455,3.5,0.5,0.57142857,5.1664797782898,8.33352022171021,5.92248398140073,335.081041255819,131.666301382787,144.910594185534,7,0.2,0.7,0.1,1,0,0,0,12,24,36,-0.123117990791798,-0.250694006681442,0.127576008439064,-2.05199980735779,-0.218181803822517,0.77901428937912,0.64740002155304,0.662400007247925,0.0908000022172928,1,1,-0.165254607796669,0.00721130554874286,0,1,0.5,94.83333333,0.30555556,86.54545455,0.19444444,91.14285714,NA,-0.859517693519592,-1.35313284397125,0.0411698073148727,-4.77509829733107,-12.3012076724659,0.588140104498182,0.33333333,0.86666667,0.55555556,0.42857143,0.92307692,0.75,0.41666667,0.76923077,0.13888889,4,4,2,4,5,1,10,0.4,0.4,0.2,0.4,0.5,0.1,4.7178926386449,NA,NA,NA,42.93088,53.87166,53.81666,58.94265,45.02834,55.91359,20,42.89311,20,38.50401,45.87654,41.02147,0.83961,5.33651,NA,NA,NA,86.36,63.86,61.38,115.94,118.9,127.18,85.4,47.32,37.38,95.2116666666667,77.4616666666667,76.8188888888889,NA,0.19444444,0.5,0.30555556,NA,91.1285749162946,94.7611083984375,86.4636396928267,NA,-2.25561959402902,-8.82449001736111,1.35793330452659,NA,4.15830039978027,2.42837948269314,-1.60825278542259,NA,0.039675485342741,-0.880366906523705,-1.36705271527171,NA,0.566792647753443,-4.89092725846502,-12.4277519570156,0.22222222,0.88888889,0.55555556,0.25,0.875,0.75,0.5,16.22727273,0.19444444,0.5,0.30555556,NA,91.1569126674107,94.8186848958333,86.4898071289062,NA,-1.98810931614467,-8.68817477756076,1.73592376708984,NA,3.34537860325405,1.12356503804525,-3.10225469415838,NA,0.039675485342741,-0.880366906523705,-1.36705271527171,NA,0.566792647753443,-4.89092725846502,-12.4277519570156,NA,0.26315789,0.88235294,0.55555556,0.2,0.93333333,0.75,0.47222222,10,87.1499389648438,-4.00357093811035,0,0,103.114,4,0.4,"2024-09-14",0
"Sean Hjelle",21481,"2024-09-11","MIL",30,2024,"SFG","H",27,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,1,4.5,4.5,0,1,0,0,2,3,0,0,0,0,0,0.14285714,0.14285714,0,5.90405561227636,0,0,0.5,0,1,3.6664797782898,-3.6664797782898,5.9344923876226,0,93.9793799149457,145.200786011117,0.666666666,0,0.4,0.6,0,0,2,9,10,20,30,0.000661990663502365,-0.000254009966738522,0.000916000630240887,0.948000013828278,0.100797444581985,0.00648571411147714,0.00769999995827675,0.0153999999165535,NA,0,1,0.048385214060545,0.0536838337149197,0,0,0.66666667,93.7,0.23333333,85,0.1,90.33333333,NA,0.873402297496796,0.139339715242386,0.101967014372349,4.36701148748398,1.99056736060551,3.39890047907829,0,0.68421053,0.43333333,NA,0.92307692,0.92307692,0.63333333,0.85714286,0.03333333,0,3,2,1,3,1,5,0,0.6,0.4,0.2,0.6,0.2,1.91795947797371,NA,NA,NA,45.87265,47.99535,49.1197,20,41.33213,20.40368,20,42.02816,20,32.89357,41.06726,34.5879,1.18817,5.85935,NA,NA,NA,102.9,82.8,83.16,120.74,49.12,55.86,88.94,78.22,64.22,105.666666666667,74.4833333333333,74.896,NA,0.1,0.66666667,0.23333333,NA,90.1666666666667,93.6900024414062,85,NA,-2.04414335886637,-8.07829055786133,2.26773112160819,NA,3.88593832651774,2.23428974151611,-0.494263648986816,NA,0.102810237556696,0.881010670214891,0.182031087577343,NA,3.42700791855653,4.40505335107446,2.60044410824776,0,0.65,0.43333333,NA,0.92307692,0.92307692,0.66666667,13.43478261,0.1,0.66666667,0.23333333,NA,90.3101704915365,93.8432800292969,85.1555524553571,NA,-1.70998064676921,-7.7642692565918,2.66599546160017,NA,3.02123006184896,1.10261096954346,-1.88606561933245,NA,0.102810237556696,0.881010670214891,0.182031087577343,NA,3.42700791855653,4.40505335107446,2.60044410824776,NA,0,0.65,0.43333333,NA,0.92307692,0.92307692,0.66666667,5,86.9378540039063,8.75889892578125,1,0.2,99.6445,2,0.4,"2024-09-11",0
"Sean Hjelle",21481,"2024-09-10","MIL",30,2024,"SFG","H",27,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,0,1,0,0,0,0,0.25,0,0.25,0.992229084014893,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,31.1678441352104,29.9783111930123,2,0.333333333,0.666666666,0,0,0,0,0,3,6,9,0.0485260151326656,-0.0118559906259179,0.060382004827261,0.474000006914139,0.0503987222909927,0.698000013828278,0.863200008869171,0.863200008869171,0.623199999332428,1,1,0.0504348985850811,0.0190866116889918,0,0,0.66666667,94.66666667,0.33333333,85.33333333,NA,NA,NA,0.0765360742807388,0.22934778034687,NA,1.27560123801231,7.64492601156235,NA,0.4,0.75,0.55555556,0.5,1,0.8,0.44444444,0.5,0.11111111,2,0,1,1,2,0,3,0.66666667,0,0.33333333,0.33333333,0.66666667,0,3.07111962601902,NA,NA,NA,80,73.99777,78.27525,20,41.96579,20,NA,NA,NA,61.69988,57.55731,55.12928,-0.60146,3.1749,NA,NA,NA,133.98,106.72,146.6,93.38,51.58,57.78,NA,NA,NA,120.446666666667,88.34,116.993333333333,NA,NA,0.66666667,0.33333333,NA,NA,94.4833374023438,85.2999979654948,NA,NA,-9.4429620107015,2.08019781112671,NA,NA,2.95615450541178,-1.71587387720744,NA,NA,0.0761230401694775,0.23160233721137,NA,NA,1.26871733615796,7.72007790704568,0.4,0.75,0.55555556,0.5,1,0.8,0.44444444,13,NA,0.66666667,0.33333333,NA,NA,94.57568359375,85.3655700683594,NA,NA,-9.20904159545898,2.82127666473389,NA,NA,1.7361159324646,-3.1637134552002,NA,NA,0.0761230401694775,0.23160233721137,NA,NA,1.26871733615796,7.72007790704568,NA,0.4,0.75,0.55555556,0.5,1,0.8,0.44444444,3,89.3578491210938,-11.9623374938965,0,0,105.363,1,0.33333333,"2024-09-10",0
"Sean Hjelle",21481,"2024-09-06","@SDP",30,2024,"SFG","A",27,0,0,0,1,0,0,0,0,0,0,0,1.1,6,2,0,0,0,0,0,0,0,0,2,13.5000032186516,0,13.5000032186516,2,0,0,2,1,1,0,0,0,0,0.33333333,0,0.33333333,1.64500686612628,0,0.333333333333333,1.50000035762795,0.5,1,0.166479063033887,-0.166479063033887,1.30048563806852,0,6.04321185278741,33.2166597606336,2,0.25,0.5,0.25,0,0,1,6.75000160932579,7,15,22,-0.0184279885143042,-0.0493700243532658,0.0309420377016068,-0.0750000029802322,-0.00818330701440573,0.34242856502533,0.408399999141693,0.687600016593933,0.186599999666214,1,1,0.0100236870348454,-0.0638392573361753,0,0,0.54545455,95.25,0.27272727,86.33333333,0.18181818,93.25,NA,-0.16510446369648,0.207170143723488,-0.0244935192167759,-1.375870530804,3.4528357287248,-0.612337980419397,0.26666667,0.57142857,0.36363636,0.75,0.75,0.75,0.31818182,0.83333333,0.09090909,3,0,1,2,2,0,4,0.75,0,0.25,0.5,0.5,0,1.43572816079909,NA,NA,NA,80,68.34941,80,42.02555,45.17807,37.54118,25.642,47.07452,58.81152,70.64488,54.81896,77.9895,-1.15718,2.34132,NA,NA,NA,116.74,151.26,165.82,94.28,111.12,117.66,80.32,73.48,60.78,103.992727272727,126.170909090909,133.587272727273,NA,0.18181818,0.54545455,0.27272727,NA,93.3249969482422,95.2833353678385,86.1500040690104,NA,-4.51014280319214,-10.2498194376628,1.12019276618958,NA,4.06715679168701,2.29554971059163,-0.17800768216451,NA,-0.0260181613266468,-0.168799869716167,0.197603575885296,NA,-0.65045403316617,-1.40666558096806,3.2933929314216,0.22222222,0.46153846,0.36363636,0.5,0.83333333,0.75,0.59090909,16.64285714,0.13636364,0.59090909,0.27272727,NA,93.2252604166667,95.0719557542067,86.0401204427083,NA,-3.40296681722005,-9.1710205078125,1.99634663263957,NA,2.76916313171387,1.15387447063739,-1.72839625676473,NA,-0.00177522748708725,-0.193042803555727,0.197603575885296,NA,-0.059174249569575,-1.48494464273636,3.2933929314216,NA,0.25,0.42857143,0.36363636,0.5,0.83333333,0.75,0.63636364,4,78.0111312866211,-1.97053575515747,0,0,93.2055,0,0,"2024-09-06",0
