"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CH%","CHv","XX%","wFB","wSL","wCT","wCH","wFB/C","wSL/C","wCT/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSL%","pfxCH%","pfxvFA","pfxvSL","pfxvCH","pfxFA-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSL","pfxwCH","pfxwFA/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSL%","pivCH","pivFA","pivSL","piCH-X","piFA-X","piSL-X","piCH-Z","piFA-Z","piSL-Z","piwCH","piwFA","piwSL","piwCH/C","piwFA/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Luis Gil",21052,"2024-07-13","@BAL",9,2024,"NYY","A",26,1,0,1.5,1,1,1,0,0,0,0,0,6,24,5,1,1,0,1,0,0,0,0,7,10.5,1.5,7.5,7,0,0,7,6,3,1,0,0,0,0.29166667,0.04166667,0.25,2.97509887660489,0,0.217391304347826,1,0.3125,0.83333333,1.33314644495646,0.166853555043538,2.84515485117833,37.2201781701831,30.4431567843488,68.935068810004,1.166666666,0.1875,0.4375,0.375,0.166666666,0,6,9,38,57,95,0.131380006670952,-0.197659984230995,0.329039990901947,1.80200004577637,0.193763449788094,0.765083312988281,0.630333304405212,0.691999971866608,0.373999983072281,1,1,0.149054706096649,0.0226651634137765,0,0,0.35789474,97.94117647,0.38947368,89.24324324,NA,NA,0.25263158,92.08333333,NA,-1.00275886058807,1.86592900753021,NA,0.492612212896347,-2.94929076643551,5.04305137170328,NA,2.05255088706811,0.32727273,0.675,0.47368421,0.55555556,0.88888889,0.75555556,0.42105263,0.66666667,0.11578947,7,7,2,3,7,6,16,0.4375,0.4375,0.125,0.1875,0.4375,0.375,1.45951347210101,67,34.84113,52.64084,37.06128,55.05091,64.37915,39.88863,72.9486,58.96129,71.48679,55.63132,63.63003,49.93075,-0.22444,3.74043,77.5,97.4,82.2,110.88,99.88,110.72,118.02,110.26,135.88,105.228,103.296210526316,113.314105263158,0.35789474,0.38947368,0.25263158,97.7911735983456,89.181079761402,91.9749959309896,-4.5004914227654,3.52194131387247,-8.82690747578939,9.52613112505744,3.73325987119932,3.56446266174316,-0.972058165818453,1.92608828097582,0.496872566640377,-2.85899460534839,5.20564400263735,2.07030236100157,0.29166667,0.65957447,0.47368421,0.5,0.90322581,0.77777778,0.49473684,18.3943662,0.25263158,0.35789474,0.38947368,91.9169006347656,97.738432042739,89.1106154983108,-8.54351679484049,-4.12605824190028,4.31136053961677,2.4752680460612,8.76706830193015,2.73828454919764,0.496872566640377,-0.972058165818453,1.92608828097582,2.07030236100157,-2.85899460534839,5.20564400263735,0.29166667,0.65957447,0.47368421,0.42857143,0.90322581,0.75555556,0.49473684,16,88.723876953125,11.3744783401489,2,0.125,109.608,6,0.375,"2024-07-13",0
"Luis Gil",21052,"2024-07-07","BOS",9,2024,"NYY","H",26,0,1,1.35000012874605,1,1,1,0,0,0,0,0,6.2,23,4,1,1,1,0,0,0,0,0,9,12.1500011587144,0,5.40000051498418,9,0,0,5,7,2,4,0,0,0,0.39130435,0,0.39130435,1.79151737022465,1.35000012874605,0.173913043478261,0.600000057220464,0.230769230769231,1,2.41647970676421,-1.06647957801817,2.05408849873686,33.4981635477986,56.6393576873271,49.2552605757654,0.714285714,0.142857142,0.357142857,0.5,0.571428571,0.142857142,0,0,35,62,97,0.19643996655941,-0.375792026519775,0.572232007980347,2.33609986305237,0.2425856590271,1.11163198947906,1.1340571641922,0.870000004768372,0.491999983787537,1,1,0.17477959394455,0.00193353451756509,0,0,0.48958333,97.80851064,0.35416667,88.73529412,NA,NA,0.15625,92.6,0.01030928,0.0210139192640781,1.915482878685,NA,-0.0719808787107468,0.0447104665193152,5.63377317260293,NA,-0.479872524738312,0.30909091,0.70731707,0.47916667,0.41176471,0.93103448,0.73913043,0.42708333,0.52173913,0.12371134,8,2,4,5,5,4,14,0.57142857,0.14285714,0.28571429,0.35714286,0.35714286,0.28571429,1.42719815272115,71,25.13114,57.42119,21.05159,70.64181,71.83773,57.00835,72.8305,62.8203,70.6791,66.076,70.17279,56.4811,-0.87333,2.7671,91.48,74.16,66.58,111.38,108.68,127.84,128.24,117.04,154.58,114.272,106.221473684211,127.737473684211,0.48958333,0.35416667,0.15625,97.7404213763298,88.6941205193015,92.6333333333333,-4.20968952584774,2.65996506634881,-8.88128662109375,9.97912273001164,3.61850760964786,4.20391337076823,0.0203402303159237,1.91970226168633,-0.0759221315383911,0.043277085778561,5.64618312260684,-0.506147543589274,0.26530612,0.70212766,0.47916667,0.38461538,0.87878788,0.73913043,0.48958333,17.76712329,0.15625,0.48958333,0.35416667,92.4898030598958,97.6071309840426,88.5339714499081,-8.81821695963542,-3.90214668436253,3.18618168550379,3.090234375,9.10007752763464,2.59114792767693,-0.0759221315383911,0.0203402303159237,1.91970226168633,-0.506147543589274,0.043277085778561,5.64618312260684,0.26666667,0.66666667,0.47916667,0.33333333,0.88235294,0.73913043,0.53125,14,88.831778390067,24.8854609898158,2,0.14285714,105.984,4,0.28571429,"2024-07-07",0
"Luis Gil",21052,"2024-07-02","CIN",9,2024,"NYY","H",26,0,1,9,1,1,0,0,0,0,0,0,4,19,2,4,4,1,3,0,2,0,0,3,6.75,6.75,4.5,1,0,0,6,4,1,0,0,0,0,0.15789474,0.15789474,0,5.93926370851195,2.25,0.142857142857143,1.25,0.1,0.53571429,8.66647977828979,0.333520221710206,6.92848818451166,223.321069021099,207.771297681585,170.518477974686,1.5,0.09090909,0.545454545,0.363636363,0,0.25,0,0,34,49,83,-0.142991989850998,-0.428399980068207,0.285407990217209,-1.41390001773834,-0.146822422742844,1.03492629528046,0.960720002651215,0.870000004768372,0.730400025844574,1,1,-0.128156960010529,-0.0100093910649828,0,0,0.44578313,96.64864865,0.21686747,88.27777778,NA,NA,0.3373494,92.17857143,NA,-1.28669714927673,0.124453395605087,NA,-0.119529955089092,-3.47755986291009,0.691407753361596,NA,-0.426892696746758,0.2173913,0.64864865,0.40963855,0.5,0.875,0.76470588,0.44578313,0.57894737,0.09638554,5,5,1,0,5,6,11,0.45454545,0.45454545,0.09090909,0,0.45454545,0.54545455,8.24353598240766,38,49.91863,60.80783,48.20675,61.5249,63.31722,52.29214,41.32011,56.84042,45.01089,51.78099,64.43793,47.40978,0.01477,4.09925,95.3,93.46,90.06,100.06,109.26,108.54,116.14,70.76,105.08,101.941445783133,95.5804819277108,101.555421686747,0.44578313,0.21686747,0.3373494,96.6081081081081,88.2833319769965,92.096426827567,-3.48587943412162,3.3868596818712,-8.28064509800502,9.00930621172931,3.98333485921224,2.44984136308943,-1.28202706202865,0.11899995803833,-0.131662212312222,-3.46493800548283,0.661110877990723,-0.470222186829363,0.20454545,0.64102564,0.40963855,0.44444444,0.88,0.76470588,0.46987952,16.953125,0.3373494,0.44578313,0.21686747,92.0068708147321,96.5109071473818,88.177252875434,-7.94838987077986,-2.89984213339316,4.25352986653646,1.3982515335083,8.24199449693834,3.06029552883572,-0.131662212312222,-1.28202706202865,0.11899995803833,-0.470222186829363,-3.46493800548283,0.661110877990723,0.15,0.62790698,0.39759036,0.5,0.85185185,0.78787879,0.51807229,11,92.2667402787642,10.2651339444247,2,0.18181818,107.163,6,0.54545455,"2024-07-02",0
"Luis Gil",21052,"2024-06-26","@NYM",9,2024,"NYY","A",26,0,1,10.3846161464263,1,1,0,0,0,0,0,0,4.1,22,4,5,5,1,4,0,2,0,0,2,4.15384645857051,8.30769291714103,8.30769291714103,0.5,0,0,4,8,2,1,0,0,0,0.09090909,0.18181818,-0.09090909,7.75265470206191,2.07692322928526,0.25,1.8461539815869,0.230769230769231,0.58139535,9.39724946614557,0.987366680280719,9.18864958540622,257.678175465965,225.442119977701,226.745800513124,0.5,0.142857142,0.285714285,0.571428571,0.125,0.125,0,0,36,51,87,-0.174266055226326,-0.51664400100708,0.342377930879593,-1.57000005245209,-0.170744985342026,0.982860863208771,0.696680009365082,0.870000004768372,0.700800001621246,1,1,-0.150607392191887,-0.0266975161116091,0,0,0.36781609,96.6875,0.28735632,86.56,NA,NA,0.34482759,90.86666667,NA,-2.7002260684967,1.22891104221344,NA,-0.391793429851532,-8.4382064640522,4.91564416885376,NA,-1.30597809950511,0.25454545,0.71875,0.42528736,0.85714286,0.82608696,0.83783784,0.36781609,0.54545455,0.06896552,8,4,2,2,5,7,14,0.57142857,0.28571429,0.14285714,0.14285714,0.35714286,0.5,8.96784227507699,30,31.78276,48.7342,34.73304,30.06542,57.87419,22.46891,28.05297,53.88311,20,20.63219,56.48629,20,1.94992,7.00197,83.7,80.86,71.42,102.28,64.64,61.44,117.56,42.44,68.34,99.8367816091954,64.2266666666667,67.0935632183908,0.34482759,0.28735632,0.36781609,96.7733317057292,86.43599609375,91.1531219482422,-4.05412368774414,1.24476692199707,-7.52487134933472,9.14237263997396,3.92007141113281,3.80332398414612,-2.83685467764735,1.24003350734711,-0.309547141194344,-9.45618225882451,4.96013402938843,-0.967334816232324,0.21276596,0.675,0.42528736,0.8,0.85185185,0.83783784,0.45977011,19.09230769,0.34482759,0.36781609,0.28735632,90.9081461588542,96.6711883544922,86.420927734375,-7.27833964029948,-3.42300152778625,1.94560607910156,2.57498118082682,8.03213500976562,2.86056884765625,-0.425487026572227,-2.72091479226947,1.24003350734711,-1.41829008857409,-8.50285872584209,4.96013402938843,0.20833333,0.69230769,0.42528736,0.8,0.85185185,0.83783784,0.44827586,14,90.4562290736607,26.22095816476,2,0.14285714,106.977,7,0.5,"2024-06-26",0
"Luis Gil",21052,"2024-06-20","BAL",9,2024,"NYY","H",26,0,1,47.2500112652805,1,1,0,0,0,0,0,0,1.1,15,8,7,7,1,2,0,1,0,0,1,6.75000160932579,13.5000032186516,54.0000128746063,0.5,0,0,4,1,6,0,0,0,0,0.06666667,0.13333333,-0.06666667,6.50787575454289,6.75000160932579,0.666666666666667,7.50000178813977,0.7,0.41666667,18.1664833545693,29.0835279107112,9.55048760502227,1172.43589189127,437.491930322323,235.747451026919,4,0.545454545,0.363636363,0.09090909,0,1,0,0,20,27,47,-0.418623983860016,-0.523620009422302,0.104996040463448,-7.57789993286133,-0.786905467510223,0.868853330612183,0.844200015068054,0.870000004768372,0.331999987363815,1,1,-0.417354792356491,-0.0644572340358793,0,0,0.44680851,97.23809524,0.12765957,87.66666667,NA,NA,0.42553191,92.7,NA,-1.81021738052368,-1.89425218105316,NA,-1.61068511009216,-8.62008276439848,-31.5708696842194,NA,-8.05342555046082,0.26666667,0.76470588,0.44680851,0.625,0.84615385,0.76190476,0.36170213,0.66666667,0.10638298,8,3,0,1,5,5,11,0.72727273,0.27272727,0,0.09090909,0.45454545,0.45454545,20.4105150008205,1,47.36362,66.88872,46.81883,20,66.59715,20,25.3209,56.35207,48.01779,20,70.6919,20,2.24118,7.43886,105.48,87.62,105.5,143.86,82.88,117.04,134,-22.08,17.44,126.721304347826,71.1473913043478,99.2821739130435,0.44680851,0.12765957,0.42553191,97.1333356584821,87.5666707356771,92.6849975585938,-4.34327152797154,1.48838488260905,-8.50457077026367,9.56891668410528,4.02979532877604,1.75686492919922,-1.83604197204113,-1.90594800561666,-1.63854575529695,-8.74305700971967,-31.7658000936111,-8.19272877648473,0.30769231,0.61904762,0.44680851,0.625,0.84615385,0.76190476,0.44680851,19.29032258,0.42553191,0.44680851,0.12765957,92.3075622558594,96.7598121279762,87.1594848632812,-8.12760009765625,-3.73865763346354,2.05117829640706,0.616562223434448,8.74193899972098,3.08231004079183,-1.63854575529695,-1.83604197204113,-1.90594800561666,-8.19272877648473,-8.74305700971967,-31.7658000936111,0.3,0.70588235,0.44680851,0.55555556,0.91666667,0.76190476,0.36170213,11,95.7065873579545,0.28682465986772,2,0.18181818,110.448,6,0.54545455,"2024-06-20",0
"Luis Gil",21052,"2024-06-14","@BOS",9,2024,"NYY","A",26,1,0,1.8,1,1,0,0,0,0,0,0,5,23,4,1,1,0,4,0,0,0,0,6,10.8,7.2,7.2,1.5,0,0,6,7,0,1,0,0,0,0.26086957,0.17391304,0.08695652,5.07760053387351,0,0.210526315789474,1.6,0.307692307692308,0.875,3.1664797782898,-1.3664797782898,5.28329154700041,44.6642138042198,74.7751920086579,129.589984133543,0.857142857,0,0.461538461,0.538461538,0.142857142,0,5,9,48,56,104,0.17721600830555,-0.380351990461349,0.55756801366806,1.73500001430511,0.167148351669312,1.26323473453522,0.947120010852814,0.910000026226044,0.798799991607666,1,1,0.0833239108324051,0.0569635618444389,0,0,0.52884615,98.05454545,0.06730769,88.14285714,NA,NA,0.40384615,93.28571429,NA,0.757804274559021,0.228461503982544,NA,-0.562579989433289,1.37782595374367,3.2637357711792,NA,-1.33947616531735,0.23529412,0.72222222,0.40384615,0.5625,0.80769231,0.71428571,0.34615385,0.39130435,0.11538462,3,9,1,1,6,6,13,0.23076923,0.69230769,0.07692308,0.07692308,0.46153846,0.46153846,1.58882426634182,56,50.84658,64.61769,50.74379,37.45112,65.08886,20,80,55.55846,80,40.92166,67.14904,31.64041,0.68941,5.11121,84.24,107.26,99.22,112.4,60.5,73.84,140.9,133.88,157.1,102.945961538462,84.3228846153846,89.6936538461539,0.52884615,0.06730769,0.40384615,97.9690873579545,88.2428588867188,93.2833310081845,-4.72247980291193,0.985408510480608,-9.14591035388765,9.75477960759943,4.18533597673689,2.63828422909691,0.733749065548182,0.23112927377224,-0.575786549597979,1.3340892100876,3.30184676817485,-1.37092035618566,0.15789474,0.70212766,0.40384615,0.44444444,0.78787879,0.71428571,0.45192308,18.58024691,0.40384615,0.52884615,0.06730769,93.2931896391369,97.9933327414773,88.2306954520089,-8.52991739908854,-3.91121132590554,1.8676244190761,1.63050097510928,9.0550858931108,3.35348728724888,-0.575786549597979,0.733749065548182,0.23112927377224,-1.37092035618566,1.3340892100876,3.30184676817485,0.15789474,0.70212766,0.40384615,0.44444444,0.78787879,0.71428571,0.45192308,13,96.1218825120192,14.7033045842097,1,0.07692308,106.946,8,0.61538462,"2024-06-14",0
"Luis Gil",21052,"2024-06-09","LAD",9,2024,"NYY","H",26,0,0,4.7647064169386,1,1,0,0,0,0,0,0,5.2,23,5,3,3,1,1,0,0,0,0,5,7.94117736156434,1.58823547231287,7.94117736156434,5,0,0,4,10,3,0,0,0,0,0.2173913,0.04347826,0.17391304,4.43650034669099,1.58823547231287,0.227272727272727,1.05882364820858,0.25,0.65217391,4.22530342649837,0.53940299044023,4.59943595004291,118.22881451138,100.378723246138,112.577318929799,0.4,0.176470588,0.235294117,0.588235294,0,0.1,2,3.17647094462574,36,60,96,-0.106636010110378,-0.604671955108643,0.498035967350006,-0.15489998459816,-0.0160851739346981,1.12533330917358,1.04919993877411,0.870000004768372,0.475199997425079,1,1,-0.114018440246582,0.0192589505548666,0,0,0.52083333,96.84,0.13541667,87.84615385,NA,NA,0.34375,93.06060606,NA,0.934651017189026,-1.22896182537079,NA,0.0252480991184711,1.86930203437805,-9.45355250285222,NA,0.0765093912680944,0.34920635,0.84848485,0.52083333,0.59090909,0.85714286,0.74,0.34375,0.56521739,0.13541667,8,6,3,0,12,5,17,0.47058824,0.35294118,0.17647059,0,0.70588235,0.29411765,4.12574115691465,51,61.58591,64.64813,62.32392,43.70821,62.58158,26.70119,20,55.57669,20,42.06726,64.66196,29.70612,0.61824,5.00445,78.82,124.88,113.62,102.64,83.62,90,110.56,63.5,79.04,95.524375,95.0785416666667,96.6352083333333,0.52083333,0.13541667,0.34375,96.792001953125,87.6999981219952,93.0181847774621,-3.613955078125,1.961548438439,-9.41842466412169,9.66387145996094,3.79695510864258,3.82289331609553,0.98617684841156,-1.24186280369759,0.0811194069683552,1.97235369682312,-9.55279079767374,0.245816384752591,0.32075472,0.76744186,0.52083333,0.52941176,0.84848485,0.74,0.44791667,17.23611111,0.34375,0.52083333,0.13541667,92.4732776988636,96.248125,87.131103515625,-8.9813935250947,-3.03260101318359,2.75090701763447,2.61647889108369,8.98620056152344,2.63436097365159,0.0811194069683552,0.98617684841156,-1.24186280369759,0.245816384752591,1.97235369682312,-9.55279079767374,0.30357143,0.825,0.52083333,0.47058824,0.87878788,0.74,0.41666667,17,92.9224422679228,24.2270902745864,2,0.11764706,107.579,8,0.47058824,"2024-06-09",0
"Luis Gil",21052,"2024-06-04","MIN",9,2024,"NYY","H",26,1,0,0,1,1,1,0,0,0,0,0,6,21,1,0,0,0,3,0,0,0,0,6,9,4.5,1.5,2,0,0,3,8,1,1,0,0,0,0.28571429,0.14285714,0.14285714,4.62182431882456,0,0.0555555555555556,0.666666666666667,0.0833333333333333,1,2.6664797782898,-2.6664797782898,4.68249098658562,0,62.6846369474827,114.643526381302,0.375,0.083333333,0.25,0.666666666,0.125,0,3,4.5,35,53,88,0.292103976011276,-0.111099988222122,0.403203964233398,2.94609999656677,0.305929392576218,0.825580954551697,0.917933344841003,0.870000004768372,0.908800005912781,1,1,0.268634080886841,0.0851821916432022,0,0,0.52272727,96.26086957,0.15909091,88.35714286,NA,NA,0.31818182,92.78571429,NA,1.06771612167358,0.985663414001465,NA,1.04700326919556,2.32112200363823,7.04045295715332,NA,3.73929738998413,0.31034483,0.7,0.44318182,0.72222222,0.80952381,0.76923077,0.34090909,0.52380952,0.10227273,5,4,3,2,7,3,12,0.41666667,0.33333333,0.25,0.16666667,0.58333333,0.25,1.60805766595883,73,48.8966,65.63161,55.26783,44.21214,63.00289,33.63245,25.0421,42.22076,42.2372,38.01084,62.73822,39.30656,0.87025,5.38247,98.68,97.28,92.54,97.34,77.94,78.12,99.84,60.16,65.72,98.1640909090909,81.265,80.7354545454546,0.52272727,0.15909091,0.31818182,96.204345703125,88.2357177734375,92.6571393694196,-3.55489614735479,0.242174063410078,-8.70953696114676,9.55614504606828,4.69706399100167,2.83824075971331,1.09947959706187,0.998233709484339,1.05588971823454,2.39017303709103,7.13024078203099,3.7710347079805,0.27083333,0.65,0.44318182,0.61538462,0.84615385,0.76923077,0.45454545,16.49253731,0.31818182,0.52272727,0.15909091,92.3073381696429,95.8632069463315,87.865731375558,-8.44301169259208,-3.01671334971552,0.968052182878767,1.68866457257952,8.78630463973336,3.58277075631278,1.05588971823454,1.09947959706187,0.998233709484339,3.7710347079805,2.39017303709103,7.13024078203099,0.27659574,0.63414634,0.44318182,0.61538462,0.84615385,0.76923077,0.46590909,12,89.9419962565104,29.6279169718424,0,0,98.7618,2,0.16666667,"2024-06-04",0
"Luis Gil",21052,"2024-05-29","@LAA",9,2024,"NYY","A",26,1,0,1.125,1,1,1,0,0,0,0,0,8,28,2,1,1,1,2,0,0,0,0,9,10.125,2.25,2.25,4.5,0,0,8,7,2,1,0,0,0,0.32142857,0.07142857,0.25,2.99514872675725,1.125,0.0769230769230769,0.5,0.0625,1,3.2914797782898,-2.1664797782898,2.98948713373393,27.9151336276373,77.7978307739517,72.5257052135594,1.142857142,0.117647058,0.470588235,0.411764705,0.142857142,0.142857142,2,2.25,28,67,95,0.490958034992218,-0.196241989731789,0.687200009822845,3.06400012969971,0.310908168554306,1.07507145404816,1.36570000648499,0.870000004768372,3.48819994926453,1,1,0.394027024507523,0.062647769659439,0,0,0.58947368,96.69642857,0.21052632,87.1,NA,NA,0.2,91.52631579,NA,2.67700386047363,1.14119672775269,NA,-0.403908342123032,4.78036403656006,5.70598363876343,NA,-2.1258333795949,0.38888889,0.63414634,0.49473684,0.52380952,0.80769231,0.68085106,0.43157895,0.60714286,0.15789474,4,7,6,2,8,7,17,0.23529412,0.41176471,0.35294118,0.11764706,0.47058824,0.41176471,2.67131003188461,79,55.41477,65.74235,56.74384,52.77583,66.50958,40.78106,38.7108,48.91249,30.74564,49.41083,64.45252,40.46264,0.16201,4.32011,85.52,116.64,108.18,108.6,94.08,102.44,119.28,77.62,94.2,106.232421052632,95.1267368421053,101.853263157895,0.58947368,0.21052632,0.2,96.6410696847098,87.0100036621094,91.4736842105263,-3.76407923017229,1.67980556488037,-9.68077408640008,10.6323634556362,3.68916931152344,3.25673012984426,2.68179737776518,1.15410289540887,-0.310578040778637,4.78892388886639,5.77051447704434,-1.63462126725598,0.3125,0.68085106,0.49473684,0.46666667,0.78125,0.68085106,0.49473684,15.09090909,0.2,0.58947368,0.21052632,91.6514635587993,96.8131975446429,87.1619323730469,-8.84016016909951,-2.80501229422433,2.83673610687256,1.77333892019171,9.23157719203404,2.18639507293701,-0.310578040778637,2.68179737776518,1.15410289540887,-1.63462126725598,4.78892388886639,5.77051447704434,0.28888889,0.68,0.49473684,0.38461538,0.79411765,0.68085106,0.52631579,17,89.0356732536765,10.9670437083525,2,0.11764706,108.962,6,0.35294118,"2024-05-29",0
"Luis Gil",21052,"2024-05-23","SEA",9,2024,"NYY","H",26,1,0,0,1,1,1,0,0,0,0,0,6.1,22,1,0,0,0,2,0,0,0,0,8,11.3684216232511,2.84210540581279,1.42105270290639,4,0,0,6,6,0,0,0,0,0,0.36363636,0.09090909,0.27272727,2.82982825273954,0,0.05,0.473684234302131,0.0833333333333333,1,1.58753233061603,-1.58753233061603,3.01996141893521,0,36.5944898990543,73.2838313644009,1,0,0.5,0.5,0,0,2,2.84210540581279,31,65,96,0.367559999227524,-0.142652004957199,0.510212004184723,3.17910003662109,0.330124616622925,1.08959996700287,1.07891428470612,0.870000004768372,0.900400042533875,1,1,0.35450953245163,-0.0171747211827191,0,0,0.51041667,96.79591837,0.14583333,87.28571429,NA,NA,0.34375,91.81818182,NA,2.54317307472229,0.96425473690033,NA,0.0453627295792103,5.19014913208631,6.88753383500235,NA,0.137462816906698,0.33962264,0.76744186,0.53125,0.72222222,0.75757576,0.74509804,0.44791667,0.68181818,0.13541667,6,5,1,1,9,2,12,0.5,0.41666667,0.08333333,0.08333333,0.75,0.16666667,0.335480272818025,79,57.03938,71.64647,58.97231,71.48071,61.37343,63.10995,25.84319,68.25838,20,60.96286,69.38885,53.33494,-0.55567,3.24359,90.58,104.6,103.96,108.28,107.42,112.94,118.08,43.02,85.66,103.624791666667,97.0589583333333,105.874791666667,0.51041667,0.14583333,0.34375,96.7285754145408,87.3714250837054,91.7818196614583,-4.420654296875,0.215525031089783,-9.56778601444129,9.82197851064254,4.61144747052874,3.19541515003551,2.5709480047226,0.974085886031389,0.038380928337574,5.24683266269917,6.95775632879564,0.116305843447194,0.27906977,0.73584906,0.53125,0.66666667,0.76923077,0.74509804,0.55208333,17.63013699,0.34375,0.51041667,0.14583333,91.4923206676136,96.4371213329082,87.0614275251116,-9.1819541237571,-3.79594047702089,0.98401233128139,2.10356209494851,8.90104581871811,3.4592832837786,0.038380928337574,2.5709480047226,0.974085886031389,0.116305843447194,5.24683266269917,6.95775632879564,0.27272727,0.75,0.53125,0.66666667,0.76923077,0.74509804,0.54166667,12,83.2807159423828,17.4003944396973,1,0.08333333,106.064,2,0.16666667,"2024-05-23",0
"Luis Gil",21052,"2024-05-18","CHW",9,2024,"NYY","H",26,1,0,1.5,1,1,1,0,0,0,0,0,6,24,5,1,1,0,1,0,0,0,0,14,21,1.5,7.5,14,0,0,2,4,3,1,0,0,0,0.58333333,0.04166667,0.54166667,0.727145747175643,0,0.217391304347826,1,0.555555555555556,0.83333333,-1.00018688837687,2.50018688837687,0.0078187157710401,37.2201781701831,-25.9794335011355,-1.65095835264457,0.5,0.333333333,0.222222222,0.444444444,0.25,0,6,9,33,65,98,0.125892087817192,-0.251500010490417,0.377392113208771,1.94609999656677,0.202087223529816,0.883233308792114,0.731333315372467,0.870000004768372,0.342000007629395,1,1,0.20176100730896,-0.0592255225576448,0,0,0.5,96.91836735,0.16326531,87,0.03061224,89,0.30612245,92.3,NA,0.512156128883362,0.127770483493805,-0.0818965211510658,0.875916600227356,1.04521658955788,0.798565521836281,-2.72988403836886,2.91972200075785,0.36666667,0.65789474,0.47959184,0.40909091,0.76,0.59574468,0.3877551,0.70833333,0.19387755,2,2,5,4,4,1,9,0.22222222,0.22222222,0.55555556,0.44444444,0.44444444,0.11111111,0.0397585851842007,74,80,80,77.6162,78.52897,65.96848,71.74422,51.86797,56.44805,60.28077,80,74.56852,77.36127,-1.7647,1.43004,106.84,131.66,140.92,116.14,113.72,128.82,124.16,103.14,121.84,114.847959183673,117.160612244898,131.170816326531,0.5,0.19387755,0.30612245,96.9428611288265,87.2421039782072,92.213330078125,-4.38026303661113,2.07017115542763,-9.96108601888021,10.2003242336974,3.37619098864104,2.49274419148763,0.558445822447538,0.0303304977715015,0.88342397660017,1.13968535193375,0.159634198797377,2.94474658866723,0.32692308,0.65217391,0.47959184,0.35294118,0.73333333,0.59574468,0.46938776,16.09459459,0.30612245,0.5,0.19387755,92.1726888020833,96.9037886639031,87.1760446648849,-9.66255391438802,-3.82716027084662,2.77454556916889,1.16387189229329,9.15478391063457,1.85936496132299,0.88342397660017,0.558445822447538,0.0303304977715015,2.94474658866723,1.13968535193375,0.159634198797377,0.31372549,0.65957447,0.47959184,0.3125,0.74193548,0.59574468,0.47959184,9,83.2777845594618,17.7583262125651,1,0.11111111,108.548,2,0.22222222,"2024-05-18",0
