"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","SF%","SFv","XX%","wFB","wSL","wSF","wFB/C","wSL/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_KC","pb_s_KC","pb_c_KC","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFS%","pfxSI%","pfxSL%","pfxKC%","pfxvFA","pfxvFS","pfxvSI","pfxvSL","pfxvKC","pfxFA-X","pfxFS-X","pfxSI-X","pfxSL-X","pfxKC-X","pfxFA-Z","pfxFS-Z","pfxSI-Z","pfxSL-Z","pfxKC-Z","pfxwFA","pfxwFS","pfxwSI","pfxwSL","pfxwKC","pfxwFA/C","pfxwFS/C","pfxwSI/C","pfxwSL/C","pfxwKC/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFS%","piSI%","piSL%","pivFA","pivFS","pivSI","pivSL","piFA-X","piFS-X","piSI-X","piSL-X","piFA-Z","piFS-Z","piSI-Z","piSL-Z","piwFA","piwFS","piwSI","piwSL","piwFA/C","piwFS/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Scott McGough",12056,"2024-06-08","@SDP",15,2024,"ARI","A",34,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,30.967621390532,66.5170884121943,1,0,0.5,0.5,0,0,0,0,4,7,11,0,0,0,0.457000017166138,0.0498636141419411,0,0,0,0,1,1,0,NA,0,0,0.63636364,93.28571429,0.18181818,87.5,0.18181818,85,NA,0.724743545055389,-0.0818048268556595,0.0852822959423065,10.353479215077,-4.09024134278297,4.26411479711533,0.25,1,0.45454545,0.5,1,0.8,0.27272727,0.33333333,0.09090909,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,-0.374583730351145,NA,75.84565,55.32291,77.88859,32.77316,28.40075,47.35345,20,29.39312,20,NA,NA,NA,20,37.46279,20,46.4546,42.43036,43.3191,0.34567,4.5956,91.66,129.12,132.82,69.68,52.22,50.44,92.6,62.7,66.26,119.18,65.9,56.8,94.8363636363636,98.5581818181818,99.4072727272727,0.54545455,0.18181818,0.09090909,0.18181818,NA,93.0666707356771,84.6500015258789,92.9000015258789,87.5999984741211,NA,-4.25926876068115,-4.54003715515137,-8.30601978302002,3.24625539779663,NA,11.6749458312988,3.12976717948914,9.38973712921143,2.96238875389099,NA,0.6665955260396,0.0852852910757065,0.0682137757539749,-0.0833708606660366,NA,11.1099254339933,4.26426455378532,6.82137757539749,-4.16854303330183,NA,0.33333333,0.6,0.45454545,0.5,1,0.8,0.45454545,16.5,0.54545455,0.18181818,0.09090909,0.18181818,93.1795145670573,84.7474517822266,93.0550994873047,87.6913452148438,-3.27392514546712,-3.47525501251221,-7.76181983947754,4.55753993988037,10.2259381612142,1.13084304332733,7.84360980987549,1.32240295410156,0.6665955260396,0.0852852910757065,0.0682137757539749,-0.0833708606660366,11.1099254339933,4.26426455378532,6.82137757539749,-4.16854303330183,0.28571429,0.75,0.45454545,0.5,1,0.8,0.36363636,2,89.2181091308594,3.11803817749023,0,0,96.6457,1,0.5,"2024-06-08",0
"Scott McGough",12056,"2024-05-04","SDP",15,2024,"ARI","H",34,0,0,18,1,0,0,0,0,0,0,0,1,6,3,2,2,0,0,0,0,1,0,1,9,0,27,1,0,0,2,0,3,0,0,0,0,0.16666667,0,0.16666667,2.67617353719961,0,0.5,3,0.6,0.33333333,1.1664797782898,16.8335202217102,1.1664797782898,430.494668171272,30.967621390532,29.9783111930123,2,0.6,0.4,0,0,0,1,9,7,15,22,0,-9.99999974737875e-05,9.99999974737875e-05,-1.4889999628067,-0.150404050946236,0,0,0,NA,0,1,0,NA,0,0,0.77272727,93.64705882,0.04545455,90,0.18181818,86,NA,-0.655244648456573,-0.0344077162444592,-0.600064039230347,-3.85438028503867,-3.44077162444592,-15.0016009807587,0.3,0.91666667,0.63636364,0.66666667,0.90909091,0.85714286,0.54545455,0.5,0.09090909,2,1,2,0,2,3,5,0.4,0.2,0.4,0,0.4,0.6,8.36760827162534,NA,62.69285,48.08181,65.46959,45.03716,20,72.45834,20,36.20468,20,NA,NA,NA,53.56827,25.64466,63.40619,58.55076,34.65804,65.23452,-0.40582,3.46836,93.22,116.18,104.46,83.9,119.5,102.12,89.44,69.68,67.48,97.9,106.96,91.96,92.2045454545455,112.993636363636,100.080909090909,0.59090909,0.18181818,0.18181818,0.04545455,NA,93.453848031851,86,93.8999938964844,89.5,NA,-5.26814211331881,-3.4847993850708,-7.841796875,3.66963267326355,NA,10.6670743502103,5.24572515487671,9.4188871383667,5.05019474029541,NA,-0.916067466139793,-0.605279460549355,0.252818007022142,-0.0350487045943737,NA,-7.04667281645995,-15.1319865137339,6.32045017555356,-3.50487045943737,NA,0.22222222,0.92307692,0.63636364,0.5,0.91666667,0.85714286,0.59090909,19.625,0.59090909,0.18181818,0.18181818,0.04545455,93.3486328125,85.8583755493164,93.8156967163086,89.3835983276367,-5.16651094876803,-3.33052253723145,-8.02999496459961,4.21003007888794,9.74256603534405,3.71244263648987,8.3127498626709,3.76832008361816,-0.916067466139793,-0.605279460549355,0.252818007022142,-0.0350487045943737,-7.04667281645995,-15.1319865137339,6.32045017555356,-3.50487045943737,0.22222222,0.92307692,0.63636364,0.5,0.91666667,0.85714286,0.59090909,5,95.5483947753906,8.22958374023438,0,0,104.852,3,0.6,"2024-05-04",0
"Scott McGough",12056,"2024-05-03","SDP",15,2024,"ARI","H",34,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,0,2,1,0,0,0,0,0.25,0,0.25,4.46147908401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,30.967621390532,103.055865631376,0,0.333333333,0,0.666666666,0,0,0,0,5,10,15,0.000640000158455223,-0.000540000037290156,0.00118000013753772,0.511000037193298,0.0516161620616913,0.0130000002682209,0.00999999977648258,0.00999999977648258,NA,0,1,0.028333343565464,0.0208974368384205,0,0,0.6,93.88888889,0.13333333,88,0.26666667,86,NA,0.338862508535385,-0.797038972377777,0.466012269258499,3.7651389837265,-39.8519486188889,11.6503067314625,0.25,0.71428571,0.46666667,0,0.6,0.42857143,0.46666667,0.5,0.26666667,0,2,1,0,1,2,3,0,0.66666667,0.33333333,0,0.33333333,0.66666667,2.78134415716154,NA,52.83768,54.55408,45.63338,NA,NA,NA,75.0644,38.39188,80,NA,NA,NA,54.25228,27.2916,61.15775,55.57615,41.97851,55.03367,-0.22101,3.74558,91.4,89.64,84.48,NA,NA,NA,98.22,119.9,122.58,102.56,127.52,111.9,93.8613333333333,103.222666666667,94.744,0.6,0.26666667,NA,0.13333333,NA,93.9111124674479,86.2249984741211,NA,87.8999938964844,NA,-5.11074490017361,-4.38112878799438,NA,2.8864049911499,NA,10.9752366807726,4.82375478744507,NA,2.57730436325073,NA,0.384474851191044,0.471849530935287,NA,-0.804897721856833,NA,4.2719427910116,11.7962382733822,NA,-40.2448860928416,NA,0.28571429,0.625,0.46666667,0,0.6,0.42857143,0.53333333,20.09090909,0.6,0.26666667,NA,0.13333333,93.8769802517361,86.1960983276367,NA,87.8665008544922,-4.98068110148112,-4.1571102142334,NA,3.28276491165161,10.0581224229601,3.12583994865417,NA,1.1761394739151,0.384474851191044,0.471849530935287,NA,-0.804897721856833,4.2719427910116,11.7962382733822,NA,-40.2448860928416,0.33333333,0.55555556,0.46666667,0,0.6,0.42857143,0.6,3,93.6202290852865,25.9877395629883,0,0,101.557,1,0.33333333,"2024-05-03",0
"Scott McGough",12056,"2024-04-30","LAD",15,2024,"ARI","H",34,1,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,0,2,0,0,0,0,0,0,18,0,0,0,0,1,2,0,1,0,0,0,0,0.4,-0.4,13.8301690840149,0,0,2,0,0.5,9.16647977828979,-9.16647977828979,12.1904965907335,0,230.673328392554,296.381654397238,0.5,0,0.333333333,0.666666666,0.5,0,2,18,13,8,21,-0.052360013127327,-0.134972929954529,0.0826129242777824,0.13699996471405,0.0138383777812123,3.7311999797821,2.62600016593933,2.62600016593933,NA,0,1,0.0256379060447216,-0.0396709285069443,0,0,0.55,93.81818182,0.2,87.75,0.25,86.4,0.04761905,-0.153463169932365,0.275749564170837,-0.0943607836961746,-1.39511972665787,6.89373910427094,-1.88721567392349,0.14285714,0.83333333,0.35,0.5,0.6,0.57142857,0.3,0.2,0.14285714,2,0,1,1,1,1,3,0.66666667,0,0.33333333,0.33333333,0.33333333,0.33333333,6.49999148322113,NA,20,50.9993,20,80,32.79946,80,50.37083,32.38307,53.05125,NA,NA,NA,20,29.22382,20,20,37.3725,20,2.97525,8.53997,70.94,31.06,21.52,93.36,119.06,98.1,98.12,94.36,111.38,85.94,33.2,35.6,82.368,53.055,50.67,0.45,0.25,0.1,0.2,NA,93.4888916015625,86.2,94.8999938964844,87.6000061035156,NA,-4.63814247979058,-3.28712692260742,-8.90616607666016,2.56008529663086,NA,10.4445215861003,5.09708251953125,9.16907119750977,1.78039681911469,NA,-0.189842518419027,-0.0971916429698467,0.0348488762974739,0.278855383396149,NA,-2.10936131576697,-1.94383285939693,1.7424438148737,6.97138458490372,NA,0.15384615,0.71428571,0.35,0,0.8,0.57142857,0.35,23.25,0.45,0.25,0.1,0.2,93.6211683485243,86.2651794433594,94.9976501464844,87.7185745239258,-4.56796900431315,-2.97841606140137,-8.96075439453125,2.89065265655518,9.56710984971788,3.25485420227051,7.75404500961304,0.620588481426239,-0.189842518419027,-0.107997413724661,0.0348488762974739,0.278855383396149,-2.10936131576697,-2.15994827449322,1.7424438148737,6.97138458490372,0.15384615,0.71428571,0.35,0,0.8,0.57142857,0.35,3,80.0207061767578,26.1206359863281,0,0,90.0705,0,0,"2024-04-30",0
"Scott McGough",12056,"2024-04-29","LAD",15,2024,"ARI","H",34,0,0,0,1,0,0,0,0,0,0,0,0.2,5,1,0,0,0,2,0,0,0,0,0,0,27.000028163224,13.500014081612,0,0,0,2,0,1,0,0,0,0,0,0.4,-0.4,12.5584090840149,0,0.333333333333333,4.50000469387067,0.333333333333333,1,12.1664891660311,-12.1664891660311,12.1664891660311,0,305.563202866503,295.801497607635,2,0.333333333,0.666666666,0,0,0,3,40.5000422448361,9,10,19,-0.0417799949645996,-0.0997599959373474,0.0579800009727478,-0.582000017166138,-0.0587878786027431,0.88919997215271,0.402999997138977,0.805999994277954,0.670000016689301,1,1,0.00619795266538858,-0.0531840033548103,0,0,0.42105263,93.75,0.21052632,89,0.36842105,84.85714286,NA,-1.09607982635498,0.197690814733505,0.0530961714684963,-13.7009978294373,4.94227036833763,0.758516735264233,0.30769231,0.5,0.36842105,0.75,0.66666667,0.71428571,0.31578947,0.4,0.10526316,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,15.4891853889967,NA,20,51.89299,20,NA,NA,NA,20,29.43846,20,NA,NA,NA,20,38.29918,26.35451,20,41.64879,20,4.22141,10.40921,77.28,9.44000000000001,4.12,NA,NA,NA,90.4,38.74,41.32,80.76,53.74,46.48,81.3242105263158,31.9294736842105,27.5578947368421,0.42105263,0.36842105,NA,0.21052632,NA,93.6624984741211,85.0857107979911,NA,89.25,NA,-4.99964618682861,-4.47138513837542,NA,1.79452109336853,NA,11.1856727600098,6.03647722516741,NA,5.15238237380981,NA,-1.11356969177723,0.0522564835846424,NA,0.199406132102013,NA,-13.9196211472154,0.74652119406632,NA,4.98515330255032,NA,0.23076923,0.66666667,0.36842105,0.66666667,0.75,0.71428571,0.31578947,22.07142857,0.42105263,0.36842105,NA,0.21052632,93.9299774169922,85.3389456612723,NA,89.5078735351562,-4.70688009262085,-4.61816133771624,NA,2.24782752990723,9.79826831817627,4.84131022862026,NA,3.73852014541626,-1.11356969177723,0.0522564835846424,NA,0.199406132102013,-13.9196211472154,0.74652119406632,NA,4.98515330255032,0.23076923,0.66666667,0.36842105,0.66666667,0.75,0.71428571,0.31578947,3,87.0211486816406,-3.71052201588949,0,0,105.133,1,0.33333333,"2024-04-29",0
"Scott McGough",12056,"2024-04-26","@SEA",15,2024,"ARI","A",34,0,0,27,1,0,0,0,0,0,0,0,1,6,2,3,3,1,2,0,0,0,0,0,0,18,18,0,0,0,2,2,0,0,0,0,0,0,0.33333333,-0.33333333,11.7253957421829,9,0.5,4,0.333333333333333,0.38461538,22.1664797782898,4.83352022171021,12.1904965907335,645.742002256908,555.195102270841,296.381654397238,1,0,0.5,0.5,0,0.5,0,0,11,11,22,-0.190687969326973,-0.197098016738892,0.00641003716737032,-3.20700001716614,-0.364224880933762,0.754866659641266,0.62610000371933,1.25220000743866,0.0373999997973442,1,1,-0.110173307359219,-0.142438153077507,0,1,0.40909091,93.11111111,0.18181818,87.25,0.40909091,84.66666667,NA,-2.14610743522644,1.03458368778229,-0.428508371114731,-23.8456381691827,25.8645921945572,-4.76120412349701,0.07142857,0.625,0.27272727,1,1,1,0.36363636,0.66666667,0,2,1,1,0,3,1,4,0.5,0.25,0.25,0,0.75,0.25,22.111229053505,NA,48.49144,56.41444,40.11758,NA,NA,NA,54.49231,38.80563,56.62659,80,38.79845,80,20,35.29841,20,30.02479,44.1042,20.63412,1.3664,6.12669,89.54,65.88,62.26,NA,NA,NA,96.04,139,130.6,81.34,29.56,28.74,87.3672727272727,64.3163636363636,60.9727272727273,0.4,0.36,NA,0.2,0.04,93.1200012207031,84.6888902452257,NA,87.0599975585938,78.5999984741211,-4.60927543640137,-3.43532583448622,NA,3.31411323547363,1.90286135673523,11.662264251709,3.79472732543945,NA,2.40618267059326,-8.50813579559326,-2.1030675470829,-0.438922699540854,NA,1.01642718166113,0.0501701384782791,-21.030675470829,-4.87691888378726,NA,20.3285436332226,5.01701384782791,0.07692308,0.5,0.28,1,1,1,0.48,21.11111111,0.4,0.36,NA,0.24,93.7777770996094,85.3175862630208,NA,86.2857157389323,-4.07666931152344,-3.05516221788194,NA,3.841415087382,10.203978729248,2.29343520270454,NA,-0.758062998453776,-2.1030675470829,-0.438922699540854,NA,1.06659732013941,-21.030675470829,-4.87691888378726,NA,17.7766220023235,0.07692308,0.5,0.28,1,1,1,0.48,4,93.6966705322266,15.2281656265259,1,0.25,102.701,2,0.5,"2024-04-26",0
"Scott McGough",12056,"2024-04-22","@STL",15,2024,"ARI","A",34,0,0,6.75000160932579,1,0,0,0,0,0,0,1,1.1,6,3,1,1,1,1,0,0,0,0,0,0,6.75000160932579,20.2500048279774,0,0,0,3,1,1,0,0,0,0,0,0.16666667,-0.16666667,7.11795129545234,6.75000160932579,0.6,3.00000071525591,0.5,1,15.1664826393134,-8.41648102998763,6.55048688976636,161.435539053459,380.452680064415,160.086738886414,3,0.2,0.6,0.2,0,1,0,0,9,14,23,-0.0667480081319809,-0.343712031841278,0.276964008808136,-0.0599999502301216,-0.00632910709828138,1.97222852706909,2.43680000305176,3.49040007591248,2.91079998016357,1,1,-0.109347052872181,0.0755031006040458,0,1,0.30434783,93.28571429,0.13043478,88.33333333,0.56521739,84.84615385,NA,-0.602586627006531,0.0197809934616089,-0.499911665916443,-8.60838038580758,0.659366448720296,-3.84547435320341,0.33333333,0.875,0.52173913,0.6,0.85714286,0.75,0.34782609,0.5,0.13043478,1,2,2,0,3,2,5,0.2,0.4,0.4,0,0.6,0.4,20.9692953871155,NA,25.25985,40.65639,29.89831,78.19862,23.67202,80,36.01443,27.09673,49.92158,NA,NA,NA,36.34788,38.60267,49.71866,27.46968,37.14294,39.4929,1.52514,6.3648,83.98,43.26,19.88,82.78,134.46,121.58,102.26,122.18,120.3,101.84,85.84,79.9,96.4069565217391,81.5860869565217,71.324347826087,0.26086957,0.56521739,0.04347826,0.13043478,NA,93.0499979654948,84.6999981219952,94,88.2666625976562,NA,-4.73591772715251,-4.47903530414288,-8.12173748016357,1.05618317921956,NA,10.5645268758138,4.89493326040415,9.08572864532471,3.64290110270182,NA,-1.37210919708014,-0.509866535663605,0.783590018749237,0.0197252556681633,NA,-22.8684866180023,-3.92205027433542,78.3590018749237,0.65750852227211,NA,0.35714286,0.77777778,0.52173913,0.6,0.85714286,0.75,0.39130435,22.23529412,0.26086957,0.56521739,0.04347826,0.13043478,93.9568990071615,85.579336313101,94.8541030883789,89.1624348958333,-4.18131319681803,-4.0826782813439,-7.6270899772644,1.79659334818522,8.97913360595703,3.25608150775616,7.33025979995728,2.20691998799642,-1.37210919708014,-0.509866535663605,0.783590018749237,0.0197252556681633,-22.8684866180023,-3.92205027433542,78.3590018749237,0.65750852227211,0.35714286,0.77777778,0.52173913,0.6,0.85714286,0.75,0.39130435,5,93.966064453125,4.43374404907227,1,0.2,110.049,1,0.2,"2024-04-22",0
"Scott McGough",12056,"2024-04-19","@SFG",15,2024,"ARI","A",34,0,0,0,1,0,0,0,0,0,0,0,1.2,5,0,0,0,0,0,0,0,0,0,1,5.40000205993731,0,0,1,0,0,2,2,0,1,0,0,0,0.2,0,0.2,3.29696908401489,0,0,0,0,1,1.96647932052595,-1.96647932052595,3.78089010013497,0,50.9381806634777,93.1574283965535,1,0,0.5,0.5,0.5,0,6,32.4000123596239,5,10,15,0.00304000009782612,0,0.00304000009782612,0.850000023841858,0.0903774574398994,0.024320000782609,0.0353999994695187,0.0608000010251999,0,1,1,0.115572653710842,0.00942734628915787,0,0,0.6,92.88888889,0.33333333,87.2,0.06666667,84,NA,0.460822254419327,0.791398465633392,-0.0620911717414856,5.12024727132585,15.8279693126678,-6.20911717414856,0.28571429,0.625,0.46666667,0,0.8,0.57142857,0.53333333,0.6,0.2,0,2,2,1,2,1,4,0,0.5,0.5,0.25,0.5,0.25,-0.466802334799224,NA,67.9532,58.53359,67.59879,20,32.55705,20,62.99639,37.81172,75.18265,NA,NA,NA,20,30.39513,20,46.55624,45.05375,48.64839,0.33936,4.58613,97.72,105.02,105.92,74.94,66.94,47.86,87.22,140.98,158.7,90.38,-55.82,-51.44,90.6933333333333,101.206666666667,105.281333333333,0.46666667,0.06666667,0.13333333,0.33333333,NA,92.7999965122768,84.4000015258789,92.6000061035156,87,NA,-5.70420019967215,-3.12244749069214,-8.09940719604492,2.86247482299805,NA,11.8787307739258,3.47696661949158,10.5342407226562,3.77239151000977,NA,0.524484444409609,-0.0633736774325371,-0.0592916384339333,0.802408766001463,NA,7.49263492013727,-6.33736774325371,-2.96458192169666,16.0481753200293,NA,0.16666667,0.66666667,0.46666667,0,0.66666667,0.57142857,0.6,15.3,0.46666667,0.06666667,0.13333333,0.33333333,93.5348859514509,85.1100997924805,93.347297668457,87.717138671875,-5.2109854561942,-3.33485007286072,-8.03505516052246,3.17976398468018,10.2780685424805,2.15370011329651,8.72391986846924,2.27623405456543,0.524484444409609,-0.0633736774325371,-0.0592916384339333,0.802408766001463,7.49263492013727,-6.33736774325371,-2.96458192169666,16.0481753200293,0.2,0.6,0.46666667,0,0.66666667,0.57142857,0.66666667,4,86.490837097168,24.8179969787598,0,0,95.9576,1,0.25,"2024-04-19",0
"Scott McGough",12056,"2024-04-16","CHC",15,2024,"ARI","H",34,0,0,0,1,0,0,0,0,0,0,0,1.2,5,0,0,0,0,0,0,0,0,0,2,10.8000041198746,0,0,2,0,0,1,2,0,0,0,0,0,0.4,0,0.4,1.53488908401489,0,0,0,0,1,0.766478862762102,-0.766478862762102,2.58088964237113,0,20.9823131859177,64.1585490194796,0.5,0,0.333333333,0.666666666,0,0,4,21.6000082397492,9,15,24,0.155680000782013,0,0.155680000782013,1.46199989318848,0.147676765918732,0.990400016307831,1.13266670703888,1.53799998760223,0.932000041007996,1,1,0.146735593676567,0.0104534190643468,1,0,0.41666667,93.5,0.04166667,87,0.54166667,85.38461538,NA,0.657047212123871,0.0389156937599182,0.565921425819397,6.57047212123871,3.89156937599182,4.35324173707228,0.35714286,0.8,0.54166667,0.2,0.625,0.46153846,0.41666667,0.4,0.29166667,0,0,3,0,2,1,3,0,0,1,0,0.66666667,0.33333333,-0.689634352248884,NA,50.52249,42.65481,58.30845,NA,NA,NA,80,41.81774,80,NA,NA,NA,28.34821,29.95087,47.68074,34.26991,32.68019,50.57119,1.10266,5.73108,85.64,109.32,92.68,NA,NA,NA,91.2,141.04,145.7,84.26,84.52,69.98,85.1241666666667,97.2083333333333,82.5933333333333,0.41666667,0.54166667,NA,0.04166667,NA,93.4,85.3923058143029,NA,87.3000030517578,NA,-4.90422401428223,-3.9974118746244,NA,4.34749841690063,NA,10.7250968933105,5.12514906663161,NA,1.28221392631531,NA,0.665061451494694,0.554281946271658,NA,0.039364367723465,NA,6.65061451494694,4.26370727901275,NA,3.9364367723465,NA,0.41666667,0.66666667,0.54166667,0,0.75,0.46153846,0.5,18.15789474,0.41666667,0.54166667,NA,0.04166667,93.6463806152344,85.6197321965144,NA,87.5147018432617,-4.68274917602539,-3.83842468261719,NA,4.64524984359741,9.53651504516602,3.58142060499925,NA,0.0702046975493431,0.665061451494694,0.554281946271658,NA,0.039364367723465,6.65061451494694,4.26370727901275,NA,3.9364367723465,0.38461538,0.72727273,0.54166667,0,0.75,0.46153846,0.45833333,3,92.7202758789062,27.168825785319,0,0,95.3651,1,0.33333333,"2024-04-16",0
"Scott McGough",12056,"2024-04-12","STL",15,2024,"ARI","H",34,0,0,18,1,0,0,0,0,0,0,0,1,5,2,2,2,0,0,0,0,0,0,1,9,0,18,1,0,0,1,2,1,0,0,0,0,0.2,0,0.2,3.74716908401489,0,0.4,2,0.5,0,1.1664797782898,16.8335202217102,4.19049659073353,430.494668171272,30.967621390532,103.055865631376,0.5,0.25,0.25,0.5,0,0,0,0,4,12,16,-0.168119981884956,-0.195219978690147,0.0270999986678362,-1.4889999628067,-0.150404036045074,0.780399978160858,0.913999974727631,0.913999974727631,0.135999992489815,1,1,-0.138384103775024,-0.0770438646895044,0,1,0.5,93,0.25,86.5,0.25,85.5,NA,-1.51611566543579,0.0485989488661289,0.167139232158661,-18.9514458179474,1.21497372165322,4.17848080396652,0.28571429,0.55555556,0.4375,1,1,1,0.5625,0.8,0,0,3,1,0,2,2,4,0,0.75,0.25,0,0.5,0.5,2.48686428812423,NA,80,50.38692,80,NA,NA,NA,33.89527,33.02834,42.10061,NA,NA,NA,34.36057,28.48624,46.26662,63.62136,38.31808,76.5314,-0.72083,2.99585,91.58,138.1,128.52,NA,NA,NA,90.5,91.34,88.42,87.02,77.64,68.2,90.17,111.295,103.415,0.5,0.25,NA,0.25,NA,93.0625,85.3000030517578,NA,86.1999969482422,NA,-5.51330518722534,-5.03943586349487,NA,1.10695576667786,NA,11.0025939941406,6.64106321334839,NA,2.93208241462708,NA,-1.52489076554775,0.175411771982908,NA,0.0488484427332878,NA,-19.0611345693469,4.38529429957271,NA,1.2212110683322,NA,0.33333333,0.5,0.4375,1,1,1,0.625,18.72727273,0.5,0.25,NA,0.25,93.1567611694336,85.3604507446289,NA,86.2685546875,-4.92396879196167,-4.62098264694214,NA,1.94057750701904,9.65042877197266,4.9091477394104,NA,1.27046370506287,-1.52489076554775,0.175411771982908,NA,0.0488484427332878,-19.0611345693469,4.38529429957271,NA,1.2212110683322,0.33333333,0.5,0.4375,1,1,1,0.625,4,93.5085144042969,6.08071613311768,1,0.25,108.343,2,0.5,"2024-04-12",0
"Scott McGough",12056,"2024-04-08","@COL",15,2024,"ARI","A",34,0,1,40.5000422448361,1,0,0,0,0,0,0,1,0.2,6,2,3,3,0,2,0,0,0,0,0,0,27.000028163224,27.000028163224,0,0,0,1,2,1,0,0,0,0,0,0.33333333,-0.33333333,11.9925068519314,0,0.5,6.00000625849423,0.5,0.25,12.1664891660311,28.3335530788049,16.7025191161447,968.614013728512,305.563202866503,405.417943604044,0.5,0.25,0.25,0.5,0,0,0,0,12,12,24,-0.177463978528976,-0.311564028263092,0.134100049734116,-1.2260000705719,-0.106701478362083,2.13666653633118,1.54679989814758,1.54679989814758,3.86440014839172,1,1,-0.116085134446621,0.0330286651700927,0,1,0.33333333,92.5,0.16666667,86,0.5,84.91666667,NA,-0.261392444372177,-1.12091362476349,-0.174849689006805,-3.26740555465221,-28.0228406190872,-1.45708074172338,0.23529412,0.85714286,0.41666667,0.75,0.83333333,0.8,0.29166667,0.5,0.08333333,1,2,1,1,3,0,4,0.25,0.5,0.25,0.25,0.75,0,10.5592857218539,NA,20,37.36091,20,NA,NA,NA,77.11381,27.55623,80,NA,NA,NA,21.76534,26.70481,26.83609,20,27.59619,20,2.10835,7.23962,65.88,68.26,36.64,NA,NA,NA,91.1,113.06,118.6,82.74,74.84,66.8,78.5133333333333,79.0166666666667,65.38,0.33333333,0.5,NA,0.16666667,NA,92.625,84.8583323160807,NA,86,NA,-3.33388233184814,-3.10943826039632,NA,2.5428295135498,NA,9.12695503234863,4.10280100504557,NA,1.37447810173035,NA,-0.268596071749926,-0.1819217056036,NA,-1.12748130038381,NA,-3.35745089687407,-1.51601421336333,NA,-28.1870325095952,NA,0.21428571,0.7,0.41666667,0.66666667,0.85714286,0.8,0.41666667,19.44444444,0.33333333,0.5,NA,0.16666667,93.1670532226562,85.403564453125,NA,86.53857421875,-2.85701131820679,-2.6916332244873,NA,3.04968500137329,8.99516105651855,3.51009845733643,NA,1.0297155380249,-0.268596071749926,-0.1819217056036,NA,-1.12748130038381,-3.35745089687407,-1.51601421336333,NA,-28.1870325095952,0.15384615,0.72727273,0.41666667,0.5,0.875,0.8,0.45833333,4,81.2652740478516,21.1292629241943,0,0,96.9687,1,0.25,"2024-04-08",0
