"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","SF%","SFv","XX%","wFB","wSL","wCB","wSF","wFB/C","wSL/C","wCB/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFS%","pfxSL%","pfxCU%","pfxvFA","pfxvFS","pfxvSL","pfxvCU","pfxFA-X","pfxFS-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxFS-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwFS","pfxwSL","pfxwCU","pfxwFA/C","pfxwFS/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piSL%","pivCH","pivCU","pivFA","pivSL","piCH-X","piCU-X","piFA-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piSL-Z","piwCH","piwCU","piwFA","piwSL","piwCH/C","piwCU/C","piwFA/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Sam Long",25379,"2024-09-28","@ATL",7,2024,"KCR","A",28,0,1,6.75000160932579,1,0,0,0,0,0,0,0,1.1,6,1,1,1,1,1,0,0,0,0,3,20.2500048279774,6.75000160932579,6.75000160932579,3,0,0,0,2,0,0,0,0,0,0.5,0.16666667,0.33333333,2.57017351868595,6.75000160932579,0.2,1.50000035762795,0,1,10.6664815664296,-3.91647995710377,3.18449239191714,160.503250875988,263.317683274396,77.3769620946915,0,0,0,1,0,0.5,0,0,14,12,26,-0.253899991512299,-0.483056008815765,0.229156002402306,-0.254000008106232,-0.0258130077272654,2.1224000453949,2.03859996795654,1.81119990348816,NA,0,1,-0.165267497301102,0.0456387816576013,0,1,0.42307692,93.54545455,0.15384615,86.75,0.26923077,78,0.15384615,86.75,NA,-0.808782339096069,0.132711738348007,0.155211225152016,-0.154712021350861,-7.35256671905518,3.31779345870018,2.21730321645737,-3.86780053377151,0.15789474,0.71428571,0.30769231,0,0.6,0.375,0.26923077,0.33333333,0.19230769,0,1,1,0,0,2,2,0,0.5,0.5,0,0,1,9.6795462409462,45.12798,36.97448,40.00424,39.17518,57.60862,41.29889,52.67944,47.97086,67.78065,20,37.01633,20,27.46814,43.58168,25.80378,1.52523,6.36494,102.46,98.28,92.28,88.16,64.66,67.78,129.58,140.56,146.1,96.38,37.7,36.92,99.6469230769231,81.2407692307692,81.6776923076923,0.42307692,0.15384615,0.15384615,0.26923077,93.6818181818182,86.75,86.7249984741211,77.7999965122768,3.88032497059215,8.15995693206787,-0.519922852516174,-0.793480668749128,10.6364142678001,4.40752696990967,3.13713836669922,-4.89054870605469,-0.804747629910707,-0.157714020460844,0.122450295835733,0.155414324253798,-7.31588754464279,-3.9428505115211,3.06125739589334,2.22020463219711,0.13333333,0.54545455,0.30769231,0,0.5,0.375,0.42307692,18.95,0.15384615,0.26923077,0.42307692,0.15384615,86.6367034912109,77.7139020647321,93.5731312144886,86.634651184082,7.98778533935547,-0.895903314862933,3.70629085193981,-1.01221370697021,2.89310002326965,-6.20501273018973,9.81853970614347,1.79722499847412,-0.157714020460844,0.155414324253798,-0.804747629910707,0.122450295835733,-3.9428505115211,2.22020463219711,-7.31588754464279,3.06125739589334,0.13333333,0.54545455,0.30769231,0,0.5,0.375,0.42307692,2,101.565643310547,34.8797073364258,1,0.5,105.346,2,1,"2024-09-28",0
"Sam Long",25379,"2024-09-25","@WSN",7,2024,"KCR","A",28,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6.03472908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,76.8725122804045,114.543946394147,1,0.333333333,0.333333333,0.333333333,0,0,0,0,7,10,17,0.0498680025339127,0,0.0498680025339127,0.49099999666214,0.0509864985942841,0.65719997882843,1.0324000120163,1.0324000120163,0.892400026321411,1,1,0.0762079879641533,-0.000328492923981821,0,0,0.64705882,94.18181818,0.29411765,86,0.05882353,79,NA,NA,NA,0.690129160881042,0.110615357756615,-0.04739710688591,NA,6.27390146255493,2.21230715513229,-4.739710688591,NA,0.36363636,0.66666667,0.47058824,0.75,1,0.875,0.35294118,0.33333333,0.05882353,2,0,1,0,2,1,3,0.66666667,0,0.33333333,0,0.66666667,0.33333333,6.16501365589574,60.58584,42.64635,77.87132,43.47013,56.79826,51.34733,42.18545,41.7949,27.66994,NA,NA,NA,42.24022,49.14248,46.09037,0.6075,4.98834,87.9,100.82,96.22,79.48,117.72,108.64,107.38,85.94,97.42,NA,NA,NA,88.1811764705882,107.378823529412,104.609411764706,0.64705882,NA,0.29411765,0.05882353,94.0181773792614,NA,86.0799987792969,79.1999969482422,3.71235552701083,NA,-0.842687511444092,-0.168426126241684,10.1379241943359,NA,2.27846775054932,-9.55763339996338,0.700154710561037,NA,0.110647633671761,-0.0483221560716629,6.36504282328216,NA,2.21295267343521,-4.83221560716629,0.22222222,0.75,0.47058824,0.5,1,0.875,0.47058824,16.21428571,NA,0.05882353,0.64705882,0.29411765,NA,79.5911026000977,94.4488636363636,86.5059387207031,NA,-0.965887010097504,3.14530355280096,-1.65227870941162,NA,-11.2735004425049,8.96560738303445,0.809016132354736,NA,-0.0483221560716629,0.700154710561037,0.110647633671761,NA,-4.83221560716629,6.36504282328216,2.21295267343521,0.125,0.77777778,0.47058824,0,1,0.875,0.52941176,3,91.2719930013021,17.6120961507161,0,0,98.5154,1,0.33333333,"2024-09-25",0
"Sam Long",25379,"2024-09-24","@WSN",7,2024,"KCR","A",28,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.333333333333333,1,0.5,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.1538118692049,27.173712862954,2,0,1,0,0,0,0,0,3,8,11,0.105596005916595,-0.0463719666004181,0.151967972517014,0.49099999666214,0.0509865023195744,1.85186660289764,1.80519998073578,1.80519998073578,2.25040006637573,1,1,0.0366084761917591,0.0204129127956376,1,0,0.54545455,94.83333333,0.09090909,86,0.27272727,77,0.09090909,86,NA,1.01985239982605,-0.479063183069229,-0.0145046971738338,0.0495179928839207,16.9975399971008,-47.9063183069229,-0.483489905794462,4.95179928839207,0.42857143,0.5,0.45454545,0.66666667,0.5,0.6,0.36363636,0.33333333,0.18181818,0,2,0,1,1,0,2,0,1,0,0.5,0.5,0,-0.22795592219945,23.31771,37.58479,30.17947,80,69.85473,80,80,46.0517,80,64.69646,55.55266,32.00932,73.29966,54.29838,73.94463,-1.32211,2.09393,85.26,98.98,91.42,113.44,127.58,137.56,102.34,180.68,195.72,98.7,97.6,102.78,103.405454545455,121.881818181818,127.101818181818,0.54545455,0.09090909,0.09090909,0.27272727,94.6500040690104,85.9000015258789,86.3000030517578,76.9333343505859,4.59859975179036,10.0614280700684,-0.790977954864502,-0.289914727210999,11.2448972066243,5.45767164230347,1.93388545513153,-7.50044441223145,1.03668273240328,0.0501701384782791,-0.486331313848495,-0.0151570849120617,17.2780455400546,5.01701384782791,-48.6331313848495,-0.50523616373539,0.4,0.5,0.45454545,0.5,0.66666667,0.6,0.54545455,15.625,0.09090909,0.27272727,0.54545455,0.09090909,86.353401184082,77.3801981608073,95.0895792643229,86.7012023925781,9.63735008239746,-0.969883282979329,3.94631512959798,-1.63533997535706,3.88824009895325,-9.23036003112793,9.91736348470052,0.632440984249115,0.0501701384782791,-0.0151570849120617,1.03668273240328,-0.486331313848495,5.01701384782791,-0.50523616373539,17.2780455400546,-48.6331313848495,0.4,0.5,0.45454545,0.5,0.66666667,0.6,0.54545455,2,84.8751983642578,-9.75850009918213,0,0,86.2494,0,0,"2024-09-24",0
"Sam Long",25379,"2024-09-18","DET",7,2024,"KCR","H",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.5648885419948,-22.5814263197472,1,0,1,0,0,0,1,9,3,8,11,0.017108004540205,0,0.017108004540205,0.533999979496002,0.0522760637104511,0.21733333170414,0.284799993038177,0.284799993038177,0.321000009775162,1,1,0.0789086222648621,-0.000190809373213779,0,0,0.27272727,94,0.45454545,84.4,0.18181818,78,0.09090909,87,NA,0.297035962343216,0.172919064760208,0.29856076836586,-0.0238054171204567,9.90119874477386,3.45838129520416,14.928038418293,-2.38054171204567,0.33333333,0.4,0.36363636,0.5,0.5,0.5,0.45454545,0.66666667,0.18181818,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.67334769321943,70.64653,36.52888,74.91026,77.43886,50.05671,80,20,46.502,20,20,30.07951,20,34.59111,43.72975,30.00892,1.08271,5.70116,75.36,173.18,159.18,88.76,169.24,153.58,113.32,56.16,68.04,88.5,47.86,36.46,97.4636363636364,107.521818181818,105.069090909091,0.27272727,0.09090909,0.45454545,0.18181818,94.0999959309896,86.8000030517578,84.7,78.0500030517578,2.97019449869792,6.51607704162598,-0.515437507629395,-0.899014413356781,9.48717753092448,3.86658358573914,1.6142276763916,-6.77006435394287,0.300714217126369,-0.0242429338395596,0.173993151634932,0.302714381366968,10.0238072375457,-2.42429338395596,3.47986303269863,15.1357190683484,0.33333333,0.4,0.36363636,0.5,0.5,0.5,0.45454545,15.25,0.09090909,0.18181818,0.27272727,0.45454545,86.633903503418,77.8923950195312,93.9193623860677,84.5400207519531,6.50578022003174,-1.64774799346924,2.45446999867757,-1.16679201126099,2.87029004096985,-8.29319000244141,8.49335352579753,0.214241409301758,-0.0242429338395596,0.302714381366968,0.300714217126369,0.173993151634932,-2.42429338395596,15.1357190683484,10.0238072375457,3.47986303269863,0.4,0.33333333,0.36363636,0.5,0.5,0.5,0.54545455,1,93.6599044799805,-0.937115550041199,0,0,93.6599,0,0,"2024-09-18",0
"Sam Long",25379,"2024-09-16","DET",7,2024,"KCR","H",28,0,1,40.5000422448361,1,0,0,0,0,0,0,0,0.2,5,3,3,3,0,0,0,0,1,0,1,13.500014081612,0,40.5000422448361,1,0,0,1,1,2,0,0,0,0,0.2,0,0.2,3.29696908401489,0,0.6,4.50000469387067,0.75,0,0.166476649042681,40.3335655957934,2.43449162409945,963.020280162619,2.29438387255514,58.7187657997406,1,0.5,0.25,0.25,0,0,1,13.500014081612,8,14,22,-0.268353998661041,-0.402359992265701,0.13400599360466,-1.93099999427795,-0.189035728573799,1.88056659698486,1.21080005168915,1.14759993553162,1.83279991149902,1,1,-0.133304059505463,-0.00939442247932679,0,1,0.27272727,93.83333333,0.54545455,84.25,0.13636364,77.33333333,0.04545455,88,NA,-0.548062145709991,-0.539934575557709,-0.0580911040306091,-0.0238054171204567,-9.13436909516652,-4.49945479631424,-1.93637013435364,-2.38054171204567,0.38461538,0.77777778,0.54545455,0.4,0.85714286,0.66666667,0.40909091,1,0.18181818,4,0,0,0,1,3,4,1,0,0,0,0.25,0.75,5.96685471601456,36.65447,30.29847,49.21598,38.20574,51.27217,34.81847,38.92244,53.66831,44.52489,20,22.96257,20,32.28695,49.50496,34.80272,1.22586,5.91588,112.6,111.72,83.12,88.7,91.48,79.86,109.56,85.74,98.88,82.4,51.82,33.82,103.050909090909,89.3063636363636,88.5863636363636,0.27272727,0.04545455,0.54545455,0.13636364,93.8666687011719,88.4000015258789,84.3083343505859,77.3333333333333,3.87987327575684,5.83794832229614,-0.395807226498922,-1.15619874000549,9.80542373657227,4.34455728530884,1.24222652117411,-7.60559590657552,-0.557639364153147,-0.0242429338395596,-0.502750001847744,-0.0591252744197845,-9.29398940255244,-2.42429338395596,-4.1895833487312,-1.97084248065948,0.27272727,0.81818182,0.54545455,0.33333333,0.77777778,0.66666667,0.5,22.70588235,0.04545455,0.13636364,0.27272727,0.54545455,88.2545013427734,77.173095703125,93.7303873697917,84.1349080403646,6.08377981185913,-1.78456370035807,3.28363831837972,-1.18184224764506,3.42726993560791,-9.47004699707031,9.09181976318359,-0.186489959557851,-0.0242429338395596,-0.0591252744197845,-0.557639364153147,-0.502750001847744,-2.42429338395596,-1.97084248065948,-9.29398940255244,-4.1895833487312,0.27272727,0.81818182,0.54545455,0,0.88888889,0.66666667,0.5,4,98.4002227783203,12.4205017089844,0,0,103.339,3,0.75,"2024-09-16",0
"Sam Long",25379,"2024-09-14","@PIT",7,2024,"KCR","A",28,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,2,1,0,0,0,0,0,0,0,6.91672908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,76.8725122804045,152.159040742638,0.5,0.25,0.25,0.5,0,0,0,0,2,10,12,0.0360659956932068,-0.0206979978829622,0.0567639917135239,0.521000027656555,0.0519182905554771,0.650049984455109,0.720399975776672,0.720399975776672,0.630400002002716,1,1,0.034973531961441,0.0205083487487606,0,0,0.16666667,94,0.58333333,84.42857143,0.08333333,77,0.16666667,86.5,NA,0.0931044071912766,-0.17521396279335,0.235493034124374,0.210907548666,4.65522035956383,-2.50305661133357,23.5493034124374,10.5453774333,0.6,0.85714286,0.75,0.66666667,0.83333333,0.77777778,0.58333333,1,0.16666667,0,3,1,0,3,1,4,0,0.75,0.25,0,0.75,0.25,4.52595516298414,80,34.40122,80,70.08549,52.46079,80,62.49331,39.93309,70.2559,56.69612,30.66499,67.0946,68.88529,42.02459,80,-1.04786,2.5053,112.92,91.22,60.84,89.84,100.02,100.54,103.9,107.62,110.9,97.8,123.7,124.26,101.291666666667,107.666666666667,107.228333333333,0.16666667,0.16666667,0.58333333,0.08333333,94.0500030517578,86.1500015258789,84.528573172433,76.9000015258789,3.98900699615479,5.71146488189697,-1.13687133789062,-0.791647255420685,9.94985866546631,3.09923601150513,0.992091519492013,-8.83074855804443,0.094138327986002,0.213400099426508,-0.179081045091152,0.238738894462585,4.7069163993001,10.6700049713254,-2.55830064415932,23.8738894462585,1,0.72727273,0.75,1,0.75,0.77777778,0.91666667,19.5,0.16666667,0.08333333,0.16666667,0.58333333,86.1118469238281,76.8153991699219,94.0366973876953,84.4789864676339,5.59091472625732,-0.985230028629303,3.92527484893799,-1.5375999723162,1.94615995883942,-9.95561981201172,8.94590950012207,-0.231434277125767,0.213400099426508,0.238738894462585,0.094138327986002,-0.179081045091152,10.6700049713254,23.8738894462585,4.7069163993001,-2.55830064415932,1,0.72727273,0.75,1,0.75,0.77777778,0.91666667,4,92.2986907958984,9.20913124084473,0,0,99.9475,2,0.5,"2024-09-14",0
"Sam Long",25379,"2024-09-11","@NYY",7,2024,"KCR","A",28,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,9,9,0,0,0,2,0,1,0,0,0,0,0,0.25,-0.25,7.96547908401489,0,0.333333333333333,2,0.333333333333333,1,6.1664797782898,-6.1664797782898,6.1664797782898,0,151.450562897204,151.561560819707,2,0.333333333,0.666666666,0,0,0,0,0,8,7,15,0.0869319960474968,-0.0957480221986771,0.182680025696754,0.49099999666214,0.0509865023195744,1.94869995117188,1.50839996337891,1.50839996337891,1.80519998073578,1,1,0.00872963014990091,0.0358806219287832,1,0,0.46666667,94.28571429,0.13333333,84,0.33333333,78,0.06666667,85,NA,-0.406284689903259,-0.0688154324889183,0.183482736349106,-0.0620911717414856,-5.80406699861799,-3.44077162444592,3.66965472698212,-6.20911717414856,0.2,0.6,0.33333333,0.5,1,0.8,0.33333333,0.5,0.06666667,1,1,1,2,1,0,3,0.33333333,0.33333333,0.33333333,0.66666667,0.33333333,0,11.3517307305056,44.8706,39.31116,49.53559,30.55966,53.55282,20,20,42.50953,20,80,42.92407,80,33.08547,41.27377,27.75545,1.17625,5.84147,101.26,98.66,94.72,100.16,19.34,9.72,101.98,58.24,70.52,99.98,146.74,154.54,100.757333333333,59.46,55.8146666666667,0.46666667,0.06666667,0.13333333,0.33333333,94.0857195172991,85.1999969482422,83.9499969482422,77.9800048828125,4.28611074175153,7.53712320327759,-0.662020564079285,-1.07787179946899,10.2107467651367,4.34966373443604,1.52929186820984,-7.40725250244141,-0.377322942018509,-0.0633736774325371,-0.0700974091887474,0.185093026608229,-5.39032774312156,-6.33736774325371,-3.50487045943737,3.70186053216457,0.125,0.57142857,0.33333333,1,0.75,0.8,0.46666667,20.63636364,0.06666667,0.33333333,0.46666667,0.13333333,85.1824035644531,77.9947204589844,94.1321323939732,83.9490051269531,6.79319000244141,-1.8610954284668,3.4734685080392,-1.57177495956421,3.41831994056702,-9.16491622924805,9.18823678152902,0.059236004948616,-0.0633736774325371,0.185093026608229,-0.377322942018509,-0.0700974091887474,-6.33736774325371,3.70186053216457,-5.39032774312156,-3.50487045943737,0.125,0.57142857,0.33333333,1,0.75,0.8,0.46666667,3,75.0287679036458,-33.6881484985352,0,0,77.2976,0,0,"2024-09-11",0
"Sam Long",25379,"2024-09-09","@NYY",7,2024,"KCR","A",28,0,0,0,1,0,0,0,0,0,1,0,1.1,5,0,0,0,0,1,0,0,1,0,2,13.5000032186516,6.75000160932579,0,2,0,0,0,2,0,0,0,0,0,0.4,0.2,0.2,4.22640908401489,0,0,0.750000178813977,0,1,2.41647959947582,-2.41647959947582,4.68449274954509,0,58.2279951810053,114.693325378632,0,0,0,1,0,0,0,0,10,12,22,0.13570399582386,-0.0894959941506386,0.225199982523918,0.723999977111816,0.0751817226409912,2.02333331108093,1.74080002307892,1.57160007953644,1.40359997749329,1,1,0.0414825230836868,0.0255869978304736,1,0,0.27272727,92.83333333,0.45454545,84.6,0.22727273,77.6,0.04545455,87,NA,0.306740671396255,0.205626279115677,0.127360761165619,0.0673001259565353,5.11234452327093,2.05626279115677,2.54721522331238,6.73001259565353,0.35294118,0.6,0.40909091,0.66666667,1,0.77777778,0.22727273,0.4,0.09090909,0,0,2,2,0,0,2,0,0,1,1,0,0,1.28064108155984,20,32.28167,20,46.63779,54.86257,53.99091,20,39.78206,20,80,51.60984,80,20,41.45346,20,2.56519,7.92488,102.94,66.12,51.62,77.6,71.54,62.56,110.42,40.78,51.56,75.12,192.44,197.82,98.1645454545454,61.8218181818182,61.2218181818182,0.27272727,0.04545455,0.45454545,0.22727273,92.7833353678385,87.3000030517578,84.6799987792969,77.5,3.0963986714681,8.12637138366699,-0.424870252609253,-0.709764623641968,9.71145566304525,4.24987077713013,1.68377876281738,-7.57429046630859,0.308379251509905,0.0682137757539749,0.19415695592761,0.128509532660246,5.13965419183175,6.82137757539749,1.9415695592761,2.57019065320492,0.33333333,0.57142857,0.40909091,0.6,1,0.77777778,0.31818182,19.76470588,0.04545455,0.22727273,0.27272727,0.45454545,87.1977005004883,77.3862976074219,92.683837890625,84.5663208007813,7.71617984771729,-1.32882747650146,2.72555987040202,-1.10555181503296,3.2423300743103,-9.20011978149414,8.79726537068685,0.33513970375061,0.0682137757539749,0.128509532660246,0.308379251509905,0.19415695592761,6.82137757539749,2.57019065320492,5.13965419183175,1.9415695592761,0.35294118,0.6,0.40909091,0.66666667,1,0.77777778,0.22727273,2,66.3169860839844,53.1301918029785,0,0,68.913,0,0,"2024-09-09",0
"Sam Long",25379,"2024-09-06","MIN",7,2024,"KCR","H",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.1538118692049,27.173712862954,2,0,1,0,0,0,1,9,3,9,12,0.025480005890131,0,0.025480005890131,0.533999979496002,0.0522760637104511,0.321466654539108,0.527199983596802,0.527199983596802,0.172399997711182,1,1,0.0795620530843735,-0.000300314641666022,0,0,0.41666667,94.4,0.25,85,0.33333333,78.25,NA,NA,NA,0.320462644100189,0.195432841777802,0.174587547779083,NA,6.40925288200378,6.51442805926005,4.36468869447708,NA,0.5,0.5,0.5,0.5,1,0.66666667,0.33333333,1,0.16666667,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,-0.22795592219945,63.98593,36.94025,59.14977,80,55.58282,80,80,54.72222,80,NA,NA,NA,80,45.01936,80,-2.43241,0.42848,115.88,147.28,129.82,96.64,120.88,117.16,139,172.14,190.58,NA,NA,NA,113.643333333333,142.495,139.735,0.41666667,NA,0.25,0.33333333,94.2799987792969,NA,85.3333333333333,78.2250061035156,3.53362617492676,NA,-0.0455998679002126,-1.15719985961914,9.73073272705078,NA,1.76104227701823,-7.75115394592285,0.324287615716457,NA,0.197414234280586,0.176997095346451,6.48575231432915,NA,6.58047447601954,4.42492738366127,0.5,0.5,0.5,0.75,0.5,0.66666667,0.33333333,18.11111111,NA,0.33333333,0.41666667,0.25,NA,78.0818481445312,94.1190002441406,85.1653035481771,NA,-1.50581467151642,2.98447093963623,-0.721413691838582,NA,-9.69030475616455,8.65723571777344,0.072322612007459,NA,0.176997095346451,0.324287615716457,0.197414234280586,NA,4.42492738366127,6.48575231432915,6.58047447601954,0.42857143,0.6,0.5,0.66666667,0.66666667,0.66666667,0.41666667,2,83.0503234863281,-32.0619850158691,0,0,93.9779,0,0,"2024-09-06",0
"Sam Long",25379,"2024-09-03","CLE",7,2024,"KCR","H",28,0,0,18,1,0,0,0,0,0,0,0,1,6,2,2,2,1,0,0,1,0,0,0,0,0,18,0,0,0,2,2,1,0,0,0,0,0,0,0,6.03472908401489,9,0.4,2,0.25,0.625,19.1664797782898,-1.16647977828979,9.19049659073353,428.008566957417,474.622115570001,226.79174951669,1,0.2,0.4,0.4,0,0.5,1,9,9,16,25,-0.170630007982254,-0.212388008832932,0.0417579971253872,-1.46599996089935,-0.143514439463615,0.734966635704041,0.897666692733765,0.671000003814697,0.370999991893768,1,1,-0.0995224788784981,-0.132637730433322,0,1,0.32,94.875,0.4,86.2,0.2,78.4,0.08,89.5,NA,0.0816166400909424,-2.147047996521,0.318706035614014,0.319418847560883,1.02020800113678,-21.47047996521,6.37412071228027,15.9709423780441,0.3125,0.66666667,0.44,1,1,1,0.36,0.66666667,0,2,2,1,0,3,2,5,0.4,0.4,0.2,0,0.6,0.4,21.1041893035991,80,37.00041,80,41.84304,64.83969,40.07177,20,55.16234,20,51.26996,59.53298,44.07397,26.92669,56.01176,22.90357,1.55887,6.4154,101.7,138.86,131.2,83.02,87.94,86.54,131.5,-25.6,-7.94,73.12,197.7,181.1,103.145454545455,65.8890909090909,68.9,0.32,0.08,0.4,0.2,94.8375015258789,89.3000030517578,86.2700012207031,78.5400024414062,3.52978920936584,8.63695812225342,-0.625665140151977,-1.04698657989502,9.73808574676514,4.94873094558716,1.05666275024414,-6.80809860229492,0.0813538618385792,0.324286438524723,-2.16192635521293,0.322589963674545,1.01692327298224,16.2143219262362,-21.6192635521293,6.45179927349091,0.23076923,0.66666667,0.44,1,1,1,0.48,18.83333333,0.08,0.2,0.32,0.4,89.1306533813477,78.3416381835937,94.6524200439453,86.0749206542969,8.60449981689453,-1.53696975708008,3.0873875617981,-1.11556015014648,3.5959849357605,-8.24385986328125,8.87356948852539,-0.231549715995789,0.324286438524723,0.322589963674545,0.0813538618385792,-2.16192635521293,16.2143219262362,6.45179927349091,1.01692327298224,-21.6192635521293,0.23076923,0.66666667,0.44,1,1,1,0.48,5,94.3139831542969,8.72133407592773,1,0.2,101.88,2,0.4,"2024-09-03",0
