"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","CT%","CTv","CB%","CBv","CH%","CHv","XX%","wFB","wCT","wCB","wCH","wFB/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_KC","pb_s_KC","pb_c_KC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_KC","sp_l_KC","sp_p_KC","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxKC%","pfxCH%","pfxvFA","pfxvFC","pfxvKC","pfxvCH","pfxFA-X","pfxFC-X","pfxKC-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxKC-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwKC","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwKC/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piFC%","pivCH","pivCU","pivFA","pivFC","piCH-X","piCU-X","piFA-X","piFC-X","piCH-Z","piCU-Z","piFA-Z","piFC-Z","piwCH","piwCU","piwFA","piwFC","piwCH/C","piwCU/C","piwFA/C","piwFC/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Matt Moore",1890,"2024-07-25","OAK",1,2024,"LAA","H",35,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,0,2,18,0,9,2,0,0,0,0,1,0,0,1,0,0.4,0,0.4,1.29088908401489,0,0.25,1,0.5,1,2.1664797782898,-2.1664797782898,2.1664797782898,0,50.772469425659,52.0512824543046,0,1,0,0,0,0,0,0,5,11,16,0.0556000135838985,-0.0934959873557091,0.149095997214317,0.508000016212463,0.051547434180975,1.60195994377136,0.975600004196167,0.975600004196167,0.986999988555908,1,1,-0.0118101481348276,0.0465176411655235,0,0,0.3125,93.2,NA,NA,0.0625,82,0.625,82.9,NA,0.2936931848526,NA,-0.793136596679688,0.197842672467232,5.873863697052,NA,-79.3136596679688,1.97842672467232,0.5,1,0.6875,0.2,0.83333333,0.54545455,0.375,0.4,0.3125,0,1,1,0,2,0,2,0,0.5,0.5,0,1,0,8.98853482994901,36.70027,58.90581,20,34.78983,43.62133,40.22873,63.97755,34.15731,80,26.17467,55.08886,20,1.60559,6.48548,111.36,58.8,69.98,87.34,89.6,78.96,137.8,170.58,155.34,NA,NA,NA,105.50625,75.41125,78.12125,0.3125,NA,0.0625,0.625,92.8,NA,82.1999969482422,82.8700012207031,5.93056526184082,NA,0.0816086903214455,9.74498519897461,10.3224761962891,NA,-2.67810773849487,4.81562576293945,0.27892529219389,NA,-0.800546407699585,0.196091968566179,5.57850584387779,NA,-80.0546407699585,1.96091968566179,0.5,1,0.6875,0.2,0.83333333,0.54545455,0.375,19.63636364,0.625,0.0625,0.3125,NA,83.0564270019531,82.3547973632812,93.0118591308594,NA,9.4229850769043,-0.0838010981678963,5.40439186096191,NA,3.20690612792969,-4.10739994049072,9.26025848388672,NA,0.196091968566179,-0.800546407699585,0.27892529219389,NA,1.96091968566179,-80.0546407699585,5.57850584387779,NA,0.5,1,0.6875,0.2,0.83333333,0.54545455,0.375,2,104.383399963379,9.67720222473145,0,0,104.383,1,0.5,"2024-07-25",0
"Matt Moore",1890,"2024-07-19","@OAK",1,2024,"LAA","A",35,0,0,67.5000704080601,1,0,0,0,0,0,0,0,0.2,7,5,5,5,2,0,0,0,0,0,2,27.000028163224,0,67.5000704080601,2,0,0,1,3,1,0,0,0,0,0.28571429,0,0.28571429,2.98501480410632,27.000028163224,0.714285714285714,7.50000782311779,1,0,36.1665142000081,31.333556208052,3.97051844496588,1646.5464634512,875.829860188633,96.9313799300262,0.333333333,0.2,0.2,0.6,0,0.666666666,0,0,7,21,28,-0.0370920337736607,-0.0370920337736607,0,-5.3600001335144,-0.587719321250916,0.0575428567826748,0.103200003504753,0.206400007009506,0,1,1,-0.472147613763809,-0.172450792494471,0,0,0.42857143,92.66666667,0.21428571,88.16666667,0.14285714,81.5,0.21428571,82.83333333,NA,0.0124422274529934,-1.97746956348419,0.237877160310745,-2.24706625938416,0.103685228774945,-32.9578260580699,5.94692900776863,-37.4511043230693,0.38461538,0.93333333,0.67857143,0.6,0.85714286,0.78947368,0.53571429,0.85714286,0.14285714,2,1,2,2,0,3,5,0.4,0.2,0.4,0.4,0,0.6,19.4129077527663,54.73448,59.09748,51.62615,60.6501,53.75888,71.73116,26.29669,31.52282,31.54248,47.14535,44.66239,55.31654,0.30276,4.53123,116.38,83.42,100.3,93.64,102.52,95.54,105.1,41.54,38.08,116.1,124.54,123.32,104.962857142857,94.4342857142857,94.3042857142857,0.42857143,0.21428571,0.14285714,0.21428571,92.6500040690104,88.1833292643229,81.5749969482422,83.1000010172526,5.6336841583252,-0.541317542394002,-2.76160764694214,9.85009066263835,10.3256174723307,5.78979873657227,-5.84055709838867,4.72733275095622,0.0110035128891468,-1.98726031184196,0.229137968271971,-2.25708840414882,0.09169594074289,-33.1210051973661,5.72844920679927,-37.6181400691469,0.3,0.88888889,0.67857143,0.33333333,0.875,0.78947368,0.64285714,18.95238095,0.21428571,0.14285714,0.42857143,0.21428571,83.6139322916667,82.0882720947266,93.1834106445312,88.7056681315104,10.2743746439616,-2.60534501075745,5.62096341451009,-0.348480820655823,3.17471154530843,-7.8910026550293,8.98391342163086,4.58134651184082,-2.25708840414882,0.229137968271971,0.0110035128891468,-1.98726031184196,-37.6181400691469,5.72844920679927,0.09169594074289,-33.1210051973661,0.36363636,0.88235294,0.67857143,0.5,0.86666667,0.78947368,0.60714286,5,89.0774597167969,21.0540451049805,2,0.4,105.219,2,0.4,"2024-07-19",0
"Matt Moore",1890,"2024-07-14","SEA",1,2024,"LAA","H",35,0,0,9,1,0,0,0,0,0,0,0,1,5,1,1,1,0,1,0,0,0,0,3,27,9,9,3,0,0,1,0,0,0,0,0,0,0.6,0.2,0.4,2.41668908401489,0,0.25,2,1,0.5,0.166479778289795,8.83352022171021,0.166479778289795,219.539299462587,2.23973086843271,2.29614327160339,1,0,1,0,0,0,0,0,6,13,19,-0.0882480144500732,-0.169440001249313,0.0811919867992401,-0.492000043392181,-0.0499239005148411,0.889124989509583,0.986999988555908,0.986999988555908,0.498400002717972,1,1,-0.0949347019195557,-0.0043179515220583,0,1,0.36842105,92.14285714,NA,NA,0.21052632,81.25,0.42105263,81.5,NA,-0.04280711337924,NA,0.224291503429413,-0.183061018586159,-0.611530191132,NA,5.60728758573532,-2.28826273232698,0.4,0.44444444,0.42105263,1,1,1,0.47368421,0.6,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.403787600817035,60.15962,53.96823,54.1402,43.26333,42.45358,56.20854,52.0294,29.07429,70.94742,48.4098,41.70492,58.36617,0.2242,4.41339,113.92,96.6,105.32,72.9,76.26,64.14,112.86,90.96,82.52,NA,NA,NA,98.5842105263158,87.918947368421,85.3484210526316,0.36842105,NA,0.21052632,0.42105263,92.1142839704241,NA,81.1999969482422,81.5250015258789,7.60384205409459,NA,-1.81298160552979,9.28056049346924,9.18379538399833,NA,-4.94310092926025,3.89347887039185,-0.0471518076956272,NA,0.226659215986729,-0.187767170369625,-0.673597252794674,NA,5.66648039966822,-2.34708962962031,0.25,0.54545455,0.42105263,1,1,1,0.57894737,17.92307692,0.42105263,0.21052632,0.36842105,NA,81.7688980102539,81.4490509033203,92.3641531808036,NA,9.02453136444092,-2.44796252250671,7.27495302472796,NA,2.63694620132446,-6.23692226409912,7.92224448067801,NA,-0.187767170369625,0.226659215986729,-0.0471518076956272,NA,-2.34708962962031,5.66648039966822,-0.673597252794674,NA,0.25,0.54545455,0.42105263,1,1,1,0.57894737,1,72.6521453857422,11.0283479690552,0,0,72.6521,0,0,"2024-07-14",0
"Matt Moore",1890,"2024-07-09","TEX",1,2024,"LAA","H",35,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,2,13.5000032186516,0,6.75000160932579,2,0,0,0,2,1,0,0,0,0,0.4,0,0.4,2.17248908401489,0,0.2,0.750000178813977,0.333333333333333,1,0.166479063033887,-0.166479063033887,2.43449221310316,0,2.23971351176872,58.7187804527214,0,0.333333333,0,0.666666666,0,0,0,0,10,17,27,0.0510480105876923,-0.0175659954547882,0.0686140060424805,0.612999975681305,0.0622019283473492,0.636080026626587,0.605533361434937,0.476999998092651,NA,0,1,0.0689274966716766,0.0113265727076472,0,0,0.25925926,93.57142857,NA,NA,0.22222222,82.16666667,0.51851852,83.5,NA,0.173606067895889,NA,-0.188997715711594,0.583710372447968,2.48008668422699,NA,-3.14996192852656,4.16935980319977,0.44444444,0.88888889,0.59259259,0.375,0.75,0.5625,0.33333333,0.4,0.25925926,1,0,2,0,3,0,3,0.33333333,0,0.66666667,0,1,0,1.39476557317704,80,70.31239,68.89486,80,53.55133,80,20,38.84736,28.6916,74.10567,61.85827,67.4842,-1.37219,2.01881,139.34,117.18,138.96,90.68,140.54,139.04,114.56,56.66,55.08,NA,NA,NA,121.217777777778,109.787407407407,120.340740740741,0.25925926,NA,0.22222222,0.51851852,93.6285749162946,NA,82.25,83.3785749162946,6.18781171526228,NA,-3.00729179382324,9.91559600830078,10.4701058523996,NA,-4.65827592213949,4.87764358520508,0.176335401833057,NA,-0.192596361041069,0.589019168168306,2.51907716904368,NA,-3.20993935068448,4.20727977263076,0.33333333,0.91666667,0.59259259,0.2,0.72727273,0.5625,0.44444444,18.40909091,0.51851852,0.22222222,0.25925926,NA,83.5673392159598,82.423329671224,93.8218296595982,NA,10.004759652274,-3.21579933166504,6.01640156337193,NA,3.20852552141462,-6.0155283610026,9.20057133265904,NA,0.589019168168306,-0.192596361041069,0.176335401833057,NA,4.20727977263076,-3.20993935068448,2.51907716904368,NA,0.33333333,0.91666667,0.59259259,0.2,0.72727273,0.5625,0.44444444,3,87.9393513997396,26.3534444173177,0,0,93.445,0,0,"2024-07-09",0
"Matt Moore",1890,"2024-07-07","@CHC",1,2024,"LAA","A",35,0,0,18,1,0,0,0,0,0,0,0,1,5,1,2,2,1,1,0,0,0,0,0,0,9,9,0,0,0,2,2,0,0,0,0,0,0,0.2,-0.2,8.77520908401489,9,0.25,2,0,0,19.1664797782898,-1.16647977828979,9.19049659073353,439.078598925173,463.300747162083,226.79174951669,1,0,0.5,0.5,0,0.5,0,0,9,12,21,-0.0379279851913452,-0.0469520092010498,0.00902402121573687,-1.53100001811981,-0.16409432888031,0.129439994692802,0.193200007081032,0.193200007081032,0.0199999995529652,1,1,-0.188957765698433,-0.104058201131286,0,0,0.47619048,92,NA,NA,0.14285714,80,0.38095238,82,NA,-1.6148909330368,NA,0.24982325732708,0.314728975296021,-16.148909330368,NA,8.32744191090266,3.93411219120026,0.30769231,0.625,0.42857143,1,0.8,0.88888889,0.38095238,0.2,0.04761905,1,3,0,0,3,1,4,0.25,0.75,0,0,0.75,0.25,18.8949317380342,68.07603,60.53608,61.75267,24.07308,46.97566,20,74.80957,30.24297,80,44.24743,47.77318,40.22476,0.4828,4.80129,120,91.44,105.98,93.12,57.92,55.78,112.04,126.94,126.24,NA,NA,NA,106.062857142857,80.5495238095238,84.9695238095238,0.47619048,NA,0.14285714,0.38095238,91.9799987792969,NA,79.8666687011719,81.8000030517578,5.7224235534668,NA,-3.47078355153402,9.22171688079834,10.2543197631836,NA,-5.18742370605469,3.92281293869019,-1.62174125015736,NA,0.252764467149973,0.317557029426098,-16.2174125015736,NA,8.42548223833243,3.96946286782622,0.25,0.53846154,0.42857143,1,0.85714286,0.88888889,0.61904762,16.5625,0.38095238,0.14285714,0.47619048,NA,82.254264831543,80.3412017822266,92.46328125,NA,9.06169414520264,-3.90880012512207,5.2994758605957,NA,2.71817541122437,-6.28248023986816,9.34713592529297,NA,0.317557029426098,0.252764467149973,-1.62174125015736,NA,3.96946286782622,8.42548223833243,-16.2174125015736,NA,0.125,0.61538462,0.42857143,1,0.875,0.88888889,0.61904762,4,85.2048950195312,14.9343414306641,1,0.25,102.397,1,0.25,"2024-07-07",0
"Matt Moore",1890,"2024-07-04","@OAK",1,2024,"LAA","A",35,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,1,0,0,0.4,-0.4,14.5164890840149,0,0,2,0,0.5,9.16647977828979,-9.16647977828979,12.1904965907335,0,220.637054375951,301.424458290742,0,0,0,1,0,0,0,0,10,11,21,-0.0286279618740082,-0.0507079139351845,0.0220799520611763,-0.546999990940094,-0.0599780716001987,0.356685698032379,0.26639997959137,0.26639997959137,0.0932000055909157,1,1,-0.0663080289959908,-0.0139530020235636,0,0,0.71428571,92.6,NA,NA,0.14285714,82.33333333,0.14285714,83,NA,0.0499353334307671,NA,-0.0680228620767593,0.0335573628544807,0.33290222287178,NA,-2.26742873589198,1.11857876181602,0.2,0.66666667,0.33333333,1,1,1,0.28571429,0.8,0,0,2,1,0,3,0,3,0,0.66666667,0.33333333,0,1,0,7.62092520731884,28.68515,55.79229,20,29.62329,40.78996,37.33023,60.23824,42.59242,59.59176,25.22292,36.76164,32.92343,1.66472,6.57417,105.42,44.44,54.8,83.7,27.72,11.6,122.78,126.32,131.12,NA,NA,NA,92.1568421052632,45.0484210526316,35.018947368421,0.71428571,NA,0.14285714,0.14285714,92.5600016276042,NA,82.2999979654948,83.0333353678385,5.40306243896484,NA,-2.13304169972738,9.70152028401693,9.37996826171875,NA,-6.05865859985352,5.40774854024251,0.0433720983564854,NA,-0.0699043124914169,0.0350551940500736,0.289147322376569,NA,-2.3301437497139,1.16850646833579,0.18181818,0.5,0.33333333,1,1,1,0.47619048,17.6875,0.14285714,0.14285714,0.71428571,NA,83.3469034830729,82.6455993652344,92.8870035807292,NA,10.3844998677572,-1.75686724980672,5.65094858805339,NA,3.71612993876139,-7.75308354695638,7.9305658976237,NA,0.0350551940500736,-0.0699043124914169,0.0433720983564854,NA,1.16850646833579,-2.3301437497139,0.289147322376569,NA,0,0.58333333,0.33333333,NA,1,1,0.57142857,3,85.0745544433594,48.9013175964355,0,0,91.7286,0,0,"2024-07-04",0
"Matt Moore",1890,"2024-07-03","@OAK",1,2024,"LAA","A",35,0,0,0,1,0,0,0,0,0,0,0,0.2,4,1,0,0,0,1,0,0,0,0,0,0,13.500014081612,13.500014081612,0,0,0,1,2,0,0,0,0,0,0,0.25,-0.25,10.3741040840149,0,0.333333333333333,3.00000312924711,0.333333333333333,1,7.66648447216047,-7.66648447216047,12.202514422274,0,184.23761436123,301.723432731227,0.5,0,0.333333333,0.666666666,0,0,0,0,8,11,19,-0.010147956199944,-0.0226959940046072,0.0125480387359858,-0.139999985694885,-0.015350878238678,0.240099996328354,0.149000003933907,0.298000007867813,0.0416000001132488,1,1,-0.0416029877960682,-0.000662553041616644,0,0,0.57894737,93.09090909,NA,NA,0.15789474,81.66666667,0.26315789,83.4,NA,0.447353661060333,NA,-0.10250486433506,-0.62308132648468,4.06685146418485,NA,-3.41682881116867,-12.4616265296936,0.18181818,0.75,0.42105263,0.5,0.83333333,0.75,0.42105263,0.75,0.10526316,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,4.50310131146435,26.51694,63.58858,20,56.08561,39.78655,65.95097,46.22206,39.78191,40.47292,40.52377,42.03644,41.70163,0.71413,5.14829,122.82,52.22,62.72,81.76,116.86,92.44,109,101.92,102.36,NA,NA,NA,96.8663157894737,97.4905263157895,86.1852631578947,0.57894737,NA,0.15789474,0.26315789,92.9727283824574,NA,81.7666625976562,83.4599975585938,5.26876657659357,NA,-4.00540288289388,9.59034042358399,9.78613003817472,NA,-5.05943997701009,5.12333602905273,0.534735564142466,NA,-0.104417812079191,-0.633570905774832,4.86123240129514,NA,-3.48059373597304,-12.6714181154966,0.11111111,0.7,0.42105263,0,0.85714286,0.75,0.52631579,20.46666667,0.26315789,0.15789474,0.57894737,NA,83.6687194824219,81.9293314615885,93.1852694424716,NA,9.87390441894531,-3.66741689046224,5.50248822298917,NA,2.87390594482422,-7.11879666646322,8.29467010498047,NA,-0.633570905774832,-0.104417812079191,0.534735564142466,NA,-12.6714181154966,-3.48059373597304,4.86123240129514,NA,0.11111111,0.7,0.42105263,0,0.85714286,0.75,0.52631579,3,92.0579630533854,17.4739303588867,0,0,107.134,1,0.33333333,"2024-07-03",0
"Matt Moore",1890,"2024-06-30","DET",1,2024,"LAA","H",35,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,7.34739574882223,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,75.0388387042722,152.159040742638,0.5,0,0.333333333,0.666666666,0.5,0,5,45,3,5,8,0.000628000125288963,0,0.000628000125288963,0.508000016212463,0.0515474379062653,0.00999999977648258,0.00999999977648258,0.00999999977648258,NA,0,1,0.0628000125288963,1.40368969225868e-09,0,0,0.625,93.4,NA,NA,0.125,82,0.25,81.5,NA,0.303849190473557,NA,-0.0238054171204567,0.431687951087952,6.07698380947113,NA,-2.38054171204567,21.5843975543976,0,1,0.625,NA,0.8,0.8,0.625,0.33333333,0.125,0,1,2,2,0,1,3,0,0.33333333,0.66666667,0.66666667,0,0.33333333,-0.143305396594367,49.46615,51.38626,31.19837,36.79182,50.12367,38.94829,60.40048,42.93232,80,37.05788,45.95158,38.6899,0.92946,5.47128,112.98,98.48,118.78,80.98,95.54,91.12,98.96,157.76,156.44,NA,NA,NA,91.2275,104.0525,106.2,0.625,NA,0.125,0.25,93,NA,81.9000015258789,81.6999969482422,6.67931823730469,NA,-0.424735844135284,8.88516044616699,9.63029861450195,NA,-3.02305865287781,3.23039054870605,0.307250283658504,NA,-0.0242429338395596,0.437261283397675,6.14500567317009,NA,-2.42429338395596,21.8630641698837,0,1,0.625,NA,0.8,0.8,0.625,14,0.25,0.125,0.625,NA,81.9463500976562,82.127197265625,93.25830078125,NA,8.96216487884521,-0.560697972774506,6.58805618286133,NA,1.79077041149139,-4.11283016204834,8.40876388549805,NA,0.437261283397675,-0.0242429338395596,0.307250283658504,NA,21.8630641698837,-2.42429338395596,6.14500567317009,NA,0,0.83333333,0.625,NA,0.8,0.8,0.75,3,76.7655232747396,26.8523152669271,0,0,99.9764,1,0.33333333,"2024-06-30",0
"Matt Moore",1890,"2024-06-28","DET",1,2024,"LAA","H",35,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,7.34739574882223,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,75.0388387042722,152.159040742638,0.5,0,0.333333333,0.666666666,0,0,0,0,7,9,16,0.0667199790477753,0,0.0667199790477753,0.508000016212463,0.0515474379062653,0.877600014209747,1.19000005722046,1.19000005722046,1.3400000333786,1,1,0.076117217540741,-9.17184893825668e-05,1,0,0.3125,93.2,NA,NA,0.1875,82.33333333,0.5,81.5,NA,0.150948107242584,NA,-0.00390239432454109,0.564686000347137,3.01896214485168,NA,-0.130079810818036,7.05857500433922,0.4,0.4,0.4,0.75,1,0.83333333,0.33333333,0.66666667,0.0625,1,1,1,0,2,1,3,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,1.00365726913141,80,71.32955,80,40.60965,48.62648,33.72792,50.36849,32.33075,60.0029,80,58.63357,78.02817,-1.82458,1.34022,131.32,153.96,177.38,103.08,103.9,99.22,109.52,105.54,104.38,NA,NA,NA,118.4075,129.2375,139.2675,0.3125,NA,0.1875,0.5,93.1,NA,82.3333333333333,81.5875015258789,6.14867401123047,NA,-1.80108261108398,9.6496410369873,10.1986587524414,NA,-4.25379880269368,4.53929805755615,0.152216304093599,NA,-0.00435131415724754,0.614615175873041,3.04432608187199,NA,-0.145043805241585,7.68268969841301,0.33333333,0.42857143,0.375,0.66666667,1,0.83333333,0.4375,15.69230769,0.5,0.1875,0.3125,NA,81.7741775512695,82.5302327473958,93.3151794433594,NA,9.86822509765625,-1.90981006622314,6.07983627319336,NA,2.94636297225952,-5.52883338928223,9.15639953613281,NA,0.614615175873041,-0.00435131415724754,0.152216304093599,NA,7.68268969841301,-0.145043805241585,3.04432608187199,NA,0.3,0.5,0.375,0.66666667,1,0.83333333,0.375,3,91.8479919433594,21.1143137613932,0,0,99.775,1,0.33333333,"2024-06-28",0
"Matt Moore",1890,"2024-06-26","OAK",1,2024,"LAA","H",35,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,26.5061001470459,102.403901559937,0,0,0,1,0,0,5,45,8,8,16,0.0556000173091888,0,0.0556000173091888,0.508000016212463,0.0515474379062653,0.728933334350586,0.975600004196167,0.975600004196167,0.598399996757507,1,1,0.0763888955116272,-0.000113035032940953,0,0,0.4375,93,NA,NA,0.1875,82.66666667,0.375,82,NA,0.77162379026413,NA,-0.0192974396049976,0.013632744550705,11.0231970037733,NA,-0.643247986833255,0.227212409178416,0.2,0.66666667,0.375,1,0.75,0.83333333,0.375,NA,0.0625,0,2,0,0,2,0,2,0,1,0,0,1,0,-0.527339840294543,39.53111,56.99274,28.15023,47.96146,62.47474,43.49284,22.25659,37.16763,30.35101,31.0459,55.14805,23.91818,1.30296,6.03153,116.9,48.86,68.5,70.7,110.2,107.32,90.44,92.36,94.38,NA,NA,NA,91.72625,83.8525,90.33625,0.4375,NA,0.1875,0.375,92.9428536551339,NA,82.8000030517578,81.9500020345052,7.15561349051339,NA,-1.86802673339844,9.95630900065104,10.9261191231864,NA,-3.51896222432454,3.39640744527181,0.782889638096094,NA,-0.0199272707104683,0.0117861405014992,11.1841376870871,NA,-0.66424235701561,0.196435675024986,0.125,0.625,0.375,1,0.8,0.83333333,0.5,16.46153846,0.375,0.1875,0.4375,NA,82.1542154947917,82.9703674316406,93.1478271484375,NA,9.79822794596354,-2.12158060073853,6.81987435477121,NA,1.71388181050618,-4.81561342875163,9.41426849365234,NA,0.0117861405014992,-0.0199272707104683,0.782889638096094,NA,0.196435675024986,-0.66424235701561,11.1841376870871,NA,0.22222222,0.57142857,0.375,1,0.75,0.83333333,0.4375,2,92.4962005615234,59.4255790710449,0,0,97.701,1,0.5,"2024-06-26",0
"Matt Moore",1890,"2024-06-21","@LAD",1,2024,"LAA","A",35,0,0,18,1,0,0,0,0,0,0,0,1,5,2,2,2,1,0,0,0,0,0,0,0,0,18,0,0,0,0,3,2,1,0,0,0,0,0,0,9.18472908401489,9,0.4,2,0.25,0,16.1664797782898,1.83352022171021,7.70250499695539,439.078598925173,390.501639326243,189.77413509113,0,0.4,0,0.6,0.333333333,0.333333333,2,18,3,9,12,-0.224580004811287,-0.282019972801208,0.0574399717152119,-1.52199995517731,-0.161058202385902,0.797599971294403,1.16999995708466,1.16999995708466,1.31599998474121,1,1,-0.192951664328575,-0.0886180609646972,0,1,0.41666667,92,NA,NA,0.25,82.66666667,0.33333333,81,NA,-0.837436437606812,NA,-0.0192974396049976,-0.268155604600906,-16.7487287521362,NA,-0.643247986833255,-6.70389011502266,0.33333333,0.66666667,0.58333333,1,0.83333333,0.85714286,0.75,0.8,0.08333333,2,1,2,1,2,2,5,0.4,0.2,0.4,0.2,0.4,0.4,22.4176855501618,69.1308,62.04215,60.69554,72.47989,45.61636,80,67.14401,40.79067,72.4314,72.7208,47.99755,80,-1.28615,2.14787,131.34,103.36,119.76,75.48,110.18,99,94.44,103.94,104.36,NA,NA,NA,98.84,106.346666666667,107.26,0.41666667,NA,0.25,0.33333333,92.1,NA,82.6333312988281,80.9499969482422,5.46551361083984,NA,0.191090901692708,8.81476974487305,9.731005859375,NA,-2.71172618865967,3.46404504776001,-0.83172632753849,NA,-0.0199272707104683,-0.230719655752182,-16.6345265507698,NA,-0.66424235701561,-5.76799139380455,0,0.63636364,0.58333333,NA,0.85714286,0.85714286,0.91666667,18,0.33333333,0.25,0.41666667,NA,80.912727355957,82.6456298828125,92.1167785644531,NA,9.10676956176758,0.0847473343213399,5.27212600708008,NA,1.84385371208191,-4.10706996917725,8.33571395874023,NA,-0.230719655752182,-0.0199272707104683,-0.83172632753849,NA,-5.76799139380455,-0.66424235701561,-16.6345265507698,NA,0,0.63636364,0.58333333,NA,0.85714286,0.85714286,0.91666667,5,94.1169677734375,31.9621154785156,1,0.2,113.145,2,0.4,"2024-06-21",0
