"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","XX%","wFB","wSL","wCH","wFB/C","wSL/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSI%","piSL%","piXX%","pivCH","pivFA","pivSI","pivSL","pivXX","piCH-X","piFA-X","piSI-X","piSL-X","piXX-X","piCH-Z","piFA-Z","piSI-Z","piSL-Z","piXX-Z","piwCH","piwFA","piwSI","piwSL","piwXX","piwCH/C","piwFA/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Jason Foley",19531,"2024-09-06","@OAK",6,2024,"DET","A",28,0,0,0,1,0,0,0,0,0,0,0,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.65572908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,77.8618549705486,76.9288520456552,1,0.5,0.5,0,0,0,0,0,3,7,10,0.142464011907578,0,0.142464011907578,0.860000014305115,0.094298243522644,3.20120000839233,1.58940005302429,3.17880010604858,1.78479993343353,1,1,0.0444386601448059,6.4654716524476e-05,1,0,0.9,96.77777778,0.1,88,NA,NA,NA,0.578420698642731,0,NA,6.4268966515859,0,NA,0,0.83333333,0.5,NA,1,1,0.6,0.5,0,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,9.87388620712236,NA,NA,NA,NA,NA,NA,20,43.21933,21.57258,51.98841,80,80,20,45.70668,23.10492,2.02226,7.11048,NA,NA,NA,NA,NA,NA,133.66,81.42,106.42,88.3,16.78,51.48,129.124,74.956,100.926,NA,0.9,0.1,NA,NA,96.8000013563368,88.3000030517578,NA,NA,-11.1918063693576,1.01188611984253,NA,NA,4.04867257012261,0.111797384917736,NA,NA,0.627853233367205,0,NA,NA,6.97614703741339,0,NA,0,0.83333333,0.5,NA,1,1,0.6,23.28571429,NA,NA,0.9,0.1,NA,NA,NA,96.7203572591146,88.2370986938477,NA,NA,NA,-10.0071089002821,2.04706001281738,NA,NA,NA,2.40092998080783,-1.23137998580933,NA,NA,NA,0.627853233367205,0,NA,NA,NA,6.97614703741339,0,NA,0,0.83333333,0.5,NA,1,1,0.6,2,95.1612091064453,-0.336367130279541,0,0,100.271,1,0.5,"2024-09-06",0
"Jason Foley",19531,"2024-09-04","@SDP",6,2024,"DET","A",28,0,1,0,1,0,0,0,0,0,0,0,0.2,4,1,1,0,0,1,1,0,0,0,1,13.500014081612,13.500014081612,13.500014081612,1,0,0,2,0,0,0,0,0,0,0.25,0.25,0,5.04972908401489,0,0.333333333333333,3.00000312924711,0.5,0.5,4.66648134291335,-4.66648134291335,4.66648134291335,0,115.630826256967,114.245245356712,2,0,1,0,0,0,0,0,2,6,8,0.183536008000374,-0.0409719981253147,0.224508002400398,-0.347999960184097,-0.0379705354571342,2.61520004272461,3.0518000125885,3.0518000125885,NA,0,1,0.0496321283280849,0.0205483569127915,1,0,0.75,95.83333333,0.25,90,NA,NA,0.5,0.250081896781921,-0.246954619884491,NA,4.16803161303202,-12.3477309942245,NA,0.5,0.5,0.5,0.5,1,0.75,0.5,0.5,0.125,2,0,0,0,0,2,2,1,0,0,0,0,1,3.09749080248716,NA,NA,NA,NA,NA,NA,78.75631,61.73957,63.5876,80,43.42068,80,70.30168,54.58365,62.39649,-1.13586,2.3733,NA,NA,NA,NA,NA,NA,116.44,90.22,105.84,111.76,149.86,153.16,115.27,105.13,117.67,NA,0.75,0.25,NA,NA,95.9833374023438,89.5500030517578,NA,NA,-10.4593327840169,1.56349527835846,NA,NA,3.95018100738525,1.45510387420654,NA,NA,0.252782367169857,-0.251389592885971,NA,NA,4.21303945283095,-12.5694796442986,NA,0.33333333,0.6,0.5,0,1,0.75,0.625,20.2,NA,NA,0.75,0.25,NA,NA,NA,95.8256123860677,89.4079437255859,NA,NA,NA,-10.117525100708,2.17150497436523,NA,NA,NA,2.68589846293131,0.405323505401611,NA,NA,NA,0.252782367169857,-0.251389592885971,NA,NA,NA,4.21303945283095,-12.5694796442986,NA,0.33333333,0.6,0.5,0,1,0.75,0.625,2,96.3371658325195,-9.53954410552979,0,0,100.697,1,0.5,"2024-09-04",0
"Jason Foley",19531,"2024-09-02","@SDP",6,2024,"DET","A",28,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,1,0,0,0,0,0,0,0,0,3.65572908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,77.8618549705486,114.543946394147,3,0,0.75,0.25,0,0,0,0,1,5,6,-0.00583599461242557,-0.0314279980957508,0.025592003017664,0.419999927282333,0.0458265133202076,0.351850003004074,0.189400002360344,0.378800004720688,NA,0,1,0.0093033742159605,-0.0258899723759667,0,0,0.5,96.33333333,0.33333333,89,0.16666667,91,NA,-0.251867651939392,0.288738936185837,0.289681732654572,-8.39558839797974,14.4369468092918,28.9681732654572,0.5,0.75,0.66666667,1,1,1,0.66666667,0.75,0,1,0,3,1,3,0,4,0.25,0,0.75,0.25,0.75,0,1.21488657354705,80,38.31368,80,NA,NA,NA,46.41267,80,33.30713,73.9395,46.03844,78.22264,67.13859,63.49607,65.15356,-0.93935,2.66807,61.9,139.94,106.14,NA,NA,NA,114.4,85.7,103.16,86.9,111.64,109.8,96.4833333333333,103.386666666667,105.87,NA,0.5,0.33333333,0.16666667,NA,96.2666625976562,88.9000015258789,91.3000030517578,NA,-11.8771743774414,-0.207721918821335,-10.2186708450317,NA,3.77717145284017,1.88785123825073,2.73048186302185,NA,-0.256470169872046,0.292128831148148,0.293512850999832,NA,-8.54900566240152,14.6064415574074,29.3512850999832,0.5,0.75,0.66666667,1,1,1,0.66666667,19,0.16666667,NA,0.5,0.33333333,NA,91.0914001464844,NA,96.083740234375,88.6376037597656,NA,-9.7008695602417,NA,-11.2322336832682,0.511976480484009,NA,1.51472997665405,NA,2.59051656723022,0.861243009567261,NA,0.293512850999832,NA,-0.256470169872046,0.292128831148148,NA,29.3512850999832,NA,-8.54900566240152,14.6064415574074,NA,0.5,0.75,0.66666667,1,1,1,0.66666667,4,72.4443969726562,-2.90082693099976,0,0,90.3436,0,0,"2024-09-02",0
"Jason Foley",19531,"2024-09-01","BOS",6,2024,"DET","H",28,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,1,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.5032791167999,27.173712862954,1,0.5,0.5,0,0,0,0,0,2,5,7,0.0312360003590584,0,0.0312360003590584,0.479999989271164,0.0506329126656055,0.412000000476837,0.721199989318848,0.721199989318848,NA,0,1,0.0760733261704445,-0.000257791406107793,0,0,0.85714286,98.33333333,0.14285714,90,NA,NA,NA,0.689305365085602,0.0389156937599182,NA,11.4884227514267,3.89156937599182,NA,0.33333333,0.75,0.57142857,0,1,0.75,0.57142857,0.33333333,0.14285714,0,2,0,0,1,1,2,0,1,0,0,0.5,0.5,3.80962426710957,NA,NA,NA,46.64976,50.71729,50.43798,25.06006,65.06376,20,80,48.51167,80,38.81422,56.89346,33.56475,0.82034,5.3076,NA,NA,NA,136.44,158.92,154.74,113.84,79.58,96.5,96.02,140.06,143.86,114.522857142857,99.5542857142857,111.585714285714,0.14285714,0.71428571,0.14285714,NA,98.9000015258789,98.0799987792969,89.8000030517578,NA,-7.83015394210815,-11.1588417053223,0.0891597494482994,NA,7.28687000274658,3.93936462402344,3.14930629730225,NA,0.175081223249435,0.564489673823118,0.039364367723465,NA,17.5081223249435,11.2897934764624,3.9364367723465,NA,0.33333333,0.75,0.57142857,0,1,0.75,0.57142857,17,NA,0.14285714,0.71428571,0.14285714,NA,NA,99.0482025146484,98.2858215332031,89.9133987426758,NA,NA,-7.54175996780396,-10.6551399230957,0.715065002441406,NA,NA,6.7677698135376,2.98343391418457,2.00342011451721,NA,NA,0.175081223249435,0.564489673823118,0.039364367723465,NA,NA,17.5081223249435,11.2897934764624,3.9364367723465,NA,0.25,1,0.57142857,0,1,0.75,0.42857143,2,87.2337493896484,2.53266096115112,0,0,93.5191,0,0,"2024-09-01",0
"Jason Foley",19531,"2024-08-28","LAA",6,2024,"DET","H",28,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.8552967369489,-22.5814263197472,1,0,1,0,0,0,0,0,4,9,13,0.157519996166229,0,0.157519996166229,0.479999989271164,0.0506329126656055,2.0973334312439,2.83759999275208,2.83759999275208,NA,0,1,0.0752061009407043,-0.000101211169884,1,0,0.53846154,97.28571429,0.38461538,90.2,0.07692308,91,NA,0.367898404598236,0.424209117889404,-0.04739710688591,5.25569149426052,8.48418235778809,-4.739710688591,0.42857143,0.66666667,0.53846154,0.66666667,0.5,0.57142857,0.46153846,1,0.23076923,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.58480941988064,71.50257,34.35963,80,80,48.9638,80,61.54092,47.88652,73.25413,74.35758,51.50398,74.98313,77.61536,48.80097,80,-1.59023,1.69175,70.64,155.72,133.84,129,183.12,163.48,110.64,96.28,96.94,116.7,137.22,146.1,111.306153846154,123.278461538462,123.804615384615,0.07692308,0.46153846,0.38461538,0.07692308,97.1999969482422,97.3166707356771,90.1400024414063,91.4000015258789,-8.29780769348145,-9.34919548034668,0.377865338325501,-9.29764747619629,7.83083152770996,3.09891637166341,1.22073192596436,3.98745536804199,0.23420649766922,0.138109169900417,0.429185286164284,-0.0483221560716629,23.420649766922,2.30181949834029,8.58370572328568,-4.83221560716629,0.33333333,0.71428571,0.53846154,0.5,0.6,0.57142857,0.53846154,19.2,0.07692308,0.07692308,0.46153846,0.38461538,NA,91.5071029663086,97.3210983276367,97.3925170898438,90.2519409179688,NA,-9.04998970031738,-7.93249988555908,-8.94049835205078,1.13588495254517,NA,2.89459991455078,6.75463008880615,2.08837827046712,-0.355601334571838,NA,-0.0483221560716629,0.23420649766922,0.138109169900417,0.429185286164284,NA,-4.83221560716629,23.420649766922,2.30181949834029,8.58370572328568,NA,0.33333333,0.71428571,0.53846154,0.5,0.6,0.57142857,0.53846154,1,71.0130996704102,-11.2770614624023,0,0,71.0131,0,0,"2024-08-28",0
"Jason Foley",19531,"2024-08-27","LAA",6,2024,"DET","H",28,0,0,0,1,0,0,0,0,1,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,77.8618549705486,76.9288520456552,1,0,1,0,0,0,0,0,1,3,4,0.010967998765409,0,0.010967998765409,0.419999986886978,0.044303797185421,0.409199982881546,0.204599991440773,0.409199982881546,NA,0,1,0.0268035177141428,-5.48346690970591e-10,0,0,1,96.75,NA,NA,NA,NA,NA,0.32859742641449,NA,NA,8.21493566036224,NA,NA,0,0.66666667,0.5,NA,1,1,0.75,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1.3656001129,NA,NA,NA,NA,NA,NA,80,56.34992,76.60792,NA,NA,NA,80,50.8106,80,-2.64485,0.10982,NA,NA,NA,NA,NA,NA,128.6,120.16,132.04,NA,NA,NA,128.6,120.16,132.04,NA,1,NA,NA,NA,96.8499984741211,NA,NA,NA,-10.1323471069336,NA,NA,NA,3.11363172531128,NA,NA,NA,0.332877237349749,NA,NA,NA,8.32193093374372,NA,NA,0,0.66666667,0.5,NA,1,1,0.75,20.66666667,NA,NA,1,NA,NA,NA,NA,96.9298248291016,NA,NA,NA,NA,-9.52343273162842,NA,NA,NA,NA,1.76186501979828,NA,NA,NA,NA,0.332877237349749,NA,NA,NA,NA,8.32193093374372,NA,NA,0,0.66666667,0.5,NA,1,1,0.75,1,73.2498474121094,-59.773983001709,0,0,73.2498,0,0,"2024-08-27",0
"Jason Foley",19531,"2024-08-25","@CHW",6,2024,"DET","A",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,0.33333333,-0.33333333,10.9178401874764,0,0,1,0,1,6.1664797782898,-6.1664797782898,6.1664797782898,0,153.399718751172,151.561560819707,1,0.5,0.5,0,0,0,0,0,8,10,18,0.00750399986281991,-0.00465200003236532,0.0121560003608465,0.496999979019165,0.0512107163667679,0.161533325910568,0.19760000705719,0.19760000705719,NA,0,1,0.00114534958265722,0.0453094597919386,0,0,0.66666667,97.25,0.33333333,87.66666667,NA,NA,NA,0.745638370513916,0.0166349038481712,NA,6.21365308761597,0.277248397469521,NA,0.11111111,0.77777778,0.44444444,1,0.85714286,0.875,0.5,0.66666667,0.05555556,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,17.6535179041972,NA,NA,NA,20,46.43274,20,46.0546,36.12317,42.68268,72.0644,50.89397,80,52.00261,40.59145,51.56657,0.001,4.07859,NA,NA,NA,73.7,-121.12,-126.28,113.2,90.74,85.66,120.96,136.58,143.86,113.592222222222,94.25,93.2855555555556,0.05555556,0.61111111,0.33333333,NA,96.4000015258789,97.3090931285511,87.6166687011719,NA,-5.49985122680664,-7.96143341064453,1.63128534952799,NA,6.24866580963135,2.89171236211603,0.430696805318197,NA,-0.0998305231332779,0.855115190148354,0.0164074786007404,NA,-9.98305231332779,7.77377445589412,0.273457976679007,NA,0.14285714,0.63636364,0.44444444,1,0.85714286,0.875,0.61111111,19.93333333,NA,0.05555556,0.61111111,0.33333333,NA,NA,96.4616012573242,97.3847767223011,87.6856994628906,NA,NA,-5.26568984985352,-7.8069111217152,2.00871642430623,NA,NA,5.87093019485474,1.98766899108887,-0.742801189422607,NA,NA,-0.0998305231332779,0.855115190148354,0.0164074786007404,NA,NA,-9.98305231332779,7.77377445589412,0.273457976679007,NA,0.14285714,0.63636364,0.44444444,1,0.85714286,0.875,0.61111111,2,81.6081390380859,6.06350231170654,0,0,96.9035,1,0.5,"2024-08-25",0
"Jason Foley",19531,"2024-08-23","@CHW",6,2024,"DET","A",28,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,9.75339574477623,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,77.8618549705486,152.159040742638,0,0.333333333,0,0.666666666,0,0,0,0,0,4,4,0.040497999638319,0,0.040497999638319,0.496999979019165,0.0512107163667679,0.525799989700317,0.903400003910065,0.903400003910065,NA,0,1,0.0769260302186012,9.56518498999026e-05,0,0,0.5,95.5,0.5,88.5,NA,NA,NA,0.499646484851837,0.291438937187195,NA,24.9823242425919,14.5719468593597,NA,0.5,1,0.75,1,1,1,0.5,1,0,0,1,2,0,1,2,3,0,0.33333333,0.66666667,0,0.33333333,0.66666667,5.46275338948918,NA,NA,NA,80,48.65288,80,80,48.75195,80,20,24.05559,59.98022,56.68169,35.11205,80,-0.2897,3.64254,NA,NA,NA,75.96,156.44,148.42,105.92,141.28,155.48,87.28,111.4,103.02,89.11,130.13,127.485,0.25,0.25,0.5,NA,95.4000015258789,95.5,88.5,NA,-9.71923160552979,-10.3697061538696,1.23036766052246,NA,6.96150302886963,3.34654116630554,1.01639127731323,NA,0.252764463424683,0.252764463424683,0.294975996017456,NA,25.2764463424683,25.2764463424683,14.7487998008728,NA,0,1,0.75,NA,1,1,0.75,17,NA,0.25,0.25,0.5,NA,NA,95.4207000732422,95.4616012573242,88.5211029052734,NA,NA,-9.25210952758789,-9.80692005157471,1.86644995212555,NA,NA,6.12660980224609,2.37328004837036,-0.00817501544952393,NA,NA,0.252764463424683,0.252764463424683,0.294975996017456,NA,NA,25.2764463424683,25.2764463424683,14.7487998008728,NA,0,1,0.75,NA,1,1,0.75,3,97.484853108724,25.0522079467773,1,0.33333333,100.017,2,0.66666667,"2024-08-23",0
"Jason Foley",19531,"2024-08-17","NYY",6,2024,"DET","H",28,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,1,9,9,9,1,0,0,0,1,2,0,0,0,0,0.2,0.2,0,6.14436908401489,0,0.25,2,0.333333333333333,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,103.041142897423,139.421515985497,0,0.666666666,0,0.333333333,0,0,0,0,10,13,23,0.0135000059381127,-0.0306639932096004,0.0441639982163906,0.480000019073486,0.0506329126656055,0.411333322525024,0.325599998235703,0.325599998235703,NA,0,1,-0.0359968133270741,0.0688169258704517,0,0,0.65217391,97.26666667,0.34782609,89.5,NA,NA,NA,-0.929245710372925,0.66477108001709,NA,-6.19497140248617,8.30963850021362,NA,0.16666667,0.63636364,0.39130435,0.5,0.85714286,0.77777778,0.47826087,0.6,0.08695652,2,1,0,0,1,2,3,0.66666667,0.33333333,0,0,0.33333333,0.66666667,10.6264371938365,NA,NA,NA,20,44.04143,20,70.26729,44.41336,75.8677,20.79179,59.91262,20,29.45321,48.95416,26.22754,1.40191,6.17996,NA,NA,NA,83.78,-18.14,-37.46,103.88,129.8,136.14,90.9,63.54,70.52,94.995652173913,74.5921739130435,75.5765217391304,0.2173913,0.43478261,0.34782609,NA,96.9,97.3099975585938,89.7249984741211,NA,-6.48701171875,-9.16541519165039,0.294676572084427,NA,7.37685852050781,3.15406837463379,0.538043200969696,NA,-0.298679947853088,-0.644327998161316,0.67243929952383,NA,-5.97359895706177,-6.44327998161316,8.40549124404788,NA,0.09090909,0.66666667,0.39130435,0,0.875,0.77777778,0.52173913,20.41176471,NA,0.2173913,0.43478261,0.34782609,NA,NA,96.8655395507812,97.2459899902344,89.6594467163086,NA,NA,-6.24146575927734,-8.84831314086914,0.818063616752625,NA,NA,6.88477630615234,2.34605407714844,-0.628864049911499,NA,NA,-0.298679947853088,-0.644327998161316,0.67243929952383,NA,NA,-5.97359895706177,-6.44327998161316,8.40549124404788,NA,0.09090909,0.66666667,0.39130435,0,0.875,0.77777778,0.52173913,3,94.1681213378906,19.319086710612,1,0.33333333,113.675,1,0.33333333,"2024-08-17",0
"Jason Foley",19531,"2024-08-15","SEA",6,2024,"DET","H",28,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.5032791167999,64.7888072114456,1,0,0.5,0.5,0,0,0,0,5,9,14,0.157519996166229,0,0.157519996166229,0.479999989271164,0.0506329126656055,2.0973334312439,2.83759999275208,2.83759999275208,NA,0,1,0.0752061009407043,-0.000101211169884,1,0,0.78571429,97.81818182,0.21428571,91,NA,NA,NA,0.669402360916138,0.0588187128305435,NA,6.08547600832852,1.96062376101812,NA,0.375,0.5,0.42857143,0.66666667,1,0.83333333,0.42857143,1,0.07142857,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,-0.367335774509848,NA,NA,NA,20,53.25776,20,80,50.93894,80,73.68844,44.88109,77.94819,66.58863,47.12839,72.17279,-0.90518,2.71932,NA,NA,NA,111.66,29.28,27.72,135.48,147.68,181.08,87.64,123.98,129.16,120.124285714286,117.23,137.091428571429,0.21428571,0.57142857,0.21428571,NA,98.5666707356771,97.4625015258789,90.8666687011719,NA,-7.93787574768066,-10.2667293548584,0.587248921394348,NA,7.06824366251628,3.53736877441406,2.62481085459391,NA,0.161641407757998,0.51582633331418,0.059255987405777,NA,5.38804692526658,6.44782916642725,1.97519958019257,NA,0.2,0.55555556,0.42857143,0,1,0.83333333,0.64285714,18.72727273,NA,0.21428571,0.57142857,0.21428571,NA,NA,98.4937744140625,97.3932723999023,90.7732340494792,NA,NA,-7.84037653605143,-9.71521759033203,1.5454166730245,NA,NA,6.57563018798828,2.60786128044128,1.3832049369812,NA,NA,0.161641407757998,0.51582633331418,0.059255987405777,NA,NA,5.38804692526658,6.44782916642725,1.97519958019257,NA,0.2,0.55555556,0.42857143,0,1,0.83333333,0.64285714,2,73.046501159668,21.7933101654053,0,0,82.1897,0,0,"2024-08-15",0
"Jason Foley",19531,"2024-08-14","SEA",6,2024,"DET","H",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,1,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.5032791167999,102.403901559937,0,0,0,1,0.5,0,0,0,6,8,14,0.133231997489929,0,0.133231997489929,0.479999989271164,0.0506329126656055,1.77973330020905,2.29119992256165,2.29119992256165,2.66519999504089,1,1,0.0748846977949142,-2.40445305852988e-05,1,0,0.71428571,96.7,0.21428571,89.33333333,0.07142857,91,NA,0.74334180355072,0.0586966872215271,-0.04739710688591,7.4334180355072,1.95655624071757,-4.739710688591,0.25,0.66666667,0.42857143,0,1,0.66666667,0.42857143,0.33333333,0.14285714,0,1,1,1,1,0,2,0,0.5,0.5,0.5,0.5,0,-1.4990208806917,80,50.4431,80,71.81345,44.79463,80,48.75401,59.03806,63.55011,44.85391,42.24784,46.4128,58.78399,50.49965,74.82344,-0.42031,3.44663,74.5,159.5,141.96,93.68,160.98,139.56,132.5,89.28,116.52,88.5,112.38,109.64,113.382857142857,109.488571428571,120.154285714286,0.14285714,0.57142857,0.21428571,0.07142857,96.5,96.6875,89.3666687011719,90.5999984741211,-7.66826200485229,-10.573618888855,1.11499818166097,-9.99556350708008,7.44707584381104,3.68636441230774,1.46870390574137,1.05251395702362,0.264918252825737,0.529917720705271,0.0590896233916283,-0.0483221560716629,13.2459126412868,6.62397150881588,1.96965411305428,-4.83221560716629,0.16666667,0.625,0.42857143,0,0.8,0.66666667,0.57142857,17.18181818,0.07142857,0.14285714,0.57142857,0.21428571,NA,90.6250991821289,96.5626983642578,96.7495880126953,89.4306335449219,NA,-9.61180973052979,-7.26084518432617,-10.1021900177002,1.98176336288452,NA,0.119638003408909,6.81996536254883,2.96279120445251,0.29913866519928,NA,-0.0483221560716629,0.264918252825737,0.529917720705271,0.0590896233916283,NA,-4.83221560716629,13.2459126412868,6.62397150881588,1.96965411305428,NA,0.14285714,0.71428571,0.42857143,0,0.8,0.66666667,0.5,2,84.5602416992188,48.6225891113281,0,0,91.3601,0,0,"2024-08-14",0
"Jason Foley",19531,"2024-08-09","@SFG",6,2024,"DET","A",28,0,1,0,1,0,0,0,0,0,0,0,0.1,4,0,1,0,0,1,0,1,0,0,0,0,27.000028163224,0,0,0,0,1,1,0,0,0,0,0,0,0.25,-0.25,9.77622908401489,0,0,3.00000312924711,0,0.5,21.1664985537725,-21.1664985537725,25.702528503886,0,531.089510407572,637.570972530743,1,0,0.5,0.5,0,0,0,0,10,8,18,-0.254482001066208,-0.303401976823807,0.0489199906587601,-1.60399997234344,-0.17054757475853,2.63324999809265,2.08060002326965,1.77699995040894,2.603600025177,1,1,-0.0759003385901451,-0.0207414543465443,0,1,0.61111111,96.18181818,0.22222222,87,0.16666667,91.66666667,NA,-0.475204706192017,-0.0995228290557861,-0.269494950771332,-4.32004278356379,-2.48807072639465,-8.98316502571106,0.1,0.75,0.38888889,1,1,1,0.44444444,0.5,0,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,11.2558347488603,20,40.23925,20,NA,NA,NA,21.4263,52.82516,20,61.79661,44.77178,74.84958,20,48.03792,20,2.30727,7.538,44.72,-52.68,-84.46,NA,NA,NA,96.14,86.14,96.42,81.44,152.2,158.9,84.3033333333333,77.6833333333333,80.1577777777778,NA,0.61111111,0.22222222,0.16666667,NA,96.2272727272727,87,91.9333292643229,NA,-9.57216574928977,0.333065688610077,-9.04852803548177,NA,2.95074566927823,0.81164813041687,1.53118228912354,NA,-0.486856032162905,-0.102040886878967,-0.276170209050179,NA,-4.42596392875368,-2.55102217197418,-9.20567363500595,0,0.7,0.38888889,NA,1,1,0.55555556,19.14285714,0.16666667,NA,0.61111111,0.22222222,NA,92.2279663085938,NA,96.5208851207386,87.2556991577148,NA,-8.60581715901693,NA,-9.35743921453303,0.753981709480286,NA,-0.0281847318013509,NA,1.8111927726052,-0.624725461006165,NA,-0.276170209050179,NA,-0.486856032162905,-0.102040886878967,NA,-9.20567363500595,NA,-4.42596392875368,-2.55102217197418,NA,0,0.7,0.38888889,NA,1,1,0.55555556,2,91.334228515625,25.0684490203857,0,0,97.5931,1,0.5,"2024-08-09",0
