"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","XX%","wFB","wSL","wCH","wFB/C","wSL/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxSI%","pfxSL%","pfxCH%","pfxvSI","pfxvSL","pfxvCH","pfxSI-X","pfxSL-X","pfxCH-X","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwSI","pfxwSL","pfxwCH","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSI%","piSL%","pivCH","pivFA","pivSI","pivSL","piCH-X","piFA-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwSI","piwSL","piwCH/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Jonathan Hernandez",17464,"2024-08-07","DET",11,2024,"SEA","H",27,0,0,81.0000844896721,1,0,0,0,0,0,0,0,0.1,4,1,3,3,0,2,0,0,0,0,0,0,54.0000563264481,27.000028163224,0,0,0,1,1,0,0,0,0,0,0,0.5,-0.5,16.6767290840149,0,0.5,9.00000938774135,0.5,0,21.1664985537725,59.8335859358996,25.702528503886,2143.42881260553,544.019348808813,637.570972530743,1,0,0.5,0.5,0,0,0,0,12,6,18,-0.103068009018898,-0.103068009018898,0,-1.68600010871887,-0.191482126712799,0.880499958992004,0.55919998884201,0.55919998884201,0.574399948120117,1,1,-0.121484763920307,0.0044285301677353,0,1,0.5,96,0.5,87.33333333,NA,NA,NA,-0.437677979469299,-0.404303938150406,NA,-4.86308866076999,-4.49226597944895,NA,0.07692308,0.4,0.16666667,0,1,0.66666667,0.27777778,NA,0.05555556,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,10.6793106086913,NA,NA,NA,NA,42.23124,51.38765,41.65447,41.5397,49.19369,48.96797,43.7701,51.76483,46.47934,0.51245,4.84577,NA,NA,NA,94.6,96.3,93.44,111.24,73.64,92.14,102.92,84.97,92.79,0.5,0.5,NA,95.9888916015625,87.1333346896701,NA,-10.590323554145,2.62526808844672,NA,4.68150456746419,2.16882281833225,NA,-0.448443379253149,-0.413992609828711,NA,-4.98270421392388,-4.59991788698567,NA,0,0.42857143,0.16666667,NA,0.66666667,0.66666667,0.38888889,17.28571429,NA,NA,0.5,0.5,NA,NA,96.0057915581597,87.1214870876736,NA,NA,-10.184561835395,3.42598999871148,NA,NA,3.62190797593859,0.925912327236599,NA,NA,-0.448443379253149,-0.413992609828711,NA,NA,-4.98270421392388,-4.59991788698567,0,0.375,0.16666667,NA,0.66666667,0.66666667,0.44444444,2,97.8141555786133,12.2833499908447,0,0,101.158,1,0.5,"2024-08-07",0
"Jonathan Hernandez",17464,"2024-08-06","DET",11,2024,"SEA","H",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.4117289157625,-22.5814263197472,1,0,1,0,0,0,1,9,5,10,15,0.00568400043994188,0,0.00568400043994188,0.430000007152557,0.048835888504982,0.0781333297491074,0.102200001478195,0.102200001478195,NA,0,1,0.0728421211242676,-9.46718834163029e-05,0,0,0.33333333,97,0.4,87.5,0.26666667,91,NA,0.0603433400392532,0.762609660625458,-0.0782426297664642,1.20686680078506,12.7101610104243,-1.95606574416161,0.3,0.6,0.4,0.66666667,1,0.83333333,0.33333333,1,0.06666667,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.50363544136067,NA,20,63.60422,41.33145,22.22244,54.29035,20,40.40575,58.4812,44.12004,21.78392,63.52807,28.66722,1.87837,6.89465,127.18,30.24,57.26,99.16,93.36,101.76,132.14,85.68,105.44,121.133333333333,70.7613333333333,85.3253333333333,0.33333333,0.4,0.26666667,97.0599975585938,87.3833312988281,90.9499969482422,-10.0874626159668,1.77031278610229,-12.1739807128906,5.18249206542969,1.53070831298828,3.15346050262451,0.060542032122612,0.772948626428843,-0.0803118571639061,1.21084064245224,12.8824771071474,-2.00779642909765,0.33333333,0.5,0.4,0.66666667,1,0.83333333,0.4,15.58333333,0.26666667,NA,0.33333333,0.4,91.1272735595703,NA,97.2532592773437,87.5326131184896,-11.5288753509521,NA,-9.58050994873047,2.61284224192301,1.57953500747681,NA,4.30446624755859,0.279506723086039,-0.0803118571639061,NA,0.060542032122612,0.772948626428843,-2.00779642909765,NA,1.21084064245224,12.8824771071474,0.375,0.42857143,0.4,0.66666667,1,0.83333333,0.46666667,1,92.9746627807617,-6.25857830047607,0,0,92.9747,0,0,"2024-08-06",0
"Jonathan Hernandez",17464,"2024-08-04","PHI",11,2024,"SEA","H",27,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,1,0,0,0,0,0,0.25,0,0.25,2.16704158401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,28.1728704898465,64.7888072114456,2,0,0.666666666,0.333333333,0,0,0,0,8,14,22,0.000374000053852797,-0.000100000033853576,0.000474000058602542,0.430000007152557,0.048835888504982,0.00934999994933605,0.00740000000223517,0.00740000000223517,NA,0,1,0.0435135141015053,-0.0035135081251037,0,0,0.31818182,97.85714286,0.5,88.27272727,0.18181818,91.25,NA,-0.14605438709259,0.486918419599533,-0.0765958651900291,-2.08649124417986,4.42653108726848,-1.91489662975073,0.42857143,0.75,0.54545455,0.5,0.83333333,0.66666667,0.36363636,0.5,0.18181818,2,1,0,1,0,2,3,0.66666667,0.33333333,0,0.33333333,0,0.66666667,0.0334443118870174,NA,40.43096,59.40893,33.80515,59.85098,56.75799,45.95226,67.83365,57.9303,66.91213,62.95791,62.84682,54.84648,-0.67962,3.05766,102.56,82.06,85.48,103.92,166.46,174.84,127.12,118.04,138.44,115.137272727273,123.44,134.856363636364,0.31818182,0.5,0.18181818,97.7428588867188,88.1909068714489,91.125,-10.6170033046177,2.81413771889427,-11.5954999923706,5.21402359008789,1.84979629516602,3.68973183631897,-0.147478010505438,0.491522617638111,-0.0785307623445988,-2.10682872150625,4.46838743307374,-1.96326905861497,0.38461538,0.77777778,0.54545455,0.6,0.71428571,0.66666667,0.40909091,18.44444444,0.18181818,NA,0.31818182,0.5,91.3737487792969,NA,97.9781755719866,88.422196821733,-11.1320247650146,NA,-10.3646632603237,3.65687734430487,2.30246758460999,NA,4.03933988298689,0.670747930353338,-0.0785307623445988,NA,-0.147478010505438,0.491522617638111,-1.96326905861497,NA,-2.10682872150625,4.46838743307374,0.38461538,0.77777778,0.54545455,0.6,0.71428571,0.66666667,0.40909091,3,90.3001505533854,-13.4209671020508,0,0,106.929,1,0.33333333,"2024-08-04",0
"Jonathan Hernandez",17464,"2024-07-28","@TOR",13,2024,"TEX","A",27,0,1,19.2857169131847,1,1,0,0,0,0,0,0,2.1,13,5,5,5,2,1,0,0,0,0,0,0,3.85714338263694,19.2857169131847,0,0.333333333,0,3,7,1,0,1,1,0,0,0.07692308,-0.07692308,8.28177640756756,7.71428676527388,0.416666666666667,2.57142892175796,0.3,0.3125,15.5950529001199,3.69066401306477,8.98822007581885,478.655909211418,380.16648803523,221.759601440204,0.428571428,0.09090909,0.272727272,0.636363636,0,0.285714285,0,0,13,23,36,-0.27141797542572,-0.378755986690521,0.107337988913059,-3.06500005722046,-0.323824614286423,0.73044615983963,0.581933319568634,0.870000004768372,0.381000012159348,1,1,-0.379792839288712,0.00821449395890628,0,0,0.47222222,97.05882353,0.44444444,89,0.08333333,91,NA,-1.53232419490814,-1.80865287780762,-0.0817876085639,-9.01367173475378,-11.3040804862976,-2.72625361879667,0.35,0.875,0.58333333,0.85714286,1,0.95238095,0.44444444,0.46153846,0.02777778,8,2,2,1,4,7,12,0.66666667,0.16666667,0.16666667,0.08333333,0.33333333,0.58333333,13.3564979490999,14,20,48.85917,20,20,46.03933,20,57.0576,47.99187,59.84995,33.33762,48.75759,28.6358,1.16058,5.81796,78.12,25.98,17.54,88.64,98.06,98.04,106.8,94.66,106.3,93.4491428571428,80.4005714285714,81.8251428571429,0.47222222,0.44444444,0.08333333,97.0176499310662,88.90625,90.8666687011719,-8.90528061810662,2.44144201278687,-10.0152498881022,4.95461228314568,2.31285405158997,3.40112050374349,-1.55544473230839,-1.74888807535172,-0.0839881040155888,-9.14967489593169,-10.9305504709482,-2.79960346718629,0.26315789,0.94117647,0.58333333,0.8,1,0.95238095,0.47222222,19.2173913,0.08333333,NA,0.47222222,0.44444444,90.7897644042969,NA,96.9621438419118,88.8339767456055,-9.42810312906901,NA,-8.48251612046186,3.00406694412231,1.88979657491048,NA,3.65761476404527,1.14654946327209,-0.0839881040155888,NA,-1.55544473230839,-1.74888807535172,-2.79960346718629,NA,-9.14967489593169,-10.9305504709482,0.27777778,0.88888889,0.58333333,0.8,1,0.95238095,0.5,12,94.3230646306818,16.5716691450639,2,0.16666667,104.284,8,0.66666667,"2024-07-28",0
"Jonathan Hernandez",17464,"2024-07-26","@TOR",13,2024,"TEX","A",27,0,0,6.75000160932579,1,0,0,0,0,0,0,1,1.1,8,2,1,1,0,1,1,1,0,0,0,0,6.75000160932579,13.5000032186516,0,0.25,0,4,2,0,0,1,0,0,0,0.125,-0.125,6.77066658401489,0,0.333333333333333,2.25000053644193,0.333333333333333,0.75,7.66648085117366,-0.916479241847864,9.93449400124293,167.52958534207,185.96492426942,245.300596872422,2,0,0.666666666,0.333333333,0,0,0,0,6,16,22,-0.205560028553009,-0.356622010469437,0.151061981916428,-0.922000050544739,-0.0974115133285522,2.11199998855591,1.7418999671936,1.5738000869751,3.14660000801086,1,1,-0.065342403948307,-0.0319871555530459,0,1,0.36363636,97.625,0.63636364,88,NA,NA,0.18181818,-0.074236661195755,-0.812087595462799,NA,-0.927958264946938,-5.80062568187714,NA,0.5,0.8,0.63636364,0.66666667,0.875,0.78571429,0.45454545,0.625,0.13636364,6,0,0,1,3,2,6,1,0,0,0.16666667,0.5,0.33333333,4.69711933585585,NA,NA,NA,NA,68.02886,57.97672,62.798,57.23191,52.57261,55.259,66.80502,58.33187,63.3986,-0.91862,2.69916,NA,NA,NA,102.46,122.26,121.36,108.74,113.5,121.86,106.456363636364,116.685454545455,121.678181818182,0.36363636,0.63636364,NA,97.6374969482422,87.9214303152902,NA,-10.2216539382935,2.30316843305315,NA,4.78165149688721,1.49129908425467,NA,-0.0787778608500957,-0.814975313842297,NA,-0.984723260626197,-5.82125224173069,NA,0.45454545,0.81818182,0.63636364,0.6,0.88888889,0.78571429,0.5,17.33333333,NA,NA,0.36363636,0.63636364,NA,NA,97.5494003295898,87.8079485212054,NA,NA,-9.91273784637451,3.20124762398856,NA,NA,3.59424114227295,0.152482850211007,NA,NA,-0.0787778608500957,-0.814975313842297,NA,NA,-0.984723260626197,-5.82125224173069,0.45454545,0.81818182,0.63636364,0.6,0.88888889,0.78571429,0.5,6,85.9179992675781,-10.661013285319,0,0,99.6538,2,0.33333333,"2024-07-26",0
"Jonathan Hernandez",17464,"2024-07-22","CHW",13,2024,"TEX","H",27,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.2331585851709,-22.5814263197472,1,0,1,0,0,0,1,9,1,8,9,0.309028029441833,0,0.309028029441833,1.10899996757507,0.115160949528217,3.19053339958191,2.65120005607605,2.65120005607605,NA,0,1,0.0994568392634392,-0.00259904442501847,1,0,0.22222222,98,0.77777778,89,NA,NA,NA,0.230463624000549,0.480739206075668,NA,11.5231812000275,6.86770294393812,NA,0.8,0.5,0.66666667,0,0.5,0.16666667,0.44444444,1,0.55555556,0,1,0,1,0,0,1,0,1,0,1,0,0,-1.60316605606801,NA,NA,NA,NA,78.92497,60.63642,65.74902,71.87118,51.16407,72.01797,80,58.95107,78.56225,-1.80316,1.37235,NA,NA,NA,106.46,133.62,141.96,115.26,119.02,126.98,113.304444444444,122.264444444444,130.308888888889,0.22222222,0.77777778,NA,97.75,89.2857142857143,NA,-10.4506855010986,1.69238063267299,NA,4.31953811645508,1.83606937953404,NA,0.313581570982933,0.508476920425892,NA,15.6790785491467,7.26395600608417,NA,0.8,0.5,0.66666667,0,0.5,0.16666667,0.44444444,16,NA,NA,0.22222222,0.77777778,NA,NA,98.1317443847656,89.6684134347098,NA,NA,-10.1015491485596,2.4592113494873,NA,NA,3.03500509262085,0.391170263290405,NA,NA,0.313581570982933,0.508476920425892,NA,NA,15.6790785491467,7.26395600608417,0.8,0.5,0.66666667,0,0.5,0.16666667,0.44444444,1,101.667098999023,-17.1712074279785,0,0,101.667,1,1,"2024-07-22",0
"Jonathan Hernandez",17464,"2024-07-19","BAL",13,2024,"TEX","H",27,0,0,13.5,1,0,0,0,0,0,0,0,2,9,2,3,3,1,1,0,0,0,0,3,13.5,4.5,9,3,0,0,2,3,0,0,0,0,0,0.33333333,0.11111111,0.22222222,3.07071674030746,4.5,0.25,1.5,0.25,0,8.16647977828979,5.33352022171021,3.9344923876226,335.059090799808,198.211842494762,96.0351391813666,0.666666666,0,0.4,0.6,0,0.333333333,0,0,18,18,36,-0.0161639992147684,-0.0278680007904768,0.0117040015757084,-2.01800012588501,-0.209553480148315,0.0986666679382324,0.120999999344349,0.145199999213219,0.00999999977648258,1,1,-0.00838479772210121,-0.155439516532511,0,0,0.25,95.88888889,0.44444444,87.5625,0.30555556,88.90909091,NA,-1.21404623985291,0.257337301969528,0.279093146324158,-13.4894026650323,1.60835813730955,2.53721042112871,0.2173913,0.69230769,0.38888889,0.4,0.88888889,0.71428571,0.36111111,0.44444444,0.11111111,4,1,0,0,3,2,5,0.8,0.2,0,0,0.6,0.4,6.11905203337886,NA,36.82987,60.42539,49.54557,27.63096,52.83102,20,22.242,51.66961,29.2469,22.0193,60.26758,23.04753,1.86375,6.87272,64.4,95.96,83.7,95.84,64.52,71.58,103.4,83.32,97.04,89.5833333333333,81.51,84.5077777777778,0.25,0.44444444,0.30555556,95.8444417317708,87.4437484741211,88.8181818181818,-10.5723588731554,1.45124995708466,-11.7682786421342,5.50785785251194,2.80676698684692,4.02082061767578,-1.21592918783426,0.257791254669428,0.281191803514957,-13.5103243092696,1.61119534168392,2.55628912286325,0.18181818,0.71428571,0.38888889,0.25,0.9,0.71428571,0.38888889,18.11538462,0.30555556,0.08333333,0.16666667,0.44444444,88.9296431107955,96.4862060546875,95.7139180501302,87.54931640625,-11.2091092196378,-8.9354362487793,-10.8144696553548,2.15702867507935,2.72178095037287,6.72803688049316,3.04729334513346,1.58235943317413,0.281191803514957,0.0466316193342209,-1.26256080716848,0.257791254669428,2.55628912286325,1.5543873111407,-21.0426801194747,1.61119534168392,0.17391304,0.76923077,0.38888889,0.25,0.9,0.71428571,0.36111111,5,99.6048706054687,20.9931655883789,1,0.2,106.864,3,0.6,"2024-07-19",0
"Jonathan Hernandez",17464,"2024-07-12","@HOU",13,2024,"TEX","A",27,0,0,0,1,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,2,4,0,0,0,0,0,0,0,0,7.34739574882223,0,0.166666666666667,0.5,0.166666666666667,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,75.742397450355,152.159040742638,0.5,0,0.333333333,0.666666666,0,0,0,0,3,9,12,0.0171619988977909,-0.00748000480234623,0.0246420037001371,0.953999996185303,0.101112872362137,0.140900000929832,0.149499997496605,0.197400003671646,NA,0,1,0.114473566412926,0.00732912190882599,0,0,0.25,97.66666667,0.66666667,88.75,0.08333333,90,NA,0.87319415807724,0.212193414568901,0.234712973237038,29.106471935908,2.65241768211126,23.4712973237038,0.25,0.875,0.66666667,1,1,1,0.66666667,0.66666667,0,1,4,1,1,4,1,6,0.16666667,0.66666667,0.16666667,0.16666667,0.66666667,0.16666667,0.986432929963208,NA,64.23333,55.31308,59.63987,80,65.48343,80,43.46077,51.25336,35.50199,68.58926,60.43279,61.82149,-1.02947,2.53289,84.92,109.12,102.06,98.56,147.58,151.34,100.14,98.56,106.92,98.4766666666667,111.695,117.62,0.25,0.66666667,0.08333333,98,88.6624984741211,90.4000015258789,-11.0673141479492,2.50337028503418,-11.4742393493652,4.79673385620117,2.94001865386963,2.91851902008057,0.888245925307274,0.212670471519232,0.237643033266068,29.6081975102425,2.6583808939904,23.7643033266068,0,0.88888889,0.66666667,NA,1,1,0.75,15.83333333,0.08333333,NA,0.25,0.66666667,90.2953033447266,NA,97.899169921875,88.5828247070312,-11.217399597168,NA,-10.8583335876465,2.97513127326965,1.22697997093201,NA,3.25051339467367,1.25919353961945,0.237643033266068,NA,0.888245925307274,0.212670471519232,23.7643033266068,NA,29.6081975102425,2.6583808939904,0,0.88888889,0.66666667,NA,1,1,0.75,6,88.7029113769531,29.8336537679036,0,0,107.528,2,0.33333333,"2024-07-12",0
"Jonathan Hernandez",17464,"2024-07-10","@LAA",13,2024,"TEX","A",27,0,0,0,1,0,0,0,0,0,0,0,0.1,2,1,0,0,0,0,0,0,0,0,1,27.000028163224,0,27.000028163224,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,-0.528020915985107,0,0.5,3.00000312924711,1,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-71.2210898977969,-72.3367211985741,1,0,1,0,0,0,0,0,1,7,8,0.000313992495648563,-0.000299990177154541,0.000613982672803104,0.104999989271164,0.0106544885784388,0.0199999995529652,0.00499999988824129,0.00999999977648258,NA,0,1,-0.00953292846679688,0.025232553600139,0,0,0.375,97,0.5,87.25,0.125,91,NA,-0.443252891302109,0.2549948990345,-0.0207000374794006,-14.775096376737,6.3748724758625,-2.07000374794006,0.66666667,0.4,0.5,1,1,1,0.625,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,-0.934856819821311,NA,20,64.43543,27.97219,80,47.45294,80,44.71401,48.16887,45.99934,64.50827,53.37946,74.0241,-0.77593,2.9132,111.12,60.78,58.16,100.42,144.68,149.9,125.02,65.2,73.04,111.7125,102.8275,99.2875,0.375,0.5,0.125,97.0333353678385,87.3249969482422,91.0999984741211,-9.18406550089518,1.530353307724,-12.4377841949463,6.66582171122233,1.26945531368256,2.86524438858032,-0.450162943452597,0.25786292925477,-0.0210469514131546,-15.0054314484199,6.44657323136926,-2.10469514131546,0.5,0.5,0.5,1,1,1,0.75,20.66666667,0.125,NA,0.375,0.5,91.3345031738281,NA,97.3675028483073,87.6098251342773,-11.775899887085,NA,-8.89471371968587,2.02355194091797,1.20120000839233,NA,5.53190676371257,0.00938023626804352,-0.0210469514131546,NA,-0.450162943452597,0.25786292925477,-2.10469514131546,NA,-15.0054314484199,6.44657323136926,0.5,0.5,0.5,1,1,1,0.75,1,108.618293762207,7.91105508804321,0,0,108.618,1,1,"2024-07-10",0
"Jonathan Hernandez",17464,"2024-07-06","TBR",13,2024,"TEX","H",27,1,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,75.742397450355,76.9288520456552,1,0,1,0,0,0,2,54.0000563264481,0,2,2,0.0257680006325245,0,0.0257680006325245,0.224999994039536,0.0233644861727953,0.918799996376038,0.459399998188019,0.918799996376038,2.15520000457764,1,1,0.0280452780425549,-7.95972877887241e-10,0,0,NA,NA,1,85,NA,NA,NA,NA,0.212085232138634,NA,NA,10.6042616069317,NA,NA,1,1,NA,0.5,0.5,1,1,0.5,0,0,1,0,1,0,1,0,0,1,0,1,0,1.38141767691463,NA,NA,NA,NA,NA,NA,NA,80,45.8777,76.88602,80,53.84421,80,-2.8742,-0.23421,NA,NA,NA,NA,NA,NA,99.2,120.24,125.44,99.2,120.24,125.44,NA,1,NA,NA,85.0500030517578,NA,NA,2.1469988822937,NA,NA,2.24560856819153,NA,NA,0.214739695191383,NA,NA,10.7369847595692,NA,NA,1,1,NA,0.5,0.5,1,16,NA,NA,NA,1,NA,NA,NA,85.0192489624023,NA,NA,NA,2.78443002700806,NA,NA,NA,0.879254400730133,NA,NA,NA,0.214739695191383,NA,NA,NA,10.7369847595692,NA,1,1,NA,0.5,0.5,1,1,58.7945365905762,4.27718544006348,0,0,58.7945,0,0,"2024-07-06",0
