"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CH%","CHv","XX%","wFB","wSL","wCT","wCH","wFB/C","wSL/C","wCT/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFC%","pfxSI%","pfxSL%","pfxCU%","pfxCH%","pfxvFC","pfxvSI","pfxvSL","pfxvCU","pfxvCH","pfxFC-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFC","pfxwSI","pfxwSL","pfxwCU","pfxwCH","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piFC%","piSL%","pivCH","pivFA","pivFC","pivSL","piCH-X","piFA-X","piFC-X","piSL-X","piCH-Z","piFA-Z","piFC-Z","piSL-Z","piwCH","piwFA","piwFC","piwSL","piwCH/C","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Edwin Uceta",20539,"2024-08-23","@LAD",12,2024,"TBR","A",26,0,0,0,1,0,0,0,0,0,0,0,1.1,6,2,0,0,0,0,0,0,0,0,3,20.2500048279774,0,13.5000032186516,3,0,0,2,0,1,0,0,0,0,0.5,0,0.5,0.108729085015059,0,0.333333333333333,1.50000035762795,0.666666666666667,1,-1.33352129459407,1.33352129459407,-1.33352129459407,0,-36.0308783689848,-35.0202378061654,2,0.333333333,0.666666666,0,0,0,0,0,8,16,24,0.0857200175523758,-0.038699995726347,0.124420009553432,0.510999977588654,0.0540740713477135,1.05866670608521,1.32800006866455,0.972000002861023,1.47200000286102,1,1,0.0489033944904804,0.0320663923741277,1,0,0.29166667,94.85714286,0.08333333,82.5,0.20833333,90.8,0.41666667,88.6,NA,-0.363486886024475,0.0303832925856113,0.332734704017639,0.0721683949232101,-5.19266980034964,1.51916462928057,6.65469408035278,0.721683949232101,0.4375,0.625,0.5,0.71428571,0.8,0.75,0.33333333,1,0.125,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,0.693445278149279,65.66945,55.3205,72.743,NA,NA,NA,65.7951,58.48285,61.98401,80,38.20991,80,78.19214,51.16717,73.45938,73.72523,57.40432,80,-1.34855,2.05427,102.8,126.9,111.2,NA,NA,NA,95.4,125.74,126.86,104.82,126.16,135.4,106.18,124.8,120.288333333333,0.20833333,0.29166667,0.08333333,NA,0.41666667,90.6,94.6857125418527,82.3999938964844,NA,88.5400024414062,-0.438767337799072,-6.87209810529436,5.80737686157227,NA,-9.11492919921875,6.04567527770996,7.6758177621024,-0.727844655513763,NA,0.129451310634613,0.337184101343155,-0.370028857141733,0.0305310264229774,NA,0.0709357410669327,6.7436820268631,-5.28612653059619,1.52655132114887,NA,0.709357410669327,0.27272727,0.69230769,0.5,1,0.66666667,0.75,0.54166667,16.5,0.41666667,0.29166667,0.20833333,0.08333333,88.337890625,94.4894321986607,90.4011596679688,82.1956024169922,-8.77352676391602,-6.45827266148159,0.28863046169281,6.62559986114502,-0.896821880340576,7.28951971871512,5.38619613647461,-1.91885459423065,0.0709357410669327,-0.370028857141733,0.337184101343155,0.0305310264229774,0.709357410669327,-5.28612653059619,6.7436820268631,1.52655132114887,0.27272727,0.69230769,0.5,1,0.66666667,0.75,0.54166667,3,95.7487386067708,4.64450327555339,0,0,99.7395,2,0.66666667,"2024-08-23",0
"Edwin Uceta",20539,"2024-08-20","@OAK",12,2024,"TBR","A",26,0,0,0,1,0,0,0,0,1,0,0,1.1,4,0,0,0,0,0,0,0,0,0,1,6.75000160932579,0,0,1,0,0,1,2,0,1,0,0,0,0.25,0,0.25,3.28666658401489,0,0,0,0,1,1.66647942066184,-1.66647942066184,3.93449257073111,0,40.7556559828629,96.0351437366616,0.5,0,0.333333333,0.666666666,0.5,0,0,0,2,7,9,0.249179989099503,0,0.249179989099503,0.664999961853027,0.0729166641831398,2.46740007400513,3.01693320274353,2.37959980964661,NA,0,1,0.10117706656456,-0.000188178818022244,1,0,0.44444444,93.5,NA,NA,0.22222222,90,0.33333333,87.33333333,NA,0.566691875457764,NA,0.212085232138634,0.216794580221176,14.1672968864441,NA,10.6042616069317,7.22648600737254,0.5,1,0.66666667,0.33333333,1,0.66666667,0.33333333,0.5,0.22222222,0,2,1,2,1,0,3,0,0.66666667,0.33333333,0.66666667,0.33333333,0,-0.838406621031935,56.3508,51.90156,61.79838,NA,NA,NA,25.50746,54.31255,22.59258,NA,NA,NA,68.62966,43.25806,74.36093,44.16445,52.41226,47.89465,0.48795,4.80902,86.06,121.04,102.16,NA,NA,NA,NA,NA,NA,91.1,101.66,95.92,85.18,103.746666666667,93.2266666666667,0.22222222,0.44444444,NA,NA,0.33333333,90.1999969482422,93.5999984741211,NA,NA,87.5,-0.258035212755203,-8.15672779083252,NA,NA,-10.2608763376872,5.26288318634033,7.11612844467163,NA,NA,0.739262819290161,0.214739695191383,0.555699083954096,NA,NA,0.219049427658319,10.7369847595692,13.8924770988524,NA,NA,7.30164758861065,0.5,0.8,0.66666667,0.5,0.75,0.66666667,0.55555556,14.5,0.33333333,0.44444444,0.22222222,NA,87.7045288085938,93.838623046875,90.451301574707,NA,-9.03881708780924,-6.91582250595093,1.13247489929199,NA,-0.771822929382324,5.94894504547119,3.94227504730225,NA,0.219049427658319,0.555699083954096,0.214739695191383,NA,7.30164758861065,13.8924770988524,10.7369847595692,NA,0.33333333,0.83333333,0.66666667,0,0.8,0.66666667,0.66666667,3,75.580332438151,47.1974232991536,0,0,80.1236,0,0,"2024-08-20",0
"Edwin Uceta",20539,"2024-08-18","ARI",12,2024,"TBR","H",26,1,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,1,1,0,0,0,0,1,1,0.5,0,0.5,0.324604084014893,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.233098233895,-22.5814263197472,1,0,1,0,0,0,1,9,10,11,21,0.302588015794754,-0.185111433267593,0.487699449062347,1.057000041008,0.116090059280396,3.55469989776611,2.70020008087158,2.70020008087158,NA,0,1,0.0890457779169083,-0.00392241321742688,1,0,0.23809524,95.2,0.14285714,82,0.19047619,89.5,0.42857143,88.22222222,NA,0.404740929603577,-0.0811342746019363,-0.314918994903564,0.388581991195679,8.09481859207153,-2.70447582006454,-7.87297487258911,4.31757767995199,0.28571429,0.71428571,0.42857143,0.5,0.6,0.55555556,0.33333333,1,0.19047619,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,-0.898066995206912,20.32216,73.77236,20,NA,NA,NA,80,57.32196,80,20.21431,57.78696,20,80,56.99637,80,58.46774,70.91758,57.1083,-0.40066,3.4761,83.14,77.84,69.48,NA,NA,NA,124.76,46.84,69.2,91.48,156.46,159.24,102.255,119.91,122.746,0.19047619,0.23809524,0.14285714,NA,0.42857143,89.625,95.0799987792969,82.1000010172526,NA,88.1999986436632,0.669039487838745,-8.47996826171875,9.01654497782389,NA,-10.5382342868381,5.63054656982422,8.02811279296875,0.195539991060893,NA,-0.696718745761447,-0.319916039705276,0.410533636808395,-0.0833441279828548,NA,0.392833035439253,-7.99790099263191,8.21067273616791,-2.77813759942849,NA,4.36481150488059,0.16666667,0.77777778,0.42857143,0,0.71428571,0.55555556,0.42857143,18.23529412,0.42857143,0.23809524,0.19047619,0.14285714,88.4853990342882,95.3369812011719,89.8539276123047,82.3423665364583,-9.88052029079861,-7.72814788818359,1.42278277873993,10.1415328979492,-1.99851099650065,7.16637573242187,4.56112003326416,-0.988415320714315,0.392833035439253,0.410533636808395,-0.319916039705276,-0.0833441279828548,4.36481150488059,8.21067273616791,-7.99790099263191,-2.77813759942849,0.16666667,0.77777778,0.42857143,0,0.71428571,0.55555556,0.42857143,2,72.7027435302734,-27.7079067230225,0,0,72.7027,0,0,"2024-08-18",0
"Edwin Uceta",20539,"2024-08-17","ARI",12,2024,"TBR","H",26,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,1,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.9579124624459,27.173712862954,1,0.5,0.5,0,0,0,2,18,5,10,15,0.0429280251264572,0,0.0429280251264572,0.451999992132187,0.0496430546045303,0.580333352088928,0.868400037288666,0.868400037288666,0.307000011205673,1,1,0.0739105418324471,6.07799465553588e-05,0,0,0.4,95.16666667,NA,NA,0.2,90.66666667,0.4,89.83333333,NA,0.224128767848015,NA,0.0724043697118759,0.431687921285629,3.73547946413358,NA,2.41347899039586,7.19479868809382,0.54545455,0.5,0.53333333,0.83333333,1,0.875,0.26666667,1,0.06666667,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,3.70209232202746,60.33257,70.77893,59.93288,NA,NA,NA,76.88709,63.98484,66.1635,NA,NA,NA,79.16931,48.67947,74.49045,74.91073,67.48161,73.34432,-1.4222,1.94379,70.04,130.68,115.12,NA,NA,NA,NA,NA,NA,96.16,128.28,127.7,95.8,135.984,133.892,0.2,0.4,NA,NA,0.4,90.6333312988281,95.0499979654948,NA,NA,89.7666625976562,0.591423908869425,-7.46102205912272,NA,NA,-10.0430908203125,5.64507166544596,8.72264798482259,NA,NA,0.407484213511149,0.0730913765728474,0.226371057331562,NA,NA,0.47947284579277,2.43637921909491,3.77285095552603,NA,NA,7.99121409654617,0.44444444,0.66666667,0.53333333,0.75,1,0.875,0.4,16.16666667,0.4,0.4,0.2,NA,89.9549662272135,95.2505187988281,90.8317362467448,NA,-9.34313519795736,-6.92004013061523,1.41272989908854,NA,-0.905522664388021,7.85474332173665,4.4745766321818,NA,0.47947284579277,0.226371057331562,0.0730913765728474,NA,7.99121409654617,3.77285095552603,2.43637921909491,NA,0.44444444,0.66666667,0.53333333,0.75,1,0.875,0.4,2,98.7546157836914,7.51277494430542,0,0,104.504,1,0.5,"2024-08-17",0
"Edwin Uceta",20539,"2024-08-14","HOU",12,2024,"TBR","H",26,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,18,9,0,2,0,0,0,1,0,1,0,0,0,0.5,0.25,0.25,3.75272908401489,0,0,1,0,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,53.5534178106164,89.6663768027962,0,0,0,1,1,0,0,0,8,15,23,0.050342008471489,-0.0127400066703558,0.0630820095539093,0.451999992132187,0.0496430546045303,0.731650054454803,0.927000045776367,0.927000045776367,0.919800043106079,1,1,0.0482247658073902,0.0205813637964705,0,0,0.47826087,94.45454545,NA,NA,0.17391304,89.25,0.34782609,89,NA,0.783925652503967,NA,0.0569956377148628,-0.354871571063995,7.12659684094516,NA,1.42489094287157,-4.43589463829994,0.42857143,1,0.65217391,0.83333333,0.77777778,0.8,0.39130435,0.5,0.13043478,0,0,1,1,0,0,1,0,0,1,1,0,0,0.328259055540469,34.68605,75.71265,30.97395,NA,NA,NA,70.29283,58.39703,72.91451,NA,NA,NA,39.2167,57.72209,42.93977,51.57718,67.10285,53.78289,0.02743,4.11824,59.44,71.4,54.06,NA,NA,NA,NA,NA,NA,101.08,120.58,117,87.055652173913,111.087826086957,107.934782608696,0.17391304,0.47826087,NA,NA,0.34782609,89.3249969482422,94.4454567649148,NA,NA,88.9250030517578,0.442082762718201,-7.62947637384588,NA,NA,-10.6721477508545,4.41744470596313,8.2611347545277,NA,NA,-0.460721582174301,0.0566616579890251,0.776736702769995,NA,NA,-0.364190060645342,1.41654144972563,7.0612427524545,NA,NA,-4.55237575806677,0.46666667,1,0.65217391,0.71428571,0.875,0.8,0.34782609,17.33333333,0.34782609,0.47826087,0.17391304,NA,88.944450378418,94.4777388139205,89.3270492553711,NA,-9.94614505767822,-7.07335940274325,1.05273747444153,NA,-1.91179478168488,7.46613519841974,3.48671007156372,NA,-0.364190060645342,0.776736702769995,0.0566616579890251,NA,-4.55237575806677,7.0612427524545,1.41654144972563,NA,0.5,0.88888889,0.65217391,0.71428571,0.875,0.8,0.39130435,1,73.866325378418,85.9587554931641,0,0,73.8663,0,0,"2024-08-14",0
"Edwin Uceta",20539,"2024-08-11","BAL",12,2024,"TBR","H",26,0,0,0,1,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,1,4.5,0,4.5,1,0,0,1,3,2,1,0,0,0,0.14285714,0,0.14285714,4.85232092994977,0,0.142857142857143,0.5,0.166666666666667,1,2.1664797782898,-2.1664797782898,4.4344923876226,0,53.5534178106164,108.473923977042,0.333333333,0.333333333,0.166666666,0.5,0.333333333,0,1,4.5,6,15,21,0.136977985501289,-0.0205119904130697,0.157489985227585,1.26999998092651,0.139483794569969,1.06597137451172,1.11793339252472,1.51419997215271,1.82420003414154,1,1,0.120761722326279,0.00773890046392881,1,0,0.33333333,94.14285714,0.04761905,82,0.23809524,87.8,0.38095238,87.875,NA,0.0881571173667908,-0.0238054171204567,0.327654629945755,0.621731579303741,1.25938739095415,-2.38054171204567,6.5530925989151,7.77164474129677,0.4,0.66666667,0.47619048,0.66666667,1,0.8,0.28571429,0.42857143,0.0952381,0,3,3,2,4,0,6,0,0.5,0.5,0.33333333,0.66666667,0,3.21596427260416,80,63.81865,79.95905,NA,NA,NA,70.50625,66.49466,67.03939,20,35.00873,20,53.02014,55.32862,54.30966,72.8542,64.81673,74.44839,-1.29444,2.13543,96.86,128.82,125.8,NA,NA,NA,94.22,75.92,72.84,92.02,101.02,102.3,102.608571428571,116.895238095238,120.442857142857,0.23809524,0.33333333,0.04761905,NA,0.38095238,87.6,94.028573172433,82.0999984741211,NA,87.6500015258789,-0.0834663033485413,-7.65627779279436,5.96672964096069,NA,-10.2533578872681,3.94881134033203,8.53847449166434,-0.282227277755737,NA,-0.317815452814102,0.373704735189676,0.0874783843755722,-0.0242429338395596,NA,0.629078637808561,7.47409470379353,1.24969120536532,-2.42429338395596,NA,7.86348297260702,0.41666667,0.55555556,0.47619048,0.6,1,0.8,0.42857143,17.14285714,0.38095238,0.33333333,0.23809524,0.04761905,87.6155014038086,94.0213012695312,87.5470825195312,82.0529022216797,-9.3640079498291,-6.73996843610491,0.797288608551025,7.37892007827759,-1.80751121044159,7.50529861450195,2.87525196075439,-1.72236001491547,0.629078637808561,0.0874783843755722,0.373704735189676,-0.0242429338395596,7.86348297260702,1.24969120536532,7.47409470379353,-2.42429338395596,0.45454545,0.5,0.47619048,0.6,1,0.8,0.47619048,6,84.7564239501953,28.760617574056,0,0,105.359,1,0.16666667,"2024-08-11",0
"Edwin Uceta",20539,"2024-08-09","BAL",12,2024,"TBR","H",26,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-23.233098233895,15.0336680287444,0,0,0,1,0,0,1,9,7,8,15,0.00282600009813905,0,0.00282600009813905,0.451999992132187,0.0496430546045303,0.0380666665732861,0.051400002092123,0.051400002092123,NA,0,1,0.0743732005357742,-0.000135019141602924,0,0,0.26666667,94.75,0.06666667,82,0.26666667,88.5,0.4,89.16666667,NA,0.534508287906647,-0.0238054171204567,0.0977344065904617,0.174011126160622,13.3627071976662,-2.38054171204567,2.44336016476154,2.90018543601036,0.27272727,0.5,0.33333333,0.33333333,1,0.6,0.26666667,0.66666667,0.13333333,0,0,1,0,1,0,1,0,0,1,0,1,0,-1.65063407162848,20,68.90582,20,NA,NA,NA,52.03269,53.17945,49.03194,80,42.37933,80,53.74175,50.39959,60.11799,20.58352,63.0904,20,1.95295,7.00652,75.4,-15.4,-22.56,NA,NA,NA,97.32,130.9,133.58,91.14,115.26,118.22,88.1733333333333,71.2546666666667,64.452,0.26666667,0.26666667,0.06666667,NA,0.4,88.5749969482422,94.7750015258789,81.5,NA,89.1500040690104,-0.397518664598465,-8.98384380340576,6.86174345016479,NA,-10.6760762532552,3.71895551681519,7.50407791137695,-0.125739976763725,NA,-0.274253944555918,0.0986203551292419,0.541577130556107,-0.0242429338395596,NA,0.175249055027962,2.46550887823105,13.5394282639027,-2.42429338395596,NA,2.92081758379936,0.27272727,0.5,0.33333333,0.33333333,1,0.6,0.26666667,15.5,0.4,0.26666667,0.26666667,0.06666667,89.254628499349,94.9156265258789,88.6592712402344,81.60009765625,-9.97167332967122,-8.00482749938965,0.561478972434998,8.14260005950928,-1.685187180837,6.45678234100342,2.6100800037384,-1.67584002017975,0.175249055027962,0.541577130556107,0.0986203551292419,-0.0242429338395596,2.92081758379936,13.5394282639027,2.46550887823105,-2.42429338395596,0.3,0.4,0.33333333,0.33333333,1,0.6,0.33333333,1,84.2417297363281,44.3544578552246,0,0,84.2417,0,0,"2024-08-09",0
"Edwin Uceta",20539,"2024-08-04","@HOU",12,2024,"TBR","A",26,0,0,0,1,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,2,2,0,1,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.9579124624459,64.7888072114456,1,0,0.5,0.5,0.5,0,0,0,5,15,20,0.256176024675369,0,0.256176024675369,1.32499992847443,0.140434548258781,1.7429666519165,2.1448667049408,2.61459994316101,2.46320009231567,1,1,0.148852735757828,-0.00187572710784167,1,0,0.25,93.2,NA,NA,0.2,89.25,0.55,87.72727273,NA,0.327654629945755,NA,0.31178805232048,0.9335116147995,6.5530925989151,NA,7.79470130801201,8.48646922545,0.33333333,0.90909091,0.65,0,0.8,0.61538462,0.55,0.5,0.25,3,1,0,1,1,2,4,0.75,0.25,0,0.25,0.25,0.5,-0.858185945154803,69.34199,60.67361,70.85028,NA,NA,NA,63.67566,54.8891,65.41704,NA,NA,NA,37.74096,48.5749,47.21315,64.89485,61.89306,70.71957,-0.79995,2.87717,95.52,106.9,95.36,NA,NA,NA,NA,NA,NA,98.34,96.96,99.48,97.854,103.572,98.459,0.2,0.25,NA,NA,0.55,89.2249984741211,93.3400024414063,NA,NA,87.6727294921875,0.154996410012245,-8.20645446777344,NA,NA,-10.5699775002219,6.07386589050293,7.70018615722656,NA,NA,0.0409159524874254,0.315338231623173,0.331493217498064,NA,NA,0.944753538817167,7.88345579057932,6.62986434996128,NA,NA,8.58866853470152,0.375,0.83333333,0.65,0,0.8,0.61538462,0.6,16.92857143,0.55,0.25,0.2,NA,87.5544544566761,93.2327392578125,89.089225769043,NA,-10.1655793623491,-7.60504379272461,1.00816249847412,NA,-1.42720742659135,6.47732772827148,4.87298488616943,NA,0.944753538817167,0.331493217498064,0.315338231623173,NA,8.58866853470152,6.62986434996128,7.88345579057932,NA,0.375,0.83333333,0.65,0,0.8,0.61538462,0.6,4,99.2429351806641,17.0535278320312,0,0,104.066,3,0.75,"2024-08-04",0
"Edwin Uceta",20539,"2024-08-03","@HOU",12,2024,"TBR","A",26,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,1,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.9579124624459,64.7888072114456,1,0,0.5,0.5,1,0,2,18,5,10,15,0.0478660017251968,0,0.0478660017251968,0.476999998092651,0.0505564361810684,0.636399984359741,1.00379991531372,1.00379991531372,0.183200001716614,1,1,0.0755763724446297,-0.000362665811130813,0,0,0.46666667,95,NA,NA,0.26666667,89.75,0.26666667,90,NA,0.076049879193306,NA,0.227838724851608,0.441859871149063,1.08642684561866,NA,5.69596812129021,11.0464967787266,0.375,0.57142857,0.46666667,0.33333333,0.75,0.57142857,0.46666667,0.66666667,0.2,1,0,1,1,1,0,2,0.5,0,0.5,0.5,0.5,0,-1.34097087612047,55.90918,66.10208,72.56923,NA,NA,NA,60.52129,56.33258,65.32379,NA,NA,NA,36.37799,54.26923,38.86949,55.20578,59.89596,66.58192,-0.198,3.78009,118.34,111.9,119.98,NA,NA,NA,NA,NA,NA,110.92,84.56,85.38,114.317333333333,102.677333333333,109.12,0.26666667,0.46666667,NA,NA,0.26666667,89.9749984741211,94.9857177734375,NA,NA,90.1750030517578,0.705622851848602,-7.7348382132394,NA,NA,-10.0918264389038,5.01293325424194,7.96061052594866,NA,NA,0.016411455348134,0.212838176637888,0.0762254036962986,NA,NA,0.447660136967897,5.3209544159472,1.08893433851855,NA,NA,11.1915034241974,0.5,0.44444444,0.46666667,0.33333333,0.75,0.57142857,0.6,15.58333333,0.26666667,0.46666667,0.26666667,NA,90.1689987182617,94.98095703125,89.9469757080078,NA,-9.37160778045654,-6.956787109375,1.17493200302124,NA,-1.55747473239899,6.82444545200893,3.88050746917725,NA,0.447660136967897,0.0762254036962986,0.212838176637888,NA,11.1915034241974,1.08893433851855,5.3209544159472,NA,0.5,0.44444444,0.46666667,0.33333333,0.75,0.57142857,0.6,2,74.7511672973633,35.5384979248047,0,0,87.3053,0,0,"2024-08-03",0
"Edwin Uceta",20539,"2024-07-31","MIA",12,2024,"TBR","H",26,0,0,9,1,0,0,0,0,0,0,0,2,10,4,2,2,0,0,0,0,0,0,5,22.5,0,18,5,0,1,0,0,4,0,0,1,1,0.5,0,0.5,0.562229084014893,0,0.4,2,0.8,0.5,-1.8335202217102,10.8335202217102,-1.8335202217102,232.523317858679,-48.8286035820654,-47.4589959110978,0,1,0,0,0,0,0,0,16,34,50,-0.0754020065069199,-0.172220006585121,0.0968180075287819,-1.09600007534027,-0.120373427867889,0.658272743225098,0.574100017547607,0.608400046825409,0.112800002098083,1,1,-0.0438629947602749,-0.0706822409083027,0,1,0.28,93.5,0.16,80.375,0.18,88.44444444,0.38,87.05263158,NA,-0.496844679117203,0.182325065135956,-0.389478653669357,-0.825125932693481,-3.54889056512288,2.27906331419945,-4.32754059632619,-4.3427680668078,0.2962963,0.60869565,0.44,0.875,0.78571429,0.81818182,0.46,0.9,0.08,2,3,0,1,3,1,5,0.4,0.6,0,0.2,0.6,0.2,5.21201800710102,54.35759,63.49967,58.6777,NA,NA,NA,60.63901,57.63114,56.64219,80,40.43452,80,55.51593,52.96183,57.0435,63.51301,60.67666,68.14971,-0.7141,3.00594,84.88,114.5,99.28,NA,NA,NA,99.6,130.76,123.18,104.18,102.52,106.68,103.91625,115.55125,113.317916666667,0.18,0.28,0.16,NA,0.38,88.3777804904514,93.3928571428571,80.2125015258789,NA,87.0368395353618,0.431179841359456,-8.31640352521624,7.0544638633728,NA,-10.8846315082751,4.90268961588542,8.34252384730748,-1.02331399917603,NA,-0.158324718475342,-0.396146059036255,0.386190108954906,0.183601424098015,NA,-0.836069606244564,-4.40162287818061,2.75850077824933,2.29501780122519,NA,-4.4003663486556,0.34782609,0.51851852,0.44,0.875,0.78571429,0.81818182,0.54,18.34210526,0.38,0.28,0.18,0.16,87.1320094058388,93.5055106026786,88.4673868815104,80.2946853637695,-9.86131607858758,-7.32874843052455,1.43659782409668,8.29642868041992,-1.72067100123355,7.27401842389788,3.76393763224284,-2.55186915397644,-0.836069606244564,0.386190108954906,-0.396146059036255,0.183601424098015,-4.4003663486556,2.75850077824933,-4.40162287818061,2.29501780122519,0.32,0.56,0.44,0.875,0.78571429,0.81818182,0.5,5,93.2714691162109,16.814172744751,0,0,103.534,3,0.6,"2024-07-31",0
"Edwin Uceta",20539,"2024-07-28","CIN",12,2024,"TBR","H",26,0,0,0,1,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,4,18,0,4.5,4,0,0,0,1,1,0,0,0,0,0.66666667,0,0.66666667,-0.298826469086552,0,0.166666666666667,0.5,0.5,1,-0.833520221710205,0.833520221710205,-0.0775160185992716,0,-23.233098233895,-3.77387914550141,0,0.5,0,0.5,0,0,0,0,10,22,32,0.0921940207481384,0,0.0921940207481384,0.903999984264374,0.0992861092090607,0.62993335723877,0.863499999046326,0.852800011634827,0.90559995174408,1,1,0.146530374884605,-0.000175177642378288,1,0,0.375,93.83333333,0.0625,83,0.1875,89,0.375,88.5,NA,0.298214912414551,0.193908214569092,-0.330246776342392,0.689244329929352,2.48512427012126,9.69541072845459,-5.50411293903987,5.74370274941126,0.5,0.7,0.5625,0.27272727,0.57142857,0.38888889,0.3125,0.5,0.34375,0,2,0,0,0,2,2,0,1,0,0,0,1,-0.153416541086761,80,68.9435,80,80,42.37247,80,53.46261,59.77747,53.78054,35.49109,46.30377,49.95549,46.19807,47.70679,47.75959,77.34703,63.37979,80,-1.57356,1.71675,87.06,165.58,152.78,137.62,156.64,157.44,NA,NA,NA,105.14,88.66,97.94,101.86,124.41625,125.08875,0.1875,0.375,0.03125,0.03125,0.375,88.9333292643229,93.8583374023438,82.6999969482422,82.5,88.4249979654948,0.982447783152262,-7.83066368103027,1.56158041954041,2.17806720733643,-11.1880823771159,4.80631383260091,8.42504437764486,-0.241811141371727,-3.96067190170288,0.358023126920064,-0.336304862052202,0.300772115588188,0,0.196128189563751,0.697837393730879,-5.60508103420337,2.50643429656823,0,19.6128189563751,5.81531161442399,0.5,0.625,0.5625,0.25,0.5,0.38888889,0.5,14.5,0.375,0.375,0.1875,0.0625,88.5976969401042,94.0507303873698,89.1041666666667,82.7279968261719,-10.2931016286214,-6.89481925964355,2.07285006841024,2.76490497589111,-1.25593113899231,7.25483640034993,3.53826649983724,-3.67071008682251,0.697837393730879,0.300772115588188,-0.336304862052202,0.196128189563751,5.81531161442399,2.50643429656823,-5.60508103420337,9.80640947818756,0.5,0.625,0.5625,0.25,0.5,0.38888889,0.5,2,100.505783081055,21.3802089691162,0,0,107.955,1,0.5,"2024-07-28",0
