"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","SF%","SFv","XX%","wFB","wSL","wSF","wFB/C","wSL/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxFS%","pfxSL%","pfxvFA","pfxvFC","pfxvFS","pfxvSL","pfxFA-X","pfxFC-X","pfxFS-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxFS-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwFS","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwFS/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piFS%","pivFA","pivFC","pivFS","piFA-X","piFC-X","piFS-X","piFA-Z","piFC-Z","piFS-Z","piwFA","piwFC","piwFS","piwFA/C","piwFC/C","piwFS/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Shelby Miller",10197,"2024-09-17","@KCR",6,2024,"DET","A",33,0,0,0,1,0,0,0,0,0,0,0,1.2,7,1,0,0,0,2,0,0,0,0,0,0,10.8000041198746,5.40000205993731,0,0,0,2,3,0,1,0,0,0,0,0.28571429,-0.28571429,10.8117494740885,0,0.2,1.80000068664577,0.2,1,6.76648115158133,-6.76648115158133,9.48809732099487,0,168.507326085799,234.195332394203,0.666666666,0,0.4,0.6,0.333333333,0,0,0,12,7,19,0.264957994222641,-0.124094024300575,0.389052003622055,2.1470000743866,0.210181102156639,2.34048581123352,1.90533339977264,3.07599997520447,1.5161999464035,1,1,0.0556733347475529,0.0575330743453519,1,0,0.63157895,92.5,0.31578947,88.83333333,0.05263158,87,NA,0.117769151926041,0.404274523258209,-0.0620911717414856,0.981409599383672,6.73790872097015,-6.20911717414856,0,0.71428571,0.26315789,NA,1,1,0.36842105,0.42857143,0,3,1,1,1,1,3,5,0.6,0.2,0.2,0.2,0.2,0.6,4.33172073985226,53.76398,47.60383,57.06954,20,30.10415,20,NA,NA,NA,20,41.13174,20,20,38.54502,21.56051,2.09059,7.21298,73.3,121.44,116.86,59.56,8.3,-9.84,NA,NA,NA,77.34,4.23999999999999,-9.56,69.1736842105263,79.5431578947368,70.1957894736842,0.63157895,NA,0.05263158,0.31578947,92.5,NA,86.5999984741211,88.6666666666667,-5.24270757039388,NA,-8.02033042907715,1.15802669525146,9.85656229654948,NA,4.26822471618652,4.84616724650065,0.095527708530426,NA,-0.0633736774325371,0.409650325775146,0.79606423775355,NA,-6.33736774325371,6.82750542958577,0,0.55555556,0.26315789,NA,1,1,0.47368421,23.5,0.63157895,0.31578947,0.05263158,92.3598124186198,88.5189310709635,86.4446029663086,-5.13130823771159,1.53753805160522,-8.05821990966797,9.00282605489095,3.57449499766032,2.81455993652344,0.095527708530426,0.409650325775146,-0.0633736774325371,0.79606423775355,6.82750542958577,-6.33736774325371,0,0.625,0.26315789,NA,1,1,0.42105263,5,96.0057250976563,32.8087585449219,0,0,104.481,3,0.6,"2024-09-17",0
"Shelby Miller",10197,"2024-09-14","BAL",6,2024,"DET","H",33,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,2,0,0,0,0,0,0,0,3.65572908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,77.8618549705486,76.9288520456552,2,0.5,0.5,0,0,0,2,18,1,8,9,0.00327599979937077,-0.000728000304661691,0.00400399975478649,0.479999989271164,0.0506329126656055,0.045499999076128,0.0564000010490417,0.0564000010490417,NA,0,1,0.0541961900889874,0.0178038069635301,0,0,0.66666667,92.33333333,0.11111111,88,0.22222222,86,NA,0.477018743753433,0.313487142324448,-0.463952898979187,7.95031239589055,31.3487142324448,-23.1976449489594,0.66666667,0.83333333,0.77777778,1,1,1,0.66666667,1,0,1,3,0,1,1,2,4,0.25,0.75,0,0.25,0.25,0.5,9.87388620712236,80,51.16802,80,31.74636,20,80,NA,NA,NA,80,51.99437,80,80,45.18651,80,-2.00016,1.07685,82.68,128.52,121.14,75.34,103.48,91.04,NA,NA,NA,85.84,128.4,114.42,82.5666666666667,125.711111111111,116.302222222222,0.66666667,NA,0.22222222,0.11111111,92.1333312988281,NA,85.8999938964844,88.1999969482422,-6.9820384979248,NA,-10.488525390625,0.767318248748779,10.5860404968262,NA,2.65807318687439,6.26983690261841,0.524837125092745,NA,-0.471209853887558,0.317755788564682,8.74728541821241,NA,-23.5604926943779,31.7755788564682,0.66666667,0.83333333,0.77777778,1,1,1,0.66666667,18.6,0.66666667,0.11111111,0.22222222,92.2794596354167,88.3052978515625,86.0174560546875,-6.13014666239421,1.85399997234344,-9.66123008728027,9.62722142537435,4.74021005630493,1.33129942417145,0.524837125092745,0.317755788564682,-0.471209853887558,8.74728541821241,31.7755788564682,-23.5604926943779,0.66666667,0.83333333,0.77777778,1,1,1,0.66666667,4,90.2866821289062,11.5302886962891,0,0,106.051,2,0.5,"2024-09-14",0
"Shelby Miller",10197,"2024-09-06","@OAK",6,2024,"DET","A",33,0,0,9,1,0,0,0,0,0,0,1,1,4,1,2,1,1,0,0,0,0,0,0,0,0,9,0,0,0,2,1,1,0,0,0,0,0,0,0,5.15272908401489,9,0.25,1,0,2.5,16.1664797782898,-7.16647977828979,4.67848818451166,225.960023713858,405.192598019915,114.543946394147,2,0.25,0.5,0.25,0,1,1,9,4,7,11,-0.317591995000839,-0.463395982980728,0.145803987979889,-0.937999963760376,-0.102850869297981,2.16199994087219,3.04040002822876,3.04040002822876,4.38359975814819,1,1,-0.105926088988781,-0.0409712300151763,0,1,0.45454545,93,0.36363636,87.5,0.18181818,88,NA,0.617642283439636,-1.28285241127014,-0.0712025240063667,12.3528456687927,-32.0713102817535,-3.56012620031834,0.2,0.66666667,0.45454545,1,1,1,0.54545455,0.75,0,3,0,1,0,2,2,4,0.75,0,0.25,0,0.5,0.5,24.3057184314607,80,50.72068,80,20,46.6596,20,NA,NA,NA,20,31.26221,24.10926,48.55263,45.50192,61.55145,0.21533,4.40009,78.48,132.76,127.32,61.44,101.6,87.44,NA,NA,NA,78.24,58.82,39.74,72.24,107.985454545455,96.8945454545455,0.45454545,NA,0.18181818,0.36363636,93.0200012207031,NA,88.1499938964844,87.5250015258789,-6.33075180053711,NA,-9.3266544342041,1.74670362472534,9.88958358764648,NA,5.04743671417236,3.46538972854614,0.667463973164558,NA,-0.0725650899112225,-1.28211181983352,13.3492794632912,NA,-3.62825449556112,-32.0527954958379,0,0.71428571,0.45454545,NA,1,1,0.63636364,20.14285714,0.45454545,0.36363636,0.18181818,92.9444213867187,87.4578475952148,88.0771484375,-5.35134391784668,2.8808650970459,-8.31432914733887,8.44631042480469,1.92193925380707,3.10102987289429,0.667463973164558,-1.28211181983352,-0.0725650899112225,13.3492794632912,-32.0527954958379,-3.62825449556112,0,0.71428571,0.45454545,NA,1,1,0.63636364,4,99.1019744873047,9.60220146179199,1,0.25,103.892,3,0.75,"2024-09-06",0
"Shelby Miller",10197,"2024-09-04","@SDP",6,2024,"DET","A",33,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0,0,0,2,0,0,0,0,1,9,18,9,0.5,0,0,2,1,0,0,0,0,0,0.16666667,0.33333333,-0.16666667,9.04497908516723,0,0.25,3,0.333333333333333,1,7.1664797782898,-7.1664797782898,8.67848818451166,0,178.579006678046,214.054224759549,2,0,0.666666666,0.333333333,0,0,0,0,12,19,31,0.0754720196127892,-0.22291199862957,0.298384010791779,0.456999957561493,0.0498636104166508,3.02706670761108,1.48539996147156,1.48539996147156,1.62419998645782,1,1,-0.053238108754158,0.0781705026862199,1,0,0.48387097,94.6,0.29032258,89.55555556,0.22580645,88.57142857,NA,0.527642011642456,-0.114180102944374,-0.954410672187805,3.51761341094971,-1.26866781049305,-13.6344381741115,0.36363636,1,0.5483871,0.75,0.88888889,0.82352941,0.29032258,0.66666667,0.09677419,1,2,0,0,2,1,3,0.33333333,0.66666667,0,0,0.66666667,0.33333333,4.99494037925705,63.28332,51.95199,60.80541,27.52788,33.59512,29.53683,NA,NA,NA,20,45.80995,34.93367,40.43033,44.97052,42.24561,0.71994,5.157,104.92,124.68,115.9,85.12,106.82,95.96,NA,NA,NA,63.14,48.36,19.62,89.7374193548387,102.261290322581,88.3703225806452,0.48387097,NA,0.22580645,0.29032258,94.5266682942708,NA,88.5142822265625,89.4333360460069,-5.82452036539714,NA,-9.19529942103795,2.10396660698785,10.4363311767578,NA,5.25310025896345,4.38379499647352,0.531109802424908,NA,-1.00640238448977,-0.11739494651556,3.54073201616605,NA,-14.3771769212825,-1.30438829461733,0.35294118,0.78571429,0.5483871,0.66666667,0.90909091,0.82352941,0.4516129,21.56,0.48387097,0.29032258,0.22580645,94.3661376953125,89.2657131618924,88.3424682617188,-5.17755788167318,2.97983233133952,-8.73319407871791,9.54629211425781,3.23376337687174,3.89177431379046,0.531109802424908,-0.11739494651556,-1.00640238448977,3.54073201616605,-1.30438829461733,-14.3771769212825,0.33333333,0.84615385,0.5483871,0.66666667,0.90909091,0.82352941,0.41935484,3,93.4068908691406,-3.66408316294352,1,0.33333333,104.961,1,0.33333333,"2024-09-04",0
"Shelby Miller",10197,"2024-08-30","BOS",6,2024,"DET","H",33,0,1,6.75000160932579,1,0,0,0,0,0,0,0,1.1,5,1,2,1,1,0,0,0,0,0,2,13.5000032186516,0,6.75000160932579,2,0,0,1,2,0,0,0,0,0,0.4,0,0.4,1.53488908401489,6.75000160932579,0.2,0.750000178813977,0,2.5,9.91648138761559,-3.16647977828979,2.43449221310316,169.470058190204,247.822088998628,58.7187804527214,0.5,0,0.333333333,0.666666666,0,0.5,1,6.75000160932579,6,14,20,-0.262917399406433,-0.29855740070343,0.0356399938464165,-0.690000057220459,-0.072784811258316,1.72231996059418,1.64820003509521,0.631200015544891,0.215599998831749,1,1,0.00797857251018286,-0.160631625033438,0,1,0.6,94,0.4,88.5,NA,NA,NA,-1.22809982299805,0.800909519195557,NA,-10.2341651916504,10.0113689899445,NA,0.38461538,0.57142857,0.45,0.4,0.5,0.44444444,0.35,0.6,0.25,2,0,1,1,1,1,3,0.66666667,0,0.33333333,0.33333333,0.33333333,0.33333333,8.36381881353116,74.24477,58.75878,79.93006,42.54212,44.51462,51.65541,NA,NA,NA,NA,NA,NA,66.07837,52.68351,74.88297,-0.87348,2.76687,93.76,133.54,129.22,70.3,127.42,96.68,NA,NA,NA,NA,NA,NA,84.376,131.092,116.204,0.6,NA,NA,0.4,93.9333292643229,NA,NA,88.4124984741211,-5.94994290669759,NA,NA,1.53513741493225,11.1961224873861,NA,NA,3.34932565689087,-1.22774298489094,NA,NA,0.810661312192678,-10.2311915407578,NA,NA,10.1332664024085,0.375,0.5,0.45,0.33333333,0.5,0.44444444,0.6,17.13333333,0.6,0.4,NA,94.1708374023438,88.6200637817383,NA,-5.48987897237142,2.15655875205994,NA,10.2702089945475,2.15154099464417,NA,-1.22774298489094,0.810661312192678,NA,-10.2311915407578,10.1332664024085,NA,0.375,0.5,0.45,0.33333333,0.5,0.44444444,0.6,3,85.7387390136719,12.8468983968099,1,0.33333333,102.069,1,0.33333333,"2024-08-30",0
"Shelby Miller",10197,"2024-08-27","LAA",6,2024,"DET","H",33,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,0,1,9,0,9,1,0.5,0,2,1,0,0,1,0,0,0.2,0,0.2,2.84676908401489,0,0.25,1,0.333333333333333,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,103.041142897423,139.421515985497,2,0,0.666666666,0.333333333,0,0,0,0,10,20,30,0.00551600847393274,-0.00987599603831768,0.0153920045122504,0.159000009298325,0.0167721547186375,0.148866668343544,0.254666656255722,0.112800002098083,0.409199982881546,1,1,-0.05144127830863,0.0884946263502701,0,0,0.66666667,94.1,0.3,87.88888889,0.03333333,87,NA,-0.385299861431122,0.25192603468895,0.054188709706068,-1.92649930715561,2.79917816321055,5.4188709706068,0.25,0.78571429,0.5,0.75,0.90909091,0.86666667,0.46666667,0.8,0.06666667,2,1,0,1,1,1,3,0.66666667,0.33333333,0,0.33333333,0.33333333,0.33333333,2.52640802225492,44.48495,47.4538,36.14973,52.75132,50.13245,65.11951,NA,NA,NA,71.60101,41.34519,80,46.96096,45.41447,48.23242,0.31422,4.54842,101.88,81.06,65.3,87.48,120.04,108.46,NA,NA,NA,86.04,140.34,128.08,97.032,94.73,80.3406666666667,0.66666667,NA,0.03333333,0.3,94.0549987792969,NA,86.9000015258789,87.9555528428819,-5.50601654052734,NA,-7.95230484008789,2.34553803337945,10.4153335571289,NA,4.24748992919922,2.61976093716092,-0.353902120143175,NA,0.054773960262537,0.255654189735651,-1.76951060071588,NA,5.4773960262537,2.8406021081739,0.21428571,0.75,0.5,0.66666667,0.83333333,0.8,0.53333333,19.91666667,0.66666667,0.3,0.03333333,94.1381530761719,87.9929470486111,86.9094009399414,-5.20599212646484,2.99061669243707,-7.80501985549927,9.5168327331543,1.3258203930325,2.86788988113403,-0.353902120143175,0.255654189735651,0.054773960262537,-1.76951060071588,2.8406021081739,5.4773960262537,0.2,0.8,0.5,0.66666667,0.83333333,0.8,0.5,3,77.316899617513,2.52580467859904,0,0,94.6653,0,0,"2024-08-27",0
"Shelby Miller",10197,"2024-08-24","@CHW",6,2024,"DET","A",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-73.2138725906976,-72.3365655024484,0,0,0,0,0,0,0,0,3,9,12,0.000199999994947575,0,0.000199999994947575,0.496999979019165,0.0512107163667679,0.00333333318121731,0.00999999977648258,0.00999999977648258,NA,0,1,0.0199999995529652,0.0400000016693958,0,0,0.75,94.11111111,0.25,87.66666667,NA,NA,NA,0.718321084976196,0.0692989826202393,NA,7.9813453886244,2.30996608734131,NA,0.44444444,1,0.58333333,0.5,0.33333333,0.42857143,0.25,1,0.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.78130670375586,45.8179,49.19812,48.99285,55.49892,46.14274,61.65766,NA,NA,NA,NA,NA,NA,47.44902,44.61386,54.83549,0.28389,4.50293,98.38,101.62,84.06,82.26,90.08,76.38,NA,NA,NA,NA,NA,NA,94.35,98.735,82.14,0.75,NA,NA,0.25,94.2777777777778,NA,NA,87.4666646321615,-4.58272171020508,NA,NA,3.44854259490967,9.74785359700521,NA,NA,1.73660929997762,0.726406652480364,NA,NA,0.0698953941464424,8.0711850275596,NA,NA,2.32984647154808,0.44444444,1,0.58333333,0.5,0.33333333,0.42857143,0.25,16.66666667,0.75,0.25,NA,94.2804022894965,87.4765014648438,NA,-4.1337767706977,3.94750022888184,NA,9.03475528293186,0.796824296315511,NA,0.726406652480364,0.0698953941464424,NA,8.0711850275596,2.32984647154808,NA,0.5,0.75,0.58333333,0.5,0.33333333,0.42857143,0.33333333,0,NA,NA,0,NA,NA,0,NA,"2024-08-24",0
"Shelby Miller",10197,"2024-08-23","@CHW",6,2024,"DET","A",33,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,3,27,0,9,3,0,0,0,0,1,0,0,0,0,0.75,0,0.75,-0.459145915985107,0,0.25,1,1,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-73.2138725906976,-72.3365655024484,0,1,0,0,0,0,1,9,6,15,21,0.088006004691124,-0.0258920006453991,0.113898001611233,0.496999979019165,0.0512107163667679,1.24195003509521,1.70340001583099,1.70340001583099,0.903400003910065,1,1,0.0371669828891754,0.0336941646644594,1,0,0.57142857,94,0.19047619,87.75,0.23809524,87.6,NA,0.44762459397316,-0.238450825214386,0.125811070203781,3.73020494977633,-5.96127063035965,2.51622140407562,0.53846154,0.625,0.57142857,0.28571429,1,0.58333333,0.38095238,0.5,0.23809524,0,0,1,0,1,0,1,0,0,1,0,1,0,0.390714551422602,48.46838,52.18716,44.48082,80,53.46374,80,NA,NA,NA,70.47571,53.09892,75.53084,64.54353,52.57563,70.73731,-0.77812,2.90991,97.82,89.5,82.56,48.22,224.68,200.62,NA,NA,NA,98.72,139.16,130.42,88.5866666666667,127.072380952381,116.442857142857,0.57142857,NA,0.23809524,0.19047619,93.9749959309896,NA,87.6200012207031,87.5999984741211,-5.52221870422363,NA,-8.77426071166992,2.0944356918335,10.6515642801921,NA,4.82186393737793,2.50375461578369,0.451347127556801,NA,0.126759082078934,-0.24165740609169,3.76122606297334,NA,2.53518164157867,-6.04143515229225,0.4,0.72727273,0.57142857,0.25,0.75,0.58333333,0.52380952,19.05882353,0.57142857,0.19047619,0.23809524,93.9708862304688,87.5713729858398,87.613623046875,-5.08142248789469,2.6054904460907,-8.80241394042969,9.97642834981283,1.60501480102539,3.69159393310547,0.451347127556801,-0.24165740609169,0.126759082078934,3.76122606297334,-6.04143515229225,2.53518164157867,0.4,0.72727273,0.57142857,0.25,0.75,0.58333333,0.52380952,1,98.6016693115234,9.96909236907959,0,0,98.6017,1,1,"2024-08-23",0
"Shelby Miller",10197,"2024-08-20","@CHC",6,2024,"DET","A",33,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,4.5,0,0,1,0,0,4,1,0,0,0,0,0,0.16666667,0,0.16666667,1.753034646165,0,0,0,0,1,2.1664797782898,-2.1664797782898,2.92248398140073,0,52.6825670436742,70.8588296285504,4,0,0.8,0.2,0,0,0,0,4,15,19,0.0338719896972179,0,0.0338719896972179,0.937999963760376,0.100535899400711,0.22466666996479,0.292600005865097,0.372000008821487,NA,0,1,0.151226997375488,-0.000461466811803229,0,0,0.52631579,93.8,0.21052632,87.75,0.26315789,87.8,NA,0.558591544628143,0.218315094709396,0.587570130825043,5.58591544628143,5.45787736773491,11.7514026165009,0.44444444,0.7,0.57894737,0.5,0.85714286,0.72727273,0.52631579,0.83333333,0.15789474,1,3,1,0,4,1,5,0.2,0.6,0.2,0,0.8,0.2,0.457280751926513,53.21888,56.46375,49.63867,30.30186,45.74391,39.27074,NA,NA,NA,75.81209,47.73573,80,54.11193,52.24401,60.19675,-0.13005,3.88202,88.94,107.26,102.7,68.58,95.26,87.68,NA,NA,NA,76.7,169.1,158.06,81.4326315789474,121.007368421053,114.106315789474,0.52631579,NA,0.26315789,0.21052632,93.8799987792969,NA,87.7,87.8249969482422,-5.24448699951172,NA,-8.32243881225586,2.5807204246521,10.6628143310547,NA,4.44054069519043,3.26401233673096,0.564990419894457,NA,0.595736190676689,0.220216184854507,5.64990419894457,NA,11.9147238135338,5.50540462136269,0.375,0.72727273,0.57894737,0.33333333,0.875,0.72727273,0.57894737,17.61538462,0.52631579,0.21052632,0.26315789,94.0176208496094,87.9498519897461,87.8369384765625,-5.06624183654785,2.75497007369995,-8.44716186523437,9.87958602905274,2.5476450920105,3.49044990539551,0.564990419894457,0.220216184854507,0.595736190676689,5.64990419894457,5.50540462136269,11.9147238135338,0.42857143,0.66666667,0.57894737,0.33333333,0.875,0.72727273,0.63157895,5,83.8835693359375,9.61032791137695,0,0,105.008,1,0.2,"2024-08-20",0
"Shelby Miller",10197,"2024-08-18","NYY",6,2024,"DET","H",33,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,0,3,0,0,0,0,0,0.25,0,0.25,6.25129158401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,5.70250499695539,0,27.5032791167999,140.018995908429,0,0,0,1,0,0,1,9,7,12,19,0.0356399938464165,-0.0232440065592527,0.0588840022683144,0.479999989271164,0.0506329089403152,0.758700013160706,0.631200015544891,0.631200015544891,2.66519999504089,1,1,0.0377628169953823,0.00921226304704721,0,0,0.88888889,94.1875,0.11111111,88.5,NA,NA,0.05263158,0.38318732380867,-0.0551077537238598,NA,2.39492077380419,-2.75538768619299,NA,0.14285714,0.45454545,0.33333333,1,1,1,0.61111111,0.5,0,0,2,1,0,2,1,3,0,0.66666667,0.33333333,0,0.66666667,0.33333333,-0.197868226999158,52.67726,46.35451,58.25627,NA,NA,NA,20,59.96902,20,NA,NA,NA,43.7694,40.77565,53.03056,0.51249,4.84583,96.32,103.46,84.58,NA,NA,NA,109.5,56.28,48.92,NA,NA,NA,97.7844444444444,98.2177777777778,80.6177777777778,0.88888889,0.11111111,NA,NA,94.1374969482422,88.3500061035156,NA,NA,-4.30818891525269,2.62818908691406,NA,NA,9.94715309143066,2.59500002861023,NA,NA,0.38635603711009,-0.0560956560075283,NA,NA,2.41472523193806,-2.80478280037642,NA,NA,0.14285714,0.45454545,0.33333333,1,1,1,0.61111111,24.28571429,0.88888889,0.11111111,NA,94.3298873901367,88.4952545166016,NA,-3.84790635108948,3.26058483123779,NA,8.86246299743652,0.854782998561859,NA,0.348277669399977,-0.0560956560075283,NA,2.17673543374985,-2.80478280037642,NA,0.14285714,0.45454545,0.33333333,1,1,1,0.61111111,3,88.2933146158854,43.9788716634115,0,0,94.1976,0,0,"2024-08-18",0
