"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","CT%","CTv","CB%","CBv","CH%","CHv","XX%","wFB","wCT","wCB","wCH","wFB/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSL%","pfxCU%","pfxCH%","pfxvFA","pfxvFC","pfxvSL","pfxvCU","pfxvCH","pfxFA-X","pfxFC-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSL","pfxwCU","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piFC%","piXX%","pivCH","pivCU","pivFA","pivFC","pivXX","piCH-X","piCU-X","piFA-X","piFC-X","piXX-X","piCH-Z","piCU-Z","piFA-Z","piFC-Z","piXX-Z","piwCH","piwCU","piwFA","piwFC","piwXX","piwCH/C","piwCU/C","piwFA/C","piwFC/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Joey Wentz",19962,"2024-09-29","@NYY",27,2024,"PIT","A",26,0,0,0,1,0,0,0,0,0,0,0,1.1,5,0,0,0,0,1,0,0,0,0,1,6.75000160932579,6.75000160932579,0,1,0,0,1,2,0,1,0,0,0,0.2,0.2,0,6.14436908401489,0,0,0.750000178813977,0,1,3.91647995710377,-3.91647995710377,6.18449310717304,0,96.2934482305085,151.242234298507,0.5,0,0.333333333,0.666666666,0.5,0,0,0,8,7,15,0.0380799993872643,-0.10962001979351,0.147700011730194,0.311999976634979,0.0323987491428852,1.44986665248871,1.41339993476868,1.31840002536774,2.13800001144409,1,1,0.0541111901402473,-0.0278467062155363,0,0,0.53333333,92.375,0.33333333,85.6,NA,NA,0.13333333,85,NA,0.140757605433464,0.637386858463287,NA,-0.096498891711235,1.7594700679183,12.7477371692657,NA,-4.82494458556175,0.2,0.6,0.33333333,0.5,0.66666667,0.6,0.33333333,0.4,0.13333333,1,0,2,2,1,0,3,0.33333333,0,0.66666667,0.66666667,0.33333333,0,1.56839470711757,20,37.59228,20,NA,NA,NA,20,42.88827,20,NA,NA,NA,80,63.23083,80,32.87715,45.48468,36.63895,1.18919,5.86088,89.98,18.44,18.72,NA,NA,NA,74.1,28.04,21.86,90.38,183.16,203.88,81.644,78.4666666666667,82.1146666666667,0.53333333,0.33333333,NA,NA,0.13333333,92.3625030517578,85.5599975585938,NA,NA,84.8999938964844,4.11068153381348,-2.23817386627197,NA,NA,7.15178489685059,10.3131294250488,3.17065563201904,NA,NA,6.16160011291504,0.119472805410624,0.646442476660013,NA,NA,-0.0984223820269108,1.49341006763279,12.9288495332003,NA,NA,-4.92111910134554,0,0.625,0.33333333,NA,0.6,0.6,0.53333333,18.4,0.13333333,NA,0.53333333,0.33333333,NA,84.7994995117188,NA,92.2737731933594,85.4672607421875,NA,6.77779006958008,NA,3.7477924823761,-2.91630210876465,NA,4.30821514129639,NA,8.85335636138916,1.63745517730713,NA,-0.0984223820269108,NA,0.119472805410624,0.646442476660013,NA,-4.92111910134554,NA,1.49341006763279,12.9288495332003,NA,0,0.625,0.33333333,NA,0.6,0.6,0.53333333,3,66.6151123046875,17.7910792032878,0,0,93.8277,0,0,"2024-09-29",0
"Joey Wentz",19962,"2024-09-27","@NYY",27,2024,"PIT","A",26,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,9,9,0,0,0,1,2,1,0,0,0,0,0,0.2,-0.2,9.24976908401489,0,0.25,2,0.25,1,6.1664797782898,-6.1664797782898,9.19049659073353,0,150.58704278682,223.88448361004,0.5,0.25,0.25,0.5,0,0,2,18,9,12,21,-0.0626479834318161,-0.185100004076958,0.122452020645142,-0.20700004696846,-0.0214953366667032,1.66140007972717,1.95733344554901,3.23520016670227,0.97680002450943,1,1,0.0036568115465343,-0.0413647569091611,0,1,0.33333333,93.14285714,0.33333333,85.14285714,0.0952381,79,0.23809524,85,NA,0.547148466110229,-0.209441736340523,0.00450797751545906,-0.37062394618988,7.81640665871756,-2.99202480486461,0.225398875772953,-7.41247892379761,0.1,0.90909091,0.52380952,1,1,1,0.52380952,0.6,0,0,4,0,1,3,0,4,0,1,0,0.25,0.75,0,7.55466710871694,49.45861,43.27468,71.30478,71.94486,43.75564,71.19518,53.67551,43.4946,67.66964,NA,NA,NA,63.41413,60.45315,57.01184,56.78436,47.58028,70.73179,-0.29608,3.63297,97.92,136.52,145.5,87.7,110.62,112.96,76.62,141.24,117.88,94.22,96.64,103,88.6133333333333,122.333333333333,119.027619047619,0.33333333,0.33333333,NA,0.0952381,0.23809524,93.0142822265625,85.1142839704241,NA,78.6500015258789,85.2,4.75640542166574,-1.63487121037075,NA,-1.69772827625275,8.59396591186523,10.1808013916016,2.75537054879325,NA,-3.44639873504639,6.86903991699219,0.596846245229244,-0.214458793401718,NA,0.00431566312909126,-0.379403304308653,8.52637493184635,-3.06369704859597,NA,0.215783156454563,-7.58806608617306,0,0.84615385,0.52380952,NA,1,1,0.61904762,21.0625,0.23809524,0.0952381,0.33333333,0.33333333,NA,84.9831787109375,78.4319000244141,92.8056815011161,84.8959001813616,NA,8.2969123840332,-2.33400011062622,4.18804441179548,-2.31889016287667,NA,5.09236602783203,-4.71679019927979,8.90527561732701,1.43249034881592,NA,-0.379403304308653,0.00431566312909126,0.596846245229244,-0.214458793401718,NA,-7.58806608617306,0.215783156454563,8.52637493184635,-3.06369704859597,NA,0.11111111,0.83333333,0.52380952,1,1,1,0.57142857,4,91.4746322631836,29.8525714874268,0,0,106.579,2,0.5,"2024-09-27",0
"Joey Wentz",19962,"2024-09-24","MIL",27,2024,"PIT","H",26,0,0,0,1,0,0,0,0,0,0,0,1.2,5,0,0,0,0,0,0,0,0,0,2,10.8000041198746,0,0,2,0,0,2,1,0,0,0,0,0,0.4,0,0.4,1.04688908401489,0,0,0,0,1,0.766478862762102,-0.766478862762102,1.67368425256661,0,20.2823834038579,42.2352743249048,2,0,0.666666666,0.333333333,0,0,0,0,7,19,26,0.00462600123137236,-0.00552400015294552,0.0101500013843179,1.12100005149841,0.111709021031857,0.186639994382858,0.229333326220512,0.552799999713898,0.0237999986857176,1,1,0.0992682427167892,-0.0744825517041601,0,0,0.46153846,92.91666667,0.30769231,85.5,0.23076923,79.5,NA,NA,NA,0.431377530097961,0.366338133811951,0.202029377222061,NA,3.59481275081635,4.57922667264938,3.36715628703435,NA,0.47058824,0.55555556,0.5,0.5,1,0.69230769,0.34615385,0.6,0.15384615,1,2,0,0,3,0,3,0.33333333,0.66666667,0,0,1,0,-0.609359310957926,NA,NA,NA,80,51.9523,80,26.70202,40.58216,26.55826,NA,NA,NA,20,74.43889,30.13402,33.03695,48.16016,37.30476,1.17926,5.84598,NA,NA,NA,104.62,144.54,137,84.48,85.34,58.4,111.76,84.26,89.64,97.5215384615385,98.6692307692308,86.1507692307692,0.46153846,0.30769231,NA,0.23076923,NA,92.8666687011719,85.3249969482422,NA,79.3833312988281,NA,4.392640431722,-1.60554873943329,NA,-1.41506195068359,NA,10.6620337168376,2.53725814819336,NA,-5.09535153706868,NA,0.443237237632275,0.371273178607225,NA,0.192021772265434,NA,3.69364364693562,4.64091473259032,NA,3.20036287109057,NA,0.53333333,0.45454545,0.5,0.375,1,0.61538462,0.42307692,16.80952381,NA,0.23076923,0.46153846,0.30769231,NA,NA,79.1482137044271,92.6385701497396,85.077278137207,NA,NA,-1.62013387680054,4.1418342590332,-2.12389755249023,NA,NA,-6.79790687561035,9.3536548614502,0.957095861434937,NA,NA,0.192021772265434,0.443237237632275,0.371273178607225,NA,NA,3.20036287109057,3.69364364693562,4.64091473259032,NA,0.53333333,0.45454545,0.5,0.375,1,0.61538462,0.42307692,3,80.081288655599,11.4257494608561,0,0,89.2119,0,0,"2024-09-24",0
"Joey Wentz",19962,"2024-09-20","@CIN",27,2024,"PIT","A",26,0,0,0,1,0,0,0,0,0,0,0,2.2,11,1,0,0,0,1,0,0,0,0,3,10.1250024139887,3.3750008046629,3.3750008046629,3,1,0,2,5,0,0,2,0,0,0.27272727,0.09090909,0.18181818,3.8743406509986,0,0.1,0.750000178813977,0.142857142857143,1,2.04147951006883,-2.04147951006883,4.87649594765542,0,51.0487717173539,119.633536477601,0.4,0,0.285714285,0.714285714,0,0,1,3.3750008046629,17,26,43,0.00323003553785384,-0.00598002038896084,0.00921005569398403,1.59500002861023,0.150827422738075,0.0379999987781048,0.0474999994039536,0.111999996006489,0.0209999997168779,1,1,0.143631160259247,-0.0586302223193501,0,0,0.1627907,92.71428571,0.46511628,85.1,0.06976744,78.66666667,0.30232558,84.84615385,NA,0.0107853263616562,1.27108359336853,0.265852570533752,0.0397332198917866,0.154076090880803,6.35541796684265,8.86175235112508,0.305640153013743,0.32,0.61111111,0.44186047,0.5,0.81818182,0.68421053,0.41860465,0.54545455,0.13953488,4,1,2,1,4,2,7,0.57142857,0.14285714,0.28571429,0.14285714,0.57142857,0.28571429,0.693896752126907,48.86184,43.68924,48.16136,51.22257,47.69037,57.62736,20,41.04236,20,NA,NA,NA,80,56.98465,61.15971,57.47534,50.98203,48.35499,-0.339,3.56859,100.68,100.4,101.22,103.12,113,109.66,83.56,58.34,47.52,101.2,126.38,129.88,98.3051162790698,106.515813953488,106.397209302326,0.1627907,0.46511628,NA,0.06976744,0.30232558,92.7000034877232,84.8900024414063,NA,78.8999989827474,84.7461500901442,4.37728146144322,-0.908987998962402,NA,-1.88728475570679,8.1018800001878,9.77726309640067,2.26579284667969,NA,-3.21626408894857,6.05502319335938,0.00769041478633881,1.28497591987252,NA,0.311419144272804,0.037922590970993,0.109863068376269,6.42487959936261,NA,10.3806381424268,0.291712238238408,0.28571429,0.59090909,0.44186047,0.33333333,0.84615385,0.68421053,0.51162791,17.75,0.30232558,0.06976744,0.1627907,0.46511628,NA,85.1631422776442,79.3009999593099,93.1577322823661,85.2985229492188,NA,8.0363276554988,-2.01283677419027,3.89047731672014,-1.37267036437988,NA,4.37582162710336,-4.69562657674154,8.4975700378418,0.868406867980957,NA,0.037922590970993,0.311419144272804,0.00769041478633881,1.28497591987252,NA,0.291712238238408,10.3806381424268,0.109863068376269,6.42487959936261,NA,0.15,0.69565217,0.44186047,0.33333333,0.75,0.68421053,0.53488372,7,82.6800013950893,18.4823891775949,0,0,105.414,1,0.14285714,"2024-09-20",0
"Joey Wentz",19962,"2024-09-18","@STL",27,2024,"PIT","A",26,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,1,27.000028163224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-66.5875037184216,-66.6847344309602,0,0,0,0,0,0,3,81.0000844896721,1,3,4,0.0362040251493454,0,0.0362040251493454,0.577000021934509,0.060864981263876,1.25119996070862,0.625599980354309,1.25119996070862,1.57360005378723,1,1,0.0289354436099529,-6.06229351440835e-10,0,0,0.5,93.5,0.5,86,NA,NA,NA,NA,NA,0.0334886722266674,0.23282390832901,NA,NA,1.67443361133337,11.6411954164505,NA,NA,0,0.66666667,0.5,NA,0.5,0.5,0.75,1,0.25,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.8635020405674,NA,NA,NA,NA,NA,NA,20,20,20,NA,NA,NA,80,20,80,33.63531,20,77.53691,1.14209,5.79023,NA,NA,NA,NA,NA,NA,93.96,46.4,42.48,121.86,175.48,173.22,107.91,110.94,107.85,0.5,0.5,NA,NA,NA,93.6000061035156,85.9499969482422,NA,NA,NA,4.26465225219727,-0.932481586933136,NA,NA,NA,10.7937164306641,2.69047427177429,NA,NA,NA,0.0337270088493824,0.235492557287216,NA,NA,NA,1.68635044246912,11.7746278643608,NA,NA,NA,0,0.66666667,0.5,NA,0.5,0.5,0.75,16.33333333,NA,NA,0.5,0.5,NA,NA,NA,93.9521484375,86.293701171875,NA,NA,NA,3.84593486785889,-1.41542601585388,NA,NA,NA,9.70582008361816,1.62018990516663,NA,NA,NA,0.0337270088493824,0.235492557287216,NA,NA,NA,1.68635044246912,11.7746278643608,NA,0,0.66666667,0.5,NA,0.5,0.5,0.75,0,NA,NA,0,NA,NA,0,NA,"2024-09-18",0
"Joey Wentz",19962,"2024-09-13","KCR",27,2024,"PIT","H",26,0,0,0,1,0,0,0,0,0,0,0,2,8,1,0,0,0,1,0,0,0,0,2,9,4.5,4.5,2,0,0,2,2,1,1,0,0,0,0.25,0.125,0.125,4.07660408401489,0,0.142857142857143,1,0.2,1,2.6664797782898,-2.6664797782898,4.17848818451166,0,66.1303334316512,102.765673805793,1,0.2,0.4,0.4,0.5,0,1,4.5,12,18,30,0.00763599900528789,-0.00427999999374151,0.0119159994646907,1.04200005531311,0.103836573660374,0.0716499984264374,0.065700002014637,0.0776000022888184,0.0637999996542931,1,1,0.0932509824633598,0.0133226277667607,0,0,0.23333333,92.42857143,0.23333333,85.57142857,0.2,80.16666667,0.33333333,85.7,NA,0.207187190651894,0.264260679483414,0.470665812492371,-0.131935685873032,2.95981700931277,3.77515256404877,7.84443020820618,-1.31935685873032,0.22222222,0.5,0.33333333,0.75,1,0.9,0.4,0.75,0.03333333,2,2,1,1,3,1,5,0.4,0.4,0.2,0.2,0.6,0.2,2.42199500365907,20,39.34301,20,79.51994,52.21497,80,55.44255,52.0712,55.38872,NA,NA,NA,80,59.75789,79.64897,46.61328,49.08121,43.19159,0.33582,4.58082,101.24,23.94,24.08,103.38,126.8,124.16,95.52,149.5,131.84,98.36,131.42,128.34,99.6613333333333,98.888,93.5673333333333,0.23333333,0.23333333,NA,0.2,0.33333333,92.4857177734375,85.5428553989955,NA,80.1833343505859,85.45,4.028014591762,-1.52882303510393,NA,-1.65884319941203,8.08997802734375,10.8954620361328,2.80925668988909,NA,-2.6337505976359,6.52767715454102,0.209824681282043,0.266575772315264,NA,0.518329117447138,-0.138826683163643,2.99749544688634,3.80822531878948,NA,8.63881862411897,-1.38826683163643,0.25,0.42857143,0.33333333,0.75,1,0.9,0.46666667,16.04545455,0.33333333,0.2,0.23333333,0.23333333,NA,85.3592712402344,80.079600016276,92.4062674386161,85.4468122209821,NA,8.07353820800781,-1.87622674306234,3.66316849844796,-1.87269006456648,NA,4.81278305053711,-4.26142311096191,9.51187133789062,1.33870669773647,NA,-0.138826683163643,0.518329117447138,0.209824681282043,0.266575772315264,NA,-1.38826683163643,8.63881862411897,2.99749544688634,3.80822531878948,NA,0.26666667,0.4,0.33333333,0.75,1,0.9,0.5,5,86.0008483886719,22.0902267456055,0,0,101.037,2,0.4,"2024-09-13",0
"Joey Wentz",19962,"2024-09-10","MIA",27,2024,"PIT","H",26,1,0,3.3750008046629,1,0,0,0,0,0,0,0,2.2,10,2,1,1,0,0,0,0,0,0,3,10.1250024139887,0,6.75000160932579,3,0,0,3,1,3,0,0,0,0,0.3,0,0.3,1.85536908401489,0,0.2,0.750000178813977,0.285714285714286,0.5,0.916479241847864,2.45852156281503,1.48348252936518,79.9477457296251,23.9019658094611,37.638912054587,3,0.428571428,0.428571428,0.142857142,0,0,0,0,19,33,52,0.133754014968872,-0.0392759963870049,0.173030018806458,1.23099994659424,0.122670657932758,0.755940020084381,1.05046665668488,0.973800003528595,1.32620000839233,1,1,0.121794044971466,0.0551432931971652,1,0,0.38461538,93.2,0.21153846,85.54545455,0.17307692,79.66666667,0.23076923,85.91666667,NA,0.508248567581177,-0.27509930729866,0.391014397144318,0.0324572920799255,2.54124283790588,-2.50090279362418,4.34460441271464,0.27047743399938,0.31034483,0.60869565,0.44230769,0.77777778,0.85714286,0.82608696,0.44230769,0.7,0.07692308,2,2,3,1,5,1,7,0.28571429,0.28571429,0.42857143,0.14285714,0.71428571,0.14285714,3.54359973318562,56.91728,49.55143,51.01376,28.76565,47.9416,24.05339,39.16634,37.37177,44.47512,NA,NA,NA,59.86996,77.20558,65.22883,41.94052,46.97727,45.02065,0.62612,5.01627,112.76,103.32,110.64,103.74,49.4,38.1,81.12,114,88.42,97.86,102.14,104.16,95.8776923076923,97.8457692307692,88.1680769230769,0.38461538,0.21153846,NA,0.17307692,0.23076923,93.2650024414063,85.4272738370028,NA,79.6666666666667,85.7750040690104,4.96027297973633,-1.47750039534135,NA,-1.48708862728543,8.84388796488444,9.93591537475586,2.99572025645863,NA,-3.31165419684516,6.24178314208984,0.55545025318861,-0.275666773319244,NA,0.418902270495892,0.0301193781197071,2.77725126594305,-2.50606157562949,NA,4.65446967217657,0.250994817664226,0.26923077,0.61538462,0.44230769,0.71428571,0.875,0.82608696,0.5,18.16666667,0.23076923,0.17307692,0.38461538,0.21153846,NA,85.7076517740885,79.5745578342014,93.2020263671875,85.3450428355824,NA,8.70081583658854,-1.90796746148003,4.71623954772949,-2.06488643993031,NA,4.36340586344401,-5.12131118774414,8.55984725952148,1.47723406011408,NA,0.0301193781197071,0.418902270495892,0.55545025318861,-0.275666773319244,NA,0.250994817664226,4.65446967217657,2.77725126594305,-2.50606157562949,NA,0.26923077,0.61538462,0.44230769,0.71428571,0.875,0.82608696,0.5,7,86.3902849469866,12.2187630789621,0,0,101.664,2,0.28571429,"2024-09-10",0
"Joey Wentz",19962,"2024-09-05","WSN",27,2024,"PIT","H",26,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.1,5,1,1,1,0,2,0,1,0,0,1,27.000028163224,54.0000563264481,27.000028163224,0.5,0,0,0,0,1,0,0,0,0,0.2,0.4,-0.2,10.4768090840149,0,0.5,9.00000938774135,1,0.75,24.1665016830196,2.83352648020444,24.1665016830196,639.582480485292,584.936362328086,585.790483238511,0,1,0,0,0,0,0,0,15,11,26,-0.0324499793350697,-0.0407059714198112,0.00825599115341902,-2.0789999961853,-0.207174882292747,0.251120001077652,0.0737999975681305,0.0737999975681305,1.06900000572205,1,1,-0.157539501786232,0.0283184951128711,0,0,0.53846154,92.85714286,0.26923077,85.28571429,0.03846154,80,0.15384615,85,NA,-1.18673646450043,0.295113205909729,-0.0344077162444592,-0.242914870381355,-8.47668903214591,4.21590294156756,-3.44077162444592,-6.07287175953388,0.26086957,0.66666667,0.30769231,0.33333333,1,0.5,0.11538462,0.4,0.15384615,0,0,1,0,1,0,1,0,0,1,0,1,0,25.708726437489,20,47.76275,20,20,45.45081,20,33.19213,32.37988,46.08127,NA,NA,NA,20,65.8523,20,20,39.47248,20.29615,2.4569,7.76244,118.34,52.74,51.06,83.64,22.96,26.62,74.58,73.74,49.9,96.7,48.16,51.44,87.6161538461538,61.6692307692308,49.5976923076923,0.53846154,0.26923077,NA,0.03846154,0.15384615,92.9285714285714,85.2428588867188,NA,79.9000015258789,85.0999984741211,5.25255530221122,-1.08134399141584,NA,-2.28111886978149,8.85937309265137,9.51287187848772,2.40567670549665,NA,-3.9152352809906,7.22112417221069,-1.21223969757557,0.286782249808311,NA,-0.0350487045943737,-0.248030744493008,-8.65885498268264,4.09688928297588,NA,-3.50487045943737,-6.20076861232519,0.25,0.5,0.30769231,0.2,1,0.5,0.23076923,21.52380952,0.15384615,0.03846154,0.53846154,0.26923077,NA,85.1051254272461,79.9364013671875,92.9578683035714,85.2595563616071,NA,9.04514026641846,-2.85719990730286,5.11969430106027,-1.58998898097447,NA,5.14693260192871,-5.42267990112305,8.2970711844308,0.713742869240897,NA,-0.248030744493008,-0.0350487045943737,-1.21223969757557,0.286782249808311,NA,-6.20076861232519,-3.50487045943737,-8.65885498268264,4.09688928297588,NA,0.23809524,0.6,0.30769231,0.2,1,0.5,0.19230769,1,100.923263549805,10.0166797637939,0,0,100.923,1,1,"2024-09-05",0
"Joey Wentz",19962,"2024-08-29","LAA",6,2024,"DET","H",26,0,0,0,1,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,3,13.5,0,4.5,3,0.5,0,2,2,0,1,1,0,0,0.42857143,0,0.42857143,1.06403521085163,0,0.142857142857143,0.5,0.25,1,0.166479778289795,-0.166479778289795,1.67848818451166,0,2.32399118992549,39.911237620095,1,0,0.5,0.5,0.5,0,0,0,0,17,17,0.0417839959263802,-0.0046760025434196,0.046459998935461,0.959999978542328,0.101265825331211,0.284457147121429,0.370199978351593,0.408399999141693,0.241999998688698,1,1,0.125271081924438,0.0216192189493988,0,0,0.41176471,92.85714286,0.47058824,85.125,0.05882353,78,0.05882353,85,NA,0.0950539633631706,0.690521657466888,0.0389156937599182,0.210907548666,1.35791376233101,8.63152071833611,3.89156937599182,21.0907548666,0.5,0.54545455,0.52941176,0.66666667,0.83333333,0.77777778,0.64705882,1,0.11764706,0,4,0,2,1,1,4,0,1,0,0.5,0.25,0.25,-1.17682667065304,80,38.16204,80,80,41.59397,80,80,43.21313,80,NA,NA,NA,80,59.09324,61.97887,80,47.74209,80,-3.13386,-0.6237,89.84,139.08,128.26,87.52,156.78,160.5,77.56,114.58,91.4,110.4,123.4,118.68,94.3223529411765,122.654117647059,110.470588235294,0.41176471,0.47058824,NA,0.05882353,0.05882353,92.8142874581473,85.1374969482422,NA,77.5999984741211,85.3000030517578,5.48247582571847,-1.28524708747864,NA,-2.31247019767761,7.04252195358276,9.62545013427734,2.20943021774292,NA,-5.44456958770752,8.41846084594727,0.0941914841532707,0.698404837399721,NA,0.039364367723465,0.213400110602379,1.34559263076101,8.73006046749651,NA,3.9364367723465,21.3400110602379,1,0.42857143,0.52941176,0.66666667,0.83333333,0.77777778,0.82352941,18.6,0.05882353,0.05882353,0.41176471,0.47058824,NA,85.4260025024414,77.7539978027344,92.9580688476562,85.2483596801758,NA,6.8664698600769,-2.29576992988586,5.47463280814035,-1.58614146709442,NA,6.68402004241943,-7.03164005279541,8.29013442993164,0.677210867404938,NA,0.213400110602379,0.039364367723465,0.0941914841532707,0.698404837399721,NA,21.3400110602379,3.9364367723465,1.34559263076101,8.73006046749651,NA,1,0.42857143,0.52941176,0.66666667,0.83333333,0.77777778,0.82352941,4,95.8199157714844,31.3714637756348,0,0,99.2647,3,0.75,"2024-08-29",0
"Joey Wentz",19962,"2024-08-24","@CHW",6,2024,"DET","A",26,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,0,0,0,6.75000160932579,0,0,0,2,2,1,1,0,0,0,0,0,0,6.03472908401489,0,0.2,0.750000178813977,0.2,1,3.1664797782898,-3.1664797782898,5.43449292835907,0,77.8618549705486,133.351507020602,1,0.2,0.4,0.4,0.5,0,4,27.0000064373032,4,9,13,0.0313520021736622,-0.00325799989514053,0.0346100032329559,0.930999994277954,0.0959299355745316,0.275480002164841,0.432666659355164,0.645199954509735,0.00999999977648258,1,1,0.0601583868265152,0.0536502451151308,0,0,0.38461538,92.8,0.38461538,85.4,0.23076923,79,NA,NA,NA,0.782934248447418,-0.448842644691467,0.125772446393967,NA,15.6586849689484,-8.97685289382935,4.19241487979889,NA,0.42857143,0.83333333,0.61538462,1,1,1,0.46153846,0.6,0,2,2,1,2,3,0,5,0.4,0.4,0.2,0.4,0.6,0,2.77174808359989,NA,NA,NA,33.86168,45.36642,25.19261,45.70634,29.85447,60.91813,NA,NA,NA,52.80027,52.91809,51.98194,43.72739,37.48573,48.57755,0.51511,4.84976,NA,NA,NA,93.26,93.14,90.12,74.38,82.1,61.56,99.24,112.52,120.9,88.2984615384616,96.3476923076923,90.9738461538462,0.38461538,0.38461538,NA,0.23076923,NA,92.7400024414062,85.3199951171875,NA,78.8999989827474,NA,5.75463638305664,-1.24920234680176,NA,-1.12403432528178,NA,8.84185943603516,3.30324478149414,NA,-4.62675539652507,NA,0.792833715677261,-0.456088446080685,NA,0.127053160220385,NA,15.8566743135452,-9.12176892161369,NA,4.23510534067949,NA,0.33333333,0.85714286,0.61538462,1,1,1,0.53846154,21.125,NA,0.23076923,0.38461538,0.38461538,NA,NA,78.8590342203776,92.7329956054687,85.2887023925781,NA,NA,-1.49080340067546,5.50527801513672,-1.70134983062744,NA,NA,-6.4151299794515,7.47018203735352,1.86931800842285,NA,NA,0.127053160220385,0.792833715677261,-0.456088446080685,NA,NA,4.23510534067949,15.8566743135452,-9.12176892161369,NA,0.42857143,0.83333333,0.61538462,1,1,1,0.46153846,5,76.0166198730469,11.9440391540527,0,0,84.3566,0,0,"2024-08-24",0
