"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","SF%","SFv","XX%","wFB","wSL","wCT","wSF","wFB/C","wSL/C","wCT/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxFS%","pfxSI%","pfxSL%","pfxvFA","pfxvFC","pfxvFS","pfxvSI","pfxvSL","pfxFA-X","pfxFC-X","pfxFS-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxFS-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwFS","pfxwSI","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwFS/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piFS%","piSI%","piSL%","pivFA","pivFC","pivFS","pivSI","pivSL","piFA-X","piFC-X","piFS-X","piSI-X","piSL-X","piFA-Z","piFC-Z","piFS-Z","piSI-Z","piSL-Z","piwFA","piwFC","piwFS","piwSI","piwSL","piwFA/C","piwFC/C","piwFS/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Chris Martin",11847,"2024-09-29","TBR",3,2024,"BOS","H",38,0,0,0,1,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,1,0,0,1,9,0,9,1,0,0,1,1,1,0,0,0,0,0.2,0,0.2,3.29696908401489,0,0.25,1,0.333333333333333,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,101.179499169259,139.421515985497,1,0.333333333,0.333333333,0.333333333,0,0,0,0,4,9,13,0.0803480446338654,-0.114160016179085,0.19450806081295,0.546999990940094,0.0526974946260452,2.15759992599487,1.50039994716644,1.50039994716644,1.58399999141693,1,1,-0.0025004802737385,0.0397400276364484,1,0,0.38461538,93.6,NA,NA,0.53846154,91.85714286,0.07692308,89,NA,-0.112898215651512,NA,0.15045790374279,-0.0373910665512085,-2.25796431303024,NA,2.149398624897,-3.73910665512085,0.16666667,0.57142857,0.38461538,0,1,0.8,0.53846154,1,0.07692308,1,0,2,0,2,1,3,0.33333333,0,0.66666667,0,0.66666667,0.33333333,6.25019378915735,80,51.47957,80,80,57.18253,80,NA,NA,NA,49.8842,25.63192,50.04481,20,43.26008,20,65.24832,41.41111,69.03469,-0.82191,2.84423,86.84,150.06,153.3,100.34,105.44,94.74,NA,NA,NA,95.88,110.38,96.64,105.1,36.18,14.18,97.2661538461539,106.204615384615,94.0707692307692,0.07692308,0.53846154,0.07692308,0.30769231,NA,94.1999969482422,91.6428571428571,88.5999984741211,93.7000045776367,NA,-6.72536706924438,0.0300150002752032,-8.33058547973633,-8.89549255371094,NA,9.62976360321045,6.33717782156808,3.82345843315125,6.77243614196777,NA,0.039364367723465,0.148451659828424,-0.0380783230066299,-0.155186917632818,NA,3.9364367723465,2.12073799754892,-3.80783230066299,-3.87967294082046,NA,0,0.55555556,0.38461538,NA,0.8,0.8,0.69230769,17.5,0.07692308,0.53846154,0.07692308,0.30769231,NA,94.2380981445312,91.648202078683,88.5961990356445,93.6973495483398,NA,-6.09923982620239,1.14431599208287,-7.21150016784668,-8.22212982177734,NA,8.43027019500732,5.12519836425781,1.89100003242493,5.43464279174805,NA,0.039364367723465,0.148451659828424,-0.0380783230066299,-0.155186917632818,NA,3.9364367723465,2.12073799754892,-3.80783230066299,-3.87967294082046,NA,0,0.55555556,0.38461538,NA,0.8,0.8,0.69230769,3,92.782480875651,10.017832438151,0,0,93.4885,0,0,"2024-09-29",0
"Chris Martin",11847,"2024-09-24","@TOR",3,2024,"BOS","A",38,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,0,0,0,0,0,0,0.33333333,0.33333333,0,6.88572907925689,0,0,1,0,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,101.179499169259,101.806421637006,1,0,1,0,0,0,3,27,5,10,15,0.133006006479263,-0.0741660073399544,0.207172006368637,0.47900003194809,0.0506075024604797,2.26273322105408,2.23720002174377,2.23720002174377,1.73299992084503,1,1,0.0460685603320599,0.0127125656273245,1,0,0.46666667,94.71428571,NA,NA,0.53333333,92.125,NA,NA,NA,0.854059457778931,NA,-0.11691252887249,NA,12.2008493968419,NA,-1.46140661090612,NA,0.4,0.4,0.4,0.5,1,0.66666667,0.33333333,1,0.13333333,1,0,0,0,0,1,1,1,0,0,0,0,1,4.13295155380378,33.97097,36.95973,44.13946,80,70.0912,80,NA,NA,NA,20,25.73054,32.36258,NA,NA,NA,27.75644,35.72932,43.37842,1.50732,6.33807,96.62,60.38,46.32,94.12,147.54,144.42,NA,NA,NA,114.3,51.52,51.66,NA,NA,NA,105.716,67.276,62.248,0.33333333,0.53333333,NA,0.13333333,NA,95.2600036621094,92.25,NA,94.0500030517578,NA,-5.92884292602539,0.728360414505005,NA,-8.89959812164307,NA,8.80345230102539,5.43188762664795,NA,6.34597778320312,NA,0.0698953941464424,-0.122671127319336,NA,0.798711448907852,NA,1.39790788292885,-1.5333890914917,NA,39.9355724453926,NA,0.33333333,0.5,0.4,0.33333333,1,0.66666667,0.4,18.81818182,0.33333333,0.53333333,NA,0.13333333,NA,94.9422973632813,91.9203643798828,NA,93.7487487792969,NA,-5.3438117980957,1.4859527349472,NA,-8.46354007720947,NA,7.54331817626953,4.42212009429932,NA,5.26490497589111,NA,0.0698953941464424,-0.122671127319336,NA,0.798711448907852,NA,1.39790788292885,-1.5333890914917,NA,39.9355724453926,NA,0.33333333,0.5,0.4,0.33333333,1,0.66666667,0.4,1,79.8376007080078,1.90398931503296,0,0,79.8376,0,0,"2024-09-24",0
"Chris Martin",11847,"2024-09-23","@TOR",3,2024,"BOS","A",38,0,0,9,1,0,0,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,1,0,0,0,0,0,0,0,1.54372908401489,0,0.5,2,0.5,0.5,3.1664797782898,5.8335202217102,3.1664797782898,211.381984329076,76.4551252906048,76.9288520456552,3,0.25,0.75,0,0,0,0,0,3,7,10,0.0167079996317625,-0.043444000184536,0.0601520016789436,-0.521000027656555,-0.0550448969006538,0.735799968242645,0.413399994373322,0.413399994373322,NA,0,1,-0.0369921401143074,0.059699398000805,0,0,0.3,94,NA,NA,0.6,92.33333333,0.1,89,NA,0.130280405282974,NA,0.417722672224045,-0.479063183069229,4.34268017609914,NA,6.96204453706741,-47.9063183069229,0.25,0.66666667,0.5,1,1,1,0.6,0.5,0,1,2,1,1,3,0,4,0.25,0.5,0.25,0.25,0.75,0,5.10872001740522,80,51.93372,80,20,59.801,20,NA,NA,NA,64.17417,45.18198,62.88591,52.6672,37.66708,73.73881,49.16104,49.78515,50.9271,0.17753,4.34339,85.88,172.06,166.48,102.96,79.58,91.38,NA,NA,NA,95.88,110.86,119.36,95.98,112.2,113.52,96.9109090909091,108.014545454545,115.481818181818,0.1,0.6,0.1,0.2,NA,93.9000015258789,92.2666625976562,88.5999984741211,93.8000030517578,NA,-8.71307563781738,0.568697214126587,-5.97997426986694,-9.12350273132324,NA,8.40539455413818,5.26929155985514,1.84245085716248,6.87879943847656,NA,0.214739695191383,0.425993878394365,-0.486331313848495,-0.0833708606660366,NA,21.4739695191383,7.09989797323942,-48.6331313848495,-4.16854303330183,NA,0,0.71428571,0.5,NA,1,1,0.7,18,NA,0.6,0.1,0.3,NA,NA,91.8106486002604,88.138298034668,93.3986612955729,NA,NA,1.5109871228536,-5.32815980911255,-8.58050346374512,NA,NA,4.14860153198242,0.325466990470886,5.77918688456217,NA,NA,0.425993878394365,-0.486331313848495,0.131368834525347,NA,NA,7.09989797323942,-48.6331313848495,4.37896115084489,NA,0,0.71428571,0.5,NA,1,1,0.7,4,76.3850479125977,-10.4007635116577,0,0,95.7303,1,0.25,"2024-09-23",0
"Chris Martin",11847,"2024-09-20","MIN",3,2024,"BOS","H",38,0,0,9,1,0,0,0,0,0,0,1,1,5,2,1,1,0,0,0,0,0,0,1,9,0,18,1,0.333333333,0,3,0,1,0,1,0,0,0.2,0,0.2,0.765569084014893,0,0.4,2,0.5,0.5,1.1664797782898,7.8335202217102,1.1664797782898,211.381984329076,27.0063775332964,27.173712862954,3,0.25,0.75,0,0,0,0,0,8,11,19,-0.093100018799305,-0.181104004383087,0.0880039781332016,-0.453000009059906,-0.0436416193842888,2.07573318481445,1.72160005569458,1.72160005569458,1.86679995059967,1,1,-0.0382469743490219,-0.00660465662185696,0,1,0.42105263,93.875,NA,NA,0.42105263,92.125,0.15789474,89.33333333,NA,0.0529243350028992,NA,-0.0278179086744785,-0.146016985177994,0.66155418753624,NA,-0.347723858430982,-4.86723283926646,0.1,0.66666667,0.36842105,1,1,1,0.47368421,1,0,2,1,1,0,2,2,4,0.5,0.25,0.25,0,0.5,0.5,2.92973429794357,44.06176,44.30341,61.06635,80,66.77381,80,NA,NA,NA,74.41242,23.83674,80,20,50.70554,20,47.95087,40.74059,67.90424,0.25272,4.45617,87.5,89.66,90.36,98.42,109.08,114.16,NA,NA,NA,90.66,147.08,151.56,126.82,-3.59999999999999,4.12,96.1884210526316,101.155789473684,105.016842105263,0.31578947,0.42105263,0.15789474,0.10526316,NA,93.6833292643229,91.9124984741211,89.4333292643229,93.8999938964844,NA,-6.40971247355143,-0.251201897859573,-7.62857564290365,-9.04801177978516,NA,9.40410804748535,6.44209003448486,2.07515494028727,7.61314916610718,NA,-0.280713103711605,-0.0288261584937572,-0.148921206593513,0.332877218723297,NA,-4.67855172852675,-0.360326981171966,-4.96404021978378,16.6438609361649,NA,0.22222222,0.5,0.36842105,1,1,1,0.52631579,19,0.31578947,0.42105263,0.15789474,0.10526316,NA,93.9087117513021,92.1116027832031,89.6577351888021,94.1311492919922,NA,-5.73943010965983,0.585702836513519,-6.79039001464844,-8.37926006317139,NA,8.23796971638997,5.26453495025635,0.149986664454142,6.22502040863037,NA,-0.280713103711605,-0.0288261584937572,-0.148921206593513,0.332877218723297,NA,-4.67855172852675,-0.360326981171966,-4.96404021978378,16.6438609361649,NA,0.22222222,0.5,0.36842105,1,1,1,0.52631579,4,95.3195037841797,-8.65649890899658,0,0,105.509,1,0.25,"2024-09-20",0
"Chris Martin",11847,"2024-09-18","@TBR",3,2024,"BOS","A",38,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0.333333333333333,1,0.5,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.0063775332964,64.7888072114456,1,0,0.5,0.5,0,0,0,0,2,7,9,0.133230000734329,-0.0987459868192673,0.231975987553596,0.451999992132187,0.04964305087924,3.26480007171631,2.4456000328064,2.4456000328064,3.33239984512329,1,1,0.0246876422315836,0.0161203698389044,1,0,0.33333333,94.66666667,NA,NA,0.55555556,92.6,0.11111111,89,NA,0.2549948990345,NA,-0.428939610719681,0.749747157096863,8.49982996781667,NA,-8.57879221439362,74.9747157096863,0.4,0.75,0.55555556,0.5,1,0.8,0.44444444,1,0.11111111,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,-0.392669226673431,NA,NA,NA,62.90512,79.0736,53.63868,NA,NA,NA,63.56591,34.38063,52.78657,80,78.06378,80,75.45508,58.36244,66.42205,-1.45602,1.89306,NA,NA,NA,117.1,130.96,139.1,NA,NA,NA,98.42,123.08,116.92,128.46,161.14,185.52,107.984444444444,129.935555555556,131.935555555556,NA,0.55555556,0.11111111,0.33333333,NA,NA,92.4,89.0999984741211,94.7000020345052,NA,NA,-0.1326624751091,-10.0850009918213,-10.5771185557048,NA,NA,6.92726287841797,1.63952934741974,8.02221934000651,NA,NA,-0.436196830123663,0.763698399066925,0.25786292925477,NA,NA,-8.72393660247326,76.3698399066925,8.59543097515901,NA,0.4,0.75,0.55555556,0.5,1,0.8,0.44444444,20,NA,0.55555556,0.11111111,0.33333333,NA,NA,92.1530212402344,88.8151016235352,94.472900390625,NA,NA,1.18860177993774,-9.02206993103027,-9.74891662597656,NA,NA,5.39831809997559,-0.44964399933815,6.19676971435547,NA,NA,-0.436196830123663,0.763698399066925,0.25786292925477,NA,NA,-8.72393660247326,76.3698399066925,8.59543097515901,NA,0.4,0.75,0.55555556,0.5,1,0.8,0.44444444,2,84.5574264526367,12.2038431167603,0,0,90.4809,0,0,"2024-09-18",0
"Chris Martin",11847,"2024-09-12","@NYY",3,2024,"BOS","A",38,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.4423702240119,-22.5814263197472,1,0,1,0,0,0,0,0,3,9,12,0.105596005916595,0,0.105596005916595,0.49099999666214,0.0509864985942841,1.40306663513184,1.80519998073578,1.80519998073578,2.25040006637573,1,1,0.0752726048231125,-1.174174466477e-05,1,0,0.33333333,93.75,NA,NA,0.41666667,91.6,0.25,88,NA,0.245612546801567,NA,0.440279126167297,0.0588187165558338,6.14031367003918,NA,8.80558252334595,1.96062388519446,0.5,0.66666667,0.58333333,0.66666667,0.75,0.71428571,0.5,1,0.16666667,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.69410640757674,42.90767,37.15234,41.95057,80,59.5356,80,NA,NA,NA,80,41.16133,78.04715,80,43.20053,80,80,45.36661,80,-2.20184,0.77433,138.3,85.3,76.16,98.56,150.58,154.06,NA,NA,NA,106.96,145.84,143.32,97.04,129.08,125.22,108.303333333333,132.35,129.391666666667,0.16666667,0.41666667,0.25,0.16666667,NA,94.0500030517578,91.5599975585938,87.7333374023438,93.6500015258789,NA,-4.44892311096191,0.710793304443359,-7.69795481363932,-8.77657127380371,NA,9.63224220275879,5.28034744262695,2.8776117960612,7.05481338500977,NA,0.154034271836281,0.445750214159489,0.059255987405777,0.094138327986002,NA,7.70171359181404,8.91500428318977,1.97519958019257,4.7069163993001,NA,0.5,0.66666667,0.58333333,0.66666667,0.75,0.71428571,0.5,18.77777778,0.16666667,0.41666667,0.25,0.16666667,NA,94.0451965332031,91.5126586914062,87.6829020182292,93.6396484375,NA,-3.85718989372253,1.35160722732544,-7.28694661458333,-8.39932060241699,NA,8.78629493713379,4.29184799194336,1.47717062632243,5.88124465942383,NA,0.154034271836281,0.445750214159489,0.059255987405777,0.094138327986002,NA,7.70171359181404,8.91500428318977,1.97519958019257,4.7069163993001,NA,0.4,0.71428571,0.58333333,0.5,0.8,0.71428571,0.58333333,1,88.1753158569336,6.55195569992065,0,0,88.1753,0,0,"2024-09-12",0
"Chris Martin",11847,"2024-09-11","BAL",3,2024,"BOS","H",38,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,0,1,0,0,0,0,0.25,0,0.25,0.992229084014893,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.0063775332964,27.173712862954,2,0.333333333,0.666666666,0,0,0,0,0,3,15,18,0.0991279929876328,-0.0667240023612976,0.165852010250092,0.546999990940094,0.0526974946260452,1.81720006465912,1.72160005569458,1.72160005569458,2.16840004920959,1,1,0.030262166634202,0.0242876844886724,1,0,0.33333333,94.83333333,NA,NA,0.44444444,91.875,0.22222222,88.75,NA,0.362103074789047,NA,-0.0964397937059402,0.115117073059082,6.03505124648412,NA,-1.20549742132425,2.87792682647705,0.66666667,1,0.83333333,0.83333333,0.66666667,0.73333333,0.5,1,0.22222222,2,1,0,0,1,2,3,0.66666667,0.33333333,0,0,0.33333333,0.66666667,3.34114640398341,78.29352,42.86058,80,NA,NA,NA,NA,NA,NA,74.91545,29.76514,74.85266,29.36215,47.53688,45.90214,68.35227,39.94111,80,-1.01475,2.55497,111.36,127,115.82,NA,NA,NA,NA,NA,NA,97.3,125.44,111.8,131.42,101.32,110.28,109.568888888889,120.6,112.802222222222,0.33333333,0.44444444,0.22222222,NA,NA,94.8166707356771,91.6750030517578,88.7249984741211,NA,NA,-4.73062864939372,-0.37526473402977,-7.0982608795166,NA,NA,9.23956680297852,6.33205604553223,2.06423902511597,NA,NA,0.408875234425068,-0.098968293517828,0.104599341750145,NA,NA,6.8145872404178,-1.23710366897285,2.61498354375362,NA,NA,0.625,1,0.83333333,0.8,0.7,0.73333333,0.55555556,18.85714286,0.33333333,0.44444444,0.22222222,NA,NA,95.0382283528646,91.8894729614258,88.9496231079102,NA,NA,-4.04361152648926,0.495912343263626,-6.46302509307861,NA,NA,8.26492182413737,5.47155904769897,0.570099234580994,NA,NA,0.408875234425068,-0.098968293517828,0.104599341750145,NA,NA,6.8145872404178,-1.23710366897285,2.61498354375362,NA,NA,0.625,1,0.83333333,0.8,0.7,0.73333333,0.55555556,3,88.3087870279948,4.71602725982666,0,0,101.772,1,0.33333333,"2024-09-11",0
"Chris Martin",11847,"2024-09-03","@NYM",3,2024,"BOS","A",38,0,0,36,1,0,0,0,0,0,0,0,1,7,4,4,4,1,0,0,0,0,0,2,18,0,36,2,0,0,1,3,1,0,0,0,0,0.28571429,0,0.28571429,2.98501480410632,9,0.571428571428571,4,0.75,0,12.1664797782898,23.8335202217102,3.70250499695539,845.527937316303,298.974490198492,90.2638567257275,0.333333333,0.2,0.2,0.6,0,0.333333333,0,0,6,16,22,-0.119898021221161,-0.127810016274452,0.00791199877858162,-3.54099988937378,-0.385100603103638,0.36497500538826,0.492999970912933,0.492999970912933,NA,0,1,-0.215245351195335,-0.113264874028481,0,1,0.36363636,94.375,NA,NA,0.5,91.45454545,0.13636364,88,NA,-1.82560873031616,NA,-0.609091877937317,-0.0974777787923813,-22.820109128952,NA,-5.53719889033925,-3.24925929307938,0.25,0.9,0.54545455,1,0.77777778,0.83333333,0.45454545,0.85714286,0.09090909,2,1,2,1,1,3,5,0.4,0.2,0.4,0.2,0.2,0.6,9.10341789201759,80,29.71712,80,63.70702,64.92018,58.71553,NA,NA,NA,45.79025,36.99498,49.12942,35.65353,33.37848,49.77372,60.34635,36.94777,74.13504,-0.51737,3.30104,102.46,151.58,145.3,98.28,97.88,100.66,NA,NA,NA,100.82,94.44,92,102.38,120.38,110.98,101.249090909091,113.873636363636,109.911818181818,0.27272727,0.5,0.13636364,0.09090909,NA,94.3666687011719,91.4454567649148,88.0666707356771,93.6500015258789,NA,-5.36381594340007,0.390262907201594,-7.30866495768229,-9.3882303237915,NA,9.2260913848877,6.12546747381037,3.64211209615072,6.90715408325195,NA,-1.84466424584389,-0.620000429451466,-0.093025378882885,0.0151214338839054,NA,-30.7444040973981,-5.63636754046787,-3.10084596276283,0.756071694195271,NA,0.3,0.75,0.54545455,0.66666667,0.88888889,0.83333333,0.54545455,21.13333333,0.27272727,0.5,0.13636364,0.09090909,NA,94.7260131835938,91.7941173206676,88.4167683919271,94.0444946289062,NA,-4.46058654785156,1.33733055808327,-6.6911735534668,-8.63677024841309,NA,8.10326321919759,5.07639555497603,2.22918669382731,5.5844202041626,NA,-1.84466424584389,-0.620000429451466,-0.093025378882885,0.0151214338839054,NA,-30.7444040973981,-5.63636754046787,-3.10084596276283,0.756071694195271,NA,0.22222222,0.76923077,0.54545455,1,0.8,0.83333333,0.59090909,5,96.4321655273438,15.9100570678711,1,0.2,108.395,3,0.6,"2024-09-03",0
"Chris Martin",11847,"2024-08-30","@DET",3,2024,"BOS","A",38,0,0,0,1,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.0063775332964,64.7888072114456,1,0,0.5,0.5,0,0,0,0,4,9,13,0.0902960002422333,0,0.0902960002422333,0.0829999372363091,0.00875526946038008,1.17706656455994,1.73599994182587,1.73599994182587,NA,0,1,0.077149860560894,-0.000437121484840361,1,0,0.15384615,94.5,NA,NA,0.61538462,92.625,0.23076923,89,NA,0.249823242425919,NA,0.444909125566483,0.0334886722266674,12.4911621212959,NA,5.56136406958103,1.11628907422225,0.33333333,0.57142857,0.46153846,0.5,0.75,0.66666667,0.53846154,0.66666667,0.15384615,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,-0.392669226673431,77.77287,48.1687,80,NA,NA,NA,NA,NA,NA,48.65988,31.17436,52.12113,73.674,31.99172,80,61.60241,37.76799,78.51932,-0.5954,3.18399,100.5,95.84,86.84,NA,NA,NA,NA,NA,NA,106.06,135.84,134.06,85.52,135.12,114.94,100.036923076923,126.443076923077,118.750769230769,0.23076923,0.53846154,0.23076923,NA,NA,94.2666625976562,92.3428606305804,89,NA,NA,-4.77627690633138,0.734138420649937,-8.03897921244303,NA,NA,8.94009017944336,5.30944224766323,3.94570732116699,NA,NA,0.214686155319214,0.488310549408197,0.0337270088493824,NA,NA,7.15620517730713,6.97586499154568,1.12423362831275,NA,NA,0.4,0.5,0.46153846,0.5,0.75,0.66666667,0.61538462,20.1,0.15384615,0.61538462,0.23076923,NA,NA,94.6629943847656,92.7668380737305,89.2278035481771,NA,NA,-5.10586500167847,1.2204794883728,-7.14736684163411,NA,NA,8.72181510925293,4.61734104156494,2.4649666150411,NA,NA,0.252764478325844,0.450232226401567,0.0337270088493824,NA,NA,12.6382239162922,5.62790283001959,1.12423362831275,NA,NA,0.33333333,0.57142857,0.46153846,0.5,0.75,0.66666667,0.53846154,2,91.6451416015625,14.9620971679688,0,0,91.6726,0,0,"2024-08-30",0
"Chris Martin",11847,"2024-08-27","TOR",3,2024,"BOS","H",38,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.0063775332964,64.7888072114456,1,0,0.5,0.5,0,0,0,0,2,7,9,0.0263600088655949,0,0.0263600088655949,0.546999990940094,0.0526974946260452,0.330266684293747,0.54040002822876,0.54040002822876,0.381999999284744,1,1,0.0800761207938194,-0.000261806728312136,0,0,0.33333333,93.66666667,NA,NA,0.44444444,92,0.22222222,88.5,NA,0.27328172326088,NA,0.319122225046158,0.135817110538483,9.10939077536265,NA,7.97805562615395,6.79085552692413,0.5,0.6,0.55555556,1,0.66666667,0.8,0.55555556,1,0.11111111,0,2,0,1,1,0,2,0,1,0,0.5,0.5,0,-0.392669226673431,74.04732,31.32905,80,80,59.06134,80,NA,NA,NA,42.64461,34.6231,46.98341,21.57966,44.44861,31.38959,53.22718,40.12869,63.9229,-0.07508,3.96447,108.88,72.52,57.74,93.56,161,154,NA,NA,NA,84.18,102.04,92.56,117.96,34.08,29.98,98.2177777777778,86.9288888888889,77.7422222222222,0.22222222,0.44444444,0.22222222,0.11111111,NA,93.9499969482422,91.875,88.4499969482422,92.9000015258789,NA,-6.2328519821167,-0.320053815841675,-7.18809127807617,-8.82992267608643,NA,9.95642375946045,6.19026756286621,2.3396692276001,7.28851747512817,NA,0.21909099817276,0.322659857571125,0.137002900242805,0.057969942688942,NA,10.954549908638,8.06649643927813,6.85014501214027,5.7969942688942,NA,0.33333333,0.66666667,0.55555556,1,0.75,0.8,0.66666667,17.83333333,0.22222222,0.44444444,0.22222222,0.11111111,NA,94.059700012207,91.9760284423828,88.531852722168,93.0513000488281,NA,-5.32140493392944,0.798026740550995,-6.18401479721069,-8.20903968811035,NA,8.59434509277344,5.21396255493164,0.873023509979248,6.07037019729614,NA,0.21909099817276,0.322659857571125,0.137002900242805,0.057969942688942,NA,10.954549908638,8.06649643927813,6.85014501214027,5.7969942688942,NA,0.33333333,0.66666667,0.55555556,1,0.75,0.8,0.66666667,2,70.881721496582,-21.2629680633545,0,0,82.1511,0,0,"2024-08-27",0
