"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","SF%","SFv","XX%","wFB","wSL","wCH","wSF","wFB/C","wSL/C","wCH/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFS%","pfxSL%","pfxCH%","pfxvFA","pfxvFS","pfxvSL","pfxvCH","pfxFA-X","pfxFS-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxFS-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwFS","pfxwSL","pfxwCH","pfxwFA/C","pfxwFS/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSI%","piSL%","pivCH","pivFA","pivSI","pivSL","piCH-X","piFA-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwSI","piwSL","piwCH/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Mason Miller",31757,"2024-09-01","@TEX",10,2024,"OAK","A",25,0,1,16.2000061798119,1,0,0,0,0,0,0,0,1.2,9,3,4,3,1,1,0,0,0,0,1,5.40000205993731,5.40000205993731,16.2000061798119,1,0,0,2,4,1,0,0,0,0,0.11111111,0.11111111,0,6.16058093536237,5.40000205993731,0.375,2.40000091552769,0.333333333333333,0,11.5664829826367,4.63352319717521,7.39530156638977,418.202545277465,296.147563159869,182.131660368532,0.5,0.142857142,0.285714285,0.571428571,0,0.25,2,10.8000041198746,13,21,34,-0.669315993785858,-0.98199200630188,0.312676012516022,-2.50100016593933,-0.259709239006042,3.01307988166809,2.71000003814697,2.25040006637573,NA,0,1,-0.0658055022358894,-0.156331321237677,0,1,0.58823529,101.25,0.38235294,88.46153846,0.02941176,92,NA,NA,NA,-0.551253318786621,-0.967512726783752,0.173169538378716,NA,-2.75626659393311,-7.44240559064425,17.3169538378716,NA,0.35,0.85714286,0.55882353,0.42857143,1,0.78947368,0.41176471,0.44444444,0.11764706,2,4,1,2,3,2,7,0.28571429,0.57142857,0.14285714,0.28571429,0.42857143,0.28571429,9.5798661022435,80,58.11715,80,78.28294,74.07764,56.35145,20,80,20,NA,NA,NA,60.41266,80,42.00586,-0.52149,3.29486,91.26,157.16,151.94,124.98,107.96,138.48,144.82,56.68,107.5,NA,NA,NA,131.574117647059,89.8,127.030588235294,0.58823529,NA,0.38235294,0.02941176,101.325,NA,88.4461576021635,91.6999969482422,-6.51977081298828,NA,1.56460204491248,-9.47104835510254,8.81528244018555,NA,-1.40862200810359,2.64348649978638,-0.542829696089029,NA,-0.986263561993837,0.175375327467918,-2.71414848044515,NA,-7.58664278456798,17.5375327467918,0.27777778,0.875,0.55882353,0.4,0.92857143,0.78947368,0.47058824,18.56,0.02941176,0.58823529,NA,0.38235294,92.3463973999023,101.975500488281,NA,89.0877122145433,-8.67652034759521,-5.7628849029541,NA,2.71156311035156,1.12583005428314,7.69431991577148,NA,-2.76484005267803,0.175375327467918,-0.542829696089029,NA,-0.986263561993837,17.5375327467918,-2.71414848044515,NA,-7.58664278456798,0.27777778,0.875,0.55882353,0.4,0.92857143,0.78947368,0.47058824,7,81.9966256277902,17.1881375994001,1,0.14285714,97.7212,1,0.14285714,"2024-09-01",0
"Mason Miller",31757,"2024-08-28","@CIN",10,2024,"OAK","A",25,0,0,0,1,0,0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,0,0,2,18,9,9,2,0,0,2,0,0,0,0,0,0,0.4,0.2,0.2,3.19056908401489,0,0.25,2,0.5,1,2.1664797782898,-2.1664797782898,2.1664797782898,0,53.9168682033091,52.0512824543046,2,0,1,0,0,0,0,0,10,15,25,0.0484899953007698,-0.0910300016403198,0.139519989490509,0.560999989509583,0.0530496463179588,1.50800001621246,1.02999997138977,1.02999997138977,NA,0,1,-0.0228391643613577,0.0549943333132511,0,0,0.6,99,0.36,86.66666667,0.04,91,NA,NA,NA,-0.728939950466156,0.608075082302094,0.054188709706068,NA,-4.85959966977437,6.75638980335659,5.4188709706068,NA,0.42105263,0.83333333,0.52,0.625,0.8,0.69230769,0.24,0.6,0.16,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,1.44096117668268,80,55.60013,80,50.44004,59.9707,41.32717,26.56849,52.73376,27.02609,NA,NA,NA,42.57662,57.51109,36.6638,0.5866,4.95699,90.12,138.92,131.98,102.7,104.48,107.94,112.18,90,102.84,NA,NA,NA,105.6096,100.6448,107.0656,0.6,NA,0.36,0.04,99.0200032552083,NA,86.5111083984375,91.0999984741211,-5.65653533935547,NA,2.73577308654785,-8.6188383102417,9.5000498453776,NA,-0.806660493214925,2.03300738334656,-0.74339310452342,NA,0.637236136943102,0.054773960262537,-4.95595403015614,NA,7.08040152159002,5.4773960262537,0.35714286,0.72727273,0.52,0.4,0.875,0.69230769,0.44,18.8,0.04,0.6,NA,0.36,91.2076034545898,99.1704671223958,NA,86.6533881293403,-8.06583023071289,-4.975390625,NA,3.63649453057183,0.75074702501297,8.46131286621094,NA,-2.10653898451063,0.054773960262537,-0.74339310452342,NA,0.637236136943102,5.4773960262537,-4.95595403015614,NA,7.08040152159002,0.30769231,0.75,0.52,0.25,0.88888889,0.69230769,0.48,2,86.0008239746094,-1.17391633987427,0,0,96.9733,1,0.5,"2024-08-28",0
"Mason Miller",31757,"2024-08-27","@CIN",10,2024,"OAK","A",25,0,0,18,1,0,0,0,0,1,0,0,1,7,4,2,2,0,0,0,0,0,0,2,18,0,36,2,0,0,2,1,2,0,0,0,0,0.28571429,0,0.28571429,2.12934133765022,0,0.571428571428571,4,0.8,0.5,-0.833520221710205,18.8335202217102,0.678488184511662,464.669317495394,-23.3907740466029,15.0336680287444,2,0.4,0.4,0.2,0,0,0,0,9,22,31,0.048490010201931,-0.303999990224838,0.35249000787735,-1.43900001049042,-0.136075645685196,2.80657148361206,1.02999997138977,1.02999997138977,NA,0,1,-0.0963199660181999,0.11359727767232,0,0,0.70967742,101,0.29032258,87.77777778,NA,NA,NA,NA,NA,-0.390298396348953,-1.01497316360474,NA,NA,-1.77408361976797,-11.2774795956082,NA,NA,0.42105263,0.83333333,0.58064516,0.5,0.7,0.61111111,0.38709677,0.57142857,0.22580645,2,2,1,0,4,1,5,0.4,0.4,0.2,0,0.8,0.2,3.199441224648,NA,NA,NA,47.11715,65.6441,36.30356,70.09831,68.15331,77.68429,NA,NA,NA,54.30754,66.70548,50.13844,-0.1422,3.86379,NA,NA,NA,115.9,83.4,101.92,140.7,94.04,126.58,NA,NA,NA,123.1,86.4890322580645,109.07935483871,0.70967742,NA,0.29032258,NA,100.904541015625,NA,87.8666653103299,NA,-5.47641164606268,NA,2.97843721177843,NA,8.96162483908913,NA,-1.28720092773438,NA,-0.399269379675388,NA,-1.02671483159065,NA,-1.81486081670631,NA,-11.4079425732295,NA,0.42857143,0.70588235,0.58064516,0.5,0.66666667,0.61111111,0.5483871,19.79166667,NA,0.70967742,NA,0.29032258,NA,101.099343039773,NA,88.0520426432292,NA,-4.77294228293679,NA,3.59066984388563,NA,7.81265050714666,NA,-2.38155301411947,NA,-0.399269379675388,NA,-1.02671483159065,NA,-1.81486081670631,NA,-11.4079425732295,0.46666667,0.6875,0.58064516,0.57142857,0.63636364,0.61111111,0.51612903,5,90.8540771484375,10.9307136535645,0,0,108.173,3,0.6,"2024-08-27",0
"Mason Miller",31757,"2024-08-25","MIL",10,2024,"OAK","H",25,0,0,0,1,0,0,0,0,1,0,0,1.1,4,0,0,0,0,0,0,0,0,0,1,6.75000160932579,0,0,1,0,0,0,2,1,0,0,0,0,0.25,0,0.25,4.46147908401489,0,0,0,0,1,1.66647942066184,-1.66647942066184,3.93449257073111,0,41.0322519458658,96.0351437366616,0,0.333333333,0,0.666666666,0,0,0,0,4,13,17,0.231851994991302,0,0.231851994991302,0.755999982357025,0.0828947350382805,2.26749992370605,2.83693337440491,2.92200016975403,NA,0,1,0.101474776864052,0.000775279494211772,1,0,0.58823529,101.1,0.35294118,87.33333333,0.05882353,91,NA,NA,NA,0.588454961776733,0.516485691070557,-0.0238054171204567,NA,5.88454961776733,8.60809485117595,-2.38054171204567,NA,0.5,0.88888889,0.70588235,0.75,0.875,0.83333333,0.52941176,1,0.11764706,1,1,1,2,1,0,3,0.33333333,0.33333333,0.33333333,0.66666667,0.33333333,0,2.6526909585716,20,58.87275,20,80,71.55088,74.96712,79.10883,69.24694,73.78386,NA,NA,NA,80,72.94084,73.20647,-2.1605,0.83634,90.46,39.04,33.16,142.76,112.12,152.4,147.34,109.58,139.78,NA,NA,NA,141.3,106.924705882353,140.931764705882,0.58823529,NA,0.35294118,0.05882353,100.990002441406,NA,87.2166646321615,91.4000015258789,-6.86365127563477,NA,2.77531623840332,-8.33277797698975,9.6268928527832,NA,0.461771726608276,1.87734353542328,0.595399308949709,NA,0.487211547791958,-0.0242429338395596,5.95399308949709,NA,8.1201924631993,-2.42429338395596,0.4,0.83333333,0.70588235,0.5,0.9,0.83333333,0.70588235,18.53846154,0.05882353,0.58823529,NA,0.35294118,91.5468978881836,101.095489501953,NA,87.3096516927083,-7.9194598197937,-5.84457588195801,NA,4.18086179097493,0.843500971794128,8.35878677368164,NA,-1.1861051718394,-0.0242429338395596,0.595399308949709,NA,0.487211547791958,-2.42429338395596,5.95399308949709,NA,8.1201924631993,0.4,0.83333333,0.70588235,0.5,0.9,0.83333333,0.70588235,3,75.7543284098307,47.9062652587891,0,0,101.696,1,0.33333333,"2024-08-25",0
"Mason Miller",31757,"2024-08-22","TBR",10,2024,"OAK","H",25,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,1,0,1,0,0,0,0,0.5,0,0.5,0.324604084014893,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.3907740466029,-22.5814263197472,1,0.5,0.5,0,0,0,0,0,5,14,19,0.0662919878959656,-0.0467279888689518,0.113019973039627,0.453000009059906,0.0496710538864136,1.35430002212524,1.40760004520416,1.40760004520416,NA,0,1,0.0217841863632202,0.0271650765866071,1,0,0.47368421,101.55555556,0.52631579,88.3,NA,NA,NA,NA,NA,-0.374750882387161,0.760702908039093,NA,NA,-4.16389869319068,7.60702908039093,NA,NA,0.4,0.66666667,0.52631579,0.25,0.83333333,0.6,0.47368421,1,0.21052632,0,2,0,0,2,0,2,0,1,0,0,1,0,1.62851626200512,NA,NA,NA,78.05127,72.19442,72.81914,80,80,80,NA,NA,NA,80,80,80,-2.79788,-0.11973,NA,NA,NA,144.28,106.78,148.4,159.72,114.84,159.8,NA,NA,NA,152.406315789474,111.022105263158,154.4,0.47368421,NA,0.52631579,NA,101.433336046007,NA,88.1700012207031,NA,-6.86535347832574,NA,2.57993297576904,NA,10.3868509928385,NA,-0.334152579307556,NA,-0.381422869861126,NA,0.770172733813524,NA,-4.23803188734584,NA,7.70172733813524,NA,0.28571429,0.66666667,0.52631579,0,0.75,0.6,0.63157895,17,NA,0.47368421,NA,0.52631579,NA,101.526089138455,NA,88.254248046875,NA,-5.68792215983073,NA,4.03130722045898,NA,8.9659186469184,NA,-1.77662334442139,NA,-0.381422869861126,NA,0.770172733813524,NA,-4.23803188734584,NA,7.70172733813524,0.28571429,0.66666667,0.52631579,0,0.75,0.6,0.63157895,2,88.7059783935547,4.08233261108398,0,0,89.3686,0,0,"2024-08-22",0
"Mason Miller",31757,"2024-08-19","TBR",10,2024,"OAK","H",25,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,1,0,0,0,0,0,0.25,0.25,0,6.21610408401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,105.455296369917,139.421515985497,1,0,0.5,0.5,0,0,0,0,7,10,17,0.0288840103894472,-0.00742796203121543,0.0363119728863239,0.453000009059906,0.0496710538864136,0.380100011825562,0.682799994945526,0.682799994945526,NA,0,1,0.0189047921448946,0.0570857616325751,0,0,0.88235294,99.2,0.05882353,86,0.05882353,90,NA,NA,NA,0.342711210250854,0.118980832397938,-0.04739710688591,NA,2.28474140167236,11.8980832397938,-4.739710688591,NA,0.16666667,0.63636364,0.47058824,0,0.85714286,0.75,0.64705882,0.5,0.11764706,0,2,0,1,0,1,2,0,1,0,0.5,0,0.5,2.79670397207438,41.14206,59.85946,20,64.01378,66.74249,47.96175,80,47.23894,80,NA,NA,NA,68.76916,62.60547,49.25027,-1.04065,2.51612,85.7,48.62,41.84,110.5,98.74,114.38,166.46,169.18,196.76,NA,NA,NA,112.332941176471,99.935294117647,114.958823529412,0.88235294,NA,0.05882353,0.05882353,99.0933349609375,NA,86.0999984741211,90.1999969482422,-7.22722371419271,NA,1.06324434280396,-10.6405992507935,9.55835673014323,NA,-0.173033237457275,3.25712943077087,0.384660746902227,NA,0.120601363480091,-0.0483221560716629,2.56440497934818,NA,12.0601363480091,-4.83221560716629,0.16666667,0.63636364,0.47058824,0,0.85714286,0.75,0.64705882,16.84615385,0.05882353,0.88235294,NA,0.05882353,90.3990020751953,99.3333902994792,NA,86.3574981689453,-9.7067403793335,-6.02880401611328,NA,2.75946998596191,1.27991998195648,8.13574066162109,NA,-1.70589995384216,-0.0483221560716629,0.384660746902227,NA,0.120601363480091,-4.83221560716629,2.56440497934818,NA,12.0601363480091,0.16666667,0.63636364,0.47058824,0,0.85714286,0.75,0.64705882,2,91.6496887207031,-16.2289848327637,0,0,102.243,1,0.5,"2024-08-19",0
"Mason Miller",31757,"2024-08-18","SFG",10,2024,"OAK","H",25,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.3907740466029,-22.5814263197472,1,0,1,0,0,0,0,0,4,9,13,0.12780798971653,0,0.12780798971653,0.453000009059906,0.0496710501611233,1.73493337631226,2.25279998779297,2.25279998779297,2.6988000869751,1,1,0.073690839111805,-2.34629107681988e-05,1,0,0.53846154,100,0.30769231,87.5,0.15384615,90.5,NA,NA,NA,0.74599027633667,0.0485989488661289,-0.0611964836716652,NA,10.6570039476667,1.21497372165322,-3.05982418358326,NA,0.5,0.6,0.53846154,0.25,0.66666667,0.42857143,0.38461538,1,0.30769231,1,0,0,1,0,0,1,1,0,0,1,0,0,-1.54132653314999,20,68.55974,20,80,66.83678,80,27.20934,53.66931,31.27856,NA,NA,NA,68.03872,65.56005,66.45534,-0.99527,2.58419,102.6,39.66,32.18,128.22,140.94,165.18,123.74,97.42,116.9,NA,NA,NA,122.9,111.967692307692,129.863076923077,0.53846154,NA,0.30769231,0.15384615,99.9857177734375,NA,87.5,90.3499984741211,-7.36373247419085,NA,2.03363180160522,-10.2985754013062,9.55834089006696,NA,-0.679503917694092,2.66824293136597,0.755295008420944,NA,0.0488484427332878,-0.0623212568461895,10.7899286917278,NA,1.2212110683322,-3.11606284230947,0.5,0.6,0.53846154,0.25,0.66666667,0.42857143,0.38461538,16,0.15384615,0.53846154,NA,0.30769231,90.7390518188477,100.369759695871,NA,87.8636779785156,-8.74430465698242,-6.15320696149554,NA,3.67161750793457,0.818057000637054,8.16248866489955,NA,-2.37969756126404,-0.0623212568461895,0.755295008420944,NA,0.0488484427332878,-3.11606284230947,10.7899286917278,NA,1.2212110683322,0.5,0.6,0.53846154,0.25,0.66666667,0.42857143,0.38461538,1,49.2142448425293,-15.6394805908203,0,0,49.2142,0,0,"2024-08-18",0
"Mason Miller",31757,"2024-08-15","@NYM",10,2024,"OAK","A",25,0,0,0,1,0,0,0,0,1,0,0,2,8,0,0,0,0,1,0,1,0,0,3,13.5,4.5,0,3,0,0,0,3,0,0,0,0,0,0.375,0.125,0.25,3.40393220901489,0,0,0.5,0,1,3.1664797782898,-3.1664797782898,5.4344923876226,0,79.6860822866131,133.351493568393,0,0,0,1,0,0,0,0,14,25,39,0.320309996604919,-0.165115997195244,0.485426008701324,0.917999982833862,0.0998368635773659,3.21259999275208,2.90100002288818,2.45040011405945,NA,0,1,0.087916262447834,0.0117880260809491,1,0,0.64102564,100.56,0.33333333,87.69230769,0.02564103,94,NA,NA,NA,0.223524570465088,0.510784685611725,0.156718850135803,NA,0.894098281860351,3.92911296624404,15.6718850135803,NA,0.39130435,0.75,0.53846154,0.55555556,0.58333333,0.57142857,0.41025641,0.625,0.23076923,0,1,2,0,2,1,3,0,0.33333333,0.66666667,0,0.66666667,0.33333333,1.93138021701169,NA,NA,NA,60.80781,71.705,45.32502,20,67.45004,20,52.82526,68.45579,30.71356,36.52096,72.49585,20,0.96281,5.52131,NA,NA,NA,129.24,80.86,116.34,142.06,-1.08000000000001,40.06,98.48,6.5,-4.32000000000001,132.724615384615,51.64,87.8194871794872,0.64102564,0.02564103,0.33333333,NA,100.647998046875,94.4000015258789,87.5692326472356,NA,-5.47343444824219,-10.0504913330078,2.83888948880709,NA,9.54722595214844,2.14378309249878,-1.03133348318247,NA,0.220891553908587,0.158626139163971,0.555451273918152,NA,0.883566215634346,15.8626139163971,4.27270210706271,NA,0.35,0.73684211,0.53846154,0.57142857,0.57142857,0.57142857,0.48717949,17.83870968,0.02564103,0.64102564,NA,0.33333333,94.3245010375977,100.633701171875,NA,87.5210899939904,-9.63022994995117,-4.9306396484375,NA,3.34771845890926,1.29857003688812,8.62160583496094,NA,-1.97182537959172,0.158626139163971,0.220891553908587,NA,0.555451273918152,15.8626139163971,0.883566215634346,NA,4.27270210706271,0.31578947,0.75,0.53846154,0.66666667,0.53333333,0.57142857,0.51282051,3,93.0397644042969,48.9556477864583,0,0,99.925,2,0.66666667,"2024-08-15",0
"Mason Miller",31757,"2024-08-11","@TOR",10,2024,"OAK","A",25,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,7.34739574882223,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,79.6860822866131,152.159040742638,0.5,0,0.333333333,0.666666666,0,0,0,0,3,5,8,0.0167079996317625,0,0.0167079996317625,0.479000002145767,0.0506075024604797,0.221466660499573,0.413399994373322,0.413399994373322,NA,0,1,0.0752489641308784,0.000193540822569102,0,0,0.5,99,0.5,86.75,NA,NA,NA,NA,NA,0.778426229953766,-0.0666945427656174,NA,NA,19.4606557488441,-1.66736356914043,NA,NA,0.4,0.33333333,0.375,1,1,1,0.375,0.66666667,0,1,0,2,0,3,0,3,0.33333333,0,0.66666667,0,1,0,0.948382884212388,NA,NA,NA,65.02134,71.84284,49.25549,20,50.45297,20,NA,NA,NA,27.41488,63.98794,20,1.52854,6.3699,NA,NA,NA,100.7,89.1,99.52,97.38,50.52,59.26,NA,NA,NA,99.04,69.81,79.39,0.5,NA,0.5,NA,99.0250015258789,NA,86.6999969482422,NA,-4.51458644866943,NA,3.71738290786743,NA,10.1145048141479,NA,-0.5765780210495,NA,0.788518086075783,NA,-0.0682494267821312,NA,19.7129521518946,NA,-1.70623566955328,NA,0.4,0.33333333,0.375,1,1,1,0.375,14.6,NA,0.5,NA,0.5,NA,99.0984268188477,NA,86.7500534057617,NA,-3.94062256813049,NA,4.60709762573242,NA,8.99298286437988,NA,-2.06275248527527,NA,0.788518086075783,NA,-0.0682494267821312,NA,19.7129521518946,NA,-1.70623566955328,0.4,0.33333333,0.375,1,1,1,0.375,3,79.5044301350911,34.1079635620117,0,0,93.361,0,0,"2024-08-11",0
"Mason Miller",31757,"2024-08-10","@TOR",10,2024,"OAK","A",25,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,3,27,9,0,3,0,0,0,0,0,0,0,0,0,0.75,0.25,0.5,2.52560408401489,0,0,1,0,1,0.166479778289795,-0.166479778289795,0.166479778289795,0,2.37844003670109,2.29614327160339,0,0,0,0,0,0,0,0,7,11,18,0.192779988050461,-0.0956280007958412,0.288407981395721,0.479000002145767,0.0506075024604797,3.50005006790161,3.40919995307922,3.40919995307922,NA,0,1,0.0388584434986115,0.0162207651728343,1,0,0.83333333,101.46666667,0.16666667,88.33333333,NA,NA,NA,NA,NA,0.283688127994537,0.190005823969841,NA,NA,1.89125418663025,6.33352746566137,NA,NA,0.2,0.75,0.44444444,1,0.33333333,0.5,0.44444444,1,0.22222222,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.126992097166552,NA,NA,NA,72.60993,80,64.56373,52.29644,77.55441,48.5285,NA,NA,NA,74.94137,80,67.07361,-1.4241,1.94094,NA,NA,NA,134.92,81.66,120.24,162.4,79.3,120.24,NA,NA,NA,139.5,81.2666666666667,120.24,0.83333333,NA,0.16666667,NA,101.4,NA,88.3333333333333,NA,-6.33038177490234,NA,2.85847727457682,NA,11.1358144124349,NA,-0.809423685073853,NA,0.282529886811972,NA,0.191776860505342,NA,1.88353257874648,NA,6.39256201684475,NA,0,0.72727273,0.44444444,NA,0.5,0.5,0.61111111,16.14285714,NA,0.83333333,NA,0.16666667,NA,101.436735026042,NA,88.3446350097656,NA,-5.78651021321615,NA,3.46250661214193,NA,9.81482645670573,NA,-2.35678672790527,NA,0.282529886811972,NA,0.191776860505342,NA,1.88353257874648,NA,6.39256201684475,0,0.61538462,0.44444444,NA,0.5,0.5,0.72222222,0,NA,NA,0,NA,NA,0,NA,"2024-08-10",0
"Mason Miller",31757,"2024-08-07","CHW",10,2024,"OAK","H",25,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,9.75339574477623,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,79.6860822866131,152.159040742638,0,0.333333333,0,0.666666666,0.5,0,0,0,5,8,13,0.151280015707016,0,0.151280015707016,0.453000009059906,0.0496710501611233,2.04933333396912,2.79439997673035,2.79439997673035,NA,0,1,0.0739005208015442,-8.13849882310563e-05,1,0,0.69230769,101.33333333,0.30769231,87.75,NA,NA,NA,NA,NA,0.519549489021301,0.229920238256454,NA,NA,5.77277210023668,5.74800595641136,NA,NA,0.16666667,0.85714286,0.53846154,1,0.83333333,0.85714286,0.53846154,0.66666667,0.07692308,2,0,1,1,1,1,3,0.66666667,0,0.33333333,0.33333333,0.33333333,0.33333333,3.7439053142319,NA,NA,NA,80,80,65.9944,56.48666,80,55.57305,NA,NA,NA,80,80,67.89433,-1.96635,1.12757,NA,NA,NA,125.6,98.88,131.26,131.62,129.4,171.64,NA,NA,NA,127.452307692308,108.270769230769,143.684615384615,0.69230769,NA,0.30769231,NA,101.344441731771,NA,87.5999984741211,NA,-5.91457790798611,NA,2.29631280899048,NA,10.1813184950087,NA,-0.103916510939598,NA,0.525420565158129,NA,0.275084394961596,NA,5.83800627953476,NA,6.87710987403989,NA,0.16666667,0.85714286,0.53846154,1,0.83333333,0.85714286,0.53846154,16,NA,0.69230769,NA,0.30769231,NA,101.641777886285,NA,87.8712768554688,NA,-4.62235556708442,NA,3.88173484802246,NA,8.49820370144314,NA,-2.08812236785889,NA,0.525420565158129,NA,0.275084394961596,NA,5.83800627953476,NA,6.87710987403989,0.16666667,0.85714286,0.53846154,1,0.83333333,0.85714286,0.53846154,3,77.9460144042969,35.1338907877604,0,0,100.063,1,0.33333333,"2024-08-07",0
"Mason Miller",31757,"2024-07-22","HOU",10,2024,"OAK","H",25,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,79.6860822866131,114.543946394147,2,0,0.666666666,0.333333333,0,0,0,0,4,7,11,0.012300007045269,0,0.012300007045269,0.453000009059906,0.0496710501611233,0.160933330655098,0.306400001049042,0.306400001049042,NA,0,1,0.0802636742591858,-0.00383446599511524,0,0,0.63636364,101.42857143,0.27272727,87.66666667,0.09090909,93,NA,NA,NA,0.743671596050262,-0.0322868302464485,-0.0373910665512085,NA,10.6238799435752,-1.07622767488162,-3.73910665512085,NA,0.42857143,1,0.63636364,0,1,0.57142857,0.36363636,0.66666667,0.27272727,1,0,2,1,1,1,3,0.33333333,0,0.66666667,0.33333333,0.33333333,0.33333333,1.13383252263505,80,67.82317,80,65.15328,72.57292,47.85566,20,64.68607,20,NA,NA,NA,46.60224,72.2669,27.3399,0.3365,4.58184,98.22,194.04,169.02,142.4,85.8,127.82,95.92,21.16,32.08,NA,NA,NA,125.707272727273,78.0109090909091,105.454545454545,0.63636364,NA,0.27272727,0.09090909,101.371425083705,NA,87.5666707356771,93.1999969482422,-5.95352445329939,NA,2.89263502756755,-7.72829723358154,10.6419917515346,NA,0.531044522921244,3.46972870826721,0.753522876650095,NA,-0.0332007221877575,-0.0380783230066299,10.7646125235728,NA,-1.10669073959192,-3.80783230066299,0.42857143,1,0.63636364,0,1,0.57142857,0.36363636,15.875,0.09090909,0.63636364,NA,0.27272727,93.6532974243164,101.885428292411,NA,88.0491638183594,-7.0073299407959,-5.02524130684989,NA,4.56676355997721,1.99004995822906,9.34706115722656,NA,-0.94022003809611,-0.0380783230066299,0.753522876650095,NA,-0.0332007221877575,-3.80783230066299,10.7646125235728,NA,-1.10669073959192,0.42857143,1,0.63636364,0,1,0.57142857,0.36363636,3,87.1496785481771,10.0274931589762,0,0,92.1426,0,0,"2024-07-22",0
