"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","XX%","wFB","wSL","wFB/C","wSL/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxCU%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxvCU","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwCU","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFC%","piSI%","piSL%","pivCU","pivFA","pivFC","pivSI","pivSL","piCU-X","piFA-X","piFC-X","piSI-X","piSL-X","piCU-Z","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwCU","piwFA","piwFC","piwSI","piwSL","piwCU/C","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Caleb Ferguson",19349,"2024-08-27","@PHI",21,2024,"HOU","A",27,0,0,4.5,1,0,0,0,0,0,0,0,2,9,3,1,1,0,0,0,0,0,0,3,13.5,0,13.5,3,0,0,1,2,3,0,0,0,0,0.33333333,0,0.33333333,2.00343279086386,0,0.333333333333333,1.5,0.5,0.66666667,0.166479778289795,4.3335202217102,1.67848818451166,113.376663563177,2.31767135279859,39.911237620095,0.5,0.5,0.166666666,0.333333333,0,0,0,0,7,21,28,-0.0104079386219382,-0.0273739416152239,0.0169660039246082,0.00200004875659943,0.000204808078706264,0.115933336317539,0.0653000026941299,0.110399998724461,NA,0,1,0.0054227183572948,-0.0951979198009165,0,0,0.60714286,94.05882353,0.39285714,85.54545455,NA,0.744274795055389,-0.840280711650848,4.37808702973758,-7.63891556046226,0.5,0.85714286,0.67857143,0.57142857,0.75,0.68421053,0.5,0.77777778,0.21428571,1,3,2,2,2,2,6,0.16666667,0.5,0.33333333,0.33333333,0.33333333,0.33333333,3.59639185263574,80,50.86787,80,73.61243,47.3131,71.1615,80,75.49606,80,NA,NA,NA,50.50324,47.91151,57.76623,80,50.86167,80,-2.01206,1.059,100.94,151.7,143.82,86.98,125.72,110.48,132.14,138.84,181.38,NA,NA,NA,95.98,87.96,89.84,101.078571428571,125.079285714286,127.203571428571,0.35714286,0.21428571,0.25,NA,0.17857143,93.9799987792969,89.7166646321615,93.7285679408482,NA,80.3400024414063,4.9187931060791,0.181325177351634,9.97648511614118,NA,-5.04374198913574,6.68977813720703,4.91226736704508,5.40713500976562,NA,-4.76687355041504,0.681374117732048,-1.12423293665051,0.111579328775406,NA,0.26234495639801,6.81374117732048,-18.7372156108419,1.59399041107723,NA,5.24689912796021,0.33333333,0.84210526,0.67857143,0.33333333,0.75,0.68421053,0.67857143,19.47368421,0.17857143,0.28571429,0.32142857,0.21428571,NA,80.3660034179688,94.4328536987305,90.8563639322917,93.6242472330729,NA,-5.85331382751465,5.54453754425049,0.244969235526191,9.83872667948405,NA,-6.02944183349609,6.72399997711182,3.85131539238824,4.13662179311117,NA,0.26234495639801,0.0622883178293705,-1.01572135835886,0.622153550386429,NA,5.24689912796021,0.778603972867131,-11.285792870654,10.3692258397738,NA,0.33333333,0.84210526,0.67857143,0.33333333,0.75,0.68421053,0.67857143,6,87.7666320800781,24.5074590047201,0,0,104.887,2,0.33333333,"2024-08-27",0
"Caleb Ferguson",19349,"2024-08-24","@BAL",21,2024,"HOU","A",27,0,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,6.03472908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.30048635332443,0,77.6501182634796,105.140179533128,1,0.5,0.25,0.25,0,0,0,0,4,9,13,0.0471199750900269,0,0.0471199750900269,0.682999968528748,0.0734408646821976,0.457499980926514,0.564666628837585,0.694000005722046,NA,0,1,0.101683415472507,0.00131106989249966,0,0,0.46153846,93.66666667,0.53846154,84.14285714,NA,0.663977384567261,0.380808979272842,11.0662897427877,5.44012827532632,0.42857143,0.33333333,0.38461538,1,1,1,0.46153846,0.75,0,1,3,0,1,3,0,4,0.25,0.75,0,0.25,0.75,0,9.39655293514025,80,51.43062,80,51.90338,50.29284,60.00293,80,67.44673,80,NA,NA,NA,20,49.23271,20,58.68266,50.68631,63.51108,-0.41401,3.45608,91.48,152.78,142.34,82.98,116.24,108.38,125.62,175.3,211.5,NA,NA,NA,94.7,-3.36,-8.81999999999999,94.86,108.969230769231,107.647692307692,0.23076923,0.23076923,0.23076923,NA,0.30769231,93.8333333333333,88.5333353678385,93.6333312988281,NA,80.6999969482422,6.10907046000163,0.285450617472331,8.78548685709635,NA,-3.24322772026062,8.3183224995931,2.97631327311198,5.1886240641276,NA,-4.5311393737793,0.0730913765728474,-0.0835345722734928,0.599073499441147,NA,0.468825861811638,2.43637921909491,-2.78448574244976,19.9691166480382,NA,11.7206465452909,0.2,0.5,0.38461538,1,1,1,0.61538462,18.66666667,0.30769231,0.30769231,0.23076923,0.15384615,NA,80.5637969970703,93.6413040161133,88.3854370117188,93.4480514526367,NA,-4.37317514419556,5.57680749893188,-1.10794297854106,9.0618200302124,NA,-5.89011478424072,6.65690231323242,1.88530731201172,3.79363989830017,NA,0.468825861811638,0.112455744296312,-0.0835345722734928,0.559709131717682,NA,11.7206465452909,2.81139360740781,-2.78448574244976,27.9854565858841,NA,0.28571429,0.5,0.38461538,1,1,1,0.46153846,4,81.5212554931641,11.6621704101562,0,0,97.9668,1,0.25,"2024-08-24",0
"Caleb Ferguson",19349,"2024-08-22","@BAL",21,2024,"HOU","A",27,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0.25,-0.25,13.4148540840149,0,0,1,0,1,6.1664797782898,-6.1664797782898,10.7025049969554,0,152.982565174161,264.406843865182,0,0,0,1,0,0,0,0,7,13,20,0.00262000015936792,-0.000400000018998981,0.0030200001783669,0.467000007629395,0.0502150543034077,0.0315000005066395,0.0720000043511391,0.0720000043511391,NA,0,1,0.0474047623574734,0.0357698445386656,0,0,0.75,94.66666667,0.25,86.4,NA,0.235461711883545,0.217609360814095,1.5697447458903,4.35218721628189,0.38461538,0.71428571,0.5,0.8,1,0.9,0.35,0.5,0.05,0,2,1,1,2,0,3,0,0.66666667,0.33333333,0.33333333,0.66666667,0,4.10441283832274,56.46068,58.60053,79.64378,21.2341,61.45839,20,80,72.11959,80,NA,NA,NA,36.29017,47.33313,34.64022,41.34075,58.39059,41.96275,0.66338,5.07216,123.26,82.34,71.68,102.52,51.48,66.18,122.76,117.74,153.08,NA,NA,NA,94.12,87.38,86.68,109.851,76.264,90.78,0.5,0.1,0.25,NA,0.15,94.65,91.1999969482422,94.6799987792969,NA,83.0333353678385,5.39102668762207,0.304396480321884,9.70793991088867,NA,-3.79352156321208,8.74066390991211,5.12435007095337,5.10313148498535,NA,-5.57916768391927,-0.302628114819527,-0.00859971717000008,0.520069602876902,NA,0.269667878746986,-3.02628114819527,-0.429985858500004,10.401392057538,NA,8.98892929156621,0.3,0.7,0.5,0.66666667,1,0.9,0.5,20.5,0.15,0.5,0.1,0.25,NA,82.8693644205729,94.5220275878906,91.056999206543,94.5651245117188,NA,-4.53576342264811,4.72069892883301,-0.771133005619049,9.3587043762207,NA,-6.85091018676758,7.98583526611328,4.05491018295288,4.1503059387207,NA,0.269667878746986,-0.302628114819527,-0.00859971717000008,0.520069602876902,NA,8.98892929156621,-3.02628114819527,-0.429985858500004,10.401392057538,NA,0.27272727,0.77777778,0.5,0.66666667,1,0.9,0.45,3,78.3781229654948,43.2046915690104,0,0,85.9878,0,0,"2024-08-22",0
"Caleb Ferguson",19349,"2024-08-20","BOS",21,2024,"HOU","H",27,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,1,9,9,9,1,0.5,0,2,1,0,0,1,0,0,0.2,0.2,0,5.60764908401489,0,0.25,2,0.333333333333333,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,102.760933900373,139.421515985497,2,0,0.666666666,0.333333333,0,0,0,0,11,12,23,0.0735459923744202,-0.0765199735760689,0.15006597340107,0.476999998092651,0.050556443631649,1.72376000881195,1.3400000333786,1.3400000333786,1.53579998016357,1,1,0.00511311553418636,0.0375529122181975,1,0,0.52173913,94.25,0.47826087,85.90909091,NA,-0.471457630395889,0.421799659729004,-3.92881358663241,3.83454236117276,0.15384615,0.7,0.39130435,0.5,1,0.88888889,0.43478261,0.4,0.04347826,2,1,0,1,1,1,3,0.66666667,0.33333333,0,0.33333333,0.33333333,0.33333333,2.51756930693897,56.98581,59.78187,57.64225,57.96795,51.82183,63.04096,63.94396,72.87441,56.76843,NA,NA,NA,20,40.36365,20,42.66844,51.32124,43.87683,0.58089,4.94843,107.94,109.84,106.34,104.76,73.4,62.18,132.26,69.2,115.98,NA,NA,NA,96.78,37.4,34.82,107.441739130435,74.5321739130435,74.7695652173913,0.39130435,0.2173913,0.13043478,NA,0.26086957,94.1222195095486,90.9799987792969,94.5,NA,81.6000010172526,6.39665773179796,0.804908561706543,10.3718808492025,NA,-4.45250447591146,9.11331854926215,5.85600738525391,7.10045178731283,NA,-4.36896546681722,0.00540897995233536,-0.231165166944265,-0.48766952753067,NA,0.645587660372257,0.0600997772481706,-4.62330333888531,-16.255650917689,NA,10.7597943395376,0.18181818,0.58333333,0.39130435,0.5,1,0.88888889,0.52173913,19.05555556,0.26086957,0.39130435,0.2173913,0.13043478,NA,81.4722340901693,94.0335557725694,90.852880859375,94.3905029296875,NA,-5.04451847076416,5.73830456203885,-0.166351628303528,9.88633982340495,NA,-5.90807660420736,7.81098768446181,4.27418975830078,5.4717903137207,NA,0.645587660372257,0.00540897995233536,-0.231165166944265,-0.48766952753067,NA,10.7597943395376,0.0600997772481706,-4.62330333888531,-16.255650917689,NA,0.16666667,0.63636364,0.39130435,0.5,1,0.88888889,0.47826087,3,78.358642578125,-5.04845301310221,1,0.33333333,98.992,1,0.33333333,"2024-08-20",0
"Caleb Ferguson",19349,"2024-08-19","BOS",21,2024,"HOU","H",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.7931442840951,-22.5814263197472,1,0,1,0,0,0,1,9,5,7,12,0.0488020144402981,0,0.0488020144402981,0.476999998092651,0.0505564361810684,0.653933346271515,0.866400003433228,0.866400003433228,2.28640007972717,1,1,0.0747477412223816,-0.000119318129188611,0,0,0.36363636,95.75,0.63636364,85,0.08333333,-0.015521515160799,0.797622978687286,-0.388037879019976,11.3946139812469,0.25,0.57142857,0.45454545,0,0.5,0.4,0.63636364,0.66666667,0.25,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.57926491591731,80,67.46127,80,80,46.71393,80,51.68054,57.78739,62.01633,NA,NA,NA,80,65.11497,79.62877,80,60.85615,80,-2.08956,0.94275,109.02,136.2,139.46,125.36,149.46,129.16,122.24,93.62,103.1,NA,NA,NA,115.96,179.88,200.46,116.003636363636,137.705454545455,145.243636363636,0.09090909,0.27272727,0.27272727,NA,0.36363636,95.4000015258789,88.7666625976562,96,NA,82.1999969482422,7.53874921798706,-1.33975140253703,9.68262163798014,NA,-5.38184928894043,9.26184463500977,2.19509696960449,6.8713124593099,NA,-6.18539237976074,-0.0210469514131546,0.552743896842003,0.00434239581227303,NA,0.255217812955379,-2.10469514131546,18.4247965614001,0.144746527075768,NA,6.38044532388449,0.25,0.57142857,0.45454545,0,0.5,0.4,0.63636364,18.44444444,0.36363636,0.09090909,0.27272727,0.27272727,NA,82.1284027099609,95.338996887207,88.6594645182292,95.9134724934896,NA,-6.12810754776001,6.75413990020752,-2.08721669514974,9.08849970499674,NA,-7.91222238540649,8.08174991607666,0.688421408335368,5.34184328715007,NA,0.255217812955379,-0.0210469514131546,0.552743896842003,0.056060004979372,NA,6.38044532388449,-2.10469514131546,18.4247965614001,1.86866683264573,NA,0.25,0.57142857,0.45454545,0,0.5,0.4,0.63636364,1,84.6449508666992,-0.338368684053421,0,0,84.645,0,0,"2024-08-19",0
"Caleb Ferguson",19349,"2024-08-16","CHW",21,2024,"HOU","H",27,0,0,0,1,0,0,0,0,0,0,0,0.1,3,0,0,0,0,2,0,0,0,0,0,0,54.0000563264481,0,0,0,0,0,0,1,0,0,0,0,0,0.66666667,-0.66666667,23.0320623891189,0,0,6.00000625849423,0,1,21.1664985537725,-21.1664985537725,21.1664985537725,0,529.64527119525,524.725571778343,0,1,0,0,0,0,2,54.0000563264481,8,9,17,0.0107440007850528,-0.0207659974694252,0.0315099991858006,0.219999998807907,0.0233174357563257,0.807466626167297,0.194499999284744,0.388999998569489,0.950600028038025,1,1,-0.0131288496777415,0.0264346637347881,0,0,0.52941176,94.66666667,0.47058824,85.875,NA,-0.0164639018476009,-0.319949388504028,-0.182932242751122,-3.99936735630035,0.38461538,0.5,0.41176471,1,1,1,0.23529412,0.66666667,0,0,1,0,1,0,0,1,0,1,0,1,0,0,87.7406706854463,33.07914,53.64158,58.19983,20,61.25862,20,80,59.95412,80,NA,NA,NA,78.69539,74.77286,65.03611,43.25971,60.16606,49.60063,0.54416,4.89333,116.06,121.22,106.82,110.52,-13.98,-15.4,130.62,118.78,140.42,NA,NA,NA,113.56,110.58,121.8,115.938823529412,69.9423529411765,74.0188235294118,0.35294118,0.29411765,0.17647059,NA,0.17647059,94.7166646321615,89.2800048828125,94.6666666666667,NA,80.5,6.43074798583984,-0.379220485687256,9.91081809997559,NA,-5.84112993876139,9.21297772725423,3.83820190429687,6.53358586629232,NA,-5.54869588216146,-0.226000070571899,-0.255094300955534,0.205180063843727,NA,-0.0731002949178219,-3.76666784286499,-5.10188601911068,6.83933546145757,NA,-2.43667649726073,0.22222222,0.625,0.41176471,1,1,1,0.47058824,25.92857143,0.17647059,0.35294118,0.29411765,0.17647059,NA,80.3396301269531,94.5854187011719,89.1273986816406,94.5078735351562,NA,-6.50179672241211,5.62419637044271,-1.35021800994873,9.51322301228841,NA,-7.26267369588216,7.74786631266276,2.27451801300049,4.97881317138672,NA,-0.0731002949178219,-0.226000070571899,-0.255094300955534,0.205180063843727,NA,-2.43667649726073,-3.76666784286499,-5.10188601911068,6.83933546145757,NA,0.27272727,0.66666667,0.41176471,1,1,1,0.35294118,1,47.4882621765137,15.4967355728149,0,0,47.4883,0,0,"2024-08-16",0
"Caleb Ferguson",19349,"2024-08-11","@BOS",21,2024,"HOU","A",27,0,0,0,1,0,0,0,0,0,0,0,1.2,5,1,0,0,0,0,0,0,0,0,0,0,0,5.40000205993731,0,0,0,3,1,1,0,0,0,0,0,0,0,4.32832908401489,0,0.2,0.600000228881923,0.2,1,3.1664797782898,-3.1664797782898,4.07368516809431,0,77.6501182634796,99.4979172641653,3,0.2,0.6,0.2,0,0,0,0,7,9,16,0.0150720002129674,-0.0124960001558065,0.0275680013000965,1.17200005054474,0.112909443676472,0.210559993982315,0.168533325195312,0.331999987363815,0.0483999997377396,1,1,0.0869754180312157,-0.015394867861589,0,0,0.5,94.375,0.5,89.125,NA,0.264389336109161,0.730412006378174,3.30486670136452,9.13015007972717,0.14285714,0.66666667,0.4375,1,1,1,0.5625,0.6,0,1,4,0,0,5,0,5,0.2,0.8,0,0,1,0,3.79754777185492,20,54.07238,20,51.72951,49.0784,67.58102,72.32796,48.22955,80,NA,NA,NA,80,57.07655,80,69.89047,50.54726,80,-1.11031,2.41163,75.78,-0.359999999999999,-12.94,78.64,98.4,90.3,103.32,182.26,213.18,NA,NA,NA,87.26,114.76,120.28,88.4025,120.35,127.68375,0.25,0.4375,0.25,NA,0.0625,94,90.1285749162946,94.1500015258789,NA,80.9000015258789,6.9313588142395,0.577284472329276,9.18746185302734,NA,-3.4615159034729,8.55759429931641,5.03410339355469,5.28776359558105,NA,-5.27455377578735,-0.0941067188978195,0.805054441094398,0.362171392887831,NA,-0.0633736774325371,-2.35266797244549,11.50077772992,9.05428482219577,NA,-6.33736774325371,0,0.63636364,0.4375,NA,1,1,0.6875,16.27272727,0.0625,0.25,0.4375,0.25,NA,80.7468032836914,93.9170761108398,90.0381295340402,94.0650482177734,NA,-4.44842004776001,6.11893272399902,-0.114917142050607,8.70487976074219,NA,-6.6471700668335,7.65983009338379,4.32843290056501,4.34470987319946,NA,-0.0633736774325371,-0.0941067188978195,0.805054441094398,0.362171392887831,NA,-6.33736774325371,-2.35266797244549,11.50077772992,9.05428482219577,NA,0,0.7,0.4375,NA,1,1,0.625,5,94.6920043945313,4.02262191772461,0,0,106.943,3,0.6,"2024-08-11",0
"Caleb Ferguson",19349,"2024-08-09","@BOS",21,2024,"HOU","A",27,0,0,0,1,0,0,0,0,0,1,0,0.1,3,1,0,0,0,1,0,0,0,0,1,27.000028163224,27.000028163224,27.000028163224,1,0,0,1,0,0,0,0,0,0,0.33333333,0.33333333,0,6.88572907925689,0,0.5,6.00000625849423,1,1,6.16648290753691,-6.16648290753691,6.16648290753691,0,152.982643752108,151.56163866777,1,0,1,0,0,0,0,0,7,6,13,-0.0405959971249104,-0.150183990597725,0.109587997198105,-0.238000005483627,-0.0229287091642618,2.15893340110779,0.555199980735779,1.11039996147156,3.03679990768433,1,1,-0.0574632324278355,0.0386595041126962,0,0,0.16666667,94,0.83333333,83.3,0.07692308,0.0328924097120762,-0.510051131248474,1.64462048560381,-5.10051131248474,0.22222222,0.33333333,0.25,0.5,1,0.66666667,0.25,NA,0.07692308,0,1,0,0,0,1,1,0,1,0,0,0,1,3.85278360256281,56.91353,58.2179,53.39976,20,46.29189,20,NA,NA,NA,NA,NA,NA,48.43607,53.51761,20,35.51494,52.88939,20,1.02531,5.61506,88.8,106.88,105.02,77.26,23.24,17.54,NA,NA,NA,NA,NA,NA,91.24,24.72,45.72,87.4866666666667,72.4,75.615,0.16666667,0.25,NA,NA,0.58333333,93.6499938964844,90.3333333333333,NA,NA,80.3142874581473,5.61590099334717,0.656397898991903,NA,NA,-4.82512937273298,7.96342849731445,4.90788904825846,NA,NA,-5.36762619018555,0.0331650711596012,-0.202888585627079,NA,NA,-0.319213416427374,1.65825355798006,-6.76295285423597,NA,NA,-4.5601916632482,0.28571429,0.2,0.25,0.5,1,0.66666667,0.41666667,19.11111111,0.58333333,0.16666667,0.25,NA,NA,80.2862723214286,93.6348495483398,90.2913614908854,NA,NA,-5.76655142647879,4.58657503128052,-0.275872647762299,NA,NA,-6.41035461425781,7.08988475799561,4.12101682027181,NA,NA,-0.319213416427374,0.0331650711596012,-0.174563612788916,NA,NA,-4.5601916632482,1.65825355798006,-5.81878709296385,NA,NA,0.25,0.25,0.25,0.5,1,0.66666667,0.33333333,1,93.1135025024414,6.55225229263306,0,0,93.1135,0,0,"2024-08-09",0
"Caleb Ferguson",19349,"2024-08-05","@TEX",21,2024,"HOU","A",27,0,1,13.500014081612,1,0,0,0,0,0,0,1,0.2,3,1,2,1,1,0,0,0,0,0,2,27.000028163224,0,13.500014081612,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,13.500014081612,0.333333333333333,1.50000156462356,0,2.5,16.6664938599018,-3.1664797782898,-0.565511505147663,340.130345473129,416.646482962307,-15.914020822374,0,0,0,1,0,1,0,0,4,8,12,-0.559364020824432,-0.858672022819519,0.299308001995087,-0.991999983787537,-0.103011429309845,4.7542667388916,4.35640001296997,4.35640001296997,NA,0,1,-0.105910867452621,-0.0117442940149998,0,1,0.33333333,93.75,0.66666667,84.125,NA,-1.34930157661438,0.471520364284515,-33.7325394153595,5.89400455355644,0.33333333,0.66666667,0.5,0.5,0.75,0.66666667,0.5,0.66666667,0.16666667,1,0,0,0,0,1,1,1,0,0,0,0,1,14.3927108666778,59.39215,50.69525,62.39446,52.67587,60.45026,46.11043,NA,NA,NA,NA,NA,NA,58.73373,51.46637,67.14117,56.00821,50.90633,60.05026,-0.24786,3.7053,105.04,103.78,95.64,88.02,123.98,119.84,NA,NA,NA,NA,NA,NA,94.28,99.56,98.26,96.6766666666667,109.458333333333,104.361666666667,0.33333333,0.25,NA,NA,0.41666667,93.8000030517578,89.5333353678385,NA,NA,80.6599975585937,5.02845573425293,-0.946573575337728,NA,NA,-4.1414852142334,9.15695095062256,4.42384656270345,NA,NA,-6.64140167236328,-1.34934438019991,0.0590896233916283,NA,NA,0.417025584727526,-33.7336095049977,1.96965411305428,NA,NA,8.34051169455051,0.2,0.71428571,0.5,0,0.8,0.66666667,0.58333333,20.22222222,0.41666667,0.33333333,0.25,NA,NA,80.8593444824219,94.0186462402344,89.7201029459635,NA,NA,-4.63271408081055,4.42965745925903,-1.63865995407104,NA,NA,-8.1139404296875,8.21622276306152,3.21818351745605,NA,NA,0.417025584727526,-1.34934438019991,0.0590896233916283,NA,NA,8.34051169455051,-33.7336095049977,1.96965411305428,NA,NA,0.2,0.71428571,0.5,0,0.8,0.66666667,0.58333333,1,104.247985839844,33.3053817749023,1,1,104.248,1,1,"2024-08-05",0
"Caleb Ferguson",19349,"2024-08-03","TBR",21,2024,"HOU","H",27,0,0,9,1,0,0,0,0,0,0,0,2,9,4,2,2,0,0,0,0,0,0,2,9,0,18,2,0,0,5,1,1,1,0,0,0,0.22222222,0,0.22222222,1.55388958233395,0,0.444444444444444,2,0.571428571428571,0.5,1.1664797782898,7.8335202217102,1.92248398140073,226.753327126354,27.4284869896923,45.9812600371998,5,0.142857142,0.714285714,0.142857142,1,0,0,0,11,18,29,-0.0103159984573722,-0.0265620015561581,0.0162460021674633,-1.0460000038147,-0.110863797366619,0.120022222399712,0.180299997329712,0.238999992609024,NA,0,1,-0.0198320094496012,-0.0661187274315797,0,0,0.34482759,93.9,0.65517241,84.68421053,NA,-0.793066680431366,0.4490926861763,-7.93066680431366,2.36364571671737,0.21428571,0.6,0.4137931,1,1,1,0.51724138,0.66666667,0,3,2,2,1,3,3,7,0.42857143,0.28571429,0.28571429,0.14285714,0.42857143,0.42857143,1.01432658559979,48.69814,49.56092,52.56299,53.78961,53.61343,55.5235,NA,NA,NA,NA,NA,NA,68.48502,59.81309,66.56716,55.72164,50.48623,60.42348,-0.23005,3.73202,89.5,108.5,96.58,90.24,114.3,113.64,NA,NA,NA,NA,NA,NA,100.58,123,126.86,93.1937931034483,115,111.86,0.34482759,0.31034483,NA,NA,0.34482759,93.5799987792969,88.9333360460069,NA,NA,80.5400024414062,4.79476203918457,-0.784295082092285,NA,NA,-4.88039703369141,8.92738494873047,4.40168889363607,NA,NA,-5.79148788452148,-0.841202989220619,1.0056502558291,NA,NA,-0.550312139093876,-8.41202989220619,11.1738917314344,NA,NA,-5.50312139093876,0.09090909,0.61111111,0.4137931,1,1,1,0.62068966,18.35,0.34482759,0.34482759,0.31034483,NA,NA,80.5353698730469,93.6015930175781,88.9259304470486,NA,NA,-5.3665470123291,4.19688720703125,-1.50628206464979,NA,NA,-7.40944061279297,7.85030670166016,3.04402775234646,NA,NA,-0.550312139093876,-0.841202989220619,1.0056502558291,NA,NA,-5.50312139093876,-8.41202989220619,11.1738917314344,NA,NA,0.08333333,0.64705882,0.4137931,0,1,0.91666667,0.5862069,7,87.3326764787946,8.88674109322684,0,0,103.025,3,0.42857143,"2024-08-03",0
"Caleb Ferguson",19349,"2024-07-28","@BOS",9,2024,"NYY","A",27,0,0,0,1,0,0,0,0,0,0,0,1.1,7,1,0,0,0,1,0,0,0,0,2,13.5000032186516,6.75000160932579,6.75000160932579,2,0,0,3,0,1,0,0,0,0,0.28571429,0.14285714,0.14285714,2.95509642536569,0,0.166666666666667,1.50000035762795,0.25,1,2.41647959947582,-2.41647959947582,2.41647959947582,0,56.6393550929746,58.2706704036851,3,0.25,0.75,0,0,0,1,6.75000160932579,6,13,19,0.00599199999123812,-0.00939200073480606,0.0153840007260442,0.66100001335144,0.0636801496148109,0.111771427094936,0.0945333391427994,0.0868000015616417,NA,0,1,-0.0458293408155441,0.0994387483982945,0,0,0.26315789,93.6,0.73684211,83,NA,-0.152844876050949,0.0116073079407215,-3.05689752101898,0.0829093424337251,0.5,0.57142857,0.52631579,0.33333333,1,0.6,0.36842105,0.85714286,0.21052632,3,1,0,1,3,0,4,0.75,0.25,0,0.25,0.75,0,3.45233216532237,58.13295,47.99091,58.46216,31.18923,47.0989,20,NA,NA,NA,NA,NA,NA,80,66.66072,80,57.02373,46.20471,57.0345,-0.31095,3.61067,92.92,104.52,98.24,98.68,71.2,62.46,NA,NA,NA,NA,NA,NA,113.84,158.46,153.98,98.84,107.107368421053,100.558947368421,0.26315789,0.21052632,NA,NA,0.52631579,93.6,88.4250030517578,NA,NA,80.6299987792969,5.23762817382813,-0.930976092815399,NA,NA,-4.76102752685547,9.10685729980469,2.38244295120239,NA,NA,-6.65062103271484,-0.159005891531706,0.236778602004051,NA,NA,-0.22955884411931,-3.18011783063412,5.91946505010128,NA,NA,-2.2955884411931,0.45454545,0.625,0.52631579,0.2,1,0.6,0.42105263,18.41666667,0.52631579,0.26315789,0.21052632,NA,NA,80.6342712402344,93.6365417480469,88.4208221435547,NA,NA,-5.35626602172852,4.78689994812012,-1.71114218235016,NA,NA,-8.20982894897461,8.28680191040039,1.2685534954071,NA,NA,-0.22955884411931,-0.159005891531706,0.236778602004051,NA,NA,-2.2955884411931,-3.18011783063412,5.91946505010128,NA,NA,0.5,0.55555556,0.52631579,0.2,1,0.6,0.47368421,4,87.3070678710938,-9.36733245849609,0,0,99.5169,2,0.5,"2024-07-28",0
