"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CH%","CHv","XX%","wFB","wSL","wCT","wCH","wFB/C","wSL/C","wCT/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSI%","piSL%","pivCH","pivFA","pivSI","pivSL","piCH-X","piFA-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwSI","piwSL","piwCH/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Ryan Weathers",23796,"2024-09-29","@TOR",20,2024,"MIA","A",24,1,0,1.42105270290639,1,1,1,0,0,0,0,0,6.1,24,3,1,1,0,2,0,0,0,0,6,8.52631621743836,2.84210540581279,4.26315810871918,3,0.2,0,5,8,3,1,1,0,0,0.25,0.08333333,0.16666667,4.06161449692064,0,0.136363636363636,0.789473723836885,0.1875,0.8,2.21911130968553,-0.798058606779141,4.12901676077777,33.650315456176,55.3977134196786,101.570161053953,0.625,0.1875,0.3125,0.5,0.125,0,3,4.26315810871918,40,57,97,0.31453201174736,-0.266853988170624,0.581386029720306,2.69700002670288,0.284944534301758,1.2059999704361,1.04948568344116,0.910000026226044,1.43959999084473,1,1,0.253284394741058,0.00752159154236065,0,0,0.48453608,95.23404255,0.29896907,83.37931034,NA,NA,0.21649485,87.28571429,NA,1.62938797473907,1.00616955757141,NA,-0.218305483460426,3.46678292497675,3.46955019852211,NA,-1.03954992124013,0.25862069,0.74358974,0.45360825,0.8,0.79310345,0.79545455,0.40206186,0.54166667,0.09278351,6,9,1,3,9,4,16,0.375,0.5625,0.0625,0.1875,0.5625,0.25,2.16959932949984,71,49.71341,48.68206,47.29678,50.74123,57.57343,44.61747,79.77037,52.91497,80,57.94214,54.84496,54.25841,59.32942,55.46425,57.29895,-0.45419,3.39581,93.92,104.78,107.24,88.46,80.1,73.04,90.88,151.32,156.34,108.975333333333,113.02,115.642,96.3857142857143,108.072448979592,108.208979591837,0.29896907,0.18556701,0.29896907,0.21649485,95.5758603852371,94.3944430881076,83.2827569369612,87.2238071986607,7.01580968396417,10.8113615247938,-4.64281647780846,8.31743876139323,8.55598975872171,6.07066811455621,0.406383152665763,1.32257952008929,-0.306460250169039,1.94740666076541,0.997904617339373,-0.179928556084633,-1.05675948334151,10.8189258931412,3.44105040461853,-0.856802648022061,0.19230769,0.75555556,0.45360825,0.7,0.82352941,0.79545455,0.46391753,17.66666667,0.21649485,0.29896907,0.18556701,0.29896907,87.1133800688244,95.4921369881466,94.3053114149306,83.1771534886853,7.38499523344494,5.89898944723195,9.95814259847005,-6.05257494696255,0.139000790459769,7.58241008890086,4.99557113647461,-1.14134505699421,-0.179928556084633,-0.306460250169039,1.94740666076541,0.997904617339373,-0.856802648022061,-1.05675948334151,10.8189258931412,3.44105040461853,0.19607843,0.73913043,0.45360825,0.7,0.82352941,0.79545455,0.4742268,16,87.3876953125,22.3318996429443,0,0,99.6621,4,0.25,"2024-09-29",0
"Ryan Weathers",23796,"2024-09-24","@MIN",20,2024,"MIA","A",24,1,0,1.8,1,1,0,0,0,0,0,0,5,23,6,1,1,0,2,0,1,0,0,2,3.6,3.6,10.8,1,0.25,0,4,11,3,2,1,0,0,0.08695652,0.08695652,0,6.93245120418493,0,0.3,1.6,0.333333333333333,0.88888889,4.1664797782898,-2.3664797782898,7.4928982719779,42.6237307717268,102.441825660649,182.860791862411,0.363636363,0.166666666,0.222222222,0.611111111,0.181818181,0,4,7.2,36,46,82,0.16168001294136,-0.356340020895004,0.518020033836365,1.41999995708466,0.148846954107285,1.1177738904953,0.858799993991852,0.870000004768372,1.03039991855621,1,1,-0.00101425964385271,0.145658909439455,0,0,0.47560976,95.71794872,0.19512195,84,NA,NA,0.32926829,86.88888889,NA,-2.17059230804443,0.48034080862999,NA,1.40964615345001,-5.56562130267803,3.00213005393744,NA,5.22091167944449,0.25925926,0.75,0.42682927,0.85714286,0.95238095,0.91428571,0.34146341,0.52173913,0.03658537,8,5,5,5,10,3,18,0.44444444,0.27777778,0.27777778,0.27777778,0.55555556,0.16666667,3.61939998483786,53,55.37858,49.85054,54.1425,36.13665,54.95927,34.73719,20,28.93562,20,60.51109,54.34616,58.75613,42.26422,53.92954,42.17237,0.60601,4.98611,101.94,125.54,129.56,83.78,83.3,70.68,74.42,-110.7,-114.56,110.2,112.22,112.92,94.8004878048781,100.485365853659,96.050243902439,0.46341463,0.01219512,0.19512195,0.32926829,95.6447368421053,94.5999984741211,83.8625030517578,86.84814453125,6.98296235737048,9.82834529876709,-5.21965932846069,7.681884765625,8.49161810623972,6.08069372177124,0.522419512271881,1.3014240971318,-2.12671035155654,-0.0998305231332779,0.467042107135057,1.47014908492565,-5.59660618830668,-9.98305231332779,2.91901316959411,5.44499661083575,0.26086957,0.63888889,0.42682927,0.75,1,0.91428571,0.43902439,17.76271186,0.32926829,0.46341463,0.01219512,0.19512195,86.7676142939815,95.5736662212171,94.5269012451172,83.781608581543,6.70536917227286,5.89969273617393,8.64095973968506,-6.63671064376831,0.125154186178137,7.62218595805921,4.74434995651245,-0.714074552059174,1.47014908492565,-2.12671035155654,-0.0998305231332779,0.467042107135057,5.44499661083575,-5.59660618830668,-9.98305231332779,2.91901316959411,0.24444444,0.64864865,0.42682927,0.81818182,0.95833333,0.91428571,0.45121951,18,86.2478162977431,23.6219160291884,1,0.05555556,111.627,4,0.22222222,"2024-09-24",0
"Ryan Weathers",23796,"2024-09-18","LAD",20,2024,"MIA","H",24,0,1,10.3846161464263,1,1,0,0,0,0,0,0,4.1,22,8,6,5,3,0,0,0,0,0,5,10.3846161464263,0,16.6153858342821,5,0.2,0,5,8,4,0,1,0,0,0.22727273,0,0.22727273,3.59241710293638,6.23076968785577,0.363636363636364,1.8461539815869,0.357142857142857,0.52631579,9.85878796154229,0.525828184883995,3.65018764064553,245.906157107223,239.95539302115,89.9989088872492,0.625,0.235294117,0.294117647,0.470588235,0,0.375,0,0,26,48,74,-0.279019981622696,-0.549579977989197,0.270559996366501,-4.08879995346069,-0.406845778226852,0.677913069725037,0.740800023078918,0.870000004768372,0.171999990940094,1,1,-0.305691570043564,-0.105895098046295,0,0,0.52702703,95.82051282,0.2027027,84,NA,NA,0.27027027,87.55,NA,-4.6647162437439,-0.22289514541626,NA,0.945447981357574,-11.9608108813946,-1.4859676361084,NA,4.72723990678787,0.37209302,0.61290323,0.47297297,0.5,0.78947368,0.65714286,0.41891892,0.54545455,0.16216216,4,5,8,6,8,3,17,0.23529412,0.29411765,0.47058824,0.35294118,0.47058824,0.17647059,9.7394883667735,19,52.6986,51.69927,47.60438,33.20457,63.01782,28.07509,66.55788,56.43918,72.63799,70.86293,51.76104,74.22923,49.36401,57.91456,49.6186,0.16492,4.32447,109.08,111.72,117.5,91.64,69.22,63.56,91,122.9,124.28,110.96,126,130.56,100.174594594595,100.195405405405,100.745405405405,0.37837838,0.14864865,0.2027027,0.27027027,96.0178571428571,94.8545476740057,83.8600016276042,87.4400024414062,6.60213797433036,10.4763086492365,-6.18466339111328,7.85139846801758,9.24086761474609,7.06386358087713,-1.50156033833822,1.389794921875,-2.72211662307382,-1.97311086207628,-0.22857441008091,0.954707354307175,-9.72184508240649,-17.9373714734208,-1.5238294005394,4.77353677153587,0.31428571,0.61538462,0.47297297,0.36363636,0.79166667,0.65714286,0.52702703,17.11538462,0.27027027,0.37837838,0.14864865,0.2027027,87.2890441894531,95.8760550362723,94.7324773615057,83.7147786458333,7.43334808349609,6.00257873535156,10.0191712812944,-6.78458658854167,-0.381010866165161,7.7317008972168,5.49091616543857,-3.51245269775391,0.954707354307175,-2.72211662307382,-1.97311086207628,-0.22857441008091,4.77353677153587,-9.72184508240649,-17.9373714734208,-1.5238294005394,0.30555556,0.63157895,0.47297297,0.36363636,0.79166667,0.65714286,0.51351351,17,86.4977237477022,22.7682028377757,3,0.17647059,110.056,6,0.35294118,"2024-09-18",0
"Ryan Weathers",23796,"2024-06-07","CLE",20,2024,"MIA","H",24,0,0,7.71428676527388,1,1,0,0,0,0,0,0,2.1,9,4,2,2,1,0,0,0,0,0,3,11.5714301479108,0,15.4285735305478,3,0,0,3,2,1,0,0,0,0,0.33333333,0,0.33333333,2.12013649455749,3.85714338263694,0.444444444444444,1.71428594783864,0.6,0.76923077,6.16648018700741,1.54780657826646,1.89105823843186,182.673156766072,150.757409088543,47.488273984227,1.5,0.166666666,0.5,0.333333333,0,0.5,0,0,15,25,40,-0.0915599912405014,-0.288980007171631,0.197420030832291,-0.710799932479858,-0.0707263648509979,0.868363618850708,0.930000007152557,0.870000004768372,0.522000014781952,1,1,-0.0670820623636246,-0.0383576281679553,0,0,0.5,94.85,0.3,82.08333333,NA,NA,0.2,84.375,NA,-0.813093841075897,0.870633542537689,NA,-1.9744713306427,-4.06546920537949,7.25527952114741,NA,-24.6808916330338,0.36,0.8,0.525,0.44444444,0.91666667,0.71428571,0.375,0.55555556,0.15,4,1,1,1,3,2,6,0.66666667,0.16666667,0.16666667,0.16666667,0.5,0.33333333,6.24311909725161,37,41.58554,63.56841,27.88107,48.30683,61.86458,37.43934,67.31239,57.82578,54.03297,28.67669,56.15028,20,40.21262,62.3429,25.71499,0.73346,5.17728,111.54,90.26,98.5,100.74,94.62,94.54,93.16,88.54,87.16,121.3,80.88,87.7,107.9855,88.3275,91.7185,0.4,0.1,0.325,0.175,95.0687484741211,93.7750015258789,82.1538461538462,84.8142874581473,9.2357931137085,10.5748767852783,-3.19684542142428,9.07499858311244,8.48911762237549,6.01267099380493,1.49866779033954,-0.0237939315182822,-0.904669251292944,0.0808911807835102,0.846252460032701,-1.9495150744915,-5.6541828205809,2.02227951958776,6.50963430794386,-27.8502153498786,0.38461538,0.78571429,0.525,0.4,1,0.71428571,0.35,18.13333333,0.2,0.325,0.175,0.3,84.6524658203125,95.6732083834135,94.1619175502232,82.5355173746745,7.8692512512207,8.07864027756911,9.87293570382255,-5.18062496185303,-1.58190512657166,7.35299682617188,5.60160173688616,0.0246023312211037,-1.98456377908587,-0.466624438762665,-0.357153631746769,0.881301164627075,-24.8070472385734,-3.58941875971281,-5.10219473923956,7.34417637189229,0.41666667,0.6875,0.525,0.4,1,0.71428571,0.4,6,83.3882802327474,7.45840708414714,1,0.16666667,104.582,3,0.5,"2024-06-07",0
"Ryan Weathers",23796,"2024-06-01","TEX",20,2024,"MIA","H",24,0,1,6,1,1,0,0,0,0,0,0,6,27,9,4,4,0,0,0,0,0,0,11,16.5,0,13.5,11,0.111111111,1,9,3,3,0,1,1,1,0.40740741,0,0.40740741,1.31071948516931,0,0.333333333333333,1.5,0.5625,0.55555556,-0.500186888376871,6.50018688837687,0.255817314734062,142.079102572423,-10.2945126324391,7.97149380971543,3,0.2,0.6,0.2,0,0,0,0,33,63,96,-0.160079956054688,-0.43217995762825,0.272100001573563,-0.867799997329712,-0.086348257958889,0.776074111461639,0.683000028133392,0.870000004768372,0.221999987959862,1,1,-0.0212100520730019,-0.185058851489825,0,0,0.44791667,94.90697674,0.16666667,83.4375,NA,NA,0.38541667,85.78378378,NA,-2.47100257873535,-0.524425089359283,NA,2.31105923652649,-5.74651762496593,-3.27765680849552,NA,6.24610604466619,0.39655172,0.68421053,0.51041667,0.47826087,0.69230769,0.59183673,0.39583333,0.55555556,0.20833333,7,5,4,2,8,6,16,0.4375,0.3125,0.25,0.125,0.5,0.375,0.598230237479876,57,64.83212,53.65507,61.96633,44.70752,54.51397,39.37855,46.87098,51.86647,45.78601,41.74213,57.8483,43.66394,52.63341,56.23623,50.64214,-0.03819,4.01981,103.62,125.3,128.32,96.66,91.92,75.98,91.82,95.64,101.38,115.34,88.64,95.72,101.650736842105,105.033894736842,104.234947368421,0.22916667,0.21875,0.16666667,0.38541667,95.2454501065341,94.480951218378,83.4000015258789,85.7351338154561,8.99024061723189,10.564938499814,-4.69057178497314,9.40480907543285,8.4725341796875,6.63805498395647,1.16026377677917,1.14100750072582,-0.655365720391273,-1.84756355732679,-0.531848311424255,2.32153757661581,-2.97893509268761,-8.79792170155616,-3.3240519464016,6.27442588274543,0.39622642,0.65116279,0.51041667,0.42857143,0.71428571,0.59183673,0.44791667,16.71014493,0.38541667,0.28125,0.16666667,0.16666667,86.0991870777027,95.7033962673611,94.4855575561523,83.7787246704102,8.44855561127534,8.10665497956453,9.98915100097656,-5.73417329788208,-0.456922788877745,6.72329090259693,5.26258659362793,-0.536348938941956,2.32153757661581,-1.14041098952293,-1.36251828819513,-0.531848311424255,6.27442588274543,-4.2237444056405,-8.51573930121958,-3.3240519464016,0.39215686,0.66666667,0.52083333,0.45,0.7,0.6,0.46875,16,94.6923909505208,2.22455571492513,1,0.0625,107.608,9,0.5625,"2024-06-01",0
"Ryan Weathers",23796,"2024-05-26","@ARI",20,2024,"MIA","A",24,1,0,0,1,1,1,0,0,0,0,0,6,23,4,0,0,0,1,0,0,0,0,7,10.5,1.5,6,7,0.1,0,10,2,3,0,1,0,0,0.30434783,0.04347826,0.26086957,2.11631509012604,0,0.181818181818182,0.833333333333333,0.266666666666667,1,1.33314644495646,-1.33314644495646,1.83714924703042,0,33.9947631255599,46.1855241986951,5,0.2,0.666666666,0.133333333,0,0,3,4.5,32,60,92,0.358199954032898,-0.146219938993454,0.504419922828674,3.06599998474121,0.309696972370148,1.07695651054382,1.05666673183441,0.870000004768372,1.08600008487701,1,1,0.288604617118835,0.0439993000551461,0,0,0.52747253,95.54166667,0.1978022,83.72222222,NA,NA,0.27472527,86.6,0.01086957,0.62613582611084,0.773212134838104,NA,0.785259664058685,1.30444963773092,4.2956229713228,NA,3.14103865623474,0.40983607,0.76666667,0.52747253,0.68,0.82608696,0.75,0.32967033,0.65217391,0.13043478,5,8,2,3,8,4,15,0.33333333,0.53333333,0.13333333,0.2,0.53333333,0.26666667,1.7809805394972,73,52.65609,53.38211,46.08838,60.75749,59.20326,64.05855,76.12007,49.57043,75.98882,61.77108,65.04804,51.58353,63.96974,58.2212,62.12764,-0.74248,2.96337,111.48,101.46,105.1,94.74,108.28,101.62,79.58,139.4,137.12,142.56,121.28,136.16,105.799120879121,115.133406593407,116.43010989011,0.31868132,0.20879121,0.1978022,0.27472527,96.2379276670259,94.4421065481086,83.7222222222222,86.48400390625,8.66055350468076,10.9350473504317,-4.46255450778537,8.97021362304688,8.66556364914467,6.24084834048623,1.85696623060438,1.45579193115234,0.470516126602888,0.176804382354021,0.780349388718605,0.792146742343903,1.62246940207892,0.930549380810637,4.33527438177003,3.16858696937561,0.38461538,0.71794872,0.52747253,0.65,0.82142857,0.75,0.42857143,18.47826087,0.27472527,0.31868132,0.20879121,0.1978022,86.220576171875,96.0092099946121,94.2073139391447,83.4557766384549,8.30126403808594,7.74127407731681,10.3210256476151,-5.64051903618707,-0.0559294080734253,7.5357402933055,5.02563878109581,0.271639320585463,0.792146742343903,0.470516126602888,0.165998611599207,0.780349388718605,3.16858696937561,1.62246940207892,0.873676903153721,4.33527438177003,0.38461538,0.71794872,0.52747253,0.65,0.82142857,0.75,0.42857143,15,86.1394775390625,-0.661509323120117,1,0.06666667,108.64,5,0.33333333,"2024-05-26",0
"Ryan Weathers",23796,"2024-05-20","MIL",20,2024,"MIA","H",24,0,0,1.28571428571429,1,1,1,0,0,0,0,0,7,27,2,2,1,1,3,0,1,0,0,8,10.2857142857143,3.85714285714286,2.57142857142857,2.66666667,0,0,8,5,1,0,0,1,0,0.2962963,0.11111111,0.18518519,3.65652195255395,1.28571428571429,0.0869565217391304,0.714285714285714,0.0714285714285714,0.86956522,4.45219406400408,-3.1664797782898,3.67505721130541,30.4455219798049,109.344050454104,90.5999000577604,1.6,0.071428571,0.571428571,0.357142857,0,0.2,1,1.28571428571429,38,56,94,0.0922799929976463,-0.356299966573715,0.448579967021942,1.65420007705688,0.164597004652023,0.86613792181015,0.952857136726379,0.870000004768372,0.927999973297119,1,1,0.0579612776637077,0.048580637513946,0,0,0.56382979,95.05660377,0.23404255,83.31818182,NA,NA,0.20212766,85.47368421,NA,0.699401140213013,0.673443198204041,NA,0.218164920806885,1.31962479285474,3.061105446382,NA,1.14823642529939,0.24137931,0.66666667,0.40425532,0.42857143,0.83333333,0.68421053,0.38297872,0.62962963,0.12765957,6,6,3,4,6,5,15,0.4,0.4,0.2,0.26666667,0.4,0.33333333,3.92520025035779,68,62.80783,52.45633,60.93597,48.5439,56.25084,43.49118,31.36889,58.86113,20,33.37495,55.74471,26.86711,43.99491,56.24246,36.40121,0.49848,4.82481,105.94,134.88,137.34,89.58,94,86.76,78.44,52.02,52.72,115.198333333333,45.4133333333333,49.075,96.9016666666667,81.1983333333333,80.2577083333333,0.39361702,0.17021277,0.23404255,0.20212766,95.4243230046453,94.0562515258789,83.2999988902699,85.4052605879934,9.04399974926098,11.6482152938843,-5.02338513461026,9.67136342901933,8.06869506835938,6.0981240272522,0.799083102833141,2.44678698087993,0.5402497574687,0.156517885625362,0.657582644373178,0.22602117434144,1.46013447964514,0.978236785158515,2.98901201987808,1.18958512811284,0.24528302,0.6097561,0.40425532,0.30769231,0.88,0.68421053,0.43617021,16.76119403,0.20212766,0.27659574,0.28723404,0.23404255,85.5904027035362,95.8050912710337,94.6505353009259,83.5068969726562,8.84935238486842,7.74273681640625,10.1312990541811,-6.29252485795455,0.908861862985711,7.40590550349309,4.82391244393808,-1.15988557988947,0.22602117434144,-0.128583747893572,0.825351390987635,0.657582644373178,1.18958512811284,-0.494552876513738,3.05685700365791,2.98901201987808,0.24528302,0.6097561,0.40425532,0.30769231,0.88,0.68421053,0.43617021,15,88.2366768973214,1.59501607077462,1,0.06666667,110.311,5,0.33333333,"2024-05-20",0
"Ryan Weathers",23796,"2024-05-14","@DET",20,2024,"MIA","A",24,0,0,0,1,1,1,0,0,0,0,0,8,26,3,0,0,0,0,0,0,0,0,4,4.5,0,3.375,4,0,0,15,6,1,1,0,0,0,0.15384615,0,0.15384615,3.12035631294487,0,0.115384615384615,0.375,0.136363636363636,1,2.1664797782898,-2.1664797782898,3.3004860829562,0,54.1262521064686,81.5481177031315,2.5,0.045454545,0.681818181,0.272727272,0.166666666,0,0,0,32,65,97,0.539247989654541,-0.0953560099005699,0.634603977203369,3.83999991416931,0.405063301324844,1.00001537799835,1.20525002479553,0.870000004768372,2.23839998245239,1,1,0.517996191978455,0.0212435052489111,0,0,0.60824742,96.11864407,0.18556701,83.33333333,NA,NA,0.20618557,86.3,NA,3.39356088638306,0.695115625858307,NA,0.646462321281433,5.75179811251366,3.86175347699059,NA,3.23231160640717,0.33898305,0.84210526,0.53608247,0.8,0.96875,0.90384615,0.39175258,0.5,0.05154639,11,4,7,3,12,7,22,0.5,0.18181818,0.31818182,0.13636364,0.54545455,0.31818182,0.775904973068357,86,38.25772,50.48759,29.4934,78.85205,60.44824,80,56.00642,38.02171,54.36688,40.08655,57.54373,29.97017,61.53788,54.40497,57.12466,-0.59139,3.19001,105.64,73.9,78.54,94.5,127.6,120.86,75.98,139.8,136.4,119.144210526316,95.3568421052632,104.447368421053,98.7167346938776,112.25693877551,111.419795918367,0.45360825,0.15463918,0.18556701,0.20618557,96.4113658558239,94.8799967447917,83.2444458007812,86.2900024414062,7.28319272128018,10.0051696777344,-5.47799385918511,8.47000350952148,8.79965209960938,5.69580637613932,0.96548408932156,2.04580039978027,1.95595336705446,1.52509275078773,0.702274780720472,0.650588970631361,4.44534856148741,10.1672850052516,3.90152655955818,3.25294485315681,0.28571429,0.79166667,0.53608247,0.71428571,0.97368421,0.90384615,0.49484536,15.88732394,0.20618557,0.45360825,0.15463918,0.18556701,86.5241638183594,96.6405695134943,95.1180989583333,83.4660780164931,7.68414916992188,6.34186415238814,9.27806701660156,-6.89938057793511,0.813654327392578,7.88204678622159,4.62820587158203,-0.406563493940565,0.650588970631361,1.95595336705446,1.52509275078773,0.702274780720472,3.25294485315681,4.44534856148741,10.1672850052516,3.90152655955818,0.26086957,0.78431373,0.53608247,0.75,0.95,0.90384615,0.5257732,22,90.9812344637784,8.03104608709162,1,0.04545455,110.117,9,0.40909091,"2024-05-14",0
"Ryan Weathers",23796,"2024-05-08","@LAD",20,2024,"MIA","A",24,0,1,4.5,1,1,1,0,0,0,0,0,6,23,5,3,3,1,1,0,0,1,1,3,4.5,1.5,7.5,3,0,0,8,5,6,0,0,0,0,0.13043478,0.04347826,0.08695652,4.66416953755374,1.5,0.227272727272727,1,0.222222222222222,0.65217391,4.83314644495646,-0.333146444956462,3.92648678347468,106.559326929317,118.547016845376,96.6758776025963,1.6,0.315789473,0.421052631,0.263157894,0,0.2,1,1.5,36,61,97,-0.103540025651455,-0.494059979915619,0.390519946813583,-0.131999999284744,-0.0139682507142425,0.857039988040924,0.996666669845581,0.870000004768372,0.379999995231628,1,1,0.073202945291996,-0.194014140914423,0,0,0.60824742,95.88135593,0.20618557,82.95,NA,NA,0.18556701,86.27777778,NA,1.58397912979126,0.00898274406790733,NA,-0.881061673164368,2.68471038947671,0.0449137203395367,NA,-4.89478707313538,0.27272727,0.64285714,0.43298969,0.73333333,0.88888889,0.83333333,0.43298969,0.60869565,0.07216495,6,9,4,5,10,4,19,0.31578947,0.47368421,0.21052632,0.26315789,0.52631579,0.21052632,7.34101565439785,52,36.35496,50.51625,35.54331,69.29726,62.26703,71.42144,45.40401,43.83584,48.25937,35.61144,52.10082,26.48608,52.00223,54.80727,51.35837,0.00102,4.07862,91.6,70.5,68.12,96.78,121.96,119.7,87.78,127.26,132.76,115.74,77.02,89.16,97.8723711340206,104.237525773196,106.524329896907,0.43298969,0.17525773,0.20618557,0.18556701,96.1500011625744,94.9705882352941,82.9150024414062,86.1555582682292,7.79345339820498,10.1747463450712,-4.93225326538086,7.65075174967448,8.69318353562128,5.56639323515051,1.15773620605469,1.77641158633762,0.583680674433708,1.10413038730621,0.004779152572155,-0.875360727310181,1.38971589150883,6.49488463121302,0.023895762860775,-4.86311515172323,0.23255814,0.59259259,0.43298969,0.6,0.90625,0.83333333,0.55670103,15.97222222,0.18556701,0.43298969,0.17525773,0.20618557,86.1303304036458,96.1404622395833,94.9680391199448,82.8982421875,7.18497806125217,7.13665335518973,9.82704162597656,-6.02449264526367,0.862947781880697,7.80159650530134,4.59120941162109,-0.0920625150203705,-0.875360727310181,0.583680674433708,1.10413038730621,0.004779152572155,-4.86311515172323,1.38971589150883,6.49488463121302,0.023895762860775,0.23255814,0.59259259,0.43298969,0.6,0.90625,0.83333333,0.55670103,19,89.7511050575658,3.77139683773643,2,0.10526316,107.46,6,0.31578947,"2024-05-08",0
"Ryan Weathers",23796,"2024-05-03","@OAK",20,2024,"MIA","A",24,0,1,4.5,1,1,1,0,0,0,0,0,6,24,5,3,3,1,0,0,1,0,0,5,7.5,0,7.5,5,0.125,0,8,7,2,0,1,1,0,0.20833333,0,0.20833333,3.50623082504616,1.5,0.217391304347826,0.833333333333333,0.235294117647059,0.65217391,4.1664797782898,0.333520221710204,3.76382291888197,106.559326929317,102.441825660649,92.7449876118352,1.142857142,0.117647058,0.470588235,0.411764705,0,0.142857142,0,0,30,69,99,-0.102127976715565,-0.407788008451462,0.305660039186478,-0.282000005245209,-0.0309210531413555,0.687083303928375,0.774066686630249,0.870000004768372,0.184799998998642,1,1,0.0021693620365113,-0.15080923748051,0,0,0.55555556,95.61818182,0.15151515,82.26666667,NA,NA,0.29292929,86.51724138,NA,0.577202498912811,-0.708017230033875,NA,0.209790110588074,1.04945908893238,-4.7201148668925,NA,0.723414174441634,0.36842105,0.71428571,0.51515152,0.66666667,0.86666667,0.78431373,0.42424242,0.625,0.11111111,5,6,7,4,9,5,18,0.27777778,0.33333333,0.38888889,0.22222222,0.5,0.27777778,3.75689236802419,56,59.76558,47.6672,62.76372,54.20392,57.59089,50.6448,50.02894,40.42019,58.78453,55.41239,49.7644,51.4129,55.8282,51.86566,57.3344,-0.23667,3.72209,101.24,125.02,115.3,93.42,108.62,98.82,74.42,129.56,113.6,100.6,89.18,87.32,95.4759183673469,111.993265306122,102.992244897959,0.48484848,0.07070707,0.15151515,0.29292929,95.8062540690104,94.2714320591518,82.213330078125,86.475863752694,8.34460322062174,11.036139351981,-5.72542317708333,7.96056181808998,8.51083183288574,5.17475455147879,0.702393341064453,2.235975068191,2.04476645961404,-1.44345616921782,-0.718987088650465,0.252496566623449,4.25993012419591,-20.6208024173975,-4.79324725766977,0.870677815942929,0.32608696,0.67924528,0.51515152,0.66666667,0.83333333,0.78431373,0.53535354,17.25333333,0.29292929,0.48484848,0.07070707,0.15151515,86.7282883216595,96.076171875,94.54345703125,82.4587158203125,7.79756059317753,7.90389506022135,10.7757699148996,-6.23549550374349,0.859716546946558,7.36044184366862,3.85340281895229,-0.824333953857422,0.252496566623449,2.04476645961404,-1.44345616921782,-0.718987088650465,0.870677815942929,4.25993012419591,-20.6208024173975,-4.79324725766977,0.33333333,0.66666667,0.51515152,0.66666667,0.83333333,0.78431373,0.54545455,18,91.6621596392463,9.32302138384651,2,0.11111111,108.294,8,0.44444444,"2024-05-03",0
