"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","wFB","wSL","wFB/C","wSL/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxvFA","pfxvSI","pfxvSL","pfxFA-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwSI","pfxwSL","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piSI%","piSL%","pivFA","pivSI","pivSL","piFA-X","piSI-X","piSL-X","piFA-Z","piSI-Z","piSL-Z","piwFA","piwSI","piwSL","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Chris Roycroft",31261,"2024-07-12","CHC",28,2024,"STL","H",27,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.2,4,2,2,2,0,0,0,0,0,0,0,0,0,27.000028163224,0,0,0,2,1,1,0,0,0,0,0,0,0,5.15272908401489,0,0.5,3.00000312924711,0.5,0,3.1664797782898,23.8335483849342,5.43449475334657,666.668513688417,79.6352116744142,133.117981382682,2,0.25,0.5,0.25,0,0,0,0,5,10,15,-0.00020800088532269,-0.0107800010591745,0.0105719994753599,7.45058059692383e-09,1.86264514923096e-09,0.19650000333786,0.241999998688698,0.241999998688698,0.51120001077652,1,1,-0.00711896829307079,0.00606043963256459,0,0,0.66666667,95.8,0.33333333,84,-0.57880836725235,0.112810999155045,-5.7880836725235,2.25621998310089,0.25,0.57142857,0.4,1,1,1,0.46666667,0.75,0,4,0,0,0,2,2,4,1,0,0,0,0.5,0.5,4.47205110321608,80,62.48088,80,58.99114,49.6726,65.17888,66.82376,55.06616,57.20105,74.94105,53.59594,78.41566,-1.42408,1.94097,77.36,148.62,136.08,115.26,98.24,110.06,107.63,119.32,128.99,105.76,116.337,123.428,0.2,0.46666667,0.33333333,95.1333312988281,95.8999982561384,83.9599975585938,-3.85512860616048,-10.4403555733817,6.78213653564453,5.80543518066406,1.56838621412005,-0.539388084411621,0.380103532224894,-0.969089221209288,0.114070102572441,12.6701177408298,-13.8441317315613,2.28140205144882,0.2,0.5,0.4,1,1,1,0.66666667,20.54545455,0.2,0.46666667,0.33333333,95.0362345377604,95.8504289899554,83.8858642578125,-3.46179644266764,-10.2819137573242,7.32940826416016,5.16185315450033,0.577000822339739,-1.39213695526123,0.380103532224894,-0.969089221209288,0.114070102572441,12.6701177408298,-13.8441317315613,2.28140205144882,0.25,0.45454545,0.4,1,1,1,0.73333333,4,85.8856201171875,-0.221896052360535,0,0,100.048,3,0.75,"2024-07-12",0
"Chris Roycroft",31261,"2024-07-10","KCR",28,2024,"STL","H",27,0,0,10.8000041198746,1,0,0,0,0,0,0,0,1.2,8,3,2,2,0,0,0,0,1,0,1,5.40000205993731,0,16.2000061798119,1,0,0,3,2,2,0,0,0,0,0.125,0,0.125,3.95430720901489,0,0.375,1.80000068664577,0.428571428571429,0.33333333,1.96647932052595,8.83352479934867,3.78089010013497,266.667229045062,50.1455038122606,93.1574283965535,1.5,0.285714285,0.428571428,0.285714285,0,0,0,0,8,19,27,-0.137387990951538,-0.183632001280785,0.0462440103292465,-1.26700007915497,-0.133649796247482,0.709911108016968,0.81360000371933,0.698400020599365,0.122800000011921,1,1,-0.0956912413239479,-0.0978372010402112,0,1,0.77777778,95.14285714,0.22222222,84.83333333,-0.0768806487321854,-0.331722319126129,-0.366098327296121,-5.52870531876882,0.35294118,0.8,0.51851852,0.83333333,1,0.92857143,0.37037037,0.75,0.03703704,1,3,3,0,6,1,7,0.14285714,0.42857143,0.42857143,0,0.85714286,0.14285714,3.65324291882567,24.33034,51.07371,29.98493,76.75197,74.79192,68.21076,76.13544,67.55623,69.5815,65.27669,63.99121,64.80235,-0.82367,2.84159,99.3,94.68,72.52,122.78,120.8,148.14,97.39,124.23,131.29,107.855151515152,115.715151515152,123.680606060606,0.2962963,0.48148148,0.22222222,94.5250015258789,95.5615422175481,84.8833363850911,-3.73838305473328,-11.1005601149339,5.50938161214193,4.92934656143188,0.138390137599065,1.66178194681803,0.0816280692815781,-0.157106507569551,-0.336717441678047,1.02035086601973,-1.20851159668886,-5.61195736130079,0.36363636,0.625,0.51851852,0.75,1,0.92857143,0.59259259,19.78947368,0.2962963,0.48148148,0.22222222,94.4441528320312,95.526620718149,84.8124186197917,-3.47129011154175,-11.0068629338191,6.23342514038086,4.51854133605957,-0.864791136521559,0.9084099928538,0.0816280692815781,-0.157106507569551,-0.336717441678047,1.02035086601973,-1.20851159668886,-5.61195736130079,0.38461538,0.64285714,0.51851852,0.8,1,0.92857143,0.51851852,7,92.3842250279018,8.93192073277065,0,0,104.864,3,0.42857143,"2024-07-10",1
"Chris Roycroft",31261,"2024-07-07","@WSN",28,2024,"STL","A",27,0,0,0,1,0,0,0,0,0,0,0,1.2,6,0,0,0,0,0,0,1,0,0,3,16.2000061798119,0,0,3,0,0,2,0,0,0,0,0,0,0.5,0,0.5,0.108729085015059,0,0,0,0,1,1.36647909164403,-1.36647909164403,1.36647909164403,0,35.4006498811838,34.811439318867,2,0,1,0,0,0,0,0,4,16,20,0.0133199999108911,-0.00136800005566329,0.0146880000829697,0.748999953269958,0.077777773141861,0.0901142880320549,0.18413333594799,0.165199995040894,NA,0,1,0.0666721016168594,0.0811401954314505,0,0,0.85,95.94117647,0.15,84.33333333,0.589536964893341,0.290118008852005,3.46786449937259,9.67060029506683,0.375,0.58333333,0.5,0,1,0.7,0.6,0.66666667,0.15,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,0.555606477325987,29.63956,40.94563,34.82177,68.56868,79.69389,59.22736,80,63.00144,80,65.15027,60.01858,65.25152,-0.81582,2.85336,96.24,45.26,24.48,136.28,103.64,139.84,117.04,123.79,135.67,122.55652173913,96.2052173913043,113.673913043478,0.25,0.6,0.15,94.6599975585937,96.2750040690104,84.5,-4.07996292114258,-11.0042572021484,6.49705441792806,4.77625846862793,1.11525909105937,0.0458255211512248,0.198581360280514,0.393894854933023,0.293462499976158,3.97162720561028,3.28245712444186,9.7820833325386,0.33333333,0.57142857,0.5,0,0.875,0.7,0.7,15.28571429,0.25,0.6,0.15,94.4849426269531,96.1277974446615,84.3551635742188,-3.66279602050781,-10.9308586120605,6.96995989481608,4.19734001159668,0.0929630398750305,-0.792396704355876,0.198581360280514,0.393894854933023,0.293462499976158,3.97162720561028,3.28245712444186,9.7820833325386,0.33333333,0.57142857,0.5,0,0.75,0.6,0.7,2,81.0449523925781,-39.5270538330078,0,0,82.3785,0,0,"2024-07-07",0
"Chris Roycroft",31261,"2024-07-05","@WSN",28,2024,"STL","A",27,0,0,0,1,0,0,0,0,0,0,0,1.2,7,1,0,0,0,1,0,0,0,0,1,5.40000205993731,5.40000205993731,5.40000205993731,1,0,0,3,1,1,0,0,0,0,0.14285714,0.14285714,0,5.01109642968569,0,0.166666666666667,1.20000045776385,0.2,1,3.76648000717172,-3.76648000717172,4.67368539697623,0,94.380065605491,114.732472767589,3,0.2,0.6,0.2,0,0,0,0,8,17,25,0.0282000359147787,-0.0296519491821527,0.0578519850969315,0.489999979734421,0.0508826524019241,0.49439999461174,0.441999971866608,0.491999983787537,0.837200045585632,1,1,0.052907794713974,0.00413111350228646,0,0,0.88,94.36363636,0.12,83,0.333128184080124,0.195634543895721,1.51421901854602,6.52115146319071,0.30769231,0.66666667,0.48,0.5,0.875,0.75,0.48,0.71428571,0.12,1,1,3,1,2,2,5,0.2,0.2,0.6,0.2,0.4,0.4,4.21227193797386,25.9876,62.78859,20.70246,80,64.22002,68.82019,67.28093,61.99955,58.49758,68.52571,60.0688,53.94429,-1.02552,2.53881,84.48,55.34,45.28,124.06,131.36,153.48,129.45,86.93,85.58,111.024285714286,93.6692857142857,99.3821428571428,0.4,0.48,0.12,93.4299987792969,94.9416707356771,83.0666656494141,-3.22820014953613,-11.0699895222982,6.29545211791992,5.91924667358398,1.2447231610616,1.47729635238647,-0.172751281410456,0.503921031951904,0.240202039480209,-1.72751281410456,4.19934193293254,8.00673464934031,0.25,0.69230769,0.48,0.33333333,0.88888889,0.75,0.52,19.83333333,0.4,0.48,0.12,93.2989807128906,94.8228556315104,82.9088338216146,-2.52167797088623,-11.024850209554,6.90998649597168,5.29129409790039,0.0864522556463877,0.607279658317566,-0.172751281410456,0.503921031951904,0.240202039480209,-1.72751281410456,4.19934193293254,8.00673464934031,0.25,0.69230769,0.48,0.33333333,0.88888889,0.75,0.52,5,87.1516845703125,-8.17873229980469,0,0,105.489,2,0.4,"2024-07-05",0
"Chris Roycroft",31261,"2024-06-26","ATL",28,2024,"STL","H",27,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,0,1,0,0,0,0,0.66666667,0,0.66666667,-0.245715358213996,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.6637770346618,-18.3531359984531,0,1,0,0,0,0,0,0,5,9,14,0.0681679919362068,0,0.0681679919362068,0.479999989271164,0.0506329126656055,0.907466650009155,1.32200002670288,1.32200002670288,1.42120003700256,1,1,0.0752813518047333,-0.000162346675983832,1,0,0.78571429,95.27272727,0.21428571,83.66666667,0.646753311157227,0.12437741458416,5.87957555597479,4.14591381947199,0.4,0.5,0.42857143,1,0.5,0.83333333,0.28571429,0.33333333,0.07142857,1,0,0,0,0,1,1,1,0,0,0,0,1,1.76262571721337,80,72.6442,80,80,61.95836,68.11595,33.93628,63.62702,21.20871,80,64.15796,75.5501,-3.85317,-1.70266,75.88,173.24,170.26,131.8,161.62,197.18,108.66,103.44,99.12,110.475294117647,143.82,156.236470588235,0.28571429,0.5,0.21428571,94.8249969482422,95.6571393694196,83.8666687011719,-3.62444448471069,-10.8719983782087,3.90098253885905,5.30533790588379,0.998575006212507,3.59874216715495,0.352590426802635,0.343988168984652,0.125479929149151,8.81476067006588,4.91411669978074,4.18266430497169,0.16666667,0.625,0.42857143,1,0.8,0.83333333,0.57142857,19,0.28571429,0.5,0.21428571,95.1331787109375,96.0136195591518,84.1666361490885,-3.31393241882324,-10.9853286743164,4.32020346323649,4.93369007110596,0.0808127181870597,3.17942333221436,0.352590426802635,0.343988168984652,0.125479929149151,8.81476067006588,4.91411669978074,4.18266430497169,0.375,0.5,0.42857143,1,0.66666667,0.83333333,0.42857143,1,103.241813659668,19.5286178588867,0,0,103.242,1,1,"2024-06-26",2
"Chris Roycroft",31261,"2024-06-19","@MIA",28,2024,"STL","A",27,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,1,6.75000160932579,0,6.75000160932579,1,0,0,3,1,0,0,0,0,0,0.2,0,0.2,2.00296908401489,0,0.2,0.750000178813977,0.25,1,1.66647942066184,-1.66647942066184,2.80048599569648,0,42.7730821198942,69.4652537965709,3,0,0.75,0.25,0,0,0,0,9,13,22,0.0810799822211266,-0.0165400020778179,0.0976199880242348,0.630999982357025,0.0627860650420189,0.852400004863739,0.954666614532471,0.523999989032745,1.32000005245209,1,1,0.0772431567311287,0.0178764839991499,1,0,0.77272727,94.35294118,0.22727273,81.8,0.463833898305893,0.00120184198021889,2.72843469591702,0.0240368396043777,0.25,0.4,0.31818182,1,0.75,0.85714286,0.45454545,0.6,0.04545455,2,1,1,1,2,1,4,0.5,0.25,0.25,0.25,0.5,0.25,0.282533884499991,63.13112,50.51848,80,70.84822,54.41791,46.26112,66.98154,56.86361,80,75.42902,51.59319,72.08258,-1.4544,1.89549,82.92,112,95.14,122.18,141.94,160.9,113.23,115.86,122.49,111.594814814815,126.736296296296,134.496296296296,0.22727273,0.54545455,0.22727273,93.9799987792969,94.2999979654948,82,-5.34647827148437,-11.8037528991699,6.70417633056641,6.25104026794434,1.94338575998942,1.51859664916992,0.139098569750786,0.329272072762251,0.000526286661624908,2.78197139501572,2.74393393968542,0.0105257332324982,0.25,0.35714286,0.31818182,1,0.8,0.85714286,0.63636364,19.58823529,0.22727273,0.54545455,0.22727273,94.0270812988281,94.3643493652344,82.0417419433594,-4.84062004089355,-11.3095410664876,7.3107780456543,5.2221061706543,0.462517817815145,0.0739917814731598,0.139098569750786,0.329272072762251,0.000526286661624908,2.78197139501572,2.74393393968542,0.0105257332324982,0.125,0.42857143,0.31818182,1,0.83333333,0.85714286,0.63636364,4,81.9844512939453,4.02349615097046,0,0,94.3707,0,0,"2024-06-19",0
"Chris Roycroft",31261,"2024-06-18","@MIA",28,2024,"STL","A",27,0,1,13.500014081612,1,0,0,0,0,0,0,1,0.2,5,3,2,1,0,0,0,0,0,0,0,0,0,40.5000422448361,0,0.666666666,0,3,1,1,0,2,0,0,0,0,0,4.32832908401489,0,0.6,4.50000469387067,0.6,0.33333333,3.1664797782898,10.3335343033222,5.43449475334657,333.334256844208,79.6352116744142,133.117981382682,3,0.2,0.6,0.2,0,0,0,0,6,12,18,-0.548619985580444,-0.787059962749481,0.238439962267876,-1.36299991607666,-0.135621875524521,5.07600021362305,4.32999992370605,4.32999992370605,NA,0,1,-0.0932304486632347,-0.0148507102201021,0,1,0.88888889,96.875,0.11111111,83.5,-1.05997204780579,0.130021780729294,-6.62482529878616,6.50108903646469,0.46153846,0.8,0.55555556,0.66666667,1,0.8,0.27777778,0.8,0.11111111,2,1,2,4,1,0,5,0.4,0.2,0.4,0.8,0.2,0,3.76409461604126,44.41749,62.87244,50.48596,58.7359,80,29.94629,33.12673,56.2725,20,55.19901,69.09515,30.49689,-0.19758,3.78072,84.76,112.56,108.24,136.96,104.32,133.2,134.99,69.75,81.84,123.516,99.466,116.688,0.27777778,0.61111111,0.11111111,96.5799987792969,96.9090909090909,83.6000061035156,-6.20350646972656,-12.0812877308239,6.6990122795105,6.47798004150391,0.829711047085849,0.957640409469604,-0.407766275107861,-0.669710092246532,0.131350949406624,-8.15532550215721,-6.08827356587757,6.56754747033119,0.36363636,0.85714286,0.55555556,0.5,1,0.8,0.38888889,18.76923077,0.27777778,0.61111111,0.11111111,96.6132568359375,96.96240234375,83.6357498168945,-5.20247802734375,-11.641845703125,7.60193490982056,5.51212997436523,-0.703955606980757,-0.611484527587891,-0.407766275107861,-0.669710092246532,0.131350949406624,-8.15532550215721,-6.08827356587757,6.56754747033119,0.36363636,0.85714286,0.55555556,0.5,1,0.8,0.38888889,5,74.0017700195312,-2.30356073379517,0,0,86.9519,0,0,"2024-06-18",0
"Chris Roycroft",31261,"2024-06-15","@CHC",28,2024,"STL","A",27,0,0,0,1,0,0,0,0,0,0,0,1.1,9,1,0,0,0,4,0,0,0,0,0,0,27.0000064373032,6.75000160932579,0,0.25,0,4,0,1,0,1,0,0,0,0.44444444,-0.44444444,13.7750747503688,0,0.2,3.75000089406988,0.2,1,12.1664819240575,-12.1664819240575,12.1664819240575,0,300.807989001534,295.801322600102,4,0.2,0.8,0,0,0,0,0,20,16,36,-0.156711995601654,-0.277772039175034,0.12106004357338,-1.12499988079071,-0.120578773319721,1.44461822509766,1.40946662425995,2.59319996833801,2.6275999546051,1,1,-0.109877310693264,0.0013974418399825,0,1,0.83333333,95.93333333,0.16666667,84,-1.66024541854858,0.712852656841278,-5.53415139516195,11.8808776140213,0.11538462,0.7,0.27777778,0.66666667,1,0.9,0.27777778,0.55555556,0.02777778,4,0,1,2,2,1,5,0.8,0,0.2,0.4,0.4,0.2,13.5052047109444,20,62.55683,20,33.62843,56.585,28.36011,49.22086,54.12538,48.73644,28.44717,54.75305,21.47909,1.46441,6.27371,98.2,40.38,28.96,113,55.28,73.82,94.25,97.99,100.17,104.471428571429,64.29,71.7357142857143,0.25,0.58333333,0.16666667,95.7111138237847,95.9857119605655,84,-3.74385918511285,-10.7132321312314,5.38193829854329,5.42840279473199,0.572794233049665,0.442543745040894,-0.778509445488453,-0.922116119414568,0.724988374859095,-8.6501049498717,-4.39102914006937,12.0831395809849,0.05,0.5625,0.27777778,0,1,0.9,0.44444444,19.53846154,0.25,0.58333333,0.16666667,96.0057644314236,96.3039260137649,84.3033040364583,-3.08804893493652,-10.3026072184245,6.02736854553223,4.83296669854058,-0.633872804187593,-0.579142808914185,-0.778509445488453,-0.922116119414568,0.724988374859095,-8.6501049498717,-4.39102914006937,12.0831395809849,0.1,0.5,0.27777778,0.5,1,0.9,0.44444444,5,81.9064636230469,-31.1634155273438,0,0,95.4362,1,0.2,"2024-06-15",0
"Chris Roycroft",31261,"2024-06-13","PIT",28,2024,"STL","H",27,1,0,0,1,0,0,0,0,0,0,0,0.2,3,1,0,0,0,0,0,0,0,0,0,0,0,13.500014081612,0,0,0,1,0,2,0,0,0,0,0,0,0,4.72206241920756,0,0.333333333333333,1.50000156462356,0.333333333333333,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,79.6352116744142,78.3097583844777,1,0.666666666,0.333333333,0,0,0,1,13.500014081612,4,7,11,0.029255960136652,-0.0710479989647865,0.100303962826729,0.198000013828278,0.0208860784769058,1.95439994335175,1.57333338260651,1.25999999046326,2.32079982757568,1,1,0.00943643599748611,0.00553284408061232,0,0,0.72727273,96.375,0.27272727,84.66666667,0.00185796990990639,-0.00390239432454109,0.0232246238738298,-0.130079810818036,0.33333333,0.6,0.45454545,1,0.66666667,0.8,0.45454545,0.66666667,0.09090909,1,2,0,0,1,2,3,0.33333333,0.66666667,0,0,0.33333333,0.66666667,14.7548616990988,NA,NA,NA,80,52.38016,73.99705,64.62651,69.54897,49.95504,80,56.28858,79.95949,-2.12057,0.89624,NA,NA,NA,106.26,134.26,140.96,139.32,121.19,133.75,120.428571428571,128.658571428571,137.87,NA,0.72727273,0.27272727,NA,96.3125,84.6333363850911,NA,-10.1474561691284,5.43981107076009,NA,0.778196215629578,0.878383159637451,NA,0.0428571440279484,-0.00435131415724754,NA,0.535714300349355,-0.145043805241585,0.4,0.5,0.45454545,0.5,1,0.8,0.54545455,17.75,NA,0.72727273,0.27272727,NA,96.3811492919922,84.6659037272135,NA,-9.67708778381348,6.09364000956217,NA,-0.152230471372604,-0.129375656445821,NA,0.0428571440279484,-0.00435131415724754,NA,0.535714300349355,-0.145043805241585,0.4,0.5,0.45454545,0.5,1,0.8,0.54545455,3,93.2157592773438,11.5275662740072,0,0,104.337,2,0.66666667,"2024-06-13",0
"Chris Roycroft",31261,"2024-06-08","COL",28,2024,"STL","H",27,0,0,0,1,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,1,4.5,0,4.5,1,0,0,3,2,0,0,0,0,0,0.16666667,0,0.16666667,3.32597909380756,0,0.166666666666667,0.5,0.2,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,55.0604644971452,90.682812007927,1.5,0,0.6,0.4,0,0,0,0,4,10,14,0.0848560109734535,-0.0165799930691719,0.101436004042625,0.959999978542328,0.101265825331211,0.651333332061768,0.751199960708618,0.87119996547699,NA,0,1,0.108958303928375,0.0213221635318812,1,0,0.85714286,95.58333333,0.14285714,84,1.19514513015747,0.103706702589989,9.95954275131226,5.18533512949944,0.375,0.5,0.42857143,0.66666667,1,0.83333333,0.42857143,0.66666667,0.07142857,1,2,2,1,4,0,5,0.2,0.4,0.4,0.2,0.8,0,0.366679049383965,44.18866,57.19248,47.83951,31.54121,63.93264,20,80,59.4812,80,47.6932,57.97584,35.0389,0.26872,4.48017,102.76,99.6,93.92,114.54,86.94,100.58,88.49,163.11,159.26,105.0825,109.1475,113.585,0.28571429,0.57142857,0.14285714,95.375,95.8125,84.3000030517578,-4.28947114944458,-10.0146446228027,5.0615234375,6.19781541824341,0.68588262796402,1.58073031902313,0.549177393317223,0.662868276238441,0.104944098740816,13.7294348329306,8.28585345298052,5.24720493704081,0.33333333,0.5,0.42857143,0.5,1,0.83333333,0.57142857,17.75,0.28571429,0.57142857,0.14285714,95.5216979980469,95.9536895751953,84.4617462158203,-3.70966243743896,-9.88925457000732,5.89324998855591,5.89611482620239,0.0632788687944412,1.1025915145874,0.549177393317223,0.662868276238441,0.104944098740816,13.7294348329306,8.28585345298052,5.24720493704081,0.33333333,0.5,0.42857143,0.5,1,0.83333333,0.57142857,5,80.5902252197266,12.6038160324097,0,0,90.9659,0,0,"2024-06-08",0
"Chris Roycroft",31261,"2024-06-06","COL",28,2024,"STL","H",27,0,0,0,1,0,0,0,0,0,0,0,1.2,5,0,0,0,0,0,0,0,0,0,3,16.2000061798119,0,0,3,0,0,2,0,0,0,0,0,0,0.6,0,0.6,-0.452710915985107,0,0,0,0,1,-0.433521595001745,0.433521595001745,-0.433521595001745,0,-8.83391191204656,-8.68687974674382,2,0,1,0,0,0,0,0,7,15,22,0.0630640089511871,0,0.0630640089511871,0.732999980449677,0.0773206725716591,0.508239984512329,0.637866675853729,0.651199996471405,NA,0,1,0.124454885721207,-0.000371753986306136,1,0,0.86363636,95.57894737,0.13636364,84.33333333,1.24228358268738,-0.0191754102706909,6.53833464572304,-0.639180342356364,0.46666667,0.57142857,0.5,0.42857143,1,0.63636364,0.31818182,0.8,0.18181818,0,2,0,0,2,0,2,0,1,0,0,1,0,-1.30966898794599,62.21386,65.42482,51.67948,80,63.54941,75.11158,20,63.79039,20,80,61.16854,69.50227,-2.0486,1.00419,102.68,109.64,99.62,134.16,143.54,166.12,135.98,85.64,94.76,127.0416,121.508,133.0336,0.27272727,0.59090909,0.13636364,95.1166687011719,95.484619140625,84.1333312988281,-3.18264389038086,-10.9536719689002,4.36551221211751,5.44380696614583,1.1293040055495,2.15952078501383,0.503426048904657,0.75347289070487,-0.0197609066963196,8.39043414841096,5.79594531311439,-0.658696889877319,0.46153846,0.55555556,0.5,0.33333333,1,0.63636364,0.40909091,18.05882353,0.27272727,0.59090909,0.13636364,95.3507181803385,95.7429011418269,84.3851674397786,-2.51261838277181,-10.7985088641827,5.45265960693359,5.24022674560547,0.389935823587271,1.50938002268473,0.503426048904657,0.75347289070487,-0.0197609066963196,8.39043414841096,5.79594531311439,-0.658696889877319,0.46153846,0.55555556,0.5,0.33333333,1,0.63636364,0.40909091,2,101.612548828125,-22.1607131958008,0,0,101.67,2,1,"2024-06-06",0
"Chris Roycroft",31261,"2024-06-04","@HOU",28,2024,"STL","A",27,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0.562229084014893,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-18.6637770346618,18.1856412207288,1,0,0.5,0.5,0,0,0,0,2,10,12,0.00581199210137129,-0.00269001955166459,0.00850201118737459,0.476999998092651,0.0505564399063587,0.104100003838539,0.101599998772144,0.101599998772144,NA,0,1,0.0399710834026337,0.0158597704596369,0,0,0.91666667,96.54545455,0.08333333,84,0.279579818248749,0.0389156937599182,2.54163471135226,3.89156937599182,0.66666667,0.66666667,0.66666667,0.66666667,1,0.75,0.25,0.75,0.16666667,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,-1.01070794144128,51.28281,70.73497,52.33512,68.21512,75.74617,49.03703,80,49.41856,80,70.36445,68.12935,62.74183,-1.13976,2.36745,110.5,95.12,99.94,138.78,95.72,123.96,96.88,151.75,159.65,121.456923076923,104.109230769231,120.212307692308,0.41666667,0.5,0.08333333,96.2599975585938,96.7999979654948,83.6999969482422,-3.58393898010254,-11.005308787028,6.2981858253479,7.12121887207031,1.19740915298462,0.328858524560928,0.448892671614885,-0.168263323605061,0.039364367723465,8.97785343229771,-2.80438872675101,3.9364367723465,0.66666667,0.66666667,0.66666667,0.75,0.75,0.75,0.5,19.375,0.41666667,0.5,0.08333333,96.3010375976562,96.8462117513021,83.7185974121094,-2.51544189453125,-10.698849995931,6.95247983932495,6.11983184814453,-0.0912068287531535,-1.00092005729675,0.448892671614885,-0.168263323605061,0.039364367723465,8.97785343229771,-2.80438872675101,3.9364367723465,0.66666667,0.66666667,0.66666667,0.75,0.75,0.75,0.5,2,102.770950317383,21.395959854126,0,0,104.538,2,1,"2024-06-04",0
"Chris Roycroft",31261,"2024-05-19","BOS",28,2024,"STL","H",27,0,0,27,1,0,0,0,0,0,0,0,1,9,4,3,3,0,2,0,0,0,0,0,0,18,36,0,0.666666666,0,3,1,3,0,2,0,0,0,0.22222222,-0.22222222,8.67537105545336,0,0.571428571428571,6,0.571428571428571,0.5,9.16647977828979,17.8335202217102,10.6784881845117,666.667818298968,227.083694738028,259.842877178056,3,0.428571428,0.428571428,0.142857142,0,0,1,9,14,22,36,-0.139572009444237,-0.203360006213188,0.063788004219532,-3.88000011444092,-0.409282684326172,0.673640012741089,0.516533315181732,0.645600020885468,0.195600003004074,1,1,-0.203425109386444,-0.00376568510972661,0,1,0.63888889,96.04347826,0.36111111,84.15384615,-1.06135201454163,-1.18239879608154,-4.61457397626794,-9.09537535447341,0.22727273,0.85714286,0.47222222,0.6,1,0.88235294,0.38888889,0.77777778,0.05555556,2,2,3,4,2,1,7,0.28571429,0.28571429,0.42857143,0.57142857,0.28571429,0.14285714,11.9520788151892,75.69565,51.14435,77.88832,80,71.30562,35.90084,48.67179,69.21631,40.90408,77.5818,64.05648,53.97094,-1.58814,1.69488,96.88,148.5,140.68,101.56,127.04,136.34,106.97,74.69,81.19,103.284489795918,104.517959183673,108.139591836735,0.33333333,0.30555556,0.36111111,96.0416666666667,95.8636363636364,84.1076941856971,-3.9114990234375,-10.7112385142933,7.03984774076022,4.2195520401001,0.769798452203924,1.79198441138634,-0.860336042940617,-0.138173393905163,-1.19395163282752,-7.16946702450514,-1.25612176277421,-9.18424332944246,0.21052632,0.76470588,0.47222222,0.5,1,0.88235294,0.47222222,19.33333333,0.33333333,0.30555556,0.36111111,96.1630045572917,96.00732421875,84.2259897085337,-3.25499248504639,-10.5210564353249,7.76788916954627,3.86226177215576,-0.0151803696697409,1.12292040311373,-0.860336042940617,-0.138173393905163,-1.19395163282752,-7.16946702450514,-1.25612176277421,-9.18424332944246,0.22222222,0.72222222,0.47222222,0.5,1,0.88235294,0.5,7,73.3675624302455,-4.07467433384487,0,0,106.611,2,0.28571429,"2024-05-19",0
