"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","wFB","wSL","wCT","wCB","wCH","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_KC","pb_s_KC","pb_c_KC","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_KC","sp_l_KC","sp_p_KC","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSL%","pfxKC%","pfxCH%","pfxvFA","pfxvFC","pfxvSL","pfxvKC","pfxvCH","pfxFA-X","pfxFC-X","pfxSL-X","pfxKC-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSL-Z","pfxKC-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSL","pfxwKC","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSL/C","pfxwKC/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFC%","piFS%","piSL%","pivCU","pivFA","pivFC","pivFS","pivSL","piCU-X","piFA-X","piFC-X","piFS-X","piSL-X","piCU-Z","piFA-Z","piFC-Z","piFS-Z","piSL-Z","piwCU","piwFA","piwFC","piwFS","piwSL","piwCU/C","piwFA/C","piwFC/C","piwFS/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Dylan Cease",18525,"2024-09-25","@LAD",29,2024,"SDP","A",28,0,0,5.4,1,1,0,0,0,0,0,0,5,23,5,3,3,0,3,0,0,1,0,4,7.2,5.4,9,1.33333333,0,0,4,9,3,2,0,0,0,0.17391304,0.13043478,0.04347826,5.85425838199652,0,0.25,1.6,0.3125,0.625,3.3664797782898,2.03352022171021,6.08809490948915,136.48258158577,83.666980697997,148.912702098152,0.444444444,0.1875,0.25,0.5625,0.222222222,0,3,5.4,40,57,97,-0.110779955983162,-0.510419964790344,0.399640023708344,-0.610000133514404,-0.0645502656698227,1.04616665840149,1.06239998340607,0.870000004768372,1.31599998474121,1,1,-0.0453572273254395,-0.0605340808074639,0,0,0.40206186,97.17948718,0.54639175,88.71698113,NA,NA,0.05154639,79.6,NA,NA,-0.925392389297485,0.504973649978638,NA,0.23909892141819,NA,-2.37280099819868,0.952780471657807,NA,4.7819784283638,NA,0.3015873,0.88235294,0.50515464,0.47368421,0.66666667,0.59183673,0.35051546,0.56521739,0.20618557,3,7,6,4,8,4,16,0.1875,0.4375,0.375,0.25,0.5,0.25,2.9212611770931,49,NA,NA,NA,42.43241,60.99296,24.84142,53.9528,66.81979,48.71314,79.86025,41.9717,80,NA,NA,NA,50.68347,67.92619,39.05156,0.08295,4.20152,NA,NA,NA,96.82,89.14,90.48,117.070181818182,101.313818181818,117.646181818182,88.46,160.48,142.38,NA,NA,NA,108.043505154639,98.2490721649485,107.488659793814,0.40206186,NA,0.56701031,0.03092784,NA,97.1692332732372,NA,88.3872691761364,79.1666666666667,NA,-1.32932320619241,NA,0.87738730690696,2.67024040222168,NA,9.95789278470553,NA,1.58450802889737,-9.75887680053711,NA,-0.951363857835531,NA,0.42262351885438,0.311889741569757,NA,-2.43939450727059,NA,0.768406397917054,10.3963247189919,NA,0.30357143,0.7804878,0.50515464,0.41176471,0.6875,0.59183673,0.42268041,19.2972973,0.03092784,0.40206186,NA,NA,0.56701031,79.0966339111328,97.1314728565705,NA,NA,88.3251331676136,3.21009000142415,-0.787513146033654,NA,NA,1.46868341619318,-11.4642003377279,8.90932992788461,NA,NA,0.092999605699019,0.311889741569757,-0.951363857835531,NA,NA,0.42262351885438,10.3963247189919,-2.43939450727059,NA,NA,0.768406397917054,0.31034483,0.79487179,0.50515464,0.44444444,0.67741935,0.59183673,0.40206186,16,87.1284790039062,21.4621028900146,1,0.0625,116.756,6,0.375,"2024-09-25",0
"Dylan Cease",18525,"2024-09-18","HOU",29,2024,"SDP","H",28,1,0,0,1,1,1,0,0,0,0,0,8.1,28,2,0,0,0,0,0,0,0,0,5,5.40000020599366,0,2.16000008239746,5,0,0,12,9,2,1,0,0,0,0.17857143,0,0.17857143,3.718238019619,0,0.0714285714285714,0.240000009155274,0.0869565217391304,1,1.96647973251343,-1.96647973251343,3.59944887352587,0,49.6217120294456,88.7727698654472,1.333333333,0.086956521,0.52173913,0.391304347,0.111111111,0,4,4.32000016479493,33,70,103,0.52718597650528,-0.0906159579753876,0.61780196428299,2.97669982910156,0.324789971113205,0.975485742092133,1.17504441738129,0.870000004768372,0.965399980545044,1,1,0.463068336248398,0.0773659866301911,0,0,0.38834951,96.725,0.39805825,87.58536585,NA,NA,0.2038835,82.14285714,0.00970874,68,2.41498017311096,1.72527849674225,NA,0.171991646289825,-0.0344077162444592,6.0374504327774,4.20799633351768,NA,0.819007839475359,-3.44077162444592,0.375,0.82051282,0.54368932,0.70833333,0.84375,0.78571429,0.37864078,0.60714286,0.11650485,12,6,5,1,14,8,23,0.52173913,0.26086957,0.2173913,0.04347826,0.60869565,0.34782609,0.913828611037781,91,20,47.64277,20,63.18071,61.01178,53.38393,68.43085,71.60812,65.56169,45.27004,50.68781,43.51873,NA,NA,NA,63.6222,66.93582,56.73676,-0.72089,2.99576,82.26,20.08,17.66,90.52,118.5,114.76,113.726818181818,115.678636363636,130.695909090909,86.32,92.62,82.86,NA,NA,NA,99.6194174757281,111.816504854369,115.050097087379,0.38834951,NA,0.42718447,0.17475728,0.00970874,96.7150024414063,NA,87.3045432350852,81.8166639539931,68.0999984741211,-1.78892841339111,NA,1.00560483065518,1.27192868126763,-2.73715114593506,10.4571014404297,NA,0.72822093963623,-9.28918287489149,8.27821350097656,2.44316116347909,NA,2.99202082306147,0.17290810868144,-0.0350487045943737,6.10790290869772,NA,6.8000473251397,0.96060060378578,-3.50487045943737,0.4,0.74418605,0.54368932,0.66666667,0.875,0.78571429,0.41747573,17.75675676,0.17475728,0.38834951,NA,0.00970874,0.42718447,81.6873643663194,96.6180114746094,NA,67.9708023071289,87.1810358220881,2.01085472106934,-1.2294581413269,NA,-2.29834008216858,1.7832873951305,-10.850584242079,9.55160827636719,NA,7.74448013305664,-0.501275366002863,0.17290810868144,2.44316116347909,NA,-0.0350487045943737,2.99202082306147,0.96060060378578,6.10790290869772,NA,-3.50487045943737,6.8000473251397,0.39655172,0.73333333,0.54368932,0.73913043,0.81818182,0.78571429,0.4368932,23,93.5373110563859,11.8082102899966,1,0.04347826,107.979,13,0.56521739,"2024-09-18",0
"Dylan Cease",18525,"2024-09-13","@SFG",29,2024,"SDP","A",28,1,0,0,1,1,1,0,0,0,0,0,6,23,4,0,0,0,2,0,0,0,0,10,15,3,6,5,0,0,3,4,4,0,0,0,0,0.43478261,0.08695652,0.34782609,2.16877634038169,0,0.19047619047619,1,0.363636363636364,1,0.833146444956462,-0.833146444956462,1.84115204910437,0,22.0612584549655,46.2822548072227,0.75,0.363636363,0.272727272,0.363636363,0,0,4,6,32,65,97,0.242626026272774,-0.154041975736618,0.396668016910553,2.8439998626709,0.302392333745956,0.815173923969269,0.790966689586639,0.820800006389618,0.653200030326843,1,1,0.249832734465599,0.0478043944201876,0,0,0.46391753,97.13333333,0.3814433,87.18918919,NA,NA,0.15463918,80.66666667,NA,NA,-0.394024401903152,2.46259331703186,NA,-0.453851699829102,NA,-0.875609782007005,6.65565761359962,NA,-3.02567799886068,NA,0.38983051,0.71052632,0.51546392,0.39130435,0.7037037,0.56,0.39175258,0.56521739,0.22680412,4,4,3,1,7,3,11,0.36363636,0.36363636,0.27272727,0.09090909,0.63636364,0.27272727,1.93821669425828,74,NA,NA,NA,54.20152,61.05862,40.56857,74.72343,61.30177,74.62292,53.91322,49.77083,53.91127,NA,NA,NA,65.69323,61.90568,59.24506,-0.84955,2.80277,NA,NA,NA,91.16,106.84,101.76,126.11380952381,106.083333333333,125.365714285714,71.78,137.34,117.92,NA,NA,NA,104.296701030928,109.656701030928,113.647010309278,0.46391753,NA,0.43298969,0.10309278,NA,97.0600043402778,NA,86.3523821149554,80.6700012207031,NA,-1.57427503797743,NA,1.91925666445778,1.03772439956665,NA,10.3631218804253,NA,-0.114550590515137,-9.79413757324219,NA,-0.408845573663712,NA,2.62153244391084,-0.592943612486124,NA,-0.908545719252692,NA,6.24174391407342,-5.92943612486124,NA,0.36,0.68085106,0.51546392,0.33333333,0.6875,0.56,0.48453608,17.8630137,0.10309278,0.46391753,NA,NA,0.43298969,80.721240234375,97.1242513020833,NA,NA,86.3992338634673,1.2653995513916,-1.43263125949436,NA,NA,2.12846138363793,-11.5424301147461,9.42494235568576,NA,NA,-1.41342081342425,-0.592943612486124,-0.408845573663712,NA,NA,2.62153244391084,-5.92943612486124,-0.908545719252692,NA,NA,6.24174391407342,0.42,0.61702128,0.51546392,0.38095238,0.68965517,0.56,0.48453608,11,95.4208318536932,21.0221210826527,0,0,107.058,6,0.54545455,"2024-09-13",0
"Dylan Cease",18525,"2024-09-07","SFG",29,2024,"SDP","H",28,0,1,6,1,1,0,0,0,0,0,0,6,25,6,4,4,1,2,0,0,0,0,4,6,3,9,2,0,0,6,9,4,0,0,0,0,0.16,0.08,0.08,5.15889708401489,1.5,0.260869565217391,1.33333333333333,0.277777777777778,0.60606061,4.99981311162313,1.00018688837687,5.10115905428926,151.647312873078,123.386459512583,125.062683014673,0.666666666,0.210526315,0.315789473,0.47368421,0,0.111111111,3,4.5,41,61,102,-0.179301977157593,-0.536421954631805,0.357120007276535,-1.25830006599426,-0.137294039130211,0.896863996982574,0.847900032997131,0.870000004768372,0.925400018692017,1,1,0.00495500396937132,-0.204876037438035,0,0,0.48039216,96.34693878,0.43137255,86.86363636,NA,NA,0.08823529,81.44444444,NA,NA,0.882781744003296,-0.341682612895966,NA,0.0201018080115318,NA,1.80159539592509,-0.776551392945376,NA,0.223353422350354,NA,0.28813559,0.6744186,0.45098039,0.52941176,0.93103448,0.7826087,0.42156863,0.64,0.09803922,9,9,1,1,9,9,19,0.47368421,0.47368421,0.05263158,0.05263158,0.47368421,0.47368421,5.21312369095153,46,NA,NA,NA,65.48151,58.58942,58.70943,62.38054,62.43468,60.45051,35.91002,45.84865,34.56638,NA,NA,NA,67.43317,62.78777,62.60214,-0.95765,2.64062,NA,NA,NA,92.88,105.3,100.36,118.956470588235,114.079215686275,131.689411764706,80.9,105.1,87.2,NA,NA,NA,105.683333333333,109.68568627451,115.766666666667,0.48039216,NA,0.5,0.01960784,NA,96.3244878029337,NA,86.0156824448529,81.9000015258789,NA,-1.41067146768375,NA,2.0068426693187,1.8640661239624,NA,10.7273273078763,NA,0.203308292463714,-8.37031650543213,NA,0.969071161001921,NA,-0.330322474241257,0.00431566312909126,NA,1.9776962469427,NA,-0.647691125963249,0.215783156454563,NA,0.23529412,0.66666667,0.45098039,0.41666667,0.91176471,0.7826087,0.5,18.19480519,0.00980392,0.48039216,NA,NA,0.50980392,81.6933975219727,96.1246213329082,NA,NA,85.7142709585337,1.33644998073578,-1.02230733754684,NA,NA,2.69583482008714,-10.601300239563,9.71701921735491,NA,NA,-1.44357974712665,-0.0350487045943737,0.969071161001921,NA,NA,-0.290958106517792,-3.50487045943737,1.9776962469427,NA,NA,-0.559534820226523,0.25454545,0.68085106,0.45098039,0.35714286,0.9375,0.76086957,0.46078431,19,94.3358539782072,19.4984548468339,2,0.10526316,108.748,11,0.57894737,"2024-09-07",0
"Dylan Cease",18525,"2024-09-01","@TBR",29,2024,"SDP","A",28,0,0,5.4,1,1,0,0,0,0,0,0,5,20,2,3,3,0,3,0,0,0,0,4,7.2,5.4,3.6,1.33333333,0,0,5,6,2,0,0,0,0,0.2,0.15,0.05,5.45026408401489,0,0.117647058823529,1,0.153846153846154,0.4,3.3664797782898,2.03352022171021,5.18088986575603,136.48258158577,83.666980697997,126.989435766643,0.833333333,0.153846153,0.384615384,0.461538461,0,0,3,5.4,34,50,84,0.00723197497427464,-0.332103997468948,0.339335978031158,0.444000095129013,0.0487644262611866,1.12940001487732,0.945633351802826,0.870000004768372,3.87199997901917,1,1,0.152581810951233,-0.146178433158591,0,0,0.5,96.33333333,0.44047619,86.97297297,NA,NA,0.05952381,81.2,NA,NA,0.173505276441574,1.96698343753815,NA,-0.126112177968025,NA,0.413107801051367,5.3161714528058,NA,-2.5222435593605,NA,0.33962264,0.70967742,0.47619048,0.61111111,0.81818182,0.725,0.36904762,0.6,0.13095238,4,4,5,1,8,4,13,0.30769231,0.30769231,0.38461538,0.07692308,0.61538462,0.30769231,3.06174486766834,55,NA,NA,NA,50.53679,70.40459,36.84488,61.7443,62.11183,60.39782,40.16448,48.08405,37.08451,NA,NA,NA,57.23124,69.28647,48.83093,-0.32384,3.59133,NA,NA,NA,112.9,77,93.66,113.151,107.3005,120.6835,114.54,75.94,73.42,NA,NA,NA,113.060481927711,91.5771084337349,106.195662650602,0.5,NA,0.47619048,0.02380952,NA,96.3952404203869,NA,86.4674987792969,81.3000030517578,NA,-1.63382866269066,NA,1.81099224090576,1.18161177635193,NA,12.0812494187128,NA,0.669430208206177,-9.00859069824219,NA,0.206281065940857,NA,1.61998850479722,0.279854580760002,NA,0.491145395097278,NA,4.04997126199305,13.9927290380001,NA,0.29787234,0.7027027,0.47619048,0.57142857,0.80769231,0.725,0.44047619,18.34375,0.02380952,0.5,NA,NA,0.47619048,81.4663543701172,96.5775320870536,NA,NA,86.6401916503906,1.78852510452271,-1.0943846929641,NA,NA,2.58166656494141,-10.9986305236816,10.4300624302455,NA,NA,-1.21475143432617,0.279854580760002,0.206281065940857,NA,NA,1.61998850479722,13.9927290380001,0.491145395097278,NA,NA,4.04997126199305,0.2826087,0.71052632,0.47619048,0.53846154,0.81481481,0.725,0.45238095,13,88.65283203125,19.2056626539964,0,0,105.99,3,0.23076923,"2024-09-01",0
"Dylan Cease",18525,"2024-08-27","@STL",29,2024,"SDP","A",28,0,0,8.30769291714103,1,1,0,0,0,0,0,0,4.1,24,7,4,4,0,4,0,0,3,0,4,8.30769291714103,8.30769291714103,14.5384626049968,1,0.111111111,0,9,3,4,1,1,0,0,0.16666667,0.16666667,0,5.62288185800428,0,0.35,2.53846172468198,0.4375,0.63636364,4.08955676908324,4.21813614805779,5.1363318963355,209.97321784319,101.250801851345,125.912660193639,3,0.25,0.5625,0.1875,0.333333333,0,4,8.30769291714103,44,52,96,-0.126827955245972,-0.630144000053406,0.503316044807434,-1.10200011730194,-0.116244725883007,1.52862858772278,1.04967999458313,0.870000004768372,1.82079994678497,1,1,-0.196873292326927,0.113904835329201,0,0,0.38541667,95.89189189,0.48958333,86.9787234,NA,NA,0.125,81.08333333,NA,NA,-3.2315673828125,1.09136700630188,NA,0.161866903305054,NA,-8.73396589949324,2.32205746021677,NA,1.34889086087545,NA,0.30882353,0.75,0.4375,0.52380952,0.85714286,0.69047619,0.29166667,0.45833333,0.13541667,9,5,2,3,8,5,16,0.5625,0.3125,0.125,0.1875,0.5,0.3125,4.54614452464367,36,NA,NA,NA,28.57784,57.09757,20,54.1326,54.44418,61.33125,20,45.55737,20,NA,NA,NA,40.90461,58.19119,36.82398,0.69047,5.1128,NA,NA,NA,90.32,68.48,67.18,104.435357142857,103.605357142857,111.970714285714,86.34,73.54,52.32,NA,NA,NA,98.4295833333333,89.1279166666666,92.8435416666667,0.38541667,NA,0.58333333,0.03125,NA,95.8567554370777,NA,85.9517822265625,80.9333343505859,NA,-1.25198312707849,NA,1.72348717280797,1.43340555826823,NA,10.5023556271115,NA,0.240640606198992,-9.2826894124349,NA,-3.28444642201066,NA,1.41552736610174,-0.149087570607662,NA,-8.87688222165043,NA,2.5277274394674,-4.96958568692207,NA,0.30508475,0.64864865,0.4375,0.44444444,0.875,0.69047619,0.38541667,19.63888889,0.03125,0.38541667,NA,NA,0.58333333,81.0542704264323,95.9902673669764,NA,NA,86.0712629045759,1.94596989949544,-1.03503407658757,NA,NA,2.09435708182199,-11.3500671386719,9.60248132654139,NA,NA,-1.18816539219448,-0.149087570607662,-3.28444642201066,NA,NA,1.41552736610174,-4.96958568692207,-8.87688222165043,NA,NA,2.5277274394674,0.3,0.66666667,0.4375,0.44444444,0.875,0.69047619,0.375,16,87.1661529541016,1.59991192817688,0,0,104.464,6,0.375,"2024-08-27",0
"Dylan Cease",18525,"2024-08-22","NYM",29,2024,"SDP","H",28,0,1,2.84210540581279,1,1,1,0,0,0,0,0,6.1,28,9,3,2,0,1,0,0,0,0,7,9.94736892034475,1.42105270290639,12.7894743261575,7,0,0,10,5,5,1,0,0,0,0.25,0.03571429,0.21428572,3.09079157817725,0,0.333333333333333,1.57894744767377,0.45,0.7,1.42963758584865,1.41246781996414,2.6233284927813,71.8329412822597,36.5667588021628,65.1841145482125,2,0.25,0.5,0.25,0.2,0,1,1.42105270290639,35,71,106,-0.11132200807333,-0.531992018222809,0.420670002698898,-0.661300003528595,-0.0721549317240715,0.770565509796143,0.7146857380867,0.870000004768372,1.17199993133545,1,1,-0.0328787229955196,-0.111589212122392,0,0,0.46226415,96.26530612,0.37735849,87.65,NA,NA,0.16037736,81.23529412,NA,NA,0.529152452945709,-1.59640312194824,NA,-0.0479066632688046,NA,1.07990296519532,-3.99100780487061,NA,-0.281803901581203,NA,0.41538462,0.82926829,0.5754717,0.51851852,0.97058824,0.7704918,0.38679245,0.60714286,0.13207547,9,7,4,2,10,8,20,0.45,0.35,0.2,0.1,0.5,0.4,2.2590043761722,56,NA,NA,NA,67.71824,68.83516,50.68199,62.71151,64.45794,68.181,76.68735,43.7476,80,NA,NA,NA,70.58832,67.94906,65.72026,-1.15367,2.34659,NA,NA,NA,113.62,102.94,121.16,126.164081632653,114.634693877551,126.209387755102,79.26,135.96,123.84,NA,NA,NA,116.825471698113,110.838113207547,123.69641509434,0.46226415,NA,0.46226415,0.0754717,NA,96.2591876594388,NA,86.4102060746173,80.7624969482422,NA,-1.79499131806043,NA,1.32236605274434,1.83280563354492,NA,11.8421257174745,NA,0.362069305108518,-9.83077621459961,NA,0.466039203107357,NA,-1.55536787211895,-0.14517242833972,NA,0.95110041450481,NA,-3.17422014718153,-1.8146553542465,NA,0.36538462,0.77777778,0.5754717,0.57894737,0.85714286,0.7704918,0.50943396,19.98717949,0.0754717,0.46226415,NA,NA,0.46226415,80.8427124023438,96.3536451690051,NA,NA,86.4862384406888,2.57106256484985,-1.19527201749841,NA,NA,2.17621378995934,-11.3309345245361,10.8421718052455,NA,NA,-1.02707329574896,-0.14517242833972,0.466039203107357,NA,NA,-1.55536787211895,-1.8146553542465,0.95110041450481,NA,NA,-3.17422014718153,0.33962264,0.81132075,0.5754717,0.55555556,0.86046512,0.7704918,0.5,20,90.6278564453125,9.97915420532227,0,0,109.769,10,0.5,"2024-08-22",0
"Dylan Cease",18525,"2024-08-17","@COL",29,2024,"SDP","A",28,1,0,4.7647064169386,1,1,0,0,0,0,0,0,5.2,24,3,3,3,1,5,0,0,0,0,5,7.94117736156434,7.94117736156434,4.7647064169386,1,0,0,8,3,3,0,0,0,0,0.20833333,0.20833333,0,6.01790095718714,1.58823547231287,0.157894736842105,1.4117648642781,0.153846153846154,0.75757576,6.34295072291553,-1.57824430597693,4.84930794686255,120.425820792975,156.048944755523,118.97651876532,2.666666666,0.214285714,0.571428571,0.214285714,0,0.333333333,7,11.1176483061901,42,59,101,0.20195198059082,-0.216692000627518,0.418643981218338,0.640000104904175,0.0557006075978279,0.812533318996429,0.781399965286255,0.870000004768372,0.332800000905991,1,1,0.0551231652498245,0.193422926177237,0,0,0.38613861,96.97435897,0.53465347,88.12962963,NA,NA,0.07920792,82.125,NA,NA,-0.0293076783418655,1.01033246517181,NA,-0.343291401863098,NA,-0.0751478931842706,1.87098604661447,NA,-4.29114252328873,NA,0.30645161,0.61538462,0.42574257,0.26315789,0.91666667,0.62790698,0.38613861,0.54166667,0.15841584,8,4,2,4,7,3,14,0.57142857,0.28571429,0.14285714,0.28571429,0.5,0.21428571,7.06288780155595,48,NA,NA,NA,47.76976,56.04168,43.59796,56.71052,66.6773,49.93785,39.26313,44.61046,63.41115,NA,NA,NA,53.97407,66.05687,48.28921,-0.12148,3.89487,NA,NA,NA,85.54,103.04,93.66,115.806896551724,101.341379310345,117.219310344828,91.36,78.52,67.48,NA,NA,NA,103.151485148515,101.093465346535,106.152277227723,0.38613861,NA,0.57425743,0.03960396,NA,96.9871794871795,NA,87.7913776266164,81.3249969482422,NA,-1.06924565633138,NA,1.25501422224374,2.20925521850586,NA,8.14454455253405,NA,0.33649546524574,-6.85246324539185,NA,0.0215848833322525,NA,1.038733266294,-0.388997003436089,NA,0.0553458546980833,NA,1.79091942464483,-9.72492508590221,NA,0.29310345,0.60465116,0.42574257,0.23529412,0.88461538,0.62790698,0.42574257,18.58441558,0.01980198,0.38613861,NA,NA,0.59405941,80.9223480224609,96.9977589142628,NA,NA,87.5810139973958,2.25874495506287,-0.882086533766526,NA,NA,1.56821403503418,-8.07253456115723,7.86197525415665,NA,NA,-0.584513473510742,0.057969942688942,0.0215848833322525,NA,NA,0.591766320168972,2.8984971344471,0.0553458546980833,NA,NA,0.98627720028162,0.29310345,0.60465116,0.42574257,0.23529412,0.88461538,0.62790698,0.42574257,14,83.0518362862723,1.61888013567243,1,0.07142857,109.535,4,0.28571429,"2024-08-17",0
"Dylan Cease",18525,"2024-08-11","@MIA",29,2024,"SDP","A",28,0,1,3.6,1,1,0,0,0,0,0,0,5,24,6,5,2,1,2,0,0,0,0,5,9,3.6,10.8,2.5,0.125,0,8,6,2,0,1,1,0,0.20833333,0.08333333,0.125,4.28727075097527,1.8,0.272727272727273,1.6,0.3125,0.45454545,4.96647977828979,-1.36647977828979,4.18088986575603,90.9883877238469,122.575857904122,102.82371217091,1.333333333,0.125,0.5,0.375,0,0.166666666,3,5.4,37,54,91,-0.269199997186661,-0.479039967060089,0.209839969873428,-2.3899998664856,-0.2378109395504,0.639840006828308,0.422800004482269,0.870000004768372,0.519999980926514,1,1,-0.196675077080727,-0.224055096577978,0,0,0.42857143,95.69230769,0.47252747,87.90697674,NA,NA,0.0989011,81.55555556,NA,NA,-1.58712553977966,0.709476172924042,NA,-0.431738466024399,NA,-4.0695526661017,1.64994458819545,NA,-4.79709406693777,NA,0.3559322,0.71875,0.48351648,0.47619048,0.73913043,0.61363636,0.35164835,0.45833333,0.18681319,6,10,1,1,11,5,17,0.35294118,0.58823529,0.05882353,0.05882353,0.64705882,0.29411765,4.16123798223092,38,NA,NA,NA,36.4803,64.4329,22.58991,64.26509,61.28296,69.83619,20,54.69955,20,NA,NA,NA,45.77186,65.43948,43.20869,0.38809,4.65923,NA,NA,NA,99.2,71.5,76.12,111.115555555556,118.266666666667,130.304,70.6,25.34,3.90000000000001,NA,NA,NA,102.933333333333,91.2931111111111,97.5948888888889,0.42857143,NA,0.49450549,0.07692308,NA,95.6512795472756,NA,87.5622233072917,80.9428536551339,NA,-1.7712887494992,NA,0.387207963731554,2.24660192217146,NA,11.4084190955529,NA,2.22637193467882,-10.4137115478516,NA,-1.5600819773972,NA,0.632252030074596,-0.3572016954422,NA,-4.00021019845437,NA,1.40500451127688,-5.10288136346,NA,0.32692308,0.69230769,0.48351648,0.41176471,0.74074074,0.61363636,0.42857143,20.59090909,0.07692308,0.42857143,NA,NA,0.49450549,80.9577462332589,95.6897536057692,NA,NA,87.5783420138889,2.6148384639195,-1.41144532423753,NA,NA,0.753361426459418,-12.194828578404,10.1196985489283,NA,NA,0.593776490953233,-0.3572016954422,-1.5600819773972,NA,NA,0.632252030074596,-5.10288136346,-4.00021019845437,NA,NA,1.40500451127688,0.32142857,0.74285714,0.48351648,0.44444444,0.73076923,0.61363636,0.38461538,17,90.2197723388672,8.95314502716064,1,0.05882353,104.394,6,0.35294118,"2024-08-11",0
"Dylan Cease",18525,"2024-08-06","@PIT",29,2024,"SDP","A",28,0,0,0,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,0,2,0,0,0,0,0,0.5,0,0.5,2.01947908401489,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,2.19049659073353,0,-18.4688219680816,54.7244184399108,0,0,0,1,0,0,0,0,4,10,14,0.048636008054018,-0.0215479992330074,0.0701840072870255,0.521000027656555,0.0519182831048965,0.755599975585938,0.870000004768372,0.870000004768372,0.920000016689301,1,1,0.0260815769433975,0.0382858259489897,0,0,0.42857143,97.83333333,0.42857143,89,NA,NA,0.14285714,81.5,NA,NA,0.553526878356934,0.193798422813416,NA,-0.73431783914566,NA,9.22544797261556,3.22997371355693,NA,-36.715891957283,NA,0.22222222,0.8,0.42857143,0,1,0.66666667,0.35714286,1,0.14285714,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,-1.08005981725329,46,NA,NA,NA,66.58908,62.18468,70.08116,44.67935,65.37626,42.65111,80,49.60387,80,NA,NA,NA,63.68727,64.09961,65.60978,-0.72493,2.9897,NA,NA,NA,99.78,118.38,117.76,125,100.96,115.94,99.48,127.94,142.4,NA,NA,NA,110.545714285714,112.28,120.5,0.42857143,NA,0.42857143,0.14285714,NA,97.8499959309896,NA,88.9333292643229,81.6499938964844,NA,-1.05338271458944,NA,1.50108655293783,2.44090938568115,NA,10.4084726969401,NA,1.50562461217244,-9.72814655303955,NA,0.560062352567911,NA,0.195541687309742,-0.741290420293808,NA,9.33437254279852,NA,3.25902812182903,-37.0645210146904,NA,0.33333333,0.5,0.42857143,0,1,0.66666667,0.57142857,18.7,0.14285714,0.42857143,NA,NA,0.42857143,81.5379943847656,97.7522379557292,NA,NA,88.8096720377604,2.80558013916016,-0.816157658894857,NA,NA,1.95830551783244,-11.0950002670288,9.58918635050456,NA,NA,0.151121993859609,-0.741290420293808,0.560062352567911,NA,NA,0.195541687309742,-37.0645210146904,9.33437254279852,NA,NA,3.25902812182903,0.33333333,0.5,0.42857143,0,1,0.66666667,0.57142857,2,97.2858581542969,28.0722351074219,1,0.5,101.835,1,0.5,"2024-08-06",0
