"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","CT%","CTv","CB%","CBv","XX%","wFB","wCT","wCB","wFB/C","wCT/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSL%","pfxvFA","pfxvFC","pfxvSL","pfxFA-X","pfxFC-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piSL%","pivFA","pivFC","pivSL","piFA-X","piFC-X","piSL-X","piFA-Z","piFC-Z","piSL-Z","piwFA","piwFC","piwSL","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Chad Green",15552,"2024-08-21","CIN",14,2024,"TOR","H",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,1,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.1820729804239,64.7888072114456,1,0,0.5,0.5,1,0,1,9,3,9,12,0.00134800013620406,0,0.00134800013620406,0.479000002145767,0.0506075024604797,0.0187333337962627,0.0199999995529652,0.0199999995529652,NA,0,1,0.0716456845402718,0.00031161632589799,0,0,0.75,96.11111111,NA,NA,0.25,87.33333333,NA,0.398573756217957,NA,0.347174733877182,4.42859729131063,NA,11.5724911292394,0.33333333,0.66666667,0.5,0.5,1,0.83333333,0.5,1,0.08333333,1,0,1,2,0,0,2,0.5,0,0.5,1,0,0,-1.37777906858299,66.02622,64.91591,63.35372,63.11673,48.75379,64.18215,NA,NA,NA,69.66885,59.60932,69.08495,-1.09654,2.43228,122.2,94.1,106.96,136.32,131.46,140.8,NA,NA,NA,125.73,103.44,115.42,0.75,NA,0.25,95.977776421441,NA,87.5999959309896,-5.76966434054905,NA,1.05390159289042,12.0832282172309,NA,0.919444719950358,0.385111827403307,NA,0.351611886173487,4.27902030448119,NA,11.7203962057829,0.2,0.71428571,0.5,0,1,0.83333333,0.58333333,15.66666667,0.75,NA,0.25,96.2852037217882,NA,87.8640747070312,-4.97178649902344,NA,2.19010337193807,10.3283555772569,NA,-1.02713505427043,0.385111827403307,NA,0.351611886173487,4.27902030448119,NA,11.7203962057829,0.2,0.71428571,0.5,0,1,0.83333333,0.58333333,2,70.1205139160156,12.009449005127,0,0,76.3855,0,0,"2024-08-21",0
"Chad Green",15552,"2024-08-18","@CHC",14,2024,"TOR","A",33,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,2,1,0,0,0,0,0,0,0,6.91672908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,76.9525195600348,152.159040742638,0.5,0.25,0.25,0.5,0,0,0,0,2,7,9,0.1893600076437,-0.139356002211571,0.32871600985527,0.46900001168251,0.0502679497003555,3.76568007469177,3.38039994239807,3.38039994239807,NA,0,1,0.0252726133912802,0.0250131262062875,1,0,0.66666667,95.5,NA,NA,0.33333333,87.33333333,NA,-0.0904781073331833,NA,0.338256925344467,-1.50796845555305,NA,11.2752308448156,0,0.71428571,0.55555556,NA,1,1,0.77777778,0.5,0,1,2,1,0,2,2,4,0.25,0.5,0.25,0,0.5,0.5,4.27982921580601,54.32005,57.67009,54.95617,80,37.32425,80,NA,NA,NA,68.07448,49.04678,78.19072,-0.99749,2.58086,88.44,93.08,90.26,93.78,141.8,148.84,NA,NA,NA,90.22,109.32,109.786666666667,0.66666667,NA,0.33333333,95.4833374023438,NA,87.5666707356771,-4.79857349395752,NA,1.08861796061198,10.1085414886475,NA,1.79538679122925,-0.0932402238249779,NA,0.3845105022192,-1.5540037304163,NA,12.81701674064,0,0.71428571,0.55555556,NA,1,1,0.77777778,15,0.66666667,NA,0.33333333,95.6708170572917,NA,87.6986999511719,-4.69110838572184,NA,1.50447003046672,9.30910301208496,NA,0.687407970428467,-0.0932402238249779,NA,0.3845105022192,-1.5540037304163,NA,12.81701674064,0,0.71428571,0.55555556,NA,1,1,0.77777778,4,94.4920501708984,14.8303508758545,0,0,99.8612,3,0.75,"2024-08-18",0
"Chad Green",15552,"2024-08-16","@CHC",14,2024,"TOR","A",33,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,9,9,0,0,0,1,0,0,0,0,0,0,0,0.5,-0.5,NA,0,1,2,1,0.5,6.1664797782898,-6.1664797782898,6.1664797782898,0,151.608189429451,151.561560819707,1,0,1,0,0,0,0,0,6,6,12,-0.194651991128922,-0.194651991128922,0,-1.35800004005432,-0.14555199444294,2.97880005836487,2.63039994239807,2.63039994239807,NA,0,1,-0.0588898621499538,-0.00645591041450974,0,1,0.5,95.83333333,NA,NA,0.5,88,NA,-0.378138184547424,NA,-0.399740844964981,-6.30230307579041,NA,-6.66234741608302,0.22222222,1,0.41666667,0,1,0.6,0.25,NA,0.16666667,1,0,0,0,0,1,1,1,0,0,0,0,1,11.8853629723907,71.69718,55.67738,57.912,48.82221,48.50737,54.99016,NA,NA,NA,64.38078,53.09065,59.50756,-0.76801,2.92508,96.38,139.06,141.32,99.88,111.82,123.76,NA,NA,NA,98.13,125.44,132.54,0.5,NA,0.5,95.9166666666667,NA,88.0833333333333,-5.27649307250977,NA,0.414000193277995,10.0573228200277,NA,2.41690270105998,-0.387216959148645,NA,-0.405988190323114,-6.45361598581076,NA,-6.76646983871857,0.14285714,0.8,0.41666667,0,0.75,0.6,0.41666667,17.1,0.5,NA,0.5,96.0127665201823,NA,88.1688028971354,-5.06954002380371,NA,1.0119690100352,9.3218199412028,NA,1.4049072265625,-0.387216959148645,NA,-0.405988190323114,-6.45361598581076,NA,-6.76646983871857,0.14285714,0.8,0.41666667,0,0.75,0.6,0.41666667,1,101.397613525391,3.79009962081909,0,0,101.398,1,1,"2024-08-16",0
"Chad Green",15552,"2024-08-12","@LAA",14,2024,"TOR","A",33,0,0,9,1,0,0,0,0,1,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,6.03472908401489,9,0.25,1,0,1,16.1664797782898,-7.16647977828979,6.19049659073353,226.31131824936,400.460422327505,152.159040742638,1,0,0.5,0.5,0,0.5,0,0,4,11,15,0.0418660044670105,-0.050841998308897,0.0927079990506172,-0.491999983787537,-0.0499238930642605,1.13824999332428,0.925400018692017,0.925400018692017,NA,0,1,0.0222371928393841,0.0145438348017759,0,0,0.6,96.44444444,NA,NA,0.4,88.33333333,NA,-0.948497772216797,NA,0.212085232138634,-10.5388641357422,NA,3.53475386897723,0.55555556,0.66666667,0.6,0.8,0.75,0.77777778,0.4,0.75,0.13333333,1,2,1,1,2,1,4,0.25,0.5,0.25,0.25,0.5,0.25,14.9669518917451,80,63.19768,80,52.0588,61.41183,57.12483,NA,NA,NA,80,63.82024,80,-1.84834,1.30458,106.22,133.38,138.16,129,97.32,108.76,NA,NA,NA,115.332,118.956,126.4,0.6,NA,0.4,96.2777777777778,NA,88.1666666666667,-5.34352281358507,NA,-0.258523960908254,10.9184383816189,NA,2.0044043858846,-0.901952616870403,NA,0.214739684015512,-10.0216957430045,NA,3.57899473359187,0.66666667,0.55555556,0.6,0.75,0.8,0.77777778,0.6,16.09090909,0.6,NA,0.4,96.2658420138889,NA,88.1164855957031,-4.96515655517578,NA,0.436396797498067,9.80206807454427,NA,0.506881356239319,-0.901952616870403,NA,0.214739684015512,-10.0216957430045,NA,3.57899473359187,0.66666667,0.55555556,0.6,0.75,0.8,0.77777778,0.6,4,83.9499130249023,-4.79173755645752,1,0.25,107.166,1,0.25,"2024-08-12",0
"Chad Green",15552,"2024-08-09","OAK",14,2024,"TOR","H",33,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,7.34739574882223,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,76.9525195600348,152.159040742638,0.5,0,0.333333333,0.666666666,0,0,0,0,5,6,11,0.0702939927577972,0,0.0702939927577972,0.479000002145767,0.0506075024604797,0.930400013923645,1.45819997787476,1.45819997787476,NA,0,1,0.0760683864355087,-0.000515944791235443,1,0,0.63636364,94.57142857,NA,NA,0.36363636,88.25,NA,0.676718413829803,NA,0.0350132994353771,9.66740591185433,NA,0.875332485884428,0.16666667,0.6,0.36363636,0,1,0.75,0.45454545,0.66666667,0.09090909,3,0,0,0,1,2,3,1,0,0,0,0.33333333,0.66666667,0.973624366072839,55.95381,58.66902,49.14401,74.43632,40.45451,75.0017,NA,NA,NA,65.85475,50.91064,62.7469,-0.85959,2.78771,101.06,95.44,97.52,98.94,132.52,131.16,NA,NA,NA,100.289090909091,108.923636363636,109.752727272727,0.63636364,NA,0.36363636,94.7571411132812,NA,88.4000015258789,-4.92982428414481,NA,-0.55859100818634,11.6100387573242,NA,2.61779451370239,0.685255587100983,NA,0.0350130535662174,9.78936553001404,NA,0.875326339155436,0.16666667,0.6,0.36363636,0,1,0.75,0.45454545,13.75,0.63636364,NA,0.36363636,94.8522600446429,NA,88.4564971923828,-4.63074602399554,NA,-0.0556567385792732,10.4655238560268,NA,0.952219486236572,0.685255587100983,NA,0.0350130535662174,9.78936553001404,NA,0.875326339155436,0.16666667,0.6,0.36363636,0,1,0.75,0.45454545,3,89.6800435384115,28.3806864420573,0,0,96.6948,2,0.66666667,"2024-08-09",0
"Chad Green",15552,"2024-08-08","BAL",14,2024,"TOR","H",33,0,0,9,1,0,0,0,0,1,0,0,1,5,2,1,1,0,0,0,0,0,0,1,9,0,18,1,0,0,2,2,0,0,0,0,0,0.2,0,0.2,3.29696908401489,0,0.4,2,0.5,0.5,1.1664797782898,7.8335202217102,4.19049659073353,226.31131824936,27.1820729804239,102.403901559937,1,0,0.5,0.5,0,0,0,0,5,14,19,0.0690719932317734,-0.108910024166107,0.177982017397881,-1.69799995422363,-0.179397776722908,1.78540003299713,0.847400009632111,1.69480001926422,NA,0,1,-0.0243328064680099,0.0630199308968266,1,0,0.57894737,95.90909091,NA,NA,0.42105263,88.625,NA,-0.31988987326622,NA,-0.0574530363082886,-2.90808975696564,NA,-0.718162953853607,0.5,0.85714286,0.63157895,0.83333333,1,0.91666667,0.36842105,0.8,0.05263158,1,1,2,1,3,0,4,0.25,0.25,0.5,0.25,0.75,0,0.185987340898735,51.20024,60.78631,41.20918,68.80184,47.1339,78.31769,NA,NA,NA,60.82345,55.37777,60.5692,-0.54701,3.25658,111.28,106.66,112.86,107.08,133.8,143.52,NA,NA,NA,109.511578947368,118.087368421053,125.769473684211,0.57894737,NA,0.42105263,95.9909113103693,NA,88.4124984741211,-4.11850911920721,NA,0.71656596660614,10.494646245783,NA,2.17404890060425,-0.322568900883198,NA,-0.0593130849301815,-2.93244455348362,NA,-0.741413561627269,0.44444444,0.8,0.63157895,0.75,1,0.91666667,0.52631579,21.57142857,0.57894737,NA,0.42105263,95.9993785511364,NA,88.4104385375977,-4.0453671542081,NA,0.984501481056213,9.55518618496981,NA,0.833545744419098,-0.322568900883198,NA,-0.0593130849301815,-2.93244455348362,NA,-0.741413561627269,0.4,0.88888889,0.63157895,0.75,1,0.91666667,0.47368421,4,83.4174118041992,6.9899206161499,0,0,97.164,1,0.25,"2024-08-08",0
"Chad Green",15552,"2024-08-06","BAL",14,2024,"TOR","H",33,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.1820729804239,64.7888072114456,1,0,0.5,0.5,0,0,0,0,3,9,12,0.0311379991471767,0,0.0311379991471767,0.479000002145767,0.0506075024604797,0.41100001335144,0.719600021839142,0.719600021839142,NA,0,1,0.0760233476758003,-0.000261795034313977,0,0,0.83333333,95.7,NA,NA,0.16666667,88,NA,0.705334663391113,NA,0.0228863731026649,7.05334663391113,NA,1.14431865513325,0.4,0.57142857,0.5,0.5,1,0.83333333,0.58333333,0.33333333,0.08333333,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,-0.366765573022453,75.82499,58.32996,78.30597,20,49.40345,20,NA,NA,NA,71.31292,53.37701,73.52461,-1.19868,2.27907,111.28,122.64,123.58,94.28,74.18,76.18,NA,NA,NA,108.446666666667,114.563333333333,115.68,0.83333333,NA,0.16666667,95.6099975585937,NA,87.6999969482422,-4.72851486206055,NA,0.494084924459457,10.8038307189941,NA,1.68257308006287,0.756014011800289,NA,0.0229212380945683,7.56014011800289,NA,1.14606190472841,0.4,0.57142857,0.5,0.5,1,0.83333333,0.58333333,16.44444444,0.83333333,NA,0.16666667,95.6352478027344,NA,87.6893463134766,-4.15720291137695,NA,1.40864491462708,9.62584991455078,NA,-0.0321304947137833,0.756014011800289,NA,0.0229212380945683,7.56014011800289,NA,1.14606190472841,0.4,0.57142857,0.5,0.5,1,0.83333333,0.58333333,2,97.2598876953125,4.34684228897095,0,0,98.545,2,1,"2024-08-06",0
"Chad Green",15552,"2024-08-04","@NYY",14,2024,"TOR","A",33,0,0,0,1,0,0,0,0,0,0,0,1.1,6,1,0,0,0,1,1,0,0,0,0,0,6.75000160932579,6.75000160932579,0,0,0,2,2,1,1,0,0,0,0,0.16666667,-0.16666667,8.17806240596689,0,0.2,1.50000035762795,0.2,1,5.41648031473173,-5.41648031473173,7.684493464801,0,132.944285311574,189.326051946512,1,0.2,0.4,0.4,0.5,0,0,0,5,14,19,0.185312002897263,-0.0833520144224167,0.268664002418518,0.715999960899353,0.0743509829044342,2.74053335189819,2.09759998321533,1.79199993610382,2.59439992904663,1,1,0.0596156343817711,0.00800332116529741,1,0,0.47368421,95.55555556,NA,NA,0.52631579,87,0.21052632,-0.638287603855133,NA,0.821508705615997,-7.09208448727926,NA,8.21508705615997,0.44444444,0.9,0.68421053,0.75,0.66666667,0.69230769,0.52631579,0.5,0.21052632,3,1,1,1,3,1,5,0.6,0.2,0.2,0.2,0.6,0.2,5.07930158477541,69.67242,48.2377,72.11246,35.74658,47.37097,40.87446,NA,NA,NA,54.26016,48.33743,58.17537,-0.13926,3.8682,105.98,122.04,120.4,100.66,101.22,112.7,NA,NA,NA,103.18,111.082105263158,116.347368421053,0.47368421,NA,0.52631579,95.6777750651042,NA,87.1,-5.16888639662001,NA,0.684178829193115,10.3379965888129,NA,1.47083396911621,-0.64491830766201,NA,0.814393263310194,-7.16575897402234,NA,8.14393263310194,0.5,0.81818182,0.68421053,1,0.55555556,0.69230769,0.57894737,16.42857143,0.47368421,NA,0.52631579,95.3912896050347,NA,86.8097534179688,-4.92927085028754,NA,1.14214906692505,9.58000861273872,NA,0.463895511627197,-0.64491830766201,NA,0.814393263310194,-7.16575897402234,NA,8.14393263310194,0.375,0.90909091,0.68421053,1,0.6,0.69230769,0.57894737,5,91.8641235351563,25.3611129760742,1,0.2,115.239,1,0.2,"2024-08-04",0
"Chad Green",15552,"2024-08-02","@NYY",14,2024,"TOR","A",33,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-72.3588201787977,-72.3365655024484,0,0,0,0,0,0,0,0,7,9,16,0.03982799872756,0,0.03982799872756,0.49099999666214,0.0509864985942841,0.518800020217896,0.892400026321411,0.892400026321411,NA,0,1,0.0766807943582535,8.86682004263006e-05,0,0,0.5,96.5,NA,NA,0.5,88.625,NA,0.386940717697144,NA,0.389361679553986,4.83675897121429,NA,4.86702099442482,0,0.44444444,0.25,NA,0.5,0.5,0.5625,0.66666667,0.125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.77698938611507,73.27927,69.73337,55.15151,50.96076,58.11141,59.58001,NA,NA,NA,66.69006,67.2027,60.73969,-0.91148,2.70987,96.36,113.2,118.8,114.56,104.78,125.16,NA,NA,NA,105.46,108.99,121.98,0.5,NA,0.5,96.4000015258789,NA,88.7249984741211,-4.7215690612793,NA,0.51531970500946,10.3428077697754,NA,2.22746443748474,0.391900844871998,NA,0.393044609576464,4.89876056089997,NA,4.9130576197058,0,0.4,0.25,NA,0.5,0.5,0.625,16.46153846,0.5,NA,0.5,96.3038787841797,NA,88.6279983520508,-4.50719022750854,NA,1.17013311386108,9.48410606384277,NA,1.06658685207367,0.391900844871998,NA,0.393044609576464,4.89876056089997,NA,4.9130576197058,0,0.4,0.25,NA,0.5,0.5,0.625,0,NA,NA,0,NA,NA,0,NA,"2024-08-02",0
"Chad Green",15552,"2024-07-29","@BAL",14,2024,"TOR","A",33,0,0,0,1,0,0,0,0,0,1,0,1.1,4,0,0,0,0,0,0,0,0,0,1,6.75000160932579,0,0,1,0,0,1,2,0,0,0,0,0,0.25,0,0.25,3.28666658401489,0,0,0,0,1,1.66647942066184,-1.66647942066184,3.93449257073111,0,39.6246757256752,96.0351437366616,0.5,0,0.333333333,0.666666666,0,0,2,13.5000032186516,3,8,11,0.118619993329048,0,0.118619993329048,0.881999969482422,0.0948387086391449,1.18299996852875,1.61133325099945,2.8659999370575,0.398000001907349,1,1,0.100283533334732,-1.30375742195959e-05,1,0,0.72727273,95.125,NA,NA,0.27272727,88,NA,0.555012881755829,NA,0.42303141951561,6.93766102194786,NA,14.101047317187,0.5,0.6,0.54545455,0.66666667,1,0.83333333,0.45454545,0.75,0.09090909,1,0,2,0,1,2,3,0.33333333,0,0.66666667,0,0.33333333,0.66666667,-0.0830865809364443,74.3093,50.86049,76.13176,80,43.36202,80,NA,NA,NA,80,45.47359,80,-2.06962,0.97266,92.44,128,117.72,118.86,150.58,147.36,NA,NA,NA,99.6454545454545,134.158181818182,125.803636363636,0.72727273,NA,0.27272727,95.0625,NA,87.6666666666667,-5.13752937316895,NA,0.781793435414632,9.75802230834961,NA,2.03653812408447,0.56164250895381,NA,0.427845701575279,7.02053136192262,NA,14.2615233858426,0.5,0.6,0.54545455,0.66666667,1,0.83333333,0.45454545,16.71428571,0.72727273,NA,0.27272727,95.0121612548828,NA,87.5963948567708,-5.0407772064209,NA,1.12965265909831,8.89669036865234,NA,0.767460346221924,0.56164250895381,NA,0.427845701575279,7.02053136192262,NA,14.2615233858426,0.4,0.66666667,0.54545455,0.5,1,0.83333333,0.54545455,3,98.2263793945312,10.1894391377767,1,0.33333333,106.464,2,0.66666667,"2024-07-29",2
"Chad Green",15552,"2024-07-26","TEX",14,2024,"TOR","H",33,1,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,2,13.5000032186516,0,0,2,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0.562229084014893,0,0,0,0,1,0.166479063033887,-0.166479063033887,1.30048563806852,0,2.29683189131556,30.5074529652481,1,0,0.5,0.5,0,0,1,6.75000160932579,6,11,17,0.182403981685638,0,0.182403981685638,0.699000000953674,0.0738510265946388,1.77959990501404,2.12133312225342,1.78479993343353,NA,0,1,0.102513268589973,-1.60830306161763e-05,1,0,0.70588235,95.83333333,NA,NA,0.29411765,88,NA,1.00397217273712,NA,-0.0207561627030373,8.36643477280935,NA,-0.415123254060745,0.33333333,0.625,0.47058824,0.33333333,1,0.75,0.47058824,0.75,0.11764706,0,2,0,0,1,1,2,0,1,0,0,0.5,0.5,-1.02168210383816,75.49344,64.93125,77.36951,45.96375,48.54497,57.18593,NA,NA,NA,72.39384,59.40957,78.7319,-1.26584,2.17833,110.86,121.32,128.68,111.98,91.72,93.12,NA,NA,NA,111.189411764706,112.614117647059,118.221176470588,0.70588235,NA,0.29411765,95.875,NA,87.8599975585937,-5.43670845031738,NA,0.203904795646667,10.9265060424805,NA,1.85698356628418,1.01625748723745,NA,-0.0216708444058895,8.46881239364545,NA,-0.43341688811779,0.14285714,0.7,0.47058824,0,0.85714286,0.75,0.58823529,16.38461538,0.70588235,NA,0.29411765,95.7998962402344,NA,87.7642822265625,-4.66524505615234,NA,1.25601463317871,9.78343963623047,NA,0.516890382766724,1.01625748723745,NA,-0.0216708444058895,8.46881239364545,NA,-0.43341688811779,0.14285714,0.7,0.47058824,0,0.85714286,0.75,0.58823529,2,96.2964630126953,19.6970500946045,0,0,103.678,1,0.5,"2024-07-26",0
"Chad Green",15552,"2024-07-24","TBR",14,2024,"TOR","H",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.1820729804239,102.403901559937,0,0,0,1,0,0,0,0,2,13,15,0.085876002907753,0,0.085876002907753,0.479000002145767,0.0506075024604797,1.14653325080872,1.53619992733002,1.53619992733002,1.83860003948212,1,1,0.0750524178147316,-0.00015184005374673,1,0,0.6,95.44444444,NA,NA,0.4,86.83333333,NA,0.717360138893127,NA,0.0485989488661289,7.97066820992364,NA,0.809982481102149,0.57142857,0.875,0.73333333,1,0.85714286,0.90909091,0.53333333,1,0.06666667,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,-0.511560005096225,80,56.76016,80,47.29839,46.93322,58.09071,NA,NA,NA,76.95828,52.36979,80,-1.54941,1.75298,121.7,129.12,131.74,118.96,84.38,83.04,NA,NA,NA,120.604,111.224,112.26,0.6,NA,0.4,95.5333319769965,NA,87.0499979654948,-6.36908043755425,NA,0.583586891492208,11.3456793891059,NA,1.69373496373494,0.725900072604418,NA,0.0488484427332878,8.06555636227131,NA,0.814140712221464,0.57142857,0.875,0.73333333,1,0.85714286,0.90909091,0.53333333,18,0.6,NA,0.4,95.410888671875,NA,86.9120890299479,-5.44732877943251,NA,1.90187867482503,10.3953687879774,NA,0.00955133636792501,0.725900072604418,NA,0.0488484427332878,8.06555636227131,NA,0.814140712221464,0.57142857,0.875,0.73333333,1,0.85714286,0.90909091,0.53333333,2,87.9513244628906,38.9957122802734,0,0,88.2381,0,0,"2024-07-24",0
"Chad Green",15552,"2024-07-21","DET",14,2024,"TOR","H",33,0,0,0,1,0,0,0,0,1,0,0,1.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,9.18472908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.79530133750784,0,76.9525195600348,167.205112919695,0.25,0,0.2,0.8,0,0,0,0,5,9,14,0.367677986621857,0,0.367677986621857,1.35899996757507,0.143581613898277,3.02259993553162,3.46113324165344,4.71180009841919,NA,0,1,0.123017072677612,-0.00137411811399775,1,0,0.57142857,95.5,NA,NA,0.42857143,88.16666667,NA,1.14331114292145,NA,0.0680671036243439,14.2913892865181,NA,1.1344517270724,0.33333333,0.6,0.42857143,1,1,1,0.35714286,0.8,0,2,0,3,0,3,2,5,0.4,0,0.6,0,0.6,0.4,0.899876244474324,72.65484,51.19019,80,42.68414,41.13443,47.11124,NA,NA,NA,63.88483,45.74398,76.1874,-0.7372,2.97129,81.58,131.56,121.54,99.4,83.94,85.36,NA,NA,NA,89.2171428571429,111.151428571429,106.034285714286,0.57142857,NA,0.42857143,95.7125015258789,NA,88.1166687011719,-5.48744106292725,NA,0.479383945465088,9.94937515258789,NA,1.99165185292562,1.15829749777913,NA,0.0675001069903374,14.4787187222391,NA,1.12500178317229,0.33333333,0.5,0.42857143,1,1,1,0.57142857,16.22222222,0.57142857,NA,0.42857143,95.5231475830078,NA,87.9065653483073,-4.68049478530884,NA,1.69517040252686,9.04950714111328,NA,0.876312335332235,1.15829749777913,NA,0.0675001069903374,14.4787187222391,NA,1.12500178317229,0.33333333,0.5,0.42857143,1,1,1,0.57142857,5,90.8464599609375,35.0513275146484,1,0.2,102.652,2,0.4,"2024-07-21",0
"Chad Green",15552,"2024-07-19","DET",14,2024,"TOR","H",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,9.75339574477623,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,76.9525195600348,152.159040742638,0,0.333333333,0,0.666666666,0,0,0,0,1,6,7,0.0355199947953224,0,0.0355199947953224,0.479000002145767,0.0506075024604797,0.477999985218048,0.629599988460541,0.629599988460541,NA,0,1,0.07452342659235,-0.000213811751840445,0,0,0.57142857,94.75,NA,NA,0.42857143,88,NA,0.502063632011414,NA,0.264933526515961,12.5515908002853,NA,8.83111755053202,0.66666667,1,0.85714286,1,0.75,0.83333333,0.57142857,1,0.14285714,0,0,3,1,2,0,3,0,0,1,0.33333333,0.66666667,0,5.45427376315245,80,49.14577,80,80,31.57402,80,NA,NA,NA,80,39.53153,80,-2.81858,-0.15078,92.7,129.44,118,88.6,139.16,135.96,NA,NA,NA,90.9428571428571,133.605714285714,125.697142857143,0.57142857,NA,0.42857143,94.6999969482422,NA,88.2000020345052,-5.57418060302734,NA,-0.905990839004517,10.1333274841309,NA,3.22706731160482,0.532619033008814,NA,0.267885897308588,13.3154758252203,NA,8.92952991028627,0.5,1,0.85714286,1,0.8,0.83333333,0.71428571,15.25,0.57142857,NA,0.42857143,94.5301742553711,NA,88.0161336263021,-4.76820516586304,NA,0.130321552356084,9.11441230773926,NA,2.06593004862467,0.532619033008814,NA,0.267885897308588,13.3154758252203,NA,8.92952991028627,0.5,1,0.85714286,1,0.8,0.83333333,0.71428571,3,85.2417144775391,41.7967427571615,0,0,86.2581,0,0,"2024-07-19",0
