"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","XX%","wFB","wSL","wFB/C","wSL/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFC%","pfxSI%","pfxSL%","pfxvFC","pfxvSI","pfxvSL","pfxFC-X","pfxSI-X","pfxSL-X","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxwFC","pfxwSI","pfxwSL","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piSI%","piSL%","pivFA","pivSI","pivSL","piFA-X","piSI-X","piSL-X","piFA-Z","piSI-Z","piSL-Z","piwFA","piwSI","piwSL","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Camilo Doval",21992,"2024-09-28","STL",30,2024,"SFG","H",26,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,1,0,1,0,0,0,0,0.5,0,0.5,0.324604084014893,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-19.0813844885779,-18.3531359984531,1,0.5,0.5,0,0,0,1,9,9,13,22,0.0629460141062737,-0.0355319902300835,0.0984780043363571,0.474000006914139,0.0503987222909927,1.18120002746582,1.21160006523132,1.21160006523132,0.88780003786087,1,1,0.0340795367956161,0.0192103486112779,1,0,0.27272727,97.16666667,0.72727273,88.375,NA,-0.565521359443665,0.84627890586853,-9.42535599072774,5.28924316167831,0.28571429,0.375,0.31818182,0.25,1,0.57142857,0.36363636,0.5,0.13636364,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,1.64527825308016,20,49.32517,20,60.09729,55.5316,59.11476,57.11435,54.86574,41.86438,55.89334,62.71155,45.30229,-0.24072,3.71601,46.8,-13.08,-55.4,116.44,109.84,132.26,85.76,111.66,125.74,106.301818181818,104.666363636364,122.248181818182,0.22727273,0.04545455,0.72727273,97.3600036621094,96.4000015258789,88.46875,-1.3739559173584,-3.36568641662598,3.07292556762695,5.75234146118164,2.971923828125,0.312389612197876,-0.475485000759363,-0.0991095378994942,0.845206838101149,-9.50970001518726,-9.91095378994942,5.28254273813218,0.25,0.4,0.31818182,0.33333333,0.75,0.57142857,0.45454545,17.72222222,0.22727273,0.04545455,0.72727273,97.481640625,96.5466995239258,88.5997085571289,-1.19963827133179,-2.72965002059937,3.40000081062317,5.01883392333984,1.98465001583099,-0.818056464195251,-0.475485000759363,-0.0991095378994942,0.845206838101149,-9.50970001518726,-9.91095378994942,5.28254273813218,0.25,0.4,0.31818182,0.33333333,0.75,0.57142857,0.45454545,2,78.7435760498047,7.48070669174194,0,0,87.7051,0,0,"2024-09-28",0
"Camilo Doval",21992,"2024-09-27","STL",30,2024,"SFG","H",26,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,81.4170727589986,78.3097583844777,3,0,1,0,0,0,0,0,6,10,16,0.0186059959232807,0,0.0186059959232807,0.474000006914139,0.0503987222909927,0.246733337640762,0.326999992132187,0.326999992132187,0.236999988555908,1,1,0.0755785703659058,-0.000169239380521907,0,0,0.5,98.375,0.5,89.125,NA,0.138326942920685,0.497928738594055,1.72908678650856,6.22410923242569,0.45454545,0.6,0.5,0.8,1,0.875,0.3125,0.66666667,0.0625,2,0,1,2,0,1,3,0.66666667,0,0.33333333,0.66666667,0,0.33333333,1.34180193046909,20,58.72032,20,77.76834,66.4884,72.36722,20,41.19924,31.8694,49.32806,62.96551,49.00317,0.16716,4.32783,86.58,99.4,84.88,107.68,111,137.98,104.24,78.52,71.36,104.85625,96.065,105.515,0.4375,0.0625,0.5,98.2999965122768,96.5,89.0625,-2.93014226640974,-5.72316455841064,1.45554578304291,6.03666087559291,4.44919300079346,1.0973916053772,0.163329593837261,-0.0242429338395596,0.505132421851158,2.33327991196087,-2.42429338395596,6.31415527313948,0.45454545,0.6,0.5,0.8,1,0.875,0.3125,20.15384615,0.375,0.125,0.5,98.6232706705729,96.5903015136719,89.1094665527344,-2.52351999282837,-4.66999006271362,1.85891568660736,5.34002304077148,3.71393489837646,-0.141065254807472,0.211651749908924,-0.0725650899112225,0.505132421851158,3.52752916514874,-3.62825449556112,6.31415527313948,0.45454545,0.6,0.5,0.8,1,0.875,0.3125,3,81.8607889811198,-19.2817357381185,0,0,110.771,1,0.33333333,"2024-09-27",0
"Camilo Doval",21992,"2024-09-25","@ARI",30,2024,"SFG","A",26,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-19.0813844885779,-18.3531359984531,1,0,1,0,0,0,1,9,2,11,13,0.00662002572789788,0,0.00662002572789788,0.510999977588654,0.0516161620616913,0.0866666659712791,0.114000000059605,0.114000000059605,0.114000000059605,1,1,0.0765869244933128,-0.000202011635447474,0,0,0.30769231,98.75,0.69230769,90.44444444,NA,0.00450797751545906,0.7402024269104,0.112699437886477,8.22447141011556,0.625,0.8,0.69230769,0.6,0.75,0.66666667,0.38461538,0.66666667,0.23076923,0,1,0,1,0,0,1,0,1,0,1,0,0,-1.55719109784311,80,80,80,80,57.41527,80,63.60002,65.53519,51.20326,80,68.49373,80,-2.66528,0.07917,121.38,121.52,110.78,137.82,125.08,157.2,116.52,82.02,90,131.64,114.869230769231,138.121538461538,0.23076923,0.07692308,0.69230769,98.9666748046875,98.3000030517578,90.2666693793403,-1.61814594268799,-4.08576345443726,2.44510629442003,6.22315788269043,0.512963533401489,-0.00922471947140164,0.00431566312909126,0,0.748863164335489,0.143855437636375,0,8.32070182594988,0.57142857,0.83333333,0.69230769,0.5,0.8,0.66666667,0.46153846,19.6,0.23076923,0.07692308,0.69230769,98.6423645019531,98.0254974365234,89.9558444552951,-1.30181256930033,-4.08932018280029,2.80433887905545,5.35004679361979,-0.550863027572632,-1.49796040852865,0.00431566312909126,0,0.748863164335489,0.143855437636375,0,8.32070182594988,0.57142857,0.83333333,0.69230769,0.5,0.8,0.66666667,0.46153846,1,65.7442398071289,-26.3463020324707,0,0,65.7442,0,0,"2024-09-25",0
"Camilo Doval",21992,"2024-09-23","@ARI",30,2024,"SFG","A",26,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,2,0,0,0,0,0,0,0.25,0.25,0,5.04972908401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,106.541687070893,102.47548198021,2,0,1,0,0,0,0,0,8,10,18,0.0526400022208691,-0.0315599963068962,0.084199994802475,0.511000037193298,0.0516161620616913,1.01600003242493,1.0699999332428,1.0699999332428,0.932000041007996,1,1,0.0286845769733191,0.0231264471811105,0,0,0.33333333,99.16666667,0.66666667,90.41666667,NA,0.0603433400392532,0.316213577985764,1.00572233398755,2.63511314988136,0.14285714,0.63636364,0.44444444,0,1,0.875,0.61111111,0.75,0.05555556,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,3.04351112681247,60.89998,38.52573,80,71.63018,66.71342,64.2038,77.07841,59.80256,64.00829,78.63478,71.45291,72.47088,-1.65356,1.59675,77.14,196.9,146.04,132.52,100.14,140.56,108.96,111.62,125.56,122.898888888889,108.704444444444,136.697777777778,0.27777778,0.05555556,0.66666667,99.1200012207031,99.3000030517578,90.3083292643229,-2.30947322845459,-3.26503729820251,2.11063655217489,5.65147590637207,2.62116074562073,0.752829790115356,0.060542032122612,0,0.31616161391139,1.21084064245224,0,2.63468011592825,0.14285714,0.63636364,0.44444444,0,1,0.875,0.61111111,20.07142857,0.27777778,0.05555556,0.66666667,98.9886840820313,99.1778030395508,90.1570027669271,-2.14094200134277,-2.98978996276855,2.47184753417969,4.67758407592773,1.34140002727509,-0.723697741826375,0.060542032122612,0,0.31616161391139,1.21084064245224,0,2.63468011592825,0.14285714,0.63636364,0.44444444,0,1,0.875,0.61111111,2,77.0869750976562,-27.8433494567871,0,0,83.3729,0,0,"2024-09-23",0
"Camilo Doval",21992,"2024-09-20","@KCR",30,2024,"SFG","A",26,0,0,9,1,0,0,0,0,1,0,0,1,6,0,1,1,0,2,0,0,0,0,2,18,18,0,1,1,0,1,1,0,0,1,0,0,0.33333333,0.33333333,0,7.12050685733112,0,0,2,0,0.5,5.1664797782898,3.8335202217102,6.67848818451166,223.387360837213,131.666301382787,163.179982795125,1,0,0.5,0.5,0,0,0,0,14,13,27,0.0985639989376068,-0.412588000297546,0.511151969432831,-0.465999990701675,-0.0456191822886467,5.49580001831055,1.92299997806549,1.92299997806549,NA,0,1,-0.0504915453493595,0.0684259677463204,1,0,0.48148148,97.15384615,0.51851852,89.78571429,NA,-0.648921132087708,0.925240933895111,-4.99170101605929,6.60886381353651,0.22222222,0.55555556,0.33333333,0.25,1,0.66666667,0.33333333,0.33333333,0.11111111,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,3.62876743760732,71.93761,80,60.8361,67.84448,49.07542,72.13658,20,60.07889,20,41.44458,61.38131,33.61348,0.65693,5.06249,97.64,111.86,111.34,111.38,132.76,143.5,103.92,17.26,13.96,107.09037037037,87.66,91.9488888888889,0.37037037,0.11111111,0.51851852,97.2099975585938,97.1666666666667,89.7285679408482,-1.08012800216675,-5.61805025736491,2.24408463069371,6.06270599365234,1.56852149963379,0.330664736883981,-0.564373634755611,-0.094340343028307,0.936010044068098,-5.64373634755611,-3.14467810094357,6.68578602905784,0.25,0.45454545,0.33333333,0.5,0.8,0.66666667,0.40740741,19.63157895,0.37037037,0.11111111,0.51851852,96.9145263671875,96.8728637695312,89.4390171595982,-0.765978384017944,-5.33515040079753,2.75321415492467,5.6891170501709,0.681407372156779,-0.749433858054025,-0.564373634755611,-0.094340343028307,0.936010044068098,-5.64373634755611,-3.14467810094357,6.68578602905784,0.25,0.45454545,0.33333333,0.5,0.8,0.66666667,0.40740741,2,82.5518646240234,14.6954221725464,0,0,93.4363,0,0,"2024-09-20",0
"Camilo Doval",21992,"2024-09-15","SDP",30,2024,"SFG","H",26,0,1,9,1,0,0,0,0,0,0,0,1,5,2,2,1,0,0,0,0,0,0,1,9,0,18,1,0,0,2,2,0,0,0,0,0,0.2,0,0.2,3.29696908401489,0,0.4,2,0.5,0,1.1664797782898,7.8335202217102,4.19049659073353,223.387360837213,31.1678441352104,103.055865631376,1,0,0.5,0.5,0,0,1,9,9,10,19,-0.310447990894318,-0.351296752691269,0.0408487617969513,-0.922000050544739,-0.0980329588055611,1.20884001255035,2.67219996452332,2.67219996452332,NA,0,1,-0.212992951273918,-0.0438218361844727,0,1,0.68421053,97,0.31578947,88.83333333,NA,-0.891285359859467,0.397430211305618,-6.8560412296882,6.62383685509364,0.23076923,0.66666667,0.36842105,0.66666667,1,0.85714286,0.31578947,0.2,0.05263158,2,2,0,0,4,0,4,0.5,0.5,0,0,1,0,0.183030268306328,34.93032,68.47433,20,49.13367,43.33526,51.04698,29.40222,66.37115,33.66502,39.77608,60.32293,27.05072,0.76059,5.21798,90.2,119.28,113.82,105.66,90.16,105.2,67.34,70.52,43.04,91.5433333333334,101.446666666667,99.15,0.21052632,0.47368421,0.31578947,97.75,96.7222222222222,88.9666646321615,-3.59377026557922,-4.93054750230577,2.99890168507894,5.71062088012695,1.24679692586263,-0.062174528837204,-0.00144379213452339,-0.900238540023565,0.401662826538086,-0.0360948033630848,-10.0026504447063,6.69438044230143,0.2,0.55555556,0.36842105,0.5,1,0.85714286,0.47368421,20.35714286,0.21052632,0.47368421,0.31578947,97.8728256225586,96.8385416666667,89.0663045247396,-3.47509503364563,-4.96142111884223,3.19801330566406,4.9348349571228,0.354112015830146,-0.982193867365519,-0.00144379213452339,-0.900238540023565,0.401662826538086,-0.0360948033630848,-10.0026504447063,6.69438044230143,0.2,0.55555556,0.36842105,0.5,1,0.85714286,0.47368421,4,88.9812164306641,8.24495315551758,0,0,104.469,2,0.5,"2024-09-15",0
"Camilo Doval",21992,"2024-09-13","SDP",30,2024,"SFG","H",26,0,0,9,1,0,0,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,2,18,0,18,2,0,0,2,1,0,0,0,0,0,0.4,0,0.4,1.04688908401489,0,0.4,2,0.666666666666667,0.5,-0.833520221710205,9.83352022171021,0.678488184511662,223.387360837213,-19.0813844885779,18.1856412207288,2,0,0.666666666,0.333333333,0,0,0,0,6,15,21,-0.00638599973171949,-0.00977199990302324,0.00338600017130375,-0.526000022888184,-0.0559277012944221,0.0496333315968513,0.0553999990224838,0.0553999990224838,NA,0,1,-0.0589342825114727,-0.0697292491569235,0,0,0.38095238,99.25,0.61904762,89.38461538,NA,-0.51712840795517,0.0397625863552094,-6.46410509943962,0.305866048886226,0.46153846,0.875,0.61904762,0.33333333,0.85714286,0.61538462,0.38095238,1,0.23809524,1,2,0,0,1,2,3,0.33333333,0.66666667,0,0,0.33333333,0.66666667,-0.581553542424811,NA,NA,NA,77.73269,60.93109,76.96412,39.09935,48.3115,36.47069,68.45282,64.50655,63.81279,-1.02099,2.54561,NA,NA,NA,135.82,115.48,150.72,87.9,98.72,93.3,117.564761904762,109.095238095238,128.845714285714,0.38095238,NA,0.61904762,99.0875015258789,NA,89.4230769230769,-2.69656229019165,NA,1.59936303358812,6.13540649414062,NA,0.269895406869742,-0.521673168987036,NA,0.0381086729466915,-6.52091461233795,NA,0.293143638051473,0.5,0.77777778,0.61904762,0.33333333,0.85714286,0.61538462,0.42857143,20.0625,0.38095238,NA,0.61904762,99.143928527832,NA,89.4716045673077,-2.17700624465942,NA,2.03059387207031,4.93767356872559,NA,-1.16600586817815,-0.521673168987036,NA,0.0381086729466915,-6.52091461233795,NA,0.293143638051473,0.53846154,0.75,0.61904762,0.28571429,1,0.61538462,0.38095238,3,102.411814371745,5.68139266967773,1,0.33333333,107.757,3,1,"2024-09-13",0
"Camilo Doval",21992,"2024-09-12","MIL",30,2024,"SFG","H",26,0,1,9,1,0,0,0,0,0,0,0,1,4,0,1,1,0,1,0,0,3,0,1,9,9,0,1,0,0,2,0,0,0,0,0,0,0.25,0.25,0,5.04972908401489,0,0,1,0,0,4.1664797782898,4.8335202217102,4.1664797782898,223.387360837213,106.541687070893,102.47548198021,2,0,1,0,0,0,0,0,13,11,24,-0.149805992841721,-0.252772003412247,0.102966003119946,-0.526000022888184,-0.0559277012944221,1.72685718536377,1.53539991378784,1.53539991378784,0.863200008869171,1,1,-0.0312737114727497,-0.0554769440599852,0,1,0.45833333,97.81818182,0.54166667,89.38461538,NA,-0.477119565010071,0.853676497936249,-4.33745059100064,6.5667422918173,0.13333333,0.33333333,0.20833333,0.5,1,0.8,0.375,0.5,0.04166667,2,0,0,0,2,0,2,1,0,0,0,1,0,3.04351112681247,20,75.08287,20,59.10996,62.83414,53.34419,20,48.08322,20,22.8208,67.70017,20,1.81395,6.79802,104.52,28.96,38.28,98.4,118.2,147.26,84.02,-13.18,-17.54,96.08,66.7633333333333,83.3558333333333,0.25,0.20833333,0.54166667,97.8833312988281,97.6799987792969,89.3000018780048,-3.77109781901042,-6.46184234619141,2.05788979163537,7.08582496643066,2.11419506072998,1.12809540675237,-0.345387373119593,-0.143279742449522,0.865370772778988,-5.75645621865988,-2.86559484899044,6.65669825214606,0.07142857,0.4,0.20833333,0,1,0.8,0.41666667,18.1,0.25,0.20833333,0.54166667,98.0810139973958,97.841796875,89.4855299729567,-3.20468584696452,-5.89406204223633,2.49330667349008,6.09075164794922,0.819638442993164,-0.159109188960149,-0.345387373119593,-0.143279742449522,0.865370772778988,-5.75645621865988,-2.86559484899044,6.65669825214606,0.06666667,0.44444444,0.20833333,0,1,0.8,0.375,2,84.2021865844727,-27.5424957275391,0,0,88.7815,0,0,"2024-09-12",0
"Camilo Doval",21992,"2024-09-08","@SDP",30,2024,"SFG","A",26,0,0,54.0000563264481,1,0,0,0,0,0,1,0,0.1,4,2,2,2,1,1,0,0,0,0,0,0,27.000028163224,54.0000563264481,0,0,0,1,1,1,0,0,0,0,0,0.25,-0.25,9.77622908401489,27.000028163224,0.666666666666667,9.00000938774135,0.5,0.625,51.1665298462436,2.83352648020443,16.7025191161447,1340.32556309178,1287.39981766795,405.417943604044,1,0.333333333,0.333333333,0.333333333,0,1,0,0,12,12,24,-0.220015987753868,-0.280741989612579,0.0607260055840015,-2.02699995040894,-0.221167489886284,1.77565002441406,0.964199960231781,0.964199960231781,3.32439994812012,1,1,-0.149181067943573,0.025273774992379,0,1,0.45833333,97.27272727,0.54166667,88.23076923,NA,0.248900502920151,-2.22510051727295,2.26273184472864,-17.1161578251765,0.13333333,0.55555556,0.29166667,1,1,1,0.375,0.75,0,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,47.5539831171261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.02,39.4,16.6,107.98,49.46,118.7,92.7,116.94,134.58,101.99,77.1575,121.0625,0.41666667,0.04166667,0.54166667,97.2200012207031,96.0999984741211,88.3923058143029,-1.60719509124756,-6.49563694000244,2.34375440157377,5.5795295715332,3.28956770896912,0.0582961623485272,0.286930680274963,-0.0350487045943737,-2.24201575294137,2.86930680274963,-3.50487045943737,-17.2462750226259,0.08333333,0.5,0.29166667,1,1,1,0.5,16.35,0.41666667,0.04166667,0.54166667,97.048876953125,95.9079971313477,88.223135141226,-1.02398958206177,-6.43019008636475,2.87854766845703,4.67747001647949,2.3194899559021,-1.09917127169096,0.286930680274963,-0.0350487045943737,-2.24201575294137,2.86930680274963,-3.50487045943737,-17.2462750226259,0.09090909,0.46153846,0.29166667,1,1,1,0.54166667,3,98.4671223958333,9.01679611206055,1,0.33333333,105.945,2,0.66666667,"2024-09-08",0
"Camilo Doval",21992,"2024-09-07","@SDP",30,2024,"SFG","A",26,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-19.0813844885779,-18.3531359984531,1,0,1,0,0,0,2,18,3,10,13,0.133990004658699,0,0.133990004658699,0.457000017166138,0.0498636141419411,1.81580007076263,2.4488000869751,2.4488000869751,0.824200034141541,1,1,0.0738546773791313,-6.35112611438032e-05,1,0,0.30769231,98.75,0.69230769,90.55555556,NA,0.0905545651912689,0.654155790805817,2.26386412978172,7.26839767562018,0.63636364,1,0.69230769,0.28571429,0.5,0.33333333,0.15384615,0.33333333,0.46153846,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.55719109784311,80,73.34355,80,37.58672,55.83208,32.40075,80,48.27406,70.6052,60.09876,62.84361,46.2085,-0.50199,3.32411,104.62,161.6,163.72,134.82,70.78,101.62,91.94,142.72,143.24,122.601538461538,94.3676923076923,116.001538461538,0.23076923,0.07692308,0.69230769,98.5,99.1999969482422,90.5111083984375,-3.81284872690837,-8.09062767028809,2.81732368469238,6.33292007446289,3.88703727722168,-0.148701667785645,0.154756166040897,-0.0633736774325371,0.661796312779188,5.15853886802991,-6.33736774325371,7.3532923642132,0.71428571,0.66666667,0.69230769,0,0.75,0.33333333,0.46153846,16.1,0.15384615,0.15384615,0.69230769,98.7608032226562,98.1196441650391,90.2892116970486,-1.78826594352722,-6.3547248840332,3.69092983669705,5.46342468261719,3.77429485321045,-1.51054297553168,0.0895345062017441,0.00184798240661621,0.661796312779188,4.4767253100872,0.0923991203308105,7.3532923642132,0.71428571,0.66666667,0.69230769,0,0.75,0.33333333,0.46153846,1,88.902587890625,-31.8677158355713,0,0,88.9026,0,0,"2024-09-07",0
