"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","CT%","CTv","CB%","CBv","CH%","CHv","XX%","wFB","wCT","wCB","wCH","wFB/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxCU%","pfxCH%","pfxvFA","pfxvFC","pfxvCU","pfxvCH","pfxFA-X","pfxFC-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwCU","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piSL%","pivCH","pivCU","pivFA","pivSL","piCH-X","piCU-X","piFA-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piSL-Z","piwCH","piwCU","piwFA","piwSL","piwCH/C","piwCU/C","piwFA/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Albert Suarez",6175,"2024-09-29","@MIN",2,2024,"BAL","A",34,1,0,3,1,1,1,0,0,0,0,0,6,22,4,2,2,2,1,0,0,0,0,4,6,1.5,6,4,0,0,2,11,4,2,0,0,0,0.18181818,0.04545455,0.13636364,5.59008859573089,3,0.19047619047619,0.833333333333333,0.133333333333333,1,6.6664797782898,-3.6664797782898,5.10516185636322,76.401146909957,166.659512561593,125.158550358431,0.181818181,0.235294117,0.117647058,0.647058823,0.181818181,0.181818181,5,7.5,23,48,71,0.109676003456116,-0.308392077684402,0.418068081140518,0.904000043869019,0.0947589129209518,0.853072702884674,1.01719999313354,0.870000004768372,1.04480004310608,1,1,0.0672859698534012,0.0612798640846034,0,0,0.50704225,94,0.18309859,85.61538462,0.18309859,79.53846154,0.12676056,87,NA,-0.823118984699249,0.712278187274933,-0.215973809361458,0.290707677602768,-2.28644162416458,5.47906297903794,-1.66133699508814,3.23008530669742,0.38095238,0.75862069,0.53521127,0.5625,0.81818182,0.71052632,0.4084507,0.72727273,0.15492958,6,8,3,3,10,4,17,0.35294118,0.47058824,0.17647059,0.17647059,0.58823529,0.23529412,7.20569653874853,51,59.3677,51.13469,71.21094,57.41245,41.8111,62.26308,61.73088,48.49376,67.05473,71.54447,59.09008,80,63.36743,45.31705,76.46889,-0.70506,3.0195,72.4,112.56,87.52,97.5628571428572,111.142857142857,100.388571428571,83.42,118.74,99.84,98.8,131.66,122.66,87.4112676056338,118.642253521127,102.24338028169,0.50704225,0.18309859,0.18309859,0.12676056,93.9333360460069,85.6230750450721,79.5076904296875,87,-3.10681788126628,1.1608651968149,2.4872932434082,-9.46318817138672,9.29318237304688,4.67917046180138,-2.64727343045748,5.06478076510959,-0.818002127110958,0.719713114202023,-0.20375607162714,0.291159901767969,-2.27222813086377,5.53625472463094,-1.56735439713185,3.2351100196441,0.38235294,0.67567568,0.53521127,0.46153846,0.84,0.71052632,0.52112676,17.6122449,0.12676056,0.18309859,0.50704225,0.18309859,86.8283013237847,79.3178053635817,93.7557508680556,85.4209453876202,-9.33954196506076,2.92314324012169,-2.71697150336372,1.82816886901855,3.72113333808051,-3.85622552724985,8.42948659261068,3.5141968360314,0.291159901767969,-0.20375607162714,-0.818002127110958,0.719713114202023,3.2351100196441,-1.56735439713185,-2.27222813086377,5.53625472463094,0.37142857,0.69444444,0.53521127,0.46153846,0.84,0.71052632,0.50704225,17,89.6666187959559,24.9011553596048,2,0.11764706,104.597,8,0.47058824,"2024-09-29",0
"Albert Suarez",6175,"2024-09-22","DET",2,2024,"BAL","H",34,0,1,7.2,1,1,0,0,0,0,0,0,5,21,5,4,4,3,1,0,0,0,0,6,10.8,1.8,9,6,0,0,4,7,3,0,0,0,0,0.28571429,0.04761905,0.23809524,3.31619166960921,5.4,0.25,1.2,0.181818181818182,1,9.16647977828979,-1.96647977828979,3.48329154700041,183.362752583897,229.861873603183,84.8103588691123,0.571428571,0.214285714,0.285714285,0.5,0,0.428571428,3,5.4,21,59,80,-0.341380000114441,-0.533879995346069,0.192499995231628,-2.0353000164032,-0.218849465250969,0.585428595542908,0.78600001335144,0.870000004768372,1.52199995517731,1,1,-0.399389564990997,-0.183738766480164,0,0,0.6375,95,0.15,87,0.1,80.375,0.1125,86.77777778,NA,0.612594127655029,-1.04837989807129,-0.485733330249786,-1.41424167156219,1.20116495618633,-8.73649915059407,-6.07166662812233,-15.7137963506911,0.47727273,0.86111111,0.65,0.76190476,0.77419355,0.76923077,0.45,0.71428571,0.15,10,3,1,1,6,7,14,0.71428571,0.21428571,0.07142857,0.07142857,0.42857143,0.5,9.57080125749803,33,74.92417,55.36517,75.32058,59.05378,39.02094,67.34659,62.5066,51.70862,61.46772,30.772,56.33224,46.71386,61.02914,47.37032,65.47549,-0.55979,3.23741,80.78,128.68,114.34,109.64,98,89.6,93.64,122.52,112.48,102.16,89.84,91.02,95.07125,115.859,107.18225,0.6375,0.15,0.1,0.1125,94.9411764705882,86.9749959309896,80.3625030517578,86.6777750651042,-3.48178459616268,1.44239870707194,2.32778406143188,-9.06414116753472,9.83630670285692,4.48839855194092,-3.04666614532471,5.98517820570204,0.633017972111702,-1.0495570525527,-0.490165177732706,-1.37019765004516,1.24121171002294,-8.7463087712725,-6.12706472165883,-15.2244183338351,0.42105263,0.85714286,0.65,0.8125,0.75,0.76923077,0.525,18.33898305,0.1125,0.1,0.6375,0.15,86.6232774522569,80.2918090820312,94.8959673713235,86.9348551432292,-9.08018493652344,2.33207392692566,-3.32810196222044,1.86902681986491,4.48073535495334,-4.7251124382019,8.76594453699449,3.13556575775146,-1.37019765004516,-0.490165177732706,0.633017972111702,-1.0495570525527,-15.2244183338351,-6.12706472165883,1.24121171002294,-8.7463087712725,0.45238095,0.86842105,0.65,0.73684211,0.78787879,0.76923077,0.475,14,88.5971069335938,14.6495513916016,2,0.14285714,104.19,7,0.5,"2024-09-22",0
"Albert Suarez",6175,"2024-09-17","SFG",2,2024,"BAL","H",34,0,1,10.8000010299684,1,1,0,0,0,0,0,0,3.1,18,6,4,4,1,2,0,0,0,0,3,8.10000077247627,5.40000051498418,16.2000015449525,1.5,0.25,0,4,4,5,0,1,0,0,0.16666667,0.11111111,0.05555556,5.26759946148697,2.70000025749209,0.375,2.40000022888186,0.416666666666667,0.60606061,7.06648015022281,3.73352087974555,4.98089003879168,275.0441551061,176.771899731065,122.066969568551,1,0.384615384,0.307692307,0.307692307,0,0.25,0,0,33,50,83,-0.250019997358322,-0.421039998531342,0.171020001173019,-2.62530016899109,-0.282290309667587,0.882315814495087,0.66100001335144,0.870000004768372,0.419999986886978,1,1,-0.29542464017868,0.0120567199273605,0,0,0.35365854,93.86206897,0.17073171,86.57142857,0.15853659,80.38461538,0.31707317,86.34615385,0.01204819,-1.63989818096161,0.394424676895142,0.157000377774239,-1.07739627361298,-5.65482131366072,2.81731912067958,1.20769521364799,-4.14383182158837,0.28846154,0.76666667,0.46341463,0.73333333,0.7826087,0.76315789,0.36585366,0.44444444,0.10843373,7,3,3,2,7,4,13,0.53846154,0.23076923,0.23076923,0.15384615,0.53846154,0.30769231,9.44061714462716,28,56.01487,53.51032,59.5076,41.37882,42.24622,54.58161,64.61796,46.0781,66.63587,24.36386,61.88839,36.41508,49.80858,49.11096,56.82862,0.1373,4.28304,72.26,111.02,95.4,102.64,95.48,81.9,87.3,129.1,112.12,84.84,83.68,79.98,84.5431707317073,110.282682926829,96.540243902439,0.35365854,0.17073171,0.15853659,0.31707317,93.8448275862069,86.4500034877232,80.4461576021635,86.2538499098558,-2.94021606445312,1.2494181224278,2.21970792917105,-9.40764441856971,9.79760847420528,4.74766595023019,-2.55706434983474,5.72144963191106,-1.65081038698554,0.398106440901756,0.140977691859007,-1.04934179037809,-5.69244961029497,2.84361743501254,1.08444378353082,-4.03592996299267,0.22222222,0.65217391,0.46341463,0.625,0.8,0.76315789,0.56097561,19.38461538,0.31707317,0.15853659,0.35365854,0.17073171,86.353759765625,80.5160287710337,93.9424249057112,86.517586844308,-9.44083404541016,2.42007387601412,-2.84802272402007,1.34658854348319,4.30753003633939,-4.06355461707482,8.60043019261853,3.39556503295898,-1.06014756113291,0.140977691859007,-1.65081038698554,0.398106440901756,-4.07749061974195,1.08444378353082,-5.69244961029497,2.84361743501254,0.18918919,0.68888889,0.46341463,0.57142857,0.80645161,0.76315789,0.54878049,13,88.67529296875,12.4986783541166,1,0.07692308,107.09,5,0.38461538,"2024-09-17",0
"Albert Suarez",6175,"2024-09-10","@BOS",2,2024,"BAL","A",34,1,0,1.5,1,1,1,0,0,0,0,0,6,24,4,1,1,0,2,0,0,0,0,8,12,3,6,4,0,0,4,8,1,0,0,1,0,0.33333333,0.08333333,0.25,3.19947908274073,0,0.181818181818182,1,0.285714285714286,0.83333333,1.49981311162313,0.000186888376871197,3.51582431991895,38.2005734549785,36.0412997423062,85.6196951913929,0.5,0.076923076,0.307692307,0.615384615,0,0,5,7.5,36,65,101,0.27837997674942,-0.211836025118828,0.490216016769409,2.28200006484985,0.219845861196518,0.958949983119965,1.08399999141693,0.920000016689301,0.757200002670288,1,1,0.19975571334362,0.0905409461794394,0,0,0.38613861,94.25641026,0.12871287,85.92307692,0.24752475,80,0.23762376,86.375,NA,0.311490654945374,-0.79456901550293,1.16185665130615,0.45954155921936,0.798693987039419,-6.11206935002254,4.64742660522461,1.91475649674733,0.32258065,0.84615385,0.52475248,0.45,0.6969697,0.60377358,0.38613861,0.5,0.20792079,5,5,4,0,10,4,14,0.35714286,0.35714286,0.28571429,0,0.71428571,0.28571429,0.832034959751176,68,70.90056,58.11212,67.87475,41.70781,43.5668,46.50468,44.65653,42.59664,40.66778,20,60.74636,20,42.89162,45.7372,40.17052,0.56703,4.92764,70.12,145.72,142.58,93,89.96,75.24,85.34,91.1,67.56,100.8,55.72,51.16,85.6093069306931,99.2429702970297,85.1766336633663,0.38613861,0.12871287,0.24752475,0.23762376,94.2589768629808,85.8307729867788,79.9839990234375,86.4208374023438,-3.91315479767628,1.54755621690017,2.2970280456543,-9.77689679463704,9.37307504507211,4.94039330115685,-3.49491912841797,4.74805450439453,0.271764997392893,-0.805128365755081,1.1719673871994,0.467540834099054,0.696833326648443,-6.19329512119293,4.68786954879761,1.94808680874606,0.32758621,0.79069767,0.52475248,0.42105263,0.70588235,0.60377358,0.42574257,19.10526316,0.23762376,0.24752475,0.38613861,0.12871287,86.6989949544271,80.233974609375,94.5503242688301,86.0836181640625,-9.75638389587402,2.46053588867187,-3.59271396734776,1.80209541320801,3.59947077433268,-4.69338989257812,8.49585743439503,4.06467555119441,0.467540834099054,1.1719673871994,0.271764997392893,-0.805128365755081,1.94808680874606,4.68786954879761,0.696833326648443,-6.19329512119293,0.32758621,0.79069767,0.52475248,0.42105263,0.70588235,0.60377358,0.42574257,14,90.031728891226,23.9014352651743,2,0.14285714,103.617,4,0.28571429,"2024-09-10",0
"Albert Suarez",6175,"2024-09-04","CHW",2,2024,"BAL","H",34,0,1,12.4615393757115,1,1,0,0,0,0,0,0,4.1,22,8,6,6,3,2,0,0,0,0,2,4.15384645857051,4.15384645857051,16.6153858342821,1,0,0,5,9,4,1,0,0,0,0.09090909,0.09090909,0,6.44839024124437,6.23076968785577,0.4,2.30769247698362,0.333333333333333,0.68965517,12.6280189339226,-0.166479558211091,6.76834365544329,317.35863352265,317.372852592747,166.534471308113,0.555555555,0.222222222,0.277777777,0.5,0.111111111,0.333333333,1,2.07692322928526,23,43,66,-0.329160004854202,-0.606399953365326,0.277239978313446,-3.5353000164032,-0.380139768123627,0.778909087181091,0.861999988555908,0.870000004768372,0.601999998092651,1,1,-0.367218375205994,-0.0553726694632217,0,0,0.34848485,94.13043478,0.31818182,86.14285714,0.1969697,79.07692308,0.13636364,86.22222222,NA,-1.46697986125946,0.0130451731383801,-1.02188551425934,-1.79715967178345,-6.37817330982374,0.0621198720875241,-7.86065780199491,-19.9684407975939,0.35714286,0.79166667,0.51515152,0.73333333,0.89473684,0.82352941,0.36363636,0.68181818,0.09090909,8,5,5,3,9,6,18,0.44444444,0.27777778,0.27777778,0.16666667,0.5,0.33333333,12.6624703864442,11,41.47152,51.76047,24.46406,41.34882,41.16918,47.60754,46.24854,51.60856,42.40811,55.17925,55.70086,59.92816,44.37838,48.63397,44.26654,0.47466,4.78908,81.62,59.82,48.42,97.74,90.16,82.26,82.56,79,66.08,96.26,107.26,99.44,89.7809090909091,87.5745454545455,77.4733333333333,0.34848485,0.31818182,0.1969697,0.13636364,94.0043520720109,86.0571405319941,79.0846135066106,86.2777777777778,-3.10927250074304,1.34802019028437,2.33770487858699,-9.65042029486762,9.80097032629925,4.89657229468936,-3.62820522601788,5.76591322157118,-1.46936556324363,0.0131648816168308,-1.02021382749081,-1.80710935220122,-6.38854592714621,0.0626899124610992,-7.8477986730062,-20.0789928022358,0.35135135,0.72413793,0.51515152,0.69230769,0.9047619,0.82352941,0.43939394,18.79545455,0.13636364,0.1969697,0.34848485,0.31818182,86.2466566297743,79.0350529597356,93.979587720788,86.0142124720982,-9.99929640028212,2.34760827284593,-2.9764696204144,1.56526420229957,4.30220540364583,-5.36915940504808,8.61023148246433,3.4204599289667,-1.80710935220122,-1.02021382749081,-1.46936556324363,0.0131648816168308,-20.0789928022358,-7.8477986730062,-6.38854592714621,0.0626899124610992,0.37837838,0.68965517,0.51515152,0.71428571,0.9,0.82352941,0.43939394,18,88.9779934353299,15.7667931450738,3,0.16666667,105.111,7,0.38888889,"2024-09-04",0
"Albert Suarez",6175,"2024-08-30","@COL",2,2024,"BAL","A",34,1,0,2.57142857142857,1,1,1,0,0,0,0,0,7,27,8,2,2,0,0,0,0,0,0,4,5.14285714285714,0,10.2857142857143,4,0,0,11,7,5,1,0,0,0,0.14814815,0,0.14814815,3.96821468295033,0,0.296296296296296,1.14285714285714,0.347826086956522,0.75,2.02362263543265,0.547805935995919,3.53563104165452,65.4866973513917,49.2836991986394,86.1124382897461,1.571428571,0.217391304,0.478260869,0.304347826,0.142857142,0,3,3.85714285714286,29,66,95,0.32666802406311,-0.419356048107147,0.746024072170258,2.40300011634827,0.2091383934021,1.27747583389282,1.26388561725616,0.870000004768372,2.53640007972717,1,1,0.240632921457291,0.0150807409042606,0,0,0.41052632,93.87179487,0.22105263,85.47619048,0.26315789,78.32,0.10526316,85,NA,-1.34707891941071,0.941580414772034,1.66946160793304,0.279561579227448,-3.4540485113095,4.48371626081921,6.67784643173218,2.79561579227448,0.45614035,0.78947368,0.58947368,0.76923077,0.9,0.83928571,0.4,0.62962963,0.09473684,8,11,4,4,10,9,23,0.34782609,0.47826087,0.17391304,0.17391304,0.43478261,0.39130435,2.46121825867008,63,65.47804,42.02453,70.64321,40.77713,44.56141,49.28958,46.34927,45.42675,46.70059,44.75206,66.41459,53.80007,43.99982,44.72766,51.37681,0.49818,4.82436,83.76,121.32,106.06,95.24,86.48,76.9,77.84,110.08,83.42,97.14,105.52,102.44,87.3084210526316,104.044631578947,88.2917894736842,0.41052632,0.22105263,0.26315789,0.10526316,93.7743577223558,85.5333310081845,78.2960009765625,85.05,-1.7709219516852,1.62166522798084,1.07857261657715,-6.71332931518555,7.30646377954728,3.5667481195359,-3.32650451660156,3.8771053314209,-1.71506553515792,0.997558910399675,1.76109499484301,0.282289404422045,-4.39760393630236,4.75028052571274,7.04437997937202,2.82289404422045,0.42553191,0.75,0.58947368,0.7,0.91666667,0.83928571,0.50526316,19,0.10526316,0.26315789,0.41052632,0.22105263,85.02705078125,78.2679541015625,93.7669396033654,85.5263788132441,-7.0720832824707,0.843682174682617,-1.84558242406601,1.8728016444615,3.46713905334473,-3.93890716552734,7.04171987680289,3.01963370186942,0.282289404422045,1.76109499484301,-1.71506553515792,0.997558910399675,2.82289404422045,7.04437997937202,-4.39760393630236,4.75028052571274,0.41304348,0.75510204,0.58947368,0.73684211,0.89189189,0.83928571,0.51578947,23,87.2837232506793,18.624363111413,1,0.04347826,106.19,7,0.30434783,"2024-08-30",0
"Albert Suarez",6175,"2024-08-24","HOU",2,2024,"BAL","H",34,0,0,3.17647094462574,1,1,0,0,0,0,0,0,5.2,22,4,2,2,2,2,0,0,0,0,3,4.7647064169386,3.17647094462574,6.35294188925147,1.5,0,0,6,10,1,0,0,0,0,0.13636364,0.09090909,0.04545455,5.77822907600703,3.17647094462574,0.2,1.05882364820858,0.133333333333333,1,7.75471558719364,-4.5782446425679,5.83473020628625,80.8953410985202,194.171141558684,143.308437755288,0.6,0.058823529,0.352941176,0.588235294,0,0.2,0,0,32,59,91,0.0313800573348999,-0.403600007295609,0.434980064630508,0.705699980258942,0.075881727039814,0.874545454978943,0.879999995231628,0.870000004768372,0.305999994277954,1,1,-0.177619874477386,0.213501436900755,0,0,0.3956044,94.55555556,0.20879121,86.21052632,0.24175824,79.63636364,0.15384615,86.78571429,NA,-1.60983455181122,1.18451845645905,-0.493838012218475,0.679038166999817,-4.47176264392005,6.23430766557392,-2.24471823735671,4.85027262142726,0.30188679,0.78947368,0.50549451,0.875,0.8,0.82608696,0.41758242,0.59090909,0.08791209,8,5,4,1,6,10,17,0.47058824,0.29411765,0.23529412,0.05882353,0.35294118,0.58823529,6.52115829911776,46,80,57.03738,80,35.38093,38.54957,39.41967,59.7321,44.51091,59.29932,43.49533,60.30026,53.78958,54.87511,44.23142,59.27818,-0.17746,3.8109,65.04,136.34,130.36,105.54,69.4,64.1,79.86,136.16,116.28,96.6,108.72,119.92,87.2835164835165,114.318681318681,106.591208791209,0.3956044,0.20879121,0.24175824,0.15384615,94.5055541992188,86.1631566097862,79.4818170720881,86.7928553989955,-3.06969939337836,1.4306593443218,3.25415143099698,-9.47610364641462,9.41393449571398,4.36407952559622,-3.56562076915394,4.9771248953683,-1.61303861439228,1.28265731409192,-0.497137542814016,0.683959621936083,-4.48066281775633,6.75082796890485,-2.25971610370007,4.88542587097202,0.31111111,0.69565217,0.50549451,0.78571429,0.84375,0.82608696,0.50549451,18.55072464,0.15384615,0.24175824,0.3956044,0.20879121,86.6568254743304,79.3169222745028,94.361579047309,86.0031481291118,-9.61812591552734,3.44864550503817,-2.95120090908474,1.70700394479852,3.66290201459612,-4.89468869295987,8.48602210150825,3.19528700176038,0.683959621936083,-0.497137542814016,-1.61303861439228,1.28265731409192,4.88542587097202,-2.25971610370007,-4.48066281775633,6.75082796890485,0.25641026,0.69230769,0.50549451,0.7,0.86111111,0.82608696,0.57142857,17,93.4520479090073,16.7071138269761,3,0.17647059,106.125,8,0.47058824,"2024-08-24",0
"Albert Suarez",6175,"2024-08-18","BOS",2,2024,"BAL","H",34,1,0,0,1,1,1,0,0,0,0,0,6,25,7,0,0,0,0,0,0,0,0,6,9,0,10.5,6,0.111111111,0,9,6,4,1,1,0,0,0.24,0,0.24,3.00607468401489,0,0.28,1.16666666666667,0.368421052631579,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.6143182700941,64.7888072114456,1.5,0.210526315,0.47368421,0.315789473,0.166666666,0,4,6,40,60,100,0.350239992141724,-0.313459992408752,0.663699984550476,2.80170011520386,0.301258057355881,1.34730768203735,1.08600008487701,0.870000004768372,0.553999960422516,1,1,0.160900086164474,0.0990553767273443,0,0,0.60606061,94.78333333,0.12121212,86.75,0.12121212,79.25,0.15151515,86.66666667,0.01,-0.278097122907639,0.416092813014984,0.806506156921387,0.427938580513,-0.463495204846064,3.4674401084582,6.72088464101156,2.85292387008667,0.328125,0.85714286,0.51515152,0.61904762,0.83333333,0.74509804,0.35353535,0.56,0.13,6,7,6,6,9,4,19,0.31578947,0.36842105,0.31578947,0.31578947,0.47368421,0.21052632,1.65254459964565,67,72.87091,53.54034,69.62078,27.94947,39.33641,53.40266,33.33347,45.38238,20,62.79767,61.80245,67.59105,38.1691,42.98061,34.05518,0.86042,5.36772,71.22,142.24,136.48,115.96,88.74,72.96,89.9,84.06,71.3,89.84,96.62,103.34,90.2212121212121,94.9648484848485,85.260606060606,0.60606061,0.12121212,0.12121212,0.15151515,94.7833333333333,86.5916646321615,79.2666676839193,86.6066650390625,-4.40841979980469,0.799344380696615,2.45682112375895,-9.32875569661458,9.62438252766927,5.32837804158529,-3.60051027933756,4.57606658935547,-0.310099389404058,0.420256681740284,0.815830770879984,0.432337395846844,-0.516832315673431,3.50213901450237,6.7985897573332,2.88224930564562,0.29090909,0.79545455,0.51515152,0.625,0.8,0.74509804,0.44444444,20.21333333,0.15151515,0.12121212,0.60606061,0.12121212,86.6021809895833,79.246348063151,94.7980631510417,86.5862630208333,-9.21831563313802,2.79403909047445,-4.11361541748047,1.30123233795166,3.50519053141276,-4.78033669789632,8.80745239257812,4.16699409484863,0.432337395846844,0.815830770879984,-0.310099389404058,0.420256681740284,2.88224930564562,6.7985897573332,-0.516832315673431,3.50213901450237,0.34545455,0.72727273,0.51515152,0.63157895,0.8125,0.74509804,0.44444444,19,79.5436433490954,9.92198502390008,1,0.05263158,107.153,4,0.21052632,"2024-08-18",0
"Albert Suarez",6175,"2024-08-11","@TBR",2,2024,"BAL","A",34,0,0,0,1,1,1,0,0,0,0,0,6.2,25,4,0,0,0,1,0,0,0,0,5,6.75000064373022,1.35000012874605,5.40000051498418,5,0,1,6,10,2,1,0,1,1,0.2,0.04,0.16,4.31761388401489,0,0.166666666666667,0.750000071525581,0.210526315789474,1,2.11647967815398,-2.11647967815398,4.38449250378134,0,51.6312129343705,107.230048387222,0.6,0.111111111,0.333333333,0.555555555,0.1,0,1,1.35000012874605,37,57,94,0.448614031076431,-0.172286048531532,0.620900094509125,3.07200002670288,0.337397038936615,1.12453842163086,1.2610285282135,0.870000004768372,0.914200007915497,1,1,0.293046712875366,0.105884993189269,0,0,0.55319149,95.03846154,0.24468085,87.08695652,0.13829787,79.15384615,0.06382979,87.33333333,NA,1.64300155639648,2.09135699272156,0.0840613916516304,-1.56976473331451,3.15961837768555,9.09285649009373,0.646626089627926,-26.1627455552419,0.27777778,0.825,0.5106383,0.73333333,0.81818182,0.79166667,0.42553191,0.44,0.10638298,10,8,1,1,9,9,19,0.52631579,0.42105263,0.05263158,0.05263158,0.47368421,0.47368421,1.30137829525344,74,37.86102,62.35898,38.44377,34.73925,41.91127,37.77309,47.85038,47.52918,42.22798,25.46432,58.78043,36.41069,36.97737,46.10067,36.06942,0.93446,5.47878,80.86,87.88,77.6,91.1,79.86,77.32,91.08,99.06,86.92,90.78,51.56,53.12,90.3570212765957,84.0687234042553,76.7272340425532,0.55319149,0.24468085,0.13829787,0.06382979,95.0192307692308,87.0173923658288,79.1692270132212,87.2333374023438,-4.34198966393104,0.518481171649435,2.86742870624249,-10.7439028422038,10.3082181490385,4.90031997017238,-4.65910955575796,5.93021329243978,1.65750738605857,2.11706006526947,0.0813432931900024,-1.58581396564841,3.18751420395879,9.20460897943248,0.625717639923096,-26.4302327608069,0.26415094,0.85365854,0.5212766,0.71428571,0.8,0.7755102,0.43617021,18.44927536,0.06382979,0.13829787,0.55319149,0.24468085,87.199696858724,79.1121450570913,94.9818490835337,86.9711064877717,-10.056173324585,3.64974241990309,-3.64501600999099,1.45910843558933,4.27758502960205,-6.46504211425781,8.97859367957482,3.38171121348505,-1.58581396564841,0.0813432931900024,1.65750738605857,2.11706006526947,-26.4302327608069,0.625717639923096,3.18751420395879,9.20460897943248,0.25,0.85714286,0.5212766,0.69230769,0.80555556,0.7755102,0.44680851,19,94.1192491319444,20.6942596435547,1,0.05263158,106.055,12,0.63157895,"2024-08-11",0
"Albert Suarez",6175,"2024-08-06","@TOR",2,2024,"BAL","A",34,0,0,0,1,1,0,0,0,0,0,0,5,18,2,0,0,0,2,0,0,0,0,6,10.8,3.6,3.6,3,0,0,3,5,2,2,0,0,0,0.33333333,0.11111111,0.22222222,3.43771674030746,0,0.125,0.8,0.2,1,1.9664797782898,-1.9664797782898,3.47848818451166,0,47.839073803403,84.690862884526,0.6,0.2,0.3,0.5,0.4,0,1,1.8,28,46,74,0.275035977363586,-0.11573601514101,0.390771985054016,2.39499998092651,0.253037512302399,0.960099995136261,1.00399994850159,0.870000004768372,1.5738000869751,1,1,0.240788698196411,0.045677272803362,0,0,0.47945205,94.6,0.16438356,85.33333333,0.19178082,78.64285714,0.16438356,86.83333333,0.01351351,1.26195406913757,0.836491882801056,-0.566073179244995,0.994586944580078,3.60558305467878,6.9707656900088,-4.04337985174997,8.28822453816732,0.3255814,0.73333333,0.49315068,0.78571429,0.63636364,0.69444444,0.4109589,0.66666667,0.14864865,4,1,5,2,4,4,10,0.4,0.1,0.5,0.2,0.4,0.4,1.53276422117917,67,55.60798,56.54791,53.31036,57.91259,41.95047,63.91284,49.12653,41.49569,50.40057,57.32218,56.78674,65.20473,51.40994,42.3109,57.36461,0.03782,4.13382,77.86,107.1,104.68,107.72,118.98,109.86,77.16,113.52,92.56,111.16,102.84,96.2,88.7249315068493,111.756164383562,98.4684931506849,0.47945205,0.16438356,0.19178082,0.16438356,94.5342843191964,85.2416687011719,78.7142857142857,86.6916707356771,-3.20804988316127,2.12141942977905,3.64987046377999,-9.95285224914551,9.40596749441964,4.39662615458171,-4.55141285487584,5.11854426066081,1.25286849960685,0.846607368439436,-0.577352326363325,1.14365589618683,3.57962428459099,7.05506140366197,-4.12394518830946,9.5304658015569,0.33333333,0.70967742,0.49315068,0.71428571,0.68181818,0.69444444,0.42465753,18.96428571,0.16438356,0.19178082,0.47945205,0.16438356,86.6997375488281,78.7022966657366,94.5543805803571,85.2447357177734,-9.72433471679688,4.12549645560128,-2.88173522949219,2.83924579620361,3.58543427785238,-6.14473942347935,8.29814801897321,3.00612831115723,1.14365589618683,-0.615430634468794,1.25286849960685,0.846607368439436,9.5304658015569,-4.39593310334853,3.57962428459099,7.05506140366197,0.33333333,0.70967742,0.49315068,0.71428571,0.68181818,0.69444444,0.42465753,10,84.7859558105469,26.4144287109375,0,0,106.121,2,0.2,"2024-08-06",0
