"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","XX%","wFB","wSL","wCT","wFB/C","wSL/C","wCT/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piSI%","piSL%","piXX%","pivFA","pivFC","pivSI","pivSL","pivXX","piFA-X","piFC-X","piSI-X","piSL-X","piXX-X","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piXX-Z","piwFA","piwFC","piwSI","piwSL","piwXX","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Garrett Cleavinger",17897,"2024-08-27","@SEA",12,2024,"TBR","A",30,0,0,13.500014081612,1,0,0,0,0,0,1,0,0.2,5,2,1,1,0,1,0,0,0,0,1,13.500014081612,13.500014081612,27.000028163224,1,0,1,0,1,1,0,0,1,1,0.2,0.2,0,6.14436908401489,0,0.5,4.50000469387067,0.666666666666667,0.66666667,4.66648134291335,8.83353273869866,6.93449631797012,348.785340599479,117.542221228373,170.667945732913,0,0.5,0,0.5,0,0,0,0,7,8,15,-0.123456001281738,-0.249460011720657,0.126004010438919,-0.967000007629395,-0.109823971986771,2.38095998764038,1.56879997253418,1.56879997253418,4.75780010223389,1,1,-0.0769746378064156,0.0251232829232586,0,1,0.26666667,95.25,0.53333333,88.125,0.2,90.33333333,NA,-0.22822117805481,0.0135591775178909,-0.522351741790771,-5.70552945137024,0.169489718973637,-17.411724726359,0.11111111,0.5,0.26666667,0,1,0.75,0.4,0.6,0.06666667,1,0,2,0,3,0,3,0.33333333,0,0.66666667,0,1,0,7.61742375301378,20,65.04388,20,20,57.8158,20,51.00201,47.72468,55.50851,20,49.16936,20,20,56.24683,20,2.3938,7.66779,87.8,11.36,10.46,74.82,-112.24,-119.62,89.4,89.88,91.98,97.5,14.08,24.38,89.728,45.5413333333333,48.0493333333333,0.2,0.2,0.06666667,0.53333333,95.4666646321615,89.9666646321615,94.3000030517578,87.9499969482422,5.18097114562988,-1.66122627258301,9.76154708862305,-2.68125104904175,9.36967404683431,3.49555365244548,6.52486515045166,1.01628243923187,-0.133471086621284,-0.531676039099693,-0.0998305231332779,0.0534015446901321,-4.44903622070948,-17.7225346366564,-9.98305231332779,0.667519308626652,0.11111111,0.5,0.26666667,0,1,0.75,0.4,16.2,0.2,NA,0.06666667,0.73333333,NA,95.6820678710938,NA,94.5414962768555,88.6932484019886,NA,5.36168670654297,NA,9.90684032440186,-2.70898368141868,NA,8.56980641682943,NA,5.74802017211914,0.558637445623224,NA,-0.133471086621284,NA,-0.0998305231332779,-0.478274494409561,NA,-4.44903622070948,NA,-9.98305231332779,-4.34794994917783,NA,0.11111111,0.5,0.26666667,0,1,0.75,0.4,3,91.5234375,20.7414436340332,0,0,94.0308,0,0,"2024-08-27",0
"Garrett Cleavinger",17897,"2024-08-24","@LAD",12,2024,"TBR","A",30,0,0,0,1,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6.03472908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,79.1489231587868,114.543946394147,1,0.333333333,0.333333333,0.333333333,0,0,0,0,4,9,13,0.190679997205734,0,0.190679997205734,0.0829999372363091,0.00878306291997433,2.51333332061768,3.12400007247925,3.12400007247925,NA,0,1,0.0761084035038948,-0.000241030226532296,1,0,0.53846154,97.42857143,0.38461538,84,0.07692308,90,NA,0.218280583620071,0.247661650180817,0.0389156937599182,3.11829405171531,4.95323300361633,3.89156937599182,0.66666667,0.5,0.61538462,1,1,1,0.30769231,0.66666667,0,2,1,0,0,1,2,3,0.66666667,0.33333333,0,0,0.33333333,0.66666667,5.67400870680969,80,58.41537,80,60.8449,67.71803,48.83167,22.26988,51.40286,20,80,68.54116,70.39686,68.53672,59.14648,59.38243,-1.02621,2.53778,126.8,164.58,164.74,110.24,120.2,132.88,116.568,71.188,81.86,106.48,130.78,141.22,117.48,115.818461538462,123.701538461538,0.30769231,0.07692308,0.23076923,0.38461538,97.4749984741211,89.5,96.7333374023438,84.0200012207031,3.68371486663818,-2.63394379615784,8.49731953938802,-4.87049407958984,9.40074443817139,2.14588332176208,6.89273007710775,-1.68489265441895,0.0166956372559071,0.039364367723465,0.203933913260698,0.257480543106794,0.417390931397676,3.9364367723465,6.79779710868994,5.14961086213589,0.57142857,0.66666667,0.61538462,1,1,1,0.46153846,23.2,0.30769231,NA,0.23076923,0.46153846,NA,97.163948059082,NA,96.4260660807292,84.614267985026,NA,3.59354758262634,NA,8.73230997721354,-4.90085824330648,NA,8.57431030273438,NA,5.94596989949544,-2.25476328531901,NA,0.0166956372559071,NA,0.203933913260698,0.296844910830259,NA,0.417390931397676,NA,6.79779710868994,4.94741518050432,NA,0.57142857,0.66666667,0.61538462,1,1,1,0.46153846,3,100.162882486979,17.1523857116699,0,0,106.596,2,0.66666667,"2024-08-24",0
"Garrett Cleavinger",17897,"2024-08-23","@LAD",12,2024,"TBR","A",30,0,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3.65572908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.30048635332443,0,79.1489231587868,105.140179533128,3,0,0.75,0.25,0,0,0,0,3,8,11,0.144639983773232,0,0.144639983773232,0.698000013828278,0.0738624334335327,1.41250002384186,1.689333319664,1.47200000286102,2.23600006103516,1,1,0.10229018330574,0.000109803477852971,1,0,0.36363636,97.25,0.54545455,84.66666667,0.09090909,89,NA,0.807641983032227,0.0289189741015434,0.0495179928839207,20.1910495758057,0.48198290169239,4.95179928839207,0,0.75,0.54545455,NA,1,1,0.72727273,0.5,0,3,1,0,2,2,0,4,0.75,0.25,0,0.5,0.5,0,1.18059470979673,73.63868,57.70542,65.56656,80,73.2534,80,31.42176,51.469,30.003,80,73.13129,80,63.93095,61.41883,60.69,-0.74007,2.96699,113.28,100.14,95.88,122.8,147.98,173.76,99.86,86.48,96.95,108,174.86,198.72,107.210909090909,108.18,119.972727272727,0.18181818,0.09090909,0.18181818,0.54545455,97.6999969482422,89,96.8000030517578,84.4333343505859,4.74093151092529,-3.14765214920044,9.43745994567871,-6.01775296529134,9.48014831542969,2.02948451042175,6.92286109924316,-0.321479141712189,0.393126741051674,0.0501701384782791,0.425163730978966,0.0285229459404945,19.6563370525837,5.01701384782791,21.2581865489483,0.475382432341576,0,0.75,0.54545455,NA,1,1,0.72727273,18.85714286,0.18181818,NA,0.18181818,0.63636364,NA,97.5294494628906,NA,96.6150512695312,84.881356375558,NA,4.55203008651733,NA,9.49458503723145,-6.0337884085519,NA,8.62943458557129,NA,6.02937030792236,-0.897603443690709,NA,0.393126741051674,NA,0.425163730978966,0.0786930844187737,NA,19.6563370525837,NA,21.2581865489483,1.1241869202682,NA,0,0.75,0.54545455,NA,1,1,0.72727273,4,76.97607421875,-20.9280185699463,0,0,85.6808,0,0,"2024-08-23",0
"Garrett Cleavinger",17897,"2024-08-21","@OAK",12,2024,"TBR","A",30,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,9,0,9,1,1,0,1,1,0,0,1,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0.333333333333333,1,0.5,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.9579124624459,64.7888072114456,1,0,0.5,0.5,0,0,0,0,1,9,10,0.0802839994430542,0,0.0802839994430542,0.453000009059906,0.0496710501611233,1.08773338794708,1.61760008335114,1.61760008335114,1.69559991359711,1,1,0.0741060599684715,-0.000297532683511542,1,0,0.4,96.25,0.4,86.25,0.2,90,NA,0.28020653128624,-0.305855005979538,0.0778313875198364,7.00516328215599,-7.64637514948845,3.89156937599182,0.5,0.75,0.7,0,0.83333333,0.71428571,0.8,1,0.2,1,0,1,2,0,0,2,0.5,0,0.5,1,0,0,-0.356967211218104,71.00076,58.6942,68.1972,NA,NA,NA,64.12943,46.74181,59.32722,80,61.21863,80,80,55.90667,80,-2.05506,0.9945,103.52,160.86,158.28,NA,NA,NA,140.805,74.57,80.12,102.58,150.72,164.5,117.518,112.134,116.126,0.4,0.2,NA,0.4,96.1750030517578,90,NA,86.0749969482422,6.28816652297974,-1.02396035194397,NA,-4.0084433555603,9.4287576675415,3.19249677658081,NA,-0.636183023452759,0.28329548984766,0.0787287354469299,NA,-0.311250105500221,7.0823872461915,3.9364367723465,NA,-7.78125263750553,0.5,0.75,0.7,0,0.83333333,0.71428571,0.8,18.71428571,0.3,NA,0.1,0.6,NA,96.1729634602865,NA,96.7590026855469,87.5228983561198,NA,5.83030319213867,NA,9.86028003692627,-2.72024854024251,NA,8.54351997375488,NA,7.20221996307373,-0.825982491175334,NA,0.30753842368722,NA,-0.0242429338395596,-0.232521370053291,NA,10.251280789574,NA,-2.42429338395596,-3.87535616755486,NA,0.5,0.75,0.7,0,0.83333333,0.71428571,0.8,2,80.8987579345703,10.3552913665771,0,0,86.7819,0,0,"2024-08-21",0
"Garrett Cleavinger",17897,"2024-08-18","ARI",12,2024,"TBR","H",30,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,1,0,0,1,0,0,0,0,0,0,6.75000160932579,6.75000160932579,0,0,0,4,0,0,0,0,0,0,0,0.2,-0.2,4.51536908401489,0,0.25,1.50000035762795,0.25,0.5,5.41648031473173,-5.41648031473173,5.41648031473173,0,136.738823922673,132.903396971565,4,0,1,0,0,0,1,6.75000160932579,7,10,17,-0.0132439834997058,-0.343107640743256,0.329863667488098,0.266000032424927,0.0292147248983383,3.3392333984375,2.54480004310608,2.23399996757507,2.70020008087158,1,1,0.0605364888906479,-0.0645026637336232,0,0,0.05882353,98,0.88235294,86.13333333,0.05882353,91,NA,-0.0238054171204567,-0.156733617186546,0.0389156937599182,-2.38054171204567,-1.04489078124364,3.89156937599182,0.27272727,0.66666667,0.41176471,0.66666667,0.75,0.71428571,0.35294118,0.8,0.11764706,2,2,0,1,1,2,4,0.5,0.5,0,0.25,0.25,0.5,3.924943017447,20,56.91288,20,NA,NA,NA,43.52149,49.64035,48.03304,80,58.66598,80,42.96923,57.65459,43.42632,0.56221,4.92041,99.82,43.4,49.78,NA,NA,NA,103.904,87.392,102.896,116.8,147.32,165.28,104.422352941176,88.3294117647059,103.441176470588,0.10526316,0.05263158,NA,0.84210526,96.3000030517578,90.6999969482422,NA,86.0749969482422,1.01144099235535,-2.28612351417542,NA,-3.41542077064514,10.7135696411133,4.24643087387085,NA,-0.728084862232208,-0.0592916384339333,0.039364367723465,NA,-0.113937370479107,-2.96458192169666,3.9364367723465,NA,-0.712108565494418,0.25,0.57142857,0.36842105,0.66666667,0.75,0.71428571,0.36842105,20.76923077,0.05263158,NA,NA,0.84210526,0.10526316,98.5271987915039,NA,NA,86.7052917480469,89.4775543212891,3.52833008766174,NA,NA,-4.02587175369263,0,8.81882953643799,NA,NA,-1.59000968933105,0,-0.0242429338395596,NA,NA,-0.124743141233921,0.0151214338839054,-2.42429338395596,NA,NA,-0.779644632712007,0.756071694195271,0.27272727,0.66666667,0.41176471,0.66666667,0.75,0.71428571,0.35294118,4,91.0243988037109,-11.039776802063,0,0,106.22,2,0.5,"2024-08-18",0
"Garrett Cleavinger",17897,"2024-08-17","ARI",12,2024,"TBR","H",30,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.9579124624459,102.403901559937,0,0,0,1,0,0,0,0,3,9,12,0.0139480344951153,0,0.0139480344951153,0.451999992132187,0.0496430546045303,0.18800000846386,0.307000011205673,0.307000011205673,0.226999998092651,1,1,0.0744896754622459,-0.000298005956036324,0,0,0.41666667,96.4,0.5,84.66666667,0.08333333,89,NA,0.0379966497421265,0.67377370595932,0.054188709706068,0.759932994842529,11.2295617659887,5.4188709706068,0.33333333,0.5,0.41666667,0.5,1,0.8,0.5,0.66666667,0.08333333,0,1,1,0,2,0,2,0,0.5,0.5,0,1,0,-0.497893373374876,48.2627,53.67973,48.48493,NA,NA,NA,38.68953,54.23264,43.81727,80,67.92982,80,49.36883,57.14257,53.33274,0.16462,4.32402,95.78,105.54,99.98,NA,NA,NA,136.313333333333,73.4466666666667,90.4466666666667,110.84,114.36,122.86,117.301666666667,90.2283333333334,97.12,0.41666667,0.08333333,NA,0.5,96.2,88.5,NA,84.7000020345052,5.06869812011719,-2.38261198997498,NA,-6.24086125691732,8.99475555419922,2.60414910316467,NA,-1.63438336054484,0.0380426719784737,0.054773960262537,NA,0.681931853294373,0.760853439569473,5.4773960262537,NA,11.3655308882395,0.16666667,0.66666667,0.41666667,0,1,0.8,0.5,17.66666667,0.41666667,NA,NA,0.58333333,NA,96.4150390625,NA,NA,85.4387730189732,NA,5.17274208068848,NA,NA,-5.87490408761161,NA,7.91857986450195,NA,NA,-2.46703365870885,NA,0.0380426719784737,NA,NA,0.73670581355691,NA,0.760853439569473,NA,NA,10.5243687650987,NA,0.14285714,0.8,0.41666667,0,1,0.8,0.41666667,2,79.4355163574219,36.1516532897949,0,0,86.0043,0,0,"2024-08-17",0
"Garrett Cleavinger",17897,"2024-08-14","HOU",12,2024,"TBR","H",30,0,1,0,1,0,0,0,0,0,0,0,1,5,1,1,0,0,1,0,0,0,0,2,18,9,9,2,0,0,0,1,1,0,0,0,0,0.4,0.2,0.2,3.77064908401489,0,0.25,2,0.5,0.5,2.1664797782898,-2.1664797782898,3.67848818451166,0,53.5534178106164,89.6663768027962,0,0.5,0,0.5,0,0,0,0,11,14,25,-0.0736439898610115,-0.350021302700043,0.276377320289612,0.057000070810318,0.00626030284911394,3.4372570514679,2.70020008087158,2.70020008087158,NA,0,1,0.0303926467895508,-0.0518178671784541,0,1,0.48,97.41666667,0.2,87.6,0.32,90.25,NA,0.0741681456565857,0.222832784056664,-0.292431563138962,0.618067880471547,4.45665568113327,-3.65539453923702,0.29411765,1,0.52,0.8,0.5,0.61538462,0.32,0.2,0.2,0,2,0,0,1,1,2,0,1,0,0,0.5,0.5,4.14672076894759,59.97201,63.79706,33.22421,NA,NA,NA,80,57.03873,80,62.89399,73.43458,53.44041,73.08502,65.51059,55.00402,-1.30878,2.11392,113.04,102.14,104.92,NA,NA,NA,141.4,141.22,159.06,106.68,93.64,107.18,116.6768,107.236,116.4712,0.48,0.32,NA,0.2,97.3499959309896,90.0250015258789,NA,87.4,3.73681513468424,-2.03666210174561,NA,-3.07379741668701,9.32997639973958,2.75182628631592,NA,0.560050630569458,0.0718859434127808,-0.29880315810442,NA,0.224915642291307,0.59904952843984,-3.73503947630525,NA,4.49831284582615,0.26666667,0.9,0.52,0.75,0.55555556,0.61538462,0.4,23.1,0.48,0.04,NA,0.48,NA,97.3825073242188,91.8458023071289,NA,88.7598470052083,NA,3.65327262878418,-1.72372996807098,NA,-2.8690299987793,NA,8.48731422424316,3.01594996452332,NA,0.419335842132568,NA,0.0718859434127808,-0.0350487045943737,NA,-0.0388388112187386,NA,0.59904952843984,-3.50487045943737,NA,-0.323656760156155,NA,0.23076923,0.83333333,0.52,0.66666667,0.6,0.61538462,0.48,2,104.21068572998,20.9181098937988,1,0.5,105.587,2,1,"2024-08-14",0
"Garrett Cleavinger",17897,"2024-08-10","BAL",12,2024,"TBR","H",30,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,3,20.2500048279774,0,6.75000160932579,3,0,0,1,1,0,0,0,0,0,0.6,0,0.6,0.0164890840148928,0,0.2,0.750000178813977,0.5,1,-1.33352129459407,1.33352129459407,-0.19951471955943,0,-36.0308783689848,-6.80891031869213,1,0,0.5,0.5,0,0,1,6.75000160932579,2,13,15,0.0945159941911697,-0.0357239954173565,0.130239993333817,0.85999995470047,0.0944535881280899,1.25696003437042,1.20933330059052,1.78839993476868,1.82420003414154,1,1,0.0592730455100536,0.0159210669571023,1,0,0.06666667,96,0.73333333,84.63636364,0.2,89.33333333,NA,0.054188709706068,0.917918562889099,-0.425037205219269,5.4188709706068,8.34471420808272,-14.1679068406423,0.57142857,0.5,0.53333333,0.25,0.75,0.5,0.53333333,1,0.26666667,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,-1.35941721040119,80,65.18845,80,NA,NA,NA,54.41954,38.23018,62.98333,80,44.64327,80,71.63113,46.97695,80,-1.21845,2.24942,104.18,116.56,122.52,NA,NA,NA,116.06,109.230909090909,119.510909090909,104.94,133.6,143.24,113.044,114.593333333333,124.457333333333,0.06666667,0.2,NA,0.73333333,96,89.3666687011719,NA,84.5363658558239,4.99038219451904,-2.20588270823161,NA,-6.14837299693714,9.46772193908691,3.35610707600911,NA,-0.421017863533714,0.054773960262537,-0.431845486164093,NA,0.928260024636984,5.4773960262537,-14.3948495388031,NA,8.43872749669985,0.57142857,0.5,0.53333333,0.25,0.75,0.5,0.53333333,20.7,0.06666667,NA,NA,0.93333333,NA,96.0030975341797,NA,NA,85.5617414202009,NA,4.98940992355347,NA,NA,-5.3048335484096,NA,8.04994964599609,NA,NA,-1.0909343447004,NA,0.054773960262537,NA,NA,0.496414538472891,NA,5.4773960262537,NA,NA,3.54581813194922,NA,0.71428571,0.375,0.53333333,0.2,1,0.5,0.53333333,2,84.6585235595703,17.6028289794922,0,0,96.8477,1,0.5,"2024-08-10",0
"Garrett Cleavinger",17897,"2024-08-08","@STL",12,2024,"TBR","A",30,0,0,0,1,0,0,0,0,0,0,0,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,13.2527290840149,0,0,0,0,1,3.1664797782898,-3.1664797782898,7.70250972840334,0,79.1489231587868,189.774252798055,0,0,0,1,0.5,0,0,0,3,4,7,0.0319960042834282,-0.00742798112332821,0.0394239835441113,0.501999974250793,0.0529535822570324,0.680800020694733,0.364199995994568,0.728399991989136,0.48199999332428,1,1,0.0380873791873455,0.00891027549952919,0,0,0.28571429,96.5,0.28571429,87,0.42857143,89,NA,0.41803827881813,0.156718850135803,-0.0575831942260265,20.9019139409065,7.83594250679016,-1.91943980753422,0,1,0.57142857,NA,1,1,0.57142857,0.5,0,0,1,1,1,1,0,2,0,0.5,0.5,0.5,0.5,0,-0.779703097991445,80,62.73686,80,NA,NA,NA,44.8231,41.392,73.90564,20,52.62404,20,43.679,54.72921,57.8703,0.51811,4.85426,79.8,162.68,151.22,NA,NA,NA,135.58,57.42,72.9,92.56,93.8,95,107.351428571429,97.8885714285714,101.591428571429,0.28571429,0.28571429,NA,0.42857143,96.4499969482422,89.25,NA,87.1666666666667,4.64035987854004,-1.00504016876221,NA,-2.7814785639445,8.77330207824707,2.72083497047424,NA,-0.0874467591444651,0.405960831791162,0.00431566312909126,NA,0.0952524766325951,20.2980415895581,0.215783156454563,NA,3.17508255441984,0,1,0.57142857,NA,1,1,0.57142857,20.2,0.28571429,NA,NA,0.71428571,NA,96.6907501220703,NA,NA,88.1955383300781,NA,4.29042482376099,NA,NA,-2.65808410644531,NA,7.80352020263672,NA,NA,0.125393974781036,NA,0.405960831791162,NA,NA,0.0995681397616863,NA,20.2980415895581,NA,NA,1.99136279523373,NA,0,1,0.57142857,NA,1,1,0.57142857,2,81.9121704101562,52.0637245178223,0,0,89.593,0,0,"2024-08-08",0
"Garrett Cleavinger",17897,"2024-08-02","@HOU",12,2024,"TBR","A",30,0,0,0,1,0,0,0,0,0,0,0,0.1,3,2,0,0,0,0,0,0,0,0,0,0,0,54.0000563264481,0,1,0,1,1,1,0,1,0,0,0,0,0,6.03472908401489,0,0.666666666666667,6.00000625849423,0.666666666666667,1,3.1664797782898,-3.1664797782898,7.70250972840334,0,79.1489231587868,189.774252798055,1,0.333333333,0.333333333,0.333333333,0,0,0,0,2,6,8,-0.0346040017902851,-0.085952028632164,0.0513480231165886,-0.226999998092651,-0.0240593496710062,1.84646654129028,0.485799998044968,0.971599996089935,2.75519990921021,1,1,-0.0471742488443851,0.0284335887693294,0,0,NA,NA,0.375,84,0.625,90,NA,NA,-0.337038397789001,-0.341044157743454,NA,-11.2346132596334,-6.82088315486908,0,0.8,0.5,NA,0.75,0.75,0.625,0.66666667,0.125,0,3,0,0,2,1,3,0,1,0,0,0.66666667,0.33333333,5.67400870680969,NA,NA,NA,NA,NA,NA,20,28.84014,20,80,52.83841,76.66296,52.688,48.3113,49.11275,-0.04158,4.01472,NA,NA,NA,NA,NA,NA,97.4066666666667,7.83999999999999,3.03333333333334,98.48,122.7,130.88,98.0775,79.6275,82.9375,NA,0.625,NA,0.375,NA,90.1599975585937,NA,84.1000010172526,NA,-1.82461948394775,NA,-5.23261674245199,NA,3.46354141235352,NA,-0.0780611634254456,NA,-0.346898600459099,NA,-0.342756681144238,NA,-6.93797200918198,NA,-11.4252227048079,0,0.8,0.5,NA,0.75,0.75,0.625,18.4,NA,0.125,NA,0.875,NA,NA,92.0184020996094,NA,87.2184186662946,NA,NA,-1.20641005039215,NA,-3.66141727992467,NA,NA,2.01139998435974,NA,0.64274297441755,NA,NA,-0.47120988368988,NA,-0.218445397913456,NA,NA,-47.120988368988,NA,-3.1206485416208,NA,0,0.66666667,0.5,NA,0.75,0.75,0.75,3,86.8607279459635,8.27000681559245,1,0.33333333,97.9861,1,0.33333333,"2024-08-02",0
"Garrett Cleavinger",17897,"2024-07-30","MIA",12,2024,"TBR","H",30,0,0,0,1,0,0,0,0,0,1,0,0.1,1,0,0,0,0,0,0,0,0,0,1,27.000028163224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-74.4242691195584,-72.3367211985741,0,0,0,0,0,0,2,54.0000563264481,1,3,4,0.0438319779932499,0,0.0438319779932499,0.465000003576279,0.0510708391666412,1.63119995594025,0.815599977970123,1.63119995594025,0.226999998092651,1,1,0.0268710032105446,-7.72352067718307e-10,0,0,0.25,97,0.25,81,0.5,89.5,NA,0.054188709706068,0.182590544223785,0.0182156562805176,5.4188709706068,18.2590544223785,0.910782814025879,0,0.5,0.25,NA,1,1,0.5,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.70280045254707,80,80,80,NA,NA,NA,80,61.60449,67.74572,52.87181,37.72725,47.83516,80,61.74506,77.1711,-2.37878,0.50892,118.14,164.16,185.3,NA,NA,NA,194.44,184.54,205.18,126.24,99.5,106.76,141.265,136.925,151,0.25,0.5,NA,0.25,96.6999969482422,89.5,NA,80.5999984741211,4.13316774368286,-1.23829650878906,NA,-12.495641708374,11.1991624832153,3.6226110458374,NA,-0.932411789894104,0.054773960262537,0.0183174163103104,NA,0.184771567583084,5.4773960262537,0.915870815515518,NA,18.4771567583084,0,0.5,0.25,NA,1,1,0.5,23,0.25,NA,NA,0.75,NA,96.8774032592773,NA,NA,86.6246032714844,NA,4.20065021514893,NA,NA,-5.18402671813965,NA,10.0460996627808,NA,NA,0.462723294893901,NA,0.054773960262537,NA,NA,0.203088983893394,NA,5.4773960262537,NA,NA,6.76963279644648,NA,0,0.5,0.25,NA,1,1,0.5,0,NA,NA,0,NA,NA,0,NA,"2024-07-30",0
"Garrett Cleavinger",17897,"2024-07-28","CIN",12,2024,"TBR","H",30,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,9,0,0,1,1,0,1,2,0,1,1,0,0,0.25,0,0.25,3.28666658401489,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.9579124624459,102.403901559937,0.5,0,0.333333333,0.666666666,0.5,0,2,18,7,10,17,0.0457660034298897,-0.0394620075821877,0.0852280110120773,0.451999992132187,0.0496430546045303,0.966600060462952,0.831200003623962,0.831200003623962,2.79259991645813,1,1,0.0163371711969376,0.0310102326589758,0,0,0.23529412,96.5,0.11764706,83.5,0.64705882,89.90909091,NA,0.17532916367054,-0.563507914543152,0.734998881816864,4.3832290917635,-28.1753957271576,6.68180801651695,0.36363636,0.83333333,0.52941176,1,0.6,0.77777778,0.35294118,0.25,0.11764706,2,1,0,1,1,1,3,0.66666667,0.33333333,0,0.33333333,0.33333333,0.33333333,-0.838406621031935,20,58.98505,20,NA,NA,NA,80,59.69773,80,66.84364,49.43347,30.52184,62.38107,55.77957,24.0943,-0.64378,3.11142,82.78,60.52,55.34,NA,NA,NA,136.73,156.5,173.17,101.88,126.36,148.86,101.485882352941,114.414117647059,129.715294117647,0.23529412,0.64705882,NA,0.11764706,96.0500030517578,89.8545476740057,NA,83.3000030517578,4.85825777053833,-2.59236474470659,NA,-7.5014705657959,9.31324863433838,3.06665455211293,NA,-2.7948157787323,0.177257906645536,0.726650923490524,NA,-0.573797270655632,4.43144766613841,6.60591748627749,NA,-28.6898635327816,0.375,0.66666667,0.52941176,1,0.66666667,0.77777778,0.52941176,20.15384615,0.23529412,0.64705882,NA,0.11764706,NA,96.2353515625,90.004189231179,NA,83.46875,NA,5.24678516387939,-2.69233460859819,NA,-7.37655973434448,NA,8.17422008514404,1.73587504300204,NA,-4.50971508026123,NA,0.177257906645536,0.726650923490524,NA,-0.573797270655632,NA,4.43144766613841,6.60591748627749,NA,-28.6898635327816,NA,0.375,0.66666667,0.52941176,1,0.66666667,0.77777778,0.52941176,3,80.8607381184896,29.5999806722005,0,0,99.4473,1,0.33333333,"2024-07-28",0
