"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","XX%","wFB","wSL","wCT","wFB/C","wSL/C","wCT/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSL%","pfxvFA","pfxvFC","pfxvSL","pfxFA-X","pfxFC-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piSL%","pivFA","pivFC","pivSL","piFA-X","piFC-X","piSL-X","piFA-Z","piFC-Z","piSL-Z","piwFA","piwFC","piwSL","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Cam Booser",16061,"2024-09-13","@NYY",3,2024,"BOS","A",32,0,1,54.0000563264481,1,0,0,0,0,0,0,1,0.1,3,1,2,2,1,1,0,0,0,0,1,27.000028163224,27.000028163224,27.000028163224,1,0,0,0,1,0,0,0,0,0,0.33333333,0.33333333,0,7.35528463540534,27.000028163224,0.5,6.00000625849423,0,0,45.1665235877494,8.83353273869866,10.7025128576505,1268.29322890738,1114.87991135554,264.40703942017,0,0,0,1,0,1,0,0,6,4,10,-0.521196007728577,-0.539860010147095,0.0186640452593565,-2.78200006484985,-0.288888901472092,2.64253330230713,1.50419998168945,3.00839996337891,0.551999986171722,1,1,-0.115106046199799,-0.0821274218793108,0,1,0.5,95,0.2,80.5,0.3,89,NA,-1.55451011657715,0.227396890521049,-0.130906611680984,-31.090202331543,11.3698445260525,-4.36355372269948,0.14285714,0.66666667,0.3,0,0.5,0.33333333,0.3,0.33333333,0.2,1,0,0,0,0,1,1,1,0,0,0,0,1,42.0921837212777,20,61.8645,20,63.88851,29.78877,73.90494,20,57.80194,20,20,53.70447,20,2.696,8.12109,91.48,26.48,31.8,106.14,107.1,95.94,102.82,27.54,40.64,97.814,42.922,47.28,0.5,0.3,0.2,94.9,89.0333251953125,80.6999969482422,4.60512924194336,-0.907338301340739,-5.94931983947754,9.50910949707031,3.0919443766276,-2.00403738021851,-1.56082812696695,-0.133471086621284,0.229855183511972,-31.2165625393391,-4.44903622070948,11.4927591755986,0.16666667,0.5,0.3,0,0.5,0.33333333,0.4,20.42857143,0.5,0.3,0.2,94.7887573242188,88.9087320963542,80.6280975341797,3.71466217041016,-2.15802335739136,-7.39503002166748,8.19380950927734,1.46813742319743,-3.58037495613098,-1.56082812696695,-0.133471086621284,0.229855183511972,-31.2165625393391,-4.44903622070948,11.4927591755986,0.16666667,0.5,0.3,0,0.5,0.33333333,0.4,1,101.944190979004,29.2531776428223,1,1,101.944,1,1,"2024-09-13",0
"Cam Booser",16061,"2024-09-12","@NYY",3,2024,"BOS","A",32,0,0,0,1,0,0,0,0,0,0,0,0.1,3,1,0,0,0,2,0,0,0,0,0,0,54.0000563264481,27.000028163224,0,0,0,1,0,0,0,0,0,0,0,0.66666667,-0.66666667,22.7296179445133,0,1,9.00000938774135,1,1,21.1664985537725,-21.1664985537725,21.1664985537725,0,521.494319318434,524.725571778343,1,0,1,0,0,0,0,0,11,8,19,-0.0262880139052868,-0.100264042615891,0.073976032435894,-0.248999983072281,-0.0258566997945309,2.23720002174377,0.875800013542175,1.75160002708435,4.12919998168945,1,1,-0.0234865490347147,0.0117361406448575,0,0,0.36842105,94.85714286,0.21052632,82.5,0.42105263,88.375,NA,-0.310381144285202,-0.0458724796772003,-0.735551476478577,-4.43401634693146,-1.14681199193001,-9.19439345598221,0.15384615,1,0.42105263,0.5,0.5,0.5,0.31578947,0.66666667,0.21052632,1,0,0,0,0,1,1,1,0,0,0,0,1,23.5622285841366,23.40321,65.5908,20,50.08941,32.44464,54.87036,20,45.4261,20,20,51.93841,20,2.4897,7.81164,123.16,52.66,74.24,115.86,108,112.58,108.08,5.60000000000001,41.3,115.273684210526,44.4957894736842,68.4421052631579,0.36842105,0.42105263,0.21052632,94.7857142857143,88.2125015258789,82.3499984741211,5.48148127964565,-1.29612791538239,-6.59715890884399,10.3921922956194,2.9495096206665,0.0626807808876038,-0.31831905990839,-0.749845299869776,-0.0470361113548279,-4.54741514154843,-9.3730662483722,-1.1759027838707,0.16666667,0.85714286,0.42105263,0.5,0.5,0.5,0.36842105,23.1875,0.36842105,0.42105263,0.21052632,94.8005109514509,88.1875991821289,82.3343811035156,4.57502147129604,-2.61249995231628,-7.94716262817383,9.28577096121652,1.65709459781647,-1.32467746734619,-0.31831905990839,-0.749845299869776,-0.0470361113548279,-4.54741514154843,-9.3730662483722,-1.1759027838707,0.25,0.71428571,0.42105263,0.33333333,0.6,0.5,0.36842105,1,91.1060485839844,7.98497343063354,0,0,91.106,0,0,"2024-09-12",0
"Cam Booser",16061,"2024-08-13","TEX",3,2024,"BOS","H",32,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,18,9,0,0,0,0,0,1,0,0,0,0,0,0.66666667,-0.66666667,NA,0,1,3,1,1,9.16647977828979,-9.16647977828979,9.16647977828979,0,224.80136856253,226.194269593759,0,1,0,0,0,0,0,0,11,9,20,-0.259456038475037,-0.259456038475037,0,-3,-0.289017349481583,2.60159993171692,0.920199990272522,1.84039998054504,3.90199995040894,1,1,-0.100484117865562,0.000754703165044168,0,1,0.55,94.90909091,0.05,82,0.4,89.25,NA,-0.620215892791748,-0.0879258811473846,-0.383663386106491,-5.6383262981068,-8.79258811473846,-4.79579232633114,0.16666667,0.75,0.4,0.5,1,0.875,0.4,NA,0.05,0,1,0,0,1,0,1,0,1,0,0,1,0,94.1210248610866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.88,79.72,100.04,95.72,-10.88,-19.88,116.7,137.2,167.84,111.9,98.182,121.164,0.55,0.4,0.05,95.0181773792614,89.0999984741211,81.6999969482422,5.16021277687766,-0.91410356760025,-7.73070335388184,9.79849104447798,3.18351411819458,-0.613345623016357,-0.6356819011271,-0.389722637832165,-0.0897959321737289,-5.77892637388273,-4.87153297290206,-8.97959321737289,0.23076923,0.71428571,0.4,0.66666667,1,0.875,0.35,22.35294118,0.55,0.4,0.05,94.8430730646307,88.9086761474609,81.4954986572266,4.46218351884322,-2.00417160987854,-9.52884960174561,9.02225841175426,2.00355863571167,-2.39820003509521,-0.6356819011271,-0.389722637832165,-0.0897959321737289,-5.77892637388273,-4.87153297290206,-8.97959321737289,0.25,0.625,0.4,0.66666667,1,0.875,0.4,1,81.5198364257812,24.7007389068604,0,0,81.5198,0,0,"2024-08-13",0
"Cam Booser",16061,"2024-08-11","HOU",3,2024,"BOS","H",32,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,3,13.5,4.5,0,3,0,0,1,2,0,0,0,0,0,0.42857143,0.14285714,0.28571429,2.5884229544173,0,0,0.5,0,1,1.6664797782898,-1.6664797782898,3.17848818451166,0,39.3685644726235,77.2275920071208,0.5,0,0.333333333,0.666666666,0,0,0,0,9,15,24,0.00180399999953806,-0.000283999950625002,0.00208800006657839,1.09399998188019,0.10539498925209,0.0111999996006489,0.0142000000923872,0.0184000004082918,0,1,1,0.154469564557076,0.00660186971632823,0,0,0.33333333,95.125,0.08333333,82,0.58333333,87.57142857,NA,-0.189719498157501,0.173208177089691,1.21325469017029,-2.37149372696877,8.66040885448456,8.66610492978777,0.33333333,0.88888889,0.54166667,0.2,0.875,0.61538462,0.375,0.71428571,0.20833333,1,1,1,0,2,1,3,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,0.553132492736168,20,50.04139,20,42.58077,45.08983,52.3571,80,52.81082,61.93405,60.69072,51.78112,45.69979,-0.53876,3.26895,103.7,47.56,47.64,139.76,130.86,131.3,106.34,126.26,136.02,108.245,100.41,106.166666666667,0.33333333,0.58333333,0.08333333,95.0500030517578,87.471426827567,81.75,4.59906148910522,-1.29295321873256,-6.82910394668579,8.79951477050781,2.23736994607108,-1.0252400636673,-0.194043274968863,1.22489407286048,0.175081238150597,-2.42554093711078,8.74924337757485,8.75406190752983,0.2,0.78571429,0.54166667,0,0.72727273,0.61538462,0.58333333,19.47058824,0.33333333,0.58333333,0.08333333,94.9512023925781,87.36474609375,81.6787490844727,3.95614385604858,-2.19836684635707,-8.24831485748291,8.09635734558105,1.2895815713065,-2.63585996627808,-0.194043274968863,1.22489407286048,0.175081238150597,-2.42554093711078,8.74924337757485,8.75406190752983,0.2,0.78571429,0.54166667,0,0.72727273,0.61538462,0.58333333,3,86.7327372233073,28.7671178181966,0,0,101.208,1,0.33333333,"2024-08-11",0
"Cam Booser",16061,"2024-08-09","HOU",3,2024,"BOS","H",32,0,0,18,1,0,0,0,0,0,0,0,1,7,4,2,2,1,0,0,0,0,0,1,9,0,36,1,0,0,2,2,2,1,0,0,0,0.14285714,0,0.14285714,4.00452501344355,9,0.571428571428571,4,0.6,0.76923077,14.1664797782898,3.83352022171021,4.19049659073353,422.763968658151,348.423237955801,102.403901559937,1,0.333333333,0.333333333,0.333333333,0.5,0.5,1,9,4,16,20,-0.0481120012700558,-0.0518839992582798,0.00377199985086918,-1.82299995422363,-0.175626203417778,0.111771427094936,0.191799998283386,0.383599996566772,NA,0,1,-0.170238718390465,-0.260211196409231,0,0,0.45,93.88888889,0.15,82.33333333,0.4,87.75,NA,-1.743119597435,-0.105610236525536,-0.513274669647217,-19.3679955270555,-3.52034121751785,-6.41593337059021,0.54545455,0.66666667,0.6,0.66666667,0.83333333,0.75,0.45,0.71428571,0.15,4,1,1,2,0,4,6,0.66666667,0.16666667,0.16666667,0.33333333,0,0.66666667,13.1517335436513,56.69004,50.93736,61.87271,20,31.95354,20,80,55.25865,80,66.97121,48.82245,76.12456,-0.92895,2.68367,100.28,104.42,101.88,87.08,34.74,33.14,102.12,138.98,147,99.036,107.792,109.617,0.45,0.4,0.15,93.9111124674479,87.6875,81.8999989827474,5.00303014119466,-1.47396552562714,-6.4517707824707,8.68431260850694,2.3085150718689,-1.75306193033854,-1.76418329402804,-0.522457212209702,-0.107613794505596,-19.6020366003116,-6.53071515262127,-3.58712648351987,0.375,0.75,0.6,0.66666667,0.77777778,0.75,0.6,20.30769231,0.45,0.4,0.15,93.9088134765625,87.6672134399414,81.8777974446615,4.1614023844401,-2.54227232933044,-8.18891016642253,8.01889038085938,1.47763395309448,-3.83154996236165,-1.76418329402804,-0.522457212209702,-0.107613794505596,-19.6020366003116,-6.53071515262127,-3.58712648351987,0.375,0.75,0.6,0.66666667,0.77777778,0.75,0.6,6,88.3979288736979,23.1277821858724,1,0.16666667,110.166,4,0.66666667,"2024-08-09",0
"Cam Booser",16061,"2024-08-06","@KCR",3,2024,"BOS","A",32,0,0,9,1,0,0,0,0,0,1,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,0,0,0,0,0,0,0,8.41372908401489,0,0.25,1,0.25,0,3.1664797782898,5.8335202217102,7.70250499695539,211.381984329076,76.4551252906048,189.77413509113,0.333333333,0,0.25,0.75,0,0,0,0,7,14,21,0.00758000090718269,-0.0512599982321262,0.0588399991393089,0.142000004649162,0.0139011265709996,0.844950020313263,1.11580002307892,1.11960005760193,2.03579998016357,1,1,0.0317880846560001,-0.0228171387716833,0,0,0.42857143,95.88888889,0.42857143,82.22222222,0.14285714,88,NA,0.379845023155212,-0.163048222661018,0.0687200278043747,4.22050025728014,-1.81164691845576,2.29066759347916,0.38461538,0.75,0.52380952,0.8,0.83333333,0.81818182,0.38095238,0.75,0.0952381,0,2,2,1,3,0,4,0,0.5,0.5,0.25,0.75,0,0.992873218281177,36.43874,63.57293,20,80,42.09963,80,78.96079,57.94215,77.90421,66.88637,55.12505,61.1009,-0.92368,2.69157,143.42,65.42,87.34,115.46,134.36,145.98,108.04,113.9,136.98,126.382857142857,101.891428571429,119.562857142857,0.42857143,0.14285714,0.42857143,95.8333333333333,88,82.2888861762153,4.72776116265191,-0.688571929931641,-7.62340799967448,9.68676333957248,3.26626141866048,-0.918141788906521,0.384115416556597,0.0695373229682446,-0.16656918823719,4.26794907285108,2.31791076560815,-1.850768758191,0.3,0.72727273,0.52380952,0.66666667,0.875,0.81818182,0.52380952,18.94117647,0.42857143,0.14285714,0.42857143,95.9338243272569,88.0774637858073,82.3851793077257,4.16817982991536,-1.73721996943156,-8.9002185397678,9.0079108344184,2.2195733388265,-2.2088262769911,0.384115416556597,0.0695373229682446,-0.16656918823719,4.26794907285108,2.31791076560815,-1.850768758191,0.36363636,0.7,0.52380952,0.75,0.85714286,0.81818182,0.47619048,4,83.4311447143555,29.730016708374,0,0,94.5864,0,0,"2024-08-06",0
"Cam Booser",16061,"2024-08-05","@KCR",3,2024,"BOS","A",32,0,0,0,1,0,0,0,0,0,0,0,0.2,3,0,0,0,0,1,0,0,0,0,0,0,13.500014081612,0,0,0,0,2,0,0,0,0,0,0,0,0.33333333,-0.33333333,9.01695130162333,0,0,1.50000156462356,0,1,7.66648447216047,-7.66648447216047,7.66648447216047,0,187.714923797562,188.878031978827,2,0,1,0,0,0,0,0,7,8,15,0.00782999955117702,-0.00394799979403615,0.0117779998108745,0.284000009298325,0.0278022531419992,0.155733332037926,0.11429999768734,0.22859999537468,NA,0,1,7.4113240771112e-06,0.0502708396368038,0,0,0.4,95.16666667,0.13333333,82.5,0.46666667,88.14285714,NA,-0.425535261631012,0.177071928977966,0.358707696199417,-7.09225436051687,8.85359644889832,5.12439565999167,0.3,0.6,0.4,0.66666667,1,0.83333333,0.33333333,NA,0.06666667,1,0,1,2,0,0,2,0.5,0,0.5,1,0,0,7.14730006124004,20,48.19931,20,20,27.73667,43.7419,43.83233,50.56232,20.46838,20,46.12875,20,3.02611,8.61626,88.78,-7.62,-0.239999999999995,154.32,54.08,72.34,101.02,102.14,119.14,103.230666666667,51.828,65.148,0.4,0.46666667,0.13333333,94.9000040690104,88.2571411132812,82.4499969482422,5.11935901641846,-0.17653146811894,-6.26226234436035,8.82557741800944,2.69225992475237,-3.4960606098175,-0.435539115220308,0.363296553492546,0.179726630449295,-7.25898525367181,5.18995076417923,8.98633152246475,0.3,0.6,0.4,0.66666667,1,0.83333333,0.33333333,19.75,0.4,0.46666667,0.13333333,94.9919230143229,88.3234688895089,82.542350769043,4.73270670572917,-1.06335605893816,-7.18339490890503,8.1469898223877,1.60854230608259,-4.79319000244141,-0.435539115220308,0.363296553492546,0.179726630449295,-7.25898525367181,5.18995076417923,8.98633152246475,0.33333333,0.5,0.4,1,1,1,0.4,2,59.8337631225586,-39.5586090087891,0,0,64.2519,0,0,"2024-08-05",0
"Cam Booser",16061,"2024-08-04","@TEX",3,2024,"BOS","A",32,1,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,8.41372908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.5684995033937,0,76.4551252906048,161.562834508075,0.333333333,0,0.25,0.75,0,0,3,20.2500048279774,3,11,14,0.0525280237197876,0,0.0525280237197876,0.592000007629395,0.0614745579659939,0.517400026321411,0.69706666469574,0.636799991130829,0.677200019359589,1,1,0.101870037615299,-0.000346997322377085,0,0,0.28571429,95.75,0.35714286,81,0.35714286,87.8,NA,0.622692465782166,0.251944124698639,0.0869183838367462,15.5673116445541,5.03888249397278,1.73836767673492,0.33333333,0.75,0.57142857,1,1,1,0.57142857,0.5,0,2,1,1,0,3,1,4,0.5,0.25,0.25,0,0.75,0.25,0.992873218281177,80,56.2956,80,59.96883,29.56716,66.1037,73.78126,50.94223,64.42104,80,46.46628,80,-2.14799,0.85511,138.34,133.22,153.86,108.86,115.92,125.1,105.22,115.76,135.22,115.982857142857,120.805714285714,136.931428571429,0.28571429,0.35714286,0.35714286,95.375,87.5799987792969,81.1400024414063,4.9245719909668,-0.938589954376221,-6.99515228271484,9.39329147338867,2.05292415618896,-0.694682312011719,0.630769774317741,0.0876508727669716,0.25461246073246,15.7692443579435,1.75301745533943,5.0922492146492,0.33333333,0.63636364,0.57142857,1,1,1,0.78571429,18.8,0.28571429,0.35714286,0.35714286,95.6026458740234,87.817041015625,81.3741821289063,4.02311515808105,-1.78707160949707,-7.76537017822266,8.15643787384033,0.94705696105957,-1.90728206634521,0.630769774317741,0.0876508727669716,0.25461246073246,15.7692443579435,1.75301745533943,5.0922492146492,0.33333333,0.63636364,0.57142857,1,1,1,0.78571429,4,91.7919082641602,21.3596782684326,1,0.25,100.31,2,0.5,"2024-08-04",0
"Cam Booser",16061,"2024-08-02","@TEX",3,2024,"BOS","A",32,0,0,0,1,0,0,0,0,0,0,0,0.2,3,1,0,0,0,0,0,0,0,0,1,13.500014081612,0,13.500014081612,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0.333333333333333,1.50000156462356,0.5,1,0.166476649042681,-0.166476649042681,2.43449162409945,0,2.28192628596661,58.7187657997406,1,0,0.5,0.5,0,0,0,0,3,8,11,0.0181520041078329,-0.0680119916796684,0.0861639976501465,-0.116000026464462,-0.0120456926524639,1.67266666889191,0.587800025939941,1.17560005187988,0.827199995517731,1,1,-0.0147891044616699,0.0256412392267263,0,0,0.18181818,94.5,0.54545455,82.83333333,0.27272727,87.33333333,NA,-0.285154968500137,0.0764381140470505,0.0540259703993797,-14.2577484250069,1.27396856745084,1.80086567997932,0.33333333,0.6,0.45454545,0,0.66666667,0.4,0.45454545,0.66666667,0.27272727,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,-0.392669226673431,80,68.91663,80,32.43693,30.338,38.957,50.05588,48.56625,45.39524,53.86042,45.85381,49.11906,-0.11442,3.90546,161.02,93.6,142.94,107.52,89.42,97.4,99.12,102.26,115.32,114.956363636364,93.6818181818182,110.567272727273,0.18181818,0.27272727,0.54545455,94.4499969482422,87.2333374023438,82.75,3.34222030639648,0.0385999083518982,-5.05043411254883,10.8322868347168,3.07260862986247,0.646692276000977,-0.290203124284744,0.0544858016073704,0.0836973190307617,-14.5101562142372,1.81619338691235,1.39495531717936,0.4,0.5,0.45454545,0,0.66666667,0.4,0.54545455,20.125,0.18181818,0.27272727,0.54545455,94.6866455078125,87.4474690755208,83.008534749349,2.45243501663208,-0.80223004023234,-6.39231491088867,9.6157398223877,2.02281999588013,-1.00528748830159,-0.290203124284744,0.0544858016073704,0.0836973190307617,-14.5101562142372,1.81619338691235,1.39495531717936,0.4,0.5,0.45454545,0,0.66666667,0.4,0.54545455,2,97.7236480712891,11.1718053817749,1,0.5,97.8105,2,1,"2024-08-02",0
"Cam Booser",16061,"2024-07-28","NYY",3,2024,"BOS","H",32,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.1,3,1,1,1,0,1,0,0,0,0,0,0,27.000028163224,27.000028163224,0,0,0,0,1,1,0,0,0,0,0,0.33333333,-0.33333333,12.5329512968893,0,0.5,6.00000625849423,0.5,0.5,12.1664891660311,14.8335389971929,16.7025191161447,634.146614453692,298.974722304519,413.672612664399,0,0.5,0,0.5,0,0,0,0,8,7,15,-0.024592000991106,-0.0417400002479553,0.0171479992568493,-0.41100001335144,-0.0395953729748726,0.680400013923645,0.650400042533875,0.650400042533875,1.32560002803802,1,1,-0.0476891361176968,0.0115456903683471,0,0,0.4,94.66666667,0.33333333,80.8,0.26666667,88,NA,-0.665526747703552,-0.412962585687637,0.256263196468353,-11.0921124617259,-8.25925171375275,6.40657991170883,0.08333333,1,0.26666667,1,1,1,0.2,0.33333333,0,0,0,2,0,2,0,2,0,0,1,0,1,0,17.5419849083525,50.48027,54.51982,47.23046,20,35.84221,20,20,52.8232,20,20,48.3598,20,2.96381,8.52281,143.96,93.72,107.36,87.68,-46.18,-39.62,119.88,51.46,64.12,116.98,31.6814285714286,42.5128571428571,0.4,0.26666667,0.33333333,94.7000020345052,88.125,80.7599975585938,5.63977750142415,-0.842354953289032,-7.63530960083008,9.72769927978516,2.67589235305786,-2.64605922698975,-0.671462293714285,0.25968474894762,-0.422986656427383,-11.1910382285714,6.49211872369051,-8.45973312854767,0.09090909,0.75,0.26666667,1,1,1,0.26666667,21.16666667,0.4,0.26666667,0.33333333,94.7280883789062,88.1412200927734,80.7582214355469,4.75231838226318,-1.83353233337402,-8.83139038085938,8.82077662150065,1.56407117843628,-4.15662384033203,-0.671462293714285,0.25968474894762,-0.422986656427383,-11.1910382285714,6.49211872369051,-8.45973312854767,0.09090909,0.75,0.26666667,1,1,1,0.26666667,2,96.1793975830078,19.6388702392578,0,0,107.908,1,0.5,"2024-07-28",0
