"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","XX%","wFB","wSL","wCH","wFB/C","wSL/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piFS%","piSI%","piSL%","pivCH","pivFA","pivFS","pivSI","pivSL","piCH-X","piFA-X","piFS-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piFS-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwFS","piwSI","piwSL","piwCH/C","piwFA/C","piwFS/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Trevor Rogers",22286,"2024-08-19","@NYM",2,2024,"BAL","A",26,0,0,5.78571507395541,1,1,0,0,0,0,0,0,4.2,22,5,3,3,1,3,0,0,0,0,5,9.64285845659235,5.78571507395541,9.64285845659235,1.66666667,0,0,6,5,2,0,0,1,0,0.22727273,0.13636364,0.09090909,4.83826420620731,1.92857169131847,0.263157894736842,1.71428594783864,0.307692307692308,0.75757576,5.73790870004775,0.0478063739076546,4.57220326218499,147.345089114807,143.18435874566,111.899835842454,1.2,0.153846153,0.461538461,0.384615384,0,0.2,1,1.92857169131847,35,56,91,-0.151790052652359,-0.375456005334854,0.223665937781334,-1.11799991130829,-0.121587820351124,0.672816693782806,0.627359986305237,0.870000004768372,1.02820003032684,1,1,-0.0906652063131332,-0.134938667750905,0,0,0.52747253,91.125,0.17582418,81.9375,0.2967033,84.88888889,NA,-1.13475096225739,0.512367010116577,-0.568227827548981,-2.36406450470289,3.20229381322861,-2.10454750944067,0.30188679,0.65789474,0.45054945,0.8125,0.8,0.80487805,0.41758242,0.63636364,0.08791209,4,8,2,2,4,8,14,0.28571429,0.57142857,0.14285714,0.14285714,0.28571429,0.57142857,5.4199332450384,41,54.63815,53.76179,52.38368,47.60251,44.38324,53.27055,63.62153,47.07305,52.43994,51.44901,46.02279,55.03365,54.92331,48.20904,54.31088,-0.18046,3.8064,97.96,100.28,97.08,86.08,108.56,91.94,82.66,118.88,114.12,87.98,101.2,81.3,89.141797752809,107.39191011236,97.3184269662921,0.26373626,0.26373626,0.17582418,0.2967033,91.1500040690104,91.0750020345052,81.7750015258789,84.7703721788194,8.09723726908366,12.2725118001302,-1.51464509963989,8.86134677463108,8.29621569315592,4.16539986928304,2.5152428150177,-0.104051757741857,0.309891309589148,-1.41181324422359,0.559258062392473,-0.577987790107727,1.29121378995478,-5.88255518426498,3.49536288995296,-2.14069551891751,0.23913043,0.66666667,0.45054945,0.81818182,0.8,0.80487805,0.49450549,18.02941176,0.2967033,0.26373626,NA,0.26373626,0.17582418,85.1182635271991,91.512685139974,NA,91.4471537272135,82.1075134277344,8.131509286386,7.23863093058268,NA,11.5517972310384,-2.54091811180115,-1.35984336005317,7.47684987386068,NA,2.85425853729248,1.30068159103394,-0.577987790107727,0.309891309589148,NA,-1.41181324422359,0.559258062392473,-2.14069551891751,1.29121378995478,NA,-5.88255518426498,3.49536288995296,0.24444444,0.65217391,0.45054945,0.81818182,0.8,0.80487805,0.50549451,14,94.0907827524038,7.78032743013822,1,0.07142857,110.836,7,0.5,"2024-08-19",0
"Trevor Rogers",22286,"2024-08-13","WSN",2,2024,"BAL","H",26,0,1,9,1,1,0,0,0,0,0,0,5,23,7,5,5,0,2,0,1,0,0,2,3.6,3.6,12.6,1,0,0,5,9,4,1,0,0,0,0.08695652,0.08695652,0,6.43582360287865,0,0.35,1.8,0.388888888888889,0.5,4.1664797782898,4.8335202217102,6.88809490948915,229.203440729871,103.457151520003,169.513591464291,0.555555555,0.222222222,0.277777777,0.5,0.111111111,0,2,3.6,26,52,78,-0.274320006370544,-0.555919945240021,0.281599968671799,-2.0353000164032,-0.218849465250969,1.01655995845795,0.791333317756653,0.870000004768372,1.00399994850159,1,1,-0.225371554493904,-0.0444797258837624,0,0,0.55128205,90.04651163,0.20512821,81.8125,0.24358974,83.31578947,NA,0.283846110105515,-1.43716561794281,-0.158317133784294,0.660107232803522,-8.98228511214256,-0.833248072548917,0.33333333,0.60606061,0.44871795,0.66666667,1,0.85714286,0.42307692,0.7826087,0.06410256,5,6,7,2,11,5,18,0.27777778,0.33333333,0.38888889,0.11111111,0.61111111,0.27777778,4.43254038694744,38,48.32087,51.18436,43.49885,31.52738,39.05722,30.32684,47.6107,41.36628,52.70425,65.39827,38.82179,73.97409,44.11982,43.6429,46.26458,0.49073,4.81319,82.04,77.88,62.1,84.24,68.54,43.68,92.78,95.36,92.32,92.58,122.14,115.04,86.8937662337662,88.0561038961039,74.2031168831169,0.26923077,0.19230769,0.20512821,0.33333333,90.3714308965774,90.386669921875,81.9937515258789,84.6499962439904,7.80026317778088,10.9308939615885,-1.07295441627502,8.55236346905048,7.86074611118862,4.26987965901693,3.33063983917236,1.14600218259371,0.547097317874432,0.188088431954384,-1.456632129848,-0.582163095474243,2.60522532321158,1.25392287969589,-9.10395081155002,-2.23908882874709,0.24324324,0.63414634,0.44871795,0.44444444,1,0.85714286,0.52564103,17.83333333,0.24358974,0.26923077,NA,0.28205128,0.20512821,83.0362227590461,90.1692068917411,NA,89.5552312677557,81.7554397583008,6.96983578330592,6.97514125279018,NA,10.1115514581854,-2.23285746574402,-1.05875025297466,7.07707940964472,NA,2.89724401994185,2.21061253547668,-0.167194548994303,0.547097317874432,NA,-0.226880114525557,-1.456632129848,-0.87997131049633,2.60522532321158,NA,-1.03127324784344,-9.10395081155002,0.24324324,0.63414634,0.44871795,0.44444444,1,0.85714286,0.52564103,18,87.6236233181424,23.1252916124132,0,0,105.857,6,0.33333333,"2024-08-13",0
"Trevor Rogers",22286,"2024-08-07","@TOR",2,2024,"BAL","A",26,0,0,3.6,1,1,0,0,0,0,0,0,5,23,7,3,2,0,2,0,0,0,0,2,3.6,3.6,12.6,1,0.181818181,0,11,1,6,0,2,1,0,0.08695652,0.08695652,0,4.47164969097265,0,0.333333333333333,1.8,0.368421052631579,0.66666667,3.5664797782898,0.0335202217102051,3.86888145953417,91.6813762919484,88.2885848700209,94.4028987518937,11,0.333333333,0.611111111,0.055555555,0,0,2,3.6,35,59,94,-0.0959279835224152,-0.520632028579712,0.424704074859619,-0.605000019073486,-0.0639197006821632,1.14009165763855,0.867919981479645,0.910000026226044,0.810999989509583,1,1,-0.12915326654911,0.0450126776063679,0,0,0.57446809,91.59259259,0.14893617,83,0.27659574,85.46153846,NA,-1.03599011898041,-0.852773606777191,0.580166876316071,-1.91850022033409,-6.09124004840851,2.23141106275412,0.36363636,0.64102564,0.4787234,0.7,0.96,0.84444444,0.41489362,0.82608696,0.07446809,11,4,4,2,8,9,19,0.57894737,0.21052632,0.21052632,0.10526316,0.42105263,0.47368421,6.03879921351777,44,52.91211,50.02207,60.10206,26.9759,32.2043,31.05311,62.50715,46.65378,50.47463,66.19476,42.99718,80,52.7436,42.6402,56.94197,-0.04504,4.00953,90.04,113.96,106.98,87.58,84.06,66.18,89.74,96.68,92.92,83.3,131.96,122.36,88.3812765957447,103.894680851064,95.2197872340426,0.22340426,0.35106383,0.14893617,0.27659574,91.0666678292411,91.9242424242424,83.0071411132812,85.4576885516827,7.74988664899554,11.2780151367188,-0.19023243018559,8.72454951359675,8.6166025797526,4.45798423073508,3.47235325404576,0.252601678554828,-1.06778677180409,0.022443238645792,-0.868043839931488,0.668194964528084,-5.08469891335283,0.0680098140781576,-6.20031314236777,2.56998063280032,0.25531915,0.70212766,0.4787234,0.58333333,0.93939394,0.84444444,0.5,18.74285714,0.27659574,0.22340426,NA,0.35106383,0.14893617,85.4785531850962,91.1120721726191,NA,91.9715391216856,83.0077950613839,8.04127678504357,6.75948515392485,NA,10.5297287449692,-1.15838187081473,-1.01218817784236,7.80843316941034,NA,3.27318665475556,2.38138117109026,0.668194964528084,-1.06778677180409,NA,0.022443238645792,-0.868043839931488,2.56998063280032,-5.08469891335283,NA,0.0680098140781576,-6.20031314236777,0.22916667,0.73913043,0.4787234,0.54545455,0.94117647,0.84444444,0.4893617,19,89.30224609375,5.14375474717882,1,0.05263158,106.964,7,0.36842105,"2024-08-07",0
"Trevor Rogers",22286,"2024-08-01","@CLE",2,2024,"BAL","A",26,0,1,10.3846161464263,1,1,0,0,0,0,0,0,4.1,22,6,5,5,1,3,0,0,0,0,3,6.23076968785577,6.23076968785577,12.4615393757115,1,0.166666666,0,6,5,5,0,1,0,0,0.13636364,0.13636364,0,5.97537577820106,2.07692322928526,0.315789473684211,2.07692322928526,0.333333333333333,0.52631579,6.85878774146359,3.5258284049627,5.60341273347198,264.465527935542,171.521239489466,137.553821227656,1.2,0.3125,0.375,0.3125,0,0.2,2,4.15384645857051,35,59,94,-0.315595954656601,-0.486851900815964,0.171255931258202,-3.10199999809265,-0.327215194702148,0.729690909385681,0.643360018730164,0.923600018024445,0.461999982595444,1,1,-0.155264422297478,-0.277241931553494,0,0,0.53191489,91.32,0.26595745,82.88,0.20212766,85.52631579,NA,-0.99589592218399,-0.860477566719055,-0.397115588188171,-1.99179184436798,-3.44191026687622,-2.09008204309564,0.34545455,0.69230769,0.4893617,0.73684211,0.88888889,0.82608696,0.41489362,0.63636364,0.08510638,8,5,3,1,6,9,16,0.5,0.3125,0.1875,0.0625,0.375,0.5625,8.48699587173193,29,50.57678,50.84441,61.17093,42.5155,38.66283,53.94705,38.3704,35.46576,35.74206,51.30363,46.13225,58.75163,44.27844,42.0044,53.05277,0.48087,4.7984,92.34,88.14,79.62,86.9,108.3,92.4,80.84,87.8,75.02,94.1,114.82,108.42,88.3027659574468,100.507021276596,89.4551063829787,0.25531915,0.27659574,0.26595745,0.20212766,91.2999979654948,91.2692307692308,82.872001953125,85.4631604646382,7.87546539306641,10.4729508620042,-0.924867935180664,8.54443519993832,8.06711959838867,4.50471525925856,3.61892852783203,0.722712918331749,0.486345514655113,-1.43742866814137,-0.833162013441324,-0.404516123235226,2.02643964439631,-5.52857180054371,-3.3326480537653,-2.12903222755382,0.29787234,0.68085106,0.4893617,0.71428571,0.875,0.82608696,0.5,16.91549296,0.20212766,0.26595745,NA,0.26595745,0.26595745,85.6277562191612,91.3328515625,NA,91.5869140625,83.0230078125,7.8761917917352,7.06330627441406,NA,9.96912780761719,-1.92764205932617,-0.520154350682309,7.21756713867187,NA,3.27403015136719,2.52659362792969,-0.404516123235226,0.54111947491765,NA,-1.4922026284039,-0.833162013441324,-2.12903222755382,2.1644778996706,NA,-5.96881051361561,-3.3326480537653,0.29787234,0.68085106,0.4893617,0.71428571,0.875,0.82608696,0.5,16,97.8141479492188,11.4858245849609,2,0.125,105.767,12,0.75,"2024-08-01",0
"Trevor Rogers",22286,"2024-07-26","@MIL",20,2024,"MIA","A",26,1,0,3.37500020116569,1,1,0,0,0,0,0,0,5.1,20,6,2,2,1,0,0,0,0,0,1,1.68750010058284,0,10.1250006034971,1,0.142857142,0,7,10,2,1,1,0,0,0.05,0,0.05,6.06543158401489,1.68750010058284,0.3,1.12500006705523,0.277777777777778,0.86956522,5.22897990122438,-1.85397970005869,5.62649568658417,79.9194999605611,128.109477081135,137.757822865425,0.7,0.105263157,0.368421052,0.526315789,0.1,0.1,5,8.43750050291422,34,59,93,0.0749560296535492,-0.262333959341049,0.337289988994598,0.313999950885773,0.0322547480463982,0.815419018268585,0.800599992275238,0.829599976539612,1.44900000095367,1,1,0.0731096938252449,0.0188136339047198,0,0,0.59139785,91.32727273,0.23655914,82,0.17204301,85,NA,0.679735600948334,-0.50621372461319,-1.65022540092468,1.23588291081515,-2.3009714755145,-10.3139087557793,0.25862069,0.77142857,0.4516129,0.86666667,0.92592593,0.9047619,0.37634409,0.6,0.04301075,7,10,2,3,8,8,19,0.36842105,0.52631579,0.10526316,0.15789474,0.42105263,0.42105263,4.22618732373595,49,59.00403,65.30233,64.63546,60.34492,45.31362,68.93927,64.8494,36.85221,76.2607,39.51203,42.18009,38.25291,58.95047,45.03746,69.76341,-0.43065,3.43112,93.4,105.42,100.24,84.38,129.06,116.78,90.22,128.64,121.28,85.14,91.54,86.44,87.6815053763441,116.004301075269,107.96688172043,0.31182796,0.27956989,0.23655914,0.17204301,91.2931034482759,91.2076885516827,81.9318181818182,84.9812469482422,7.51373238399111,10.9547846867488,-1.27238447015936,10.1118898391724,8.67669046336207,5.40702115572416,2.87097272005948,1.29082214832306,0.517821703106165,0.210682015866041,-0.517570547759533,-1.65717021003366,1.78559207967643,0.81031544563862,-2.35259339890697,-10.3573138127103,0.17073171,0.67307692,0.4516129,1,0.88571429,0.9047619,0.55913978,16.01369863,0.17204301,0.31182796,NA,0.27956989,0.23655914,85.0825576782227,91.4130775188578,NA,91.3218336838942,82.0223333185369,9.47648525238037,6.67717295679553,NA,10.3554898775541,-2.2787862257524,-0.0757965594530106,7.71873842436692,NA,4.19319416926457,1.6895075711337,-1.65717021003366,0.517821703106165,NA,0.210682015866041,-0.517570547759533,-10.3573138127103,1.78559207967643,NA,0.81031544563862,-2.35259339890697,0.19512195,0.65384615,0.4516129,0.875,0.91176471,0.9047619,0.55913978,19,91.5649157072368,13.2112972861842,3,0.15789474,107.781,9,0.47368421,"2024-07-26",0
"Trevor Rogers",22286,"2024-07-21","NYM",20,2024,"MIA","H",26,0,0,1.92857169131847,1,1,0,0,0,0,0,0,4.2,22,5,2,1,0,2,0,0,0,0,5,9.64285845659235,3.85714338263694,9.64285845659235,2.5,0.285714285,0,7,4,4,0,2,0,0,0.22727273,0.09090909,0.13636364,4.07024767104153,0,0.25,1.50000020435881,0.333333333333333,0.71428571,2.30933680437048,-0.380765113052005,3.6053441862705,45.6682891915179,57.5773616821349,88.9152343637442,1.75,0.266666666,0.466666666,0.266666666,0,0,3,5.78571507395541,34,65,99,-0.0258599929511547,-0.433500021696091,0.407640010118484,0.0962000340223312,0.00957213994115591,1.31749999523163,1.00080001354218,0.870000004768372,2.50399994850159,1,1,-0.0062078358605504,-0.0134202423517826,0,0,0.62626263,90.9516129,0.13131313,78.84615385,0.24242424,84.95833333,NA,0.776592373847961,-0.035458367317915,-0.692881762981415,1.25256834491607,-0.272756671676269,-2.88700734575589,0.4,0.61764706,0.47474747,0.88461538,0.85714286,0.87234043,0.34343434,0.5,0.06060606,10,3,2,3,9,3,15,0.66666667,0.2,0.13333333,0.2,0.6,0.2,3.54153222084314,53,70.78165,58.60814,74.32516,54.60794,46.22451,56.56096,27.91435,39.75131,20,52.55206,41.20341,58.65984,53.17216,45.67558,53.25429,-0.07166,3.9696,88.34,118.8,104.42,91.4,122.56,111.2,88.26,73.1,64.1,93.8,115.18,102.26,90.2755555555556,109.688282828283,97.9157575757576,0.4040404,0.22222222,0.13131313,0.24242424,91.0625,90.7590886896307,78.8538442758413,84.9750010172526,7.47362976074219,11.188962763006,-2.32912533099835,9.09523010253906,9.0015266418457,5.42191210660067,2.02664081866925,1.12298766771952,1.30380899831653,-0.523133747279644,-0.0382473394274712,-0.707458183169365,3.25952249579132,-2.37788066945293,-0.29421030328824,-2.94774242987235,0.39285714,0.58139535,0.47474747,0.86363636,0.88,0.87234043,0.43434343,19.31578947,0.24242424,0.4040404,NA,0.22222222,0.13131313,84.9953206380208,91.0934448242188,NA,90.7959095348011,78.8565955528846,8.5653928120931,6.82584762573242,NA,10.7516909512607,-3.06556760347807,-0.660149772961934,7.64811706542969,NA,3.81456097689542,0.348577866187462,-0.707458183169365,1.30380899831653,NA,-0.523133747279644,-0.0382473394274712,-2.94774242987235,3.25952249579132,NA,-2.37788066945293,-0.29421030328824,0.38596491,0.5952381,0.47474747,0.86363636,0.88,0.87234043,0.42424242,15,83.3354573567708,1.26353289286296,0,0,110.164,3,0.2,"2024-07-21",0
"Trevor Rogers",22286,"2024-07-14","@CIN",20,2024,"MIA","A",26,0,0,3.17647094462574,1,1,0,0,0,0,0,0,5.2,21,2,2,2,1,3,0,0,0,0,4,6.35294188925147,4.7647064169386,3.17647094462574,1.33333333,0,0,4,9,1,2,0,0,0,0.19047619,0.14285714,0.04761905,5.85674948646601,1.58823547231287,0.111111111111111,0.882353040173816,0.0769230769230769,0.83333333,5.63706829077648,-2.46059734615074,5.74437577152137,75.2183568599667,137.967989382141,140.606480415459,0.444444444,0.071428571,0.285714285,0.642857142,0.222222222,0.111111111,2,3.17647094462574,35,52,87,0.0532100424170494,-0.419020056724548,0.472230076789856,1.24800002574921,0.118014186620712,1.07963633537292,1.08733332157135,0.870000004768372,0.691999971866608,1,1,0.190083131194115,-0.140797977783017,0,0,0.59770115,91.38461538,0.1954023,80.41176471,0.20689655,85.55555556,NA,0.0107331685721874,0.563091635704041,0.251781761646271,0.0206407087926681,3.31230373943553,1.3987875647015,0.28,0.62162162,0.42528736,0.57142857,0.95652174,0.81081081,0.42528736,0.71428571,0.08045977,6,4,4,2,8,4,14,0.42857143,0.28571429,0.28571429,0.14285714,0.57142857,0.28571429,4.44512164555968,56,46.52095,50.12003,47.8815,49.58901,41.20916,56.36591,47.31001,20,62.80941,67.80716,39.10517,76.96919,51.38395,34.47582,63.2513,0.03943,4.13624,80.12,84.94,61.86,81.6,105.14,91.48,77.72,131.94,104.26,84.3,127.12,108.34,81.1524137931034,109.87632183908,90.8496551724138,0.42528736,0.17241379,0.1954023,0.20689655,91.3108108108108,91.2399983723958,80.3294103285846,85.5555555555556,7.57725071262669,10.2627288818359,-1.7821268193862,9.08553907606337,8.11563192831503,5.02058766682943,2.33368862376494,1.42103491889106,-0.414551250636578,0.485421113669872,0.566015768796206,0.250946037471294,-1.12040878550426,3.23614075779915,3.32950452233062,1.3941446526183,0.29545455,0.55813953,0.42528736,0.53846154,0.95833333,0.81081081,0.49425287,15.55384615,0.20689655,0.42528736,NA,0.17241379,0.1954023,85.2940673828125,91.0470993454392,NA,90.9643147786458,80.0588091681985,8.2836905585395,6.70074504130595,NA,9.47600504557292,-2.94282352223116,-0.067000495062934,7.19853169209248,NA,3.74555079142253,0.893148702733657,0.250946037471294,-0.414551250636578,NA,0.485421113669872,0.566015768796206,1.3941446526183,-1.12040878550426,NA,3.23614075779915,3.32950452233062,0.28888889,0.57142857,0.42528736,0.53846154,0.95833333,0.81081081,0.48275862,14,92.802481515067,26.135495867048,2,0.14285714,108.929,6,0.42857143,"2024-07-14",0
"Trevor Rogers",22286,"2024-07-09","@HOU",20,2024,"MIA","A",26,0,0,3.37500020116569,1,1,0,0,0,0,0,0,5.1,24,6,2,2,0,2,0,0,0,1,5,8.43750050291422,3.37500020116569,10.1250006034971,2.5,0.166666666,0,6,7,4,0,1,0,0,0.20833333,0.08333333,0.125,4.4356301249876,0,0.272727272727273,1.50000008940697,0.352941176470588,0.75,2.41647973358631,0.958520467579379,4.40099088503859,79.9194999605611,60.1656977208039,108.142612566031,0.857142857,0.235294117,0.352941176,0.411764705,0,0,1,1.68750010058284,43,64,107,-0.0376899987459183,-0.510213971138,0.472523987293243,-0.0180000886321068,-0.00190779287368059,1.07079994678497,0.992900013923645,0.924199998378754,1.71480000019073,1,1,0.00900811422616243,-0.0442060976208019,0,0,0.55140187,92.40677966,0.1588785,83,0.28971963,86.51612903,NA,2.0626757144928,-0.0801137089729309,-1.94861114025116,3.49606053303864,-0.471257111605476,-6.28584238790697,0.31884058,0.68421053,0.44859813,0.72727273,0.84615385,0.79166667,0.35514019,0.375,0.09345794,10,4,3,5,7,5,17,0.58823529,0.23529412,0.17647059,0.29411765,0.41176471,0.29411765,3.2270503112821,55,52.43966,63.75179,50.12903,51.58768,53.07101,50.72549,25.36678,46.79611,20,37.30707,45.70142,36.6505,43.45303,54.66418,39.89006,0.53215,4.87532,90.66,84.7,79.14,92.58,107.68,106.16,106.58,73.84,78.66,89.5,86.86,83.06,93.4861682242991,92.9906542056075,90.8431775700934,0.41121495,0.14018692,0.1682243,0.28037383,92.4568204012784,92.0266682942708,82.8722195095486,86.4333333333333,8.15572079745206,11.1461496988932,-1.29878711700439,10.110356648763,9.22540213844993,5.4629638671875,3.12177912394206,1.24542376200358,1.51228387281299,0.573197077959776,-0.0458758249878883,-2.01831315457821,3.4370088018477,3.82131385306517,-0.254865694377157,-6.7277105152607,0.36507937,0.56818182,0.44859813,0.69565217,0.88,0.79166667,0.41121495,16.93902439,0.28037383,0.41121495,0.00934579,0.14018692,0.1588785,86.4579020182292,92.4934581409801,83.7573013305664,92.0587158203125,82.8350327435662,9.50840555826823,7.3362641768022,3.23953008651733,10.5479868570964,-2.39965057373047,-0.527817662556966,7.8968769420277,5.60933017730713,3.94074325561523,1.33771638309254,-2.01831315457821,1.51228387281299,0.039364367723465,0.573197077959776,-0.0852401927113533,-6.7277105152607,3.4370088018477,3.9364367723465,3.82131385306517,-0.501412898302078,0.34920635,0.59090909,0.44859813,0.68181818,0.88461538,0.79166667,0.41121495,17,87.4526510799632,8.68742101332721,1,0.05882353,103.544,6,0.35294118,"2024-07-09",0
"Trevor Rogers",22286,"2024-07-03","BOS",20,2024,"MIA","H",26,0,1,6,1,1,0,0,0,0,0,0,3,17,5,2,2,0,3,0,0,0,0,6,18,9,15,2,0.2,0,5,2,1,0,1,0,0,0.35294118,0.17647059,0.17647059,4.02973600494696,0,0.357142857142857,2.66666666666667,0.625,0.75,2.1664797782898,3.8335202217102,3.17448538243771,142.079102572423,54.1262521064686,78.503219601533,2.5,0.125,0.625,0.25,0,0,1,3,32,52,84,-0.0708799660205841,-0.482079952955246,0.411199986934662,-0.433799982070923,-0.0431641824543476,1.54255557060242,0.955333352088928,0.870000004768372,0.907999992370605,1,1,-0.0472052283585072,0.00125552815230763,0,0,0.63095238,93.49056604,0.21428571,83.22222222,0.1547619,86.76923077,NA,-0.479943603277206,0.0384741500020027,-0.533101439476013,-0.905553968447559,0.213745277788904,-4.10078030366164,0.26086957,0.73684211,0.47619048,0.5,0.82142857,0.725,0.45238095,0.70588235,0.13095238,4,3,1,1,5,2,8,0.5,0.375,0.125,0.125,0.625,0.25,2.21543617591383,42,77.67185,75.61201,78.28692,62.50662,55.29276,60.00762,67.96532,52.74098,65.54553,26.58718,45.88822,23.35995,61.38812,55.93197,60.19314,-0.58209,3.20396,96.1,132.38,138.56,101.7,96,95.32,119.22,139.26,158.4,100.58,87.54,88.94,103.304761904762,106.512380952381,110.407142857143,0.47619048,0.1547619,0.21428571,0.1547619,93.6724975585937,92.7846116286058,83.1888902452257,86.7461500901442,7.88977355957031,11.4507798414964,-1.14128155178494,8.9438241811899,9.03529052734375,5.44768993671124,3.24361165364583,-0.150546046403738,-0.164349671453238,-0.338344406336546,0.03557338565588,-0.542041752487421,-0.410874178633094,-2.60264927951189,0.197629920310444,-4.16955194221093,0.25581395,0.70731707,0.47619048,0.45454545,0.82758621,0.725,0.48809524,18.64179104,0.1547619,0.46428571,NA,0.16666667,0.21428571,86.8107065054087,93.7503943810096,NA,92.9262956891741,83.243401421441,8.34434920090895,7.07095102163461,NA,10.6482631138393,-2.09252060784234,-1.8610163468581,7.73399000901442,NA,4.03302574157715,1.70006646050347,-0.542041752487421,-0.164349671453238,NA,-0.338344406336546,0.03557338565588,-4.16955194221093,-0.42140941398266,NA,-2.41674575954676,0.197629920310444,0.25,0.725,0.47619048,0.45454545,0.82758621,0.725,0.47619048,8,94.978385925293,6.39516115188599,0,0,107.818,5,0.625,"2024-07-03",0
"Trevor Rogers",22286,"2024-06-27","@PHI",20,2024,"MIA","A",26,0,0,4.5,1,1,1,0,0,0,0,0,6,28,6,3,3,1,4,0,0,0,0,4,6,6,9,1,0,0,12,7,1,0,0,0,0,0.14285714,0.14285714,0,5.72057091923813,1.5,0.25,1.66666666666667,0.263157894736842,0.81395349,5.99981311162313,-1.49981311162313,5.59715625221531,106.559326929317,146.731101418648,137.048814204012,1.714285714,0.05,0.6,0.35,0,0.142857142,4,6,46,57,103,-0.069709986448288,-0.452820062637329,0.383110076189041,0.00600002706050873,0.000614450313150883,0.828164279460907,0.690466642379761,0.870000004768372,1.9099999666214,1,1,-0.196012303233147,0.111838198919368,0,0,0.57281553,92.62711864,0.16504854,82.58823529,0.26213592,85.88888889,NA,-1.38063299655914,-1.366779088974,1.53182232379913,-2.34005592637143,-8.0398769939647,5.67341601407086,0.20967742,0.87804878,0.47572816,0.69230769,0.91666667,0.85714286,0.39805825,0.42857143,0.06796117,10,6,4,3,5,12,20,0.5,0.3,0.2,0.15,0.25,0.6,4.56476281700086,45,29.93646,54.80981,21.14414,55.81447,45.772,57.95202,20,39.33072,20.06305,43.99644,44.06778,48.64646,31.98788,45.60155,30.56648,1.24444,5.94375,87.42,58.24,60.4,90.24,100.36,91.18,89.24,66.98,55.18,97.86,105.38,96.42,90.4963106796116,81.3972815533981,74.5394174757282,0.33009709,0.24271845,0.16504854,0.26213592,92.7852926815257,92.28400390625,82.4588264016544,85.7777777777778,6.94916624181411,10.1952819824219,-1.67181721855612,8.22438727484809,8.3146577722886,5.06522155761719,2.68152147180894,1.0001242602313,0.793784350156784,-2.18869403377175,-1.38536810874939,1.53556908667088,2.33465985340231,-8.75477613508701,-8.14922416911406,5.68729291359583,0.20689655,0.82222222,0.47572816,0.75,0.89189189,0.85714286,0.4368932,17.78666667,0.26213592,0.31067961,NA,0.26213592,0.16504854,85.988109447338,93.1139450073242,NA,92.4018192997685,82.6649816176471,7.75952826605903,6.301833152771,NA,9.45586819118924,-2.32167120540843,-0.38299631189417,7.39968919754028,NA,3.80331364384404,1.35813488679774,1.53556908667088,0.333291441202164,NA,-1.72820112481713,-1.38536810874939,5.68729291359583,1.04153575375676,NA,-6.40074490673012,-8.14922416911406,0.21052632,0.80434783,0.47572816,0.66666667,0.91891892,0.85714286,0.44660194,20,92.4587280273438,8.28459243774414,3,0.15,105.286,9,0.45,"2024-06-27",0
