"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","XX%","wFB","wSL","wCT","wCB","wCH","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_KC","pb_s_KC","pb_c_KC","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_KC","sp_l_KC","sp_p_KC","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxCU%","pfxKC%","pfxCH%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxvCU","pfxvKC","pfxvCH","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxKC-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxKC-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwCU","pfxwKC","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwKC/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFC%","piSI%","piSL%","pivCH","pivCU","pivFC","pivSI","pivSL","piCH-X","piCU-X","piFC-X","piSI-X","piSL-X","piCH-Z","piCU-Z","piFC-Z","piSI-Z","piSL-Z","piwCH","piwCU","piwFC","piwSI","piwSL","piwCH/C","piwCU/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"David Robertson",8241,"2024-09-07","LAA",13,2024,"TEX","H",39,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,0,0,0,0,0,0,0.33333333,0.33333333,0,6.88572907925689,0,0,1,0,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,100.236286459236,101.806421637006,1,0,1,0,0,0,1,9,4,7,11,0.119364023208618,-0.0612879954278469,0.180652022361755,0.49099999666214,0.0509865023195744,2.20573329925537,2.15520000457764,2.15520000457764,1.48239994049072,1,1,0.0295395851135254,0.0245757620360661,1,0,NA,NA,0.09090909,83,0.63636364,92.57142857,0.27272727,83,NA,NA,NA,NA,0.0389156937599182,0.781120419502258,-0.227524861693382,NA,NA,3.89156937599182,11.1588631357465,-7.58416205644608,NA,0.14285714,1,0.45454545,1,1,1,0.36363636,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3.91109295897732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.64878,38.93125,78.87455,20,42.36694,20,80,40.48262,75.21116,60.20896,43.6183,59.2112,-0.50883,3.31385,NA,NA,NA,NA,NA,NA,85.78,81.64,82.2,117.08,-35.62,-8.05999999999999,127.64,142.1,147.76,120.954545454545,88.1345454545454,99.3036363636364,NA,0.63636364,NA,0.09090909,NA,0.27272727,NA,NA,92.5428553989955,NA,83.0999984741211,NA,82.6666666666667,NA,NA,0.980325971330915,NA,4.19604301452637,NA,4.10940361022949,NA,NA,9.45711844308036,NA,-2.35826396942139,NA,-5.40053049723307,NA,NA,0.928700093179941,NA,0.039364367723465,NA,-0.233485411852598,NA,NA,13.2671441882849,NA,3.9364367723465,NA,-7.78284706175327,NA,0,0.71428571,0.45454545,NA,1,1,0.63636364,19.875,NA,0.36363636,0.63636364,NA,NA,NA,83.1089019775391,92.8425118582589,NA,NA,NA,4.83422756195068,1.83977113451276,NA,NA,NA,-5.8781476020813,8.22980989728655,NA,NA,NA,-0.194121044129133,0.928700093179941,NA,NA,NA,-4.85302610322833,13.2671441882849,NA,NA,0,0.71428571,0.45454545,NA,1,1,0.63636364,1,97.8319702148438,-6.23229932785034,0,0,97.832,1,1,"2024-09-07",0
"David Robertson",8241,"2024-09-05","LAA",13,2024,"TEX","H",39,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,3,27,0,9,3,0,0,0,0,1,0,0,0,0,0.75,0,0.75,-0.459145915985107,0,0.25,1,1,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-71.2209366029338,-72.3365655024484,0,1,0,0,0,0,0,0,5,11,16,0.0731159895658493,-0.0213080476969481,0.0944240391254425,0.49099999666214,0.0509864985942841,1.02710008621216,1.43720006942749,1.43720006942749,1.48239994049072,1,1,0.0361221507191658,0.0350646698715068,1,0,NA,NA,NA,NA,0.625,92.6,0.375,83.66666667,NA,NA,NA,NA,NA,0.2682766020298,0.0553905516862869,NA,NA,NA,2.682766020298,0.923175861438115,NA,0.3,0.33333333,0.3125,0.33333333,0.5,0.4,0.375,0.75,0.1875,0,1,0,0,1,0,1,0,1,0,0,1,0,0.395240145972713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.91604,46.63309,37.73134,75.70085,43.47463,72.68783,61.85561,46.67901,63.22103,-0.61113,3.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,92.3,93.86,130.26,131.8,147.48,120.7875,116.9875,127.3725,NA,0.625,NA,NA,NA,0.375,NA,NA,92.6099975585937,NA,NA,NA,83.5666656494141,NA,NA,0.334718418121338,NA,NA,NA,4.20945739746094,NA,NA,10.0970779418945,NA,NA,NA,-5.1599063873291,NA,NA,0.269791964441538,NA,NA,NA,0.0553002469241619,NA,NA,2.69791964441538,NA,NA,NA,0.921670782069365,NA,0.28571429,0.33333333,0.3125,0,0.66666667,0.4,0.5625,18.58333333,NA,0.375,0.625,NA,NA,NA,83.9243825276693,92.9739501953125,NA,NA,NA,5.31298510233561,1.34224815368652,NA,NA,NA,-6.70624987284342,8.8468376159668,NA,NA,NA,0.0553002469241619,0.269791964441538,NA,NA,NA,0.921670782069365,2.69791964441538,NA,NA,0.28571429,0.33333333,0.3125,0,0.66666667,0.4,0.5625,1,99.143913269043,14.5168609619141,0,0,99.1439,1,1,"2024-09-05",0
"David Robertson",8241,"2024-09-01","OAK",13,2024,"TEX","H",39,0,0,9,1,0,0,0,0,0,0,1,1,4,2,1,1,0,0,0,0,0,0,1,9,0,18,1,0,0,0,2,1,0,0,0,0,0.25,0,0.25,4.46147908401489,0,0.5,2,0.666666666666667,0.5,1.1664797782898,7.8335202217102,4.19049659073353,223.372727199872,26.7546194325921,102.403901559937,0,0.333333333,0,0.666666666,0,0,0,0,9,14,23,-0.144999980926514,-0.238067999482155,0.0930680185556412,-0.509000062942505,-0.052855659276247,1.90719997882843,2.15520000457764,2.15520000457764,2.30719995498657,1,1,-0.0673968642950058,-0.00863081111194623,0,1,NA,NA,NA,NA,0.69565217,92.4375,0.30434783,82.42857143,NA,NA,NA,NA,NA,-0.665795743465424,-0.0514622405171394,NA,NA,NA,-4.1612233966589,-0.735174864530563,NA,0.30769231,0.8,0.52173913,0.5,0.875,0.75,0.43478261,0.25,0.13043478,1,1,1,0,2,1,3,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,2.75911950554001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.46489,49.88722,20.81442,45.31895,40.7089,41.20391,34.35325,47.05349,24.54737,1.09749,5.72333,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.04,49.02,57.18,109.94,110.78,119.02,109.666086956522,91.9834782608696,100.199130434783,NA,0.69565217,NA,NA,NA,0.30434783,NA,NA,92.4375,NA,NA,NA,82.2428588867188,NA,NA,0.257538557052612,NA,NA,NA,4.05919892447335,NA,NA,9.03494167327881,NA,NA,NA,-4.4790826525007,NA,NA,-0.673154171556234,NA,NA,NA,-0.0529616288840771,NA,NA,-4.20721357222646,NA,NA,NA,-0.756594698343958,NA,0.30769231,0.8,0.52173913,0.5,0.875,0.75,0.43478261,18.78947368,NA,0.30434783,0.69565217,NA,NA,NA,82.8741455078125,93.0810165405273,NA,NA,NA,5.18772724696568,1.28460204601288,NA,NA,NA,-6.06706019810268,7.82185077667236,NA,NA,NA,-0.0529616288840771,-0.673154171556234,NA,NA,NA,-0.756594698343958,-4.20721357222646,NA,NA,0.30769231,0.8,0.52173913,0.5,0.875,0.75,0.43478261,3,93.5042928059896,30.3393681844076,1,0.33333333,105.777,2,0.66666667,"2024-09-01",0
"David Robertson",8241,"2024-08-31","OAK",13,2024,"TEX","H",39,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,26.7546194325921,27.173712862954,2,0,1,0,0,0,0,0,5,8,13,0.105596005916595,0,0.105596005916595,0.49099999666214,0.0509864985942841,1.40026664733887,1.8452000617981,1.8452000617981,2.30719995498657,1,1,0.075515441596508,-0.000104086111268775,1,0,NA,NA,0.15384615,83,0.53846154,92.57142857,0.30769231,81.25,NA,NA,NA,NA,0.157896518707275,0.641005754470825,-0.108419224619865,NA,NA,7.89482593536377,9.15722506386893,-2.71048061549664,NA,0.4,1,0.53846154,0.75,0.66666667,0.71428571,0.23076923,0.33333333,0.15384615,2,0,0,0,2,0,2,1,0,0,0,1,0,-0.218395255349909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.02452,33.30368,44.98333,20,38.32893,20,52.38868,46.68125,45.91237,27.39433,43.05822,20,1.52982,6.37182,NA,NA,NA,NA,NA,NA,95.46,112.22,99.42,87.5,49.4,52.32,108.12,133.16,141.92,99.8276923076923,104.166153846154,107.812307692308,NA,0.53846154,NA,0.15384615,NA,0.30769231,NA,NA,92.5142822265625,NA,83.1000061035156,NA,81.1500015258789,NA,NA,0.327882085527693,NA,3.46211194992065,NA,4.05060625076294,NA,NA,9.80544607979911,NA,-2.08527660369873,NA,-4.5982084274292,NA,NA,0.649970207363367,NA,0.159965731203556,NA,-0.1112370043993,NA,NA,9.28528867661953,NA,7.9982865601778,NA,-2.78092510998249,NA,0.4,1,0.53846154,0.75,0.66666667,0.71428571,0.23076923,20.1,NA,0.46153846,0.53846154,NA,NA,NA,82.4626973470052,93.2132132393973,NA,NA,NA,4.65342330932617,1.30810669490269,NA,NA,NA,-5.3500181833903,8.74827139718192,NA,NA,NA,0.0487287268042564,0.649970207363367,NA,NA,NA,0.812145446737607,9.28528867661953,NA,NA,0.4,1,0.53846154,0.75,0.66666667,0.71428571,0.23076923,2,74.65625,-1.97698068618774,0,0,82.3266,0,0,"2024-08-31",0
"David Robertson",8241,"2024-08-29","@CHW",13,2024,"TEX","A",39,0,0,0,1,0,0,0,0,0,1,0,1,5,1,0,0,0,1,0,0,2,0,0,0,9,9,0,0,0,2,0,2,0,0,0,0,0,0.2,-0.2,7.43248908401489,0,0.25,2,0.25,1,6.1664797782898,-6.1664797782898,6.1664797782898,0,149.224064476999,151.561560819707,2,0.5,0.5,0,0,0,0,0,5,15,20,0.0880059972405434,-0.0751359984278679,0.163141995668411,0.496999979019165,0.0512107163667679,1.72828567028046,1.70340001583099,1.70340001583099,1.82039999961853,1,1,0.0101109724491835,0.0408100059248733,1,0,NA,NA,0.25,84.2,0.55,92.90909091,0.2,81.5,NA,NA,NA,NA,0.100353933870792,0.0238230153918266,-0.228062257170677,NA,NA,2.00707867741585,0.216572867198424,-5.70155642926693,NA,0.5,0.7,0.6,1,1,1,0.5,0.8,0,1,1,2,1,1,2,4,0.25,0.25,0.5,0.25,0.25,0.5,13.9518770947399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.55774,61.03804,62.42639,80,47.41949,80,77.1535,38.08798,63.83621,77.82366,51.18619,75.86222,-1.60317,1.67234,NA,NA,NA,NA,NA,NA,86.48,126.52,134.72,81.38,134.82,133.44,103.16,136.52,145.14,94.634,133.68,140.195,NA,0.55,NA,0.25,NA,0.2,NA,NA,92.9000022194602,NA,84.2,NA,81.5999984741211,NA,NA,0.625027699904008,NA,3.06015014648438,NA,2.42069673538208,NA,NA,8.92544555664062,NA,-1.53370313644409,NA,-3.51439738273621,NA,NA,0.0627766326069832,NA,0.100700829178095,NA,-0.232227250933647,NA,NA,0.570696660063484,NA,2.0140165835619,NA,-5.80568127334118,NA,0.55555556,0.63636364,0.6,1,1,1,0.55,20.2,NA,0.45,0.55,NA,NA,NA,83.2210015190972,93.082724831321,NA,NA,NA,3.34796333312988,1.19484736702659,NA,NA,NA,-3.78108681572808,8.0870791348544,NA,NA,NA,-0.131526421755552,0.0627766326069832,NA,NA,NA,-1.4614046861728,0.570696660063484,NA,NA,0.5,0.7,0.6,1,1,1,0.5,4,91.0040435791016,10.7703132629395,0,0,96.759,2,0.5,"2024-08-29",0
"David Robertson",8241,"2024-08-27","@CHW",13,2024,"TEX","A",39,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-22.2331585851709,15.0336680287444,0,0,0,1,0,0,0,0,6,11,17,0.088006004691124,0,0.088006004691124,0.496999979019165,0.0512107163667679,1.15793335437775,1.70340001583099,1.70340001583099,1.82039999961853,1,1,0.0764325261116028,-0.000429875045024883,1,0,NA,NA,0.29411765,82.4,0.64705882,91.90909091,NA,NA,0.05882353,88,NA,NA,0.219219371676445,0.594646036624908,NA,-0.04739710688591,NA,4.3843874335289,5.40587306022644,NA,-4.739710688591,0.4,0.71428571,0.52941176,0.5,0.8,0.66666667,0.41176471,0.66666667,0.17647059,0,0,1,1,0,0,1,0,0,1,1,0,0,-1.71825323403159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.98,121.38,106.76,NA,NA,NA,NA,NA,NA,119.06,131.68,134.34,117.56,86.5,94.2,115.849411764706,101.84,106.744705882353,NA,0.64705882,NA,NA,NA,0.29411765,0.05882353,NA,91.718184037642,NA,NA,NA,82.4800048828125,88.0999984741211,NA,1.31878670779142,NA,NA,NA,4.45717124938965,-8.77499198913574,NA,8.92546220259233,NA,NA,NA,-3.51985015869141,4.22392654418945,NA,0.584141563624144,NA,NA,NA,0.2440275400877,-0.0483221560716629,NA,5.31037785112858,NA,NA,NA,4.880550801754,-4.83221560716629,0.22222222,0.875,0.52941176,0.5,0.71428571,0.66666667,0.47058824,15.92857143,0.05882353,0.29411765,0.64705882,NA,NA,88.2472991943359,82.6269592285156,91.8881946910511,NA,NA,-8.24925994873047,5.06782379150391,1.75542692704634,NA,NA,2.99908995628357,-5.08622398376465,8.01578729802912,NA,NA,-0.0483221560716629,0.2440275400877,0.584141563624144,NA,NA,-4.83221560716629,4.880550801754,5.31037785112858,NA,NA,0.22222222,0.875,0.52941176,0.5,0.71428571,0.66666667,0.47058824,1,81.7029266357422,64.6178436279297,0,0,81.7029,0,0,"2024-08-27",0
"David Robertson",8241,"2024-08-23","@CLE",13,2024,"TEX","A",39,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,2,0,0,0,0,2,18,18,0,1,0,0,0,1,0,0,0,0,0,0.4,0.4,0,8.02816908401489,0,0,2,0,1,5.1664797782898,-5.1664797782898,6.67848818451166,0,124.730175468118,164.299085576848,0,0,0,1,0,0,0,0,11,11,22,0.085036002099514,-0.0919160023331642,0.176952004432678,0.480000019073486,0.0506329126656055,1.94783997535706,1.67040002346039,1.67040002346039,1.77240002155304,1,1,3.76663520000875e-05,0.0436188984455912,1,0,NA,NA,0.09090909,81.5,0.68181818,92.6,0.22727273,84,NA,NA,NA,NA,0.0298043377697468,-0.0275419913232327,0.12969845533371,NA,NA,1.49021688848734,-0.183613275488218,2.59396910667419,NA,0.2,0.57142857,0.31818182,0.33333333,1,0.71428571,0.31818182,0.4,0.09090909,0,0,1,0,1,0,1,0,0,1,0,1,0,4.39415097546621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,37.75737,20,40.01778,50.27907,35.95326,20,54.71782,20,20,54.93592,20,3.3064,9.03669,NA,NA,NA,NA,NA,NA,91.76,96.6,109.4,104.18,71.94,76.1,100.76,-2.31999999999999,4.90000000000001,100.719090909091,23.55,30.5818181818182,NA,0.68181818,NA,0.09090909,NA,0.22727273,NA,NA,92.4799967447917,NA,81.6000061035156,NA,83.6200012207031,NA,NA,0.775535583496094,NA,6.21508455276489,NA,3.7956356048584,NA,NA,8.99352416992187,NA,-2.21101188659668,NA,-3.88593673706055,NA,NA,-0.0367345176637173,NA,0.0301729552447796,NA,0.131061319261789,NA,NA,-0.244896784424782,NA,1.50864776223898,NA,2.62122638523579,NA,0.23076923,0.44444444,0.31818182,0.33333333,1,0.71428571,0.40909091,22.94117647,NA,0.31818182,0.68181818,NA,NA,NA,83.4490879603795,92.9001383463542,NA,NA,NA,4.8331173488072,1.11220308939616,NA,NA,NA,-4.68918010166713,8.08737335205078,NA,NA,NA,0.161234274506569,-0.0367345176637173,NA,NA,NA,2.30334677866527,-0.244896784424782,NA,NA,0.23076923,0.44444444,0.31818182,0.33333333,1,0.71428571,0.40909091,1,86.2804794311523,37.8381729125977,0,0,86.2805,0,0,"2024-08-23",0
"David Robertson",8241,"2024-08-21","PIT",13,2024,"TEX","H",39,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,1,0,2,18,9,9,2,0,0,0,1,1,0,0,0,0,0.4,0.2,0.2,3.77064908401489,0,0.25,2,0.5,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,51.2485084414735,89.6663768027962,0,0.5,0,0.5,0,0,0,0,11,14,25,0.105596005916595,-0.137252002954483,0.242848008871078,0.49099999666214,0.0509865023195744,2.86100006103516,1.8452000617981,1.8452000617981,2.30719995498657,1,1,0.0111591061577201,0.0257496682791421,1,0,NA,NA,0.04,86,0.68,92.64705882,0.28,84.71428571,NA,NA,NA,NA,-0.0238054171204567,0.435674488544464,-0.418617308139801,NA,NA,-2.38054171204567,2.56279110908508,-5.98024725914001,NA,0.14285714,0.81818182,0.44,0.5,0.88888889,0.81818182,0.44,0.6,0.08,1,0,1,1,0,1,2,0.5,0,0.5,0.5,0,0.5,4.31659354083286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.45181,31.88087,49.60097,61.47761,75.35081,41.59826,77.99581,49.82315,60.22295,74.80499,62.95398,56.04501,-1.41563,1.95365,NA,NA,NA,NA,NA,NA,88.94,113.36,102.34,103.28,80.16,111.5,129.32,123.48,144.44,120.4136,110.9456,133.5328,NA,0.68,NA,0.04,NA,0.28,NA,NA,92.711763269761,NA,85.5999984741211,NA,84.7428588867188,NA,NA,0.628865410299862,NA,3.50923228263855,NA,3.37959889003209,NA,NA,9.2868751077091,NA,0.189733579754829,NA,-6.42168099539621,NA,NA,0.439172144979239,NA,-0.0242429338395596,NA,-0.428287398070097,NA,NA,2.5833655587014,NA,-2.42429338395596,NA,-6.11839140100138,NA,0.16666667,0.69230769,0.44,0.5,0.88888889,0.81818182,0.52,18.94736842,NA,0.28,0.68,NA,0.04,NA,85.2362845284598,93.1855109719669,NA,86.0402984619141,NA,4.31045586722238,1.54855638391831,NA,4.59505987167358,NA,-8.22303444998605,8.07941391888787,NA,-1.57872998714447,NA,-0.428287398070097,0.439172144979239,NA,-0.0242429338395596,NA,-6.11839140100138,2.5833655587014,NA,-2.42429338395596,0.16666667,0.69230769,0.44,0.5,0.88888889,0.81818182,0.52,2,76.1798858642578,26.3864593505859,0,0,88.4307,0,0,"2024-08-21",0
"David Robertson",8241,"2024-08-18","MIN",13,2024,"TEX","H",39,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,2,0,0,0,0,0,0,0.25,-0.25,10.3741040840149,0,0,1,0,1,6.1664797782898,-6.1664797782898,9.19049659073353,0,149.224064476999,226.79174951669,0.5,0,0.333333333,0.666666666,0,0,0,0,10,9,19,0.119364023208618,-0.0312560200691223,0.15062004327774,0.49099999666214,0.0509864985942841,1.69649994373322,2.15520000457764,2.15520000457764,2.85559988021851,1,1,0.0476013869047165,0.0227576034681054,1,0,NA,NA,0.15789474,85,0.68421053,92.61538462,0.15789474,82,NA,NA,NA,NA,-0.143895998597145,0.563386142253876,-0.0216845311224461,NA,NA,-4.7965332865715,4.33373955579904,-0.722817704081535,NA,0.09090909,0.875,0.42105263,0,1,0.875,0.42105263,0.25,0.05263158,2,1,0,2,1,0,3,0.66666667,0.33333333,0,0.66666667,0.33333333,0,4.42582100205698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35.92297,20,20,43.53935,20,20,49.40044,20,20,49.63733,20,3.08777,8.70875,NA,NA,NA,NA,NA,NA,85.62,47.88,47.2,96.38,72.04,73.06,89.16,32.98,50.64,89.7410526315789,41.5,53.6368421052632,NA,0.68421053,NA,0.15789474,NA,0.15789474,NA,NA,92.5230806790865,NA,85.1000010172526,NA,81.8666636149089,NA,NA,0.90124379671537,NA,3.07932154337565,NA,4.1279567082723,NA,NA,9.36089266263522,NA,-0.55433448155721,NA,-4.768692334493,NA,NA,0.567412830889225,NA,-0.146744538098574,NA,-0.0223949514329433,NA,NA,4.36471408376327,NA,-4.89148460328579,NA,-0.746498381098111,NA,0.09090909,0.875,0.42105263,0,1,0.875,0.42105263,18.86666667,NA,0.10526316,0.68421053,NA,0.21052632,NA,82.0064544677734,92.8280029296875,NA,84.65087890625,NA,5.03998470306396,1.89679175156813,NA,4.54568243026733,NA,-6.84559011459351,8.13074082594651,NA,-3.08748245239258,NA,0.0259272046387196,0.567412830889225,NA,-0.195066694170237,NA,1.29636023193598,4.36471408376327,NA,-4.87666735425591,0.08333333,1,0.42105263,0,1,0.875,0.36842105,3,77.3855438232422,55.6429862976074,0,0,80.8524,0,0,"2024-08-18",0
"David Robertson",8241,"2024-08-17","MIN",13,2024,"TEX","H",39,0,0,0,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.333333333333333,1,0.5,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,26.7546194325921,27.173712862954,2,0,1,0,0,0,0,0,6,9,15,-0.214491993188858,-0.297419995069504,0.0829280018806458,-0.675000071525574,-0.0700934529304504,1.68220007419586,2.2688000202179,4.53760004043579,0.283600002527237,1,1,0.0520404800772667,-0.179547306690261,0,1,NA,NA,0.06666667,84,0.73333333,92.54545455,0.2,82.33333333,NA,NA,NA,NA,0.0673001259565353,0.0289496146142483,-0.0818048268556595,NA,NA,6.73001259565353,0.263178314674984,-2.72682756185532,NA,0.14285714,0.625,0.4,1,0.6,0.66666667,0.53333333,0.33333333,0.13333333,0,2,0,0,0,2,2,0,1,0,0,0,1,-0.218395255349909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,41.40774,80,29.19135,48.79331,20,61.83427,40.78432,50.63501,58.31691,46.78357,45.6402,-0.39129,3.49016,NA,NA,NA,NA,NA,NA,74.5,165.98,165.68,105.8,97.12,106.98,105.58,125.08,133.48,103.552,122.214666666667,130.326666666667,NA,0.73333333,NA,0.06666667,NA,0.2,NA,NA,92.4454567649148,NA,83.5,NA,82.2666625976562,NA,NA,0.4183143268932,NA,4.26718139648438,NA,3.67873128255208,NA,NA,10.137377652255,NA,-1.55919325351715,NA,-4.21970812479655,NA,NA,-0.206300027668476,NA,0.0682137757539749,NA,-0.0833708606660366,NA,NA,-1.87545479698615,NA,6.82137757539749,NA,-2.77902868886789,NA,0.14285714,0.625,0.4,1,0.6,0.66666667,0.53333333,23.16666667,NA,0.26666667,0.73333333,NA,NA,NA,82.8628234863281,92.7539617365057,NA,NA,NA,4.96389484405518,1.18645824085582,NA,NA,NA,-5.46622753143311,8.88861708207564,NA,NA,NA,-0.0151570849120617,-0.206300027668476,NA,NA,NA,-0.378927122801542,-1.87545479698615,NA,NA,0.14285714,0.625,0.4,1,0.6,0.66666667,0.53333333,2,99.2743225097656,-5.44861602783203,0,0,99.7924,2,1,"2024-08-17",0
