"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","XX%","wFB","wSL","wCT","wFB/C","wSL/C","wCT/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piSL%","pivFA","pivFC","pivSL","piFA-X","piFC-X","piSL-X","piFA-Z","piFC-Z","piSL-Z","piwFA","piwFC","piwSL","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Ryan Fernandez",24862,"2024-09-03","@MIL",28,2024,"STL","A",26,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,2,13.5000032186516,0,6.75000160932579,2,0,0,2,0,1,0,0,0,0,0.4,0,0.4,0.409289084014893,0,0.2,0.750000178813977,0.333333333333333,1,0.166479063033887,-0.166479063033887,0.166479063033887,0,5.91095256537413,5.81257031260301,2,0.333333333,0.666666666,0,0,0,0,0,6,16,22,-0.0375379994511604,-0.165060013532639,0.127522006630898,-0.178999975323677,-0.0183872636407614,1.33431994915009,1.47033333778381,1.771399974823,1.50979995727539,1,1,0.00971026904881001,-0.0378429515250563,0,0,0.40909091,95,0.54545455,87.91666667,0.04545455,92,NA,0.596116900444031,-0.384956806898117,-0.0238054171204567,6.62352111604479,-3.20797339081764,-2.38054171204567,0.6,0.42857143,0.54545455,0.77777778,1,0.83333333,0.31818182,0.8,0.09090909,1,2,0,1,1,1,3,0.33333333,0.66666667,0,0.33333333,0.33333333,0.33333333,1.59042402085569,80,44.65147,80,NA,NA,NA,71.29268,47.34573,80,20,50.5932,49.07876,78.59099,47.51663,80,-1.65084,1.60083,94.28,144.84,135.84,NA,NA,NA,110.84,121.3,119.74,103.88,51.8,47.54,103.749090909091,127.770909090909,123.044545454545,0.40909091,0.04545455,NA,0.54545455,94.9888916015625,91.8000030517578,NA,87.9416707356771,-4.50467342800564,2.03113794326782,NA,1.6059931119283,9.65651618109809,8.71465301513672,NA,2.29775269826253,0.603075701743364,-0.0242429338395596,NA,-0.387804266065359,6.70084113048183,-2.42429338395596,NA,-3.23170221721133,0.5,0.625,0.54545455,0.71428571,1,0.83333333,0.36363636,18.88235294,0.31818182,0.13636364,0.54545455,95.620840890067,93.3763326009115,88.2188720703125,-4.99650410243443,0.143006642659505,2.27864646911621,8.63204574584961,7.8739636739095,0.904561519622803,0.338165868073702,0.240666899830103,-0.387804266065359,4.83094097248146,8.02222999433677,-3.23170221721133,0.53846154,0.55555556,0.54545455,0.57142857,1,0.75,0.40909091,3,74.1283315022786,-18.7727966308594,0,0,87.3027,0,0,"2024-09-03",0
"Ryan Fernandez",24862,"2024-09-01","@NYY",28,2024,"STL","A",26,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.6637770346618,-18.3531359984531,1,0,1,0,0,0,0,0,5,9,14,0.00123599998187274,0,0.00123599998187274,0.49099999666214,0.0509864985942841,0.0161333326250315,0.0284000001847744,0.0284000001847744,NA,0,1,0.0450000017881393,0.0316115706996824,0,0,0.5,95.42857143,0.5,87.85714286,NA,NA,NA,0.116498582065105,0.628211796283722,NA,1.66426545807294,8.9744542326246,NA,0.5,0.75,0.57142857,0.2,0.66666667,0.375,0.28571429,1,0.35714286,1,0,0,1,0,0,1,1,0,0,1,0,0,-1.56535293943218,66.37341,53.77061,68.27474,NA,NA,NA,80,58.77724,80,NA,NA,NA,79.67024,57.9581,80,-1.71789,1.50026,104.28,125.54,129.74,NA,NA,NA,120.72,143.04,142.12,NA,NA,NA,112.5,134.29,135.93,0.5,NA,NA,0.5,95.3999982561384,NA,NA,87.7285679408482,-5.63122395106724,NA,NA,-0.406794105257307,8.95936911446708,NA,NA,1.19529574257987,0.116798140108585,NA,NA,0.636380691081285,1.66854485869408,NA,NA,9.09115272973265,0.5,0.625,0.57142857,0.33333333,0.4,0.375,0.57142857,16.90909091,0.35714286,0.14285714,0.5,95.5361572265625,93.9340972900391,87.3843819754464,-6.3537899017334,-2.44574499130249,0.123435139656067,7.22261428833008,8.97548484802246,-0.373647996357509,0.10167670622468,0.0151214338839054,0.636380691081285,2.0335341244936,0.756071694195271,9.09115272973265,0.375,0.83333333,0.57142857,0.33333333,0.4,0.375,0.42857143,1,72.6099319458008,-31.1434936523438,0,0,72.6099,0,0,"2024-09-01",0
"Ryan Fernandez",24862,"2024-08-29","SDP",28,2024,"STL","H",26,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,2,0,0,0,0,1,9,18,0,0.5,0,0,1,1,0,0,0,0,0,0.2,0.4,-0.2,10.4768090840149,0,0,2,0,1,7.1664797782898,-7.1664797782898,8.67848818451166,0,177.93420038349,211.511429986591,1,0,0.5,0.5,0,0,0,0,15,16,31,0.0681679919362068,-0.0502039939165115,0.118371985852718,0.479999989271164,0.0506329126656055,1.3033332824707,1.32200002670288,1.32200002670288,1.42120003700256,1,1,0.0150577677413821,0.037245041411916,1,0,0.5483871,95.47058824,0.41935484,86.07692308,0.03225806,92,NA,-0.0928516462445259,0.245155647397041,-0.0344077162444592,-0.546186154379564,1.88581267228493,-3.44077162444592,0.2,1,0.48387097,0.5,0.81818182,0.73333333,0.35483871,NA,0.12903226,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,6.00563258653052,32.6969,37.26738,34.58311,NA,NA,NA,40.18189,53.38726,47.86274,20,40.8637,20,29.73169,42.60709,37.54346,1.38461,6.15401,97.04,91.7,87.26,NA,NA,NA,110.56,77.36,84.06,80.56,34.98,28.2,102.178064516129,83.8567741935484,84.0129032258065,0.5483871,0.03225806,NA,0.41935484,95.4588264016544,92.0999984741211,NA,85.9615384615385,-4.51144319422105,0.0319832637906075,NA,1.21214309105506,9.06531928567325,8.25315475463867,NA,1.42555148784931,-0.098559245467186,-0.0350487045943737,NA,0.226341091096401,-0.579760267454035,-3.50487045943737,NA,1.74108531612616,0.16666667,0.92307692,0.48387097,0.33333333,0.83333333,0.73333333,0.41935484,18.46153846,0.5483871,0.03225806,0.41935484,95.5815860523897,92.1929016113281,86.0804161658654,-4.39317366656135,0.4045589864254,1.59016917302058,8.41357870662914,7.01958990097046,0.147532710662255,-0.098559245467186,-0.0350487045943737,0.226341091096401,-0.579760267454035,-3.50487045943737,1.74108531612616,0.16666667,0.92307692,0.48387097,0.33333333,0.83333333,0.73333333,0.41935484,2,98.4760589599609,8.96665954589844,0,0,106.645,1,0.5,"2024-08-29",0
"Ryan Fernandez",24862,"2024-08-23","@MIN",28,2024,"STL","A",26,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,0,1,1,1,0,0,0,0.25,0.25,0,6.49179158401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,104.209958851683,139.014259199392,0,0.5,0,0.5,1,0,0,0,13,13,26,0.00715200044214725,-0.00893599912524223,0.0160879995673895,0.484000027179718,0.0507337525486946,0.183040007948875,0.188800007104874,0.188800007104874,NA,0,1,0.029345503076911,0.00972792421525166,0,0,0.53846154,94.28571429,0.46153846,87.5,NA,NA,NA,0.0626479834318161,0.378067314624786,NA,0.447485595941544,3.15056095520655,NA,0.11764706,0.55555556,0.26923077,1,0.8,0.85714286,0.34615385,0.5,0.03846154,1,1,0,1,0,1,2,0.5,0.5,0,0.5,0,0.5,5.85425398731465,20,45.29865,20,NA,NA,NA,68.00002,54.15235,80,NA,NA,NA,35.29535,49.10294,50.87063,1.03896,5.63553,79.08,61.68,48.08,NA,NA,NA,86.26,133.04,144.7,NA,NA,NA,82.3938461538461,94.6153846153846,92.6738461538462,0.53846154,NA,NA,0.46153846,94.2857142857143,NA,NA,87.2750040690104,-4.39639799935477,NA,NA,1.78876733779907,9.42988041469029,NA,NA,2.95764700571696,0.10089235752821,NA,NA,0.382715776562691,0.720659696630069,NA,NA,3.18929813802242,0.06666667,0.54545455,0.26923077,1,0.83333333,0.85714286,0.42307692,17,0.34615385,0.19230769,0.46153846,95.0303073459201,92.8643005371094,87.2143147786458,-5.23168436686198,-2.12646999359131,2.11304267247518,8.59595743815104,8.73463973999023,1.76797501246134,-0.209132701158524,0.310025058686733,0.382715776562691,-2.32369667953915,6.20050117373466,3.18929813802242,0.07142857,0.5,0.26923077,1,0.83333333,0.85714286,0.46153846,2,97.313720703125,44.6600036621094,0,0,104.95,1,0.5,"2024-08-23",0
"Ryan Fernandez",24862,"2024-08-21","MIL",28,2024,"STL","H",26,0,0,18,1,0,0,0,0,0,0,0,1,5,0,2,2,0,3,0,0,0,0,1,9,27,0,0.33333333,0,0,0,1,0,0,0,0,0,0.2,0.6,-0.4,17.0040490840149,0,0,3,0,0.33333333,10.1664797782898,7.83352022171021,11.6784881845117,444.445212199312,251.658441915297,284.008600773789,0,0,0,1,0,0,0,0,17,10,27,0.0425999946892262,-0.191072016954422,0.233672007918358,0.255999982357025,0.0270042214542627,2.35182857513428,1.6547999382019,1.89160001277924,3.27519989013672,1,1,-0.011470003053546,0.029583565895512,0,0,0.55555556,95.4,0.37037037,87.2,0.07407407,93,NA,0.202343612909317,-0.492762744426727,-0.135223418474197,1.34895741939545,-4.92762744426727,-6.76117092370987,0.14285714,0.66666667,0.25925926,0.66666667,0.5,0.57142857,0.22222222,0.4,0.11111111,1,0,0,0,1,0,1,1,0,0,0,1,0,12.4274102044279,20,56.60189,20,NA,NA,NA,36.7408,53.02821,34.50247,NA,NA,NA,20,54.76136,20,2.15679,7.31228,96.26,17.68,23.3,NA,NA,NA,101.64,55.38,67.12,NA,NA,NA,98.2525925925926,31.642962962963,39.5296296296296,0.62962963,NA,NA,0.37037037,95.1117661420037,NA,NA,87.4099975585937,-5.34046352610869,NA,NA,1.07459154129028,10.45093311983,NA,NA,1.97805080413818,0.0631165318191051,NA,NA,-0.741324916481972,0.371273716582971,NA,NA,-7.41324916481972,0.10526316,0.625,0.25925926,0.5,0.6,0.57142857,0.2962963,18.95454545,0.51851852,0.11111111,0.37037037,95.6822509765625,93.3593037923177,87.5453002929687,-5.4892463684082,-1.42269531885783,1.84378299713135,9.5820552280971,8.38792673746745,0.613047933578491,0.144661497324705,-0.0815449655056,-0.741324916481972,1.03329640946218,-2.71816551685333,-7.41324916481972,0.10526316,0.625,0.25925926,0.5,0.6,0.57142857,0.2962963,1,92.8988265991211,50.2675857543945,0,0,92.8988,0,0,"2024-08-21",0
"Ryan Fernandez",24862,"2024-08-18","LAD",28,2024,"STL","H",26,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,1,9,9,9,1,0,0,3,0,0,0,0,0,0,0.2,0.2,0,3.89012908401489,0,0.25,2,0.333333333333333,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,104.209958851683,102.47548198021,3,0,1,0,0,0,1,9,11,16,27,0.0265000015497208,-0.0159360058605671,0.0424360074102879,0.480000019073486,0.0506329126656055,0.606480002403259,0.464800000190735,0.464800000190735,0.631200015544891,1,1,0.0234797168523073,0.0202150487536664,0,0,0.44444444,95.83333333,0.55555556,88.13333333,NA,NA,NA,0.272885382175446,-0.360281348228455,NA,2.27404485146205,-2.40187565485636,NA,0.35,0.71428571,0.44444444,0.57142857,0.8,0.66666667,0.25925926,0.4,0.14814815,2,1,0,1,1,1,3,0.66666667,0.33333333,0,0.33333333,0.33333333,0.33333333,2.65721457842166,46.87554,51.17468,39.95797,NA,NA,NA,68.85368,56.96537,69.8298,NA,NA,NA,61.56221,56.60834,59.8252,-0.59291,3.18773,106.18,84.24,86.56,NA,NA,NA,114.2,120.22,134.5,NA,NA,NA,110.635555555556,104.228888888889,113.193333333333,0.44444444,NA,NA,0.55555556,95.8333333333333,NA,NA,88.0533365885417,-4.98571618398031,NA,NA,0.711952527364095,9.69106483459473,NA,NA,2.02152735392253,0.275144752115011,NA,NA,-0.369650945067406,2.29287293429176,NA,NA,-2.4643396337827,0.3125,0.63636364,0.44444444,0.6,0.71428571,0.66666667,0.40740741,18.86363636,0.37037037,0.07407407,0.55555556,96.2661193847656,94.1357498168945,88.1185791015625,-4.94349212646484,-1.29020047187805,1.57121607462565,8.80709228515625,8.83364009857178,0.571633783976237,-0.0229658074676991,0.29811055958271,-0.369650945067406,-0.22965807467699,14.9055279791355,-2.4643396337827,0.3125,0.63636364,0.44444444,0.6,0.71428571,0.66666667,0.40740741,3,77.6542358398438,-18.6128540039062,0,0,90.8444,0,0,"2024-08-18",0
"Ryan Fernandez",24862,"2024-08-16","LAD",28,2024,"STL","H",26,0,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,1,6.75000160932579,0,0,1,0,0,0,2,1,0,0,0,0,0.25,0,0.25,4.46147908401489,0,0,0,0,1,1.66647942066184,-1.66647942066184,3.93449257073111,0,42.7730821198942,96.8693432446014,0,0.333333333,0,0.666666666,0,0,0,0,4,9,13,0.0648520067334175,0,0.0648520067334175,0.707000017166138,0.0745780616998672,0.651399970054626,0.751199960708618,0.87119996547699,0.474799990653992,1,1,0.099673330783844,-0.000115440524839194,1,0,0.69230769,97,0.30769231,89,NA,NA,NA,0.468531250953674,0.57754909992218,NA,5.20590278837416,14.4387274980545,NA,0.28571429,1,0.61538462,0.5,1,0.875,0.46153846,0.5,0.07692308,2,0,1,0,2,1,3,0.66666667,0,0.33333333,0,0.66666667,0.33333333,2.69404146369882,58.28066,57.74258,57.44173,NA,NA,NA,22.24496,48.99085,20,NA,NA,NA,50.73939,54.32044,50.04675,0.07948,4.19631,104.36,100.12,108.82,NA,NA,NA,105.44,66.08,80.2,NA,NA,NA,104.692307692308,89.6461538461539,100.013846153846,0.69230769,NA,NA,0.30769231,96.8888888888889,NA,NA,88.9250030517578,-4.71316782633464,NA,NA,1.51564240455627,9.80037858751085,NA,NA,2.91607189178467,0.473178282380104,NA,NA,0.585189614444971,5.25753647089005,NA,NA,14.6297403611243,0.2,0.875,0.61538462,0,1,0.875,0.61538462,15.66666667,0.61538462,0.07692308,0.30769231,97.1341781616211,94.6345977783203,88.8661193847656,-4.80129241943359,-0.415634989738464,2.13817095756531,8.81344985961914,8.23692989349365,1.6387232542038,0.418404322117567,0.054773960262537,0.585189614444971,5.23005402646959,5.4773960262537,14.6297403611243,0.25,0.77777778,0.61538462,0,1,0.875,0.69230769,3,87.6831359863281,31.126469930013,0,0,94.9691,0,0,"2024-08-16",0
"Ryan Fernandez",24862,"2024-08-10","@KCR",28,2024,"STL","A",26,0,1,81.0000844896721,1,0,0,0,0,0,0,1,0.1,5,4,3,3,0,0,0,0,0,0,0,0,0,108.000112652896,0,0,0,0,2,3,0,0,0,0,0,0,0,7.74112908401489,0,0.8,12.0000125169885,0.8,0.25,3.1664797782898,77.8336047113823,12.2385396785169,2000.00554106525,79.6352116744142,297.542650377296,0,0.6,0,0.4,0,0,0,0,9,9,18,-0.440157979726791,-0.505077958106995,0.0649199932813644,-3.40400004386902,-0.333235442638397,1.90554285049438,2.05806660652161,3.14179992675781,0.422399997711182,1,1,-0.269951462745667,0.0389632277591931,0,1,0.55555556,96.5,0.11111111,88.5,0.33333333,89.83333333,NA,-1.41614890098572,0.0121269263327122,-0.772769868373871,-14.1614890098572,0.606346316635609,-12.8794978062312,0.09090909,0.71428571,0.33333333,0,1,0.83333333,0.38888889,NA,0.05555556,2,1,2,1,3,1,5,0.4,0.2,0.4,0.2,0.6,0.2,11.6458532345911,42.46461,60.11598,29.91087,NA,NA,NA,56.41322,47.82978,61.38344,NA,NA,NA,48.46798,55.28823,44.0973,0.22059,4.40798,96.86,87.38,94.64,NA,NA,NA,110.68,100.04,116.92,NA,NA,NA,103.002222222222,93.0066666666667,104.542222222222,0.55555556,NA,NA,0.44444444,96.2299987792969,NA,NA,89.4000015258789,-4.87772026062012,NA,NA,1.37783217430115,9.80510177612305,NA,NA,3.02708530426025,-1.42746362090111,NA,NA,-0.791071590036154,-14.2746362090111,NA,NA,-9.88839487545192,0.11111111,0.55555556,0.33333333,0,1,0.83333333,0.5,16.15384615,0.5,0.05555556,0.44444444,96.7604302300347,95.1033020019531,89.7173156738281,-4.92734866672092,-0.981176018714905,1.95701789855957,9.02327389187283,8.82374954223633,1.85868859291077,-1.39241491630673,-0.0350487045943737,-0.791071590036154,-15.4712768478526,-3.50487045943737,-9.88839487545192,0.11111111,0.55555556,0.33333333,0,1,0.83333333,0.5,5,93.25283203125,26.6127410888672,1,0.2,105.326,2,0.4,"2024-08-10",0
"Ryan Fernandez",24862,"2024-08-07","TBR",28,2024,"STL","H",26,0,0,9,1,0,0,0,0,0,0,0,1,6,2,1,1,0,1,0,0,0,0,0,0,9,18,0,0,0,1,2,2,1,0,0,0,0,0.16666667,-0.16666667,8.57145129324067,0,0.4,3,0.4,0.66666667,6.1664797782898,2.8335202217102,9.19049659073353,222.222606099656,153.359453206221,223.88448361004,0.5,0.4,0.2,0.4,0.5,0,0,0,10,13,23,-0.00764797162264585,-0.156619995832443,0.148972019553185,-0.519999980926514,-0.0548523217439651,1.72946667671204,0.614799976348877,0.614799976348877,0.894800007343292,1,1,-0.0578221380710602,0.0533999819661587,0,0,0.59090909,95.38461538,0.36363636,88.625,0.04545455,92,0.04347826,-1.02059602737427,0.417858868837357,-0.0620911717414856,-7.85073867210975,5.22323586046696,-6.20911717414856,0.375,0.83333333,0.5,0.83333333,1,0.90909091,0.27272727,0.33333333,0.04347826,0,3,2,1,1,3,5,0,0.6,0.4,0.2,0.2,0.6,8.47321852398245,48.62848,49.91688,49.51732,NA,NA,NA,30.62873,44.47659,39.49757,80,47.60866,80,44.3921,46.36832,50.43582,0.47381,4.78781,95.96,88.14,89.14,NA,NA,NA,102.98,78.28,83.2,100.08,151.18,165.54,98.7,87.42,90.4527272727273,0.59090909,0.04545455,NA,0.36363636,95.2461500901442,92,NA,88.6125030517578,-4.04044782198392,0.879649817943573,NA,1.22617530822754,9.63977696345403,8.42582416534424,NA,2.80160140991211,-1.03203423321247,-0.0633736774325371,NA,0.46375235542655,-7.93872487086516,-6.33736774325371,NA,5.79690444283187,0.125,0.71428571,0.5,0,1,0.90909091,0.63636364,17.47058824,0.40909091,0.22727273,0.36363636,96.1546766493056,93.6342590332031,88.8385391235352,-4.40006764729818,-1.41203660964966,1.6332631111145,8.91596815321181,8.19393844604492,1.72535872459412,-0.901995103806257,-0.165087834000587,0.46375235542655,-10.0221678200695,-3.30175668001175,5.79690444283187,0.125,0.71428571,0.5,0,1,0.90909091,0.63636364,5,91.2702453613281,22.2652557373047,1,0.2,106.442,4,0.8,"2024-08-07",0
"Ryan Fernandez",24862,"2024-08-04","@CHC",28,2024,"STL","A",26,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.1,2,1,1,1,1,0,0,0,0,0,0,0,0,27.000028163224,0,0,0,0,1,1,0,0,0,0,0,0,0,8.41372908401489,27.000028163224,0.5,3.00000312924711,0,1,42.1665204585023,-15.1664922952783,7.70250972840334,666.668513688417,1038.05135129384,187.926204380887,0,0.5,0,0.5,0,1,0,0,3,5,8,-0.0406639836728573,-0.0426399856805801,0.00197600363753736,-0.903999984264374,-0.0968917533755302,0.113799996674061,0.0715999975800514,0.143199995160103,0.098800003528595,1,1,-0.27435290813446,-0.0829756055853128,0,0,0.625,97.2,0.25,88,0.125,91,NA,0.317719638347626,-1.44389486312866,-0.0344077162444592,6.35439276695251,-72.1947431564331,-3.44077162444592,0.4,1,0.625,0.5,0.66666667,0.6,0.375,0.5,0.25,0,2,0,0,0,2,2,0,1,0,0,0,1,149.978362373562,NA,NA,NA,NA,NA,NA,59.31736,52.3879,65.55102,NA,NA,NA,29.37651,58.25848,20,1.40667,6.1871,109.06,87.58,94.62,NA,NA,NA,114.88,74.06,82.2,NA,NA,NA,111.2425,82.51,89.9625,0.625,NA,NA,0.375,97.4400024414062,NA,NA,88.8333333333333,-4.3004264831543,NA,NA,1.57865953445435,10.4411178588867,NA,NA,1.90068340301514,0.363751728087664,NA,NA,-1.48044402524829,7.27503456175327,NA,NA,-49.348134174943,0.4,1,0.625,0.5,0.66666667,0.6,0.375,11.5,0.625,NA,0.375,97.9340026855469,NA,89.2816670735677,-3.70013198852539,NA,2.11297003428141,9.48864593505859,NA,0.564619660377502,0.363751728087664,NA,-1.48044402524829,7.27503456175327,NA,-49.348134174943,0.4,1,0.625,0.5,0.66666667,0.6,0.375,2,100.986145019531,22.061954498291,1,0.5,104.254,2,1,"2024-08-04",0
"Ryan Fernandez",24862,"2024-07-30","TEX",28,2024,"STL","H",26,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,30.4857173198762,66.5170884121943,1,0,0.5,0.5,0,0,0,0,3,8,11,0.00652399798855186,0,0.00652399798855186,0.479999989271164,0.0506329126656055,0.0861333310604095,0.139200001955032,0.139200001955032,0.0991999953985214,1,1,0.0755802094936371,0.000162803208103829,0,0,0.45454545,97,0.54545455,87.66666667,NA,NA,NA,0.197580546140671,0.519322872161865,NA,3.95161092281342,8.65538120269775,NA,0.5,1,0.63636364,0.25,1,0.57142857,0.27272727,0.66666667,0.27272727,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,-0.362826045311425,NA,NA,NA,NA,NA,NA,67.11906,59.24927,63.47226,NA,NA,NA,80,55.23378,80,-2.29053,0.6413,104.06,154.76,145.72,NA,NA,NA,125.42,109.32,123.08,NA,NA,NA,115.710909090909,129.974545454545,133.370909090909,0.45454545,NA,NA,0.54545455,96.8,NA,NA,87.5499979654948,-5.48240966796875,NA,NA,1.55602931976318,9.60977172851562,NA,NA,1.83342520395915,0.199582610279322,NA,NA,0.525784496217966,3.99165220558643,NA,NA,8.7630749369661,0.6,0.66666667,0.63636364,0,1,0.57142857,0.54545455,14.75,0.45454545,NA,0.54545455,97.1580383300781,NA,87.8593343098958,-5.3505859375,NA,1.63181797663371,8.86373977661133,NA,0.846888542175293,0.199582610279322,NA,0.525784496217966,3.99165220558643,NA,8.7630749369661,0.6,0.66666667,0.63636364,0,1,0.57142857,0.54545455,2,97.5160675048828,21.1197242736816,0,0,104.482,1,0.5,"2024-07-30",0
"Ryan Fernandez",24862,"2024-07-29","TEX",28,2024,"STL","H",26,0,0,0,1,0,0,0,0,0,0,0,0.2,3,1,0,0,0,0,0,0,0,0,0,0,0,13.500014081612,0,0,0,0,1,2,0,0,0,0,0,0,0,7.34739574882223,0,0.333333333333333,1.50000156462356,0.333333333333333,1,3.1664797782898,-3.1664797782898,5.43449475334657,0,79.6352116744142,133.117981382682,0,0.666666666,0,0.333333333,0,0,0,0,3,5,8,0.0153840035200119,-0.0256760120391846,0.0410600155591965,0.169000014662743,0.0178270060569048,0.706533312797546,0.952000021934509,0.952000021934509,1.34920001029968,1,1,-0.00506424019113183,0.0268381654135652,0,0,0.5,96.25,0.125,88,0.375,93,NA,0.0379966497421265,0.177418887615204,-0.435860812664032,0.949916243553162,17.7418887615204,-14.5286937554677,0,1,0.625,NA,1,1,0.625,0.66666667,0,2,0,1,0,1,2,3,0.66666667,0,0.33333333,0,0.33333333,0.66666667,13.8609954126615,80,45.2664,80,NA,NA,NA,70.62776,49.41963,74.00653,NA,NA,NA,50.04857,44.21403,63.05295,0.12239,4.26068,91.86,95.36,92.5,NA,NA,NA,117.3,78.08,55.78,NA,NA,NA,95.04,93.2,87.91,0.875,NA,NA,0.125,94.8428606305804,NA,NA,88.3000030517578,-3.99036107744489,NA,NA,0.882421612739563,8.89589037214007,NA,NA,2.05715227127075,-0.397465988993645,NA,NA,0.179673105478287,-5.67808555705207,NA,NA,17.9673105478287,0,1,0.625,NA,1,1,0.625,15,0.5,0.375,0.125,96.3353271484375,93.4237670898438,88.5311965942383,-5.02301740646362,-2.09977340698242,0.856092989444733,8.91961765289307,7.45200983683268,1.47439002990723,0.0380426719784737,-0.435508660972118,0.179673105478287,0.951066799461842,-14.5169553657373,17.9673105478287,0,1,0.625,NA,1,1,0.625,3,98.6027221679688,34.6320088704427,1,0.33333333,111.809,1,0.33333333,"2024-07-29",0
