"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","XX%","wFB","wSL","wCB","wFB/C","wSL/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCU%","pfxvFA","pfxvSI","pfxvSL","pfxvCU","pfxFA-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCU","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFC%","piSI%","piSL%","pivCU","pivFA","pivFC","pivSI","pivSL","piCU-X","piFA-X","piFC-X","piSI-X","piSL-X","piCU-Z","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwCU","piwFA","piwFC","piwSI","piwSL","piwCU/C","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"James McArthur",21527,"2024-08-18","@CIN",7,2024,"KCR","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.1538118692049,102.403901559937,0,0,0,1,0,0,0,0,3,7,10,0.00164000003132969,0,0.00164000003132969,0.560999989509583,0.0530496463179588,0.0203333329409361,0.0410000011324883,0.0410000011324883,NA,0,1,0.0480609759688377,0.0325947648333974,0,0,0.7,95.28571429,0.3,87.66666667,NA,NA,NA,0.32842293381691,0.437536120414734,NA,4.69175619738443,14.5845373471578,NA,0.33333333,0.5,0.4,0.5,1,0.75,0.4,0.33333333,0.1,0,1,1,1,0,1,2,0,0.5,0.5,0.5,0,0.5,-0.540978980584257,NA,NA,NA,NA,NA,NA,26.89492,59.71868,27.95541,80,56.73664,80,57.51717,57.92039,61.4659,-0.3416,3.56469,NA,NA,NA,NA,NA,NA,108.28,94.5,109.2,120.86,190.92,194.5,112.054,123.426,134.79,NA,0.7,0.3,NA,NA,95.2000034877232,87.5999959309896,NA,NA,-10.0447594778878,1.24918842315674,NA,NA,4.0985050201416,1.10045790672302,NA,NA,0.331745725125074,0.44300277531147,NA,NA,4.73922464464392,14.766759177049,NA,0.33333333,0.5,0.4,0.5,1,0.75,0.4,14.85714286,NA,NA,NA,0.7,0.3,NA,NA,NA,95.3207310267857,87.6912027994792,NA,NA,NA,-9.56607164655413,2.06576331456502,NA,NA,NA,2.85446275983538,-0.0512968748807907,NA,NA,NA,0.331745725125074,0.44300277531147,NA,NA,NA,4.73922464464392,14.766759177049,0.4,0.4,0.4,0.5,1,0.75,0.5,2,85.9623413085938,43.3928184509277,0,0,93.9804,0,0,"2024-08-18",0
"James McArthur",21527,"2024-08-16","@CIN",7,2024,"KCR","A",27,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.1538118692049,27.173712862954,2,0,1,0,0,0,0,0,3,7,10,0.133340001106262,0,0.133340001106262,0.791000008583069,0.0747990533709526,1.62000000476837,1.80633330345154,1.80299997329712,0.695999979972839,1,1,0.0818372070789337,0.000471435336982337,1,0,0.3,95.33333333,0.2,87.5,0.5,84.6,NA,0.0586966872215271,0.443467915058136,0.188318461179733,1.95655624071757,22.1733957529068,3.76636922359467,0.25,0.66666667,0.5,0,1,0.8,0.6,0.66666667,0.1,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,-0.22795592219945,68.8822,64.45749,57.10571,80,35.05953,80,59.56814,71.48887,64.63554,49.08243,45.68881,47.67117,68.27941,58.32018,66.20834,-1.01022,2.56176,138.08,142.1,145.68,64.44,186,151.12,110.36,96.3,107.3,91,116.36,119.54,115.756,132.182,133.32,0.1,0.2,0.2,0.5,94.9000015258789,95.5,87.3000030517578,84.4400024414062,-6.13595819473267,-10.7167434692383,1.4128851890564,7.26443405151367,6.07976055145264,4.07976913452148,0.522065877914429,-6.01862716674805,0.054773960262537,0.00431566312909126,0.449406653642654,0.190202672034502,5.4773960262537,0.215783156454563,22.4703326821327,3.80405344069004,0.25,0.66666667,0.5,0,1,0.8,0.6,19.42857143,0.5,0.1,NA,0.2,0.2,84.6106384277344,95.0453033447266,NA,95.6783981323242,87.4320983886719,8.32359390258789,-5.6043701171875,NA,-10.025239944458,2.1739399433136,-7.72709579467773,5.10656023025513,NA,2.80026483535767,-0.644644498825073,0.190202672034502,0.054773960262537,NA,0.00431566312909126,0.449406653642654,3.80405344069004,5.4773960262537,NA,0.215783156454563,22.4703326821327,0.25,0.66666667,0.5,0,1,0.8,0.6,2,95.0887756347656,-6.9219217300415,0,0,103.928,1,0.5,"2024-08-16",0
"James McArthur",21527,"2024-08-13","@MIN",7,2024,"KCR","A",27,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,1,0,1,0,0,0,0,0.5,0,0.5,0.324604084014893,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.5648885419948,-22.5814263197472,1,0.5,0.5,0,0,0,0,0,4,12,16,7.20119496691041e-05,-7.20119496691041e-05,0.000144023899338208,0.483999997377396,0.0507337525486946,0,0,0,NA,0,1,0,NA,0,0,0.5625,95,0.1875,88,0.25,83.5,NA,0.123541824519634,0.266312569379807,-0.00390239804983139,1.37268693910705,8.87708564599355,-0.0975599512457848,0.3,0.83333333,0.5,0.33333333,1,0.75,0.375,0.75,0.125,2,0,0,0,0,2,2,1,0,0,0,0,1,1.7680055924473,40.82781,67.07345,42.76134,53.85847,47.10565,64.92066,80,62.58675,66.90199,80,53.25338,80,76.3423,53.89724,75.05379,-1.51114,1.81038,90.48,107.46,133.22,71.1,135.16,111.54,89.8,163.2,158.38,112.06,153.3,157.28,87.13125,136.89375,134.31875,0.375,0.1875,0.1875,0.25,94.9333292643229,95.5,87.9666646321615,83.4499969482422,-6.11173502604167,-10.8253402709961,0.0372820248206457,8.2632999420166,8.17807006835938,3.51910972595215,-0.301918566226959,-5.71660423278809,-0.521641444414854,0.64552304148674,0.269219551235437,-0.00435131415724754,-8.6940240735809,21.5174347162247,8.97398504118125,-0.108782853931189,0.42857143,0.55555556,0.5,0.33333333,1,0.75,0.5625,19.91666667,0.25,0.375,NA,0.1875,0.1875,83.3110275268555,94.8029479980469,NA,95.3524678548177,87.7722371419271,8.93544483184814,-5.42242495218913,NA,-10.5205828348796,1.02384066581726,-6.95697259902954,7.52829170227051,NA,2.52873675028483,-1.36093298594157,-0.00435131415724754,-0.521641444414854,NA,0.64552304148674,0.269219551235437,-0.108782853931189,-8.6940240735809,NA,21.5174347162247,8.97398504118125,0.42857143,0.55555556,0.5,0.33333333,1,0.75,0.5625,2,93.6346740722656,0.122724056243896,0,0,99.208,1,0.5,"2024-08-13",0
"James McArthur",21527,"2024-08-09","STL",7,2024,"KCR","H",27,0,0,0,1,0,0,0,0,0,0,0,0.2,2,0,0,0,0,0,0,0,0,0,2,27.000028163224,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-72.2837445352942,-72.3367211985741,0,0,0,0,0,0,0,0,4,8,12,0.0233559999614954,0,0.0233559999614954,1.61300003528595,0.157905042171478,0.414099991321564,0.187399998307228,0.374799996614456,NA,0,1,0.0569496117532253,-0.000547775358694678,0,0,0.41666667,94.6,0.08333333,88,0.5,84.5,NA,0.258897304534912,0.0572940893471241,0.193798422813416,5.17794609069824,5.72940893471241,3.22997371355693,0.25,0.5,0.33333333,0.5,1,0.75,0.33333333,1,0.08333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.9366894835949,74.29618,69.47951,65.37588,80,47.54867,80,76.99154,60.90693,57.47344,28.59931,38.71749,24.59944,75.64134,59.65807,66.90976,-1.46759,1.87571,130.58,146.02,145.14,84.42,125.16,94.22,152.96,174.52,236.62,94.04,72.18,72.52,125.436666666667,143.515,153.471666666667,0.16666667,0.25,0.08333333,0.5,94,95.2666625976562,87.5999984741211,84.25,-5.24382019042969,-10.9279352823893,-0.387321293354034,7.27472305297852,7.83869457244873,3.12910970052083,1.228031873703,-6.53268814086914,0.039364367723465,0.222849890589714,0.057969942688942,0.195541687309742,1.96821838617325,7.4283296863238,5.7969942688942,3.25902812182903,0.2,0.42857143,0.33333333,0,1,0.75,0.58333333,18.3,0.5,0.16666667,NA,0.25,0.08333333,84.6505126953125,94.3736572265625,NA,95.6465657552083,88.0026016235352,8.28399848937988,-4.47013473510742,NA,-10.2329769134521,0.209847003221512,-8.13229815165202,6.93322515487671,NA,1.94544998804728,0.194150999188423,0.195541687309742,0.039364367723465,NA,0.222849890589714,0.057969942688942,3.25902812182903,1.96821838617325,NA,7.4283296863238,5.7969942688942,0.2,0.42857143,0.33333333,0,1,0.75,0.58333333,0,NA,NA,0,NA,NA,0,NA,"2024-08-09",0
"James McArthur",21527,"2024-08-05","BOS",7,2024,"KCR","H",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,7.34739574882223,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,76.8725122804045,152.159040742638,0.5,0,0.333333333,0.666666666,0,0,0,0,3,6,9,0.00421999953687191,0,0.00421999953687191,0.533999979496002,0.0522760637104511,0.052866667509079,0.066200003027916,0.066200003027916,NA,0,1,0.0809646025300026,-0.00114115732897503,0,0,0.55555556,94.8,0.11111111,89,0.33333333,85.33333333,NA,0.442641109228134,-0.0344077162444592,0.321025788784027,8.85282218456268,-3.44077162444592,10.7008596261342,0.25,0.8,0.55555556,0,1,0.8,0.55555556,0.66666667,0.11111111,0,1,2,1,1,1,3,0,0.33333333,0.66666667,0.33333333,0.33333333,0.33333333,1.02961590386841,20,60.53704,20,70.27507,49.21765,80,80,80,61.17185,26.44666,42.29997,20,47.90452,52.11306,44.48844,0.2556,4.46049,118.3,46.36,67.06,80.38,135.18,110.6,123.88,144.86,172.1,88.12,62.14,64.6,98.7133333333333,98.5333333333333,97.8088888888889,0.44444444,0.11111111,0.11111111,0.33333333,94.8249969482422,95.1999969482422,88.5999984741211,84.9666646321615,-7.39253044128418,-11.2637014389038,0.737486779689789,6.54273668924967,7.70197010040283,3.45419120788574,0.822437524795532,-5.42884826660156,0.18019937351346,0.249788403511047,-0.0350487045943737,0.325329557061195,4.5049843378365,24.9788403511047,-3.50487045943737,10.8443185687065,0.33333333,0.66666667,0.55555556,0,1,0.8,0.66666667,20,0.33333333,0.44444444,NA,0.11111111,0.11111111,85.0480651855469,94.8983764648438,NA,95.252197265625,88.6496963500977,7.59390640258789,-6.66205024719238,NA,-10.729100227356,1.9388200044632,-6.85841369628906,6.84620475769043,NA,2.40653991699219,-0.527967989444733,0.325329557061195,0.18019937351346,NA,0.249788403511047,-0.0350487045943737,10.8443185687065,4.5049843378365,NA,24.9788403511047,-3.50487045943737,0.33333333,0.66666667,0.55555556,0,1,0.8,0.66666667,3,88.59130859375,32.3183466593424,0,0,107.657,1,0.33333333,"2024-08-05",0
"James McArthur",21527,"2024-08-03","@DET",7,2024,"KCR","A",27,0,1,13.500014081612,1,0,0,0,0,0,0,1,0.2,4,2,2,1,0,1,1,0,0,0,0,0,13.500014081612,27.000028163224,0,0,0,1,1,1,0,0,0,0,0,0.25,-0.25,9.77622908401489,0,0.666666666666667,4.50000469387067,0.666666666666667,0.33333333,7.66648447216047,5.83352960945155,9.93449944721724,321.006760054206,188.739704892179,245.300732355027,1,0.333333333,0.333333333,0.333333333,0,0,0,0,3,6,9,-0.563444018363953,-0.874576032161713,0.31113201379776,-1.13700008392334,-0.119936719536781,3.40070009231567,4.36439990997314,4.36439990997314,NA,0,1,-0.0598060637712479,-0.105878649102177,0,1,0.33333333,95.66666667,0.11111111,88,0.55555556,84.4,0.44444444,0.374996274709702,-0.999371230602264,-0.107101291418076,12.4998758236567,-99.9371230602264,-2.14202582836151,0,0.83333333,0.55555556,NA,1,1,0.66666667,0.75,0,2,1,0,0,0,3,3,0.66666667,0.33333333,0,0,0,1,10.7934891897919,20,63.054,20,NA,NA,NA,80,53.90674,80,30.56764,80,45.52144,20,62.69894,20,2.3755,7.64034,146.2,-54.84,-50.56,NA,NA,NA,81.96,131.08,119.28,56.28,125.4,178,114.795555555556,27.16,31.4488888888889,NA,0.33333333,0.11111111,0.55555556,NA,95.2000020345052,88.1999969482422,84.4,NA,-9.84062258402506,1.6430891752243,6.56577377319336,NA,4.47981071472168,-0.366384565830231,-6.05188598632813,NA,0.382275495678186,-1.00288724899292,-0.109556838870049,NA,12.7425165226062,-100.288724899292,-2.19113677740097,0,0.83333333,0.55555556,NA,1,1,0.66666667,22.66666667,0.55555556,NA,NA,0.33333333,0.11111111,84.5919372558594,NA,NA,95.3961690266927,88.3706970214844,8.04209594726563,NA,NA,-8.99142011006673,2.67406988143921,-7.45975036621094,NA,NA,3.50181992848714,-1.16533005237579,-0.109556838870049,NA,NA,0.382275495678186,-1.00288724899292,-2.19113677740097,NA,NA,12.7425165226062,-100.288724899292,0,0.83333333,0.55555556,NA,1,1,0.66666667,3,99.0470377604167,2.48630523681641,2,0.66666667,109.982,2,0.66666667,"2024-08-03",0
"James McArthur",21527,"2024-08-02","@DET",7,2024,"KCR","A",27,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,0,0,0,0,0,0,0,8.41372908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,7.70250499695539,0,76.8725122804045,189.77413509113,0.333333333,0,0.25,0.75,0,0,0,0,7,6,13,0.00115599995478988,-0.000528000004123896,0.00168400001712143,0.480000019073486,0.0506329126656055,0.022299999371171,0.0263999998569489,0.0263999998569489,NA,0,1,0.0492249988019466,0.00261356565489056,0,0,0.76923077,95.1,0.23076923,87.66666667,NA,NA,NA,0.148875504732132,0.215415507555008,NA,1.48875504732132,7.18051691850026,NA,0.11111111,0.75,0.30769231,1,1,1,0.30769231,NA,0,2,2,0,0,3,1,4,0.5,0.5,0,0,0.75,0.25,0.980707057148,NA,NA,NA,53.66509,52.66268,58.77981,37.38301,52.78655,41.15178,20,50.32523,20,28.06459,49.69975,27.05123,1.48818,6.30936,NA,NA,NA,57.36,158.24,142.54,96.7,109.1,114.16,84.18,61.72,59.96,87.7584615384615,105.726153846154,106.018461538462,0.15384615,0.61538462,0.23076923,NA,94.6499938964844,95.3249969482422,87.6333312988281,NA,-7.13419055938721,-10.4582624435425,0.897111018498739,NA,7.79574966430664,5.02744722366333,1.80044555664062,NA,0.321701057255268,-0.172220505774021,0.259927310049534,NA,16.0850528627634,-2.15275632217526,8.66424366831779,NA,0.11111111,0.75,0.30769231,1,1,1,0.30769231,15.66666667,NA,0.15384615,NA,0.61538462,0.23076923,NA,94.8228454589844,NA,95.5391998291016,87.7764282226562,NA,-6.49133968353271,NA,-9.65115833282471,1.90264670054118,NA,7.1204948425293,NA,4.04231119155884,1.05379072825114,NA,0.321701057255268,NA,-0.172220505774021,0.259927310049534,NA,16.0850528627634,NA,-2.15275632217526,8.66424366831779,0.11111111,0.75,0.30769231,1,1,1,0.30769231,4,90.3896636962891,26.0712375640869,0,0,94.33,0,0,"2024-08-02",0
"James McArthur",21527,"2024-07-29","@CHW",7,2024,"KCR","A",27,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,76.8725122804045,76.9288520456552,3,0,1,0,0,0,0,0,4,6,10,0.040497999638319,0,0.040497999638319,0.496999979019165,0.0512107163667679,0.525799989700317,0.903400003910065,0.903400003910065,NA,0,1,0.0769260302186012,9.56518498999026e-05,0,0,0.6,95,0.2,87.5,0.2,84,NA,0.443183124065399,0.254269063472748,-0.0611964836716652,7.38638540108999,12.7134531736374,-3.05982418358326,0,0.66666667,0.4,NA,1,1,0.6,1,0,2,1,0,1,2,0,3,0.66666667,0.33333333,0,0.33333333,0.66666667,0,1.44189185785728,29.88705,66.50018,20,NA,NA,NA,55.12,46.61928,75.37026,56.89613,47.9242,64.96013,52.56667,49.18425,68.45838,-0.03405,4.02602,113.66,113.2,109.08,NA,NA,NA,91.24,127.02,116.36,82.9,96.38,88.4,94.056,118.128,109.312,NA,0.6,0.2,0.2,NA,94.8499959309896,87.75,83.8999938964844,NA,-10.628121693929,-0.0385826379060745,6.0993914604187,NA,4.07079728444417,2.93596792221069,-6.54683780670166,NA,0.44895214214921,0.257588192820549,-0.0623212568461895,NA,7.48253570248683,12.8794096410275,-3.11606284230947,0,0.66666667,0.4,NA,1,1,0.6,16,0.2,NA,NA,0.6,0.2,84.045051574707,NA,NA,95.0037333170573,87.897705078125,6.71886014938354,NA,NA,-10.1214650472005,0.44002240896225,-8.06613540649414,NA,NA,3.08330345153809,2.02631306648254,-0.0623212568461895,NA,NA,0.44895214214921,0.257588192820549,-3.11606284230947,NA,NA,7.48253570248683,12.8794096410275,0,0.66666667,0.4,NA,1,1,0.6,3,86.2479654947917,-15.7136421203613,0,0,99.2497,1,0.33333333,"2024-07-29",0
"James McArthur",21527,"2024-07-28","CHC",7,2024,"KCR","H",27,0,0,27,1,0,0,0,0,0,0,0,1,7,3,3,3,1,0,0,1,0,0,0,0,0,27,0,0,0,2,3,1,0,0,0,0,0,0,0,6.4634229583913,9,0.5,3,0.4,0.38461538,19.1664797782898,7.83352022171021,10.7025049969554,642.012850436126,474.622115570001,264.406843865182,0.666666666,0.166666666,0.333333333,0.5,0,0.333333333,0,0,7,13,20,-0.149594008922577,-0.169653996825218,0.0200599934905767,-2.46600008010864,-0.241409689188004,0.427799999713898,0.703400015830994,0.703400015830994,NA,0,1,-0.283724725246429,-0.0659573902809706,0,1,0.3,95.33333333,0.45,88.22222222,0.25,83.6,NA,-1.82311630249023,-0.343172043561935,0.105893038213253,-30.3852717081706,-3.81302270624373,2.11786076426506,0.27272727,0.66666667,0.45,0.33333333,0.83333333,0.66666667,0.45,0.71428571,0.15,3,3,0,1,2,3,6,0.5,0.5,0,0.16666667,0.33333333,0.5,16.3021932651635,80,65.68243,80,NA,NA,NA,20,58.6613,20,26.25118,50.78562,25.9278,34.45576,59.15879,26.77647,1.09112,5.71377,113.54,149.34,143.48,NA,NA,NA,114.38,-3.59999999999999,3.28,92.84,80.68,78.64,104.477,72.561,72.242,NA,0.3,0.45,0.25,NA,95.3333333333333,88.2777777777778,83.7799987792969,NA,-9.85903167724609,0.104403124915229,6.83132858276367,NA,4.77450052897135,1.97029198540582,-6.04736061096191,NA,-1.83398300036788,-0.34251081943512,0.10681838542223,NA,-30.5663833394647,-3.80567577150133,2.1363677084446,0.25,0.75,0.45,0,1,0.66666667,0.4,19.15384615,0.25,NA,NA,0.3,0.45,84.0169799804687,NA,NA,95.5886027018229,88.5016343858507,7.94442367553711,NA,NA,-9.41528956095378,1.08554448021783,-7.87889785766602,NA,NA,3.55573495229085,0.852933141920302,0.10681838542223,NA,NA,-1.83398300036788,-0.34251081943512,2.1363677084446,NA,NA,-30.5663833394647,-3.80567577150133,0.27272727,0.66666667,0.45,0,1,0.66666667,0.45,6,94.4306437174479,14.4331130981445,1,0.16666667,107.575,3,0.5,"2024-07-28",0
"James McArthur",21527,"2024-07-24","ARI",7,2024,"KCR","H",27,0,1,45,1,0,0,0,0,0,0,1,1,8,4,5,5,1,1,0,0,0,0,1,9,9,36,1,0,0,3,1,2,0,0,0,0,0.125,0.125,0,5.07185408401489,9,0.571428571428571,5,0.6,0,17.1664797782898,27.8335202217102,5.67848818451166,1070.02141739354,424.903415158802,139.421515985497,3,0.333333333,0.5,0.166666666,0,1,2,18,9,17,26,-0.809942007064819,-0.88826596736908,0.0783239901065826,-4.46600008010864,-0.43720018863678,2.19807505607605,2.91339993476868,2.91339993476868,NA,0,1,-0.1849564909935,-0.183521375504248,0,1,0.5,94.92307692,0.11538462,87.33333333,0.38461538,83.8,NA,-1.08314538002014,-0.747520983219147,-0.809858500957489,-8.33188753861647,-24.9173661073049,-8.09858500957489,0.21428571,0.66666667,0.42307692,0.33333333,0.875,0.72727273,0.46153846,0.5,0.11538462,1,4,1,0,2,4,6,0.16666667,0.66666667,0.16666667,0,0.33333333,0.66666667,16.6149047459119,80,65.34421,80,20,62.93628,20,68.30868,53.3275,65.72511,38.9525,49.99884,36.22031,70.53666,56.08821,68.67307,-1.15046,2.3514,100.46,144.02,153.48,76.54,31,16.76,96.84,123.62,123.28,81.1,100.92,91.3,95.6353846153846,125.284615384615,127.108461538462,0.03846154,0.46153846,0.11538462,0.38461538,93.4000015258789,95.0250040690104,87.3666687011719,83.75,-3.63223457336426,-10.0266443888346,0.429216742515564,7.13367156982422,7.73016786575317,4.18284702301025,1.639701684316,-6.58677825927734,-0.0350487045943737,-1.06798202544451,-0.754727583378553,-0.80492315068841,-3.50487045943737,-8.89985021203756,-25.1575861126184,-8.0492315068841,0.09090909,0.66666667,0.42307692,0,0.8,0.72727273,0.57692308,18.23529412,0.38461538,0.03846154,NA,0.46153846,0.11538462,83.8770568847656,93.5022964477539,NA,95.1476033528646,87.466562906901,8.1528678894043,-3.06256008148193,NA,-9.20717366536458,1.53348668416341,-8.21368103027344,7.25396013259888,NA,2.97564029693604,0.408252318700155,-0.80492315068841,-0.0350487045943737,NA,-1.06798202544451,-0.754727583378553,-8.0492315068841,-3.50487045943737,NA,-8.89985021203756,-25.1575861126184,0.1,0.625,0.42307692,0,0.8,0.72727273,0.61538462,6,101.075439453125,5.08048884073893,1,0.16666667,108.875,5,0.83333333,"2024-07-24",0
"James McArthur",21527,"2024-07-23","ARI",7,2024,"KCR","H",27,0,0,0,1,0,0,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,1,9,0,18,1,0,0,1,1,2,0,0,0,0,0.2,0,0.2,3.29696908401489,0,0.4,2,0.5,0.5,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.1538118692049,64.7888072114456,1,0.5,0.25,0.25,0,0,0,0,8,11,19,-0.0148439984768629,-0.0287800002843142,0.0139360008761287,-0.466000020503998,-0.0456191897392273,0.192966669797897,0.148599997162819,0.148599997162819,0.0262000001966953,1,1,-0.0512423142790794,-0.025682879550558,0,0,0.57894737,95.54545455,0.21052632,88.25,0.21052632,85,NA,0.454182893037796,-0.120212711393833,-0.495916962623596,4.12893539125269,-3.00531778484583,-12.3979240655899,0.2,0.77777778,0.47368421,1,0.71428571,0.77777778,0.47368421,0.6,0.10526316,1,3,0,0,2,2,4,0.25,0.75,0,0,0.5,0.5,5.96685471601456,80,66.71099,80,53.2048,54.66262,60.60294,45.49348,60.57264,27.97611,24.56705,50.10599,20,57.79418,57.63315,42.33396,-0.35881,3.53888,116.34,181.2,186.38,73.62,108.92,91.54,107.04,114.06,128.76,100.92,85.22,84.34,104.191578947368,121.582105263158,127.621052631579,0.10526316,0.47368421,0.21052632,0.21052632,95.3500061035156,95.6333346896701,88.25,84.9000015258789,-7.01921987533569,-10.4877480400933,1.34304594993591,7.16322755813599,8.28042030334473,4.36228519015842,1.98939287662506,-5.96523284912109,-0.159387350082397,0.660575184971094,-0.122996654361486,-0.503650858998299,-7.96936750411987,7.3397242774566,-3.07491635903716,-12.5912714749575,0.2,0.77777778,0.47368421,1,0.71428571,0.77777778,0.47368421,23.30769231,0.21052632,0.10526316,NA,0.47368421,0.21052632,85.1231231689453,95.5606536865234,NA,95.8526543511285,88.4299240112305,8.21949481964111,-6.21557521820068,NA,-9.94809214274088,2.21682214736938,-7.52248764038086,7.17811012268066,NA,3.18738216824002,0.965552985668182,-0.503650858998299,-0.159387350082397,NA,0.660575184971094,-0.122996654361486,-12.5912714749575,-7.96936750411987,NA,7.3397242774566,-3.07491635903716,0.2,0.77777778,0.47368421,1,0.71428571,0.77777778,0.47368421,4,100.80632019043,21.1647148132324,1,0.25,111.062,3,0.75,"2024-07-23",0
