"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","XX%","wFB","wSL","wCB","wFB/C","wSL/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCU%","pfxvFA","pfxvSI","pfxvSL","pfxvCU","pfxFA-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCU","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFC%","piSI%","piSL%","pivCU","pivFA","pivFC","pivSI","pivSL","piCU-X","piFA-X","piFC-X","piSI-X","piSL-X","piCU-Z","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwCU","piwFA","piwFC","piwSI","piwSL","piwCU/C","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"James McArthur",21527,"2024-07-14","@BOS",7,2024,"KCR","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,1,0,0,0,0,0,0,0,0,4.72206241920756,0,0.333333333333333,1,0.333333333333333,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,76.8725122804045,114.543946394147,2,0,0.666666666,0.333333333,0,0,1,9,3,8,11,0.0164360012859106,-0.00372003088705242,0.0201560333371162,0.546999990940094,0.0526974946260452,0.219400018453598,0.263600021600723,0.263600021600723,NA,0,1,0.0566271282732487,0.01828627146918,0,0,0.54545455,95.33333333,0.18181818,88.5,0.27272727,83.66666667,NA,0.0553905516862869,0.195634543895721,-0.285356342792511,0.923175861438115,9.78172719478607,-9.5118780930837,0.5,0.6,0.54545455,0.66666667,1,0.83333333,0.45454545,1.33333333,0.09090909,1,1,1,1,1,1,3,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,1.23095009100444,80,58.95405,80,20,47.70352,20,39.56829,75.94177,37.90306,80,57.3611,80,59.2831,60.44053,64.09287,-0.45131,3.40013,114.12,139.02,143.78,71.64,76.68,50.12,112.04,74.6,90.02,112.32,115.48,116.88,105.312727272727,99.98,102.310909090909,0.18181818,0.36363636,0.18181818,0.27272727,95.3500061035156,95.625,88.4499969482422,83.8666687011719,-5.40610980987549,-10.26233959198,1.18563723564148,7.54942067464193,7.13026428222656,4.12398052215576,0.045124888420105,-5.23269557952881,0.0337270088493824,0.0215732380747795,0.197990506887436,-0.290197193622589,1.68635044246912,0.539330951869488,9.8995253443718,-9.67323978741964,0.4,0.66666667,0.54545455,0.5,1,0.83333333,0.54545455,18.85714286,0.27272727,0.18181818,NA,0.36363636,0.18181818,84.0273996988932,95.4902496337891,NA,95.7852249145508,88.5955963134766,8.45245615641276,-4.84377479553223,NA,-9.77665233612061,2.16544485092163,-6.53328323364258,6.73357963562012,NA,3.25655007362366,-0.804408013820648,-0.290197193622589,0.0337270088493824,NA,0.0215732380747795,0.197990506887436,-9.67323978741964,1.68635044246912,NA,0.539330951869488,9.8995253443718,0.5,0.6,0.54545455,0.66666667,1,0.83333333,0.45454545,3,88.7189432779948,0.460932691891988,0,0,101.646,1,0.33333333,"2024-07-14",0
"James McArthur",21527,"2024-07-10","@STL",7,2024,"KCR","A",27,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0.5,0,2,1,1,0,1,0,0,0,0,0,5.15272908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,76.8725122804045,114.543946394147,2,0.25,0.5,0.25,0,0,0,0,6,13,19,0.0384879969060421,-0.044852003455162,0.0833400040864944,0.479999989271164,0.0506329089403152,1.07200002670288,0.870400011539459,0.870400011539459,NA,0,1,0.0255832355469465,0.0103197457472037,0,0,0.47368421,94.55555556,0.10526316,87.5,0.42105263,83.625,NA,0.700706541538239,0.216334581375122,-0.552750110626221,7.78562823931376,10.8167290687561,-6.90937638282776,0.44444444,0.6,0.52631579,0.75,0.83333333,0.8,0.52631579,0.75,0.10526316,2,2,0,0,1,3,4,0.5,0.5,0,0,0.25,0.75,4.78058092141223,79.97725,68.84145,78.03483,34.04968,55.24051,32.43905,78.6706,49.33962,80,20,54.45937,20,63.07613,57.96521,65.12045,-0.68696,3.04665,124.5,122.58,129.26,62.14,128.72,111.92,99.34,116.26,103.08,113.12,24.02,19.04,103.552631578947,111.834736842105,107.117894736842,0.21052632,0.26315789,0.10526316,0.42105263,93.6999969482422,95.0599975585938,87.6999969482422,83.4375,-4.99924421310425,-9.57639083862305,0.609914064407349,7.95376443862915,8.43733787536621,4.12396621704102,0.0366465449333191,-6.53190422058105,0.34329816326499,0.408698134124279,0.219037473201752,-0.561625938862562,8.58245408162475,8.17396268248558,10.9518736600876,-7.02032423578203,0.44444444,0.6,0.52631579,0.75,0.83333333,0.8,0.52631579,19.86666667,0.42105263,0.21052632,NA,0.26315789,0.10526316,83.4098358154297,93.6726531982422,NA,95.04921875,87.6780548095703,8.46894264221191,-4.48590517044067,NA,-9.43585815429688,1.02593648433685,-8.0452823638916,7.70946741104126,NA,3.26284790039062,-0.882634997367859,-0.561625938862562,0.34329816326499,NA,0.408698134124279,0.219037473201752,-7.02032423578203,8.58245408162475,NA,8.17396268248558,10.9518736600876,0.41666667,0.71428571,0.52631579,0.6,1,0.8,0.36842105,4,94.11279296875,10.8249588012695,0,0,100.745,2,0.5,"2024-07-10",2
"James McArthur",21527,"2024-07-10","@STL",7,2024,"KCR","A",27,0,0,9,1,0,0,0,0,1,0,0,1,5,2,1,1,1,0,0,0,0,0,2,18,0,18,2,0,0,1,2,0,0,0,0,0,0.4,0,0.4,1.53488908401489,9,0.4,2,0.5,1,12.1664797782898,-3.16647977828979,2.19049659073353,214.004283478709,300.606664130803,52.648762377236,0.5,0,0.333333333,0.666666666,0,0.5,0,0,4,11,15,0.0384880006313324,-0.0571959987282753,0.0956839993596077,-0.519999980926514,-0.0548523217439651,1.02386665344238,0.870400011539459,0.870400011539459,NA,0,1,-0.0313183590769768,0.0689091923187181,0,0,0.53333333,95.625,0.06666667,88,0.4,84.66666667,NA,-1.42752242088318,0.054188709706068,0.281422853469849,-17.8440302610397,5.4188709706068,4.69038089116414,0.28571429,0.75,0.53333333,0,0.83333333,0.625,0.53333333,0.6,0.2,1,1,1,0,1,2,3,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,8.83107883040077,33.55333,57.06072,32.48654,41.90032,47.61251,34.12962,71.21927,50.77498,80,38.13246,42.30768,33.62797,46.66281,47.69659,50.9257,0.33274,4.5762,120.98,59.74,72.32,93.9,111.72,82.48,102.14,128.14,124.2,97.54,78.14,75.62,107.721333333333,94.1626666666667,91.8653333333333,0.2,0.33333333,0.06666667,0.4,94.9333292643229,96.0200012207031,88.0999984741211,84.5833333333333,-4.76505025227865,-9.40155029296875,1.7295161485672,6.96064949035645,7.53522618611654,4.26912879943848,2.44036507606506,-4.49116325378418,0.220729291439056,-1.60930730029941,0.054773960262537,0.284340985119343,7.35764304796855,-32.1861460059881,5.4773960262537,4.73901641865571,0.33333333,0.66666667,0.53333333,0.5,0.66666667,0.625,0.6,14.2,0.4,0.2,NA,0.33333333,0.06666667,84.4957478841146,94.8863016764323,NA,95.9726440429688,88.0186004638672,7.46654828389486,-4.51704343159993,NA,-9.17904052734375,2.07471990585327,-5.67807133992513,7.1477902730306,NA,3.38598213195801,1.75812995433807,0.284340985119343,0.220729291439056,NA,-1.60930730029941,0.054773960262537,4.73901641865571,7.35764304796855,NA,-32.1861460059881,5.4773960262537,0.2,0.7,0.53333333,0,0.71428571,0.625,0.66666667,3,94.7007548014323,21.5393803914388,0,0,99.0148,1,0.33333333,"2024-07-10",1
"James McArthur",21527,"2024-07-03","TBR",7,2024,"KCR","H",27,0,0,0,1,0,0,0,0,1,0,0,1.2,6,1,0,0,0,0,0,0,1,0,1,5.40000205993731,0,5.40000205993731,1,0,0,2,3,0,0,0,0,0,0.16666667,0,0.16666667,4.07892353529245,0,0.166666666666667,0.600000228881923,0.2,1,1.96647932052595,-1.96647932052595,4.68809548993948,0,47.0412806539729,114.782952803513,0.666666666,0,0.4,0.6,0,0,0,0,8,16,24,0.232804000377655,-0.112653985619545,0.345457971096039,1.48100006580353,0.144982874393463,2.4909999370575,2.21593332290649,3.52379989624023,NA,0,1,0.0678497031331062,0.0256083483563112,1,0,0.5,94.75,0.08333333,87,0.41666667,84,NA,0.206617891788483,0.293890058994293,0.280934154987335,1.72181576490402,14.6945029497147,2.80934154987335,0.22222222,0.6,0.45833333,1,0.77777778,0.81818182,0.625,0.66666667,0.08333333,0,3,2,2,0,3,5,0,0.6,0.4,0.4,0,0.6,0.303142572071943,56.51439,56.57432,60.84731,20,42.98303,20,79.29736,51.12881,73.5396,80,39.89788,80,58.9788,46.2854,62.46018,-0.43241,3.42848,103.56,86.1,88.4,90.46,87.78,64.18,96.1,110.18,108.26,78.8,186.08,190.16,96.5916666666667,101.805,97.6266666666667,0.20833333,0.29166667,0.08333333,0.41666667,94.5599975585938,94.7857142857143,86.8999938964844,83.9700012207031,-6.62223968505859,-10.2248033796038,0.919869720935822,6.83189315795898,7.70086059570312,3.51214899335589,-0.0357468128204346,-5.2339900970459,0.306265808641911,-0.11675975844264,0.29811055958271,0.283426217734814,6.12531617283821,-1.66799654918058,14.9055279791355,2.83426217734814,0,0.64705882,0.45833333,NA,0.81818182,0.81818182,0.70833333,17.94444444,0.41666667,0.20833333,NA,0.29166667,0.08333333,84.065576171875,94.6762390136719,NA,94.9059186662946,86.9962463378906,7.61124725341797,-5.78805999755859,NA,-9.76854378836495,1.69409394264221,-6.50600814819336,6.97740631103516,NA,2.45368576049805,-1.00666892528534,0.283426217734814,0.306265808641911,NA,-0.11675975844264,0.29811055958271,2.83426217734814,6.12531617283821,NA,-1.66799654918058,14.9055279791355,0,0.64705882,0.45833333,NA,0.81818182,0.81818182,0.70833333,5,82.894873046875,14.9620300292969,1,0.2,101.777,3,0.6,"2024-07-03",0
"James McArthur",21527,"2024-06-30","CLE",7,2024,"KCR","H",27,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,2.31606242325356,0,0.333333333333333,1,0.333333333333333,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,76.8725122804045,76.9288520456552,2,0.333333333,0.666666666,0,0,0,0,0,3,8,11,0.0160120148211718,-0.00998199544847012,0.0259940102696419,0.533999979496002,0.0522760637104511,0.32940000295639,0.370999991893768,0.370999991893768,NA,0,1,0.00897036585956812,0.0396392718983636,0,0,0.54545455,94.83333333,NA,NA,0.45454545,84.4,NA,0.397114336490631,NA,0.135778486728668,6.61857227484385,NA,2.71556973457336,0.5,0.8,0.63636364,1,1,1,0.45454545,1,0,2,1,0,0,1,2,3,0.66666667,0.33333333,0,0,0.33333333,0.66666667,6.58637961145379,80,67.45167,74.21008,72.69177,51.49303,75.67952,39.15462,30.15479,53.18141,NA,NA,NA,74.66508,51.43719,75.5906,-1.40694,1.96668,145.58,149.54,171.68,79.52,125.6,109.54,88.86,66.24,38.8,NA,NA,NA,111.245454545455,125.689090909091,124.923636363636,0.36363636,0.18181818,NA,0.45454545,94.8000030517578,94.8499984741211,NA,84.5200012207031,-6.20789432525635,-9.49758243560791,NA,6.92516250610352,8.37769412994385,4.19396162033081,NA,-5.30538444519043,0.112455744296312,0.292488515377045,NA,0.137296993285418,2.81139360740781,14.6244257688522,NA,2.74593986570835,0.5,0.8,0.63636364,1,1,1,0.45454545,19.625,0.45454545,0.36363636,NA,0.18181818,NA,84.5551635742188,94.8447494506836,NA,94.8950958251953,NA,7.84666442871094,-5.68621015548706,NA,-9.16449546813965,NA,-6.82762603759766,7.60740995407104,NA,3.1814751625061,NA,0.137296993285418,0.112455744296312,NA,0.292488515377045,NA,2.74593986570835,2.81139360740781,NA,14.6244257688522,NA,0.5,0.8,0.63636364,1,1,1,0.45454545,3,97.0585327148438,-3.7322359085083,0,0,106.184,2,0.66666667,"2024-06-30",0
"James McArthur",21527,"2024-06-27","CLE",7,2024,"KCR","H",27,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,76.8725122804045,114.543946394147,2,0,0.666666666,0.333333333,1,0,0,0,3,5,8,0.169825986027718,0,0.169825986027718,0.533999979496002,0.0522760637104511,2.18499994277954,2.91339993476868,2.91339993476868,NA,0,1,0.0778194889426231,-9.59235077967469e-05,1,0,0.625,94.6,0.25,88,0.125,82,NA,0.790206253528595,-0.0818048268556595,-0.0344077162444592,15.8041250705719,-4.09024134278297,-3.44077162444592,0,0.75,0.375,NA,1,1,0.5,0.33333333,0,1,2,0,2,1,0,3,0.33333333,0.66666667,0,0.66666667,0.33333333,0,0.0200403446087593,20,47.4519,20,80,42.94425,80,80,49.51384,80,20,50.46904,20,60.80491,44.76042,69.4167,-0.54586,3.2583,92.76,9.56,16.54,70.78,138.76,116.8,89.2,141.02,147.66,74.26,84.04,70.26,81.305,109.7775,104.205,0.25,0.375,0.25,0.125,94.4000015258789,94.3333333333333,87.6499938964844,81.9000015258789,-5.45899343490601,-9.05170059204102,-0.251330822706223,6.66470384597778,6.01028537750244,4.01086076100667,2.02196359634399,-7.29155969619751,0.425163730978966,0.375499710440636,-0.0833708606660366,-0.0350487045943737,21.2581865489483,12.5166570146879,-4.16854303330183,-3.50487045943737,0,0.6,0.375,NA,1,1,0.625,19.4,0.125,0.25,NA,0.375,0.25,81.7540969848633,94.2864532470703,NA,94.2288309733073,87.5189514160156,6.78447008132935,-4.86617994308472,NA,-8.53890991210938,0.666091501712799,-8.10379981994629,5.258620262146,NA,3.14857991536458,0.784826517105103,-0.0350487045943737,0.425163730978966,NA,0.375499710440636,-0.0833708606660366,-3.50487045943737,21.2581865489483,NA,12.5166570146879,-4.16854303330183,0,0.6,0.375,NA,1,1,0.625,3,76.9928741455078,-4.10729726155599,0,0,89.0851,0,0,"2024-06-27",0
"James McArthur",21527,"2024-06-26","MIA",7,2024,"KCR","H",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,76.8725122804045,76.9288520456552,3,0,1,0,0,0,0,0,4,11,15,0.0160120148211718,0,0.0160120148211718,0.533999979496002,0.0522760637104511,0.19986666738987,0.370999991893768,0.370999991893768,NA,0,1,0.0826173201203346,-0.00250383731563092,0,0,0.53333333,95,0.2,87.66666667,0.26666667,83.75,NA,0.273645520210266,0.0586966872215271,0.303913503885269,3.42056900262833,1.95655624071757,7.59783759713173,0.44444444,0.83333333,0.6,0.75,0.6,0.66666667,0.4,0.66666667,0.2,1,2,0,1,1,1,3,0.33333333,0.66666667,0,0.33333333,0.33333333,0.33333333,1.44189185785728,80,79.5808,80,30.06911,41.73112,27.35854,67.21935,43.95131,80,36.14425,39.37854,40.81559,76.83728,51.54602,80,-1.54189,1.76426,104.62,172.08,199.12,67.42,68.8,43.82,97.2,119.44,118.28,86.68,99.68,96.9,93.104,122.773333333333,125.633333333333,0.13333333,0.4,0.2,0.26666667,94.3999938964844,95.25,87.8666687011719,83.5749969482422,-6.69997215270996,-10.1518993377686,-0.115493645270665,5.81481742858887,6.5776948928833,3.76393826802572,1.29487935702006,-5.41125917434692,0.112001650035381,0.164240874350071,0.0590896233916283,0.30888694524765,5.60008250176907,2.73734790583452,1.96965411305428,7.72217363119125,0.4,0.7,0.6,0.5,0.71428571,0.66666667,0.66666667,15.75,0.26666667,0.13333333,NA,0.4,0.2,83.5958480834961,94.4140472412109,NA,95.2518005371094,87.8493041992188,6.54339981079102,-6.17234992980957,NA,-9.73498853047689,0.655542612075806,-6.58489274978638,5.98058986663818,NA,2.93569183349609,0.375364343325297,0.30888694524765,0.112001650035381,NA,0.164240874350071,0.0590896233916283,7.72217363119125,5.60008250176907,NA,2.73734790583452,1.96965411305428,0.4,0.7,0.6,0.5,0.71428571,0.66666667,0.66666667,3,89.1808471679688,-0.733710447947184,0,0,103.155,1,0.33333333,"2024-06-26",0
"James McArthur",21527,"2024-06-24","MIA",7,2024,"KCR","H",27,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.1538118692049,27.173712862954,2,0,1,0,0,0,0,0,2,8,10,0.0359760075807571,0,0.0359760075807571,0.533999979496002,0.0522760637104511,0.45893332362175,0.79339998960495,0.79339998960495,NA,0,1,0.0786965787410736,-0.000306089907431292,0,0,0.6,95.5,NA,NA,0.4,84.5,NA,0.415768384933472,NA,0.274714648723602,6.92947308222453,NA,6.86786621809006,0.5,0.75,0.7,1,0.66666667,0.71428571,0.8,0.66666667,0.2,0,2,0,1,1,0,2,0,1,0,0.5,0.5,0,-0.22795592219945,80,55.00507,80,67.78194,57.07612,80,80,55.06935,80,NA,NA,NA,80,50.27001,80,-2.34083,0.56585,110,107.14,118.34,75.22,118.76,100.94,109.46,113.62,114.02,NA,NA,NA,99.404,112.57,111.824,0.3,0.3,NA,0.4,95.3666687011719,95.9000040690104,NA,84.5999984741211,-7.24089813232422,-10.1647726694743,NA,7.07036256790161,7.59943453470866,3.41327699025472,NA,-5.03245401382446,-0.0285969004034996,0.448946192860603,NA,0.27834964543581,-0.953230013449987,14.9648730953534,NA,6.95874113589525,0.5,0.75,0.7,1,0.66666667,0.71428571,0.8,18.14285714,0.4,0.3,NA,0.3,NA,84.4045715332031,95.1537068684896,NA,95.7359008789062,NA,7.95860481262207,-6.58857981363932,NA,-9.85243988037109,NA,-6.50379753112793,6.75087356567383,NA,2.49380000432332,NA,0.27834964543581,-0.0285969004034996,NA,0.448946192860603,NA,6.95874113589525,-0.953230013449987,NA,14.9648730953534,NA,1,0.66666667,0.7,1,0.66666667,0.71428571,0.9,2,72.8559341430664,-2.70297694206238,0,0,94.652,0,0,"2024-06-24",0
"James McArthur",21527,"2024-06-20","@OAK",7,2024,"KCR","A",27,1,0,0,1,0,0,0,0,0,0,0,1,5,2,0,0,0,2,0,0,0,0,0,0,18,18,0,0,0,2,0,1,0,0,0,0,0,0.4,-0.4,12.5584090840149,0,0.666666666666667,4,0.666666666666667,1,9.16647977828979,-9.16647977828979,9.16647977828979,0,226.028613514003,226.194269593759,2,0.333333333,0.666666666,0,0,0,1,9,11,8,19,0.0350719951093197,-0.206959992647171,0.242031991481781,0.196999996900558,0.0216008778661489,2.21733331680298,2.11866688728333,1.46320009231567,5.1483998298645,1,1,-0.0096199894323945,0.0254371851798916,0,0,0.47368421,95,0.15789474,87.66666667,0.36842105,83.28571429,NA,-1.53306949138641,-0.042889129370451,-0.0618845857679844,-17.034105459849,-1.4296376456817,-0.884065510971206,0.21428571,0.6,0.31578947,0.66666667,1,0.83333333,0.26315789,0.8,0.05263158,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,16.038067571373,56.39428,64.47299,48.86081,NA,NA,NA,20,49.22157,20,20,41.72854,20,20,51.93387,20,2.67268,8.08611,107.06,120.98,128.1,NA,NA,NA,96.78,6.35999999999999,4.81999999999999,77.92,58.02,49.76,97.5894736842105,56.7452631578947,57.3347368421053,NA,0.47368421,0.15789474,0.36842105,NA,94.8444417317708,87.2999979654948,83.2000034877232,NA,-10.8456819322374,-0.0960798263549805,6.64012854439872,NA,4.75938161214193,2.02169704437256,-4.59387370518276,NA,-1.55789120867848,-0.0440064929425716,-0.0640964843332767,NA,-17.3099023186498,-1.46688309808572,-0.915664061903954,0.28571429,0.4,0.31578947,0.75,1,0.83333333,0.26315789,17.61538462,0.36842105,NA,NA,0.47368421,0.15789474,83.2981828962054,NA,NA,94.9498019748264,87.3701680501302,8.22831998552595,NA,NA,-9.95729743109809,1.42650540669759,-6.52957425798689,NA,NA,3.26031006707086,0.503786683082581,-0.0640964843332767,NA,NA,-1.55789120867848,-0.0440064929425716,-0.915664061903954,NA,NA,-17.3099023186498,-1.46688309808572,0.23076923,0.5,0.31578947,0.66666667,1,0.83333333,0.31578947,3,90.3379618326823,-2.68940448760986,0,0,98.2225,1,0.33333333,"2024-06-20",0
"James McArthur",21527,"2024-06-16","@LAD",7,2024,"KCR","A",27,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,1,27.000028163224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-72.2837445352942,-72.3367211985741,0,0,0,0,0,0,0,0,3,5,8,0.00138001446612179,0,0.00138001446612179,0.0989999994635582,0.0104761905968189,0.0559999980032444,0.0279999990016222,0.0559999980032444,NA,0,1,0.0246431156992912,6.45852937103397e-10,0,0,0.5,95.75,0.375,88.33333333,0.125,84,NA,-0.00390239432454109,0.346823185682297,-0.0879258811473846,-0.0975598581135273,11.5607728560766,-8.79258811473846,0.33333333,0.4,0.375,1,1,1,0.625,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.9366894835949,20,57.19271,20,NA,NA,NA,44.63683,50.62212,36.27754,80,67.7821,80,61.45169,59.04917,63.19904,-0.58604,3.19803,151.68,-93.18,-77.74,NA,NA,NA,119.4,71.18,71.12,88.94,151.8,153.18,112.0125,80.8675,83.285,NA,0.5,0.375,0.125,NA,95.6750030517578,88.3666687011719,83.8000030517578,NA,-9.69745445251465,-0.302608728408813,7.31964111328125,NA,4.01748371124268,2.94799709320068,-3.95365738868713,NA,-0.00435131415724754,0.352010190486908,-0.0897959321737289,NA,-0.108782853931189,11.7336730162303,-8.97959321737289,0.33333333,0.4,0.375,1,1,1,0.625,20,0.125,NA,NA,0.5,0.375,83.9552001953125,NA,NA,95.872802734375,88.553700764974,8.05375957489014,NA,NA,-9.15090465545654,0.552064021428426,-4.80756998062134,NA,NA,3.22125506401062,1.84713331858317,-0.0897959321737289,NA,NA,-0.00435131415724754,0.352010190486908,-8.97959321737289,NA,NA,-0.108782853931189,11.7336730162303,0.33333333,0.4,0.375,1,1,1,0.625,0,NA,NA,0,NA,NA,0,NA,"2024-06-16",0
"James McArthur",21527,"2024-06-13","NYY",7,2024,"KCR","H",27,1,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,0,1,0,0,0,0,0.25,0,0.25,0.992229084014893,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.1538118692049,27.173712862954,2,0.333333333,0.666666666,0,0,0,2,18,1,11,12,0.0417680032551289,-0.0198160037398338,0.0615840069949627,0.533999979496002,0.0522760674357414,0.665899991989136,0.703400015830994,0.703400015830994,NA,0,1,0.0276335701346397,0.0350905682609203,0,0,0.41666667,95.8,0.25,88.66666667,0.33333333,84,NA,-0.42689448595047,0.0434236712753773,0.315830588340759,-8.5378897190094,1.44745570917924,7.89576470851898,0.85714286,0.6,0.75,0.5,0.66666667,0.55555556,0.41666667,0.75,0.33333333,1,2,0,0,2,1,3,0.33333333,0.66666667,0,0,0.66666667,0.33333333,3.30020570302386,77.62788,60.46517,77.6889,NA,NA,NA,80,61.93737,80,74.9262,45.69964,80,80,56.36662,80,-2.29642,0.63246,108.16,122.94,132.34,121.56,112.76,98.66,105.96,104.08,106.26,86.36,146.76,144.78,103.093333333333,121.76,123.95,0.08333333,0.33333333,0.25,0.33333333,96.1999969482422,95.8000030517578,88.5,83.9499969482422,-7.54320859909058,-11.0642395019531,0.12311664223671,8.19217586517334,9.02835178375244,4.18727493286133,2.30915451049805,-4.22706842422485,0.141648322343826,-0.571552455425262,0.0436800308525562,0.319389689713717,14.1648322343826,-14.2888113856316,1.45600102841854,7.98474224284291,0.8,0.71428571,0.75,0.25,0.8,0.55555556,0.58333333,21.375,0.33333333,0.08333333,NA,0.33333333,0.25,83.7256011962891,96.0186996459961,NA,95.5915756225586,88.2807312011719,9.42362213134766,-6.77573013305664,NA,-10.8417901992798,0.786007324854533,-5.90113258361816,8.08784008026123,NA,2.9917299747467,1.20065363248189,0.319389689713717,0.141648322343826,NA,-0.571552455425262,0.0436800308525562,7.98474224284291,14.1648322343826,NA,-14.2888113856316,1.45600102841854,0.8,0.71428571,0.75,0.25,0.8,0.55555556,0.58333333,3,83.7816009521484,5.89314524332682,1,0.33333333,104.841,1,0.33333333,"2024-06-13",0
