"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","CB%","CBv","CH%","CHv","XX%","wFB","wCB","wCH","wFB/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSI%","piSL%","pivCH","pivFA","pivSI","pivSL","piCH-X","piFA-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwSI","piwSL","piwCH/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Buck Farmer",14814,"2024-08-31","MIL",18,2024,"CIN","H",33,0,0,27,1,0,0,0,0,0,0,0,1,6,2,3,3,1,1,0,0,0,0,3,27,9,18,3,0,0,0,1,1,0,0,0,0,0.5,0.16666667,0.33333333,2.33303462963767,9,0.4,3,1,0,13.1664797782898,13.8335202217102,1.67848818451166,615.599788280819,300.920414064328,42.3513648164615,0,0.5,0,0.5,0,1,0,0,11,13,24,-0.248979985713959,-0.354229986667633,0.105250008404255,-2.43899989128113,-0.230638295412064,1.33114278316498,0.990000009536743,0.990000009536743,0.554000020027161,1,1,-0.133072137832642,-0.0539701455818949,0,1,0.41666667,93.1,0.375,82.22222222,0.20833333,87.6,NA,-2.46945333480835,0.818239629268646,-0.0323042459785938,-24.6945333480835,9.09155143631829,-0.646084919571877,0.26666667,0.66666667,0.41666667,0.5,0.66666667,0.6,0.375,0.83333333,0.16666667,0,2,0,0,0,2,2,0,1,0,0,0,1,14.4542795713739,NA,64.15315,52.4037,61.12992,44.32482,28.39896,50.68951,20,39.66411,20,49.47177,51.91284,41.7915,34.31841,45.1395,34.49771,1.09965,5.72657,98.9,111.86,112.86,72.98,105.18,70.68,99.78,-98.62,-93.06,111.36,91.54,98.18,96.1225,75.9816666666667,69.3125,0.25,0.16666667,0.375,0.20833333,93.0166625976562,93.5250015258789,82.1666666666667,87.6,-6.89743296305339,-9.61183738708496,5.47394858466254,-8.65539474487305,7.44596862792969,4.29382467269897,2.00443394978841,0.0215399444103241,0.00638304650783539,-2.49273626506329,0.828548204153776,-0.0337332747876644,0.106384108463923,-62.3184066265821,9.20609115726418,-0.674665495753288,0.21428571,0.7,0.41666667,0.33333333,0.71428571,0.6,0.41666667,19.16666667,0.20833333,0.29166667,0.125,0.375,87.6648010253906,93.2543683733259,93.2912292480469,82.1955295138889,-8.51391372680664,-6.96287318638393,-9.90740013122559,6.03245883517795,-1.20766296386719,6.47847420828683,2.73941326141357,0.958800103929308,-0.0337332747876644,-0.759150341153145,-1.72720287740231,0.828548204153776,-0.674665495753288,-10.8450048736164,-57.5734292467435,9.20609115726418,0.18181818,0.61538462,0.41666667,0,0.75,0.6,0.54166667,2,102.949279785156,21.8615188598633,1,0.5,103.63,2,1,"2024-08-31",0
"Buck Farmer",14814,"2024-08-30","MIL",18,2024,"CIN","H",33,0,0,0,1,0,0,0,0,0,0,0,1.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6.03472908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.98089055789882,0,73.6482366464374,122.156307773627,1,0,0.5,0.5,0,0,0,0,1,10,11,0.173239976167679,0,0.173239976167679,1.13699996471405,0.107517726719379,1.32124996185303,1.62033331394196,1.75899994373322,1.87199997901917,1,1,0.124797090888023,0.00632115408411887,1,0,0.54545455,93,0.36363636,81.75,0.09090909,87,NA,1.10698807239532,0.24982325732708,0.139680862426758,18.4498012065887,6.24558143317699,13.9680862426758,0.42857143,0.75,0.54545455,1,1,1,0.36363636,0.75,0,1,1,2,1,2,1,4,0.25,0.25,0.5,0.25,0.5,0.25,1.14387502379111,NA,42.30554,47.54324,62.33917,76.86439,42.46548,80,38.5214,38.62696,29.99152,80,49.97152,80,77.76305,44.26857,80,-1.5994,1.67799,112.06,33.8,22.72,70.24,161.74,148.28,79.76,91.88,77.12,121.22,159.54,159.38,96.0418181818182,123.905454545455,115.025454545455,0.18181818,0.36363636,0.36363636,0.09090909,92.9499969482422,92.7750015258789,81.5500030517578,86.9000015258789,-7.11402320861816,-10.3219108581543,4.79430246353149,-8.557861328125,7.81059885025024,4.01598167419434,1.64239168167114,-0.577508628368378,0.0895345062017441,1.03503276780248,0.252764467149973,0.141648322343826,4.4767253100872,25.8758191950619,6.31911167874932,14.1648322343826,0.5,0.55555556,0.54545455,1,1,1,0.81818182,19.71428571,0.09090909,0.18181818,0.36363636,0.36363636,87.0426025390625,93.1446990966797,92.9353256225586,81.7373504638672,-8.50181007385254,-6.68126964569092,-10.232029914856,5.37188529968262,-1.81368005275726,6.8496150970459,2.76178503036499,0.479538083076477,0.141648322343826,0.0895345062017441,1.03503276780248,0.252764467149973,14.1648322343826,4.4767253100872,25.8758191950619,6.31911167874932,0.5,0.55555556,0.54545455,1,1,1,0.81818182,4,86.3851547241211,9.58416557312012,0,0,102.66,1,0.25,"2024-08-30",1
"Buck Farmer",14814,"2024-08-27","OAK",18,2024,"CIN","H",33,0,0,0,1,0,0,0,0,0,0,0,1.1,6,1,0,0,0,1,0,0,0,0,3,20.2500048279774,6.75000160932579,6.75000160932579,3,0,0,1,0,1,0,0,0,0,0.5,0.16666667,0.33333333,2.40542351832012,0,0.2,1.50000035762795,0.5,1,0.916479241847864,-0.916479241847864,0.916479241847864,0,22.5119845355794,23.9368673305717,1,0.5,0.5,0,0,0,0,0,9,16,25,0.0460999794304371,-0.128960028290749,0.175060003995895,0.391999959945679,0.0370685532689095,1.38916659355164,1.34899997711182,1.25899994373322,1.94300007820129,1,1,0.0121098281815648,0.021075521685347,0,0,0.48,93.25,0.36,82.22222222,0.16,87.25,NA,-0.400220155715942,0.443994104862213,-0.104800343513489,-3.33516796429952,4.93326783180237,-2.62000858783722,0.29411765,0.625,0.4,0.2,0.8,0.5,0.32,0.83333333,0.2,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,2.90047885637186,NA,39.27349,55.40237,34.05611,20,20,36.93066,41.86624,42.39624,41.37774,65.24323,60.54306,57.48794,45.26915,49.4188,44.2345,0.41932,4.70607,104.08,52.56,64.78,84.02,116.6,68.3,86.42,58.7,52.68,121.36,122.34,140.56,101.536,87.576,88.1272,0.12,0.36,0.36,0.16,92.9333292643229,93.3000013563368,82.2444458007812,87.4000015258789,-7.18684577941895,-10.1661521063911,5.27333958943685,-8.6315393447876,7.00429979960124,3.88340928819444,2.71140480041504,-1.30615639686584,0.278381206095219,-0.684503383934498,0.448701128363609,-0.107709255069494,9.27937353650729,-7.60559315482775,4.98556809292899,-2.69273137673736,0.21428571,0.63636364,0.4,0.33333333,0.57142857,0.5,0.44,16.42105263,0.16,0.12,0.36,0.36,87.5843734741211,93.1313273111979,93.49267578125,82.4453464084201,-8.51073741912842,-7.10857645670573,-9.94688245985243,5.91557100084093,-2.50592803955078,6.28162638346354,2.79754447937012,1.63052315182156,-0.107709255069494,0.278381206095219,-0.684503383934498,0.448701128363609,-2.69273137673736,9.27937353650729,-7.60559315482775,4.98556809292899,0.25,0.53846154,0.4,0.33333333,0.57142857,0.5,0.52,2,93.9553604125977,1.03264665603638,0,0,101.026,1,0.5,"2024-08-27",0
"Buck Farmer",14814,"2024-08-23","@PIT",18,2024,"CIN","A",33,0,0,0,1,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,1,2,1,1,0,0,0,0.33333333,0,0.33333333,2.47856241929506,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,28.1938011628592,66.5170884121943,0.5,0.25,0.25,0.5,0.5,0,1,4.5,9,18,27,0.106457985937595,0,0.106457985937595,1.04200005531311,0.103836573660374,0.692933320999146,0.955000042915344,0.920000016689301,1.07620000839233,1,1,0.153631985187531,1.82446112778623e-06,0,0,0.40740741,92.81818182,0.44444444,83,0.14814815,88,NA,0.477145224809647,1.12147152423859,-0.0452935285866261,4.33768386190588,9.34559603532155,-1.13233821466565,0.21428571,0.84615385,0.51851852,0.66666667,0.72727273,0.71428571,0.48148148,0.5,0.14814815,1,1,2,1,2,1,4,0.25,0.25,0.5,0.25,0.5,0.25,0.801468786462385,54,56.32435,54.70762,52.39554,20,26.27959,20,61.41125,34.31328,54.77424,80,49.36384,80,66.98007,45.64288,65.64345,-0.9295,2.68284,118.72,99.04,108,82.42,61.92,27.12,99.32,138.76,146.48,103.64,126.84,127.98,102.862222222222,121.885925925926,123.715555555556,0.07407407,0.33333333,0.44444444,0.14814815,92.25,92.8333333333333,82.9249979654948,87.6750030517578,-6.07538795471191,-10.6263860066732,4.11718241373698,-8.94375801086426,7.12392282485962,4.22700966729058,2.02283302942912,-0.943549275398254,-0.0731270276010036,0.599092774093151,1.11660759150982,-0.04667804017663,-3.65635138005018,6.65658637881279,9.30506326258183,-1.16695100441575,0.30769231,0.71428571,0.51851852,0.75,0.7,0.71428571,0.51851852,16.61904762,0.14814815,0.07407407,0.33333333,0.44444444,87.493896484375,92.0561981201172,92.6418660481771,82.7509765625,-8.98825454711914,-6.02612495422363,-10.4848192003038,4.63393592834473,-2.43927240371704,6.49648475646973,3.16132630242242,0.777243216832479,-0.04667804017663,-0.0731270276010036,0.599092774093151,1.11660759150982,-1.16695100441575,-3.65635138005018,6.65658637881279,9.30506326258183,0.25,0.73333333,0.51851852,0.66666667,0.63636364,0.64285714,0.55555556,4,81.0216217041016,31.0467319488525,0,0,100.161,1,0.25,"2024-08-23",0
"Buck Farmer",14814,"2024-08-21","@TOR",18,2024,"CIN","A",33,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,1,9,0,9,1,0,0,1,1,0,0,0,0,0,0.25,0,0.25,2.72685408401489,0,0.333333333333333,1,0.5,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,96.3754543882264,139.014259199392,1,0,0.5,0.5,0,0,0,0,5,9,14,0.0350960046052933,-0.0893759950995445,0.124471999704838,0.478999972343445,0.0506074987351894,1.44459998607635,0.709600031375885,0.709600031375885,0.659600019454956,1,1,-0.0357279442250729,0.0600225620733097,0,0,0.5,93.14285714,0.35714286,82.4,0.14285714,86,NA,0.624613165855408,-0.708605289459229,0.0334886722266674,8.92304522650582,-14.1721057891846,1.67443361133337,0.25,0.66666667,0.42857143,0.5,1,0.83333333,0.42857143,0.5,0.07142857,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,3.0759207871289,NA,27.54337,59.15275,23.56405,49.23947,22.59213,53.19499,21.63156,71.00363,20,67.80766,51.78135,55.05115,41.22329,56.28941,25.75438,0.67068,5.08311,96.96,81.6,82.76,93.46,138.46,82.68,107.26,1.06,14.72,119.24,90.06,96.42,108.095714285714,63.98,63.3271428571429,0.14285714,0.35714286,0.35714286,0.14285714,93.5,92.9799987792969,82.3,86.1999969482422,-8.3829288482666,-11.2507514953613,4.19531593322754,-9.23251247406006,7.85823249816895,4.06761436462402,3.23458099365234,-2.16814136505127,0.19612817466259,0.436706312000751,-0.715363245457411,0.0337270088493824,9.8064087331295,8.73412624001503,-14.3072649091482,1.68635044246912,0.16666667,0.625,0.42857143,0,1,0.83333333,0.57142857,19.22222222,0.14285714,0.14285714,0.35714286,0.35714286,86.4953460693359,93.7626037597656,93.2483764648437,82.5403564453125,-8.88727474212646,-8.02299022674561,-11.1060203552246,4.94243621826172,-3.81393504142761,6.6695351600647,2.61670608520508,1.50617246627808,0.0337270088493824,0.19612817466259,0.436706312000751,-0.715363245457411,1.68635044246912,9.8064087331295,8.73412624001503,-14.3072649091482,0.16666667,0.625,0.42857143,0,1,0.83333333,0.57142857,2,87,17.9159603118896,1,0.5,105.035,1,0.5,"2024-08-21",0
"Buck Farmer",14814,"2024-08-19","@TOR",18,2024,"CIN","A",33,0,0,0,1,0,0,0,0,0,0,0,0.2,3,0,0,0,0,1,0,0,0,0,0,0,13.500014081612,0,0,0,0,1,1,0,0,0,0,0,0,0.33333333,-0.33333333,11.7253957421829,0,0,1.50000156462356,0,1,7.66648447216047,-7.66648447216047,9.93449944721724,0,175.920823163109,241.863850994261,1,0,0.5,0.5,0,0,0,0,7,7,14,0.0413340032100677,-0.0121200010180473,0.0534540042281151,0.656000018119812,0.0693079754710197,0.865000009536743,0.444799989461899,0.889599978923798,0.56580001115799,1,1,0.0325853787362576,0.0151995955462335,0,0,0.42857143,93.16666667,0.42857143,82.16666667,0.14285714,87,NA,0.118484549224377,-0.000411238521337509,0.0299090594053268,1.97474248707294,-0.00685397535562515,1.49545297026634,0.22222222,0.6,0.35714286,0.5,0.66666667,0.6,0.35714286,NA,0.14285714,1,0,1,1,1,0,2,0.5,0,0.5,0.5,0.5,0,6.64329299979977,NA,80,60.9841,80,20,33.44704,20,80,68.88058,80,37.97879,54.73689,31.9968,44.53978,59.01724,29.97442,0.46463,4.77404,105.26,163.08,172.12,61.98,-173,-206.32,120.06,151.5,166.32,112.92,81.86,95.18,106.588571428571,76.9514285714286,83.4257142857143,0.14285714,0.28571429,0.42857143,0.14285714,92.9000015258789,93.2750015258789,82.0833333333333,87.25,-7.51711273193359,-13.1481494903564,5.69396591186523,-8.66060066223145,7.9709300994873,4.51841306686401,3.05040740966797,-1.61347353458405,-0.315534576773643,0.432491097599268,-0.00158312171697617,0.030135452747345,-15.7767288386822,10.8122774399817,-0.0263853619496028,1.50677263736725,0.14285714,0.57142857,0.35714286,0,0.75,0.6,0.5,16.63636364,0.14285714,0.14285714,0.28571429,0.42857143,87.4925003051758,93.1613464355469,93.4911804199219,82.2975362141927,-8.51962471008301,-7.67958450317383,-13.025899887085,6.04380798339844,-3.28832483291626,6.92481994628906,3.16049742698669,1.78510729471842,0.030135452747345,-0.315534576773643,0.432491097599268,-0.00158312171697617,1.50677263736725,-15.7767288386822,10.8122774399817,-0.0263853619496028,0.25,0.5,0.35714286,0.5,0.66666667,0.6,0.42857143,2,85.0377349853516,27.1075897216797,0,0,86.3284,0,0,"2024-08-19",0
"Buck Farmer",14814,"2024-08-17","KCR",18,2024,"CIN","H",33,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.2,6,2,2,2,1,2,0,0,0,0,1,13.500014081612,27.000028163224,27.000028163224,0.5,0,0,0,2,1,1,0,0,0,0.16666667,0.33333333,-0.16666667,9.69006241886639,13.500014081612,0.5,6.00000625849423,0.5,0.76923077,28.6665063768903,-1.66647821366623,13.7025159868976,615.600430402106,653.192893574243,332.920697196325,0,0.333333333,0,0.666666666,0.5,0.5,0,0,13,17,30,-0.0614699982106686,-0.0636099949479103,0.0021400002297014,-3.35700011253357,-0.317446798086166,0.164833337068558,0.377000004053116,0.754000008106232,0.0199999995529652,1,1,-0.200746610760689,-0.172175513512642,0,1,0.43333333,92.53846154,0.33333333,81.7,0.23333333,87.28571429,NA,-0.155803710222244,-1.38068282604218,-0.737549722194672,-1.19849007863265,-13.8068282604218,-10.536424602781,0.16666667,0.75,0.4,0.33333333,0.77777778,0.66666667,0.4,0.33333333,0.13333333,2,0,1,1,0,2,3,0.66666667,0,0.33333333,0.33333333,0,0.66666667,26.485765364707,NA,50.52436,63.19929,51.08821,20,33.31901,20,21.75502,22.65379,49.49944,69.26566,55.19964,68.71187,41.8702,46.46591,54.37203,0.63049,5.02283,123.94,94.96,122.68,87.32,120.24,64.9,82,61.58,56.18,127.28,117.58,133.76,107.234,91.946,98.138,0.06666667,0.36666667,0.33333333,0.23333333,93.25,92.3454534357244,81.6099975585937,87.2714320591518,-4.15634298324585,-9.15337857333097,4.96406173706055,-9.40611485072545,7.53318452835083,3.97312372381037,2.17662010192871,-1.61189011165074,-0.0210469514131546,-0.142727863043547,-1.40117505192757,-0.745615046471357,-1.05234757065773,-1.29752602766861,-14.0117505192757,-10.6516435210194,0.23529412,0.61538462,0.4,0.25,0.875,0.66666667,0.43333333,17.41666667,0.23333333,0.06666667,0.36666667,0.33333333,87.2728969029018,93.2771530151367,92.334999778054,81.612841796875,-9.19830976213728,-4.06811475753784,-9.03492598100142,5.41939392089844,-3.24000712803432,7.115309715271,3.04759805852717,0.971651268005371,-0.745615046471357,-0.0210469514131546,-0.142727863043547,-1.40117505192757,-10.6516435210194,-1.05234757065773,-1.29752602766861,-14.0117505192757,0.25,0.57142857,0.4,0.25,0.875,0.66666667,0.46666667,3,97.2956339518229,45.1767883300781,1,0.33333333,111.168,2,0.66666667,"2024-08-17",0
"Buck Farmer",14814,"2024-08-14","STL",18,2024,"CIN","H",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,13.2527290840149,0,0,0,0,1,3.1664797782898,-3.1664797782898,7.70250499695539,0,73.6482366464374,187.926090042024,0,0,0,1,0.333333333,0,1,9,3,5,8,0.00746002187952399,0,0.00746002187952399,0.560999989509583,0.0530496463179588,0.0916666686534882,0.162000000476837,0.162000000476837,0.0410000011324883,1,1,0.0838597342371941,-0.00247767913356814,0,0,0.375,92.66666667,0.25,82,0.375,86.33333333,NA,0.497525602579117,0.273628652095795,-0.0216845311224461,16.5841867526372,13.6814326047897,-0.722817704081535,0.4,0.66666667,0.5,1,1,1,0.375,0.66666667,0,2,0,1,2,1,0,3,0.66666667,0,0.33333333,0.66666667,0.33333333,0,-0.310915417124129,NA,41.1027,54.4264,27.34226,NA,NA,NA,72.77058,39.97351,80,80,47.05365,80,72.71575,50.21199,80,-1.28583,2.14835,94.48,93.44,95.98,NA,NA,NA,76.44,140.52,132.52,101.56,149.7,162.66,89.485,125.16,126.3525,NA,0.375,0.25,0.375,NA,92.6333312988281,82.1999969482422,86.2333374023438,NA,-9.99521509806315,4.15086460113525,-8.73695627848307,NA,3.98437754313151,2.75537467002869,-1.85968414942424,NA,0.503680963069201,0.277007400989532,-0.0223949514329433,NA,16.78936543564,13.8503700494766,-0.746498381098111,0.4,0.66666667,0.5,1,1,1,0.375,16.4,0.375,NA,0.375,0.25,86.355702718099,NA,92.7912292480469,82.30029296875,-8.51775677998861,NA,-9.79205703735352,4.56779479980469,-3.50924650828044,NA,3.05725987752279,1.45284998416901,-0.0223949514329433,NA,0.503680963069201,0.277007400989532,-0.746498381098111,NA,16.78936543564,13.8503700494766,0.5,0.5,0.5,1,1,1,0.5,3,79.4075012207031,55.6182759602865,0,0,90.358,0,0,"2024-08-14",0
"Buck Farmer",14814,"2024-08-11","@MIL",18,2024,"CIN","A",33,1,0,0,1,0,0,0,0,0,0,1,0.2,3,1,0,0,0,0,0,0,0,0,0,0,0,13.500014081612,0,0,0,2,0,1,0,0,0,0,0,0,0,2.31606242325356,0,0.333333333333333,1.50000156462356,0.333333333333333,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,73.6482366464374,78.3097583844777,2,0.333333333,0.666666666,0,0,0,1,13.500014081612,4,5,9,0.0472179874777794,-0.166429981589317,0.213647976517677,0.404999971389771,0.0416024662554264,2.68680000305176,1.33700001239777,2.67400002479553,1.9099999666214,1,1,0.0239549428224564,-0.00638088169987648,0,0,0.55555556,92.8,0.33333333,81.66666667,0.11111111,87,NA,0.0387331433594227,-0.0192974396049976,0.0572940893471241,0.774662867188454,-0.643247986833255,5.72940893471241,0.33333333,0.66666667,0.44444444,1,1,1,0.33333333,NA,0,2,1,0,0,3,0,3,0.66666667,0.33333333,0,0,1,0,6.67242761573905,NA,34.41605,40.84988,47.81214,80,20,80,75.32652,47.35295,66.37242,20,51.78037,20,53.03069,44.48906,55.71806,-0.06287,3.98279,89.88,87.92,84.62,86.24,198.36,132.76,103.08,131.04,145.34,97.24,64.3,70.76,97.7955555555556,111.482222222222,112.335555555556,0.11111111,0.44444444,0.33333333,0.11111111,93.4000015258789,92.625,82,87.4000015258789,-5.10724973678589,-9.36128234863281,4.81940778096517,-8.51317596435547,7.0086145401001,3.79377508163452,2.58827924728394,0.135120287537575,0.259785860776901,-0.221421454101801,-0.0199272707104683,0.057969942688942,25.9785860776901,-5.53553635254502,-0.66424235701561,5.7969942688942,0.2,0.75,0.44444444,1,1,1,0.44444444,16,0.11111111,0.11111111,0.44444444,0.33333333,87.1900024414062,93.1333999633789,92.365104675293,81.738535563151,-8.76840019226074,-5.17596006393433,-9.59356689453125,4.99532985687256,-1.08461999893188,6.23572015762329,2.64744758605957,1.36738030115763,0.057969942688942,0.259785860776901,-0.221421454101801,-0.0199272707104683,5.7969942688942,25.9785860776901,-5.53553635254502,-0.66424235701561,0.2,0.75,0.44444444,1,1,1,0.44444444,3,82.1643422444661,-19.0350799560547,0,0,87.2484,0,0,"2024-08-11",0
"Buck Farmer",14814,"2024-08-08","@MIA",18,2024,"CIN","A",33,1,0,0,1,0,0,0,0,0,0,0,1.1,6,1,0,0,0,1,1,0,0,0,2,13.5000032186516,6.75000160932579,6.75000160932579,2,0,0,1,2,0,0,0,0,0,0.33333333,0.16666667,0.16666667,3.90439574337839,0,0.2,1.50000035762795,0.333333333333333,1,2.41647959947582,-2.41647959947582,4.68449274954509,0,56.6028192761514,114.99364026257,0.5,0,0.333333333,0.666666666,0,0,7,47.2500112652805,1,11,12,0.23172003030777,-0.128239974379539,0.35996001958847,0.971000015735626,0.0966169163584709,3.23900008201599,2.67533326148987,3.46600008010864,0.0879999995231628,1,1,0.0327224656939507,0.0388181408019728,1,0,0.5,93.5,0.41666667,82.8,0.08333333,87,0.33333333,0.439137428998947,-0.398531943559647,0.173169538378716,7.31895714998245,-7.97063887119293,17.3169538378716,0.42857143,0.4,0.41666667,1,1,1,0.41666667,0.83333333,0,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,1.32639399277914,NA,80,45.64702,80,NA,NA,NA,80,65.67549,80,80,56.65353,80,80,62.12309,80,-3.77505,-1.58548,92.66,132.42,124.7,NA,NA,NA,104.62,128.68,137.8,126.12,141.92,155.5,112.581666666667,134.508333333333,144.083333333333,NA,0.5,0.41666667,0.08333333,NA,93.3499959309896,82.6599975585937,87.3000030517578,NA,-11.133539835612,2.75596389770508,-10.122389793396,NA,4.09052626291911,3.59866142272949,0.659957826137543,NA,0.444237116724253,-0.401915784925222,0.175375327467918,NA,7.40395194540421,-8.03831569850445,17.5375327467918,0.66666667,0.33333333,0.41666667,1,1,1,0.75,17.14285714,0.08333333,NA,0.5,0.41666667,87.404899597168,NA,93.4940185546875,82.773681640625,-9.68778991699219,NA,-10.9719835917155,3.38029403686523,-1.14954996109009,NA,2.81874847412109,2.02252616882324,0.175375327467918,NA,0.444237116724253,-0.401915784925222,17.5375327467918,NA,7.40395194540421,-8.03831569850445,0.66666667,0.33333333,0.41666667,1,1,1,0.75,3,85.1463470458984,15.6084187825521,0,0,92.6786,0,0,"2024-08-08",0
"Buck Farmer",14814,"2024-08-05","@MIA",18,2024,"CIN","A",33,0,0,0,1,0,0,0,0,0,0,0,1.1,6,1,0,0,0,1,0,0,0,0,2,13.5000032186516,6.75000160932579,6.75000160932579,2,0,0,3,0,0,0,0,0,0,0.33333333,0.16666667,0.16666667,2.65639574118706,0,0.2,1.50000035762795,0.333333333333333,1,2.41647959947582,-2.41647959947582,2.41647959947582,0,56.6028192761514,60.185461366509,3,0,1,0,0,0,3,20.2500048279774,8,13,21,0.03074000030756,-0.0260400027036667,0.0567800030112267,0.759999990463257,0.0756218880414963,0.472000002861023,0.401333332061768,0.504000008106232,0.0339999981224537,1,1,0.0247101560235023,0.0404169628774082,0,0,0.42857143,93.11111111,0.28571429,82.66666667,0.28571429,87,NA,0.263093292713165,0.0148211717605591,0.0175143256783485,2.92325880792406,0.247019529342651,0.291905427972476,0.27272727,0.6,0.42857143,0.66666667,0.83333333,0.77777778,0.47619048,0.83333333,0.0952381,3,0,0,1,1,1,3,1,0,0,0.33333333,0.33333333,0.33333333,1.56220179472324,NA,72.86112,57.81776,73.63531,49.70907,40.2339,58.414,63.30204,50.3442,62.76192,65.72004,54.125,72.48756,69.43052,54.47237,75.89218,-1.08174,2.45448,114.86,135.46,142.56,89.62,85.14,54.12,95.04,82,86.1,109.06,110.4,121.12,103.67619047619,105.986666666667,106.145714285714,0.19047619,0.23809524,0.28571429,0.28571429,93.0250015258789,93.0400024414062,82.5333353678385,86.9666646321615,-7.15171003341675,-10.9621078491211,4.04610729217529,-9.67630958557129,7.98630571365356,3.94065933227539,3.50706926981608,-0.326089481512706,-0.103850781917572,0.366549391299486,0.0140333622694016,0.0161189176142216,-2.5962695479393,7.33098782598972,0.233889371156693,0.268648626903693,0.3,0.54545455,0.42857143,0.66666667,0.83333333,0.77777778,0.52380952,18.6,0.28571429,0.19047619,0.23809524,0.28571429,87.1208699544271,93.1806488037109,93.20078125,82.7023671468099,-9.41900952657064,-6.88411235809326,-10.5907402038574,4.58725833892822,-2.09127235412598,6.62342500686646,2.37351341247559,1.8625446955363,0.0161189176142216,-0.103850781917572,0.366549391299486,0.0140333622694016,0.268648626903693,-2.5962695479393,7.33098782598972,0.233889371156693,0.22222222,0.58333333,0.42857143,1,0.71428571,0.77777778,0.57142857,3,92.7597249348958,-23.038823445638,0,0,104.763,2,0.66666667,"2024-08-05",0
