"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","XX%","wFB","wSL","wFB/C","wSL/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxSI%","pfxSL%","pfxCU%","pfxvSI","pfxvSL","pfxvCU","pfxSI-X","pfxSL-X","pfxCU-X","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwSI","pfxwSL","pfxwCU","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piSI%","piSL%","piXX%","pivFA","pivSI","pivSL","pivXX","piFA-X","piSI-X","piSL-X","piXX-X","piFA-Z","piSI-Z","piSL-Z","piXX-Z","piwFA","piwSI","piwSL","piwXX","piwFA/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Elvis Peguero",21652,"2024-07-29","ATL",23,2024,"MIL","H",27,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,77.697926926735,78.3097583844777,2,0,1,0,0,0,1,9,3,2,5,0.129572004079819,0,0.129572004079819,0.883999943733215,0.0908063724637032,1.43970000743866,1.17519998550415,2.3503999710083,0.878199994564056,1,1,0.075006403028965,0.0149929047506728,1,0,0.6,96,0.4,90,NA,1.09334456920624,-0.096498891711235,36.4448189735413,-4.82494458556175,0,1,0.4,NA,1,1,0.4,NA,0,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,1.37475640048187,NA,NA,NA,38.99749,52.1054,32.29308,20,44.39341,20,27.03992,48.75616,20,1.55184,6.40485,NA,NA,NA,108.2,114.04,128.16,90.18,57.32,60.54,100.992,91.352,101.112,0.6,0.4,NA,96.1333312988281,90,NA,-10.1045697530111,0.919999361038208,NA,2.49683221181234,0.944388806819916,NA,1.11187352612615,-0.0984223820269108,NA,37.0624508708715,-4.92111910134554,NA,0,1,0.4,NA,1,1,0.4,17.66666667,NA,0.6,0.4,NA,NA,96.0134073893229,89.8509979248047,NA,NA,-9.79539998372396,1.67175495624542,NA,NA,1.58453671137492,-0.395253688097,NA,NA,1.11187352612615,-0.0984223820269108,NA,NA,37.0624508708715,-4.92111910134554,NA,0,1,0.4,NA,1,1,0.4,2,90.4167938232422,-16.4940776824951,0,0,96.6235,1,0.5,"2024-07-29",0
"Elvis Peguero",21652,"2024-07-27","MIA",23,2024,"MIL","H",27,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.2,4,2,2,2,1,1,0,0,0,0,0,0,13.500014081612,27.000028163224,0,0,0,2,1,0,0,0,0,0,0,0.25,-0.25,9.17835408401489,13.500014081612,0.666666666666667,4.50000469387067,0.5,0.625,27.1665048122667,-0.166476649042679,9.93449944721724,654.098219649405,653.144550181083,241.863850994261,2,0,0.666666666,0.333333333,0,1,0,0,6,5,11,-0.282705992460251,-0.294654011726379,0.0119479978457093,-2.59500002861023,-0.266563951969147,1.27815008163452,1.31670010089874,2.63340020179749,0.129599988460541,1,1,-0.119914762675762,-0.101268959425731,0,1,0.72727273,96.5,0.27272727,90,NA,-0.700677573680878,-0.702847182750702,-8.75846967101097,-23.4282394250234,0,0.8,0.36363636,NA,1,1,0.45454545,0.25,0,1,2,0,0,0,3,3,0.33333333,0.66666667,0,0,0,1,27.7721218646769,NA,NA,NA,20,51.47129,20,23.37603,55.86993,23.77808,20,51.24855,20,3.35055,9.10292,NA,NA,NA,101.34,36.64,39.14,96.54,74.36,79.18,100.030909090909,46.9272727272727,50.06,0.72727273,0.27272727,NA,96.5250015258789,89.8666687011719,NA,-9.39800834655762,1.65583435694377,NA,2.3301088809967,-1.52638912200928,NA,-0.714710060507059,-0.691451959311962,NA,-8.93387575633824,-23.0483986437321,NA,0,0.8,0.36363636,NA,1,1,0.45454545,17.57142857,NA,0.72727273,0.27272727,NA,NA,96.5714263916016,89.8860982259115,NA,NA,-8.79461574554443,2.26155964533488,NA,NA,1.14003896713257,-2.66974004109701,NA,NA,-0.714710060507059,-0.691451959311962,NA,NA,-8.93387575633824,-23.0483986437321,NA,0,0.8,0.36363636,NA,1,1,0.45454545,3,106.940938313802,8.82396952311198,1,0.33333333,110.551,3,1,"2024-07-27",0
"Elvis Peguero",21652,"2024-07-23","@CHC",23,2024,"MIL","A",27,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,29.7440916753395,66.5170884121943,1,0,0.5,0.5,0,0,1,9,3,9,12,0.0850119963288307,0,0.0850119963288307,0.468999981880188,0.0502679497003555,1.14359998703003,1.50440001487732,1.50440001487732,2.45760011672974,1,1,0.074364922940731,-2.77444753744999e-05,1,0,0.58333333,97.14285714,0.41666667,90.2,NA,0.456481456756592,0.271739602088928,6.52116366795131,5.43479204177856,0.5,0.83333333,0.66666667,0.33333333,0.6,0.5,0.5,1,0.33333333,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,-0.369798744422303,NA,NA,NA,80,52.20767,80,62.04415,67.69657,68.1031,80,60.28949,80,-2.76471,-0.06997,NA,NA,NA,103.88,139.02,134.22,130.4,124.04,139.88,114.93,132.778333333333,136.578333333333,0.58333333,0.41666667,NA,97.1142839704241,90.2200012207031,NA,-9.93434688023159,1.63270015716553,NA,2.55476243155343,-0.74227147102356,NA,0.504078350961208,0.27485691010952,NA,7.20111929944583,5.4971382021904,NA,0.6,0.71428571,0.66666667,0.33333333,0.6,0.5,0.58333333,19.33333333,NA,0.58333333,0.41666667,NA,NA,97.3039376395089,90.4043579101562,NA,NA,-9.35260554722377,2.52754211425781,NA,NA,1.44709123883929,-2.15289611816406,NA,NA,0.504078350961208,0.27485691010952,NA,NA,7.20111929944583,5.4971382021904,NA,0.6,0.71428571,0.66666667,0.33333333,0.6,0.5,0.58333333,2,86.2405700683594,-9.29869174957275,0,0,100.177,1,0.5,"2024-07-23",0
"Elvis Peguero",21652,"2024-07-21","@MIN",23,2024,"MIL","A",27,0,0,0,1,0,0,0,0,0,1,0,1,6,2,0,0,0,1,0,0,0,0,2,18,9,18,2,0,0,1,1,1,0,0,0,0,0.33333333,0.16666667,0.16666667,3.79739574356156,0,0.4,3,0.666666666666667,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,53.7210093010372,90.682812007927,1,0.333333333,0.333333333,0.333333333,0,0,1,9,11,17,28,0.085827998816967,-0.356808006763458,0.442636013031006,0.483999997377396,0.0507337525486946,4.42426681518555,1.67920005321503,1.67920005321503,0.879200041294098,1,1,-0.0465411767363548,0.0659405489718577,1,0,0.28571429,97.5,0.71428571,90.15,NA,-0.786594271659851,0.327210783958435,-9.83242839574814,1.63605391979218,0.3125,0.66666667,0.46428571,0.2,0.75,0.53846154,0.42857143,0.66666667,0.21428571,0,2,1,0,1,2,3,0,0.66666667,0.33333333,0,0.33333333,0.66666667,3.69930996255508,NA,NA,NA,49.42445,45.10125,59.17434,35.77561,74.73316,24.24824,40.85314,73.8885,31.96881,0.69367,5.1176,NA,NA,NA,86.92,102.36,89.7,127.44,57.26,91.18,115.862857142857,70.1457142857143,90.7571428571429,0.28571429,0.71428571,NA,97.3499984741211,90.1549987792969,NA,-9.68003749847412,1.76813087463379,NA,3.48384189605713,-1.31110010147095,NA,-0.799233596771955,0.314665544778109,NA,-9.99041995964944,1.57332772389054,NA,0.29411765,0.72727273,0.46428571,0.2,0.75,0.53846154,0.39285714,20.19047619,NA,0.28571429,0.71428571,NA,NA,97.1241149902344,89.93671875,NA,NA,-9.01076984405518,2.59184150695801,NA,NA,2.52523016929626,-2.32703399658203,NA,NA,-0.799233596771955,0.314665544778109,NA,NA,-9.99041995964944,1.57332772389054,NA,0.3125,0.66666667,0.46428571,0.2,0.75,0.53846154,0.42857143,3,95.780263264974,15.4846076965332,0,0,112.594,1,0.33333333,"2024-07-21",0
"Elvis Peguero",21652,"2024-07-20","@MIN",23,2024,"MIL","A",27,0,0,0,1,0,0,0,0,0,0,1,0.1,3,1,0,0,0,0,0,0,1,0,1,27.000028163224,0,27.000028163224,1,1,0,2,0,0,0,2,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.333333333333333,3.00000312924711,0.5,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-66.1637288868521,-66.6847344309602,2,0,1,0,0,0,0,0,4,9,13,-0.233544021844864,-0.289872020483017,0.0563279874622822,-0.760999977588654,-0.0797693878412247,2.95790004730225,1.76199996471405,3.5239999294281,3.46720004081726,1,1,-0.0621515214443207,-0.0168045007707869,0,1,0.69230769,96.55555556,0.30769231,89.75,NA,0.0396454744040966,0.0913116559386253,0.440505271156629,2.28279139846563,0.44444444,0.5,0.46153846,0.75,1,0.83333333,0.30769231,1,0.07692308,0,2,0,1,0,1,2,0,1,0,0.5,0,0.5,-0.217342140718614,NA,NA,NA,80,47.47529,80,55.81233,65.93253,56.00666,80,52.77126,80,-2.78498,-0.10038,NA,NA,NA,96.88,157.02,148.32,144.54,120.24,145.02,111.544615384615,145.703076923077,147.304615384615,0.69230769,0.30769231,NA,96.4333360460069,89.6999969482422,NA,-9.57591162787543,1.22319734096527,NA,2.24755011664497,-0.805978775024414,NA,0.0391739085316658,0.0917130149900913,NA,0.435265650351842,2.29282537475228,NA,0.42857143,0.5,0.46153846,0.66666667,1,0.83333333,0.46153846,20.9,NA,0.69230769,0.30769231,NA,NA,96.1873236762153,89.4385528564453,NA,NA,-9.10390302870009,2.1786150932312,NA,NA,1.25354512532552,-2.14798951148987,NA,NA,0.0391739085316658,0.0917130149900913,NA,NA,0.435265650351842,2.29282537475228,NA,0.42857143,0.5,0.46153846,0.66666667,1,0.83333333,0.46153846,2,80.5764846801758,-37.0993347167969,0,0,101.586,1,0.5,"2024-07-20",0
"Elvis Peguero",21652,"2024-07-13","WSN",23,2024,"MIL","H",27,0,0,0,1,0,0,0,0,0,1,0,1.1,6,0,0,0,0,2,0,0,0,0,1,6.75000160932579,13.5000032186516,0,0.5,0,0,2,1,0,0,0,0,0,0.16666667,0.33333333,-0.16666667,9.04497908516723,0,0,1.50000035762795,0,1,6.1664804935457,-6.1664804935457,7.30048706858034,0,149.62869695346,178.211035904383,2,0,0.666666666,0.333333333,0,0,0,0,11,14,25,0.0668520331382751,-0.134429961442947,0.201281979680061,0.325999975204468,0.0334874130785465,2.1100001335144,1.85606670379639,1.24940001964569,4.10080003738403,1,1,0.0340332835912704,-0.00234985756848306,1,0,0.28,97.42857143,0.72,90.55555556,NA,0.337528020143509,-0.00754653662443161,4.82182885919298,-0.0419252034690645,0.33333333,0.57142857,0.4,0.33333333,0.75,0.5,0.28,0.66666667,0.2,2,1,0,1,2,0,3,0.66666667,0.33333333,0,0.33333333,0.66666667,0,5.02843123074037,NA,NA,NA,40.12061,42.88569,44.06771,80,69.74681,68.5687,76.2686,69.32967,66.60328,-1.50656,1.81725,NA,NA,NA,86.22,95.4,84.58,108.94,132.14,147.24,102.5784,121.8528,129.6952,0.28,0.72,NA,97.2142857142857,90.6277804904514,NA,-9.68533107212612,2.3221255408393,NA,2.73406764439174,-0.582855860392253,NA,0.322540163993835,-0.0150673277676105,NA,4.60771662848336,-0.0837073764867253,NA,0.35714286,0.45454545,0.4,0.2,0.8,0.5,0.44,19.63157895,NA,0.28,0.72,NA,NA,97.4008963448661,90.7718302408854,NA,NA,-8.82935551234654,3.2884332868788,NA,NA,1.58104937417167,-1.75927861531576,NA,NA,0.322540163993835,-0.0150673277676105,NA,NA,4.60771662848336,-0.0837073764867253,NA,0.35714286,0.45454545,0.4,0.2,0.8,0.5,0.44,3,84.3528594970703,10.4828262329102,0,0,90.2009,0,0,"2024-07-13",0
"Elvis Peguero",21652,"2024-07-11","PIT",23,2024,"MIL","H",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,29.7440916753395,29.9783111930123,2,0,1,0,0,0,0,0,1,6,7,0.0376800000667572,0,0.0376800000667572,0.499000012874603,0.051258347928524,0.501999974250793,0.658399999141693,0.658399999141693,NA,0,1,0.0752746984362602,-0.000214933497043907,0,0,0.57142857,97,0.42857143,91,NA,0.399183750152588,0.27998161315918,9.9795937538147,9.33272043863932,0.66666667,0.5,0.57142857,0,1,0.5,0.57142857,0.66666667,0.28571429,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,-0.217342140718614,NA,NA,NA,80,56.73724,80,45.2349,47.63671,22.16992,75.80827,53.2178,72.26834,-1.47796,1.86015,NA,NA,NA,97.82,135.34,129.9,103.58,96.38,110.98,100.288571428571,118.642857142857,121.791428571429,0.57142857,0.42857143,NA,97.0250015258789,91.0666707356771,NA,-10.5585355758667,0.810862302780151,NA,1.67814242839813,-0.295578857262929,NA,0.403826925903559,0.283515408635139,NA,10.095673147589,9.45051362117131,NA,0.66666667,0.5,0.57142857,0,1,0.5,0.57142857,15.75,NA,0.57142857,0.42857143,NA,NA,97.1876220703125,91.2072347005208,NA,NA,-9.91585731506348,1.67455164591471,NA,NA,0.678655445575714,-1.51261329650879,NA,NA,0.403826925903559,0.283515408635139,NA,NA,10.095673147589,9.45051362117131,NA,1,0.4,0.57142857,0,1,0.5,0.71428571,2,90.0611877441406,-14.5414600372314,0,0,98.2271,1,0.5,"2024-07-11",0
"Elvis Peguero",21652,"2024-07-07","@LAD",23,2024,"MIL","A",27,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,27,0,0,3,1,0,1,0,0,0,1,0,0,0.75,0,0.75,-0.374583415985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-66.1635788274515,-66.6845831899186,1,0,1,0,0,0,2,18,6,13,19,0.0131599996238947,-0.00820000004023314,0.0213600005954504,0.477999985218048,0.0505820102989674,0.247000008821487,0.306000024080276,0.306000024080276,0.0259999986737967,1,1,0.0272520650178194,0.0260272837833611,0,0,0.42105263,97.625,0.57894737,89.72727273,NA,0.3763567507267,-0.0367207266390324,4.70445938408375,-0.333824787627567,0.16666667,0.85714286,0.42105263,1,0.83333333,0.875,0.36842105,0.25,0.05263158,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.91149348492427,NA,NA,NA,52.3867,42.92561,54.54296,80,69.03619,80,75.67744,62.57249,80,-1.46983,1.87235,NA,NA,NA,132.88,96.64,115.04,103.5,154.2,159,115.870526315789,129.964210526316,140.490526315789,0.42105263,0.57894737,NA,97.4625015258789,89.6818181818182,NA,-9.88935852050781,1.04189629988237,NA,2.32917785644531,-1.28606440804221,NA,0.380442440509796,-0.0401340015232563,NA,4.75553050637245,-0.36485455930233,NA,0.1,0.77777778,0.42105263,1,0.85714286,0.875,0.47368421,22,NA,0.42105263,0.57894737,NA,NA,97.4148864746094,89.6274358575994,NA,NA,-9.03653526306152,2.00865450772372,NA,NA,1.1422324180603,-2.47187649119984,NA,NA,0.380442440509796,-0.0401340015232563,NA,NA,4.75553050637245,-0.36485455930233,NA,0.16666667,0.85714286,0.42105263,1,0.83333333,0.875,0.36842105,1,57.8864669799805,-36.5292778015137,0,0,57.8865,0,0,"2024-07-07",0
"Elvis Peguero",21652,"2024-07-05","@LAD",23,2024,"MIL","A",27,0,1,40.5000422448361,1,0,0,0,0,0,0,0,0.2,5,1,3,3,0,2,0,0,0,0,0,0,27.000028163224,13.500014081612,0,0,0,2,0,1,0,0,0,0,0,0.4,-0.4,12.5584090840149,0,0.333333333333333,4.50000469387067,0.333333333333333,0,12.1664891660311,28.3335530788049,12.1664891660311,981.147329474108,293.490410647116,295.801497607635,2,0.333333333,0.666666666,0,0,0,0,0,12,8,20,-0.0284400079399347,-0.101659998297691,0.0732199922204018,-0.264999985694885,-0.0280423257499933,2.91680002212524,1.79799997806549,1.79799997806549,5.37400007247925,1,1,-0.0258381608873606,0.0160877468294188,0,0,0.55,97.72727273,0.45,90.66666667,NA,-0.158364355564117,-0.509270310401917,-1.43967595967379,-5.65855900446574,0.2,0.6,0.3,0.33333333,1,0.66666667,0.25,0.4,0.1,2,1,0,1,2,0,3,0.66666667,0.33333333,0,0.33333333,0.66666667,0,15.2913243284907,NA,NA,NA,20,62.22103,20,22.41005,69.50694,20,20,67.8994,20,2.62283,8.01134,NA,NA,NA,103.3,59.36,74.64,72.42,77.9,69.3,89.404,67.703,72.237,0.55,0.45,NA,97.6818181818182,90.6888902452257,NA,-10.5473043268377,0.796788639492459,NA,2.43630790710449,-0.909810172186957,NA,-0.16258392482996,-0.52313718944788,NA,-1.47803568027236,-5.81263543830978,NA,0.2,0.6,0.3,0.33333333,1,0.66666667,0.25,19.53333333,NA,0.55,0.45,NA,NA,97.647216796875,90.6228976779514,NA,NA,-9.87205019864169,1.81092262268066,NA,NA,1.17085907676003,-2.33205371432834,NA,NA,-0.16258392482996,-0.52313718944788,NA,NA,-1.47803568027236,-5.81263543830978,NA,0.2,0.6,0.3,0.33333333,1,0.66666667,0.25,3,88.9248580932617,-13.0329599380493,0,0,97.4754,1,0.33333333,"2024-07-05",0
"Elvis Peguero",21652,"2024-07-01","@COL",23,2024,"MIL","A",27,0,0,9,1,0,0,0,0,0,0,1,1,5,2,1,1,1,1,0,0,0,0,0,0,9,18,0,0.5,0,2,2,0,0,1,0,0,0,0.2,-0.2,8.77520908401489,9,0.5,3,0.333333333333333,1,19.1664797782898,-10.1664797782898,9.19049659073353,218.032512457265,461.328608937899,223.88448361004,1,0,0.5,0.5,0,0.5,0,0,6,6,12,-0.149580016732216,-0.421743988990784,0.272163957357407,-0.370999991893768,-0.032288946211338,2.12319993972778,2.53640007972717,2.53640007972717,2.37279987335205,1,1,-0.192782998085022,0.122332724451634,0,1,0.58333333,96.42857143,0.41666667,90.2,NA,-1.37801039218903,0.224308684468269,-19.6858627455575,4.48617368936539,0.16666667,0.66666667,0.41666667,0,1,0.8,0.5,0.4,0.08333333,2,0,2,0,0,4,4,0.5,0,0.5,0,0,1,18.4811161289307,NA,NA,NA,28.70789,45.73202,22.52829,38.41075,46.37131,32.01193,32.72414,46.0603,20.82013,1.1987,5.87514,NA,NA,NA,91.64,83.7,72.74,94.04,86.74,87.86,92.64,84.9666666666667,79.04,0.58333333,0.41666667,NA,96.4857177734375,90.1400024414063,NA,-8.14578138078962,0.184397351741791,NA,1.9748511995588,-0.439487552642822,NA,-1.38247672468424,0.229079183191061,NA,-19.7496674954891,4.58158366382122,NA,0.14285714,0.8,0.41666667,0,1,0.8,0.41666667,16.71428571,NA,0.58333333,0.41666667,NA,NA,96.3976614815848,90.02177734375,NA,NA,-8.09299305507115,0.678631401062012,NA,NA,1.63609763554164,-0.832954025268555,NA,NA,-1.38247672468424,0.229079183191061,NA,NA,-19.7496674954891,4.58158366382122,NA,0.16666667,0.66666667,0.41666667,0,1,0.8,0.5,4,98.6836624145508,15.6443023681641,1,0.25,104.038,3,0.75,"2024-07-01",0
"Elvis Peguero",21652,"2024-06-28","CHC",23,2024,"MIL","H",27,0,0,0,1,0,0,0,0,0,1,0,1.1,6,2,0,0,0,1,0,0,0,0,2,13.5000032186516,6.75000160932579,13.5000032186516,2,1,1,1,1,0,0,1,1,1,0.33333333,0.16666667,0.16666667,3.79739574356156,0,0.4,2.25000053644193,0.666666666666667,1,2.41647959947582,-2.41647959947582,3.55048617451045,0,59.7152344200537,87.5895508145396,1,0,0.5,0.5,0,0,0,0,12,17,29,0.0220439918339252,-0.124880038201809,0.146924033761024,0.251999944448471,0.0258859731256962,1.55419993400574,1.43920004367828,1.63960003852844,4.64159965515137,1,1,-0.000672584457788616,0.0148560825725452,0,0,0.65517241,97.21052632,0.34482759,90.1,NA,-0.748637020587921,0.277935892343521,-3.94019484519958,2.77935892343521,0.36842105,0.5,0.4137931,0.57142857,0.8,0.66666667,0.34482759,0.66666667,0.13793103,0,1,2,0,2,1,3,0,0.33333333,0.66666667,0,0.66666667,0.33333333,1.30274453105219,NA,NA,NA,36.262,45.90781,27.43017,43.1369,63.73696,34.23583,40.01561,52.16509,25.72343,0.7457,5.19564,NA,NA,NA,103.1,81.3,85.12,126.54,83.02,110.16,111.18275862069,81.8931034482759,93.7544827586207,0.65517241,0.34482759,NA,97.0789473684211,90.0400024414062,NA,-9.85184438605058,1.19631156921387,NA,2.28122671026933,-1.3976692199707,NA,-0.76529772952199,0.280729670077562,NA,-4.02788278695784,2.80729670077562,NA,0.375,0.46153846,0.4137931,0.5,0.83333333,0.66666667,0.44827586,19.27272727,NA,0.65517241,0.34482759,NA,NA,97.1636127672697,90.0921203613281,NA,NA,-9.49844922517475,1.73431758880615,NA,NA,1.16417352776778,-2.62319450378418,NA,NA,-0.76529772952199,0.280729670077562,NA,NA,-4.02788278695784,2.80729670077562,NA,0.35294118,0.5,0.4137931,0.5,0.83333333,0.66666667,0.4137931,3,96.4603042602539,-1.01143455505371,0,0,101.036,1,0.33333333,"2024-06-28",0
"Elvis Peguero",21652,"2024-06-25","TEX",23,2024,"MIL","H",27,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.25,0,0.25,2.72685408401489,0,0,0,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,101.674844552433,139.014259199392,1,0,0.5,0.5,0,0,0,0,2,10,12,0.0734259933233261,-0.0494340471923351,0.122860044240952,0.498999983072281,0.0512583442032337,1.4404000043869,1.49779999256134,1.49779999256134,NA,0,1,0.025703826919198,0.0252722860353277,1,0,0.33333333,97.25,0.66666667,89.875,NA,0.235727906227112,0.149039894342422,5.8931976556778,1.86299867928028,0.75,0.75,0.75,0.33333333,0.66666667,0.44444444,0.33333333,1,0.41666667,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,2.89488352598524,NA,NA,NA,76.11862,56.82222,72.50123,35.32612,65.93934,20,52.33847,68.66733,36.41451,-0.01987,4.04729,NA,NA,NA,110.5,119,121.66,130.42,73.66,92.34,123.78,88.7733333333333,102.113333333333,0.33333333,0.66666667,NA,97.1999969482422,89.7374954223633,NA,-9.83398818969727,1.74069893360138,NA,2.59520864486694,-1.42167520523071,NA,0.238694466650486,0.146829914301634,NA,5.96736166626215,1.83537392877042,NA,0.75,0.75,0.75,0.33333333,0.66666667,0.44444444,0.33333333,18.625,NA,0.33333333,0.66666667,NA,NA,97.1727981567383,89.6874237060547,NA,NA,-9.51468467712402,2.27856492996216,NA,NA,1.45895302295685,-2.66306757926941,NA,NA,0.238694466650486,0.146829914301634,NA,NA,5.96736166626215,1.83537392877042,NA,0.75,0.75,0.75,0.33333333,0.66666667,0.44444444,0.33333333,2,82.1833953857422,16.513557434082,0,0,83.0765,0,0,"2024-06-25",0
"Elvis Peguero",21652,"2024-06-24","TEX",23,2024,"MIL","H",27,1,0,9,1,0,0,0,0,0,0,0,1,5,2,1,1,1,0,0,0,0,0,1,9,0,18,1,0,0,3,1,0,0,0,0,0,0.2,0,0.2,2.00296908401489,9,0.4,2,0.333333333333333,1,14.1664797782898,-5.16647977828979,2.67848818451166,218.032512457265,341.44402080941,66.5170884121943,3,0,0.75,0.25,0,1,5,45,3,11,14,-0.08296799659729,-0.152223974466324,0.0692559853196144,-0.501000046730042,-0.0514637939631939,0.826799988746643,0.969000041484833,0.969000041484833,0.918600022792816,1,1,-0.112103074789047,0.0117547466243816,0,1,0.57142857,97,0.42857143,90.16666667,NA,-0.950425446033478,-0.244768306612968,-11.8803180754185,-4.07947177688281,0.25,0.7,0.57142857,0,0.85714286,0.75,0.71428571,0.8,0.14285714,1,2,1,1,0,3,4,0.25,0.5,0.25,0.25,0,0.75,10.2799709439484,NA,NA,NA,71.06538,51.78577,74.04081,45.87396,60.21972,44.34534,66.46834,56.68072,70.47498,-0.89771,2.73053,NA,NA,NA,99.58,107,105.84,107.9,102.2,113.06,103.145714285714,104.942857142857,108.934285714286,0.57142857,0.42857143,NA,96.8375015258789,90.0999959309896,NA,-9.46289825439453,2.04856729507446,NA,2.75081968307495,-2.14408191045125,NA,-0.946020536124706,-0.249515321105719,NA,-11.8252567015588,-4.15858868509531,NA,0.33333333,0.63636364,0.57142857,0,0.85714286,0.75,0.78571429,17.77777778,NA,0.57142857,0.42857143,NA,NA,96.6640243530273,89.8859659830729,NA,NA,-9.08181762695312,2.6118532816569,NA,NA,1.57391560077667,-3.51094500223796,NA,NA,-0.946020536124706,-0.249515321105719,NA,NA,-11.8252567015588,-4.15858868509531,NA,0.25,0.7,0.57142857,0,0.85714286,0.75,0.71428571,4,96.4253005981445,-14.75022315979,1,0.25,106.869,3,0.75,"2024-06-24",0
