"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","CT%","CTv","CH%","CHv","XX%","wFB","wCT","wCH","wFB/C","wCT/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxCH%","pfxvFA","pfxvFC","pfxvSI","pfxvCH","pfxFA-X","pfxFC-X","pfxSI-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSI","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piFC%","piSI%","piSL%","pivCH","pivFA","pivFC","pivSI","pivSL","piCH-X","piFA-X","piFC-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwFC","piwSI","piwSL","piwCH/C","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Huascar Brazoban",6107,"2024-08-22","@SDP",25,2024,"NYM","A",34,0,0,18,1,0,0,0,0,0,0,0,1,7,2,2,2,0,2,0,0,0,0,0,0,18,18,0,0,0,2,2,1,0,0,0,0,0,0.28571429,-0.28571429,10.5686066185431,0,0.4,4,0.4,0.5,9.16647977828979,8.83352022171021,12.1904965907335,454.149698062268,224.672405185716,296.381654397238,1,0.2,0.4,0.4,0,0,0,0,16,20,36,0.000988000188954175,-0.00924200005829334,0.0102300001308322,-1.54299998283386,-0.168357878923416,0.0873777791857719,0.0221999995410442,0.0221999995410442,NA,0,1,-0.0764810144901276,0.0877882392578069,0,0,0.72222222,96.88461538,NA,NA,0.27777778,90.6,NA,-0.517779588699341,NA,-0.326246708631516,-1.99145995653593,NA,-3.26246708631516,0.2,0.6875,0.41666667,0.5,1,0.86666667,0.44444444,0.42857143,0.05555556,3,2,0,2,1,2,5,0.6,0.4,0,0.4,0.2,0.4,8.08800029022717,58.35044,74.22333,58.35515,23.14403,47.91612,20,20,71.12494,20,NA,NA,NA,20,59.65501,20,2.12786,7.26888,107.02,111.26,135.64,77.56,79.36,62.94,108.44,33.16,45.88,NA,NA,NA,93.4633333333333,76.6711111111111,78.8694444444445,0.47222222,NA,0.25,0.27777778,97.1529397403493,NA,96.2555541992188,90.65,-6.58098647173713,NA,-11.0662384033203,-9.43844909667969,8.56664500517004,NA,4.81083297729492,1.62176189422607,-0.431653682142496,NA,-0.102431546896696,-0.332056473940611,-2.53913930672057,NA,-1.13812829885218,-3.32056473940611,0.15789474,0.70588235,0.41666667,0.33333333,1,0.86666667,0.47222222,17.17857143,0.27777778,0.47222222,NA,0.25,NA,90.7195922851563,97.2456198299632,NA,96.3379245334201,NA,-8.87774429321289,-5.93068291159237,NA,-10.4850913153754,NA,0.301657819747925,7.4730951645795,NA,3.46263101365831,NA,-0.332056473940611,-0.431653682142496,NA,-0.102431546896696,NA,-3.32056473940611,-2.53913930672057,NA,-1.13812829885218,NA,0.15789474,0.70588235,0.41666667,0.33333333,1,0.86666667,0.47222222,5,86.8130310058594,19.4749069213867,1,0.2,102.492,2,0.4,"2024-08-22",0
"Huascar Brazoban",6107,"2024-08-20","BAL",25,2024,"NYM","H",34,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,0,1,1,0,0,0,0,0.25,0.25,0,6.49179158401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,103.103404788804,139.014259199392,0,0.5,0,0.5,0,0,4,36,10,11,21,0.00143000029493123,-0.000352000002749264,0.0017820002976805,0.458999991416931,0.0499184317886829,0.0187999997287989,0.0225999988615513,0.0225999988615513,0.260399997234344,1,1,0.0462495721876621,0.0298142743846695,0,0,0.52380952,96.90909091,0.14285714,91,0.33333333,90.71428571,NA,0.275421291589737,-0.000688102096319199,0.218915477395058,2.50382992354306,-0.0229367365439733,3.12736396278654,0.33333333,0.5,0.38095238,0.6,1,0.75,0.28571429,0.75,0.0952381,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,7.2776448253856,79.11101,80,66.68109,46.873,47.06984,46.84879,20,64.03155,25.95449,43.69037,43.63369,43.63334,50.55766,65.76648,47.92418,0.09077,4.21325,133.32,112.3,150.42,102.46,106.54,89.12,107.94,21.94,46.18,84.3,83.12,79.68,111.457142857143,84.9714285714286,97.9809523809524,0.28571429,0.14285714,0.23809524,0.33333333,97.5166625976562,91.2333374023438,96.0200012207031,90.7857142857143,-5.8520253499349,-1.5620018641154,-10.4125389099121,-10.6989266531808,8.37649536132812,6.40709177652995,5.00755844116211,1.04994378771101,0.190443225204945,-0.00177522748708725,0.0853993482887745,0.220897395163774,3.17405375341574,-0.059174249569575,1.70798696577549,3.15567707376821,0.16666667,0.66666667,0.38095238,0.5,0.83333333,0.75,0.42857143,16.94117647,0.33333333,0.28571429,0.14285714,0.23809524,NA,91.2073451450893,97.9642028808594,91.6724039713542,96.457958984375,NA,-10.2270246233259,-5.4016850789388,-0.909727652867635,-9.9413818359375,NA,-0.320687328066145,7.438658396403,5.29419676462809,3.75496788024902,NA,0.220897395163774,0.190443225204945,-0.00177522748708725,0.0853993482887745,NA,3.15567707376821,3.17405375341574,-0.059174249569575,1.70798696577549,NA,0.16666667,0.66666667,0.38095238,0.5,0.83333333,0.75,0.42857143,2,69.8069000244141,20.1169204711914,0,0,74.5415,0,0,"2024-08-20",0
"Huascar Brazoban",6107,"2024-08-18","MIA",25,2024,"NYM","H",34,0,0,13.500014081612,1,0,0,0,0,0,0,1,0.2,5,3,1,1,0,0,0,0,1,0,0,0,0,40.5000422448361,0,0.666666666,0,3,1,1,0,2,0,0,0,0,0,4.32832908401489,0,0.6,4.50000469387067,0.6,0.66666667,3.1664797782898,10.3335343033222,5.43449475334657,340.612628833359,78.7896047094219,133.117981382682,3,0.2,0.6,0.2,0,0,0,0,4,9,13,-0.209298014640808,-0.3123439848423,0.103045970201492,-1.01199996471405,-0.110059812664986,2.24853324890137,1.73000001907349,1.73000001907349,3.2195999622345,1,1,-0.0833127424120903,-0.00976927660767339,0,1,0.53846154,97.71428571,0.15384615,91,0.30769231,91.75,NA,-0.598910748958588,0.284230947494507,-0.615270435810089,-8.55586784226554,14.2115473747253,-15.3817608952522,0.375,0.8,0.53846154,1,1,1,0.38461538,0.8,0,1,4,0,3,2,0,5,0.2,0.8,0,0.6,0.4,0,3.68366165936627,20,65.69224,20,80,61.63239,80,80,80,74.79626,20.42246,60.54378,27.38423,54.37753,68.99162,50.69991,-0.14655,3.85727,131.62,30.68,55.14,98.86,118.5,123.24,117.52,125.66,143.32,98.76,91.72,107.48,113.230769230769,89.0107692307692,104.495384615385,0.30769231,0.15384615,0.23076923,0.30769231,98.0999984741211,90.9499969482422,97.0999959309896,91.9000015258789,-6.05372285842896,-1.49416947364807,-10.6133187611898,-9.37271308898926,8.87735939025879,4.37033939361572,5.3506457010905,1.17921137809753,0.333120945841074,0.287813194096088,-0.942419737577438,-0.624639861285686,8.32802364602685,14.3906597048044,-31.4139912525813,-15.6159965321422,0.42857143,0.66666667,0.53846154,1,1,1,0.46153846,22.375,0.30769231,0.30769231,0.15384615,0.23076923,NA,92.153678894043,98.3530044555664,91.2121505737305,97.3623352050781,NA,-8.73715972900391,-5.54659748077393,-0.908447980880737,-10.5028998057048,NA,-0.351817637681961,7.93017482757568,3.33385491371155,4.26690324147542,NA,-0.624639861285686,0.333120945841074,0.287813194096088,-0.942419737577438,NA,-15.6159965321422,8.32802364602685,14.3906597048044,-31.4139912525813,NA,0.42857143,0.66666667,0.53846154,1,1,1,0.46153846,5,58.5208129882812,16.5736663818359,0,0,85.1598,0,0,"2024-08-18",0
"Huascar Brazoban",6107,"2024-08-15","OAK",25,2024,"NYM","H",34,0,0,9,1,0,0,0,0,0,0,0,1,6,1,1,1,0,2,0,0,1,0,1,9,18,9,0.5,0,0,0,1,2,0,0,0,0,0.16666667,0.33333333,-0.16666667,9.29281241806656,0,0.25,3,0.333333333333333,0.66666667,7.1664797782898,1.8335202217102,8.67848818451166,227.074849031134,176.044805026951,211.511429986591,0,0.666666666,0,0.333333333,0,0,0,0,13,14,27,-0.0501759946346283,-0.22188600897789,0.171710014343262,-0.541000008583069,-0.0588363297283649,1.92957150936127,1.11520004272461,1.11520004272461,1.45740008354187,1,1,-0.0437631867825985,0.0177594888676984,0,0,0.44444444,96.33333333,0.18518519,90.2,0.37037037,90.3,NA,-0.428111493587494,-0.165275260806084,0.30915641784668,-3.56759577989578,-3.30550521612167,3.0915641784668,0.29411765,0.7,0.44444444,0,0.85714286,0.5,0.37037037,0.16666667,0.22222222,1,2,0,1,2,0,3,0.33333333,0.66666667,0,0.33333333,0.66666667,0,13.6482848668409,46.46354,64.0484,39.59705,80,62.95745,80,25.81006,69.43444,20,20,50.50687,20,29.42658,65.7387,20,1.40356,6.18243,101.32,80.18,94.34,82.86,175.46,173.32,111.06,53.68,68.32,87.98,-38.38,-30.98,100.045185185185,59.9777777777778,71.2348148148148,0.11111111,0.18518519,0.33333333,0.37037037,95.8666687011719,90,96.4666680230035,90.3200012207031,-5.68886057535807,-0.455837774276733,-10.5517840915256,-8.87219619750977,9.10730743408203,5.00120697021484,4.62081231011285,1.28007097244263,-0.431321062147617,-0.170656979084015,-0.00536947324872017,0.309107098728418,-14.3773687382539,-3.4131395816803,-0.0596608138746685,3.09107098728418,0.25,0.72727273,0.44444444,0,0.75,0.5,0.40740741,15.95238095,0.37037037,0.11111111,0.18518519,0.33333333,NA,90.2992553710938,95.8585713704427,89.9593994140625,96.4302029079861,NA,-8.64810791015625,-5.28650347391764,0.0373961687088013,-10.5219768948025,NA,-0.0385654926300049,8.27389335632324,3.95504989624023,3.39289220174154,NA,0.309107098728418,-0.431321062147617,-0.170656979084015,-0.00536947324872017,NA,3.09107098728418,-14.3773687382539,-3.4131395816803,-0.0596608138746685,NA,0.26666667,0.66666667,0.44444444,0,0.75,0.5,0.44444444,3,72.445317586263,27.3837916056315,0,0,79.7445,0,0,"2024-08-15",0
"Huascar Brazoban",6107,"2024-08-14","OAK",25,2024,"NYM","H",34,0,0,0,1,0,0,0,0,0,1,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,78.7896047094219,78.3097583844777,1,0,1,0,0,0,6,81.0000844896721,1,4,5,0.072473980486393,0,0.072473980486393,0.488999992609024,0.0531810745596886,1.76300001144409,0.881500005722046,1.76300001144409,0.0225999988615513,1,1,0.0411083251237869,1.60108290514493e-09,1,0,0.6,95.66666667,NA,NA,0.4,89,NA,0.727466344833374,NA,0.0572940893471241,24.2488781611125,NA,2.8647044673562,0,0.75,0.6,NA,1,1,0.8,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1.32001229239029,55.86797,32.48626,74.9668,20,34.46988,33.83737,45.08581,61.46616,43.71774,NA,NA,NA,40.5094,41.17299,58.32941,0.71503,5.14964,106.52,84.74,82.56,92.5,22.84,-39.92,108.98,93.36,103.54,NA,NA,NA,104.7,75.808,66.456,0.2,NA,0.4,0.4,96.9000015258789,NA,95.0500030517578,89.0500030517578,-5.85420703887939,NA,-10.8228130340576,-7.17350482940674,7.37477970123291,NA,4.56577777862549,3.00393056869507,0.725620031356812,NA,0.0151214338839054,0.057969942688942,72.5620031356812,NA,0.756071694195271,2.8984971344471,0,0.75,0.6,NA,1,1,0.8,19.25,0.4,0.2,NA,0.4,NA,89.0674514770508,97.0099029541016,NA,95.126350402832,NA,-6.94587993621826,-5.57756996154785,NA,-10.449649810791,NA,1.84547996520996,6.21723985671997,NA,3.28538513183594,NA,0.057969942688942,0.725620031356812,NA,0.0151214338839054,NA,2.8984971344471,72.5620031356812,NA,0.756071694195271,NA,0,0.75,0.6,NA,1,1,0.8,1,96.7721633911133,-2.62875509262085,0,0,96.7722,1,1,"2024-08-14",0
"Huascar Brazoban",6107,"2024-08-10","@SEA",25,2024,"NYM","A",34,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,3,13.5,0,0,3,0,0,1,1,1,0,0,0,0,0.5,0,0.5,0.562229084014893,0,0,0,0,1,0.166479778289795,-0.166479778289795,0.922483981400728,0,5.84820447127473,24.0819762068706,1,0.333333333,0.333333333,0.333333333,0,0,0,0,6,17,23,0.0351279824972153,0,0.0351279824972153,0.860000014305115,0.097671777009964,0.241266667842865,0.328299999237061,0.34960001707077,0.249599993228912,1,1,0.145919606089592,-0.000321447789109974,0,0,0.43478261,96.9,0.2173913,90.8,0.34782609,90.625,NA,0.454152405261993,0.253304302692413,0.775914967060089,4.54152405261993,5.06608605384827,9.69893708825111,0.57142857,0.33333333,0.47826087,0.25,1,0.45454545,0.39130435,0.5,0.26086957,3,0,0,0,2,1,3,1,0,0,0,0.66666667,0.33333333,0.600075212575103,80,58.26193,80,80,66.1016,80,29.06478,74.28729,20,39.93527,55.14593,46.10969,62.47565,65.12947,58.7915,-0.64966,3.1026,120.7,135.9,153.58,94.44,101.68,89.42,117.38,68.3,89.92,102.24,79.44,82.42,112.251304347826,98.5886956521739,110.366956521739,0.13043478,0.2173913,0.30434783,0.34782609,97.2999979654948,90.9400024414062,96.7999965122768,90.6500015258789,-4.58965682983398,-1.10304698944092,-10.148554120745,-7.99823760986328,8.98512776692708,4.75914535522461,4.20914459228516,0.979723930358887,0.274306073784828,0.278316486626863,0.184985183179379,0.809817861765623,9.14353579282761,5.56632973253727,2.64264547399112,10.1227232720703,0.53846154,0.4,0.47826087,0.14285714,1,0.45454545,0.43478261,14.47058824,0.34782609,0.13043478,0.17391304,0.30434783,0.04347826,90.5226516723633,97.1790364583333,91.4919738769531,96.6650390625,88.1122970581055,-7.62747001647949,-4.02500979105632,0.0409915149211884,-9.90880911690848,-1.90508997440338,-0.431203007698059,7.9048900604248,4.41584253311157,2.78638131277902,-0.534874022006989,0.809817861765623,0.274306073784828,0.114591885358095,0.184985183179379,0.163724601268768,10.1227232720703,9.14353579282761,2.86479713395238,2.64264547399112,16.3724601268768,0.53846154,0.4,0.47826087,0.14285714,1,0.45454545,0.43478261,3,80.3097941080729,18.4004592895508,0,0,97.0449,1,0.33333333,"2024-08-10",0
"Huascar Brazoban",6107,"2024-08-06","@COL",25,2024,"NYM","A",34,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,4.5,0,0,1,0,0,3,2,0,0,0,0,0,0.16666667,0,0.16666667,3.32597909380756,0,0,0,0,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,54.4758046300395,90.682812007927,1.5,0,0.6,0.4,0,0,0,0,9,19,28,0.0715920180082321,0,0.0715920180082321,1.25800001621246,0.109486505389214,0.435000002384186,0.554399967193604,0.602799952030182,0.312800019979477,1,1,0.164590463042259,-1.1112201237673e-05,1,0,0.64285714,97.05555556,0.17857143,89.4,0.17857143,91.8,NA,0.753136038780212,0.380877137184143,0.268201649188995,4.18408910433451,7.61754274368286,5.36403298377991,0.5,1,0.64285714,0.7,0.875,0.77777778,0.28571429,0.5,0.14285714,1,3,1,1,2,2,5,0.2,0.6,0.2,0.2,0.4,0.4,0.358843677773741,71.06987,47.32646,62.93474,43.72388,46.90178,50.35288,80,58.8584,80,NA,NA,NA,50.26851,48.11965,51.9599,0.10873,4.24019,120.86,105.48,123.94,87.92,111.38,93.16,92.98,96.66,97.42,NA,NA,NA,101.057037037037,106.468888888889,105.348888888889,0.57142857,NA,0.07142857,0.35714286,97.0687484741211,NA,96.6499938964844,90.4400024414062,-4.60913324356079,NA,-8.66099834442139,-6.85550231933594,5.88654136657715,NA,3.90437269210815,2.15764198303223,0.463984373956919,NA,0.29811055958271,0.699084181338549,2.89990233723074,NA,14.9055279791355,6.99084181338549,0.46666667,0.84615385,0.64285714,0.57142857,0.90909091,0.77777778,0.46428571,17.86363636,0.35714286,0.5,NA,0.14285714,NA,90.1455017089844,96.6460222516741,NA,97.0464477539062,NA,-7.23260345458984,-4.46123858860561,NA,-8.0599479675293,NA,1.32812461853027,5.82476643153599,NA,3.46673250198364,NA,0.699084181338549,0.459668710827827,NA,0.302426222711802,NA,6.99084181338549,3.28334793448448,NA,7.56065556779504,NA,0.4375,0.91666667,0.64285714,0.57142857,0.90909091,0.77777778,0.42857143,5,79.9279663085938,21.3366317749023,0,0,97.7467,1,0.2,"2024-08-06",0
"Huascar Brazoban",6107,"2024-08-03","@LAA",25,2024,"NYM","A",34,0,1,40.5000422448361,1,0,0,0,0,0,0,1,0.2,6,3,3,3,1,1,0,0,0,0,2,27.000028163224,13.500014081612,40.5000422448361,2,1,0,1,1,1,0,1,0,0,0.33333333,0.16666667,0.16666667,3.79739574356156,13.500014081612,0.6,6.00000625849423,1,0.38461538,21.1664985537725,19.3335436910636,3.93449318872301,1021.83788650008,516.438462641637,96.8693581788228,1,0.333333333,0.333333333,0.333333333,0,1,0,0,16,20,36,-0.548775970935822,-0.614817976951599,0.0660419911146164,-2.72399997711182,-0.276407927274704,1.31560003757477,1.54699993133545,1.54699993133545,0.736999988555908,1,1,-0.227137073874474,-0.189992718814996,0,1,0.47222222,96.82352941,0.19444444,90.14285714,0.33333333,91.16666667,NA,-0.424084812402725,-1.79511630535126,0.0882702991366386,-2.49461654354544,-25.6445186478751,0.735585826138655,0.24,0.72727273,0.38888889,0.83333333,0.625,0.71428571,0.30555556,0.5,0.11111111,2,1,0,1,1,1,3,0.66666667,0.33333333,0,0.33333333,0.33333333,0.33333333,15.0583646631853,63.9755,48.49248,60.45267,80,66.52351,80,43.53031,59.14291,33.35042,64.55295,52.43069,76.80647,64.49794,56.22079,64.23572,-0.77529,2.91416,95.48,111.2,122.64,69.12,167.46,145.36,105.04,111.6,122.82,90.5,129.92,125.1,93.0394444444444,124.338888888889,126.96,0.16666667,0.19444444,0.30555556,0.33333333,96.8666687011719,90.2428588867188,96.6363636363636,91.0083312988281,-4.65525817871094,-0.658569812774658,-9.41306304931641,-7.54497655232747,8.09146817525228,4.80649839128767,4.2760800448331,1.29657014211019,0.114029947668314,-1.80130777880549,-0.546887759119272,0.0851647295057774,1.90049912780523,-25.7329682686499,-4.97170690108429,0.709706079214811,0.16666667,0.61111111,0.38888889,0.66666667,0.72727273,0.71428571,0.5,19.24137931,0.33333333,0.16666667,0.19444444,0.30555556,NA,91.018788655599,96.8854166666667,90.2569405691964,96.6623313210227,NA,-7.46718152364095,-4.39849662780762,-0.424957411629813,-9.17271076549183,NA,-0.122481435537338,6.97109858194987,3.60058130536761,2.93901339444247,NA,0.0851647295057774,0.114029947668314,-1.80130777880549,-0.546887759119272,NA,0.709706079214811,1.90049912780523,-25.7329682686499,-4.97170690108429,NA,0.16666667,0.61111111,0.38888889,0.66666667,0.72727273,0.71428571,0.5,3,81.6688995361328,-1.58194414774577,1,0.33333333,109.249,1,0.33333333,"2024-08-03",0
"Huascar Brazoban",6107,"2024-07-31","MIN",25,2024,"NYM","H",34,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,18,9,0,2,0,0,1,0,0,0,0,0,0,0.5,0.25,0.25,3.84572908401489,0,0,1,0,1,2.1664797782898,-2.1664797782898,2.1664797782898,0,54.4758046300395,54.144034788745,1,0,1,0,0,0,1,9,6,13,19,0.00045200006570667,-0.000100000062957406,0.000552000128664076,0.458999991416931,0.0499184317886829,0.00999999977648258,0.00999999977648258,0.00999999977648258,NA,0,1,0.0452000051736832,2.40728276201807e-09,0,0,0.42105263,97.625,0.31578947,90.33333333,0.26315789,91.2,NA,0.275331437587738,-0.0695540457963943,0.213689208030701,3.44164296984673,-1.15923409660657,4.27378416061401,0.3,0.77777778,0.52631579,0.66666667,0.85714286,0.8,0.47368421,0.75,0.10526316,1,0,0,0,1,0,1,1,0,0,0,1,0,1.46432423324173,80,57.29972,80,70.11207,50.43742,80,20,74.68751,20,44.80999,62.47085,45.14488,63.31417,57.50028,69.61517,-0.70175,3.02447,116.7,120.18,124.54,97.56,108.06,93.9,111.48,-30.46,-5.06,92.76,59.86,58.66,101.813684210526,88.7378947368421,85.6263157894737,0.36842105,0.31578947,0.05263158,0.26315789,97.8571428571429,90.1333312988281,95.4000015258789,91.1799987792969,-4.92450223650251,-0.524280309677124,-9.25307273864746,-7.65093688964844,8.20689337594169,3.813232421875,2.09059810638428,0.633645486831665,0.32635048404336,-0.0740548856556416,-0.0483221560716629,0.215853430330753,4.662149772048,-1.23424809426069,-4.83221560716629,4.31706860661507,0.28571429,0.66666667,0.52631579,0.5,0.875,0.8,0.63157895,18,0.26315789,0.36842105,0.26315789,0.05263158,0.05263158,91.1512573242187,97.844473702567,90.7377380371094,95.3868026733398,86.8477020263672,-7.61616973876953,-4.73779133387974,-0.1522292137146,-9.37895965576172,-0.983237028121948,-0.384592580795288,7.44333975655692,3.58545188903809,1.52399003505707,-0.0338730998337269,0.215853430330753,0.32635048404336,-0.194656249135733,-0.0483221560716629,0.120601363480091,4.31706860661507,4.662149772048,-3.89312498271465,-4.83221560716629,12.0601363480091,0.28571429,0.66666667,0.52631579,0.5,0.875,0.8,0.63157895,1,74.3919906616211,4.15337038040161,0,0,74.392,0,0,"2024-07-31",0
"Huascar Brazoban",6107,"2024-07-27","@MIL",20,2024,"MIA","A",34,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.3471082248025,-18.3531359984531,1,0,1,0,0,0,0,0,4,9,13,0.0277960002422333,0,0.0277960002422333,0.499000012874603,0.051258347928524,0.365466684103012,0.598200023174286,0.598200023174286,0.43860000371933,1,1,0.0763289704918861,-0.000272789583208366,0,0,0.38461538,96.2,0.38461538,89.8,0.23076923,90.66666667,NA,0.115586347877979,0.0992253571748734,0.507263362407684,2.31172695755959,1.98450714349747,16.9087787469228,0.2,0.375,0.30769231,1,0.66666667,0.75,0.61538462,0.66666667,0.07692308,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.6322213160051,38.26251,53.3256,44.23471,58.38,55.02528,58.27118,39.99499,61.57259,22.05375,20.19975,45.79539,28.22459,36.81305,53.42247,34.45115,0.94467,5.4941,108.2,82.98,100.12,82.16,76.02,55.24,99.56,83,87.1,112.76,102.74,109.5,102.615384615385,88.9769230769231,91.3676923076923,0.23076923,0.38461538,0.15384615,0.23076923,96.1666666666667,89.7400024414062,96.4000015258789,90.6333312988281,-5.27773729960124,-2.1626371383667,-9.98385810852051,-9.39712778727213,8.20735422770182,3.3962890625,4.82179832458496,0.949684619903564,0.124917026609182,0.100234713405371,-0.00859971717000008,0.513913527131081,4.16390088697275,2.00469426810741,-0.429985858500004,17.1304509043694,0.2,0.375,0.30769231,1,0.66666667,0.75,0.61538462,16.3,0.23076923,0.23076923,0.15384615,0.15384615,0.23076923,90.6844278971354,96.233896891276,91.1309051513672,96.4731979370117,88.8927307128906,-9.19855626424154,-4.90056355794271,-0.923413515090942,-10.1110095977783,-2.24832820892334,-0.238863527774811,7.48623339335124,5.05235481262207,3.68913006782532,-0.129747887452443,0.513913527131081,0.124917026609182,0.104586027562618,-0.00859971717000008,-0.00435131415724754,17.1304509043694,4.16390088697275,5.22930137813091,-0.429985858500004,-0.145043805241585,0.2,0.375,0.30769231,1,0.66666667,0.75,0.61538462,1,80.0032501220703,-42.5539932250977,0,0,80.0033,0,0,"2024-07-27",0
"Huascar Brazoban",6107,"2024-07-26","@MIL",20,2024,"MIA","A",34,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,29.9684653293782,29.9783111930123,2,0,1,0,0,0,1,9,6,9,15,0.0509460009634495,0,0.0509460009634495,0.499000012874603,0.051258347928524,0.66839998960495,1.04779994487762,1.04779994487762,0.43860000371933,1,1,0.076530747115612,-0.000309918636005796,0,0,0.57142857,95.875,0.28571429,90.5,0.14285714,91,0.06666667,0.156998664140701,0.455000013113022,0.102289795875549,1.96248330175877,11.3750003278255,5.11448979377747,0.28571429,0.57142857,0.42857143,1,0.5,0.66666667,0.5,0.33333333,0.13333333,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,-0.222353379893029,44.23668,58.10779,53.66135,20,48.67928,20,20,48.19502,20,80,45.97772,80,40.50206,48.08834,49.96895,0.71548,5.15031,131.58,82.12,93.56,87.34,73.26,57.14,86.9,61.58,58.06,69.82,222.16,231.34,88.5285714285714,113.731428571429,112.377142857143,0.28571429,0.28571429,0.28571429,0.14285714,96,90.5750045776367,95.9250030517578,90.8000030517578,-5.75790309906006,-0.637967884540558,-8.9097146987915,-8.80791854858398,8.04596138000488,4.45760726928711,4.22559452056885,0.656773149967194,0.296492103487253,0.462441757321358,-0.139561977237463,0.103569999337196,7.41230258718133,11.5610439330339,-3.48904943093657,5.17849996685982,0.16666667,0.625,0.42857143,1,0.6,0.66666667,0.57142857,15.33333333,0.14285714,0.28571429,0.28571429,0.28571429,NA,90.9223022460938,96.1124267578125,90.6730728149414,96.0505752563477,NA,-8.84957504272461,-5.66155242919922,-0.205286681652069,-8.94198036193848,NA,-0.71038544178009,7.22435474395752,3.36454510688782,3.36672258377075,NA,0.103569999337196,0.293296121060848,0.462441757321358,-0.139561977237463,NA,5.17849996685982,7.33240302652121,11.5610439330339,-3.48904943093657,NA,0.33333333,0.5,0.42857143,0.5,0.75,0.66666667,0.57142857,2,83.8484802246094,-28.8466377258301,0,0,101.453,1,0.5,"2024-07-26",0
