"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","wFB","wSL","wCT","wFB/C","wSL/C","wCT/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piSL%","pivFA","pivFC","pivSL","piFA-X","piFC-X","piSL-X","piFA-Z","piFC-Z","piSL-Z","piwFA","piwFC","piwSL","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Hunter Stratton",23455,"2024-08-24","CIN",27,2024,"PIT","H",27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,78.1955776252467,78.3097583844777,0,0,0,0,0,0,0,0,1,3,4,-0.0358080007135868,-0.0358080007135868,0,-0.846000015735626,-0.0843049362301826,0.601399958133698,0.300699979066849,0.601399958133698,0.111400000751019,1,1,-0.0595410764217377,2.55539610305444e-10,0,0,0.25,94,0.75,83,NA,NA,0.054188709706068,0.0182156562805176,NA,5.4188709706068,0.607188542683919,NA,0.66666667,0,0.5,1,NA,1,0.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.165,119.445,118.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"2024-08-24",0
"Hunter Stratton",23455,"2024-08-22","CIN",27,2024,"PIT","H",27,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,2.31606242325356,0,0.333333333333333,1,0.333333333333333,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,78.1955776252467,78.3097583844777,2,0.333333333,0.666666666,0,0,0,0,0,8,10,18,0.00111398345325142,-0.00147600646596402,0.00258998991921544,0.52099996805191,0.0519182831048965,0.035866666585207,0.0337999984622002,0.0337999984622002,NA,0,1,-0.00908910762518644,0.0401481259090567,0,0,0.55555556,96.2,0.11111111,85,0.33333333,92.66666667,1.04722619056702,-0.125316947698593,-0.389016389846802,10.4722619056702,-6.26584738492966,-6.4836064974467,0.2,0.875,0.5,0.5,0.85714286,0.77777778,0.44444444,NA,0.11111111,3,0,0,0,1,2,3,1,0,0,0,0.33333333,0.66666667,6.4222355011338,37.63683,54.87609,25.7512,NA,NA,NA,21.59498,61.80458,80,38.73831,55.16861,58.47067,33.86782,54.52795,46.02181,1.12764,5.76855,94.64,94.3,91.92,NA,NA,NA,153.8,56.7,65.62,103.8,104.9,140,104.266666666667,93.6555555555556,105.024444444444,0.55555556,0.33333333,NA,0.11111111,96.15,92.5166625976562,NA,84.8000030517578,-2.0548454284668,1.49872748057048,NA,7.89449214935303,8.09214172363281,5.39531517028809,NA,3.72442483901978,1.06480291113257,-0.394687384366989,NA,-0.127874255180359,10.6480291113257,-6.57812307278315,NA,-6.39371275901794,0.2,0.875,0.5,0.5,0.85714286,0.77777778,0.44444444,21.2,0.61111111,0.27777778,0.11111111,95.9701926491477,92.0551147460938,84.7384033203125,-1.74173771251332,2.12983989715576,8.21929454803467,7.2319765957919,4.25667381286621,2.48444986343384,1.00142923370004,-0.331313706934452,-0.127874255180359,9.10390212454579,-6.62627413868904,-6.39371275901794,0.2,0.875,0.5,0.5,0.71428571,0.66666667,0.44444444,3,103.504374186198,-2.90959231058756,0,0,106.118,3,1,"2024-08-22",0
"Hunter Stratton",23455,"2024-08-07","SDP",27,2024,"PIT","H",27,0,0,0,1,0,0,0,0,0,0,0,1.1,8,2,0,0,0,1,0,1,0,0,0,0,6.75000160932579,13.5000032186516,0,0,0,2,2,2,1,0,0,0,0,0.125,-0.125,7.51060408401489,0,0.333333333333333,2.25000053644193,0.333333333333333,1,7.66648085117366,-7.66648085117366,9.93449400124293,0,186.782801256818,241.863719388351,1,0.333333333,0.333333333,0.333333333,0.5,0,2,13.5000032186516,13,15,28,0.0824460163712502,-0.115125998854637,0.197572022676468,0.75900000333786,0.0756352767348289,1.59545004367828,0.953933298587799,0.89139997959137,1.72619998455048,1,1,-0.00881806761026382,0.0604937792365409,1,0,0.28571429,95.125,0.35714286,84,0.35714286,91.7,-0.809966266155243,0.308918356895447,-0.142892867326736,-10.1245783269405,3.08918356895447,-1.42892867326736,0.31578947,0.44444444,0.35714286,1,1,1,0.32142857,0.375,0,2,3,1,2,4,0,6,0.33333333,0.5,0.16666667,0.33333333,0.66666667,0,9.53184374594028,20,52.86839,20,20,50.84889,20,30.01704,49.98298,27.39753,70.27005,55.93242,29.32607,31.93958,55.30817,20,1.24744,5.94825,96.4,33.92,25.4,87.52,29.4,26.98,100.64,70.26,79.62,98.26,122.98,137.92,98.2614285714286,78.5442857142857,85.0064285714286,0.25,0.35714286,0.03571429,0.35714286,95.1000017438616,91.5799987792969,95.8000030517578,83.8299987792969,-1.20461218697684,1.111998462677,-4.59952211380005,6.64309387207031,7.3963623046875,4.53001518249512,10.247181892395,1.67076244354248,-0.791081998497248,-0.165426313877106,-0.0350487045943737,0.310950968414545,-11.3011714071035,-1.65426313877106,-3.50487045943737,3.10950968414545,0.26666667,0.46153846,0.35714286,1,1,1,0.46428571,20.05,0.28571429,0.35714286,0.35714286,95.1353607177734,91.5290588378906,83.7862915039063,-1.18376207351685,1.73776226043701,7.34916381835937,6.68909502029419,3.32123680114746,0.31296660900116,-0.826130703091621,-0.165426313877106,0.310950968414545,-10.3266337886453,-1.65426313877106,3.10950968414545,0.14285714,0.57142857,0.35714286,1,1,1,0.5,6,84.3785552978516,15.3890813191732,0,0,104.016,1,0.16666667,"2024-08-07",0
"Hunter Stratton",23455,"2024-08-06","SDP",27,2024,"PIT","H",27,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,6.03472908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,78.1955776252467,151.387312822842,1,0,0.5,0.5,0,0,0,0,3,9,12,0.00846000015735626,-0.00534200016409159,0.0138020003214478,0.521000027656555,0.0519182868301868,0.171399995684624,0.141399994492531,0.141399994492531,0.0637999996542931,1,1,0.0392384752631187,0.0101197532687108,0,0,0.5,94.83333333,0.16666667,83,0.33333333,91.75,0.438103049993515,0.323146641254425,-0.513470888137817,7.30171749989192,16.1573320627213,-12.8367722034454,0.5,0.66666667,0.58333333,1,1,1,0.5,0.75,0,2,2,0,0,2,2,4,0.5,0.5,0,0,0.5,0.5,1.10098381124782,80,51.77613,80,NA,NA,NA,73.76136,47.43595,74.55392,44.52654,45.48619,24.37994,70.38147,49.5194,52.41767,-1.14081,2.36588,94.38,132.86,124.42,NA,NA,NA,102.72,134.88,141.64,104.82,99.78,103.28,100.12,119.413333333333,118.481666666667,0.41666667,0.41666667,NA,0.16666667,94.8400024414063,92.3599975585937,NA,82.6999969482422,-1.39127225875854,1.39177141189575,NA,7.90887928009033,6.59391174316406,5.28190841674805,NA,0.540288925170898,0.48547275736928,-0.521379988640547,NA,0.327177554368973,9.7094551473856,-10.4275997728109,NA,16.3588777184486,0.25,0.75,0.58333333,1,1,1,0.66666667,20.625,0.25,0.58333333,0.16666667,95.0486653645833,92.7719900948661,82.5726013183594,-2.07497803370158,1.4098379952567,8.60966014862061,6.05459976196289,4.46197836739676,-0.532233536243439,0.0151214338839054,-0.0510286651551723,0.327177554368973,0.50404779613018,-0.728980930788176,16.3588777184486,0.25,0.75,0.58333333,1,1,1,0.66666667,4,92.0552139282227,11.3507375717163,1,0.25,106.824,2,0.5,"2024-08-06",0
"Hunter Stratton",23455,"2024-08-04","ARI",27,2024,"PIT","H",27,0,0,0,1,0,0,0,0,0,1,0,0.2,3,1,0,0,0,0,0,0,0,0,1,13.500014081612,0,13.500014081612,1,0,0,1,0,1,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0.333333333333333,1.50000156462356,0.5,1,0.166476649042681,-0.166476649042681,0.166476649042681,0,5.80403695341251,5.81251197675874,1,0.5,0.5,0,0,0,0,0,3,7,10,0.0288640223443508,-0.0957340151071548,0.124598041176796,-0.0640000104904175,-0.0063776783645153,2.44319987297058,1.11189997196198,2.22379994392395,1.35520005226135,1,1,0.00611439533531666,0.00569962883179182,0,0,0.5,96.2,0.3,84,0.2,92,-0.43573123216629,0.149494454264641,0.30068165063858,-8.71462464332581,4.98314847548803,15.034082531929,0.33333333,0.85714286,0.7,0,0.83333333,0.71428571,0.7,0.33333333,0.2,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,3.92220924356601,80,63.19494,80,NA,NA,NA,56.28821,75.19208,59.78045,79.60062,60.43828,80,80,68.29928,80,-1.94023,1.16675,87.16,109.86,100.84,NA,NA,NA,126.7,85.54,114.36,114.36,118.38,137.28,104.462,104.268,112.184,0.5,0.2,NA,0.3,96.4400024414062,91.8499984741211,NA,83.5999959309896,-1.81132564544678,2.00090575218201,NA,7.39263725280762,6.53942718505859,3.62170243263245,NA,1.86097192764282,-0.442648630589247,0.304562363773584,NA,0.139479015022516,-8.85297261178493,15.2281181886792,NA,4.64930050075054,0.5,0.75,0.7,0,0.83333333,0.71428571,0.8,23.42857143,0.5,0.2,0.3,96.3654174804688,91.8093566894531,83.5291341145833,-1.4630392074585,2.39912986755371,8.05397669474284,5.70517196655273,2.78151488304138,0.404166658719381,-0.442648630589247,0.304562363773584,0.139479015022516,-8.85297261178493,15.2281181886792,4.64930050075054,0.5,0.75,0.7,0,0.83333333,0.71428571,0.8,2,94.9650192260742,4.19730186462402,0,0,103.759,1,0.5,"2024-08-04",0
"Hunter Stratton",23455,"2024-07-31","@HOU",27,2024,"PIT","A",27,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,1,0,1,0,1,0,0,0.25,-0.25,9.77622908401489,0,0,1,0,1,6.1664797782898,-6.1664797782898,7.67848818451166,0,150.58704278682,187.345706390858,1,0,0.5,0.5,1,0,0,0,6,6,12,0.040816031396389,-0.0275279842317104,0.0683440119028091,0.476999998092651,0.050556443631649,0.989399969577789,0.724799990653992,0.724799990653992,0.50900000333786,1,1,0.0263450276106596,0.0149082902096417,0,0,0.25,94.66666667,0.41666667,82.8,0.33333333,91.25,0.0388359241187572,0.366328626871109,-0.113506630063057,1.29453080395857,7.32657253742218,-2.83766575157642,0.33333333,0.66666667,0.41666667,0.33333333,1,0.6,0.25,0.5,0.16666667,2,1,0,1,2,0,3,0.66666667,0.33333333,0,0.33333333,0.66666667,0,2.73680941421764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.16,-37.86,-37.2,NA,NA,NA,90.86,142.6,138.82,116.68,-22.58,-3.08,108.266,56.954,61.046,0.25,0.33333333,NA,0.41666667,94.4000040690104,91.3249969482422,NA,82.6599975585937,-1.93345133463542,0.566689252853394,NA,7.23675384521484,7.9970703125,5.20541620254517,NA,3.0135705947876,0.0386518426239491,-0.116561811417341,NA,0.370403494685888,1.28839475413164,-2.91404528543353,NA,7.40806989371777,0.25,0.75,0.41666667,0.5,0.66666667,0.6,0.33333333,19.625,0.25,0.33333333,0.41666667,94.3024291992188,91.2220764160156,82.5648193359375,-1.63712771733602,1.10186803340912,8.04982986450195,6.76673634847005,3.49025249481201,1.05593585968018,0.0386518426239491,-0.116561811417341,0.370403494685888,1.28839475413164,-2.91404528543353,7.40806989371777,0.25,0.75,0.41666667,0.5,0.66666667,0.6,0.33333333,3,76.9635314941406,34.6551246643066,0,0,77.1233,0,0,"2024-07-31",0
"Hunter Stratton",23455,"2024-07-30","@HOU",27,2024,"PIT","A",27,0,0,0,1,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,2,18,0,18,2,0,0,1,1,1,0,0,0,0,0.4,0,0.4,1.29088908401489,0,0.4,2,0.666666666666667,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-18.3263759235173,18.1856412207288,1,0.333333333,0.333333333,0.333333333,0,0,0,0,8,10,18,0.0165720004588366,-0.0123119996860623,0.0288839992135763,0.476999998092651,0.0505564361810684,0.266039997339249,0.410600006580353,0.410600006580353,NA,0,1,-0.0433449968695641,0.105636383971423,0,0,0.33333333,96,0.38888889,83.57142857,0.27777778,92.2,-0.210129603743553,0.170822590589523,-0.128785729408264,-3.50216006239255,2.44032272270748,-2.57571458816528,0.16666667,0.33333333,0.22222222,0.5,1,0.75,0.33333333,0.4,0.05555556,1,2,0,0,2,1,3,0.33333333,0.66666667,0,0,0.66666667,0.33333333,1.52455241962663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.84,80.1,117.48,NA,NA,NA,96.62,169.9,180.12,94.9,31.58,33.94,114.215555555556,101.544444444444,118.634444444444,0.33333333,0.27777778,NA,0.38888889,96.0333353678385,92,NA,83.5714285714286,-1.26231773694356,1.61312713623047,NA,8.06037194388253,8.50398763020833,6.4363410949707,NA,3.08478328159877,-0.214196961373091,-0.131623104214668,NA,0.171890702098608,-3.56994935621818,-2.63246208429337,NA,2.45558145855154,0.1,0.375,0.22222222,0,1,0.75,0.44444444,17.76923077,0.33333333,0.27777778,0.38888889,95.9588317871094,91.9466613769531,83.5372314453125,-1.02166549364726,2.2258264541626,8.62226595197405,6.97172991434733,4.70190811157227,1.31135858808245,-0.214196961373091,-0.131623104214668,0.171890702098608,-3.56994935621818,-2.63246208429337,2.45558145855154,0.1,0.375,0.22222222,0,1,0.75,0.44444444,3,83.8489888509115,17.2249348958333,0,0,95.0255,1,0.33333333,"2024-07-30",0
"Hunter Stratton",23455,"2024-06-13","@STL",27,2024,"PIT","A",27,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,1,27.000028163224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-66.5875037184216,-66.6847344309602,0,0,0,0,0,0,0,0,2,5,7,0.0128520131111145,0,0.0128520131111145,0.227000012993813,0.0239451490342617,0.51199996471405,0.51199996471405,0.51199996471405,0.381999999284744,1,1,0.0251015890389681,7.98625544168319e-10,0,0,0.42857143,95.33333333,0.42857143,83.33333333,0.14285714,92,0.198416188359261,0.025712575763464,0.0572940893471241,6.61387294530869,0.857085858782133,5.72940893471241,0.5,0.33333333,0.42857143,0,1,0.33333333,0.42857143,1,0.28571429,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.8635020405674,22.61252,59.5118,25.48711,NA,NA,NA,38.17197,62.15196,20,78.42953,42.59487,80,37.28884,60.3911,25.89515,0.91511,5.44976,105,16.26,16.22,NA,NA,NA,127.62,111.82,135.4,97.66,134.34,138.36,113.645714285714,74.0828571428571,84.7457142857143,0.4,0.2,NA,0.4,95.6999969482422,92,NA,85,-0.994082093238831,1.97808182239532,NA,6.1595778465271,8.887939453125,5.4048433303833,NA,4.78122615814209,0.235492557287216,0.057969942688942,NA,-0.0242429338395596,11.7746278643608,5.7969942688942,NA,-1.21214669197798,0.66666667,0.5,0.6,0,1,0.33333333,0.4,18,0.4,0.2,0.4,95.7662963867188,92.0457992553711,85.0623016357422,-1.17006492614746,2.29251003265381,6.28789520263672,8.14632511138916,4.2881498336792,4.06503486633301,0.235492557287216,0.057969942688942,-0.0242429338395596,11.7746278643608,5.7969942688942,-1.21214669197798,0.66666667,0.5,0.6,0,1,0.33333333,0.4,0,NA,NA,0,NA,NA,0,NA,"2024-06-13",0
"Hunter Stratton",23455,"2024-06-09","MIN",27,2024,"PIT","H",27,0,0,0,1,0,0,0,0,0,0,0,1.2,5,0,0,0,0,0,0,0,0,0,1,5.40000205993731,0,0,1,0,0,1,2,1,0,0,0,0,0.2,0,0.2,3.74716908401489,0,0,0,0,1,1.96647932052595,-1.96647932052595,3.78089010013497,0,49.2389805145523,93.1574283965535,0.5,0.25,0.25,0.5,0,0,0,0,4,11,15,0.158872008323669,0,0.158872008323669,0.797999978065491,0.0795216709375381,1.24140000343323,1.62426662445068,1.15759992599487,2.34279990196228,1,1,0.128241315484047,-0.000263219878849974,1,0,0.26666667,95.5,0.4,84.16666667,0.33333333,91.8,0.275749534368515,0.469155102968216,0.524578630924225,6.89373835921288,7.81925171613693,10.4915726184845,0.57142857,0.375,0.46666667,0.75,0.66666667,0.71428571,0.53333333,0.8,0.13333333,1,2,1,0,3,1,4,0.25,0.5,0.25,0,0.75,0.25,2.51081674187447,58.10387,62.40868,62.65309,NA,NA,NA,46.61322,55.97322,47.37865,80,57.06536,72.71367,66.26,61.74891,66.30026,-0.88476,2.74995,91.48,109.56,115.12,NA,NA,NA,116.1,107.06,114.56,89.7,117.92,115.96,100.734666666667,111.346666666667,115.176,0.26666667,0.33333333,NA,0.4,95.2750015258789,91.8,NA,84.1333312988281,-1.75862896442413,1.18364753723145,NA,5.76805686950684,9.1905689239502,5.35531120300293,NA,2.98296864827474,0.27885540574789,0.531235925853252,NA,0.474372886121273,6.97138514369726,10.624718517065,NA,7.90621476868788,0.5,0.44444444,0.46666667,0.66666667,0.75,0.71428571,0.6,16.66666667,0.26666667,0.33333333,0.4,94.5354766845703,91.0598022460938,83.3732350667318,-1.46865975856781,1.63223400115967,6.41358184814453,8.37683296203613,4.42582626342773,1.94363149007161,0.27885540574789,0.531235925853252,0.474372886121273,6.97138514369726,10.624718517065,7.90621476868788,0.42857143,0.5,0.46666667,0.66666667,0.75,0.71428571,0.53333333,4,86.3616943359375,34.4195823669434,0,0,93.4023,0,0,"2024-06-09",0
"Hunter Stratton",23455,"2024-06-08","MIN",27,2024,"PIT","H",27,1,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.2527290840149,0,0,0,0,1,3.1664797782898,-3.1664797782898,7.70250972840334,0,78.1955776252467,187.926204380887,0,0,0,1,0,0,1,27.000028163224,1,2,3,0.0757079944014549,0,0.0757079944014549,0.449000000953674,0.0447433963418007,2.91480016708374,1.45740008354187,2.91480016708374,2.16380000114441,1,1,0.0259736478328705,4.66045608354948e-10,1,0,0.33333333,97,0.33333333,84,0.33333333,94,-0.0344077162444592,0.234712973237038,0.0495179928839207,-3.44077162444592,23.4712973237038,4.95179928839207,0.5,0,0.33333333,1,NA,1,0.33333333,NA,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0.816381854728152,20,52.9723,20,NA,NA,NA,80,20,68.98476,58.79606,35.29102,80,31.85641,36.11279,23.44043,1.25261,5.95601,89.06,19.78,16.92,NA,NA,NA,108.9,128.78,150.56,96.26,116.14,122.8,98.0733333333333,88.2333333333333,96.76,0.33333333,0.33333333,NA,0.33333333,96.6999969482422,93.8000030517578,NA,84.3000030517578,-0.956040740013123,1.26497530937195,NA,6.96241426467896,7.66255044937134,7.50644111633301,NA,1.2781149148941,-0.0350487045943737,0.0501701384782791,NA,0.237643033266068,-3.50487045943737,5.01701384782791,NA,23.7643033266068,0.5,0,0.33333333,1,NA,1,0.33333333,16,0.66666667,NA,0.33333333,94.5464477539062,NA,83.5600967407227,0.343950510025024,NA,7.8476300239563,7.06194019317627,NA,0.200345993041992,0.0151214338839054,NA,0.237643033266068,0.756071694195271,NA,23.7643033266068,0.5,0,0.33333333,1,NA,1,0.33333333,1,70.9174880981445,38.7313575744629,0,0,70.9175,0,0,"2024-06-08",0
