"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","wFB","wSL","wFB/C","wSL/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxSI%","pfxSL%","pfxvSI","pfxvSL","pfxSI-X","pfxSL-X","pfxSI-Z","pfxSL-Z","pfxwSI","pfxwSL","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piSI%","piSL%","pivSI","pivSL","piSI-X","piSL-X","piSI-Z","piSL-Z","piwSI","piwSL","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Taylor Rogers",13449,"2024-08-25","@SEA",30,2024,"SFG","A",33,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,2,13.5000032186516,0,6.75000160932579,2,0,0,2,1,0,0,0,0,0,0.4,0,0.4,1.04688908401489,0,0.2,0.750000178813977,0.333333333333333,1,0.166479063033887,-0.166479063033887,1.30048563806852,0,6.04321185278741,33.2166597606336,2,0,0.666666666,0.333333333,0,0,1,6.75000160932579,4,14,18,-0.0709380060434341,-0.100903980433941,0.0299659743905067,-0.242000013589859,-0.0274843852967024,0.505959987640381,0.671933352947235,1.34179997444153,0.4617999792099,1,1,0.0244697388261557,-0.164674513465083,0,1,0.38888889,92,0.61111111,78.45454545,0.568319320678711,0.0339483767747879,8.1188474382673,0.308621607043526,0.36363636,0.85714286,0.55555556,0,1,0.6,0.38888889,0.8,0.22222222,1,1,1,0,3,0,3,0.33333333,0.33333333,0.33333333,0,1,0,-0.581553542424811,54.21087,34.17521,63.0163,29.86942,46.62177,24.14185,40.7631,44.48817,39.50239,0.69927,5.126,80.4,126.32,107.1,120.2,53.18,53.16,104.722222222222,81.6233333333333,74.1366666666667,0.38888889,0.61111111,92.0857107979911,78.5090886896307,10.0148064749581,-8.51616876775568,3.93831852504185,0.705689690329812,0.575330581516027,0.0661837309598923,8.21900830737182,0.601670281453566,0.44444444,0.66666667,0.55555556,0,1,0.6,0.5,16.84615385,0.38888889,0.61111111,92.2140677315848,78.6034157492898,9.53523581368583,-9.30759360573509,2.89136723109654,-0.476005857641047,0.575330581516027,0.0661837309598923,8.21900830737182,0.601670281453566,0.44444444,0.66666667,0.55555556,0,1,0.6,0.5,3,81.7317759195964,8.23785909016927,0,0,87.935,0,0,"2024-08-25",0
"Taylor Rogers",13449,"2024-08-23","@SEA",30,2024,"SFG","A",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,0,0,0,0,0,0,0.33333333,0.33333333,0,6.88572907925689,0,0,1,0,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,106.541687070893,102.47548198021,1,0,1,0,0,0,0,0,7,9,16,0.0300700012594461,-0.0185540020465851,0.0486240014433861,0.430000007152557,0.048835888504982,0.626733362674713,0.639200031757355,0.639200031757355,0.589200019836426,1,1,0.0163505282253027,0.0316284099488456,0,0,0.875,92.92857143,0.125,78.5,0.690546810626984,0.0466000884771347,4.93247721876417,2.33000442385674,0,0.72727273,0.5,NA,0.625,0.625,0.6875,0.33333333,0.1875,0,0,1,0,0,1,1,0,0,1,0,0,1,3.7989321913999,48.66867,39.23074,64.20322,80,51.66321,64.81022,59.34786,36.90918,76.00196,-0.45534,3.39408,82.28,93.94,80.12,128.26,163.76,175.94,88.0275,102.6675,92.0975,0.875,0.125,92.8642839704241,78.5,10.6112725394113,-8.82931518554688,5.31485748291016,1.53096389770508,0.698768895119429,0.0471668243408203,4.9912063937102,2.35834121704102,0,0.61538462,0.5,NA,0.625,0.625,0.8125,17.92307692,0.875,0.125,92.7551618303571,78.3963470458984,10.4327327183315,-9.62693977355957,4.38734926496233,0.265407502651215,0.698768895119429,0.0471668243408203,4.9912063937102,2.35834121704102,0,0.66666667,0.5,NA,0.625,0.625,0.75,1,97.7974166870117,2.82423758506775,0,0,97.7974,1,1,"2024-08-23",0
"Taylor Rogers",13449,"2024-08-14","ATL",30,2024,"SFG","H",33,0,0,18,1,0,0,0,0,0,0,0,1,5,3,2,2,1,0,0,0,0,0,0,0,0,27,0,0,0,1,3,1,0,0,0,0,0,0,0,7.74112908401489,9,0.6,3,0.5,0.625,16.1664797782898,1.83352022171021,7.70250499695539,446.774721674425,408.037058813622,187.926090042024,0.333333333,0.2,0.2,0.6,0,0.333333333,0,0,8,19,27,-0.00242400006391108,-0.0026779999025166,0.000254000013228506,-1.52600002288818,-0.162254124879837,0.0072400001809001,0.0153999999165535,0.0153999999165535,0,1,1,-0.132506236433983,-0.202300393862223,0,0,0.51851852,92.92857143,0.48148148,79.76923077,-0.838980257511139,-0.464748114347458,-5.99271612507956,-3.57498549498045,0.18181818,0.75,0.51851852,1,0.83333333,0.85714286,0.59259259,0.6,0.07407407,3,0,2,0,3,2,5,0.6,0,0.4,0,0.6,0.4,16.1819290358418,22.86607,33.20765,24.24392,68.59882,50.28081,52.93785,46.88635,42.63696,35.75337,0.31885,4.55537,89.52,75.28,58.7,109.3,107.18,113.7,99.0437037037037,90.6392592592593,85.1814814814815,0.51851852,0.48148148,92.9142892020089,79.8076923076923,10.5536934988839,-6.85698699951172,4.71937888009208,0.678944294269268,-0.83029567822814,-0.472316402941942,-5.93068341591528,-3.6332030995534,0.2,0.70588235,0.51851852,1,0.83333333,0.85714286,0.62962963,18.38095238,0.51851852,0.48148148,92.9895193917411,79.8696570763221,9.96226392473493,-7.86331939697266,3.73009409223284,-0.562135182894193,-0.83029567822814,-0.472316402941942,-5.93068341591528,-3.6332030995534,0.18181818,0.75,0.51851852,1,0.83333333,0.85714286,0.59259259,5,98.8325622558594,18.9891006469727,2,0.4,106.182,3,0.6,"2024-08-14",0
"Taylor Rogers",13449,"2024-08-12","ATL",30,2024,"SFG","H",33,0,1,0,1,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,1,9,0,9,1,0,0,0,1,2,0,0,0,0,0.25,0,0.25,3.28666658401489,0,0.25,1,0.333333333333333,0,1.1664797782898,-1.1664797782898,2.67848818451166,0,31.1678441352104,66.5170884121943,0,0.666666666,0,0.333333333,0,0,0,0,4,12,16,-0.0654840022325516,-0.181762844324112,0.11627884209156,0.0779999494552612,0.00829345546662807,1.64365005493164,2.67219996452332,2.67219996452332,NA,0,1,0.0638590306043625,-0.103699629298757,0,1,0.75,93.25,0.25,80.5,0.633974015712738,-0.538841664791107,5.28311679760615,-13.4710416197777,0.125,0.75,0.4375,0,1,0.85714286,0.5,0.75,0.0625,2,0,1,0,2,1,3,0.66666667,0,0.33333333,0,0.66666667,0.33333333,6.96355007368527,34.87026,23.91944,58.41837,32.99032,43.12819,20,35.09761,26.19866,50.87935,1.05124,5.65395,75.28,116.38,89.14,121.3,81.68,58.72,86.785,107.705,81.535,0.75,0.25,93.1833292643229,80.5999984741211,9.12944602966309,-6.99718761444092,4.44381332397461,0.811702907085419,0.647775255143642,-0.547030791640282,5.39812712619702,-13.675769791007,0.16666667,0.6,0.4375,0,1,0.85714286,0.625,21.41666667,0.75,0.25,93.2015686035156,80.5824508666992,8.38874181111654,-8.00033760070801,3.48715845743815,-0.45847076177597,0.647775255143642,-0.547030791640282,5.39812712619702,-13.675769791007,0.16666667,0.6,0.4375,0,1,0.85714286,0.625,3,90.1473083496094,29.3266626993815,0,0,100.571,2,0.66666667,"2024-08-12",0
"Taylor Rogers",13449,"2024-08-11","DET",30,2024,"SFG","H",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-19.0813844885779,-18.3531359984531,1,0,1,0,0,0,0,0,5,7,12,0.0485260151326656,0,0.0485260151326656,0.474000006914139,0.0503987222909927,0.651133358478546,0.863200008869171,0.863200008869171,0.623199999332428,1,1,0.0746441408991814,-0.000118677719023172,0,0,0.58333333,92.14285714,0.41666667,78.8,0.420914798974991,0.312477916479111,6.01306855678558,6.24955832958221,0.14285714,0.4,0.25,1,0.5,0.66666667,0.41666667,0.33333333,0.08333333,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.55719109784311,20,61.25603,32.27669,20,53.67577,20,20,58.77314,20,3.07442,8.68872,118.12,59.26,89.38,116.42,46.04,60.3,117.411666666667,53.7516666666667,77.2633333333333,0.58333333,0.41666667,91.9857177734375,78.6799987792969,10.2310834612165,-7.09392700195312,3.36694472176688,1.25526638031006,0.426347084343433,0.315475106239319,6.09067263347762,6.30950212478638,0,0.5,0.25,NA,0.66666667,0.66666667,0.5,14.77777778,0.58333333,0.41666667,92.19873046875,78.8466430664062,9.65932791573661,-8.23578796386719,2.29751150948661,0.0834271907806396,0.426347084343433,0.315475106239319,6.09067263347762,6.30950212478638,0,0.5,0.25,NA,0.66666667,0.66666667,0.5,1,56.2435607910156,1.88068342208862,0,0,56.2436,0,0,"2024-08-11",0
"Taylor Rogers",13449,"2024-08-08","@WSN",30,2024,"SFG","A",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-19.0813844885779,-18.3531359984531,1,0,1,0,0,0,0,0,4,11,15,0.04228800162673,0,0.04228800162673,1.10899996757507,0.115160949528217,0.549866676330566,0.905600011348724,0.905600011348724,NA,0,1,0.0804117247462273,-0.00350580655360078,0,0,0.66666667,93,0.33333333,78.6,0.0347648002207279,0.709945619106293,0.347648002207279,14.1989123821259,0.2,0.8,0.6,1,0.75,0.77777778,0.66666667,1,0.13333333,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.55719109784311,22.67516,30.97254,39.10046,80,55.01764,80,54.08765,38.30611,62.78639,-0.12854,3.88428,89.64,101.58,71.62,117.86,153.56,157.32,99.0466666666667,118.906666666667,100.186666666667,0.66666667,0.33333333,93.0200012207031,78.6799987792969,10.3225555419922,-8.0221061706543,4.252685546875,0.470682430267334,0.0337180905044079,0.719460733234882,0.337180905044079,14.3892146646976,0.2,0.8,0.6,1,0.75,0.77777778,0.66666667,19.5,0.66666667,0.33333333,93.3052612304687,78.9718017578125,9.57936553955078,-8.93578796386719,3.64848594665527,-0.286673498153687,0.0337180905044079,0.719460733234882,0.337180905044079,14.3892146646976,0.25,0.72727273,0.6,1,0.75,0.77777778,0.73333333,1,73.40625,-29.8375625610352,0,0,73.4062,0,0,"2024-08-08",0
"Taylor Rogers",13449,"2024-08-06","@WSN",30,2024,"SFG","A",33,0,0,13.500014081612,1,0,0,0,0,0,0,0,0.2,4,0,1,1,0,2,0,0,0,0,1,13.500014081612,27.000028163224,0,0.5,0,0,0,1,0,0,0,0,0,0.25,0.5,-0.25,12.8559165840149,0,0,3.00000312924711,0,0.5,9.16648603678403,4.33352804482799,11.4345010118408,335.081390772946,232.164915872617,278.11247419812,0,0,0,1,0,0,0,0,8,9,17,0.0090279970318079,-0.018715962767601,0.0277439597994089,0.0830000340938568,0.0086189042776823,0.407999992370605,0.441466689109802,0.737200021743774,0.608799993991852,1,1,-0.0114053077995777,0.0335327519187613,0,0,0.64705882,93.09090909,0.35294118,79.16666667,-0.131196409463882,0.0194800160825253,-1.19269463148984,0.324666934708754,0.33333333,0.2,0.29411765,0.25,1,0.4,0.29411765,0.75,0.17647059,1,0,0,1,0,0,1,1,0,0,1,0,0,7.95067436681324,20,39.60291,20,34.12884,48.99914,20,20,42.22845,20,3.53408,9.37821,79.76,37.7,26.16,114.3,42.74,64.32,91.9505882352941,39.4788235294118,39.6282352941176,0.64705882,0.35294118,93.0454545454545,79.1499989827474,9.92539423162287,-7.61713536580404,4.79437637329102,0.268562952677409,-0.138167403638363,0.0161608345806599,-1.2560673058033,0.269347243010998,0.33333333,0.2,0.29411765,0.25,1,0.4,0.29411765,16.84615385,0.64705882,0.35294118,92.8466630415483,78.9439849853516,9.50189763849432,-8.69911321004232,4.01420801336115,-0.728212197621663,-0.138167403638363,0.0161608345806599,-1.2560673058033,0.269347243010998,0.33333333,0.2,0.29411765,0.25,1,0.4,0.29411765,1,75.8378753662109,64.0120468139648,0,0,75.8379,0,0,"2024-08-06",0
"Taylor Rogers",13449,"2024-08-05","@WSN",30,2024,"SFG","A",33,0,0,0,1,0,0,0,0,0,1,0,0.2,4,2,0,0,0,0,0,0,0,0,2,27.000028163224,0,27.000028163224,2,0,0,0,1,1,0,0,0,0,0.5,0,0.5,0.799854084014893,0,0.5,3.00000312924711,1,1,-2.83352648020443,2.83352648020443,-0.565511505147663,0,-69.3307703546198,-11.8765114327557,0,0.5,0,0.5,0,0,0,0,1,12,13,-0.0152440071105957,-0.186839997768402,0.171595990657806,-0.103000044822693,-0.0106957405805588,2.13680005073547,1.0324000120163,1.0324000120163,2.14600014686584,1,1,-0.0553285405039787,0.0481945051480039,0,0,0.38461538,92.8,0.61538462,79,-0.649745881557465,-0.0397051759064198,-12.9949176311493,-0.496314698830247,0.85714286,0.16666667,0.53846154,0.5,1,0.57142857,0.46153846,1,0.23076923,0,1,1,1,0,1,2,0,0.5,0.5,0.5,0,0.5,1.48417538159398,80,53.51517,80,61.88585,52.63826,50.62312,80,56.45239,80,-2.2634,0.68199,91.32,129.6,117.9,123.6,112.38,122.22,111.184615384615,119.003076923077,120.558461538462,0.38461538,0.61538462,92.8200012207031,79.0124969482422,10.5698684692383,-8.34937572479248,4.15071296691895,0.155265256762505,-0.655985463410616,-0.0423187129199505,-13.1197092682123,-0.528983911499381,0.8,0.375,0.53846154,0.25,1,0.57142857,0.61538462,16.77777778,0.38461538,0.61538462,92.7165771484375,78.8929138183594,10.360530090332,-9.47672271728516,3.32545394897461,-1.05132830142975,-0.655985463410616,-0.0423187129199505,-13.1197092682123,-0.528983911499381,0.8,0.375,0.53846154,0.25,1,0.57142857,0.61538462,2,83.7216186523438,18.7630577087402,0,0,95.9934,1,0.5,"2024-08-05",0
"Taylor Rogers",13449,"2024-08-03","@CIN",30,2024,"SFG","A",33,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0.5,0,2,1,0,0,1,0,0,0.25,0,0.25,2.16704158401489,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,31.1678441352104,66.5170884121943,2,0,0.666666666,0.333333333,0,0,1,9,7,12,19,0.00806000269949436,-0.0018299997318536,0.00989000219851732,0.560999989509583,0.0530496463179588,0.109499998390675,0.131999999284744,0.131999999284744,NA,0,1,0.0554122515022755,0.0181950801685237,0,0,0.52631579,93.2,0.47368421,79.33333333,0.411097675561905,-0.119542971253395,4.11097675561905,-1.32825523614883,0.2,0.77777778,0.47368421,0.5,0.85714286,0.77777778,0.47368421,0.75,0.10526316,1,1,1,1,2,0,3,0.33333333,0.33333333,0.33333333,0.33333333,0.66666667,0,0.0346355129118431,38.96182,33.22177,43.26031,76.1438,50.28184,61.88653,61.14761,42.3989,55.46617,-0.56715,3.22637,88.42,127.86,115.26,97.24,149.22,147.98,92.5978947368421,137.977894736842,130.758947368421,0.52631579,0.47368421,93.0599975585938,79.2777777777778,9.6225830078125,-7.30565049913194,3.76460037231445,0.025924382938279,0.415745474398136,-0.123658712953329,4.15745474398136,-1.37398569948143,0.2,0.77777778,0.47368421,0.5,0.85714286,0.77777778,0.47368421,18.8,0.52631579,0.47368421,93.2320190429687,79.4173990885417,8.90473709106445,-8.21998341878255,2.79806709289551,-1.10520691341824,0.415745474398136,-0.123658712953329,4.15745474398136,-1.37398569948143,0.2,0.77777778,0.47368421,0.5,0.85714286,0.77777778,0.47368421,3,88.8520914713542,8.62497711181641,0,0,95.8169,1,0.33333333,"2024-08-03",0
"Taylor Rogers",13449,"2024-07-30","OAK",30,2024,"SFG","H",33,0,0,9,1,0,0,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,1,9,0,18,1,1,0,1,2,0,0,1,0,0,0.25,0,0.25,3.28666658401489,9,0.5,2,0.5,1,14.1664797782898,-5.16647977828979,4.19049659073353,223.387360837213,357.787830189834,103.055865631376,0.5,0,0.333333333,0.666666666,0,0.5,1,9,6,10,16,-0.0134099991992116,-0.0183120016008615,0.00490200147032738,-0.526000022888184,-0.0559276975691319,0.0655599981546402,0.120799995958805,0.120799995958805,0.0553999990224838,1,1,-0.0832243412733078,-0.121321106815032,0,0,0.5625,93,0.4375,79,-1.81398010253906,0.444439172744751,-20.1553344726562,6.34913103921073,0,0.57142857,0.25,NA,0.75,0.75,0.4375,0.5,0.0625,2,0,1,1,1,1,3,0.66666667,0,0.33333333,0.33333333,0.33333333,0.33333333,12.2796687452296,33.10782,55.15324,31.19437,80,49.84954,80,64.36934,53.49461,65.04446,-0.7673,2.92614,102.44,93.96,96.12,111.5,160.96,168.64,106.40375,123.2725,127.8475,0.5625,0.4375,92.7888861762153,78.8571428571429,10.945788913303,-7.57967649187361,4.390747918023,0.298635482788086,-1.82278488203883,0.450534131377935,-20.253165355987,6.43620187682765,0,0.4,0.25,NA,0.75,0.75,0.625,15.08333333,0.5625,0.4375,93.2581312391493,79.3147408621652,10.2380659315321,-8.60508019583566,3.23651123046875,-0.831714289528983,-1.82278488203883,0.450534131377935,-20.253165355987,6.43620187682765,0,0.36363636,0.25,NA,0.75,0.75,0.6875,3,77.6746470133464,8.94629033406576,0,0,97.2822,1,0.33333333,"2024-07-30",0
"Taylor Rogers",13449,"2024-07-28","COL",30,2024,"SFG","H",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-69.3306131123661,-66.6845831899186,0,0,0,0,0,0,0,0,1,10,11,0.0584600158035755,0,0.0584600158035755,0.474000006914139,0.0503987222909927,0.785933315753937,1.12080001831055,1.12080001831055,1.21160006523132,1,1,0.0744635462760925,-8.06251913749306e-05,0,0,0.36363636,92.75,0.63636364,77.85714286,0.327562004327774,0.460058063268661,8.18905010819435,6.57225804669516,0.33333333,0.375,0.36363636,0,0.33333333,0.25,0.72727273,1,0.27272727,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.73283713809967,64.33384,38.28882,80,80,44.32791,80,80,44.9522,80,-2.77219,-0.08119,81.22,154.18,125.56,113.38,141.98,138.14,101.685454545455,146.416363636364,133.565454545455,0.36363636,0.63636364,92.5749969482422,77.7428588867188,9.30395698547363,-8.4725832257952,3.22554016113281,-0.237570592335292,0.331242464482784,0.465059582144022,8.28106161206961,6.64370831634317,0.5,0.33333333,0.36363636,0,0.33333333,0.25,0.81818182,14.625,0.36363636,0.63636364,92.9354248046875,78.0945434570312,8.5512228012085,-9.38389260428292,2.39282751083374,-1.40947260175432,0.331242464482784,0.465059582144022,8.28106161206961,6.64370831634317,0.5,0.33333333,0.36363636,0,0.33333333,0.25,0.81818182,0,NA,NA,0,NA,NA,0,NA,"2024-07-28",0
"Taylor Rogers",13449,"2024-07-27","COL",30,2024,"SFG","H",33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,31.1678441352104,66.5170884121943,1,0,0.5,0.5,0,0,0,0,5,10,15,0.0264300331473351,0,0.0264300331473351,0.474000006914139,0.0503987222909927,0.350066661834717,0.562399983406067,0.562399983406067,0.462400019168854,1,1,0.0766353160142899,-0.00113531550349019,0,0,0.53333333,92.75,0.46666667,78.71428571,0.55500602722168,0.161897376179695,6.937575340271,2.31281965970993,0.4,0.6,0.46666667,0.75,0.66666667,0.71428571,0.33333333,0.33333333,0.13333333,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,-0.360934249134589,64.90879,45.79297,75.63548,60.28959,55.52159,39.12895,69.13587,51.81466,66.72768,-1.06343,2.48195,95.72,141.16,134.4,125.76,119.76,131.94,109.738666666667,131.173333333333,133.252,0.53333333,0.46666667,92.4875030517578,78.7999965122768,10.089243888855,-7.39745930262974,4.15942907333374,0.418483223233904,0.562398560345173,0.162968549877405,7.02998200431466,2.32812214110579,0.5,0.44444444,0.46666667,0.66666667,0.75,0.71428571,0.6,15.75,0.53333333,0.46666667,92.7325897216797,79.0201416015625,9.56807518005371,-8.4551386151995,3.32874631881714,-0.834160191672189,0.562398560345173,0.162968549877405,7.02998200431466,2.32812214110579,0.375,0.57142857,0.46666667,0.66666667,0.75,0.71428571,0.46666667,2,87.9524078369141,5.0494499206543,0,0,92.2606,0,0,"2024-07-27",2
"Taylor Rogers",13449,"2024-07-24","@LAD",30,2024,"SFG","A",33,0,0,9,1,0,0,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,1,0,0,0,0,0,0,0,1.54372908401489,0,0.5,2,0.5,0.5,3.1664797782898,5.8335202217102,3.1664797782898,223.387360837213,81.4170727589986,78.3097583844777,3,0.25,0.75,0,0,0,0,0,6,9,15,0.00277999951504171,-0.0166400000452995,0.0194199997931719,-0.522000014781952,-0.0552380941808224,0.232000008225441,0.0780000016093254,0.0780000016093254,NA,0,1,-0.0571162924170494,0.0690990485225591,0,0,0.73333333,92.45454545,0.26666667,78.5,0.32523912191391,-0.139787018299103,2.95671929012645,-3.49467545747757,0,0.71428571,0.33333333,NA,0.8,0.8,0.46666667,0.5,0.06666667,2,1,1,0,4,0,4,0.5,0.25,0.25,0,1,0,4.69584041291454,58.67209,39.28255,71.42536,20,47.4776,20,51.92854,39.47908,62.57192,0.0056,4.08549,87.72,100.88,94.3,99.06,40.3,53.96,90.744,84.7253333333333,83.5426666666667,0.73333333,0.26666667,92.4181851473722,78.5999984741211,10.2591358531605,-7.18004035949707,3.36001586914062,0.187899440526962,0.332284931093454,-0.143116030842066,3.02077210084959,-3.57790077105165,0,0.55555556,0.33333333,NA,0.8,0.8,0.6,17.54545455,0.73333333,0.26666667,92.4367342862216,78.6132965087891,9.99472253972834,-8.04012775421143,2.39041189713912,-0.998924493789673,0.332284931093454,-0.143116030842066,3.02077210084959,-3.57790077105165,0,0.71428571,0.33333333,NA,0.8,0.8,0.46666667,4,89.9283218383789,-1.34385204315186,0,0,95.1617,1,0.25,"2024-07-24",0
"Taylor Rogers",13449,"2024-07-23","@LAD",30,2024,"SFG","A",33,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,9,0,18,1,0,0,2,0,1,0,0,0,0,0.25,0,0.25,0.992229084014893,0,0.5,2,0.666666666666667,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,31.1678441352104,29.9783111930123,2,0.333333333,0.666666666,0,0,0,0,0,7,13,20,0.0158600211143494,-0.0107799768447876,0.026639997959137,0.477999985218048,0.0505820102989674,0.383500009775162,0.284000009298325,0.284000009298325,0.197999998927116,1,1,0.0270407758653164,0.0143152103409102,0,0,0.6,93,0.4,78.875,-0.231964617967606,-0.217543333768845,-1.93303848306338,-2.71929167211056,0.27272727,1,0.6,1,0.66666667,0.75,0.45,0.75,0.15,2,1,0,0,1,2,3,0.66666667,0.33333333,0,0,0.33333333,0.66666667,3.07111962601902,45.31004,20,57.16322,72.66294,47.58474,63.49681,61.06849,28.11239,67.02289,-0.56223,3.23375,82.74,129.08,90.86,122.54,113.56,125.6,98.66,122.872,104.756,0.6,0.4,93.125,78.9124984741211,9.47978337605794,-8.48101329803467,4.28142929077148,0.564207851886749,-0.236578546464443,-0.221881918609142,-1.97148788720369,-2.77352398261428,0.125,0.91666667,0.6,1,0.72727273,0.75,0.6,19.13333333,0.6,0.4,93.245361328125,78.9939498901367,9.10564231872559,-9.05990600585938,3.41198253631592,-0.42635190486908,-0.236578546464443,-0.221881918609142,-1.97148788720369,-2.77352398261428,0.14285714,0.84615385,0.6,1,0.72727273,0.75,0.65,3,95.921641031901,3.31851514180501,0,0,101.552,1,0.33333333,"2024-07-23",0
"Taylor Rogers",13449,"2024-07-13","MIN",30,2024,"SFG","H",33,0,1,27.000028163224,1,0,0,0,0,0,0,0,0.1,3,2,1,1,1,0,0,0,0,0,1,27.000028163224,0,54.0000563264481,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,27.000028163224,0.666666666666667,6.00000625849423,1,1,36.1665142000081,-9.16648603678403,1.70250346990911,670.162781545892,910.5302098839,42.9317115654489,1,0,0.5,0.5,0,1,0,0,5,13,18,-0.17093999683857,-0.204242005944252,0.0333020053803921,-1.02300000190735,-0.108771935105324,1.0010666847229,1.3400000333786,1.3400000333786,1.25699996948242,1,1,-0.196283310651779,0.0255254586053028,0,1,0.5,93.66666667,0.5,79.66666667,0.123542219400406,-1.73158884048462,1.37269132667118,-19.2398760053847,0.33333333,0.66666667,0.5,0.66666667,0.83333333,0.77777778,0.5,1,0.11111111,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,17.7504114211907,58.14928,34.80193,56.36918,63.47864,56.73967,48.24357,66.58095,47.8116,56.69267,-0.9047,2.72004,106.18,108.3,96.36,134.12,116.64,134.32,120.15,112.47,115.34,0.5,0.5,93.6666666666667,79.6999986436632,9.41552988688151,-7.45180935329861,4.25673548380534,0.605330096350776,0.123073901981115,-1.73673249036074,1.36748779979017,-19.2970276706749,0.42857143,0.54545455,0.5,0.66666667,0.83333333,0.77777778,0.61111111,16.64285714,0.5,0.5,93.8865695529514,79.8789876302083,8.98837365044488,-8.3848622639974,3.58017773098416,-0.359056446287367,0.123073901981115,-1.73673249036074,1.36748779979017,-19.2970276706749,0.28571429,0.63636364,0.5,0.5,0.85714286,0.77777778,0.61111111,2,93.0248413085938,16.1403636932373,0,0,102.207,1,0.5,"2024-07-13",0
