"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","SF%","SFv","XX%","wFB","wSL","wCT","wSF","wFB/C","wSL/C","wCT/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxFS%","pfxSI%","pfxSL%","pfxvFA","pfxvFC","pfxvFS","pfxvSI","pfxvSL","pfxFA-X","pfxFC-X","pfxFS-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxFS-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwFS","pfxwSI","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwFS/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piFS%","piSI%","piSL%","pivFA","pivFC","pivFS","pivSI","pivSL","piFA-X","piFC-X","piFS-X","piSI-X","piSL-X","piFA-Z","piFC-Z","piFS-Z","piSI-Z","piSL-Z","piwFA","piwFC","piwFS","piwSI","piwSL","piwFA/C","piwFC/C","piwFS/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Matt Bowman",13528,"2024-09-28","@MIN",2,2024,"BAL","A",33,0,0,0,1,1,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,2,13.5000032186516,0,6.75000160932579,2,0,0,0,2,1,0,0,0,0,0.4,0,0.4,2.53948908401489,0,0.2,0.750000178813977,0.333333333333333,1,0.166479063033887,-0.166479063033887,2.43449221310316,0,2.33335577111312,58.7187804527214,0,0.333333333,0,0.666666666,0,0,5,33.750008046629,8,11,19,0.0627679973840714,-0.0125440033152699,0.0753119960427284,0.712999999523163,0.0747379437088966,0.662400007247925,0.736600041389465,0.910000026226044,0.368799984455109,1,1,0.0714310482144356,0.023327400905838,0,0,0.47368421,92.22222222,0.15789474,83.33333333,0.31578947,90.33333333,0.05263158,85,NA,0.450323015451431,0.315598726272583,-0.443633645772934,0.234712973237038,5.00358906057146,10.5199575424194,-7.39389409621557,23.4712973237038,0.30769231,0.5,0.36842105,0.75,0.66666667,0.71428571,0.31578947,0.2,0.10526316,1,2,0,0,2,1,3,0.33333333,0.66666667,0,0,0.66666667,0.33333333,1.33595663256513,47,NA,NA,NA,27.80778,48.25126,41.20038,69.34908,50.91618,65.70421,21.99197,52.18942,26.06598,20,20,43.03239,31.2246,48.33845,37.27201,1.29186,6.01488,NA,NA,NA,100.64,93.36,96.9,101.38,136.34,151.02,97.78,79.2,86.78,86.76,45.72,41.96,99.1231578947368,93.1673684210526,99.3578947368421,NA,0.31578947,0.05263158,0.47368421,0.15789474,NA,90.3833312988281,85.3000030517578,92.0666639539931,83.0666656494141,NA,-1.27576398849487,-6.99817800521851,-11.1167814466688,5.5020383199056,NA,5.24323876698812,2.7820086479187,1.75828340318468,2.07700856526693,NA,-0.451248332858086,0.237643033266068,0.455314680933952,0.319692213088274,NA,-7.52080554763476,23.7643033266068,5.05905201037725,10.6564071029425,0.16666667,0.71428571,0.36842105,1,0.6,0.71428571,0.36842105,16.92857143,NA,0.31578947,0.05263158,0.47368421,0.15789474,NA,90.0887044270833,84.9815979003906,91.7718573676215,82.7725016276042,NA,-0.0994930068651835,-6.00761985778809,-10.3081258138021,6.87914339701335,NA,4.54026508331299,1.63059997558594,0.905291027492947,1.14559563000997,NA,-0.451248332858086,0.237643033266068,0.455314680933952,0.319692213088274,NA,-7.52080554763476,23.7643033266068,5.05905201037725,10.6564071029425,0.2,0.55555556,0.36842105,1,0.6,0.71428571,0.47368421,3,89.3259887695312,29.3529917399089,1,0.33333333,101.18,1,0.33333333,"2024-09-28",0
"Matt Bowman",13528,"2024-09-26","@NYY",2,2024,"BAL","A",33,0,0,9,1,0,0,0,0,0,0,0,1,5,2,1,1,1,0,0,0,0,0,0,0,0,18,0,0,0,1,4,0,0,0,0,0,0,0,0,9.18472908401489,9,0.4,2,0.25,1,16.1664797782898,-7.16647977828979,9.21451340317726,229.203440729871,406.828484519636,227.389229439621,0.25,0,0.2,0.8,0,0.25,1,9,3,15,18,-1.6002646589186e-05,-0.000183980460860766,0.000167977821547538,-0.50900000333786,-0.052855659276247,0,0,0,NA,0,1,0,NA,0,0,0.33333333,92,0.16666667,85.33333333,0.38888889,91,0.11111111,85,NA,0.13512547314167,0.460730791091919,-0.237935096025467,-1.48281061649323,2.25209121902784,15.3576930363973,-3.39907280036381,-74.1405308246613,0.33333333,0.75,0.61111111,1,1,1,0.66666667,0.8,0,2,1,2,0,4,1,5,0.4,0.2,0.4,0,0.8,0.2,10.8662400887976,NA,42.54695,35.36966,59.19455,80,61.6557,80,77.75162,36.94532,80,49.54872,41.73365,48.78269,48.55737,50.6924,24.01384,70.43602,49.78296,73.56766,-1.1442,2.36079,115.82,148.56,120.36,117.12,101.76,99.92,115.22,121.32,126.12,106.48,102.26,91.5,122.8,107.94,117.26,113.429473684211,108.146315789474,103.855789473684,0.05555556,0.33333333,0.11111111,0.33333333,0.16666667,91.5,90.9166666666667,84.5999984741211,91.8666687011719,85.2000020345052,-4.04671621322632,-2.45425685246785,-6.12570285797119,-12.0669886271159,2.11467297871908,6.25471639633179,6.7653694152832,-2.35976767539978,1.50801118214925,4.16414546966553,-0.0210469514131546,-0.1794298812747,-1.48475970327854,0.136698678135872,0.466164562851191,-2.10469514131546,-2.990498021245,-74.2379851639271,2.27831130226453,15.5388187617064,0.4,0.69230769,0.61111111,1,1,1,0.72222222,19.23076923,NA,0.38888889,0.11111111,0.33333333,0.16666667,NA,90.7507760184152,84.3732986450195,91.636220296224,84.9516347249349,NA,-1.78487627846854,-5.15077495574951,-11.1344337463379,3.35784657796224,NA,5.9368645804269,-3.67044496536255,0.579055865605672,3.11537329355876,NA,-0.200476832687855,-1.48475970327854,0.136698678135872,0.466164562851191,NA,-2.86395475268364,-74.2379851639271,2.27831130226453,15.5388187617064,0.4,0.69230769,0.61111111,1,1,1,0.72222222,5,91.8650451660156,32.6723999023437,1,0.2,104.008,1,0.2,"2024-09-26",0
"Matt Bowman",13528,"2024-09-25","@NYY",2,2024,"BAL","A",33,0,0,108.000112652896,1,0,0,0,0,0,0,0,0.1,5,4,4,4,1,0,0,0,0,0,1,27.000028163224,0,108.000112652896,1,0,0,1,1,2,0,0,0,0,0.2,0,0.2,3.29696908401489,27.000028163224,0.8,12.0000125169885,1,0,36.1665142000081,71.8335984528881,1.70250346990911,2750.44415769527,912.448243065906,40.5086795538261,1,0.5,0.25,0.25,0,1,0,0,7,16,23,-0.0403719991445541,-0.044259998947382,0.00388800026848912,-3.76699995994568,-0.391173422336578,0.222880005836487,0.0852000042796135,0.0852000042796135,1.16760003566742,1,1,-0.164732575416565,-0.0164052480191207,0,0,0.30434783,93,0.34782609,83.625,0.17391304,91.5,0.17391304,83.5,NA,0.270894825458527,-1.25160074234009,-0.985077857971191,-0.570168733596802,3.86992607797895,-15.6450092792511,-24.6269464492798,-14.25421833992,0.33333333,0.81818182,0.56521739,0.75,0.88888889,0.84615385,0.47826087,0.6,0.08695652,1,3,0,0,3,1,4,0.25,0.75,0,0,0.75,0.25,21.6573400456048,NA,NA,NA,NA,76.60829,67.19279,80,80,67.0546,70.54696,66.45846,42.35845,75.23983,20,48.06778,20,70.00623,64.20657,68.95217,-1.1175,2.40084,NA,NA,NA,125.42,108.84,128.06,114.56,128.82,164.7,114.2,96.18,90.72,117.32,24.18,28.78,118.282608695652,98.864347826087,117.044347826087,NA,0.17391304,0.17391304,0.30434783,0.34782609,NA,91.25,83.5,92.8857160295759,83.7750015258789,NA,-0.583927929401398,-4.20558214187622,-11.2450419834682,6.83938407897949,NA,4.61825275421143,-0.899685740470886,1.36766978672573,2.75534462928772,NA,-1.00022332370281,-0.578787993639708,0.27300002425909,-1.25006704777479,NA,-25.0055830925703,-14.4696998409927,3.90000034655843,-15.6258380971849,0.33333333,0.71428571,0.56521739,0.66666667,0.9,0.84615385,0.60869565,20.05555556,NA,0.17391304,0.17391304,0.30434783,0.34782609,NA,90.8977203369141,83.1500015258789,92.5517054966518,83.3961029052734,NA,0.469671249389648,-3.78016495704651,-10.5529153006417,8.02391910552979,NA,3.62861752510071,-2.23819231987,0.295318705695016,1.56774759292603,NA,-1.00022332370281,-0.578787993639708,0.27300002425909,-1.25006704777479,NA,-25.0055830925703,-14.4696998409927,3.90000034655843,-15.6258380971849,0.25,0.73333333,0.56521739,1,0.81818182,0.84615385,0.65217391,4,98.9073867797852,9.97092056274414,1,0.25,112.706,2,0.5,"2024-09-25",0
"Matt Bowman",13528,"2024-09-21","DET",2,2024,"BAL","H",33,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,1,1,0,0,0,0,0,0,0,5.15272908401489,0,0.5,2,0.5,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,78.1762071033664,114.543946394147,2,0.25,0.5,0.25,0,0,1,9,5,9,14,0.0517200157046318,-0.0622400157153606,0.113960027694702,0.467000007629395,0.050215058028698,1.22850000858307,0.939999997615814,0.939999997615814,1.53399991989136,1,1,0.00246391352266073,0.0396362210669066,0,0,0.21428571,92,0.28571429,83.75,0.42857143,90.83333333,0.07142857,84,NA,0.830756843090057,0.288738936185837,-0.950726687908173,-0.0620911717414856,27.6918947696686,7.21847340464592,-15.8454447984695,-6.20911717414856,0.16666667,1,0.64285714,1,1,1,0.57142857,0.25,0,2,1,1,0,3,1,4,0.5,0.25,0.25,0,0.75,0.25,4.46356647806412,NA,NA,NA,NA,80,53.43572,80,40.20499,43.04829,48.18049,52.87723,44.3554,41.57424,20,26.43962,20,57.31778,47.90397,51.33634,-0.32922,3.58326,NA,NA,NA,111.12,134.74,133.92,107.24,110.8,118.26,108.88,99.52,103.02,85.16,17.52,23,107.197142857143,104.432857142857,108.28,NA,0.42857143,0.07142857,0.21428571,0.28571429,NA,90.7666625976562,84.1999969482422,91.7666625976562,83.9499969482422,NA,-0.169411718845367,-4.60312986373901,-10.4396209716797,5.97931480407715,NA,5.71148045857747,2.47219204902649,2.36517635981242,1.34266257286072,NA,-0.965314663946629,-0.0633736774325371,0.845615651458502,0.292128849774599,NA,-16.0885777324438,-6.33736774325371,28.1871883819501,7.30322124436498,0,1,0.64285714,NA,1,1,0.64285714,24.5,NA,0.42857143,0.07142857,0.21428571,0.28571429,NA,90.741465250651,84.1672973632812,91.780029296875,83.9221496582031,NA,1.12455979983012,-4.03692007064819,-9.46884028116862,7.20497226715088,NA,4.75880813598633,1.24137997627258,1.29460064570109,0.139560252428055,NA,-0.965314663946629,-0.0633736774325371,0.845615651458502,0.292128849774599,NA,-16.0885777324438,-6.33736774325371,28.1871883819501,7.30322124436498,0,1,0.64285714,NA,1,1,0.64285714,4,90.8737945556641,10.147068977356,0,0,95.9013,1,0.25,"2024-09-21",0
"Matt Bowman",13528,"2024-09-18","SFG",2,2024,"BAL","H",33,0,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,2,13.5000032186516,0,0,2,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0.562229084014893,0,0,0,0,1,0.166479063033887,-0.166479063033887,1.30048563806852,0,2.33335577111312,30.5074529652481,1,0,0.5,0.5,0,0,0,0,8,11,19,0.0574200004339218,-0.00460000336170197,0.0620200037956238,0.940999984741211,0.10118280351162,0.694800019264221,0.691333293914795,1.17799997329712,0.266000002622604,1,1,0.0988376811146736,-0.0161951957348827,0,0,0.36842105,91.57142857,0.10526316,85.5,0.21052632,89.25,0.31578947,84.66666667,NA,0.466614186763763,0.0167976431548595,0.125828385353088,0.385293394327164,6.66591695376805,0.839882157742977,3.14570963382721,6.4215565721194,0.46666667,0.25,0.42105263,0.57142857,0,0.5,0.21052632,0.75,0.21052632,1,0,1,1,0,1,2,0.5,0,0.5,0.5,0,0.5,-1.00879036987886,NA,NA,NA,NA,75.76384,61.89339,80,66.7359,45.92877,69.72654,45.84404,60.17846,50.35048,51.84833,34.13859,53.4374,63.94922,51.28013,73.30132,-0.7412,2.96529,NA,NA,NA,107.42,129.88,145.7,108.02,182.06,197.14,80.24,11.16,9.02,91.88,105.34,95.96,98.3157894736842,111.624210526316,116.533684210526,NA,0.21052632,0.31578947,0.36842105,0.10526316,NA,89.2750015258789,84.6166687011719,91.5571463448661,85.0999984741211,NA,-2.57206749916077,-7.31790033976237,-12.03844669887,2.07422423362732,NA,6.9149341583252,0.731462876001994,2.74012129647391,3.77464699745178,NA,0.126470524817705,0.389820907264948,0.515167739242315,0.0166956372559071,NA,3.16176312044263,6.49701512108247,7.35953913203308,0.834781862795353,0.36363636,0.5,0.42105263,0.25,0.75,0.5,0.42105263,16.53333333,NA,0.15789474,0.31578947,0.36842105,0.15789474,NA,90.4344991048177,84.8108825683594,91.7530691964286,85.6868693033854,NA,-2.52753003438314,-6.35777473449707,-11.0861282348633,2.94179662068685,NA,6.57881673177083,-1.00241613388062,1.57505771092006,2.61666679382324,NA,-0.197531919926405,0.389820907264948,0.515167739242315,0.340698082000017,NA,-6.58439733088017,6.49701512108247,7.35953913203308,11.3566027333339,0.27272727,0.625,0.42105263,0,0.8,0.5,0.42105263,2,82.4785766601562,-10.4949541091919,0,0,96.4222,1,0.5,"2024-09-18",0
"Matt Bowman",13528,"2024-09-17","SFG",2,2024,"BAL","H",33,0,0,0,1,0,0,0,0,0,0,0,0.1,2,1,0,0,0,0,0,0,0,0,0,0,0,27.000028163224,0,0,0,0,1,1,0,0,0,0,0,0,0,8.41372908401489,0,0.5,3.00000312924711,0.5,1,3.1664797782898,-3.1664797782898,7.70250972840334,0,78.1762071033664,189.774252798055,0,0.5,0,0.5,0,0,0,0,3,4,7,-0.000240000008489005,-0.000240000008489005,0,-1.42799997329712,-0.153548389673233,0.00499999988824129,0.00499999988824129,0.00999999977648258,NA,0,1,-0.0240000020712614,-0.0240000006994233,0,0,0.14285714,93,0.28571429,84.5,0.14285714,91,0.42857143,84,NA,0.0495179928839207,0.00450797751545906,-0.0238054171204567,-0.244350224733353,4.95179928839207,0.225398875772953,-2.38054171204567,-8.14500749111176,0.25,0.66666667,0.42857143,1,1,1,0.42857143,0.5,0,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,8.88026381865784,NA,NA,NA,NA,80,46.59415,80,24.22426,30.547,31.18636,20,27.30651,20,52.8411,48.10914,32.53344,40.15711,45.03397,27.85047,0.73691,5.18246,NA,NA,NA,87.92,203.16,201.6,109.28,79.12,93,86.52,82.74,62.32,87.32,82.96,84.8,93.5657142857143,99.0028571428571,100.617142857143,NA,0.14285714,0.42857143,0.14285714,0.28571429,NA,90.8000030517578,84.0333353678385,93.1999969482422,84.0999984741211,NA,-3.22119784355164,-5.22612508138021,-11.4695196151733,6.37663269042969,NA,5.92666292190552,1.11674245198568,2.14807844161987,3.97960567474365,NA,-0.0242429338395596,-0.248688265681267,0.0501701384782791,0.00431566312909126,NA,-2.42429338395596,-8.28960885604222,5.01701384782791,0.215783156454563,0,0.75,0.42857143,NA,1,1,0.57142857,18,NA,0.14285714,0.42857143,0.14285714,0.28571429,NA,90.8777008056641,84.1648356119792,93.3475036621094,84.2313995361328,NA,-2.40040993690491,-4.59728336334229,-10.8338003158569,7.43893480300903,NA,4.93043994903564,-0.236552913983663,0.811305999755859,2.85694003105164,NA,-0.0242429338395596,-0.248688265681267,0.0501701384782791,0.00431566312909126,NA,-2.42429338395596,-8.28960885604222,5.01701384782791,0.215783156454563,0,0.75,0.42857143,NA,1,1,0.57142857,2,96.1660766601562,30.9835796356201,0,0,107.29,1,0.5,"2024-09-17",0
"Matt Bowman",13528,"2024-09-13","@DET",2,2024,"BAL","A",33,0,0,0,1,0,0,0,0,0,0,0,0.1,2,0,0,0,0,1,0,0,0,0,1,27.000028163224,27.000028163224,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,10.1952290840149,0,0,3.00000312924711,0,1,6.16648290753691,-6.16648290753691,6.16648290753691,0,154.019119463597,151.56163866777,0,0,0,0,0,0,0,0,7,4,11,0.0248559657484293,-0.00804002769291401,0.0328959934413433,0.349999994039536,0.0369198322296143,1.04760003089905,0.460599988698959,0.921199977397919,NA,0,1,0.0207259356975555,0.00300064411850075,0,0,0.36363636,92,0.36363636,84,0.27272727,90.66666667,NA,NA,NA,0.23988464474678,-0.129184722900391,-0.169631123542786,NA,5.99711611866951,-3.22961807250977,-5.65437078475952,NA,0.22222222,0,0.18181818,0.5,NA,0.5,0.18181818,1,0.09090909,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.77966379273595,NA,NA,NA,NA,20,48.07496,20,20,58.65624,20,20,49.82426,20,NA,NA,NA,20,55.30962,20,3.38366,9.15258,NA,NA,NA,80.38,74.5,73.84,93.08,51.8,58.48,88.72,-46.1,-38.04,NA,NA,NA,87.2727272727273,33.3545454545455,37.7418181818182,NA,0.27272727,NA,0.36363636,0.36363636,NA,90.5666707356771,NA,91.7750015258789,84,NA,-2.31010103225708,NA,-12.0747575759888,6.11396884918213,NA,6.53732045491536,NA,2.06086087226868,3.48175549507141,NA,-0.174563612788916,NA,0.242741510272026,-0.132310260087252,NA,-5.81878709296385,NA,6.06853775680065,-3.30775650218129,0.22222222,0,0.18181818,0.5,NA,0.5,0.18181818,20.44444444,NA,0.27272727,NA,0.36363636,0.36363636,NA,90.7258707682292,NA,91.9492492675781,84.1619491577148,NA,-0.857287327448527,NA,-10.8778352737427,8.48493957519531,NA,5.72715632120768,NA,0.740620493888855,1.88997745513916,NA,-0.174563612788916,NA,0.242741510272026,-0.132310260087252,NA,-5.81878709296385,NA,6.06853775680065,-3.30775650218129,0.22222222,0,0.18181818,0.5,NA,0.5,0.18181818,0,NA,NA,0,NA,NA,0,NA,"2024-09-13",0
"Matt Bowman",13528,"2024-09-08","TBR",2,2024,"BAL","H",33,0,0,0,1,0,0,0,0,0,0,0,1.2,5,0,0,0,0,0,0,0,0,0,2,10.8000041198746,0,0,2,0,0,2,1,0,0,0,0,0,0.4,0,0.4,1.04688908401489,0,0,0,0,1,0.766478862762102,-0.766478862762102,1.67368425256661,0,17.5019173580349,39.7917274688199,2,0,0.666666666,0.333333333,0,0,0,0,3,10,13,0.0506999976933002,0,0.0506999976933002,0.837999999523163,0.0901075303554535,0.409999996423721,0.50299996137619,0.557999968528748,0.236000001430511,1,1,0.12343405932188,0.000224472716016291,0,0,0.46153846,92.5,0.30769231,84.5,0.07692308,91,0.15384615,85,NA,0.808286190032959,0.325928300619125,0.0389156937599182,0.0334886722266674,13.4714365005493,8.14820751547813,3.89156937599182,1.67443361133337,0.5,0.57142857,0.53846154,0,0.75,0.42857143,0.53846154,1,0.30769231,0,3,0,0,2,1,3,0,1,0,0,0.66666667,0.33333333,-0.583492550775495,NA,NA,NA,NA,69.67031,57.61721,69.61851,55.20149,59.3019,51.73112,80,47.8361,80,37.88017,37.21274,42.81275,66.44201,55.7747,70.97358,-0.89607,2.73299,NA,NA,NA,121.74,103.8,110.14,115.9,97.98,106.92,84.42,126.42,129.24,98.32,102.68,101.28,113.469230769231,103.576923076923,109.255384615385,NA,0.07692308,0.15384615,0.46153846,0.30769231,NA,91.4000015258789,84.8000030517578,92.5666707356771,84.3249969482422,NA,-3.9437849521637,-5.15628528594971,-11.7202911376953,6.34903287887573,NA,7.7509913444519,-1.36241841316223,1.11039257049561,3.58230209350586,NA,0.039364367723465,0.0337270088493824,0.860172241926193,0.329630885273218,NA,3.9364367723465,1.68635044246912,14.3362040321032,8.24077213183045,0.4,0.625,0.53846154,0,0.6,0.42857143,0.61538462,18.75,NA,0.07692308,0.15384615,0.46153846,0.30769231,NA,91.5821990966797,84.8826522827148,92.6949055989583,84.4695739746094,NA,-2.46885991096497,-4.31450510025024,-10.7197672526042,7.8191499710083,NA,6.48333978652954,-2.87996006011963,0.102281192938487,2.62251758575439,NA,0.039364367723465,0.0337270088493824,0.860172241926193,0.329630885273218,NA,3.9364367723465,1.68635044246912,14.3362040321032,8.24077213183045,0.4,0.625,0.53846154,0,0.6,0.42857143,0.61538462,3,87.9502461751302,9.77864837646484,0,0,93.5018,0,0,"2024-09-08",0
"Matt Bowman",13528,"2024-09-07","TBR",2,2024,"BAL","H",33,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,1,0,0,0,1,9,9,9,1,0.5,0,2,1,0,1,1,0,0,0.2,0.2,0,5.60764908401489,0,0.25,2,0.333333333333333,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,103.457151520003,139.421515985497,2,0,0.666666666,0.333333333,1,0,0,0,3,8,11,-0.0244600046426058,-0.109920009970665,0.0854600071907043,-0.0760000050067902,-0.00817203707993031,1.09159994125366,0.380999982357025,0.76199996471405,0.118000000715256,1,1,0.0323329754173756,-0.0547404561419663,0,0,0.27272727,93,0.36363636,85,0.27272727,91.33333333,0.09090909,86,0.36363636,0.287253707647324,-0.0338999107480049,0.492394685745239,-0.463952898979187,9.57512358824412,-0.847497768700123,16.413156191508,-46.3952898979187,0.5,0.66666667,0.54545455,0.75,0.5,0.66666667,0.27272727,0.8,0.18181818,2,1,0,2,0,1,3,0.66666667,0.33333333,0,0.66666667,0,0.33333333,1.64025248059386,NA,NA,NA,NA,70.51922,66.25318,71.83351,22.71906,55.91909,20,80,32.74998,80,80,25.08561,80,72.2329,53.56094,76.38232,-1.25584,2.19333,NA,NA,NA,123.62,120.3,135.36,115.4,50.34,61.66,102.32,136.76,142.82,82.98,151.24,147.12,111.127272727273,102.161818181818,111.663636363636,NA,0.27272727,0.09090909,0.27272727,0.36363636,NA,91.4000040690104,85.5,93.0333353678385,84.9000015258789,NA,-1.34893830617269,-4.86994218826294,-10.4921518961589,4.94417381286621,NA,6.44380760192871,1.60703992843628,2.28423627217611,3.92251205444336,NA,0.499377761036158,-0.47120988368988,0.272656083106995,-0.0353101305663586,NA,16.6459253678719,-47.120988368988,9.08853610356649,-0.882753264158964,0,0.75,0.54545455,NA,0.66666667,0.66666667,0.72727273,25.28571429,NA,0.27272727,0.09090909,0.27272727,0.36363636,NA,91.4869384765625,85.5893020629883,93.1146647135417,84.9662780761719,NA,-0.177871505419413,-4.06971979141235,-9.6586799621582,6.33017778396606,NA,5.3642832438151,0.526398003101349,1.12758334477743,2.35123062133789,NA,0.499377761036158,-0.47120988368988,0.272656083106995,-0.0353101305663586,NA,16.6459253678719,-47.120988368988,9.08853610356649,-0.882753264158964,0.25,0.71428571,0.54545455,1,0.6,0.66666667,0.63636364,3,74.0738474527995,4.05434958140055,0,0,99.8927,1,0.33333333,"2024-09-07",0
"Matt Bowman",13528,"2024-09-04","CHW",2,2024,"BAL","H",33,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,1,0,0,0,0,0,0,0,1.54372908401489,0,0.5,2,0.5,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,78.1762071033664,76.9288520456552,3,0.25,0.75,0,0,0,0,0,1,6,7,0.00757999904453754,-0.0142399994656444,0.0218199994415045,0.466999977827072,0.050215058028698,0.182500004768372,0.131999999284744,0.131999999284744,0.0879999995231628,1,1,-0.0172618255019188,0.0587960657566413,0,0,0.71428571,91.6,NA,NA,0.28571429,90.5,NA,NA,NA,0.288240432739258,NA,-0.513470888137817,NA,5.76480865478516,NA,-25.6735444068909,NA,0,0.83333333,0.71428571,NA,1,1,0.85714286,0.75,0,0,1,3,0,3,1,4,0,0.25,0.75,0,0.75,0.25,4.71149722369787,NA,NA,NA,NA,80,64.22673,80,NA,NA,NA,75.78788,46.31085,76.37594,NA,NA,NA,80,56.6838,80,-3.21807,-0.75001,NA,NA,NA,107.04,125.36,137.38,NA,NA,NA,95.64,122.6,124.14,NA,NA,NA,103.782857142857,124.571428571429,133.597142857143,NA,0.28571429,NA,0.71428571,NA,NA,90.25,NA,91.3799987792969,NA,NA,-1.88721585273743,NA,-11.4718711853027,NA,NA,5.07908248901367,NA,2.43831768035889,NA,NA,-0.521380018442869,NA,0.298087894916534,NA,NA,-26.0690009221435,NA,5.96175789833069,NA,0,0.83333333,0.71428571,NA,1,1,0.85714286,19,NA,0.28571429,NA,0.71428571,NA,NA,90.2322540283203,NA,91.3387390136719,NA,NA,-0.945991992950439,NA,-10.8036003112793,NA,NA,3.9806752204895,NA,1.23733263015747,NA,NA,-0.521380018442869,NA,0.298087894916534,NA,NA,-26.0690009221435,NA,5.96175789833069,NA,0,0.83333333,0.71428571,NA,1,1,0.85714286,4,93.941780090332,-3.29552865028381,0,0,103.917,1,0.25,"2024-09-04",0
