"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CH%","CHv","wFB","wSL","wCT","wCH","wFB/C","wSL/C","wCT/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piFC%","piSI%","piSL%","pivCH","pivFA","pivFC","pivSI","pivSL","piCH-X","piFA-X","piFC-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwFC","piwSI","piwSL","piwCH/C","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Garrett Crochet",27463,"2024-09-27","@DET",4,2024,"CHW","A",25,0,0,0,1,1,0,0,0,0,0,0,4,16,4,0,0,0,1,0,0,0,0,6,13.5,2.25,9,6,0.25,0,4,2,3,2,1,0,0,0.375,0.0625,0.3125,2.32629158401489,0,0.266666666666667,1.25,0.444444444444444,1,0.916479778289795,-0.916479778289795,1.67248398140073,0,20.262335063756,39.7618676393621,2,0.333333333,0.444444444,0.222222222,1,0,0,0,21,41,62,0.210107982158661,-0.15432009100914,0.364428073167801,1.91999995708466,0.202531650662422,1.1640499830246,0.962500035762787,0.870000004768372,1.16999995708466,1,1,0.113451264798641,0.0670461238209858,0,0,0.67741935,98.26190476,0.09677419,84.83333333,0.16129032,91.1,0.06451613,92.5,1.44745242595673,0.159058570861816,-0.389993935823441,-0.38374251127243,3.44631529989697,2.65097618103027,-3.89993935823441,-9.59356278181076,0.41666667,0.53846154,0.46774194,0.53333333,0.78571429,0.65517241,0.41935484,0.5625,0.16129032,3,5,1,2,6,1,9,0.33333333,0.55555556,0.11111111,0.22222222,0.66666667,0.11111111,1.77655675961189,59,77.63036,54.50952,76.37809,46.74122,67.05614,33.40607,39.99615,63.36639,33.70689,80,67.48239,80,80,80,77.49987,63.08855,68.30525,53.68071,-0.68773,3.0455,95,121.46,100.8,109.92,67.36,76.28,109.74,101.32,108.46,156.74,131.1,165.14,144.22,101,151.68,118.959677419355,93.9470967741935,109.522258064516,0.38709677,0.16129032,0.29032258,0.09677419,0.06451613,97.8125,91.0099975585938,98.705559624566,84.6499989827474,92.6000061035156,5.99954986572266,-2.63812828063965,9.52032725016276,-7.11835543314616,9.78520393371582,8.04387791951497,1.91569900512695,4.71065521240234,-0.258779486020406,5.17328834533691,0.616150353103876,-0.393671218305826,0.811734616756439,0.181554555892944,-0.390602678060532,2.56729313793282,-3.93671218305826,4.509636759758,3.02590926488241,-9.76506695151329,0.4,0.53125,0.46774194,0.58333333,0.70588235,0.65517241,0.51612903,16.52173913,0.06451613,0.33870968,0.16129032,0.33870968,0.09677419,92.6540985107422,97.8577706473214,91.0525268554688,98.6739676339286,84.6934661865234,9.59478950500488,4.96588134765625,-3.1928279876709,9.31891741071429,-7.6650333404541,3.86216759681702,7.17663283575149,0.793964195251465,4.03818875267392,-1.56318012873332,-0.390602678060532,0.386001076549292,-0.393671218305826,1.04188389331102,0.181554555892944,-9.76506695151329,1.83810036452044,-3.93671218305826,4.96135187290964,3.02590926488241,0.4,0.53125,0.46774194,0.58333333,0.70588235,0.65517241,0.51612903,9,87.015625,15.4816284179688,0,0,107.455,4,0.44444444,"2024-09-27",0
"Garrett Crochet",27463,"2024-09-20","@SDP",4,2024,"CHW","A",25,0,0,0,1,1,0,0,0,0,0,0,4,13,1,0,0,0,0,0,0,0,0,8,18,0,2.25,8,0,0,2,2,1,0,0,0,0,0.61538462,0,0.61538462,0.315764588612467,0,0.0769230769230769,0.25,0.2,1,-0.833520221710205,0.833520221710205,-0.0775160185992716,0,-21.8357081571767,-3.77387914550141,1,0.2,0.4,0.4,0,0,0,0,14,38,52,0.206033974885941,-0.027500020340085,0.233534008264542,1.82800006866455,0.199454456567764,0.781953871250153,0.962500035762787,0.870000004768372,1.16999995708466,1,1,0.257823467254639,0.00566263142857742,0,0,0.59615385,98.06451613,0.07692308,85.75,0.25,92.53846154,0.07692308,92,1.12727415561676,0.245920851826668,1.1756774187088,0.0301745422184467,3.63636824392503,6.14802129566669,9.04367245160616,0.754363555461168,0.42857143,0.75,0.57692308,0.16666667,0.88888889,0.6,0.46153846,0.76923077,0.23076923,2,1,2,1,3,1,5,0.4,0.2,0.4,0.2,0.6,0.2,-0.789336644616745,69,40.50271,63.01232,30.52344,61.70388,65.39579,44.77844,80,64.02504,65.41351,70.09629,71.81358,80,80,80,80,80,70.0672,72.48508,-1.95044,1.15143,100.48,97.72,79.28,125.18,83.08,99.08,116.34,149.98,163.66,148.98,87.3,120.5,138.98,133.52,178.88,126.520769230769,112.579230769231,134.057692307692,0.36538462,0.25,0.23076923,0.07692308,0.07692308,97.8157894736842,92.5,98.3333333333333,85.6750030517578,91.625,5.6740827058491,-1.79801207322341,10.470562616984,-7.30416536331177,10.4934892654419,8.73510260331003,3.38882651695838,4.58160940806071,0.530614137649536,5.04282093048096,0.0777047425508499,1.19153379648924,1.05935702100396,0.248413149267435,0.0291896350681782,0.408972329214999,9.16564458837876,8.82797517503301,6.21032873168588,0.729740876704454,0.45454545,0.66666667,0.57692308,0.2,0.8,0.6,0.57692308,15.68421053,0.07692308,0.36538462,0.25,0.23076923,0.07692308,91.5145263671875,97.7284128289474,92.4023061899038,98.2689310709635,85.5595779418945,10.4081878662109,5.05092982241982,-2.43879244877742,10.1991799672445,-8.09260940551758,3.55283999443054,7.84621549907484,2.22682043222281,3.41272830963135,-0.917694985866547,0.0291896350681782,0.0777047425508499,1.19153379648924,1.05935702100396,0.248413149267435,0.729740876704454,0.408972329214999,9.16564458837876,8.82797517503301,6.21032873168588,0.42857143,0.67741935,0.57692308,0.22222222,0.76190476,0.6,0.59615385,5,82.9856079101562,2.4168643951416,0,0,94.2061,0,0,"2024-09-20",0
"Garrett Crochet",27463,"2024-09-13","OAK",4,2024,"CHW","H",25,0,1,2.25,1,1,0,0,0,0,0,0,4,15,3,1,1,0,0,0,0,0,0,4,9,0,6.75,4,0.333333333,0,3,6,2,0,1,0,0,0.26666667,0,0.26666667,3.2954446473512,0,0.2,0.75,0.272727272727273,0.66666667,1.1664797782898,1.0835202217102,3.4344923876226,55.5565892803236,26.2763412381749,83.5963543856913,0.5,0.181818181,0.272727272,0.545454545,0,0,0,0,18,38,56,0.0774340108036995,-0.18469600379467,0.26213002204895,0.98769998550415,0.101772285997868,0.803839981555939,0.967500030994415,0.870000004768372,0.937600016593933,1,1,0.0767590180039406,0.0195711130923203,0,0,0.46428571,98.19230769,0.17857143,85.3,0.30357143,92.64705882,0.05357143,93,1.21212315559387,-0.228481441736221,0.0910842567682266,0.0127886347472668,4.66201213689951,-2.28481441736221,0.535789745695451,0.426287824908892,0.36363636,0.82608696,0.55357143,0.25,0.84210526,0.61290323,0.41071429,0.6,0.21428571,2,3,6,2,4,5,11,0.18181818,0.27272727,0.54545455,0.18181818,0.36363636,0.45454545,1.29857452785798,58,40.2506,49.05595,41.66739,80,67.06788,80,58.1698,69.28046,59.12848,80,68.62301,80,80,80,71.31888,80,74.191,80,-2.2334,0.72699,80.86,105.08,74.44,121.88,119.64,139.12,121.96,101.72,103.4,148.74,134.78,163.12,128.66,95.94,129.34,126.507272727273,112.749090909091,133.213818181818,0.35714286,0.30357143,0.10714286,0.17857143,0.05357143,98.4150024414062,92.6529397403493,97.5499979654948,85.1700012207031,92.9666646321615,4.89136123657227,-2.13513161154354,8.33146603902181,-7.67283630371094,8.79970932006836,8.57514495849609,3.04201642204733,4.72950649261475,-0.625784969329834,5.8539924621582,1.18723614513874,0.132159531116486,0.0833753682672977,-0.230123870074749,0.0126800574362278,5.9361807256937,0.777409006567562,1.38958947112163,-2.30123870074749,0.422668581207593,0.34615385,0.73333333,0.55357143,0.22222222,0.77272727,0.61290323,0.53571429,16.48780488,0.05357143,0.35714286,0.30357143,0.10714286,0.17857143,92.9425964355469,98.3824584960937,92.6100858800552,97.5420837402344,85.1402587890625,8.6081797281901,4.30635643005371,-2.9064198662253,7.88691647847493,-8.48526611328125,4.26890023549398,7.57046051025391,1.80291433895335,3.66608492533366,-2.14330463409424,0.0126800574362278,1.18723614513874,0.132159531116486,0.0833753682672977,-0.230123870074749,0.422668581207593,5.9361807256937,0.777409006567562,1.38958947112163,-2.30123870074749,0.33333333,0.72413793,0.53571429,0.22222222,0.80952381,0.63333333,0.51785714,11,90.9461947354403,14.309194391424,3,0.27272727,106.362,6,0.54545455,"2024-09-13",0
"Garrett Crochet",27463,"2024-09-07","@BOS",4,2024,"CHW","A",25,0,1,18,1,1,0,0,0,0,0,0,2,12,5,4,4,1,1,0,0,0,0,3,13.5,4.5,22.5,3,0,0,3,0,5,0,0,0,0,0.25,0.08333333,0.16666667,3.44083324635239,4.5,0.454545454545455,3,0.571428571428571,0.43478261,8.16647977828979,9.83352022171021,1.6664797782898,444.452714242589,194.668514121905,39.6124976586293,3,0.625,0.375,0,0,1,2,9,20,31,51,-0.293504029512405,-0.394024014472961,0.100519984960556,-2.90599989891052,-0.279961466789246,0.90939998626709,0.773400008678436,0.910000026226044,0.635199964046478,1,1,-0.217812284827232,-0.104932419312453,0,0,0.50980392,97.19230769,0.11764706,85.33333333,0.29411765,91.53333333,0.07843137,91,0.0913048535585403,-0.684035420417786,-2.25825595855713,0.189382150769234,0.351172513686694,-11.4005903402964,-15.0550397237142,4.73455376923084,0.2962963,0.75,0.50980392,0.625,0.83333333,0.76923077,0.47058824,0.58333333,0.11764706,4,2,2,1,5,2,8,0.5,0.25,0.25,0.125,0.625,0.25,7.71907448790815,24,47.55307,50.14464,43.54544,77.10325,72.42851,69.85208,57.9721,74.76853,47.63919,22.24562,80,20,67.24754,80,59.34433,68.52859,76.90797,60.3716,-1.0257,2.53854,85.42,93.08,65.52,112.52,100.6,115.64,117.16,117.96,146.34,154.08,70.8,103.5,126.5,88.64,120.54,119.850588235294,94.6886274509804,114.731764705882,0.41176471,0.29411765,0.09803922,0.11764706,0.07843137,97.3238118489583,91.5600016276042,96.6200012207031,85.3833312988281,90.9000015258789,5.22864459809803,-1.29716110229492,9.05670623779297,-4.56752808888753,9.86146640777588,9.34074329194569,2.7656618754069,5.08747177124023,1.77545181910197,5.96550750732422,-0.511391166597605,-2.26894910633564,0.59771716222167,-0.668448325246572,0.191223356872797,-2.43519603141717,-15.1263273755709,11.9543432444334,-11.1408054207762,4.78058392181993,0.26086957,0.71428571,0.50980392,0.66666667,0.8,0.76923077,0.54901961,18.51282051,0.07843137,0.41176471,0.29411765,0.09803922,0.11764706,91.1319732666016,97.5424339657738,91.7501302083333,96.83759765625,85.5805460611979,9.22357273101807,4.34786660330636,-2.22489649454753,8.45385208129883,-5.75804011027018,4.72647762298584,8.44816444033668,1.89242680867513,4.18985824584961,0.582197149594625,0.191223356872797,-0.511391166597605,-2.26894910633564,0.59771716222167,-0.668448325246572,4.78058392181993,-2.43519603141717,-15.1263273755709,11.9543432444334,-11.1408054207762,0.24,0.76923077,0.50980392,0.66666667,0.8,0.76923077,0.50980392,8,93.1290740966797,-1.9486563205719,2,0.25,110.084,4,0.5,"2024-09-07",0
"Garrett Crochet",27463,"2024-09-01","NYM",4,2024,"CHW","H",25,0,1,2.70000025749209,1,1,0,0,0,0,0,0,3.1,13,3,1,1,1,0,0,0,0,0,8,21.6000020599367,0,8.10000077247627,8,0.333333333,0,3,2,0,0,1,0,0,0.61538462,0,0.61538462,0.353906600185917,2.70000025749209,0.230769230769231,0.900000085830697,0.5,1,2.2664796924591,0.433520565032991,-0.726315549222977,66.667913494336,52.7379663408729,-19.9144346194282,1.5,0,0.6,0.4,0,0.5,0,0,15,42,57,-0.0409880168735981,-0.252010017633438,0.211021989583969,-0.192299947142601,-0.019814521074295,0.841446161270142,0.967500030994415,0.870000004768372,1.9054000377655,1,1,0.0493319109082222,-0.0980433065508474,0,0,0.56140351,98.5,0.07017544,84.25,0.31578947,92.16666667,0.05263158,91.33333333,0.792874574661255,0.303028255701065,-1.0567147731781,0.203591465950012,2.47773304581642,7.57570639252663,-5.87063762876723,6.78638219833374,0.55555556,0.66666667,0.59649123,0.7,0.85714286,0.76470588,0.36842105,0.84615385,0.14035088,3,1,1,1,1,3,5,0.6,0.2,0.2,0.2,0.2,0.6,1.47706653328729,52,29.23211,57.73735,20,66.22785,69.84137,57.6852,NA,NA,NA,80,72.20599,80,78.26437,80,61.11594,74.67495,80,65.10042,-1.40755,1.96577,91.14,70.3,57.1,126.82,88.16,104.82,NA,NA,NA,184.42,164.5,210.26,150.82,81,125.58,136.563157894737,90.3161403508772,116.26350877193,0.56140351,0.31578947,NA,0.07017544,0.05263158,98.53125,92.1444430881076,NA,84.2249984741211,91.5999959309896,4.82656288146973,-2.04826418558756,NA,-7.39783096313477,10.3337554931641,8.57693862915039,2.47614521450467,NA,-1.71298456192017,6.13890838623047,0.799256883561611,-1.05490899831057,NA,0.30585590004921,0.205612249672413,2.49767776113003,-5.86060554616981,NA,7.64639750123024,6.8537416557471,0.53571429,0.65517241,0.59649123,0.6,0.89473684,0.76470588,0.50877193,17.31818182,0.05263158,0.56140351,0.31578947,NA,0.07017544,91.6023356119792,98.5428009033203,92.1376207139757,NA,84.2122802734375,10.1627063751221,4.13527679443359,-2.73637390136719,NA,-8.0426549911499,4.42853355407715,7.54462766647339,1.35204272800022,NA,-3.11142992973328,0.205612249672413,0.799256883561611,-1.05490899831057,NA,0.30585590004921,6.8537416557471,2.49767776113003,-5.86060554616981,NA,7.64639750123024,0.5,0.67741935,0.59649123,0.53846154,0.9047619,0.76470588,0.54385965,5,88.2449462890625,18.9454040527344,1,0.2,106.176,3,0.6,"2024-09-01",0
"Garrett Crochet",27463,"2024-08-27","TEX",4,2024,"CHW","H",25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,74.3883906335265,76.9288520456552,0,0,0,0,0,0,0,0,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,0.75,97,NA,NA,0.25,92,NA,NA,0.0724043697118759,NA,-0.0373910665512085,NA,2.41347899039586,NA,-3.73910665512085,NA,0.33333333,1,0.5,0,1,0.5,0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.25,91.58,106.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"2024-08-27",0
"Garrett Crochet",27463,"2024-08-21","@SFG",4,2024,"CHW","A",25,0,0,4.5,1,1,0,0,0,0,0,0,4,16,4,2,2,0,1,0,0,0,0,4,9,2.25,9,4,0,0,6,3,2,0,0,0,0,0.25,0.0625,0.1875,3.36108064651489,0,0.266666666666667,1.25,0.363636363636364,0.6,1.9164797782898,2.5835202217102,3.0504860829562,111.113178560647,44.3183597614317,74.0432108178356,2,0.181818181,0.545454545,0.272727272,0,0,2,4.5,19,38,57,-0.0418899729847908,-0.426423966884613,0.384534001350403,-0.10400003939867,-0.0110579449683428,1.33872497081757,1.03229999542236,0.924600005149841,1.16999995708466,1,1,-0.0195742100477219,-0.0117167376061554,0,0,0.59649123,98.29411765,0.05263158,84.66666667,0.31578947,92.83333333,0.03508772,92,0.928719818592072,0.209018498659134,-1.12390005588531,0.35449081659317,2.73152887821198,6.9672832886378,-6.24388919936286,17.7245408296585,0.40625,0.68,0.52631579,0.38461538,0.82352941,0.63333333,0.43859649,0.625,0.19298246,3,6,2,1,7,3,11,0.27272727,0.54545455,0.18181818,0.09090909,0.63636364,0.27272727,2.15946515351643,51,29.05732,58.91877,23.84189,76.59878,65.01586,72.76363,NA,NA,NA,80,69.29959,80,54.71301,80,45.44697,73.96692,68.16635,67.5457,-1.36356,2.03175,87.06,50.74,-1.92,119.76,94.34,115.5,NA,NA,NA,133.54,109.9,138.44,120.92,72.44,102.56,119.704210526316,86.7133333333333,108.501052631579,0.59649123,0.31578947,NA,0.05263158,0.03508772,98.1970573874081,92.75,NA,84.7666676839193,92.1999969482422,5.32859622730928,-0.995110193888346,NA,-5.66384633382161,9.40531349182129,9.0267630184398,3.3788505130344,NA,1.54690138498942,5.90311002731323,0.982344914227724,-1.17349342256784,NA,0.211249623447657,0.359399735927582,2.8892497477286,-6.51940790315469,NA,7.04165411492189,17.9699867963791,0.33333333,0.7,0.52631579,0.33333333,0.76190476,0.63333333,0.52631579,16.75609756,0.03508772,0.59649123,0.31578947,NA,0.05263158,92.5574493408203,98.5651352826287,93.0975273980035,NA,85.1339009602865,8.50347995758057,4.39204137465533,-2.17126507229275,NA,-6.62919362386068,4.70328521728516,8.06120838838465,2.10596826341417,NA,0.713879664738973,0.359399735927582,0.982344914227724,-1.17349342256784,NA,0.211249623447657,17.9699867963791,2.8892497477286,-6.51940790315469,NA,7.04165411492189,0.32,0.6875,0.52631579,0.375,0.72727273,0.63333333,0.56140351,11,92.5949984463778,7.4550947709517,2,0.18181818,108.435,4,0.36363636,"2024-08-21",0
"Garrett Crochet",27463,"2024-08-16","@HOU",4,2024,"CHW","A",25,0,0,2.25,1,1,0,0,0,0,0,0,4,16,4,1,1,0,0,0,0,0,0,9,20.25,0,9,9,0.333333333,0,3,3,1,0,1,0,0,0.5625,0,0.5625,0.566705646514893,0,0.25,1,0.571428571428571,0.75,-1.3335202217102,3.5835202217102,-0.199513917043805,55.5565892803236,-33.8637205060146,-6.80889035405381,1,0.142857142,0.428571428,0.428571428,0,0,4,9,12,43,55,0.121824033558369,-0.191043958067894,0.312867999076843,0.907999932765961,0.096237413585186,1.01506245136261,0.972900032997131,0.870000004768372,0.994799971580505,1,1,0.0837369784712791,0.0362793154964795,0,0,0.54545455,97.76666667,0.03636364,86,0.30909091,91.70588235,0.10909091,90.66666667,1.05280303955078,0.054188709706068,-0.296231389045715,0.18583407998085,3.50934346516927,2.7094354853034,-1.74253758262185,3.0972346663475,0.5,0.82608696,0.63636364,0.4375,0.57894737,0.51428571,0.41818182,0.75,0.30909091,4,2,1,1,4,2,7,0.57142857,0.28571429,0.14285714,0.14285714,0.57142857,0.28571429,-0.71148835958167,61,53.50578,57.20186,59.09477,80,71.26747,70.96813,80,43.13923,73.1411,67.67311,72.10374,48.77478,69.16279,80,55.9037,80,72.80563,70.0366,-1.89094,1.24068,98.24,122.64,109.46,128.6,112.54,138.76,124.24,143.84,143.3,165.36,135.72,177.86,130.48,99.12,126.56,127.126545454545,110.905818181818,133.297090909091,0.52727273,0.30909091,0.01818182,0.03636364,0.10909091,97.6586240571121,91.6411779067096,98.5,85.5999984741211,90.4333292643229,5.91255872002963,-1.28582247565774,9.92706871032715,-6.83728122711182,10.4603430430094,10.0960546033136,4.04603397144991,5.40393352508545,0.434020578861237,5.9519297281901,1.62612549588084,-0.296731173992157,-0.565348207950592,0.054773960262537,0.187473122030497,5.60732929614084,-1.74547749407151,-56.5348207950592,2.73869801312685,3.12455203384161,0.51851852,0.75,0.63636364,0.35714286,0.61904762,0.51428571,0.50909091,18.02564103,0.10909091,0.52727273,0.30909091,0.01818182,0.03636364,90.2814534505208,97.5438358701509,91.485933191636,98.4023971557617,85.4147491455078,10.0035851796468,5.17444163355334,-2.21361968096565,9.47953033447266,-8.03396511077881,4.17752838134766,8.74236534381735,2.47000885009766,4.12782001495361,-1.61873495578766,0.187473122030497,1.62612549588084,-0.296731173992157,-0.565348207950592,0.054773960262537,3.12455203384161,5.60732929614084,-1.74547749407151,-56.5348207950592,2.73869801312685,0.48,0.76666667,0.63636364,0.33333333,0.60869565,0.51428571,0.54545455,7,88.1846662248884,6.04566410609654,1,0.14285714,108.509,3,0.42857143,"2024-08-16",0
"Garrett Crochet",27463,"2024-08-09","CHC",4,2024,"CHW","H",25,0,1,27.0000036784586,1,1,0,0,0,0,0,0,2.1,16,9,7,7,4,0,0,0,0,0,5,19.2857169131847,0,34.7142904437325,5,0,0,1,6,4,0,0,0,0,0.3125,0,0.3125,3.14069392776489,15.4285735305478,0.5625,3.85714338263694,0.714285714285714,0.58823529,21.1664822305955,5.83352144786307,2.76878705439326,666.67916219171,507.396894184418,67.0352236309454,0.166666666,0.363636363,0.09090909,0.545454545,0,0.666666666,0,0,22,45,67,-0.352031975984573,-0.503295958042145,0.151263982057571,-5.0282998085022,-0.518114387989044,0.599562525749207,0.641333341598511,0.870000004768372,0.227600008249283,1,1,-0.63652777671814,0.0493797131451567,0,0,0.6119403,96.3902439,0.01492537,88,0.32835821,90.81818182,0.04477612,90.33333333,-0.847956776618958,-0.0238054171204567,-5.74668216705322,-0.149122357368469,-2.06818726004624,-2.38054171204567,-26.1212825775146,-4.97074524561564,0.38461538,0.85714286,0.58208955,0.53333333,0.79166667,0.69230769,0.41791045,0.5,0.17910448,7,2,2,1,3,7,11,0.63636364,0.18181818,0.18181818,0.09090909,0.27272727,0.63636364,19.3405943564101,-5,20,49.22046,20,57.02483,62.98082,46.9534,20,68.92258,20,20,58.79372,20,53.81882,79.49389,53.45813,43.10538,65.48266,34.55749,0.55375,4.90772,97.94,25.36,1.86,106.96,106.62,109.36,105.12,-75.4,-61.16,107,33.24,36.6,121.36,80.78,109.44,111.175223880597,82.5346268656716,93.3065671641791,0.55223881,0.32835821,0.05970149,0.01492537,0.04477612,96.4081107474662,90.7909102006392,95.8000030517578,87.6999969482422,90.4333292643229,5.05028554555532,-1.49130613153631,9.73166179656982,-3.82995629310608,9.97125562032064,8.73301573057432,3.56068177656694,5.76547813415527,-2.46973347663879,7.00386238098145,-0.733999595046043,-5.76495179533958,-0.111625920981169,-0.0242429338395596,-0.152117189019918,-1.98378268931363,-26.2043263424527,-2.79064802452922,-2.42429338395596,-5.07057296733061,0.42424242,0.73529412,0.58208955,0.57142857,0.76,0.69230769,0.50746269,16.70588235,0.04477612,0.56716418,0.32835821,0.05970149,NA,90.68310546875,96.6348427220395,90.6998790394176,96.0773010253906,NA,9.36815643310547,3.9877785130551,-2.52896014126864,9.35695266723633,NA,5.40442021687825,7.79452996504934,2.03154945373535,4.81310224533081,NA,-0.152117189019918,-2.01335762441158,-4.5098366998136,-0.111625920981169,NA,-5.07057296733061,-5.29830953792522,-20.4992577264255,-2.79064802452922,NA,0.40625,0.74285714,0.58208955,0.53846154,0.76923077,0.69230769,0.52238806,11,91.0322099165483,20.3470986106179,4,0.36363636,107.098,7,0.63636364,"2024-08-09",0
"Garrett Crochet",27463,"2024-08-03","@MIN",4,2024,"CHW","A",25,0,0,2.25,1,1,0,0,0,0,0,0,4,16,1,1,1,1,4,0,0,0,0,2,4.5,9,2.25,0.5,0,0,5,4,1,0,0,0,0,0.125,0.25,-0.125,8.16872127151489,2.25,0.0833333333333333,1.25,0,1,8.41647977828979,-6.16647977828979,6.67848818451166,55.5565892803236,200.682520296324,164.299085576848,1.25,0.1,0.5,0.4,0,0.25,1,2.25,33,44,77,0.0709480047225952,-0.227788016200066,0.2987360060215,0.935999989509583,0.0981132015585899,0.934674978256226,0.851500034332275,0.870000004768372,1.16999995708466,1,1,-0.0928496941924095,0.168756299561218,0,0,0.5974026,98.19565217,0.01298701,86,0.31168831,92.45833333,0.07792208,92.5,2.05928587913513,0,-1.46382820606232,0.0199631899595261,4.47670843290246,0,-6.09928419192632,0.332719832658768,0.20454545,0.87878788,0.49350649,0.66666667,0.82758621,0.78947368,0.42857143,0.4375,0.1038961,4,5,1,1,4,5,10,0.4,0.5,0.1,0.1,0.4,0.5,9.16599855836843,46,35.79815,49.42555,32.52067,64.00889,64.10323,51.74936,NA,NA,NA,20,78.39276,20,48.35969,80,44.72526,57.77064,67.54096,46.72252,-0.35735,3.54107,92.72,96.88,74.72,118.64,86.38,103,102.1,105.7,81.3,170.42,6.8,37.02,132.24,64.06,97.28,120.672467532468,80.2114285714286,97.0293506493507,0.54545455,0.31168831,0.05194805,0.01298701,0.07792208,98.2476167224702,92.4208374023438,97.4499969482422,85.8000030517578,92.5666707356771,5.87116459437779,-1.20778298377991,7.9788064956665,-5.06879997253418,9.71781285603841,8.28389776320684,3.78018633524577,5.10832262039185,-1.95489466190338,6.18819808959961,1.93406677246094,-1.42942060530186,0.144677925854921,0,0.0185426399111748,4.60492088681176,-5.95591918875774,3.61694814637303,0,0.30904399851958,0.16216216,0.8,0.49350649,0.5,0.8125,0.76315789,0.51948052,18.98360656,0.07792208,0.54545455,0.31168831,0.05194805,0.01298701,92.61181640625,98.3006882440476,92.4619852701823,97.5052795410156,85.7951965332031,9.20731862386068,5.25656600225539,-1.99748929341634,7.47649478912354,-5.82733011245728,4.97571659088135,7.55416942778088,2.90552965799967,4.38192510604858,-2.94780993461609,0.0185426399111748,1.88028727471828,-1.46543703973293,0.234473872929811,0,0.30904399851958,4.47687446361496,-6.10598766555389,5.86184682324529,0,0.16216216,0.8,0.49350649,0.5,0.8125,0.76315789,0.51948052,10,91.2306640625,5.21414794921875,1,0.1,110.419,4,0.4,"2024-08-03",0
