"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","CH%","CHv","XX%","wFB","wSL","wCB","wCH","wFB/C","wSL/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_KC","pb_s_KC","pb_c_KC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_KC","sp_l_KC","sp_p_KC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSL%","pfxKC%","pfxCH%","pfxvFA","pfxvSL","pfxvKC","pfxvCH","pfxFA-X","pfxSL-X","pfxKC-X","pfxCH-X","pfxFA-Z","pfxSL-Z","pfxKC-Z","pfxCH-Z","pfxwFA","pfxwSL","pfxwKC","pfxwCH","pfxwFA/C","pfxwSL/C","pfxwKC/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piSL%","pivCH","pivCU","pivFA","pivSL","piCH-X","piCU-X","piFA-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piSL-Z","piwCH","piwCU","piwFA","piwSL","piwCH/C","piwCU/C","piwFA/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Craig Kimbrel",6655,"2024-08-11","@TBR",2,2024,"BAL","A",36,0,1,9,1,0,0,0,0,0,0,0,1,6,0,1,1,0,3,1,0,0,0,2,18,27,0,0.66666667,0,0,0,1,0,0,0,0,0,0.33333333,0.5,-0.16666667,11.7020624214831,0,0,3,0,0.66666667,8.16647977828979,0.833520221710206,9.67848818451166,229.203440729871,204.580929186547,238.9317943509,0,0,0,1,0,0,0,0,13,10,23,-0.248213991522789,-0.343400031328201,0.0951860547065735,-0.547999978065491,-0.0601867139339447,2.59662222862244,1.78419995307922,1.78419995307922,NA,0,1,-0.0649861246347427,-0.0306049816828181,0,1,0.69565217,92.6875,NA,NA,0.30434783,83.28571429,NA,NA,0.13043478,-0.0155096352100372,NA,-0.082493394613266,NA,-0.0969352200627327,NA,-1.1784770659038,NA,0.125,0.71428571,0.30434783,0.5,0.6,0.57142857,0.30434783,0.33333333,0.13043478,0,0,1,0,1,0,1,0,0,1,0,1,0,7.21181420596675,NA,NA,NA,20,52.08264,20,NA,NA,NA,43.87128,49.60492,42.25033,20,45.63401,20,2.34338,7.59216,NA,NA,NA,124.1,28.74,47.04,NA,NA,NA,82.28,102.16,86.44,111.372173913043,51.0852173913043,59.0313043478261,0.69565217,NA,0.30434783,NA,92.7624969482422,NA,83.1428571428571,NA,-6.45363807678223,NA,4.88137599400112,NA,9.1453914642334,NA,-6.57439695085798,NA,-0.016189344227314,NA,-0.0857971608638763,NA,-0.101183401420712,NA,-1.2256737266268,NA,0.125,0.71428571,0.30434783,0.5,0.6,0.57142857,0.30434783,18.23529412,NA,0.30434783,0.69565217,NA,NA,83.1095406668527,92.7265625,NA,NA,6.18925040108817,-5.36637926101685,NA,NA,-8.15696552821568,8.30886650085449,NA,NA,-0.0857971608638763,-0.016189344227314,NA,NA,-1.2256737266268,-0.101183401420712,NA,0.125,0.71428571,0.30434783,0.5,0.6,0.57142857,0.30434783,1,88.7867202758789,32.2204093933105,0,0,88.7867,0,0,"2024-08-11",0
"Craig Kimbrel",6655,"2024-08-06","@TOR",2,2024,"BAL","A",36,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,0,1,9,0,9,1,0,0,2,0,1,0,0,0,0,0.2,0,0.2,2.00296908401489,0,0.25,1,0.333333333333333,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,103.457151520003,101.806421637006,2,0.333333333,0.666666666,0,0,0,1,9,4,8,12,0.00576803460717201,-0.00359598640352488,0.00936402101069689,0.479000002145767,0.0506075024604797,0.10563999414444,0.102399997413158,0.102399997413158,0.102399997413158,1,1,0.0296994652599096,0.0249013954641593,0,0,0.66666667,93.75,NA,NA,0.33333333,83.25,NA,NA,NA,0.150054827332497,NA,-0.266977936029434,NA,1.87568534165621,NA,-6.67444840073586,NA,0.33333333,0.66666667,0.5,0,1,0.66666667,0.5,0.6,0.16666667,1,1,1,0,3,0,3,0.33333333,0.33333333,0.33333333,0,1,0,6.02062517915933,NA,NA,NA,20,60.81203,20,NA,NA,NA,60.74779,67.21835,64.6334,22.37063,61.85196,20,1.84192,6.83997,NA,NA,NA,108.66,40.34,53.3,NA,NA,NA,120.96,101.72,109.9,112.76,60.8,72.1666666666667,0.66666667,NA,0.33333333,NA,93.7750015258789,NA,83.4499969482422,NA,-5.4130482673645,NA,6.2321925163269,NA,8.99999904632568,NA,-5.71783924102783,NA,0.147881336510181,NA,-0.27159158885479,NA,1.84851670637727,NA,-6.78978972136974,NA,0.4,0.57142857,0.5,0,1,0.66666667,0.58333333,16.85714286,NA,0.33333333,0.66666667,NA,NA,83.4488754272461,93.7918014526367,NA,NA,7.04678249359131,-4.59240484237671,NA,NA,-6.81412744522095,8.38620948791504,NA,NA,-0.27159158885479,0.147881336510181,NA,NA,-6.78978972136974,1.84851670637727,NA,0.4,0.57142857,0.5,0,1,0.66666667,0.58333333,3,90.1360270182292,6.39830207824707,0,0,103.186,1,0.33333333,"2024-08-06",0
"Craig Kimbrel",6655,"2024-08-02","@CLE",2,2024,"BAL","A",36,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,1,0,1,9,9,9,1,0,0,0,2,1,0,0,0,0,0.2,0.2,0,6.80632908401489,0,0.25,2,0.333333333333333,1,4.1664797782898,-4.1664797782898,7.19049659073353,0,103.457151520003,177.036610333989,0,0.333333333,0,0.666666666,0,0,0,0,9,9,18,0.002583994762972,-0.00368397706188262,0.00626797182485461,0.479999989271164,0.0506329126656055,0.0714857131242752,0.046399999409914,0.046399999409914,NA,0,1,0.0142457708716393,0.0219012387899951,0,0,0.77777778,92.64285714,NA,NA,0.22222222,83.25,NA,NA,NA,0.105905689299107,NA,-0.117825619876385,NA,0.756469209279333,NA,-2.94564049690962,NA,0.08333333,1,0.38888889,0,0.83333333,0.71428571,0.33333333,0.4,0.11111111,1,2,0,0,1,2,3,0.33333333,0.66666667,0,0,0.33333333,0.66666667,5.5176344480282,NA,NA,NA,22.83624,56.14175,20,NA,NA,NA,32.21576,71.96903,20.47523,20,56.97485,20,2.32132,7.55907,NA,NA,NA,105.5,57.1,62.64,NA,NA,NA,74.36,102.94,84.9,98.58,67.2866666666667,67.5866666666667,0.77777778,NA,0.22222222,NA,92.6071428571429,NA,83.2249984741211,NA,-5.13560267857143,NA,5.88567924499512,NA,8.51903588431222,NA,-4.02465200424194,NA,0.102072305977345,NA,-0.120528973639011,NA,0.729087899838175,NA,-3.01322434097528,NA,0.09090909,0.85714286,0.38888889,0,0.83333333,0.71428571,0.38888889,18.84615385,NA,0.22222222,0.77777778,NA,NA,83.3438491821289,92.7590070452009,NA,NA,6.68879270553589,-4.60175159999302,NA,NA,-5.45805263519287,8.02760369437081,NA,NA,-0.120528973639011,0.102072305977345,NA,NA,-3.01322434097528,0.729087899838175,NA,0.09090909,0.85714286,0.38888889,0,0.83333333,0.71428571,0.38888889,3,94.6940511067708,33.7108942667643,0,0,100.752,1,0.33333333,"2024-08-02",0
"Craig Kimbrel",6655,"2024-07-31","TOR",2,2024,"BAL","H",36,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,18,9,0,2,0,0,0,1,0,0,0,0,0,0.5,0.25,0.25,3.75272908401489,0,0,1,0,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,52.8952626867303,89.6663768027962,0,0,0,1,0,0,0,0,12,10,22,0.00505999336019158,-0.00573998689651489,0.0107999797910452,0.467000007629395,0.0502150505781174,0.144500002264977,0.122000001370907,0.122000001370907,0.0639999955892563,1,1,0.0286938715726137,0.00632338296633663,0,0,0.68181818,93.53333333,NA,NA,0.31818182,84.71428571,NA,NA,NA,0.391843438148499,NA,0.0653611868619919,NA,2.61228958765666,NA,0.933731240885598,NA,0.13333333,0.42857143,0.22727273,1,0.66666667,0.8,0.31818182,0.25,0.04545455,1,0,0,0,1,0,1,1,0,0,0,1,0,1.32043030960601,NA,NA,NA,45.15814,57.9056,42.92201,80,80,80,48.30114,74.25389,32.11871,52.11652,65.28856,48.27135,-0.00608,4.06797,NA,NA,NA,104.98,70.86,84.5,80.76,363.58,386.82,97.9,101.18,99.3,101.948181818182,92.4345454545455,102.278181818182,0.68181818,0.04545455,0.27272727,NA,93.5,84.5,84.6666666666667,NA,-5.85947825113932,6.14913320541382,4.73836326599121,NA,8.92104085286458,-2.07645153999329,-4.00612322489421,NA,0.393047139048576,0.312645822763443,-0.247841291129589,NA,2.62031426032384,31.2645822763443,-4.13068818549315,NA,0.2,0.25,0.22727273,1,0.66666667,0.8,0.54545455,17.94444444,NA,0.31818182,0.68181818,NA,NA,84.4419294084821,93.3101236979167,NA,NA,5.60040446690151,-5.35072224934896,NA,NA,-4.75664411272321,8.37425638834635,NA,NA,0.0648045316338539,0.393047139048576,NA,NA,0.92577902334077,2.62031426032384,NA,0.14285714,0.375,0.22727273,1,0.66666667,0.8,0.36363636,1,91.0395736694336,49.2738723754883,0,0,91.0396,0,0,"2024-07-31",0
"Craig Kimbrel",6655,"2024-07-29","TOR",2,2024,"BAL","H",36,0,0,9,1,0,0,0,0,0,0,0,1,5,1,1,1,0,1,0,0,0,0,1,9,9,9,1,0,0,2,1,0,0,0,0,0,0.2,0.2,0,5.60764908401489,0,0.25,2,0.333333333333333,0.5,4.1664797782898,4.8335202217102,5.67848818451166,229.203440729871,103.457151520003,139.421515985497,2,0,0.666666666,0.333333333,0,0,0,0,11,10,21,-0.0141000002622604,-0.0233400017023087,0.00924000050872564,-0.532999992370605,-0.0573118254542351,0.13966666162014,0.118000000715256,0.118000000715256,NA,0,1,-0.0573327019810677,-0.0436219574823988,0,0,0.85714286,93.33333333,NA,NA,0.14285714,85,NA,NA,NA,-0.360597163438797,NA,-0.0322868302464485,NA,-2.00331757465998,NA,-1.07622767488162,NA,0.07692308,0.625,0.28571429,1,1,1,0.38095238,0.4,0,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,2.49065727286529,NA,NA,NA,37.82343,59.90236,24.02036,NA,NA,NA,67.89376,56.16164,61.13211,37.82113,54.79962,25.7624,0.88204,5.40015,NA,NA,NA,111.02,77.26,92.46,NA,NA,NA,88.48,123.54,120.14,107.8,83.8714285714286,96.4142857142857,0.85714286,NA,0.14285714,NA,93.2333306206597,NA,84.8999989827474,NA,-5.9639655219184,NA,4.91337903340658,NA,8.81402503119575,NA,-5.43444951375325,NA,-0.366985626518726,NA,-0.0332007221877575,NA,-2.03880903621515,NA,-1.10669073959192,NA,0,0.66666667,0.28571429,NA,1,1,0.42857143,18.125,NA,0.14285714,0.85714286,NA,NA,84.8492991129557,93.1846788194444,NA,NA,5.5901730855306,-5.59073681301541,NA,NA,-6.6755002339681,8.32315317789713,NA,NA,-0.0332007221877575,-0.366985626518726,NA,NA,-1.10669073959192,-2.03880903621515,NA,0,0.6,0.28571429,NA,1,1,0.47619048,3,92.3956400553385,-3.58482678731283,1,0.33333333,104.03,1,0.33333333,"2024-07-29",2
"Craig Kimbrel",6655,"2024-07-26","SDP",2,2024,"BAL","H",36,0,1,18,1,0,0,0,0,0,0,0,1,5,2,2,2,1,0,0,0,0,0,1,9,0,18,1,0,0,1,2,1,0,0,0,0,0.2,0,0.2,3.74716908401489,9,0.4,2,0.333333333333333,0,14.1664797782898,3.83352022171021,4.19049659073353,458.406881459742,356.266595686364,102.403901559937,0.5,0.25,0.25,0.5,0,0.5,0,0,7,14,21,-0.416319996118546,-0.508440017700195,0.0921200215816498,-1.53299999237061,-0.164838701486588,2.15400004386902,2.2720000743866,2.2720000743866,NA,0,1,-0.0969566404819489,-0.096320976806652,0,1,0.65,93.46153846,NA,NA,0.35,84.42857143,NA,NA,0.04761905,-0.718763887882233,NA,-0.392966568470001,NA,-5.52895298370948,NA,-5.61380812100002,NA,0.33333333,0.63636364,0.5,0.66666667,0.85714286,0.8,0.55,0.8,0.0952381,2,1,1,1,2,1,4,0.5,0.25,0.25,0.25,0.5,0.25,14.3697194016732,NA,NA,NA,60.08765,55.25442,57.99341,NA,NA,NA,57.5971,62.66598,56.80191,59.17634,55.02107,59.05174,-0.44468,3.41007,NA,NA,NA,121.7,103.68,114.58,NA,NA,NA,102.98,104.1,103.06,115.46,103.82,110.74,0.66666667,NA,0.33333333,NA,93.4928588867188,NA,84.3999982561384,NA,-5.47440883091518,NA,6.9421626499721,NA,8.68993159702846,NA,-4.72686222621373,NA,-0.746414206922054,NA,-0.399740282446146,NA,-5.33153004944324,NA,-5.71057546351637,NA,0.22222222,0.66666667,0.47619048,0.5,0.875,0.8,0.57142857,20,NA,0.33333333,0.66666667,NA,NA,84.3428693498884,93.4618791852679,NA,NA,7.63614872523716,-4.92387444632394,NA,NA,-6.00995581490653,7.99667085920061,NA,NA,-0.399740282446146,-0.746414206922054,NA,NA,-5.71057546351637,-5.33153004944324,NA,0.22222222,0.66666667,0.47619048,0.5,0.875,0.8,0.57142857,4,87.2692108154297,23.6331596374512,1,0.25,106.006,1,0.25,"2024-07-26",0
"Craig Kimbrel",6655,"2024-07-25","@MIA",2,2024,"BAL","A",36,0,0,13.500014081612,1,0,0,0,0,0,0,1,0.2,7,2,3,1,0,2,0,0,0,0,0,0,27.000028163224,27.000028163224,0,0.333333333,0,3,0,2,0,1,0,0,0,0.28571429,-0.28571429,9.23672906911175,0,0.4,6.00000625849423,0.4,0.25,12.1664891660311,1.33352491558088,12.1664891660311,343.805519711909,305.704944184059,300.827211911999,3,0.4,0.6,0,0,0,0,0,12,16,28,-0.596180021762848,-0.781899988651276,0.18571999669075,-2.99200010299683,-0.297711431980133,3.51342844963074,0.953999996185303,0.953999996185303,4.98400020599365,1,1,-0.184622034430504,0.0149359200525359,0,1,0.57142857,93.9375,NA,NA,0.42857143,85,NA,NA,NA,-0.709253191947937,NA,-1.02813649177551,NA,-4.43283244967461,NA,-8.56780409812927,NA,0.23529412,0.72727273,0.42857143,0.5,0.875,0.75,0.39285714,0.42857143,0.10714286,1,3,1,1,2,2,5,0.2,0.6,0.2,0.2,0.4,0.4,13.0865918445734,NA,NA,NA,47.03748,57.04923,39.98938,NA,NA,NA,42.24802,61.1004,41.13907,39.76243,57.00971,34.60512,0.76143,5.21924,NA,NA,NA,115.26,71.82,89.84,NA,NA,NA,103.04,100.52,100.1,110.022857142857,84.12,94.2371428571429,0.57142857,NA,0.42857143,NA,93.6999969482422,NA,84.9500020345052,NA,-6.98202466964722,NA,4.3510955174764,NA,8.72302341461182,NA,-4.96744887034098,NA,-0.727240953594446,NA,-1.03909638524055,NA,-4.54525595996529,NA,-8.65913654367129,NA,0.25,0.66666667,0.42857143,0.75,0.75,0.75,0.42857143,18.76190476,NA,0.42857143,0.57142857,NA,NA,85.0659484863281,93.8136291503906,NA,NA,5.30557409922282,-6.10857820510864,NA,NA,-6.51604080200195,7.85859489440918,NA,NA,-1.03909638524055,-0.727240953594446,NA,NA,-8.65913654367129,-4.54525595996529,NA,0.29411765,0.63636364,0.42857143,0.8,0.71428571,0.75,0.39285714,5,90.1884155273438,-5.47908782958984,0,0,105.254,2,0.4,"2024-07-25",0
"Craig Kimbrel",6655,"2024-07-20","@TEX",2,2024,"BAL","A",36,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,1,2,18,9,9,2,0,0,1,1,0,0,0,0,0,0.4,0.2,0.2,3.70848908401489,0,0.25,2,0.5,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,52.8952626867303,89.6663768027962,1,0,0.5,0.5,0,0,0,0,8,16,24,0.0174559988081455,-0.0331560038030148,0.0506120026111603,0.49099999666214,0.0509865023195744,0.520171403884888,0.428799986839294,0.428799986839294,NA,0,1,-0.0190545208752155,0.0526126878136051,0,0,0.58333333,93.71428571,0.16666667,85.5,0.25,84.5,NA,NA,NA,0.432152390480042,0.0852822959423065,-0.512865304946899,NA,3.08680278914315,2.13205739855766,-8.54775508244832,NA,0.46666667,0.55555556,0.5,0.71428571,0.8,0.75,0.375,0.4,0.125,0,1,1,0,0,2,2,0,0.5,0.5,0,0,1,1.32610167814832,NA,NA,NA,80,55.38008,80,65.76269,80,59.4776,53.31036,65.32463,45.93503,78.44718,66.47818,75.52495,-1.64191,1.61423,NA,NA,NA,119.18,142.86,157.1,121.34,143.96,148.9,98.08,116.22,113.28,114.265,136.383333333333,144.778333333333,0.58333333,0.16666667,0.25,NA,93.6785714285714,85.5,84.4833323160807,NA,-6.48535537719727,7.33501434326172,4.63447252909342,NA,8.9935542515346,-0.972433865070343,-6.08555348714193,NA,0.434128783643246,0.0852853059768677,-0.521415643393993,NA,3.10091988316604,2.13213264942169,-8.69026072323322,NA,0.27272727,0.69230769,0.5,0.66666667,0.77777778,0.75,0.54166667,20.57894737,NA,0.25,0.58333333,0.16666667,NA,84.6725819905599,93.8793596540179,85.6891784667969,NA,5.81586519877116,-5.32045909336635,8.89757537841797,NA,-7.34075164794922,8.29471152169364,-2.20531249046326,NA,-0.521415643393993,0.434128783643246,0.0852853059768677,NA,-8.69026072323322,3.10091988316604,2.13213264942169,0.27272727,0.69230769,0.5,0.66666667,0.77777778,0.75,0.54166667,2,100.333114624023,13.3361825942993,0,0,107.411,1,0.5,"2024-07-20",0
"Craig Kimbrel",6655,"2024-07-14","NYY",2,2024,"BAL","H",36,1,0,27,1,0,0,0,0,0,0,1,1,6,1,3,3,1,2,0,0,0,0,1,9,18,9,0.5,0,0,1,2,0,0,0,0,0,0.16666667,0.33333333,-0.16666667,9.29281241806656,9,0.25,3,0,0,20.1664797782898,6.83352022171021,10.1904965907335,687.610322189613,507.952262186181,251.669319108041,0.5,0,0.333333333,0.666666666,0,0.5,3,27,15,13,28,-0.761920034885406,-0.777220010757446,0.0152999963611364,-2.53299999237061,-0.272365599870682,2.2703332901001,2.81599998474121,2.81599998474121,NA,0,1,-0.0912052169442177,-0.244393101684944,0,1,0.71428571,94.25,NA,NA,0.28571429,85,NA,NA,NA,-1.10622727870941,NA,-0.203810170292854,NA,-5.53113639354706,NA,-2.54762712866068,NA,0.05555556,0.8,0.32142857,0,0.75,0.66666667,0.35714286,0.33333333,0.10714286,2,0,1,0,2,1,3,0.66666667,0,0.33333333,0,0.66666667,0.33333333,18.4909491124553,NA,NA,NA,51.44683,56.73631,48.71255,61.86608,61.56986,47.40445,21.02819,56.34228,20,39.94905,53.11174,35.14476,0.74984,5.20185,NA,NA,NA,93.98,92.68,87.64,52.12,86.34,69.36,84.22,50.82,45.02,90.045,81.9885714285714,76.3321428571429,0.71428571,0.03571429,0.25,NA,94.1950012207031,86.1999969482422,84.6714303152902,NA,-5.51755065917969,6.66379070281982,6.14702987670898,NA,7.9526123046875,-1.81203579902649,-4.83471189226423,NA,-1.10984081029892,0.0682137757539749,-0.277308102697134,NA,-5.5492040514946,6.82137757539749,-3.96154432424477,NA,0.0625,0.66666667,0.32142857,0,0.75,0.66666667,0.42857143,18.76190476,NA,0.25,0.71428571,0.03571429,NA,84.5795549665179,94.1359313964844,86.1179962158203,NA,6.86156736101423,-5.09795417785645,7.53194999694824,NA,-6.14015851702009,7.49327621459961,-3.13017010688782,NA,-0.277308102697134,-1.10984081029892,0.0682137757539749,NA,-3.96154432424477,-5.5492040514946,6.82137757539749,0.0625,0.66666667,0.32142857,0,0.75,0.66666667,0.42857143,3,96.6641438802083,24.3724187215169,1,0.33333333,104.386,2,0.66666667,"2024-07-14",0
"Craig Kimbrel",6655,"2024-07-07","@OAK",2,2024,"BAL","A",36,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,0,1,1,0,0,0,0,0.5,0,0.5,0.799854084014893,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-22.9475705631782,15.0336680287444,0,0.5,0,0.5,0,0,0,0,3,9,12,0.0352719984948635,-0.00929199997335672,0.044564001262188,0.453000009059906,0.0496710538864136,0.465800017118454,0.817600011825562,0.817600011825562,NA,0,1,0.019162829965353,0.0565606504953481,0,0,0.66666667,93.125,NA,NA,0.33333333,83.5,NA,NA,NA,-0.0037321113049984,NA,0.322227597236633,NA,-0.04665139131248,NA,8.05568993091583,NA,0.5,0.625,0.58333333,0,0.8,0.57142857,0.66666667,0.5,0.25,0,2,0,0,1,1,2,0,1,0,0,0.5,0.5,1.489123900086,NA,NA,NA,64.10993,57.49698,50.64728,NA,NA,NA,80,52.54256,80,80,51.58153,80,-2.12584,0.88833,NA,NA,NA,131.86,92.68,115.88,NA,NA,NA,82.06,161.76,155.72,115.26,115.706666666667,129.16,0.66666667,NA,0.33333333,NA,93.1500015258789,NA,83.4000015258789,NA,-8.52371597290039,NA,5.24089813232422,NA,8.82388401031494,NA,-4.13942289352417,NA,-0.00586215406656265,NA,0.32585583999753,NA,-0.0732769258320332,NA,8.14639599993825,NA,0.4,0.71428571,0.58333333,0,0.8,0.57142857,0.58333333,19,NA,0.33333333,0.66666667,NA,NA,83.7223968505859,93.5065765380859,NA,NA,6.61909770965576,-7.41160488128662,NA,NA,-5.2194299697876,8.25458335876465,NA,NA,0.32585583999753,-0.00586215406656265,NA,NA,8.14639599993825,-0.0732769258320332,NA,0.4,0.71428571,0.58333333,0,0.8,0.57142857,0.58333333,2,86.6843414306641,24.6733245849609,0,0,96.7394,1,0.5,"2024-07-07",0
"Craig Kimbrel",6655,"2024-07-05","@OAK",2,2024,"BAL","A",36,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.9475705631782,-22.5814263197472,1,0,1,0,0,0,0,0,3,7,10,0.184039995074272,0,0.184039995074272,0.453000009059906,0.0496710501611233,2.49666666984558,3.33559989929199,3.33559989929199,NA,0,1,0.0738027170300484,-8.84333825420525e-05,1,0,0.4,93.5,NA,NA,0.6,83.66666667,NA,NA,NA,0.157988101243973,NA,0.575404644012451,NA,3.94970253109932,NA,9.59007740020752,NA,0.5,0.75,0.6,0,0.66666667,0.33333333,0.4,0.66666667,0.4,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.56238306439831,NA,NA,NA,54.90765,61.50203,43.37732,NA,NA,NA,44.13258,56.86849,36.22774,43.2204,57.65316,29.4122,0.5466,4.89699,NA,NA,NA,133,97.96,129.24,NA,NA,NA,89.68,91.52,88.7,107.008,94.096,104.916,0.4,NA,0.6,NA,93.5249938964844,NA,83.4666646321615,NA,-6.01600027084351,NA,3.78068033854167,NA,9.60097503662109,NA,-5.28445784250895,NA,0.159373287111521,NA,0.571092270314693,NA,3.98433217778802,NA,9.51820450524489,NA,0.5,0.75,0.6,0,0.66666667,0.33333333,0.4,18,NA,0.6,0.4,NA,NA,83.6793009440104,93.7813720703125,NA,NA,5.37368329366048,-4.56141757965088,NA,NA,-6.61425526936849,9.03816032409668,NA,NA,0.571092270314693,0.159373287111521,NA,NA,9.51820450524489,3.98433217778802,NA,0.5,0.75,0.6,0,0.66666667,0.33333333,0.4,1,102.260787963867,-10.5514507293701,0,0,102.261,1,1,"2024-07-05",0
"Craig Kimbrel",6655,"2024-07-03","@SEA",2,2024,"BAL","A",36,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,1,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-22.9475705631782,15.0336680287444,0,0,0,1,1,0,0,0,7,11,18,0.0326660014688969,0,0.0326660014688969,0.430000007152557,0.048835888504982,0.443533331155777,0.773999989032745,0.773999989032745,NA,0,1,0.073691800236702,-4.23151263620331e-05,0,0,0.61111111,93.90909091,0.27777778,85,0.11111111,84,NA,NA,NA,0.72516793012619,0.123818084597588,-0.0490101873874664,NA,6.59243572841991,2.47636169195175,-2.45050936937332,NA,0.4,0.5,0.44444444,0.25,1,0.625,0.44444444,1,0.16666667,0,0,1,1,0,0,1,0,0,1,1,0,0,-2.56413031270748,NA,NA,NA,60.13269,49.67113,53.57266,24.13692,80,20,80,69.17105,80,59.10242,62.47188,51.77666,-0.44009,3.41696,NA,NA,NA,119.54,112.4,126.36,119.22,90.32,89.76,114.02,197.36,205.18,118.837777777778,115.706666666667,124.951111111111,0.61111111,0.27777778,0.11111111,NA,93.7909046519886,85.0599975585938,83.6499938964844,NA,-6.10287475585938,7.47536773681641,5.69851398468018,NA,8.6504169810902,-2.10213222503662,-5.83465242385864,NA,0.73506236821413,0.106572810560465,-0.050431564450264,NA,6.682385165583,2.1314562112093,-2.5215782225132,NA,0.3,0.625,0.44444444,0.33333333,0.8,0.625,0.44444444,19.26666667,NA,0.16666667,0.61111111,0.22222222,NA,83.8313700358073,93.7752685546875,85.250602722168,NA,7.22382990519206,-5.39499560269442,9.10383987426758,NA,-5.78303972880046,8.35343031449751,-3.14682006835938,NA,0.00434239581227303,0.73506236821413,0.0517988502979279,NA,0.144746527075768,6.682385165583,1.2949712574482,0.3,0.625,0.44444444,0.33333333,0.8,0.625,0.44444444,1,63.5570678710938,63.0583190917969,0,0,63.5571,0,0,"2024-07-03",0
