"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","XX%","wFB","wSL","wFB/C","wSL/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxvFA","pfxvSI","pfxvSL","pfxFA-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwSI","pfxwSL","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piSI%","piSL%","pivFA","pivSI","pivSL","piFA-X","piSI-X","piSL-X","piFA-Z","piSI-Z","piSL-Z","piwFA","piwSI","piwSL","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Manuel Rodriguez",20794,"2024-09-27","@BOS",12,2024,"TBR","A",27,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.233098233895,-22.5814263197472,1,0,1,0,0,0,0,0,3,7,10,0.148708015680313,0,0.148708015680313,0.546999990940094,0.0526974946260452,1.90199995040894,2.50519990921021,2.50519990921021,3.57920002937317,1,1,0.0782865509390831,-0.00010147230733,1,0,0.8,96.125,0.2,90,NA,0.517313539981842,0.193889334797859,6.46641924977303,9.69446673989296,0.4,0.8,0.6,0,0.75,0.5,0.5,0.66666667,0.3,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.54007596913708,80,73.07602,80,21.27184,52.35714,20,47.98088,43.62889,66.50114,37.40698,50.01218,26.77408,0.90777,5.43875,94.32,147.34,147.64,108.14,97,107.88,116.28,122.58,125.52,108.386,107.15,115.384,0.1,0.7,0.2,96.5999984741211,95.8571428571429,90.0999984741211,-1.62851965427399,-8.06113052368164,2.22817325592041,7.629563331604,5.51713071550642,1.13530230522156,0.214739695191383,0.308583933860064,0.218498561531305,21.4739695191383,4.40834191228662,10.9249280765653,0.4,0.8,0.6,0,0.75,0.5,0.5,18.57142857,0.1,0.7,0.2,96.8272018432617,96.1435982840402,90.3394012451172,-1.18132996559143,-7.79571424211775,2.59599995613098,6.70057010650635,4.34095845903669,-0.361304998397827,0.214739695191383,0.308583933860064,0.218498561531305,21.4739695191383,4.40834191228662,10.9249280765653,0.4,0.8,0.6,0,0.75,0.5,0.5,1,83.2543563842773,-18.2569046020508,0,0,83.2544,0,0,"2024-09-27",0
"Manuel Rodriguez",20794,"2024-09-25","@DET",12,2024,"TBR","A",27,0,0,13.500014081612,1,0,0,0,0,0,0,0,0.2,5,3,1,1,1,0,0,0,0,0,0,0,0,40.5000422448361,0,0,0,2,3,0,0,0,0,0,0,0,0,6.69112908401489,13.500014081612,0.6,4.50000469387067,0.5,1,22.666500118396,-9.16648603678402,9.97052470346011,348.785340599479,578.261798063409,246.196953174255,0.666666666,0,0.4,0.6,0,0.333333333,0,0,7,15,22,-0.0929839834570885,-0.104947999119759,0.0119640110060573,-1.49800002574921,-0.158016890287399,0.267599999904633,0.327399998903275,0.654799997806549,0.102800004184246,1,1,-0.155126839876175,-0.192346939982667,0,1,0.59090909,96.30769231,0.40909091,87,NA,0.289967089891434,-2.11110520362854,2.23051607608795,-23.4567244847616,0.41666667,0.6,0.5,0.8,1,0.90909091,0.45454545,0.8,0.04545455,3,0,2,1,0,4,5,0.6,0,0.4,0.2,0,0.8,11.015698499937,69.17034,48.17952,79.19499,59.09165,65.40868,54.76031,43.92907,55.12936,45.90636,60.14806,55.6078,63.92412,-0.50505,3.31952,82.94,138.26,126.14,101.28,126.6,139.06,113.26,90.62,90.52,100.345454545455,115.590909090909,115.091818181818,0.31818182,0.27272727,0.40909091,96.4142892020089,95.8166707356771,86.8888888888889,-3.45320238385882,-8.26211802164713,2.02775700887044,9.2419913155692,5.40656725565592,-0.710756142934163,0.61479764059186,-0.339552499353886,-2.12380422651768,8.78282343702657,-5.65920832256476,-23.5978247390853,0.2,0.75,0.5,0.5,1,0.90909091,0.54545455,20,0.31818182,0.27272727,0.40909091,96.5882829938616,95.9985656738281,87.0469767252604,-2.80402701241629,-7.60900179545085,3.04341994391547,8.19211142403739,4.26290988922119,-2.00318272908529,0.61479764059186,-0.339552499353886,-2.12380422651768,8.78282343702657,-5.65920832256476,-23.5978247390853,0.3,0.66666667,0.5,0.66666667,1,0.90909091,0.54545455,5,97.9393310546875,27.6130035400391,1,0.2,108.319,3,0.6,"2024-09-25",0
"Manuel Rodriguez",20794,"2024-09-21","TOR",12,2024,"TBR","H",27,0,0,0,1,0,0,0,0,0,1,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,79.1489231587868,76.9288520456552,1,0,1,0,0,0,0,0,1,1,2,0.0819240212440491,0,0.0819240212440491,0.564999997615814,0.0620538145303726,2.83439993858337,1.41719996929169,2.83439993858337,1.29699993133545,1,1,0.0289034806191921,-8.6361659490386e-10,1,0,0.5,96,0.5,89,NA,0.246492952108383,-0.0344077162444592,24.6492952108383,-3.44077162444592,0,1,0.5,NA,1,1,0.5,NA,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1.3270541498211,NA,NA,NA,80,70.66666,64.59127,20,42.31148,20,20,57.46709,20,2.08642,7.20672,NA,NA,NA,125.76,172.54,201.18,87.36,26.02,22.84,106.56,99.28,112.01,NA,0.5,0.5,NA,96.0999984741211,89.0999984741211,NA,-9.26205253601074,0.935955941677094,NA,6.08977603912354,-0.693343579769135,NA,0.249788403511047,-0.0350487045943737,NA,24.9788403511047,-3.50487045943737,0,1,0.5,NA,1,1,0.5,16,NA,0.5,0.5,NA,95.8816986083984,88.8291015625,NA,-8.79726028442383,2.27104997634888,NA,4.68092012405396,-2.58539009094238,NA,0.249788403511047,-0.0350487045943737,NA,24.9788403511047,-3.50487045943737,0,1,0.5,NA,1,1,0.5,1,85.542236328125,-22.7045230865479,0,0,85.5422,0,0,"2024-09-21",0
"Manuel Rodriguez",20794,"2024-09-20","TOR",12,2024,"TBR","H",27,0,0,0,1,0,0,0,0,0,1,0,1,5,2,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,2,1,2,1,0,0,0,0,0,0,5.37832908401489,0,0.4,2,0.4,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,79.1489231587868,114.543946394147,2,0.4,0.4,0.2,1,0,0,0,8,13,21,0.0918160006403923,-0.0979740023612976,0.189789995551109,0.451999992132187,0.04964305087924,2.13269996643066,1.73000001907349,1.73000001907349,2.13420009613037,1,1,0.0118836555629969,0.031167876338163,1,0,0.71428571,97.26666667,0.28571429,89.16666667,NA,0.374238848686218,-0.628150880336761,2.49492565790812,-10.469181338946,0.35714286,0.85714286,0.52380952,0.6,0.66666667,0.63636364,0.33333333,0.6,0.19047619,1,1,3,1,4,0,5,0.2,0.2,0.6,0.2,0.8,0,5.96223182645717,80,68.86879,80,70.8259,80,58.50411,20,54.61042,20,64.68155,70.17498,54.52099,-0.7867,2.89704,108.62,124.54,122.46,135.1,118.44,159.62,101.72,65.2,64.4,119.258095238095,104.680952380952,123.566666666667,0.23809524,0.47619048,0.28571429,96.8799987792969,97.2400024414062,88.9500020345052,-2.10684337615967,-10.3068824768066,2.04753589630127,10.124382019043,6.08456573486328,-0.359031240145365,-0.454514242708683,0.832871533930302,-0.638533163815737,-9.09028485417366,8.32871533930302,-10.6422193969289,0.18181818,0.9,0.52380952,0.5,0.66666667,0.63636364,0.47619048,16.1875,0.23809524,0.47619048,0.28571429,96.6880798339844,97.0414306640625,88.7276306152344,-1.41913366317749,-9.84080429077148,3.03778330485026,8.8443962097168,4.58159294128418,-2.19550244013468,-0.454514242708683,0.832871533930302,-0.638533163815737,-9.09028485417366,8.32871533930302,-10.6422193969289,0.16666667,1,0.52380952,0.5,0.66666667,0.63636364,0.42857143,5,79.3132385253906,13.231623840332,0,0,96.9886,2,0.4,"2024-09-20",0
"Manuel Rodriguez",20794,"2024-09-12","@CLE",12,2024,"TBR","A",27,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,1,0,1,0,0,0,0,0.5,0,0.5,0.324604084014893,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.233098233895,-22.5814263197472,1,0.5,0.5,0,0,0,1,9,7,9,16,0.0850359946489334,-0.0253520011901855,0.110387995839119,0.479999989271164,0.0506329126656055,1.21420001983643,1.67040002346039,1.67040002346039,0.870400011539459,1,1,0.0360713414847851,0.0339632436409747,1,0,0.5,96.625,0.5,89.875,NA,0.423157781362534,-0.14240026473999,5.28947226703167,-1.78000330924988,0,0.75,0.375,NA,0.33333333,0.33333333,0.5,0.75,0.25,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,1.62719495611185,24.08045,65.32609,20,72.44536,77.89575,61.21067,76.97948,51.30373,80,53.91966,61.28239,51.67396,-0.1181,3.89994,91,87.2,91.96,110,134.3,146.4,94.56,151.42,161.92,93.9675,122.25375,130.3425,0.4375,0.0625,0.5,96.7142857142857,97.4000015258789,89.8375015258789,-1.66648701259068,-7.33200025558472,1.26246571540833,8.4809695652553,4.45557451248169,0.973155081272125,0.388686828315258,0.039364367723465,-0.146082263439894,5.55266897593226,3.9364367723465,-1.82602829299867,0,0.66666667,0.375,NA,0.33333333,0.33333333,0.5625,15,0.4375,0.0625,0.5,96.8753138950893,97.6075973510742,89.9883880615234,-1.57648481641497,-7.25106000900269,1.59519791603088,7.77889251708984,3.60754990577698,0.0572372488677502,0.388686828315258,0.039364367723465,-0.146082263439894,5.55266897593226,3.9364367723465,-1.82602829299867,0,0.66666667,0.375,NA,0.33333333,0.33333333,0.5625,2,103.970001220703,3.1855366230011,0,0,106.739,2,1,"2024-09-12",0
"Manuel Rodriguez",20794,"2024-09-10","@PHI",12,2024,"TBR","A",27,0,0,0,1,0,0,0,0,0,0,0,0.2,3,1,0,0,0,0,0,0,0,0,0,0,0,13.500014081612,0,0,0,2,1,0,0,0,0,0,0,0,0,4.72206241920756,0,0.333333333333333,1.50000156462356,0.333333333333333,1,3.1664797782898,-3.1664797782898,5.43449475334657,0,79.1489231587868,133.351552421855,2,0,0.666666666,0.333333333,0,0,0,0,3,6,9,0.04625403881073,-0.02080999314785,0.06706403195858,0.270999997854233,0.0277521759271622,1.15706670284271,1.51020002365112,1.51020002365112,1.48020005226135,1,1,0.0246337689459324,0.0153414880527279,0,0,0.44444444,94.75,0.55555556,88.8,NA,-0.478457599878311,0.476413190364838,-11.9614399969578,9.52826380729675,0,0.66666667,0.44444444,NA,1,1,0.66666667,0.66666667,0,2,0,1,0,1,2,3,0.66666667,0,0.33333333,0,0.33333333,0.66666667,1.13291258119566,20,54.14719,20,80,67.46212,80,27.53463,44.69825,39.52087,28.53501,51.84068,37.02551,1.45895,6.26552,83,86.88,81.42,109.86,142.28,156.14,113.06,98.02,117.86,102.684444444444,99.2244444444444,109.966666666667,0.33333333,0.11111111,0.55555556,94.0333353678385,96.9000015258789,88.7,-3.21739419301351,-7.40154600143433,2.3143138885498,8.44681040445963,4.42738723754883,-0.174961793422699,-0.0151570849120617,-0.47120988368988,0.482661262154579,-0.50523616373539,-47.120988368988,9.65322524309158,0,0.66666667,0.44444444,NA,1,1,0.66666667,16.16666667,0.33333333,0.11111111,0.55555556,93.6276041666667,96.553596496582,88.293603515625,-3.14832655588786,-7.41935014724731,2.5796480178833,7.41013018290202,3.54518008232117,-1.31549940109253,-0.0151570849120617,-0.47120988368988,0.482661262154579,-0.50523616373539,-47.120988368988,9.65322524309158,0,0.66666667,0.44444444,NA,1,1,0.66666667,3,96.2109578450521,7.62789599100749,0,0,102.095,1,0.33333333,"2024-09-10",0
"Manuel Rodriguez",20794,"2024-09-09","@PHI",12,2024,"TBR","A",27,0,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,1,6.75000160932579,0,0,1,0,0,1,2,0,0,0,0,0,0.25,0,0.25,3.28666658401489,0,0,0,0,1,1.66647942066184,-1.66647942066184,3.93449257073111,0,40.7556559828629,96.0351437366616,0.5,0,0.333333333,0.666666666,0,0,1,6.75000160932579,6,9,15,0.0884579867124557,0,0.0884579867124557,0.73800003528595,0.0755760371685028,0.870899975299835,1.39599990844727,0.530999958515167,1.8018000125885,1,1,0.101267084479332,0.000303691983259219,1,0,0.46666667,96.85714286,0.53333333,89.25,NA,1.04477393627167,-0.0667296573519707,14.9253419467381,-0.834120716899633,0.33333333,0.83333333,0.53333333,0.66666667,0.8,0.75,0.4,0.75,0.13333333,1,1,1,0,1,2,3,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,-0.080866873196722,80,55.20509,80,44.26639,62.82548,33.23703,32.9393,50.24102,20.39567,49.87856,56.47483,39.36781,0.13296,4.27653,92.56,141.82,129.46,107.18,137.6,159.46,112.12,83.14,93.52,106.890666666667,109.398666666667,118.292,0.2,0.26666667,0.53333333,96.5333353678385,96.9000015258789,89.2874984741211,-3.2180658976237,-8.12233734130859,1.93290483951569,9.35905901590983,5.0125789642334,-0.251561313867569,0.537141099572182,0.563984945416451,-0.0694263242185116,17.9047033190727,14.0996236354113,-0.867829052731395,0.375,0.71428571,0.53333333,1,0.6,0.75,0.46666667,16.72727273,0.2,0.26666667,0.53333333,96.1220296223958,96.5172500610352,88.8768844604492,-3.13039334615072,-8.15800762176514,2.51314997673035,8.4167963663737,4.03583002090454,-1.6737447977066,0.537141099572182,0.563984945416451,-0.0694263242185116,17.9047033190727,14.0996236354113,-0.867829052731395,0.375,0.71428571,0.53333333,1,0.6,0.75,0.46666667,3,99.9376220703125,13.2646624247233,1,0.33333333,105.898,2,0.66666667,"2024-09-09",0
"Manuel Rodriguez",20794,"2024-09-06","@BAL",12,2024,"TBR","A",27,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,6.03472908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,79.1489231587868,152.159040742638,1,0,0.5,0.5,0,0,0,0,3,9,12,0.0124999992549419,-0.0082399845123291,0.020739983767271,0.467000007629395,0.0502150505781174,0.29899999499321,0.211999997496605,0.211999997496605,NA,0,1,0.0248637907207012,0.0169422275544021,0,0,0.5,97.5,0.5,90.83333333,NA,-0.0697780847549438,0.335084319114685,-1.16296807924906,5.58473865191142,0.25,0.75,0.58333333,1,1,1,0.66666667,0.75,0,1,3,0,0,4,0,4,0.25,0.75,0,0,1,0,1.03919588710961,33.71321,57.75471,30.08791,80,68.609,80,71.28176,50.78727,77.4834,61.68286,56.63296,66.53239,-0.6004,3.17649,98.22,71.02,70.04,100.98,148.84,154.96,116.06,120.82,132.64,107.37,102.405,108.416666666667,0.41666667,0.08333333,0.5,97.6,96.9000015258789,90.75,-2.42004222869873,-7.15418863296509,2.17598565419515,8.44136505126953,5.48520469665527,0.772725741068522,0.399016626179218,-0.47120988368988,0.321252021938562,7.98033252358437,-47.120988368988,5.35420036564271,0.33333333,0.66666667,0.58333333,1,1,1,0.75,17.5,0.41666667,0.08333333,0.5,97.7288818359375,97.0234985351562,90.8554178873698,-2.42738037109375,-7.41300010681152,2.19449838002523,7.49734420776367,4.37980985641479,-0.373856981595357,0.399016626179218,-0.47120988368988,0.321252021938562,7.98033252358437,-47.120988368988,5.35420036564271,0.33333333,0.66666667,0.58333333,1,1,1,0.75,4,84.590461730957,17.6859931945801,0,0,93.2815,0,0,"2024-09-06",0
"Manuel Rodriguez",20794,"2024-09-02","MIN",12,2024,"TBR","H",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.9579124624459,64.7888072114456,1,0,0.5,0.5,0,0,0,0,4,8,12,0.0326399877667427,0,0.0326399877667427,0.451999992132187,0.0496430546045303,0.446000009775162,0.591199994087219,0.591199994087219,NA,0,1,0.0733929648995399,-0.000209137430125253,0,0,0.5,97,0.5,89.33333333,NA,0.568847060203552,0.148056358098984,9.48078433672587,2.4676059683164,0.375,0.75,0.5,0.33333333,0.66666667,0.5,0.33333333,0.66666667,0.25,0,2,0,1,1,0,2,0,1,0,0.5,0.5,0,-0.356967211218104,80,57.8645,80,80,80,80,61.2509,59.08757,55.96608,80,66.90394,80,-2.61556,0.15375,75.9,174,162.18,133.66,161.38,193.84,119.02,106.1,118.84,107.086666666667,137.946666666667,145.786666666667,0.33333333,0.16666667,0.5,96.7750015258789,96.75,89.3333333333333,-2.59356331825256,-9.69986724853516,2.7409823735555,9.56858921051025,4.66710615158081,-0.873241345087687,0.362033162266016,0.214739695191383,0.14859426394105,9.0508290566504,10.7369847595692,2.47657106568416,0.33333333,0.66666667,0.5,0.5,0.5,0.5,0.5,16.11111111,0.33333333,0.16666667,0.5,96.9619522094727,96.9268035888672,89.487314860026,-2.20957446098328,-9.45371055603027,3.50534184773763,8.37833786010742,3.17040991783142,-2.50661245981852,0.362033162266016,0.214739695191383,0.14859426394105,9.0508290566504,10.7369847595692,2.47657106568416,0.33333333,0.66666667,0.5,0.5,0.5,0.5,0.5,2,83.0500640869141,23.7344703674316,0,0,101.996,1,0.5,"2024-09-02",0
"Manuel Rodriguez",20794,"2024-09-01","SDP",12,2024,"TBR","H",27,0,1,9,1,0,0,0,0,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,9,9,0,0,0,1,1,2,0,0,0,0,0,0.2,-0.2,8.77520908401489,0,0.25,2,0.25,0.5,6.1664797782898,2.8335202217102,7.67848818451166,232.523317858679,155.935439203298,189.176655168198,1,0.5,0.25,0.25,0,0,0,0,8,12,20,-0.316339999437332,-0.391445994377136,0.0751059949398041,-0.547999978065491,-0.0601867064833641,2.09051990509033,2.25119996070862,2.25119996070862,NA,0,1,-0.0660442262887955,-0.0852769826923087,0,1,0.75,97.6,0.25,90.6,NA,-0.146634444594383,-0.0847709625959396,-0.977562963962555,-1.69541925191879,0.5,0.75,0.55,0.875,1,0.90909091,0.2,0.6,0.05,2,2,0,0,2,2,4,0.5,0.5,0,0,0.5,0.5,12.8757494472352,28.2752,67.47348,20,58.29878,80,36.04924,57.91785,66.37734,60.24258,41.9376,70.90583,27.89547,0.6263,5.01654,93.46,61.54,61.06,128.62,104.28,136.92,111.38,92.28,96.44,106.73,79.91,88.87,0.5,0.25,0.25,97.8200012207031,97.3599975585937,90.3599975585937,-2.17411727905273,-8.68214263916016,2.42743721008301,9.15268249511719,5.54274482727051,-0.205651473999023,0.301787167787552,-0.448288641870022,-0.087017722427845,3.01787167787552,-8.96577283740044,-1.7403544485569,0.33333333,0.875,0.55,0.75,1,0.90909091,0.4,21.2,0.5,0.25,0.25,97.9948364257812,97.5629821777344,90.5279602050781,-1.76412925720215,-8.45364227294922,2.91835594177246,7.96729736328125,4.1453857421875,-1.85794734954834,0.301787167787552,-0.448288641870022,-0.087017722427845,3.01787167787552,-8.96577283740044,-1.7403544485569,0.38461538,0.85714286,0.55,0.8,1,0.90909091,0.35,4,93.2977447509766,10.5149898529053,0,0,104.97,2,0.5,"2024-09-01",0
