"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","SF%","SFv","XX%","wFB","wSL","wSF","wFB/C","wSL/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxSI%","pfxSL%","pfxCH%","pfxvSI","pfxvSL","pfxvCH","pfxSI-X","pfxSL-X","pfxCH-X","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwSI","pfxwSL","pfxwCH","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSL%","pivCH","pivFA","pivSL","piCH-X","piFA-X","piSL-X","piCH-Z","piFA-Z","piSL-Z","piwCH","piwFA","piwSL","piwCH/C","piwFA/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Angel Chivilli",26790,"2024-09-28","LAD",19,2024,"COL","H",21,0,0,0,1,0,0,0,0,0,0,0,1.2,7,1,0,0,0,1,0,0,0,0,2,10.8000041198746,5.40000205993731,5.40000205993731,2,0,0,1,1,2,0,0,0,0,0.28571429,0.14285714,0.14285714,3.93407601794024,0,0.166666666666667,1.20000045776385,0.25,1,2.56647954940787,-2.56647954940787,3.47368493921238,0,60.8902380252614,85.7335933905156,1,0.5,0.25,0.25,0,0,0,0,12,19,31,0.0270999986678362,-0.00392399774864316,0.0310239978134632,2.16100001335144,0.188076585531235,0.181485712528229,0.128666669130325,0.199599996209145,0.0531999990344048,1,1,0.133915647864342,0.0154073941003032,0,0,0.25806452,96.5,0.41935484,88.23076923,0.32258065,88.7,NA,-0.152676433324814,0.802325069904327,-0.18317075073719,-1.90845541656017,6.17173130695636,-1.8317075073719,0.36842105,0.83333333,0.5483871,0.71428571,0.7,0.70588235,0.38709677,0.71428571,0.16129032,3,1,0,0,2,2,4,0.75,0.25,0,0,0.5,0.5,6.48894140447184,55.42865,47.13494,58.05574,20,40.68703,20,76.69826,47.54843,80,51.93313,49.79596,53.31252,0.00531,4.08506,119.58,105.34,117.86,69.72,73,57.2,109.04,115.66,126.86,96.6164102564103,91.5779487179487,93.2497435897436,0.25806452,0.4516129,0.29032258,96.3375015258789,88.2642822265625,88.7222222222222,-6.80767154693604,0.228615403175354,-6.27984195285373,5.63987016677856,1.87265777587891,1.26845773061117,-0.158173009753227,0.904067397117615,-0.238180294632912,-1.97716262191534,6.45762426512582,-2.64644771814346,0.42857143,0.8,0.5483871,0.55555556,0.875,0.70588235,0.32258065,21.29166667,0.32258065,0.25806452,0.41935484,88.783251953125,96.4606857299805,88.3835918719952,-6.10590896606445,-6.67933750152588,0.778636565575233,0.486816740036011,5.32637119293213,1.42511455829327,-0.188010156154633,-0.158173009753227,0.853897258639336,-1.88010156154633,-1.97716262191534,6.56844045107181,0.33333333,0.84615385,0.5483871,0.66666667,0.72727273,0.70588235,0.41935484,4,91.8511047363281,20.3433570861816,0,0,100.212,2,0.5,"2024-09-28",0
"Angel Chivilli",26790,"2024-09-26","STL",19,2024,"COL","H",21,1,0,18,1,0,0,0,0,0,0,0,1,5,2,2,2,1,0,0,0,0,0,1,9,0,18,1,0,0,1,2,1,0,0,0,0,0.2,0,0.2,3.74716908401489,9,0.4,2,0.333333333333333,0,14.1664797782898,3.83352022171021,4.19049659073353,385.732287954622,328.384554970571,103.055865631376,0.5,0.25,0.25,0.5,0,0.5,5,45,6,13,19,-0.169612005352974,-0.192960008978844,0.0233479999005795,-1.37100005149841,-0.119321152567863,0.685360014438629,1.06239998340607,1.06239998340607,1.70879995822906,1,1,-0.0534490756690502,-0.19402962425467,0,1,0.36842105,95.42857143,0.47368421,86.11111111,0.15789474,87.33333333,NA,-1.25671863555908,0.179889991879463,-0.042889129370451,-17.9531233651297,1.99877768754959,-1.4296376456817,0.3,0.77777778,0.52631579,1,0.85714286,0.9,0.47368421,0.8,0.05263158,2,1,1,0,1,3,4,0.5,0.25,0.25,0,0.25,0.75,16.5884297120307,48.55968,38.77697,47.35929,75.50224,29.70265,80,50.23734,40.64164,54.35166,62.92169,38.20269,77.06084,-0.67737,3.06104,85.68,87.82,83.74,64.26,157.1,118.2,118.3,105.98,111.42,87.6346153846154,129.504615384615,111.365384615385,0.36842105,0.47368421,0.15789474,95.2999965122768,86.0444471571181,87.3333333333333,-6.84721374511719,0.625736342536079,-6.26240158081055,6.40949140276228,1.91083039177789,4.25211143493652,-1.21421478688717,0.1809465251863,-0.0440064929425716,-17.3459255269596,2.01051694651445,-1.46688309808572,0.25,0.72727273,0.52631579,1,0.875,0.9,0.57894737,17.28571429,0.15789474,0.36842105,0.47368421,87.4958292643229,95.477530343192,86.2117987738715,-6.23315684000651,-6.85441589355469,1.13939666748047,3.57675997416178,6.10349437168666,1.33100011613634,-0.0440064929425716,-1.21421478688717,0.1809465251863,-1.46688309808572,-17.3459255269596,2.01051694651445,0.33333333,0.7,0.52631579,1,0.85714286,0.9,0.52631579,4,98.9860687255859,20.6483459472656,1,0.25,109.747,3,0.75,"2024-09-26",0
"Angel Chivilli",26790,"2024-09-24","STL",19,2024,"COL","H",21,0,1,54.0000563264481,1,0,0,0,0,0,0,0,0.2,6,3,4,4,0,1,0,0,0,0,1,13.500014081612,13.500014081612,40.5000422448361,1,0,0,2,1,1,0,0,0,0,0.16666667,0.16666667,0,5.48347908231289,0,0.6,6.00000625849423,0.75,0,4.66648134291335,49.3335749835347,6.93449631797012,1157.19807091552,109.315973736804,169.366604586542,2,0.25,0.5,0.25,0,0,0,0,10,17,27,-0.339891999959946,-0.471588015556335,0.13169601559639,-2.04999995231628,-0.178416013717651,2.39753341674805,1.896399974823,1.896399974823,1.34519994258881,1,1,-0.140632957220078,-0.00113440985210558,0,1,0.25925926,96.28571429,0.11111111,89.66666667,0.62962963,88.52941176,NA,-0.974109351634979,-0.0688154324889183,-0.146724179387093,-13.9158478804997,-2.29384774963061,-0.863083408159368,0.375,1,0.62962963,0.33333333,0.72727273,0.58823529,0.40740741,0.5,0.25925926,2,0,2,0,2,2,4,0.5,0,0.5,0,0.5,0.5,5.56078356921001,45.78354,42.74148,49.05674,23.31823,22.99544,35.7082,20,44.38207,20,25.06389,40.49261,31.43056,1.6746,6.58899,101.72,88.08,90.06,64.1,97.64,60.74,107.96,46.84,57,87.2864705882353,89.2958823529412,76.2929411764706,0.25925926,0.11111111,0.62962963,96.3285696847098,89.6333312988281,88.4882381663603,-6.84588841029576,-0.298361619313558,-6.53123474121094,6.11346217564174,2.22563012440999,3.15764505722943,-0.991880740970373,-0.0700974091887474,-0.151662759482861,-14.1697248710053,-2.33658030629158,-0.892133879310945,0.28571429,1,0.62962963,0.25,0.69230769,0.58823529,0.48148148,19.57142857,0.62962963,0.25925926,0.11111111,88.4888844209559,96.3282470703125,89.624766031901,-6.68575241986443,-6.94579151698521,-0.111694981654485,2.61204955157112,5.6239754813058,1.57305669784546,-0.151662759482861,-0.991880740970373,-0.0700974091887474,-0.892133879310945,-14.1697248710053,-2.33658030629158,0.23076923,1,0.62962963,0.33333333,0.64285714,0.58823529,0.51851852,4,96.9098052978516,11.0569143295288,0,0,99.7921,3,0.75,"2024-09-24",0
"Angel Chivilli",26790,"2024-09-22","@LAD",19,2024,"COL","A",21,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,1,1,1,1,0,0,0,0,0.4,-0.4,13.5374490840149,0,0,2,0,1,9.16647977828979,-9.16647977828979,10.6784881845117,0,213.085282700172,259.842877178056,1,0.333333333,0.333333333,0.333333333,1,0,0,0,10,13,23,0.137600004673004,-0.0919199883937836,0.229519993066788,0.477999985218048,0.0505820102989674,3.17120003700256,2.46399998664856,2.46399998664856,3.40599989891052,1,1,0.020156791433692,0.0232337241652749,1,0,0.5,98,0.18181818,88.75,0.31818182,89,0.04347826,0.22399927675724,0.0519185028970242,-0.157630562782288,2.03635706142946,1.2979625724256,-2.25186518260411,0.4375,0.66666667,0.5,0.57142857,1,0.72727273,0.27272727,0.6,0.13043478,2,1,0,1,1,1,3,0.66666667,0.33333333,0,0.33333333,0.33333333,0.33333333,14.1779180135155,35.99427,52.6911,33.14579,38.45578,52.9495,39.38404,20,47.88288,20,22.32443,53.19437,20,1.84479,6.84428,94.02,41.04,40.34,77.46,74.9,58.94,114.38,-5.06,13.28,91.6345454545454,52.8987878787879,48.1333333333333,0.5,0.18181818,0.31818182,97.9909113103693,88.3249969482422,89.1571393694196,-8.75079623135653,-1.10393118858337,-8.57363619123186,7.36677551269531,1.58761548995972,4.35055678231376,0.223681543022394,0.0931284166872501,-0.163271710276604,2.03346857293086,2.32821041718125,-2.33245300395148,0.2,0.75,0.5,0.5,0.77777778,0.72727273,0.54545455,21.11111111,0.31818182,0.5,0.18181818,89.0869315011161,97.9158935546875,88.1973495483398,-8.23983601161412,-8.58176699551669,-0.349157005548477,2.81270681108747,6.22669011896307,0.253820478916168,-0.163271710276604,0.223681543022394,0.121453389525414,-2.33245300395148,2.03346857293086,3.03633473813534,0.2,0.75,0.5,0.5,0.77777778,0.72727273,0.54545455,3,85.7345174153646,22.734977722168,0,0,96.3443,1,0.33333333,"2024-09-22",0
"Angel Chivilli",26790,"2024-09-21","@LAD",19,2024,"COL","A",21,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,0,0,0,0,0,0,0.33333333,0.33333333,0,6.88572907925689,0,0,1,0,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,97.7860104297729,102.47548198021,1,0,1,0,0,0,2,18,7,7,14,0.137600004673004,-0.0982399880886078,0.235839992761612,0.477999985218048,0.0505820102989674,3.25866675376892,2.46399998664856,2.46399998664856,0.86599999666214,1,1,0.0264733545482159,0.0157525050042708,1,0,0.42857143,97,0.07142857,90,0.5,88.71428571,NA,-0.187084555625916,-0.0344077162444592,0.958639204502106,-3.11807592709859,-3.44077162444592,13.6948457786015,0.1,1,0.35714286,0,0.5,0.4,0.28571429,0.66666667,0.21428571,1,0,0,0,1,0,1,1,0,0,0,1,0,4.40011615691443,69.0653,47.77688,77.8653,20,58.23209,20,20,52.35733,20,38.97945,54.18999,38.75281,0.81008,5.29221,93.36,143.92,128.78,78.1,37.9,30.08,86.04,85.94,78.46,85.446,78.249,67.674,0.42857143,0.07142857,0.5,96.9666646321615,89.5999984741211,88.6714303152902,-8.85798263549805,0.46145024895668,-7.38581412179129,7.54150199890137,3.47903537750244,5.62240655081613,-0.192834999412298,-0.0350487045943737,0.97381940856576,-3.21391665687164,-3.50487045943737,13.9117058366537,0.11111111,0.8,0.35714286,0,0.5,0.4,0.35714286,18.54545455,0.5,0.42857143,0.07142857,88.5633283342634,96.8905131022135,89.4618988037109,-7.02885437011719,-8.80536015828451,1.3055499792099,4.07665279933384,6.41561317443848,1.65718996524811,0.97381940856576,-0.192834999412298,-0.0350487045943737,13.9117058366537,-3.21391665687164,-3.50487045943737,0.2,0.75,0.35714286,0,0.66666667,0.4,0.28571429,1,72.2780990600586,-3.49590420722961,0,0,72.2781,0,0,"2024-09-21",0
"Angel Chivilli",26790,"2024-09-17","ARI",19,2024,"COL","H",21,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,18,9,0,2,0,0,0,1,0,0,0,0,0,0.5,0.25,0.25,3.75272908401489,0,0,1,0,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,51.6663015216133,90.682812007927,0,0,0,1,0,0,0,0,7,11,18,0.00379199511371553,-0.00193198199849576,0.00572397699579597,0.629000008106232,0.0547432526946068,0.065200001001358,0.0964000001549721,0.0964000001549721,NA,0,1,0.0368648208677769,0.0212946124984365,0,0,0.5,97.55555556,0.05555556,88,0.44444444,88.375,NA,-0.00500765815377235,0.249823242425919,0.22370670735836,-0.0556406461530262,24.9823242425919,2.7963338419795,0.53846154,0.4,0.5,0.71428571,0.5,0.66666667,0.27777778,0.5,0.16666667,0,0,1,1,0,0,1,0,0,1,1,0,0,1.52430710497963,20,50.47346,20,51.85686,36.68584,59.31113,80,48.35771,80,32.07383,44.32805,30.43049,1.2391,5.93574,94.06,47.04,47.14,47.28,155.86,119.74,96.1,158.82,162.96,68.0488888888889,118.486666666667,98.7562962962963,0.5,0.05555556,0.44444444,97.477776421441,88.1999969482422,88.5250015258789,-6.52959781222873,0.453388571739197,-5.95077180862427,6.44938278198242,3.18646264076233,3.49174213409424,-0.00672214850783348,0.252764463424683,0.223165966570377,-0.0746905389759276,25.2764463424683,2.78957458212972,0.3,0.75,0.5,0.33333333,0.83333333,0.66666667,0.44444444,17.85714286,0.44444444,0.5,0.05555556,88.7986602783203,97.7705891927083,88.4588012695312,-5.97591400146484,-6.56861792670356,0.889878988265991,2.68114185333252,5.84604771931966,2.59709000587463,0.223165966570377,-0.00672214850783348,0.252764463424683,2.78957458212972,-0.0746905389759276,25.2764463424683,0.33333333,0.66666667,0.5,0,0.83333333,0.55555556,0.5,1,67.8246383666992,62.3049163818359,0,0,67.8246,0,0,"2024-09-17",0
"Angel Chivilli",26790,"2024-09-15","CHC",19,2024,"COL","H",21,0,0,0,1,0,0,0,0,0,0,0,1.1,6,2,0,0,0,0,0,0,0,0,3,20.2500048279774,0,13.5000032186516,3,0,0,1,1,1,0,0,0,0,0.5,0,0.5,0.562229084014893,0,0.333333333333333,1.50000035762795,0.666666666666667,1,-1.33352129459407,1.33352129459407,-0.19951471955943,0,-29.0432138082116,-3.0319342753038,1,0.333333333,0.333333333,0.333333333,0,0,0,0,11,18,29,0.0519720166921616,-0.0538560003042221,0.105828016996384,0.763000011444092,0.0664055794477463,0.886933326721191,0.553733348846436,0.402799993753433,0.40599998831749,1,1,0.0423363074660301,0.0162611261023885,0,0,0.48275862,97.71428571,0.03448276,91,0.48275862,89.64285714,NA,0.391237378120422,-0.0879258811473846,-0.182456314563751,2.79455270086016,-8.79258811473846,-1.30325938974108,0.38095238,0.875,0.51724138,0.375,0.71428571,0.53333333,0.27586207,0.66666667,0.24137931,0,2,1,0,3,0,3,0,0.66666667,0.33333333,0,1,0,0.706510668450172,50.44851,48.78962,56.86579,45.49556,40.3714,55.27772,80,45.90061,80,48.68552,45.4859,62.08374,0.20707,4.3877,104.56,111.96,117.18,76.94,124.94,97.32,153.6,229.88,268.46,87.9367441860465,121.415813953488,106.281395348837,0.48275862,0.03448276,0.48275862,97.5071411132812,91.3000030517578,89.6142839704241,-6.45089176722935,-0.0235193818807602,-5.73153959001814,5.96948460170201,2.86185717582703,3.38981655665806,0.394334476441145,-0.0897959321737289,-0.197891749441624,2.81667483172246,-8.97959321737289,-1.4135124960116,0.375,0.69230769,0.51724138,0.16666667,0.77777778,0.53333333,0.44827586,21.17391304,0.48275862,0.48275862,0.03448276,89.8566458565848,97.7744140625,91.5897979736328,-5.83882413591657,-6.53771809169224,0.159576997160912,2.7543215070452,5.55779429844448,2.28905010223389,-0.197891749441624,0.394334476441145,-0.0897959321737289,-1.4135124960116,2.81667483172246,-8.97959321737289,0.375,0.69230769,0.51724138,0.16666667,0.77777778,0.53333333,0.44827586,3,86.8958943684896,24.0016225179036,0,0,97.8183,1,0.33333333,"2024-09-15",0
"Angel Chivilli",26790,"2024-09-11","@DET",19,2024,"COL","A",21,0,0,0,1,0,0,0,0,0,0,0,1.2,6,1,0,0,0,0,0,0,0,0,1,5.40000205993731,0,5.40000205993731,1,0,0,0,4,1,0,0,0,0,0.16666667,0,0.16666667,6.84834020039745,0,0.166666666666667,0.600000228881923,0.2,1,1.96647932052595,-1.96647932052595,5.595300879744,0,47.0543200748297,137.003977785703,0,0.2,0,0.8,0,0,0,0,8,16,24,0.0251360014081001,-0.0013920139754191,0.0265280157327652,1.36000001430511,0.143459916114807,0.19086666405201,0.208000004291534,0.41839998960495,NA,0,1,0.100464522838593,0.0312295135870181,0,0,0.39130435,97.11111111,0.13043478,86.66666667,0.47826087,88.18181818,0.04166667,0.502664089202881,0.145727783441544,0.173960879445076,5.58515654669868,4.85759278138479,1.58146254040978,0.46666667,0.875,0.60869565,0.28571429,0.57142857,0.42857143,0.34782609,0.66666667,0.33333333,1,2,2,0,5,0,5,0.2,0.4,0.4,0,1,0,2.29879245546843,58.89627,51.89468,64.50278,35.7676,49.81718,39.84402,58.0334,47.31768,44.26381,48.49254,52.68832,52.65592,0.21906,4.40568,90.66,133.18,129.24,86.94,102.82,88.04,98.5,104.44,112.98,87.9860606060606,109.210303030303,98.3393939393939,0.41666667,0.125,0.45833333,96.4900024414062,86.6666666666667,87.9272738370028,-8.98840179443359,-0.943397363026937,-8.53158777410334,7.13344879150391,2.18131383260091,4.66227514093572,0.528924703598022,0.147504448890686,0.174849953502417,5.28924703598022,4.91681496302287,1.58954503184015,0.46666667,0.77777778,0.58333333,0.28571429,0.57142857,0.42857143,0.375,18.44444444,0.45833333,0.41666667,0.125,88.1532703746449,96.7491088867187,86.912831624349,-8.09744540127841,-8.57532119750977,0.0841806828975677,3.20449621027166,6.07654418945313,0.361793160438538,0.174849953502417,0.528924703598022,0.147504448890686,1.58954503184015,5.28924703598022,4.91681496302287,0.5,0.75,0.58333333,0.25,0.66666667,0.42857143,0.33333333,5,89.7271850585937,26.9390808105469,0,0,98.3352,1,0.2,"2024-09-11",0
"Angel Chivilli",26790,"2024-09-08","@MIL",19,2024,"COL","A",21,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,28.6064470675336,66.5170884121943,1,0,0.5,0.5,0,0,0,0,2,7,9,0.0509460009634495,0,0.0509460009634495,0.499000012874603,0.051258347928524,0.66839998960495,1.04779994487762,1.04779994487762,0.907800018787384,1,1,0.076530747115612,-0.000309918636005796,0,0,0.55555556,97.4,NA,NA,0.44444444,88.25,NA,0.541118919849396,NA,0.187102138996124,10.8223783969879,NA,4.67755347490311,0.71428571,0,0.55555556,0.8,NA,0.8,0.22222222,1,0.11111111,0,1,1,1,1,0,2,0,0.5,0.5,0.5,0.5,0,-0.41805237397924,58.75148,46.41583,63.30269,53.28562,52.0951,55.39077,NA,NA,NA,57.03161,49.26498,63.87473,-0.31144,3.60993,89.24,119.36,100.5,91.2,107.66,95.32,NA,NA,NA,90.1685714285714,109.752857142857,95.6285714285714,0.55555556,NA,0.44444444,97.3599975585937,NA,88.3499984741211,-8.69151077270508,NA,-7.25954675674438,7.13093643188477,NA,6.63083839416504,0.547566562891006,NA,0.18915718048811,10.9513312578201,NA,4.72892951220274,0.66666667,0.33333333,0.55555556,0.75,1,0.8,0.33333333,16.5,0.44444444,0.55555556,NA,88.2304992675781,97.2492614746094,NA,-7.38695001602173,-8.67414169311524,NA,4.93788766860962,5.84708404541016,NA,0.18915718048811,0.547566562891006,NA,4.72892951220274,10.9513312578201,NA,0.66666667,0.33333333,0.55555556,0.75,1,0.8,0.33333333,2,63.1403656005859,27.6459102630615,0,0,64.0613,0,0,"2024-09-08",0
"Angel Chivilli",26790,"2024-09-06","@MIL",19,2024,"COL","A",21,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,0,0,0,0,0,0,0.33333333,0.33333333,0,6.88572907925689,0,0,1,0,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,97.7860104297729,102.47548198021,1,0,1,0,0,0,0,0,8,8,16,0.14121001958847,-0.0978219881653786,0.239032000303268,0.498999983072281,0.051258347928524,2.5566668510437,2.4792001247406,2.4792001247406,3.46679997444153,1,1,0.0387669242918491,0.016465152398481,1,0,0.3125,96.6,0.1875,89,0.5,88,NA,0.285629242658615,-0.0413257926702499,0.492843478918076,5.7125848531723,-1.37752642234166,6.16054348647594,0.42857143,0.5,0.4375,0.16666667,1,0.28571429,0.125,0.33333333,0.3125,0,1,0,0,1,0,1,0,1,0,0,1,0,4.40011615691443,80,54.16394,80,20,42.22294,20,41.72048,60.01774,61.73683,31.08719,55.86346,41.42576,1.30039,6.02768,68.58,147.48,142.96,83.08,-30.76,-48.42,114.92,95.46,108.92,81.8142857142857,55.8676190476191,46.2542857142857,0.3125,0.1875,0.5,96.4400024414062,88.9666646321615,87.875,-9.18647079467774,-0.334470431009928,-8.46846294403076,7.99860687255859,2.96947415669759,5.45859241485596,0.289200663566589,-0.0426291078329086,0.499364119023085,5.78401327133179,-1.42097026109695,6.24205148778856,0.41666667,0.5,0.4375,0,1,0.28571429,0.25,19.23076923,0.5,0.3125,0.1875,87.9768981933594,96.5547424316406,89.060302734375,-8.31926727294922,-9.03235626220703,0.0318979968627294,3.78596878051758,6.36922378540039,1.49784994125366,0.499364119023085,0.289200663566589,-0.0426291078329086,6.24205148778856,5.78401327133179,-1.42097026109695,0.27272727,0.8,0.4375,0,0.5,0.28571429,0.3125,1,103.423377990723,-2.45287799835205,0,0,103.423,1,1,"2024-09-06",0
