"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","XX%","wFB","wSL","wCT","wFB/C","wSL/C","wCT/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piSI%","piSL%","pivFA","pivFC","pivSI","pivSL","piFA-X","piFC-X","piSI-X","piSL-X","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwFA","piwFC","piwSI","piwSL","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Colin Holderman",22361,"2024-09-03","@CHC",27,2024,"PIT","A",28,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,29.9346008508647,103.055865631376,0,0,0,1,0,0,3,27,2,9,11,0.0705079957842827,0,0.0705079957842827,0.468999981880188,0.0502679497003555,0.949066638946533,1.35759997367859,1.35759997367859,0.376399993896484,1,1,0.0743280127644539,-3.60790994514276e-05,1,0,0.36363636,97,0.45454545,84.2,0.18181818,92.5,NA,0.0540259703993797,0.479637295007706,0.249823242425919,1.35064925998449,9.59274590015411,12.4911621212959,0.57142857,0.5,0.54545455,0.5,1,0.66666667,0.36363636,0.66666667,0.18181818,0,1,1,1,1,0,2,0,0.5,0.5,0.5,0.5,0,-0.52749683732677,73.9163,46.72451,70.61555,37.56821,60.13335,26.5946,80,59.37118,80,66.67905,58.36923,62.34663,-0.9108,2.71089,NA,NA,NA,85.92,137.14,121.14,139.06,80.36,95.52,103.66,114.24,121.26,113.3,107.167272727273,109.516363636364,NA,0.18181818,0.36363636,0.45454545,NA,92.0500030517578,97.0500030517578,84.2799987792969,NA,1.80030071735382,-9.35916709899902,4.16586647033691,NA,5.19109392166138,3.99637460708618,4.65634460449219,NA,0.294975996017456,0.0544858016073704,0.46749821677804,NA,14.7487998008728,1.36214504018426,9.3499643355608,0.6,0.5,0.54545455,0.33333333,1,0.66666667,0.54545455,18,NA,0.18181818,0.36363636,0.45454545,NA,92.4537963867188,97.5248031616211,84.698583984375,NA,2.20558500289917,-9.13737964630127,4.49963989257813,NA,4.27559995651245,2.87322998046875,3.56885375976562,NA,0.294975996017456,0.0544858016073704,0.46749821677804,NA,14.7487998008728,1.36214504018426,9.3499643355608,0.6,0.5,0.54545455,0.33333333,1,0.66666667,0.54545455,2,88.0689239501953,39.1334190368652,0,0,94.0763,0,0,"2024-09-03",0
"Colin Holderman",22361,"2024-08-07","SDP",27,2024,"PIT","H",28,0,1,18,1,0,0,0,0,0,0,0,1,6,2,3,2,0,1,0,0,0,0,0,0,9,18,0,0,0,1,2,2,0,0,0,0,0,0.16666667,-0.16666667,8.57145129324067,0,0.4,3,0.4,0,6.1664797782898,11.8335202217102,9.19049659073353,426.387875565851,150.58704278682,223.88448361004,0.5,0.4,0.2,0.4,0,0,2,18,9,14,23,-0.401457995176315,-0.401457995176315,0,-1.84899997711182,-0.184255108237267,1.38063335418701,2.61339998245239,2.61339998245239,NA,0,1,-0.349773436784744,0.058995299374965,0,1,0.39130435,98,0.39130435,84.44444444,0.2173913,90.2,NA,-0.099416047334671,-0.778914868831635,-0.0277788564562798,-1.10462274816301,-8.65460965368483,-0.555577129125595,0.41666667,0.45454545,0.43478261,0.8,0.8,0.8,0.47826087,0.5,0.08695652,1,2,2,0,2,3,5,0.2,0.4,0.4,0,0.4,0.6,10.0651352550371,66.99874,67.92552,69.59541,49.32682,78.40983,28.05624,32.03255,67.47443,30.43543,57.06849,75.50972,46.08156,-0.31373,3.6065,NA,NA,NA,117.36,99.84,116.86,94.36,71.34,86,104.4,87.18,97.86,105.542608695652,85.935652173913,100.653913043478,NA,0.2173913,0.39130435,0.39130435,NA,90.4,97.7333306206597,84.2555541992188,NA,1.80789833068848,-9.42483350965712,2.63741874694824,NA,3.65428314208984,4.22159957885742,4.87677807278103,NA,0.0774070397019386,-0.159343935549259,-0.787561528384686,NA,1.54814079403877,-1.77048817276955,-8.75068364871873,0.33333333,0.54545455,0.43478261,0.75,0.83333333,0.8,0.47826087,19.94117647,NA,0.2173913,0.39130435,0.39130435,NA,90.3288818359375,97.6852552625868,84.1898328993056,NA,2.39948234558105,-9.03295135498047,3.46775118509928,NA,2.96558589935303,3.24214553833008,3.95498826768663,NA,-0.0288850590586662,-0.0530518516898155,-0.787561528384686,NA,-0.577701181173325,-0.589465018775728,-8.75068364871873,0.33333333,0.45454545,0.39130435,0.75,1,0.88888889,0.47826087,5,93.1922607421875,16.1491119384766,0,0,101.981,3,0.6,"2024-08-07",0
"Colin Holderman",22361,"2024-08-04","ARI",27,2024,"PIT","H",28,0,1,27,1,0,0,0,0,0,0,1,1,6,1,3,3,1,2,0,0,0,0,1,9,18,9,0.5,0,0,1,1,0,0,0,1,0,0.16666667,0.33333333,-0.16666667,9.16889575161689,9,0.25,3,0,0,20.1664797782898,6.83352022171021,8.67848818451166,639.581813348777,488.413880207494,211.511429986591,1,0,0.5,0.5,0,1,0,0,10,12,22,-0.446508020162582,-0.568755984306335,0.122247964143753,-2.47900009155273,-0.247035384178162,1.95039999485016,1.35520005226135,1.35520005226135,0.926599979400635,1,1,-0.190026566386223,-0.0389049457864306,0,1,0.40909091,98.77777778,0.04545455,86,0.54545455,92.33333333,NA,-1.30264830589294,0.0389156937599182,-0.163770139217377,-14.4738700654772,3.89156937599182,-1.36475116014481,0.09090909,0.45454545,0.27272727,1,1,1,0.5,0.5,0,1,0,2,0,2,1,3,0.33333333,0,0.66666667,0,0.66666667,0.33333333,30.9761019086887,44.95205,44.96462,51.13228,80,43.98203,80,71.26405,52.42112,47.08685,67.42076,49.31317,57.02511,-0.95688,2.64177,NA,NA,NA,94.92,82.12,69.5,114.86,142.78,165.42,109.62,100.26,119.04,103.569523809524,94.5104761904762,100.017142857143,NA,0.54545455,0.40909091,0.04545455,NA,92.3583374023438,98.6777750651042,86.1999969482422,NA,0.338565667470296,-9.64350128173828,3.58294057846069,NA,4.63340504964193,4.70433044433594,5.02787208557129,NA,-0.170887719839811,-1.30454828590155,0.039364367723465,NA,-1.42406433199843,-14.4949809544616,3.9364367723465,0.125,0.35714286,0.27272727,1,1,1,0.63636364,18.375,NA,0.54545455,0.40909091,0.04545455,NA,92.2896321614583,98.6065334743924,86.0584030151367,NA,1.0058114528656,-9.43983205159505,4.07277011871338,NA,3.77831331888835,3.74129909939236,4.63454008102417,NA,-0.170887719839811,-1.30454828590155,0.039364367723465,NA,-1.42406433199843,-14.4949809544616,3.9364367723465,0,0.42857143,0.27272727,NA,1,1,0.63636364,3,100.884094238281,3.51769828796387,1,0.33333333,107.408,1,0.33333333,"2024-08-04",0
"Colin Holderman",22361,"2024-08-02","ARI",27,2024,"PIT","H",28,0,1,9,1,0,0,0,0,0,0,0,1,5,2,1,1,0,0,0,0,1,0,0,0,0,18,0,0,0,1,3,1,1,0,0,0,0,0,0,7.74112908401489,0,0.4,2,0.4,0.5,3.1664797782898,5.8335202217102,7.70250499695539,213.193937782926,78.1955776252467,187.926090042024,0.333333333,0.2,0.2,0.6,0.333333333,0,0,0,8,12,20,-0.188419997692108,-0.366985976696014,0.178565993905067,-0.479000002145767,-0.0477329380810261,2.4293999671936,1.85759997367859,1.85759997367859,0.686600029468536,1,1,-0.0528268702328205,-0.0247313746986501,0,1,0.25,97.6,0.6,85.25,0.15,92,NA,-0.22112201154232,-0.276334345340729,0.0839930474758148,-4.42244023084641,-2.30278621117274,2.79976824919383,0.3,0.6,0.45,0.66666667,1,0.88888889,0.5,0.4,0.05,2,0,3,1,1,3,5,0.4,0,0.6,0.2,0.2,0.6,2.69655470846156,63.07375,58.95668,62.36966,37.08383,64.7709,20,51.71689,64.91869,55.93445,48.18712,69.02444,34.52632,0.23804,4.43415,118.26,70,56.88,104.7,146.86,159.6,131.32,55.22,85.2,103.72,124.2,136.16,121.881,80.791,101.172,0.1,0.15,0.15,0.6,98.1999969482422,92.0333353678385,97.6333414713542,85.1166687011719,-3.52371335029602,0.442961732546488,-7.94215393066406,6.47383753458659,7.44571304321289,3.07833321889242,4.10170427958171,3.31128597259521,-0.0420939028263092,0.0849469155073166,-0.183396678417921,-0.295694634318352,-2.10469514131546,2.83156385024389,-6.1132226139307,-2.46412195265293,0.125,0.66666667,0.45,0,1,0.88888889,0.6,18.5,0.1,0.15,0.15,0.6,98.1078491210938,91.9035339355469,97.5328369140625,84.9988505045573,-3.51517486572266,0.917002360026042,-7.88149642944336,7.29605102539062,7.40936994552612,2.54869810740153,3.33578681945801,2.45586601893107,-0.0420939028263092,0.0849469155073166,-0.183396678417921,-0.295694634318352,-2.10469514131546,2.83156385024389,-6.1132226139307,-2.46412195265293,0.125,0.66666667,0.45,0,1,0.88888889,0.6,5,96.4159057617187,25.72041015625,1,0.2,108.744,4,0.8,"2024-08-02",0
"Colin Holderman",22361,"2024-07-31","@HOU",27,2024,"PIT","A",28,0,1,27.000028163224,1,0,0,0,0,0,0,1,0.1,2,1,1,1,1,0,0,0,0,0,0,0,0,27.000028163224,0,0,0,0,2,0,0,0,0,0,0,0,0,13.2527290840149,27.000028163224,0.5,3.00000312924711,0,1,42.1665204585023,-15.1664922952783,12.2385396785169,639.582480485292,1019.28560635909,297.542650377296,0,0,0,1,0,0.5,0,0,2,5,7,-0.343816012144089,-0.354154020547867,0.0103380028158426,-1.68900001049042,-0.179014310240746,1.27339994907379,1.06970000267029,2.13940000534058,0.724799990653992,1,1,-0.140163391828537,-0.12983505790767,0,1,0.28571429,98,0.57142857,86.25,0.14285714,94,NA,-1.41040623188019,0.210907563567162,0.0389156937599182,-70.5203115940094,5.27268908917904,3.89156937599182,0.5,1,0.71428571,1,0.66666667,0.8,0.42857143,1,0.14285714,2,0,0,0,0,2,2,1,0,0,0,0,1,41.1405167327766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.1,138.08,184.82,160.88,93.2,140.78,105.52,9.16,19.96,154.748571428571,94.0171428571428,136.102857142857,NA,0.14285714,0.28571429,0.57142857,NA,93.9000015258789,98.1999969482422,86.0999984741211,NA,-1.5839958190918,-10.3917274475098,6.37388849258423,NA,4.97000980377197,4.32990503311157,4.2456955909729,NA,0.039364367723465,-1.41166830062866,0.255611632019281,NA,3.9364367723465,-70.5834150314331,6.39029080048203,0.5,1,0.71428571,1,0.66666667,0.8,0.42857143,19.2,NA,0.14285714,0.28571429,0.57142857,NA,93.8056030273438,98.0724945068359,85.9759750366211,NA,-1.36211001873016,-10.0329208374023,7.47163772583008,NA,3.94531011581421,2.83506011962891,2.64679002761841,NA,0.039364367723465,-1.41166830062866,0.255611632019281,NA,3.9364367723465,-70.5834150314331,6.39029080048203,0.5,1,0.71428571,1,0.66666667,0.8,0.42857143,2,101.218818664551,22.5450057983398,1,0.5,104.397,2,1,"2024-07-31",0
"Colin Holderman",22361,"2024-07-28","@ARI",27,2024,"PIT","A",28,0,0,18,1,0,0,0,0,0,0,0,1,6,3,3,2,2,0,0,0,0,0,0,0,0,27,0,0,0,3,2,1,0,0,0,0,0,0,0,5.51506241997356,18,0.5,3,0.25,0,29.1664797782898,-11.1664797782898,6.19049659073353,426.387875565851,705.588275692213,151.387312822842,1.5,0.166666666,0.5,0.333333333,0,1,0,0,10,16,26,0.0443200059235096,-0.198040008544922,0.242360010743141,-1.86300015449524,-0.188181817531586,2.05999994277954,0.934000015258789,0.934000015258789,NA,0,1,-0.0940588489174843,0.115573415497379,0,0,0.11538462,98,0.65384615,85.05882353,0.23076923,92.33333333,NA,-0.0581215433776379,-0.638014674186707,-2.54070448875427,-1.9373847792546,-3.75302749521592,-42.3450748125712,0.33333333,0.72727273,0.5,0.8,0.875,0.84615385,0.42307692,0.33333333,0.07692308,6,0,0,1,2,3,6,1,0,0,0.16666667,0.33333333,0.5,30.9155911273323,20,53.26353,20,49.54781,50.91482,45.8519,25.17034,53.28428,22.03627,34.68223,57.80318,25.63658,1.07705,5.69267,NA,NA,NA,97.22,63.34,53.86,121.2,118.42,149.02,101.08,97.98,111.7,113.79,107.347692307692,129.427692307692,NA,0.23076923,0.11538462,0.65384615,NA,92.1833292643229,97.8666687011719,84.9647073184743,NA,1.2527703444163,-8.25217755635579,4.7075823615579,NA,4.58603731791178,5.89582951863607,4.50136476404527,NA,-2.53869258612394,-0.0596229769289494,-0.638472065329552,NA,-42.3115431020657,-1.98743256429831,-3.7557180313503,0.25,0.71428571,0.5,0.66666667,0.9,0.84615385,0.53846154,19,NA,0.23076923,0.11538462,0.65384615,NA,92.3199361165365,98.0269673665365,85.1215461282169,NA,1.53211704889933,-8.25656318664551,5.26542887968176,NA,3.64035987854004,5.12875334421794,3.35718581255744,NA,-2.53869258612394,-0.0596229769289494,-0.638472065329552,NA,-42.3115431020657,-1.98743256429831,-3.7557180313503,0.18181818,0.73333333,0.5,0.5,0.90909091,0.84615385,0.57692308,6,93.1832682291667,3.1906197865804,2,0.33333333,110.631,4,0.66666667,"2024-07-28",0
"Colin Holderman",22361,"2024-07-24","STL",27,2024,"PIT","H",28,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,1,9,9,9,1,0,0,2,0,0,0,0,0,0,0.25,0.25,0,5.04972908401489,0,0.333333333333333,2,0.5,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,102.326066012438,102.47548198021,2,0,1,0,0,0,0,0,6,9,15,0.0127880331128836,-0.0158599931746721,0.0286480262875557,0.52099996805191,0.0519182831048965,0.262349992990494,0.285199999809265,0.285199999809265,0.167600005865097,1,1,-0.0156749244779348,0.0644190962124732,0,0,0.2,98,0.66666667,85,0.13333333,91,NA,0.808949708938599,-0.465161055326462,-0.0705946832895279,26.9649902979533,-4.65161055326462,-3.52973416447639,0.33333333,0.66666667,0.46666667,0.33333333,1,0.71428571,0.4,0.5,0.13333333,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,3.1890302574625,23.18344,54.56076,26.4364,33.14153,54.70196,20,72.09961,71.28345,73.15375,36.20046,62.258,23.25511,0.98273,5.55119,132.44,87.74,76.54,111.54,0.61999999999999,8.62,111.78,73.98,88.74,112.46,123.54,148.96,113.216,71.724,85.2733333333333,0.06666667,0.13333333,0.13333333,0.66666667,97.8000030517578,91.0500030517578,98.1499938964844,84.9799987792969,-4.60066556930542,1.72334206104279,-8.35617923736572,5.86875991821289,8.33813571929932,3.69053769111633,3.88724374771118,2.15998992919922,0.196128189563751,-0.0735722631216049,0.625789508223534,-0.473619621247053,19.6128189563751,-3.67861315608025,31.2894754111767,-4.73619621247053,0.33333333,0.66666667,0.46666667,0.33333333,1,0.71428571,0.4,20.27272727,0.06666667,0.13333333,0.13333333,0.66666667,97.7306976318359,90.9664535522461,98.1017456054688,84.9166320800781,-3.97183990478516,2.3369460105896,-8.42986011505127,6.47952117919922,7.65376996994019,2.96213006973267,3.22021007537842,1.26542558670044,0.196128189563751,-0.0735722631216049,0.625789508223534,-0.473619621247053,19.6128189563751,-3.67861315608025,31.2894754111767,-4.73619621247053,0.25,0.71428571,0.46666667,0.5,0.8,0.71428571,0.46666667,2,70.4716949462891,-4.01868772506714,0,0,76.5312,0,0,"2024-07-24",0
"Colin Holderman",22361,"2024-07-19","PHI",27,2024,"PIT","H",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.3263759235173,-18.3531359984531,1,0,1,0,0,0,0,0,5,8,13,0.0543220192193985,0,0.0543220192193985,0.521000027656555,0.0519182868301868,0.707399964332581,0.926599979400635,0.926599979400635,0.686600029468536,1,1,0.0769230574369431,-0.000131960520999092,0,0,NA,NA,0.76923077,85.3,0.23076923,92.66666667,NA,NA,0.627963304519653,0.116747081279755,NA,6.27963304519653,3.89156937599182,0.28571429,0.66666667,0.46153846,0.5,0.5,0.5,0.46153846,1,0.23076923,1,0,0,0,0,1,1,1,0,0,0,0,1,-1.63164493926916,NA,NA,NA,45.93964,61.82909,32.62314,80,45.95469,75.62435,61.42795,67.61045,42.69697,-0.58456,3.20025,NA,NA,NA,NA,NA,NA,127.84,103.64,116.22,93.22,136.96,142.26,119.850769230769,111.329230769231,122.229230769231,NA,0.23076923,NA,0.76923077,NA,92.7000020345052,NA,85.2799987792969,NA,0.304063181082408,NA,5.99490776062012,NA,4.93797556559245,NA,4.27887725830078,NA,0.118093103170395,NA,0.635085709393024,NA,3.9364367723465,NA,6.35085709393024,0.33333333,0.57142857,0.46153846,0.5,0.5,0.5,0.53846154,18.7,NA,0.23076923,NA,0.76923077,NA,92.6083374023438,NA,85.2033508300781,NA,0.780196666717529,NA,6.60209426879883,NA,4.20218340555827,NA,3.35105094909668,NA,0.118093103170395,NA,0.635085709393024,NA,3.9364367723465,NA,6.35085709393024,0.28571429,0.66666667,0.46153846,0.5,0.5,0.5,0.46153846,1,98.0346145629883,5.58907651901245,0,0,98.0346,1,1,"2024-07-19",0
"Colin Holderman",22361,"2024-07-14","@CHW",27,2024,"PIT","A",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-18.3263759235173,18.1856412207288,0,0,0,1,0,0,0,0,4,9,13,0.0142140006646514,0,0.0142140006646514,0.496999979019165,0.0512107163667679,0.18800000846386,0.326400011777878,0.326400011777878,0.19760000705719,1,1,0.0762034431099892,-0.000597059999725411,0,0,0.30769231,96.25,0.61538462,84.375,0.07692308,91,NA,0.246839880943298,0.496692806482315,0.0389156937599182,6.17099702358246,6.20866008102894,3.89156937599182,0.42857143,1,0.69230769,0.33333333,0.66666667,0.55555556,0.46153846,0.33333333,0.30769231,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.74877654319022,38.41804,36.10964,45.51926,71.35297,63.23488,59.40224,59.52946,61.64502,69.66012,65.14498,59.95082,59.98034,-0.81549,2.85386,102.26,74.54,35.24,88.88,140.52,137.88,130.46,111.74,128.18,90.5,101.52,98.7,117.68,104.583076923077,105.210769230769,0.23076923,0.07692308,0.07692308,0.61538462,96.5,91.0999984741211,96.3000030517578,84.2750015258789,-4.24279848734538,-0.259526550769806,-7.40966463088989,6.02948904037476,5.52299118041992,3.92928194999695,4.95081520080566,2.92608880996704,-0.0380783230066299,0.039364367723465,0.287813186645508,0.502104368060827,-1.26927743355433,3.9364367723465,28.7813186645508,6.27630460076034,0.4,0.875,0.69230769,0.5,0.57142857,0.55555556,0.61538462,18.3,0.23076923,0.07692308,0.07692308,0.61538462,96.4820048014323,91.0560989379883,96.3143005371094,84.2567977905273,-3.73521010080973,0.281596004962921,-7.03626012802124,7.02973747253418,4.86750348409017,3.06388998031616,3.77573990821838,1.88363814353943,-0.0380783230066299,0.039364367723465,0.287813186645508,0.502104368060827,-1.26927743355433,3.9364367723465,28.7813186645508,6.27630460076034,0.4,0.875,0.69230769,0.5,0.57142857,0.55555556,0.61538462,1,94.5386428833008,43.6480827331543,0,0,94.5386,0,0,"2024-07-14",0
"Colin Holderman",22361,"2024-07-12","@CHW",27,2024,"PIT","A",28,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,1,0,0,0,0,0,0,9,9,0,0,0,1,1,1,0,0,0,0,0,0.25,-0.25,9.77622908401489,0,0.333333333333333,2,0.333333333333333,1,6.1664797782898,-6.1664797782898,7.67848818451166,0,150.58704278682,187.345706390858,1,0.333333333,0.333333333,0.333333333,0,0,0,0,9,10,19,0.0506380014121532,-0.138616010546684,0.189254015684128,0.497000008821487,0.0512107126414776,2.25119996070862,1.04339993000031,1.04339993000031,0.903400003910065,1,1,-0.0279259625822306,0.0504197446966429,0,0,0.33333333,96.16666667,0.55555556,84,0.11111111,92,0.05263158,1.14302015304565,-0.111831031739712,-0.740076720714569,19.0503358840942,-1.11831031739712,-37.0038360357285,0.18181818,0.71428571,0.38888889,0.5,1,0.85714286,0.38888889,0.25,0.05263158,0,3,0,0,3,0,3,0,1,0,0,1,0,10.5244965436307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.88,127.18,132.56,131.6,92.16,112.32,60.58,-84.06,-83.74,117.135555555556,84.2533333333333,97.2822222222222,NA,0.11111111,0.33333333,0.55555556,NA,91.9000015258789,96.1333312988281,83.9799987792969,NA,0.22172874212265,-8.93088404337565,4.6198860168457,NA,6.04498863220215,5.16944662729899,4.97874870300293,NA,-0.753543734550476,1.16209569573402,-0.11523250117898,NA,-37.6771867275238,19.3682615955671,-1.1523250117898,0.18181818,0.71428571,0.38888889,0.5,0.8,0.71428571,0.38888889,19.53333333,NA,0.11111111,0.33333333,0.55555556,NA,91.7791976928711,96.0467936197917,83.8732116699219,NA,1.26157224178314,-8.31051635742188,5.81944389343262,NA,4.788254737854,4.02690156300863,3.69888687133789,NA,-0.753543734550476,1.15128992497921,-0.11523250117898,NA,-37.6771867275238,19.1881654163202,-1.1523250117898,0.18181818,0.71428571,0.38888889,0.5,0.8,0.71428571,0.38888889,3,87.5624084472656,7.54365793863932,0,0,93.3646,0,0,"2024-07-12",0
"Colin Holderman",22361,"2024-07-11","@MIL",27,2024,"PIT","A",28,0,0,0,1,0,0,0,0,0,1,0,1,6,2,0,0,0,1,0,0,0,0,3,27,9,18,3,0,0,1,0,1,0,0,0,0,0.5,0.16666667,0.33333333,2.40542351832012,0,0.4,3,1,1,0.166479778289795,-0.166479778289795,0.166479778289795,0,5.80411246367368,5.81258759727958,1,0.5,0.5,0,0,0,0,0,9,17,26,0.14121001958847,-0.312915980815887,0.454126000404358,0.499000012874603,0.0512583404779434,4.81349992752075,2.4792001247406,2.4792001247406,3.46679997444153,1,1,-0.0131414197385311,0.042477666069629,1,0,0.15384615,98.5,0.46153846,84.5,0.38461538,91.8,NA,0.0540259703993797,-0.228151589632034,-0.268768548965454,1.35064925998449,-1.90126324693362,-2.68768548965454,0.4375,0.7,0.53846154,0.28571429,0.85714286,0.57142857,0.38461538,0.83333333,0.23076923,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,2.79172129761892,46.89422,50.44671,52.43591,49.7336,52.25118,46.67885,20,49.02604,20,27.72282,55.87716,20,1.50941,6.34121,NA,NA,NA,105.16,96.44,95.42,132.26,62,88.64,107.68,13.64,29.58,119.55,51.62,70.0833333333333,NA,0.38461538,0.15384615,0.46153846,NA,91.8299987792969,98.3499984741211,84.5,NA,1.00550756454468,-8.44774532318115,5.84902763366699,NA,3.81652717590332,4.86723327636719,3.78289922078451,NA,-0.275090608745813,0.0544858016073704,-0.236151542514563,NA,-2.75090608745813,1.36214504018426,-1.96792952095469,0.30769231,0.76923077,0.53846154,0.25,0.7,0.57142857,0.5,22.25,NA,0.38461538,0.15384615,0.46153846,NA,91.9722778320313,98.498779296875,84.640625,NA,1.59558258056641,-8.10812473297119,6.47111447652181,NA,3.1323169708252,3.9559850692749,2.92472871144613,NA,-0.275090608745813,0.0544858016073704,-0.236151542514563,NA,-2.75090608745813,1.36214504018426,-1.96792952095469,0.35714286,0.75,0.53846154,0.2,0.77777778,0.57142857,0.46153846,2,96.8572235107422,11.6849689483643,0,0,98.554,2,1,"2024-07-11",0
"Colin Holderman",22361,"2024-07-07","NYM",27,2024,"PIT","H",28,0,0,9,1,0,0,0,0,0,0,0,1,6,2,1,1,0,2,0,0,0,0,1,9,18,18,0.5,0,0,1,1,1,0,0,0,0,0.16666667,0.33333333,-0.16666667,9.16889575161689,0,0.5,4,0.666666666666667,0.75,7.1664797782898,1.8335202217102,8.67848818451166,213.193937782926,174.717531174011,211.511429986591,1,0.333333333,0.333333333,0.333333333,0,0,2,18,13,10,23,-0.188419997692108,-0.366705983877182,0.178285971283913,-0.479000002145767,-0.0477329343557358,1.66077136993408,1.85759997367859,1.85759997367859,2.89660000801086,1,1,-0.136809781193733,0.0233564780460599,0,1,0.17391304,97.5,0.60869565,85.85714286,0.2173913,93.2,NA,-0.339760839939117,-0.473158538341522,-0.442099004983902,-8.49402099847794,-3.37970384529659,-8.84198009967804,0.125,0.71428571,0.30434783,0.5,0.6,0.57142857,0.30434783,0.66666667,0.13043478,1,1,1,1,0,2,3,0.33333333,0.33333333,0.33333333,0.33333333,0,0.66666667,8.99823503384713,20,54.05954,20,40.19887,50.88924,53.14797,60.9746,49.19675,52.05936,26.53086,56.50346,38.14392,1.58346,6.45228,NA,NA,NA,111.9,-36.8,-26.94,134.86,84.16,109.58,98.88,104.7,112.14,120.908695652174,62.8234782608696,80.2634782608696,NA,0.2173913,0.17391304,0.60869565,NA,93.2799987792969,97.3000030517578,85.7428588867188,NA,0.37164261341095,-7.70049238204956,2.61809430803571,NA,4.97297706604004,4.76046466827393,4.37594549996512,NA,-0.44585968926549,-0.348417561501265,-0.484359804540873,NA,-8.91719378530979,-8.71043903753161,-3.45971288957766,0.08333333,0.54545455,0.30434783,1,0.5,0.57142857,0.47826087,20.05882353,NA,0.2173913,0.17391304,0.60869565,NA,93.1928833007812,97.1907043457031,85.6235874720982,NA,0.743796396255493,-7.77173233032227,3.21631022862026,NA,4.24904823303223,4.11354732513428,3.34562110900879,NA,-0.44585968926549,-0.348417561501265,-0.484359804540873,NA,-8.91719378530979,-8.71043903753161,-3.45971288957766,0.07692308,0.6,0.30434783,1,0.5,0.57142857,0.43478261,3,91.7398274739583,9.36953608194987,1,0.33333333,105.986,2,0.66666667,"2024-07-07",0
