"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","XX%","wFB","wSL","wCH","wFB/C","wSL/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSL%","pfxCH%","pfxvFA","pfxvSL","pfxvCH","pfxFA-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSL","pfxwCH","pfxwFA/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSL%","pivCH","pivFA","pivSL","piCH-X","piFA-X","piSL-X","piCH-Z","piFA-Z","piSL-Z","piwCH","piwFA","piwSL","piwCH/C","piwFA/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Tony Santillan",19926,"2024-09-05","HOU",18,2024,"CIN","H",27,1,0,0,1,0,0,0,0,0,0,0,1.2,5,0,0,0,0,1,0,0,0,0,1,5.40000205993731,5.40000205993731,0,1,0,0,2,1,0,0,0,0,0,0.2,0.2,0,5.60764908401489,0,0,0.600000228881923,0,1,3.76648000717172,-3.76648000717172,4.67368539697623,0,87.2845724933601,114.732472767589,2,0,0.666666666,0.333333333,0,0,1,5.40000205993731,10,16,26,0.330759942531586,-0.0853800177574158,0.416139960289001,1.80599999427795,0.170780137181282,2.71239995956421,2.46799993515015,3.06200003623962,2.94600009918213,1,1,0.10509829968214,0.0168453470744123,1,0,0.65384615,97.11764706,0.34615385,86.77777778,NA,NA,NA,1.02161967754364,0.293947905302048,NA,6.00952751496259,3.26608783668942,NA,0.26666667,0.90909091,0.53846154,0.25,0.9,0.71428571,0.42307692,0.6,0.15384615,2,0,1,0,3,0,3,0.66666667,0,0.33333333,0,1,0,2.70240073447369,NA,NA,NA,NA,65.56969,48.06084,67.36745,40.27105,51.17209,47.2579,59.69039,46.97985,64.71532,-0.47662,3.36216,NA,NA,NA,80.04,109.96,95.8,105.12,65.88,74.58,88.7215384615385,94.7015384615385,88.4546153846154,0.65384615,0.34615385,NA,97.0294117647059,86.7777777777778,NA,-5.39083234001608,5.38772540622287,NA,7.51655982522403,-1.30717457665337,NA,1.03460843861103,0.296968948096037,NA,6.08593199182959,3.29965497884485,NA,0.11111111,0.76470588,0.53846154,0,0.76923077,0.71428571,0.65384615,21.52380952,NA,0.65384615,0.34615385,NA,97.148344152114,86.885498046875,NA,-4.6970677095301,6.01997545030382,NA,6.70889955408433,-2.37206331888835,NA,1.03460843861103,0.296968948096037,NA,6.08593199182959,3.29965497884485,0.16666667,0.85714286,0.53846154,0.5,0.75,0.71428571,0.53846154,3,81.6776428222656,10.1003290812174,0,0,94.8092,0,0,"2024-09-05",0
"Tony Santillan",19926,"2024-08-31","MIL",18,2024,"CIN","H",27,0,0,0,1,0,0,0,0,0,0,0,1.2,7,1,0,0,0,1,0,0,0,0,5,27.0000102996865,5.40000205993731,5.40000205993731,5,0,1,0,0,0,0,0,1,1,0.71428571,0.14285714,0.57142857,0.95611682885171,0,0.166666666666667,1.20000045776385,1,1,-1.03352182388367,1.03352182388367,-1.03352182388367,0,-21.8061142820219,-23.1863194352807,0,0,0,0,0,0,0,0,13,18,31,0.207819998264313,-0.185200020670891,0.393020033836365,1.13699996471405,0.107517726719379,2.48214292526245,1.92799997329712,2.03999996185303,2.38600015640259,1,1,0.05300322920084,0.0307228109675918,1,0,0.58064516,97.88888889,0.35483871,87.27272727,0.06451613,92.5,NA,0.924014985561371,-0.29912856221199,-0.0712025240063667,5.13341658645206,-2.71935056556355,-3.56012620031834,0.40909091,0.55555556,0.4516129,0.33333333,0.6,0.42857143,0.29032258,0.71428571,0.25806452,0,0,1,0,1,0,1,0,0,1,0,1,0,-0.814202023005682,NA,22.8637,51.29504,20,78.91561,56.456,80,52.11057,55.97972,45.32408,70.14145,56.25022,71.32764,-1.1259,2.38824,89,110.56,104.88,101.58,135.26,136.24,117.86,102.16,115.44,106.545161290323,121.921290322581,126.836129032258,0.58064516,0.35483871,0.06451613,97.8944430881076,87.2363614169034,92.3500061035156,-6.91726472642687,4.79091783003374,-9.31527328491211,8.03716108534071,-0.496634526686235,3.28186917304993,0.931468155235052,-0.306010454893112,-0.0725650899112225,5.17482308463918,-2.78191322630102,-3.62825449556112,0.375,0.53333333,0.4516129,0.16666667,0.625,0.42857143,0.48387097,22.43478261,0.06451613,0.58064516,0.35483871,92.3990478515625,97.9465128580729,87.2715842507102,-8.77870941162109,-6.3077638414171,5.91076382723722,2.29404497146606,7.31961568196615,-1.65711749683727,-0.0725650899112225,0.931468155235052,-0.306010454893112,-3.62825449556112,5.17482308463918,-2.78191322630102,0.35714286,0.52941176,0.4516129,0.2,0.55555556,0.42857143,0.5483871,1,NA,NA,0,0,NA,0,0,"2024-08-31",0
"Tony Santillan",19926,"2024-08-29","OAK",18,2024,"CIN","H",27,0,0,0,1,0,0,0,0,0,1,0,1.2,5,0,0,0,0,0,0,0,0,0,4,21.6000082397492,0,0,4,0,0,0,1,0,0,0,0,0,0.8,0,0.8,-0.694630915985105,0,0,0,0,1,-1.63352205276559,1.63352205276559,-0.726316662961079,0,-35.4424501289447,-15.7624844292429,0,0,0,1,0,0,0,0,4,15,19,0.230989933013916,0,0.230989933013916,1.13699996471405,0.107517726719379,1.74479997158051,2.20633339881897,2.27699995040894,2.94600009918213,1,1,0.133233144879341,-0.000845514906676309,1,0,0.44444444,98,0.55555556,86.7,NA,NA,0.05263158,0.683980882167816,0.580859303474426,NA,8.5497610270977,5.80859303474426,NA,0.55555556,0.55555556,0.55555556,0.2,0.6,0.4,0.5,0.8,0.31578947,0,1,0,0,1,0,1,0,1,0,0,1,0,-2.29261623112631,NA,NA,NA,NA,64.85256,54.50922,70.84585,43.26369,45.79196,40.99292,55.23511,51.12201,56.32981,-0.19983,3.77735,NA,NA,NA,82.48,143.28,133.76,110.54,86.96,99.44,98.0688888888889,111.991111111111,114.693333333333,0.44444444,0.55555556,NA,97.8874969482422,86.6099975585937,NA,-6.53547143936157,5.8756477355957,NA,7.84372997283936,-0.618370580673218,NA,0.693119764328003,0.574445337057114,NA,8.66399705410004,5.74445337057114,NA,0.5,0.6,0.55555556,0,0.66666667,0.4,0.55555556,18.85714286,NA,0.44444444,0.55555556,NA,97.9552383422852,86.6846801757813,NA,-5.75909233093262,6.67631301879883,NA,7.00828504562378,-1.79813976287842,NA,0.677710171788931,0.574445337057114,NA,8.47137714736164,5.74445337057114,0.5,0.6,0.55555556,0,0.66666667,0.4,0.55555556,1,77.6845245361328,32.9253692626953,0,0,77.6845,0,0,"2024-08-29",0
"Tony Santillan",19926,"2024-08-27","OAK",18,2024,"CIN","H",27,0,1,27,1,0,0,0,0,0,0,1,1,6,2,3,3,1,1,0,0,0,0,2,18,9,18,2,0,0,1,2,0,0,0,0,0,0.33333333,0.16666667,0.16666667,3.90439574337839,9,0.4,3,0.5,0,15.1664797782898,11.8335202217102,5.19049659073353,615.599788280819,346.374849547906,127.221589227109,0.5,0,0.333333333,0.666666666,0,0.5,0,0,10,13,23,-0.211150005459785,-0.433640033006668,0.222490042448044,-0.876999974250793,-0.0829314440488815,2.33500003814697,2.65299987792969,4.52099990844727,0.995000004768372,1,1,-0.157816305756569,0.0673880393710354,0,1,0.69565217,96.3125,0.30434783,85.85714286,NA,NA,NA,-1.57111382484436,0.104903571307659,NA,-9.81946140527725,1.49862244725227,NA,0.14285714,0.77777778,0.39130435,0.5,0.85714286,0.77777778,0.39130435,0.33333333,0.08695652,0,1,2,1,1,1,3,0,0.33333333,0.66666667,0.33333333,0.33333333,0.33333333,11.4256488301487,NA,NA,NA,NA,56.43516,51.22018,56.58141,55.69475,51.46089,54.26438,58.08378,48.90031,59.26404,-0.3768,3.51189,NA,NA,NA,90.22,105.32,101.2,126.86,109.44,128.44,101.878181818182,106.630909090909,109.867272727273,0.69565217,0.30434783,NA,96.2062530517578,85.7428588867188,NA,-6.44372749328613,6.02610342843192,NA,8.30477142333984,-0.110677259308951,NA,-1.57963642477989,0.105228524655104,NA,-9.87272765487432,1.50326463793005,NA,0.125,0.53333333,0.39130435,1,0.75,0.77777778,0.65217391,19.17647059,NA,0.69565217,0.30434783,NA,96.3976135253906,85.9160679408482,NA,-5.89008522033691,6.89674268450056,NA,7.46937417984009,-1.24267387390137,NA,-1.57963642477989,0.105228524655104,NA,-9.87272765487432,1.50326463793005,0.1,0.61538462,0.39130435,1,0.75,0.77777778,0.56521739,3,73.0743459065755,16.0658798217773,0,0,96.2961,1,0.33333333,"2024-08-27",0
"Tony Santillan",19926,"2024-08-23","@PIT",18,2024,"CIN","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,73.6482366464374,114.84853560366,2,0,0.666666666,0.333333333,1,0,0,0,6,12,18,0.0300719998776913,0,0.0300719998776913,0.521000027656555,0.0519182868301868,0.387733340263367,0.572800040245056,0.572800040245056,0.552799999713898,1,1,0.0775836855173111,-2.52277966906467e-05,0,0,0.38888889,97.57142857,0.55555556,87.4,0.05555556,92,NA,0.195512518286705,0.234109133481979,0.244372069835663,2.79303597552436,2.34109133481979,24.4372069835663,0.33333333,0.77777778,0.55555556,1,0.85714286,0.9,0.5,NA,0.05555556,1,1,1,2,0,1,3,0.33333333,0.33333333,0.33333333,0.66666667,0,0.33333333,0.0203021624450367,NA,80,32.22455,80,69.07288,47.18414,77.25125,74.3118,59.47023,71.29592,80,55.86475,80,-1.86051,1.28633,56,250.34,229.58,104.12,127.82,118.86,112.16,131.06,144.52,105.913333333333,136.426666666667,139.266666666667,0.38888889,0.55555556,0.05555556,97.4571446010045,87.2,91.6999969482422,-6.27901022774833,4.64999160766602,-7.77688837051392,7.70730808803013,0.260613560676575,3.72683191299438,0.197824142873287,0.236479286104441,0.247940421104431,2.8260591839041,2.36479286104441,24.7940421104431,0.33333333,0.77777778,0.55555556,1,0.85714286,0.9,0.5,16.28571429,0.05555556,0.38888889,0.55555556,91.5482025146484,97.2821829659598,87.0185119628906,-7.54621982574463,-5.92330714634487,5.3885570526123,2.65739011764526,7.21642139979771,-0.707577419281006,0.247940421104431,0.197824142873287,0.236479286104441,24.7940421104431,2.8260591839041,2.36479286104441,0.33333333,0.77777778,0.55555556,1,0.85714286,0.9,0.5,3,94.6585286458333,23.8013585408529,0,0,112.256,2,0.66666667,"2024-08-23",0
"Tony Santillan",19926,"2024-08-21","@TOR",18,2024,"CIN","A",27,0,0,0,1,0,0,0,0,0,0,0,0.2,4,0,0,0,0,1,0,0,0,0,2,27.000028163224,13.500014081612,0,2,1,0,1,0,0,0,1,0,0,0.5,0.25,0.25,3.84572908401489,0,0,1.50000156462356,0,1,1.66647821366624,-1.66647821366624,1.66647821366624,0,39.5573744742135,42.0611351806182,1,0,1,0,0,0,3,40.5000422448361,8,16,24,0.10325200855732,-0.0754700228571892,0.178722023963928,0.656000018119812,0.0693079829216003,2.99690008163452,0.960200011730194,1.92040002346039,0.709600031375885,1,1,0.0141107095405459,0.0203422270755476,1,0,0.79166667,97.31578947,0.20833333,87.8,NA,NA,NA,-0.148293614387512,-0.367610156536102,NA,-0.780492707302696,-7.35220313072205,NA,0.18181818,0.76923077,0.5,0.5,0.9,0.83333333,0.54166667,0.75,0.08333333,0,0,1,0,0,1,1,0,0,1,0,0,1,1.62042552901748,NA,NA,NA,NA,64.86483,53.70127,63.55584,20,75.2382,20,54.54527,55.49168,49.89453,-0.15697,3.84164,NA,NA,NA,122.48,87.94,98.02,133.06,10.4,45.64,124.684166666667,71.7858333333333,87.1075,0.79166667,0.20833333,NA,97.273681640625,87.5199951171875,NA,-8.44183590537623,5.39309043884277,NA,8.83493845086349,-0.860969352722168,NA,0.925197038799524,-0.375875983387232,NA,4.86945809894486,-7.51751966774464,NA,0.11111111,0.73333333,0.5,1,0.72727273,0.75,0.625,22.95,NA,0.79166667,0.20833333,NA,97.5574565686678,87.764697265625,NA,-7.53828992341694,6.97104568481445,NA,7.3095807527241,-2.82814998626709,NA,0.925197038799524,-0.375875983387232,NA,4.86945809894486,-7.51751966774464,0,0.75,0.5,NA,0.75,0.75,0.66666667,1,99.9791030883789,-3.97200345993042,0,0,99.9791,1,1,"2024-08-21",0
"Tony Santillan",19926,"2024-08-19","@TOR",18,2024,"CIN","A",27,1,0,0,1,0,0,0,0,0,0,0,1.1,5,0,0,0,0,1,0,0,0,0,1,6.75000160932579,6.75000160932579,0,1,0,0,3,0,0,0,0,0,0,0.2,0.2,0,3.89012908401489,0,0,0.750000178813977,0,1,3.91647995710377,-3.91647995710377,3.91647995710377,0,90.6936540167234,96.4340554024464,3,0,1,0,0,0,4,27.0000064373032,7,12,19,0.0625319853425026,-0.0204640030860901,0.0829959884285927,0.456000030040741,0.0481774993240833,0.752319991588593,0.939800024032593,1.16999995708466,0.925799965858459,1,1,0.0545281618833542,0.0285907051435084,1,0,0.52631579,96.3,0.47368421,85.88888889,NA,NA,NA,0.178728997707367,0.409913152456284,NA,1.78728997707367,4.5545905828476,NA,0.16666667,0.57142857,0.31578947,0,1,0.66666667,0.36842105,1,0.10526316,1,2,0,0,2,1,3,0.33333333,0.66666667,0,0,0.66666667,0.33333333,2.87764791260857,NA,NA,NA,NA,26.83694,55.34394,48.79561,80,58.065,80,55.79231,57.98309,71.53311,-0.23444,3.72543,NA,NA,NA,109.38,26.72,28.76,108.42,144.5,163.38,108.925263157895,82.5105263157895,92.5273684210526,0.52631579,0.47368421,NA,96.2599975585938,85.7888861762153,NA,-7.03091049194336,6.63268195258247,NA,8.86222229003906,-0.497083134121365,NA,0.176073741167784,0.415369596332312,NA,1.76073741167784,4.61521773702569,NA,0.25,0.36363636,0.31578947,0,1,0.66666667,0.57894737,15.28571429,NA,0.52631579,0.47368421,NA,96.5311706542969,86.0061713324653,NA,-6.20366897583008,7.50259314643012,NA,7.52805633544922,-2.10246870252821,NA,0.176073741167784,0.415369596332312,NA,1.76073741167784,4.61521773702569,0.14285714,0.41666667,0.31578947,0,0.8,0.66666667,0.63157895,3,101.15517171224,-13.7721328735352,0,0,108.807,2,0.66666667,"2024-08-19",0
"Tony Santillan",19926,"2024-08-17","KCR",18,2024,"CIN","H",27,0,0,0,1,0,0,0,0,0,0,0,1,7,2,1,0,0,0,0,0,0,0,1,9,0,18,1,0,0,3,0,3,0,0,0,0,0.14285714,0,0.14285714,2.43160664750506,0,0.285714285714286,2,0.333333333333333,0.5,1.1664797782898,-1.1664797782898,1.1664797782898,0,28.1938011628592,29.9783111930123,3,0.5,0.5,0,0,0,0,0,7,14,21,0.000730000203475356,-0.00132999964989722,0.00205999985337257,-0.439000010490417,-0.0415129959583282,0.035142857581377,0.0209999997168779,0.0209999997168779,0.00999999977648258,1,1,-0.00517688877880573,0.0259492520331303,0,0,0.52380952,97.54545455,0.47619048,86.4,NA,NA,NA,0.265088975429535,-1.55668926239014,NA,2.40989977663214,-15.5668926239014,NA,0.27272727,0.8,0.52380952,0,0.875,0.63636364,0.47619048,0.71428571,0.19047619,4,1,1,0,3,3,6,0.66666667,0.16666667,0.16666667,0,0.5,0.5,7.38447371846145,NA,NA,NA,NA,63.0056,59.45661,56.65457,58.57184,45.94381,56.05387,64.52088,53.86694,59.48336,-0.77672,2.91201,NA,NA,NA,93.78,128.16,127.46,115.34,109.44,124.04,104.046666666667,119.245714285714,125.831428571429,0.52380952,0.47619048,NA,97.3545476740057,86.4,NA,-5.1100529757413,5.86588745117187,NA,7.72322498668324,-1.34159545898438,NA,0.266967128962278,-0.461975071579218,NA,2.42697389965708,-4.61975071579218,NA,0.36363636,0.7,0.52380952,0.25,0.85714286,0.63636364,0.47619048,19.21428571,NA,0.52380952,0.47619048,NA,97.3609952059659,86.4054382324219,NA,-4.59862171519886,6.65794296264648,NA,7.06233978271484,-2.49996852874756,NA,0.266967128962278,-0.461975071579218,NA,2.42697389965708,-4.61975071579218,0.27272727,0.8,0.52380952,0.33333333,0.75,0.63636364,0.47619048,6,97.4253946940104,6.54271252950033,0,0,105.032,4,0.66666667,"2024-08-17",0
"Tony Santillan",19926,"2024-08-13","STL",18,2024,"CIN","H",27,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-17.260634320719,18.1856412207288,0,0,0,1,0,0,0,0,3,7,10,0.0488499701023102,0,0.0488499701023102,0.560999989509583,0.0530496463179588,0.614999949932098,0.955999970436096,0.955999970436096,0.827000021934509,1,1,0.0796536281704903,-0.000222776009114217,0,0,0.4,97.75,0.6,85.66666667,NA,NA,NA,0.266312569379807,0.504818141460419,NA,6.65781423449516,8.41363569100698,NA,0.2,0.8,0.5,0,1,0.8,0.5,0.66666667,0.1,0,0,1,0,1,0,1,0,0,1,0,1,0,-1.81690392675247,NA,NA,NA,NA,71.23167,51.15131,70.29344,80,50.43755,80,80,53.02966,80,-2.50139,0.32501,NA,NA,NA,103.02,127.56,118.06,119.24,142.52,147.96,112.752,136.536,136,0.4,0.6,NA,97.75,85.6166687011719,NA,-7.23130798339844,5.82771555582682,NA,7.87688732147217,-0.0160942574342092,NA,0.269219566136599,0.510627426207066,NA,6.73048915341496,8.51045710345109,NA,0.33333333,0.57142857,0.5,0,1,0.8,0.7,17,NA,0.4,0.6,NA,97.8526229858398,85.6958618164062,NA,-6.8592324256897,6.6374880472819,NA,7.07943487167358,-1.54091819127401,NA,0.269219566136599,0.510627426207066,NA,6.73048915341496,8.51045710345109,0.33333333,0.57142857,0.5,0,1,0.8,0.7,1,83.7604827880859,40.5090103149414,0,0,83.7605,0,0,"2024-08-13",0
"Tony Santillan",19926,"2024-08-10","@MIL",18,2024,"CIN","A",27,0,1,9,1,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,2,18,0,9,2,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0.562229084014893,9,0.25,1,0,1,12.1664797782898,-3.16647977828979,0.678488184511662,205.19992942694,278.193196322539,18.1856412207288,1,0,0.5,0.5,0,1,0,0,7,14,21,-0.231498017907143,-0.319279998540878,0.0877819806337357,-0.500999987125397,-0.0514637902379036,1.12914991378784,1.80939996242523,1.80939996242523,NA,0,1,-0.234559521079063,0.0295397844786679,0,1,0.61904762,97,0.38095238,87.625,NA,NA,NA,-0.811612606048584,0.134599015116692,NA,-6.24317389268142,1.68248768895864,NA,0.27272727,0.9,0.57142857,0.33333333,0.77777778,0.66666667,0.47619048,0.25,0.19047619,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,11.4361066070889,NA,NA,NA,NA,66.70086,53.90273,69.04213,52.51612,58.11105,39.37357,65.14365,55.13918,61.17296,-0.81541,2.85398,NA,NA,NA,98.58,144.84,143.76,121.64,91.42,107.5,107.364761904762,124.489523809524,129.946666666667,0.61904762,0.38095238,NA,96.8846153846154,87.4625015258789,NA,-6.61263627272386,4.31824016571045,NA,8.1489263681265,1.21411442756653,NA,-0.805636141449213,0.135790050029755,NA,-6.19720108807087,1.69737562537193,NA,0.125,0.84615385,0.57142857,1,0.63636364,0.66666667,0.61904762,17.88235294,NA,0.61904762,0.38095238,NA,96.660146859976,87.2177734375,NA,-6.28052403376653,4.93220233917236,NA,7.4434092595027,0.209014326334,NA,-0.805636141449213,0.135790050029755,NA,-6.19720108807087,1.69737562537193,0.125,0.84615385,0.57142857,1,0.63636364,0.66666667,0.61904762,2,96.7622528076172,13.4039535522461,1,0.5,104.709,1,0.5,"2024-08-10",0
"Tony Santillan",19926,"2024-08-08","@MIA",18,2024,"CIN","A",27,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,2,13.5000032186516,0,6.75000160932579,2,0,0,0,2,1,1,0,0,0,0.4,0,0.4,2.17248908401489,0,0.2,0.750000178813977,0.333333333333333,1,0.166479063033887,-0.166479063033887,2.43449221310316,0,5.46656716529337,60.6207492086641,0,0.333333333,0,0.666666666,0.5,0,0,0,4,13,17,0.136199995875359,-0.0873000249266624,0.22350001335144,0.767000019550323,0.0763184055685997,1.96099996566772,1.66400003433228,1.51399993896484,1.4099999666214,1,1,0.0434233769774437,0.0260309821555929,1,0,0.76470588,97.76923077,0.23529412,87.75,NA,NA,NA,1.06228685379028,-0.487758308649063,NA,8.17143733684833,-12.1939577162266,NA,0.28571429,0.7,0.52941176,0.5,0.85714286,0.77777778,0.58823529,0.4,0.11764706,0,1,2,1,2,0,3,0,0.33333333,0.66666667,0.33333333,0.66666667,0,0.671570795071954,NA,NA,NA,NA,63.26498,55.28537,60.28276,53.52675,58.23984,44.61764,64.24562,53.38211,60.2453,-0.75962,2.93766,NA,NA,NA,101.72,111.34,111.1,120.92,89.98,109.4,106.237647058824,106.314117647059,110.7,0.76470588,0.23529412,NA,97.7384596604567,87.6750030517578,NA,-6.60564422607422,4.35143184661865,NA,8.26269003061148,1.04689431190491,NA,1.05685437843204,-0.495452798902988,NA,8.12964906486181,-12.3863199725747,NA,0.33333333,0.63636364,0.52941176,0.5,0.85714286,0.77777778,0.64705882,19.66666667,NA,0.76470588,0.23529412,NA,97.8836388221154,87.8006973266602,NA,-5.94576556865986,5.3886775970459,NA,7.08959784874549,-0.369965255260468,NA,1.05685437843204,-0.495452798902988,NA,8.12964906486181,-12.3863199725747,0.33333333,0.63636364,0.52941176,0.5,0.85714286,0.77777778,0.64705882,3,90.2978108723958,45.0539347330729,0,0,99.179,1,0.33333333,"2024-08-08",0
"Tony Santillan",19926,"2024-08-04","SFG",18,2024,"CIN","H",27,0,0,0,1,0,0,0,0,0,0,0,0.2,3,1,0,0,0,0,0,0,0,0,2,27.000028163224,0,13.500014081612,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0.333333333333333,1.50000156462356,1,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-62.7152120424582,-66.6847344309602,1,0,1,0,0,0,0,0,7,11,18,0.0130300065502524,-0.0385899841785431,0.0516199916601181,0.10300001502037,0.00973995495587587,1.04033327102661,0.86433333158493,0.523000001907349,1.35600006580353,1,1,0.0134636620059609,-0.000938823174848393,0,0,0.55555556,96.9,0.38888889,87.28571429,0.05555556,92,NA,0.290008217096329,-0.232653617858887,0,2.90008217096329,-3.32362311226981,0,0.1,0.75,0.38888889,0,1,0.85714286,0.44444444,0.33333333,0.05555556,0,1,0,0,0,1,1,0,1,0,0,0,1,-1.69520920712708,NA,48.75773,28.52946,74.17169,58.54964,45.49638,71.47798,53.63441,54.89916,40.88024,57.82249,47.26157,63.55129,-0.36057,3.53624,80.3,163.08,121.96,87.84,130.5,110.48,119.16,91.02,117.46,99.6011111111111,116.956666666667,113.832222222222,0.55555556,0.38888889,0.05555556,96.9400024414062,87.1571393694196,91.9000015258789,-6.15757789611816,5.06494576590402,-8.39344692230225,7.29584655761719,-1.03907060623169,3.04885315895081,0.292875982820988,-0.237003367394209,0,2.92875982820988,-3.38576239134584,0,0.125,0.6,0.38888889,0,1,0.85714286,0.55555556,17.93333333,0.05555556,0.55555556,0.38888889,92.0227966308594,97.0692504882813,87.2715279715402,-8.11985015869141,-5.64153785705566,5.61824580601284,2.20178008079529,6.62741317749023,-2.03326211656843,0,0.292875982820988,-0.237003367394209,0,2.92875982820988,-3.38576239134584,0.125,0.6,0.38888889,0,1,0.85714286,0.55555556,1,106.324928283691,-0.282343059778214,0,0,106.325,1,1,"2024-08-04",0
"Tony Santillan",19926,"2024-08-03","SFG",18,2024,"CIN","H",27,0,0,9,1,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,0,0,0,0,0,0,0,8.41372908401489,9,0.25,1,0,1,16.1664797782898,-7.16647977828979,7.70250499695539,205.19992942694,369.102067289695,187.926090042024,0.333333333,0,0.25,0.75,0,0.333333333,0,0,0,8,8,0.0107400109991431,-0.0206800047308207,0.0314200147986412,-0.439000010490417,-0.0415130034089088,0.328500002622604,0.555000007152557,0.555000007152557,0.827000021934509,1,1,-0.0651939138770103,0.0978880110258671,0,0,0.5,97,0.5,87.25,NA,NA,NA,-1.3173018693924,0.618627309799194,NA,-32.9325467348099,15.4656827449799,NA,NA,0.75,0.75,NA,1,1,1,1,0,2,1,1,0,3,1,4,0.5,0.25,0.25,0,0.75,0.25,15.4971109731422,NA,NA,NA,NA,80,50.2685,80,80,46.99716,80,80,48.94096,80,-3.33934,-0.93192,NA,NA,NA,84.5,114.38,108.68,112.44,144.3,150.2,98.47,129.34,129.44,0.5,0.5,NA,96.9250030517578,87.2249984741211,NA,-7.78587675094604,2.94749855995178,NA,8.00973129272461,0.91347336769104,NA,-1.31752994284034,0.66834183037281,NA,-32.9382485710084,16.7085457593203,NA,NA,0.75,0.75,NA,1,1,1,17.25,NA,0.5,0.5,NA,97.0786514282227,87.3909225463867,NA,-7.27502012252808,3.73166751861572,NA,7.0060601234436,-0.212806507945061,NA,-1.31752994284034,0.66834183037281,NA,-32.9382485710084,16.7085457593203,NA,0.75,0.75,NA,1,1,1,4,89.3796310424805,19.7484321594238,1,0.25,101.705,1,0.25,"2024-08-03",0
