"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CH%","CHv","XX%","wFB","wSL","wCT","wCH","wFB/C","wSL/C","wCT/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFC%","pfxSI%","pfxSL%","pfxCH%","pfxvFC","pfxvSI","pfxvSL","pfxvCH","pfxFC-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFC","pfxwSI","pfxwSL","pfxwCH","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFC%","piSI%","piSL%","pivCH","pivFC","pivSI","pivSL","piCH-X","piFC-X","piSI-X","piSL-X","piCH-Z","piFC-Z","piSI-Z","piSL-Z","piwCH","piwFC","piwSI","piwSL","piwCH/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Cristopher Sanchez",20778,"2024-07-31","NYY",26,2024,"PHI","H",27,0,1,9.52941283387721,1,1,0,0,0,0,0,0,5.2,25,8,6,6,1,1,0,0,0,0,7,11.1176483061901,1.58823547231287,12.7058837785029,7,0.142857142,0.5,7,2,6,0,1,2,1,0.28,0.04,0.24,2.78353548401489,1.58823547231287,0.333333333333333,1.58823547231287,0.4375,0.39473684,3.51942099435932,6.00999183951789,1.75895317550669,230.344729375932,84.8865091018672,44.2958595479806,3.5,0.4,0.466666666,0.133333333,0,0.5,3,4.7647064169386,28,66,94,-0.187820017337799,-0.482056051492691,0.294236034154892,-1.43090009689331,-0.146533533930779,0.843032002449036,0.698866665363312,0.870000004768372,1.84080004692078,1,1,0.0706863179802895,-0.293477406328271,0,0,0.5212766,93.65306122,0.09574468,84.33333333,NA,NA,0.38297872,84.25,NA,-0.823480606079102,-1.12297987937927,NA,0.987806022167206,-1.68057266546755,-12.4775542153253,NA,2.74390561713113,0.45283019,0.63414634,0.53191489,0.66666667,0.65384615,0.66,0.43617021,0.64,0.18085106,7,6,4,1,11,5,17,0.41176471,0.35294118,0.23529412,0.05882353,0.64705882,0.29411765,6.40027506464134,39,69.31653,64.59408,67.13012,57.26972,51.70398,60.58091,80,39.44704,80,NA,NA,NA,70.96603,57.44348,78.14078,-1.17713,2.3114,119.44,97.1,108.6,100.66,102.92,106.54,92.6,160.46,164.88,NA,NA,NA,107.080638297872,106.200212765957,112.914680851064,NA,0.5212766,0.09574468,0.38297872,NA,93.610202088648,84.3444417317708,84.1499972873264,NA,10.6169994120695,-0.0340446564886305,11.0277379353841,NA,4.78281636140784,-1.14148796929253,0.324584325154622,NA,-0.864462964236736,-1.16348708793521,0.995965544134378,NA,-1.76421013109538,-12.9276343103912,2.76657095592883,0.4,0.62962963,0.53191489,0.5,0.73529412,0.66,0.57446809,16.84057971,0.38297872,NA,0.5212766,0.09574468,83.9187961154514,NA,93.3913922991071,84.1047905815972,10.6820907592773,NA,10.2550316635443,-0.731044027540419,-1.21605078379313,NA,3.38614016163106,-2.59157774183485,0.995965544134378,NA,-0.864462964236736,-1.16348708793521,2.76657095592883,NA,-1.76421013109538,-12.9276343103912,0.38461538,0.63636364,0.53191489,0.46666667,0.74285714,0.66,0.58510638,17,95.7253662109375,-1.76287333170573,3,0.17647059,120.018,10,0.58823529,"2024-07-31",0
"Cristopher Sanchez",20778,"2024-07-26","CLE",26,2024,"PHI","H",27,0,1,4.5,1,1,1,0,0,0,0,0,6,29,8,3,3,0,2,0,0,0,0,2,3,3,12,1,0.133333333,1,15,4,4,0,2,2,2,0.06896552,0.06896552,0,4.74668509296669,0,0.296296296296296,1.66666666666667,0.32,0.7,3.49981311162313,1.00018688837687,4.50781871577104,108.773887778976,84.4233233688143,110.724184395843,3.75,0.173913043,0.652173913,0.173913043,0,0,1,1.5,25,63,88,-0.0599120035767555,-0.589972019195557,0.530059993267059,0.00609999895095825,0.000624670647084713,1.0761125087738,0.765466630458832,0.870000004768372,0.601200044155121,1,1,-0.117917262017727,0.0622427827339359,0,0,0.45454545,94.35,0.22727273,85.3,NA,NA,0.31818182,84.85714286,NA,-1.28294348716736,-1.14744865894318,NA,0.968073666095734,-3.2073587179184,-5.73724329471588,NA,3.45740595034191,0.46,0.65789474,0.54545455,0.86956522,0.96,0.91666667,0.43181818,0.72413793,0.04545455,11,12,2,3,19,3,25,0.44,0.48,0.08,0.12,0.76,0.12,3.73038537577506,49,67.10367,62.24318,55.13559,70.56576,44.16109,71.82105,57.27704,55.59995,60.21945,NA,NA,NA,71.79149,55.45141,70.38045,-1.22841,2.23448,116.54,105.88,118.22,97.24,113.04,111.36,97.9,126.74,127.52,NA,NA,NA,103.595632183908,113.727586206897,117.097011494253,NA,0.45454545,0.22727273,0.31818182,NA,94.2424987792969,85.1150024414062,84.8535679408482,NA,10.1227668762207,0.820712280273437,10.2350790841239,NA,4.67053680419922,-0.928546524047852,-0.0965920601572309,NA,-1.26680977270007,-0.279064446687698,1.01814741641283,NA,-3.16702443175018,-1.39532223343849,3.63624077290297,0.4047619,0.67391304,0.54545455,0.82352941,0.96774194,0.91666667,0.52272727,20.03389831,0.31818182,NA,0.45454545,0.22727273,84.6766270228795,NA,94.0677429199219,84.9270812988281,9.84869057791574,NA,9.66745223999023,0.15375748872757,-1.76216043744768,NA,3.25526695251465,-2.52009983062744,1.01814741641283,NA,-1.26680977270007,-0.279064446687698,3.63624077290297,NA,-3.16702443175018,-1.39532223343849,0.41860465,0.66666667,0.54545455,0.83333333,0.96666667,0.91666667,0.51136364,25,84.6268522843071,4.29420238992442,0,0,102.801,2,0.08,"2024-07-26",0
"Cristopher Sanchez",20778,"2024-07-20","@PIT",26,2024,"PHI","A",27,0,1,3.17647094462574,1,1,0,0,0,0,0,0,5.2,23,8,2,2,1,0,0,0,1,0,2,3.17647094462574,0,12.7058837785029,2,0,0,9,8,4,0,0,0,0,0.08695652,0,0.08695652,5.03177068402558,1.58823547231287,0.347826086956522,1.4117648642781,0.35,0.90909091,4.75471525060266,-1.57824430597693,4.59519768854791,76.781576458644,114.067154626539,112.835760500048,1.125,0.19047619,0.428571428,0.38095238,0,0.125,0,0,34,56,90,0.0258159413933754,-0.512226045131683,0.538041949272156,0.794000029563904,0.0791230648756027,1.05564796924591,1.05666673183441,0.870000004768372,0.749000012874603,1,1,-0.108528599143028,0.132983665742376,0,0,0.53333333,94.4375,0.11111111,84.7,NA,NA,0.35555556,85.21875,NA,-0.108914822340012,-0.845623135566711,NA,-0.512387931346893,-0.226905879875024,-8.45623135566711,NA,-1.60121228545904,0.18181818,0.7826087,0.48888889,0.875,0.75,0.77272727,0.51111111,0.65217391,0.11111111,7,11,3,2,10,9,21,0.33333333,0.52380952,0.14285714,0.0952381,0.47619048,0.42857143,5.03814974350952,48,63.61797,59.67008,59.11917,51.62314,44.81243,56.06098,20,46.56016,20,NA,NA,NA,53.15651,51.64188,54.00915,-0.07069,3.97106,111.34,110.74,128.1,103.58,97.28,104.26,109.02,52.84,63.04,NA,NA,NA,106.943555555556,97.128,108.156444444444,NA,0.53333333,0.11111111,0.35555556,NA,94.3645833333333,84.7299987792969,85.0843734741211,NA,10.0771083831787,-0.174067461490631,10.452467918396,NA,4.49180475870768,-0.930294704437256,0.641861855983734,NA,-0.0884515084326267,-0.81411562114954,-0.522911805659533,NA,-0.184273975901306,-8.1411562114954,-1.63409939268604,0.11111111,0.74074074,0.48888889,1,0.75,0.77272727,0.6,18.96969697,0.35555556,NA,0.53333333,0.11111111,84.922737121582,NA,94.2084350585938,84.5531005859375,9.91941547393799,NA,9.59735107421875,-0.824470138549805,-0.634850323200226,NA,3.4020357131958,-2.18044300079346,-0.522911805659533,NA,-0.0884515084326267,-0.81411562114954,-1.63409939268604,NA,-0.184273975901306,-8.1411562114954,0.13513514,0.73584906,0.48888889,1,0.74358974,0.77272727,0.58888889,21,93.7657043457031,10.5113510858445,2,0.0952381,107.686,8,0.38095238,"2024-07-20",0
"Cristopher Sanchez",20778,"2024-07-10","LAD",26,2024,"PHI","H",27,1,0,3,1,1,1,0,0,0,0,0,6,24,5,2,2,0,1,0,0,0,0,5,7.5,1.5,7.5,5,0,0,10,3,5,0,0,0,0,0.20833333,0.04166667,0.16666667,3.21464054091585,0,0.217391304347826,1,0.277777777777778,0.66666667,1.99981311162313,1.00018688837687,2.75581731473406,72.5159251859841,48.9896863501173,68.3858027990472,3.333333333,0.277777777,0.555555555,0.166666666,0,0,4,6,24,67,91,0.0982280969619751,-0.368791997432709,0.467020094394684,1.00609993934631,0.103031232953072,1.23477602005005,1.05840003490448,0.870000004768372,1.34080004692078,1,1,0.156849190592766,-0.0772978425207538,0,0,0.47252747,94.60465116,0.14285714,85.38461538,NA,NA,0.38461538,85.34285714,NA,0.830913960933685,0.498409748077393,NA,0.588986694812775,1.93235804868299,3.83392113905687,NA,1.6828191280365,0.53333333,0.67741935,0.58241758,0.75,0.71428571,0.73584906,0.34065934,0.75,0.15384615,6,9,3,4,13,1,18,0.33333333,0.5,0.16666667,0.22222222,0.72222222,0.05555556,3.30718002883202,63,68.43817,67.87565,62.62936,52.19078,52.32259,45.30289,66.2882,57.21747,70.74352,NA,NA,NA,64.25386,62.53745,58.46911,-0.76013,2.9369,119.3,111,121.38,101.18,99.26,102.9,113.44,106.52,110.96,NA,NA,NA,109.900659340659,104.812527472527,111.159120879121,NA,0.47252747,0.14285714,0.38461538,NA,94.6023233103198,85.3538442758413,85.394287109375,NA,10.7838681243187,0.111044571949885,11.0469778878348,NA,5.461357294127,-1.28613677391639,0.740046310424805,NA,0.917175654321909,0.50323098897934,0.592296093702316,NA,2.13296663795793,3.87100760753338,1.69227455343519,0.49019608,0.7,0.58241758,0.68,0.78571429,0.73584906,0.43956044,18.47761194,0.38461538,NA,0.47252747,0.14285714,85.0692452566964,NA,94.2696618368459,85.0199631911058,10.7152422223772,NA,10.4647855536882,-0.563484081855187,-0.843384279523577,NA,4.04725398573765,-2.81153224064754,0.592296093702316,NA,0.917175654321909,0.50323098897934,1.69227455343519,NA,2.13296663795793,3.87100760753338,0.46153846,0.74358974,0.58241758,0.70833333,0.75862069,0.73584906,0.42857143,18,83.8389282226562,7.3538089328342,0,0,108.432,4,0.22222222,"2024-07-10",0
"Cristopher Sanchez",20778,"2024-07-04","@CHC",26,2024,"PHI","A",27,0,1,15.75,1,1,0,0,0,0,0,0,4,22,7,7,7,1,3,0,0,0,0,3,6.75,6.75,15.75,1,0.142857142,0,7,4,5,0,1,0,0,0.13636364,0.13636364,0,5.80540470369618,2.25,0.368421052631579,2.5,0.4,0.34883721,7.1664797782898,8.58352022171021,5.42848818451166,380.708607226416,171.038880525629,132.972828300459,1.75,0.3125,0.4375,0.25,0,0.25,2,4.5,29,50,79,-0.426107972860336,-0.755400002002716,0.329291999340057,-4.08599996566772,-0.437942117452621,1.19406962394714,0.893760025501251,0.925599992275238,0.632000029087067,1,1,-0.269064903259277,-0.0877886371999332,0,0,0.44303797,93.62857143,0.18987342,84.73333333,NA,NA,0.36708861,85.44827586,NA,-3.23612308502197,-0.146700516343117,NA,0.928499758243561,-9.24606595720564,-0.978003442287445,NA,3.20172330428814,0.38888889,0.64,0.46835443,0.52380952,0.875,0.67567568,0.3164557,0.63636364,0.15189873,6,5,5,3,6,7,16,0.375,0.3125,0.3125,0.1875,0.375,0.4375,8.75863872171006,20,41.90748,52.84853,34.15987,25.88004,38.32502,26.21589,51.3327,43.93263,48.61463,NA,NA,NA,32.02736,46.56344,24.86547,1.24198,5.94006,108.78,83.52,92.52,95.04,59.46,64.62,93.06,112.34,112.34,NA,NA,NA,99.5915384615384,78.2661538461539,83.8123076923077,NA,0.44303797,0.18987342,0.36708861,NA,93.5485700334821,84.7200032552083,85.4172447467672,NA,9.59615304129464,0.261757183074951,9.99115095467403,NA,4.16602260044643,-0.961410268147786,0.768565013490874,NA,-3.1871718801558,-0.151548001915216,0.923225488513708,NA,-9.10620537187372,-1.01032001276811,3.18353616728865,0.38,0.62068966,0.46835443,0.52631579,0.83333333,0.67567568,0.36708861,18.15789474,0.36708861,NA,0.44303797,0.18987342,85.6822972790948,NA,93.8088030133929,84.9698323567708,9.40721709152748,NA,9.08545445033482,-0.563604482014974,-0.454738518287396,NA,3.10545370919364,-2.15972391764323,0.923225488513708,NA,-3.1871718801558,-0.151548001915216,3.18353616728865,NA,-9.10620537187372,-1.01032001276811,0.36538462,0.66666667,0.46835443,0.52631579,0.83333333,0.67567568,0.34177215,16,89.3641967773438,9.26652717590332,2,0.125,112.021,3,0.1875,"2024-07-04",0
"Cristopher Sanchez",20778,"2024-06-28","MIA",26,2024,"PHI","H",27,1,0,0,1,1,1,1,1,0,0,0,9,29,3,0,0,0,0,0,0,0,0,9,9,0,3,9,0,0,14,3,3,0,0,0,0,0.31034483,0,0.31034483,1.49398949658493,0,0.103448275862069,0.333333333333333,0.15,1,1.1664797782898,-1.1664797782898,1.67048258036375,0,29.3043324508413,42.1579035994063,4.666666666,0.15,0.7,0.15,0,0,2,2,28,73,101,0.650296032428741,-0.139447957277298,0.789744019508362,4.50909996032715,0.461761385202408,1.17797935009003,1.32242226600647,0.870000004768372,NA,0,1,0.570406913757324,-0.0183632532474497,0,0,0.38613861,95.35897436,0.16831683,85.58823529,NA,NA,0.44554455,86.26666667,NA,1.01082134246826,1.93065512180328,NA,1.93697082996368,2.59184959607247,11.356794834137,NA,4.30437962214152,0.484375,0.62162162,0.53465347,0.64516129,0.7826087,0.7037037,0.36633663,0.79310345,0.15841584,7,8,5,6,11,3,20,0.35,0.4,0.25,0.3,0.55,0.15,0.9081742453486,97,75.76645,66.91985,67.01489,60.10576,53.08573,60.03161,77.1503,54.31124,79.68404,NA,NA,NA,76.21899,64.08307,73.19236,-1.50348,1.82187,112.48,124.34,126.58,94.52,111.3,111.22,101.82,149.52,153.4,NA,NA,NA,103.843,123.6654,125.3026,NA,0.38613861,0.16831683,0.44554455,NA,95.2769243289263,85.523530847886,86.1222222222222,NA,11.1179520044571,0.190871827742633,11.5390082465278,NA,4.62942817883614,-1.42689682455624,1.43067966037326,NA,1.06222108751535,1.94359482452273,1.94396378099918,NA,2.72364381414193,11.4329107324867,4.31991951333152,0.46,0.60784314,0.53465347,0.60869565,0.77419355,0.7037037,0.5049505,16.20833333,0.44554455,NA,0.38613861,0.16831683,86.1267849392361,NA,95.2899764623397,85.5251895680147,11.2637193467882,NA,10.7363695976062,-0.408400395337273,-0.188846100701226,NA,3.24868559226012,-3.00065343520221,1.94396378099918,NA,1.06222108751535,1.94359482452273,4.31991951333152,NA,2.72364381414193,11.4329107324867,0.47058824,0.6,0.53465347,0.625,0.76666667,0.7037037,0.4950495,20,80.5501403808594,-3.38003273010254,0,0,107.678,3,0.15,"2024-06-28",0
"Cristopher Sanchez",20778,"2024-06-23","ARI",26,2024,"PHI","H",27,1,0,0,1,1,1,0,0,0,0,0,7,22,3,0,0,0,0,0,0,0,0,4,5.14285714285714,0,3.85714285714286,4,0,0,11,5,2,0,0,0,0,0.18181818,0,0.18181818,3.14556380652518,0,0.136363636363636,0.428571428571429,0.166666666666667,1,2.02362263543265,-2.02362263543265,3.10362863987684,0,49.5521250329538,76.7909151459132,2.2,0.111111111,0.611111111,0.277777777,0,0,4,5.14285714285714,26,54,80,0.41400808095932,-0.0964520126581192,0.510460078716278,3.50709986686707,0.359150022268295,0.903227269649506,1.08722853660583,0.870000004768372,0.491200000047684,1,1,0.415096789598465,0.0432685574973712,0,0,0.4875,93.66666667,0.1625,83.15384615,NA,NA,0.35,84.75,NA,1.14242625236511,0.849049985408783,NA,2.2539529800415,2.92929808298747,6.53115373391372,NA,8.0498320715768,0.38297872,0.66666667,0.5,0.88888889,0.90909091,0.9,0.4125,0.59090909,0.05,6,7,5,2,9,7,18,0.33333333,0.38888889,0.27777778,0.11111111,0.5,0.38888889,1.34488030770843,80,64.13313,63.65088,55.88402,42.95964,42.12408,48.63651,39.27506,49.90857,42.199,NA,NA,NA,50.9827,53.3417,51.03688,0.06436,4.17363,110.16,103.06,101.76,83.5,91.3,87.72,94.44,108.66,112.12,NA,NA,NA,94.486,97.82375,96.10475,NA,0.4875,0.1625,0.35,NA,93.6076910556891,83.0538423978365,84.7678571428571,NA,10.1512795472756,0.582623848548302,11.096074785505,NA,5.42055257161458,-0.822350942171537,1.47757843562535,NA,1.15282039344311,0.859998390078545,2.28711567446589,NA,2.9559497267772,6.61537223137342,8.16827026594962,0.33333333,0.65853659,0.5,0.84615385,0.92592593,0.9,0.5125,16.63157895,0.35,NA,0.4875,0.1625,84.8585728236607,NA,93.6960261418269,83.1401930588942,10.6964678083147,NA,9.72002860827324,-0.0571083839123066,-0.194854412760053,NA,3.89271428034856,-2.38597459059495,2.28711567446589,NA,1.15282039344311,0.859998390078545,8.16827026594962,NA,2.9559497267772,6.61537223137342,0.3902439,0.61538462,0.5,0.875,0.91666667,0.9,0.4875,18,88.5669216579861,0.715181986490885,0,0,109.658,9,0.5,"2024-06-23",0
"Cristopher Sanchez",20778,"2024-06-17","SDP",26,2024,"PHI","H",27,1,0,1.28571428571429,1,1,1,0,0,0,0,0,7,25,6,2,1,0,1,0,0,0,0,5,6.42857142857143,1.28571428571429,7.71428571428571,5,0.09090909,0,11,4,4,0,1,0,0,0.2,0.04,0.16,3.32846348401489,0,0.25,1,0.315789473684211,0.71428571,2.1664797782898,-0.880765492575509,3.03048458184515,31.078253651136,52.9267571299725,75.023336056849,2.75,0.210526315,0.578947368,0.210526315,0,0,9,11.5714285714286,28,66,94,0.206964001059532,-0.199383974075317,0.406347990036011,1.50709986686707,0.154336929321289,0.74593847990036,0.750342845916748,0.870000004768372,0.0603999979794025,1,1,0.155510082840919,0.121944434704787,0,0,0.58510638,94.30909091,0.21276596,84,NA,NA,0.20212766,84.94736842,NA,1.90916931629181,-0.210967272520065,NA,0.336573213338852,3.47121693871238,-1.05483636260033,NA,1.77143796494133,0.46296296,0.55,0.5,0.76,0.90909091,0.82978723,0.42553191,0.6,0.08510638,9,6,4,4,8,7,19,0.47368421,0.31578947,0.21052632,0.21052632,0.42105263,0.36842105,2.62988437226589,67,80,67.31669,79.1199,61.47791,57.1714,58.52327,60.24803,45.87261,57.27084,NA,NA,NA,74.32059,57.65376,70.85026,-1.38554,1.99878,117.06,140.66,152.9,111,114.98,125.74,88.46,116.94,117.68,NA,NA,NA,107.42914893617,120.587659574468,129.514893617021,NA,0.58510638,0.21276596,0.20212766,NA,94.3181818181818,83.8900024414063,84.9052605879934,NA,10.75888671875,-0.128716909885406,10.9418977436266,NA,5.52226285067472,-1.51681823730469,1.09589205290142,NA,1.93711146712303,-0.21676080673933,0.139911159873009,NA,3.5220208493146,-1.08380403369665,0.736374525647414,0.36956522,0.625,0.5,0.82352941,0.83333333,0.82978723,0.5106383,18.50724638,0.20212766,NA,0.58510638,0.21276596,84.651322214227,NA,94.08310546875,83.65107421875,10.4329006797389,NA,10.2145685369318,-0.975092792510986,-0.629763553017064,NA,3.93401544744318,-3.24129867553711,0.139911159873009,NA,1.93711146712303,-0.21676080673933,0.736374525647414,NA,3.5220208493146,-1.08380403369665,0.35555556,0.63265306,0.5,0.8125,0.83870968,0.82978723,0.5212766,19,85.1974069695724,6.56410859760485,0,0,105.479,5,0.26315789,"2024-06-17",0
"Cristopher Sanchez",20778,"2024-06-12","@BOS",26,2024,"PHI","A",27,0,0,9,1,1,0,0,0,0,0,0,4,19,7,4,4,0,2,0,0,1,0,2,4.5,4.5,15.75,1,0.2,0,5,2,8,0,1,0,0,0.10526316,0.10526316,0,5.69094792201701,0,0.411764705882353,2.25,0.466666666666667,0.55555556,3.6664797782898,5.3335202217102,4.42248398140073,217.547775557952,88.3603941486695,108.662008791935,2.5,0.533333333,0.333333333,0.133333333,0,0,4,9,32,35,67,-0.179544001817703,-0.467887997627258,0.288343995809555,-1.44200015068054,-0.138921007514,1.04481995105743,0.903840005397797,0.910000026226044,1.77760004997253,1,1,-0.117474161088467,-0.0543678884780559,0,0,0.59701493,94.775,0.19402985,84.76923077,NA,NA,0.20895522,85.28571429,NA,-0.368603467941284,-1.7710268497467,NA,0.165997534990311,-0.92150866985321,-13.62328345959,NA,1.18569667850222,0.26666667,0.72727273,0.41791045,0.41666667,0.9375,0.71428571,0.32835821,0.42105263,0.11940299,7,3,5,1,7,7,15,0.46666667,0.2,0.33333333,0.06666667,0.46666667,0.46666667,9.6370421219234,36,26.60487,57.85491,20,45.48082,54.35116,47.94481,20,44.02316,20,NA,NA,NA,30.96931,53.18411,21.968,1.30772,6.03867,106.48,44.88,54.52,105.54,90.7,102.92,85.98,60.26,52.38,NA,NA,NA,101.941194029851,75.2194029850746,83.0002985074627,NA,0.59701493,0.19402985,0.20895522,NA,94.7299987792969,84.8538442758413,85.1857125418527,NA,10.3250541687012,-0.466568029843844,10.8525891985212,NA,5.40426826477051,-1.38166354252742,0.958664553506034,NA,-0.37658366933465,-1.78899460658431,0.163141671568155,NA,-0.941459173336625,-13.7614969737255,1.16529765405825,0.20512821,0.71428571,0.41791045,0.25,0.9,0.71428571,0.41791045,20,0.20895522,NA,0.59701493,0.19402985,85.1676374162946,NA,94.7266967773437,84.8358154296875,10.3664409092494,NA,10.0816665649414,-1.139466212346,-0.856010164533343,NA,4.13509330749512,-3.06352762075571,0.163141671568155,NA,-0.37658366933465,-1.78899460658431,1.16529765405825,NA,-0.941459173336625,-13.7614969737255,0.20512821,0.71428571,0.41791045,0.25,0.9,0.71428571,0.41791045,15,90.4332682291667,7.09775797526042,1,0.06666667,109.466,5,0.33333333,"2024-06-12",0
"Cristopher Sanchez",20778,"2024-06-04","MIL",26,2024,"PHI","H",27,0,0,1.5,1,1,1,0,0,0,0,0,6,21,4,1,1,0,1,0,0,0,0,3,4.5,1.5,6,3,0.071428571,0,14,2,1,1,1,0,0,0.14285714,0.04761905,0.0952381,2.43802840733552,0,0.2,0.833333333333333,0.235294117647059,0.8,2.6664797782898,-1.1664797782898,3.17048258036375,36.2579625929921,64.7379694695382,78.4064889930054,7,0.058823529,0.823529411,0.117647058,0.5,0,0,0,26,57,83,0.191462054848671,-0.194169998168945,0.385632038116455,2.00609993934631,0.205437794327736,0.913942873477936,0.933633327484131,0.870000004768372,0.981000006198883,1,1,0.179382368922234,0.0301078086422323,0,0,0.46987952,95.1025641,0.24096386,85.2,NA,NA,0.28915663,86.04166667,NA,0.748642444610596,1.41544675827026,NA,0.271596938371658,1.91959601182204,7.07723379135132,NA,1.13165390988191,0.34693878,0.58823529,0.44578313,0.88235294,0.95,0.91891892,0.40963855,0.80952381,0.03614458,12,3,2,6,8,3,17,0.70588235,0.17647059,0.11764706,0.35294118,0.47058824,0.17647059,1.47157457814525,66,58.91481,69.69422,44.66894,79.01574,50.99625,74.57956,59.5847,55.16264,62.36048,NA,NA,NA,74.78921,61.05819,69.22559,-1.41465,1.95512,116.54,105.4,116.16,98.62,125.46,127.62,105.52,121.18,134.12,NA,NA,NA,105.464337349398,118.628192771084,125.872530120482,NA,0.46987952,0.24096386,0.28915663,NA,95.0897435897436,85.2400024414062,86.0250040690104,NA,10.5670799842248,0.0842920422554016,11.3472277323405,NA,5.42110893053886,-1.80678100585937,1.16190958023071,NA,0.781839363276958,1.43666587769985,0.272596575319767,NA,2.00471631609477,7.18332938849926,1.13581906383236,0.275,0.60465116,0.44578313,0.90909091,0.92307692,0.91891892,0.51807229,17.43548387,0.28915663,NA,0.46987952,0.24096386,86.0210673014323,NA,95.0918156550481,85.2272155761719,11.0738004048665,NA,10.3094545022035,-0.381704330444336,-0.549331029256185,NA,4.03530531663161,-3.40242309570313,0.272596575319767,NA,0.781839363276958,1.43666587769985,1.13581906383236,NA,2.00471631609477,7.18332938849926,0.3255814,0.575,0.44578313,0.85714286,0.95652174,0.91891892,0.48192771,17,84.540922277114,-14.0388452866498,0,0,109.116,6,0.35294118,"2024-06-04",0
"Cristopher Sanchez",20778,"2024-05-29","@SFG",26,2024,"PHI","A",27,1,0,0,1,1,1,0,0,0,0,0,6,24,4,0,0,0,1,0,0,0,0,7,10.5,1.5,6,7,0.111111111,0,9,3,4,0,1,0,0,0.29166667,0.04166667,0.25,2.55009019402528,0,0.173913043478261,0.833333333333333,0.25,1,1.33314644495646,-1.33314644495646,2.0891506480674,0,33.2414032306965,52.2753204018921,3,0.25,0.5625,0.1875,0,0,4,6,28,68,96,0.286020040512085,-0.176550000905991,0.462570041418076,2.84400010108948,0.302392333745956,1.029141664505,0.915300011634827,0.924600005149841,0.653200030326843,1,1,0.240869507193565,0.0370514539110989,0,0,0.36458333,95.71428571,0.27083333,85.46153846,NA,NA,0.36458333,86.68571429,NA,0.728573739528656,0.550864160060883,NA,0.593850612640381,2.08163925579616,2.11870830792647,NA,1.69671603611537,0.4375,0.5,0.46875,0.61904762,0.91666667,0.77777778,0.5,0.625,0.10416667,8,4,4,6,6,4,16,0.5,0.25,0.25,0.375,0.375,0.25,2.22764834161863,73,58.7425,65.2211,50.70811,76.91594,43.64176,74.30474,29.15958,45.3466,21.45782,NA,NA,NA,64.52816,58.24959,57.9692,-0.77717,2.91134,113.1,94.02,97.78,93.74,128.7,124.22,109.28,101.16,112.46,NA,NA,NA,105.125684210526,108.385894736842,111.260421052632,NA,0.36458333,0.27083333,0.36458333,NA,95.7685756138393,85.3423039362981,86.594287109375,NA,9.87906232561384,0.134579456769503,10.3659685407366,NA,4.94969613211496,-1.30600870572604,1.24914038521903,NA,0.859144419431686,0.553914412856102,0.636537306010723,NA,2.45469834123339,2.13044004944655,1.81867801717349,0.43478261,0.5,0.46875,0.65,0.88,0.77777778,0.52083333,17.59722222,0.36458333,NA,0.36458333,0.27083333,87.1244070870536,NA,96.3172084263393,85.8694223257212,9.70498831612723,NA,9.22650756835938,-0.565083173605112,-0.210779190063477,NA,3.64280962262835,-2.73731525127704,0.636537306010723,NA,0.859144419431686,0.553914412856102,1.81867801717349,NA,2.45469834123339,2.13044004944655,0.43478261,0.5,0.46875,0.65,0.88,0.77777778,0.52083333,16,82.6552047729492,-0.00403095781803131,1,0.0625,106.992,5,0.3125,"2024-05-29",0
