"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","SF%","SFv","wFB","wSL","wSF","wFB/C","wSL/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFS%","pfxSI%","pfxSL%","pfxvFA","pfxvFS","pfxvSI","pfxvSL","pfxFA-X","pfxFS-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFS-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFS","pfxwSI","pfxwSL","pfxwFA/C","pfxwFS/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFS%","piSI%","pivCU","pivFA","pivFS","pivSI","piCU-X","piFA-X","piFS-X","piSI-X","piCU-Z","piFA-Z","piFS-Z","piSI-Z","piwCU","piwFA","piwFS","piwSI","piwCU/C","piwFA/C","piwFS/C","piwSI/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Eduard Bazardo",20997,"2024-07-11","@LAA",11,2024,"SEA","A",28,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,3,13.5,4.5,0,3,0,0,1,2,0,0,0,0,0,0.42857143,0.14285714,0.28571429,2.5884229544173,0,0,0.5,0,1,1.6664797782898,-1.6664797782898,3.17848818451166,0,41.0690203412487,77.2275920071208,0.5,0,0.333333333,0.666666666,0,0,0,0,12,18,30,0.000427999999374151,-9.99999974737875e-05,0.000528000004123896,1.01600003242493,0.103094875812531,0.00305714295245707,0.00570000009611249,0.011400000192225,NA,0,1,0.0299999993294477,0.109999996100979,0,0,0.43333333,94.61538462,0.53333333,82.9375,0.03333333,92,0.999538660049438,0.223278075456619,-0.0373910665512085,7.68875892345722,1.39548797160387,-3.73910665512085,0.27777778,0.5,0.36666667,0.4,0.83333333,0.63636364,0.4,0.71428571,0.13333333,1,1,1,0,3,0,3,0.33333333,0.33333333,0.33333333,0,1,0,0.490942963279358,39.23546,48.71024,31.54246,80,45.3681,80,61.60926,62.39936,50.25629,72.04652,51.73346,80,63.10181,58.57804,56.74595,-0.68856,3.04425,83.06,96.02,83.84,108.74,148.8,147.32,125.78,110.18,129.5,104.42,140.44,120.82,110.836,113.849333333333,120.004666666667,0.26666667,0.03333333,0.16666667,0.53333333,95.0875015258789,91.9000015258789,93.5400024414062,82.8625030517578,-4.07544469833374,-7.43615245819092,-7.9493408203125,9.58663272857666,9.29512214660645,3.49882841110229,6.78616180419922,-0.237754374742508,0.420468673110008,-0.0380783230066299,0.633346274495125,0.221050277352333,5.2558584138751,-3.80783230066299,12.6669254899025,1.38156423345208,0.2,0.53333333,0.36666667,0.33333333,0.75,0.63636364,0.5,19.17391304,0.53333333,0.26666667,0.03333333,0.16666667,83.2127990722656,95.4453735351562,92.2819976806641,93.8992797851563,10.345440864563,-3.58925366401672,-7.08687019348145,-7.63256988525391,-1.71253597736359,8.10583591461182,1.87527000904083,5.59072418212891,0.221050277352333,0.420468673110008,-0.0380783230066299,0.633346274495125,1.38156423345208,5.2558584138751,-3.80783230066299,12.6669254899025,0.07692308,0.58823529,0.36666667,0,0.7,0.63636364,0.56666667,3,87.0976359049479,21.2294794718424,0,0,98.529,2,0.66666667,"2024-07-11",0
"Eduard Bazardo",20997,"2024-07-06","TOR",11,2024,"SEA","H",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,28.1728704898465,64.7888072114456,1,0,0.5,0.5,0,0,1,9,3,6,9,0.0130419973284006,0,0.0130419973284006,0.430000007152557,0.048835888504982,0.17960000038147,0.237000003457069,0.237000003457069,NA,0,1,0.0725721791386604,4.47323351672885e-05,0,0,0.33333333,94.66666667,0.66666667,84.33333333,NA,NA,0.251944124698639,0.476276934146881,NA,8.39813748995463,7.93794890244802,NA,0.4,0.5,0.44444444,0,1,0.5,0.44444444,0.66666667,0.22222222,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,-0.348520826860228,NA,NA,NA,80,56.61042,80,71.02905,65.60089,60.02827,NA,NA,NA,80,68.33158,80,-1.97449,1.11536,NA,NA,NA,102.14,137.94,152.9,92.44,103.74,108.76,NA,NA,NA,95.6733333333333,115.14,123.473333333333,NA,NA,0.33333333,0.66666667,NA,NA,94.5,84.1833343505859,NA,NA,-8.22272555033366,6.00808270772298,NA,NA,7.96808052062988,0.625787377357483,NA,NA,0.254612445831299,0.482111278921366,NA,NA,8.48708152770996,8.03518798202276,0.5,0.4,0.44444444,0,1,0.5,0.55555556,17.83333333,0.66666667,NA,NA,0.33333333,84.0480194091797,NA,NA,94.3788045247396,7.44329833984375,NA,NA,-7.52499961853027,-0.685479323069255,NA,NA,6.94139671325684,0.482111278921366,NA,NA,0.254612445831299,8.03518798202276,NA,NA,8.48708152770996,0.5,0.4,0.44444444,0,1,0.5,0.55555556,2,79.2275390625,23.1693286895752,0,0,79.8777,0,0,"2024-07-06",0
"Eduard Bazardo",20997,"2024-06-29","MIN",11,2024,"SEA","H",28,0,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,1,0,2,13.5000032186516,0,0,2,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0.562229084014893,0,0,0,0,1,0.166479063033887,-0.166479063033887,1.30048563806852,0,2.38055233894723,30.5074529652481,1,0,0.5,0.5,0,0,0,0,10,16,26,0.00508399959653616,-0.00154800061136484,0.006632000207901,0.63100004196167,0.0716638267040253,0.0698399990797043,0.0632000043988228,0.0948000028729439,NA,0,1,0.0845568031072617,-0.0117618480166396,0,0,0.38461538,94.6,0.5,82.76923077,0.11538462,91.66666667,0.290008217096329,0.74764496088028,-0.0544372089207172,2.90008217096329,5.75111508369446,-1.81457363069057,0.33333333,0.72727273,0.5,0.8,0.75,0.76923077,0.42307692,0.75,0.11538462,1,1,0,0,0,2,2,0.5,0.5,0,0,0,1,-0.970858547828242,55.12252,41.72,54.80032,46.55568,68.1909,36.39938,56.72638,57.56881,46.47424,62.80948,40.98567,79.93575,57.9103,55.03741,52.05475,-0.36603,3.52805,90.28,93.94,76.64,123.46,95.08,112.08,130.6,105.8,119.86,88.44,129.04,104.7,114.056153846154,104.051538461538,105.576923076923,0.26923077,0.11538462,0.11538462,0.5,94.4857177734375,91.4666646321615,95,82.5692326472356,-4.47405106680734,-6.35268529256185,-9.97134017944336,9.43769953801082,9.29320090157645,3.85492515563965,6.62979571024577,-1.16705997173603,0.129317745566368,-0.0560689233243465,0.16355823725462,0.757779601961374,1.84739636523383,-1.86896411081155,5.45194124182065,5.82907386124134,0.25,0.71428571,0.5,0.66666667,0.8,0.76923077,0.53846154,19.80952381,0.5,0.26923077,0.11538462,0.11538462,82.6529916616587,94.5945172991071,91.56103515625,95.1146647135417,10.4092947152945,-3.84196417672294,-5.7565066019694,-9.43829981486003,-2.56446339533879,8.42724718366351,2.57450008392334,5.25922679901123,0.757779601961374,0.129317745566368,-0.0560689233243465,0.16355823725462,5.82907386124134,1.84739636523383,-1.86896411081155,5.45194124182065,0.25,0.71428571,0.5,0.66666667,0.8,0.76923077,0.53846154,2,97.1576995849609,22.7327671051025,0,0,101.323,1,0.5,"2024-06-29",0
"Eduard Bazardo",20997,"2024-06-25","@TBR",11,2024,"SEA","A",28,0,0,27,1,0,0,0,0,0,0,0,1,6,1,3,3,0,2,0,0,0,0,2,18,18,9,1,0,0,2,0,0,0,0,0,0,0.33333333,0.33333333,0,6.88572907925689,0,0.25,3,0.5,0,5.1664797782898,21.8335202217102,5.1664797782898,714.475525611685,131.342069301064,126.683991228356,2,0,1,0,0,0,1,9,14,17,31,-0.0236660037189722,-0.0419000349938869,0.0182340294122696,-0.863999962806702,-0.0948929116129875,0.195450007915497,0.149933338165283,0.0813999995589256,0.175600007176399,1,1,-0.0853700339794159,-0.0357146565323606,0,0,0.70967742,94.81818182,0.29032258,83.33333333,NA,NA,-0.532232403755188,0.185137689113617,NA,-2.41923819888722,2.05708543459574,NA,0.22727273,0.55555556,0.32258065,0.6,0.8,0.7,0.29032258,0.5,0.09677419,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,3.66827750956635,20,48.27128,20,20,62.54696,20,51.88575,57.37456,46.23979,NA,NA,NA,20,53.55934,20,2.28533,7.50509,86.46,48.78,41.76,112.18,67.46,80.16,113.96,70.38,83.86,107.64,32.14,30.06,100.934838709677,58.7322580645161,62.2761290322581,0.41935484,0.03225806,0.25806452,0.29032258,94.9615384615385,91.6999969482422,95.1875,83.2333306206597,-4.5099977346567,-10.5658168792725,-9.63864231109619,8.97456444634332,9.81920799842248,5.86080455780029,7.60912418365479,-0.0610731376541985,-0.757750567048788,-0.0380783230066299,0.247724913060665,0.186082329601049,-5.82885051575991,-3.80783230066299,3.09656141325831,2.06758144001166,0.28571429,0.4,0.32258065,0.5,1,0.7,0.32258065,20.72,0.29032258,0.4516129,NA,0.25806452,83.2925550672743,95.0549839564732,NA,94.8291244506836,10.1186125013563,-4.15241432189941,NA,-9.40039443969727,-1.82006645202637,8.67591857910156,NA,5.86730861663818,0.186082329601049,-0.778797518461943,NA,0.23069354146719,2.06758144001166,-5.5628394175853,NA,2.88366926833987,0.22222222,0.46153846,0.32258065,0.5,0.83333333,0.7,0.41935484,2,90.7437438964844,-19.531322479248,0,0,97.2815,1,0.5,"2024-06-25",0
"Eduard Bazardo",20997,"2024-06-22","@MIA",11,2024,"SEA","A",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.4117289157625,-22.5814263197472,1,0,1,0,0,0,0,0,5,11,16,0.000240000008489005,0,0.000240000008489005,0.522000014781952,0.0519402995705605,0.00333333318121731,0.00999999977648258,0.00999999977648258,NA,0,1,0.0200000014156103,0.0520000044167976,0,0,0.625,95.6,0.3125,85.2,0.0625,92,0.592095613479614,0.190005823969841,-0.0373910665512085,5.92095613479614,3.80011647939682,-3.73910665512085,0.4,0.66666667,0.5,0.25,0.75,0.5,0.375,1,0.25,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.50363544136067,80,42.76808,80,80,74.01425,80,80,69.07214,80,80,52.27486,80,80,56.76218,80,-3.0953,-0.56586,88.52,149.12,128.76,124.7,126.46,148,160.52,130,156.82,104.48,135.88,116.14,118.80125,138.06875,140.3475,0.4375,0.0625,0.1875,0.3125,95.471426827567,91.9000015258789,95.7333374023438,85.2400024414062,-4.71600886753627,-9.23111820220947,-9.82177098592122,7.76182174682617,9.46232713971819,4.66383028030396,7.46264394124349,0.872692203521728,0.34102488309145,-0.0380783230066299,0.258455365896225,0.191776875406504,4.87178404416357,-3.80783230066299,8.6151788632075,3.83553750813007,0.25,0.75,0.5,0.5,0.5,0.5,0.5,18.46153846,0.3125,0.4375,0.0625,0.1875,85.3542602539062,95.5856236049107,92.0524978637695,95.8539021809896,8.69312438964844,-4.27559552873884,-8.83670043945312,-9.41390291849772,-0.79351544380188,8.30206571306501,2.9250500202179,5.94163004557292,0.191776875406504,0.34102488309145,-0.0380783230066299,0.258455365896225,3.83553750813007,4.87178404416357,-3.80783230066299,8.6151788632075,0.25,0.75,0.5,0.5,0.5,0.5,0.5,1,74.8005676269531,-22.5534477233887,0,0,74.8006,0,0,"2024-06-22",0
"Eduard Bazardo",20997,"2024-06-19","@CLE",11,2024,"SEA","A",28,0,0,4.5,1,0,0,0,0,0,0,0,2,7,1,1,1,1,0,0,0,0,0,3,13.5,0,4.5,3,0,0,1,3,0,0,0,0,0,0.42857143,0,0.42857143,1.49101480145846,4.5,0.142857142857143,0.5,0,1,6.6664797782898,-2.1664797782898,2.4344923876226,119.079254268614,170.030518855271,58.7187847943408,0.333333333,0,0.25,0.75,0,0.333333333,0,0,7,17,24,-0.00122802495025098,-0.00165599817410111,0.000427973282057792,-0.0400000065565109,-0.00421940721571445,0.00468571437522769,0.00820000004023314,0.0164000000804663,NA,0,1,-0.232651457190514,-0.0294270332832705,0,0,0.29166667,95.57142857,0.58333333,84.07142857,0.125,92.33333333,0.636151015758514,-0.886313199996948,0.350425362586975,9.08787165369306,-6.33080857140677,11.6808454195658,0.41666667,0.58333333,0.5,0.4,0.71428571,0.58333333,0.5,0.85714286,0.20833333,2,2,0,0,1,3,4,0.5,0.5,0,0,0.25,0.75,4.91362579517569,80,69.22854,80,80,55.87392,80,76.86714,48.44988,80,22.67461,34.76884,42.37516,80,54.42931,80,-2.16722,0.82626,90.42,137.32,135.84,125.56,158.86,176.48,109.58,112.24,121.74,98.88,101.68,73.44,108.510833333333,121.825,126.588333333333,0.125,0.125,0.16666667,0.58333333,95.8333333333333,92.2000020345052,95.3499984741211,83.9285714285714,-2.98466682434082,-6.47482426961263,-8.78775787353516,7.86221531459263,9.52822176615397,4.09112485249837,5.97299003601074,-1.46294253213065,0.155304253101349,0.354178056120872,0.488257005810738,-0.88148033246398,5.17680843671163,11.8059352040291,12.2064251452684,-6.29628808902843,0.41666667,0.58333333,0.5,0.4,0.71428571,0.58333333,0.5,17.05882353,0.58333333,0.125,0.125,0.16666667,83.8581368582589,95.8016967773438,92.1416625976562,95.3157730102539,8.43890271868024,-2.70116011301676,-6.30001322428385,-8.90617752075195,-3.09187289646694,8.457976659139,2.60684013366699,4.84018516540527,-0.88148033246398,0.155304253101349,0.354178056120872,0.488257005810738,-6.29628808902843,5.17680843671163,11.8059352040291,12.2064251452684,0.41666667,0.58333333,0.5,0.4,0.71428571,0.58333333,0.5,4,88.8499374389648,25.6261367797852,1,0.25,99.5246,1,0.25,"2024-06-19",0
"Eduard Bazardo",20997,"2024-06-15","TEX",11,2024,"SEA","H",28,0,0,54.0000563264481,1,0,0,0,0,0,0,0,0.2,7,4,4,4,0,1,0,0,0,0,0,0,13.500014081612,54.0000563264481,0,0,0,3,0,3,0,0,0,0,0,0.14285714,-0.14285714,6.17570866393187,0,0.666666666666667,7.50000782311779,0.666666666666667,0.2,7.66648447216047,46.3335718542876,7.66648447216047,1428.95254173702,195.822939623795,188.878031978827,3,0.5,0.5,0,0,0,0,0,5,11,16,-0.0326259881258011,-0.0605459772050381,0.027919989079237,-2.28999996185303,-0.260079503059387,0.346228569746017,0.0573999993503094,0.0573999993503094,1.3503999710083,1,1,-0.228323593735695,0.134091080948739,0,0,0.5625,94.33333333,0.375,82.83333333,0.0625,90,-0.282668054103851,-0.787970185279846,-0.479063183069229,-3.14075615670946,-13.1328364213308,-47.9063183069229,0.42857143,0.55555556,0.5,1,1,1,0.5625,0.71428571,0,2,4,0,0,5,1,6,0.33333333,0.66666667,0,0,0.83333333,0.16666667,11.8525608343412,47.03992,47.7449,47.21868,66.48184,49.8178,61.38724,61.81059,48.3146,62.4511,20,20.32795,20,53.42731,45.52955,55.80055,-0.08751,3.94583,82.14,95.46,86.28,85.24,176.1,170.76,105.86,68.9,73.78,80.2,57.72,45.7,91.18,90.8625,87.08,0.375,0.125,0.125,0.375,94.8333333333333,92,93.6499938964844,82.7000020345052,-4.38281885782878,-6.04711723327637,-8.2934398651123,8.72770436604818,9.14734903971354,4.75000286102295,6.54724407196045,-1.16571974754333,-0.638600677251816,-0.521380018442869,0.383047357201576,-0.802048221230507,-10.6433446208636,-26.0690009221435,19.1523678600788,-13.3674703538418,0.33333333,0.6,0.5,1,1,1,0.625,17.55555556,0.375,0.375,0.0625,0.1875,82.7774505615234,94.9433390299479,89.6480026245117,94.0195719401042,9.71437517801921,-3.84419663747152,-3.53356003761292,-7.8139902750651,-2.62268702189128,7.85649808247884,3.85608005523682,4.50826327006022,-0.802048221230507,-0.638600677251816,-0.486331313848495,0.347998652607203,-13.3674703538418,-10.6433446208636,-48.6331313848495,11.5999550869067,0.28571429,0.66666667,0.5,1,1,1,0.5625,6,88.3333740234375,0.297809461752574,0,0,101.954,2,0.33333333,"2024-06-15",0
"Eduard Bazardo",20997,"2024-06-13","CHW",11,2024,"SEA","H",28,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0.333333333333333,1,1,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.4117289157625,-22.5814263197472,1,0,1,0,0,0,1,9,4,13,17,0.0301879905164242,-0.0147539936006069,0.0449419841170311,0.430000007152557,0.048835888504982,0.563549995422363,0.55919998884201,0.55919998884201,2.73340010643005,1,1,0.0379402376711369,0.0156273087074222,0,0,0.47058824,94,0.52941176,83.11111111,NA,NA,0.280111968517303,-0.211439713835716,NA,3.50139960646629,-2.34933015373018,NA,0.61538462,1,0.70588235,0.75,0.75,0.75,0.23529412,0.66666667,0.17647059,1,0,0,0,0,1,1,1,0,0,0,0,1,-1.50363544136067,80,45.83372,80,33.55014,55.68312,20,71.48293,50.09253,66.08939,NA,NA,NA,78.8888,50.96057,71.7244,-1.66934,1.57308,115.2,165.08,153,110.9,96.66,103.2,113.5,118.04,123.44,NA,NA,NA,113.541176470588,128.102352941176,128.562352941176,0.29411765,NA,0.17647059,0.52941176,94.8200012207031,NA,92.8666687011719,83.1333346896701,-3.24074668884277,NA,-9.19239044189453,7.53904045952691,9.08754577636719,NA,6.33302370707194,-0.0916973617341783,0.292176440358162,NA,-0.00895778834819794,-0.450195927172899,5.84352880716324,NA,-0.298592944939931,-5.00217696858777,0.55555556,0.875,0.70588235,0.6,0.85714286,0.75,0.47058824,18.78571429,0.52941176,0.29411765,NA,0.17647059,83.3326551649306,95.0522399902344,NA,93.0876668294271,8.54445224338108,-2.66118602752686,NA,-9.07714716593424,-1.73821841345893,8.02781219482422,NA,4.98383331298828,-0.450195927172899,0.292176440358162,NA,-0.00895778834819794,-5.00217696858777,5.84352880716324,NA,-0.298592944939931,0.55555556,0.875,0.70588235,0.6,0.85714286,0.75,0.47058824,1,108.684921264648,1.6588579416275,0,0,108.685,1,1,"2024-06-13",0
"Eduard Bazardo",20997,"2024-05-23","@NYY",11,2024,"SEA","A",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,79.7574698954555,114.543946394147,2,0,0.666666666,0.333333333,1,0,0,0,7,7,14,0.00115201238077134,0,0.00115201238077134,0.49099999666214,0.0509864985942841,0.0161333326250315,0.0199999995529652,0.0199999995529652,NA,0,1,0.0742001309990883,-0.00279440178329388,0,0,0.42857143,93.66666667,0.57142857,83.25,NA,NA,0.592815101146698,0.0811786204576492,NA,9.8802516857783,1.01473275572062,NA,0.11111111,0.6,0.28571429,1,1,1,0.35714286,NA,0,2,0,1,1,2,0,3,0.66666667,0,0.33333333,0.33333333,0.66666667,0,0.0180078369444169,80,48.98208,80,20,45.04597,20,34.04597,47.49312,42.14928,NA,NA,NA,37.84461,49.24142,44.29112,0.88058,5.39796,68.56,126.96,125,86.28,-30.14,-30.34,99.3,85.04,90.24,NA,NA,NA,88.6571428571429,80.5628571428572,82.9457142857143,0.28571429,NA,0.14285714,0.57142857,93.875,NA,93.1999969482422,83.0875015258789,-2.64809727668762,NA,-9.11045837402344,7.61184501647949,7.62937498092651,NA,5.71149492263794,-0.231796562671661,0.764179460704327,NA,-0.163204200565815,0.081268597394228,19.1044865176082,NA,-8.16021002829075,1.01585746742785,0.125,0.5,0.28571429,1,1,1,0.42857143,18.18181818,0.57142857,0.28571429,NA,0.14285714,82.7791519165039,93.589599609375,NA,92.8758010864258,8.08549499511719,-2.34628009796143,NA,-8.99930477142334,-1.72146856784821,6.84838247299194,NA,4.42399024963379,0.081268597394228,0.764179460704327,NA,-0.163204200565815,1.01585746742785,19.1044865176082,NA,-8.16021002829075,0.11111111,0.6,0.28571429,1,1,1,0.35714286,3,85.7422383626302,10.8715209960938,0,0,96.9919,2,0.66666667,"2024-05-23",0
"Eduard Bazardo",20997,"2024-05-20","@NYY",11,2024,"SEA","A",28,1,0,5.40000205993731,1,0,0,0,0,0,0,0,1.2,5,1,1,1,0,1,0,0,0,0,0,0,5.40000205993731,5.40000205993731,0,0,0,4,0,0,0,0,0,0,0,0.2,-0.2,4.51536908401489,0,0.25,1.20000045776385,0.25,0.5,4.96648046493556,0.433521595001745,4.96648046493556,142.895159632514,126.183627070677,121.708494392164,4,0,1,0,0,0,5,27.0000102996865,12,11,23,0.00614004395902157,-0.0391919985413551,0.0453320443630219,1.05099987983704,0.10913810133934,0.287200003862381,0.333600014448166,0.550400018692017,3.44440007209778,1,1,-0.00349914142861962,0.024878124285332,0,0,0.52173913,92.83333333,0.47826087,81.63636364,NA,NA,0.0282613597810268,0.441706269979477,NA,0.235511331508557,4.01551154526797,NA,0.25,0.42857143,0.30434783,1,1,1,0.30434783,0.2,0,3,0,1,1,1,2,4,0.75,0,0.25,0.25,0.25,0.5,3.83207292667593,37.62044,47.94638,26.18192,20,47.03532,20,20,43.19834,20,NA,NA,NA,20,45.20759,20,2.40477,7.68425,87.46,99.04,86.78,93.74,-117.52,-95.42,99.88,54.14,65.34,NA,NA,NA,93.9460869565218,58.7347826086957,60.6826086956522,0.43478261,NA,0.08695652,0.47826087,92.55,NA,93.1500015258789,81.5545432350852,-2.31455345153809,NA,-8.1831111907959,7.98948738791726,9.04416198730469,NA,7.99597072601318,-0.901966268366033,0.250511225312948,NA,-0.224733751267195,0.448572549968958,2.50511225312948,NA,-11.2366875633597,4.07793227244507,0.25,0.42857143,0.30434783,1,1,1,0.30434783,17.47058824,0.47826087,0.43478261,NA,0.08695652,81.4861283735795,92.5013793945313,NA,93.0615997314453,8.396296414462,-2.01684226989746,NA,-7.85367488861084,-2.46158807927912,7.92751007080078,NA,6.53919506072998,0.448572549968958,0.250511225312948,NA,-0.224733751267195,4.07793227244507,2.50511225312948,NA,-11.2366875633597,0.25,0.42857143,0.30434783,1,1,1,0.30434783,4,84.9441986083984,-9.05313777923584,0,0,107.097,2,0.5,"2024-05-20",0
"Eduard Bazardo",20997,"2024-05-17","@BAL",11,2024,"SEA","A",28,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,1,0,1,4.5,4.5,0,1,0,0,2,2,1,0,0,0,0,0.14285714,0.14285714,0,5.67334132736093,0,0,0.5,0,1,3.6664797782898,-3.6664797782898,5.17848818451166,0,92.6536197468577,126.982731189822,1,0.2,0.4,0.4,0,0,0,0,11,19,30,-0.000639987061731517,-0.00290001649409533,0.00226002931594849,0.539999961853027,0.0580645129084587,0.014750000089407,0.00999999977648258,0.0299999993294477,NA,0,1,0.0206974148750305,-0.0640863679497588,0,0,0.36666667,94.27272727,0.46666667,82.85714286,0.16666667,90,0.0450308546423912,0.719651460647583,0.402960062026978,0.40937140583992,5.14036757605416,8.05920124053955,0.40909091,1,0.56666667,0.55555556,0.75,0.64705882,0.26666667,0.57142857,0.2,2,3,0,0,5,0,5,0.4,0.6,0,0,1,0,3.910364753968,35.30347,44.7702,43.5711,24.55919,52.46726,27.70846,50.68547,47.6741,54.81663,20,35.04814,20,32.76649,47.43512,37.27256,1.19607,5.8712,93.82,97.66,83.3,86.22,23.28,29.02,107.32,105.74,113.44,84.82,55.8,42.3,97.3533333333333,82.0573333333333,81.4853333333333,0.2,0.16666667,0.16666667,0.46666667,94.5333353678385,90.0200012207031,93.5599975585938,82.8500017438616,-4.39851983388265,-6.06765899658203,-8.67493515014649,8.56864874703544,9.31531651814779,3.14528179168701,5.84656143188477,-1.21118368421282,0.201246343553066,0.40699440985918,-0.159895710647106,0.728863526135683,3.35410572588444,8.13988819718361,-3.19791421294212,5.20616804382631,0.41176471,0.76923077,0.56666667,0.42857143,0.8,0.64705882,0.43333333,19.2173913,0.46666667,0.2,0.16666667,0.16666667,82.9784633091518,94.6846822102865,90.1673828125,93.7254638671875,9.13199070521763,-3.88074843088786,-5.83577194213867,-8.43896408081055,-2.97110666547503,8.15152676900228,1.46176881790161,4.38015403747559,0.728863526135683,0.201246343553066,0.40699440985918,-0.159895710647106,5.20616804382631,3.35410572588444,8.13988819718361,-3.19791421294212,0.41176471,0.76923077,0.56666667,0.42857143,0.8,0.64705882,0.43333333,5,84.283544921875,11.8148681640625,0,0,97.7753,1,0.2,"2024-05-17",0
