"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","CT%","CTv","CB%","CBv","XX%","wFB","wCT","wCB","wFB/C","wCT/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_KC","pb_s_KC","pb_c_KC","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_KC","sp_l_KC","sp_p_KC","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFC%","pfxSI%","pfxSL%","pfxKC%","pfxvFC","pfxvSI","pfxvSL","pfxvKC","pfxFC-X","pfxSI-X","pfxSL-X","pfxKC-X","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxKC-Z","pfxwFC","pfxwSI","pfxwSL","pfxwKC","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwKC/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFC%","piSI%","piSL%","piXX%","pivCU","pivFC","pivSI","pivSL","pivXX","piCU-X","piFC-X","piSI-X","piSL-X","piXX-X","piCU-Z","piFC-Z","piSI-Z","piSL-Z","piXX-Z","piwCU","piwFC","piwSI","piwSL","piwXX","piwCU/C","piwFC/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Drew Smyly",11760,"2024-08-28","@PIT",17,2024,"CHC","A",35,0,0,4.5,1,0,0,0,0,0,0,0,2,9,3,2,1,0,0,0,0,0,0,5,22.5,0,13.5,5,0,0,2,0,1,0,0,1,0,0.55555556,0,0.55555556,0.119247605232596,0,0.333333333333333,1.5,0.75,0.33333333,-1.8335202217102,6.3335202217102,-1.8335202217102,112.376300555975,-43.4746150769362,-42.5188595941858,2,0.333333333,0.666666666,0,0,0,0,0,6,21,27,-0.0119859725236893,-0.0462340079247952,0.0342480391263962,-0.60699999332428,-0.0604882948100567,0.223120003938675,0.214266672730446,0.367599993944168,0.0237999986857176,1,1,-0.0207190085202456,-0.033000838701448,0,0,0.37037037,93.5,0.03703704,89,0.59259259,80.5,NA,0.302268266677856,-0.429545164108276,0.138233438134193,3.02268266677856,-42.9545164108276,0.863958988338709,0.58823529,0.5,0.55555556,0,1,0.33333333,0.37037037,0.66666667,0.37037037,2,1,1,0,3,1,4,0.5,0.25,0.25,0,0.75,0.25,0.243655454169708,25.58227,61.77518,34.71326,80,54.00497,80,48.32291,49.53772,48.86772,80,45.57689,80,39.2362,51.13839,43.26338,0.79413,5.26829,87.92,65.32,61.86,118.26,90.3,101.12,85.4,153.02,145.46,106.493846153846,84.0653846153846,89.2353846153846,0.03571429,0.35714286,0.03571429,0.57142857,89.1999969482422,93.5400024414062,82.0999984741211,80.5250015258789,0.00516769615933299,3.34158554077148,8.67329216003418,2.47063207626343,4.88827323913574,10.7166465759277,0.746020793914795,-1.12248480319977,-0.436161160469055,0.306664396077394,0.039364367723465,0.158228576183319,-43.6161160469055,3.06664396077394,3.9364367723465,0.988928601145744,0.625,0.5,0.57142857,0,1,0.375,0.42857143,20.44444444,0.57142857,0.03571429,0.35714286,NA,0.03571429,80.4284210205078,89.0963973999023,93.478271484375,NA,82.2227020263672,2.18879628181458,-0.411446988582611,3.13412094116211,NA,0,-2.74787306785583,3.84050011634827,9.30327987670898,NA,0,0.169585198163986,-0.436161160469055,0.306664396077394,NA,0.039364367723465,1.05990748852491,-43.6161160469055,3.06664396077394,NA,3.9364367723465,0.66666667,0.41666667,0.55555556,0.1,1,0.4,0.44444444,4,99.2929484049479,4.42429733276367,0,0,114.091,2,0.5,"2024-08-28",0
"Drew Smyly",11760,"2024-08-23","@MIA",17,2024,"CHC","A",35,0,0,0,1,0,0,0,0,0,0,0,0.2,4,0,0,0,0,1,0,1,0,0,0,0,13.500014081612,0,0,0,0,2,0,0,0,0,0,0,0,0.25,-0.25,7.96547908401489,0,0,1.50000156462356,0,1,12.1664891660311,-12.1664891660311,12.1664891660311,0,302.450638855603,295.801497607635,2,0,1,0,0,0,0,0,9,15,24,0.0146000031381845,-0.0731000304222107,0.0877000316977501,0.0729999989271164,0.00726368185132742,1.67919993400574,1.51399993896484,1.51399993896484,2.8840000629425,1,1,-0.0042783273383975,0.0129729460330018,0,0,0.33333333,92.875,NA,NA,0.66666667,80,NA,-0.252782583236694,NA,0.136085867881775,-3.15978229045868,NA,0.850536674261093,0.38888889,0.83333333,0.5,0.85714286,1,0.91666667,0.25,0.75,0.04166667,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,11.6253450269588,43.54148,51.414,62.39779,NA,NA,NA,74.54348,56.35197,63.34235,NA,NA,NA,65.61879,53.78299,66.21226,-0.84493,2.8097,99.9,113,96.18,128.62,140.42,157.16,NA,NA,NA,119.046666666667,131.28,136.833333333333,NA,0.33333333,NA,0.66666667,NA,92.8874969482422,NA,80.0374984741211,NA,4.83317756652832,NA,2.74094462394714,NA,11.087456703186,NA,-1.48576664924622,NA,-0.259982597082853,NA,0.134404864162207,NA,-3.24978246353567,NA,0.840030401013792,0.25,0.75,0.5,0.66666667,1,0.91666667,0.5,20.55,0.66666667,NA,0.33333333,NA,NA,80.0759963989258,NA,92.9410629272461,NA,NA,2.49724960327148,NA,4.81369495391846,NA,NA,-3.48584628105164,NA,9.49292850494385,NA,NA,0.134404864162207,NA,-0.259982597082853,NA,NA,0.840030401013792,NA,-3.24978246353567,NA,NA,0.25,0.75,0.5,0.66666667,1,0.91666667,0.5,2,74.0680999755859,-7.23809957504272,0,0,86.4368,0,0,"2024-08-23",0
"Drew Smyly",11760,"2024-08-20","DET",17,2024,"CHC","H",35,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,0,3,27,0,9,3,0,0,0,0,1,0,0,0,0,0.75,0,0.75,-0.459145915985107,0,0.25,1,1,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-68.1835452177572,-66.6845831899186,0,1,0,0,0,0,0,0,4,11,15,0.0701560005545616,-0.0509119778871536,0.121067985892296,0.46900001168251,0.0502679497003555,1.3808000087738,1.40520000457764,1.40520000457764,1.43840003013611,1,1,0.0231431592255831,0.0276650679679136,1,0,0.46666667,93.28571429,0.06666667,88,0.46666667,80.71428571,NA,-0.298444122076035,0.0572940893471241,0.542627334594727,-4.26348745822906,5.72940893471241,7.75181906563895,0.6,0.4,0.53333333,0.33333333,1,0.5,0.33333333,0.5,0.26666667,1,0,0,0,0,1,1,1,0,0,0,0,1,0.381573604873407,78.73481,59.80982,80,NA,NA,NA,43.84738,55.2885,29.13335,40.91791,25.53972,80,61.0566,53.79295,64.01718,-0.56149,3.23486,96.02,105.46,112.02,138.1,115.36,126,88.84,102.64,93.34,115.178666666667,109.892,117.298666666667,0.06666667,0.46666667,NA,0.46666667,88.4000015258789,93.3428606305804,NA,80.6285749162946,2.18743777275085,4.48377473013742,NA,2.25348322732108,7.22224044799805,11.0619877406529,NA,-1.61911746433803,0.057969942688942,-0.303980149328709,NA,0.548389170318842,5.7969942688942,-4.3425735618387,NA,7.83413100455489,0.5,0.57142857,0.53333333,0,1,0.5,0.46666667,20.90909091,0.46666667,0.06666667,0.46666667,NA,NA,80.7531040736607,88.5179977416992,93.4773297991071,NA,NA,1.49701745169503,1.38042998313904,4.02774701799665,NA,NA,-3.29080418178013,5.83046007156372,9.74261256626674,NA,NA,0.548389170318842,0.057969942688942,-0.303980149328709,NA,NA,7.83413100455489,5.7969942688942,-4.3425735618387,NA,NA,0.57142857,0.5,0.53333333,0,1,0.5,0.53333333,1,108.181930541992,9.37648296356201,0,0,108.182,1,1,"2024-08-20",0
"Drew Smyly",11760,"2024-08-17","TOR",17,2024,"CHC","H",35,0,0,27.000028163224,1,0,0,0,0,0,1,0,0.1,4,3,1,1,0,0,0,0,0,0,0,0,0,81.0000844896721,0,0,1,1,1,1,0,0,1,1,0,0,0,6.03472908401489,0,0.75,9.00000938774135,0.75,0.66666667,3.1664797782898,23.8335483849342,7.70250972840334,674.258506642282,80.0700356271687,187.926204380887,1,0.333333333,0.333333333,0.333333333,0,0,0,0,5,7,12,-0.142947986721992,-0.180092006921768,0.0371440201997757,-1.40100002288818,-0.150160774588585,1.4728000164032,0.880800008773804,0.880800008773804,3.18120002746582,1,1,-0.112574860453606,0.0155162067803845,0,1,0.75,93.33333333,NA,NA,0.25,80.33333333,NA,-1.13644564151764,NA,-0.00558976083993912,-12.6271737946404,NA,-0.186325361331304,0,0.83333333,0.41666667,NA,1,1,0.5,0.75,0,3,0,1,0,2,2,4,0.75,0,0.25,0,0.5,0.5,5.70221563415401,43.97799,42.48844,58.81554,NA,NA,NA,35.74854,50.9557,36.72608,NA,NA,NA,41.42239,39.9523,56.92282,0.65831,5.06456,89.7,101,91.78,116.06,75.18,90.82,NA,NA,NA,96.29,94.545,91.54,NA,0.75,NA,0.25,NA,93.4111124674479,NA,80.4666697184245,NA,4.77156787448459,NA,0.766558806101481,NA,10.3049341837565,NA,-0.702549934387207,NA,-1.15493962541223,NA,-0.00592551752924919,NA,-12.8326625045803,NA,-0.197517250974973,0,0.71428571,0.41666667,NA,1,1,0.58333333,18.25,0.25,NA,0.75,NA,NA,80.4658660888672,NA,93.4189114040799,NA,NA,-0.0098286767800649,NA,4.38705444335938,NA,NA,-2.47762330373128,NA,9.00766415066189,NA,NA,-0.00592551752924919,NA,-1.15493962541223,NA,NA,-0.197517250974973,NA,-12.8326625045803,NA,NA,0,0.83333333,0.41666667,NA,1,1,0.5,4,97.5916442871094,21.0185343424479,0,0,101.894,2,0.5,"2024-08-17",0
"Drew Smyly",11760,"2024-08-16","TOR",17,2024,"CHC","H",35,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-68.1835452177572,-66.6845831899186,0,0,0,0,0,0,0,0,2,13,15,0.0624560080468655,0,0.0624560080468655,0.468999981880188,0.0502679497003555,0.836133360862732,1.20759999752045,1.20759999752045,1.31200003623962,1,1,0.0750570595264435,-0.000360831663435313,1,0,0.53333333,94,NA,NA,0.46666667,80.14285714,NA,0.419032722711563,NA,0.312889903783798,5.23790903389454,NA,4.46985576833997,0.66666667,0.83333333,0.73333333,0.66666667,0.6,0.63636364,0.4,1,0.26666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.71623675480366,80,64.60361,80,NA,NA,NA,65.98823,51.5305,46.99364,NA,NA,NA,80,55.00341,80,-2.31342,0.60696,120.24,125.22,132.9,144.98,134.12,140.74,NA,NA,NA,131.785333333333,129.373333333333,136.558666666667,NA,0.53333333,NA,0.46666667,NA,93.9499969482422,NA,80.1000017438616,NA,3.5797131061554,NA,1.45999472481864,NA,10.8956050872803,NA,-1.86389323643276,NA,0.42376921325922,NA,0.36117622628808,NA,5.29711516574025,NA,5.159660375544,0.57142857,0.875,0.73333333,0.5,0.71428571,0.63636364,0.53333333,19.41666667,0.46666667,NA,0.53333333,NA,NA,80.1697823660714,NA,94.0439758300781,NA,NA,0.973878860473633,NA,3.15620493888855,NA,NA,-3.43539701189314,NA,9.78808879852295,NA,NA,0.36117622628808,NA,0.42376921325922,NA,NA,5.159660375544,NA,5.29711516574025,NA,NA,0.5,0.88888889,0.73333333,0.33333333,0.75,0.63636364,0.6,0,NA,NA,0,NA,NA,0,NA,"2024-08-16",0
"Drew Smyly",11760,"2024-08-13","@CLE",17,2024,"CHC","A",35,0,1,6.75000160932579,1,0,0,0,0,0,0,0,1.1,5,1,1,1,1,0,0,0,0,0,1,6.75000160932579,0,6.75000160932579,1,0,0,1,3,0,1,0,0,0,0.2,0,0.2,4.59096908401489,6.75000160932579,0.2,0.750000178813977,0,1,11.4164817452435,-4.66648013591775,5.06849914576575,168.56449102287,283.918757890264,124.273432692632,0.333333333,0,0.25,0.75,0.333333333,0.333333333,0,0,6,16,22,-0.0960920006036758,-0.194328010082245,0.098236009478569,-0.300000011920929,-0.0316455662250519,0.896239995956421,1.24760007858276,1.11000001430511,0.728399991989136,1,1,-0.185919374227524,0.078702556146189,0,1,0.5,93.45454545,0.04545455,89,0.45454545,79.8,NA,0.587161123752594,-0.04739710688591,-0.983443677425385,5.33782839775085,-4.739710688591,-9.83443677425385,0.46153846,0.66666667,0.54545455,1,1,1,0.40909091,0.6,0,3,1,0,1,2,1,4,0.75,0.25,0,0.25,0.5,0.25,8.39554250758317,58.11715,48.66497,65.27438,NA,NA,NA,74.04738,54.2486,74.89132,80,20,71.0119,70.4465,47.5701,79.66984,-1.14485,2.35982,94.4,114.88,103.02,140.1,120.58,134.62,71.18,172.82,145.14,114.117272727273,120.104545454545,119.298181818182,0.04545455,0.5,NA,0.45454545,88.9000015258789,93.4181795987216,NA,79.8100036621094,2.69755268096924,4.43514459783381,NA,2.25183982849121,7.58709287643433,10.1107718727805,NA,-2.47105197906494,-0.0483221560716629,0.593741770833731,NA,-0.97895635291934,-4.83221560716629,5.39765246212482,NA,-9.7895635291934,0.4,0.66666667,0.54545455,1,1,1,0.54545455,18.35294118,0.45454545,0.04545455,0.5,NA,NA,79.8814697265625,88.986198425293,93.5320379083807,NA,NA,1.66440334320068,1.94463002681732,3.88226526433771,NA,NA,-3.79003601074219,6.80516004562378,9.05798825350675,NA,NA,-0.97895635291934,-0.0483221560716629,0.593741770833731,NA,NA,-9.7895635291934,-4.83221560716629,5.39765246212482,NA,NA,0.33333333,0.69230769,0.54545455,1,1,1,0.59090909,4,97.7700347900391,37.5142440795898,1,0.25,111.256,2,0.5,"2024-08-13",0
"Drew Smyly",11760,"2024-08-09","@CHW",17,2024,"CHC","A",35,0,0,13.500014081612,1,0,0,0,0,0,1,0,0.2,3,1,1,1,1,0,0,0,0,0,0,0,0,13.500014081612,0,0,0,0,3,0,0,0,0,0,0,0,0,13.2527290840149,13.500014081612,0.333333333333333,1.50000156462356,0,1,22.666500118396,-9.16648603678402,9.97052470346011,337.129253321141,561.894675955442,242.734427379091,0,0,0,1,0,0.333333333,0,0,6,8,14,-0.0609460026025772,-0.125903993844986,0.0649579912424088,-0.605000019073486,-0.0623389966785908,1.06913328170776,1.53579998016357,1.53579998016357,0.938199996948242,1,1,-0.154209583997726,0.0972045279908401,0,1,0.57142857,91.125,NA,NA,0.42857143,78.66666667,NA,-0.857847273349762,NA,-0.0529125817120075,-10.723090916872,NA,-0.881876361866792,0.28571429,0.57142857,0.42857143,0.5,1,0.83333333,0.5,0.66666667,0.07142857,1,1,1,0,2,1,3,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,20.0739959210655,66.92352,53.33039,74.18,NA,NA,NA,61.20482,47.3299,44.88089,NA,NA,NA,67.7987,46.03793,66.4282,-0.98036,2.60655,83.42,147.3,140.8,131.96,112.26,115.02,NA,NA,NA,104.222857142857,132.282857142857,129.751428571429,NA,0.57142857,NA,0.42857143,NA,91.1624984741211,NA,78.5833333333333,NA,3.97520613670349,NA,1.69474299748739,NA,11.4137926101685,NA,-2.15100193023682,NA,-0.851356465369463,NA,-0.0547828786075115,NA,-10.6419558171183,NA,-0.913047976791859,0.28571429,0.57142857,0.42857143,0.5,1,0.83333333,0.5,18.45454545,0.42857143,NA,0.57142857,NA,NA,78.8090311686198,NA,91.4281387329102,NA,NA,1.17744127909342,NA,3.60178995132446,NA,NA,-3.75659497578939,NA,10.1418838500977,NA,NA,-0.0547828786075115,NA,-0.851356465369463,NA,NA,-0.913047976791859,NA,-10.6419558171183,NA,NA,0.28571429,0.57142857,0.42857143,0.5,1,0.83333333,0.5,3,96.8666076660156,46.2563120524089,0,0,100.005,2,0.66666667,"2024-08-09",0
"Drew Smyly",11760,"2024-08-07","MIN",17,2024,"CHC","H",35,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,0,1,2,0,0,0,0,0.25,0,0.25,3.28666658401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,30.6521753455268,66.5170884121943,0,0.666666666,0,0.333333333,0,0,0,0,4,8,12,0.0312800221145153,-0.0126399919390678,0.0439200140535831,0.468999981880188,0.0502679497003555,0.474800020456314,0.626400053501129,0.626400053501129,0.600799977779388,1,1,0.0214478392153978,0.0444325752050842,0,0,0.58333333,93.57142857,NA,NA,0.41666667,80.2,NA,-0.485413670539856,NA,0.493249446153641,-6.93448100771223,NA,9.86498892307281,0.16666667,0.83333333,0.5,0,1,0.83333333,0.5,0.75,0.08333333,2,1,0,0,1,2,3,0.66666667,0.33333333,0,0,0.33333333,0.66666667,6.92125058985853,57.40665,57.93478,75.04756,NA,NA,NA,67.97486,50.63369,67.77216,NA,NA,NA,64.88999,50.93774,80,-0.79965,2.87762,98.3,102.06,100.86,120.2,116.42,128.38,NA,NA,NA,107.425,108.043333333333,112.326666666667,NA,0.58333333,NA,0.41666667,NA,93.4285714285714,NA,80,NA,3.95670563834054,NA,0.962948036193848,NA,10.5419540405273,NA,-1.96850204467773,NA,-0.489847682416439,NA,0.52991770580411,NA,-6.99782403452056,NA,10.5983541160822,0.2,0.71428571,0.5,0,1,0.83333333,0.58333333,19.5,0.41666667,NA,0.58333333,NA,NA,80.2177368164062,NA,93.6938738141741,NA,NA,0.178304207324982,NA,3.48416709899902,NA,NA,-3.4236701965332,NA,9.37214987618583,NA,NA,0.52991770580411,NA,-0.489847682416439,NA,NA,10.5983541160822,NA,-6.99782403452056,NA,NA,0.2,0.71428571,0.5,0,1,0.83333333,0.58333333,3,100.50498453776,20.070322672526,1,0.33333333,108.716,2,0.66666667,"2024-08-07",0
"Drew Smyly",11760,"2024-08-06","MIN",17,2024,"CHC","H",35,0,0,9,1,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,1,2,1,0,0,0,0,0,0,0,6.91672908401489,9,0.25,1,0,1,16.1664797782898,-7.16647977828979,6.19049659073353,224.752601111951,401.286127457841,151.387312822842,0.5,0.25,0.25,0.5,0,0.5,1,9,4,11,15,0.00671200361102819,-0.0232319757342339,0.0299439802765846,-0.531000018119812,-0.0569131895899773,0.360599994659424,0.456400007009506,0.456400007009506,0.317600011825562,1,1,-0.0164371449500322,0.0350505773139664,0,0,0.46666667,92.71428571,NA,NA,0.53333333,80.875,NA,-1.16058313846588,NA,0.461908489465714,-16.5797591209412,NA,5.77385611832142,0.55555556,0.5,0.53333333,0.6,1,0.75,0.4,1,0.13333333,2,1,1,1,1,2,4,0.5,0.25,0.25,0.25,0.25,0.5,22.8310208380861,20,51.83261,20,NA,NA,NA,68.62774,45.43566,66.00501,NA,NA,NA,35.5061,43.34076,36.28457,1.02586,5.61588,81.94,68.28,58.46,122.64,100.66,107.84,NA,NA,NA,103.646666666667,85.5493333333333,84.796,NA,0.46666667,NA,0.53333333,NA,92.7285679408482,NA,80.8625030517578,NA,4.27723285130092,NA,1.84696042537689,NA,9.97798592703683,NA,-2.19677972793579,NA,-1.11669231206179,NA,0.467504173517227,NA,-15.9527473151684,NA,5.84380216896534,0.5,0.57142857,0.53333333,0.5,1,0.75,0.46666667,16.18181818,0.53333333,NA,0.46666667,NA,NA,81.1383743286133,NA,93.0246843610491,NA,NA,1.31029582023621,NA,3.93404715401786,NA,NA,-3.39448261260986,NA,9.07091849190848,NA,NA,0.467504173517227,NA,-1.11669231206179,NA,NA,5.84380216896534,NA,-15.9527473151684,NA,NA,0.5,0.57142857,0.53333333,0.5,1,0.75,0.46666667,4,89.9758911132812,11.0072393417358,0,0,99.1203,2,0.5,"2024-08-06",0
"Drew Smyly",11760,"2024-08-03","STL",17,2024,"CHC","H",35,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,30.6521753455268,29.9783111930123,2,0,1,0,0,0,0,0,5,10,15,0.0432519875466824,0,0.0432519875466824,0.468999981880188,0.0502679497003555,0.578266680240631,0.880800008773804,0.880800008773804,0.829600036144257,1,1,0.0747532546520233,4.26639519746363e-05,0,0,0.46666667,93.28571429,NA,NA,0.53333333,80.5,NA,0.465463906526566,NA,0.225019127130508,6.64948437895094,NA,2.81273908913136,0.14285714,0.75,0.46666667,0,0.66666667,0.57142857,0.53333333,0.66666667,0.2,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,-0.210843624364176,41.54353,29.44812,59.08316,NA,NA,NA,62.04699,51.09215,55.47197,NA,NA,NA,51.90339,37.47921,58.98266,0.00716,4.08783,84.6,93.22,65.9,138.16,123.32,129.24,NA,NA,NA,113.165333333333,109.273333333333,99.6813333333334,NA,0.46666667,NA,0.53333333,NA,93.2142857142857,NA,80.5374984741211,NA,5.07210486275809,NA,2.42274904251099,NA,9.72791944231306,NA,-2.0965461730957,NA,0.471909020096064,NA,0.215433292090893,NA,6.74155742994377,NA,2.69291615113616,0.16666667,0.66666667,0.46666667,0,0.66666667,0.57142857,0.6,17,0.53333333,NA,0.46666667,NA,NA,81.009765625,NA,93.7163260323661,NA,NA,1.78894412517548,NA,4.61563600812639,NA,NA,-3.39125752449036,NA,8.6792482648577,NA,NA,0.215433292090893,NA,0.471909020096064,NA,NA,2.69291615113616,NA,6.74155742994377,NA,NA,0.16666667,0.66666667,0.46666667,0,0.66666667,0.57142857,0.6,2,96.3331756591797,-13.8999013900757,0,0,103.454,1,0.5,"2024-08-03",0
"Drew Smyly",11760,"2024-08-02","STL",17,2024,"CHC","H",35,0,0,0,1,0,0,0,0,0,0,0,1.1,5,0,0,0,0,1,0,0,0,0,0,0,6.75000160932579,0,0,0.5,0,2,1,1,0,1,0,0,0,0.2,-0.2,8.30064908401489,0,0,0.750000178813977,0,1,5.41648031473173,-5.41648031473173,6.55048688976636,0,135.665141698922,160.086738886414,2,0.25,0.5,0.25,0,0,0,0,9,7,16,0.0310200192034245,-0.0234440714120865,0.0544640906155109,0.564999997615814,0.0605573393404484,0.446880012750626,0.435333341360092,0.193200007081032,0.456400007009506,1,1,0.00470659229904413,0.0647080566410388,0,0,0.8125,92.30769231,0.0625,89,0.125,80,NA,0.657102108001709,-0.0238054171204567,-0.0994822382926941,5.05463160001315,-2.38054171204567,-4.9741119146347,0.16666667,0.4,0.3125,0,1,0.8,0.625,0.4,0.0625,2,1,1,0,1,3,4,0.5,0.25,0.25,0,0.25,0.75,7.46246356592325,41.58996,51.49345,48.91721,NA,NA,NA,72.93104,49.21619,71.82237,20,22.62905,20,42.35832,45.10422,51.20776,0.60016,4.97733,88.46,81.92,74.72,131.68,111.32,136.22,77.26,61.9,33.54,93.1625,84.34375,79.83375,0.0625,0.8125,NA,0.125,88.5999984741211,92.3230731670673,NA,79.5999984741211,3.54474759101868,3.83112922081581,NA,2.56717562675476,8.52413654327393,10.5006373478816,NA,-1.87431955337524,-0.0242429338395596,0.747726116329432,NA,-0.101452000439167,-2.42429338395596,5.75173935638024,NA,-5.07260002195835,0.16666667,0.4,0.3125,0,1,0.8,0.625,16.09090909,0.125,0.0625,0.8125,NA,NA,80.0497970581055,88.9996032714844,92.7779259314904,NA,NA,1.90185701847076,2.53351998329163,3.41673161433293,NA,NA,-3.23253488540649,6.91443014144897,9.24795532226562,NA,NA,-0.101452000439167,-0.0242429338395596,0.747726116329432,NA,NA,-5.07260002195835,-2.42429338395596,5.75173935638024,NA,NA,0.14285714,0.44444444,0.3125,0,1,0.8,0.5625,4,101.465980529785,10.4865388870239,0,0,106.652,3,0.75,"2024-08-02",0
"Drew Smyly",11760,"2024-07-31","@CIN",17,2024,"CHC","A",35,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,4.5,0,0,1,0,0,1,3,1,1,0,0,0,0.16666667,0,0.16666667,4.72872909190039,0,0,0,0,1,2.1664797782898,-2.1664797782898,4.4344923876226,0,55.3611054863477,108.952200617518,0.333333333,0.2,0.2,0.6,0.333333333,0,4,18,8,16,24,0.0226599983870983,0,0.0226599983870983,1.12199997901917,0.106099292635918,0.142499998211861,0.223499998450279,0.354999989271164,0.0199999995529652,1,1,0.161489248275757,-0.00247171373930896,0,0,0.625,91.6,0.04166667,90,0.33333333,80.375,NA,1.17594885826111,-0.0238054171204567,0.343074828386307,7.83965905507406,-2.38054171204567,4.28843535482883,0.26666667,0.66666667,0.41666667,0.5,1,0.8,0.375,0.66666667,0.08333333,1,2,2,1,3,1,5,0.2,0.4,0.4,0.2,0.6,0.2,1.45831573823826,49.90587,44.83662,67.55534,NA,NA,NA,51.5711,49.46056,40.07488,20,20,30.31338,47.64736,41.20184,60.47633,0.27157,4.48445,90.2,113.34,102.76,113.38,101.78,104.58,66.34,79.98,42,95.7591666666667,103.07,94.6716666666667,0.04166667,0.625,NA,0.33333333,89.5,91.5066650390625,NA,80.2750015258789,3.66941213607788,4.46457366943359,NA,2.26070380210876,9.50618362426758,10.9849965413411,NA,-1.99304628372192,-0.0242429338395596,1.25784197077155,NA,0.34584117308259,-2.42429338395596,8.38561313847701,NA,4.32301466353238,0.30769231,0.54545455,0.41666667,0.5,1,0.8,0.45833333,16.38888889,0.33333333,NA,0.66666667,NA,NA,80.2993774414062,NA,91.4059600830078,NA,NA,1.43889272212982,NA,3.78336191177368,NA,NA,-3.50423622131348,NA,9.54430198669434,NA,NA,0.34584117308259,NA,1.23359903693199,NA,NA,4.32301466353238,NA,7.70999398082495,NA,NA,0.28571429,0.6,0.41666667,0.5,1,0.8,0.41666667,5,83.8357360839844,21.0175354003906,0,0,101.141,1,0.2,"2024-07-31",0
