"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","CH%","CHv","wFB","wSL","wCB","wCH","wFB/C","wSL/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCU%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCU","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCU","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piSI%","piSL%","pivCH","pivCU","pivFA","pivSI","pivSL","piCH-X","piCU-X","piFA-X","piSI-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwCU","piwFA","piwSI","piwSL","piwCH/C","piwCU/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Aaron Ashby",23550,"2024-09-28","NYM",23,2024,"MIL","H",26,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,77.697926926735,114.84853560366,2,0,0.666666666,0.333333333,0,0,0,0,6,5,11,0.0702759996056557,0,0.0702759996056557,0.499000012874603,0.051258347928524,0.925599992275238,1.33899998664856,1.33899998664856,1.44840002059937,1,1,0.0760112181305885,-8.64123914390974e-05,1,0,0.63636364,97.71428571,NA,NA,0.36363636,82.75,NA,NA,0.839308023452759,NA,-0.165314316749573,NA,11.9901146207537,NA,-4.13285791873932,NA,0.14285714,0.75,0.36363636,1,1,1,0.36363636,NA,0,2,0,1,1,1,1,3,0.66666667,0,0.33333333,0.33333333,0.33333333,0.33333333,1.17363622456185,NA,NA,NA,NA,20,57.67914,20,80,70.90453,80,69.74331,71.55397,49.84794,NA,NA,NA,57.24619,62.02759,43.14668,-0.32477,3.58994,NA,NA,NA,96.74,59.76,62.8,12.9,237.02,204.78,108.3,154.12,173.14,NA,NA,NA,95.4236363636363,127.343636363636,135.892727272727,0.09090909,0.54545455,NA,0.36363636,NA,98.0999984741211,97.6666666666667,NA,82.8499984741211,NA,3.48495078086853,8.84904416402181,NA,-4.69060230255127,NA,8.9843807220459,5.88195610046387,NA,-9.04092788696289,NA,0.385074734687805,0.465688928961754,NA,-0.168519791215658,NA,38.5074734687805,7.76148214936256,NA,-4.21299478039145,NA,0,0.66666667,0.36363636,NA,1,1,0.54545455,16.125,NA,0.36363636,0.09090909,0.54545455,NA,NA,82.4727783203125,97.7254028320312,97.2742207845052,NA,NA,-5.22780990600586,3.51890993118286,8.94398625691732,NA,NA,-11.2348251342773,8.05842018127441,4.61367670694987,NA,NA,-0.168519791215658,0.385074734687805,0.465688928961754,NA,NA,-4.21299478039145,38.5074734687805,7.76148214936256,NA,0,0.66666667,0.36363636,NA,1,1,0.54545455,3,92.4331868489583,-8.73250452677409,0,0,107.383,2,0.66666667,"2024-09-28",0
"Aaron Ashby",23550,"2024-09-25","@PIT",23,2024,"MIL","A",26,0,0,0,1,0,0,0,0,0,0,0,1.2,5,0,0,0,0,0,0,0,0,0,3,16.2000061798119,0,0,3,0,0,2,0,0,0,0,0,0,0.6,0,0.6,-0.452710915985107,0,0,0,0,1,-0.433521595001745,0.433521595001745,-0.433521595001745,0,-8.61900945307503,-8.68687974674382,2,0,1,0,0,0,0,0,9,16,25,0.0722540020942688,0,0.0722540020942688,0.797999978065491,0.0795216709375381,0.56547999382019,0.724399983882904,0.635200023651123,0.548999965190887,1,1,0.128106504678726,-0.000331865639517509,1,0,0.44,97.27272727,0.16,84,0.32,83.5,0.08,92,0.18374639749527,0.264787942171097,0.603755712509155,0.159500494599342,1.67042179541154,6.61969855427742,7.54694640636444,7.97502472996712,0.38888889,0.42857143,0.4,0.57142857,1,0.7,0.28,0.4,0.12,2,0,0,1,1,0,2,1,0,0,0.5,0.5,0,-1.33483787509123,NA,46.84615,42.63239,40.53951,80,64.41652,80,20,44.24082,20,31.46772,62.87872,32.81786,46.93341,55.91691,40.99301,52.89808,56.49987,44.17808,-0.05464,3.99513,126.86,122.24,132.1,138,164.14,192.46,79.38,58.08,37.56,113.8,64.06,82.82,149.5,73.02,106.26,122.7936,101.2168,118.356,0.16,0.28,0.16,0.32,0.08,96.8249969482422,97.471426827567,84,83.2874984741211,91.9000015258789,3.30328321456909,8.1875479561942,-4.87946701049805,-4.40653562545776,7.31417655944824,7.45092582702637,4.43724114554269,-3.14243578910828,-9.16889572143555,1.75208830833435,-0.0926577337086201,0.277109995484352,0.267933506518602,0.612316191196442,0.161079484969378,-2.3164433427155,3.95871422120503,6.69833766296506,7.65395238995552,8.05397424846888,0.375,0.44444444,0.4,0.5,1,0.7,0.36,15.85,NA,0.32,0.16,0.36,0.16,NA,83.0271606445312,96.5519256591797,95.9454142252604,83.7102737426758,NA,-4.65640735626221,3.18149256706238,7.96533203125,-5.19696235656738,NA,-10.9995737075806,6.61272525787354,2.67134157816569,-4.95842742919922,NA,0.612316191196442,-0.0926577337086201,0.43818948045373,0.267933506518602,NA,7.65395238995552,-2.3164433427155,4.86877200504144,6.69833766296506,0.375,0.44444444,0.4,0.5,1,0.7,0.36,2,91.1884155273438,-27.5820388793945,0,0,96.4932,1,0.5,"2024-09-25",0
"Aaron Ashby",23550,"2024-09-22","ARI",23,2024,"MIL","H",26,0,0,0,1,0,0,0,0,0,0,0,1.1,6,1,0,0,0,1,0,0,0,0,4,27.0000064373032,6.75000160932579,6.75000160932579,4,0,0,0,0,1,0,0,0,0,0.66666667,0.16666667,0.5,1.44917352153578,0,0.2,1.50000035762795,1,1,-0.58352111578009,0.58352111578009,-0.58352111578009,0,-12.2155356066715,-12.3117267053657,0,1,0,0,0,0,3,20.2500048279774,13,16,29,0.00696000130847096,-0.0025879992172122,0.00954800099134445,0.728999972343445,0.0748844370245934,0.0813000053167343,0.0829333364963531,0.0696000009775162,0.199200004339218,1,1,0.06014584004879,0.0254630265356057,0,0,0.51724138,97.13333333,0.17241379,84.2,0.20689655,82.16666667,0.10344828,90.66666667,0.287364542484283,-0.3200643658638,0.119018696248531,0.178417131304741,1.91576361656189,-6.401287317276,1.98364493747552,5.94723771015803,0.26315789,0.3,0.27586207,0.4,1,0.625,0.34482759,0.5,0.10344828,0,0,1,1,0,0,1,0,0,1,1,0,0,1.69739504106635,NA,57.59101,47.48731,40.73599,52.16522,55.80012,43.76374,NA,NA,NA,55.70713,73.31792,46.57428,20,75.82777,20,43.44256,66.78918,27.63076,0.5328,4.87629,118.68,109.16,113.94,88.04,100.26,108.62,NA,NA,NA,112.18,118.6,152.84,128.3,27.8,32.1,110.63724137931,98.1737931034483,118.849655172414,NA,0.51724138,0.17241379,0.20689655,0.10344828,NA,97.0799967447917,84.2200012207031,82.0833333333333,90.4666646321615,NA,9.19973653157552,-4.90096817016602,-4.02324899037679,7.28854115804036,NA,5.69156595865885,-1.49355382919312,-8.99241828918457,1.32118900616964,NA,0.289412062615156,-0.327803127467632,0.119429565966129,0.179921321570873,NA,1.92941375076771,-6.55606254935264,1.99049276610215,5.99737738569578,0.29411765,0.25,0.27586207,0.4,1,0.625,0.4137931,19.13043478,0.10344828,0.20689655,NA,0.51724138,0.17241379,90.0356648763021,81.6633504231771,NA,96.6594563802083,83.7972412109375,7.37951342264811,-4.30799674987793,NA,9.21387532552083,-5.46128196716309,-0.185347338517507,-11.0570335388184,NA,4.19467748006185,-3.07738609313965,0.179921321570873,0.119429565966129,NA,0.289412062615156,-0.327803127467632,5.99737738569578,1.99049276610215,NA,1.92941375076771,-6.55606254935264,0.3125,0.23076923,0.27586207,0.4,1,0.625,0.44827586,1,77.9296569824219,12.8383302688599,0,0,77.9297,0,0,"2024-09-22",0
"Aaron Ashby",23550,"2024-09-19","ARI",23,2024,"MIL","H",26,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-18.209743576056,18.1856412207288,0,0,0,1,0,0,0,0,3,11,14,0.0366699956357479,-0.0186580028384924,0.0553279966115952,0.847000002861023,0.0870056450366974,0.976199984550476,0.509899973869324,1.01979994773865,0.428800016641617,1,1,0.0572568662464619,-0.0196928463569985,0,0,0.5,97.28571429,0.14285714,84.5,0.35714286,82.4,NA,NA,0.381955504417419,0,0.193619102239609,NA,5.45650720596313,0,3.87238204479218,NA,0.33333333,0.75,0.57142857,0,1,0.75,0.57142857,0.33333333,0.14285714,0,0,1,0,0,1,1,0,0,1,0,0,1,-1.70996771693952,NA,NA,NA,NA,60.74439,55.1455,54.3202,NA,NA,NA,72.11431,68.55564,58.57397,40.35385,73.29284,20,67.04975,62.02322,50.17714,-0.93383,2.67635,NA,NA,NA,114.96,133.34,142.66,NA,NA,NA,120.12,122.06,138.1,183.04,26.02,58.3,127.265714285714,112.368571428571,128.328571428571,NA,0.5,0.14285714,0.35714286,NA,NA,97.3285696847098,84.25,82.5,NA,NA,9.41634913853237,-6.77075576782227,-4.56863670349121,NA,NA,6.09768240792411,-0.0611163824796677,-8.71295700073242,NA,NA,0.393369309604168,0,0.195040117949247,NA,NA,5.61956156577383,0,3.90080235898495,NA,0.2,0.77777778,0.57142857,0,0.85714286,0.75,0.64285714,19.81818182,NA,0.35714286,NA,0.5,0.14285714,NA,82.1949829101563,NA,97.0419573102679,83.9725952148438,NA,-4.97725601196289,NA,9.42490713936942,-7.24807500839233,NA,-10.777961730957,NA,4.52628571646554,-1.74883997440338,NA,0.195040117949247,NA,0.393369309604168,0,NA,3.90080235898495,NA,5.61956156577383,0,0.2,0.77777778,0.57142857,0,0.85714286,0.75,0.64285714,1,97.1412582397461,31.5858135223389,0,0,97.1413,1,1,"2024-09-19",0
"Aaron Ashby",23550,"2024-09-17","PHI",23,2024,"MIL","H",26,0,0,6.75000160932579,1,0,0,0,0,0,0,0,1.1,7,3,1,1,0,0,0,0,0,0,3,20.2500048279774,0,20.2500048279774,3,1,0,1,0,3,0,1,0,0,0.42857143,0,0.42857143,0.950953579058688,0,0.428571428571429,2.25000053644193,0.75,0.66666667,-1.33352129459407,8.08352290391986,-1.33352129459407,163.524423330209,-30.1982281133529,-30.4360237233343,1,0.75,0.25,0,0,0,0,0,3,20,23,-0.0250839926302433,-0.120151989161968,0.0950679928064346,-0.0639999806880951,-0.00657422468066216,0.761342883110046,0.815133333206177,1.24819993972778,0.25900000333786,1,1,-0.0641078352928162,0.0311607976482578,0,0,0.39130435,98.11111111,0.30434783,85,0.26086957,83.66666667,0.04347826,92,-0.543096542358398,0.117973431944847,-0.177737295627594,-0.0344077162444592,-6.03440602620443,1.68533474206924,-2.9622882604599,-3.44077162444592,0.54545455,0.41666667,0.47826087,0.33333333,1,0.63636364,0.52173913,0.85714286,0.17391304,1,2,1,0,2,2,4,0.25,0.5,0.25,0,0.5,0.5,4.69562410601016,NA,20,42.67195,20,63.47506,63.93149,59.71051,NA,NA,NA,69.48602,70.20867,75.17462,80,57.52431,80,76.03502,64.45954,78.77988,-1.49205,1.83902,94.48,31.66,34.22,116.74,102.84,119.48,NA,NA,NA,120.52,107.82,118.1,163.74,117.82,149.58,131.555652173913,106.253043478261,124.393913043478,NA,0.39130435,0.30434783,0.26086957,0.04347826,NA,97.9888916015625,85,83.7666676839193,91.6999969482422,NA,8.682738410102,-6.03267015729632,-4.31272029876709,9.11281299591064,NA,5.30605189005534,-2.55347142900739,-9.51346143086751,4.77396106719971,NA,-0.548133544623852,0.159962449222803,-0.182098712772131,-0.0350487045943737,NA,-6.0903727180428,2.28517784604004,-3.03497854620218,-3.50487045943737,0.57142857,0.4375,0.47826087,0.25,0.85714286,0.63636364,0.69565217,18.5,0.04347826,0.26086957,NA,0.39130435,0.30434783,91.4431991577148,83.5681966145833,NA,97.7815890842014,84.7477678571429,8.87870025634766,-4.63201173146566,NA,8.52144114176432,-6.43415560041155,2.8019700050354,-11.5899505615234,NA,3.76807573106554,-4.32067435128348,-0.0350487045943737,-0.182098712772131,NA,-0.548133544623852,0.159962449222803,-3.50487045943737,-3.03497854620218,NA,-6.0903727180428,2.28517784604004,0.5,0.53333333,0.52173913,0.25,0.875,0.66666667,0.65217391,4,84.5905609130859,10.7266473770142,0,0,95.2627,1,0.25,"2024-09-17",0
"Aaron Ashby",23550,"2024-09-15","@ARI",23,2024,"MIL","A",26,0,0,13.5000032186516,1,0,0,0,0,0,1,0,1.1,8,4,2,2,0,0,0,0,0,0,1,6.75000160932579,0,27.0000064373032,1,0,0,4,1,2,0,0,0,0,0.125,0,0.125,2.92590095901489,0,0.5,3.00000071525591,0.571428571428571,0.5,1.66647942066184,11.8335237979897,2.80048599569648,327.048846660419,41.7325419133724,69.4652537965709,4,0.285714285,0.571428571,0.142857142,0,0,1,6.75000160932579,12,22,34,-0.100360006093979,-0.353039979934692,0.252679973840714,-1.18900001049042,-0.120101004838943,1.85899996757507,1.34200000762939,1.85399997234344,1.83000004291534,1,1,-0.118124142289162,0.0641381240834212,0,1,0.44117647,97.4,0.20588235,84.71428571,0.26470588,83.11111111,0.08823529,90,0.346513450145721,-0.565739691257477,0.0623767152428627,-1.15171015262604,2.31008966763814,-8.08199558939253,0.693074613809586,-38.3903384208679,0.39130435,0.72727273,0.5,0.66666667,1,0.82352941,0.32352941,0.5,0.08823529,4,2,1,0,4,3,7,0.57142857,0.28571429,0.14285714,0,0.57142857,0.42857143,3.83596624246444,NA,49.73253,46.54684,42.06066,65.07212,52.61793,56.62445,60.89972,33.80122,55.73946,36.25753,57.20243,33.32322,50.64747,63.147,31.96955,48.37254,54.40116,36.50729,0.22652,4.41687,110.94,169.36,168.72,104.94,93.58,104.7,90.56,181.16,146.22,101.16,85.54,90.38,152.62,83.58,115.76,113.306470588235,97.4729411764706,107.950588235294,0.02941176,0.41176471,0.20588235,0.26470588,0.08823529,96.3000030517578,97.4285714285714,84.7428588867188,82.9555528428819,90.2333374023438,3.40375876426697,8.23699460710798,-4.62621579851423,-3.46121152242025,8.52811749776204,8.71891212463379,5.70337622506278,-2.54582650320871,-8.76450432671441,3.16986401875814,-0.0380783230066299,0.386875484138727,-0.58204784616828,0.0618102736771107,-1.1636889539659,-3.80783230066299,2.76339631527662,-8.31496923097542,0.686780818634563,-38.7896317988634,0.38888889,0.625,0.5,0.57142857,1,0.82352941,0.47058824,19.92307692,0.05882353,0.26470588,0.02941176,0.44117647,0.20588235,89.5997467041016,82.7996351453993,96.1556015014648,96.8712320963542,84.5935581752232,8.62783527374268,-3.97749794854058,2.99025988578796,8.10181121826172,-5.08267974853516,1.42686104774475,-10.830211215549,7.73368978500366,4.14934463500977,-4.17692129952567,-0.657466050237417,0.0618102736771107,-0.0380783230066299,-0.119347419589758,-0.58204784616828,-32.8733025118709,0.686780818634563,-3.80783230066299,-0.795649463931719,-8.31496923097542,0.38888889,0.625,0.5,0.57142857,1,0.82352941,0.47058824,7,90.2452479771205,0.282958984375,1,0.14285714,110.387,3,0.42857143,"2024-09-15",0
"Aaron Ashby",23550,"2024-09-12","@SFG",23,2024,"MIL","A",26,0,0,0,1,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,1,1,1,0,0,0,0,0.4,0,0.4,1.29088908401489,0,0.2,1,0.333333333333333,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-18.209743576056,18.1856412207288,1,0.333333333,0.333333333,0.333333333,0,0,2,18,6,13,19,0.10547000169754,-0.0961840003728867,0.201654016971588,0.474000006914139,0.0503987222909927,2.28259992599487,1.9099999666214,1.9099999666214,0.999399960041046,1,1,0.01187804620713,0.0343280368196935,1,0,0.63157895,97.66666667,0.05263158,86,0.21052632,82.25,0.10526316,91,0.166354149580002,0.2312992811203,-0.104980304837227,-0.422161668539047,1.38628457983335,23.12992811203,-2.62450762093067,-21.1080834269524,0.38461538,0.5,0.42105263,0.8,0.66666667,0.75,0.31578947,0.6,0.10526316,1,0,2,0,2,1,3,0.33333333,0,0.66666667,0,0.66666667,0.33333333,1.49071957220322,NA,80,48.13022,80,27.18519,47.45301,28.8268,NA,NA,NA,80,63.09733,80,80,80,80,80,57.28872,80,-2.62536,0.13905,124.68,217.76,246.12,105.64,76.68,85.18,NA,NA,NA,105.68,150.7,162.72,193.9,137.08,204.32,112.314736842105,141.458947368421,157.364210526316,NA,0.63157895,0.05263158,0.21052632,0.10526316,NA,97.5333353678385,85.6999969482422,82.4250030517578,90.6999969482422,NA,8.27377382914225,-7.15494966506958,-4.27196502685547,6.56774234771729,NA,5.53845532735189,-2.58928728103638,-8.1063060760498,1.38350176811218,NA,0.16665368154645,0.23420649766922,-0.107380170375109,-0.429479882121086,NA,1.38878067955375,23.420649766922,-2.68450425937772,-21.4739941060543,0.25,0.54545455,0.42105263,0.5,0.66666667,0.625,0.57894737,17.85714286,0.10526316,0.21052632,NA,0.63157895,0.05263158,90.891845703125,82.6088256835938,NA,97.7245178222656,85.9051971435547,6.57997035980225,-4.46731758117676,NA,8.07693862915039,-7.88981008529663,-0.00128304958343506,-9.67628765106201,NA,4.16473166147868,-4.18517017364502,-0.429479882121086,-0.107380170375109,NA,0.16665368154645,0.23420649766922,-21.4739941060543,-2.68450425937772,NA,1.38878067955375,23.420649766922,0.33333333,0.5,0.42105263,0.66666667,0.6,0.625,0.52631579,3,87.8706461588542,21.8354695638021,1,0.33333333,103.788,1,0.33333333,"2024-09-12",0
"Aaron Ashby",23550,"2024-09-06","COL",23,2024,"MIL","H",26,0,0,0,1,0,0,0,0,0,0,0,3,10,1,0,0,0,0,0,0,1,0,4,12,0,3,4,0,0,3,2,1,0,0,0,0,0.4,0,0.4,1.21808908401489,0,0.1,0.333333333333333,0.166666666666667,1,0.499813111623129,-0.499813111623129,1.50781871577104,0,13.7594799248743,38.2270136086451,1.5,0.166666666,0.5,0.333333333,0,0,1,3,10,28,38,0.12353802472353,-0.0363299921154976,0.159868016839027,1.49699997901917,0.153775036334991,0.691272735595703,0.718466639518738,0.598600029945374,NA,0,1,0.163624793291092,0.0150861819321261,1,0,0.39473684,96.53333333,0.15789474,82.83333333,0.23684211,82.11111111,0.21052632,90.375,-0.116832479834557,0.576134860515594,0.620781600475311,0.35162752866745,-0.778883198897044,9.60224767525991,6.89757333861457,4.39534410834312,0.58333333,0.57142857,0.57894737,0.5,0.875,0.63636364,0.36842105,0.7,0.21052632,2,0,4,1,4,1,6,0.33333333,0,0.66666667,0.16666667,0.66666667,0.16666667,0.381329802092458,NA,45.14704,34.02208,47.62139,80,67.51775,60.15207,NA,NA,NA,51.90732,59.93899,47.19098,58.47722,43.83324,63.83069,58.60123,53.55484,52.49539,-0.40895,3.46367,98.14,97.1,97.44,127.44,165.28,177.36,NA,NA,NA,97,103.3,102,150,134.44,146.04,112.817894736842,121.591052631579,125.842105263158,NA,0.39473684,0.15789474,0.23684211,0.21052632,NA,96.4733317057292,82.7000020345052,81.9444444444444,90.2249984741211,NA,8.98288879394531,-5.69713338216146,-5.32772954305013,7.27016401290894,NA,5.92831166585286,-3.29145367940267,-9.95174492730035,4.28336429595947,NA,-0.11766429245472,0.582459036260843,0.629654992371798,0.355286546051502,NA,-0.784428616364797,9.70765060434739,6.99616658190886,4.44108182564378,0.59090909,0.5625,0.57894737,0.46153846,0.88888889,0.63636364,0.42105263,17.75,0.21052632,0.23684211,NA,0.39473684,0.15789474,90.314208984375,82.0625203450521,NA,96.6062662760417,82.7815653483073,7.09314775466919,-5.62194315592448,NA,8.81204427083333,-6.20449638366699,2.53920245170593,-11.6787999471029,NA,4.38999176025391,-5.00308990478516,0.355286546051502,0.629654992371798,NA,-0.11766429245472,0.582459036260843,4.44108182564378,6.99616658190886,NA,-0.784428616364797,9.70765060434739,0.52631579,0.63157895,0.57894737,0.3,0.91666667,0.63636364,0.5,6,83.0485178629557,14.6874542236328,0,0,102.117,1,0.16666667,"2024-09-06",0
"Aaron Ashby",23550,"2024-09-03","STL",23,2024,"MIL","H",26,0,0,0,1,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,1,4.5,0,4.5,1,0.333333333,0,3,3,1,0,1,0,0,0.125,0,0.125,4.23788533401489,0,0.125,0.5,0.142857142857143,1,2.1664797782898,-2.1664797782898,4.4344923876226,0,53.7210093010372,108.952200617518,1,0.142857142,0.428571428,0.428571428,0,0,0,0,4,21,25,0.162630006670952,-0.16380201280117,0.326432019472122,0.998000025749207,0.102516695857048,1.71379995346069,1.43989992141724,1.3400000333786,1.84940004348755,1,1,0.0926443487405777,0.00225004447174061,1,0,0.52,97.07692308,0.12,83.66666667,0.16,81.75,0.2,89.8,0.138508036732674,0.203591465950012,0.00973424315452576,0.304011940956116,1.06544643640518,6.78638219833374,0.243356078863144,6.08023881912231,0.5,0.46666667,0.48,0.4,1,0.75,0.6,0.875,0.12,4,1,2,0,6,1,7,0.57142857,0.14285714,0.28571429,0,0.85714286,0.14285714,1.94966976675299,NA,80,59.91173,80,63.77798,51.54609,54.27745,NA,NA,NA,80,69.00868,80,57.94939,43.90024,52.69234,80,60.53684,80,-2.44982,0.40236,131.5,169.26,186.16,126.74,99.22,117,NA,NA,NA,98.82,122.4,123.92,140.16,114.88,139.22,114.784,127.1608,137.0968,NA,0.52,0.12,0.16,0.2,NA,96.9769193209135,83.7333323160807,81.9499969482422,89.8200012207031,NA,9.3323728121244,-3.82725938161214,-4.4912543296814,9.66485214233398,NA,6.75897275484525,-3.32128842671712,-9.63954162597656,1.56169242858887,NA,0.178984321653843,0.205612249672413,0.00935962796211243,0.349749956279993,NA,1.37680247426033,6.8537416557471,0.233990699052811,6.99499912559986,0.54545455,0.42857143,0.48,0.5,1,0.75,0.56,15.64705882,0.2,0.16,NA,0.52,0.12,90.0869812011719,82.218376159668,NA,97.2600661057692,84.0318349202474,9.50423812866211,-4.80003023147583,NA,9.05777681790865,-4.63603655497233,0.0560306131839752,-11.2767496109009,NA,5.36663583608774,-5.36184310913086,0.349749956279993,0.00935962796211243,NA,0.178984321653843,0.205612249672413,6.99499912559986,0.233990699052811,NA,1.37680247426033,6.8537416557471,0.44444444,0.5,0.48,0.5,0.875,0.75,0.64,7,89.8885236467634,5.03730882917132,0,0,102.329,3,0.42857143,"2024-09-03",0
"Aaron Ashby",23550,"2024-08-31","@CIN",23,2024,"MIL","A",26,1,0,0,1,0,0,0,0,0,0,0,2,8,1,0,0,0,1,0,0,0,0,3,13.5,4.5,4.5,3,0,0,2,1,1,0,0,0,0,0.375,0.125,0.25,2.73686970901489,0,0.142857142857143,1,0.25,1,1.6664797782898,-1.6664797782898,2.42248398140073,0,41.7325504881884,60.3305616004696,2,0.25,0.5,0.25,0,0,1,4.5,12,25,37,0.206459984183311,-0.134220033884048,0.340680032968521,1.12199997901917,0.106099292635918,2.09887504577637,1.6710000038147,1.51999998092651,3.61299991607666,1,1,0.086589589715004,0.0117773829157762,1,0,0.54054054,97.5,0.02702703,84,0.2972973,82.63636364,0.13513514,91,0.729344010353088,0,0.214176923036575,-0.105535954236984,3.64672005176544,0,1.94706293669614,-2.11071908473969,0.38095238,0.625,0.48648649,0.5,1,0.77777778,0.43243243,0.875,0.10810811,1,2,1,0,2,2,4,0.25,0.5,0.25,0,0.5,0.5,2.24944382349971,NA,48.96908,42.58721,44.40015,35.95407,58.59662,31.88452,NA,NA,NA,60.30463,50.71773,63.68923,56.10058,53.06657,26.17316,51.33821,49.10182,51.4286,0.04227,4.1405,116.24,99.46,104.4,147.3,63.16,87.38,NA,NA,NA,88.92,122.72,114.44,191.88,87.52,121.62,112.750810810811,100.918378378378,105.232432432432,NA,0.54054054,0.02702703,0.2972973,0.13513514,NA,97.4450012207031,83.6999969482422,82.8363647460938,91.0200012207031,NA,7.42989196777344,-5.33176803588867,-4.68147451227362,7.43018112182617,NA,4.85113639831543,-1.04356014728546,-8.9746787331321,4.29279937744141,NA,0.776891183108091,0,0.214972410351038,-0.108148999512196,NA,3.88445591554046,0,1.95429463955489,-2.16297999024391,0.36842105,0.61111111,0.48648649,0.42857143,1,0.77777778,0.48648649,18.17241379,0.13513514,0.2972973,NA,0.54054054,0.02702703,91.0750610351563,82.8763372247869,NA,97.5016540527344,83.7568969726562,7.18059997558594,-4.96268636530096,NA,7.26000213623047,-5.59808015823364,2.83706398010254,-10.5632879083807,NA,3.68002586364746,-2.50393009185791,-0.108148999512196,0.214972410351038,NA,0.776891183108091,0,-2.16297999024391,1.95429463955489,NA,3.88445591554046,0,0.41176471,0.55,0.48648649,0.42857143,1,0.77777778,0.54054054,4,87.0506896972656,4.04767417907715,0,0,99.4616,1,0.25,"2024-08-31",0
