"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","SF%","SFv","wFB","wSL","wSF","wFB/C","wSL/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFS%","pfxSL%","pfxvFA","pfxvFS","pfxvSL","pfxFA-X","pfxFS-X","pfxSL-X","pfxFA-Z","pfxFS-Z","pfxSL-Z","pfxwFA","pfxwFS","pfxwSL","pfxwFA/C","pfxwFS/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFS%","piSL%","pivFA","pivFS","pivSL","piFA-X","piFS-X","piSL-X","piFA-Z","piFS-Z","piSL-Z","piwFA","piwFS","piwSL","piwFA/C","piwFS/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Erik Swanson",16587,"2024-09-28","MIA",14,2024,"TOR","H",30,0,0,0,1,0,0,0,0,0,0,0,1.2,5,1,0,0,0,0,0,0,0,0,2,10.8000041198746,0,5.40000205993731,2,0,0,1,1,1,0,0,0,0,0.4,0,0.4,1.29088908401489,0,0.2,0.600000228881923,0.333333333333333,1,0.766478862762102,-0.766478862762102,1.67368425256661,0,17.2279608813907,39.7917274688199,1,0.333333333,0.333333333,0.333333333,0,0,0,0,3,11,14,0.0111820008605719,-0.0355100035667419,0.046692006289959,0.842999935150146,0.0890649706125259,0.405760020017624,0.361000001430511,0.701000034809113,0.122399993240833,1,1,0.0872461348772049,-0.0596879716552931,0,0,0.35714286,93.2,0.14285714,85.5,0.5,85.71428571,0.0952907353639603,-0.17972195148468,0.615011930465698,1.90581470727921,-8.98609757423401,8.78588472093855,0.66666667,1,0.78571429,0.66666667,1,0.81818182,0.35714286,0.6,0.14285714,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,1.47849235932107,54.07067,45.4929,62.89732,80,32.78278,80,55.76247,56.70104,64.19983,61.23109,52.43609,73.74458,-0.57234,3.21858,85.98,103.66,92.44,83.4,146.52,146.58,116.7,106.74,111.2,100.971428571429,111.322857142857,109.554285714286,0.35714286,0.5,0.14285714,93.1599975585937,85.5857107979911,85.3499984741211,-4.35291938781738,-5.23128890991211,2.852215051651,11.2096572875977,1.9516818182809,1.59456562995911,0.0960126146674156,0.610760886222124,-0.183396697044373,1.92025229334831,8.72515551745892,-9.16983485221863,0.75,0.83333333,0.78571429,0.66666667,1,0.81818182,0.42857143,19.55555556,0.35714286,0.5,0.14285714,92.9757385253906,85.3495396205357,85.1067047119141,-4.27812423706055,-5.28220585414341,3.05838489532471,10.0556762695313,0.576356274741037,0.0598564893007278,0.0960126146674156,0.610760886222124,-0.183396697044373,1.92025229334831,8.72515551745892,-9.16983485221863,0.83333333,0.75,0.78571429,0.6,1,0.81818182,0.57142857,3,92.8339233398438,17.9079895019531,0,0,99.7159,2,0.66666667,"2024-09-28",0
"Erik Swanson",16587,"2024-09-25","BOS",14,2024,"TOR","H",30,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.1820729804239,102.403901559937,0,0,0,1,0,0,0,0,4,12,16,0.0108880354091525,0,0.0108880354091525,0.479000002145767,0.0506075024604797,0.145266681909561,0.251000016927719,0.251000016927719,0.148599997162819,1,1,0.0756318271160126,-0.000679778469846862,0,0,0.375,93.83333333,0.125,87.5,0.5,85.5,0.389542758464813,0.0931044071912766,0.283311933279037,6.49237930774689,4.65522035956383,3.54139916598797,0.6,0.83333333,0.6875,0.33333333,1,0.63636364,0.375,1,0.25,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,-0.511560005096225,44.16787,33.43627,51.61529,56.47034,40.36692,50.42093,66.87024,57.15312,68.03171,55.22296,48.37215,58.38814,-0.19907,3.77849,103.36,66.94,35.22,85,125.2,116.48,125.82,112.56,120.66,112.295,97.0325,88.0975,0.375,0.5,0.125,93.7999979654948,85.5250015258789,87.4000015258789,-5.4037831624349,-7.27475833892822,1.53665196895599,10.7737083435059,2.69375514984131,1.88624799251556,0.394118696451187,0.286491490900517,0.094138327986002,6.56864494085312,3.58114363625646,4.7069163993001,0.63636364,0.8,0.6875,0.42857143,1,0.63636364,0.3125,19.69230769,0.375,0.5,0.125,93.5128173828125,85.2271881103516,87.1337509155273,-5.14972178141276,-7.28767108917236,2.04663014411926,9.78350003560384,1.07408583164215,0.212189972400665,0.394118696451187,0.286491490900517,0.094138327986002,6.56864494085312,3.58114363625646,4.7069163993001,0.63636364,0.8,0.6875,0.42857143,1,0.63636364,0.3125,2,96.529541015625,26.5522346496582,0,0,96.6873,2,1,"2024-09-25",0
"Erik Swanson",16587,"2024-09-23","BOS",14,2024,"TOR","H",30,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,1,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.1820729804239,27.173712862954,1,0.5,0.5,0,0,0,1,9,5,10,15,0.00325799966230989,0,0.00325799966230989,0.479000002145767,0.0506075024604797,0.0428666658699512,0.0561999976634979,0.0561999976634979,NA,0,1,0.0764864906668663,-0.000483386712059233,0,0,0.66666667,94.4,0.06666667,88,0.26666667,85.75,0.460019409656525,0.0572940893471241,0.210907563567162,4.60019409656525,5.72940893471241,5.27268908917904,0.44444444,0.83333333,0.6,0.75,0.6,0.66666667,0.4,0.33333333,0.2,0,2,0,0,2,0,2,0,1,0,0,1,0,3.80371073084586,66.02356,42.16787,73.23997,76.84419,41.0326,72.2085,41.38296,53.81274,43.98162,61.00795,42.11131,67.17236,-0.55847,3.23939,90.42,139.48,121.72,85.82,139.88,136.12,122.66,91,101.42,98.7106666666667,126.578666666667,117.266666666667,0.66666667,0.26666667,0.06666667,94.4200012207031,85.6999969482422,88.0999984741211,-4.86156349182129,-6.31225538253784,2.4338071346283,10.783757019043,2.68425679206848,1.94761383533478,0.465353690087795,0.255611646920443,0.057969942688942,4.65353690087795,6.39029117301106,5.7969942688942,0.28571429,0.875,0.6,0.5,0.71428571,0.66666667,0.53333333,17.83333333,0.66666667,0.26666667,0.06666667,93.9788818359375,85.2318496704102,87.684196472168,-4.71800117492676,-6.34386491775513,3.01817011833191,9.83169250488281,1.08311569690704,0.0885139033198357,0.465353690087795,0.255611646920443,0.057969942688942,4.65353690087795,6.39029117301106,5.7969942688942,0.28571429,0.875,0.6,0.5,0.71428571,0.66666667,0.53333333,2,89.4701538085938,2.52357578277588,0,0,92.0574,0,0,"2024-09-23",0
"Erik Swanson",16587,"2024-09-22","@TBR",14,2024,"TOR","A",30,0,0,9,1,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,2,18,0,9,2,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0.562229084014893,9,0.25,1,0,1,12.1664797782898,-3.16647977828979,0.678488184511662,226.31131824936,300.919529168283,15.0336680287444,1,0,0.5,0.5,0,1,1,9,5,15,20,-0.0579720214009285,-0.0765339955687523,0.0185619741678238,-0.547999978065491,-0.0601867064833641,0.277399986982346,0.486999988555908,0.486999988555908,NA,0,1,-0.140036046504974,-0.0689474578980665,0,0,0.5,94.8,0.1,86.5,0.4,85.875,-1.29752588272095,0.0931044071912766,0.516090333461761,-12.9752588272095,4.65522035956383,6.45112916827202,0.18181818,0.77777778,0.45,1,0.57142857,0.66666667,0.45,0.75,0.15,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,10.6747392134351,59.12173,54.9516,53.93611,65.14209,36.88059,72.393,80,72.3328,80,71.81072,64.0896,72.07454,-1.22961,2.23268,107.28,112.14,112.1,90.66,115.84,113.36,115.88,144.78,168.94,109.058,125.566,134.962,0.5,0.4,0.1,94.8700012207031,85.8125,86.5,-5.98556900024414,-8.00776767730713,0.803741097450256,11.0785354614258,2.25877809524536,1.92754626274109,-1.29837528988719,0.523034200072289,0.094138327986002,-12.9837528988719,6.53792750090361,4.7069163993001,0.11111111,0.72727273,0.45,1,0.625,0.66666667,0.55,19.1875,0.5,0.4,0.1,94.8242065429688,85.7317276000977,86.4598541259766,-5.65108795166016,-7.65171146392822,1.28675508499146,9.77716369628906,0.697376489639282,0.509889960289001,-1.29837528988719,0.523034200072289,0.094138327986002,-12.9837528988719,6.53792750090361,4.7069163993001,0.14285714,0.61538462,0.45,1,0.625,0.66666667,0.65,2,99.4019622802734,8.40898036956787,1,0.5,104.343,1,0.5,"2024-09-22",0
"Erik Swanson",16587,"2024-09-19","@TEX",14,2024,"TOR","A",30,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,76.9525195600348,76.9288520456552,3,0,1,0,0,0,1,9,2,5,7,0.0498680025339127,0,0.0498680025339127,0.49099999666214,0.0509864985942841,0.65719997882843,1.0324000120163,1.0324000120163,0.428799986839294,1,1,0.0762079879641533,-0.000328492923981821,0,0,0.71428571,94.4,0.14285714,89,0.14285714,86,0.400365054607391,0.0389156937599182,0.196974962949753,8.00730109214783,3.89156937599182,19.6974962949753,0,0.6,0.42857143,NA,1,1,0.71428571,0.66666667,0,0,2,1,0,2,1,3,0,0.66666667,0.33333333,0,0.66666667,0.33333333,1.36348034327887,33.27047,47.9117,32.98825,80,34.85234,80,75.33775,52.68728,66.94826,43.89187,43.1842,49.53091,0.50489,4.83443,80.76,84.92,76.26,83.64,145.82,137.24,98.86,127.98,133.5,83.7571428571429,99.7714285714286,93.1485714285714,0.71428571,0.14285714,0.14285714,94.2800048828125,85.9000015258789,89.1999969482422,-6.59966125488281,-8.25785064697266,1.76004874706268,9.73869552612305,3.00106263160706,3.16240835189819,0.405236445367336,0.199618250131607,0.039364367723465,8.10472890734673,19.9618250131607,3.9364367723465,0,0.6,0.42857143,NA,1,1,0.71428571,14.5,0.71428571,0.14285714,0.14285714,94.8503601074219,86.4389038085938,89.7781982421875,-6.65007019042969,-8.34920024871826,1.96149003505707,8.57116622924805,1.58361995220184,1.93008005619049,0.405236445367336,0.199618250131607,0.039364367723465,8.10472890734673,19.9618250131607,3.9364367723465,0,0.6,0.42857143,NA,1,1,0.71428571,3,97.7291564941406,-8.71039199829102,0,0,109.007,2,0.66666667,"2024-09-19",0
"Erik Swanson",16587,"2024-09-17","@TEX",14,2024,"TOR","A",30,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,1,27.000028163224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-72.358975922824,-72.3367211985741,0,0,0,0,0,0,0,0,1,4,5,0.00153601646889001,0,0.00153601646889001,0.763000011444092,0.0792315676808357,0.058399997651577,0.0291999988257885,0.058399997651577,NA,0,1,0.0263016521930695,7.29146604205866e-10,0,0,0.8,94,NA,NA,0.2,86,0.287012606859207,NA,-0.0207000374794006,7.17531517148018,NA,-2.07000374794006,0.66666667,1,0.8,1,0.5,0.75,0.4,1,0.2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.77698938611507,68.33216,42.6337,76.67022,NA,NA,NA,20,49.73987,20,56.59864,38.39123,63.45465,-0.28454,3.65028,95.96,129.92,109.72,NA,NA,NA,110.4,80.14,57.82,98.848,119.964,99.34,0.8,0.2,NA,94.0999984741211,85.5999984741211,NA,-5.85356569290161,-6.40929269790649,NA,10.1458740234375,4.45230150222778,NA,0.290266517549753,-0.0210469514131546,NA,7.25666293874383,-2.10469514131546,NA,0.66666667,1,0.8,1,0.5,0.75,0.4,19.75,0.8,0.2,NA,94.5381240844727,86.0279006958008,NA,-5.94848728179932,-6.98775005340576,NA,9.04452228546143,3.38051009178162,NA,0.290266517549753,-0.0210469514131546,NA,7.25666293874383,-2.10469514131546,NA,0.66666667,1,0.8,1,0.5,0.75,0.4,0,NA,NA,0,NA,NA,0,NA,"2024-09-17",0
"Erik Swanson",16587,"2024-09-15","STL",14,2024,"TOR","H",30,0,0,0,1,0,0,0,0,0,0,0,0.2,3,0,0,0,0,1,0,0,0,0,1,13.500014081612,13.500014081612,0,1,0,0,0,1,0,0,0,0,0,0.33333333,0.33333333,0,7.35528463540534,0,0,1.50000156462356,0,1,4.66648134291335,-4.66648134291335,6.93449631797012,0,114.280393430749,170.667945732913,0,0,0,1,0,0,0,0,6,7,13,0.0450979731976986,-0.0594039969146252,0.104501970112324,0.257999986410141,0.0272583197802305,2.01093339920044,0.768099963665009,1.53619992733002,1.46619999408722,1,1,0.00786425359547138,0.0145621346755822,0,0,0.53846154,93.85714286,0.23076923,87.33333333,0.23076923,85,-0.0975915491580963,0.0724043697118759,0.227396890521049,-1.3941649879728,2.41347899039586,7.57989635070165,0.25,0.6,0.38461538,1,0.66666667,0.8,0.38461538,0.66666667,0.07692308,0,0,1,1,0,0,1,0,0,1,1,0,0,3.51980574623585,20,31.57615,20.53495,38.49153,42.26472,47.00258,80,51.11774,80,34.60382,36.10666,43.32563,1.08192,5.69997,74.76,26.3,1.89999999999999,94.4,102.84,89.66,120.98,149.02,150.84,89.9584615384615,72.2830769230769,56.5230769230769,0.53846154,0.23076923,0.23076923,93.6714303152902,84.8999989827474,87.2666625976562,-5.58483450753348,-5.95029958089193,2.65684731801351,9.66008867536272,3.3161039352417,1.42627700169881,-0.102957833558321,0.229855198413134,0.0730913765728474,-1.4708261936903,7.66183994710445,2.43637921909491,0.22222222,0.75,0.38461538,1,0.66666667,0.8,0.30769231,20,0.53846154,0.23076923,0.23076923,93.734627859933,84.9588979085286,87.2764282226562,-5.66665267944336,-6.08627637227376,2.87790330251058,8.76354871477399,2.04928493499756,0.245155692100525,-0.102957833558321,0.229855198413134,0.0730913765728474,-1.4708261936903,7.66183994710445,2.43637921909491,0.25,0.6,0.38461538,1,0.66666667,0.8,0.38461538,1,77.745979309082,56.4126663208008,0,0,77.746,0,0,"2024-09-15",0
"Erik Swanson",16587,"2024-09-13","STL",14,2024,"TOR","H",30,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.1820729804239,64.7888072114456,1,0,0.5,0.5,0,0,1,9,5,7,12,0.307004004716873,0,0.307004004716873,1.08299994468689,0.114421546459198,3.43793344497681,2.66659998893738,2.66659998893738,NA,0,1,0.0926127284765244,-0.00331373254469813,1,0,0.25,95.66666667,0.41666667,88.4,0.33333333,86,0.232785269618034,0.220624476671219,0.274811297655106,7.75950898726781,4.41248953342438,6.87028244137764,0.16666667,0.83333333,0.5,0,0.8,0.66666667,0.5,0.33333333,0.16666667,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,-0.366765573022453,79.12859,56.69673,80,25.75612,42.41591,23.52884,80,68.50016,80,64.70268,61.25447,59.13906,-0.78801,2.89508,100.28,79.08,59.64,83.88,96.5,98.04,114.98,165.02,188.62,98.1709090909091,118.249090909091,123.996363636364,0.25,0.33333333,0.41666667,95.6333312988281,85.9250030517578,88.5400024414062,-6.09998321533203,-5.89252090454102,2.46112785339355,11.0053278605143,3.2184522151947,2.68065738677979,0.235786650329828,0.27838122099638,0.264767408370972,7.85955501099428,6.9595305249095,5.29534816741943,0.16666667,0.83333333,0.5,0,0.8,0.66666667,0.5,22,0.25,0.33333333,0.41666667,95.5889689127604,85.8680953979492,88.4900207519531,-6.00581995646159,-6.12243747711182,2.70748596191406,9.84984334309896,1.85188972949982,1.50164375305176,0.235786650329828,0.27838122099638,0.264767408370972,7.85955501099428,6.9595305249095,5.29534816741943,0.16666667,0.83333333,0.5,0,0.8,0.66666667,0.5,2,83.8122406005859,15.692892074585,0,0,88.9138,0,0,"2024-09-13",0
"Erik Swanson",16587,"2024-09-09","NYM",14,2024,"TOR","H",30,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,2.31606242325356,0,0.333333333333333,1,0.333333333333333,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,76.9525195600348,76.9288520456552,2,0.333333333,0.666666666,0,0,0,0,0,2,9,11,0.0355199947953224,-0.0232020076364279,0.0587220042943954,0.47900003194809,0.0506075024604797,0.641333341598511,0.629599988460541,0.629599988460541,NA,0,1,0.04081891477108,0.0145656917843651,0,0,0.54545455,95.33333333,0.27272727,88.33333333,0.18181818,86,0.896243274211884,0.0540259703993797,-0.417376458644867,14.9373879035314,1.80086567997932,-20.8688229322433,0.4,0.66666667,0.54545455,0.5,1,0.83333333,0.54545455,1,0.09090909,3,0,0,0,1,2,3,1,0,0,0,0.33333333,0.66666667,6.22820573169423,80,51.75419,80,64.48169,41.67497,74.88986,80,80,80,80,56.2358,80,-2.3682,0.52479,99.76,130.54,119.64,88.02,114.64,109.28,183.22,160.64,218.68,111.732727272727,131.676363636364,134.821818181818,0.54545455,0.18181818,0.27272727,95.3166707356771,85.8000030517578,88.2666625976562,-5.96635437011719,-7.21594715118408,2.07044649124146,11.0628852844238,0.342674225568771,2.64046271642049,0.911455310881138,-0.423699885606766,0.0544858016073704,15.190921848019,-21.1849942803383,1.81619338691235,0.33333333,0.625,0.54545455,1,0.8,0.83333333,0.72727273,18,0.54545455,0.18181818,0.27272727,95.2193196614583,85.6976013183594,88.1907653808594,-5.65703328450521,-7.14154005050659,2.69294675191244,10.0691515604655,-1.18537497520447,1.13082432746887,0.911455310881138,-0.423699885606766,0.0544858016073704,15.190921848019,-21.1849942803383,1.81619338691235,0.33333333,0.625,0.54545455,1,0.8,0.83333333,0.72727273,3,88.2806905110677,-1.14745934804281,0,0,98.6001,1,0.33333333,"2024-09-09",0
"Erik Swanson",16587,"2024-09-08","@ATL",14,2024,"TOR","A",30,0,0,0,1,0,0,0,0,0,1,0,0.2,3,1,0,0,0,0,0,0,0,0,1,13.500014081612,0,13.500014081612,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.333333333333333,1.50000156462356,0.5,1,0.166476649042681,-0.166476649042681,0.166476649042681,0,2.29677181860536,2.29606542354053,2,0,1,0,0,0,0,0,2,9,11,0.0298840180039406,-0.172411978244781,0.202295988798141,0.142000019550323,0.014430895447731,3.25506663322449,2.48359990119934,2.48359990119934,4.07639980316162,1,1,-0.0178105589002371,0.0269913288724749,0,0,0.54545455,95.16666667,0.36363636,87.5,0.09090909,85,-0.254934430122375,0.12969845533371,0.139680862426758,-4.24890716870626,3.24246138334274,13.9680862426758,0.71428571,1,0.81818182,0.4,1,0.66666667,0.36363636,1,0.27272727,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,-0.215559452228852,39.33525,42.11533,29.24007,69.44637,42.29684,80,72.57103,72.61259,80,53.0904,44.10906,56.15528,-0.06658,3.97722,75.48,110.18,79.16,92.44,126.94,127.04,170.72,71.28,118.6,90.3054545454546,112.738181818182,100.156363636364,0.54545455,0.09090909,0.36363636,95.2333374023438,84.9000015258789,87.4749984741211,-4.91372807820638,-4.98545217514038,2.5832371711731,9.81872940063477,1.31791937351227,1.05422115325928,-0.259960256516933,0.141648322343826,0.131061319261789,-4.33267094194889,14.1648322343826,3.27653298154473,0.71428571,1,0.81818182,0.4,1,0.66666667,0.36363636,20.5,0.54545455,0.09090909,0.36363636,95.4396158854167,85.1456985473633,87.6786270141602,-4.55496152242025,-4.81990003585815,3.20205998420715,8.92938359578451,-0.00470378994941711,-0.309090852737427,-0.259960256516933,0.141648322343826,0.131061319261789,-4.33267094194889,14.1648322343826,3.27653298154473,0.75,1,0.81818182,0.5,1,0.66666667,0.27272727,2,83.9879760742188,-22.0831089019775,0,0,94.2907,0,0,"2024-09-08",0
