"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","XX%","wFB","wSL","wCT","wCB","wCH","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSL%","pfxCU%","pfxCH%","pfxvFA","pfxvFC","pfxvSL","pfxvCU","pfxvCH","pfxFA-X","pfxFC-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSL","pfxwCU","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piFC%","piSL%","pivCH","pivCU","pivFA","pivFC","pivSL","piCH-X","piCU-X","piFA-X","piFC-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piFC-Z","piSL-Z","piwCH","piwCU","piwFA","piwFC","piwSL","piwCH/C","piwCU/C","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Max Scherzer",3137,"2024-09-14","@SEA",13,2024,"TEX","A",39,0,0,4.5,1,1,0,0,0,0,0,0,4,19,5,2,2,1,2,0,0,0,0,2,4.5,4.5,11.25,1,0,0,4,7,3,1,0,1,0,0.10526316,0.10526316,0,6.33947977594649,2.25,0.294117647058824,1.75,0.285714285714286,0.89285714,6.9164797782898,-2.4164797782898,6.31249448917806,111.686363599936,167.594481233661,155.194051951191,0.571428571,0.214285714,0.285714285,0.5,0.142857142,0.142857142,4,9,24,49,73,-0.0598519891500473,-0.357029974460602,0.297177970409393,-0.280000001192093,-0.0318001098930836,1.16611576080322,0.988150000572205,0.870000004768372,1.21220004558563,1,1,-0.0685508698225021,0.0172249284692859,0,0,0.43835616,92.15625,0.10958904,84.625,0.15068493,85.90909091,0.15068493,74.36363636,0.15068493,82.90909091,NA,0.0417720563709736,0.17893984913826,0.250075370073318,-0.221086978912354,-1.28619039058685,0.130537676159292,2.23674811422825,2.27341245521199,-2.00988162647594,-11.6926399144259,0.38095238,0.77419355,0.54794521,0.6875,0.79166667,0.75,0.42465753,0.57894737,0.1369863,6,6,3,1,7,7,15,0.4,0.4,0.2,0.06666667,0.46666667,0.46666667,7.19492070344853,39,47.65166,57.92784,46.85241,59.01096,38.90561,63.76306,46.03832,47.79821,48.31129,46.78606,35.72643,52.42807,80,63.41594,80,49.94124,44.68872,55.45003,0.12906,4.27068,96.04,110.2,88.42,96.64,107.5,101.26,102.68,94.44,96.2,98.96,115.18,103.76,110.16,145.56,146.58,100.568219178082,106.261643835616,100.690684931507,0.43835616,0.08219178,0.17808219,0.15068493,0.15068493,92.1437530517578,86,84.7846116286058,74.4090909090909,82.8272705078125,-6.75113821029663,1.51817417144775,1.0937144939716,6.76923994584517,-9.32017517089844,9.60044765472412,3.60397307078044,2.02454200157752,-5.4096249667081,0.906870061700994,0.0362035930156708,0.318224251270294,0.158865757286549,-0.225647013634443,-1.28772564232349,0.113136228173971,5.30373752117157,1.2220442868196,-2.05133648758585,-11.7065967483954,0.33333333,0.725,0.54794521,0.54545455,0.82758621,0.75,0.54794521,19.5,0.15068493,0.15068493,0.43835616,0.06849315,0.19178082,83.0216730291193,74.6136474609375,92.3497314453125,86.4455627441406,84.9692644391741,-8.30786548961293,8.00119573419744,-5.71374845504761,2.49252986907959,2.40221350533622,-0.705447933890603,-7.15622086958452,8.57204818725586,2.9177318572998,0.736766270228795,-1.28772564232349,-0.225647013634443,0.0362035930156708,-0.0632517747581005,0.540341783314943,-11.7065967483954,-2.05133648758585,0.113136228173971,-1.26503549516201,3.85958416653531,0.32352941,0.74358974,0.54794521,0.54545455,0.82758621,0.75,0.53424658,15,88.810067313058,19.4225594656808,2,0.13333333,112.554,7,0.46666667,"2024-09-14",0
"Max Scherzer",3137,"2024-07-30","@STL",13,2024,"TEX","A",39,0,1,6.75,1,1,0,0,0,0,0,0,4,17,4,3,3,1,1,0,0,0,0,5,11.25,2.25,9,5,0,0,4,5,2,0,0,0,0,0.29411765,0.05882353,0.23529412,3.20239690007581,2.25,0.25,1.25,0.3,0.55555556,4.6664797782898,2.0835202217102,3.30649028606713,167.529545399904,112.483230963677,80.4119731964061,0.8,0.181818181,0.363636363,0.454545454,0,0.2,1,2.25,23,45,68,-0.161435976624489,-0.386411994695663,0.224976003170013,-1.07999992370605,-0.113924048841,0.755717635154724,0.791200041770935,0.870000004768372,0.551999986171722,1,1,-0.145979538559914,-0.0676398995936459,0,0,0.44117647,92.5,0.22058824,84.6,NA,NA,0.10294118,74.42857143,0.23529412,82.8125,NA,-1.87292671203613,0.259699672460556,NA,-0.162851542234421,0.70674991607666,-6.24308904012044,1.73133114973704,NA,-2.32645060334887,4.41718697547913,0.40540541,0.77419355,0.57352941,0.46666667,0.66666667,0.58974359,0.45588235,0.70588235,0.23529412,6,2,3,0,7,4,11,0.54545455,0.18181818,0.27272727,0,0.63636364,0.36363636,4.59952086004607,43,49.94336,53.62427,48.72047,20,42.213,20,56.43741,47.18167,65.09496,44.87074,41.56222,52.82708,NA,NA,NA,44.2611,45.88837,50.56701,0.48195,4.80002,84.74,97.88,81.2,97.6,14.42,11.68,91.4,94.04,88.04,104.6,98.7,87.86,NA,NA,NA,93.3829411764706,87.7752941176471,78.5302941176471,0.44117647,NA,0.22058824,0.10294118,0.23529412,92.4066650390625,NA,84.6600016276042,74.4142892020089,82.7375030517578,-6.38760426839193,NA,1.35114606221517,6.46432822091239,-8.2446813583374,9.26368713378906,NA,2.34711786905924,-4.76688494001116,0.419462651014328,-1.832738827914,NA,0.262240126729012,-0.168650396168232,0.71444683149457,-6.10912942638,NA,1.74826751152674,-2.40929137383189,4.46529269684106,0.375,0.75,0.57352941,0.25,0.74074074,0.58974359,0.52941176,19.35294118,0.23529412,0.10294118,0.44117647,NA,0.22058824,83.0551300048828,74.735116141183,92.7404052734375,NA,84.9823486328125,-8.14061641693115,6.67601885114397,-6.0074467976888,NA,1.80105311075846,-0.475810348987579,-5.81791741507394,8.56061604817708,NA,1.5188596089681,0.71444683149457,-0.168650396168232,-1.832738827914,NA,0.262240126729012,4.46529269684106,-2.40929137383189,-6.10912942638,NA,1.74826751152674,0.35483871,0.75675676,0.57352941,0.27272727,0.71428571,0.58974359,0.54411765,11,90.8004927201705,17.9328530051491,1,0.09090909,103.691,4,0.36363636,"2024-07-30",0
"Max Scherzer",3137,"2024-07-25","CHW",13,2024,"TEX","H",39,1,0,1.5,1,1,1,0,0,0,0,0,6,21,3,1,1,0,1,0,0,0,0,9,13.5,1.5,4.5,9,0,0,4,4,2,0,0,1,0,0.42857143,0.04761905,0.38095238,1.81778350450847,0,0.15,0.666666666666667,0.272727272727273,0.75,0.666479778289796,0.833520221710204,1.67448538243771,37.2287878666453,14.5076749281513,39.8116576329397,1,0.2,0.4,0.4,0,0,2,3,23,62,85,0.238040074706078,-0.275368005037308,0.513408064842224,1.94609999656677,0.202087223529816,1.11860871315002,1.0988667011261,0.870000004768372,1.73000001907349,1,1,0.230935469269753,-0.0181353436246089,0,0,0.42352941,92.55555556,0.31764706,84.88888889,NA,NA,0.11764706,74.6,0.14117647,82.58333333,NA,0.693467319011688,1.07628548145294,NA,0.382214665412903,0.107627190649509,1.9262981083658,3.98624252389978,NA,3.82214665412903,0.896893255412579,0.55172414,0.62962963,0.57647059,0.5625,0.64705882,0.59183673,0.31764706,0.66666667,0.23529412,2,5,4,0,8,3,11,0.18181818,0.45454545,0.36363636,0,0.72727273,0.27272727,0.760023299373978,73,70.15173,59.06016,74.65659,74.62718,47.62983,77.25509,42.11338,47.36643,47.37799,54.78543,39.07886,63.62749,NA,NA,NA,53.7213,45.62931,63.1419,-0.10578,3.91842,87.28,142,131.58,106.56,131.6,131.06,105.32,69.76,74.08,105.04,109.92,112.06,NA,NA,NA,102.830117647059,99.9905882352941,100.965411764706,0.42352941,NA,0.31764706,0.11764706,0.14117647,92.4416639539931,NA,84.8592574508102,74.5799987792969,82.4750010172526,-7.37232547336155,NA,1.38009276213469,7.35905380249023,-8.50392468770345,8.85407426622179,NA,2.70315721299913,-5.36275978088379,0.144000162680944,0.694991249591112,NA,1.06820530444384,0.386231224983931,0.148426335304976,1.9305312488642,NA,3.95631594238458,3.86231224983931,1.23688612754146,0.52083333,0.64864865,0.57647059,0.52,0.66666667,0.59183673,0.43529412,19.49206349,0.14117647,0.11764706,0.42352941,NA,0.31764706,82.739491780599,74.8156799316406,92.7085232204861,NA,85.1166087962963,-7.5774777730306,8.39613571166992,-6.34295654296875,NA,2.55542896412037,-1.44324906667074,-7.19104461669922,7.67896948920356,NA,1.28169773243092,0.148426335304976,0.374874603003263,0.694991249591112,NA,1.0795619264245,1.23688612754146,3.74874603003263,1.9305312488642,NA,3.99837750527594,0.5106383,0.65789474,0.57647059,0.54166667,0.64,0.59183673,0.44705882,11,86.5050842285156,14.7621429443359,1,0.09090909,102.447,3,0.27272727,"2024-07-25",0
"Max Scherzer",3137,"2024-07-20","BAL",13,2024,"TEX","H",39,0,1,18,1,1,0,0,0,0,0,0,2,14,5,4,4,0,2,0,1,0,0,1,4.5,9,22.5,0.5,0,1,4,1,4,1,0,1,1,0.07142857,0.14285714,-0.07142857,6.5496831582906,0,0.454545454545455,3.5,0.5,0.5,6.6664797782898,11.3335202217102,7.42248398140073,446.745454399744,161.47100898144,182.807892789628,4,0.444444444,0.444444444,0.111111111,1,0,2,9,19,34,53,-0.279719978570938,-0.439279973506927,0.159559980034828,-3.01789999008179,-0.313385248184204,1.0531142950058,0.899999976158142,0.870000004768372,0.683600008487701,1,1,-0.227010235190392,-0.0386019399528563,0,0,0.37735849,91.25,0.20754717,84.36363636,0.03773585,86.5,0.16981132,74.66666667,0.20754717,82.27272727,NA,-1.39732933044434,-0.10042704641819,0.0151102766394615,0.00705192238092422,-0.727641999721527,-6.98664665222168,-0.912973149256273,0.755513831973076,0.0783546931213803,-6.6149272701957,0.41935484,0.72727273,0.54716981,0.69230769,0.875,0.79310345,0.41509434,0.57142857,0.11320755,6,2,2,3,5,2,10,0.6,0.2,0.2,0.3,0.5,0.2,9.99109018485239,26,20,61.49536,20,80,39.69282,80,38.99537,42.09546,38.1891,50.19831,32.75288,55.41207,20,51.93202,20,37.45238,42.36946,39.69891,0.90495,5.43452,70.72,12.64,-10.58,88.42,146,140.78,92.76,92.78,80.88,93.32,108.88,94.18,92.1,65.64,71.76,87.54,87.5018867924528,74.4856603773585,0.37735849,0.03773585,0.20754717,0.16981132,0.20754717,91.3150024414062,86.6000061035156,84.4272738370028,74.4666680230035,82.1909068714489,-7.52643661499023,0.362593948841095,1.60854322260076,5.81355539957682,-8.65882110595703,8.82134780883789,4.55151891708374,1.95735289833762,-5.11327107747396,-0.055687432939356,-1.42051643505692,0.0151214338839054,-0.121026385575533,0.00618981570005417,-0.744388442486525,-7.10258217528462,0.756071694195271,-1.10023986886848,0.0687757300006019,-6.7671676589684,0.25,0.79310345,0.54716981,0.66666667,0.82608696,0.79310345,0.54716981,20.1025641,0.20754717,0.16981132,0.37735849,0.03773585,0.20754717,82.3820190429688,74.6520589192708,91.5227966308594,86.779052734375,84.6302601207386,-7.6703838001598,7.13936530219184,-6.4112434387207,1.63289499282837,2.92854170365767,-1.22526238181374,-6.47438218858507,7.95106658935547,3.86273002624512,0.956710642034357,-0.744388442486525,0.00618981570005417,-1.42051643505692,0.0151214338839054,-0.121026385575533,-6.7671676589684,0.0687757300006019,-7.10258217528462,0.756071694195271,-1.10023986886848,0.29166667,0.75862069,0.54716981,0.71428571,0.81818182,0.79310345,0.54716981,10,86.3507351345486,5.53721449110243,1,0.1,104.74,3,0.3,"2024-07-20",0
"Max Scherzer",3137,"2024-07-14","@HOU",13,2024,"TEX","A",39,0,0,2.25,1,1,0,0,0,0,0,0,4,17,4,1,1,1,1,0,0,0,0,6,13.5,2.25,9,6,0,1,3,4,2,0,0,1,1,0.35294118,0.05882353,0.29411765,2.60588825367013,2.25,0.25,1.25,0.333333333333333,1,4.1664797782898,-1.9164797782898,2.42848818451166,55.8431817999679,100.236286459236,58.5694148136079,0.75,0.222222222,0.333333333,0.444444444,0,0.25,2,4.5,24,47,71,-0.14030396938324,-0.389755994081497,0.249452024698257,-0.91700005531311,-0.0971913188695908,1.04764449596405,1.09516000747681,0.910000026226044,3.16599988937378,1,1,0.0350924804806709,-0.169015743499517,0,0,0.47887324,93.02941176,0.26760563,85.05263158,0.04225352,86.33333333,0.15492958,75.09090909,0.05633803,84.25,NA,0.668672800064087,-0.177315890789032,0.243702173233032,0.421253144741058,-1.28890240192413,1.96668470607084,-0.933241530468589,8.12340577443441,3.82957404310053,-32.2225600481033,0.41304348,0.68,0.50704225,0.47368421,0.94117647,0.69444444,0.35211268,0.64705882,0.15492958,7,2,1,1,6,3,10,0.7,0.2,0.1,0.1,0.6,0.3,4.78720677519491,50,48.04461,65.05587,61.40886,62.9175,42.58974,63.33317,48.6078,47.75673,51.09358,38.63507,38.53362,49.84936,70.08941,68.06644,64.17903,47.57564,43.52523,55.00366,0.27603,4.49114,114.86,98.12,86.02,102.12,114.58,112.94,107.04,84.72,88.26,109.82,83.26,92.04,89.06,157.3,168.66,106.994285714286,91.8345714285714,95.3874285714286,0.47887324,0.02816901,0.28169014,0.15492958,0.05633803,92.9000028722427,86.1999969482422,85.1099975585937,75.1909068714489,84.0250015258789,-7.15980305391199,0.642070949077606,1.35959386825562,6.95861885764382,-9.39163780212402,9.79844755284926,4.58555889129639,2.67982044219971,-4.81242023814808,2.20752811431885,0.672686498612165,0.336135342717171,-0.27417005226016,0.424516338855028,-1.2999881207943,1.97848970180049,16.8067671358585,-1.3708502613008,3.85923944413662,-32.4997030198574,0.34210526,0.6969697,0.50704225,0.46153846,0.82608696,0.69444444,0.46478873,19.18518519,0.05633803,0.15492958,0.47887324,0.02816901,0.28169014,83.9968490600586,75.2033802379261,92.9031192555147,86.1638488769531,85.099267578125,-8.67576789855957,7.89764265580611,-6.25296693689683,1.5309385061264,2.55577144622803,0.345539003610611,-6.88720841841264,8.18713827694164,3.41747498512268,0.804573631286621,-1.2999881207943,0.424516338855028,0.672686498612165,0.336135342717171,-0.27417005226016,-32.4997030198574,3.85923944413662,1.97848970180049,16.8067671358585,-1.3708502613008,0.35135135,0.67647059,0.50704225,0.53846154,0.7826087,0.69444444,0.47887324,10,89.3286404079861,24.215825398763,1,0.1,104.465,3,0.3,"2024-07-14",0
"Max Scherzer",3137,"2024-07-09","@LAA",13,2024,"TEX","A",39,0,0,4.05000038623813,1,1,1,0,0,0,0,0,6.2,27,8,4,3,2,0,0,0,0,0,6,8.10000077247627,0,10.8000010299684,6,0.125,0,8,10,3,2,1,0,0,0.22222222,0,0.22222222,3.51730110296643,2.70000025749209,0.296296296296296,1.20000011444093,0.315789473684211,0.76923077,5.26647997856142,-1.21647959232329,3.63449243225576,100.517736826061,127.179569274437,88.5718694143261,0.8,0.142857142,0.38095238,0.476190476,0.2,0.2,4,5.40000051498418,26,70,96,-0.0909799858927727,-0.584196031093597,0.493216037750244,-1.04999995231628,-0.106544896960258,1.10134279727936,1.14488577842712,0.920000016689301,3.34299993515015,1,1,-0.142496198415756,0.0598879622539362,0,0,0.41052632,92.87179487,0.24210526,85.60869565,0.16842105,86.8125,0.08421053,75.25,0.09473684,83.22222222,0.01041667,-1.31708109378815,0.415650904178619,1.62921071052551,-3.07505083084106,0.531313955783844,-3.3771310097132,1.80717784425487,10.1825669407845,-38.4381353855133,5.90348839759827,0.38888889,0.75609756,0.54736842,0.61904762,0.90322581,0.78846154,0.43157895,0.66666667,0.11458333,5,10,6,4,11,6,21,0.23809524,0.47619048,0.28571429,0.19047619,0.52380952,0.28571429,4.45013721478569,45,45.76862,67.06046,44.89201,60.28262,45.22534,63.50592,63.92656,52.78683,66.94873,67.19392,42.99802,72.31567,66.03926,70.22652,66.42173,65.23662,53.20184,70.76787,-0.82118,2.84532,103.32,88.54,91.72,108.46,101,102.24,97.82,115.8,115.04,108.18,129.94,135.74,105.82,125.16,131.26,103.117473684211,117.021263157895,119.543368421053,0.41052632,0.15789474,0.25263158,0.08421053,0.09473684,92.7999987479968,86.786669921875,85.6041666666667,75.2375030517578,83.1333346896701,-6.85566202799479,1.18846333821615,1.50561920801799,6.99013996124268,-8.9035407172309,9.19372167342748,3.73195190429688,2.68407471974691,-4.32329034805298,-0.213141957918803,-1.32090220227838,1.36424915865064,0.730326149612665,-3.09414356946945,0.537271153181791,-3.38692872379071,9.09499439100425,3.0430256233861,-38.6767946183681,5.96967947979768,0.33333333,0.74,0.54736842,0.53333333,0.89189189,0.78846154,0.52631579,18.20289855,0.09473684,0.08421053,0.41052632,0.21052632,0.2,83.3220011393229,75.4344482421875,92.9994553786058,86.5829467773438,85.8799085115132,-8.12785424126519,7.96427869796753,-5.88282032502003,2.19892463684082,2.93063996967516,-1.69532659318712,-5.82849502563477,8.09845831455329,2.56515560150146,0.872811568410773,0.537271153181791,-3.09414356946945,-1.29257722944021,1.59239302575588,0.50218228250742,5.96967947979768,-38.6767946183681,-3.31430058830824,7.96196512877941,2.64306464477589,0.34090909,0.70588235,0.53684211,0.53333333,0.91666667,0.80392157,0.53684211,21,85.9785446893601,14.2380763462612,2,0.0952381,105.813,7,0.33333333,"2024-07-09",0
"Max Scherzer",3137,"2024-07-04","SDP",13,2024,"TEX","H",39,0,1,4.26315810871918,1,1,1,0,0,0,0,0,6.1,24,6,3,3,1,1,0,0,2,0,3,4.26315810871918,1.42105270290639,8.52631621743836,3,0,0,5,9,6,1,0,0,0,0.125,0.04166667,0.08333333,5.36877421450642,1.42105270290639,0.260869565217391,1.10526321337164,0.263157894736842,0.71428571,4.74542722596357,-0.482269117244387,4.84143917646644,105.80813924765,114.416960984533,118.597771036481,0.555555555,0.3,0.25,0.45,0.111111111,0.111111111,1,1.42105270290639,29,61,90,-0.0167479962110519,-0.46263200044632,0.445884019136429,0.50409996509552,0.0523468255996704,0.960355579853058,0.962057173252106,0.870000004768372,1.6632000207901,1,1,0.0203804951161146,-0.0378198650353424,0,0,0.48888889,92.09090909,0.15555556,85.14285714,0.04444444,86.25,0.15555556,74.64285714,0.15555556,82.78571429,NA,1.32246136665344,-2.02036213874817,-0.474047392606735,0.202234491705894,0.594471037387848,3.00559401512146,-14.4311581339155,-11.8511848151684,1.44453208361353,4.24622169562748,0.36170213,0.6744186,0.51111111,0.52941176,0.96551724,0.80434783,0.47777778,0.70833333,0.1,10,4,6,5,9,6,20,0.5,0.2,0.3,0.25,0.45,0.3,6.46836175206399,51,51.16476,52.82429,55.44725,70.67532,44.42917,69.93128,65.97179,48.80629,75.03485,38.0245,42.39374,45.19306,58.42501,61.48849,74.26247,60.66675,45.62023,70.71766,-0.53727,3.27119,94.36,94.62,76.82,96.88,133.78,134.48,96.16,123.1,123.04,105.64,91.66,88.46,108.64,104.58,102.54,98.0546666666667,114.760888888889,111.496,0.48888889,0.05555556,0.14444444,0.15555556,0.15555556,92.0113636363636,86.1599975585937,85.0230806790865,74.6857125418527,82.5857107979911,-6.82001079212536,0.595858335494995,0.87308172079233,6.33792168753488,-9.18733978271484,9.13565410267223,4.14615440368652,3.14819658719576,-4.47342436654227,1.08025421415057,1.3008783236146,-0.520355403423309,-1.99027521163225,0.202935986220837,0.599943138659,2.95654164457863,-10.4071080684662,-15.3098093202481,1.44954275872026,4.28530813327857,0.325,0.66,0.51111111,0.69230769,0.84848485,0.80434783,0.55555556,18.89230769,0.15555556,0.15555556,0.48888889,0.02222222,0.17777778,82.6382184709821,74.7315325055804,92.0653686523438,86.5842514038086,85.2210235595703,-8.08112008231027,7.71266719273159,-5.64788055419922,1.52744007110596,2.26993417739868,-0.201001576014927,-5.75470515659877,8.1996938532049,4.25914001464844,2.00928282737732,0.599943138659,0.202935986220837,1.3008783236146,-0.431845515966415,-2.07878509908915,4.28530813327857,1.44954275872026,2.95654164457863,-21.5922757983208,-12.9924068693072,0.35135135,0.62264151,0.51111111,0.69230769,0.84848485,0.80434783,0.58888889,20,88.8143859863281,27.5128234863281,1,0.05,107.913,7,0.35,"2024-07-04",0
"Max Scherzer",3137,"2024-06-28","@BAL",13,2024,"TEX","A",39,0,1,3.37500020116569,1,1,0,0,0,0,0,0,5.1,22,4,2,2,1,2,0,0,0,0,4,6.75000040233138,3.37500020116569,6.75000040233138,2,0,0,3,9,4,1,0,0,0,0.18181818,0.09090909,0.09090909,5.4352993304891,1.68750010058284,0.2,1.12500006705523,0.2,0.86956522,5.22897990122438,-1.85397970005869,5.34299409351956,83.7647776927217,126.261046542319,131.075238389354,0.333333333,0.25,0.1875,0.5625,0.111111111,0.111111111,0,0,24,53,77,-0.0054400097578764,-0.352580010890961,0.3471400141716,0.555999994277954,0.0597849488258362,0.906363606452942,0.856000006198883,0.870000004768372,0.346000015735626,1,1,-0.0188727583736181,0.0128707413915309,0,0,0.4025974,93.35483871,0.19480519,85.53333333,0.09090909,86.71428571,0.18181818,74.92857143,0.12987013,83.9,NA,-0.477543979883194,1.06634223461151,-0.661469161510468,0.266355454921722,0.416433662176132,-1.54046445123611,7.10894823074341,-9.44955945014954,1.90253896372659,4.16433662176132,0.4,0.72972973,0.55844156,0.5625,0.88888889,0.76744186,0.48051948,0.68181818,0.12987013,10,2,4,3,10,3,16,0.625,0.125,0.25,0.1875,0.625,0.1875,5.90840332923887,51,78.65343,47.62582,80,23.50672,44.22132,20,68.04901,50.20889,74.50885,37.2407,39.34676,39.74121,80,68.43863,80,60.20691,46.06546,67.75426,-0.50871,3.31403,90.02,160.94,150.88,100.5,53.82,47.44,93.96,114.86,114.02,107.4,92.76,93.06,116.52,137.58,137.46,99.3768421052632,107.409736842105,104.627368421053,0.4025974,0.09090909,0.19480519,0.18181818,0.12987013,93.3000015751008,86.7999965122768,85.486669921875,74.778573172433,83.8299987792969,-5.19941809869582,2.05296107700893,1.69202194213867,8.20307268415179,-8.20843124389648,9.11873995873236,3.1926258632115,2.00827891031901,-5.64140428815569,2.5172191619873,-0.525458123534918,-0.672617964446545,1.12021411955357,0.307187613099813,0.419811189174652,-1.69502620495135,-9.60882806352207,7.46809413035711,2.19419723642724,4.19811189174652,0.33333333,0.73170732,0.54545455,0.58333333,0.83333333,0.76190476,0.53246753,20.14545455,0.12987013,0.18181818,0.4025974,0.02597403,0.25974026,83.5413391113281,74.4772600446429,93.020255796371,87.0097961425781,85.4774719238281,-7.86202697753906,8.79921776907785,-4.71027398878528,1.71618497371674,2.65864105224609,1.0371561050415,-7.48959786551339,8.22800667055192,2.53237009048462,0.939307308197021,0.419811189174652,0.307187613099813,-0.525458123534918,0.127053171396255,0.320542983710766,4.19811189174652,2.19419723642724,-1.69502620495135,6.35265856981277,1.60271491855383,0.32432432,0.75,0.54545455,0.58333333,0.83333333,0.76190476,0.51948052,16,92.4542999267578,30.2303028106689,1,0.0625,110.048,8,0.5,"2024-06-28",0
"Max Scherzer",3137,"2024-06-23","KCR",13,2024,"TEX","H",39,1,0,0,1,1,0,0,0,0,0,0,5,16,1,0,0,0,0,0,0,0,0,4,7.2,0,1.8,4,0,0,4,7,1,3,0,0,0,0.25,0,0.25,3.45605720901489,0,0.0625,0.2,0.0833333333333333,1,1.5664797782898,-1.5664797782898,3.68329154700041,0,36.5521750361446,89.7858727873824,0.571428571,0.083333333,0.333333333,0.583333333,0.428571428,0,3,5.4,18,39,57,0.258211970329285,-0.0384400188922882,0.296651989221573,2.45510005950928,0.254942893981934,0.757600009441376,0.952719986438751,0.870000004768372,0.910400032997131,1,1,0.320606142282486,0.0202227477800682,0,0,0.49122807,92.89285714,0.1754386,84.3,0.07017544,87.5,0.15789474,75,0.10526316,82.66666667,NA,2.48012614250183,0.812832832336426,0.338419646024704,0.17688561975956,-0.866002142429352,8.85759336607797,8.12832832336426,8.4604911506176,1.96539577510622,-14.4333690404892,0.375,0.76,0.54385965,0.58333333,1,0.83870968,0.43859649,0.625,0.0877193,3,3,6,5,5,2,12,0.25,0.25,0.5,0.41666667,0.41666667,0.16666667,-0.0590647692249107,71,76.86504,57.23141,80,40.18878,40.15426,40.54764,58.82753,46.79196,64.66463,69.77712,36.35983,79.29051,80,53.88901,80,63.27472,42.19079,71.8681,-0.6993,3.02814,105.98,170.36,159.82,118.26,79,85.1,94.16,108.78,107.66,107.24,126.32,129.46,115.18,145.94,143.14,102.979298245614,116.244912280702,115.902807017544,0.49122807,0.07017544,0.1754386,0.15789474,0.10526316,92.8535679408482,87.1750030517578,84.35,74.7222222222222,82.6166687011719,-6.89496285574777,0.913699507713318,1.14537878036499,6.9585821363661,-8.23017883300781,9.23044041224888,3.51277780532837,1.48000440597534,-5.57644568549262,0.423493067423503,2.55416376143694,0.342587146908045,0.82198229059577,0.177923604846001,-0.914790328592062,9.12201343370335,8.56467867270112,8.2198229059577,1.97692894273334,-15.2465054765344,0.34615385,0.70967742,0.54385965,0.44444444,1,0.83870968,0.54385965,19.31707317,0.10526316,0.15789474,0.49122807,0.07017544,0.1754386,82.8111826578776,74.9215766059028,93.0769827706473,87.3402709960938,84.5497985839844,-7.27436319986979,7.89943440755208,-5.80208860124861,1.90788102149963,2.2250804901123,-0.79805866877238,-6.61870744493273,8.27543749128069,2.91237258911133,0.394406843185425,-0.914790328592062,0.177923604846001,2.55416376143694,0.342587146908045,0.82198229059577,-15.2465054765344,1.97692894273334,9.12201343370335,8.56467867270112,8.2198229059577,0.34615385,0.70967742,0.54385965,0.44444444,1,0.83870968,0.54385965,12,81.2402801513672,26.3614934285482,0,0,102.386,2,0.16666667,"2024-06-23",0
