"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","CH%","CHv","XX%","wFB","wSL","wCB","wCH","wFB/C","wSL/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxCU%","pfxCH%","pfxvFA","pfxvSI","pfxvCU","pfxvCH","pfxFA-X","pfxSI-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwCU","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piSI%","pivCH","pivCU","pivFA","pivSI","piCH-X","piCU-X","piFA-X","piSI-X","piCH-Z","piCU-Z","piFA-Z","piSI-Z","piwCH","piwCU","piwFA","piwSI","piwCH/C","piwCU/C","piwFA/C","piwSI/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Jose Quintana",11423,"2024-09-28","@MIL",25,2024,"NYM","A",35,0,1,4.15384645857051,1,1,0,0,0,0,0,0,4.1,20,5,2,2,0,2,0,0,0,0,9,18.6923090635673,4.15384645857051,10.3846161464263,4.5,0,0,4,1,3,0,0,1,0,0.45,0.1,0.35,2.16734658401489,0,0.277777777777778,1.61538473388853,0.555555555555556,0.71428571,0.397248805909452,3.75659765266106,0.746173848326872,104.803784164268,11.4590764733325,19.8213142638809,4,0.375,0.5,0.125,0,0,0,0,37,55,92,-0.0766220539808273,-0.418796002864838,0.342173963785172,-0.446999907493591,-0.0459168031811714,1.17056357860565,0.883800029754639,0.870000004768372,0.969800055027008,1,1,0.0158037561923265,-0.0812611609683215,0,0,0.52173913,90.625,0.0326087,77.66666667,0.29347826,78.03703704,0.15217391,86,NA,-0.170303523540497,0.0151102766394615,-0.462073892354965,0.556009531021118,-0.354799007376035,0.503675887982051,-1.71138478649987,3.97149665015084,0.28571429,0.65517241,0.40217391,0.5,0.78947368,0.64864865,0.31521739,0.7,0.14130435,1,6,2,0,3,6,9,0.11111111,0.66666667,0.22222222,0,0.33333333,0.66666667,2.03280340513981,55,43.76605,29.26225,52.3163,40.0742,46.12187,34.61311,61.72638,36.76319,75.09487,65.55046,34.29044,75.55339,51.87961,31.68526,60.80686,0.00864,4.09005,85.66,115.36,89.64,85.584,108.802,98.278,87.7,140.84,116.8,79.24,132.08,116.28,83.8995604395604,123.47010989011,106.343956043956,0.19565217,0.32608696,0.32608696,0.15217391,90.6444430881076,90.636669921875,77.9299967447917,86,3.13793924119737,8.22455902099609,-4.01174570719401,7.49081366402762,8.56042226155599,6.3227294921875,-3.99277954101562,2.49980163574219,0.326435104012489,-0.459471274167299,-0.46042288839817,0.559441827237606,1.81352835562494,-1.531570913891,-1.53474296132723,3.99601305169719,0.25531915,0.55555556,0.40217391,0.25,0.84,0.64864865,0.48913043,19.97222222,0.15217391,0.32608696,0.18478261,0.33695652,85.6231863839286,77.5134765625,90.2697035845588,90.2466765372984,7.07226072038923,-4.64337972005208,2.31777168722714,7.75891999275454,0.99958154133388,-5.42111104329427,8.09240184110754,5.34444796654486,0.559441827237606,-0.46042288839817,0.326435104012489,-0.459471274167299,3.99601305169719,-1.53474296132723,1.92020649419111,-1.48216540053968,0.25,0.54545455,0.39130435,0.25,0.875,0.66666667,0.47826087,9,97.4541015625,9.86391639709473,0,0,107.936,7,0.77777778,"2024-09-28",0
"Jose Quintana",11423,"2024-09-18","WSN",25,2024,"NYM","H",35,1,0,0,1,1,1,0,0,0,0,0,7,24,2,0,0,0,2,0,0,1,0,4,5.14285714285714,2.57142857142857,2.57142857142857,2,0,0,14,3,1,1,0,0,0,0.16666667,0.08333333,0.08333333,3.39018742140989,0,0.0909090909090909,0.571428571428571,0.111111111111111,1,2.88076549257551,-2.88076549257551,3.52876909524202,0,71.8428046867412,87.0647418796321,4.666666666,0.055555555,0.777777777,0.166666666,0.333333333,0,9,11.5714285714286,37,53,90,0.211667880415916,-0.0906399637460709,0.302307844161987,3.21289992332458,0.349418163299561,0.634669244289398,0.571114301681519,0.870000004768372,0.0126000000163913,1,1,0.342654705047607,-0.00914574377296978,0,0,0.65555556,91.03389831,0.12222222,78.63636364,0.11111111,77.2,0.11111111,85.8,NA,4.00359201431274,0.00453424081206322,0.0707074552774429,-0.340946316719055,6.78574917680126,0.0412203710187565,0.707074552774429,-3.40946316719055,0.26666667,0.53333333,0.35555556,0.8125,0.9375,0.875,0.33333333,0.58333333,0.04444444,6,8,4,5,8,5,18,0.33333333,0.44444444,0.22222222,0.27777778,0.44444444,0.27777778,1.61481573161152,78,20,46.61637,20,25.39727,47.39411,20,33.89126,53.0911,21.05908,48.14073,50.86927,45.46441,29.73027,45.01779,22.31821,1.38469,6.15413,79.14,19.9,13.3,97.5476190476191,72.5161904761905,69.4904761904762,102.04,67.84,68.54,95.48,88.46,94.6,94.8620454545455,74.5211363636364,76.4079545454545,0.12222222,0.53333333,0.23333333,0.11111111,91.2363614169034,90.8979187011719,78.0238095238095,85.8,3.49724960327148,9.58420054117838,-5.16307249523345,9.08251647949219,9.94185569069602,7.4361317952474,-2.69410578409831,2.00844860076904,-0.0848943926393986,4.16434314474463,0.070636872202158,-0.350075908005238,-0.771767205812714,8.67571488488466,0.336366058105514,-3.50075908005238,0.23529412,0.51282051,0.35555556,0.66666667,1,0.875,0.43333333,18.57575758,0.11111111,0.23333333,0.12222222,0.53333333,85.6056884765625,77.8281540643601,91.0538163618608,90.719482421875,8.67949981689453,-6.20585269019717,2.52206906405362,8.9766902923584,0.5244384765625,-4.20165543329148,9.0958383733576,6.22181510925293,-0.350075908005238,0.070636872202158,-0.0848943926393986,4.16434314474463,-3.50075908005238,0.336366058105514,-0.771767205812714,8.67571488488466,0.23529412,0.51282051,0.35555556,0.66666667,1,0.875,0.43333333,18,84.3493448893229,-3.8693355984158,1,0.05555556,107.761,6,0.33333333,"2024-09-18",0
"Jose Quintana",11423,"2024-09-13","@PHI",25,2024,"NYM","A",35,1,0,0,1,1,1,0,0,0,0,0,7,23,3,0,0,0,0,0,0,0,0,4,5.14285714285714,0,3.85714285714286,4,0.111111111,0,9,6,4,1,1,0,0,0.17391304,0,0.17391304,3.71306746551895,0,0.130434782608696,0.428571428571429,0.157894736842105,1,2.02362263543265,-2.02362263543265,3.31962984076568,0,51.0024046186992,82.0107404629392,1.5,0.210526315,0.47368421,0.315789473,0.166666666,0,10,12.8571428571429,33,62,95,0.24584798514843,-0.0512019954621792,0.297049969434738,3.50699996948242,0.359139800071716,0.511508345603943,0.64605712890625,0.870000004768372,0.0101999994367361,1,1,0.42005655169487,0.0605768285057106,0,0,0.63829787,91.66666667,0.04255319,77,0.13829787,77.30769231,0.18085106,85.47058824,0.01052632,1.57952904701233,-0.305893659591675,0.295990586280823,1.56356656551361,2.63254841168721,-7.64734148979187,2.27685066369864,9.19745038537418,0.32142857,0.76315789,0.5,0.77777778,0.89655172,0.85106383,0.40425532,0.73913043,0.07368421,6,8,5,3,7,9,19,0.31578947,0.42105263,0.26315789,0.15789474,0.36842105,0.47368421,2.10662689690773,80,46.96393,48.79542,56.28498,36.60192,38.46562,29.828,38.98143,46.98564,37.11952,40.17654,44.10761,42.24803,36.76148,39.6878,38.75153,0.94787,5.4989,95.04,111.84,115.42,91.0941176470588,89.4776470588235,81.6023529411765,92.66,111.14,101.46,96.52,95.96,92.76,94.2855319148936,101.535319148936,97.0614893617021,0.25531915,0.38297872,0.18085106,0.18085106,91.8208312988281,91.4916653103299,77.2176441865809,85.4941190831802,3.38303883870443,8.5998789469401,-3.6868236766142,9.16454898609835,9.34148597717285,7.47096337212457,-3.06781634162454,2.02722930908203,-0.622651770710945,2.34809660166502,-0.013316422700882,1.64992083981633,-2.59438237796227,6.52249056018061,-0.0783318982404821,9.70541670480195,0.27659574,0.72340426,0.5,0.69230769,0.91176471,0.85106383,0.5,18.15277778,0.18085106,0.18085106,0.25531915,0.38297872,85.0869499655331,76.8010541130515,91.4268798828125,91.07763671875,9.00724792480469,-4.16605332318474,2.76888084411621,8.27008480495877,0.6068115234375,-4.66057586669922,8.51493136088053,6.28410424126519,1.64992083981633,-0.013316422700882,-0.622651770710945,2.31001829355955,9.70541670480195,-0.0783318982404821,-2.59438237796227,6.41671748210986,0.32,0.70454545,0.5,0.6875,0.93548387,0.85106383,0.46808511,19,88.5783755653783,10.0321422376131,1,0.05263158,112.161,8,0.42105263,"2024-09-13",0
"Jose Quintana",11423,"2024-09-07","CIN",25,2024,"NYM","H",35,1,0,0,1,1,1,0,0,0,0,0,6.2,25,5,0,0,0,2,0,0,1,0,6,8.10000077247627,2.70000025749209,6.75000064373022,3,0.09090909,0,11,5,1,1,1,0,0,0.24,0.08,0.16,3.52960748401489,0,0.217391304347826,1.05000010013581,0.294117647058824,1,2.2664796924591,-2.2664796924591,3.40048610527278,0,56.9071825511073,83.9646906020011,2.2,0.058823529,0.647058823,0.294117647,0.2,0,4,5.40000051498418,40,60,100,0.354639977216721,-0.255272001028061,0.609911978244781,2.90789985656738,0.316247940063477,1.00230002403259,0.99222856760025,0.870000004768372,0.47299998998642,1,1,0.197285056114197,0.156541112411554,0,0,0.54,91.03703704,0.02,78.5,0.18,78.11111111,0.26,85.80769231,NA,2.21264219284058,-0.0582131333649158,-0.335419863462448,0.411034494638443,4.09748554229736,-2.91065666824579,-1.86344368590249,1.58090190245555,0.38961039,0.60869565,0.44,0.63333333,0.85714286,0.70454545,0.23,0.72,0.13,5,6,6,6,8,3,17,0.29411765,0.35294118,0.35294118,0.35294118,0.47058824,0.17647059,1.13895057894383,72,50.21072,66.44436,46.97634,48.21623,37.06022,53.60903,28.79413,47.66798,20,66.1687,50.93778,67.9255,43.96759,48.21855,42.51748,0.50018,4.82736,83.56,105.26,97.92,93.816,102.95,99.13,98.54,69.08,69.52,103.2,103.46,108.72,94.8654,93.8558,92.626,0.29,0.25,0.2,0.26,91.0655138739224,90.86,78.1,85.7538499098558,3.89848301328462,9.90506103515625,-4.38595008850098,10.0605797400841,10.3160516146956,7.67623046875,-5.18503456115723,2.93373195941632,1.96318544447422,0.253754753619432,-0.400135733187199,0.416379891335964,6.76960498094559,1.01501901447773,-2.00067866593599,1.60146112052294,0.34375,0.61111111,0.44,0.63636364,0.77272727,0.70454545,0.36,17.42666667,0.26,0.2,0.29,0.25,85.7904803936298,78.1193725585938,91.1192584859914,90.900224609375,9.68287717379057,-5.07855567932129,3.05596713362069,9.30271484375,1.29607934218187,-6.76911697387695,9.32812394766972,6.42158508300781,0.416379891335964,-0.400135733187199,1.96318544447422,0.253754753619432,1.60146112052294,-2.00067866593599,6.76960498094559,1.01501901447773,0.31147541,0.64102564,0.44,0.63157895,0.76,0.70454545,0.39,17,81.438627355239,11.8612213134766,0,0,105.286,4,0.23529412,"2024-09-07",0
"Jose Quintana",11423,"2024-08-31","@CHW",25,2024,"NYM","A",35,1,0,1.8,1,1,0,0,0,0,0,0,5,23,6,2,1,0,3,0,0,1,0,6,10.8,5.4,10.8,2,0,0,9,2,3,0,0,0,0,0.26086957,0.13043478,0.13043478,3.83122246068081,0,0.3,1.8,0.428571428571429,0.77777778,2.5664797782898,-0.766479778289795,3.17128314077854,45.4149698062268,64.2013246617925,78.4258351147109,4.5,0.214285714,0.642857142,0.142857142,0,0,5,9,40,58,98,0.0983920320868492,-0.458157986402512,0.556550025939941,0.485000014305115,0.049974225461483,1.33154404163361,0.996800005435944,0.828799962997437,1.04579997062683,1,1,-0.0333544947206974,0.107247681134672,0,0,0.62244898,91.50819672,0.07142857,78.28571429,0.16326531,77.75,0.14285714,85.85714286,NA,-1.00837576389313,-0.236303225159645,0.61601585149765,0.996471285820007,-1.65307502277562,-3.3757603594235,3.85009907186031,7.11765204157148,0.28571429,0.62857143,0.40816327,0.55555556,0.95454545,0.775,0.35714286,0.65217391,0.09183673,6,6,2,1,9,4,14,0.42857143,0.42857143,0.14285714,0.07142857,0.64285714,0.28571429,3.02157089506812,52,65.20302,47.18435,65.22508,21.69188,43.62981,20.94969,47.78885,44.66931,50.19509,76.06048,34.1918,80,53.03545,35.84152,59.68522,-0.06317,3.98234,92.08,127.12,123.66,92.7104347826087,69.1695652173913,64.5669565217391,87.34,101.06,90.78,91.98,150.62,146.7,90.745306122449,112.975510204082,107.014081632653,0.30612245,0.31632653,0.23469388,0.14285714,91.6533365885417,91.1903194304436,77.7913022248641,85.8785749162946,3.5660166422526,8.72219848632812,-4.02134107506793,8.93107713971819,9.00585225423177,7.03885379914315,-3.44077068826427,2.00701304844448,-0.723455395549536,-0.271903861314058,0.383000776171684,0.996171873062849,-2.41151798516512,-0.877109230045349,1.66522076596384,7.11551337902035,0.26785714,0.5952381,0.40816327,0.53333333,0.92,0.775,0.42857143,19.02666667,0.14285714,0.23469388,0.30612245,0.31632653,85.8540387834821,77.7592401919158,91.6430501302083,91.1798213835686,8.51639447893415,-4.91325776473336,2.74508056640625,8.2447499921245,0.491568633488246,-4.91183007281759,8.22276153564453,5.95395242014239,0.996171873062849,0.383000776171684,-0.723455395549536,-0.271903861314058,7.11551337902035,1.66522076596384,-2.41151798516512,-0.877109230045349,0.27777778,0.56818182,0.40816327,0.53333333,0.92,0.775,0.44897959,14,88.4795619419643,7.07628849574498,0,0,104.035,4,0.28571429,"2024-08-31",0
"Jose Quintana",11423,"2024-08-25","@SDP",25,2024,"NYM","A",35,0,0,0,1,1,1,0,0,0,0,0,6.1,24,4,0,0,0,2,0,0,0,0,0,0,2.84210540581279,5.68421081162557,0,0.076923076,0,13,8,0,0,1,1,0,0,0.08333333,-0.08333333,6.6845276918467,0,0.181818181818182,0.947368468604262,0.181818181818182,1,4.11384824689406,-4.11384824689406,6.0237536979863,0,101.823732256577,147.357850165159,1.625,0,0.619047619,0.38095238,0,0,2,2.84210540581279,39,57,96,0.293406039476395,-0.318300008773804,0.611706078052521,2.33899998664856,0.255210041999817,1.30613338947296,1.2001428604126,0.870000004768372,3.60999989509583,1,1,0.204706206917763,0.0199309104250433,0,0,0.56842105,91.46296296,0.09473684,78.11111111,0.17894737,77.58823529,0.15789474,85.4,0.01041667,2.47096419334412,-0.0192969627678394,0.040837824344635,-0.269757360219955,4.57585961730392,-0.214410697420438,0.240222496144912,-1.79838240146637,0.28070175,0.68421053,0.44210526,0.875,1,0.95238095,0.4,0.58333333,0.02083333,10,8,4,6,11,5,22,0.45454545,0.36363636,0.18181818,0.27272727,0.5,0.22727273,2.01806925970838,66,54.96709,43.97869,55.41577,42.28693,39.78645,41.23196,53.2722,49.14785,51.93575,48.4271,38.566,50.12658,47.29879,36.90037,48.0009,0.29323,4.51694,92.72,127.22,127.3,88.6992307692308,94.98,85.3723076923077,92.18,113.98,108.06,86.9,99,94.74,89.7868085106383,106.534680851064,101.028936170213,0.29473684,0.27368421,0.27368421,0.15789474,91.6464320591518,91.1884577824519,77.6153846153846,85.4,3.29796872820173,8.74128957895132,-4.89050821157602,8.04642486572266,9.18546949114118,7.13001368596004,-3.46009415846605,1.24545822143555,0.866143088787794,1.68007327988744,0.0138756483793259,-0.274137798696756,3.09336817424212,6.46182030725938,0.0533678783820226,-1.82758532464504,0.24,0.66666667,0.44210526,0.91666667,0.96666667,0.95238095,0.47368421,19.26388889,0.15789474,0.27368421,0.28421053,0.28421053,85.2849446614583,77.4736515925481,91.5501935040509,91.0763255931713,8.03427225748698,-5.25570443960336,2.73590257432726,8.52260052716291,-0.0310849567254384,-4.67169600266677,8.41665536385995,6.10870304814091,-0.274137798696756,0.0138756483793259,0.815972950309515,1.7194376476109,-1.82758532464504,0.0533678783820226,3.02212203818339,6.36828758374408,0.24489796,0.65217391,0.44210526,0.91666667,0.96666667,0.95238095,0.48421053,22,86.5536179315476,4.98758733840216,1,0.04545455,109.229,5,0.22727273,"2024-08-25",0
"Jose Quintana",11423,"2024-08-20","BAL",25,2024,"NYM","H",35,0,1,12.6,1,1,0,0,0,0,0,0,5,24,8,7,7,2,2,0,0,0,0,3,5.4,3.6,14.4,1.5,0.285714285,0,7,9,3,0,2,0,0,0.125,0.08333333,0.04166667,5.59940963487996,3.6,0.363636363636364,2,0.352941176470588,0.41666667,8.3664797782898,4.2335202217102,5.88809490948915,317.904788643588,205.22136512221,144.079557379005,0.777777777,0.157894736,0.368421052,0.47368421,0,0.222222222,1,1.8,33,57,90,-0.387603998184204,-0.58950799703598,0.201903998851776,-4.70510005950928,-0.511702001094818,0.566936016082764,0.568319976329803,0.870000004768372,0.0751999989151955,1,1,-0.626213431358337,-0.0574686547831437,0,0,0.62222222,90.10714286,0.07777778,77.28571429,0.08888889,76.75,0.21111111,84.89473684,NA,-1.97130393981934,-0.696641087532043,-0.932396054267883,-0.552088737487793,-3.52018560682024,-9.95201553617205,-11.6549506783485,-2.90573019730417,0.3559322,0.74193548,0.48888889,0.71428571,0.82608696,0.77272727,0.34444444,0.58333333,0.11111111,7,4,8,5,9,5,19,0.36842105,0.21052632,0.42105263,0.26315789,0.47368421,0.26315789,7.40681066182448,20,47.55857,53.96472,46.73009,45.64403,40.20574,53.08661,42.10288,44.61418,35.98268,51.11486,51.41121,59.20316,45.20048,44.3393,50.73656,0.42359,4.71248,80.86,113.78,103.84,87.7426666666667,113.625333333333,110.177333333333,86.86,109,92.98,95.2,93.04,103.36,88.6131111111111,105.282666666667,101.714222222222,0.27777778,0.34444444,0.16666667,0.21111111,89.84400390625,90.1870983492944,76.9066650390625,84.9052605879934,3.80441650390625,9.91918256205897,-4.94144897460937,10.1828725714433,9.98166809082031,7.99477263419859,-3.37612711588542,2.285552376195,-0.558896366506815,-1.41672751680017,-1.63175534084439,-0.560383792966604,-2.23558546602726,-4.5700887638715,-10.8783689389626,-2.94938838403476,0.30612245,0.70731707,0.48888889,0.66666667,0.82758621,0.77272727,0.45555556,19.43939394,0.21111111,0.16666667,0.27777778,0.34444444,85.328169973273,77.3234212239583,90.2603515625,90.6150926159274,9.69851363332648,-5.84419860839844,2.96103820800781,9.21237576392389,0.805139140078896,-4.64635721842448,9.08497192382812,6.72387547646799,-0.560383792966604,-1.63175534084439,-0.558896366506815,-1.41672751680017,-2.94938838403476,-10.8783689389626,-2.23558546602726,-4.5700887638715,0.29166667,0.71428571,0.48888889,0.64285714,0.83333333,0.77272727,0.46666667,19,81.1283986944901,12.4957267359683,3,0.15789474,107.039,6,0.31578947,"2024-08-20",0
"Jose Quintana",11423,"2024-08-15","OAK",25,2024,"NYM","H",35,0,0,9,1,1,0,0,0,0,0,0,4,23,7,4,4,1,4,0,1,0,0,1,2.25,9,15.75,0.25,0,0,4,8,5,1,0,0,0,0.04347826,0.17391304,-0.13043478,8.35416009078736,2.25,0.388888888888889,2.75,0.375,0.75471698,9.66647977828979,-0.666479778289794,9.44049659073353,227.074849031134,236.829305225407,229.925914508973,0.5,0.294117647,0.235294117,0.470588235,0.125,0.125,6,13.5,44,48,92,-0.088844008743763,-0.462867975234985,0.374023973941803,-2.16409993171692,-0.23535618185997,1.11732172966003,0.820100009441376,0.870000004768372,1.11520004272461,1,1,-0.146991983056068,0.0674768296447091,0,0,0.52173913,90.83333333,0.02173913,78,0.23913043,77.31818182,0.2173913,85.7,NA,-0.891557455062866,-1.4448139667511,-1.120845079422,0.155135363340378,-1.8574113647143,-72.2406983375549,-5.09475036100908,0.775676816701889,0.26153846,0.77777778,0.41304348,0.88235294,0.95238095,0.92105263,0.29347826,0.52173913,0.0326087,9,4,4,4,9,4,17,0.52941176,0.23529412,0.23529412,0.23529412,0.52941176,0.23529412,10.5635048969044,25,53.14354,50.96235,53.26501,56.90866,35.68844,63.07691,31.13487,37.4134,25.9576,20.69577,52.10719,22.98084,35.11626,37.07918,36.43098,1.05008,5.65221,87.2,115.82,104.94,86.5733333333333,136.028333333333,120.54,84.48,98.12,79.62,93.96,40.04,56.84,87.5752173913043,99.8621739130434,91.0945652173913,0.31521739,0.20652174,0.26086957,0.2173913,90.7172430630388,90.8736829255757,77.3541666666667,85.625,3.14704079463564,9.58611016524465,-3.6815938949585,8.85071716308594,8.91362578293373,7.15370740388569,-4.38787110646566,2.35221481323242,0.0354882925748825,-0.960738062858582,-2.6004054248333,0.154151100665331,0.122373422672009,-5.05651612030832,-10.8350226034721,0.770755503326654,0.25,0.66666667,0.41304348,0.85714286,0.95833333,0.92105263,0.39130435,20.20588235,0.2173913,0.26086957,0.31521739,0.20652174,85.5702819824219,77.2821095784505,90.6564352101293,90.8294292249178,8.32091827392578,-4.50520737965902,2.30170388057314,9.06217073139391,1.06982583999634,-5.68604342142741,8.32072238264413,6.06205950285259,0.154151100665331,-2.6004054248333,0.0354882925748825,-0.960738062858582,0.770755503326654,-10.8350226034721,0.122373422672009,-5.05651612030832,0.25454545,0.64864865,0.41304348,0.85714286,0.95833333,0.92105263,0.40217391,17,87.174560546875,23.2513481588925,1,0.05882353,104.942,4,0.23529412,"2024-08-15",0
"Jose Quintana",11423,"2024-08-09","@SEA",25,2024,"NYM","A",35,0,1,6.75000064373022,1,1,0,0,0,0,0,0,6.2,27,4,5,5,1,2,0,1,0,0,8,10.8000010299684,2.70000025749209,5.40000051498418,4,0.125,0,8,8,0,2,1,0,0,0.2962963,0.07407407,0.22222222,3.29742181603298,1.35000012874605,0.166666666666667,0.900000085830697,0.2,0.35714286,4.06647986412049,2.68352077960973,3.93088993865587,170.306153015011,100.672026867736,96.782283033654,1,0,0.5,0.5,0.25,0.125,0,0,43,58,101,-0.105287991464138,-0.371771991252899,0.266483992338181,-1.19099998474121,-0.135264068841934,0.599496304988861,0.595000028610229,0.870000004768372,0.0848000049591064,1,1,0.0503282025456429,-0.225955626080963,0,0,0.46,90.56521739,NA,NA,0.23,77.47826087,0.31,85.61290323,0.00990099,2.14874410629272,NA,-0.313214987516403,-0.668240070343018,4.67118283976679,NA,-1.36180429354958,-2.15561313013877,0.32911392,0.66666667,0.4,0.69230769,0.64285714,0.675,0.21,0.59259259,0.12871287,7,6,3,4,8,4,16,0.4375,0.375,0.1875,0.25,0.5,0.25,2.16213741006862,55,35.0224,59.47619,36.83505,66.70376,36.44617,69.09104,44.56531,44.83342,42.29115,33.03222,23.74719,40.49144,38.29402,40.49277,41.62702,0.85266,5.35608,82.8,97.74,78.74,83.1,129.92,115.96,97.14,106.94,100.28,81.74,94.96,87.8,86.6934,107.217,94.9626,0.28,0.18,0.23,0.31,90.5464303152902,90.4833306206597,77.5130456012228,85.5677450856855,3.04148919241769,8.69342888726128,-3.40435459302819,9.03646752142137,9.88970402308873,7.91620466444227,-4.76088416058084,2.79662322998047,0.915484864264727,1.29252519086003,-0.303198795765638,-0.684751678258181,3.26958880094545,7.18069550477796,-1.31825563376365,-2.208876381478,0.33846154,0.51428571,0.4,0.63636364,0.72222222,0.675,0.35,19.10810811,0.31,0.23,0.28,0.18,85.3976735761089,77.3398649796196,90.3872506277902,90.3308919270833,9.0201662125126,-3.79441335926885,2.57987921578544,8.61362033420139,1.17635493124685,-6.4738709822945,9.04625102451869,6.60998662312825,-0.687947660684586,-0.303198795765638,0.915484864264727,1.29252519086003,-2.21918600220834,-1.31825563376365,3.26958880094545,7.18069550477796,0.32835821,0.54545455,0.4,0.59090909,0.72222222,0.65,0.33,16,79.5350875854492,11.3209028244019,1,0.0625,102.501,3,0.1875,"2024-08-09",0
"Jose Quintana",11423,"2024-08-04","@LAA",25,2024,"NYM","A",35,0,1,5.4,1,1,0,0,0,0,0,0,5,22,3,3,3,0,4,0,1,1,0,4,7.2,7.2,5.4,1,0,0,3,8,2,0,0,0,0,0.18181818,0.18181818,0,6.5325389990002,0,0.176470588235294,1.4,0.230769230769231,0.625,4.56647977828979,0.833520221710206,6.98569322824478,136.24490941868,112.828924820557,170.603814969195,0.375,0.153846153,0.23076923,0.615384615,0,0,2,3.6,43,53,96,-0.101515986025333,-0.425092041492462,0.323576062917709,-0.459999918937683,-0.0466768182814121,0.976575016975403,0.822239995002747,0.870000004768372,0.835599958896637,1,1,-0.0777582675218582,-0.0261927697878442,0,0,0.53125,91.25490196,0.07291667,77.85714286,0.27083333,77.88461538,0.125,85.75,NA,2.206871509552,-0.238482117652893,-1.96096909046173,-0.245321303606033,4.32719903833726,-3.40688739504133,-7.5421888094682,-2.04434419671694,0.265625,0.53125,0.35416667,0.52941176,1,0.76470588,0.33333333,0.54545455,0.08333333,6,7,0,1,4,8,13,0.46153846,0.53846154,0,0.07692308,0.30769231,0.61538462,4.18201860678836,51,20,33.40593,26.45059,33.14582,37.04073,32.43841,20.91718,46.60429,20,64.36248,35.97453,72.40709,29.95009,31.41951,31.76463,1.37104,6.13365,77.88,69.88,50.36,90.291875,70.5125,62.04625,85.34,72.12,65.38,89.96,139.08,135.48,87.3021276595745,89.0953191489362,80.9712765957447,0.27083333,0.26041667,0.34375,0.125,91.2461500901442,91.20400390625,77.866669625947,85.7416687011719,3.08857903113732,8.13474548339844,-2.74292200261896,8.46978123982747,8.516234764686,7.14891662597656,-3.47980753580729,3.50666777292887,0.564560860395432,1.7153870202601,-2.22225944697857,-0.264927249401808,2.17138792459781,6.86154808104038,-6.73411953629869,-2.2077270783484,0.21818182,0.53658537,0.35416667,0.58333333,0.86363636,0.76470588,0.42708333,20.2739726,0.125,0.34375,0.25,0.28125,85.7107442220052,77.8145566998106,91.1983337402344,91.1786747685185,8.00129191080729,-3.65590991395893,1.98623625437419,7.32232609501591,1.99162451426188,-5.02689245975379,7.85838635762533,5.98009801793981,-0.264927249401808,-2.22225944697857,0.0349178910255432,2.24502998962998,-2.2077270783484,-6.73411953629869,0.14549121260643,8.31492588751846,0.22413793,0.55263158,0.35416667,0.53846154,0.9047619,0.76470588,0.39583333,13,91.1561373197115,17.1970895620493,2,0.15384615,114.121,3,0.23076923,"2024-08-04",0
