"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","XX%","wFB","wSL","wCH","wFB/C","wSL/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piSI%","piSL%","pivCH","pivCU","pivFA","pivSI","pivSL","piCH-X","piCU-X","piFA-X","piSI-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwCU","piwFA","piwSI","piwSL","piwCH/C","piwCU/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Kris Bubic",21455,"2024-09-02","CLE",7,2024,"KCR","H",26,0,0,18,1,0,0,0,0,0,0,0,1,5,2,2,2,1,0,0,0,0,0,0,0,0,18,0,0.5,0,2,3,0,0,1,0,0,0,0,0,6.69112908401489,9,0.4,2,0.25,0,16.1664797782898,1.83352022171021,7.70250499695539,428.008566957417,400.044064953202,189.77413509113,0.666666666,0,0.4,0.6,0,0.333333333,0,0,4,10,14,-0.1754459887743,-0.202411994338036,0.0269659981131554,-1.46599996089935,-0.143514439463615,0.717079997062683,0.99480003118515,0.99480003118515,0.381000012159348,1,1,-0.066982239484787,-0.177685007535022,0,1,0.64285714,93.22222222,0.28571429,83.5,0.07142857,87,NA,-0.909582138061523,-0.229239925742149,-0.0238054171204567,-10.1064682006836,-5.73099814355373,-2.38054171204567,0.5,0.66666667,0.57142857,0.5,1,0.75,0.42857143,0.8,0.14285714,2,2,1,1,3,1,5,0.4,0.4,0.2,0.2,0.6,0.2,11.9689509111675,20,50.18514,20,46.69999,65.04884,44.52681,NA,NA,NA,54.43179,52.84924,66.59769,NA,NA,NA,42.04003,60.75941,44.48005,0.61993,5.00699,85.52,47.76,33.22,104.28,90.4,92.78,NA,NA,NA,93.81,119.74,113.64,NA,NA,NA,98.5844444444444,101.071111111111,98.7422222222222,0.64285714,NA,NA,0.28571429,0.07142857,92.9333360460069,NA,NA,83.6500015258789,86.5999984741211,2.82719739278158,NA,NA,-4.89133787155151,8.99720287322998,10.3667534722222,NA,NA,-2.62110900878906,2.90519738197327,-0.904799751937389,NA,NA,-0.233566846698523,-0.0242429338395596,-10.0533305770821,NA,NA,-5.83917116746306,-2.42429338395596,0.57142857,0.57142857,0.57142857,0.5,1,0.75,0.5,17.22222222,0.07142857,0.28571429,0.64285714,NA,NA,86.4782028198242,83.5751495361328,92.8772243923611,NA,NA,8.05508041381836,-5.72741746902466,2.04514376322428,NA,NA,1.12493002414703,-4.06329584121704,9.58558230929905,NA,NA,-0.0242429338395596,-0.233566846698523,-0.904799751937389,NA,NA,-2.42429338395596,-5.83917116746306,-10.0533305770821,NA,NA,0.5,0.66666667,0.57142857,0.5,1,0.75,0.42857143,5,84.2173950195313,4.21963119506836,1,0.2,105.929,1,0.2,"2024-09-02",0
"Kris Bubic",21455,"2024-08-29","@HOU",7,2024,"KCR","A",26,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.5648885419948,-22.5814263197472,1,0,1,0,0,0,0,0,4,10,14,0.183130010962486,0,0.183130010962486,0.84799998998642,0.089878112077713,2.51959991455078,1.57019996643066,3.14039993286133,2.46320009231567,1,1,0.0740550756454468,-0.00137289705633674,1,0,0.64285714,93.22222222,0.35714286,83.6,NA,NA,NA,0.23860476911068,0.506105601787567,NA,2.65116410122977,10.1221120357513,NA,0.33333333,0.875,0.64285714,0.5,0.28571429,0.33333333,0.57142857,0.66666667,0.42857143,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.67334769321943,NA,NA,NA,48.57086,61.04406,44.60823,NA,NA,NA,80,62.89187,80,NA,NA,NA,63.25656,62.1806,66.69958,-0.69817,3.02984,NA,NA,NA,112.52,87.76,84.34,NA,NA,NA,93.14,123.78,111.47,NA,NA,NA,102.32,106.717894736842,98.6189473684211,0.64285714,NA,NA,0.35714286,NA,93.1999986436632,NA,NA,83.8800048828125,NA,3.74084218343099,NA,NA,-5.1879997253418,NA,10.5787768893772,NA,NA,-2.69295043945313,NA,0.240625318139791,NA,NA,0.501196876168251,NA,2.67361464599768,NA,NA,10.023937523365,NA,0.4,0.77777778,0.64285714,0.5,0.28571429,0.33333333,0.64285714,21.63636364,NA,0.35714286,0.64285714,NA,NA,NA,83.971337890625,93.2806532118056,NA,NA,NA,-6.00096588134766,2.94538116455078,NA,NA,NA,-4.32265014648438,9.30841064453125,NA,NA,NA,0.501196876168251,0.240625318139791,NA,NA,NA,10.023937523365,2.67361464599768,NA,NA,0.2,0.88888889,0.64285714,0,0.375,0.33333333,0.64285714,1,77.3663558959961,-29.129322052002,0,0,77.3664,0,0,"2024-08-29",0
"Kris Bubic",21455,"2024-08-26","@CLE",7,2024,"KCR","A",26,0,0,6.75000160932579,1,0,0,0,0,0,0,1,1.1,8,4,1,1,0,0,0,0,0,0,1,6.75000160932579,0,27.0000064373032,1,0,1,3,0,3,0,0,1,1,0.125,0,0.125,2.92590095901489,0,0.5,3.00000071525591,0.571428571428571,0.75,1.66647942066184,5.08352218866395,1.66647942066184,160.503250875988,39.5834780816062,39.612488761715,3,0.5,0.5,0,0,0,0,0,3,16,19,-0.149468019604683,-0.359148025512695,0.209680005908012,-0.541999936103821,-0.057172991335392,2.3116500377655,1.74180006980896,1.57360005378723,2.00999999046326,1,1,-0.0932910963892937,0.028632511758048,0,1,0.47368421,92.22222222,0.31578947,82.83333333,0.21052632,85.25,NA,-0.0609495043754578,-1.04030764102936,0.1246058344841,-0.677216715282864,-17.3384606838226,3.11514586210251,0.66666667,0.7,0.68421053,0.83333333,0.71428571,0.76923077,0.52631579,0.75,0.15789474,2,1,4,0,6,1,7,0.28571429,0.14285714,0.57142857,0,0.85714286,0.14285714,7.64401693479037,78.09158,55.77501,80,74.63299,56.63202,76.80062,NA,NA,NA,43.24567,52.36407,46.15556,NA,NA,NA,70.45472,56.86325,75.77026,-1.14536,2.35905,89.58,137.84,126.92,97.2,133.16,128.66,NA,NA,NA,83.23,88.47,73.07,NA,NA,NA,89.2752,112.4576,101.6984,0.47368421,NA,NA,0.31578947,0.21052632,92.1111111111111,NA,NA,82.75,85.1500015258789,2.45726924472385,NA,NA,-5.77218882242839,8.63965225219727,10.194935268826,NA,NA,-3.4486338297526,2.49995636940002,-0.063883800059557,NA,NA,-1.05648533254862,0.171156167984009,-0.709820000661744,NA,NA,-17.6080888758103,4.27890419960022,0.5,0.81818182,0.68421053,0.75,0.77777778,0.76923077,0.57894737,19,0.21052632,0.31578947,0.47368421,NA,NA,85.670051574707,83.285649617513,92.663079155816,NA,NA,7.90523529052734,-6.81917508443197,1.62075943417019,NA,NA,1.39844655990601,-4.44291496276855,9.31708357069227,NA,NA,0.171156167984009,-1.05648533254862,-0.063883800059557,NA,NA,4.27890419960022,-17.6080888758103,-0.709820000661744,NA,NA,0.5,0.76923077,0.68421053,1,0.7,0.76923077,0.68421053,7,91.4973347981771,-4.03776105244954,0,0,103.268,3,0.42857143,"2024-08-26",1
"Kris Bubic",21455,"2024-08-25","PHI",7,2024,"KCR","H",26,0,0,0,1,0,0,0,0,0,0,0,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,13.500014081612,0,0,0,2,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0.5,1.50000156462356,0.5,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,76.8725122804045,76.9288520456552,2,0,1,0,0,0,1,13.500014081612,0,3,3,-0.0577459931373596,-0.0751059949398041,0.0173599999397993,-0.557000041007996,-0.0545276589691639,0.756700038909912,0.566200017929077,1.13240003585815,0.381000012159348,1,1,-0.0207603108137846,-0.0555526139490414,0,0,NA,NA,0.66666667,83.5,0.33333333,86,NA,NA,-0.425037205219269,0.745844781398773,NA,-21.2518602609634,74.5844781398773,1,1,1,1,1,1,0.66666667,1,0,2,0,0,0,2,0,2,1,0,0,0,1,0,1.44189185785728,25.06912,48.04099,63.99048,NA,NA,NA,NA,NA,NA,59.51766,39.56335,74.15814,NA,NA,NA,43.65133,49.21404,75.61107,0.51983,4.85684,85.9,140.92,127.16,NA,NA,NA,NA,NA,NA,70.97,141.35,126.49,NA,NA,NA,73.956,141.264,126.624,NA,NA,NA,0.66666667,0.33333333,NA,NA,NA,83.1499938964844,85.6999969482422,NA,NA,NA,-5.61382675170898,8.62228775024414,NA,NA,NA,0.132403433322906,2.93743801116943,NA,NA,NA,-0.431845515966415,0.759347081184387,NA,NA,NA,-21.5922757983208,75.9347081184387,1,1,1,1,1,1,0.66666667,24,0.33333333,0.66666667,NA,NA,NA,85.7473983764648,83.2542495727539,NA,NA,NA,8.13290023803711,-6.59252500534058,NA,NA,NA,1.53670001029968,-1.22776806354523,NA,NA,NA,0.759347081184387,-0.431845515966415,NA,NA,NA,75.9347081184387,-21.5922757983208,NA,NA,NA,1,1,1,1,1,1,0.66666667,2,78.514518737793,-10.2183933258057,0,0,81.6877,0,0,"2024-08-25",0
"Kris Bubic",21455,"2024-08-23","PHI",7,2024,"KCR","H",26,0,0,18,1,0,0,0,0,0,0,0,1,6,3,2,2,0,0,0,0,1,0,1,9,0,27,1,0.333333333,0,3,1,1,0,1,0,0,0.16666667,0,0.16666667,2.67617353719961,0,0.5,3,0.6,0.33333333,1.1664797782898,16.8335202217102,2.67848818451166,428.008566957417,27.1538118692049,64.7888072114456,3,0.2,0.6,0.2,0,0,0,0,8,14,22,-0.00983799993991852,-0.0768200233578682,0.0669820234179497,-1.46599996089935,-0.143514439463615,0.731542825698853,0.294800013303757,0.294800013303757,0.79339998960495,1,1,-0.0650262460112572,0.0515779561855451,0,0,0.36363636,94,0.45454545,84.7,0.18181818,86.5,NA,-0.160418793559074,-0.424431651830673,-0.296978682279587,-2.00523491948843,-4.24431651830673,-7.42446705698967,0.33333333,0.6,0.45454545,0.5,1,0.8,0.45454545,0.5,0.09090909,3,1,1,1,2,2,5,0.6,0.2,0.2,0.2,0.4,0.4,2.50340435219816,67.2329,57.84107,74.90983,69.11077,66.38025,62.98355,NA,NA,NA,68.48001,62.86292,65.62021,NA,NA,NA,73.15819,68.33636,71.87863,-1.31332,2.10711,99.36,134.3,129.74,104.22,124.66,127.44,NA,NA,NA,91.65,133.42,123.12,NA,NA,NA,95.75625,131.34,125.0275,0.36363636,NA,NA,0.45454545,0.18181818,93.875,NA,NA,84.5799987792969,86.4250030517578,1.78791415691376,NA,NA,-5.34048843383789,8.19108295440674,9.98019504547119,NA,NA,-3.04870891571045,2.95440483093262,-0.15745110809803,NA,NA,-0.431881178170443,-0.301724389195442,-1.96813885122538,NA,NA,-4.31881178170443,-7.54310972988605,0.27272727,0.63636364,0.45454545,0.33333333,1,0.8,0.5,18.875,0.18181818,0.45454545,0.36363636,NA,NA,86.5171203613281,84.66787109375,93.9789581298828,NA,NA,7.64107227325439,-6.40288391113281,1.1421605348587,NA,NA,1.78585004806519,-4.48379287719727,9.20029258728027,NA,NA,-0.301724389195442,-0.431881178170443,-0.15745110809803,NA,NA,-7.54310972988605,-4.31881178170443,-1.96813885122538,NA,NA,0.2,0.66666667,0.45454545,0,1,0.8,0.54545455,5,82.8292785644531,-7.7305419921875,0,0,109.03,2,0.4,"2024-08-23",0
"Kris Bubic",21455,"2024-08-19","LAA",7,2024,"KCR","H",26,0,0,9,1,0,0,0,0,0,1,0,1,4,1,1,1,1,0,0,0,0,0,2,18,0,9,2,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0.562229084014893,9,0.25,1,0,1,12.1664797782898,-3.16647977828979,0.678488184511662,214.004283478709,300.606664130803,15.0336680287444,1,0,0.5,0.5,0,1,0,0,3,9,12,0.0116700148209929,-0.067094013094902,0.0787640288472176,-0.466000020503998,-0.0456191897392273,0.989700019359589,0.923399984836578,0.923399984836578,1.56200003623962,1,1,0.00560481939464808,0.00618664730507406,0,0,0.33333333,93.25,0.5,84.83333333,0.16666667,86.5,NA,-0.940608263015747,0.247769072651863,0.00450797751545906,-23.5152065753937,4.12948454419772,0.225398875772953,0.57142857,0.4,0.5,0.5,1,0.66666667,0.41666667,0.75,0.16666667,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,11.2886259288403,38.89298,60.05635,38.12958,80,61.28873,80,NA,NA,NA,57.90749,67.8463,59.2284,NA,NA,NA,80,70.1251,80,-2.3794,0.50799,86.32,85.62,80.86,100.8,209.62,202.76,NA,NA,NA,82.99,111.72,90.67,NA,NA,NA,87.3177777777777,130.575555555556,114.488888888889,0.33333333,NA,NA,0.5,0.16666667,93.125,NA,NA,84.6166687011719,86.25,3.71950674057007,NA,NA,-5.21144390106201,9.31446838378906,11.2292623519897,NA,NA,-0.991029818852743,3.48315572738647,-0.935297876596451,NA,NA,0.249779481440783,0.00431566312909126,-23.3824469149113,NA,NA,4.16299135734638,0.215783156454563,0.4,0.57142857,0.5,0.5,0.75,0.66666667,0.58333333,19.25,0.16666667,0.5,0.33333333,NA,NA,86.52490234375,84.8977813720703,93.4081268310547,NA,NA,8.3753547668457,-6.35678990681966,2.92891001701355,NA,NA,2.07323503494263,-2.56375694274902,10.0952596664429,NA,NA,0.00431566312909126,0.249779481440783,-0.935297876596451,NA,NA,0.215783156454563,4.16299135734638,-23.3824469149113,NA,NA,0.5,0.5,0.5,0.5,0.75,0.66666667,0.66666667,2,88.109001159668,7.83712482452393,1,0.5,106.32,1,0.5,"2024-08-19",0
"Kris Bubic",21455,"2024-08-16","@CIN",7,2024,"KCR","A",26,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,1,1,1,0,0,0,0,0.25,0,0.25,2.72685408401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.1538118692049,64.7888072114456,1,0.333333333,0.333333333,0.333333333,0,0,0,0,6,11,17,0.0842700004577637,-0.0352699980139732,0.119540005922318,0.560999989509583,0.0530496463179588,1.25600004196167,1.60933327674866,1.63999998569489,1.80299997329712,1,1,0.0285984110087156,0.038495536158792,1,0,0.35294118,93.33333333,0.52941176,83.66666667,0.11764706,84.5,NA,0.286001861095428,-0.289999485015869,0.0121269263327122,4.76669768492381,-3.22221650017632,0.606346316635609,0.27272727,1,0.52941176,0.33333333,1,0.77777778,0.35294118,0.5,0.11764706,1,2,0,1,2,0,3,0.33333333,0.66666667,0,0.33333333,0.66666667,0,3.08592805523968,59.65323,48.88621,73.13268,52.20736,61.35605,47.92518,NA,NA,NA,78.07996,73.20639,80,NA,NA,NA,70.37982,71.83374,77.18187,-1.14071,2.36603,91.12,127.12,106.1,102.5,97.46,102.02,NA,NA,NA,80.04,151.78,138.76,NA,NA,NA,86.0753846153846,137.347692307692,127.769230769231,0.35294118,NA,NA,0.52941176,0.11764706,93.1666666666667,NA,NA,83.6666666666667,84.25,2.23971446355184,NA,NA,-6.34218597412109,7.98699855804443,9.95158386230469,NA,NA,-2.56578318277995,4.81326389312744,0.288947459310293,NA,NA,-0.329848971217871,0.0120918154716492,4.81579098850489,NA,NA,-3.66498856908745,0.604590773582458,0.33333333,0.75,0.52941176,0.33333333,1,0.77777778,0.47058824,20.30769231,0.11764706,0.52941176,0.35294118,NA,NA,84.3583068847656,83.8263007269965,93.3351338704427,NA,NA,7.73664474487305,-7.21966213650174,1.62767330805461,NA,NA,3.28155994415283,-3.86852984958225,9.1363271077474,NA,NA,0.0120918154716492,-0.329848971217871,0.288947459310293,NA,NA,0.604590773582458,-3.66498856908745,4.81579098850489,NA,NA,0.28571429,0.7,0.52941176,0.5,0.85714286,0.77777778,0.58823529,3,87.3850301106771,16.0845680236816,0,0,102.789,2,0.66666667,"2024-08-16",0
"Kris Bubic",21455,"2024-08-10","STL",7,2024,"KCR","H",26,0,0,13.500014081612,1,0,0,0,0,0,0,0,0.2,5,3,1,1,0,0,0,0,0,0,2,27.000028163224,0,40.5000422448361,2,0,0,2,1,0,0,0,0,0,0.4,0,0.4,1.04688908401489,0,0.6,4.50000469387067,1,0.66666667,-2.83352648020443,16.3335405618165,-0.565511505147663,321.006760054206,-72.2837445352942,-15.914020822374,2,0,0.666666666,0.333333333,0,0,0,0,6,15,21,-0.0324099771678448,-0.0887579917907715,0.0563480108976364,-0.921000003814697,-0.09016153216362,0.795199990272522,0.527199983596802,0.527199983596802,1.57720005512238,1,1,-0.0945192202925682,0.0537622062529458,0,0,0.52380952,92.36363636,0.42857143,83.77777778,0.04761905,86,NA,-1.00229823589325,-0.151105657219887,0,-9.11180214448409,-1.67895174688763,0,0.5,0.66666667,0.57142857,0.66666667,1,0.83333333,0.42857143,0.4,0.0952381,0,3,0,0,1,2,3,0,1,0,0,0.33333333,0.66666667,-0.624933754147487,80,80,80,39.36241,58.6126,29.15419,80,66.80439,80,63.36882,62.84979,64.8957,NA,NA,NA,57.20968,65.91911,55.38624,-0.3225,3.59334,133.6,191.16,189.58,109.44,79.74,82.28,82.6,103.74,100.04,97.35,131.68,124.04,NA,NA,NA,102.096666666667,115.418,111.504666666667,0.47619048,NA,0.04761905,0.42857143,0.04761905,92.4900024414062,NA,91.1999969482422,83.5,86.0999984741211,3.06154804229736,NA,6.56167793273926,-5.5436757405599,8.1922435760498,10.1071556091309,NA,5.6340708732605,-1.78375879923503,1.86421358585358,-0.543454322963953,NA,-0.47120988368988,-0.154849778860807,0,-5.43454322963953,NA,-47.120988368988,-1.72055309845342,0,0.4,0.72727273,0.57142857,0.5,1,0.83333333,0.52380952,21.4375,0.04761905,0.42857143,0.47619048,0.04761905,NA,86.4421005249023,83.8279758029514,92.846240234375,91.5129013061523,NA,7.70291996002197,-6.57520336574978,2.1819507598877,5.81156015396118,NA,0.705502986907959,-2.86667696634928,9.12662048339844,4.79438018798828,NA,0,-0.154849778860807,-0.543454322963953,-0.47120988368988,NA,0,-1.72055309845342,-5.43454322963953,-47.120988368988,NA,0.4,0.72727273,0.57142857,0.5,1,0.83333333,0.52380952,3,94.8962198893229,6.22217686971029,0,0,110.274,2,0.66666667,"2024-08-10",0
"Kris Bubic",21455,"2024-08-06","BOS",7,2024,"KCR","H",26,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0.333333333,0,3,1,0,0,1,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.92248398140073,0,27.1538118692049,45.9812600371998,3,0,0.75,0.25,0,0,2,9,11,21,32,0.0400499999523163,-0.00768199702724814,0.0477319955825806,1.067999958992,0.104552127420902,0.273371428251266,0.332899987697601,0.381000012159348,0.703400015830994,1,1,0.130178034305573,0.0163259372634854,0,0,0.5,92.75,0.375,83.16666667,0.125,84.75,NA,1.00738096237183,0.429458677768707,-0.660677373409271,6.29613101482391,3.57882231473923,-16.5169343352318,0.38888889,0.5,0.4375,0.85714286,0.71428571,0.78571429,0.4375,0.5,0.09375,0,2,2,1,2,1,4,0,0.5,0.5,0.25,0.5,0.25,-0.308782182036229,20,55.42657,20,80,68.94973,80,NA,NA,NA,58.03139,61.61407,65.15801,NA,NA,NA,69.27554,67.75565,72.92365,-1.07211,2.46893,89.64,67.76,58.02,107.14,129.22,140.6,NA,NA,NA,95.69,124.84,118.29,NA,NA,NA,99.3036363636364,121.243636363636,120.923636363636,0.5,NA,NA,0.375,0.125,92.5875015258789,NA,NA,83.2416687011719,84.7249984741211,2.48453712463379,NA,NA,-6.02276929219564,8.70536804199219,11.2134990692139,NA,NA,-2.1224791208903,3.39701867103577,1.00311728566885,NA,NA,0.433818496763706,-0.672246351838112,6.26948303543031,NA,NA,3.61515413969755,-16.8061587959528,0.42857143,0.44444444,0.4375,0.83333333,0.75,0.78571429,0.5625,18.88461538,0.125,0.375,0.5,NA,NA,84.8191223144531,83.3130747477214,92.6868743896484,NA,NA,7.99103498458862,-7.03447532653809,1.8615630865097,NA,NA,2.13271999359131,-3.40868345896403,10.2400302886963,NA,NA,-0.672246351838112,0.433818496763706,1.00311728566885,NA,NA,-16.8061587959528,3.61515413969755,6.26948303543031,NA,NA,0.42857143,0.44444444,0.4375,0.83333333,0.75,0.78571429,0.5625,4,77.1926651000977,7.52083396911621,0,0,90.7291,0,0,"2024-08-06",0
"Kris Bubic",21455,"2024-08-03","@DET",7,2024,"KCR","A",26,0,0,0,1,0,0,0,0,0,0,1,1,5,1,1,0,0,1,1,0,0,0,1,9,9,9,1,0,0,2,0,1,0,0,0,0,0.2,0.2,0,4.94568908401489,0,0.25,2,0.333333333333333,0.5,4.1664797782898,-4.1664797782898,4.1664797782898,0,101.731862486004,101.806421637006,2,0.333333333,0.666666666,0,0,0,1,9,4,10,14,-0.0634439960122108,-0.450947970151901,0.387503981590271,0.0829999446868896,0.00875526573508978,4.85432004928589,4.36439990997314,4.36439990997314,4.36439990997314,1,1,-0.0036069720517844,-0.0094626227355523,0,1,0.42857143,93,0.35714286,82.8,0.21428571,85,0.28571429,0.0348505601286888,0.439443498849869,-0.541934311389923,0.58084266881148,8.78886997699738,-18.0644770463308,0.42857143,0.85714286,0.64285714,0.33333333,0.66666667,0.55555556,0.5,0.8,0.28571429,0,1,2,1,2,0,3,0,0.33333333,0.66666667,0.33333333,0.66666667,0,6.44822610078973,74.65138,54.87583,76.37035,54.95276,56.25467,58.22954,NA,NA,NA,65.78139,55.10149,66.58445,NA,NA,NA,66.23595,58.08027,70.59675,-0.88327,2.75219,103.4,135.06,131.4,96.34,95.5,86.84,NA,NA,NA,85.47,132.42,113.24,NA,NA,NA,91.7336842105263,121.177894736842,107.770526315789,0.42857143,NA,NA,0.35714286,0.21428571,92.9666646321615,NA,NA,82.8800048828125,85.0666656494141,2.54692093531291,NA,NA,-5.69829444885254,7.52588017781575,9.60081164042155,NA,NA,-2.32376155853271,1.55979283650716,0.0347248949110508,NA,NA,0.444888971745968,-0.546448275446892,0.578748248517513,NA,NA,8.89777943491936,-18.2149425148964,0.5,0.83333333,0.64285714,0.5,0.6,0.55555556,0.42857143,23.6,0.21428571,0.35714286,0.42857143,NA,NA,85.2747344970703,83.093701171875,93.2014363606771,NA,NA,7.38072967529297,-6.4880859375,1.95723231633504,NA,NA,0.565298000971476,-3.4381778717041,8.64806811014811,NA,NA,-0.546448275446892,0.444888971745968,0.0347248949110508,NA,NA,-18.2149425148964,8.89777943491936,0.578748248517513,NA,NA,0.33333333,0.875,0.64285714,0.5,0.57142857,0.55555556,0.57142857,3,77.2577819824219,-6.78333409627279,0,0,99.2444,1,0.33333333,"2024-08-03",0
"Kris Bubic",21455,"2024-07-31","@CHW",7,2024,"KCR","A",26,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.5648885419948,-22.5814263197472,1,0,1,0,0,0,0,0,5,10,15,0.00127600005362183,0,0.00127600005362183,0.496999979019165,0.0512107163667679,0.0164666660130024,0.029399998486042,0.029399998486042,NA,0,1,0.0450000017881393,0.0324898830868119,0,0,0.86666667,93.07692308,NA,NA,0.13333333,86,NA,0.699904084205627,NA,0.0334886722266674,5.38387757081252,NA,1.67443361133337,0.28571429,0.625,0.46666667,1,0.4,0.57142857,0.53333333,0.33333333,0.2,0,1,0,1,0,0,1,0,1,0,1,0,0,-1.67334769321943,34.21703,50.52612,26.10345,69.74529,62.40559,69.40739,56.70967,31.45732,76.45623,NA,NA,NA,NA,NA,NA,66.61541,55.33177,68.2956,-0.90684,2.71683,97.98,76.02,76.12,92.68,121,118.28,114.9,180.16,142.76,NA,NA,NA,NA,NA,NA,94.868,118.946666666667,114.290666666667,0.8,NA,0.06666667,NA,0.13333333,93.0666707356771,NA,92,NA,86.0500030517578,2.47071107228597,NA,7.12555932998657,NA,6.72364950180054,10.0167388916016,NA,6.10631656646729,NA,0.544714510440826,0.566446878015995,NA,0.141648322343826,NA,0.0337270088493824,4.72039065013329,NA,14.1648322343826,NA,1.68635044246912,0.33333333,0.55555556,0.46666667,1,0.4,0.57142857,0.6,16.91666667,0.13333333,NA,0.8,0.06666667,NA,86.1654968261719,NA,93.1928507486979,92.1392974853516,NA,6.38210010528564,NA,1.88051923116048,6.83615016937256,NA,-0.53964900970459,NA,9.11402257283529,5.44610023498535,NA,0.0337270088493824,NA,0.566446878015995,0.141648322343826,NA,1.68635044246912,NA,4.72039065013329,14.1648322343826,NA,0.33333333,0.55555556,0.46666667,1,0.4,0.57142857,0.6,1,56.3746223449707,4.01991653442383,0,0,56.3746,0,0,"2024-07-31",0
