"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","SF%","SFv","XX%","wFB","wSL","wSF","wFB/C","wSL/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFS%","pfxSI%","pfxSL%","pfxvFA","pfxvFS","pfxvSI","pfxvSL","pfxFA-X","pfxFS-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFS-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFS","pfxwSI","pfxwSL","pfxwFA/C","pfxwFS/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFS%","piSI%","piSL%","pivFA","pivFS","pivSI","pivSL","piFA-X","piFS-X","piSI-X","piSL-X","piFA-Z","piFS-Z","piSI-Z","piSL-Z","piwFA","piwFS","piwSI","piwSL","piwFA/C","piwFS/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Aroldis Chapman",10233,"2024-09-28","@NYY",27,2024,"PIT","A",36,0,0,0,1,0,0,0,0,1,0,0,0.2,2,0,0,0,0,0,0,0,0,0,1,13.500014081612,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,0.5,1.65247908401489,0,0,0,0,1,0.166476649042681,-0.166476649042681,2.43449162409945,0,5.80403695341251,60.6207349749633,0,0,0,1,0,0,0,0,4,5,9,0.0421840026974678,0,0.0421840026974678,1.55999994277954,0.161993771791458,0.912999987602234,0.641200006008148,1.2824000120163,NA,0,1,0.0496521294116974,-0.00344840184292322,0,0,0.66666667,99.66666667,0.33333333,90,NA,NA,NA,0.709532618522644,-0.193396776914597,NA,11.8255436420441,-6.44655923048655,NA,0.25,0.4,0.33333333,0,1,0.66666667,0.55555556,NA,0.11111111,0,0,1,0,1,0,1,0,0,1,0,1,0,-1.15238855334211,80,80,76.13561,80,80,20,20,59.60074,20,NA,NA,NA,80,80,41.14425,-2.4943,0.33564,71.48,196,175.98,175.34,138.44,199.54,84.62,34.58,24.4,NA,NA,NA,87.4,135.797777777778,128.071111111111,0.55555556,NA,0.11111111,0.33333333,99.3200012207031,NA,100.599998474121,89.8333333333333,1.30651998519897,NA,6.24262094497681,-4.49846108754476,11.2948539733887,NA,11.9886198043823,5.68879318237305,0.43772504106164,NA,0.32400244474411,-0.197531919926405,8.7545008212328,NA,32.400244474411,-6.58439733088017,0.25,0.4,0.33333333,0,1,0.66666667,0.55555556,18.85714286,0.55555556,NA,0.11111111,0.33333333,99.2273376464844,NA,100.51000213623,89.6795043945312,1.14886035919189,NA,6.56358003616333,-4.69931983947754,10.2344581604004,NA,10.9967002868652,4.13755671183268,0.43772504106164,NA,0.32400244474411,-0.197531919926405,8.7545008212328,NA,32.400244474411,-6.58439733088017,0.2,0.5,0.33333333,0,1,0.66666667,0.44444444,1,91.7237167358398,22.1502552032471,0,0,91.7237,0,0,"2024-09-28",0
"Aroldis Chapman",10233,"2024-09-27","@NYY",27,2024,"PIT","A",36,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.3263759235173,-18.3531359984531,1,0,1,0,0,0,0,0,1,7,8,0.0890479981899261,0,0.0890479981899261,0.49099999666214,0.0509864985942841,1.17413341999054,1.80440008640289,1.80440008640289,NA,0,1,0.0763273909687996,-0.000485926384098778,1,0,0.75,100.16666667,0.25,88.5,NA,NA,NA,0.338716953992844,0.405993461608887,NA,5.64528256654739,20.2996730804443,NA,0.5,0.83333333,0.75,0,0.4,0.33333333,0.75,1,0.5,0,1,0,1,0,0,1,0,1,0,1,0,0,-1.63164493926916,80,80,80,80,80,80,80,76.20032,80,NA,NA,NA,80,80,80,-4.33205,-2.42098,118.94,104.48,129.92,148.86,187.16,231.34,162.6,177.32,237.68,NA,NA,NA,137.335,143.36,182.215,0.5,NA,0.25,0.25,99.7750015258789,NA,101.050003051758,88.6999969482422,3.2435781955719,NA,5.30535221099854,-6.74605846405029,11.3175811767578,NA,10.403564453125,5.05743598937988,0.112455744296312,NA,0.229855183511972,0.410867884755135,2.81139360740781,NA,11.4927591755986,20.5433942377567,0.5,0.83333333,0.75,0,0.4,0.33333333,0.75,16.8,0.625,NA,0.125,0.25,99.6093017578125,NA,102.041000366211,88.4813003540039,3.31378974914551,NA,5.85750007629395,-7.36495494842529,10.0416900634766,NA,9.35729026794434,3.81382989883423,0.167229704558849,NA,0.175081223249435,0.410867884755135,3.34459409117699,NA,17.5081223249435,20.5433942377567,0.5,0.83333333,0.75,0,0.4,0.33333333,0.75,1,45.6985206604004,-78.5440521240234,0,0,45.6985,0,0,"2024-09-27",0
"Aroldis Chapman",10233,"2024-09-25","MIL",27,2024,"PIT","H",36,0,0,0,1,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,1,0,1,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0.333333333333333,1,0.5,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,29.9346008508647,29.9783111930123,1,0.5,0.5,0,0,0,0,0,5,12,17,0.166873976588249,0,0.166873976588249,0.521000027656555,0.0519182868301868,2.16499996185303,2.89660000801086,2.89660000801086,NA,0,1,0.0771813318133354,-0.000103281222784149,1,0,0.58823529,101.3,0.35294118,89.83333333,0.05882353,89,NA,0.601626098155975,-0.499255299568176,-0.0879258811473846,6.01626098155975,-8.3209216594696,-8.79258811473846,0.44444444,0.75,0.58823529,1,0.83333333,0.9,0.47058824,0.33333333,0.05882353,2,0,0,1,0,1,2,1,0,0,0.5,0,0.5,3.92220924356601,46.76006,70.89619,27.27904,65.38613,80,31.90742,53.0887,68.58148,46.79454,NA,NA,NA,53.90825,75.2393,32.9716,-0.11739,3.90101,92.14,162.1,148,191.46,97.94,165.3,99.96,108.32,114.8,NA,NA,NA,112.276470588235,120.203529411765,124.878823529412,0.47058824,NA,0.17647059,0.35294118,99.0625,NA,102.59999593099,89.8166707356771,3.00135159492493,NA,6.72172673543294,-2.52284161249797,10.6665668487549,NA,9.2645378112793,6.23124059041341,0.558138698339462,NA,-0.0380783230066299,-0.507310975342989,6.97673372924328,NA,-1.26927743355433,-8.45518292238315,0.44444444,0.75,0.58823529,1,0.83333333,0.9,0.47058824,21.71428571,0.35294118,0.05882353,0.23529412,0.35294118,99.6864522298177,88.5522994995117,102.703247070312,89.5232340494792,2.84794171651204,2.20717000961304,5.9664249420166,-2.52308336893717,9.42081514994303,8.67051029205322,8.72573471069336,4.81630516052246,0.472853407263756,-0.0897959321737289,0.137002900242805,-0.507310975342989,7.8808901210626,-8.97959321737289,3.42507250607014,-8.45518292238315,0.44444444,0.625,0.52941176,1,0.8,0.88888889,0.47058824,2,93.9837951660156,-17.2907447814941,0,0,98.9597,1,0.5,"2024-09-25",0
"Aroldis Chapman",10233,"2024-09-22","@CIN",27,2024,"PIT","A",36,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.3263759235173,-18.3531359984531,1,0,1,0,0,0,0,0,3,8,11,0.104430004954338,0,0.104430004954338,0.560999989509583,0.0530496463179588,1.317999958992,1.99399995803833,1.99399995803833,NA,0,1,0.0797158181667328,-0.000482124537329875,1,0,0.45454545,99.6,0.27272727,87.66666667,0.27272727,93.33333333,NA,0.4655941426754,0.132020100951195,0.135778486728668,9.311882853508,4.40067003170649,4.52594955762227,0.2,0.5,0.36363636,0,0.66666667,0.5,0.54545455,1,0.18181818,0,1,0,1,0,0,1,0,1,0,1,0,0,-1.63164493926916,80,64.9456,80,52.56781,61.7065,39.05888,80,56.28925,80,20,72.31466,20,73.63651,65.61003,63.44311,-1.34304,2.06253,88.02,109.78,55.4,124.08,91.88,102.84,89.56,153.92,148.32,99.32,74.34,79.82,104.634545454545,105.643636363636,104.652727272727,0.18181818,0.18181818,0.36363636,0.27272727,94.9499969482422,93.8000030517578,100.150001525879,87.7666625976562,1.56816756725311,5.2396354675293,6.14065408706665,-2.517715771993,9.19554233551025,2.94682884216309,9.2139835357666,5.46744600931803,0.42246812582016,-0.0623212568461895,0.248172599822283,0.133502695709467,21.123406291008,-3.11606284230947,6.20431499555707,4.45008985698223,0.25,0.42857143,0.36363636,0,0.66666667,0.5,0.63636364,17,0.09090909,0.27272727,0.36363636,0.27272727,97.502197265625,93.8665974934896,100.567253112793,88.1738688151042,1.27197003364563,4.21494325002034,6.21228981018066,-2.67119375864665,9.21790027618408,2.87548605600993,8.11441707611084,4.04976018269857,0.222849875688553,0.137296993285418,0.248172599822283,0.133502695709467,22.2849875688553,4.57656644284725,6.20431499555707,4.45008985698223,0.25,0.42857143,0.36363636,0,0.66666667,0.5,0.63636364,1,71.3763427734375,-45.0194816589355,0,0,71.3763,0,0,"2024-09-22",0
"Aroldis Chapman",10233,"2024-09-19","@STL",27,2024,"PIT","A",36,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,2,1,0,0,0,0,0,0,0,6.91672908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,78.1955776252467,151.387312822842,0.5,0.25,0.25,0.5,0,0,0,0,1,5,6,0.193159997463226,-0.133616000413895,0.326775997877121,0.479999989271164,0.0506329089403152,4.21320009231567,3.41240000724792,3.41240000724792,NA,0,1,0.0349048264324665,0.0109415595047988,1,0,0.5,98.66666667,0.5,87.66666667,NA,NA,NA,0.0701013207435608,0.294189721345901,NA,2.33671069145203,9.80632404486338,NA,0.5,1,0.83333333,0,1,0.8,0.66666667,0.75,0.16666667,1,2,1,0,3,1,4,0.25,0.5,0.25,0,0.75,0.25,4.41316043698866,80,74.1378,80,80,80,80,20,62.33008,20,NA,NA,NA,59.99704,74.49265,52.13799,-0.49567,3.33359,80.16,153.36,152.62,91.72,165.84,160.62,102.16,63.78,79.6,NA,NA,NA,93.0866666666667,110.65,117.443333333333,0.33333333,NA,0.16666667,0.5,97.5,NA,101.099998474121,87.5666707356771,3.41394853591919,NA,5.93003416061401,-4.06379191080729,10.7520027160645,NA,9.86345767974854,4.19153213500977,-0.183396697044373,NA,0.252764463424683,0.297828514128923,-9.16983485221863,NA,25.2764463424683,9.92761713763078,0.5,1,0.83333333,0,1,0.8,0.66666667,18,0.33333333,NA,0.16666667,0.5,97.7926483154297,NA,101.398002624512,87.8351033528646,3.15711998939514,NA,5.93569993972778,-4.33640003204346,9.63626003265381,NA,9.03180027008057,3.13998317718506,-0.183396697044373,NA,0.252764463424683,0.297828514128923,-9.16983485221863,NA,25.2764463424683,9.92761713763078,0.5,1,0.83333333,0,1,0.8,0.66666667,4,97.1952209472656,27.0005741119385,0,0,100.35,3,0.75,"2024-09-19",0
"Aroldis Chapman",10233,"2024-09-15","KCR",27,2024,"PIT","H",36,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,29.9346008508647,29.9783111930123,2,0,1,0,0,0,0,0,4,8,12,0.166873976588249,0,0.166873976588249,0.521000027656555,0.0519182868301868,2.16499996185303,2.89660000801086,2.89660000801086,NA,0,1,0.0771813318133354,-0.000103281222784149,1,0,0.25,102.33333333,0.25,89.33333333,0.5,93.83333333,NA,-0.074782133102417,0.289916634559631,0.475348562002182,-2.49273777008057,9.66388781865438,7.9224760333697,0.42857143,0.8,0.58333333,0.66666667,0.75,0.71428571,0.41666667,1,0.16666667,2,0,0,0,2,0,2,1,0,0,0,1,0,-0.22227486154869,NA,NA,NA,21.08589,61.56777,28.45284,80,68.73173,80,80,79.22737,51.14556,80,80,58.13865,-2.15769,0.84056,NA,NA,NA,145.3,73.16,87.8,88.58,144.84,150.16,118.16,144.2,163.04,117.55,126.6,141.01,NA,0.5,0.25,0.25,NA,93.8333333333333,102.366668701172,89.0333353678385,NA,1.88803211847941,5.3159704208374,-5.08811505635579,NA,2.59280904134115,8.92166137695312,3.78436470031738,NA,0.48138714581728,-0.0761566460132599,0.293468430638313,NA,8.02311909695466,-2.53855486710866,9.78228102127711,0.42857143,0.8,0.58333333,0.66666667,0.75,0.71428571,0.41666667,20.33333333,NA,0.5,0.25,0.25,NA,93.7472534179688,102.302337646484,88.926767985026,NA,2.0103398958842,5.49042320251465,-5.13170337677002,NA,1.11300166447957,8.05578358968099,2.46254666646322,NA,0.48138714581728,-0.0761566460132599,0.293468430638313,NA,8.02311909695466,-2.53855486710866,9.78228102127711,0.42857143,0.8,0.58333333,0.66666667,0.75,0.71428571,0.41666667,2,93.284423828125,-13.7268152236938,0,0,94.6545,0,0,"2024-09-15",0
"Aroldis Chapman",10233,"2024-09-10","MIA",27,2024,"PIT","H",36,0,0,9,1,0,0,0,0,1,0,0,1,6,3,1,1,0,0,0,0,0,0,2,18,0,27,2,0,0,2,1,1,0,0,0,0,0.33333333,0,0.33333333,1.64500686612628,0,0.5,3,0.75,0.66666667,-0.833520221710205,9.83352022171021,0.678488184511662,213.193937782926,-18.3263759235173,18.1856412207288,2,0.25,0.5,0.25,0,0,0,0,4,13,17,0.0348240062594414,-0.109504044055939,0.144328042864799,-0.479000002145767,-0.0477329343557358,1.42700004577637,0.776600003242493,0.776600003242493,NA,0,1,-0.0583050772547722,0.0827087248667771,0,0,0.41176471,99.85714286,0.35294118,87.83333333,0.23529412,93.25,NA,-0.0243505164980888,-0.118516147136688,-0.477861344814301,-0.347864521401269,-1.9752691189448,-11.9465336203575,0.4,0.58333333,0.52941176,0.5,1,0.88888889,0.70588235,0.83333333,0.05882353,1,1,2,0,3,1,4,0.25,0.25,0.5,0,0.75,0.25,1.50437450546617,80,53.28806,80,80,80,72.54786,80,60.82567,80,80,58.46458,70.72177,80,69.43682,80,-3.61992,-1.35279,88.62,168.3,166.34,144.2,151.2,178.6,70.16,157.64,149.52,97.04,154.92,158.68,100.928235294118,155.572941176471,161.756470588235,0.11764706,0.23529412,0.29411765,0.35294118,96.6000061035156,93.25,101.340002441406,87.7666625976562,2.68771171569824,4.42779731750488,6.51909790039062,-3.88201522827148,10.6568956375122,3.59959077835083,9.75922698974609,5.46889114379883,0.0895345062017441,-0.485805030912161,-0.115839146077633,-0.121673043817282,4.4767253100872,-12.145125772804,-2.31678292155266,-2.02788406362136,0.33333333,0.63636364,0.52941176,0.5,1,0.88888889,0.64705882,19.54545455,0.11764706,0.23529412,0.29411765,0.35294118,96.5413513183594,93.2013473510742,101.300799560547,87.7024943033854,2.55447006225586,4.37994003295898,6.37283782958984,-4.14136346181234,9.43502044677734,2.04025506973267,8.41678771972656,4.01996994018555,0.0895345062017441,-0.485805030912161,-0.115839146077633,-0.121673043817282,4.4767253100872,-12.145125772804,-2.31678292155266,-2.02788406362136,0.4,0.58333333,0.52941176,0.5,1,0.88888889,0.70588235,4,94.61083984375,10.3507661819458,0,0,103.412,2,0.5,"2024-09-10",0
"Aroldis Chapman",10233,"2024-09-09","MIA",27,2024,"PIT","H",36,0,0,9,1,0,0,0,0,1,0,0,1,6,2,1,1,0,1,0,0,0,0,2,18,9,18,2,0,0,0,2,1,0,0,0,0,0.33333333,0.16666667,0.16666667,4.28472907744389,0,0.4,3,0.666666666666667,0.66666667,2.1664797782898,6.8335202217102,5.19049659073353,213.193937782926,54.0650892380557,127.221589227109,0,0.333333333,0,0.666666666,0,0,0,0,8,15,23,0.0768299847841263,-0.283617973327637,0.360447943210602,-0.478999942541122,-0.0477329343557358,3.37113332748413,1.53799998760223,1.53799998760223,NA,0,1,-0.055701170116663,0.0784917207477365,1,0,0.65217391,99.93333333,0.34782609,86.25,NA,NA,NA,-0.898983240127563,0.145429328083992,NA,-5.99322160085042,1.8178666010499,NA,0.22222222,0.42857143,0.34782609,0,0.83333333,0.625,0.60869565,0.66666667,0.13043478,2,0,1,0,2,1,3,0.66666667,0,0.33333333,0,0.66666667,0.33333333,3.62187152722614,36.33211,65.8369,20,80,80,73.39949,80,61.29633,80,NA,NA,NA,80,72.24798,69.91113,-1.95666,1.1421,84,50.26,42.68,146.58,131.04,156.3,82.48,138.08,129.92,NA,NA,NA,107.959130434783,112.415652173913,117.484347826087,0.26086957,NA,0.39130435,0.34782609,97.9166666666667,NA,101.111111111111,86.0999984741211,2.17107534408569,NA,6.11177402072483,-6.85394954681396,10.5454279581706,NA,9.99778578016493,2.15159320831299,-0.00691669061779976,NA,-0.906184308230877,0.14556597918272,-0.115278176963329,NA,-10.0687145358986,1.819574739784,0.14285714,0.4375,0.34782609,0,0.71428571,0.625,0.69565217,19.58823529,0.26086957,NA,0.39130435,0.34782609,97.86669921875,NA,101.064866807726,86.0504455566406,2.04723898569743,NA,5.95859103732639,-7.14815473556519,9.43773969014486,NA,8.78856319851345,0.748656451702118,-0.00691669061779976,NA,-0.906184308230877,0.14556597918272,-0.115278176963329,NA,-10.0687145358986,1.819574739784,0.14285714,0.4375,0.34782609,0,0.71428571,0.625,0.69565217,3,89.7446492513021,28.6514536539714,0,0,112.004,1,0.33333333,"2024-09-09",0
"Aroldis Chapman",10233,"2024-09-07","WSN",27,2024,"PIT","H",36,0,1,54.0000563264481,1,0,0,0,0,0,0,1,0.2,7,4,4,4,0,1,0,0,0,1,2,27.000028163224,13.500014081612,54.0000563264481,2,0,0,2,0,2,0,0,0,0,0.28571429,0.14285714,0.14285714,3.48223928321469,0,0.666666666666667,7.50000782311779,1,0.2,1.66647821366624,52.3335781127818,1.66647821366624,1279.16496097058,41.9998072893296,42.0611351806182,2,0.5,0.5,0,0,0,0,0,12,18,30,-0.841070055961609,-0.93969601392746,0.0986260175704956,-3.81100010871887,-0.379770785570145,2.17647504806519,1.53799998760223,1.53799998760223,0.472799986600876,1,1,-0.275220632553101,-0.111216168874645,0,1,0.76666667,98.95652174,0.1,87.66666667,0.13333333,93.5,NA,-1.9753680229187,-0.130906611680984,-0.119178675115108,-8.58855662138566,-4.36355372269948,-2.97946687787771,0.2,0.53333333,0.36666667,0.66666667,0.75,0.72727273,0.5,0.71428571,0.1,1,0,3,0,2,2,4,0.25,0,0.75,0,0.5,0.5,6.05439314647092,67.06123,74.99619,64.45799,50.82646,80,32.88429,34.0693,53.47017,35.08752,29.48302,58.1112,20,59.46591,72.32168,52.7868,-0.46267,3.38309,68.72,159.66,123.8,139.26,68.76,99.46,111.86,39.14,63.14,87.06,119.64,108.94,80.182,136.212,114.13,0.7,0.13333333,0.06666667,0.1,98.6142810639881,93.4250030517578,101.800003051758,87.7333374023438,1.24938483465286,2.13779282569885,6.32275342941284,-3.97381973266602,10.6280437651135,4.43587112426758,9.22454357147217,3.95729223887126,-1.4698839597404,-0.122066427022219,-0.531621173024178,-0.133471086621284,-6.99944742733524,-3.05166067555547,-26.5810586512089,-4.44903622070948,0.16666667,0.5,0.36666667,1,0.66666667,0.72727273,0.6,20,0.7,0.13333333,0.06666667,0.1,98.5941569010417,93.4047775268555,101.802001953125,87.6917622884115,1.031494867234,1.98538148403168,6.56920480728149,-4.15910339355469,9.361572265625,2.84591054916382,8.13101005554199,2.22992324829102,-1.4698839597404,-0.122066427022219,-0.531621173024178,-0.133471086621284,-6.99944742733524,-3.05166067555547,-26.5810586512089,-4.44903622070948,0.16666667,0.5,0.36666667,1,0.66666667,0.72727273,0.6,4,98.1504287719727,9.64692878723145,0,0,107.012,3,0.75,"2024-09-07",2
"Aroldis Chapman",10233,"2024-09-05","WSN",27,2024,"PIT","H",36,0,0,0,1,0,0,0,0,1,0,0,0.2,2,0,0,0,0,0,0,0,0,0,1,13.500014081612,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,-0.528020915985107,0,0,0,0,1,0.166476649042681,-0.166476649042681,0.166476649042681,0,5.80403695341251,5.81251197675874,1,0,1,0,0,0,0,0,0,6,6,0.0351399853825569,0,0.0351399853825569,1.60000002384186,0.159441947937012,0.75330001115799,0.534500002861023,1.06900000572205,NA,0,1,0.0504427328705788,-0.00379467119255097,0,0,0.66666667,99,0.33333333,87.5,NA,NA,NA,0.501805603504181,0.0931044071912766,NA,12.5451400876045,4.65522035956383,NA,0.75,0.5,0.66666667,0.33333333,1,0.5,0.33333333,1,0.33333333,0,1,0,0,1,0,1,0,1,0,0,1,0,-0.951463757125605,80,60.24906,63.43873,80,80,68.40059,58.51944,55.80224,70.18707,NA,NA,NA,80,65.33583,73.91386,-2.57578,0.21342,107.72,105.98,117.32,169.48,182.42,237.44,92.56,102.34,104.36,NA,NA,NA,112.96,117.506666666667,133.02,0.5,NA,0.16666667,0.33333333,98.5333353678385,NA,101.199996948242,87.3499984741211,2.11166413625081,NA,5.78174781799316,-4.58017349243164,9.89091110229492,NA,9.9266471862793,3.50507235527039,0.269219551235437,NA,0.238738894462585,0.094138327986002,8.97398504118125,NA,23.8738894462585,4.7069163993001,1,0.33333333,0.66666667,0.33333333,1,0.5,0.5,18.5,0.5,NA,0.16666667,0.33333333,98.5741984049479,NA,101.209999084473,87.3509521484375,2.05640999476115,NA,5.94395017623901,-4.4246997833252,9.13020960489909,NA,8.93397998809814,2.33334493637085,0.269219551235437,NA,0.238738894462585,0.094138327986002,8.97398504118125,NA,23.8738894462585,4.7069163993001,1,0.33333333,0.66666667,0.33333333,1,0.5,0.5,1,99.6429443359375,-8.09983062744141,0,0,99.6429,1,1,"2024-09-05",0
