"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","SF%","SFv","XX%","wFB","wSL","wSF","wFB/C","wSL/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFS%","pfxSI%","pfxSL%","pfxvFA","pfxvFS","pfxvSI","pfxvSL","pfxFA-X","pfxFS-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFS-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFS","pfxwSI","pfxwSL","pfxwFA/C","pfxwFS/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSI%","piSL%","pivCH","pivFA","pivSI","pivSL","piCH-X","piFA-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwSI","piwSL","piwCH/C","piwFA/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Nick Sandlin",20517,"2024-08-27","KCR",5,2024,"CLE","H",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.5241212415541,27.173712862954,2,0,1,0,0,0,0,0,6,11,17,0.0529920160770416,0,0.0529920160770416,0.479999989271164,0.0506329126656055,0.706533312797546,0.952000021934509,0.952000021934509,0.954800009727478,1,1,0.0750892385840416,-8.63829264397542e-05,0,0,0.35294118,93,0.29411765,80.8,0.35294118,86.66666667,NA,0.0676813274621964,0.285325258970261,0.337476462125778,1.12802212436994,5.70650517940521,5.6246077020963,0.4,0.71428571,0.52941176,0.5,0.6,0.55555556,0.41176471,1,0.23529412,2,0,0,0,2,0,2,1,0,0,0,1,0,-0.215782578870283,NA,20,56.93939,20,80,36.89782,80,20,54.63437,20,67.89669,44.69533,80,32.61171,53.62181,37.64877,1.20568,5.88561,127.04,57.8,59.46,102.46,136.04,104.38,98.82,79.9,81.78,64.04,176.12,163.62,95.0588235294118,110.662352941176,105.429411764706,0.29411765,0.35294118,0.05882353,0.29411765,92.6400024414063,86.5666707356771,93.5,80.4799987792969,-7.43200149536133,-7.4371166229248,-11.1190299987793,5.30343132019043,7.57097244262695,0.0266947522759438,1.06165599822998,2.25034999847412,-0.0526734702289104,0.342078749090433,0.120601363480091,0.288692314177752,-1.05346940457821,5.70131248484055,12.0601363480091,5.77384628355503,0.4,0.71428571,0.52941176,0.5,0.6,0.55555556,0.41176471,18.42857143,0.35294118,0.29411765,0.05882353,0.29411765,86.9887491861979,93.0624389648438,93.9702987670898,80.8749206542969,-7.04066149393717,-6.68038787841797,-10.4554996490479,6.10815391540527,-0.967562993367513,7.09207000732422,0.0336392000317574,1.37305755615234,0.342078749090433,-0.0526734702289104,0.120601363480091,0.288692314177752,5.70131248484055,-1.05346940457821,12.0601363480091,5.77384628355503,0.5,0.55555556,0.52941176,0.5,0.6,0.55555556,0.52941176,2,98.8970108032227,-2.91529631614685,0,0,108.616,1,0.5,"2024-08-27",0
"Nick Sandlin",20517,"2024-08-26","KCR",5,2024,"CLE","H",27,0,0,0,1,1,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,2,18,18,0,1,0,0,0,1,0,0,0,0,0,0.4,0.4,0,8.39516908401489,0,0,2,0,1,5.1664797782898,-5.1664797782898,6.67848818451166,0,128.317596918708,164.299085576848,0,0,0,1,0,0,0,0,11,11,22,0.0470440052449703,-0.0440439879894257,0.0910879969596863,0.480000019073486,0.0506329126656055,1.03433334827423,0.870000004768372,0.870000004768372,0.930000007152557,1,1,0.0138532370328903,0.0316292037329058,0,0,0.40909091,92.66666667,0.18181818,79.75,0.40909091,86,NA,-0.22008965909481,-0.391127586364746,0.783340871334076,-2.44544065660901,-9.77818965911865,8.70378745926751,0.21428571,0.75,0.40909091,0.66666667,0.66666667,0.66666667,0.36363636,0.4,0.13636364,0,0,1,1,0,0,1,0,0,1,1,0,0,4.34158346486196,43,44.34387,58.18046,35.04973,20,22.11805,20,20,54.3183,20,60.20436,39.47731,80,20,49.26878,20,2.72537,8.16515,97.02,96.1,97.18,104.58,-486.84,-473.9,80.34,-80.56,-85.7,81.28,148.38,128.12,87.8918181818182,58.87,50.6281818181818,0.36363636,0.40909091,0.04545455,0.18181818,92.5749969482422,85.977783203125,92.8000030517578,79.875,-7.71577548980713,-6.70904795328776,-8.8217658996582,5.90183305740356,6.39466667175293,-0.458487616644965,0.358722388744354,2.63818717002869,0.040448397397995,0.774467419832945,-0.267212420701981,-0.400490418076515,0.505604967474937,8.60519355369939,-26.7212420701981,-10.0122604519129,0.25,0.6,0.40909091,0.66666667,0.66666667,0.66666667,0.45454545,18.76470588,0.40909091,0.36363636,0.04545455,0.18181818,86.5385199652778,93.1450729370117,93.4094009399414,80.4321212768555,-6.14106538560655,-7.08931350708008,-7.93055009841919,6.81583261489868,-1.24191178215875,6.0106372833252,0.0529821999371052,1.7296439409256,0.774467419832945,0.040448397397995,-0.267212420701981,-0.400490418076515,8.60519355369939,0.505604967474937,-26.7212420701981,-10.0122604519129,0.25,0.6,0.40909091,0.66666667,0.66666667,0.66666667,0.45454545,1,84.9077911376953,69.0034637451172,0,0,84.9078,0,0,"2024-08-26",1
"Nick Sandlin",20517,"2024-08-22","@NYY",5,2024,"CLE","A",27,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.2,4,1,2,2,1,1,1,0,0,0,0,0,13.500014081612,13.500014081612,0,0,0,1,2,0,0,0,0,0,0,0.25,-0.25,10.3741040840149,13.500014081612,0.333333333333333,3.00000312924711,0,0,27.1665048122667,-0.166476649042679,12.202514422274,678.232621034743,682.682343958444,301.723432731227,0.5,0,0.333333333,0.666666666,0,0.5,0,0,9,10,19,-0.179747968912125,-0.181383952498436,0.00163598300423473,-2.82500004768372,-0.293354123830795,1.30120003223419,0.899800002574921,1.79960000514984,0.0868000015616417,1,1,-0.126100644469261,-0.0120395065138994,0,1,0.21052632,93,0.36842105,81,0.42105263,86.5,0.10526316,-0.00637783482670784,-1.08488357067108,-0.160609185695648,-0.159445870667696,-15.4983367238726,-2.0076148211956,0.35714286,0.6,0.42105263,0.8,1,0.875,0.26315789,0.5,0.05263158,0,3,0,1,0,2,3,0,1,0,0.33333333,0,0.66666667,26.3936679112771,NA,44.69993,55.11616,31.63934,NA,NA,NA,80,73.24773,80,20,52.27843,20,50.69262,67.73658,33.70365,0.08238,4.20066,109.9,89.92,91.66,NA,NA,NA,97.38,178.32,193.68,80.98,58.96,55.36,93.1105263157895,109.452631578947,113.962105263158,0.21052632,0.42105263,NA,0.36842105,92.75,86.5124969482422,NA,80.8999982561384,-8.45065021514893,-7.61474418640137,NA,3.54485702514648,7.20056247711182,-1.23415577411652,NA,4.70738274710519,-0.00731367245316505,-0.164658032357693,NA,-1.07340897992253,-0.182841811329126,-2.05822540447116,NA,-15.3344139988933,0.1,0.77777778,0.42105263,0,1,0.875,0.47368421,19.9375,0.42105263,0.21052632,NA,0.36842105,86.2667388916016,92.5370483398438,NA,80.6772896902902,-6.59447383880615,-7.62747478485107,NA,5.01653562273298,-2.36730623245239,6.76147985458374,NA,4.00016702924456,-0.164658032357693,-0.00731367245316505,NA,-1.07340897992253,-2.05822540447116,-0.182841811329126,NA,-15.3344139988933,0.1,0.77777778,0.42105263,0,1,0.875,0.47368421,3,94.4013061523438,5.87283515930176,1,0.33333333,105.142,2,0.66666667,"2024-08-22",0
"Nick Sandlin",20517,"2024-08-20","@NYY",5,2024,"CLE","A",27,0,0,0,1,0,0,0,0,0,0,0,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,13.500014081612,0,0,0,2,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0.5,1.50000156462356,0.5,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,77.9208590801313,76.9288520456552,2,0,1,0,0,0,0,0,4,5,9,0.0770680010318756,-0.049944031983614,0.127012029290199,0.513999998569489,0.0533748716115952,2.27220010757446,0.875800013542175,1.75160002708435,1.50839996337891,1,1,0.0169650074094534,0.0169527803659131,1,0,0.33333333,92.66666667,0.22222222,80.5,0.44444444,86.25,NA,-0.304824471473694,-0.0490101873874664,0.674642264842987,-10.1608157157898,-2.45050936937332,16.8660566210747,0.33333333,0.66666667,0.44444444,1,1,1,0.33333333,1,0,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,1.36489168843914,NA,60.31856,44.5735,58.51111,NA,NA,NA,80,56.65594,80,46.6314,51.32084,44.69629,69.77467,53.42907,65.76545,-1.10312,2.42241,100.9,148,157.1,NA,NA,NA,124.1,179.82,193.56,95.46,96.12,97.42,103.637777777778,132.013333333333,138.677777777778,0.33333333,0.44444444,NA,0.22222222,92.6333312988281,86.0250015258789,NA,80.4000015258789,-9.29172070821126,-8.01790904998779,NA,4.94541835784912,6.60613123575846,-1.53136825561523,NA,3.91995334625244,-0.308848842978477,0.686781994998455,NA,-0.050431564450264,-10.2949614326159,17.1695498749614,NA,-2.5215782225132,0.4,0.5,0.44444444,1,1,1,0.44444444,22,0.44444444,0.33333333,NA,0.22222222,85.8559494018555,92.5004679361979,NA,80.2413482666016,-6.95198488235474,-8.38055674235026,NA,6.29247999191284,-2.79851508140564,5.95278358459473,NA,3.02684998512268,0.686781994998455,-0.308848842978477,NA,-0.050431564450264,17.1695498749614,-10.2949614326159,NA,-2.5215782225132,0.4,0.5,0.44444444,1,1,1,0.44444444,2,91.5888824462891,-1.2161877155304,0,0,106.736,1,0.5,"2024-08-20",0
"Nick Sandlin",20517,"2024-08-17","@MIL",5,2024,"CLE","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,0,0,0,1,0,0.33333333,0,0.33333333,1.13839575453556,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.5241212415541,27.173712862954,1,0,1,0,0,0,0,0,0,9,9,0.0470040068030357,0,0.0470040068030357,0.499000012874603,0.051258347928524,0.622466683387756,0.828999996185303,0.828999996185303,0.748799979686737,1,1,0.0756436362862587,-0.000131150144481867,0,0,0.44444444,92.75,0.44444444,79.75,0.11111111,81,NA,0.37397575378418,0.186208814382553,0.118980832397938,9.34939384460449,4.65522035956383,11.8980832397938,0.6,0.5,0.55555556,0.66666667,1,0.8,0.44444444,1,0.11111111,2,0,0,0,2,0,2,1,0,0,0,1,0,-0.215782578870283,NA,80,51.87187,60.76835,80,45.8979,80,39.58177,53.88817,43.6714,44.38012,57.43495,46.60525,74.71147,54.58251,67.96284,-1.40982,1.96236,123.76,156.16,145.06,94.42,179.44,155.62,101.78,93.52,100.32,114.52,46.34,31.48,106.444444444444,121.291111111111,114.902222222222,0.22222222,0.11111111,0.22222222,0.44444444,92.3499984741211,81.3000030517578,92.9499969482422,79.5999984741211,-8.13185977935791,-7.55011367797852,-10.3059453964233,5.19861602783203,6.6406569480896,-1.33521926403046,1.98678147792816,3.5800449848175,0,0.120601363480091,0.378464296460152,0.188276655972004,0,12.0601363480091,18.9232148230076,4.7069163993001,0.75,0.4,0.55555556,0.66666667,1,0.8,0.55555556,16.5,0.11111111,0.22222222,0.22222222,0.44444444,81.0263977050781,92.165901184082,92.7205505371094,79.3757476806641,-6.93946981430054,-7.80294990539551,-9.72245025634766,5.91502237319946,-2.30355000495911,6.19838523864746,1.11944949626923,3.01159501075745,0.120601363480091,0,0.378464296460152,0.188276655972004,12.0601363480091,0,18.9232148230076,4.7069163993001,0.75,0.4,0.55555556,0.66666667,1,0.8,0.55555556,2,81.1469802856445,0.189815744757652,0,0,81.147,0,0,"2024-08-17",0
"Nick Sandlin",20517,"2024-08-14","CHC",5,2024,"CLE","H",27,0,0,0,1,0,0,0,0,0,1,0,1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,10.5257290840149,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.5684995033937,0,77.9208590801313,161.562834508075,0,0.25,0,0.75,0.333333333,0,0,0,8,14,22,0.0863400176167488,0,0.0863400176167488,0.899999976158142,0.0949367061257362,0.853599965572357,1.14506661891937,1.64559996128082,0.847599983215332,1,1,0.100734531879425,0.000413571563686002,1,0,0.5,93,0.31818182,81.14285714,0.18181818,83.5,NA,0.247445479035378,0.643064737319946,0.15039849281311,2.24950435486707,9.18663910457066,3.75996232032776,0.27272727,0.72727273,0.5,1,1,1,0.5,1,0,2,2,0,2,1,1,4,0.5,0.5,0,0.5,0.25,0.25,2.95816939303119,NA,67.76329,57.20117,80,55.1625,42.88475,34.45669,70.75216,54.61503,61.61767,80,50.60395,80,74.52963,54.79106,77.36669,-1.39852,1.97931,101.22,97.1,101.18,98.94,157.08,167.94,135.2,127.08,136.46,88.84,138.78,127.72,109.573636363636,119.67,123.3,0.40909091,0.18181818,0.09090909,0.31818182,93.022223578559,83.4749984741211,93.25,81.0571463448661,-8.19773779975043,-7.3324089050293,-9.69954872131348,5.06616646902902,6.14372762044271,-1.25632405281067,1.96356987953186,3.23488017490932,0.229807585477829,0.152108270674944,0.019891619682312,0.651461947709322,2.55341761642032,3.8027067668736,0.994580984115601,9.30659925299031,0.33333333,0.61538462,0.5,1,1,1,0.59090909,19.16666667,0.18181818,0.40909091,0.09090909,0.31818182,83.8504257202148,93.4085693359375,93.6608505249023,81.4058314732143,-6.85860729217529,-7.55306752522786,-9.53970527648926,5.67818995884487,-1.98948121070862,5.76950115627713,1.32032549381256,2.69865526471819,0.152108270674944,0.229807585477829,0.019891619682312,0.651461947709322,3.8027067668736,2.55341761642032,0.994580984115601,9.30659925299031,0.22222222,0.69230769,0.5,1,1,1,0.59090909,4,93.0279235839844,46.5557441711426,0,0,101.202,2,0.5,"2024-08-14",0
"Nick Sandlin",20517,"2024-08-12","CHC",5,2024,"CLE","H",27,1,0,0,1,0,0,0,0,0,0,1,0.2,4,1,0,0,0,1,1,0,0,0,1,13.500014081612,13.500014081612,13.500014081612,1,0,0,0,1,1,0,0,0,0,0.25,0.25,0,6.49179158401489,0,0.333333333333333,3.00000312924711,0.5,1,4.66648134291335,-4.66648134291335,6.93449631797012,0,115.718451885026,170.667945732913,0,0.5,0,0.5,0,0,1,13.500014081612,6,9,15,-0.142252013087273,-0.260320007801056,0.118067987263203,-0.498000025749207,-0.0525316521525383,3.57216000556946,1.45000004768372,2.90000009536743,2.83759999275208,1,1,-0.0574548505246639,0.0176324425514815,0,1,0.33333333,93.4,0.13333333,81,0.53333333,84.125,0.26666667,-0.721529185771942,-0.0373910665512085,0.310059040784836,-14.4305837154388,-1.86955332756042,3.87573800981045,0.33333333,0.66666667,0.46666667,0.33333333,1,0.71428571,0.4,0.5,0.13333333,1,1,0,0,0,2,2,0.5,0.5,0,0,0,1,7.52507911543289,NA,74.99942,55.55774,80,NA,NA,NA,33.24514,64.65449,34.39471,60.75785,59.29427,72.5783,61.89333,64.36721,71.8599,-0.61348,3.15687,109.6,125.12,118.46,NA,NA,NA,148.88,91.06,91.84,90.96,104.84,103.16,104.896,109.762666666667,106.750666666667,0.33333333,0.53333333,NA,0.13333333,93.2400024414062,83.9875030517578,NA,80.8500061035156,-8.18256530761719,-8.31188678741455,NA,5.79407405853271,6.50623321533203,-0.626472651958466,NA,3.94241380691528,-0.72861036285758,0.32034520804882,NA,-0.0380783230066299,-14.5722072571516,4.00431510061026,NA,-1.9039161503315,0.25,0.71428571,0.46666667,0,1,0.71428571,0.46666667,22.16666667,0.53333333,0.33333333,NA,0.13333333,84.1403350830078,93.4029418945313,NA,80.994499206543,-7.45093631744385,-7.19228363037109,NA,7.50471496582031,-1.76145350933075,5.98743591308594,NA,2.92595505714417,0.32034520804882,-0.72861036285758,NA,-0.0380783230066299,4.00431510061026,-14.5722072571516,NA,-1.9039161503315,0.4,0.6,0.46666667,0.5,1,0.71428571,0.33333333,2,102.963073730469,24.1947135925293,1,0.5,109.777,2,1,"2024-08-12",0
"Nick Sandlin",20517,"2024-08-11","@MIN",5,2024,"CLE","A",27,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.1,2,1,1,1,1,0,0,0,0,0,0,0,0,27.000028163224,0,0,0,1,1,0,0,0,0,0,0,0,0,6.03472908401489,27.000028163224,0.5,3.00000312924711,0,1,42.1665204585023,-15.1664922952783,7.70250972840334,678.232621034743,1060.65827200739,189.774252798055,1,0,0.5,0.5,0,1,0,0,5,7,12,-0.0450799986720085,-0.0610359981656075,0.0159559976309538,-1.68499994277954,-0.176624745130539,0.521799981594086,0.215199992060661,0.430399984121323,1.78519999980927,1,1,-0.115791395306587,0.0293981406838288,0,0,0.41666667,93.8,0.16666667,80,0.41666667,85.8,NA,0.0892020016908646,-0.0879258811473846,-1.19959712028503,1.78404003381729,-4.39629405736923,-23.9919424057007,0.28571429,1,0.58333333,0.5,1,0.85714286,0.41666667,1,0.08333333,2,0,0,0,0,2,2,1,0,0,0,0,1,43.2480143456106,NA,55.97343,54.11112,67.23819,71.84243,50.03312,71.48035,20,59.79998,20,67.92895,54.82611,75.59243,53.88416,58.22575,57.4155,-0.1159,3.90324,93.48,111.4,109.36,94.66,150.68,173.8,150.3,18.96,39.3,91.26,134.52,129.2,102.123333333333,108.9,111.32,0.33333333,0.41666667,0.08333333,0.16666667,93.9250030517578,85.6400024414063,93.3000030517578,80.4000015258789,-7.89291572570801,-8.17777328491211,-10.5919275283813,6.13944530487061,6.01045560836792,-0.55260705947876,1.2301185131073,2.48523473739624,0.0215732380747795,-1.19691970944405,0.0682137757539749,-0.0897959321737289,0.539330951869488,-23.9383941888809,6.82137757539749,-4.48979660868645,0.28571429,1,0.58333333,0.5,1,0.85714286,0.41666667,21.3,0.41666667,0.33333333,0.08333333,0.16666667,85.3906005859375,93.6858520507812,93.0335998535156,80.1072006225586,-7.33520202636719,-7.24781036376953,-10.0523996353149,7.08654975891113,-1.44317779541016,5.72712993621826,0.623158991336823,1.96658492088318,-1.19691970944405,0.0215732380747795,0.0682137757539749,-0.0897959321737289,-23.9383941888809,0.539330951869488,6.82137757539749,-4.48979660868645,0.28571429,1,0.58333333,0.5,1,0.85714286,0.41666667,2,103.030990600586,9.67632675170898,1,0.5,105.185,2,1,"2024-08-11",0
"Nick Sandlin",20517,"2024-08-09","@MIN",5,2024,"CLE","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.333333333333333,1,0.5,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.5241212415541,27.173712862954,2,0,1,0,0,0,0,0,3,6,9,0.02789600007236,-0.0189519934356213,0.0468479953706264,0.483999967575073,0.0507337488234043,0.502666652202606,0.486000001430511,0.486000001430511,0.386000007390976,1,1,0.0392908342182636,0.0162051887427268,0,0,0.22222222,93,0.33333333,81.33333333,0.44444444,84,NA,0.0228863731026649,0.235807254910469,0.328426539897919,1.14431865513325,7.86024183034897,8.21066349744797,0.25,0.8,0.55555556,0,0.5,0.4,0.55555556,0.33333333,0.33333333,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,-0.215782578870283,NA,46.89355,66.32753,45.29321,NA,NA,NA,50.43026,60.1993,52.42212,44.73138,48.19245,49.36208,43.83871,62.14376,44.06458,0.50819,4.83938,100.62,95.28,101.74,NA,NA,NA,114.64,100.74,108.54,91.74,119.3,108.8,101.346666666667,107.775555555556,107.144444444444,0.22222222,0.44444444,NA,0.33333333,93,83.9250030517578,NA,81.2999979654948,-9.01803970336914,-7.46784067153931,NA,5.48990567525228,7.62692070007324,-0.911920130252838,NA,4.4514627456665,0.0229212380945683,0.335277736186981,NA,0.238522160798311,1.14606190472841,8.38194340467453,NA,7.95073869327704,0.25,0.8,0.55555556,0,0.5,0.4,0.55555556,15,0.44444444,0.22222222,NA,0.33333333,83.9017181396484,92.9669494628906,NA,81.2779642740885,-6.58319759368896,-7.99212551116943,NA,6.66710344950358,-1.73126125335693,7.30002498626709,NA,4.11614322662354,0.335277736186981,0.0229212380945683,NA,0.238522160798311,8.38194340467453,1.14606190472841,NA,7.95073869327704,0.25,0.8,0.55555556,0,0.5,0.4,0.55555556,2,100.073669433594,-6.0756368637085,0,0,109.435,1,0.5,"2024-08-09",2
"Nick Sandlin",20517,"2024-08-07","ARI",5,2024,"CLE","H",27,0,0,13.500014081612,1,0,0,0,0,0,0,0,0.2,4,1,1,1,1,1,0,0,0,0,1,13.500014081612,13.500014081612,13.500014081612,1,0,0,0,1,0,0,0,1,0,0.25,0.25,0,6.49179158401489,13.500014081612,0.333333333333333,3.00000312924711,0,1,24.1665016830196,-10.6664876014076,6.93449631797012,339.116310517371,607.087158348655,170.667945732913,0,0,0,1,0,1,1,13.500014081612,7,9,16,-0.129656031727791,-0.146176010370255,0.0165199786424637,-1.07700002193451,-0.113607592880726,0.689999997615814,0.741733312606812,0.315600007772446,0.814799964427948,1,1,-0.133492395281792,-0.0544148977266094,0,1,0.375,92.5,0.1875,80,0.4375,84.57142857,NA,0.160906732082367,-0.245903253555298,-1.22934782505035,2.68177886803945,-8.19677511850993,-17.5621117864336,0.26666667,1,0.3125,0.5,1,0.6,0.0625,0.75,0.125,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,71.8298944119734,NA,48.77195,59.0631,40.92924,NA,NA,NA,20,50.38109,20,20,45.71241,20,20,54.0102,20,3.17706,8.84268,100.94,68.68,74.22,NA,NA,NA,102.64,-99.56,-83,81.8,59.4,50.88,92.348,30.7013333333333,31.884,0.375,0.4375,NA,0.1875,92.5,84.6285749162946,NA,79.9333343505859,-7.30354817708333,-7.0959483555385,NA,6.10224596659342,6.16920916239421,-0.672838415418352,NA,3.22461064656576,0.163954067975283,-1.2293225042522,NA,-0.252090986818075,2.73256779958804,-17.5617500607456,NA,-8.40303289393584,0.36363636,0.2,0.3125,0.5,1,0.6,0.3125,16.83333333,0.4375,0.375,NA,0.1875,84.786612374442,92.673583984375,NA,80.0673014322917,-6.5413327898298,-6.72463671366374,NA,6.78999328613281,-1.48476069314139,5.69307009379069,NA,2.69298680623372,-1.2293225042522,0.163954067975283,NA,-0.252090986818075,-17.5617500607456,2.73256779958804,NA,-8.40303289393584,0.36363636,0.2,0.3125,0.5,1,0.6,0.3125,2,106.113632202148,34.0385818481445,1,0.5,106.114,1,0.5,"2024-08-07",2
"Nick Sandlin",20517,"2024-08-04","BAL",5,2024,"CLE","H",27,0,0,0,1,0,0,0,0,0,0,0,0.1,3,2,0,0,0,0,0,0,0,0,1,27.000028163224,0,54.0000563264481,1,0,0,0,1,1,0,0,0,0,0.33333333,0,0.33333333,2.61817353088578,0,0.666666666666667,6.00000625849423,1,1,-2.83352648020443,2.83352648020443,1.70250346990911,0,-73.2695121394468,40.5086795538261,0,0.5,0,0.5,0,0,0,0,3,7,10,-0.180640012025833,-0.207236006855965,0.0265959948301315,-1.51999998092651,-0.160337552428246,1.40546667575836,0.989199995994568,1.97839999198914,0.331999987363815,1,1,-0.0963272452354431,-0.0321994677357935,0,1,0.2,92.5,0.4,79.5,0.4,83.75,NA,-0.666421473026276,-0.571684002876282,0.28234189748764,-33.3210736513138,-14.292100071907,7.05854743719101,0.4,0.8,0.6,0.5,0.75,0.66666667,0.5,0.33333333,0.2,1,1,0,1,0,1,2,0.5,0.5,0,0.5,0,0.5,3.50960832923479,NA,20,45.15257,40.58251,80,24.38454,80,47.93527,46.64859,37.56451,80,57.55325,43.12977,79.67328,54.8637,42.44987,-1.71808,1.49997,84.54,68.06,66.32,109.44,144.48,159.44,115.94,106.8,114.58,102.02,90.76,85.84,106.582,100.278,102.744,0.1,0.4,0.1,0.4,92.9000015258789,83.8499984741211,92.4000015258789,79.4749984741211,-8.81265830993652,-8.19823837280273,-10.4491100311279,5.77146100997925,5.38327503204346,-1.50427007675171,0.442096173763275,3.68247532844543,-0.730484664440155,0.285662680864334,0.057969942688942,-0.58067163079977,-73.0484664440155,7.14156702160835,5.7969942688942,-14.5167907699943,0.25,0.83333333,0.6,0,0.8,0.66666667,0.6,23.28571429,0.4,0.1,0.1,0.4,83.9964752197266,93.0399017333984,92.5516967773438,79.5805206298828,-7.19149255752563,-7.86660003662109,-9.45627975463867,7.21387004852295,-2.68225741386414,4.50314998626709,-0.366780012845993,2.9427649974823,0.285662680864334,-0.730484664440155,0.057969942688942,-0.58067163079977,7.14156702160835,-73.0484664440155,5.7969942688942,-14.5167907699943,0.5,0.75,0.6,0.66666667,0.66666667,0.66666667,0.4,2,81.8096771240234,25.6006240844727,0,0,98.007,1,0.5,"2024-08-04",0
